제레미	jeremy
그리드	verkkoon
부록	liite
부록	lisäys
부록	lisäykset
부록	liitteet
부록	lisäyksiä
클랜시	clancy
파이어니어	pioneer
파이어니어	edelläkävijä
탱고	tango
윌리스	willis
회귀	regressio
떠나기	poistu
떠나기	lähde
떠나기	jätä
떠나기	poistuu
떠나기	lähdössä
떠나기	lähtevät
농도	pitoisuudet
농도	keskittyminen
농도	keskittymä
농도	pitoisuus
농도	keskittäminen
농도	syvyys
농도	syvyyteen
코코	nenä
코코	nenän
코코	nenää
코스타	costa
슬롯	slot
폴라	paula
다이오드	diodi
엘레나	elena
엘레나	elenan
샘플링	näytettä
샘플링	otos
샘플링	näytteen
샘플링	otanta
샘플링	näyte
샘플링	näytteenotto
샘플링	otanta
지평선	horisontti
팬더	panda
팬더	pantteri
튜브	putken
튜브	putki
튜브	letku
튜브	putket
홍대	hong
원더	ihmettelee
원더	ihme
원더	ihmetellä
카트	kärryt
마르코프	markov
직위	asema
직위	kannan
직위	asento
직위	kanta
직위	sijainti
직위	asemat
비아	kautta
비아	via
진흙	mutaa
진흙	muta
브리타니아	britannian
브리타니아	britannia
쿼터	neljännes
쿼터	neljäsosa
추론	päätelmä
추론	perustelut
추론	perustelu
헐리우드	hollywoodiin
헐리우드	hollywood
헐리우드	hollywoodin
헐리우드	hollywoodissa
케리	kerry
적응	sopeutuminen
적응	mukautuva
적응	sopeutuminen
적응	mukautua
적응	mukauttaa
적응	sopeutua
적응	sopeuttaa
레니	lenny
체이스	jahtaa
체이스	chase
코뮌	kunnat
코뮌	kuntaa
인디아	intian
인디아	intia
인디아	intiaan
흡연	tupakointi
흡연	polttaminen
흡연	tupakoinnin
복권	lotto
복권	arvonta
복권	arpajaiset
양키	jenkki
양키	yankee
로마노프	romanoff
로마노프	romanov
자율	autonominen
섀도우	varjon
섀도우	varjo
피아트	fiat
블레이크	blake
이방인	muukalainen
이방인	vieras
아드리안	adrian
포르쉐	porsche
벤처	venture
부스	booth
대머리	kalju
마티아스	matthias
호스팅	isännöi
호스팅	isännöi
스탬프	leima
스탬프	leimaa
스탬프	postimerkkejä
베트남어	vietnamin
베트남어	vietnam
에메랄드	emerald
아프로	afro
색인	indeksi
색인	hakemisto
색인	indeksit
파우스트	faust
테두리	raja
테두리	rajaa
테두리	rajan
하퍼	harper
카우보이	cowboy
카우보이	cowboyt
부탄	bhutanin
로이스	royce
로이스	loisia
로이스	lois
목차	sisältö
오카	oka
서류	paperit
결핵	tuberkuloosin
결핵	tuberkuloosi
불평등	eriarvoisuutta
불평등	epätasa
불평등	eriarvoisuus
불평등	epätasa
남용	väärinkäyttö
남용	väärinkäytön
남용	väärinkäyttöä
남용	väärinkäyttö
남용	väärinkäytön
남용	väärinkäyttöä
남용	pahoinpitely
남용	väärinkäytökset
화해	sovittelu
화해	sovinto
화해	sovinnon
화해	sovittelu
화해	sovittelun
편집기	toimittaja
편집기	päätoimittaja
편집기	editorin
편집기	toimittajat
줄무늬	raidallinen
줄무늬	raidat
벅스	buck
벅스	ötököitä
벅스	vikoja
니컬러스	nicholas
모듈러	modulaarinen
베일	bale
베일	verho
베일	vale
무의미한	turhaa
사드	saad
퇴직	eläkkeelle
퇴직	eläkkeellä
퇴직	eläke
퇴직	eläkkeelle
퇴직	eläkkeellä
포인터	osoitin
녹아	sula
녹아	sulattaa
녹아	sulaa
무지	tietämättömyys
박격포	kranaatinheittimen
포괄적	kokonaisvaltainen
포괄적	kattava
재활	vieroitukseen
재활	kuntoutus
재활	kunnostaminen
재활	kunnostus
재활	kuntoutus
통증	kipu
통증	kipua
통증	tuska
통증	tuskaa
마당	telakka
마당	pihan
마당	piha
플랫	litteä
플랫	tasainen
크로스오버	crossover
복합체	monimutkaista
복합체	monitahoinen
복합체	monimutkainen
복합체	monimutkaiset
복합체	yhdiste
카누	kanootteja
카누	melonta
카누	kanootti
만찬	illallinen
시그널	signaalin
시그널	signaali
볼셰비키	bolsevikit
더그	dougin
더그	doug
숨겨져	piilossa
숨겨져	kätketty
숨겨져	piilotettu
깔끔하게	siisti
찾아보기	selaa
찾아보기	löydä
찾아보기	tutustu
어디서나	kaikkialla
어디서나	kaikkialle
생년월일	syntymäaika
블레어	blair
니콜라우스	nicholas
댓글	kommentti
댓글	kommenttia
댓글	kommentoi
댓글	kommentin
댓글	kommentoinut
댓글	kommentoi
댓글	kommentit
댓글	kommentteja
댓글	huomautuksia
댓글	huomautukset
카렐리야	karjalan
반짝반짝	tuiki
아래쪽	alemmas
아래쪽	alempi
아래쪽	alhaisempi
아래쪽	pienempi
아래쪽	alapuolelle
아래쪽	alle
아래쪽	alapuolella
아래쪽	alla
아래쪽	pohjaan
아래쪽	pohja
아래쪽	pohjaa
수족관	akvaario
편리하다	kätevä
편리하다	kätevää
콜라	kokaiinia
콜라	kokaiini
콜라	cola
조달	hankintoja
조달	hankinta
조달	hankinnat
미드	meade
미드	puolivälissä
리바운드	rebound
검출	osoittaminen
검출	toteaminen
검출	havaitseminen
손상된	vaurioitunut
손상된	vahingoittunut
걷고	kävellä
걷고	kävellen
걷고	kävelyllä
걷고	kävely
걷고	kävelee
범죄자	rikolliset
범죄자	rikollisia
범죄자	rikolliset
범죄자	rikollista
범죄자	rikollinen
범죄자	rikoksentekijä
명성	mainetta
명성	maine
명성	kuuluisuus
명성	mainetta
명성	maine
쏟아져	kaatamalla
입술	huulet
입술	lip
마티	marty
섀넌	shannon
농부	viljelijöiden
농부	maanviljelijät
농부	viljelijät
농부	viljelijöille
농부	maanviljelijöitä
농부	viljelijä
농부	maanviljelijä
호위	saattue
호위	seuralainen
베니	benny
비선형	epälineaarinen
응급	hätä
응급	hätätila
스무	kaksikymmentä
실린더	sylinterin
우분투	ubuntu
리타	ritan
리타	rita
샤이니	shah
손해	tappioita
손해	tappio
손해	tappiot
손해	menetykset
손해	vaurio
손해	vahinko
손해	vahingot
손해	vahinkoa
손해	vauriot
버추얼	virtuaalinen
어시스트	avustaa
브람스	brahms
아이비	ivy
스플리트	jako
스플리트	jaettu
베이컨	pekonia
코니	connie
혈관	alukset
혈관	aluksia
혈관	alusten
치프	päällikkö
노스웨스턴	luoteis
에베레스트	everest
공상	unelmoi
타원형	elliptinen
마일스	kilometrejä
마일스	kilometriä
마일스	miles
디나르	dinaari
리처드슨	richardson
마인드	mielet
노래방	karaoke
피드백	palautteen
피드백	palautetta
피드백	palaute
공지	ilmoitus
공지	ilmoitus
공지	huomaa
공지	ilmoituksia
공지	ilmoitukset
잠금	lukko
잠금	lukitus
잠금	lukitaan
잠금	lukitus
바하마	bahaman
설리번	sullivan
설리번	sullivanin
훌리오	julio
루니	rooney
무례한	tyly
무례한	epäkohteliasta
무례한	töykeä
매트	matt
매트	matti
매트	matte
매트	matto
매트	mat
매트	mats
매트	matot
항아리	purkki
항아리	jar
엘런	ellen
온실	kasvihuone
온실	kasvihuoneet
지불	maksaa
지불	maksa
지불	palkka
지불	maksaa
지불	maksettava
지불	maksaa
지불	maksu
지불	maksaminen
감지	osoittaminen
감지	toteaminen
감지	havaitseminen
감지	havaittu
감지	havaitut
감지	havaittiin
감지	havaitse
감지	havaita
네이션	kansakunta
통역	tulkki
연습생	harjoitus
연습생	harjoitukset
연습생	käytäntö
연습생	käytännön
민병대	miliisi
갈라	gaala
아브라함	ibrahim
아브라함	abraham
전갈자리	skorpioni
전갈자리	scorpius
아리스토텔레스	aristoteles
체계적	systemaattisesti
체계적	järjestelmällistä
체계적	järjestelmällisesti
체계적	järjestelmällinen
물고기자리	kalat
가까워	lähempänä
가까워	lähemmäs
가까워	lähemmäksi
자격증	sertifiointi
자격증	tutkintojen
자격증	pätevyys
자격증	sertifioitu
가정교사	kotiopettajatar
매리너	mariner
매리너	merimies
남서	lounais
남서	lounaaseen
벤치	penkit
벤치	penkin
벤치	penkki
벤치	penkillä
스완	swan
스완	joutsen
흔적	polkua
흔적	traces
흔적	jäljittää
흔적	polkuja
에드먼턴	edmonton
말라위	malawin
캐치	juju
캐치	saalis
캐치	catch
캐치	kiinni
캐치	nappaa
비자	viisumin
비자	visa
비자	viisumi
비자	viisumia
세르비아인	serbien
세르비아인	serbia
세르비아인	serbian
플루트	huilu
넷스케이프	netscape
오늘도	tänään
오늘도	today
부모님	vanhemmat
부모님	vanhempien
부모님	vanhempia
부모님	vanhemman
부모님	vanhemmat
부모님	vanhempi
부모님	emo
부모님	vanhempaa
스위프트	swift
수류탄	kranaatti
수류탄	kranaatteja
콜렉션	kokoelma
콜렉션	kokoelman
콜렉션	keräys
콜렉션	kerääminen
콜렉션	keruu
단점	haittapuoli
단점	haittoja
단점	haitat
몬테레이	monterreyn
펀자브	punjabin
단락	kappale
단락	kappaleet
하버	satama
하버	harbour
무제한	rajoittamaton
무제한	rajoittamaton
무제한	rajaton
숨김	piilossa
숨김	kätketty
숨김	piilotettu
메사	mää
매기	maggie
카세트	kasetti
카세트	kasetteja
행복하게	onnellisesti
귀도	guido
거품	bubbles
거품	kuplia
거품	vaahtoa
거품	kupla
랠리	ralli
랠리	kokoontuminen
닫습니다	lähellä
닫습니다	sulje
닫습니다	sulkeutuu
닫습니다	suljetaan
닫습니다	sulkee
독립기념일	riippumattomuus
독립기념일	itsenäisyyttä
독립기념일	itsenäisyys
스캇	scott
스캇	scottin
배너	banner
의사당	capitol
억제	esto
억제	tukahduttamiseen
억제	estäjä
방학	loma
방학	lomaa
방학	loman
방학	lomalle
사우샘프턴	southampton
베네딕트	benedict
도달	saavuttanut
도달	päästy
도달	saavutettu
도달	saavutti
도달	saavutettiin
도달	tavoittaa
도달	kattavuus
도달	reach
도달	kattavuuden
도달	tavoita
가정부	piika
가정부	sisäkkö
가정부	taloudenhoitaja
라그나로크	ragnarok
플레어	soihtu
인덱스	indeksi
인덱스	hakemisto
인덱스	indeksit
플라워	kukkaa
플라워	kukka
아메드	ahmed
피어	peer
리비우	lviv
배운다	oppia
배운다	opi
멤버들	jäseniä
멤버들	jäsenet
애정	hellyyttä
위트레흐트	utrecht
비스마르크	bismarck
볼륨	tilavuus
볼륨	määrä
파도	aallot
파도	aaltoja
파도	aallon
파도	aalto
엘프	tonttu
엘프	tontut
엘프	haltijat
웬디	leena
웬디	wendy
백조	joutsenet
백조	swan
백조	joutsen
심어	istutettu
스노우	lumisade
스노우	lunta
스노우	lumi
라디에이터	jäähdytin
외출	retki
거스	gus
출판물	julkaiseminen
출판물	julkaisu
출판물	julkaisuja
출판물	julkaisut
타라	taran
타라	tara
마르코스	marcos
바빌론	babylon
발목	nilkka
발목	nilkat
반체제	toisinajattelija
중성미자	neutriino
베일리	bailey
새우	katkarapuja
새우	katkarapuja
다코타	dakota
에식스	essex
페니	sentti
페니	penni
페니	penny
혼돈	hämmennystä
혼돈	sekaannusta
혼돈	sekaannus
혼돈	sekavuus
혼돈	kaaos
혼돈	kaaosta
혼돈	sekasorto
레딩	redding
워렌	warrenin
워렌	warren
브라보	bravo
볼프	susi
볼프	suden
볼프	wolf
하이라이트	korostettu
하이라이트	korosti
하이라이트	korostetaan
하이라이트	korostaa
하이라이트	korosta
하이라이트	korostus
바닐라	vanilja
두뇌	aivoja
두뇌	aivo
두뇌	aivot
일관성	yhdenmukaisuus
일관성	johdonmukaisuutta
일관성	johdonmukaisuuden
일관성	yhtenäisyys
일관성	johdonmukaisuus
일관성	yhdenmukaisuus
일관성	johdonmukaisuus
일관성	johdonmukaisuutta
일관성	yhtenäisyys
일관성	johdonmukaisuuden
손오공	goku
알란	alan
망치	vasara
망치	hammer
망치	vasaran
주디	judy
대각선	läpimitta
피타고라스	pythagoras
지리학	maantiede
멜로	melo
카레	curry
지브롤터	gibraltarin
전자제품	elektroniikka
재산권	omaisuutta
재산권	kiinteistö
재산권	ominaisuus
재산권	omaisuus
재산권	kiinteistöt
재산권	tontti
헤럴드	herald
헤럴드	herold
글래스	lasi
글래스	lasia
글래스	lasin
글래스	lasista
글래스	lasinen
뱅크스	pankit
뱅크스	pankkien
부착	liittää
부착	kiinnitä
부착	liitä
컴팩트	compact
컴팩트	tiivis
장애물	este
장애물	hyppii
장애물	hyppy
장애물	este
장애물	esteitä
장애물	esteet
복숭아	peach
닝보	ningbo
사용법	käyttö
콘월	cornwall
자정	keskiyö
자정	keskiyön
자정	keskiyöllä
토모에	tomoe
분사	injektio
싸이	psy
프로토타입	prototyyppi
프로토타입	prototyyppejä
템플	temppeli
템플	temple
웰스	welles
웰스	wells
에덴	eden
지뢰	miinoja
에두아르도	eduardo
코브라	cobra
플라톤	platon
항생제	antibiootit
항생제	antibiootteja
항생제	antibiootti
항생제	antibiootit
그리피스	griffith
그리피스	griffiths
정서	tunteet
정서	tunteita
현미경	mikroskoopin
민트	minttu
롤리	raleigh
트로이아	troy
트로이아	troijan
육체	liha
육체	lihaa
아이튠즈	itunes
컨셉	käsite
컨셉	konsepti
컨셉	käsitteet
컨셉	käsitteitä
트레이딩	kaupankäynnin
트레이딩	kaupankäynti
중요성	merkitys
중요성	tärkeys
제우스	zeus
제우스	zeuksen
전화번호	puhelimen
전화번호	puhelin
긴장	hermostunut
긴장	jännittää
긴장	jännitys
긴장	jännite
긴장	jännitteitä
긴장	jännitteet
워털루	waterloo
지다	jedda
질투	kateellisia
질투	kateellinen
질투	mustasukkainen
질투	mustasukkaisuus
안젤로	angelo
안젤로	angela
지부티	djiboutin
스탠포드	stanford
마이코	maiko
개선하기	parannetaan
개선하기	parantamalla
개선하기	parantaa
개선하기	parantaminen
개선하기	parannetaan
개선하기	parannettava
개선하기	paranna
개선하기	parantaa
플라스마	plasma
플라스마	plasman
몽골족	mongolit
몽골족	mongolien
프라이스	hinta
프라이스	hinnan
프라이스	hintaa
프라이스	pryce
불규칙	epäsäännöllinen
사자자리	leo
스테파니	stephanie
스테파니	steph
킬로그램	kilogrammaa
킬로그램	kilogrammaa
볼프스부르크	wolfsburg
타당성	pätevyys
타당성	voimassaolo
쿠르드	kurdistanin
차분한	tyyni
차분한	rauhallinen
바니	barney
바니	barneyn
디아스	díaz
디아스	diaz
볼리바르	bolivar
볼리바르	bolívar
엘렌	ellen
천하무적	voittamaton
모방	jäljitelmä
랜드마크	maamerkki
그놈	gnome
그놈	tonttu
약사	apteekki
용접	hitsaaja
용접	hitsaus
수프	keittoa
수프	keitto
측도	mitata
측도	mitta
측도	toimenpide
측도	toimenpiteen
측도	mittaa
리라	liiraa
리라	liira
트와일라잇	houkutus
트와일라잇	hämärän
트와일라잇	twilight
트와일라잇	hämärä
나탈리	natalie
에밀리오	emilio
우크라이나인	ukrainalaiset
악용	väärinkäyttö
악용	väärinkäytön
악용	väärinkäyttöä
악용	väärinkäyttö
악용	väärinkäytön
악용	väärinkäyttöä
악용	pahoinpitely
악용	väärinkäytökset
콕스	cox
초보자	aloittelijoille
초보자	noviisi
초보자	aloittelija
초보자	aloittelija
남동	kaakkoon
남동	kaakkois
남동	kaakkois
카슈미르	kashmirin
히트맨	hitman
버니	bernie
토레스	torres
에리트레아	eritrean
명목	nimellinen
엘비스	elvis
텔레노벨라	telenovela
귀한	harvinaiset
귀한	harvinainen
대리인	vartijat
대리인	agentti
대리인	korvike
리베라	rivera
성기	penis
성기	peniksen
성기	sukuelimet
복수형	monikossa
양수	positiiviset
양수	myönteinen
양수	positiivinen
양수	positiivista
어색한	nolo
어색한	kiusallinen
어색한	kiusallista
피카츄	pikachu
불가피한	väistämätön
불가피한	väistämätöntä
바바라	barbara
콤보	combo
레아	rhea
레아	lea
아톰	atomi
마시기	juomisen
마시기	juoma
마시기	juo
마시기	juoda
마시기	juominen
류블랴나	ljubljana
위생	hygienia
팩터	zin
팩터	tekijä
팩터	tekijää
올라프	olafin
올라프	olaf
사구	dyynit
사구	dyyni
노예제	orja
노예제	orjan
노예제	orjuus
노예제	orjuuden
아쉬운	helppo
아쉬운	helppoa
인류학	antropologia
레이어	kerroksia
레이어	kerros
레이어	kerroksen
레이어	taso
집착	pakkomielle
집착	pakkomielteinen
집착	pakkomielle
음주	juomisen
음주	juoma
음주	juo
음주	juoda
음주	juominen
음주	myrkytyksen
가입자	tilaaja
아이누	ainu
스프린트	sprint
호프만	hoffmann
호프만	hoffman
팍스	pax
불만	valitukset
불만	valituksia
불만	tyytymättömyyttä
불만	valitus
불만	valitukset
불만	kantelun
불만	kantelu
불만	tyytymättömyyttä
패티	patti
패티	patty
보일러	kattila
보일러	kattilat
신선	tuore
신선	tuoreet
신선	tuoretta
에이커	hehtaarin
광둥어	kantonia
조차도	edes
조차도	jopa
가루	jauhe
구출	pelastaa
구출	pelastus
구출	pelastaminen
명소	nähtävyydet
명소	nähtävyyksiä
세슘	cesium
리히터	richter
아르곤	argon
웨슬리	wesley
니제르	nigerin
퀸시	quincy
숭배	kultti
숭배	palvovat
독성	myrkyllisiä
독성	myrkyllinen
독성	myrkyllistä
독성	myrkyllisyys
트릭	temppu
트릭	temput
트릭	temppuja
코멘트	kommentti
코멘트	kommenttia
코멘트	kommentoi
코멘트	kommentin
영사	konsuli
루안다	luandan
휘슬러	whistler
도난	varastettu
도난	varastettua
도난	varastettiin
도난	varastetut
도난	varkaus
유명인	kuuluisa
유명인	kuuluisia
유명인	kuuluisat
유명인	tunnettu
웨어	ware
그라츠	graz
치사	murha
탬파	tampa
팔라우	palau
마찰음	frikatiivi
카리스마	karismaa
카리스마	karismaattinen
주스	juice
주스	mehu
주스	mehua
자치령	dominion
매니토바	manitoba
헤이	hei
매점	kanttiini
준수	noudattaminen
준수	noudattamista
준수	noudatettava
중서부	keskilännen
티나	tinaa
티나	tina
마스터링	masterointi
펀드	rahaston
펀드	rahasto
펀드	varat
펀드	rahastot
펀드	varojen
종속	riippuvaisia
종속	riippuvainen
종속	riippuvuus
종속	riippuvuuden
종속	riippuvuutta
종속	riippuvuudet
볼드윈	baldwin
명품	ylellinen
명품	ylellisyyttä
크레인	nosturit
크레인	crane
크레인	kurki
체코어	tsekin
체코어	tšekin
알레그로	allegro
젖은	kostea
젖은	märkää
젖은	märät
젖은	märkä
설문	kyselyt
설문	kyselyn
설문	kysely
행크	hank
행크	hankin
규소	pii
규소	piin
위임	valtuuskunnan
위임	lähetystö
위임	valtuuskunta
위임	valtuuskuntaa
슈나이더	schneider
걸음	stride
걸음	vaihe
걸음	askel
걸음	astu
걸음	vaiheita
걸음	vaiheet
걸음	askelia
걸음	portaat
걸음	askeleet
세븐틴	seitsemäntoista
할렐루야	halleluja
주머니	taskuun
주머니	taskussa
주머니	pussi
주머니	taskut
덮개	kansi
덮개	kattaa
덮개	kannen
덮개	suojaa
스펀지	sienellä
스펀지	sieni
노키아	nokia
클리프	kallio
클리프	kallion
클리프	cliff
톰프슨	thompson
톰프슨	thompsonin
파푸아	papua
록펠러	rockefeller
우치	łódźin
이고르	igor
맑음	tyhjennä
맑음	selvää
맑음	kirkas
맑음	aurinkoinen
맑음	sunny
맑음	aurinkoista
직사각형	suorakaiteen
직사각형	suorakulmion
직사각형	suorakaiteen
최소화	minimoida
최소화	minimoidaan
최소화	minimoida
재미	hauska
재미	hauskaa
재미	kivaa
산화물	oksidi
히스	heath
미치	mitch
몰수	takavarikoida
몰수	menetetyksi
몰수	takavarikoi
몰수	takavarikoitu
몰수	takavarikoitiin
드라큘라	dracula
악화	pahensi
악화	törkeä
악화	pahenee
악화	pahempaa
악화	huonompi
악화	pahempi
커크	kirk
경매	huutokauppa
경매	huutokaupan
경매	huutokaupassa
테오도시우스	theodosius
콘티넨탈	manner
브릿지	sillat
브릿지	siltoja
브릿지	siltojen
칵테일	cocktail
머무르고	jää
머무르고	pysy
도표	kaavio
동남아	kaakkoon
동남아	kaakkois
생산성	tuottavuuden
생산성	tuottavuus
프리웨어	freeware
카트만두	kathmandu
프라이	fry
스팀	höyryä
유리카	erica
대백과사전	tietosanakirja
마지	marge
특사	lähettiläs
하우	howe
언더우드	underwood
손잡이	nuppi
손잡이	käsittele
손잡이	hoitaa
손잡이	kahva
코코넛	kookospähkinöitä
고릴라	gorilla
고릴라	gorillat
하마	hippo
당뇨병	diabetes
당뇨병	diabeteksen
당뇨병	diabetes
유방	rinta
유방	rinnat
유방	rintojen
보완	täydennettävä
보완	täydennetään
보완	täydennys
보완	täydentävät
보완	täydentää
웃음	nauraa
웃음	nauravat
웃음	naurattaa
웃음	naurua
웃음	nauraa
웃음	naura
웃음	nauraa
웃음	naurua
웃음	nauru
루가	luke
루가	luken
여관	majatalo
콜론	colón
콜론	paksusuoli
아이유	lasta
아이유	lapsen
아이유	lapsi
먹어	syödä
먹어	syö
브랜던	brandon
기병대	ratsuväki
기병대	ratsuväen
리아	lea
리아	leah
리아	lia
밀어	push
밀어	työnnä
밀어	työntää
품격	tyylikäs
품격	tyylikästä
프롬	tanssiaiset
계몽주의	valaistumisen
부호화	koodaus
부호화	koodaus
트랜잭션	tapahtuma
트랜잭션	tapahtumat
트랜잭션	liiketoimet
우려	huoli
우려	huolenaihe
루즈벨트	roosevelt
입국	saapumista
입국	saapuminen
입국	saapumisen
칠리	chili
칠리	chiliä
칠리	chili
칠리	chiliä
냠냠	nam
가방	pussi
가방	säkki
가방	laukku
가방	laukkuja
가방	laukut
가방	pussit
소크라테스	sokrates
조선소	telakka
조선소	telakoiden
조선소	laivanrakennus
나가기	poistu
나가기	poistuminen
나가기	uloskäynti
몬테	monte
출판됨	julkaistu
출판됨	julkaistaan
출판됨	julkaistut
출판됨	julkaissut
변종	muunnos
변종	variantti
리프트	rift
리프트	repeämä
리프트	nostaa
리프트	nosto
리프트	nosta
현대그룹	hyundai
도시락	lounas
도시락	eväät
도시락	lounasta
도시락	lounaalla
목적지	määränpää
목적지	kohteita
목적지	kohteet
보정	korjauksia
보정	korjaukset
보정	paranna
보정	korjaus
보정	korjaan
보정	oikaisu
보정	kalibrointi
사랑스러운	ihanat
사랑스러운	ihana
데일	dale
미스틱	mystic
미스틱	mystinen
모리슨	morrison
펜스	penniä
표시하기	näyttö
표시하기	näytön
지킨	keane
목걸이	kaulakorun
목걸이	kaulakoru
벨리즈	belize
만족	tyydytystä
만족	tyytyväisyyttä
만족	tyytyväinen
만족	tyytyväisiä
등기	rekisteröity
등기	kirjattu
등기	rekisteröityä
등기	rekisteröidyt
코모로	komorien
안젤라	angela
연주회	konsertteja
연주회	konserttiin
연주회	konserttia
연주회	konsertti
연주회	konsertissa
팽창	laajentuminen
팽창	laajentaminen
팽창	laajeneminen
팽창	laajennus
좌표계	koordinaatteja
좌표계	koordinaatit
활성	aktiivisia
활성	aktiiviset
활성	aktiivinen
활성	aktiivisena
섹시	seksikäs
까마귀	corvus
까마귀	crow
까마귀	korppi
까마귀	varikset
까마귀	raven
까마귀	korppi
나이프	veitsiä
나이프	veitset
나이프	veistä
나이프	puukko
나이프	veitsi
라일리	rileyn
라일리	riley
라일리	reilly
레닌주의	leninismi
측량	surveyor
훔쳐	varasta
훔쳐	varastaa
캐런	karen
일러스트레이터	kuvittaja
북동	koillis
북동	koilliseen
조개	simpukka
조개	simpukoita
조개	simpukoiden
지오	gio
지오	maantieteelliset
지오	geo
웁살라	uppsala
바베이도스	barbados
카라치	karachi
플라이어스	flyers
채팅	keskustelut
채팅	keskusteluja
채팅	juttelee
채팅	keskustele
채팅	keskustelussa
채팅	keskustelu
채팅	chat
채팅	keskustella
아디다스	adidas
테라	tera
테라	terra
계산기	laskimet
계산기	laskin
에디터	toimittaja
에디터	päätoimittaja
에디터	editorin
에디터	toimittajat
부끄러운	häpeä
부끄러운	sääli
부끄러운	ujo
오마하	omaha
바깥쪽으로	ulospäin
엔트로피	entropia
바덴	baden
성교	yhdyntä
성교	seksiä
성교	sukupuoli
성교	seksi
성교	sex
테디	teddyn
테디	teddy
버크	burke
클린트	clint
스푸트니크	sputnik
대수학	algebraa
다국어	monikielinen
골짜기	laaksoon
골짜기	laakso
골짜기	valley
골짜기	laaksot
연구자	tutkijan
연구자	tutkija
연구자	tutkijoita
연구자	tutkijoiden
연구자	tutkijat
공작부인	herttuatar
소프트볼	softball
커브	käyrä
커브	mutka
커브	kaari
브르타뉴	brittany
브르타뉴	breton
엘람	elam
아바	ava
모터스포츠	motorsport
펄스	pulssi
오라클	oraakkeli
베로니카	veronica
베로니카	veronika
갈매기	lokit
갈매기	lokki
갈매기	lokki
크리드	creed
천연두	isorokko
셔터	suljin
탄산	karbonaatti
사파리	safari
스탭	henkilöstö
스탭	henkilöstön
스탭	henkilökunta
우울증	masennus
우울증	lama
우울증	masennusta
키워드	avainsanoja
키워드	avainsana
콜라보레이션	yhteistyön
콜라보레이션	yhteistyötä
콜라보레이션	yhteistyö
룰라	lula
애플렉	affleck
캘빈	lassi
캘빈	calvin
다이어트	ruokavalio
다이어트	ruokavaliota
주간고속도로	valtatie
라이트닝	salama
라이트닝	salaman
투명	läpikuultava
투명	avoin
투명	läpinäkyvä
투명	avoimuutta
투명	avoimuus
석기	kivestä
석기	stone
석기	kiven
석기	kivi
사치	saatchi
영감	inspiroi
영감	inspiraatiota
영감	inspiraation
하르툼	khartumin
그렉	greg
애비	abby
무적	voittamaton
두려움	pelkoa
두려움	pelko
두려움	pelkää
도시바	toshiba
불분명하다	epäselvä
불분명하다	epäselvää
코코아	kaakaota
코코아	kaakao
대시	dash
대시	viiva
진술	julkilausuma
진술	lausunto
진술	lausuma
미스테리	arvoitus
미스테리	mysteeri
보디가드	henkivartija
반란군	kapinallisten
반란군	kapinallinen
반란군	kapinallisia
반란군	kapinalliset
프레데터	saalistaja
영장류	kädelliset
플래그	lippua
플래그	lippu
플래그	liput
플래그	lippuja
마시	marsh
미카미	micah
채무	velkoja
채무	velat
채무	velka
채무	velan
채무	velat
리턴	palauttaa
리턴	palaa
리턴	paluu
리턴	palautus
리턴	palauta
리턴	palata
하이웨이	valtatie
하이웨이	maantie
하이웨이	highway
하이웨이	moottoritie
동창	luokkakaveri
모욕을	loukkaa
모욕을	loukata
모욕을	loukkaus
요구사항	vaatimus
요구사항	vaatimuksia
요구사항	vaatimukset
캐롤라인	caroline
해고	irtisanominen
클랜	klaani
클랜	klaanin
클랜	klaanit
푸른색	sininen
푸른색	siniset
푸른색	sinistä
푸른색	sini
제이드	jade
모기	hyttynen
모기	hyttysiä
페이퍼	paperi
페이퍼	paperia
페이퍼	paperit
너구리	pesukarhu
음식점	ravintola
음식점	ravintolassa
음식점	paikat
음식점	paikkoja
음식점	ravintoloita
음식점	ravintoloissa
음식점	ravintolat
피츠제럴드	fitzgerald
어마어마한	suunnaton
어마어마한	valtava
깡패	gangsteri
깡패	gangsterit
랭스	reims
애국	isänmaallinen
시프트	vuoro
잊혀진	unohdettu
잊혀진	unohtanut
잊혀진	unohtunut
디펜스	puolustus
디펜스	puolustukseen
디펜스	puolustus
디펜스	puolustusta
디펜스	puolustaminen
조언	neuvo
조언	neuvoja
조언	neuvonta
조언	neuvot
조언	neuvo
조언	neuvoa
조언	neuvot
조언	neuvoo
계기	välineen
계기	instrumentti
계기	instrumentin
계기	väline
해머	vasara
해머	hammer
해머	vasaran
편집하기	edit
편집하기	muokkaa
익명	nimetön
씨앗	siemeniä
씨앗	siemen
씨앗	siemenet
씨앗	siementen
씨앗	siemeniä
씨앗	siemenet
모세	mooses
모세	moses
모세	mooseksen
라우팅	reititys
채플린	chaplin
주먹	nyrkit
주먹	nyrkki
프로덕션스	productions
미르	mir
수박	vesimeloni
록키	rocky
파운데이션	säätiö
파운데이션	säätiön
파운데이션	perusta
사라왁	sarawak
워너비	wannabe
마릴린	marilyn
유권자	äänestäjät
유권자	äänestäjiä
유권자	äänestäjien
침례교	baptisti
카타니아	catania
단발	ainoastaan
단발	vain
디바	diiva
매카시	mccarthy
메디나	medina
엘리펀츠	norsuja
웨이터	tarjoilija
몽펠리에	montpellier
스피리츠	henget
스피리츠	henkiä
거절	hylkää
거절	kieltäytyä
