से	از
परंपराओं	رسوم
ऊन	پلار
ऊन	پشم
नासा	ناسا
ब्रह्मांड	کائنات
ब्रह्मांड	کیهان
ब्रह्मांड	گیتی
ब्रह्मांड	کیهان
ब्रह्मांड	گیتی
हीरो	قهرمان
हीरो	پهلوان
विराम	کاما
रियो	ریو
पंचम	پنجم
पंचम	پنجمی
पंचम	پنجمین
विकृत	فاسد
सांख्यिकीय	آماری
सैम	سَم
सैम	سام
सैम	sam
एयरपोर्ट	فرودگاه
एयरपोर्ट	فرودگاههای
एयरपोर्ट	فرودگاهها
सुलभ	درمعرض
सुलभ	هندی
रिक्त	پوچ
रिक्त	خالی
रिक्त	تهی
रिक्त	خالی
बडी	رفیق
बडी	بادی
वादक	درامر
अनुभवों	تجارب
अनुभवों	تجربه
अनुभवों	تجربیات
गामा	گاما
नियंत्रक	کنترلهای
अनु	آنو
पाचन	گوارش
पाचन	هضم
मोर	mor
मोर	مور
मोर	طاووس
बाइबिल	انجیل
स्थाई	پایدار
स्थाई	همیشگی
स्थाई	دائم
स्थाई	دائمی
स्थाई	دایمی
स्थाई	دایم
ढाल	شیب
ढाल	سراشیبی
ढाल	گرادیان
अभिन्न	انتگرال
फेफड़े	ریه
फेफड़े	ششها
अभिषेक	آبیشک
दोस्तों	دوستان
वोल्टेज	ولتاژ
दरअसल	راستش
दरअसल	درواقع
रोज	رز
रोज	رُز
रोज	هروز
रोज	روزانه
रोज	daily
रोज	دیلی
खोलने	افتتاحیه
खोलने	افتتاح
खुलासा	فاش
खुलासा	عیان
तोड़ने	شکستن
तोड़ने	شکنی
मान्यताओं	اعتقادات
मान्यताओं	عقاید
मान्यताओं	باورهای
जरूर	باید
प्रशासक	admins
प्रशासक	مدیر
प्रशासक	سرپرست
नकल	تقلید
नकल	تکراری
नकल	تکثیر
बलिदान	قربانی
बलिदान	فدا
बलिदान	ذبح
बलिदान	فداکاری
सर्प	ماره
सर्प	مار
स्ट्रोक	نوازش
स्ट्रोक	سکته
बैटमैन	بتمن
गुड	خوبی
गुड	good
गुड	خوب
गुड	خوبش
धनुष	تعظیم
धनुष	سجده
धनुष	کمان
धनुष	باو
एप्पल	سیب
एप्पल	apple
एप्पल	اپل
असंख्य	هزارها
मधु	هانی
मधु	عسلی
मधु	عزیزم
मधु	عسل
परिदृश्य	فلسطین
परिदृश्य	فلسطینی
परिदृश्य	پانوراما
परिदृश्य	عرضی
परिदृश्य	منظره
परिदृश्य	احداث
परिदृश्य	سناریوی
परिदृश्य	سناریو
परिदृश्य	منظر
मछलियों	ماهیان
मछलियों	ماهیها
अनुपस्थिति	غیبت
अनुपस्थिति	غیاب
हार्वर्ड	هاروارد
गुवाहाटी	گواتی
मार्क्स	مارکسیسم
मार्क्स	مارکس
वॉन	فون
वॉन	فن
सराय	مهمانسرا
सराय	مهمانخانه
सराय	مسافرخانه
कट	قطع
कट	برش
कट	کات
भयानक	وحشتناک
केविन	کوین
केविन	kevin
कर्ता	هنرپیشه
कर्ता	بازیگر
कर्ता	actor
साबुन	صابون
मिलन	میلان
हिंसक	خشن
हिंसक	خشونت
गेंदबाजी	بولینگ
ढाका	داکا
सेवाएँ	خدمات
तलाक	طلاق
तलाक	مطلقه
तलाक	طلاق
आक्सीजन	اکسیژن
राजनयिक	دیپلمات
राजनयिक	دیپلماتیک
ब्रूस	بروس
बैठने	بنشینم
कवच	زره
ड्यूक	دیوک
ड्यूक	دوک
दूत	سفیر
दूत	کبیری
अनुष्ठान	آیین
तार्किक	منطقی
मीर	میر
मीर	mir
पिक्चर्स	پیکچرز
पिक्चर्स	تصاویر
पिक्चर्स	عکسها
पिक्चर्स	عکس
पिक्चर्स	پیکسار
साइकिल	دوچرخه
साइकिल	دوچرخه
कामयाब	موفق
कामयाब	رستگار
विजयी	غالب
विजयी	پیروز
क्वांटम	کوانتوم
क्वांटम	کوانتومی
साहस	شهامت
साहस	شجاعت
साहस	رشادت
साहस	دلیری
ओल्ड	پیر
ओल्ड	قدیمی
ओल्ड	قدمت
ओल्ड	کهنه
ज़रा	zara
ज़रा	زارا
थकान	خستگی
थकान	خسته
कोट	نقل
कोट	کت
कोट	پالتو
अपमान	تحقیر
अपमान	حقارت
अपमान	خواری
अपमान	توهین
मूवी	فیلمی
मूवी	فیلم
मूवी	فیلمش
मूवी	سینمایی
मूवी	سینما
मूवी	فیلمهایی
मूवी	فیلم
मूवी	فیلمها
मेटल	متال
मेटल	فلز
मेटल	فلزی
प्रोफाइल	profile
प्रोफाइल	نمایه
प्रोफाइल	پروفایل
प्रोफाइल	profile
ब्रिज	پلها
ब्रिज	پل
ब्रिज	پلی
ताज	کرون
ताज	کراون
ताज	تاج
ताज	تاج
ताज	taj
व्याख्यान	سخنرانی
परजीवी	انگل
परजीवी	انگلهای
परजीवी	انگل
चिकित्सीय	طبی
चिकित्सीय	medical
चिकित्सीय	پزشکی
रोबोट	رباط
रोबोट	روبات
रोबोट	ربات
छोड़ा	num
व्हिस्की	ویسکی
ज़्यादातर	غالبا
दम	dum
नागरिकता	تابعیت
नागरिकता	شهروندی
समृद्धि	رفاه
अक्तूबर	اکتبر
अक्तूबर	october
एक्ट	عمل
जोकर	جوکر
जोकर	جک
जोकर	دلقک
मित्रों	دوستان
निमित्त	علت
निमित्त	دلیل
निमित्त	cause
भवनों	ساختمانهای
भवनों	ساختمانها
आज़ाद	azad
छठे	ششمین
छठे	ششم
छठे	ششمی
पठन	قرائت
कोयले	زغال
कोयले	ذغال
करण	کاران
विचारक	متفکر
वीज़ा	روادید
वीज़ा	ویزا
वीज़ा	ویزای
कास्त्रो	کاسترو
आकाशगंगा	کهکشان
आकाशगंगा	گلکسی
टक्कर	برخورد
टक्कर	تصادم
गुणा	ضرب
गुणा	ضرب
गुणा	تکثیر
समायोजन	تنظیم
समायोजन	تعدیل
समायोजन	تنظیمات
मनमोहन	مانموهان
विषम	فرد
विषम	عجیب
बाली	بالی
बाली	بالی
नवजात	نوزاد
संदिग्ध	مشکوک
राह	راه
कंक्रीट	بتون
कंक्रीट	بتن
जिंदगी	زندگى
जिंदगी	زندگی
शिया	شیا
शिया	شیعه
अकेला	تنهایی
अकेला	تنها
अकेला	تکی
अकेला	single
अकेला	تک
अकेला	تنهایی
अकेला	تنها
अकेला	تنهای
उपनगरीय	حومه
वंचित	محروم
प्रांतों	ولایت
प्रांतों	استان
डाटाबेस	دادگان
ह्रदय	قلبی
ह्रदय	دل
ह्रदय	قلب
मॉडलिंग	مدلسازی
मॉडलिंग	مدلسازی
चाप	قوس
चाप	کمان
चाप	آرچ
चाप	arch
चाप	طاق
पन्ना	زمرد
पन्ना	زمردی
मरीजों	بیمارها
मरीजों	بیماران
खुश	خوشبخت
खुश	خوش
खुश	شاد
खुश	خوشحال
खुश	مبارک
हंस	غاز
हंस	گوس
फायदा	منفعت
फायदा	نفع
फायदा	سودی
फायदा	سود
फायदा	برتری
फायदा	مزیت
भरोसा	تراست
भरोसा	توکل
भरोसा	اعتماد
क्रय	خریدن
क्रय	خرید
खारिज	عزل
फेफड़ों	ریه
फेफड़ों	لونگ
फेफड़ों	لانگ
फेफड़ों	ریه
फेफड़ों	ششها
उग्र	هار
पं	پنجه
ओडिशा	اوریسا
बाजारों	بازارها
बाजारों	بازارهای
लीप	جهش
लीप	کبیسه
अपहरण	ربودن
भाषाविज्ञान	زبانشناسی
कैलाश	کایلاش
धमकी	زورگویی
धमकी	ارعاب
धमकी	قلدری
मेहनत	سخت
मेहनत	دشوار
मेहनत	آسیاب
थाईलैंड	تایلند
पर्याय	مترادف
बहुतायत	فراوان
बहुतायत	وفور
बहुतायत	فراوانی
बहुतायत	گلور
चाँदी	نقره
चाँदी	سیمین
चाँदी	سیلور
वर्णक्रम	طیف
प्रायोगिक	تجربی
प्रायोगिक	آزمایشی
राक्षस	خبیث
राक्षस	اهریمن
राक्षस	هیولا
राक्षस	هیولاهای
राक्षस	هیولاهایی
राक्षस	هیولاها
अलंकृत	استادانه
ग्रे	خاکستری
ग्रे	گری
ग्रे	خاکستری
शाकाहारी	گیاهخوار
शाकाहारी	vegetarian
श्वास	تنفس
पोल	نظرسنجی
गारंटी	تضمین
गारंटी	تضمینی
गारंटी	تضمین
गारंटी	تضمینی
गारंटी	ضامن
गारंटी	ضمانت
निर्भरता	وابستگی
तंग	تانگ
तंग	تنگ
तंग	سفت
तंग	تنگه
तंग	باریکه
तंग	باریک
प्रतिरूप	بدل
प्रतिरूप	بدلی
प्रतिरूप	شباهتی
प्रतिरूप	تشابه
प्रतिरूप	شباهت
चीजें	اوضاع
चीजें	چیز
चीजें	چیزها
योनि	دخترک
योनि	ترسو
योनि	مهبل
योनि	واژن
कांच	گلاس
कांच	گلس
कांच	لیوان
कांच	شیشه
कराची	کراچی
शस्त्र	سلاح
शस्त्र	سلاح
शस्त्र	بازوان
शस्त्र	بازوها
शस्त्र	آغوش
शस्त्र	بازو
राजू	راجو
गुलाबी	پینک
गुलाबी	صورتی
इलेक्ट्रॉनिक्स	الکترونیک
ब्राउज़र	مرورگر
बियर	بیر
बियर	آبجو
बियर	آبجوی
गान	سرود
सातवीं	هفتمین
सातवीं	هفتم
एनबीसी	nbc
पुरूष	مذکر
पुरूष	نر
सिंधु	ایندوس
लाइट	سبک
लाइट	روشنایی
लाइट	نور
लाइट	روشن
लाइट	نوری
अभिव्यक्त	اکسپرس
महा	ماها
ऑस्कर	اسکار
बाएँ	چپ
इंजनों	locomotives
स्टीफन	استیون
ब्लूज़	بلوز
रूपांतरित	تبدیل
रूपांतरित	مسخ
कांस्य	برنز
कांस्य	برنزی
कांस्य	لرستان
दिलचस्पी	علاقمندی
दिलचस्पी	علاقه
दिलचस्पी	علاقمند
अलौकिक	سوپرنچرال
वृत्ति	حرفه
वृत्ति	شغلی
वृत्ति	شغل
महिलाएँ	خانما
महिलाएँ	بانوان
महिलाएँ	خانمها
महिलाएँ	زنانی
महिलाएँ	زنها
महिलाएँ	زنان
आचार	اخلاقیات
आचार	اخلاق
मापदंड	معیار
मापदंड	معیارهای
एडिनबर्ग	ادینبورگ
काच	گلاس
काच	گلس
काच	لیوان
काच	شیشه
युवाओं	جوانی
युवाओं	جوانان
सोलह	sixteen
सोलह	شانزده
मलय	مالزی
मलय	iran
मलय	مالایی
सीमेंट	سیمان
सीमेंट	سیمانی
डिज़्नी	دیزنی
गोलाकार	کروی
गोलाकार	دایره
सिकंदर	اسکندر
सिकंदर	الکساندر
टोक्यो	توکیو
भाग्य	بخت
भाग्य	فال
भाग्य	ثروت
भाग्य	سرنوشت
भाग्य	تقدیر
भाग्य	سرنوشتی
भाग्य	سرنوشت
भाग्य	تقدیر
भाग्य	شانس
बैल	بول
सावधानी	احتیاط
पैनल	تابلو
पैनल	پانل
पैनल	پنل
पैनल	تابلوی
मारिया	ماریا
स्वीकार्य	ضربت
स्वीकार्य	پسندیده
स्वीकार्य	مقبول
एनिमेटेड	پویانمایی
एनिमेटेड	کارتونی
एनिमेटेड	انیمیشن
दिनांक	تاریخ
शैव	شیواپرستی
तेलंगाना	تلنگانا
भीष्म	بهیشم
गुट	حزبی
गुट	گروهک
प्रतिस्थापन	جانشینی
प्रतिस्थापन	جایگزینی
प्रतिस्थापन	جایگزین
रोज़	رز
रोज़	رُز
रोज़	روزانه
रोज़	daily
रोज़	دیلی
आर्मी	لشگر
आर्मी	ارتش
आर्मी	ارتشی
आर्मी	سپاه
आर्मी	لشکر
ब्लेक	بلوز
ब्लेक	بلیک
गर्भवती	آبستن
गर्भवती	بارداری
गर्भवती	حامله
गर्भवती	باردار
गंभीरता	جدیت
गंभीरता	شدت
गंभीरता	جدیت
सोशल	اجتماعی
सोशल	سوسیال
खरीदा	خریدار
खरीदा	خریداری
खरीदा	خریدم
खरीदा	خریدی
खरीदा	خریده
विवादों	مجادله
विवादों	اختلافات
लीड्स	لیدز
सिगरेट	سیگار
सिगरेट	سیگار
सिगरेट	سیگارها
मुद्रण	چاپ
सूट	برازنده
हिंद	هیند
शान	shan
प्रविष्ट	وقفه
प्रविष्ट	درج
प्रविष्ट	درج
वुड्स	وودز
बर्फ़	اسنو
बर्फ़	برف
बर्फ़	برفی
बर्फ़	یخ
बर्फ़	یخی
बर्फ़	یخبندان
बर्फ़	آیس
मरुस्थल	کویر
मरुस्थल	بیابان
मरुस्थल	بیابانی
मरुस्थल	صحرا
मरुस्थल	اعراب
बिल्डिंग	ساختن
बिल्डिंग	ساختمانی
बिल्डिंग	ساختمان
क्रमिक	تدریجی
अल्पसंख्यक	اقلیت
अल्पसंख्यक	اقلیتهای
बर्मी	برمه
अपर्याप्त	ناکافی
अपर्याप्त	ناکافی
ट्रक	کامیونی
ट्रक	کامیون
ट्रक	کامیونت
ट्रक	وانت
ट्रक	کامیونها
डीन	دین
कब्र	قبر
फर्श	کف
फर्श	کفپوش
फर्श	طبقه
ग्राउंड	زمینی
पैकेज	بسته
पैकेज	بستۀ
मोती	پرل
मोती	pearl
मोती	مروارید
मोती	پرل
मोती	پرند
मोती	مرواریدی
पादरी	پاستور
पादरी	روحانیت
पादरी	روحانیون
यूरो	یورو
प्रतिरोधी	آنتاگونیست
लिटिल	اندکی
लिटिल	کوچک
लिटिल	کم
लिटिल	لیتل
लिटिल	کوچولو
तम्बाकू	دخانیات
तम्बाकू	تنباکو
तम्बाकू	توتون
परिपक्व	بلوغ
परिपक्व	بالغ
उष्ण	گرمسیری
हरित	سبز
हरित	گرین
लेडी	بانوی
लेडी	بانو
कॉर्पोरेशन	کورپوریشن
दया	ترحم
दया	افسوس
दया	بخشش
दया	رحمت
दया	رحمتی
दया	احسان
दया	محبت
दया	مهربانی
टेक्स्ट	متن
इंद्र	ایندرا
कांगो	کنگو
इरादा	قصدی
इरादा	قصدم
इरादा	قصد
आशीर्वाद	نعمت
आशीर्वाद	نعمتی
आशीर्वाद	صلوات
आशीर्वाद	برکات
आशीर्वाद	درود
अहिंसा	آهیمسا
ओजोन	ازون
ओजोन	اوزون
ग्रिड	توری
ग्रिड	گرید
ग्रिड	شبکه
अनन्त	نامتناهی
अनन्त	بینهایت
अनन्त	نامحدود
अनन्त	بیکران
अनन्त	ابدی
अनन्त	جاودانی
अनन्त	پاینده
मॉल	فروشگاه
यूनेस्को	یونسکو
सामरिक	راهبردی
सामरिक	استراتژیک
लास	لاس
लास	las
त्रिपुरा	تریپورا
आस्ट्रिया	اتریش
आस्ट्रिया	اتریشی
आस्ट्रिया	اتریش
निर्वाण	نیروانا
बगैर	بى
बगैर	بدون
सपना	دریم
सपना	خواب
सपना	رویا
सपना	رؤیا
सपना	رویای
सपना	رؤیای
वेन	وین
उत्तराधिकार	جانشینی
उत्तराधिकार	ارث
कारावास	زندان
उत्तरदायित्व	مسولیت
उत्तरदायित्व	مسئولیتی
उत्तरदायित्व	مسئولیت
उत्तरदायित्व	جوابگو
विद्रोही	شورشی
विद्रोही	یاغی
विद्रोही	طغیان
नायर	nair
बैठा	نشستن
बैठा	نشسته
बैठा	نشسته
बैठा	نشستم
बैठा	نشست
बैठा	نشستند
बैठा	بلندای
चन्द्रगुप्त	چاندراگوپتا
परमेश्वर	خداوند
परमेश्वर	خدا
परमेश्वर	الهی
परमेश्वर	خدایی
परमेश्वर	الله
स्टर्लिंग	استرلینگ
स्टर्लिंग	استرلینگ
निपटने	تکل
फीफा	فیفا
इंजेक्शन	آمپول
इंजेक्शन	تزریق
दूतावास	سفارت
दूतावास	سفارتخانه
चुनी	برگزیده
प्राइवेट	خلوت
प्राइवेट	شخصی
प्राइवेट	سرباز
प्राइवेट	private
प्राइवेट	خصوصی
चित्रकारी	نقاشی
बेसबॉल	بیسبال
निकटवर्ती	مجاور
निकटवर्ती	نزدیک
उदर	بطن
उदर	شکم
उदर	شکمش
झीलों	لیکس
लय	ریتم
लय	نواخت
लय	موزون
लय	ریتم
लय	لعیا
फायर	آتشسوزی
फायर	آتش
फायर	آتیش
हैमिल्टन	همیلتون
ऑर्डर	نظم
ऑर्डर	فرمان
ऑर्डर	دستور
ऑर्डर	سفارش
ऑर्डर	ترتیب
ऑर्डर	فرمان
ऑर्डर	دستورات
ऑर्डर	دستور
किलोग्राम	کیلوگرم
स्त्रोत	مبدأ
स्त्रोत	متن
स्त्रोत	منبع
स्त्रोत	منابع
टेप	نوار
खैर	خب
खैर	خوب
वाइरस	ویروس
वाइरस	ویروس
वाइरस	ویروسها
रबर	لاستیکی
रबर	لاستیک
सिग्नल	سیگنالهای
सिग्नल	انتن
सिग्नल	سیگنال
सिग्नल	علامت
गाथा	حماسه
गाथा	ساگا
सूक्ष्मदर्शी	میکروسکوپ
सुंदरता	زیبایی
सुंदरता	زیبای
यहूदियों	یهود
यहूदियों	یهودیان
यहूदियों	یهودی
फाइल	پرونده
आठवीं	هشتم
आठवीं	هشتمین
मूर्तियाँ	مجسمه
मिसाइल	موشکها
मिसाइल	موشک
मिसाइल	موشکی
अर्थशास्त्री	اقتصاددان
उद्यमी	کارآفرین
जोड़ों	زوجهای
परिपूर्ण	عالی
परिपूर्ण	perfect
परिपूर्ण	پرفکت
सन्त	سانت
डेबिट	بدهی
कवरेज	پوشش
उपग्रहों	ماهواره
उपग्रहों	ماهوارهای
नम	مرطوب
नम	خفقان
परमात्मा	الهی
वाक्यांश	عبارتهای
वाक्यांश	رشته
मकबरा	مقبره
मकबरा	آرامگاه
मकबरा	یادبود
मकबरा	یادمان
मकबरा	آرامگاه
विशेषण	وابسته
विशेषण	صفت
शशि	شاشی
सराहना	تشکر
सराहना	قدردانی
सराहना	پاس
सराहना	قدرش
सराहना	مقبول
मार्केट	مارکت
मार्केट	بازار
मार्केट	مارکیت
मार्केट	بازاری
जाहिर	ظاهرا
किताबें	کتابها
किताबें	کتاب
किताबें	کتابهای
हिटलर	هیتلر
सीख	یادگیری
सीख	یادگیری
कैबिनेट	کابینه
कैबिनेट	کابینت
वैन	ونس
वैन	ون
वैन	وَن
वैन	وان
वैन	فان
वैन	ون
वैन	وَن
विस्फोटक	انفجاری
विस्फोटक	انفجار
विस्फोटक	انفجاری
जीवविज्ञान	زیست
जीवविज्ञान	بیولوژی
वृत्तचित्र	مستند
आपातकालीन	اورژانسی
आपातकालीन	اضطراری
आपातकालीन	اورژانس
सनातन	ابدی
सनातन	جاودانی
सनातन	پاینده
तुर्क	ترکیه
तुर्क	ترکی
तुर्क	بوقلمون
तुर्क	turk
तुर्क	تُرک
तुर्क	تورک
तुर्क	ترک
संकर	خودروی
संकर	دورگه
प्रो	پرو
प्रो	pro
प्रो	حرفهای
बोस्टन	بوستون
स्तन	سینه
स्तन	ممه
स्तन	سینه
स्तन	ممه
स्तन	سینه
स्तन	پستان
लिखकर	نویسندگی
लिखकर	نوشتن
पेपर	کاغذ
सल्तनत	احمدنگر
वाटर	آب
सूरी	سوری
प्रथाओं	همایش
नाईट	شوالیه
नाईट	نایت
रॉ	خام
रॉ	راو
रॉ	raw
औरत	زن
औरत	زنی
यश	یاش
चाँद	قمر
चाँद	ماه
चाँद	moon
निकासी	تخلیه
भूटान	بوتان
जॉनसन	جانسن
जॉनसन	جانسون
त्रिकोण	مثلث
साइबेरिया	سیبری
विकृति	تار
हिंदुओं	هندوها
सारांश	خلاصۀ
सारांश	خلاصه
नियामक	ساماندهی
संवेदनशीलता	حساسیت
सुगंधित	خوشبو
वाजपेयी	واجپایی
करेगी	ویل
अपराधों	جنایات
अपराधों	جرایم
अपराधों	جرائم
अपराधों	جرم
अपराधों	جنایت
अपराधों	جرایم
अपराधों	جُرم
लौकिक	کیهانی
शिक्षकों	اساتید
शिक्षकों	معلم
शिक्षकों	مدرس
मेजबान	میزبان
सतीश	ساتیش
संतुष्ट	رضایت
संतुष्ट	خشنود
संतुष्ट	راضی
बालू	شن
बालू	سند
बालू	ماسه
बालू	شنی
चार्ज	اتهام
चार्ज	شارژ
चार्ज	شارژ
इक्विटी	عدل
इक्विटी	انصاف
लोड	بارگذاری
लोड	بار
सूरत	سورات
मणि	mani
मणि	مانی
उद्धरण	نقل
मार्क्सवादी	مارکسیست
नकली	تقلبی
नकली	الکی
नकली	زرشک
नकली	جعل
नकली	جعلی
पूर्वानुमान	پیشبینی
समझे	فهم
समझे	درک
वक्ता	بلندگو
वक्ता	سخنگوی
वक्ता	اسپیکر
वक्ता	سخنگو
स्वयंसेवक	داوطلبان
स्वयंसेवक	داوطلب
स्वयंसेवक	داوطلب
ईंट	بریک
ईंट	آجر
ईंट	آجری
ईंट	الماس
ईंट	الماسها
ईंट	خشت
ईंट	الماسهای
दस्तावेज़	سند
दस्तावेज़	نوشتار
दस्तावेज़	اسناد
दस्तावेज़	داک
पासवर्ड	گذرواژه
पासवर्ड	پسورد
परिश्रम	پشتکار
ड्रैगन	اژدهای
ड्रैगन	دراگون
ड्रैगन	اژدها
रोजर	روژه
रोजर	راجر
स्कैन	اسکن
स्कैन	پویش
जिक्र	یادی
हान	هان
पेट्रोल	بنزینی
पेट्रोल	بنزین
इंटरफेस	واسط
इंटरफेस	رابط
इंटरफेस	مترجم
इंटरफेस	مفسر
इंटरफेस	رهگیری
इंटरफेस	پارازیت
इंटरफेस	دخالت
इंटरफेस	مداخله
इंटरफेस	تداخل
नायिका	قهرمان
नायिका	پهلوان
नायिका	شیرزن
फॉक्स	فاکس
फॉक्स	روباه
हड़ताल	اعتصاب
यमन	یمن
आश्रित	وابسته
स्टैनफोर्ड	استنفورد
चार्ली	چارلی
रावल	راوال
पेशी	عضله
पेशी	ماهیچه
पेशी	عضلات
मीरा	میرا
स्टोरी	داستان
स्टोरी	داستانی
स्टोरी	قصه
सिपाही	سرباز
सिपाही	سربازی
फ्लैश	شناور
फ्लैश	اعشاری
फ्लैश	فلش
फ्लैश	flash
फ्लैश	فلاش
निरन्तर	مستمر
निरन्तर	مداوم
निरन्तर	پیوسته
निरन्तर	پاینده
दीन	الدین
दीन	din
संग	sang
संग	سنگ
संग	آواز
संग	سانگ
मुलायम	ملایم
मुलायम	نرمه
मुलायम	نرمی
मुलायम	سافت
मुलायम	نرم
दही	ماست
दही	کشک
लाभकारी	منفعت
चटर्जी	چاترجی
अमीरात	امارت
अमीरात	امارات
एंटी	ضد
सहयोगियों	همکاران
महिमा	عزت
महिमा	جلال
महिमा	شکوه
शेक्सपियर	شکسپیر
अवशोषित	جذب
दर्शाती	نمایشگاههای
मिथुन	جمینای
रूट	مسیرهای
रूट	مسیرها
रूट	مسیر
रूट	ریشه
रामकृष्ण	راماکریشنا
आकस्मिक	تصادفی
फिलिप्स	فیلیپس
सार्वभौमिक	جهانی
सार्वभौमिक	یونیورسال
डाक्टर	دکتری
डाक्टर	داکتر
डाक्टर	دکتر
व्यर्थ	بیهوده
महाद्वीपीय	قارهای
इस्तीफा	استعفای
इस्तीफा	استعفاء
इस्तीफा	استعفا
इस्तीफा	استعفا
गिरा	سقوط
गिरा	پاییز
गिरा	fall
गिरा	افتادن
ध्येय	گل
ध्येय	هدف
ध्येय	goal
ध्येय	علت
ध्येय	دلیل
ध्येय	cause
ध्येय	علل
ध्येय	موجب
ताइवान	تایوان
ताइवान	تایپه
पल	لحظاتی
पल	لحظات
पल	لحظه
पल	گشتاور
पहुँचे	رسید
उच्चतर	بالاتری
उच्चतर	بالاتر
अभिनेताओं	بازیگران
बहाव	دریفت
बहाव	رانش
बहाव	شناور
ट्यूमर	تومور
ट्यूमर	غده
दाँत	دندان
दाँत	دندون
हिन्दुस्तानी	هندوستانی
एबरडीन	ابردین
गोपनीयता	رازداری
गोपनीयता	خلوت
वार्ड	وارد
क्लार्क	کلارک
मास्को	مسکو
रकम	اصل
चूना	آهک
चूना	لایمستون
आपत्ति	اعتراض
आपत्ति	اعتراضی
विपक्ष	اپوزیسیون
विपक्ष	مخالف
विपक्ष	مخالفین
विपक्ष	مخالفت
दीवान	دیوان
डब	dub
प्रवर्तक	ترویج
प्रवर्तक	برگزارکننده
सूखी	خشک
सूखी	خشکیده
सूखी	خشک
बॉट	bot
चेहरा	چهره
चेहरा	صورت
चेहरा	face
भूकम्प	زلزله
प्रधानता	اولویت
जला	سوخت
जला	سوختگی
जला	سوختن
जला	سوزاندن
शिष्यों	حواریون
शिष्यों	شاگردان
पूर्वजों	پدرانشان
पूर्वजों	اجداد
पूर्वजों	پدران
पूर्वजों	نیاکان
वाल्व	دریچه
वाल्व	سوپاپ
भाषाई	کلامی
भाषाई	زبانی
धोखा	خدعه
धोखा	تقلب
धोखा	تقلب
दाता	اهدا
दाता	اهدای
दाता	اهداکننده
दाता	بخشنده
किंग्स	پادشاهان
किंग्स	سلاطین
किंग्स	شاهان
किंग्स	کینگز
नेटवर्किंग	شبکه
हटाना	حذف
अर्जेंटीना	آرژانتین
परिप्रेक्ष्य	منظر
इंसान	insan
इंसान	انسان
इंसान	انسانی
इंसान	بشر
सूडान	سودان
अलगाव	جداسازی
अलगाव	انزوا
वादा	قولی
वादा	قول
वादा	وعده
उपवास	روزه
अप्रत्यक्ष	غیرمستقیم
अप्रत्यक्ष	ضمنی
अप्रत्यक्ष	کج
मंत्रियों	وزرا
मंत्रियों	وزیران
मंत्रियों	وزرای
एयरलाइन्स	ایرباس
दंत	دندانی
सौदा	معامله
सुनवाई	شنوایی
विजेताओं	برندگان
देसाई	دسای
बुधवार	چهارشنبه
पीस	تکه
पीस	قطعه
प्रतियां	کامپایل
कार्यकर्ताओं	کارگرها
कार्यकर्ताओं	کارگران
कार्यकर्ताओं	فعالان
सीमाएँ	محدودیتها
सीमाएँ	محدودیت
समाजों	جوامع
इथियोपिया	حبشه
इथियोपिया	اتیوپی
मालिकों	صاحبان
स्थानिक	فضایی
अधिकांशतः	غالبا
हीरा	هیرا
हीरा	الماس
हीरा	دیاموند
हीरा	الماسی
हीरा	دایموند
डॉट	دات
संध्या	عصر
संध्या	غروب
संध्या	شام
संध्या	غروب
मिशेल	میشل
अनिश्चित	یقین
मोटा	ضخیم
मोटा	کلفت
मोटा	چاقی
मोटा	چربی
मोटा	fat
मोटा	چاق
मोटा	تپل
अंकन	معابر
वरदान	نعمت
वरदान	نعمتی
वरदान	عطیه
सलमान	سلمان
दुख	بیچارگی
दुख	بدبختی
दुख	فلاکت
आर्यों	آرین
आर्यों	آریایی
आर्यों	آریان
फ्रेडरिक	فردریش
फ्रेडरिक	فریدریش
फ्रेडरिक	فردریک
फ्रेडरिक	فریدریش
मानद	افتخاری
नमी	رطوبت
संग्रहण	انبار
संग्रहण	ذخیره
संग्रहण	مجموعۀ
संग्रहण	مجموعه
अंतर्निहित	ذاتی
समर्पण	اهدا
समर्पण	اهداء
समर्पण	فداکاری
आर्कटिक	قطبی
काबुल	کابل
आलोचनात्मक	بحرانی
आलोचनात्मक	انتقادی
आलोचनात्मक	حیاتی
प्रतिस्पर्धी	رقیب
प्रतिस्पर्धी	رقابتی
प्रतिस्पर्धी	رقابت
आयरन	آهن
कार्यालयों	دفاتر
कार्यालयों	ادارات
स्टाफ	کارمندان
स्टाफ	ستاد
स्टाफ	عصای
फिल्टर	پالایش
फिल्टर	پالایه
फिल्टर	فیلتر
आंदोलनों	حرکات
जटिलता	پیچیدگی
स्विस	سوئیسی
स्विस	سوئیس
कटाई	برداشت
कटाई	خرمن
फोर्ट	فورت
फोर्ट	دژ
चमड़े	چرمی
चमड़े	چرم
हफ्ते	هفته
हफ्ते	هفتۀ
हफ्ते	هفته
प्रतिज्ञा	تعهد
प्रतिज्ञा	جدیت
चैंपियंस	قهرمانان
वास्तुकार	معمار
वास्तुकार	architect
अभिनव	مبتکرانه
चयापचय	متابولیسم
कनेक्शन	اتصالات
कनेक्शन	ارتباطات
कनेक्शन	ارتباط
कनेक्शन	اتصال
कनेक्शन	همراه
कनेक्शन	عطف
अरस्तू	ارسطو
बिली	بیلی
अरविन्द	اوروبیندو
अर्द्ध	semi
