morris	morris
bendrieji	allgemeines
bendrieji	allgemein
bendrieji	allgemeinen
bendrieji	allgemeine
samdiniai	söldner
jahija	yahya
tao	tao
gėjų	homosexuell
gėjų	schwule
gėjų	lesbisch
gėjų	schwul
kurdistano	kurdistan
rašant	schreiben
rašant	schriftlich
rašant	schreibe
chromo	chrom
kostiumas	anzug
pirkėjų	einkäufer
pirkėjų	käufer
pirkėjų	erwerber
firefox	firefox
uriah	uriah
hablo	hubble
lježo	lüttich
kirpėjas	friseur
naviko	tumor
cirkas	zirkus
cirkas	circus
gorkis	gorki
sąskaitos	rechnung
sąskaitos	rechnungen
sąskaitos	verrechnung
sąskaitos	abrechnung
bsd	bsd
nusikaltėlis	täter
nusikaltėlis	täter
nusikaltėlis	straftäter
kriaušės	birne
kriaušės	birnen
kriaušės	birnen
jautrus	empfindliche
jautrus	empfindlich
jautrus	sensibel
jautrus	sensiblen
jautrus	sensible
dominuoti	dominieren
dominuoti	dominiert
dominuoti	beherrschen
papėdėse	ausläufer
papėdėse	ausläufern
skola	schuld
skola	verschuldung
skola	schulden
pusmėnulio	crescent
chuck	chuck
senelė	großmutter
senelė	oma
koncertmeisteris	konzertmeister
laisves	grundfreiheiten
laisves	freiheit
laisves	freiheiten
opel	opel
derry	derry
sprogmenų	sprengstoff
sprogmenų	explosive
sprogmenų	sprengstoffe
švęsti	feiert
švęsti	feiern
švęsti	feier
lašišos	lachs
lašišos	salmon
rankraščiai	manuskripte
rankraščiai	handschriften
alyvos	fass
alyvos	barrel
alyvos	fässer
alyvos	lauf
alyvos	zylinder
alyvos	öl
alyvos	öle
alyvos	ölen
kamieninių	stammzellen
kamieninių	stiel
kamieninių	stamm
lingė	harrier
bilis	billy
vsc	vsc
hibernian	hibernian
vyšnios	cherry
vyšnios	kirschen
vyšnios	kirsche
vyšnios	kirschen
vyšnios	kirsche
verona	verona
eng	ger
eng	eng
wyd	weltjugendtag
stipriau	härter
stipriau	schwieriger
stipriau	schwerer
nematomas	unsichtbar
nematomas	unsichtbaren
nematomas	unsichtbare
ssc	ssc
kėdės	stühlen
kėdės	stühle
kėdės	sessel
kėdės	stühle
kėdės	stuhl
kėdės	vorsitzender
kėdės	lehrstuhl
kėdės	sessel
įspūdingas	beeindruckende
įspūdingas	eindrucksvoll
įspūdingas	eindrucksvolle
įspūdingas	beeindruckend
įspūdingas	beeindruckendes
greita	quick
greita	schneller
greita	rasch
greita	schnelle
greita	schnell
greita	rasch
greita	schneller
greita	schnelle
greita	schnell
greita	schnellen
paaiškinimas	erläuterungen
paaiškinimas	erläuterung
paaiškinimas	erklärungen
paaiškinimas	erklärung
fortuna	fortuna
jungtys	schnittstellen
jungtys	schnittstelle
jungtys	steckverbinder
jungtys	anschlüsse
jungtys	stecker
jungtys	konjunktionen
nedarbas	arbeitslosengeld
nedarbas	arbeitslosigkeit
akira	akira
sruogos	teilbereiche
sruogos	litzen
disertacija	dissertation
disertacija	diplomarbeit
disertacija	doktorarbeit
idol	götzen
idol	idol
katalogo	produktkatalog
katalogo	katalog
katalogo	kataloge
altas	saxophon
altas	sax
verslininkai	unternehmern
verslininkai	unternehmer
sukilimus	aufstände
gao	gao
opus	opus
agresijos	aggressionen
agresijos	aggressivität
agresijos	aggression
bonifacas	boniface
prostatos	prostata
joão	joão
bonus	bonus
bonus	zuschlag
bonus	prämie
bonus	aufschlag
electro	elektrotechnik
electro	elektro
electro	electro
balansas	waage
balansas	bilanz
balansas	balance
balansas	gleichgewicht
barškuolė	klapperschlange
samsung	samsung
rebelde	rebelde
plytos	steine
plytos	ziegel
nykstančių	bedrohte
nykstančių	gefährdet
nykstančių	bedroht
nykstančių	bedrohten
nykstančių	gefährdeten
faktais	garantierte
faktais	garantierten
faktais	garantieren
faktais	garantiert
idris	idris
miega	eingeschlafen
miega	geschlafen
miega	schlafen
miega	schläft
miega	schlafen
miega	schläft
miega	schlaf
miega	schlafen
miega	schläft
tiuringijos	thüringischen
tiuringijos	thüringer
tiuringijos	thüringen
naikinimas	zerkleinern
naikinimas	schwarm
naikinimas	verknallt
naikinimas	crush
naikinimas	landflucht
naikinimas	entvölkerung
siekius	ambitionen
siekius	bestrebungen
eminem	eminem
šiitų	schiiten
bradley	bradley
profesionaliai	professionell
profesionaliai	beruflich
tyrėjų	detektive
tyrėjų	detectives
tikrovė	realitäten
tikrovė	realität
tikrovė	wirklichkeit
griežti	streng
griežti	strenger
griežti	strikte
griežti	strengen
griežti	strenge
griežti	hardcore
griežti	knallhart
onkologijos	onkologie
kirilas	kirill
horizontali	horizontaler
horizontali	horizontal
horizontali	waagerecht
horizontali	horizontalen
horizontali	horizontale
griovių	gräben
drausmės	disziplinarverfahren
jerome	jérôme
jerome	jerome
jerome	hieronymus
originalas	piraten
originalas	pirates
mori	mori
aliochinas	aljechin
cao	cao
įvartis	blinken
koordinavimo	koordinierung
koordinavimo	koordination
koordinavimo	koordinierung
koordinavimo	koordinierende
koordinavimo	koordination
koordinavimo	koordinieren
porai	lauch
stiprina	verstärker
stiprina	stärken
stiprina	stärkt
šiukšlių	abfall
šiukšlių	mülleimer
šiukšlių	müll
šiukšlių	blödsinn
šiukšlių	quatsch
šiukšlių	unsinn
šiukšlių	müll
tonumber	tonumber
prisiminti	gedenken
prisiminti	erinnern
prisiminti	merken
prisiminti	erinnern
konsultacijų	konsultationen
konsultacijų	beratungen
konsultacijų	anhörungen
konsultacijų	konsultationen
konsultacijų	konsultation
konsultacijų	anhörung
jure	jure
dingsta	verschwindet
dingsta	verschwinden
dingsta	verschwindet
dingsta	verschwinde
kilme	herkunftsort
kilme	entstehung
kilme	ursprung
kilme	herkunft
pipirai	pepper
pipirai	pfeffer
pipirai	paprika
sekmadienis	sunday
sekmadienis	sonntag
sekmadienis	sonntags
alisa	alice
zagora	zagora
olimpia	olimpia
šiltos	warmen
šiltos	wärme
šiltos	warm
šiltos	warme
buto	ferienwohnungen
buto	ferienwohnung
buto	wohnung
būtinybė	bedürfnis
būtinybė	notwendigkeit
sundos	sunda
laimėjimai	errungenschaften
laimėjimai	ergebnisse
laimėjimai	leistungen
laimėjimai	erfolge
marse	marcy
bušas	bush
bušas	gebüsch
bušas	bushs
bušas	busch
sochaux	sochaux
dao	dao
vankuverio	vancouver
realybė	realitäten
realybė	realität
realybė	wirklichkeit
tobias	tobias
auguste	auguste
rojas	rojas
rowling	rowling
libertadores	libertadores
lankai	bogen
lankai	bögen
gražu	wunderschön
gražu	schöner
gražu	schönste
gražu	schöne
gražu	schön
gražu	hübsche
gražu	nizza
gražu	schöner
gražu	schöne
gražu	schön
plaučius	lunge
plaučius	lungen
conus	conus
mustafa	mustafa
demonstracijos	vorführungen
demonstracijos	demonstrationen
livonija	livland
matavimai	messungen
matavimai	messwerte
matavimai	maße
matavimai	vermessung
matavimai	messen
matavimai	messtechnik
matavimai	maßeinheit
matavimai	messung
pečioros	petschora
dumbliai	algen
janos	janos
uraganas	hurrikan
uraganas	orkan
uraganas	hurricane
uraganas	wirbelsturm
treniruotis	spar
ska	ska
mstislavas	mstislaw
delavero	delaware
suopis	bussard
dalmatijos	dalmatinischen
birkirkara	birkirkara
drabužis	kleidungsstück
stipendijos	finanzhilfen
stipendijos	zuschüsse
stipendijos	stipendien
stipendijos	stipendiaten
stipendijos	stipendien
stipendijos	stipendium
spektras	frequenzen
spektras	spektrum
nino	nino
gobio	gobi
nuosprendis	urteil
okb	okb
hemoglobino	hämoglobin
robertson	robertson
judas	judas
žiurkė	ratten
žiurkė	rat
žiurkė	ratte
tešla	teig
tešla	kohle
arterijų	arterien
arterijų	arterielle
arterijų	arterien
tuščia	leere
tuščia	leeren
tuščia	leer
tuščia	blank
baladė	ballade
transformacijos	verwandlung
transformacijos	umgestaltung
transformacijos	transformation
transformacijos	umwandlung
pardavėjas	unternehmer
pardavėjas	verkäuferin
pardavėjas	verkäufer
pabėgėliai	flüchtlinge
pabėgėliai	flüchtling
pabėgėliai	flüchtlinge
pabėgėliai	flüchtlingen
pabėgėliai	flüchtling
keistas	merkwürdig
keistas	komisch
keistas	seltsam
keistas	schräg
keistas	strange
keistas	merkwürdig
keistas	seltsam
keistas	komisch
lingua	lingua
mafija	mob
mafija	mafia
mafija	mafia
ertmėje	hohlraum
specializuotų	spezialisiert
specializuotų	spezialisierten
specializuotų	spezialisierte
rifai	riffe
gazos	gazastreifen
gazos	gaza
endeminių	endemisch
patiekalus	gerichte
patiekalus	geschirr
vėliavas	banner
vėliavas	fahnen
klesti	gedeiht
klesti	blühende
klesti	gedeihen
dora	dora
skystas	flüssige
skystas	flüssig
skystas	flüssigkeit
skystas	liquid
skystas	flüssigkeiten
achilo	achilles
alyvuogių	oliven
ciklų	zyklus
ciklų	zyklen
wrocław	wrocław
wrocław	breslau
smithsonian	smithsonian
leben	leben
ekologinė	ökologisches
ekologinė	ökologisch
ekologinė	ökologischen
ekologinė	ökologische
pranešimo	anmeldung
pranešimo	benachrichtigungen
pranešimo	meldung
pranešimo	mitteilung
pranešimo	benachrichtigung
tyliai	leise
tyliai	ruhige
tyliai	ruhe
tyliai	ruhigen
tyliai	ruhig
tyliai	leise
vandalai	vandalen
porter	portier
porter	porter
discogs	discogs
buteo	buteo
šviesi	strahlend
šviesi	hell
šviesi	bright
šviesi	leuchtend
šviesi	helle
tiekėjų	anbieter
tiekėjų	dienstleister
tiekėjų	lieferanten
tiekėjų	zulieferer
sligo	sligo
delle	delle
patogiau	komfortable
patogiau	angenehm
patogiau	gemütlich
patogiau	komfortabel
patogiau	komfortabler
patogiau	bequem
padažas	sauce
padažas	soße
potencialiai	möglicherweise
potencialiai	potentiell
potencialiai	potenziell
ign	ign
receptorius	rezeptoren
receptorius	rezeptor
receptorius	rezeptoren
receptorius	rezeptor
tonos	tonnen
neigia	verweigert
neigia	leugnet
neigia	bestreitet
neigia	verneint
esbo	osze
amour	amour
staigus	scharf
staigus	scharfe
staigus	sharp
šlovė	hagel
šlovė	heil
žavėjosi	bewundert
žavėjosi	bewunderte
montažas	montage
dravidų	dravidischen
malė	małe
sviedinys	cannonball
cole	cole
proporcingas	verhältnismäßig
proporcingas	proportional
proporcingas	verhältnismäßigkeit
proporcingas	proportionale
polydor	polydor
patobulinta	aktualisiert
lgbt	lgbt
lgbt	homosexualität
vadove	ratgeber
vadove	führer
vadove	reiseführer
vadove	leitfaden
madam	mme
madam	madam
madam	madame
ritualas	rituelle
ritualas	ritual
ritualas	ritus
ritualas	rituale
estai	esten
fabio	fabio
palestiniečių	palästinensern
palestiniečių	palästinensische
palestiniečių	palästinenser
balsis	vokal
įsivaizduoti	vorgestellt
įsivaizduoti	eingebildet
įsivaizduoti	gedacht
revoliucinė	revolutionären
revoliucinė	revolutionär
revoliucinė	revolutionäre
grunge	grunge
poseidonas	poseidon
clarkson	clarkson
sklypų	grundstück
sklypų	parzellen
sklypų	parzelle
sklypų	flächen
sklypų	grundstücke
sklypų	pakete
sklypų	parzellen
sklypų	päckchen
rosenborg	rosenborg
krizių	krise
krizių	krisen
krizių	krisensituationen
triumfavo	herrschte
maximus	maximus
moliuskai	weichtiere
moliuskai	weichtieren
kolegos	arbeitskollegen
kolegos	kolleginnen
kolegos	kollegen
kolegos	bursche
kolegos	fellow
pokalbio	konversation
pokalbio	gespräch
pokalbio	unterhaltungen
pokalbio	unterhaltung
asirija	assyrien
vakar	gestrigen
vakar	gestrige
vakar	gestern
violetinė	violett
violetinė	purple
violetinė	lila
oliveira	oliveira
aparatūra	gerät
aparatūra	apparate
aparatūra	geräte
aparatūra	apparatur
akvariumas	aquarium
oksidacijos	oxidation
atari	atari
pokerio	poker
remiama	gefördert
remiama	gesponsert
remiama	gesponserte
chamberlain	chamberlain
skliaustuose	klammern
skliaustuose	klammer
skliaustuose	bügel
skliaustuose	halterungen
skliaustuose	konsolen
blokavimo	blockiert
blokavimo	blockieren
blokavimo	sperrung
sorbų	sorbischen
esminė	kritischen
esminė	kritische
esminė	kritisch
esminė	kritischer
esminė	kritisches
jaguar	jaguar
troleibusų	obus
lamborghini	lamborghini
dirvožemį	erde
dirvožemį	böden
dirvožemį	bodens
dirvožemį	boden
dirvožemį	erdboden
slyvų	pflaumen
slyvų	plum
vadi	wadi
biologiškai	biologisch
biologiškai	abbaubar
biologiškai	biologisch
aštrus	scharf
aštrus	scharfer
aštrus	scharfe
augmenijos	pflanzen
augmenijos	pflanzenwelt
augmenijos	vegetation
turbina	turbinen
turbina	turbine
paviršiai	oberfläche
paviršiai	flächen
paviršiai	oberflächen
triukšmas	geräusche
triukšmas	geräusch
triukšmas	rauschen
triukšmas	lärm
makaronai	teigwaren
optika	optisch
optika	optischen
optika	optik
optika	optische
kalifas	kalif
netinkamas	unzutreffend
netinkamas	falsch
netinkamas	falsche
netinkamas	fehlerhaft
netinkamas	ungültige
netinkamas	ungültiger
netinkamas	ungültig
amino	aminosäuren
amino	amino
demonai	dämonen
džiaugsmas	joy
džiaugsmas	lebensfreude
džiaugsmas	freude
višnaus	vishnu
plaukikas	schwimmer
švelnios	sanfte
švelnios	behutsam
švelnios	zärtlich
švelnios	sanft
švelnios	sanften
maratonas	marathon
kibernetikos	kybernetik
pirmtakai	vorgänger
pirmtakai	vorläufer
pirmtakai	vorgängern
specializacijos	spezialisierung
specializacijos	fachrichtung
skiemuo	silbe
mozilla	mozilla
animatorius	animator
bora	bora
teleskopo	teleskop
brangi	lieben
brangi	liebe
brangi	liebes
brangi	lieber
klestėjimas	wohlfahrt
klestėjimas	wohlstand
donatello	donatello
hermiona	hermine
postų	stellen
postų	beiträge
postų	posten
postų	pfosten
robotas	roboter
robotas	robot
galingi	mächtig
galingi	kraftvoll
galingi	mächtigen
galingi	starke
galingi	leistungsfähige
galingi	mächtige
minerva	minerva
surinktas	zusammengestellt
surinktas	zusammengebaut
surinktas	zusammengesetzt
surinktas	montiert
sprogstamosios	sprengstoff
sprogstamosios	explosive
sprogstamosios	sprengstoffe
atsparumo	widerstände
atsparumo	widerstand
atsparumo	resistenz
atsparumo	beständigkeit
atsparumo	widerstandsfähigkeit
southampton	southampton
paaukoti	schenkung
paaukoti	spende
paaukoti	spendet
paaukoti	stiften
paaukoti	spenden
valyti	gesäubert
valyti	gereinigt
styga	akkord
styga	sehne
rožinio	rosé
užtvankų	staudamm
užtvankų	dämme
starta	bunting
granada	granada
turinas	turin
diplomatinių	diplomatischer
diplomatinių	diplomatische
diplomatinių	diplomatischen
diplomatinių	diplomaten
diplomatinių	diplomatisch
nirvana	nirvana
bandymą	experimentiert
bandymą	experiment
bandymą	experimente
bandymą	experimentieren
bandymą	versuch
braun	braun
šalmus	helme
energijai	steigende
energijai	steigenden
energijai	steigend
energijai	rising
vandeninis	wässrige
vandeninis	wässrigen
dublinas	dublin
sindarin	sindarin
udo	udo
apvalkalas	muschel
apvalkalas	hülle
apvalkalas	shell
apvalkalas	schale
barrichello	barrichello
budistai	buddhisten
tikslumas	genauigkeit
tikslumas	präzises
tikslumas	präzise
tikslumas	präzision
tikslumas	genauigkeit
tikslumas	richtigkeit
tikslumas	korrektheit
tikslumas	präzision
kremliaus	kreml
berger	berger
elvis	elvis
vagonų	waggons
vagonų	güterwagen
vagonų	wagen
suprojektuota	gestaltet
suprojektuota	entworfen
suprojektuota	entwarf
suprojektuota	konzipiert
mokymasis	erlernen
mokymasis	lernen
blokų	blocks
blokų	blöcke
blokų	bausteine
svetimas	fremden
svetimas	fremder
svetimas	fremde
svetimas	fremd
sprogsta	explodieren
sprogsta	explodiert
ger	ger
šiaudų	strohhalm
šiaudų	stroh
diktatūros	diktaturen
diktatūros	militärdiktatur
diktatūros	diktatur
diktatūros	diktaturen
laguna	laguna
paskiria	kontaktaufnahme
paskiria	kontakte
paskiria	kontakt
paskiria	kontaktieren
paskiria	ansprechpartner
aktyvistai	aktivisten
komentatorius	kommentator
turkmėnų	turkmenischen
katalonų	katalanische
katalonų	katalanischen
katalonų	katalanisch
adis	addis
puikų	exzellente
puikų	ausgezeichnet
puikų	exzellent
puikų	ausgezeichnete
puikų	hervorragend
tsv	tsv
mono	mono
pagerina	verbessern
pagerina	verbessert
plėšrūnų	raubtiere
plėšrūnų	räuber
apgyvendinimo	unterkünfte
apgyvendinimo	unterkunft
apgyvendinimo	ferienwohnungen
apgyvendinimo	ferienwohnung
apgyvendinimo	unterbringung
vežimas	verbringung
vežimas	sendungen
vežimas	lieferungen
dumblių	algen
ursus	ursus
forum	diskussionsforum
forum	forum
konkursai	ausschreibungen
teologija	theologische
teologija	theologie
paktas	pakt
paktas	schränke
paktas	garderoben
paktas	kleiderschrank
citadelė	zitadelle
kaukazas	kaukasus
marselio	marseille
brendan	brendan
brendan	volker
tor	tor
tor	tem
nendrių	reed
kančia	leiden
kančia	leid
kančia	leidens
kančia	pein
kančia	qual
kančia	qualen
kančia	strafe
cinkas	zink
norimą	gewünschten
norimą	gewünscht
norimą	gewünschte
norimą	erwünscht
jūreivių	matrosen
jūreivių	seeleute
jūreivių	seeleuten
laimingas	gerne
laimingas	fröhlich
laimingas	happy
laimingas	glücklich
laimingas	zufrieden
dirvinė	myosotis
kontaktas	kontaktaufnahme
kontaktas	kontakte
kontaktas	kontakt
kontaktas	kontaktieren
kontaktas	ansprechpartner
perstatyti	nachrüstung
perstatyti	nachgerüstet
sąjungas	allianzen
sąjungas	bündnisse
bismarkas	bismarck
sąsmauka	isthmus
oktavianas	octavian
gegutės	kuckuck
mileris	müller
mileris	miller
hunai	hunnen
elzė	eliza
dal	dal
vakarienė	abendessen
elisabeth	elisabeth
kenkėjų	plage
kenkėjų	schädlinge
kenkėjų	pest
kenkėjų	ungeziefer
kenkėjų	schädlinge
koridorius	gänge
koridorius	flur
koridorius	korridore
koridorius	gängen
koridorius	flur
koridorius	korridor
dunojus	donau
įkvėpti	inspiriert
įkvėpti	begeistern
įkvėpti	inspirieren
lydiniai	legierung
lydiniai	legierungen
milžinai	giants
milžinai	giganten
milžinai	riesen
charleroi	charleroi
viskio	scotch
viskio	whisky
viskio	whiskey
viskio	whisky
priimtų	highlights
priimtų	höhepunkte
priimtų	besonderheiten
priimtų	schwerpunkte
važiuoklės	fahrwerk
važiuoklės	fahrgestell
važiuoklės	chassis
važiuoklės	karosserie
itil	itil
kopa	kopa
dinozaurai	dinosaurier
spiritas	branntwein
spiritas	geist
spiritas	spirituosen
spiritas	geister
šeštoji	sechsten
šeštoji	sechste
šeštoji	sechstes
šeštoji	sechster
egzamino	examen
egzamino	prüfung
egzamino	aufnahmeprüfung
neišvengiamai	unweigerlich
neišvengiamai	unausweichlich
neišvengiamai	zwangsläufig
neišvengiamai	unvermeidlich
finansiniai	finanziell
finansiniai	finanzen
finansiniai	finanzielle
finansiniai	finanziellen
finansiniai	finanzdienstleistungen
krantinės	quay
krantinės	kai
rūsys	weinkeller
rūsys	keller
sakiniai	sätze
sakiniai	sätzen
suaugusieji	erwachsener
suaugusieji	erwachsene
suaugusieji	erwachsenen
suaugusieji	erwachsener
suaugusieji	erwachsene
suaugusieji	erwachsenenbildung
suaugusieji	erwachsen
suaugusieji	erwachsenen
galija	belgica
sophia	sophia
coca	coca
konservantas	konservierungsmittel
austrai	österreicher
tinklinis	volleyball
battista	battista
cikas	cycas
rekomenduoja	empfiehlt
rekomenduoja	empfehle
rekomenduoja	empfehlen
šviesus	strahlend
šviesus	hell
šviesus	bright
šviesus	leuchtend
šviesus	helle
toras	thors
toras	thor
incidentas	ereignis
incidentas	vorfall
incidentas	zwischenfall
dominavimo	vorherrschaft
dominavimo	herrschaft
dominavimo	beherrschung
dominavimo	dominanz
dominavimo	vorherrschaft
dominavimo	dominanz
kaiser	kaiser
subprefektūra	unterpräfektur
paskirstymas	allokation
paskirstymas	aufteilung
paskirstymas	zuweisungen
paskirstymas	zuordnung
paskirstymas	zuweisung
paskirstymas	aufgliederung
paskirstymas	aufschlüsselung
paskirstymas	aufteilung
paskirstymas	gliederung
paskirstymas	vertrieb
paskirstymas	aufteilung
paskirstymas	verteilung
tiriami	geprüfte
tiriami	geprüft
tiriami	erprobt
tiriami	getestet
moses	mose
moses	moses
moses	musa
eritrėja	eritrea
meteoritas	meteoriten
meteoritas	meteorit
ruiz	ruiz
derėtis	verhandelt
derėtis	verhandeln
derėtis	aushandeln
niufaundlando	neufundland
maserati	maserati
ogc	ogc
rainbow	rainbow
rainbow	regenbogen
kontracepcijos	verhütung
kontracepcijos	empfängnisverhütung
bangor	bangor
persekiojami	verfolgten
persekiojami	verfolgt
persekiojami	verfolgte
leto	leto
beata	beata
plikas	kahl
plikas	bald
plikas	glatze
laikrodžiai	uhren
laikrodžiai	uhren
laikrodžiai	armbanduhr
krosnis	hochofen
krosnis	öfen
krosnis	ofen
krosnis	ofen
krosnis	backofen
malcolm	malcolm
bmg	bmg
wordpress	wordpress
kurilų	kurilen
burchard	burchard
laidumas	leitfähigkeit
butanas	butan
wow	wow
wow	boah
logiškai	logischerweise
diktatūra	militärdiktatur
diktatūra	diktatur
diktatūra	diktaturen
renato	renato
dancigo	danziger
dancigo	danzig
owen	owen
direktoriai	geschäftsleitung
direktoriai	geschäftsführer
direktoriai	direktoren
karcinoma	karzinom
apyrankės	armbänder
lynn	lynn
soros	hirse
seminaras	werkstatt
seminaras	workshop
seminaras	workshops
seminaras	werkstätten
seminaras	seminaren
seminaras	seminare
seminaras	seminar
čerčilis	churchill
draugės	freundeskreis
draugės	freundinnen
draugės	friends
draugės	freunden
draugės	freunde
legionas	legion
kerštas	rächen
kerštas	vergeltung
kerštas	rache
kerštas	rächen
kerštas	rache
tibetas	tibet
žiemgala	semgallen
miao	miao
kalvis	schmied
kalvis	schmiede
kambodža	kambodscha
drąsiai	tapfer
romero	romero
stadio	stadio
tokelau	tokelau
konstantos	konstanten
raiteliai	fahrer
raiteliai	reiter
buitinių	haushalt
buitinių	haushalts
buitinių	haushalte
buitinių	haushaltsgeräte
buitinių	stadtverwaltung
buitinių	kommunalen
buitinių	kommunal
skylė	loch
skylė	hole
trajektorija	flugbahn
simboliškai	symbolisch
kardą	degen
kardą	schwert
warcraft	warcraft
guido	guido
viskonsino	wisconsin
rimta	ernst
rimta	ernsthafte
rimta	schwerwiegend
rimta	ernsthaft
rimta	ernste
miko	miko
socializmas	sozialismus
stabilus	stabil
stabilus	stabile
stabilus	stabilen
stabilus	beständig
nevis	nevis
pjemonto	piemonte
pjemonto	piemont
mesopotamija	mesopotamien
gandras	storch
netikras	gefälscht
netikras	fälschung
netikras	fake
sapiens	sapiens
grenlandija	grönland
skaičiavimus	kalkulation
skaičiavimus	berechnung
skaičiavimus	berechnungen
teo	theo
kor	kor
rodezijos	rhodesien
kaldera	caldera
kiūšiū	kyushu
gijos	gewinde
gijos	threads
gijos	themen
gijos	fäden
gijos	diskussionen
len	len
coloma	coloma
grafinė	grafischen
grafinė	grafisch
grafinė	grafische
eduard	eduard
goda	goda
tres	tres
varškės	häuschen
varškės	ferienhaus
varškės	ferienhäuser
varškės	cottage
varškės	hütte
varškės	landhaus
varškės	quark
norintiems	wünschen
norintiems	wünsche
piper	piper
epa	wpa
epa	epa
nerimą	beunruhigend
asunsjonas	asuncion
griežtą	rigoros
griežtą	streng
griežtą	strengen
rogučių	schlitten
skersinis	quer
skatinimas	promotion
skatinimas	beförderung
skatinimas	förderung
gangsteris	gangster
hnk	hnk
astrachanės	astrachan
sankryža	kreisverkehr
jutos	utah
mayer	mayer
atkrintamųjų	playoff
baigtos	abgeschlossen
baigtos	fertiggestellt
baigtos	beendet
reguliuojamas	einstellbar
reguliuojamas	verstellbare
reguliuojamas	verstellbar
reguliuojamas	einstellbare
sunitų	sunnitischen
aronas	harun
aronas	aaron
antigva	antigua
įkelti	nachladen
cfc	fckw
cfc	cfc
cfc	fckw
geografiniai	geografischen
geografiniai	geographische
geografiniai	geographisch
geografiniai	geografische
geografiniai	geographischen
seda	seda
išdavimo	erteilung
išdavimo	ausstellen
paša	pascha
ziemi	ziemi
eksperimentus	experimenten
eksperimentus	versuche
eksperimentus	experimentiert
eksperimentus	experimente
pasėlių	pflanze
pasėlių	pflanzliche
pasėlių	zuschneiden
pasėlių	ernte
technikai	techniker
sofi	sofi
prieštaravimų	einwände
prieštaravimų	einwendungen
prieštaravimų	einsprüche
prieštaravimų	einspruch
sekretoriatas	geschäftsstelle
sekretoriatas	sekretariat
sekretoriatas	generalsekretariat
pašalinamas	ausscheidung
dir	dir
ilgalaikės	langzeit
ilgalaikės	langfristigen
ilgalaikės	langfristiger
ilgalaikės	langfristige
ilgalaikės	langfristig
dumblas	schlamm
dumblas	klärschlamm
saba	saba
kaupimo	teilen
kaupimo	sharing
slepia	häuten
slepia	häute
slepia	versteckt
slepia	verbergen
linijinis	linearen
linijinis	lineare
linijinis	linear
linijinis	linearer
stogų	dach
stogų	dächer
žvejys	fischer
žvejys	angler
juostele	streifen
niger	niger
omega	omega
genomo	genom
jet	jet
tolo	afar
pjovimo	schnitt
pjovimo	zerlegen
pjovimo	schneiden
pjovimo	zuschnitt
atlyginimas	lohn
atlyginimas	vergütung
atlyginimas	gehälter
atlyginimas	gehalt
atlyginimas	gehälter
atlyginimas	löhne
atlyginimas	gehalt
atlyginimas	entlohnung
atlyginimas	vergütungen
atlyginimas	vergütung
atlyginimas	entgelt
soma	soma
angų	öffnungen
sutrikimą	verwechslung
sutrikimą	verwirren
sutrikimą	durcheinander
sutrikimą	verwirrung
patarimų	beratung
patarimų	rat
patarimų	ratschläge
brangus	lieben
brangus	liebe
brangus	liebes
brangus	lieber
būgnas	schlagzeug
būgnas	drum
būgnas	trommeln
būgnas	trommel
morena	morena
puškinas	puschkin
skyrybos	scheiden
skyrybos	scheidung
skyrybos	scheidungen
nuovargis	ermüdung
nuovargis	müdigkeit
nuovargis	erschöpfung
borgo	borgo
ofc	ofc
bethoveno	beethoven
genas	gene
genas	gen
genas	gens
vaikšto	walking
vaikšto	spaziergänge
vaikšto	spazieren
vaikšto	wanderungen
vaikšto	wandern
vaikšto	spaziergang
vaikšto	spaziergänge
vaikšto	wanderungen
jachtos	boote
jachtos	yachten
šeimose	eingehende
šeimose	rückflug
vittorio	vittorio
gipso	gips
gipso	putze
gipso	mörtel
gipso	pflaster
gipso	putz
gipso	gips
cenzūra	zensur
ogovės	ogooué
urdu	urdu
kroft	croft
šengeno	schengen
šengeno	schengener
mega	mega
vožtuvų	ventil
vožtuvų	ventile
ūkininkavimo	landwirtschaft
ūkininkavimo	ackerbau
diplomatinis	diplomatischer
diplomatinis	diplomatische
diplomatinis	diplomatischen
diplomatinis	diplomaten
diplomatinis	diplomatisch
lira	lira
lira	lire
palladio	palladio
minios	menschenmenge
minios	menge
minios	massen
taros	leergewicht
taros	eigengewicht
pelėnas	wühlmaus
aik	aik
šaudo	triebe
šaudo	schießt
guma	kaugummi
guma	gummi
skydliaukės	schilddrüse
valė	walliser
valė	wallis
valė	waadt
manas	mähne
švenčia	feiert
katy	katy
junano	yunnan
tamsa	finsternis
tamsa	dunkelheit
tamsa	dunkel
taičio	tahiti
hani	hani
vargas	vargas
plėšikai	räuber
toma	toma
pilsudskis	piłsudski
medikai	sanitäter
apolonija	apollonia
martínez	martínez
chloridas	chlorid
chloridas	natriumchlorid
išlaikymo	beibehaltung
išlaikymo	aufbewahrung
pažintis	verbinden
parodija	parodie
android	android
puošnioji	harlekin
virvės	seile
virvės	schnur
virvės	strick
virvės	seil
virvės	seile
virvės	seilen
virvės	schnüre
virvės	schnüre
virvės	schnur
dsc	dsc
gleivių	schleim
šamanizmas	schamanismus
lynai	seile
lynai	seilen
sil	sil
camila	camila
matricos	matrizen
matricos	matrix
septintoji	siebente
septintoji	siebte
septintoji	siebenten
septintoji	siebten
septintoji	siebter
trąšos	düngemittel
trąšos	dünger
trąšos	düngemittel
trąšos	dünger
