krans	آرائشی
shock	(بعدہ
shock	تصادم
shock	دھماکا
shock	ہلچل.
natrium	سوڈا
ammoniak	ایمونیا
constitutie	فرمان.
constitutie	ڈگری
voorspelling	عمل.
voorspelling	خصوصیت
voorspelling	عمل.
voorspelling	خصوصیت
voorspelling	کہانت
slimme	مُستعد
slimme	پُھرتیلا
slimme	ذہین.
slimme	ہنرمند
slimme	مُستعد
slimme	پُھرتیلا
slimme	ہوشیار
slimme	ذہین.
slimme	تیز
slimme	چالاک
slimme	ہنرمند
slimme	ممتاز.
slimme	تیزی
slimme	درست
slimme	ہوشیار
slimme	پھرتیلا.
slimme	پھرتی
slimme	طرار
slimme	وضعدار
slimme	تیز
slimme	خلش.
slimme	عیار
slimme	طرحدار
slimme	زوردار.
natuursteen	پتھر
natuursteen	پتھر
natuursteen	سنگ
brouwen	جوڑنا
brouwen	بننا
brouwen	تخمیر
brouwen	ترکیب
brouwen	اٹھنا
binnenlands	پالتو
binnenlands	گھریلو
hakken	ٹینس
hakken	لہر
hakken	کّلا
hakken	وار
hakken	مارکہ
hakken	chopping
hakken	chopped
hakken	کریکٹ
eoceen	چمگادڑ
intelligente	ذہین
intelligente	ہوشیار
fluiten	زفیل.
fluiten	زفیلنا
fluiten	پنپنانا.
fluiten	سیٹی
toenadering	مصالحت
harnas	باندھنا.
hopper	اچھلنے
hopper	کودنے
mercurius	سیماب
mercurius	سیماب
mercurius	پارہ
hook	پنجہ.
hook	جال.
hook	چرانا
hook	آنکڑا.
hook	درانتی
hook	پھندا
oraal	آزمائش
oraal	بول
gordel	دوڑنا
pine	رینجھنا.
droit	وجوب.
meesterwerk	شاہکار.
hangende	متوقع
acid	گہرا
acid	کٹیلا
acid	تیز
gore	کلی.
aanvaring	تصادم
aanvaring	ٹکّر
aanvaring	تصادم
judge	منصف
judge	قاضی
aanduiden	معیّن
aanduiden	القاب
draken	غصیل
versiering	تزئین.
versiering	آرائش
versiering	تزئین.
passend	مناسب.
passend	ہتھیانا
passend	موزوں
passend	مناسب
passend	درست.
mina	(مینا)
progress	ترقی
aandeelhouder	حامل.
injectie	تزریق.
feestje	دعوت
bolt	چٹخنی
bolt	فرار
bolt	چُننا.
bolt	سٹکنا.
bolt	بیننا
nevel	بھاپ.
nevel	سدیم
nevel	مبہم
nevel	کہرا
gezellig	پُرلطف
gezellig	تفریح
gezellig	پُرلطف
gezellig	گرم
gezellig	cosies
bet	قمار
bet	رائے
bet	انتخاب
bet	جوا
bet	قمار
bet	رائے
bet	شرط
bet	انتخاب
bet	جوا
brigadier	بریگیڈیئر
zaag	کہاوت
zaag	مقولہ
zaag	کہاوت
zaag	مثل
zaag	مقولہ
variabel	متغیرہ
variabel	متغیر
terughoudend	متأمّل
terughoudend	ڈھلمل
onbruikbaar	نابکارآمد.
onbruikbaar	فضول
onbruikbaar	نکمّا
onbruikbaar	بیکار
aantoonbaar	بالمظاہرہ
aantoonbaar	موجود
aantoonbaar	محسوس
tractie	اینٹھن.
arsenaal	ہتھیاروں
dynamiek	قوتیت.
dynamiek	زوردار.
dynamiek	فعال
omvangrijk	کثیرالتصانیف
omvangrijk	ضخیم
omvangrijk	کثیرالتصانیف
kippen	بزدل
kippen	کمزور
vlieg	کتا.
vlieg	پرواز
vlieg	گھڑی
vlieg	سیانا
vlieg	ہشیار
vlieg	اڑنا
vlieg	لانگنا.
vlieg	مکھی
vlieg	طیران
vlieg	کتا.
vlieg	مگس
vlieg	پرواز
vlieg	گھڑی
vlieg	سیانا
vlieg	ہشیار
vlieg	اڑنا
vlieg	لانگنا.
vlieg	مکھی
vlieg	طیران
pols	پہنچا.
pols	کلائی
pols	پہنچا.
pols	جوش
pols	احساس
pols	دھڑکنا.
pols	جذبہ
pols	لہر.
pols	موج.
pols	دالوں
pols	امنگ
pols	دال
explosief	اشتعال
explosief	آتشگیر.
explosief	انفجاری
wederzijds	مشترک.
wederzijds	باہمی
wederzijds	مشترک.
allegretto	ә'leg
bijt	کاٹ
bijt	تیزی.
bijt	چارہ
bijt	(کیڑے
bijt	تیز
bijt	سانپ
bijt	(پہیّے
hip	باخبر.
hip	کولھا
hip	سُرین
hip	پٹّھا
presidentiële	صدارتی
dief	سارق
dief	دزد.
dief	اچکا
dief	سارق
dief	دزد.
dief	اچکا
dief	چور
uitholling	گھسنے
uitholling	فرسودگی.
sediment	تلچھٹ
sediment	دُرد
sediment	پختہ
sediment	پرانا
sediment	محکم
sediment	تلچھٹ
sediment	دُرد
sediment	پختہ
sediment	پرانا
sediment	محکم
sediment	گاد
sediment	رُسوب
transparant	منشا
transparant	شیشئی
transparant	بہانہ
transparant	کھرا
transparant	غرض
transparant	نمایاں
transparant	منشا
transparant	شفّاف
transparant	شیشئی
transparant	بہانہ
transparant	کھرا
transparant	غرض
transparant	نمایاں
transparant	شفافیت
transparant	زجاجیہ.
perceel	شکل.
perceel	قوس
perceel	خاکہ
perceel	سازش
perceel	ڈرامے
perceel	بخرہ
perceel	حصہ
perceel	ٹکڑا
perceel	قطعہ.
perceel	پیکیج
perceel	بانٹنا.
swan	لچکیلی
swan	ہنس
swan	لچکیلی
dilemma	تعطّل
ruis	ناگوار.
ruis	اونچی
ruis	اُچھالنا
ruis	صوت
ruis	غوغا.
ruis	ناگوار.
ruis	اونچی
ruis	اُچھالنا
ruis	آواز
ruis	صوت
ruis	غوغا.
ruis	شور
ruis	ساکت
ruis	مجہول.
ruis	جامد
topologie	مقامیات
negro	کالا
negro	نیگرو
medeklinker	صوتیہ
medeklinker	موافق
achteruitgang	جنگ
achteruitgang	کمزوری
achteruitgang	کمزور
achteruitgang	زندگی
achteruitgang	ارزانی
achteruitgang	گرنا
achteruitgang	بگڑنا
achteruitgang	بگاڑ.
achteruitgang	خرابی
achteruitgang	(اسم
achteruitgang	(دن
achteruitgang	پھسلنا
achteruitgang	رجعت
achteruitgang	اعادہ
achteruitgang	بگاڑ
achteruitgang	ابتری
achteruitgang	بگاڑ
dubieuze	شکّی
dubieuze	مشتبہ
dubieuze	مورِدشک
dubieuze	مشکوک
filiaal	اپنایا
filiaal	دریا
kudde	in
kudde	جماعت
kudde	اون
kudde	out
kudde	گڈریا.
kudde	گروہ
kudde	ٹکڑی.
kudde	نگہبانی
kudde	گڈریا.
kudde	گروہ
kudde	غول
kudde	ٹکڑی.
kudde	نگہبانی
crocidura	جھگڑالو
verloofd	منسوب
verloofd	منسوب
verloofd	مشغول
ping	ٹن
ping	ٹھن
meubilair	لوازم
meubilair	کنڈی
meubilair	قبضے.
meubilair	کرسی
porselein	چینی
nieren	کلوی.
nieren	گُردہ.
nieren	طبیعت
nieren	مزاج
nieren	کردار
activeren	قوت
huilen	پکار
huilen	للکار
huilen	بھونک.
huilen	فریاد.
huilen	آوازہ.
huilen	انوروں
huilen	پکار
huilen	للکار
huilen	بھونک.
huilen	فریاد.
huilen	رونا
huilen	آوازہ.
huilen	انوروں
huilen	فریادکناں
vliegend	اَدھر.
vliegend	مختصر
vliegend	معلق
vliegend	پُراں
vliegend	مستعجل
bewusteloos	لاشعور
saw	کہاوت
saw	مقولہ
saw	کہاوت
saw	مثل
saw	مقولہ
preventie	تدارک
zuivering	جلّاب.
zuivering	تزکیے
zuivering	مٹانا.
zuivering	تطہیر
zuivering	تزکیہ
kwetsbare	عاجز
kruidachtige	نباتی.
vergroting	بڑھانے
vergroting	تشدید
vergroting	تکبیر
vizier	وزیر.
vizier	وزیر
vizier	وزیر.
vizier	مغفر
holte	چھید
holte	جوف.
holte	قعر
vossen	لُومڑ
vossen	عّیار
dok	گھاٹ.
dok	کنارا
dok	جوڑنا.
zombie	ٹھس
explosieve	اشتعال
explosieve	آتشگیر.
explosieve	انفجاری
grootheid	عظمت
grootheid	بُزرگی
aanschaf	خریداری.
aanschaf	خریدنا
aanschaf	خریداری.
impliciet	بلاشبہ
impliciet	قطعی.
impliciet	مقدر
impliciet	یقینی
schroef	چرخی
schroef	دھکیلنے
schroef	موڑنا
schroef	کسنا.
schroef	جوڑنا.
schroef	کمینہ
ongebruikelijke	نرالا.
ongebruikelijke	انوکھا
ongebruikelijke	امتیازی.
ongebruikelijke	استثنائی
ongebruikelijke	غیرمعمولی
trillingen	ارتعاش
trillingen	اہتزاز.
trillingen	لرزش
dome	قُلّہ.
dome	کھوپڑی.
dome	برج
dome	قصر.
drug	دارو.
drug	دوا
ronduit	بالکل
ronduit	پورا
ronduit	سیدھا
ronduit	صریح
ronduit	مکمل
ronduit	صاف
ronduit	بالکل
ronduit	پورا
ronduit	سیدھا
ronduit	صریح
ronduit	مکمل
harmonische	متوازن
harmonische	مترنم
harmonische	ہموار
harmonische	وزن
vaartuig	گھڑا
satire	طنزیہ
satire	ہجو
satire	طنزیہ
oversteek	چوراہا.
bladzijde	down
rituele	چلن.
rituele	رواج
rituele	رسمی-
rituele	ریت
rituele	رواجی
rituele	رسمی
vacuüm	خلاروب.
vacuüm	خلا
vacuüm	خلاروب.
premie	انعام
premie	عطیہ.
premie	عطیہ
premie	فیاضی
jezuïet	یسوعی.
robuust	(بیان
robuust	پختہ
robuust	راست
robuust	مرتکز
robuust	(ورزش
robuust	مضبوط
robuust	کھرا.
robuust	توانا
robuust	قوی
scheuren	چھید
scheuren	پھٹنا
scheuren	آنسو
scheuren	سوراخ
scheuren	اشک.
scheuren	چرجانا-
scheuren	زبردست
scheuren	شدید-
scheuren	نہایت
krijger	جنگی
huisdier	چہیتاشخص.
huisdier	خفگی
huisdier	مخصوص
huisdier	پالتو
huisdier	چہیتاشخص.
huisdier	خفگی
huisdier	مخصوص
hang	موقوف
hang	گرنے
hang	on
hang	دروازے
hang	ہبوط.
hang	جھکانا
bindend	عائد.
bindend	لازمی
bindend	ناگزیر
gedrongen	چھوٹا
sigma	c.
sigma	σ
boeg	جُھکانا
boeg	saddle-bow
boeg	جھکنا
boeg	کمان
substantie	دولت
substantie	جوہر
substantie	عین.
substantie	دولت
substantie	جوہر
substantie	عین.
substantie	ذات
martial	بہادر.
martial	جنگجو
martial	جنگی
martial	بہادر.
martial	جنگجو
milde	کمزور
milde	جوش
milde	سزا
milde	بردبار.
milde	بیماری
milde	دبّو
milde	ٹھس
milde	کمزور
milde	جوش
milde	ہلکا
milde	سزا
milde	بردبار.
milde	بیماری
milde	دبّو
milde	ٹھس
weiden	چراگاہ.
yen	اشتیاق.
yen	ہڑک
yen	طلب
kus	بوسہ.
geïnformeerd	ذہین.
soevereine	عمدہ
soevereine	مؤثر.
drang	چیٹک.
drang	ڈپٹانا.
kubus	مکعب.
farmaceutische	عطّار.
farmaceutische	عطّاری.
pigment	رنگ
vruchtbaar	مخترع
ontbinden	آوارگی
ontbinden	انشقاق
ontbinden	انجام
ontbinden	خاتمہ
ontbinden	نیستی.
ontbinden	عّیاشی.
ontbinden	موت.
ontbinden	تقسیم
ontbinden	آوارگی
ontbinden	انشقاق
ontbinden	انجام
ontbinden	خاتمہ
ontbinden	نیستی.
ontbinden	عّیاشی.
ontbinden	موت.
ontbinden	تحلیل
ontbinden	تقسیم
ontbinden	اتحاد
ontbinden	گھلنا
ontbinden	بکھرنا
ontbinden	گلنا
ontbinden	رینجھنا.
chevalier	سورما
chevalier	بہادرآدمی
hemelse	ربّانی.
hemelse	اعلیٰ.
hemelse	ربّانی
hemelse	ارفع
hemelse	سماوی
hemelse	اعلیٰ.
hemelse	ربّانی
hemelse	ارفع
tas	پتلون
tas	تحقیرکرنا
tas	پاجامہ
tas	کثرت
tas	پھلانا
dwang	دباؤ
dwang	پابندی.
dwang	دباؤ
dwang	پابندی.
dwang	جبر
dwang	مجبوری
dwang	زبردستی.
dwang	زور
dwang	جبر
dogma	رائے
dogma	اصول
kou	جوش
kou	بالکل
kou	جذبہ
kou	مہر
kou	زکام
kou	مدّھم
kou	یکلخت
kou	شیتل
kou	جوش
kou	سرد
kou	بالکل
kou	جذبہ
kou	بارِد
kou	نزلہ
kou	مہر
kou	زکام
kou	مدّھم
kou	یکلخت
kou	شیتل
cork	کاگ
bride	عروسہ
bride	دلہن
bride	عروس
bride	عروسہ
bride	دلہن
beklimmen	صعود.
beklimmen	چڑھائی
beklimmen	چڑھنا.
alert	متوجہ.
alert	چوکنّا
alert	خبردار
alert	باخبر
alert	متوجہ.
alert	ہوشیار
alert	چوکنّا
alert	خبردار
workshop	کارخانہ
waterloop	چشمہ
kromming	خمیدگی.
kromming	گولائی
kromming	خمیدگی.
evident	آشکار
evident	بیّن
evident	جلی.
evident	واضح
evident	آشکار
evident	بیّن
evident	جلی.
evident	عیاں
evident	واضح
evident	بظاہر
evident	مبیّنہ
evident	ظاہری
container	ظرف
getto	پاڑا
kammen	اون
kammen	کنگھی
kammen	شانہ
kammen	کنگھا
kammen	اون
kammen	کنگھی
mozaïek	مخلوط
mozaïek	دوغلا
mozaïek	جڑت
ongelijke	اوبڑکھابڑ
voorliefde	چاؤ
voorliefde	شیفتگی
voorliefde	چاؤ
transparantie	شفافیت
transparantie	زجاجیہ.
fotograferen	عکاسی.
barrière	حائل
uitstel	تاخیرکرنا
uitstel	التوا.
uitstel	رکاوٹ.
uitstel	تاخیرکرنا
uitstel	دیر
uitstel	التوا.
uitstel	رکاوٹ.
uitstel	تعویق
uitstel	تاخیر
uitstel	التوا
uitstel	تعویق
uitstel	دیر
kussen	بوسہ.
kussen	lace-pillow
kussen	گبّھا
kussen	توڑنا
kussen	گدّا
kussen	گبّھا
kussen	توڑنا
kussen	گدیلا
kussen	گدّا
standing	مرتبہ
standing	ممتاز
standing	عرصہ.
standing	حیثیت
standing	رکنیت
standing	بند
standing	مدّت
standing	استادہ.
standing	مقام
zwangere	بھرپور.
zwangere	پُرتخیّل
zwangere	پُرمغز
fabricage	ادب
beoefenen	رواج
beoefenen	معمول
beoefenen	رواج
klappen	لگانا
klappen	گرج
klappen	پہنچانا
dapperheid	شجاعت.
dapperheid	بہادری
dapperheid	شجاعت
dapperheid	تپاک
dapperheid	دلیری
dapperheid	دلیری
dapperheid	بہادری
slaapkamer	خوابگاہ
braak	افتادہ
plasma	خون
subject	(بعدہ
subject	لاش.
vaandel	نمایاں
mister	جناب
mister	میاں
mister	شری
partiële	متعصب
partiële	جزوی.
partiële	نامکمل
partiële	جانبدار
partiële	دلدادہ.
inactief	نکمّا.
inactief	غیرمستعمل
inactief	ناکارہ
inactief	معطل.
inactief	متروک
inactief	بلامصروفیت
inactief	خالی
inactief	نکمّا.
inactief	غیرمستعمل
inactief	ناکارہ
inactief	معطل.
inactief	متروک
inactief	بلامصروفیت
inactief	معطل
inactief	ساکت
inactief	سست
inactief	ساکن
inactief	کاہل.
inactief	مجہول.
caravan	کارواں.
caravan	قافلہ
caravan	کارواں.
kruipen	گھسٹنا
kruipen	رینگنے
kruipen	رینگنا
kruipen	گھسٹنا
kruipen	رینگنے
bud	ناپختہ
lelijke	بیہودہ
lelijke	گھنائونا
lelijke	کریہہ
lelijke	ڈرائونا
lelijke	صورت
lelijke	واہیات
lelijke	خطرناک
lelijke	خوفناک
lelijke	زشت
lelijke	بھیانک
lelijke	بھدّا
lelijke	بیہودہ
lelijke	گھنائونا
lelijke	کریہہ
lelijke	ڈرائونا
lelijke	صورت
lelijke	واہیات
lelijke	خطرناک
lelijke	بدنما
lelijke	خوفناک
lelijke	زشت
lelijke	بھیانک
lelijke	بھدّا
statement	اعلان.
dab	ٹہوکنا.
dab	ٹکور.
dab	تھپتھپانا
dab	پونچھنا
vertolking	تشریح
vertolking	تعبیر
levensmiddelen	خوراک
levensmiddelen	آہار.
levensmiddelen	غذا
homoseksueel	وارہ
homoseksueel	بدچلن
homoseksueel	بدکار.
homoseksueel	بافراغت
korporaal	جسمانی
gouw	کائونٹی
absurd	مہمل
absurd	فضول
absurd	نامعقول
absurd	مہمل
absurd	فضول
soon	جلدی.
soon	فوراً
voortgang	ترقی
voortgang	نمو
nectar	امرت
overwonnen	نڈھال
weinigen	کم
ongelukkige	نافہمیدہ.
ongelukkige	منحوس.
ongelukkige	افسردہ.
stack	پولا.
stack	انبار.
stack	خرمن
stack	گٹھا
thin	چھانٹنا
thin	کمزور
thin	thinly
thin	شاخوں
thin	ہلکے
thin	گھٹانا.
thin	چھانٹنا
thin	کمزور
thin	دُبلا
thin	thinly
thin	شاخوں
thin	رقیق
thin	ہلکے
thin	گھٹانا.
thin	نحیف
thin	لطیف
thin	پتلا
dominantie	مغلوب
dominantie	غلبہ
dominantie	تسلط.
dominantie	قبضہ.
dominantie	غلبہ
dominantie	اقتدار
dominantie	تسلّط
crimson	سرخ
compenseren	شاخچہ.
compenseren	تاوان.
compenseren	ٹہنی
compenseren	جرمانہ
compenseren	تلافی
rangschikking	اعلیٰ
rangschikking	ارفع.
rangschikking	زہریلا
rangschikking	ترتیب
rangschikking	گھنا
rangschikking	ناشائستہ
arbeider	کاریگر.
arbeider	مزدور
arbeider	مزدور.
arbeider	کامی
arbeider	مزدور.
arbeider	کارکن
arroyo	نالا.
zucht	(بعدہ
zucht	سنسنانا.
kompas	احاطہ.
kompas	میدان
kompas	محیط
kompas	کمپاس
kompas	گھومنا
kompas	دائرہ
doorlopende	مسلسل
doorlopende	قواعد
shoot	تیزی
shoot	دھکیلنا
shoot	جیتنا.
shoot	شاخ.
shoot	چادر.
shoot	ہلہّ
shoot	گولف
shoot	وار
shoot	چمکنا.
shoot	زد.
shoot	along
shoot	غلّہ
shoot	غلیل
shoot	گولی
shoot	استعمال
wissel	نکیلی
wissel	ہلکی
wissel	مارنا
storing	بگاڑ.
gelijkenissen	of
gelijkenissen	مماثلت
bemanningslid	جہاز
visioen	بینائی
visioen	بینائی
visioen	نظر
regulier	منظم
regulier	مستقل
regulier	ثقہ
regulier	منضبط.
regulier	مربوط
regulier	مثالی-
regulier	ہموار-
regulier	مکمل
catch	کھینچنا
catch	پھانسنے
catch	چٹخنی.
catch	روکنے
doven	وزن
doven	اصم
pijnlijk	نالاں.
pijnlijk	پریشان
pijnlijk	اشد
pijnlijk	شدید.
pijnlijk	سخت.
heiden	اجڈ
heiden	کافر
heiden	اجہل
heiden	بدراہ.
heiden	لامذہب.
heiden	گمراہ
passief	سست
passief	مجہول
bewerk	فلم
incompleet	نامکمل
incompleet	ادھورا.
fantastische	طرفہ.
fantastische	نرالا
extensie	بڑھانے
extensie	اضافہ
extensie	حدود.
extensie	وسعت
extensie	توسیع
extensie	طوالت.
extensie	پھیلاؤ
extensie	پہنائی
nomenclatuur	اصولی
nomenclatuur	فہرست
glanzend	چمکیلا
glanzend	صاف
glanzend	چمکیلا
glanzend	جریدہ.
glanzend	چکنا.
glanzend	سجل
prompt	پھرتیلا
prompt	برمحل
prompt	ترنت
prompt	فوراً
exposition	تبصرہ.
exposition	شرح
beroemdheden	شہرت
beroemdheden	دھوم.
tome	بھاری
turbine	پانی
hermitage	خانقاہ.
esthetische	جمالیات.
hekserij	ساحری
hekserij	ساحری
hekserij	جادوگری
civiel	شائستہ
kledij	پوشاک
kledij	ملبوسات
kledij	لباس
kledij	پہناوا.
kledij	بستر
kledij	لباس
kledij	پہناوا.
vin	پر
koraal	مونگا
etnisch	کفّار.
weiland	چراگاہ.
weiland	سیراب
sonde	مِسبر
dienaar	ملازم
dienaar	نوکر
dienaar	پیرو
dienaar	خادم
dienaar	مّتبع
gepast	مناسب.
gepast	ہتھیانا
inbreuk	رخنہ
inbreuk	لڑائی
inbreuk	مداخلت.
vergaan	بگڑنا
ahoy	ہوت
ahoy	اَلا
ahoy	ہلا
evacuatie	اخراج
evacuatie	انخلاء
lichtgewicht	جانور
buste	ٹوٹنا
buste	ٹوٹا
buste	ضرب.
buste	مُکّا
buste	ناکامی
buste	تڑخنا
buste	ٹھپ
buste	دوالہ.
buste	پھوٹنا.
buste	معطّل.
knippen	موتراشی
knippen	حجامت.
knippen	اصلاح
knippen	ٹکڑے
knippen	چاقو
knippen	نگینے
knippen	قیمت
knippen	کٹوتی
knippen	فلم
knippen	انقطاع.
knippen	کمیشن
knippen	دوڑنا.
knippen	ملانا.
knippen	کاٹنے
knippen	بالوں
knippen	ڈرامے
knippen	کنجی
knippen	ٹکڑے
knippen	چاقو
knippen	نگینے
knippen	قیمت
knippen	کٹوتی
knippen	فلم
knippen	انقطاع.
knippen	تراشنا
knippen	کمیشن
knippen	دوڑنا.
knippen	ملانا.
knippen	کاٹنے
knippen	بالوں
knippen	ڈرامے
knippen	کنجی
reëel	بہت.
reëel	اصلی
reëel	بہت.
plug	fireplug
plug	روک
plug	اڑواس.
plug	ڈاٹ
plug	fireplug
plug	روک
plug	اڑواس.
loper	وصولی
loper	پیلا.
loper	فیل
metropool	گڑھ.
metropool	دارالحکومت
potentie	صلاحیت.
potentie	امکان
potentie	رجولیت
argus	نگہبان
argus	محافظ.
schurk	گنوار
schurk	اجڈ.
schurk	پینڈو.
schurk	ہونق
schurk	خبیث
schurk	شریر.
schurk	لچّا.
schurk	وحشی
penguin	بطریق.
senna	سنا
automaat	(آلہ
automaat	مشین
vloed	(بارش
vloed	جوار
vloed	سمندر.
vloed	اُچھال.
vloed	طغیانی
vloed	سینچنا
vloed	دریا
vloed	نہر
vloed	مد
chela	کیکڑوں
chela	جھینگوں
toegegeven	بالاتفاق
toegegeven	ضرور
voorwaardelijke	سپاہیوں
voorwaardelijke	ناگہانی
voorwaardelijke	مربوط
voorwaardelijke	منسلک.
voorwaardelijke	اچانک.
voorwaardelijke	اتفاقی.
wizard	جادوگر.
wizard	ساحر
franc	سوئستاں
franc	بلجیم
franc	فرانس
expressionisme	اظہاریت
expressionisme	موسیقی
spook	بھوت
spook	سایہ.
spook	روح
spook	سایہ
spook	واہمہ.
spook	بھوت
spook	ارواح
spook	سایہ.
spook	ڈرانا
spook	بھوت.
spook	گھبرانا.
tine	کانٹے
ideologische	حکمیاتی
ideologische	فکریاتی
ritmische	وزن
ritmische	تال
transit	رہگزر
transit	راستہ
transit	گزرنا.
valuta	دور
valuta	عرصہ
valuta	رواج
wijngaard	تاکستان
kabouter	بُھتنا
kabouter	عفریت.
kabouter	مَثل
kabouter	کہن
kabouter	حکمت
kabouter	پند
kabouter	کہاوت.
klemtoon	زور
klemtoon	بیان
klemtoon	واضح
klemtoon	سختی
rule	(اکثربعدہ
rule	وضع
rule	قاعدہ.
rule	طورطریقہ.
rule	حکومت
rule	مسطر
rule	چالو
riem	تسمہ
riem	کسنا.
riem	دستکہ.
riem	دوڑنا
brook	چشمہ-
paddenstoel	کھنبی
psychologisch	نفس
psychologisch	نفسیاتی.
psychologisch	ذہنی
vermaak	مدارات
vermaak	دلچسپی
vermaak	تقریب.
vermaak	خاطرداری
vermaak	مدارات
vermaak	تفریح
vermaak	دلچسپی
vermaak	تقریب.
vermaak	خاطرداری
vermaak	تماشا
gelijkwaardige	مماثل
gelijkwaardige	مقدار
gelijkwaardige	مطابق
gelijkwaardige	یکساں
gelijkwaardige	مساوی
bosbouw	انتظام.
slager	خونخوار
slager	کاٹنا
slager	ظالم.
verdrinken	غرقاب
opleving	اعادہ
opleving	احیا.
opleving	تجدید
opleving	اعادہ
opleving	احیا.
looptijd	دوران
looptijd	اثنا
looptijd	دورانیہ.
looptijd	دور
looptijd	پختگی
looptijd	بلوغ
looptijd	پختگی
looptijd	بلوغ
looptijd	رسیدگی
hak	پاشنہ.
hak	ذلیل
hak	کُھر.
foutje	چوک
foutje	سہو.
foutje	چوک
foutje	غلطی
foutje	سہو.
beuk	زان
beuk	تبولا
velvet	مخملی
velvet	مخمل
velvet	مخملی
willekeur	زورازوری
willekeur	زبردستی
fee	امرد
fee	نازک
fee	اپسرا.
fee	امرد
fee	نازک
fee	اپسرا.
fee	پری
fee	پرستان
hacker	چھیلنے
hacker	ادھیڑنے
hacker	پھاڑنے
perk	مدمّغ
perk	گستاخ.
perk	پھدپھدانا.
alleenstaande	اکیلا
alleenstaande	مخلص.
alleenstaande	سیدھا
alleenstaande	جریدہ
alleenstaande	سچّا
alleenstaande	متحد
alleenstaande	اکیلا
alleenstaande	ایک
alleenstaande	مخلص.
alleenstaande	سیدھا
alleenstaande	تنہا
alleenstaande	جریدہ
alleenstaande	سچّا
alleenstaande	متحد
psyche	نفس.
psyche	جان.
psyche	ذہن
psyche	روح
kreeften	کیکٹ
buurvrouw	ملحق
buurvrouw	پڑوسی
buurvrouw	ملحق
buurvrouw	ہمسایہ
nous	ذہن
nous	ادراک.
nous	ہشیاری.
beknopt	ایجاز
beknopt	مجمل
beknopt	مؤجّز.
beknopt	قلیل
beknopt	(ملازم
beknopt	قصیر
beknopt	تھوڑا
beknopt	تحریر
commotie	شورش
commotie	غوغا.
commotie	بلوہ.
indrukwekkend	پُرگداز.
koffer	چپٹے
duwen	گھسنا
duwen	جدوجہد.
duwen	بحران.
duwen	یلغار.
duwen	راندنا.
duwen	گھسنا
duwen	دھکیلنا
duwen	جدوجہد.
duwen	بحران.
duwen	یلغار.
duwen	راندنا.
hooker	طوائف.
hooker	بیسوا
wrak	باقیات.
wrak	(امید
eleven	xi
eleven	xi
eleven	گیارہ
lone	خالی
lone	سونی
lone	مہجور
overledene	متوفّی
sketch	مسودہ.
sketch	خاکہ
sketch	مسودہ.
nominale	(رقم
nominale	قیمت
bult	اچانک
bult	ناہمواری.
pudding	موٹا
pudding	مسالوں
pudding	گوشت
pudding	بھدّا
superieur	بہتر
superieur	رتبے
durven	کوشش
durven	سعی
durven	اکسانا
durven	للکار
odd	ضمنی
odd	فاضل-
odd	ہنگامی
odd	انوکھا
odd	نرالا
odd	رقم
odd	زائد
odd	اتفاقی
odd	ضمنی
odd	فاضل-
odd	ہنگامی
odd	انوکھا
odd	نرالا
odd	رقم
odd	زائد
odd	اتفاقی
odd	عجیب
schande	(بعدہ
schande	غیرت
schande	ندامت
schande	شرم
schande	(بعدہ
schande	غیرت
schande	شے
schande	ذلّت
schande	شرمناک
schande	نااہل
schande	رُسوائی
schande	بدنامی
schande	شے
schande	ذلّت
schande	شرمناک
schande	نااہل
schande	خواری
eindig	غائب
eindig	جمع
zonsondergang	بڑھاپا.
fourth	چوتھا
fourth	چہارم.
rechtop	(تصویر
rechtop	عمودی.
rechtop	اونچا.
rechtop	کھرا
rechtop	کھمبا
ruige	بھّدا
ruige	مستحکم
tablet	تختہ
tablet	قرص
tablet	لوح.
vergelijkende	ضمنی
vergelijkende	اضافی
vergelijkende	مقابلے
vergelijkende	قب:
boycot	مقاطعہ
aristocratie	امرا.
heft	دستہ.
heft	تلوار
thora	طومار.
snor	مونچھ
snor	بُروت.
eindeloos	(پیٹی
eindeloos	لامتناہی
eindeloos	مسلسل
eindeloos	مال
eindeloos	دوامی
grind	روڑی.
grind	ریت
grind	بجری
grind	روڑی.
grind	ریت
grind	پڑھنا
grind	گھسائی
grind	رگڑائی
grind	سحق-
grind	ملنا
grind	پڑھنا
grind	گھسائی
grind	رگڑائی
grind	سحق-
grind	رگڑنا
grind	ملنا
fatsoenlijk	ستھرا
fatsoenlijk	پاکیزہ.
fatsoenlijk	معتبر
fatsoenlijk	مناسب.
fatsoenlijk	مخیّر
fatsoenlijk	مہربان
smile	روشن
smile	مسکرانا
smile	بہلانا.
smile	out
smile	تبسّم
smile	مسکراہٹ
smile	ہنسی.
smile	خوشنودی
razend	متشدّد.
razend	چلاتا
razend	بنکارتا
stout	نافرمان
stout	ناشائستہ
stout	بدمعاش.
stout	نافرمان
stout	ناشائستہ
stout	بدمعاش.
stout	شریر
stout	طاقتور.
stout	مضبوط
gevoeligheid	نرمی
knol	گومڑا
knol	بصلہ
knol	ورم
valide	برجا
valide	جائز
valide	(دلیل
sprekend	گفتگو
sprekend	تقریر
sprekend	ناطق
triest	حقیر
triest	المناک
triest	شرمناک
triest	مدّھم
triest	رنجیدہ
triest	حقیر
triest	المناک
triest	شرمناک
triest	مدّھم
eren	ناموری
eren	شرف
