betty	बेट्टी
lin	लिन
hierarhia	पदानुक्रम
tundlikud	संवेदनशील
maraton	मैराथन
gates	द्वारों
gates	गेट्स
värviline	रंगीन
packard	पैकर्ड
klaviatuur	कीबोर्ड
klaviatuur	कुंजीपटल
administratsioon	प्रशासन
heakskiidu	स्राव
heakskiidu	डिस्चार्ज
heakskiidu	स्खलन
heakskiidu	निर्वहन
atlantic	अटलांटिक
kujud	मूर्ति
kujud	मूर्तियाँ
voolavad	बहती
saatkond	दूतावास
kõver	वक्र
negatiivsed	नकारात्मक
negatiivsed	ऋणात्मक
jansen	जानसन
marylandi	मेरीलैंड
sativa	sativa
reid	raid
reid	रेड
kuldsed	सुनहरा
kuldsed	गोल्डन
kuldsed	सुनहरी
tööriistad	उपकरण
tööriistad	औज़ार
tööriistad	टूल
tööriistad	टूल्स
mandžuuria	मंचूरियन
mandžuuria	मंचूरिया
juventus	जुवेंटस
mod	मॉड
kuritegu	क्राइम
kuritegu	अपराध
kuritegu	जुर्म
kuritegu	अपराधों
korralik	सभ्य
maapind	ग्राउंड
maapind	जमीन
maapind	मैदान
programmeerija	प्रोग्रामर
adele	अडेल
külasid	गावों
külasid	गांवों
tara	tara
tara	बाड़
kasvatamise	धन्धा
kujund	आकृति
kujund	आकार
viiskümmend	पचास
montpellier	montpellier
harper	हार्पर
sparta	स्पार्टा
nella	nella
jäta	छोड़ें
jäta	छोड़
kett	चेन
kett	चैन
kett	chain
kett	कड़ी
augud	गड्ढों
augud	छेद
liberty	लिबर्टी
liberty	स्वाधीनता
liberty	स्वतंत्रता
sentimeetrit	सेंटीमीटर
tasakaalustatud	संतुलित
carnegie	कार्नेगी
tuvastati	पहचाना
vastuvõtmine	रसीद
vastuvõtmine	स्वीकृति
vastuvõtmine	स्वीकरण
vastuvõtmine	अपनाना
ahju	भट्ठी
ahju	भट्ट
ahju	भट्टी
ahju	चूल्हा
ahju	ओवन
sõrmus	अंगूठी
sõrmus	रिंग
rodrigo	रोड्रिगो
tuur	भ्रमण
tuur	टूर
tuur	दौरे
betooni	कंक्रीट
konföderatsioon	परिसंघ
konföderatsioon	परिषद
konföderatsioon	कनफेडरेशन
teleskoobi	दूरदर्शी
girard	गिरार्ड
vasall	vassal
eleanor	एलेनोर
haagi	हेग
vähendamise	कटौती
kukutada	स्वधर्म
kukutada	फेकने
picasso	पिकासो
tiger	टाइगर
tiger	बाघों
tiger	बाघ
happe	अम्ल
happe	एसिड
petersen	petersen
olevik	मौजूद
olevik	मौजूदा
olevik	वर्तमान
olevik	उपस्थित
seene	कवक
seene	मशरूम
rass	दौड़
rass	जाति
rass	रेस
sumatra	सुमात्रा
donna	डोना
tanja	तानिया
ülemaailmselt	विश्वव्यापी
matused	संस्कार
matused	अंत्येष्टि
matused	अंत्येष्टि
lotus	कमल
pada	पॉट
pada	कलश
pada	घट
liustik	हिमनद
liustik	ग्लेशियर
liustik	हिमानी
diagnoosi	निदान
aires	आयर्स
varustus	उपकरण
varustus	गियर
jaime	जैमी
rachel	रेचल
valikuline	चयनात्मक
valikuline	वैकल्पिक
tehnikaid	तकनीक
tehnikaid	तकनीकों
buss	bus
buss	बस
detail	विवरण
voroneži	voronezh
hain	hain
raam	फ्रेम
raam	ढांचा
raam	गठन
raam	फ़्रेम
minimaalselt	न्यूनतम
sõnastatud	प्रतिपादित
vanaks	ओल्ड
vanaks	पुराने
vanaks	पुरानी
vanaks	पुराना
vanaks	वृद्ध
vanaks	बूढ़ा
paat	नौका
paat	नाव
kuulsad	मशहूर
kuulsad	प्रसिद्ध
luc	लुक
nõutav	आवश्यक
nõutav	जरूरी
ando	एंडो
kaevandamine	निकालें
kaevandamine	निकालना
kaevandamine	निष्कर्षण
kaevandamine	खनन
ratsionaalne	परिक्रमण
ratsionaalne	तर्कसंगत
kaup	कमोडिटी
kolleegi	सहयोगी
kanaari	कैनरी
saavutus	उपलब्धियाँ
saavutus	उपलब्धि
uri	यूआरआई
uri	उड़ी
uri	uri
uri	यूआरआइ
seeme	बीज
seeme	बीज
versus	बनाम
berry	बेरी
kääbus	बौना
kääbus	सानो
facebooki	facebook
facebooki	फ़ेसबुक
facebooki	फेसबुक
meremeeste	सीमेन
vertikaalne	अनुलंब
vertikaalne	खड़ा
vertikaalne	लंबवत
jehoova	यहोवा
jarl	अर्ल
ägeda	अधि
jook	ड्रिंक
jook	पीना
jook	पेय
jook	पेय
vaatlus	अवलोकन
piiritletud	सीमांकित
malaaria	मलेरिया
vallikraavi	खाइ
rohumaa	घासभूमि
magama	निद्रा
magama	नींद
asendatakse	बदलें
retseptori	receptor
weiss	वेइस
protseduur	प्रक्रिया
protseduur	कार्यविधि
avaldamine	प्रकाशन
avaldamine	प्रकाशन
sööma	खाओ
sööma	खा
saaja	प्राप्तकर्ता
acacia	अकेसिया
indiaanlased	भारतीयों
indiaanlased	इंडियंस
sünnipäev	बर्थडे
sünnipäev	जन्मदिन
sünnipäev	जन्मदिवस
lõputu	अनगिनत
lõputu	अनंत
lõputu	असीमित
lõputu	अनन्त
lõputu	असीम
lõputu	अंतहीन
kasulikud	उपयोगी
moses	मूसा
inglid	फ़रिश्तों
inglid	परियां
inglid	परियों
inglid	फ़रिश्ते
ing	ing
edendamine	प्रचार
edendamine	तरक्की
edendamine	प्रमोशन
kreem	क्रीम
kreem	मलाई
petro	पेट्रो
hindab	प्रकृती
imelik	अजीब
imelik	अजीब
imelik	विषम
matta	दफ़न
matta	दफनाने
lucy	लूसी
lucy	लुसी
button	बटन
tarkus	अकल
tarkus	बुद्धिमत्ता
tarkus	अक्ल
salomon	salomon
nsdap	nsdap
võrdlev	तुलनात्मक
dana	दना
dana	दाना
coca	कोक
coca	कोका
pakkumine	बोली
pakkumine	ऑफर
pakkumine	प्रस्ताव
pakkumine	टेंडर
soodustada	प्रोत्साहित
miljoneid	मिलियन
miljoneid	लाखों
miljoneid	लाखो
tšaadi	चाड
tšaadi	कैंडल
tšaadi	chad
kolleegium	कॉलेज
haagis	ट्रेलर
repertuaari	रंगमंडल
vihm	बारिश
vihm	रेन
vihm	वर्षा
vihm	बरसात
coruña	coruña
kommuun	कम्यून
kõhu	उदर
kena	नाइस
kena	nice
broadway	ब्रॉडवे
apteek	फार्मेसी
kobra	कोबरा
insenerid	इंजीनियरों
insenerid	इंजीनियर्स
odav	सस्ता
odav	सस्ते
odav	सस्ती
elanik	निवासी
daam	लेडी
daam	महिला
planeedid	ग्रहों
planeedid	ग्रह
näituste	प्रदर्शनियों
htc	एचटीसी
htc	htc
korrektne	सही
optika	प्रकाशिकी
viikingid	वाइकिंग्स
illinoisi	इलिनोइस
eristamine	भेद
gaasid	गैसें
gaasid	गैसों
atoll	एटॉल
bart	बार्ट
fjordi	fjord
labor	प्रयोगशाला
labor	लैब
labor	lab
hernández	hernández
põleb	लिखें
põleb	जला
põleb	बर्न
rfc	आरएफसी
tundlikkus	संवेदनशीलता
diamond	हीरा
diamond	डायमण्ड
diamond	डायमंड
samson	सैमसन
suzuki	सुजुकी
suzuki	suzuki
rooste	चढ़
belli	बेल
belli	घंटी
rousseau	रूसो
volituste	श्रेय
cape	केप
truu	ईमानवालों
truu	वफादार
ronaldo	रोनाल्डो
rahaline	वित्तीय
klubid	चिड़ी
klubid	क्लब
strateegiliselt	रणनीतिक
dale	dale
dale	डेल
meetmed	उपाय
meetmed	उपायों
meetmed	क्रिया
meetmed	कार्रवाइयों
meetmed	कार्रवाइयाँ
meetmed	क्रियाएँ
beatles	बीटल्स
pic	pic
spetsialistid	पेशेवरों
spetsialistid	पेशेवर
kultuuripärandi	धरोहर
kultuuripärandi	विरासत
mugav	सुविधाजनक
mugav	सहज
mugav	आरामदायक
dorothy	डोरोथी
fisher	फिशर
ikoon	चिह्न
ikoon	आइकन
ikoon	प्रतीक
soolsus	लवणता
elukutse	व्यवसाय
elukutse	वृत्ति
elukutse	व्यवसायिक
kanep	कैनबिस
kanep	गांजा
kanep	खरपतवार
xavier	जेवियर
kannatab	पीड़ित
kannatab	कष्ट
kannatab	पीड़ित
kenny	केनी
ost	खरीद
ost	खरीदारी
ost	खरीदें
sekretariaat	सचिवालय
concordia	concordia
glen	ग्लेन
värsid	आयते
värsid	आयतें
pehmed	नर्म
pehmed	सॉफ्ट
pehmed	मुलायम
pehmed	नरम
tsentraliseeritud	केंद्रीकृत
tööstusliku	औद्योगिक
falklandi	फ़ॉकलैंड
roche	रोश
föderaalne	संघीय
biotehnoloogia	जैवप्रौद्योगिकी
partii	खेप
partii	बैच
partii	लॉट
paradoks	विरोधाभास
reageerida	प्रतिक्रिया
mani	mani
mani	मनी
mani	मणि
bernardo	बर्नार्डो
armuke	मालकिन
armuke	प्रेयसी
armuke	प्रेमी
korduvad	तूल
korduvad	आवृत्ति
korduvad	पुनरावर्ती
kajakas	सीगल
amos	अमोस
õpetamine	पढ़ाने
õpetamine	शिक्षण
traditsioonid	परम्पराओं
traditsioonid	परंपराएं
traditsioonid	परंपराओं
traditsioonid	परम्परा
traditsioonid	परंपरा
romain	रोमेन
turbo	टर्बो
lohe	पतंग
lohe	ड्रैगन
gandhi	गाँधी
gandhi	gandhi
gandhi	गांधी
blair	ब्लेयर
kogukonnad	समुदाय
kogukonnad	समुदायों
kodulinna	गृहनगर
metodisti	मेथोडिस्ट
olukordi	स्थितियों
olukordi	परिस्थितियों
palkas	नियुक्त
juustu	चीज़
juustu	पनीर
juustu	चीज
tippkohtumine	समिट
käpp	पंजों
käpp	पं
käpp	पाव
ujumine	स्विमिंग
ujumine	तैरना
ujumine	तैराकी
juust	चीज़
juust	पनीर
juust	चीज
ülesvoolu	अपस्ट्रीम
creek	क्रीक
dylan	डायलन
dylan	डिलन
muutuv	चर
muutuv	परिवर्तनशील
muutuv	परिवर्तनीय
kaabel	केबल
lehekülgi	पृष्ठ
lehekülgi	पेज
lehekülgi	पन्ने
lehekülgi	पृष्ठों
burke	बर्क
burke	बुर्के
storm	आंधी
storm	तूफान
storm	तूफ़ान
mõtleb	सोच
paranenud	चंगा
eur	eur
nomenklatuur	नामकरण
kiss	किस
kiss	चुंबन
köha	खाँसी
köha	खाँसी
köha	खांसी
laulma	गा
laulma	गाओ
kaiser	कैसर
meremees	नाविक
meremees	सीमैन
pilar	पिलर
raketid	मिसाइलों
raketid	मिसाइल
raketid	मिसाइलें
virtuaalne	आभासी
embrüo	भ्रूण
motivatsiooni	हौसला
motivatsiooni	प्रेरणा
cecil	सेसिल
põgenemine	एस्केप
aids	aids
aids	एड्स
lorenz	एकम
institutsiooni	संस्था
noa	नूह
noa	चाकू
jäätmed	बरबाद
jäätmed	बर्बादी
jäätmed	अपशिष्ट
jäätmed	बर्बाद
kattuvad	ओवरलैप
kattuvad	अतिव्यापी
puudutas	छुआ
classic	क्लासिक
welt	welt
tyler	टायलर
edinburghi	एडिनबर्ग
meelitada	आकर्षित
simpson	सिम्पसन
emilio	एमिलियो
aho	अहो
omand	संपत्ति
omand	गुण
omand	सम्पत्ति
omand	प्रॉपर्टी
omand	स्वामित्व
paha	खराब
paha	ख़राब
külaline	आगंतुक
külaline	मेहमान
külaline	अतिथि
bon	बॉन
bon	बोन
rasva	वसा
rasva	मोटी
rasva	स्थूल
rasva	मोटा
rasva	मोटे
trinity	त्रिमूर्ति
trinity	ट्रिनिटी
geomeetriline	ज्यामितीय
macbook	मैकबुक
liverpooli	लिवरपूल
cox	कॉक्स
graniit	ग्रेनाइट
koe	ऊतक
forbes	फोर्ब्स
kohv	कॉफ़ी
kohv	कॉफी
hüvasti	विदाई
hüvasti	अलविदा
kloori	क्लोरीन
kloori	क्लोराइड
vabastamine	release
vabastamine	रिलीज़
vabastamine	रिलीज
aktsiad	शेयर
aktsiad	साझा
niiskus	नमी
niiskus	आर्द्रता
joonistas	खींचा
mahla	जूस
mahla	रस
radar	रडार
clarki	क्लार्क
surnuaed	कब्रिस्तान
kvartali	त्रैमासिक
päevane	रोज
päevane	नित्य
päevane	रोजाना
päevane	दैनिक
päevane	प्रतिदिन
päevane	रोज़
klassika	क्लासिको
klassika	क्लासिक
klassika	शास्त्रीय
klassika	क्लासिक
keskused	केंद्रों
omadussõna	विशेषण
omadussõna	सक्रिय
omadussõna	क्रियाशील
marjad	जामुन
mikrobioloogia	सूक्ष्मजैविकी
curtis	कर्टिस
kiud	रेशे
kiud	मछली
kiud	रेशे
kiud	मछली
arles	arles
organiseerida	व्यवस्थित
lauljad	गायकों
kuivati	ड्रायर
loominguline	क्रिएटिव
loominguline	रचनात्मक
mast	mast
mast	फ्लश
lahendatud	हल
murmanski	मूरमान्स्क
kraad	डिग्री
kraad	उपाधि
otsitakse	खोजा
mure	चिंता
põletik	सूजन
veeväljasurve	विस्थापन
kursus	पाठ्यक्रम
kursus	कोर्स
tehased	कारखानों
emotsionaalne	भावुक
emotsionaalne	भावनात्मक
emotsionaalne	इमोशनल
emotsionaalne	emotional
kavatsus	इरादा
kavatsus	इरादे
remonti	मरम्मत
deklaratsioon	डिक्लेरेशन
deklaratsioon	घोषणा
mõeldes	सोच
õigustus	औचित्य
ori	स्लेव
abiline	सहायक
abiline	सहायक
abiline	मददगार
abiline	हेल्पर
juure	जड़
juure	रूट
willie	विली
põhjaliku	व्यापक
manchesteri	मैनचेस्टर
lauda	lauda
pungad	कलियां
pungad	कलियों
madisoni	मैडिसन
toimetus	संपादकीय
meeter	मीटर
meeter	मीटर
laeng	प्रभार
laeng	चार्ज
hallid	सलेटी
hallid	ग्रे
hallid	धूसर
zhao	zhao
tõu	नस्ल
seisukord	हालत
seisukord	स्थिति
seisukord	शर्त
seisukord	कंडीशन
burton	बर्टन
metro	मेट्रो
metro	मैट्रो
bastion	गढ़
pulm	शादी
pulm	विवाह
maksimum	अधिकतम
hoo	हू
konto	खाता
rütmi	लय
css	सीएसएस
kest	शेल
clay	मिट्टी
liidese	इंटरफेस
liidese	अंतरफलक
liidese	इंटरफ़ेस
diplomaatiline	राजनयिक
saabumine	आगमन
saabumine	आमद
notar	नोटरी
jumalus	देवता
jaapanlased	जापानी
yorkshire	यॉर्कशायर
weasley	वीज़्ली
mesilased	मधुमक्खियों
cao	साओ
oregoni	ऑरेगॉन
terviklik	पूर्ण
terviklik	पूरा
etapid	स्टेज
etapid	चरण
lubja	लाइम
etc	आदि
etc	etc
etc	इत्यादि
toimetatud	संपादित
limaskesta	mucosa
pas	pas
car	कार
car	गाड़ी
car	गाडी
car	car
videod	वीडियोज़
videod	वीडियो
kanna	पहनें
töötlus	प्रोसेसिंग
töötlus	प्रसंस्करण
töötlus	इलाज
töötlus	उपचार
eksami	परीक्षा
eksami	एग्जाम
eksami	exam
julm	क्रूर
julm	बेदर्द
turvalisus	मिलावट
turvalisus	सुरक्षा
turvalisus	सुरक्षा
miles	मील
õlle	बीयर
õlle	बियर
tegutsevate	प्रचालन
tegutsevate	ऑपरेटिंग
marne	marne
haua	मज़ार
haua	मकबरा
haua	कब्र
haua	संगीन
kenya	केन्या
kenya	कीनिया
märkmed	नोट्स
märkmed	नोट
märkmed	टिप्पणी
märkmed	टीप
braille	वेल्श
braille	ब्रेल
jama	बकवास
peri	पेरी
reamees	प्राइवेट
reamees	निजी
shirley	शर्ली
baskin	बास्किन
kasiino	कैसीनो
kasiino	कसीनो
juhtumid	मामलों
juhtumid	केस
juhtumid	मामले
belize	बेलीज़
brandt	ब्रांट
kork	कॉर्क
mon	मोन
mon	सोम
becker	बेकर
avastus	खोज
avastus	डिस्कवरी
kastani	शाहबलूत
reynolds	रेनॉल्ड्स
cho	चो
reede	शुक्रवार
maaelu	ग्रामीण
mitsubishi	मित्सुबिशी
kujundamine	डिजाइनिंग
messi	मेस्सी
sõltumatus	स्वायत्तता
sõltumatus	स्वतन्त्रता
sõltumatus	स्वतंत्रता
nalja	जोक
nalja	मज़ाक
nalja	मजाक
nalja	चुटकुला
mõõt	अन्दाज़
mõõt	माप
dawn	भोर
jutlustaja	उपदेशक
cicero	सिसरो
taimestiku	वनस्पति
levitamine	गति
samantha	सामन्था
adler	एडलर
erilised	ख़ास
erilised	विशेष
erilised	खास
ham	हाम
ham	हैम
reservi	आरक्षित
rõhutada	रेखांकित
rõhutada	अपरिभाषित
teener	सेवक
teener	बन्दा
teener	नौकर
teener	बटलर
kirk	किर्क
mycobacterium	माइकोबैक्टीरियम
canis	canis
tervik	पूरी
tervik	पूरा
tervik	पूरे
aastapäev	वर्षगाँठ
aastapäev	सालगिरह
aastapäev	वर्षगांठ
calais	calais
gorbatšov	गोर्बाचेव
nukk	गुडिया
nukk	गुड़िया
käsitööliste	कारीगरों
mõõdud	माप
mõõdud	आयाम
mõttetu	बेमतलब
mõttetu	निरर्थक
mõttetu	अर्थहीन
meistrid	मास्टर्स
meistrid	चैंपियंस
meistrid	champions
järgijad	अनुयायी
järgijad	अनुसरणकर्ता
kontrollimine	सत्यापन
kontrollimine	निरीक्षण
saavutamine	उपलब्धियाँ
saavutamine	उपलब्धि
nahkhiir	बैट
nahkhiir	बल्ले
nahkhiir	बल्ला
nahkhiir	चमगादड़
beeta	बेटा
beeta	beta
beeta	बीटा
mehel	पुरुष
mehel	मनुष्य
mehel	मैन
mehel	आदमी
mehel	इन्सान
mehel	man
ajakava	टाइमलाइन
ajakava	समयरेखा
ajakava	शेड्यूल
ajakava	अनुसूची
ligikaudne	सन्निकट
süntesaator	सिंथेसाइज़र
società	società
odra	जौ
pilve	मेघ
pilve	बादल
vivo	विवो
vivo	vivo
välimine	बाहरी
kondensaatori	संघनित्र
täiskasvanu	प्रौढ़
täiskasvanu	बालिग
täiskasvanu	वयस्क
sue	सू
sue	मुकदमा
hinnangud	रेटिंग
hinnangud	दरजा
hinnangud	आकलन
vigastatud	घायल
vigastatud	क्षतिग्रस्त
oro	oro
oro	ओरो
kalapüük	फ़िशिंग
suhtlemine	संचार
suhtlemine	सहभागिता
suhtlemine	बातचीत
omandi	स्वामित्व
okeaania	ओशिनिया
okeaania	महासागरीय
draakon	ड्रैगन
traat	तार
varajased	जल्दी
asfalt	डामर
vange	कैदियों
vange	कैदी
vange	बंदियों
wiley	wiley
randy	रैंडी
sen	सेन
musical	संगीतमय
musical	musical
eraldamine	अलगाव
eraldamine	आबंटन
eraldamine	आवंटन
eraldamine	पृथक्करण
eraldamine	जुदाई
eraldamine	विरह
episood	प्रकरण
episood	एपिसोड
episood	एपीसोड
veoauto	ट्रक
veoauto	लारी
sullivan	सुलीवान
faith	ईमान
faith	विश्वास
faith	आस्था
detroit	डेट्रॉयट
metallid	धातु
metallid	धातुओं
funk	दुर्गंध
cool	मस्त
cool	कूल
hauda	कब्र
hauda	संगीन
himaalaja	हिमानी
himaalaja	हिमालय
himaalaja	हिमालयी
tajuda	आभास
lech	लेक
kleopatra	क्लियोपेट्रा
rahulik	निर्मल
rahulik	आराम
rahulik	निश्चिंत
rahulik	रिलैक्स
rahulik	शांत
rahulik	शांतिपूर्ण
pont	pont
toitumine	पोषण
toitumine	आहार
optilised	ऑप्टिकल
reedel	शुक्रवार
interaktiivne	इंटरएक्टिव
interaktiivne	इंटरेक्टिव
interaktiivne	इंटरैक्टिव
chan	चैन
chan	chan
gabriele	gabriele
sally	सैली
hingamine	साँस
hingamine	श्वास
hingamine	श्वसन
kapitalismi	पूंजीवादी
kapitalismi	पूंजीवाद
lilled	फूल
lilled	पुष्प
kiirtee	फ्रीवे
kiirtee	हाईवे
kiirtee	राजमार्ग
viva	चिरायु
img	img
ettepanekud	सुझाव
ettepanekud	प्रस्ताव
seadusandliku	विधान
mein	mein
lastekodu	अनाथालय
dallas	डलास
nauding	ख़ुशी
helikopter	हेलीकॉप्टर
helikopter	हैलीकॉप्टर
helikopter	हेलीकाप्टर
jasper	जैस्पर
jasper	jasper
elton	एल्टन
muutumatu	अपरिवर्तित
sõiduk	वाहन
sõiduk	गाडी
tuled	बत्ती
tuled	रोशनी
tuled	प्रकाश
tuled	लाइट्स
elektromagnetiline	इलेक्ट्रोमैग्नेटिक
katoliiklane	कैथोलिक
eluaegne	लाइफ़टाइम
eluaegne	आजीवन
kuivad	सूखा
kuivad	सूख
kuivad	सूखी
kuivad	शुष्क
selgitus	व्याख्या
selgitus	स्पष्टीकरण
selgitus	औचित्य
selgitus	स्पष्टीकरण
modelleerimine	मॉडलिंग
voltaire	वोल्टेयर
viisteist	पन्द्रह
viisteist	पंद्रह
dollar	डॉलर
dollar	डालर
peace	शांति
peace	सलाम
teravad	शार्प
prokurör	अभियोजक
otsing	खोजें
otsing	खोज
otsing	ढूंढें
jardi	गज
ferguson	फर्ग्यूसन
sartre	सार्त्र
avaldamise	प्रकाशन
laud	टेबल
laud	मेज़
laud	सारणी
laud	तालिका
laud	डेस्क
kirss	चेरी
tööhõive	रोज़गार
tööhõive	रोजगार
tööhõive	नियुक्ति
reguleerimine	नियमन
reguleerimine	विनियम
reguleerimine	विनियमन
reguleerimine	समायोजन
taiwan	ताइवान
taiwan	ताईवान
põõsad	झाड़ियों
alumiinium	एल्युमिनियम
alumiinium	एल्यूमिनियम
britannia	ब्रिटेन
britannia	britannia
rütm	लय
preili	मिस
filantroop	लोकसेवक
plaatina	प्लैटिनम
plaatina	प्लेटिनम
kudedes	ऊतकों
temple	मन्दिर
temple	मंदिर
temple	टेम्पल
neuronite	न्यूरॉन्स
gian	जियान
betoonist	कंक्रीट
icao	icao
lemmik	पसंदीदा
lemmik	पसंदीदा
soole	bowel
dram	dram
niko	निको
juss	सैम
juss	sam
osakonnad	विभाजन
osakonnad	विभागों
osakonnad	विभाग
kompassi	कम्पास
lukk	लॉक
lukk	ताला
lukk	बकल
keldris	तहखाने
trompet	तुरही
kilpnäärme	थायराइड
gsm	जीएसएम
vitamiinid	विटामिन
võimekus	काबलियत
võimekus	क्षमता
võimekus	काबिलियत
võimekus	क्षमताओं
võimekus	क्षमता
võimekus	सामर्थ्य
indie	इंडी
rogers	रोजर्स
otsimine	खोजें
otsimine	खोज
otsimine	ढूंढें
cromwell	क्रॉमवेल
agatha	अगाथा
hajutatud	बिखरे
soolad	लवण
mõõdukalt	मध्यम
filiaali	शाखा
sisemised	आंतरिक
sisemised	आन्तरिक
sisemised	आतंरिक
läbimurre	भेदन
tahvel	प्लैक
tahvel	टेबलेट
tahvel	टैबलेट
tahvel	टैब्लेट
lahinguväljal	रणभूमि
tänavaid	सड़कें
tänavaid	गलियां
tänavaid	गलियों
kommunikatsioon	संचार
kommunikatsioon	आयतों
kommunikatsioon	संचार
kütus	ईंधन
blanc	blanc
gambia	गाम्बिया
ettekanne	रिपोर्ट
ettekanne	रपट
ühinemine	विलय
ühinemine	joining
frankenstein	फ्रैंकनस्टाइन
quentin	क्वेंटिन
sarajevo	साराजेवो
kansas	कान्सास
dubai	दुबई
ipad	आईपैड
ipad	ipad
komando	कमांडो
jérôme	jérôme
vahemik	सीमा
vahemik	दायरा
domineeriv	प्रबल
tulevaste	आगामी
kerry	केरी
anita	अनीता
zen	ज़ेन
varjud	शैडो
varjud	छाया
varjud	साए
leibniz	लैबनिट्ज़
willy	विली
bonni	बॉन
soon	नाली
sõltuvuses	आसक्त
sõltuvuses	व्यसनी
sõltuvuses	आदी
lüliti	स्विच
induktsiooni	प्रेरण
kirjavahetus	पत्राचार
massachusetts	मैसाचुसेट्स
austerlased	सर्वस
koole	विद्यालय
koole	स्कूल
koole	स्कूलों
tan	टैन
tan	टेन
tan	तन
naaber	पड़ोसी
naaber	पड़ोसन
naaber	पड़ोसी
piim	दूध
piim	मिल्क
mcdonald	मैकडोनाल्ड
norton	नॉर्टन
häbi	शर्म
häbi	ज़िल्लत
häbi	शर्मिंदा
häbi	शर्म
kvartal	त्रैमासिक
kvartal	क्वार्टर
heina	hay
anarhia	अराजकता
che	चे
che	छे
duff	डफ़
katsetused	जाँच
katsetused	परीक्षण
intellektuaalse	बौद्धिक
sahha	याकूत
infrapuna	इन्फ्रारेड
repressioonide	दमन
mustri	प्रतिकृति
mustri	प्रतिमान
mustri	पैटर्न
minut	मिनिट
minut	मिनट
lodi	लोधी
lodi	लोदी
hank	हांक
kohatu	अनुचित
püüa	catch
püüa	कैच
trepp	सीढ़ियों
trepp	सीढ़ियाँ
biomassi	बायोमास
ninja	निंजा
instrument	यंत्र
lissabonis	लिस्बन
joey	जॉय
ohud	ख़तरे
ohud	खतरे
ohud	जोखिमों
ohud	खतरों
nulli	शुन्य
nulli	zero
nulli	शून्य
luuk	हैच
richardson	रिचर्डसन
väldib	बाधक
väldib	रोकता
shannon	शैनन
root	जड़
root	रूट
aba	aba
empiiriline	अनुभवजन्य
ashley	एशले
panda	panda
panda	पांडा
identsed	एकसमान
moodustumist	गठन
optimaalne	इष्टतम
päevi	दिन
päevi	दिनों
empaatia	सहानुभूति
võitleb	लड़ता
võitleb	झगड़े
nimetamine	मुलाकात
nimetamine	नियुक्ति
nimetamine	नामकरण
nimetamine	नामांकन
manifest	घोषणापत्र
diane	डायने
koormus	लोड
koormus	बोझ
elundite	अंग
valatud	कास्ट
valatud	डाल
saak	catch
saak	कैच
saak	खेती
saak	कटाई
söögitoru	ग्रासनाल
söögitoru	oesophagus
knight	नाईट
kontekstist	संदर्भ
kontekstist	सन्दर्भ
kontekstist	कॉन्टेक्स्ट
kapital	राजधानी
kapital	पूंजी
ethernet	ईथरनेट
ringhäälingu	प्रसारण
piiramatu	अप्रतिबंधित
piiramatu	अनलिमिटेड
piiramatu	असीमित
tito	टीटो
huang	हुआंग
tunnid	घंटे
tunnid	घंटा
tunnid	कार्यकाल
tunnid	घंटों
tunnid	क्लासेस
tunnid	वर्ग
vägivald	हिंसा
ipa	आईपीए
dublinis	डबलिन
île	île
tuvastamine	डिटेक्शन
tuvastamine	पहचान
belgradi	बेलग्रेड
pulk	छड़ी
pulk	स्टिक
dahl	dahl
sandy	सैंडी
sandy	sandy
hape	अम्ल
hape	एसिड
korrapärane	रेगुलर
korrapärane	नियमित
statistiline	सांख्यिकीय
chomsky	चाम्सकी
kostroma	kostroma
ehud	एहुद
kosmos	ब्रह्मांड
kosmos	अंतरिक्ष
kosmos	समष्टि
kosmos	जगह
kosmos	स्पेस
konkreetseid	कंक्रीट
välk	फ़्लैश
välk	फ्लैश
välk	बिजली
humboldti	हम्बोल्ट
block	खंड
block	ब्लॉक
block	ब्लाक
dialoog	संवाद
dialoog	संवाद
söömine	खाने
otsi	खोजें
otsi	खोज
otsi	ढूंढें
otsi	ढूंढें
otsi	ढूँढें
altkäemaksu	घूसखोरी
altkäemaksu	घूस
altkäemaksu	रिश्वत
altkäemaksu	रिश्वत
juhised	दिशाएँ
juhised	निर्देश
juhised	दिशानिर्देश
juhised	मार्गदर्शन
juhised	दिशानिर्देशों
juhised	दिशानिर्देश
juhised	निर्देश
delhi	दिल्ली
khalīfah	खलीफा
reisijad	यात्रियों
reisijad	यात्री
göttingen	göttingen
tera	ब्लेड
tennis	टेनिस
õnnetu	दुखी
õnnetu	दुर्भाग्यपूर्ण
õnnetu	नाखुश
õnnetu	अप्रसन्न
lahutamatu	इंटीग्रल
lahutamatu	अभिन्न
testimine	परीक्षण
hommik	सुबह
hommik	सवेरा
hommik	morning
rattus	rattus
tõmmatud	खींचा
telliskivi	ईंट
telliskivi	ईंटें
telliskivi	ईट
telliskivi	ईंटों
bolševikud	बोलशेविकों
fraktsioonid	भिन्नों
soodne	अनुकूल
taastus	बरामद
olemasolevad	मौजूदा
transkriptsioon	ट्रांसक्रिप्शन
kitse	मेमना
kitse	बकरा
kitse	बकरी
hudson	हडसन
bond	बंधन
bond	बॉन्ड
bond	बंध
laulsid	गाया
laulsid	संग
lõbus	मज़ा
lõbus	मनोरंजक
lõbus	मज़ेदार
lõbus	मस्ती
lõbus	मजा
neenetsi	nenets
uriini	मूत्र
margo	मार्गो
fragment	टुकड़ा
luu	हड्डी
luu	बोन
