castle	замок
evlat	хлопчик
evlat	закохалася
evlat	сина
evlat	сину
evlat	син
string	рядок
gündelik	casual
çaldı	вкрала
çaldı	вкрав
çaldı	вкрали
üretir	створює
üretir	виробляє
üretir	дає
kızılderilileri	індіанці
mar	мар
çevik	agile
basılmış	надруковано
bach	бах
orantılı	пропорційно
gurur	гордість
gurur	гордий
gurur	горді
gurur	proud
gurur	горда
başlıyor	починається
başlıyor	починаючи
başlıyor	починається
başlıyor	початок
başlıyor	починаються
başlıyor	запуск
başlıyor	починає
başlıyor	починається
başlıyor	запускає
başlıyor	стартує
edmund	едмунд
andronikos	андронік
potasyum	калію
restorasyon	відновитель
restorasyon	відновлення
restorasyon	реставрація
ziyareti	відвідати
sergio	серхіо
delil	доказ
delil	докази
kentler	міста
kentler	городи
kentler	містах
kentler	міст
izole	облаштовано
izole	ізоляція
izole	самостійні
izole	ізольовані
senatör	сенатор
varisi	заразом
varisi	спадкоємець
varisi	нащадок
tiger	tiger
tiger	тигр
sözcüsü	представника
turbo	turbo
olgun	погашення
olgun	глибокої
olgun	зріла
kendimi	себе
kendimi	собі
kendimi	собою
kendimi	виступили
volkswagen	volkswagen
topal	limp
topal	gimp
topal	каліка
maymun	мавпа
maymun	monkey
maymun	мавпа
kabuğu	оболонка
kabuğu	оболонки
suzuki	suzuki
toplandı	зібраних
toplandı	зібрано
toplandı	зібрані
toplandı	зібралися
toplandı	зібрав
toplandı	зібрано
toplandı	зібрані
fischer	фішер
ayrık	дискретний
honduras	гондурасу
cesaret	кишки
cesaret	мужність
cesaret	наважився
cesaret	сміливість
bristol	bristol
endişe	тривога
endişe	тривоги
endişe	турбота
endişe	турботу
endişe	занепокоєння
schmidt	шмідт
sánchez	санчес
çoğul	множини
vicente	вісенте
öğle	ланч
öğle	обід
öğle	полудень
pistons	пістонс
pen	перо
pen	ручка
durur	припиняється
durur	зупинки
durur	припиняє
durur	зупиняє
durur	зупинок
storm	шторм
storm	буря
oyuncak	іграшковий
oyuncak	іграшку
oyuncak	іграшка
oyuncak	забавка
oyuncak	іграшки
kaş	брови
kaş	кас
kaş	касі
kaş	muscle
herodot	геродот
köfte	фрикадельки
salzburg	зальцбург
leicester	лестер
ward	палаті
taşkent	станція
won	переміг
won	виграв
won	вон
won	виграли
nepal	непал
nepal	непальська
problemler	проблем
problemler	проблеми
mezhep	культ
sao	sao
parantez	дужки
parantez	дужки
şerit	вуличка
şerit	смуг
şerit	stripe
şerit	стрічка
şerit	стрічки
zevk	ласки
zevk	задоволенням
zevk	задоволення
bird	птахи
bird	птаха
bird	пташка
bird	птах
açılışı	відкриття
açılışı	відкривання
açılışı	відкривається
açılışı	відкриваємо
hakimiyet	панування
hakimiyet	домінування
hakimiyet	dominion
fra	фра
waters	вод
jeremy	джеремі
atın	зіграла
atın	викидати
atın	молота
atın	кинути
kopyası	скопіюйте
kopyası	копіювання
kopyası	скопіювати
kopyası	копіювати
kopyası	копія
keşfetti	виявив
keşfetti	виявили
keşfetti	відкрив
katsayısı	коефіцієнт
bennett	беннетт
tanı	діагностичний
tanı	діагноз
tanı	діагностика
sirius	sirius
bangladeş	бангладеш
nakliye	перевезення
nakliye	вантажний
nakliye	shipping
nakliye	доставки
nakliye	транспорт
nakliye	пересилання
sektör	сектор
sektör	галузь
sektör	галузі
sektör	індустрія
sektör	промисловість
arabası	віз
arabası	візок
büyüklük	величина
büyüklük	велич
büyüklük	величі
büyüklük	розмір
kıyamet	armageddon
kıyamet	апокаліпсис
kepler	kepler
toros	toros
yem	подача
yem	годувати
yem	стрічці
yem	стрічка
yem	подачу
yem	корм
yem	фураж
terörist	терорист
terörist	терористичних
terörist	терориста
terörist	терористи
terörist	терористів
ahlaki	мораль
tabur	батальйон
kategorileri	категорії
senfonik	симфонічний
ormanlar	ліси
ormanlar	лісах
ormanlar	лісами
kostüm	костюм
kostüm	костюми
weber	вебер
tavır	attitude
tavır	ставлення
pasif	пасивний
pasif	неактивний
anlık	миттєвого
anlık	миттєва
belediyeler	підпорядкування
mode	режим
mode	лад
mode	mode
gür	густі
buyuk	великі
buyuk	велике
buyuk	велика
buyuk	великий
buyuk	біг
oturum	сеанс
oturum	сесії
oturum	сеансу
oturum	сесія
arkası	позаду
harper	гарпер
tamamıyla	цілком
tamamıyla	повністю
tamamıyla	повністю
result	кульки
yaratıcısı	творець
yaratıcısı	автор
yaratıcısı	створив
maiden	дівоче
maiden	дівоча
şikago	чикаго
arşivlenmiş	застарілі
arşivlenmiş	архів
curtis	кертіс
alba	альба
ayrılık	розійшлась
ayrılık	розділення
ayrılık	відокремлення
aletleri	інструментів
aletleri	інструментами
louisiana	луїзіана
istekleri	запити
istekleri	запитів
istekleri	запит
kabileler	народами
kabileler	племен
cümleler	фразами
cümleler	фрази
cümleler	виразів
cümleler	фраз
cümleler	речення
cümleler	речень
thomson	томсон
döngü	карусель
döngü	циклу
döngü	цикл
uçaklar	літак
uçaklar	літаків
uçaklar	авіаційна
uçaklar	відправитися
uçaklar	літаки
uçaklar	летять
atılmış	відкинути
atılmış	закопав
atılmış	виключили
vurgu	виділення
vurgu	акцентом
lucius	луцій
odaları	кімнат
odaları	кімнати
sergei	сергій
tekne	греблі
tekne	човен
aus	aus
klein	кляйн
sıralı	послідовний
sıralı	послідовності
sıralı	послідовність
ita	іта
komşuları	сусіди
komşuları	сусіди
gezgin	traveler
gezgin	мандрівник
gezgin	traveller
gezgin	мандрівник
gezgin	wanderer
gezgin	мандрівник
adayları	номінантів
adayları	кандидатів
mesele	випуск
mesele	видання
oğul	сина
oğul	сину
oğul	син
faktörler	фактори
faktörler	факторів
nine	nana
nine	бабусю
nine	аліна
elmalı	яблуко
elmalı	apple
elmalı	яблучко
sınırlar	границі
sınırlar	межі
sınırlar	обмеження
sınırlar	межі
sınırlar	кордони
sınırlar	межі
sınırlar	кордони
ifadeleri	заяви
ifadeleri	судження
ifadeleri	виписки
ifadeleri	заяв
kolonisi	колонія
zeka	інтелект
zeka	розвідка
zeka	кмітливість
zeka	розуму
yıldönümü	ювілеї
yıldönümü	річниця
yıldönümü	ювілей
sınıflar	класи
gibson	гібсон
porter	портер
batum	батумі
girişimleri	ініціатив
girişimleri	ініціативи
girişimleri	спроб
girişimleri	спроби
buldum	знайшов
buldum	знайдено
buldum	знайшовся
buldum	знайшла
buldum	знайдені
dalgalar	сплеск
dalgalar	хвилі
dalgalar	хвилями
nantes	нант
musevi	єврейський
musevi	єврейська
nat	нет
antonius	ентоні
antonius	антоній
antonius	антоній
spider	павук
flüt	флейта
harap	розбив
harap	потерпілий
salı	вівторок
salı	tue
salı	вт
atmak	кидати
bölük	ескадрильї
bölük	компанія
bölük	відділення
bölük	загін
bismarck	бісмарк
manet	мане
tohum	насіння
tohum	потомство
tohum	насіння
mutluluk	щастя
tayfun	тайфун
molekül	молекулярна
molekül	молекула
molekül	молекули
molekül	молекул
molekül	молекули
madencilik	гірнича
madencilik	шахтар
papaz	вікарій
papaz	священик
papaz	пастор
con	кон
con	con
edwin	едвін
queens	королеви
yayıldı	поширення
yayıldı	розповсюдження
terminal	термінала
terminal	термінал
terminal	термінали
bilişsel	пізнавально
yanma	горіння
yanma	палає
diger	інший
diger	інша
diger	інші
diger	інше
diger	інших
diger	інших
diger	інші
diger	іншими
fiil	дієслово
sakatlık	травми
sakatlık	ушкоджень
sakatlık	ушкодження
sakatlık	травм
sakatlık	інвалідність
ima	ima
ima	мається
çekmiş	зменшено
owen	оуен
sophie	софі
sophie	софія
magazin	журнал
magazin	magazine
magazin	часопис
magazin	журнали
tüketim	споживання
frankenstein	франкенштейн
fener	ліхтарик
fener	ліхтар
fener	маяк
fener	ліхтар
saraybosna	сараєво
değerlendirilir	обстеження
azalma	заднє
azalma	зменшити
dosyalar	файли
dosyalar	файлів
patent	патент
tara	тара
tara	сканування
tara	сканувати
oya	голоси
oya	голосів
oya	голосує
gauss	гауса
gauss	гаус
lori	лорі
basılı	надруковано
jam	варення
jam	jam
düzenle	edit
düzenle	редагувати
düzenle	правка
düzenle	змінити
düzenle	зміна
düzenle	змінити
dağıstan	дагестан
mantıksal	логічна
mantıksal	логічний
mantıksal	логічне
mantıksal	логічна
mantıksal	логіка
mantıksal	логічні
morrison	моррісон
atomik	атомна
tuzla	тузла
telekomünikasyon	телекомунікаційний
yannis	янніс
bölünmüş	розділена
bölünmüş	розділив
bölünmüş	дроблення
bölünmüş	розділення
bölünmüş	розділити
bölünmüş	розділена
crown	корону
crown	корона
crown	корони
mineral	мінеральна
mineral	мінерали
ortaklaşa	спільно
eşdeğer	еквівалент
tuğla	блоки
tuğla	цегла
tuğla	цеглу
tuğla	цегла
ekşi	гірка
bitişik	неперервним
bitişik	сусіднього
bitişik	сусідню
brandenburg	бранденбурзькі
milton	мілтон
kap	контейнер
lois	лоїс
saçma	нісенітниця
saçma	нонсенс
saçma	дурниці
saçma	смішно
saçma	смішна
saçma	абсурд
tate	тейт
bakkal	продукти
bakkal	продуктовий
idrar	сечовий
idrar	сеча
maliyet	вартість
maliyet	кошти
maliyet	коштує
muhasebe	звітність
muhasebe	облік
muhasebe	бухгалтер
paylaştı	спільну
paylaştı	поширив
paylaştı	спільні
paylaştı	поширили
paylaştı	спільний
paylaştı	опубліковано
paylaştı	опубліковані
leopold	леопольд
eleştirmeni	критик
mektuplar	листи
mektuplar	літер
mektuplar	літери
sindirim	травлення
sindirim	травні
motorlar	motors
motorlar	рушії
motorlar	двигуни
motorlar	рушії
pancar	буряк
pancar	буряк
tacikistan	таджикистану
büyükler	дорослі
dolgu	заповнення
dolgu	заповнення
tba	tba
solar	сонячний
solar	сонячне
solar	сонячні
solar	сонячна
aydınlatma	освітленості
aydınlatma	освітлення
soprano	сопрано
atık	відходи
atık	переводити
brooks	брукс
taşınır	рухається
taşınır	ходи
taşınır	ходів
taşımak	несуть
taşımak	несе
taşımak	везти
taşımak	нести
taşımak	возять
seth	сет
caroline	кароліна
caroline	керолайн
unix	unix
devir	rpm
manço	манко
abdul	абдул
gözlü	eyed
boşnak	боснійська
temsili	представлення
telaffuz	вимова
yazlık	котедж
nasır	насер
kaplama	фарбування
yasalar	законів
yasalar	закони
niyazi	ніязі
standartları	стандартів
standartları	стандартами
standartları	стандартам
standartları	стандарти
kime	кого
eleman	елемент
eleman	елементом
eleman	елементи
dün	вчора
dün	учора
rossi	россі
tanıttı	представила
tanıttı	познайомила
tanıttı	представив
vaftiz	хрещений
vaftiz	хрестини
vaftiz	хрещення
gelecekteki	майбутнє
laz	лаз
telli	рядок
bari	барі
memorial	меморіал
benzin	бензен
benzin	бензиновий
benzin	бензин
benzin	газова
benzin	газу
benzin	газ
benzin	пальне
benzin	паливо
benzin	палива
uzunlukta	тривалість
uzunlukta	довжина
uzunlukta	довжини
açıklık	очищення
açıklık	розчищення
açıklık	відкритість
açıklık	ясність
naruto	наруто
bağımsızlığı	незалежність
bağımsızlığı	незалежності
hunt	полювати
hunt	полювання
bastia	бастія
niçin	чому
niçin	нащо
niçin	навіщо
nagoya	наґоя
ulaşılabilir	доступний
zorluk	складності
zorluk	складність
zorluk	труднощі
zorluk	користь
wells	веллс
höyüğü	унії
huzur	затишок
huzur	миру
huzur	мир
huzur	спокою
huzur	спокійна
huzur	мирного
huzur	мирний
gömülü	похований
gömülü	поховані
gömülü	вбудований
gömülü	вбудована
gömülü	вбудованим
gömülü	вбудовані
simgeler	символів
simgeler	символи
simgeler	піктограми
simgeler	ікони
simgeler	піктограм
spencer	спенсер
mia	mia
mia	мія
mia	безвісти
mia	міа
düşünceler	думки
saatler	годин
saatler	години
saatler	годинники
saatler	годинники
saatler	зацікавленість
saatler	спостерігає
rauf	рауф
swing	swing
foto	світлину
foto	світлина
foto	світлині
foto	фото
foto	foto
kabuk	оболонка
kabuk	оболонки
kabuk	кора
kabuk	патрони
kabuk	оболонки
kabuk	мушлі
stalingrad	сталінград
biçimli	формує
birleştiren	поєднує
kutlu	блаженні
kutlu	благословив
kutlu	милостивий
kutlu	blessed
salim	салім
kabine	кабінет
kabine	кабінету
marş	гімн
marş	березні
marş	березень
marş	березня
saltanat	править
gömüldü	похований
gömüldü	поховані
kağanlığı	каганат
siena	siena
melez	гібридів
melez	гібридна
melez	екологічний
derek	дерек
kuzu	ягня
yeryüzü	землею
yeryüzü	earth
yeryüzü	землі
yeryüzü	земля
jpeg	jpeg
bağlılık	вірність
bağlılık	відданості
bağlılık	характеру
yar	яр
sınırlıdır	обмежені
sınırlıdır	обмежений
sınırlıdır	обмежена
çiftçilik	землеробства
işsizlik	безробіття
ihtiyaçları	вимагає
ihtiyaçları	потребує
ihtiyaçları	потреб
ihtiyaçları	потреби
fiyatı	ціна
ekimi	трансплантація
akabinde	послідовно
kombine	комбінований
kombine	поєднання
kombine	комбінація
eğitimci	педагог
gil	гіл
bakmak	шукаємо
bakmak	дивиться
bakmak	дивлюся
sunderland	сандерленд
led	повів
led	led
led	лампочка
çocukluğu	дитинство
çocukluğu	дитинства
oruç	піст
gerçi	хоча
gerçi	хоча
gerçi	щоправда
belirtildi	зазначені
belirtildi	вказано
belirtildi	вказана
belirtildi	зазначений
belirtildi	вказаний
lorentz	лоренца
uzlaşma	злагоди
uzlaşma	узгодження
uzlaşma	примирення
uzlaşma	консенсусу
uzlaşma	компроміс
kâr	прибуток
kâr	вигідно
kâr	прибутки
leslie	леслі
fonu	фонд
fonu	фонду
çaylak	новачок
çaylak	новачок
mühendisleri	інженери
güvence	забезпечення
kökleri	коріння
ortaklık	партнерства
ortaklık	партнерство
ortaklık	особа
freud	фрейд
döngüsü	циклу
döngüsü	цикл
met	зустрілись
met	зустрілися
met	зустріли
met	мет
ronaldo	роналду
dostlar	друзями
dostlar	друзів
dostlar	друзі
stevens	стівенс
juliet	джульєтта
yankı	echoes
yankı	відлуння
yankı	echo
yankı	ехо
yankı	відлуння
sergiler	експонатів
keşiş	монах
temsilci	реп
temsilci	репутації
temsilci	представник
temsilci	представника
temsilci	агент
yaratır	створює
sansür	цензура
durağan	стабільна
durağan	стійкий
resimli	illustrated
resimli	ілюстрована
strauss	штраус
faktör	фактори
faktör	коефіцієнт
faktör	фактор
sevinç	радості
sevinç	радість
canlılar	істоти
canlılar	створіння
yayıncı	видавець
yayıncı	ефір
tazminat	компенсація
tazminat	сутичка
tazminat	збитки
dışarıda	ззовні
dışarıda	надворі
dışarıda	поза
dışarıda	зовні
joão	жуан
manzara	краєвид
manzara	пейзажів
manzara	пейзажі
manzara	ландшафт
manzara	краєвид
manzara	пейзаж
manzara	ландшафтний
manzara	перегляд
manzara	вигляд
manzara	view
manzara	вид
manzara	переглянути
banks	береги
banks	банків
banks	банки
sitede	сайт
göçmenler	мігрантів
göçmenler	іммігранти
yerleştirilmiş	посадив
doom	дум
doom	горою
doom	смерть
doom	занепад
doom	загибель
lynn	лінн
amt	amt
jake	джейка
jake	джейк
eduardo	едуардо
anlayış	інсайт
anlayış	розуміючи
anlayış	взаєморозуміння
anlayış	розуміння
görünmez	невидимі
görünmez	невидимий
bileşenleri	компоненти
bileşenleri	компонентів
imkansız	неможлива
imkansız	неможливе
imkansız	неможливо
değirmen	млин
değirmen	міллс
sawyer	сойєр
powell	павелл
valilik	губернатора
valilik	губернатор
pensilvanya	pennsylvania
belirleyici	рішучий
kil	глина
kil	клей
ölümsüz	нежить
ölümsüz	безсмертний
ölümsüz	безсмертна
masum	невинні
masum	невинних
masum	невинних
masum	невинні
masum	невинний
okyanusya	океанії
truva	троя
yaya	пішохідна
yiyen	райдужна
anavatan	вітчизна
anavatan	вітчизну
anavatan	вітчизни
anavatan	вітчизна
anavatan	батьківщина
okuyucu	reader
okuyucu	читач
binaların	будівлі
binaların	будівель
euler	ейлера
yorkshire	йоркшир
drive	драйв
drive	пристрій
drive	привід
drive	drive
hannibal	ганнібал
limon	лимон
limon	лимони
limon	lime
valentine	валентина
filip	філіп
filip	філіп
yazıcı	принтера
yazıcı	принтері
yazıcı	принтер
yazıcı	принтери
yazıcı	принтерів
karayip	caribbean
şampiyona	чемпіонський
şampiyona	чемпіонат
stereo	стерео
sinek	fly
sinek	літати
sinek	муха
sinek	лети
sinek	мухи
sinek	летить
yarbay	полковнику
yarbay	полковник
yarbay	підполковник
tutarlı	однорідного
mussolini	муссоліні
mitoloji	міфологія
anlaşılan	начебто
anlaşılan	очевидно
anlaşılan	мабуть
anlaşılan	виявляється
anlaşılan	вочевидь
tükenmiş	витрачені
tükenmiş	виснажена
tükenmiş	виснажений
tükenmiş	burnout
tükenmiş	покриті
anderlecht	андерлехт
hipotez	гіпотеза
çorba	суп
carey	кері
auf	auf
fermi	фермі
motors	motors
motors	рушії
sally	саллі
suçlar	злочини
suçlar	злочин
suçlar	кримінальна
büyücü	чарівниця
büyücü	некромант
büyücü	майстер
büyücü	чарівник
büyücü	майстра
koku	запах
koku	запахи
koku	запаху
koku	запах
koku	аромат
koku	запаху
koku	пахощі
umman	оману
kamyon	вантажівка
kamyon	вантажівки
kırılma	порушення
ayakları	ногами
ayakları	ноги
ayakları	стопи
ayakları	футів
ruanda	руанди
yıkılmış	зруйнований
minsk	мінськ
minsk	мінська
minsk	мінську
işlevsel	функціональні
işlevsel	функціональна
rehber	посібник
rehber	провідник
rehber	путівник
rehber	гід
davranışı	поведінка
birleştirme	злиття
birleştirme	злиття
birleştirme	комбінувати
birleştirme	злуки
sonuncu	останній
sonuncu	остання
sonuncu	останнє
jesus	хесус
marksizm	марксизм
sloganı	девіз
interwiki	interwiki
uzatma	суфікс
uzatma	розширення
çalma	програвання
çalma	відтворення
çalma	вкрасти
çalma	красти
çalma	крадуть
derinlik	глибини
derinlik	глибина
koza	кокон
koza	кокони
masalı	казка
kısımlar	розділи
kazanç	прибуток
kazanç	підсилення
kazanç	заробити
kazanç	вигідно
kazanç	прибутки
hardy	гарді
kel	лиса
kel	лисий
yaratık	звір
yaratık	чужий
yaratık	прибульці
yaratık	істота
yaratık	створіння
botanik	ботаніка
botanik	ботанічний
botanik	ботанічний
alessandro	алессандро
denklemleri	рівняння
brandon	брендон
auguste	огюст
theodore	теодор
graf	граф
gidiyor	їду
gidiyor	йдемо
gidiyor	залишаючи
gidiyor	відправляється
gidiyor	йдемо
dinin	релігія
dinin	релігії
paradise	рай
paradise	раю
paradise	paradise
önlemler	заходи
clarke	кларк
clinton	клінтон
öncelik	priority
öncelik	пріоритет
fernández	фернандес
goya	гойя
başlamak	починаючи
başlamak	починається
başlamak	початок
başlamak	починаються
başlamak	запуск
editor	редактор
css	css
sanayii	галузь
sanayii	галузі
sanayii	індустрія
sanayii	промисловість
sanayii	промислові
sanayii	промислова
sanayii	промисловий
duff	дафф
jackie	джекі
tropik	тропічний
tropik	тропічні
komünizm	комунізм
komünizm	комуністів
hokeyi	хокей
varlıklı	багаті
varlıklı	багатих
berk	туп
buffalo	buffalo
sahneler	краєвид
sahneler	краєвиди
habsburg	габсбург
funk	funk
bakımı	обслуговування
bakımı	супровід
ömürlü	тривала
iddialar	заявляє
iddialar	стверджує
iddialar	заявою
yasaklandı	заборонили
yasaklandı	заборонене
yasaklandı	заборонено
batıdan	західному
altta	під
altta	внизу
altta	знизу
eczacılık	фармацевтична
eczacılık	pharmaceuticals
eczacılık	аптека
eczacılık	аптеку
discogs	discogs
havayolları	антонова
havayolları	авіалінії
havayolları	airlines
havayolları	авіалінії
havayolları	вузловий
kullanın	використати
kullanın	використовувати
kullanın	користування
kullanın	використання
kalbi	серце
kupalar	морди
andorra	андорра
çıktılar	виведення
çıktılar	вивести
çıktılar	вивід
çıktılar	виведення
çıktılar	висловлювання
çıktılar	виводу
eşitliği	рівність
eşitliği	доходів
eflak	волощина
seyrek	рідко
seyrek	рідкісна
seyrek	рідкісні
seyrek	рідкісний
seyrek	рідкість
seyrek	рідкісне
seyrek	рідше
seyrek	розріджена
tecavüz	зґвалтування
vazgeçilmez	незамінний
vazgeçilmez	незамінна
rich	багаті
rich	багатий
rich	rich
kazılar	excavations
defne	лорел
defne	губа
defne	затока
konuşur	розповідає
konuşur	розмовляє
konuşur	говорить
konuşur	розмовляє
konuşur	говорить
afgan	афганський
dino	діно
phillips	філліпс
bask	баскська
tablolar	столи
tablolar	столики
tablolar	таблиці
tablolar	таблиць
tablolar	хітів
tablolar	діаграм
tablolar	графіки
tablolar	діаграми
tablolar	картини
tablolar	картин
deposu	сховище
jamaika	ямайки
jamaika	ямайський
otorite	авторитет
otorite	правом
butler	батлер
tarihler	дати
opus	opus
floyd	флойд
angelo	анджело
bulvarı	бульвар
bulvarı	проспект
bulvarı	avenue
komutanları	командуванням
enfeksiyon	infections
enfeksiyon	інфекція
lucy	люсі
pietro	pietro
luftwaffe	люфтваффе
çoktan	уже
çoktan	вже
düğüm	вузол
düğüm	вузлів
düğüm	вузол
blu	blu
düzenlemeleri	edits
düzenlemeleri	аранжування
sung	сон
sung	авторська
formül	формула
dominik	домінік
dominik	домініканський
dominik	домініка
dominik	домінік
inek	корови
inek	корова
concacaf	конкакаф
roosevelt	рузвельт
tahrir	тахрір
creek	крік
creek	струмок
görüntüleme	переглядів
görüntüleme	погляди
görüntüleme	перегляди
görüntüleme	візуалізація
görüntüleme	imaging
pacific	тихий
avantaj	переваги
avantaj	плюси
avantaj	перевагу
avantaj	перевага
avantaj	перевагою
ulrich	ульріх
pinyin	піньїнь
burkina	буркіна
samsung	самсунг
samsung	samsung
kay	кей
via	via
via	віа
via	через
kayalar	валуни
kayalar	камені
kayalar	скелі
kayalar	астероїди
kayalar	каміння
kayalar	скелях
gerçeklik	реалізм
gerçeklik	реальність
gerçeklik	реаліті
temple	храму
temple	храм
betty	бетті
kablosuz	бездротовий
kablosuz	бездротова
emil	еміль
soldan	ліворуч
soldan	ліва
soldan	лівий
soldan	зліва
onarım	каші
onarım	ремонтом
onarım	ремонт
onarım	ремонту
onarım	ремонт
onarım	відновлення
onarım	реставрація
günlükler	журнали
forbes	forbes
kullanılmaz	непридатні
ücreti	плату
ücreti	вартість
kabak	гарбуз
kabak	знищувати
kabak	кабачок
arayüzü	інтерфейс
kuban	кубань
attila	аттіла
hammer	молоток
capitol	капітолій
kardinal	високопреосвященство
kardinal	кількісний
dei	dei
enflasyon	інфляція
forumu	форум
hedefleri	цілі
hedefleri	голи
obama	обама
nord	nord
sakız	хіос
nina	ніна
jeffrey	джеффрі
ned	нед
christine	крістін
christine	крістіна
christine	христина
freiburg	фрайбург
rogers	роджерс
lejyon	легіон
müthiş	чудово
müthiş	прекрасно
müthiş	чудові
müthiş	красень
müthiş	дивовижна
gate	брама
gate	gate
gate	ворота
dell	dell
dell	делл
grove	гаю
dağılmış	розкидані
ofis	заклади
ofis	працевлаштування
ofis	офіс
ofis	office
çizgili	смугастий
çizgili	смужки
çizgili	смуги
elektronlar	електронів
ret	запереченням
reel	реал
reel	справжня
reel	справжні
reel	реальний
reel	справжній
kanallar	канали
kanallar	канали
akut	гостра
akut	гостре
bwv	bwv
connor	коннор
istikrarlı	однорідного
istikrarlı	стабільна
istikrarlı	стійкий
acımasız	брутальний
acımasız	шалена
acımasız	жорстокий
acımasız	жорстока
acımasız	жорстоко
acımasız	жорстокі
acımasız	жорстокість
acımasız	безжалісний
acımasız	безжально
alım	купити
alım	придбати
magnus	магнус
filistinli	палестинська
erman	ерман
hacim	гучність
istiyor	мріє
istiyor	хоче
hemşire	медсестра
petro	петро
marko	марко
afet	екземпляр
afet	катаклізму
afet	катастрофа
afet	катастрофа
afet	катастрофи
işlenmiş	опрацювати
işlenmiş	оброблено
işlenmiş	оброблені
stüdyosu	студія
stüdyosu	студії
stüdyosu	studio
stüdyosu	студію
stüdyosu	майстерні
stüdyosu	денне
sığ	мілка
analog	аналоговий
yapraklar	листочки
yapraklar	листя
canavar	звір
canavar	монстр
bozuklukları	розлади
vinci	вінчі
fazladan	додатковий
fazladan	зайві
fazladan	додаткова
fazladan	додаткові
court	судові
court	суд
elbise	оригінальності
elbise	сукня
elbise	сукні
elbise	одяг
kestane	каштан
kestane	каштани
kestane	maroon
normandiya	нормандії
normandiya	нормандія
yonca	конюшина
amor	amor
ekolojik	екологічної
ekolojik	екологічна
ekolojik	екологічний
yükseliş	висота
yükseliş	rise
yükseliş	підняти
yükseliş	ліфт
yükseliş	підібрали
yükseliş	сходяться
yükseliş	сходження
yükseliş	вознесіння
yürüyen	ходити
yürüyen	прогулянка
yürüyen	прогулянки
tüp	труби
tüp	труба
panoramik	панорамний
cool	круті
cool	круто
cool	класні
tango	танго
profil	профілю
profil	профіль
donna	донна
temalı	темами
temalı	тем
saddam	саддам
helenistik	елліністична
uyan	пробуджується
ilanı	декларація
ilanı	оголошення
astronomik	астрономічна
weimar	веймар
güvercin	голуба
güvercin	голуб
güvercin	голуби
güvercin	голубів
güvercin	горлиця
soma	сома
meyer	меєр
meyer	маєр
palazzo	палаццо
emi	emi
dökülen	розлив
meyveler	ягід
meyveler	ягода
meyveler	фрукт
meyveler	фрукти
meyveler	плід
meyveler	плоди
meyveler	фруктові
meyveler	фрукти
meyveler	плоди
görünüşü	вигляд
seçenek	вибір
seçenek	актуально
seçenek	варіант
seçenek	пункт
seçenek	параметр
seçenek	варіанти
seçenek	пункти
seçenek	опції
seçenek	параметри
isu	ісу
palmiye	palm
vatandaş	громадяни
vatandaş	громадян
vatandaş	громадянам
vatandaş	житель
vatandaş	громадянин
windsor	віндзор
theodor	теодор
havuzu	басейн
çirkin	страшні
faktörü	фактори
faktörü	коефіцієнт
faktörü	фактор
büyükelçi	посол
ayrılma	розділення
ayrılma	відокремлення
internazionale	internazionale
öldürme	вбивство
öldürme	припинення
öldürme	вбивають
çamur	бруд
çamur	глина
çamur	клей
koşu	виконання
koşu	виконується
koşu	працює
koşu	біг
sürümleri	версії
sürümleri	версій
davut	дауд
davut	давід
davut	девід
davut	давид
modu	режим
modu	лад
modu	mode
kit	кіт
kit	kit
juniors	хуніорс
veliaht	dauphin
korece	корейська
çimento	закріпити
katedral	собор
katedral	соборна
katedral	кафедра
manken	модель
manken	моделі
manken	манекен
kaos	хаос
paylaşım	обмін
paylaşım	поширення
paylaşım	акція
paylaşım	поширити
paylaşım	поділитися
paylaşım	поширення
paylaşım	поділитись
paylaşım	публікувати
paylaşım	розміщення
paylaşım	публікація
paylaşım	публікування
etkiledi	чинив
savaştı	билися
savaştı	бився
savaştı	воював
savaştı	боролися
savaştı	воювали
kaçınılmaz	неминучі
kaçınılmaz	неминуче
kalkış	стартувати
kalkış	запуск
kalkış	відправлення
kalkış	виліт
kalkış	зльоту
kıbrıslı	кіпрський
dişli	спорядження
dişli	gear
dişli	gears
dişli	зуби
aids	снід
aids	снід
anders	андерс
marilyn	мерилін
talepleri	вимагає
sıkıntılar	труднощі
sıkıntılar	незручності
çalı	буш
çalı	кущ
azalan	низом
laik	вікова
laik	вікові
hamburger	burger
hamburger	гамбургер
olgu	явище
olgu	феномен
darth	дарт
sapma	відхилення
sapma	відволікання
küp	кубик
küp	куб
küp	кубики
küp	кубічна
küp	кубічний
asgari	мінімальна
asgari	мінімальний
asgari	мінімум
asgari	мінімально
asgari	мінімальне
asgari	мінімальна
asgari	мінімальне
metz	мец
memeli	mammalian
memeli	ссавці
memeli	ссавців
bekliyorum	очікування
bekliyorum	чекаю
göstergesi	індикатор
kıyafet	одяг
kıyafet	вбрання
kıyafet	одяг
medici	медічі
aria	арія
girdiler	вхідні
girdiler	записів
girdiler	пункти
girdiler	записи
girdiler	елементи
çekilme	зняття
gökyüzü	небом
gökyüzü	небо
gökyüzü	небо
ala	ала
tüneli	тунель
alto	альто
aranan	шукаючи
aranan	хотів
aranan	захотіли
aranan	хотіли
aranan	хотіла
yenileme	скинути
yenileme	відновити
yenileme	скидати
yenileme	відновлення
yenileme	реставрація
yenileme	реконструкція
alfonso	альфонсо
