sneg	сніг
geoffrey	джеффрі
zadaj	back
zadaj	назад
zadaj	ззаду
zadaj	повернулася
zadaj	спина
zadaj	задній
zadaj	строю
opisi	описи
predavanj	лекції
poskusil	намагалися
poskusil	спробували
poskusil	спробував
poskusil	намагався
poskusil	пробував
pooblastila	живить
pooblastila	здібності
pooblastila	силами
pooblastila	мандат
guido	гвідо
violinist	скрипаль
udeležili	відвідали
najmanjša	мінімальна
najmanjša	мінімальний
najmanjša	мінімум
najmanjša	мінімально
najmanjša	мінімальне
najmanjša	найменша
najmanjša	найменший
najmanjša	найменше
metalec	глечик
kneževine	князівства
navade	звички
navade	звичок
navade	звичка
navade	звички
navade	звичкою
con	кон
con	con
vittorio	вітторіо
religija	релігія
religija	релігії
častniki	офіцери
častniki	офіцерів
pravokotno	перпендикулярно
pravokotno	прямокутник
pravokotno	прямокутний
groba	шалена
groba	суворий
groba	важкий
groba	rough
groba	могили
groba	могила
groba	могилу
seme	семен
seme	насіння
seme	насіння
seme	потомство
verigo	ланцюжок
verigo	ланцюг
izboljša	покращує
izboljša	покращити
poznavanje	знань
poznavanje	знання
hansen	гансен
šentjur	шентюр
horst	горст
poznano	знайомі
ujel	зловили
ujel	спіймав
preiskave	розслідування
preiskave	розслідувати
preiskave	слідство
preiskave	довідки
preiskave	розслідувань
štirinajst	чотирнадцять
nameščeni	встановлені
nameščeni	встановлено
nameščeni	встановлений
dramo	драматичний
dramo	драма
dramo	драми
jürgen	юрген
bin	скринька
minute	хвилин
minute	хвилини
gerard	герард
uničiti	знищить
uničiti	знищити
identiteto	особа
identiteto	особистість
identiteto	профіль
identiteto	ідентичність
mehansko	механічна
mehansko	механічний
izjavo	заява
izjavo	виписка
izjavo	твердження
poštna	поштова
poštna	поштовий
poštna	поштові
police	політики
police	правила
police	полиці
smole	смол
thierry	тьєррі
organizacijsko	організаційний
demokratične	демократичні
demokratične	демократичний
demokratične	демократична
dano	вказаний
dano	дано
dano	надано
dano	даного
klobuk	шапка
klobuk	капелюх
photo	світлину
photo	світлина
photo	світлині
photo	фото
izobraževalno	освітня
izobraževalno	навчальна
izobraževalno	освітні
izobraževalno	навчальних
greene	грін
varuje	захищає
pierce	пірс
japonci	японська
japonci	японський
japonci	японці
japonci	японські
objavljeni	опублікований
objavljeni	оприлюднено
objavljeni	опубліковано
nikdar	никогда
nikdar	ніколи
nikdar	never
elektroni	електронів
predala	здалися
škotske	шотландія
škotske	шотландії
škotske	шотландська
leona	леона
robertson	робертсон
postavljeno	виховали
postavljeno	виростили
postavljeno	карпатські
postavljeno	підняли
budistični	буддійський
potniški	пасажир
sonja	соня
umetni	штучна
umetni	штучний
umetni	штучне
umetni	штучні
angeli	янголи
angeli	angels
angeli	ангели
članstvo	вступу
članstvo	членство
bruselj	брюсселі
bruselj	брюссель
razmišljanje	роздуми
razmišljanje	мислення
razmišljanje	споглядання
umetne	штучна
umetne	штучний
umetne	штучне
umetne	штучні
prisilil	примусово
prisilil	змусили
prisilil	вимушена
misijonar	місіонерська
sesalcev	mammalian
julie	джулі
širitev	розширення
širitev	розгортання
širitev	розширення
legend	легенд
legend	легенду
legend	легенда
malmö	мальме
dimenzije	розміри
dimenzije	виміри
volji	настрій
oblikovan	формує
porta	порта
ayrton	айртон
klein	кляйн
zob	зуб
zob	зубна
zob	зуби
cesarica	імператриця
domovina	вітчизна
domovina	вітчизну
domovina	вітчизни
domovina	батьківщина
domovina	вітчизна
domovina	батьківщина
wiener	вінер
petja	спів
petja	співати
petja	співає
italiano	italiano
opisan	описано
opisan	описані
lennon	леннон
vijak	плювати
žita	зерна
žita	зерно
podaljšana	розширені
podaljšana	розширена
podaljšana	розширений
podaljšana	продовження
podaljšana	подовжена
prispel	прибуло
prispel	прибули
prispel	приїхав
prispel	приїхали
kde	kde
christoph	крістоф
spencer	спенсер
dar	дар
marta	марта
marta	марто
marta	марта
sadje	фрукт
sadje	фрукти
sadje	плід
sadje	плоди
sadje	фруктові
sadje	фрукти
sadje	плоди
jevgenij	євген
presenetljivo	красиве
presenetljivo	диво
presenetljivo	дивуватися
trditve	умовних
trditve	заявляє
trditve	стверджує
trditve	заявою
trditve	аргументи
trditve	аргументів
avtomobilski	автомобільний
avtomobilski	автомобільна
avtomobilski	автомобільні
čop	хвіст
tujino	закордоном
tujino	закордон
sara	сара
sara	сара
nizki	низький
nizki	низька
nizki	low
plodovi	фрукти
plodovi	плоди
priljubljeno	популярні
priljubljeno	популярне
priljubljeno	популярна
priljubljeno	популярний
priljubljeno	улюблене
priljubljeno	улюблена
priljubljeno	улюблений
priljubljeno	актуальні
priljubljeno	популярні
priljubljeno	популярне
priljubljeno	актуальне
priljubljeno	тенденції
priljubljeno	улюблені
priljubljeno	улюблений
priljubljeno	улюблене
dale	дейл
jay	джей
premera	діаметр
kampanje	кампанії
kampanje	кампанії
kampanje	похід
kampanje	кампанія
zasnovana	розроблена
zasnovana	розробив
zasnovana	розроблено
doseženo	досягнуто
doseženo	досягли
doseženo	досягнув
doseženo	досягла
doseženo	переможно
doseženo	досягнуто
doseženo	досяг
simbolizira	символізує
posamezna	окремих
posamezna	індивідуальна
posamezna	індивідуальні
posamezna	індивідуальне
posamezna	окремі
posamezna	індивідуальний
motive	мотиви
rjavo	браун
rjavo	коричневі
rjavo	brown
rjavo	коричневий
stosur	стосур
dukla	дуклі
izjemen	винятковий
nielsen	нільсен
obremenitev	навантаження
obremenitev	завантажити
obremenitev	завантаження
obremenitev	завантаження
roll	рол
roll	roll
roll	кинути
čelo	чоло
čelo	лоб
čelo	віолончель
zavrne	відмовляється
zavrne	відмовлятися
zavrne	заборонити
zavrne	відкинути
zavrne	відмовити
zavrne	відхилити
tekmovanj	конкурсів
tekmovanj	змагань
tekmovanj	змагання
pojave	явище
pojave	явища
gašper	генрі
gašper	генріх
gašper	анрі
lola	lola
slavi	славу
slavi	слава
blog	блог
ettore	етторе
vrtovi	сади
vrtovi	садів
potrjuje	підтверджує
vožnje	їхали
vožnje	водіння
imunski	імунна
imunski	імунітет
danijel	daniel
danijel	даніел
danijel	даніель
danijel	деніел
danijel	данило
stresa	стрес
einstein	ейнштейн
linz	лінц
simone	симона
simone	сімон
castro	кастро
senator	сенатор
vincenzo	вінченцо
podružnica	гілка
izpostavljeni	відкритий
kmečka	селянська
kmečka	селяни
betty	бетті
ilustracije	ілюстрації
ilustracije	ілюстрацій
križišču	перетин
križišču	перехрестя
kirche	kirche
najdlje	найдовший
najdlje	найдовша
odstranjevanje	розпорядженні
odstranjevanje	вилучення
odstranjevanje	видалення
odstranjevanje	вилучення
odstranjevanje	видалення
prefekt	префекта
giulio	джуліо
siegfried	зігфрід
sodobnost	modernity
bomba	бомба
scene	краєвиди
navidezni	видимі
navidezni	віртуальний
mera	оцінити
mera	частота
mera	швидкість
mera	оцініть
mera	ставка
sulfat	сульфат
tito	тіто
izdelane	виготовлено
izdelane	виготовлена
izmenjavo	обмін
docent	доцент
deseti	десяту
deseti	десятий
infrastrukture	інфраструктур
prezbiterij	пресбітерій
dim	виміри
dim	дим
dim	палю
obred	церемонія
obred	ритуал
veronika	вероніка
veronika	вероніка
skale	валуни
skale	камені
skale	скелі
skale	астероїди
skale	каміння
skale	скелях
označeno	позначено
označeno	позначене
označeno	відмічені
označeno	позначені
označeno	помічено
catherine	катерина
razlage	інтерпретації
razlage	пояснення
odkrito	чесно
medicinsko	медичних
medicinsko	медичний
medicinsko	medical
medicinsko	медична
medicinsko	медичні
realna	реалістична
mejah	межі
mejah	кордони
puščavi	пустелі
puščavi	пустеля
zajec	кролик
zajec	кріль
zajec	кролі
pripadnost	належності
pripadnost	належить
zheng	чжен
twin	близнюк
disciplina	дисципліни
disciplina	дисципліна
soproga	дружині
soproga	дружина
dorothy	дороті
lars	ларс
malta	мальта
cona	зона
zaupanje	довіра
zaupanje	впевненість
zaupanje	довіра
široki	широкий
široki	широка
konstruktor	конструктор
prejeti	отримувати
prejeti	отримано
prejeti	отримані
prejeti	отриманий
prejeti	отримали
prejeti	отримала
izginila	зник
izginila	сховався
izginila	пропаде
izginila	зникнути
izginila	зникають
izginila	зник
primerjavo	порівняння
primerjavo	порівняння
diska	диск
zgleda	виглядає
garcia	гарсія
haas	хаас
vrhovi	вершин
vrhovi	вершини
testiranje	тестування
testiranje	випробування
selena	селен
selena	selena
navdušen	захваті
navdušen	вражений
navdušen	враженням
navdušen	хвилюється
navdušen	захваті
nakup	купити
nakup	придбати
nakup	покупка
nakup	придбання
nakup	покупку
nakup	купити
nakup	придбати
nakup	купівлю
nakup	купівля
nakup	купувати
bishop	єпископа
bishop	єпископ
brauchitsch	браухіч
modrosti	мудрості
modrosti	мудрість
nacional	насьйональ
cepivo	вакцина
cepivo	вакцини
ozračje	атмосфера
gospodarstvu	тримала
gospodarstvu	плакатами
kocke	кубики
kocke	кості
kocke	кістку
curtis	кертіс
hladno	холодні
hladno	холодна
hladno	холод
hladno	холодно
hladno	холодний
sls	sls
prvenec	дебют
čebele	бджіл
čebele	бджоли
pruski	прусська
encimov	ферменти
sud	sud
sužnji	рабів
sužnji	раби
rgb	rgb
ravnotežje	баланс
ravnotežje	рівноваги
ravnotežje	рівновага
zbrani	зібралися
zbrani	зібрав
zbrani	зібрано
zbrani	зібрані
desetletij	грунту
zmanjšati	зменшити
jamie	джеймі
baranja	бараня
spore	суперечки
minuto	хвилини
minuto	хвилина
pojasnjuje	пояснює
pastor	пастор
piper	piper
ust	рот
ust	рота
ust	роті
ust	рот
ust	устами
makarova	макарова
telefon	телефон
telefon	телефон
telefon	телефоном
razmnoževanje	множення
razmnoževanje	розмноження
pojasnil	пояснив
pojasnil	пояснила
priznan	впізнали
priznan	підтверджую
priznan	визнана
priznan	визнала
priznan	визнав
priznan	впізнав
priznan	визнано
priznan	визначив
urbana	урбан
urbana	міський
kovanci	монет
kovanci	монети
kovanci	монета
kovanci	фішка
kovanci	монету
mrkos	мркос
aleksejevič	олексійович
možgani	мозок
možgani	мозку
možgani	мізки
marcello	марчелло
kontrole	контролює
prazen	порожнім
prazen	порожнє
prazen	порожня
prazen	порожні
prazen	порожній
prazen	бланк
prazen	порожній
usposabljanja	тренування
usposabljanja	тренінг
usposabljanja	тренінги
usposabljanja	тренувань
usposabljanja	тренінгів
omenil	згадай
stroji	техніка
stroji	ютери
stroji	автоматів
stroji	машини
stroji	машинами
izboljšati	покращити
foster	фостер
organizirana	організований
organizirana	організованого
organizirana	організована
organizirana	організовані
turnbull	тернбулл
dean	дін
junaki	heroes
junaki	герої
junaki	героїв
poteze	рухається
poteze	ходи
poteze	ходів
premikanje	переміщення
premikanje	руху
premikanje	переїзд
premikanje	пересування
premikanje	рух
vreden	варта
vreden	варто
vreden	варте
vreden	варті
vreden	гідний
vreden	гідне
vreden	гідна
ujetništvu	полоні
ujetništvu	полон
storia	storia
čevljev	кросівки
čevljev	взуття
čevljev	туфлі
železnico	машиніст
železnico	залізниця
povabilo	запрошую
povabilo	запросити
povabilo	запрошення
povabilo	запрошення
rotor	ротор
protokol	протокол
protipapež	антипапа
prepovedi	заборонити
prepovedi	заборону
prepovedi	заблокувати
prepovedi	бан
nizek	низький
nizek	низька
nizek	low
kronanje	коронація
kronanje	коронації
žogo	кулька
žogo	бал
hodi	ходити
hodi	прогулянка
hodi	прогулянки
hodi	прогулянка
martini	мартіні
pisatelji	письменники
pisatelji	письменників
pel	співав
pel	співали
pel	заспівав
pel	співала
pel	заспівали
hčerki	доньки
hčerki	дочки
duhovne	духовні
romain	ромен
temna	темні
temna	темна
temna	темний
temna	темне
temna	темно
hollywood	голлівуд
hollywood	hollywood
pekingu	пекін
zidovi	стіни
zidovi	мури
šesta	шоста
šesta	шостий
šesta	шосте
kentucky	кентуккі
lepi	прекрасні
lepi	красивий
lepi	красива
lepi	красиві
lepi	красунчик
lepi	гарний
chiron	хірон
sonata	соната
zaposlene	співробітників
zaposlene	працівників
zaposlene	працівники
zaposlene	службовців
istván	іштван
jelen	олень
jelen	олені
jelen	оленя
houston	houston
sullivan	салліван
geolog	геолог
centralno	central
centralno	центральний
centralno	центральна
ohrani	зберігати
ohrani	тримай
ohrani	утримати
ohrani	підтримання
ohrani	зберігати
ohrani	підтримувати
sanj	сни
sanj	снів
sanj	мрій
sanj	мрії
sanj	dreams
sigismund	сигізмунд
michaela	мікаела
dram	драм
farra	фарра
antibiotiki	антибіотики
leseno	вуд
leseno	деревина
leseno	лісова
petrov	петров
gene	ген
gene	джин
skrivaj	таємно
trupa	тулуб
označeni	позначено
označeni	позначене
označeni	відмічені
označeni	позначені
označeni	помічено
sporno	фасаді
subjekt	темою
subjekt	тема
subjekt	предмет
subjekt	сутності
subjekt	сутність
apr	apr
leslie	леслі
kuga	зараза
kuga	чума
žile	вени
žile	вена
žile	венах
daljnogled	бінокль
daljnogled	телескопа
daljnogled	телескоп
specifični	конкретних
specifični	певне
specifični	конкретні
rane	рана
rane	рани
trdne	суцільна
trdne	твердий
trdne	суцільний
trdne	суцільне
profesionalno	фахівець
profesionalno	професійний
profesionalno	професіонал
profesionalno	professional
profesionalno	професійні
profesionalno	професійно
branilec	захисник
valentina	валентина
valentina	валентино
švico	швейцарія
švico	швейцарії
akt	діяти
akt	акт
spremljanje	спостереження
spremljanje	моніторинг
spremljanje	спостереження
spremljanje	спостерігати
spremljanje	варан
spremljanje	монітор
demokracija	демократія
wang	ван
leipzig	лейпциг
stefano	стефано
dežja	дощ
okrogle	кругла
okrogle	круглий
okrogle	round
okrogle	раунд
nika	ніка
uporabljeno	використовується
uporabljeno	використана
uporabljeno	використані
uporabljeno	використано
four	четвірка
four	чотирьох
four	чотири
zaposlena	зайнята
zaposlena	зайнятість
zaposlena	зайнятий
zaposlena	зайнято
oxfordu	оксфорд
čista	чисте
čista	чисті
čista	чиста
čista	чистих
biološke	біологічних
biološke	біологічна
zmaja	шуліка
deseto	десяту
deseto	десятий
flora	флора
nevarna	небезпечні
nevarna	небезпечна
nevarna	небезпечний
nevarna	небезпечно
ante	анте
montgomery	монтгомері
barja	болота
brezovica	брезовиця
pekel	hell
pekel	пекло
pekel	чорти
pekel	inferno
pekel	пекло
pekel	підземних
obstajal	існував
obstajal	існували
obstajal	існувало
trgovanje	торгівлі
trgovanje	торгівля
trgovanje	торгова
trgovanje	торгівля
epizoda	епізод
ran	рани
aluminij	алюміній
aluminij	алюміній
flota	флоту
flota	флот
kanadsko	канадська
kanadsko	канадський
kanadsko	canadian
akademski	академічна
akademski	навчального
akademski	академічний
popotnik	traveler
popotnik	мандрівник
popotnik	traveller
popotnik	мандрівник
popotnik	wanderer
popotnik	мандрівник
moment	момент
moment	мить
semen	насіння
standardi	стандартів
standardi	стандартами
standardi	стандартам
standardi	стандарти
garden	садку
garden	садок
garden	сад
težavo	задача
težavo	проблему
težavo	проблема
brezplačno	вільна
brezplačno	безкоштовне
brezplačno	вільний
brezplačno	безкоштовно
brezplačno	вільно
kandidatov	кандидатів
televizijo	телебачення
glenn	глен
glenn	гленн
marussia	marussia
odkrita	виявив
odkrita	виявили
odkrita	відкрив
odkrita	виявлені
odkrita	виявлено
bližje	ближче
obraza	обличчя
obraza	обличчям
obraza	face
produkti	продукція
produkti	виріб
produkti	вироби
produkti	продукти
magister	магістр
berry	беррі
berry	ягода
željko	желько
železna	залізний
železna	залізо
železna	залізна
železna	заліза
razkol	схизма
strehe	забороненого
strehe	дахи
strehe	дахами
strehe	дах
zastrupitev	отруєння
gas	газова
gas	газу
gas	газ
niki	нікі
niki	нікі
oak	дуб
rojene	народження
rojene	народився
rojene	борн
rojene	народилась
rojene	народилася
prusija	пруссія
polobli	півкулі
zaprti	закрита
zaprti	закрито
zaprti	закриті
zaprti	зачинено
testi	перевірки
testi	тести
brien	браєн
najmočnejši	найсильніша
najmočnejši	найсильніший
najmočnejši	найсильніші
zdravi	здорові
zdravi	здоровий
zdravi	здорове
zdravi	здорова
pariški	paris
pariški	париж
madison	медісон
delle	делле
privrženci	читачів
privrženci	читачі
operator	оператор
pasme	ставлять
pasme	розмноження
pasme	породи
pasme	порода
pasme	порід
stabilen	стабільна
stabilen	стійкий
cat	кіт
cat	кішка
klinični	клінічних
grafični	графіку
grafični	графічні
oddaljeno	далеких
oddaljeno	вій
oddaljeno	далекого
oddaljeno	віддалений
oddaljeno	пульт
oddaljeno	віддалене
kemična	хімічна
kemična	хімічні
kemična	хімічний
spremenjena	змінений
spremenjena	змінено
spremenjena	змінене
spremenjena	змінені
cerro	серро
enotnost	єдність
prometni	навантаження
prometni	пробки
prometni	трафік
prometni	рух
globalno	всюди
globalno	глобально
globalno	глобальний
globalno	global
globalno	загальні
opozorilo	попередження
opozorilo	увага
katerikoli	якісь
avtoceste	доріг
avtoceste	автомагістраль
redna	формальні
redna	регулярний
redna	звичайний
redna	формальний
darilo	подарунку
darilo	подарунок
jorge	хорхе
potomcev	offspring
euler	ейлера
aretiran	арешт
aretiran	затримала
aretiran	заарештовано
harper	гарпер
uporniki	повстанців
uporniki	повстанці
sloves	репутацію
sloves	репутація
pridobijo	отримання
ugodno	позитивні
saška	саксонія
dihal	дихальна
ovire	перешкоди
ovira	перешкоду
cole	коул
campo	campo
čile	чилі
izvoljena	обраний
izvoljena	обрання
piva	пиво
psihološko	душевний
psihološko	психологічний
psihološko	психологічна
institucije	закладів
institucije	установи
institucije	інституції
institucije	установ
institucije	топові
zaklad	скарб
odstop	звільнення
odstop	зняття
finančna	фінанси
finančna	фінансові
finančna	фінансова
razsežnost	вимір
zabavo	вечірка
zabavo	партії
zabavo	вечірки
zabavo	партія
zabavo	party
zabavo	розваги
zabavo	entertainment
konvencije	конвенції
konvencije	конвенція
konvencije	конвенції
zbirajo	зібрати
zbirajo	збирати
srbi	свербіж
srbi	сербів
nepravilno	неправильна
nepravilno	невірно
nepravilno	неправильний
nepravilno	неправильне
nepravilno	неправильні
nepravilno	неправильне
spusti	крапля
spusti	викинути
spusti	скинути
spusti	кинути
connecticut	коннектикут
vodilna	провідних
vodilna	вели
vodilna	провідний
stanford	стенфорд
pakistan	пакистану
pakistan	пакистан
srečen	щаслива
srečen	щасливі
srečen	щасливе
srečen	щасливий
srečen	щасливим
pionir	pioneer
demo	демонстрація
demo	демо
zdravko	здравко
württemberg	вюртемберг
natančen	точним
natančen	точні
natančen	точний
natančen	точні
natančen	точна
natančen	акуратно
natančen	точне
natančen	точні
natančen	точна
natančen	точний
emma	емма
balet	балет
aparat	приналежність
aparat	апарат
aparat	техніка
warwick	ворік
mrk	затемнення
ekonomija	економіка
ekonomija	господарство
ekonomija	економіка
ekonomija	економія
trpljenje	страждання
bello	белло
bello	белла
bogastva	копійки
bogastva	багатство
bogastva	багатства
bogastva	багатство
gole	необхідний
zvest	вірний
zvest	вірний
zvest	вірним
predelavo	опрацювання
predelavo	обробки
predelavo	обробку
predelavo	обробка
lažji	легше
lažji	простіше
ano	анно
ano	ана
ano	ена
povprečje	середній
povprečje	середнє
povprečje	середня
povprečje	середнього
depresija	депресія
sosednji	сусіднього
sosednji	сусідню
hud	hud
vpogled	інсайт
vpogled	шукати
vpogled	пошук
vpogled	статистика
vpogled	статистики
vpogled	статистику
vpogled	аналіз
športnik	спортсмен
kirurg	хірург
škrat	elf
škrat	карлик
škrat	гном
aluminijev	алюміній
perspektive	перспективу
perspektive	перспектива
perspektive	перспективи
mlajša	молодша
mlajša	молодший
mlajša	молодшою
mlajša	молодше
rjava	браун
rjava	коричневі
rjava	brown
rjava	коричневий
prazno	порожнім
prazno	порожнє
prazno	порожня
prazno	порожні
prazno	порожній
prazno	бланк
prazno	порожній
poklicna	фахівець
poklicna	професійний
poklicna	професіонал
poklicna	professional
poklicna	професійні
poklicna	професійно
divjih	здичавілі
pomočnika	помічники
pomočnika	помічника
pomočnika	помічник
pomočnika	помічник
protein	білок
protein	білки
pričakovali	очікується
pričakovali	очікували
pričakovali	очікувана
pričakovali	очікувані
pričakovali	очікувалося
pričakovali	очікується
galaksija	галактика
brooklyn	бруклін
temple	храму
temple	храм
večno	назавжди
večno	forever
večno	навіки
večno	вічне
večno	вічні
večno	вічна
večno	безсмертні
večno	вічний
španci	іспанці
osmi	восьмий
tokov	потоки
tokov	потоків
tokov	протікає
tokov	тече
lokomotiva	локомотив
sonda	зонд
maša	маша
kuge	зараза
kuge	чума
jakost	міцність
jakost	інтенсивність
jakost	сили
jakost	сила
pennetta	пеннетта
vaščani	селищі
vaščani	селяни
sončna	сонячний
sončna	сонячно
sončna	сонячний
sončna	сонячне
sončna	сонячні
sončna	сонячна
nositi	нести
nositi	возять
nositi	носи
nositi	ношу
nositi	носити
jezuit	єзуїтський
znamka	бренду
znamka	бренд
znamka	brand
newcombe	ньюкомб
moss	мосс
rodov	айстрових
štajerska	штирія
naravnost	чесні
naravnost	стріт
naravnost	прямі
naravnost	прямо
naravnost	відверта
informacija	відомості
informacija	інформація
tedne	тижні
tedne	тижнів
sektor	сектор
izdeluje	робить
oklahoma	оклахома
listine	хартія
listine	документи
dušik	азот
prostorsko	просторовий
walsh	волш
mio	mia
mio	мія
mio	безвісти
mio	міа
mio	mio
sliši	дізнається
poimenovanja	номінали
črpalka	насос
torpedo	торпедо
luther	лютер
lane	вуличка
fifa	fifa
fifa	фіфа
zaseda	засідку
preliv	градієнт
preliv	глазур
preliv	одягнені
vladavina	править
bolgari	болгар
luke	люк
kritični	критична
kritični	критичні
kritični	критичний
planeti	планети
dušika	азот
združi	злиття
združi	комбінувати
združi	єднайтеся
patton	паттон
neposredne	пряма
neposredne	прямий
neposredne	direct
neposredne	прямі
prejemnik	адресата
prejemnik	отримувача
prejemnik	одержувач
prejemnik	одержувача
prejemnik	отримувач
obiskovalci	відвідувачів
obiskovalci	відвідувачі
pink	рожева
pink	рожевий
uči	навчає
uči	викладає
čaščenje	поклоніння
čaščenje	служать
omejeni	обмежені
omejeni	обмежений
omejeni	обмежена
omejeni	обмежено
omejeni	обмежений
fletcher	флетчер
peters	петерс
filippo	філіппо
pojasnilo	пояснення
pojasnilo	вияснити
porušili	зруйнований
ionizacijski	іонізація
tisočletje	тисячоліть
tisočletje	тисячоліття
plače	зарплата
plače	зарплати
plače	зарплати
ocenjevanje	оцінка
ocenjevanje	оцінювання
rex	рекс
vladislav	владислав
vladislav	vladislav
komunistov	комуністи
astronomijo	астрономія
sergejevič	сергійович
ciper	кіпр
ciper	кіпрі
ciper	кіпру
roza	рожева
roza	рожевий
diplomo	диплом
češkoslovaško	чехословаччини
dodaten	додатковий
dodaten	зайві
dodaten	додаткова
dodaten	додаткові
konzul	консул
sten	стіни
sten	мури
kapital	капітал
kapital	столиця
eksplozija	вибухом
eksplozija	вибух
vrtenje	обертання
vrtenje	поворот
banja	баня
ugotovitev	висновки
glukoze	глюкоза
naročila	замовила
naročila	замовив
naročila	замовили
naročila	замовляв
naročila	замовляли
naročila	контракти
naročila	замовити
naročila	ордер
naročila	наказ
naročila	порядок
naročila	замовлення
objavljene	опублікований
objavljene	оприлюднено
objavljene	опубліковано
kleti	підвал
podružnice	філії
podružnice	гілками
podružnice	гілки
karta	квиток
karta	квитків
karta	картка
karta	картку
poslanstvo	місія
amon	amon
amon	амон
venera	венера
kmetijski	аграрна
kmetijski	аграрний
budizem	буддизм
kršitev	порушення
kršitev	штурму
poskuse	експерименти
ilija	ілля
sloni	слони
sloni	слонів
pečat	печатка
pečat	печатки
pečat	емблема
pečat	котик
pečat	сіл
matra	matra
irsko	ірландський
irsko	irish
irsko	ірландська
irsko	ірландія
irsko	ірландії
spodbujanje	стимулювання
spodbujanje	стимуляції
spodbujanje	пропагують
spodbujanje	підвищення
spodbujanje	просування
spodbujanje	заохочення
spodbujanje	рекламувати
spodbujanje	просувати
spodbujanje	розповсюдити
kmeta	фермер
pripadala	належали
pripadala	належав
katsuura	кацуура
pivo	пиво
vrtec	садочок
hercegovine	герцеговини
hercegovine	герцеговина
absorbira	вбирає
absorbira	поглинає
znamenja	позначає
znamenja	прикмети
znamenja	знаки
znamenja	написи
bratranec	кузен
organe	органи
lepote	краса
lauda	лауда
slovesno	поважна
slovesno	урочистої
zakonodajo	законодавства
zakonodajo	законодавство
caroline	кароліна
caroline	керолайн
soares	соареш
raznolikost	різноманітність
raznolikost	diversity
raznolikost	різноманітності
raznolikost	різноманіття
raznolikost	різноманітність
raznolikost	сорти
raznolikost	різноманітності
romantike	романтика
nogo	нога
nogo	ногою
nogo	фут
nogo	пішки
nogo	лапка
nogo	ніжку
nogo	нога
nogo	нозі
nogo	ногу
krajša	коротше
krajša	виступи
lamborghini	lamborghini
sporna	фасаді
skladišče	склад
skladišče	зберігання
skladišče	носії
skladišče	сховище
northrop	northrop
islamski	ісламський
računalniška	computer
thomson	томсон
planete	планети
vega	вега
posvečeno	присвячується
posvečeno	присвяченого
posvečeno	присвячено
posvečeno	присвятив
kotu	кутку
kotu	куточок
kotu	куті
profile	профілі
naletel	натрапили
enciklopedije	енциклопедій
gif	gif
ogrodje	каркас
ogrodje	рамках
ogrodje	блок
ogrodje	кадр
ogrodje	рамка
prizore	краєвиди
temeljna	основне
temeljna	фундаментальні
izrecno	явно
izrecno	відверті
izrecno	явні
izrecno	спеціально
izrecno	конкретно
augustus	август
klubi	клуби
klubi	жир
klubi	клубів
kalijev	калію
toledo	toledo
potrditev	підтвердити
potrditev	підтвердження
potrditev	підтвердити
potrditev	перевірка
slapovi	водоспад
slapovi	водоспади
slapovi	водоспадів
rezidenca	резиденція
avstralijo	австралія
avstralijo	australia
avstralijo	австралії
uma	ума
baziliko	базиліка
portugalsko	португальська
portugalsko	португалії
portugalsko	португалія
strop	стелі
strop	стеля
hartmann	гартман
izdano	видала
izdano	виданий
izdano	випущено
označi	мітка
označi	позначити
označi	позначка
označi	квач
označi	кропивницький
spori	конфлікти
spori	конфліктів
spori	суперечки
grace	благодать
grace	милість
digitalna	цифрове
digitalna	digital
digitalna	цифрова
digitalna	цифровий
dur	dur
serra	серра
zmanjšana	меншає
zmanjšana	зменшено
zmanjšana	зведена
zlo	зла
zlo	злом
zlo	evil
zlo	зло
iowa	айова
pearl	перл
pearl	перли
pearl	перлина
pearl	перлини
centimetrov	сантиметрів
centimetrov	дюймів
centimetrov	дюйми
aaron	аарон
aaron	арон
gnezdo	гніздо
razdeljeni	розділена
razdeljeni	розділив
razdeljeni	поширюється
bere	читає
normandiji	нормандія
vest	сумління
vest	совісті
vest	совість
amy	емі
grič	пагорб
grič	хілл
grič	hill
grič	гілл
zdravilne	лікарські
koreji	корея
koreji	кореї
astronomi	астрономи
clay	глина
clay	клей
prvaki	чемпіони
jude	джуд
živec	нерв
fiat	fiat
pričakuje	очікується
magnetni	магнітний
magnetni	магнітна
sirije	сирія
sirije	сирії
bdo	bdo
plastike	пластмас
hmas	hmas
omejene	обмежені
omejene	обмежений
omejene	обмежена
duet	дует
duet	duo
slovaški	словацька
obalna	берегова
afriški	африканська
afriški	африканський
afriški	африканські
afriški	африканських
risbe	креслення
risbe	малюнки
vita	віта
fazah	стадії
fazah	діях
daljša	довший
daljša	довше
rolf	рольф
eksperimentalno	експериментальна
eksperimentalno	експериментальний
devica	діва
devica	діва
devica	богородиці
negativen	негативний
negativen	негативне
negativen	негативна
negativen	негатив
negativen	негативні
poceni	дешевий
poceni	дешево
bariton	баритон
pan	пан
pan	випічки
samostanov	монастирях
ploščice	плитка
ploščice	плиткою
ploščice	плитку
ploščice	плиток
ploščice	плитки
glock	glock
scena	сцени
scena	сцена
dietrich	дітріх
zadetek	бінго
zadetek	рахунок
zadetek	результат
zadetek	оцінка
zadetek	удар
zadetek	хіт
zadetek	влучити
zadetek	зачепив
zadetek	вдарив
fanta	хлопчики
magic	чарівна
magic	магія
magic	magic
drava	драва
vetrovi	вітри
vetrovi	метеоризм
ogromne	величезна
ogromne	величезний
ogromne	величезні
