और	et
गुण	attribuer
गुण	attributs
गुण	attribut
गुण	biens
गुण	propriété
गुण	propriétés
गुण	attributs
ग्रह	planete
ग्रह	planète
ग्रह	planete
ग्रह	planètes
महल	mahal
महल	forteresses
महल	palais
महल	palace
सिद्ध	prouvés
सिद्ध	prouvées
सिद्ध	prouvée
सिद्ध	éprouvé
सिद्ध	démontré
सिद्ध	prouvé
सिद्ध	siddha
बजाय	plutôt
निधन	décès
निधन	death
निधन	mort
भूषण	bhushan
बराबर	égale
बराबर	égaux
बराबर	égales
बराबर	égal
बराबर	égales
बराबर	égaux
बराबर	égal
बराबर	égale
मिनट	mn
मिनट	minutes
मिनट	minute
मिनट	mn
मिनट	min
फिल्मों	films
फिल्मों	cinéma
फिल्मों	ciné
व्यवसाय	entreprises
व्यवसाय	métier
व्यवसाय	profession
व्यवसाय	affaires
व्यवसाय	entreprise
व्यवसाय	entreprises
बनाई	recréé
संरक्षण	préservation
संरक्षण	conservation
संरक्षण	préservation
संरक्षण	conservation
संरक्षण	protection
शो	afficher
शो	montre
शो	montrer
शो	spectacle
प्रस्ताव	proposition
प्रस्ताव	propositions
प्रस्ताव	offrir
प्रस्ताव	offre
रिपोर्ट	signaler
रिपोर्ट	reportage
रिपोर्ट	rapport
रिपोर्ट	rapports
रिपोर्ट	reportages
अंग	orgue
अंग	organe
हिस्से	partie
हिस्से	fraction
मुस्लिम	musulmans
मुस्लिम	musulmane
मुस्लिम	musulman
रिकॉर्ड	enregistre
रिकॉर्ड	record
रिकॉर्ड	enregistrer
रिकॉर्ड	enregistrements
रिकॉर्ड	records
सरल	simple
सरल	simples
धातु	métal
धातु	métaux
धातु	metal
धातु	métallique
धातु	métalliques
धातु	métaux
परिषद	conseil
परिषद	confédération
शारीरिक	physique
शारीरिक	physiques
शारीरिक	somatiques
संघर्ष	antagonisme
संघर्ष	lutte
संघर्ष	conflits
संघर्ष	conflit
तकनीक	tech
तकनीक	technique
तकनीक	technologique
तकनीक	technologies
तकनीक	technologie
तकनीक	techniques
फल	fruitières
फल	fruits
फल	fruits
कैसे	comment
प्रकट	dévoiler
प्रकट	révéler
प्रकट	révèlent
कार्बनिक	bio
कार्बनिक	biologiques
कार्बनिक	biologique
कार्बनिक	organiques
कार्बनिक	organique
शाह	shah
विवरण	descriptif
विवरण	description
विवरण	détails
विवरण	détail
विवरण	détails
विवरण	détail
शादी	mariage
शादी	mariage
शादी	noces
शादी	mariages
उप	sub
पात्र	récipient
पात्र	conteneur
वेब	web
वेब	enchaînement
संसद	parlement
सन्दर्भ	références
सन्दर्भ	référence
सन्दर्भ	contexte
चेन्नई	chennai
परमाणु	nucléaires
परमाणु	nucléaire
परमाणु	molécule
परमाणु	atomiques
परमाणु	atomique
परमाणु	atome
परमाणु	atom
आक्रमण	envahir
आक्रमण	invasion
आक्रमण	invasions
आक्रमण	attaquez
आक्रमण	attaque
आक्रमण	attentat
आक्रमण	attack
आक्रमण	attaquer
कार	voitures
कार	voiture
कार	voitures
केरल	kerala
जांच	sonde
जांच	sondes
जांच	examiner
जांच	enquête
जांच	essai
जांच	test
जांच	épreuve
जांच	tester
पत्थर	stone
पत्थर	pierre
पत्थर	pierres
आठ	huit
आठ	eight
विषयों	sujets
विषयों	thèmes
टेनिस	tennis
पारंपरिक	traditionnelles
पारंपरिक	traditionnel
पारंपरिक	traditionnelle
पारंपरिक	traditionnels
अकादमी	académie
अकादमी	academy
सतह	surface
देव	dev
देव	deo
आचार्य	acharya
युक्त	ukraine
अभियान	campagnes
अभियान	campagne
घोषित	déclarées
घोषित	déclarée
घोषित	déclaré
घोषित	déclarés
घोषित	déclarer
घोषित	déclare
घोषित	déclarons
घोषित	déclarent
घोषित	annoncé
घोषित	annoncés
घोषित	annoncées
घोषित	annoncée
लिखी	ecrit
लिखी	écrite
लिखी	écrit
लिखी	écrites
लिखी	écrits
सिस्टम	système
सिस्टम	systèmes
किनारे	coins
किनारे	angles
किनारे	bords
किनारे	arêtes
किनारे	bord
किनारे	bordure
किनारे	arête
किनारे	edge
कार्बन	carbone
प्रतिक्रिया	réaction
प्रतिक्रिया	commentaires
प्रतिक्रिया	rétroaction
प्रतिक्रिया	réagis
प्रतिक्रिया	réagir
प्रतिक्रिया	réactifs
प्रतिक्रिया	réactive
प्रतिक्रिया	réactives
प्रतिक्रिया	réactif
प्रतिक्रिया	réponse
प्रतिक्रिया	réaction
गणित	mathématiques
गणित	mathématique
गणित	mathématiques
गणित	mathématicien
गणित	arithmétique
गणित	maths
गणित	mathématique
गणित	mathématiques
मौत	décès
मौत	death
मौत	mort
विवाद	controverse
विवाद	polémique
विवाद	controverses
विवाद	contentieux
विवाद	litiges
विवाद	conflits
विवाद	différends
विवाद	contestation
विवाद	litige
विवाद	conflit
विवाद	dispute
अली	ali
ग्रहण	éclipse
ग्रहण	éclipsé
ग्रहण	eclipse
तकनीकी	technique
तकनीकी	techniques
माँ	mamans
माँ	mères
माँ	maa
माँ	mère
माँ	mom
माँ	maman
माँ	mère
माँ	mere
माँ	maman
विष्णु	vishnu
मैदान	plains
मैदान	plaine
मैदान	plaines
मैदान	plaine
मैदान	terrain
मैदान	maïdan
मैदान	moulu
विमान	aviation
विमान	aéronautique
विमान	aéronefs
विमान	avion
विमान	avions
विमान	avion
सक्षम	activées
सक्षम	activés
सक्षम	activée
सक्षम	activé
सक्षम	capables
सक्षम	capable
वातावरण	environnement
वातावरण	atmosphère
वातावरण	ambiance
लागत	coût
लागत	coûts
लागत	coûts
अलीगढ़	aligarh
सीधे	hétéro
सीधे	directement
प्रेस	appuyez
प्रेस	presse
रोमन	romain
रोमन	romaine
रोमन	roman
रोमन	romaines
रोमन	romains
मील	mile
मील	milles
मील	kilomètres
मील	miles
लोकसभा	parlement
अज्ञात	inconnue
अज्ञात	inconnu
अज्ञात	inconnus
अज्ञात	inconnues
अज्ञात	anonyme
रेखा	ligne
रेखा	line
रेखा	rekha
पार	croisée
पार	croix
पार	traverser
पार	croisé
लेखन	écritures
लेखन	écrits
लेखन	ecrire
लेखन	rédaction
लेखन	écriture
लेखन	écrire
सेंट	cents
सेंट	centimes
बोली	bid
बोली	enchère
बोली	soumissions
नष्ट	détruite
नष्ट	détruits
नष्ट	détruit
नष्ट	détruites
नष्ट	détruit
नष्ट	détruisez
नष्ट	anéantir
नष्ट	détruire
परंपरा	tradition
परंपरा	traditions
राशि	montant
दृष्टिकोण	approche
दृष्टिकोण	démarche
भाव	émotions
भाव	émotion
भाव	geste
भाव	sens
हवा	brise
हवा	vent
हवा	éolien
हवा	éolienne
हवा	vents
पाठ	textes
पाठ	texte
पाठ	récitation
गठन	cadres
गठन	montures
गठन	ossature
गठन	cadre
नागरिक	civisme
नागरिक	citoyenne
नागरिक	civique
नागरिक	civiques
नागरिक	citoyenne
नागरिक	citoyen
अस्तित्व	existence
अस्तित्व	survie
अस्तित्व	survivre
अस्तित्व	existentielle
गंभीर	sérieux
गंभीर	serieux
गंभीर	graves
गंभीर	grave
गंभीर	sérieuse
गंभीर	critique
गंभीर	critiques
समझ	comprenez
समझ	comprendre
समझ	comprends
समझ	compréhension
समझ	compréhensif
समझ	comprendre
समझ	compréhensive
किस	baiser
किस	kiss
किस	bisou
प्रशासन	administration
आदेश	mandat
आदेश	injonction
आदेश	ordre
आदेश	commande
आदेश	commander
आदेश	ordonnances
आदेश	commandes
आदेश	ordres
सैन्य	armée
सैन्य	militaire
सैन्य	militaires
अंदर	interieur
अंदर	inside
अंदर	intérieur
अंदर	intérieure
अंदर	intérieur
छह	six
ग्रन्थ	textes
भाषाएँ	langues
भुगतान	payement
भुगतान	paiements
भुगतान	paiement
भुगतान	paiement
भुगतान	paiements
उनसे	eux
ध्वनि	sound
ध्वनि	sonore
ध्वनि	son
ध्वनि	sons
ध्वनि	bruits
निवास	résidence
निवास	résidences
अरबी	arabe
अरबी	arabes
हत्या	assassinats
हत्या	assassiner
हत्या	assassinat
हत्या	assassiner
हत्या	meurtre
हत्या	assassinat
हत्या	meurtres
हत्या	tuerie
हत्या	tuer
हत्या	assassiner
हत्या	massacrer
हत्या	tuer
दिखाया	montré
दिखाया	montré
पवित्र	saintes
पवित्र	sainte
पवित्र	sacré
पवित्र	saint
पवित्र	sacrées
पवित्र	sacrée
पवित्र	sacré
पवित्र	sacrés
विभाजित	divisé
विभाजित	divisée
विभाजित	divisées
विभाजित	divisés
विभाजित	diviser
विभाजित	scinder
विभाजित	split
विभाजित	scission
इकाई	unités
इकाई	unité
इकाई	unite
इकाई	unit
अम्ल	acid
अम्ल	acide
अम्ल	acidité
अम्ल	acides
आए	vint
प्रबंधक	gestionnaire
प्रबंधक	directeur
प्रबंधक	manager
प्रबंधक	directrice
प्रबंधक	gérant
प्रबंधक	directeurs
प्रबंधक	gestionnaires
प्रबंधक	dirigeants
वही	pareil
वही	meme
वही	identique
वही	mêmes
वही	même
संग्रहालय	musées
संग्रहालय	musées
संग्रहालय	musée
जीता	gagne
जीता	victoires
जीता	gagné
जीता	gagnée
जीता	gagnées
जीता	won
जीता	gagnés
मुद्रा	monnaie
मुद्रा	devise
मुद्रा	monnaies
मुद्रा	devises
मुद्रा	poser
मुद्रा	pose
मुद्रा	poses
मुद्रा	posent
मुद्रा	monnaie
मुद्रा	argent
मतलब	moyens
मतलब	signifie
युवा	jeunesse
युवा	jeunes
युवा	jeunes
युवा	jeune
शहरों	villes
अंतरिक्ष	espace
संचार	communication
संचार	communications
प्रसारण	diffusion
प्रसारण	radiodiffusion
प्रसारण	diffuser
प्रसारण	émissions
प्रसारण	diffusions
प्रसारण	radiodiffusion
प्रसारण	diffusion
फुटबॉल	football
नियमित	ordinaire
नियमित	régulière
नियमित	régulières
नियमित	régulier
व्याख्या	remarque
व्याख्या	note
व्याख्या	notez
व्याख्या	interprétation
व्याख्या	explication
व्याख्या	explications
शेष	restantes
शेष	restant
शेष	restants
शेष	gauche
दावा	réclamation
दावा	réclamer
दावा	revendication
दावा	revendiquer
दावा	réclamations
दावा	créances
दावा	allégations
दावा	revendications
मोबाइल	mobile
मोबाइल	portable
संभावना	chances
संभावना	probable
संभावना	probablement
संभावना	probabilités
संभावना	probabilité
संभावना	vraisemblance
दिवस	journée
दिवस	jour
दिवस	journee
विधायक	mla
विधायक	législateur
विधायक	législateurs
विधायक	législateur
तर्क	argumentation
तर्क	dispute
तर्क	argument
तर्क	arguments
तर्क	raisonnement
तर्क	raisonnements
तर्क	logique
तर्क	logiques
आपके	votre
आपके	vos
विरुद्ध	contre
विरुद्ध	against
परीक्षा	essai
परीक्षा	test
परीक्षा	épreuve
परीक्षा	tester
परीक्षा	examen
परीक्षा	examen
परीक्षा	examens
पाई	tarte
पाई	pie
पाई	tartes
महाभारत	mahabharata
खाद्य	comestibles
खाद्य	comestible
भविष्य	future
भविष्य	futures
भविष्य	futur
भविष्य	futurs
भविष्य	avenir
बिक्री	soldes
बिक्री	ventes
बिक्री	vente
बिक्री	soldes
बिक्री	vente
इंटरनेट	internet
कर्नाटक	karnataka
सम्मेलन	conférences
सम्मेलन	conférence
सम्मेलन	convention
रानी	reine
रानी	queen
सिटी	ville
सिटी	villes
अच्छे	bons
अच्छे	bien
अच्छे	bonne
अच्छे	bon
अच्छे	bonnes
तुम	vous
तुम	tu
तुम	toi
तुम	you
सिर	head
सिर	tête
सिर	têtes
दबाव	pression
दबाव	pressions
बोर्ड	planches
बोर्ड	planche
ख़ान	khan
नियुक्त	nommer
नियुक्त	engagée
नियुक्त	engagés
नियुक्त	embauché
नियुक्त	embauchés
नियुक्त	engagé
नियुक्त	désignés
नियुक्त	désigné
नियुक्त	nommé
नियुक्त	nommés
फरवरी	fevrier
फरवरी	février
फरवरी	fév
फरवरी	février
नेशनल	nationaux
नेशनल	national
नेशनल	nationale
नेशनल	nationales
उर्दू	ourdou
संसार	monde
संसार	mondial
संसार	mondiale
संसार	mondes
कोलकाता	kolkata
कोलकाता	calcutta
प्रतिनिधित्व	représentation
प्रतिनिधित्व	délégués
प्रतिनिधित्व	déléguées
प्रतिनिधित्व	délégué
प्रतिनिधित्व	déléguée
विचारों	idées
प्रेरित	inspiré
प्रेरित	inspirées
प्रेरित	inspirés
प्रेरित	inspirée
प्रेरित	motivée
प्रेरित	motivés
प्रेरित	motivé
प्रेरित	motivées
समारोह	cérémonie
समारोह	jamboree
मस्तिष्क	cerveaux
मस्तिष्क	cérébrale
मस्तिष्क	cerveau
मस्तिष्क	cervelle
घरेलू	domestiques
घरेलू	domestique
जेम्स	james
प्रायः	habituellement
प्रायः	généralement
प्रायः	souvent
मौसम	saisons
मौसम	temps
मौसम	météorologie
मौसम	météo
मौसम	climat
मौसम	intempéries
मौसम	saison
मौसम	saisons
अर्थात्	moyens
अर्थात्	signifie
भावना	émotions
भावना	émotion
भावना	sentiment
भावना	feeling
भावना	sensation
भावना	sentiment
भावना	esprit
भावना	spirit
गुणवत्ता	qualite
गुणवत्ता	qualité
छात्र	étudiant
छात्र	étudiante
छात्र	étudiants
छात्र	etudiant
खाना	alimentaire
खाना	nourriture
खाना	alimentation
मिले	trouvée
मिले	trouvé
मिले	trouvées
मिले	retrouvé
मिले	trouvés
मिले	rencontrée
मिले	rencontrées
मिले	rencontré
मिले	rencontrés
निर्वाचित	élue
निर्वाचित	élu
निर्वाचित	élues
निर्वाचित	élus
कैंसर	cancer
इटली	italie
सिद्धान्त	principes
सिद्धान्त	théories
सिद्धान्त	théorie
विरोधी	hostilité
विरोधी	hostile
विरोधी	hostiles
विरोधी	antagoniste
विरोधी	contraires
विरोधी	opposées
विरोधी	opposés
राजवंश	dynastie
संक्रमण	transition
संक्रमण	infections
संक्रमण	infection
घाटी	valley
घाटी	vallée
नियंत्रित	modéré
नियंत्रित	modérés
नियंत्रित	modérer
नियंत्रित	contrôlées
नियंत्रित	contrôlés
नियंत्रित	contrôlée
नियंत्रित	contrôlé
विलियम	guillaume
विलियम	william
विविध	varié
विविध	diversifié
विविध	diverses
विविध	diverses
विविध	divers
विकल्प	alternatives
विकल्प	options
विकल्प	option
उद्यान	parc
होगी	will
होगी	volonté
होगी	fera
होगी	sera
पशु	animaux
पशु	animale
पशु	animal
ज्यादातर	principalement
ज्यादातर	essentiellement
ज्यादातर	surtout
ईसाई	chrétiens
ईसाई	christianisme
ईसाई	chrétienne
ईसाई	christian
ईसाई	chrétien
प्रमाण	preuve
प्रमाण	preuves
प्रमाण	justificatif
प्रमाण	preuve
प्रमाण	preuves
याद	mémoriser
याद	souviens
कंपनियों	compagnies
कंपनियों	entreprises
कंपनियों	sociétés
मानसिक	voyante
मानसिक	psychique
मानसिक	psychiques
मानसिक	médium
मानसिक	mentale
मानसिक	mental
मानसिक	mentalement
रसायन	chimique
रसायन	chimiques
रसायन	chimie
रसायन	chimiques
रसायन	chimie
क्षेत्रफल	région
क्षेत्रफल	zone
क्षेत्रफल	domaine
प्रभावी	efficace
प्रभावी	efficaces
विज्ञापन	annonces
विज्ञापन	publicitaire
विज्ञापन	publicité
विज्ञापन	publicités
विज्ञापन	publicité
विज्ञापन	annonce
विज्ञापन	annoncer
विज्ञापन	annonces
विज्ञापन	publicités
ईश्वर	god
ईश्वर	dieu
आसानी	aisance
आसानी	facilité
अमरीका	amerique
अमरीका	amérique
शिकार	proies
शिकार	proie
शिकार	chasser
शिकार	chasse
शिकार	victime
रोगी	patiente
रोगी	patients
रोगी	patient
रूसी	russes
रूसी	russe
क्रांति	revolution
क्रांति	révolution
अधीन	sous
अधीन	under
गुप्त	gupta
गुप्त	secrets
गुप्त	secret
गुप्त	secrète
गुप्त	chiffrée
गुप्त	crypté
गुप्त	cryptée
गुप्त	chiffré
गुप्त	incognito
मंडल	mandala
ब्राह्मण	brahman
माने	crinière
माने	mane
हृदय	cardiaques
हृदय	cardiaque
हृदय	heart
हृदय	cœur
हृदय	coeur
आयोग	commissions
आयोग	commission
हिंदू	hindou
हिंदू	hindous
हिंदू	hindoue
शुद्ध	pures
शुद्ध	purs
शुद्ध	pur
शुद्ध	pure
तीसरे	troisieme
तीसरे	troisième
तीसरे	tiers
तीसरे	third
तीसरे	troisièmement
चर्च	églises
चर्च	eglises
चर्च	église
चर्च	eglise
अपेक्षा	attentes
कार्यालय	travaux
कार्यालय	travail
कार्यालय	travailler
कार्यालय	bureaux
कार्यालय	bureaux
कार्यालय	bureau
परिवहन	transports
परिवहन	transport
परिवहन	transports
परिवहन	transport
स्टार	étoile
स्टार	vedette
स्टार	etoiles
स्टार	star
स्टार	étoiles
वर्षा	précipitations
वर्षा	pluies
वर्षा	pluviométrie
वर्षा	pluies
वर्षा	rain
वर्षा	pluie
जनरल	gen
जनरल	généraux
जनरल	généralités
जनरल	générale
जनरल	général
संदेश	message
संदेश	messages
मार	assassiner
मार	massacrer
मार	tuer
मार	kill
मार	tuez
मार	tuer
मार	tue
परिचय	introduction
परिचय	introduction
परिचय	intro
उत्पत्ति	origine
उत्पत्ति	origines
उत्पत्ति	genèse
उत्पत्ति	genesis
उत्पत्ति	bouée
उत्पत्ति	bouées
मांग	exiger
देवता	divinité
सोवियत	soviétique
सोवियत	soviet
सोवियत	soviétiques
दौर	arrondi
दौर	ronde
दौर	rond
दौर	rondes
दौर	ronds
संचालन	opérations
संचालन	fonctionnement
संचालन	opération
भौगोलिक	géographique
भौगोलिक	géographiques
भौगोलिक	géographique
उपस्थित	participants
उपस्थित	actuel
उपस्थित	présent
उपस्थित	présents
उपस्थित	présente
उपस्थित	présenter
अस्पताल	hopital
अस्पताल	hôpital
अस्पताल	hospitalisation
अस्पताल	hôpitaux
अस्पताल	hôpital
अस्पताल	hôpitaux
परिवर्तित	changé
परिवर्तित	changée
परिवर्तित	modifié
परिवर्तित	modifiée
परिवर्तित	modifiées
परिवर्तित	modifiés
परिवर्तित	convertis
परिवर्तित	convertie
परिवर्तित	converti
पेश	présentant
स्वर	voyelles
स्वर	vocaux
स्वर	chant
स्वर	vocale
स्वर	vocal
स्वर	voyelles
स्वर	voyelle
लघु	logarithme
लघु	succincte
लघु	mineures
लघु	mineure
लघु	mineur
लाइन	ligne
लाइन	line
प्रश्न	requête
प्रश्न	question
प्रश्न	questions
आलोचना	critique
आलोचना	critiques
पहाड़ी	hill
पहाड़ी	colline
जालस्थल	site
पुरानी	ancienne
पुरानी	anciens
पुरानी	ancien
पुरानी	vieux
पुरानी	vieille
पुरानी	âgées
पुरानी	aîné
पसंद	signet
पसंद	choix
पसंद	aime
पसंद	signets
सुझाव	suggestions
सुझाव	agrégation
सुझाव	suggestion
सुझाव	recommandations
सुझाव	pourboires
सुझाव	astuces
सुझाव	trucs
सुझाव	conseils
खेती	moisson
खेती	récolte
खेती	vendanges
खेती	récoltes
खेती	labour
लिखने	ecrire
लिखने	rédaction
लिखने	écriture
लिखने	écrire
वर्णित	décrites
वर्णित	décrits
वर्णित	décrit
वर्णित	décrite
विभाजन	division
विभाजन	circonscription
विभाजन	divisions
विभाजन	cloisons
विभाजन	partition
विभाजन	cloison
प्रशासनिक	administratif
प्रशासनिक	administratives
प्रशासनिक	administratifs
विशेषता	attribuer
विशेषता	attributs
विशेषता	attribut
विशेषता	qualite
विशेषता	qualité
विशेषता	fonctionnalité
विशेषता	caractéristique
कठिन	ardue
कठिन	ardu
कठिन	difficiles
कठिन	dur
कठिन	hard
कठिन	difficile
कठिन	dure
कठिन	dur
कठिन	coriace
कठिन	difficiles
कठिन	difficile
कड़ी	lien
कड़ी	liens
कड़ी	enchaîner
कड़ी	chaîne
कड़ी	chaine
एकमात्र	sole
एकमात्र	semelle
ईरान	iranienne
ईरान	iran
क्षेत्रीय	régionales
क्षेत्रीय	régionaux
क्षेत्रीय	régional
जान	chéries
जान	connaitre
जान	connaître
जान	sais
जान	sachez
जान	savoir
लड़ाई	bataille
लड़ाई	combat
लड़ाई	lutte
लड़ाई	combattre
लड़ाई	combat
लड़ाई	bagarre
परिभाषित	définie
परिभाषित	définis
परिभाषित	définies
परिभाषित	défini
अंश	frac
अंश	fraction
ग्रामीण	rurales
ग्रामीण	ruraux
ग्रामीण	rurale
ग्रामीण	rural
रोड	routier
रोड	route
रोड	chemin
प्रस्तावित	proposée
प्रस्तावित	proposé
प्रस्तावित	proposées
प्रस्तावित	proposés
गायक	chanteur
गायक	chanteuse
इस्लाम	islamisme
इस्लाम	islam
समुद्री	marin
समुद्री	marins
समुद्री	marine
समझा	compris
उनको	eux
उपयोगी	utile
उपयोगी	utiles
उपयोगी	serviable
उपयोगी	utile
उपयोगी	utiles
उपयोगी	utilitaire
उपयोगी	utilité
कोशिका	cell
कोशिका	cellules
कोशिका	cellule
केंद्रीय	central
केंद्रीय	centrale
सत्र	session
सत्र	séance
सत्र	séances
सत्र	sessions
नारायण	narayana
नारायण	narayan
मिश्र	égypte
मिश्र	egypte
मिश्र	mishra
मिश्र	égyptiens
मिश्र	égyptienne
मिश्र	égyptien
पहुँच	accès
पहुँच	accéder
पहुँच	portée
पहुँच	atteindre
पहुँच	accessibilité
मेरा	miens
मेरा	mine
मेरा	mienne
मेरा	mien
मिस्र	égypte
मिस्र	egypte
मिस्र	égyptiens
मिस्र	égyptienne
मिस्र	égyptien
गणराज्य	république
छात्रों	étudiants
छात्रों	etudiants
छात्रों	élèves
पुराना	ancienne
पुराना	anciens
पुराना	ancien
पुराना	vieux
पुराना	vieille
पुराना	âgées
पुराना	aîné
जम्मू	jammu
तेज	rapide
तेज	rapidement
तेज	vite
तेज	rapidité
तेज	rapides
सम्राट	empereur
सम्राट	empereurs
नवंबर	novembre
नवंबर	novembre
नवंबर	nov
कारणों	raisons
सर	messire
सर	monsieur
प्रवाह	flux
प्रवाह	débit
प्रवाह	flow
प्रवाह	écoulement
अपराध	offense
अपराध	infraction
अपराध	délit
अपराध	confession
अपराध	aveux
अपराध	confesser
अपराध	aveu
अपराध	délit
अपराध	délinquance
अपराध	criminalité
अपराध	crime
अमेरिकन	américaine
अमेरिकन	américain
अमेरिकन	américaines
अमेरिकन	américains
व्यक्तित्व	personnalité
जन	jan
जन	yann
यूनाइटेड	unie
यूनाइटेड	unis
यूनाइटेड	unies
जापानी	japon
जापानी	japonais
जापानी	japonaise
जापानी	japonaises
रॉक	rocheux
रॉक	rock
लंबी	tall
लंबी	longues
लंबी	longs
लंबी	longue
लंबी	longtemps
लंबी	long
गेम	jeux
गेम	jeu
गेम	gibier
गेम	match
गेम	jeu
गेम	jeux
अन्दर	interieur
अन्दर	inside
अन्दर	intérieur
संपत्ति	biens
संपत्ति	propriété
संपत्ति	actif
संपत्ति	actifs
संक्षिप्त	abréviation
संक्षिप्त	bref
संक्षिप्त	brèves
संक्षिप्त	brève
संक्षिप्त	concis
संक्षिप्त	concises
संक्षिप्त	concision
संक्षिप्त	concise
क्यों	pourquoi
क्यों	why
गलत	incorrect
गलत	inexacte
गलत	incorrecte
गलत	erroné
गलत	faux
गलत	tort
गलत	mal
गलत	erroné
गलत	faux
गलत	fausse
गलत	false
गलत	fausses
वर्मा	varma
वर्मा	verma
सर्वोच्च	supreme
सर्वोच्च	suprême
सर्वोच्च	suprêmes
लेना	lena
भौतिकी	physique
वाहन	véhicules
वाहन	véhicule
फ़िल्में	films
फ़िल्में	cinéma
फ़िल्में	ciné
सैनिक	soldat
सैनिक	armée
सैनिक	militaire
सैनिक	militaires
डेटा	données
स्थिर	statique
स्थिर	statiques
स्थिर	stable
दूध	lait
अशोक	ashoka
मानना	croyez
मानना	croire
मानना	croient
मानना	crois
रखना	maintenir
रखना	garder
रखना	conserver
बाह्य	externe
बाह्य	extérieurs
बाह्य	extérieur
बाह्य	extérieure
बाह्य	externes
उपस्थिति	fréquentation
उपस्थिति	présence
उपस्थिति	assiduité
उपस्थिति	participation
उपस्थिति	présence
समूहों	groupes
आये	vint
चूंकि	depuis
चूंकि	puisque
होटल	hôtel
होटल	hôtels
उच्चारण	prononciation
साहित्यिक	littéraire
साहित्यिक	littéraires
पुरुषों	masculins
पुरुषों	hommes
पुरुषों	homme
पुरुषों	mens
वृक्ष	sapin
वृक्ष	arbre
वृक्ष	arborescence
वृक्ष	arbres
वृक्ष	arbres
निवेश	investissement
निवेश	investir
निवेश	investisseurs
निवेश	investisseur
निवेश	investissement
निवेश	investissements
निवेश	investissements
निवेश	investissement
तत्वों	éléments
तत्वों	eléments
सत्य	satya
सत्य	verite
सत्य	vérité
दार्शनिक	philosophes
दार्शनिक	philosophe
पुराण	purana
सौ	hundred
सौ	centaine
सौ	cent
आंतरिक	interieur
आंतरिक	intérieur
आंतरिक	intérieurs
आंतरिक	internes
आंतरिक	interne
निकल	nickel
प्रत्यक्ष	évident
प्रत्यक्ष	évidence
प्रत्यक्ष	évidente
प्रत्यक्ष	directe
प्रत्यक्ष	directement
प्रत्यक्ष	direct
प्रत्यक्ष	directs
मित्र	amies
मित्र	amis
मित्र	ami
मित्र	amie
मित्र	amis
दर्द	souffrance
दर्द	douleur
दर्द	peine
दर्द	douleurs
बिजली	electricité
बिजली	électricité
बिजली	éclairs
बिजली	allégement
बिजली	foudre
बिजली	lightning
बिजली	éclairs
बिजली	éclair
बिजली	foudre
कार्ड	cartes
कार्ड	accord
कार्ड	corde
बिंदु	points
बिंदु	dot
बिंदु	point
बुद्ध	bouddha
स्टेडियम	stades
स्टेडियम	stade
स्टेडियम	stadium
हजार	millier
हजार	mille
हजार	milliers
अभाव	absence
रिलीज़	release
रिलीज़	libération
रिलीज़	libèrent
रिलीज़	communiqués
रिलीज़	rejets
शांति	paix
वितरण	livraison
वितरण	livraisons
वितरण	accouchement
वितरण	répartition
वितरण	distribution
आय	revenus
आय	revenu
आय	recettes
आय	gains
आय	salaire
आय	revenu
आय	revenus
फाइनल	définitif
फाइनल	finale
फाइनल	final
फाइनल	définitive
फाइनल	finale
फाइनल	finals
फाइनल	finales
टेलीविजन	téléviseur
टेलीविजन	télévision
टेलीविजन	télé
दैनिक	quotidien
दैनिक	quotidiens
दैनिक	journalier
दैनिक	quotidienne
न्याय	justice
फूल	fleurs
फूल	fleurs
फूल	fleur
कल्पना	visualiser
कल्पना	visualisation
कल्पना	imagination
प्राप्ति	acquisition
प्रसार	propagation
प्रसार	répandre
दिल	dil
दिल	heart
दिल	cœur
दिल	coeur
दिल	coeurs
दिल	cœur
दिल	cœurs
दिल	coeur
गाने	chanson
गाने	chansons
सुंदर	beau
सुंदर	superbe
सुंदर	magnifiques
सुंदर	magnifique
सुंदर	belle
सुंदर	joli
सुंदर	jolie
सुंदर	jolies
सुंदर	beau
सुंदर	séduisant
यानि	moyens
यानि	signifie
हाउस	maison
अफ़्रीका	afrique
इच्छा	désir
इच्छा	désirs
इच्छा	désirer
इच्छा	envies
भार	poids
खंड	section
खंड	bloquer
खंड	block
खंड	bloc
खंड	blocage
मिश्रण	mix
मिश्रण	mélanger
मिश्रण	mélange
मिश्रण	mixage
मिश्रण	mélange
मिश्रण	mélanger
मिश्रण	mélange
समर्पित	dédiée
समर्पित	dévoué
समर्पित	dédié
समर्पित	dédiés
समर्पित	dévouée
पहुंच	accès
पहुंच	accéder
स्मारक	monuments
स्मारक	monument
व्यास	diamètre
व्यास	diamètres
प्यार	aime
प्यार	amour
प्यार	aimer
प्यार	love
प्यार	aimant
प्यार	aimer
प्यार	affectueux
लखनऊ	lucknow
आन्दोलन	mouvements
आन्दोलन	movement
आन्दोलन	mouvement
मंत्रालय	ministère
आत्मा	âmes
आत्मा	ame
आत्मा	soul
आत्मा	âme
आत्मा	esprit
आत्मा	spirit
हे	salut
हे	hé
हे	hey
पक्षी	oiseau
पक्षी	oiseaux
पक्षी	bird
निवासी	habitants
निवासी	résidente
निवासी	résidant
निवासी	résident
निवासी	résidents
निवासी	résidants
निवासी	habitants
निवासी	résidents
अंततः	éventuellement
अंततः	finalement
डेविड	alain
डेविड	laurent
डेविड	sylvie
