筋	τένοντες
亞馬遜	αμαζόνιο
眼淚	δάκρυ
眼淚	δάκρυα
特赦	αμνηστία
電影院	κινηματογράφους
電影院	θέατρο
電影院	θεατρο
電影院	κινηματογράφο
電影院	σινεμά
電影院	κινηματογράφος
休假	φύγε
休假	αφήσω
海牙	χάγης
海牙	χάγη
口音	προφορά
領導者	ηγέτης
領導者	leader
領導者	αρχηγός
領導者	αρχηγοί
領導者	ηγέτες
言語	λογια
言語	λόγια
言語	λέξεις
肢	άκρο
肢	άκρα
王座	θρόνος
王座	θρόνο
拆解	διάλυση
容忍	ανεκτικότητα
容忍	ανοχή
容忍	ανεκτό
容忍	ανεκτή
四重奏	κουαρτέτο
核糖	ριβόζη
偏好	προτίμηση
偏好	προτιμούσε
偏好	προτιμήσεις
偏好	προτιμήσεων
糖果	γλυκά
糖果	γλυκά
糖果	καραμέλες
糖果	καραμέλα
糖果	κάντυ
山寨	αγροικία
山寨	εξοχικό
擾動	αναταραχή
擾動	διαταραχή
擾動	διαταραχές
擾動	ταραχές
擾動	διαταραχές
利潤	κέρδος
利潤	κέρδη
利潤	αποδοτικότητα
利潤	κερδοφορία
利潤	κέρδη
範例	παραδείγματα
範例	παράδειγμα
範例	παραδειγμα
弊	κατάδικους
弊	κατάδικοι
施政	διακυβέρνηση
切換	εναλλαγή
切換	διακόπτης
切換	διακόπτη
切換	εναλλαγή
瘟疫	πανούκλα
瘟疫	πανώλη
瘟疫	πανούκλα
瘟疫	μάστιγα
捍衛	υπερασπιστεί
奔跑	τρέχει
奔跑	τρέχοντας
奔跑	τρέχω
奔跑	τρέξιμο
括號	παρένθεση
震驚	συγκλονιστικό
震驚	συγκλονιστική
震驚	σοκαριστικό
震驚	σοκ
震驚	σοκαρισμένος
貨櫃	κοντέινερ
貨櫃	δεξαμενή
貨櫃	δοχείο
貨櫃	δοχεία
貨櫃	εμπορευματοκιβώτια
貨櫃	κοντέινερ
貨櫃	περιέκτες
協作	συνεργαστείτε
協作	συνεργασίες
郵件	αλληλογραφία
郵件	ταχυδρομείο
郵件	mail
無視	αγνοήστε
無視	αγνόησε
無視	αγνοήσω
無視	αδιαφορία
無視	αγνοώντας
代理人	παράγοντες
代理人	πράκτορες
代理人	πληρεξούσιος
代理人	διαμεσολαβητή
代理人	πράκτορας
代理人	πράκτορα
材質	υλικά
材質	υλικό
呂宋	λουζόν
美味	γευστικό
美味	νόστιμο
美味	νόστιμα
美味	νόστιμη
美味	νόστιμο
美味	νόστιμα
美味	νόστιμο
美味	νόστιμα
虧損	απώλειες
虧損	απώλεια
虧損	ζημία
虧損	απώλειες
虧損	ήττες
虧損	ζημίες
虧損	έλλειμμα
熔	λιώσει
熔	λιώσιμο
口袋	τσέπης
口袋	τσέπη
口袋	τσέπες
口袋	θύλακες
蜜蜂	μέλισσες
蜜蜂	μπι
蜜蜂	μέλισσα
吸入	εισπνοή
吸入	εισπνοή
瑜伽	γιόγκα
安第斯山脈	άνδεις
硫磺	θειάφι
硫磺	θείο
硫磺	θειάφι
硫磺	θείο
硫磺	θείου
快艇	ταχύπλοα
快艇	ταχύπλοο
茉莉	μόλυ
茉莉	molly
茉莉	μόλι
茉莉	μόλλυ
療法	θεραπεία
療法	θεραπείες
包機	ναύλωσε
注意力	προσοχή
注意力	προσοχη
狐狸	φοξ
狐狸	fox
狐狸	αλεπού
石灰岩	ασβεστόλιθο
閏	άλμα
站立	όρθια
站立	όρθιος
站立	όρθιοι
站立	στέκεται
站立	σταθεί
站立	stand
鼓吹	συνήγορος
吞噬	καταβροχθίζει
風車	ανεμόμυλο
風車	ανεμόμυλους
印度支那	ινδοκίνα
同化	αφομοιώσουν
同化	αφομοιωθεί
同化	αφομοίωση
對峙	αντιπαράθεση
常年	πολυετείς
鍋	ποτ
鍋	χόρτο
鍋	γλάστρα
職責	δασμός
職責	καθήκον
職責	δασμοί
職責	καθήκοντα
孵化	επώαση
孵化	επώασης
孵化	εκκολαφθεί
孵化	επώασης
孵化	καταπακτή
孵化	χατς
文藝復興	αναγέννηση
忠誠	πιστοί
忠誠	πιστός
忠誠	πιστό
忠誠	πιστή
忠誠	πίστη
忠誠	αφοσίωση
忠誠	πιστοί
忠誠	πιστός
忠誠	πιστό
忠誠	πιστή
祖國	πατρίδα
祖國	πατρίδα
休士頓	χιούστον
供電	ηλεκτρισμού
供電	ηλεκτρισμός
四肢	άκρα
莎莉	σάλι
莎莉	σάλλυ
視窗	windows
視窗	παραθύρων
視窗	παράθυρα
視窗	παράθυρο
抗原	αντιγόνο
抗原	αντιγόνα
老化	γήρανσης
老化	γήρανση
老化	γήρανσης
老化	γήρανση
多哈	ντόχα
守護者	κηδεμόνας
守護者	φύλακας
守護者	φύλακα
守護者	φύλακες
經紀人	μεσίτης
仇恨	μίσος
仇恨	μίσος
仇恨	μισώ
矮人	νάνος
矮人	νάνο
琵琶	pipa
不規則	παράτυπο
菩提	μπόντι
穩定性	σταθερότητας
穩定性	σταθερότητα
混沌	χάος
鑰匙	κλειδί
鑰匙	πλήκτρο
鑰匙	κλείδα
世襲	κληρονομικό
世襲	κληρονομική
櫻桃	κεράσι
櫻桃	τσέρι
櫻桃	κεράσια
執事	ντίκον
哀悼	συλλυπητήρια
哀悼	πένθος
摩托車	μοτοσυκλέτα
摩托車	μοτοσικλέτα
摩托車	μηχανάκι
摩托車	μοτοσυκλέτα
摩托車	μοτοσικλέτα
摩托車	μοτοσικλέτες
加重	επιβαρυντικές
地雷	νάρκες
地雷	ορυχεία
地雷	νάρκες
大亨	μεγιστάνας
大亨	μεγιστάνας
安慰	άνεση
安慰	παρηγοριά
空手道	καράτε
乾燥	ξηρή
乾燥	στεγνά
乾燥	ξηρά
乾燥	στεγνό
乾燥	ξηρό
乾燥	ξήρανση
點數	πιστώσεις
點數	σημεία
點數	βαθμοί
點數	πόντοι
警示	καταχωρίσεις
警示	ειδοποιήσεις
警示	ειδοποίηση
警示	συναγερμός
潛力	δυνατότητες
潛力	δυναμικό
開墾	ανάκτηση
勞倫斯	λόρενς
勞倫斯	λώρενς
班級	τάξεις
班級	μαθήματα
班級	κλάσεις
班級	τάξη
班級	κλάση
班級	μάθημα
長年	πολυετείς
低溫	υποθερμία
低溫	κρυογονική
奧斯汀	ώστιν
奧斯汀	όστιν
推算	παρέκταση
送出	αποστολή
送出	στείλε
送出	στείλτε
送出	στείλω
管理者	μάνατζερ
管理者	διαχειριστής
管理者	διευθυντής
管理者	διαχειριστές
管理者	διευθυντές
哈桑	χασάν
委派	εκχώρηση
委派	ανάθεση
卸	αποβίβαση
卸	εκφόρτωση
聚焦	εστιάζοντας
聚焦	επικέντρωση
聚焦	εστίαση
聚焦	εστίαση
全景	panorama
全景	πανοραμική
佐賀	σάγκα
後宮	χαρέμι
佛羅里達	φλόριδα
佛羅里達	florida
佛羅里達	φλόριντα
誤導	παραπλάνηση
誤導	παραπλανητική
誤導	παραπλανητικό
誤導	παραπλανητικές
工地	site
比丘	πίτσου
腎	νεφρά
腎	νεφρική
腎	νεφρό
腎	νεφρών
腎	νεφρά
波恩	βόννη
回憶錄	απομνημονεύματα
回憶錄	απομνημονεύματα
鈎	γάντζο
鈎	αγκίστρι
鈎	χουκ
鈎	γάντζους
觸發	έναυσμα
觸發	σκανδάλη
觸發	ενεργοποιήθηκε
觸發	ενεργοποιεί
未婚	ανύπαντρη
未婚	ανύπαντρος
香水	αρώματα
香水	άρωμα
香水	άρωμα
香水	αρώματα
美式	αμερικανική
美式	αμερικάνικα
美式	αμερικανός
美式	αμερικάνος
美式	αμερικάνικο
美式	αμερικανοί
診所	κλινικές
診所	κλινική
大膽	τολμηρός
大膽	τολμηρό
大膽	τολμηρή
胚胎	έμβρυο
胚胎	έμβρυα
感知	αντίληψη
感知	αντιλαμβάνονται
感知	αντιλήψεις
違規	παραβίαση
違規	ρήγμα
違規	παραβίαση
鈣	ασβέστιο
民主化	εκδημοκρατισμός
民主化	εκδημοκρατισμό
民主化	εκδημοκρατισμού
民主化	εκδημοκρατισμός
民主化	εκδημοκρατισμό
關節	άρθρωση
關節	αρθρώσεων
關節	αρθρώσεις
淡出	ξεθωριάζει
淡出	ξεθωριάζουν
煤礦	κάρβουνο
煤礦	άνθρακας
煤礦	άνθρακα
學期	εξάμηνο
學期	όρος
占卜	μαντεία
官司	αγωγή
官司	μήνυση
侵蝕	διάβρωση
後勤	εφοδιαστικής
後勤	υλικοτεχνική
後勤	υλικοτεχνική
固體	συμπαγής
固體	στερεό
固體	στερεά
固體	συμπαγές
固體	στερεά
寄宿	επιβίβαση
鼻子	μύτη
芝麻	σουσάμι
瓷器	πορσελάνη
諜	κατάσκοπος
諜	κατάσκοπο
訂單	τάξη
訂單	παραγγελία
訂單	σειρά
訂單	διαταγή
訂單	παραγγελίες
訂單	διαταγές
訂單	εντολές
特權	προνόμιο
特權	προνόμια
漁民	αλιέων
漁民	αλιείς
漁民	ψαράδες
漁民	αλιείς
漁民	ψαράς
漁民	ψαρά
水解	υδρόλυσης
痕跡	ίχνη
猩猩	γορίλας
猩猩	γορίλα
猩猩	ουρακοτάγκος
猩猩	πίθηκος
證人	μάρτυρες
證人	μάρτυς
證人	μάρτυρας
證人	μάρτυρα
日內瓦	γενεύη
梅森	μέισον
梅森	mason
本體	οντολογία
女巫	μάγισσα
擁抱	αγκαλιά
擁抱	αγκαλιά
擁抱	αγκάλιασε
擁抱	αγκαλιές
西邊	δυτικά
西邊	δυτική
西邊	γουέστ
西邊	δύση
滑行	glide
出國	εξωτερικό
陣列	συστοιχίες
陣列	συστοιχία
耐心	υπομονή
紡織	υφαντικές
紡織	κλωστοϋφαντουργικά
紡織	κλωστοϋφαντουργία
紡織	υφάσματα
潛水	καταδύσεις
潛水	βουτιές
潛水	βουτιά
潛水	κατάδυση
潛水	βουτιά
潛水	κατάδυση
合法性	νομιμότητα
合法性	νομιμοποίηση
合法性	νομιμότητα
合法性	νομιμότητα
竇	σκύλος
竇	σκυλί
吸引力	ελκυστικότητα
吸引力	προσέλκυση
吸引力	αξιοθέατο
吸引力	έλξης
吸引力	έλξη
吸引力	ελκυστικό
吸引力	ελκυστικός
吸引力	ελκυστικά
吸引力	ελκυστικό
吸引力	ελκυστική
吸引力	ελκυστικός
甘蔗	ζαχαροκάλαμο
甘蔗	ζαχαροκάλαμο
甘蔗	μπαστούνι
哭泣	κραυγή
哭泣	κλάμα
哭泣	κλαις
哭泣	κλαίω
哭泣	κλαίει
哭泣	κλάμα
哭泣	κλαίω
哭泣	κλαίγοντας
賭博	τζόγος
賭博	τζόγο
賭博	τζόγος
功效	αποτελεσματικότητα
成型	σχηματίζεται
腫瘤	όγκος
腫瘤	όγκος
紀律	πειθαρχία
酷刑	μαρτύριο
酷刑	βασανιστήριο
酷刑	βασανιστήρια
酷刑	βασανισμό
口服	στοματική
口服	προφορική
口服	στοματικό
廣東話	καντονέζικα
嚴謹	αυστηρός
嚴謹	αυστηρή
嚴謹	αυστηρά
嚴謹	αυστηρό
嚴謹	αυστηροί
三叉戟	τρίαινα
展品	έκθεμα
展品	εκθέματα
展品	εκθέματα
仰光	yangon
豁免	εξαίρεση
豁免	απαλλαγή
豁免	ανοσία
豁免	ασυλία
豁免	εξαιρέσεις
豁免	απαλλαγές
豁免	ασυλίες
史詩	επική
史詩	επικό
推斷	παρέκταση
推斷	συναχθεί
暹羅	σιαμαία
暹羅	σιάμ
鑄造	κάστινγκ
刪去	διαγραφή
礦物	ορυκτά
礦物	ορυκτά
礦物	ορυκτών
礦物	ορυκτό
麻醉	αναισθητικό
麻醉	αναισθητικό
麻醉	αναισθησία
加深	εμβάθυνση
加深	βαθαίνει
攝政	αντιβασιλέας
攝政	αντιβασιλέα
褶	πλισέ
芳香	αρωματικές
芳香	αρωματικά
芳香	αρωματικούς
芳香	αρωματικό
芳香	άρωμα
芳香	άρωμα
民謠	μπαλάντα
明文	ρητή
服務業	υπηρεσίες
守衛	φρουροί
守衛	φύλακες
守衛	φύλακα
守衛	φρουρός
守衛	φρουρά
守衛	φύλακας
氣球	μπαλόνι
氣球	αερόστατο
氣球	μπαλόνια
籃板	ριμπάουντ
遣返	επαναπατρισμού
遣返	επαναπατρισμό
倫理	ηθικό
倫理	ηθική
倫理	δεοντολογία
倫理	ηθική
一幕	σκηνή
一幕	σκηνη
摸	άγγιγμα
摸	αφή
投放	παράδοση
神學院	ιεροδιδασκαλείο
憲政	συνταγματικά
憲政	συνταγματικό
憲政	συνταγματική
瀋陽	σενγιάνγκ
艾瑪	έμμα
艾瑪	έμα
艾瑪	εμα
類比	ανάλογο
類比	αναλογική
類比	αναλογικά
類比	αναλογικό
雅加達	τζακάρτα
對照	αντίθεση
膨脹	επέκταση
營利	κέρδος
營利	κέρδη
營利	αποδοτικότητα
營利	κερδοφορία
良心	συνείδηση
位移	μετατόπιση
招標	τρυφερό
招標	τρυφερή
招標	τρυφερός
招標	πορνεία
波羅的海	βαλτική
波羅的海	βαλτικής
雨傘	ομπρέλα
雨傘	ομπρέλες
花生	φιστίκι
花生	φυστίκια
花生	φιστίκια
閃光	φλας
閃光	λάμψη
閃光	flash
閃光	αναλαμπή
和弦	χορδή
和弦	χορδές
子爵	υποκόμη
子爵	υποκόμη
削減	περικοπές
削減	κοπή
削減	κόψιμο
削減	κόψτε
削減	κομμένα
削減	κόψιμο
削減	κόψω
削減	τεμάχια
削減	περικοπές
削減	κοψίματα
視察	έλεγχοι
視察	επιθεωρήσεις
視察	επιθεώρηση
視察	επιθεώρησης
髮型	τρίχα
髮型	τρίχες
髮型	μαλλιά
髮型	χτένισμα
里根	ρήγκαν
里根	ρέιγκαν
里根	ρίγκαν
叛變	ανταρσία
殘酷	σκληρός
殘酷	σκληρό
殘酷	σκληρή
殘酷	βαρβαρότητα
殘酷	σκληρότητα
殘酷	βάναυσο
殘酷	βάναυση
殘酷	βάρβαρο
牧場	ράντσο
單身	single
單身	ενιαία
大自然	φύση
大自然	φυση
犀	ρινόκερος
九個	εννέα
九個	εννιά
九個	nine
雇用	μίσθωση
雇用	πρόσληψη
雇用	προσλήψεις
雇用	μίσθωση
悲傷	θλίψη
悲傷	λύπη
悲傷	θλιμμένος
悲傷	λυπημένος
悲傷	λυπηρό
悲傷	θλιβερό
悲傷	λυπημένη
僧侶	μοναχός
僧侶	μονκ
僧侶	μοναχούς
僧侶	μοναχοί
恐嚇	εκφοβισμό
恐嚇	εκφοβισμός
沒收	κατάσχεση
沒收	κατασχέθηκε
沒收	κατάσχεσε
沒收	κατασχέθηκαν
粉紅	ροζ
反向	όπισθεν
反向	αντίστροφο
反向	αντίστροφη
反向	αντιστροφή
反向	αναστροφή
原油	ακατέργαστο
原油	ακατέργαστη
原油	ακατέργαστα
原油	αργού
浴	κολύμβησης
浴	κολύμβηση
浴	μπάνιο
浴	λουτρό
感恩	ευγνωμοσύνη
感恩	ευγνώμων
感恩	ευγνώμονες
感恩	ευγνώμων
感恩	ευγνώμονες
生氣	θυμωμένος
生氣	θυμωμένη
生氣	οργισμένος
生氣	θυμωμένοι
星期天	κυριακές
星期天	κυριακή
塵埃	σκόνη
平滑	λεία
平滑	λείο
平滑	ομαλή
平滑	λειαντικό
平滑	εξομάλυνση
加速器	επιταχυντής
加速器	επιταχυντή
弩	τόξο
穆爾	μουρ
薄弱	αδυναμίες
薄弱	αδυναμία
薄弱	αδύναμη
薄弱	αδύναμο
薄弱	αδύναμος
薄弱	αδύναμοι
指明	προσδιορίζει
謊言	ψέμα
謊言	ψέματα
謊言	ψέμματα
宙斯	δία
宙斯	δίας
越共	βιετκόνγκ
野獸	τέρας
野獸	θηρίο
野獸	κτήνος
填充	πλήρωσης
填充	πλήρωση
填充	γέμιση
填充	γέμισμα
填充	γεμίσει
填充	συμπληρώστε
起因	προκαλεί
起因	αιτίες
起因	αίτια
水分	υγρασία
縫	ράψιμο
高分子	πολυμερές
反省	αντανάκλαση
敲	τοκ
敲	νοκ
頂端	κορυφαία
頂端	τοπ
頂端	top
頂端	κορυφή
角落	γωνιακό
角落	γωνιά
角落	γωνία
角落	γωνιές
角落	γωνίες
淋巴	λεμφικό
狂熱	φανατισμό
郵輪	κρουαζιέρες
郵輪	κρουαζιέρα
燈光	φώτα
燈光	φως
燈光	light
燈光	ελαφρύ
燈光	ελαφριά
燈光	φώς
瑪利亞	μαρία
瑪利亞	μαρια
抗衡	αντίβαρο
太陽能	ηλιακές
太陽能	ηλιακό
太陽能	ηλιακή
儲備	αποθέματα
儲備	αποθεματικό
儲備	αποθεματικά
儲備	απόθεμα
儲備	ρεζέρβα
儲備	αποθεματικό
反對派	αντιπολίτευσης
反對派	αντίθεση
反對派	αντιπολίτευση
舵	πηδάλιο
舵	πηδάλιο
池塘	λιμνούλα
池塘	λίμνη
講話	λόγος
講話	ομιλία
離任	απερχόμενος
激發	εμπνεύσει
激發	τόνωση
禁忌	ταμπού
禁忌	απαγορεύεται
禁忌	απαγορευμένα
禁忌	απαγορευμένη
禁忌	απαγορευμένο
禁忌	ταμπού
邪教	λατρεία
邪教	αίρεση
醚	αιθέρα
醚	αιθέρες
噴	σπρέι
榮耀	δοξα
榮耀	δόξα
偽裝	μεταμφίεση
偽裝	καμουφλάζ
偽裝	μεταμφιέσεις
鳩	περιστέρι
叛軍	επαναστάτης
叛軍	επαναστάτη
叛軍	αντάρτες
叛軍	επαναστάτες
家園	πατρίδα
波動	διακύμανση
波動	πτητικές
波動	διακυμάνσεις
波動	μεταβλητότητας
波動	αστάθεια
波動	μεταβλητότητα
層次	στρώσεις
層次	στρώματα
層次	επίπεδο
層次	στάθμη
層次	level
矽	πυρίτιο
矽	πυριτίου
矽	σιλικόνη
繡	κέντημα
繡	κεντημένα
匹茲堡	πίτσμπουργκ
笨	ηλίθια
笨	ηλίθιο
少了	λιγότερο
少了	λιγότερες
少了	λιγότερα
康復	γιατρειά
康復	επούλωση
康復	αναμόρφωση
康復	επανένταξη
康復	αποκατάσταση
康復	ανάκαμψη
康復	ανάκτηση
康復	ανάρρωση
布希	bush
布希	μπους
布希	θάμνος
布希	θάμνο
欺騙	εξαπατήσει
欺騙	εξαπάτηση
欺騙	κλεψιά
欺騙	κλέψιμο
欺騙	εξαπάτηση
欺騙	απάτη
磁性	μαγνητικές
磁性	μαγνητική
磁性	μαγνητικά
磁性	μαγνητικό
磁性	μαγνητισμό
內政	εσωτερικό
內政	εσωτερικών
花朵	άνθη
花朵	λουλούδια
花朵	άνθος
花朵	λουλούδι
造訪	επισκέπτης
炸藥	δυναμίτης
炸藥	δυναμίτη
炸藥	εκρηκτικό
炸藥	εκρηκτική
炸藥	εκρηκτικά
炸藥	εκρηκτικές
炸藥	εκρηκτικές
炸藥	εκρηκτικά
皮革	δερμάτινα
皮革	δέρμα
皮革	δερμα
皮革	δέρματα
皮革	δερμάτινο
古人	αρχαίους
古人	αρχαίοι
徒弟	μαθητευόμενος
下限	δάπεδο
下限	όροφο
下限	πάτωμα
下限	όροφος
牛仔	καουμπόι
親戚	συγγενής
親戚	σχετικός
親戚	σχετική
親戚	σχετικό
親戚	συγγενείς
勘探	εξερεύνηση
結晶	κρυστάλλωση
微米	micron
橢圓形	οβάλ
疑慮	αμφιβολία
疑慮	αμφιβολίες
上學	σχολείο
上學	σχολη
上學	σχολειο
上學	σχολή
窯	κλιβάνους
窯	γουέαρ
窯	κλίβανο
乳房	στήθος
乳房	στήθη
乳房	στήθος
乳房	στήθια
正宗	αυθεντικές
正宗	αυθεντική
正宗	αυθεντικά
正宗	αυθεντικό
正宗	αυθεντικός
流血	αιμορραγία
凍	παγωμένο
凍	παγωνιά
凍	πάγωμα
凍	κατάψυξη
諾亞	νόα
諾亞	νώε
感興趣	ενδιαφέρεται
感興趣	ενδιαφέρομαι
感興趣	ενδιαφέρονται
感興趣	ενδιαφερόμενα
鹽水	ορός
館長	έφορος
骨折	κάταγμα
骨折	θραύση
骨折	κάταγμα
史學	ιστοριογραφία
泳池	πισίνα
舉例	παραδείγματα
黏	κολλώδες
灰姑娘	σταχτοπούτα
牙買加	τζαμάικα
主宰	κυριαρχούν
渡假	διακοπές
偏差	απόκλιση
偏差	αποκλίσεις
偏差	προκατάληψη
陰影	σκιές
陰影	σκιά
陰影	σκιά
陰影	απόχρωση
驚訝	έκπληκτος
驚訝	έκπληκτη
鱷魚	κροκόδειλος
鱷魚	κροκόδειλο
殘骸	συντρίμμια
殘骸	ναυάγιο
幾內亞	γουϊνέα
幾內亞	γουινέας
幾內亞	γουινέα
籽	σπόρους
籽	σπέρματα
籽	σπόροι
付款	εκταμίευση
付款	πληρώσει
付款	πληρωμή
付款	πλήρωσε
付款	πληρωμές
付款	πληρωμών
付款	καταβολή
付款	πληρωμής
付款	πληρωμή
白銀	ασημί
白銀	ασημένια
白銀	σίλβερ
白銀	ασήμι
白銀	silver
水牛	βουβάλι
水牛	βουβάλια
水牛	μπάφαλο
水牛	βουβάλια
面部	προσώπου
護航	συνοδεία
護航	συνοδός
各部	υπουργεία
共生	συμβιωτική
共生	συμβίωση
厭惡	αηδιασμένος
厭惡	απέχθεια
厭惡	απέχθεια
厭惡	αποστροφή
孫子	εγγόνι
孫子	εγγόνια
孫子	εγγονός
孫子	εγγονό
黑幫	γκάνγκστερ
黑幫	συμμορίες
師父	δάσκαλε
師父	αφέντη
寶寶	μωρό
車庫	γκαράζ
綠黨	πράσινοι
綠黨	πρασίνων
無畏	ατρόμητος
損傷	τραύμα
損傷	ζημία
損傷	τραυματισμός
損傷	ζημίας
損傷	κακώσεις
損傷	ζημία
損傷	βλάβη
損傷	ζημίες
損傷	ζημιές
損傷	ζημιά
缺口	κενά
缺口	χάσμα
缺口	κενό
列舉	καταμέτρηση
列舉	απαρίθμηση
分流	αντιπερισπασμός
分流	αντιπερισπασμό
分流	εκτροπή
分流	διαλογή
蟒	python
發起人	πρωτεργάτες
發起人	πρωτεργάτη
力學	μηχανική
力學	μηχανικοί
工匠	τεχνίτες
工匠	τεχνίτες
工匠	τεχνίτης
處罰	ποινή
處罰	πέναλτι
處罰	κυρώσεις
處罰	ποινές
處罰	τιμωρία
名聲	φήμη
名聲	υπόληψη
序幕	πρελούδιο
醋	ξίδι
醋	ξύδι
代理商	πρακτορείο
代理商	υπηρεσία
代理商	οργανισμός
代理商	παράγοντες
代理商	πράκτορες
代理商	πράκτορας
代理商	πράκτορα
舒適	άνεση
舒適	παρηγοριά
舒適	άνετο
舒適	άνετα
舒適	άνετο
舒適	άνετα
充電	φόρτιση
充電	χρέωση
充電	φόρτιση
充電	χρέωσης
鎳	νικελίου
鎳	νικέλιο
飛翔	πετάξει
飛翔	πέτα
飛翔	μύγα
飛翔	πέταξε
飛翔	πετώντας
飛翔	πέταγμα
飛翔	ιπτάμενο
礦業	εξόρυξης
礦業	ορυχεία
礦業	εξόρυξη
地勢	έδαφος
人馬座	τοξότης
谷地	κοιλάδα
谷地	valley
谷地	βάλεϊ
桃子	ροδάκινα
桃子	πιτς
桃子	ροδάκινο
電纜	καλώδια
電纜	καλώδιο
電纜	καλώδια
電纜	καλωδιακή
蝨	ψείρες
蝨	ψείρα
田野	χωράφια
田野	πεδία
腐敗	διεφθαρμένη
腐敗	διεφθαρμένοι
腐敗	διεφθαρμένο
腐敗	διεφθαρμένος
腐敗	διαφθορά
少數民族	μειοψηφία
少數民族	μειονότητα
少數民族	μειονοτήτων
少數民族	μειονότητες
無聊	βαρετή
無聊	βαρετός
無聊	βαρετό
無聊	βαρεθεί
無聊	βαριέσαι
無聊	βαριέμαι
藉口	δικαιολογίες
造船廠	shipyard
造船廠	ναυπηγείο
女朋友	κοπέλα
女朋友	φιλενάδα
顎	σαγόνι
顎	ουρανίσκο
酒館	ταβέρνα
酒館	παμπ
政治學	πολιτικά
政治學	πολιτική
飛碟	ατια
飛碟	ufo
飛碟	ατια
飛碟	ufo
郊外	περίχωρα
草甸	λιβάδια
供給	εφοδιασμού
供給	εφοδιασμός
請願	αναφορές
請願	αναφορών
荒漠	έρημο
荒漠	έρημος
荒漠	ερήμους
潟湖	λιμνοθάλασσα
鹿角	κέρατα
先天	έμφυτη
偽造	πλαστογραφία
偽造	πλαστά
偽造	σφυρηλάτηση
鹿特丹	ρότερνταμ
好奇	περίεργοι
好奇	περίεργος
好奇	περιέργεια
好奇	περίεργη
好奇	περιέργεια
盎司	ουγγιά
放逐	εξορία
利息	συμφέρον
利息	τόκος
利息	τόκοι
口述	υπαγόρευση
物料	υλικά
物料	υλικό
物料	υλικά
物料	ύλες
打壓	καταπίεση
打壓	καταστολή
打壓	καταστείλει
打壓	καταστολή
蟻	μυρμήγκι
蟻	αντ
蟻	μυρμήγκια
耦合	ζεύξη
耦合	ζεύξης
耦合	σύζευξη
砂岩	ψαμμίτης
石英	χαλαζία
辯護	άμυνα
辯護	υπεράσπιση
波浪	σπαστά
波浪	κύματα
波浪	κύμα
超自然	υπερφυσική
超自然	υπερφυσικό
成龍	τζάκι
成龍	τζάκυ
成龍	jackie
猶太教	εβραίοι
猶太教	εβραίος
猶太教	εβραϊκό
猶太教	εβραία
猶太教	ιουδαϊσμό
血清	ορού
血清	ορό
血清	ορός
凜	ριν
愛人	εραστές
愛人	ερωμένες
愛人	ερωμένη
愛人	εραστής
愛人	εραστή
各區	συνοικίες
瓶子	μπουκάλια
瓶子	φιάλες
瓶子	μπουκάλι
瓶子	φιάλη
前列腺	προστάτη
前列腺	προστάτης
無奈	αβοήθητος
無奈	ανήμπορος
小米	κεχρί
化妝	μακιγιάζ
演示	demo
演示	δοκιμαστικό
演示	ντέμο
演示	διαδήλωση
演示	επίδειξη
游擊隊	κομματική
定罪	καταδικάστηκε
定罪	καταδικασμένος
定罪	καταδικαστεί
定罪	καταδίκες
定罪	πεποιθήσεις
定罪	καταδίκη
定罪	πεποίθηση
倡議	πρωτοβουλίες
倡議	πρωτοβουλία
聘用	πρόσληψη
聘用	προσλήψεις
聘用	μίσθωση
盒子	κουτί
盒子	box
盒子	κιβώτιο
盒子	κουτι
液態	υγρά
液態	υγρή
液態	υγρός
液態	υγρό
法郎	φράγκο
法郎	φράγκα
棄權	αποχές
棄權	αποχή
棄權	παραίτηση
棄權	αποχή
博弈	παιχνίδι
博弈	game
博弈	παιχνιδι
百分比	ποσοστά
百分比	ποσοστιαία
百分比	ποσοστό
製造業	κατασκευή
製造業	μεταποίηση
妥協	συμβιβασμοί
妥協	συμβιβασμός
妥協	συμβιβασμό
妥協	συμβιβαστική
動議	κίνηση
路障	μπλόκο
路障	οδόφραγμα
路障	οδοφράγματα
路障	μπλόκα
解雇	απόλυση
阻塞	απόφραξη
狙擊手	σκοπευτής
評判	κρίνοντας
鍋爐	λέβητα
鍋爐	λέβητες
經文	στίχοι
經文	στίχους
經文	γραφές
經文	γραφές
沙丘	αμμόλοφους
沙丘	ντουν
奉獻	αφοσίωση
奉獻	αφιέρωση
奉獻	αφοσιωμένος
奉獻	αφοσιωμένη
奉獻	αφοσιωμένο
奉獻	αφιερωμένη
奉獻	αφιερωμένο
奉獻	αφοσίωση
禮堂	αμφιθέατρο
藥品	φάρμακο
藥品	ιατρική
藥品	φάρμακα
藥品	ναρκωτικά
藥品	φάρμακα
籌款	έρανο
盔	κράνος
清新	φρέσκα
清新	φρέσκος
清新	φρέσκο
清新	φρέσκια
清新	νωπά
清新	φρεσκάδα
地基	βάσεις
地基	θεμέλια
雇主	εργοδοτών
雇主	εργοδότες
雇主	εργοδότης
雇主	εργοδότη
升起	άνοδος
憂鬱	μελαγχολία
憂鬱	μελαγχολική
憂鬱	ζοφερό
吃了	φάτε
吃了	φάε
創始	ιδρυτικό
創始	ίδρυση
詐騙	απάτες
詐騙	απάτη
詐騙	απάτη
偷渡	λαθρεμπόριο
任用	ραντεβού
任用	διορισμός
階梯	σκάλα
階梯	σκάλα
