در	ajtó
سرزمین	földek
سرزمین	föld
سرزمین	földterület
سرزمین	szárazföld
سرزمین	telek
سرزمین	földterületek
موجب	felfedni
موجب	okok
موجب	okozza
موجب	okoz
سوریه	szíriában
سوریه	szíria
سوریه	szíria
سوریه	szíriai
بزرگترین	legnagyobb
بزرگترین	legnagyobb
نامه	mail
نامه	levél
نامه	levelek
نامه	posta
نامه	levélben
نامه	betű
نامه	levél
نامه	levelet
نامه	levele
موزه	múzeumi
موزه	múzeum
موزه	museum
پادشاه	kinga
عبارت	mondat
عبارت	kifejezés
عبارت	kifejezés
بازگشت	visszatérés
بازگشت	vissza
بازگشت	visszatér
بازگشت	visszatért
استاندارد	normál
استاندارد	szabványos
استاندارد	szabvány
استاندارد	standard
بانک	banks
بانک	bankokkal
بانک	bankok
بانک	bank
مکزیک	mexikói
فلسفه	filozófia
دولتی	kormány
دولتی	kormányzat
عملیات	műveletek
عملیات	üzemeltetés
عملیات	operáció
عملیات	művelet
عملیات	működés
عملیات	üzemeltetés
نقل	idézet
نقل	származtatott
ترک	török
ترک	turk
ترک	türk
ترک	elmegy
نشر	kibocsátási
نشر	kibocsátás
نشر	kiadás
نشر	kiadó
نشر	közzététel
سفر	utazás
سفر	utazások
سفر	utazási
سفر	utazás
سفر	kirándulás
سفر	utazás
سفر	trip
سفر	kiruccanás
سفر	utazás
سفر	utazik
سفر	utazó
پاریس	párizs
پاریس	párizsi
پاریس	párizsban
توصیف	ismertesse
توصیف	leírni
توصیف	megnevezés
توصیف	leírása
توصیف	leírás
آسفالت	aszfalt
رابطه	kapcsolatok
رابطه	kapcsolat
مراسم	szertartás
مراسم	ceremónia
مراسم	ünnepség
دریای	mare
دریای	tengeren
دریای	tengeri
دریای	tenger
اتریش	osztrák
اتریش	ausztria
اتریش	ausztria
توان	energia
توان	erő
توان	power
توان	hatalom
عباس	abbas
پر	par
پر	full
پر	teljes
پر	tollak
پر	toll
پر	per
پر	toll
ربات	bot
ربات	robot
دستور	megrendelés
دستور	rendelés
دستور	rend
دستور	parancs
دستور	parancsok
دستور	megrendelések
دستور	parancs
دستور	parancsot
تیره	sötét
دوست	kedvelt
دوست	kedvelte
دوست	kedvel
دوست	tetszett
دوست	szeretettel
دوست	love
دوست	szeretet
دوست	szerelem
دوست	barát
دوست	barátom
حل	megoldani
حل	megoldott
حل	megoldotta
حل	megoldva
حل	megoldani
تصمیم	döntés
تصمیم	határozat
تصمیم	döntések
تصمیم	határozatok
تلاش	próbálom
تلاش	erőkifejtés
تلاش	erőfeszítés
تلاش	erőfeszítések
تلاش	kísérlet
تلاش	próbálkozás
هزاره	millennium
دفتر	hivatal
دفتر	iroda
ماده	nőnemű
ماده	nő
ماده	női
ماده	nőstény
بدست	megszerezte
بدست	beszerzett
بدست	szerzett
بدست	megszerzett
آموزشی	oktatási
آموزشی	tréning
آموزشی	képzési
آموزشی	kiképzés
آموزشی	képzés
آموزشی	edzés
بلژیک	belgium
بلژیک	belga
ارزش	érdemes
ارزش	megéri
ارزش	worth
اصل	összegek
اصل	elv
اصل	alapelv
مربع	square
مربع	szögletes
مربع	négyzetes
مربع	tér
مربع	négyzet
شریک	társak
شریک	partnerek
شریک	társ
شریک	partner
شریک	társa
شریک	társam
تعیین	értékeli
تعیین	meghatározni
مسابقه	faj
مسابقه	futam
مسابقه	verseny
مسابقه	racing
مسابقه	mérkőzés
مسابقه	egyezés
مسابقه	találat
مسابقه	meccs
مسابقه	gyufa
مسابقه	egyezik
مسابقه	versengés
مسابقه	konkurencia
مسابقه	verseny
مسابقه	pályázat
مسابقه	verseny
گرم	forró
گرم	hot
گرم	meleg
گرم	dögös
گرم	meleg
گرم	melegen
گرم	fűtött
پاسخ	válasz
پاسخ	válasz
پاسخ	reagálás
پاسخ	reakció
پاسخ	válasz
ورزشکاران	sportolók
درآمد	bevétel
درآمد	bevételek
درآمد	jövedelem
درآمد	kereset
درآمد	jövedelem
درآمد	bevétel
درآمد	jövedelmek
درآمد	bevételek
درآمد	jövedelme
بازبینی	felülvizsgálat
بازبینی	kritika
بازبینی	felülvizsgálat
مرحله	szakasz
مرحله	fázis
مرحله	lépés
مرحله	lépcső
مرحله	színpad
مرحله	színpadon
نبرد	harc
نبرد	csata
نبرد	harci
نبرد	küzdelem
نبرد	harc
شهرت	hírneve
شهرت	hírnév
شهرت	hírnév
سبز	zöld
حد	határ
حد	korlátozás
حد	határérték
حد	limit
حد	korlát
محصولات	termékek
محصولات	termék
محصولات	termékeket
اداره	részleg
اداره	megye
اداره	hivatal
اداره	iroda
وب	web
وب	háló
وب	webes
مذهبی	vallásos
مذهبی	vallás
مذهبی	vallási
هنرمندان	előadók
هنرمندان	művészek
آرژانتین	argentína
آرژانتین	argentína
آرژانتین	argentin
اش	hamu
اش	ash
فرود	lefelé
فرود	le
فرود	landolás
فرود	leszállás
تجاری	reklám
تجاری	kereskedelmi
اصلاح	korrekció
اصلاح	javítások
اصلاح	korrekció
اصلاح	korrekciós
اصلاح	kiigazítás
اصلاح	helyesbítés
اصلاح	javítás
اصلاح	reformok
اصلاح	reform
اقدام	művelet
اقدام	fellépés
اقدام	cselekvési
اقدام	cselekvés
اقدام	akció
خون	vér
خون	véres
خون	blood
کلمبیا	kolumbia
کلمبیا	columbia
کلمبیا	kolumbiai
خوبی	jó
خوبی	szep
خوبی	szép
مشاهده	észrevétel
مشاهده	megfigyelés
مشاهده	megtekintés
مشاهده	megtekintése
یهودی	zsidó
یهودی	zsidók
یهودی	zsidó
یهودی	zsidók
جاده	út
جاده	uton
جاده	közúti
جاده	európai
روم	római
روم	roman
روم	róma
استقلال	függetlenség
وبگاه	weboldal
وبگاه	honlap
وبگاه	webhely
خلیج	öböl
خلیج	öböl
خلیج	bay
رودخانه	folyami
رودخانه	folyó
جیمز	james
جیمز	jakab
آهنگ	dallam
آهنگ	dallamot
آهنگ	dal
آهنگ	dalt
آهنگ	song
بزرگی	nagyok
بزرگی	nagy
بزرگی	nagysága
بزرگی	hatalmas
بزرگی	óriási
گرفتن	szed
گرفتن	kapás
گرفتن	elkapni
گرفتن	fogás
نظام	nizam
فیزیک	fizika
عکس	képet
عکس	kép
عکس	fénykép
عکس	fénykép
عکس	fényképek
عکس	kép
عکس	fénykép
عکس	fotó
عکس	pic
عکس	fotók
عکس	fényképek
عکس	képek
عکس	képeket
عکس	képek
عکس	fényképek
ملل	nemzetek
جی	jay
ان	ann
جلد	fedezze
جلد	címlap
جلد	fedezni
جلد	fedő
جلد	borító
وسیله	berendezés
وسیله	szerkezet
وسیله	eszköz
وسیله	készülék
همگانی	nyilvános
همگانی	nyilvánosság
همگانی	nyilvánosan
همگانی	publikus
پاپ	fater
پاپ	pop
پاپ	pápa
پاپ	pope
نیوجرسی	jersey
ابن	ibn
تیتر	főcím
تیتر	főcím
متفاوت	más
متفاوت	különböző
متفاوت	eltérő
مجله	magazin
مجله	tár
مجله	újság
مجله	journal
مجله	napló
مجله	lap
مجله	lapjában
حساب	fiók
حساب	figyelembe
حساب	számla
پاکستان	pakisztán
پاکستان	pakisztáni
ماساچوست	massachusetts
تو	te
دفاع	védelem
دفاع	védekezés
دفاع	védelmi
دفاع	védelem
دفاع	védekezés
دفاع	védelmi
دانشنامه	enciklopédia
ایکائو	icao
انسانی	ember
انسانی	emberi
والیبال	röplabda
مؤسسه	intézet
مؤسسه	intézmény
مؤسسه	intézmény
مؤسسه	intézmények
شخصیت	jellem
شخصیت	karakter
شخصیت	személyiség
شخصیت	személyisége
شخصیت	egyéniség
شخص	személy
شخص	személyre
مایکل	michael
مایکل	mihály
پستانداران	emlősök
پستانداران	emlősök
پستانداران	emlős
درمان	gyógyítás
درمان	gyógyulást
درمان	gyógyulás
درمان	gyógyító
درمان	kezelés
درمان	terápia
درمان	kezelés
درمان	kezelésre
درمان	kezelése
درمان	kezelni
درمان	kezeljük
کودکان	gyerekek
کودکان	gyermekeknek
کودکان	gyermek
کودکان	gyermekek
کودکان	gyermek
کودکان	gyermeke
کودکان	gyermekem
کودکان	gyerek
میانه	középre
میانه	közép
میانه	középső
میانه	közepes
میانه	mérsékelt
اساسی	alapvető
شش	hat
ضد	anti
قهرمان	bajnok
قهرمان	hős
قهرمان	bajnok
ساختار	struktúra
ساختار	szerkezet
ساختار	felépítés
ساختار	építmény
محله	környéken
محله	szomszédság
محله	környék
یهودیان	zsidó
یهودیان	zsidók
یهودیان	zsidók
باستانی	ősi
باستانی	ős
باستانی	ókori
فشار	nyomás
فشار	push
فشار	nyomja
فشار	nyomd
محصول	termék
مسئله	gond
مسئله	probléma
مسئله	baj
گاهی	néha
گاز	harapás
گاز	benzin
گاز	gáz
جمع	összegyűjti
جمع	gyűjteni
جمع	gyülekező
جمع	gyülekező
فیلمی	filmet
فیلمی	mozi
فیلمی	film
جنبش	mozgás
تحصیل	vizsgálat
تحصیل	tanulmányok
تحصیل	tanulás
تحصیل	tanulmány
شیعه	shia
سوئیس	svájc
سوئیس	svájc
سوئیس	svájci
جایی	hely
ارشد	rangidős
ارشد	senior
ارشد	végzős
دیوید	david
دیوید	dávid
کاربردی	alkalmazták
کاربردی	kérelem
کاربردی	alkalmazás
کاربردی	jelentkezés
کاربردی	alkalmazandó
کاربردی	alkalmazható
تابع	függvény
تابع	funkció
نیمه	félig
عمر	umar
عمر	omar
مهر	bélyeg
مهر	bélyegző
مهر	pecsét
مهر	fókák
مهر	mehr
مهر	lezárva
مهر	lezárt
مهر	fóka
مهر	pecsét
مهر	seal
جدول	táblázat
جدول	asztali
جدول	tábla
جدول	asztal
اجازه	engedély
اجازه	engedélyben
اجازه	engedély
اجازه	engedélyt
اجازه	jogosultság
شاعران	költők
امیر	emir
امیر	amir
ویلیام	william
ویلیام	vilmos
عرضه	bemutatott
عرضه	kitett
فضایی	idegen
فضایی	űrlény
فضایی	térbeli
فضایی	űr
فضایی	tér
کارهای	állás
کارهای	állások
کارهای	munkahelyek
سنای	szenátus
سنای	szenátusi
دار	dar
وزن	súlya
وزن	súly
وزن	testtömeg
وزن	testsúly
وزن	tömeg
تقریباً	majdnem
قرآن	korán
طلایی	golden
طلایی	arany
طلایی	arany
ستاره	csillagos
ستاره	csillag
ستاره	sztár
سنتی	hagyományos
سنتی	tradicionális
تصویب	jóváhagyás
تصویب	jóváhagyási
تصویب	engedélyezés
پرورش	tenyésztés
پرورش	tenyésztési
پرورش	nevelés
بهمن	lavina
طلا	arany
دره	völgyet
دره	völgy
دره	völgyben
دره	valley
پرتغال	portugália
پرتغال	portugál
عربستان	arábia
عربستان	arab
عربستان	szaúdi
عربستان	szaúd
هفته	héten
هفته	hét
هفته	hetekig
هفته	hetek
سیتی	city
سیتی	városi
سیتی	város
قرمز	piros
قرمز	piroska
قرمز	vörös
ثابت	állandósult
ثابت	egyenletes
ثابت	rögzített
ثابت	fix
ثابت	rögzítve
ثابت	állandó
ثابت	folyamatos
ثابت	bizonyítottan
ثابت	bizonyított
متحد	united
متحد	egyesült
متحد	egyesíteni
متحد	szövetséges
خبر	hírek
خبر	hír
ورود	érkezés
ورود	belép
ورود	belépni
ورود	belépés
ورود	belépő
ورود	bejegyzés
برجسته	kiváló
برجسته	kiemelkedő
برجسته	kimagasló
میلیارد	milliárd
میلیارد	egymilliárd
میلیارد	milliárd
قبلی	előző
قبلی	korábbi
نقطه	pontokat
نقطه	pontok
نقطه	folt
نقطه	foltos
نقطه	pont
نقطه	point
حفظ	fenntartása
حفظ	fenntartani
حفظ	megőrzése
حفظ	fenntartása
مشترک	közös
مشترک	gyakori
آتش	tűz
گاه	összecsukható
زیست	biológia
فنی	műszaki
فنی	technikai
فنی	fanny
چشمه	fürdő
چشمه	spa
چشمه	gyógyfürdő
چشمه	wellness
چشمه	szökőkút
چشمه	kút
چشمه	springs
چشمه	rugó
تقسیمات	körzetek
تقسیمات	osztályok
ایلینوی	illinois
پوشش	fedezze
پوشش	címlap
پوشش	fedezni
پوشش	fedő
پوشش	borító
پوشش	lefedettség
سلطنتی	királyi
سلطنتی	royal
سلطنتی	birodalmi
سلطنتی	császári
زیردریایی	tengeralattjáró
کتابخانه	könyvtári
کتابخانه	könyvtár
کتابخانه	könyvtárban
تشخیص	kimutatás
تشخیص	diagnosztizálni
تشخیص	észlelni
تشخیص	diagnózis
درخت	fán
درخت	fa
درخت	fája
درخت	fák
درخت	fákon
درخت	fák
درخت	fákat
نزدیکی	közel
تأثیر	befolyása
تأثیر	befolyással
تأثیر	befolyás
تأثیر	hatása
تأثیر	hatás
تأثیر	effektus
عرض	szélessége
عرض	szélesség
دید	láttam
دید	látta
دید	fűrész
دید	láthatóság
دید	látomás
دید	elképzelés
دید	látás
خدمت	szolgálta
خدمت	szolgált
خدمت	felszolgáló
خدمت	szolgálni
خدمت	szolgálni
خدمت	kiszolgálás
خدمت	szerviz
خدمت	szolgálat
خدمت	szolgáltatás
داستانی	sztori
داستانی	történet
داستانی	story
داستانی	története
داستانی	mese
بعدها	később
ایرلند	írek
ایرلند	írország
ایرلند	ír
ایرلند	írország
پرواز	repülni
پرواز	repülés
پرواز	repül
پرواز	repülj
پرواز	repül
پرواز	repülés
پرواز	repülő
پرواز	repülőút
پرواز	repülés
پرواز	járat
پرواز	repülési
رمان	újszerű
رمان	regény
رمان	regényeket
رمان	regény
حاصل	termék
حاصل	eredmény
ادبی	irodalmi
خرد	összetört
خرد	értelem
آسیایی	ázsiai
بنیاد	alap
بنیاد	alapítvány
الله	allah
الله	isten
کشورها	országokban
کشورها	országok
خدا	isten
شهید	mártír
رهبری	vezetői
رهبری	vezetés
بریتانیایی	britek
بریتانیایی	angol
بریتانیایی	brit
تحقیقات	vizsgálat
تحقیقات	nyomozás
تحقیقات	kivizsgálás
تحقیقات	kutatás
تحقیقات	kutatások
تحقیقات	kutatási
کلاسیک	klasszikus
کلاسیک	klasszikus
کلاسیک	classic
زندان	börtön
زندان	börtönbe
زندان	börtön
زندان	börtönben
سلطان	szultán
هوا	időjárás
هوا	levegő
هوا	air
برق	elektromosság
برق	villamosenergia
برق	villámlás
برق	elektromos
برق	villámlás
برق	villám
جزایر	szigetek
جزایر	szigeteket
خورشید	napsütés
خورشید	sun
خورشید	nap
خورشید	napfény
نقاشی	festés
نقاشی	festék
نقاشی	festés
نقاشی	festmény
نقاشی	rajza
نقاشی	rajz
نقاشی	rajzol
معتبر	érvényes
پایتخت	főváros
پایتخت	tőke
تاسیس	telephely
تاسیس	létesítmény
تاسیس	létrehozása
تاسیس	letelepedés
تاسیس	létrehozásáról
شاعر	költő
تیر	tir
تیر	íjász
تیر	nyíl
مطالعه	tanulok
مطالعه	tanul
مطالعه	tanulás
مطالعه	vizsgálat
مطالعه	tanulmányok
مطالعه	tanulás
مطالعه	tanulmány
قتل	gyilkosság
رادیو	rádió
رادیو	rádiós
رادیو	radio
بومی	bennszülött
بومی	őshonos
بومی	belföldi
بومی	őslakos
بومی	bennszülött
بومی	őslakos
بومی	őshonos
بومی	bennszülöttek
نقشه	térkép
نقشه	térképet
نقشه	terv
تغییرات	módosítások
تغییرات	változtatások
تغییرات	változás
تغییرات	változások
تغییرات	változtatás
امروز	ma
بلند	high
بلند	magas
بلند	magasan
بلند	hangos
بلند	hangosan
خودرو	autóipari
خودرو	autóipar
خودرو	gépjármű
خودرو	autóval
خودرو	kocsi
خودرو	autó
خودرو	kocsival
خودرو	járművel
خودرو	jármű
خودرو	gépjármű
خودرو	járművek
ایتالیایی	olasz
ایتالیایی	olaszország
نگاه	néz
نگاه	keresem
نماینده	reprezentatív
نماینده	képviselő
نماینده	megbízott
اوج	felül
اوج	top
اوج	csúcs
اوج	felső
اوج	legfelső
اوج	csúcs
اوج	zenith
مقدس	szent
مقدس	szent
حرف	beszél
حرف	beszélő
حرف	levélben
حرف	betű
حرف	levél
حرف	levelet
حرف	levele
حرف	beszélni
حرف	beszélgetés
ابراهیم	ibrahim
ابراهیم	ábrahám
ابراهیم	abraham
اشتباه	rossz
اشتباه	helytelen
اشتباه	tévedés
اشتباه	hiba
شهرک	városban
شهرک	town
شهرک	város
جامع	átfogó
یونانی	görög
یونانی	görögök
دهانه	kráter
جعبه	box
جعبه	rovat
جعبه	láda
جعبه	doboz
جعبه	dobozok
جعبه	dobozokat
جعبه	ládák
جعبه	dobozos
ساز	eszköz
ساز	műszer
ساز	hangszer
مراکز	központok
مراکز	központok
محدود	limited
محدود	limitált
محدود	korlátozott
محدود	korlátolt
محدود	határ
محدود	korlátozás
محدود	határérték
محدود	limit
محدود	korlát
احتمال	esélyek
احتمال	esély
احتمال	esélyes
احتمال	valószínűsége
احتمال	lehetőség
احتمال	valószínűsége
احتمال	valószínűség
نروژ	norvégia
نروژ	norvég
نروژ	norvégia
همیشه	mindig
عشق	szeretettel
عشق	love
عشق	szeretet
عشق	szerelem
مجارستان	hungary
مجارستان	magyarország
مجارستان	magyarul
مجارستان	magyarok
مجارستان	magyar
مجارستان	hungarian
ارمنی	örmény
ارمنی	örmények
چک	csehország
چک	cseh
چک	csekk
چک	csekket
چک	ellenőrzések
خصوصی	magán
خصوصی	privát
آلاباما	alabama
ساده	egyszerű
ساده	szimpla
ساده	sima
ساده	egyszerűen
ساده	könnyű
شنا	úszik
شنا	úszás
شنا	úszni
شنا	úszó
شنا	úszás
شنا	úszni
تخت	ágyban
تخت	ágyat
تخت	ágy
سپاه	légió
سپاه	sereg
سپاه	hadsereg
بندی	bandy
برج	tornyok
برج	tower
برج	torony
سرانجام	végre
اسکاتلند	skócia
اسکاتلند	skót
اوهایو	ohio
نقاط	pont
نقاط	pontok
نقاط	foltok
رابرت	robert
رابرت	róbert
اسید	savat
اسید	lsd
اسید	sav
اسید	savas
لس	los
لس	les
اوایل	korán
اوایل	korai
پنجم	ötödik
پشتیبانی	támogatás
پشتیبانی	támogatást
پشتیبانی	támogatott
پشتیبانی	tartalék
پشتیبانی	erősítés
ایستگاه	állomás
ایستگاه	pályaudvar
معاصر	kortárs
برده	szolga
برده	rabszolga
اینترنت	interneten
اینترنت	internet
جورجیا	grúzia
جورجیا	georgia
عثمانی	oszmán
توزیع	terjesztés
توزیع	eloszlás
توزیع	elosztás
توزیع	forgalmazási
توزیع	elosztása
توزیع	forgalmazás
توزیع	elosztására
توزیع	terjesztés
توزیع	elosztás
توزیع	elosztása
برخورد	ütközés
برخورد	becsapódás
برخورد	hatás
برخورد	hatása
برخورد	ütközés
برخورد	összecsapás
برخورد	clash
دلایل	okok
دلایل	érvek
صد	száz
پول	pénz
پول	pénzt
واشینگتن	washingtonban
واشینگتن	washington
عرب	arab
عرب	arabok
پیروزی	győzelem
صدا	hang
صدا	hangot
صدا	hangja
صدا	hang
صدا	audio
صدا	hang
صاحب	tulaj
صاحب	tulajdonos
صاحب	tulajdonosa
برادر	tesó
برادر	testvér
مطالعات	vizsgálatok
مطالعات	tanulmányok
مشکلات	nehézségekkel
مشکلات	nehézségek
مشکلات	nehézségei
مشکلات	nehézség
مشکلات	gondok
مشکلات	probléma
مشکلات	problémák
مشکلات	problémákat
مشکلات	problémákkal
اقیانوس	óceánok
اقیانوس	óceán
اقیانوس	ocean
سریع	gyorsan
سریع	gyors
سریع	gyorsan
سریع	gyors
جوان	joan
جوان	jeanne
جوان	fiatalok
جوان	fiatal
جوان	fiatalos
سرطان	rákos
سرطان	rák
مشابه	hasonló
مشابه	hasonlóak
مشابه	hasonlók
دانشمندان	tudósok
دانشمندان	tudósok
دانشمندان	kutatók
جشن	ünnepel
جشن	ünneplés
جشن	ünnepelni
جشن	party
جشن	buli
جشن	parti
جشن	lakoma
جشن	ünneplés
جشن	ünnepelni
جشن	ünnep
جشن	ünneplés
جشن	ünnepség
جمهور	elnökök
کلمه	szó
کلمه	szava
آینده	jövőbeli
آینده	jövő
اسپانیایی	spanyolul
اسپانیایی	spanyolok
اسپانیایی	spanyol
اوکراین	ukrajna
قطع	vágás
رد	piros
رد	piroska
رد	vörös
مازندران	caspian
اخیر	nemrég
اخیر	legutóbbi
تصاویر	képeket
تصاویر	képek
تصاویر	képeket
تصاویر	képek
تصاویر	fényképek
تدوین	vágás
تدوین	szerkesztés
تدوین	vágó
جوانان	fiatalok
جوانان	ifjúsági
جوانان	fiatalság
جوانان	ifjúság
تازه	frissen
تازه	friss
تازه	újdonság
تازه	új
سرخ	piros
سرخ	piroska
سرخ	vörös
کودک	gyermek
کودک	gyermeke
کودک	gyermekem
کودک	gyerek
فرایند	eljárás
فرایند	folyamat
دل	szívem
دل	szívvel
دل	szív
دل	del
دل	dell
دل	szívek
صدای	hangja
صدای	hang
رهبر	vezér
رهبر	leader
رهبر	vezető
ناشر	kiadó
ناشر	kiadók
دیگران	másoknak
دیگران	egyéb
دیگران	mások
دیگران	egyebek
واقعی	real
واقعی	valós
واقعی	igazi
واقعی	valódi
واقعی	tényleges
هواپیمایی	repülés
هواپیمایی	légiközlekedés
هواپیمایی	légiközlekedési
هواپیمایی	sík
هواپیمایی	repülővel
هواپیمایی	repülő
هواپیمایی	repülőgép
هواپیمایی	légitársaság
هواپیمایی	légitársaságok
هواپیمایی	airlines
مشارکت	részvétel
شدت	intenzitás
شدت	intenzitása
شدت	súlyossága
فیلمبرداری	operatőrnek
فیلمبرداری	lövöldözés
فیلمبرداری	lő
فیلمبرداری	lövés
فیلمبرداری	forgatás
فیلمبرداری	forgatás
آورده	hozták
آورده	hozott
آورده	hoztam
آورده	hozta
جایگزین	utánpótlás
جایگزین	alternatív
جایگزین	alternatíva
جایگزین	csere
جایگزین	cseréje
جایگزین	levált
جایگزین	helyébe
جایگزین	helyettesíteni
حفاظت	védelmet
حفاظت	védelme
حفاظت	védelem
حفاظت	oltalom
شبیه	mint
شبیه	like
شبیه	tetszik
معادل	egyenértékű
معادل	megfelelője
بافت	szövetek
بافت	szövet
بافت	textúra
مسائل	gondok
مسائل	probléma
مسائل	problémák
مسائل	problémákat
مسائل	problémákkal
مسائل	problémák
مسائل	kérdések
بهبود	javítása
بهبود	javul
بهبود	javítása
بهبود	javulást
بهبود	fejlesztés
بهبود	javulás
بهبود	gyógyuló
بهبود	javítása
کانزاس	kansasi
کانزاس	kansas
پنسیلوانیا	pennsylvania
داکوتای	dakota
ایرانیان	irániak
ایرانیان	perzsa
ایرانیان	perzsák
ایرانیان	iráni
عبدالله	abdullah
تک	egyedülálló
تک	single
تک	egyetlen
تک	szingli
ولایت	tartomány
ولایت	tartományban
ولایت	tehetetlenség
گفتگو	társalgás
گفتگو	beszélgetés
گفتگو	beszélgetést
رومانی	román
رومانی	románia
رومانی	romániai
رومانی	románia
استادان	masters
استادان	mesterek
نهایی	döntő
نهایی	végleges
نهایی	záró
نهایی	utolsó
نهایی	végső
نهایی	végső
سومین	harmadik
سومین	harmadszor
کردستان	kurdisztán
فلزی	metál
فلزی	metal
فلزی	fémek
فلزی	fém
فلزی	fémes
فلزی	fém
ژاپنی	japán
ژاپنی	japánok
هنرهای	művészet
هنرهای	művészetek
هنرهای	művészeti
پرچم	zászló
پرچم	megjelölés
پرچم	lobogó
پرچم	zászlók
سینمای	mozi
کاخ	palazzo
کاخ	palota
کاخ	palace
تحصیلات	oktatási
تحصیلات	oktatás
صحنه	jelenet
صحنه	színpad
صحنه	színpadon
واکنش	reagálás
واکنش	reakció
واکنش	reakciók
واکنش	reflex
واکنش	reagálás
واکنش	reakció
واکنش	válasz
اکثر	legtöbb
عوامل	tényezők
ورودی	beviteli
ورودی	bevitel
ورودی	bemeneti
ورودی	belépő
ورودی	bejárat
ورودی	belépés
ورودی	belépő
ورودی	bejegyzés
روشن	fény
روشن	light
روشن	fényt
روشن	világos
روشن	tiszta
رسیدگی	megfontolás
رسیدگی	figyelembe
صورتی	pink
صورتی	rózsaszín
صورتی	rózsaszínű
سعی	próbálom
ساسانیان	indo
اجرایی	végrehajtó
اجرایی	ügyvezető
پست	poszt
پست	posta
پست	post
پست	bejegyzést
پست	bejegyzésre
پست	bejegyzés
پست	közzétette
پست	kiküldött
پست	közzétett
امی	amy
عملکرد	előadás
عملکرد	teljesítmény
بشر	emberek
بشر	emberség
بشر	emberiség
بشر	ember
بشر	emberi
مدار	pályára
مدار	áramkör
کدام	ami
کدام	melyik
کدام	mely
کدام	amely
نگهداری	megtartása
نگهداری	tartása
نگهداری	karbantartási
نگهداری	karbantartó
نگهداری	karbantartás
بهره	érdeklődés
بهره	kamat
بهره	érd
بهره	kamatok
باب	bab
اروپایی	európai
گرمی	melegség
رفتار	magatartás
رفتار	viselkedés
رفتار	viselkedése
رفتار	magatartás
رفتار	viselkedés
فرمول	képlet
فرمول	formula
نوری	nuri
نوری	fény
نوری	light
نوری	fényt
نوری	optikai
زیبا	gyönyörű
دانشجویان	diákok
دانشجویان	hallgatók
دانشجویان	tanulók
مربیان	kezelők
مربیان	vezetők
محور	tengely
محور	tengely
مخالفت	ellenzéki
مخالفت	ellenzék
حمل	vinni
دینی	vallásos
دینی	vallás
دینی	vallási
مسلمانان	muszlimok
مسلمانان	muszlim
مسلمانان	muzulmán
مسلمانان	muszlimok
گورستان	temetőben
گورستان	temető
آهن	vas
آهن	vasat
پیشین	korábbi
پیشین	előző
پیشین	korábbi
مقایسه	összehasonlítás
مقایسه	összehasonlítása
مقایسه	összehasonlítani
مقایسه	összehasonlítás
مقایسه	összehasonlítása
مقایسه	összehasonlítva
مقایسه	képest
رسیدن	megérkezett
رسیدن	megérkeztek
ابزار	szerszám
ابزار	eszköz
ابزار	eszközök
ابزار	szerszám
ابزار	szerszámok
مهاجرت	vándorolnak
مهاجرت	bevándorlási
مهاجرت	bevándorlás
مهاجرت	áttérés
مهاجرت	átállás
مهاجرت	bevándorlás
مهاجرت	migráció
اشعار	himnuszokat
مقاومت	ellenállni
مقاومت	ellenáll
مقاومت	ellenálló
مقاومت	rezisztencia
مقاومت	ellenállás
سینمایی	filmet
سینمایی	mozi
سینمایی	film
بیمارستان	kórházi
بیمارستان	kórház
بیمارستان	kórházak
بیمارستان	kórházakban
پا	gyalog
پا	láb
پا	lábát
پا	lábak
پا	lábai
پا	láb
پا	lábakat
پا	lábat
پا	lábát
پا	láb
اصول	alapokat
اصول	alapok
اصول	alapelvei
اصول	elvek
اصول	alapelvek
کن	ken
کن	kene
مجموع	összeg
مجموع	teljes
مجموع	összesen
تفاوت	diff
تفاوت	különbségek
تفاوت	eltérések
تفاوت	különbség
دیدگاه	szempontok
دیدگاه	szempontjai
گمر	gmr
دانمارک	dániában
دانمارک	dánia
دانمارک	dán
نوشتن	írj
نوشتن	írni
نوشتن	írjon
نوشتن	írással
نوشتن	írás
نوشتن	írása
اختلاف	különbségek
اختلاف	eltérések
اختلاف	nézeteltérés
لبنان	libanoni
لبنان	libanon
لبنان	libanoni
هشت	nyolc
شهردار	polgármester
نوبل	nemes
نوبل	noble
نوبل	nobel
بسکتبال	kosár
بسکتبال	kosárlabda
سخت	nehéz
سخت	kemény
سخت	nehéz
سخت	bonyolult
سامانه	rendszer
سامانه	system
هدایت	kalauz
هدایت	útmutató
هدایت	iránymutatás
هدایت	útmutatást
هدایت	útmutató
هدایت	útmutatás
تخیلی	kitaláció
تخیلی	fikció
پیام	üzenetet
پیام	üzenet
پیام	üzenetek
پیام	üzeneteket
فردی	freddie
فردی	freddy
گیتار	gitár
پلیس	rendőrség
پلیس	rendőr
مفهوم	elképzelés
مفهوم	koncepció
مفهوم	fogalom
چیز	dolgok
چیز	dolgokat
خطی	lineáris
خطی	kéziratot
خطی	kézirat
خوانده	olvasott
گردد	válik
بنده	szolga
بنده	cseléd
بنده	szolga
بنده	rabszolga
کمیته	bizottságok
کمیته	bizottság
ژان	jean
ژان	joan
ژان	jeanne
ژان	jeanne
اسماعیل	ismail
اسماعیل	ishmael
اسماعیل	ismael
تنظیم	kiigazítás
تنظیم	szett
تنظیم	set
تنظیم	beállítva
