アダムズ	адамс
チェ	че
チェ	che
フェンダー	fender
キール	kir
ジョーク	жарт
ジョーク	жарти
フォスター	фостер
みさき	дой
クロスオーバー	кросовер
クロスオーバー	перетин
コウモリ	bat
コウモリ	кажани
バチカン	ватикан
バチカン	ватикані
バール	bar
バール	бар
バール	смужка
トリス	тріс
編み	коси
ヴィラ	vila
ヴィラ	вілла
ユーモア	гумор
ユーモア	гумор
溶液	розчин
溶液	вирішення
ウイスキー	віскі
ウイスキー	віскі
バッド	bad
バッド	погана
バッド	погано
バッド	погане
ナシ	груші
ナシ	груша
アレクセイ	alexey
アレクセイ	олексій
アレクセイ	олексій
アレクセイ	олексій
アレクセイ	алексей
アレクサンドリア	alexandria
総局	директорія
ファゴット	фагот
エリザベート	єлизавета
誠実	щирість
コンポーネント	компонент
コンポーネント	компонента
コンポーネント	компоненти
コンポーネント	компонентів
聴覚	слух
簡潔	лаконічні
むつ	муцу
トリガー	гачок
トリガー	задіяти
トリガー	прицілом
イベリア	грузинський
武内	такеуті
イーグルス	орли
チューリップ	тюльпанів
チューリップ	тюльпан
ガッツ	кишки
レニングラード	ленінград
リップ	пухом
リップ	білет
リップ	rip
コルト	кольт
プランニング	планування
曲面	поверхні
曲面	поверхня
煉瓦	блоки
煉瓦	цегла
煉瓦	цеглу
煉瓦	цегла
ペイン	пейн
ペイン	біль
薬剤師	фармацевт
自律	автономна
自律	автономний
ポツダム	потсдам
ニコル	ніколь
嫌がらせ	мучити
嫌がらせ	переслідувати
嫌がらせ	переслідування
嫌がらせ	принижує
名字	прізвища
ハーグ	гаазі
ハーグ	гаага
プロヴァンス	прованс
ミーティング	зустрічей
ミーティング	зустрічі
ミーティング	засідання
ミーティング	нарада
ミーティング	зустрічі
ミーティング	зустріч
カーペット	килими
カーペット	килим
モンタナ	монтана
ギャップ	проміжки
ギャップ	уразливих
ギャップ	пропуски
ギャップ	розрив
地層	stratum
アルス	арс
シェリー	шері
シェリー	херес
シェリー	шеллі
乗り物	автомобілі
乗り物	автомобіль
乗り物	апарат
ダニ	тік
ダニ	дені
ダニ	дані
伊奈	іна
暖房	опалення
数量	величин
数量	кількість
倍率	масштабування
倍率	збільшення
江蘇省	цзянсу
中級	intermediate
パンドラ	pandora
チャイコフスキー	чайковського
チャイコフスキー	чайковський
カナリア	канарські
テンプル	храму
テンプル	храм
偽造	підробці
偽造	фальсифікація
エメラルド	смарагди
エメラルド	смарагд
テレサ	тереза
テレサ	тереза
マッカートニー	маккартні
パタゴニア	патагонія
太い	жирна
太い	товстий
太い	товста
太い	густе
アニー	енні
ベルン	берн
コックピット	кабіна
匂い	запах
匂い	запахи
匂い	запаху
精神病	психоз
ゴメス	гомеш
ゴメス	гомес
ゴメス	гомес
ゲーテ	гете
無条件	безумовна
オスカル	оскар
リハーサル	репетиція
リハーサル	репетицію
リハーサル	репетиції
ケニー	кенні
アスファルト	асфальт
サラダ	салат
サラダ	салату
エクアドル	еквадорський
エクアドル	еквадор
制動	гальмування
河北省	хебей
ルワンダ	руанди
ドーピング	допінг
シューマン	шуман
十字路	перехрестя
レナード	леонард
ベルナール	бернард
ベルナール	бернар
エンリケ	енріке
ひどい	жахливий
ひどい	жахливо
ひどい	жахливе
ひどい	жахлива
ババ	баба
オスロ	осло
ヴァンガード	венгард
モニカ	моніка
モニカ	monika
モニカ	моніка
スペシャリスト	спеціаліст
リガ	рига
リガ	риги
ロコ	локо
パワフル	потужний
パワフル	потужно
ジョシュ	джош
スカーレット	scarlet
スカーレット	червоні
スカーレット	скарлетт
放射能	радіоактивність
ペレス	перес
ペレス	перез
ペレス	перес
泣く	cry
泣く	плакати
泣く	плачу
泣く	плаче
泣く	плач
泣く	реве
インディー	indie
ペガサス	пегас
ディエゴ	дієго
観念	idea
観念	ідея
観念	ідею
中澤	юдзі
叫ぶ	кричать
叫ぶ	кричати
ケネス	кеннет
バタ	бата
シャドウ	тіней
シャドウ	морок
シャドウ	shadow
シャドウ	тінь
発送	відійти
発送	випуск
マンガン	марганець
教訓	урок
ポッター	гончар
ポッター	поттер
ハト	голуби
ハト	голубів
ハト	голуба
ハト	голуб
スモール	малий
スモール	малі
スモール	маленькі
パルコ	parco
給料	зарплата
給料	зарплати
打楽器	ударних
直也	кікуті
エドワーズ	едвардс
スズ	шапочка
ベネット	беннетт
ミミ	мімі
肩書	назва
肩書	заголовок
肩書	титул
ダライ	далай
コンペティション	змагання
役立つ	корисні
役立つ	корисно
役立つ	корисна
役立つ	корисний
世俗	вікова
世俗	вікові
成虫	імаго
ドリンク	напої
ドリンク	пити
ドリンク	напій
ドリンク	напої
子宮	матки
子宮	утробі
慶喜	йосінобу
グラスゴー	glasgow
ワタナベ	ватанабе
航法	навігація
航法	навігації
みやこ	міяко
下水道	каналізація
下水道	каналізацію
下水道	каналізації
カザン	казані
シアン	блакитний
シアン	бірюзовий
シェパード	вівчарка
シェパード	пастир
シェパード	шепард
贈り物	дарунки
贈り物	подарунки
贈り物	подарунку
贈り物	подарунок
ラグナ	лагуна
ノヴゴロド	новгород
オビ	обі
ベネディクト	бенедикт
検閲	цензура
検閲	цензура
オペレーション	дії
オペレーション	операцій
オペレーション	операції
オペレーション	дія
オペレーション	операція
ガーディアン	опікун
小麦	пшениці
小麦	житом
物事	things
物事	речі
物事	речей
ブイ	буй
描画	креслення
描画	малюнок
描画	малювання
パレット	палітру
パレット	палітра
パレット	палітри
マギー	меггі
フューチャー	майбутнє
狂気	божевільний
狂気	аншлаг
狂気	божевільна
狂気	божевілля
狂気	свідоцтво
リマ	ліма
懸賞	призи
ロバ	осел
ジュリー	джулі
大麻	коноплі
村落	селах
村落	села
村落	сіл
村落	село
生態系	екосистема
生態系	ecosystems
かわいい	мило
かわいい	милі
モニュメント	монумент
ジャッジ	суддя
ジャッジ	судді
ジャッジ	суддю
注入	настій
ピエモンテ	piemonte
ローラン	лоран
ファインダー	пошуком
ザグレブ	загреб
ニューカッスル	ньюкасл
サクラメント	таїнство
マジカル	магічні
マジカル	чарівне
マジカル	магічне
リクルート	стажер
ソート	впорядкувати
ソート	сортування
ソート	сортувати
ソート	сортування
ソート	впорядкування
覚書	меморандум
サンダー	грім
紅茶	tea
紅茶	чаю
紅茶	чай
デア	дер
ノーラン	нолан
信じる	вірити
信じる	повір
信じる	вірю
信じる	believe
信じる	віримо
ピッコロ	пікколо
ガマ	гама
ヴィンセント	вінсент
ヴィンセント	венсан
ハイライト	виділено
ハイライト	найважливіше
ハイライト	підсвічування
ハイライト	найголовніше
ハイライト	підсвічування
ハイライト	виділити
フェスタ	festa
マシーン	machine
マシーン	машина
マシーン	автомат
ポーラ	паула
船首	уклін
船首	арку
船首	лук
暗闇	темряву
暗闇	темрява
暗闇	темряви
エスパーニャ	españa
マーチン	мартін
リラ	ліра
リラ	рильський
刺し	гострих
せり	торги
リベラル	ліберальна
ゼルダ	zelda
プロローグ	пролог
果物	фрукт
果物	фрукти
果物	плід
果物	плоди
果物	фруктові
果物	фрукти
果物	плоди
おじ	дядько
おじ	дядечко
おじ	дядя
おじ	дядьки
停電	blackout
爬虫類	спеціального
爬虫類	рептилії
税金	податкова
税金	податки
税金	податок
税金	податки
登る	сходження
登る	лазити
登る	підйом
登る	лізти
隔離	ізоляція
バーレーン	бахрейн
球体	сфера
球体	сфери
球体	куля
領事	консул
不便	незручним
不便	незручності
ブラームス	брамс
キャメロン	кемерон
マーキュリー	меркурій
知識人	інтелектуальна
知識人	інтелектуальної
談話	дискурс
ウェディング	весілля
義昭	йосіакі
着物	кімоно
救急車	швидку
花弁	пелюстки
セグメント	ділить
セグメント	сегмент
セグメント	відрізок
ノエル	noël
絶縁	облаштовано
ナタリー	наталі
在庫	запас
トミ	томі
カーティス	кертіс
サングラス	окуляри
セブ	себу
スプリンター	sprinter
ドミニク	домінік
ビルバオ	більбао
原子核	ядро
ペルソナ	персона
リセット	скинути
リセット	відновити
リセット	скидати
リセット	скидаються
軍縮	вам
ジングル	jingle
スプレー	спрей
ガリレオ	галілео
ポテンシャル	потенціал
木田	кіда
スピーチ	мовлення
スピーチ	промову
ジャスティン	джастін
降臨	перейшла
シング	сінґх
デュッセルドルフ	дюссельдорф
タスク	завдання
タスク	задачі
タスク	задачу
タスク	завдання
タスク	задачі
ジュピター	юпітер
キャプション	напис
キャプション	підпис
キャプション	підписи
プレイオフ	плей
ユヴェントス	ювентус
物品	товари
サイレン	сирени
直哉	кікуті
ルーレット	рулетка
小人	карлик
小人	гном
リビング	живі
チャド	чад
重信	сіґенобу
バイオリン	скрипка
バイオリン	скрипці
ジャカルタ	джакарта
直交	ортогональна
光秀	міцухіде
インターフェース	інтерфейс
インターフェース	інтерфейсів
インターフェース	інтерфейси
キノ	кено
即興	імпровізація
ドロー	намалювати
ドロー	малювати
ドロー	роздати
ドロー	нічия
済州	чеджу
賞品	призи
公判	судять
便宜	зручності
収縮	стискання
カスタマイズ	налаштувати
カスタマイズ	налаштувати
カスタマイズ	пристосування
バングラデシュ	бангладеш
ペルシャ	перська
変種	різноманітність
変種	сорти
変種	різноманітності
リハビリテーション	реабілітація
アクセサリー	аксесуари
アクセサリー	аксесуар
アクセサリー	прикраса
肥料	добрив
肥料	добрива
フォーチュン	фортуна
検知	виявлення
検知	виявлені
検知	виявлено
検知	виявляти
検知	виявити
検知	виявлення
義弘	йосіхіро
花序	суцвіття
野獣	звір
サメ	акул
サメ	акули
サメ	акула
フレディ	фредді
湖沼	озер
湖沼	озера
ソチ	сочі
オペレーター	оператор
レクイエム	реквієм
ゲット	отримати
ゲット	get
レイチェル	рейчел
バンクス	береги
バンクス	банків
バンクス	банки
ナット	горіх
ナット	нет
三成	міцунарі
陽気	веселі
陽気	веселе
ホルヘ	хорхе
概説	контур
概説	резюме
概説	зведення
概説	підсумок
マグロ	тунець
ジョイ	радості
ジョイ	радість
クッキング	кулінарія
リーク	проникає
プッシュ	push
プッシュ	передачі
ファンク	funk
キープ	тримай
グアテマラ	гватемали
グアテマラ	гватемальський
フライデー	friday
ダイバー	diver
ダイバー	divers
可視	видима
可視	видимий
可視	видно
可視	видимі
メタン	метан
長方形	прямокутники
長方形	прямокутник
長方形	прямокутник
長方形	прямокутний
パイプライン	газопровід
有益	корисними
河南省	хенань
疾病	хвороби
疾病	хвороба
疾病	захворювання
迷路	лабіринт
コントローラー	регулятори
コントローラー	контролер
コントローラー	регулятор
形容詞	прикметник
形容詞	прикметників
アスリート	спортсмен
アスリート	спортсмени
キャラバン	караван
ユーリ	юрі
ユーリ	юрій
ユーリ	юрко
ホルシュタイン	гольштейн
手足	ніжками
手足	кінцівки
丸い	кругла
丸い	круглий
丸い	round
丸い	раунд
ジェラルド	джеральд
変奏曲	варіації
変奏曲	варіанти
ライデン	лейден
秀忠	хідетада
カーテン	завіса
カーテン	штори
カーテン	штори
カーテン	завіси
カーテン	штори
豆腐	тофу
ペレ	пеле
昨日	вчора
昨日	учора
ブルネイ	брунею
コンベンション	конвенції
コンベンション	конвенція
人道	гуманітарної
ロジェ	роже
ロジェ	роджер
課金	заряд
我慢	терпіння
レクリエーション	відпочинок
コンパイル	збірник
コンパイル	збирання
コンパイル	збирання
トスカーナ	тоскана
カルメン	кармен
超新星	supernova
超新星	залишок
バンパー	бампер
命題	судження
命題	пропозиція
ファイターズ	бійців
ファイターズ	бійці
蔵王	зао
サーベル	шабля
サーベル	saber
ファウスト	фауст
ファシズム	фашист
ファシズム	фашизм
ファシズム	фашистів
テナー	тенор
ハルビン	харбін
曼荼羅	мандала
組み込み	вбудований
組み込み	вбудована
組み込み	вбудованим
組み込み	вбудовані
ズボン	штани
ズボン	штани
マインツ	mainz
日の出	світанок
カリキュラム	curriculum
プラトン	платон
タップ	удари
タップ	кран
欠如	відсутність
欠如	бракує
欠如	брак
欠如	нестача
ロミオ	ромео
おしゃれ	стильний
合理化	раціоналізація
風車	вітряк
風車	млин
風車	вітряки
定量	інституційних
ヒデ	сховати
ヒデ	приховати
ヒデ	ховати
ブルックス	брукс
遼寧省	ляонін
ピエトロ	pietro
触手	щупальця
触手	вусики
ドク	doc
ドク	документ
ドク	док
ホイットニー	whitney
チタン	титану
和睦	злагоди
和睦	узгодження
和睦	примирення
悲しい	сумно
悲しい	сумні
悲しい	сумний
真司	сіндзі
ステロイド	стероїди
元就	мотонарі
ハガキ	листівка
アトレティコ	атлетіко
ダイス	кості
ダイス	кістку
アレクサンドラ	олександра
アレクサンドラ	александра
変調	модуляція
宴会	банкет
宴会	славне
宴会	бенкет
スニーカー	sneaker
スニーカー	кросівки
メル	мел
ノミ	блоха
長子	старшому
ファイナンス	фінанси
アニメイト	анімація
偏見	упередження
因みに	знімала
ファルコン	falcon
ファルコン	сокіл
ウガンダ	уганда
許す	прощення
許す	прости
許す	пробач
許す	пробачити
カメルーン	камеруну
牡丹	півонія
コンプリート	завершене
コンプリート	завершити
コンプリート	повний
コンプリート	завершення
コンプリート	завершений
ホステス	ведуча
ダイビング	дів
ジャニ	яні
バビロン	вавилон
カーネギー	карнегі
ウェリントン	веллінгтон
マーラー	малер
カストロ	кастро
ワシ	орла
ワシ	орел
新星	нова
農薬	пестициди
テヘラン	tehran
ブロンズ	бронза
アントワーヌ	антуан
スキップ	пропустити
スキップ	пропущених
スキップ	пропущено
ヤシ	palm
小切手	чек
絶叫	крик
手榴弾	граната
手榴弾	гранату
運動量	імпульсу
パルチザン	партизан
セネガル	сенегалу
浙江省	чжецзян
ソーラー	сонячний
ソーラー	сонячне
ソーラー	сонячні
ソーラー	сонячна
議定書	протокол
ピザ	піца
土星	сатурн
サクセス	успіх
ニカラグア	нікарагуа
アラー	аллах
海老	креветки
海老	креветок
海老	креветки
コンパイラ	компілятор
退屈	нудні
退屈	нудний
退屈	нудно
退屈	нецікаво
退屈	нудно
退屈	нудьга
シボレー	chevrolet
シフ	шифф
けいこ	кейко
中庭	дворі
ウィークリー	щотижня
購買	закупівля
ウィルス	вірус
ウィルス	віруси
アンジェラ	ангела
噴水	фонтан
噴水	фонтани
リムジン	лімузин
リムジン	лімузин
試練	спроб
試練	випробувань
試練	випробування
ガレージ	гараж
ガレージ	гаражі
コンドル	кондор
苦しむ	страждати
ヘルプ	допоможіть
ヘルプ	допомогти
ヘルプ	допомога
ヘルプ	довідка
ヘルプ	допомогу
スーパーマン	супермен
レンガ	блоки
レンガ	цегла
レンガ	цеглу
レンガ	цегла
ブラント	брант
ブラント	брандт
リベンジ	помсти
リベンジ	помста
ミヒャエル	михайло
ミヒャエル	майкл
ミヒャエル	michael
ミヒャエル	михаїл
投影	проекція
イデオロギー	ідеологія
オルレアン	орлеан
オルレアン	орлеан
切腹	сеппуку
わくわく	захоплююча
わくわく	захоплююче
わくわく	хвилюється
着信	вхідний
着信	вхідні
着信	стріляють
ベティ	бетті
サモア	самоа
パーマー	палмер
登米	томе
ベーシック	базові
ベーシック	базове
ベーシック	основні
ベーシック	базовий
ベーシック	основний
切り札	трамп
包装	пакування
包装	упаковка
鉛筆	олівець
鉛筆	олівці
会計士	бухгалтерів
会計士	бухгалтер
カーリング	керлінг
ヒート	теплом
ヒート	спека
アウディ	audi
干拓	реставрації
隣人	сусід
隣人	сусід
乱暴	шалена
乱暴	суворий
乱暴	важкий
乱暴	rough
エヴァ	єва
後悔	шкода
後悔	шкодую
催眠	гіпноз
ハエ	fly
ハエ	літати
ハエ	муха
ハエ	лети
エセックス	essex
マーベル	marvel
悪霊	демон
悪霊	демони
八重山	яеяма
醍醐	дайґо
汚職	корупція
取り付ける	долучити
取り付ける	долучення
取り付ける	приєднати
服飾	костюм
ロケーション	розміщення
ロケーション	місцезнаходження
ロケーション	локація
ロケーション	місце
ロケーション	розташування
牛肉	яловичина
牛肉	яловичини
ジョンストン	джонстон
確執	ворожнеча
確執	ятає
散乱	розсіяння
散乱	розсіювання
信行	нобуюкі
レジスタンス	опору
レジスタンス	опір
胎児	зародком
マーカス	маркус
チャールストン	чарлстон
由緒	журнал
由緒	історія
由緒	історії
好奇心	цікаво
好奇心	цікавість
エドウィン	едвін
ニャー	мяу
花粉	пилок
空知	сораті
サタン	сатана
生態学	екологічної
生態学	екологічна
生態学	екологічний
生態学	екологія
サイクリング	велоспорт
フレックス	flex
バスト	розірвала
レゲエ	реггі
フェーズ	етапу
フェーズ	фаза
フェーズ	фазу
フェーズ	фази
タフ	витривалі
スパイス	спеції
スパイス	spice
鮮やか	яскравий
ヘンダーソン	гендерсон
光沢	блиску
トラウマ	травми
トラウマ	травма
親指	палець
フォロー	слідувати
フォロー	стежити
フォロー	читачі
粉末	мука
粉末	борошно
粉末	порошку
粉末	опіків
粉末	порошків
ジブラルタル	гібралтар
プレイボーイ	playboy
マーズ	марс
マーズ	mars
グレゴリー	ґреґорі
グレゴリー	григорій
グレゴリー	грегорі
セバスティアン	себастьян
ゴダール	годар
台所	кухнях
台所	кухні
台所	кухня
台所	кухню
ナシオナル	насьйональ
ドルトムント	dortmund
レミ	ремі
モア	moa
パウエル	павелл
ジョエル	джоел
誘発	наведена
リッチー	річі
リッチー	річі
公道	шосе
峡谷	ущелина
峡谷	каньйон
峡谷	ущелини
峡谷	ущелина
救世主	рятівники
救世主	спаситель
書式	формати
書式	формат
書式	форматування
アレルギー	алергія
ガードナー	гарднер
ヘッドライト	ліхтарем
ヘッドライト	вогнями
知覚	сприйняття
脊椎動物	зоології
ダーリン	дорогою
ダーリン	кохана
ブルズ	бики
勇敢	хоробрим
勇敢	сміливі
勇敢	сміливий
勇敢	мужній
勇敢	хоробрі
テンソル	тензор
ワンダフル	чудовий
ワンダフル	прекрасно
モーメント	moments
モーメント	моменти
モーメント	моментів
モーメント	моментами
モーメント	момент
モーメント	мить
農産物	посіви
トムソン	томсон
リエージュ	льєж
レベッカ	ребекка
マルティネス	мартінес
マルティネス	мартінес
バクー	баку
わざと	добровільно
ウィレム	віллем
フーガ	фуга
叙事詩	епічний
注射	вприскування
ファックス	факс
無制限	безмежна
無制限	безмежного
サギ	intermedia
サギ	чапля
博物学	натураліст
ブレンド	змішати
ブレンド	змішування
パラマウント	paramount
クレーム	скарг
クレーム	скарги
クレーム	скарга
プレスト	presto
島民	айлендерс
トウモロコシ	кукурудза
トウモロコシ	кукурудзу
トウモロコシ	кукурудза
トウモロコシ	кукурудзи
ギネス	гіннеса
ギネス	гвінет
ミューズ	музи
景色	краєвид
景色	пейзажів
景色	пейзажі
甲状腺	щитоподібної
シューベルト	шуберт
フロイド	флойд
フェルディナンド	фердинанд
オードリー	одрі
硝酸	нітрат
図面	креслення
図面	малюнки
図面	креслення
図面	малюнок
図面	малювання
ハッスル	афера
サバンナ	саванна
埋める	поховати
埋める	закопати
埋める	поховали
埋める	заповнення
埋める	заповнювати
埋める	заповнити
フィンガー	пальця
フィンガー	палець
フィンガー	пальцем
スターズ	зірки
同化	асиміляція
モロ	моро
チャリティ	благодійна
チャリティ	благодійний
チャリティ	благодійність
かつら	перуку
リッキー	рікі
ストリング	рядок
ウォレス	воллес
プロット	креслення
プロット	графіка
プロット	графік
区切り	break
区切り	перерва
区切り	розбити
区切り	розрив
区切り	перерви
区切り	роздільник
山西省	шаньсі
文官	цивільних
文官	цивільний
ゲームセンター	аркада
クリケット	cricket
ゆっくり	повільно
タオル	рушник
タオル	рушники
アリストテレス	арістотель
カローラ	corolla
ハイドン	гайдн
プレジデント	президент
プレジデント	президенти
瀬田	сета
ディッシュ	блюдо
ディッシュ	страва
みよし	мійосі
ワンダー	цікаво
クッキー	куки
クッキー	печиво
クッキー	куку
クッキー	куки
クッキー	печиво
電極	електрод
電極	електроди
シギ	баранець
瞑想	медитація
ドーナツ	пончики
ノズル	лаваля
ナショナリズム	націоналізм
パイン	сосна
正方形	квадратний
正方形	площа
正方形	квадрат
正方形	клітинки
正方形	клітинок
正方形	квадрати
テオドール	теодор
テオドール	теодор
テオドール	теодор
パスカル	паскаль
タンザニア	танзанії
リザーブ	резервна
リザーブ	резерв
リザーブ	резервний
リザーブ	заповідник
肥満	ожиріння
肥満	ожиріння
エーテル	етер
モデリング	моделювання
モデリング	моделювання
キャビン	будиночок
キャビン	хижі
キャビン	салоні
高架橋	віадук
羽毛	пера
羽毛	перо
羽毛	пір
ノックアウト	нокаут
ハロウィン	хелловін
ウッズ	лісі
フラグ	прапором
フラグ	прапорець
フラグ	прапор
フラグ	прапора
フラグ	прапорці
フラグ	прапори
グリム	грімм
銀河系	галактика
サプライズ	здивувати
サプライズ	здивування
サプライズ	сюрприз
サプライズ	несподіванка
フィナーレ	фінал
アニマル	тварини
アニマル	тварина
アニマル	animal
同定	ідентифікація
チャーチ	церква
チャーチ	костел
開祖	засновник
ロッシ	россі
厳島	іцукусіма
マグネシウム	магній
共和制	республіка
共和制	республік
仮装	костюм
除名	виселення
磁石	магніт
磁石	магніти
小幡	хідейосі
インストラクター	інструктором
インストラクター	інструктор
イノベーション	нововведення
イノベーション	інновації
窃盗	крадіжка
窃盗	крадіжки
窃盗	крадіжка
合図	сигнали
コンビネーション	поєднання
コンビネーション	комбінація
マーフィー	мерфі
濃縮	зосереджена
濃縮	збагачення
喋る	розмовляє
喋る	говорить
喋る	розмовляють
喋る	говоріть
喋る	вимовляти
喋る	говорити
喋る	speak
シャーリー	ширлі
ソフィー	софі
ソフィー	софія
いとこ	союзниками
いとこ	кузен
本屋	книгарню
ハプニング	відбувається
ハプニング	відбувалися
シャロン	шерон
スリム	slim
スリム	струнка
前奏曲	прелюдія
ディスカバリー	відкриття
ディスカバリー	знахідка
ドイル	дойль
パレルモ	палермо
ノストラダムス	нострадамус
伐採	ведення
伐採	вхід
フレア	спалах
フレア	спалахи
海事	морський
三崎	дой
四肢	ніжками
四肢	кінцівки
四肢	кінцівок
思春期	зрілість
ネスト	вкладання
ネスト	вкладено
ネスト	вкладені
ロッテルダム	роттердам
ダイアモンド	diamond
ダイアモンド	діамант
カント	canto
不快	зачепити
ピサ	піза
外傷	травми
外傷	ушкоджень
外傷	ушкодження
外傷	травм
外傷	травми
外傷	травма
