емерсон	에머슨
ладна	감기
ладна	추위
ладна	차가운
форест	포레스트
применети	응용
поттик	홍보
поттик	홍보하기
поттик	인센티브
библиски	성경
изразено	표명
моќи	권력
моќи	파워스
толпата	군중
јачмен	보리
профили	계좌
профили	계정
профили	프로파일
профили	프로필
зглоб	손목
разумот	이유
меки	부드러워
меки	청량
меки	부드럽게
меки	부드러운
меки	소프트
корупција	부정부패
корупција	부패
холандска	네덜란드
холандска	네덜란드인
холандска	네덜란드령
холандска	네덜란드어
прирачник	수동
прирачник	설명서
прирачник	매뉴얼
прирачник	튜토리얼
роулинг	롤링
групни	일괄
групни	대량
групни	벌크
групни	그룹
групни	집단
говеда	가축
насочено	방향성
нептун	해왕성
нептун	넵튠
тесла	테슬라
сократ	소크라테스
валас	월리스
одобрен	승인
одбиваат	거절
бомбардирањето	포격
бомбардирањето	포격
преведена	번역
арон	에런
арон	아론
арон	아론
изворно	원래
постојните	존재
постојните	기존
подигне	올리기
љубовник	연인
љубовник	애인
рејмонд	레이먼드
рејмонд	레이몬드
лејн	레인
лејн	차로
хадсон	허드슨
вандализам	반달리즘
вандализам	파손
методологија	방법론
хемиско	화학물질
хемиско	화학
хемиско	건조
хемиско	드라이
минерални	미네랄
минерални	광물
почетен	초기
почетен	이니셜
чук	노크
најниската	최저
мјузикл	뮤지컬
навигација	탐색
навигација	탐색
седмица	주일
седмица	일주일
помагајќи	돕기
невообичаено	특이한
невообичаено	unusual
обожаватели	팬들
виртуелна	가상
виртуелна	버추얼
црногорски	몬테네그로어
црногорски	몬테네그로
црногорски	몬테네그로인
ментална	멘탈
ментална	정신
шеснаесет	열여섯
моторите	엔진
процесори	프로세서
тркало	바퀴
тужба	소송
автоматско	자동
автоматско	자동
алиса	앨리사
алиса	앨리스
подвижност	민첩성
платформи	플랫폼
јаз	나누기
јаз	간격
ноти	노트
необични	특이한
необични	unusual
алијанса	동맹
алијанса	얼라이언스
сервери	서버
ударна	깨짐
ударна	브레이킹
гнезда	둥지
сеул	서울
лиценци	라이선스
лиценци	사용권
лиценци	라이센스
лиценци	면허
трамп	트럼프
вметнување	삽입
вметнување	삽입
дебели	두껍게
дебели	두꺼운
дебели	뚱뚱한
дебели	지방
дебели	살찐
ромни	롬니
ансамбл	앙상블
хинду	힌두교
австриска	오스트리아인
австриска	오스트리아
кум	대부
одобрение	승인
одобрение	지지
запре	중단됨
благи	가벼운
ерменци	아르메니아인
фарми	농장
фарми	농사
морални	도덕
затоплување	온난화
неуспешно	실패
разузнавање	지능
католицизмот	가톨릭교회
католицизмот	가톨릭주의
комплетна	완료
комплетна	완성
дубровник	두브로브니크
суво	건조
суво	드라이
крикет	크리켓
розвел	로즈웰
пеат	sing
пеат	노래
пеат	노래
автомобилите	자동차
автомобилите	차량
нацрт	초안
нацрт	드래프트
нацрт	임시
максвел	맥스웰
смеса	혼합물
смеса	반죽
смеса	혼합
автомобилски	자동차
автомобилски	자동
глобални	글로벌
глобални	전역
ланец	사슬
ланец	연쇄
ланец	체인
најстара	장수
избегнување	회피
пушка	샷건
пушка	소총
сидни	시드니
монета	동전
искористен	사용함
искористен	사용됨
искористен	사용
хигиена	위생
придружник	동반자
придружник	동행자
борците	파이터스
борците	파이터
борците	파이터즈
убедување	설득
пренасочување	리다이렉션
упатства	가이드라인
упатства	지침
упатства	지침
упатства	지시
упатства	안내
трафорд	트래포드
трафорд	트래퍼드
екстра	연장
набљудувачи	관측자
набљудувачи	관찰자
набљудувачи	옵서버
набљудувачи	왓치맨
набљудувачи	모니터
густи	두껍게
густи	두꺼운
вулкан	화산
мар	mar
ефикасна	효과적
дроги	약물
дроги	의약품
дроги	약품
дроги	마약
канџи	발톱
фред	프레드
левица	좌파
левица	왼쪽
хаос	혼란
хаос	혼돈
хаос	카오스
млечни	낙농
уредници	편집자
уредници	편집기
уредници	에디터
руди	루디
енергетска	에너지
барбадос	바베이도스
мобилен	모바일
насловна	커버
насловна	덮개
насловна	표지
нокаут	녹아웃
ограничи	한계
ограничи	제한
ограничи	극한
предвиден	투영
пионер	파이어니어
пионер	파이오니아
норман	노르만
норман	노먼
мики	미키
школки	홍합
школки	조개
школки	갑각류
школки	조개
школки	조개류
осми	여덟번째
кин	킨텍스
кин	지킨
химни	anthem
потврдена	확정
потврдена	확인됨
луксузни	명품
луксузни	럭셔리
луксузни	호화
приближна	볼파크
приближна	대략적인
корзика	코르시카
басен	분지
ориентирани	지향
преместување	전송
преместување	이사
преместување	움직임
фјодор	표도르
дипломати	외교관
ветар	바람
возрасен	성인
возрасен	어른
рехабилитација	재활
рехабилитација	재활
биолошка	생물학
прекрасни	아름다운
прекрасни	아름다워
прекрасни	아름답다
прекрасни	멋진
прекрасни	화려하다
прекрасни	이쁜
прекрасни	화려한
уништат	파괴
градежништво	공사
градежништво	건설
градежништво	건축
миг	mig
агенси	에이전트
интегритет	무결성
метода	수단
метода	메서드
метода	방법
метода	메소드
навахо	나바호
исчезнува	사라지는
ванкувер	밴쿠버
меур	거품
меур	버블
меур	방광
мандатот	위임통치령
влакно	섬유
одобри	승인
одобри	승인
клучот	키키
летала	항공기
бејкер	베이커
чоколадо	초콜릿
чоколадо	초콜렛
слуга	하인
диор	디오르
мемоари	회상록
мемоари	회고록
хамид	하미드
бајти	바이트
бајти	바이트
корона	코로나
течат	플로
течат	플로우
течат	흐름
перцепција	지각
перцепција	인식
спенсер	스펜서
калиум	칼륨
виа	비아
виа	via
учебник	교과서
бетовен	베토벤
прегледи	리뷰
прегледи	노출
прегледи	견해
прегледи	조회
прегледи	조회수
санскрит	산스크리트어
едвин	에드윈
харви	하비
палау	팔라우
видлив	표시
видлив	표시됨
сос	sos
сос	소스
дополнување	보완
копирање	복사
копирање	카피
копирање	복사본
копирање	사본
копирање	복사
коленото	무릎
пети	패티
пети	패티
пронајдено	찾았다
пронајдено	찾았습니다
пронајдено	발견됨
ангажман	약혼
ангажман	참여
колин	콜린
одеса	오데사
хормон	호르몬
најмлад	막내
назначување	약속
назначување	예약
протестантите	개신교
прогласување	선언
мемфис	멤피스
амазон	아마존
антибиотици	항생제
одбојка	배구
олеснување	완화
осмиот	여덟번째
евреин	유대인
евреин	유대교
евреин	유대인
поврати	복구
поврати	복원하기
поврати	복원
фабијан	파비안
демократите	민주당
игралиште	놀이터
ензими	효소
битките	전투
ајкули	상어
микро	마이크로
микро	마이크로소프트
наставка	접미사
наставка	확장
наставка	연장
наставка	확장자
наставка	확대
сабат	안식일
гласачите	유권자
брашно	밀가루
одобрени	승인
верба	믿음
верба	신념
верба	신앙
предавач	강사
регулатива	규제
регулатива	규정
најдете	찾기
убедливо	설득력
антигва	앤티가
укинувањето	해체
парада	퍼레이드
парада	행진
инженеринг	공학
инженеринг	엔지니어링
метална	금속
дар	선물
убивање	킬링
родено	born
родено	출생
родено	탄생
најважна	파라마운트
дишењето	호흡
дишењето	호흡
сулфур	유황
звучи	소리
дијабетес	당뇨
дијабетес	당뇨병
кодирање	부호화
кодирање	인코딩
кодирање	부호화
дизелдорф	뒤셀도르프
дизелдорф	뒤셀도르프
строги	뻣뻣한
строги	엄격한
спасување	절약
спасување	저장
спасување	구출
спасување	구조
скапи	비싼
скапи	비싸다
домати	토마토
домати	토마토
инсектите	곤충
измери	측정
измери	측도
салон	미용실
салон	살롱
универзум	우주
верен	충성
верен	충실
леонид	레오니다스
леонид	레오니트
леонид	레오니드
отфрлање	퇴장
отфрлање	거부
отфрлање	거절
билиони	십억
билиони	수십억
најден	찾았다
најден	찾았습니다
најден	발견됨
аналитички	해석학
логори	캠프
лојд	로이드
петто	fifth
петто	다섯번째
енергии	에너지
суматра	수마트라
набавка	공급
фосилни	화석
правописот	철자
правописот	맞춤법
правописот	철자법
пуштање	재생
тумор	종양
мерлин	멀린
бањата	욕실
бањата	화장실
бањата	목욕탕
бањата	바스
бањата	목욕
бањата	욕조
домаќинствата	가구
антоан	앙투안
урнатини	폐허
снимено	녹음
снимено	녹화
хилс	힐스
хилс	언덕
доктори	의사
скалата	사다리
конвенции	컨벤션
никита	니키타
стилски	품격
експонати	전시회
задна	후방
легендите	전설
легендите	레전드
нестабилност	불안정성
нестабилност	불안정
привремен	임시
привремен	일시적
привремен	임시
привремен	체온
привремен	온도
насади	잘라내기
насади	농작물
насади	자르기
прваци	챔피언스
прваци	챔피언
хас	하스
вилис	윌리스
нос	코코
кеј	케이
поддржани	지원합니다
поддржани	지원
поддржани	지원함
сардинија	사르데냐
александер	알렉산드르
александер	알렉산더르
александер	알렉산더
норвешкиот	노르웨이어
норвешкиот	노르웨이
креативност	창의력
креативност	창의
креативност	창의성
вината	죄책감
фрејзер	프레이저
пристигнуваат	도착하다
пристигнуваат	도착
ела	엘라
кампот	캠프
камери	카메라
кливленд	클리블랜드
хируршки	외과
синхронизација	동기화
синхронизација	동기화
еритреја	에리트레아
паника	패닉
паника	공황
приморски	연안
приморски	해안
исплати	송금
исплати	결제
исплати	정산
цвеќе	꽃이
цвеќе	꽃이
цвеќе	플라워
преживеаните	생존
преживеаните	생존자
волдеморт	볼드모트
тетка	이모
тетка	숙모
тетка	고모
тетка	이모
тетка	이모가
бури	폭풍
ветрот	바람
господари	마스터즈
господари	마스터스
оригинал	원본
оригинал	오리지널
меси	메시
виде	쏘우
алис	앨리스
експлицитно	명시적으로
експлицитно	명시
експлицитно	명시적
глума	연기
приватност	프라이버시
зора	새벽
етер	에테르
етер	에테르
виртуелни	가상
виртуелни	버추얼
верност	충성
верност	멤버십
внукот	조카
внукот	손자
спирс	스피어스
пушење	흡연
пушење	금연
лесли	레슬리
пропушти	놓쳤다
трансформира	변환
трансформира	변신
трансформира	변형
егзил	망명
егзил	exile
дијаспора	디아스포라
придобивки	혜택
придобивки	이득
придобивки	이득
придобивки	이득이
брендови	브랜드
изобилство	풍성한
молитви	기도
магнус	매그너스
магнус	마누스
магнус	마그누스
препознава	인식
топло	따뜻하다
мудрост	지혜
тбилиси	트빌리시
компилација	컴필레이션
компилација	컴파일러
компилација	컴파일
толстој	톨스토이
тарантино	타란티노
престанува	정류장
проста	단순
проста	간단
проста	심플
проста	단순한
проста	간단하다
проста	간단한
тениски	테니스
натпреварувачки	경쟁
натпреварувачки	경쟁력
бурунди	부룬디
гордост	자존심
гордост	프라이드
чехов	체호프
подобрувања	향상
подобрувања	개선
ендрју	앤드류
ендрју	앤드루
ендрју	안드레아
пирамиди	피라미드
изумирање	대량절멸
изумирање	대멸종
изумирање	멸종
преживеани	생존
преживеани	생존자
труба	트럼펫
труба	나팔
сугерира	제안
периферијата	교외
судовите	법원
аполон	아폴로
инсбрук	인스브루크
ефективна	효과적
видов	쏘우
синтакса	구문
синтакса	문법
сомневање	의심
сомневање	의심
планирано	예정된
планирано	계획
неодамнешните	최근
монтана	몬태나
уникатна	고유
уникатна	독특한
пушкин	푸시킨
наследникот	상속인
наследникот	상속
наследникот	상속자
инди	인디
ерозија	침식
празна	비어
извештаите	보고서
босфорот	보스포루스
хабл	허블
сателитски	인공위성
сателитски	위성
добивката	상금
добивката	위닝
исчезнати	실종
исчезнати	누락
исчезнати	missing
детектив	형사
детектив	탐정
блекбурн	블랙번
написи	기사
честици	입자
познавања	지식인
познавања	지식
вануату	바누아투
размислувања	반사
рута	노선
рута	경로
епски	에픽
епски	서사시
рикардо	히카르도
рикардо	리카르도
рикардо	히카르두
процесор	프로세서
процесор	cpu
самит	정상회담
самит	회담
самит	정상회의
робинсон	로빈슨
боливар	볼리바르
боливар	볼리바르
пор	por
коцка	정육면체
коцка	큐브
законска	법률
законска	합법적인
куршуми	총알
куршуми	라운드
прилагодување	조정
прилагодување	조정
отров	독도
гавран	까마귀
гавран	레이븐
свештенството	성직자
сојузи	동맹
форуми	포럼
станот	아파트
виден	읽음
зглобовите	손목
пресудата	판결
пресудата	판결
тирол	티롤
харт	하트
јаглероден	탄소
конектикат	코네티컷
пастрмка	송어
окупирана	점령
вообичаен	관습
вообичаен	평상시
вообичаен	평소
откажа	취소
откажа	취소됨
откажа	취소됨
поддржувачи	지지자들
поддржувачи	지지자
поддржувачи	후원자
рушевини	먼지
рушевини	폐허
додавајќи	추가하기
додавајќи	추가
лаплас	라플라스
емс	ems
предградие	교외
предградие	교외
гуштер	도마뱀과
гуштер	도마뱀
замисли	상상
московски	모스크바
минск	민스크
проекција	프로젝션
проекција	도법
проекција	투영
едукација	교육학
едукација	교육
едукација	학력
прати	송금
прати	보내기
прати	보냅니다
прати	전송
подобрена	향상
подобрена	향상된
сомнеж	의심
државјани	내셔널스
тајност	비밀
наоѓање	찾기
гилберт	길버트
кварк	쿼크
пуштени	발매
пуштени	개봉
формирајќи	형성
копје	창던지기
копје	스피어
инвеститорите	투자자
африканска	아프리카
слатки	사탕
слатки	캔디
слатки	사탕
атрибути	속성
зрна	곡식
зрна	곡식
зрна	곡물
изговорот	발음
шумахер	슈메이커
шумахер	슈마허
атлантикот	애틀랜틱
атлантикот	대서양
христа	그리스도
христа	크라이스트
дуќани	비즈니스
начело	원칙
начело	원리
представува	나타냅니다
пиперки	피망
слушне	듣기
малави	말라위
солзи	눈물이
солзи	눈물
корејски	한국인
корејски	한국
корејски	한국어
инструментот	악기
инструментот	계기
точен	정확한
точен	정확도
точен	정답
точен	올바른
чуден	이상한
чуден	odd
срцеви	심장
максимално	최대
рудниците	광산
рудниците	지뢰
триаголници	삼각형
одлика	특성
одлика	특징
џојс	조이스
водител	주최
водител	호스트
хуманитарни	자선
лагуна	석호
оклоп	갑옷
оклоп	기갑
оклоп	갑옷
пајаци	거미
пајаци	거미
пајаци	스파이더
ефикасни	효율적
ефикасни	효과적
гулаб	피죤
гулаб	비둘기
гулаб	비둘기
индивидуално	개별
индивидуално	개별적으로
спореди	비교하기
спореди	비교
лавови	라이온스
лавови	라이언스
лавови	사자
омилени	favourite
омилени	즐겨
омилени	좋아하는
омилени	책갈피
омилени	즐겨찾기
телекомуникации	통신
телекомуникации	통신
помирување	화해
помирување	화해
ниро	nero
притвор	양육
притвор	구류
строг	엄격한
поканет	초대
колумбиски	콜롬비아
преживување	생존
артилерија	대포
платени	유료
следеше	팔로우
админ	운영자
админ	관리자
решетка	격자
решетка	눈금
решетка	그리드
соништа	드림
достапност	가용성
некого	누군가
донации	기부
донации	기부금
модул	모듈
вертикални	수직
вертикални	세로로
вертикални	세로
влажна	촉촉한
влажна	젖은
влажна	젖어
предвиди	예측
скелет	뼈대
харли	헐리
харли	할리
смртност	사망률
греам	그레이엄
крварење	출혈
ники	니키
ники	니키
напуштен	버림
вектори	벡터
спасува	저장
лисица	폭스
лисица	여우
лисица	족제비
лисица	족제비과
алонсо	알론소
колекции	컬렉션
колекции	모음집
колекции	렌치
совршена	완벽
совршена	완벽한
телевизии	텔레비전
медитеранска	지중해
мавританија	모리타니
фиксна	고정
фараонот	파라오
клисурата	협곡
клисурата	계곡
клисурата	협곡
искрено	솔직히
менаџери	매니저
предрасуди	편견
предрасуди	편견
џастин	저스틴
џастин	저스틴
интензивна	강렬하게
интензивна	강렬한
грозни	그로즈니
шминка	화장
шминка	메이크업
антигон	안티고노스
катанија	카타니아
донекаде	다소
усвоена	채택
усвоена	입양
тор	tor
тор	토르
лаборатории	연구소
лаборатории	실험실
цензура	검열
синтетички	합성
сиена	시에나
плаќања	송금
плаќања	결제
нијанса	색조
нијанса	그늘
светли	밝아
светли	밝고
светли	밝은
светли	밝게
кафена	갈색
кафена	브라운
стабилизација	안정화
ловци	사냥꾼
ловци	헌터
тод	tod
аристократија	귀족
графити	낙서
пофалби	칭찬
пофалби	찬미
пофалби	찬양
