jonas	jonas
eltávolítása	uklanjanje
eltávolítása	uklonite
eltávolítása	ukloni
eltávolítása	uklanjanje
nyíló	cvjeta
kritikát	kritika
kritikát	kritike
kritikát	kritika
kritikát	kritiku
nevezetesen	naime
kenyér	kruh
kenyér	kruha
sütő	peć
sütő	peći
sütő	pećnica
sütő	peć
kinga	kralju
kinga	kralj
kinga	king
démon	demona
démon	demon
karen	karen
vista	vista
tulajdon	nekretnine
tulajdon	vlasništvo
tulajdon	imovina
marokkói	marokanski
hódító	osvajač
lábát	noge
lábát	nogu
lábát	nozi
lábát	noga
amanda	amanda
cleveland	clevelandu
cleveland	cleveland
folytatás	nastavak
folytatás	nastavak
folytatás	nastavljamo
folytatás	nastavi
folytatás	nastavak
hittem	vjerovala
hittem	vjerovao
hittem	vjerovali
hittem	misao
hittem	mislio
fasiszta	fašistička
célokat	golova
célokat	ciljeve
célokat	ciljevi
végrehajtani	izvrši
végrehajtani	pogubiti
villamosok	tramvaji
gregory	gregory
dominikai	dominikanskoj
kocka	kocku
kocka	kocka
kocka	kockica
kocka	kocke
kocka	kockice
kocka	kockica
örülök	užitak
örülök	zadovoljstvo
tárgyalás	pregovaranje
tárgyalás	pregovori
tárgyalás	pregovora
tárgyalás	suđenje
befejezetlen	nedovršen
befejezetlen	nepotpuna
lemond	ostavku
lemond	ostavka
optimális	optimalno
optimális	optimalne
februárban	veljače
detroit	detroita
detroit	detroitu
detroit	detroit
intézkedések	mjere
intézkedések	postupci
intézkedések	radnje
intézkedések	akcije
intézkedések	djela
konfliktusok	sukoba
konfliktusok	sukobi
konfliktusok	sukoba
konfliktusok	sukob
konfliktusok	sukobi
konfliktusok	konflikt
szörny	čudovište
szörny	monstrum
adriai	jadranu
adriai	jadrana
eindhoven	eindhovena
fehérje	protein
fehérje	proteina
fehérje	proteini
fehérje	proteini
eltérések	odstupanja
eltérések	odstupanja
eltérések	razlika
eltérések	razlike
vitákat	debate
perzsák	perzijanci
könyvtárak	knjižnice
könyvtárak	biblioteke
ókor	antike
springer	springer
haut	haut
részecske	čestice
részecske	čestica
elismerés	zahvalnost
elismerés	priznavanje
elismerés	priznanje
elismerés	prepoznavanje
szabályozó	regulator
molekula	molekularni
molekula	molekula
molekula	molekule
elegáns	elegantno
elegáns	elegantna
elegáns	elegantan
cáceres	cáceres
vegas	vegas
everton	everton
donna	dona
donna	donna
abd	abd
bekezdés	paragraf
bekezdés	odlomak
bekezdés	paragrafa
nyilas	strijelac
természetfeletti	natprirodno
természetfeletti	nadnaravno
rocky	rocky
intelligencia	inteligencija
intelligencia	obavještajna
intelligencia	inteligenciju
fan	ventilator
fan	obožavatelj
fan	navijač
fan	fan
fogak	zube
fogak	zubi
épít	gradi
vizsgálati	test
vizsgálati	ispit
vizsgálati	testiranje
vizsgálati	proba
rákok	rakove
rákok	rakova
rákok	rakovi
vaszilij	vasilij
megtiltotta	zabranio
fertőző	zarazna
fertőző	zarazne
fertőző	zarazna
képregények	stripove
képregények	stripovi
fertőzött	zaražen
fertőzött	zaražena
fertőzött	zaraženo
fertőzött	zaraženi
fertőzött	kontaminirana
css	css
blackburn	blackburn
mondatok	fraze
mondatok	rečenice
aligha	jedva
naruto	naruto
brescia	brescia
baltimore	baltimore
ming	ming
kertek	vrtovi
kertek	gardens
kertek	vrtove
tizenhét	sedamnaest
zavart	zbunjenost
zavart	zbrka
zavart	poremećen
zavart	zbunjena
zavart	zbunjeni
zavart	zbunjeno
zavart	zbunjen
molekulák	molekula
molekulák	molekule
csillagászat	astronomiju
svédek	šveđani
jin	jin
technológiák	tehnologije
iratok	dokumenti
iratok	dokumenta
wimbledon	wimbledon
jesse	jesse
szebb	ljepše
szebb	ljepša
szebb	ljepši
szebb	ljepše
kedvezőtlen	nepovoljan
kedvezőtlen	nepovoljnim
évtizedben	desetljeća
évtizedben	desetljeće
illő	dolikuje
illő	prikladno
politikailag	politički
lovasság	konjica
lovasság	konjicu
tölteni	provesti
tölteni	potroši
platón	platon
tőke	equity
tőke	kapitala
tőke	kapital
csatolt	prilogu
steel	steel
steel	čelik
steel	čelika
hardcore	hardcore
mason	mason
case	case
case	slučaj
case	slucaj
edwin	edwin
méhek	pčele
eklektikus	eklektičan
viva	viva
aux	aux
jeremy	jeremy
tárolt	pohranjena
elengedhetetlen	neizostavni
termés	usjeve
termés	usjevi
termés	žetva
termés	žetvu
termés	berba
termés	žetve
termés	usjevi
termés	obrezivanje
termés	usjeva
christie	kristi
christie	christie
kertben	vrta
kertben	garden
kertben	vrt
alfaj	podvrsta
fordulat	twist
akkumulátorok	baterije
jelzés	signal
jelzés	signala
találkozás	susret
találkozás	sastanak
találkozás	upoznavanje
találkozás	susret
műszerek	instrumenti
műszerek	instrumente
műszerek	instrumentacija
számítástechnikai	računarstva
fogoly	zatvorenik
fogoly	zarobljenik
kiszolgáló	poslužitelj
kiszolgáló	server
líbiai	libijski
kecske	kozu
kecske	jarac
kecske	koza
kecske	koze
hívők	vjernici
freud	freud
antwerpen	antwerpenu
programozás	programiranje
napoli	napoli
gondok	nevolje
gondok	probleme
gondok	problema
gondok	problemi
huber	huber
etikai	etički
etikai	etike
etikai	etika
etikai	etiku
keringési	krvožilni
mccartney	mccartney
névmás	zamjenice
zongorista	pijanist
sötétség	tamu
sötétség	tama
sötétség	mrak
sötétség	tame
búr	boer
rns	rnk
enrique	enrique
dom	dome
tartása	držanje
tartása	čuvanje
ideológiai	ideološki
duncan	duncan
amphibia	amphibia
hansen	hansen
guido	guido
fiat	fiat
nyújtó	pružanje
ügyes	pametna
ügyes	pametan
ügyes	pametno
szegények	jadna
szegények	jadan
szegények	jadno
berkeley	berkeley
hangzott	zvučao
végzetes	smrtonosno
végzetes	fatalna
végzetes	fatalno
tüzérség	artiljerija
tüzérség	topništvo
megerősítve	potvrdio
megerősítve	potvrđeno
megerősítve	potvrdno
megerősítve	potvrđuje
megerősítve	potvrđujem
megerősítve	potvrdi
bűncselekmények	zločini
bűncselekmények	zločine
bűncselekmények	zločin
bűncselekmények	kriminal
zoológus	zoolog
térképek	mape
zeusz	zeus
curtis	curtis
lőszer	municija
lőszer	streljivo
lőszer	municiju
lőszer	municija
lőszer	streljivo
lőszer	municiju
phillips	phillips
jelentések	izvješćivanje
jelentések	izvješća
jelentések	izvještaji
zászlók	zastave
hangsúly	naglasak
rajzolt	dru
rajzolt	drew
megmutatta	pokazao
megmutatta	pokazali
elkészítése	priprema
elkészítése	pripreme
főnix	feniks
főnix	phoenix
grey	sivo
grey	siva
grey	grey
grey	sivi
michelangelo	michelangelo
forever	zauvijek
értelmezés	tumačenje
értelmezés	interpretacija
liu	liu
tisztek	policajci
tisztek	časnici
tisztek	službenici
legkevésbé	najmanje
osztva	podijeljeni
osztva	podijeljena
osztva	podijeljeno
érme	kovanice
érme	novčići
érme	kovanica
érme	novčić
érme	kovanica
antonius	antonije
antonius	antonija
protokoll	protokol
asztalos	stolar
asztalos	carpenter
asztalos	stolarija
mérési	mjerenje
névleges	nominalna
elnöksége	predsjedništvo
elnöksége	predsjedništva
szabályzat	pravila
szabályzat	propisi
szabályzat	polica
szabályzat	politika
fájlok	datoteke
ardennes	ardena
harag	ljutnja
harag	ljutnju
harag	bijes
harag	gnjev
harag	gnjev
harag	bes
harag	bijesa
harag	bijes
harag	gnjev
morrison	morrison
hullámok	valove
hullámok	valovi
jogszabály	zakon
mérték	stopa
mérték	stopi
mérték	izmjerio
mérték	mjera
mérték	mjeri
mérték	mjere
romlott	trulo
romlott	razmažena
primitív	primitivan
primitív	primitivni
primitív	primitivno
primitív	primitivna
elvek	principa
elvek	načela
elvek	principe
elvek	principi
tengerpart	plaže
tengerpart	beach
tengerpart	plažu
tengerpart	plaža
tengerpart	plaze
tengerpart	plaže
tengerpart	obale
tengerpart	obali
tengerpart	obala
műszer	instrument
villeneuve	villeneuve
üresen	prazno
üresen	isprazni
üresen	prazan
üresen	prazni
üresen	prazna
üresen	prazno
üresen	prazan
szervez	organizirati
szervez	organizira
izom	mišići
izom	mišiće
izom	mišići
izom	mišić
izom	mišića
bizonyított	dokazao
bizonyított	dokazano
bizonyított	dokazana
képzési	trening
képzési	obuka
képzési	treniranje
ismételt	ponovio
párbeszéd	dijalog
líbia	libijski
líbia	libiji
fázis	faze
fázis	faza
hills	brda
hills	hills
fedezett	pokrivena
fedezett	pokriven
fedezett	pokriveni
fedezett	pokriveno
zsoldos	plaćenik
rossini	rossini
kiegészítés	upotpuniti
kiegészítés	dodatak
reggae	reggae
égő	plamenika
égő	spaljivanje
égő	gori
címeket	naslovi
címeket	titule
címeket	naslova
keverés	miješanje
keverés	miješanje
amsterdam	amsterdam
nigel	nigel
louvre	louvre
közvetett	neizravno
közvetett	indicije
közvetett	indicija
elme	um
büszke	ponosna
büszke	ponosan
büszke	ponosni
mia	mia
orleans	orleans
orleans	orleansa
orleans	orleansu
dinoszaurusz	dinosaur
dinoszaurusz	dinosaura
xxx	xxx
kambodzsa	kambodži
teljesíteni	ispuni
teljesíteni	ispuniti
forgács	strugotina
kifejtett	izrazila
kifejtett	izrazio
bristol	bristol
gyümölcsök	voće
gyümölcsök	voce
gyümölcsök	voćni
gyümölcsök	plod
gyümölcsök	voće
gyümölcsök	plodovi
gyümölcsök	voce
gyárban	tvornica
gyárban	fabrike
gyárban	tvornici
gyárban	tvornice
bretagne	bretagne
moss	moss
énekelni	pjevaj
énekelni	pjevajte
énekelni	pjevanje
énekelni	pjevam
énekelni	pjevajući
énekelni	peva
énekelni	pjeva
anders	anders
téglalap	pravokutnik
téglalap	pravokutna
szigetcsoport	arhipelag
líra	lira
feleségek	kućanice
feleségek	domaćice
feleségek	supruge
böngésző	preglednik
olvasott	pročitaj
olvasott	pročitajte
olvasott	čitaj
bolton	bolton
milton	milton
napokon	dane
napokon	danima
napokon	dana
napokon	dani
nagyok	velika
nagyok	veliki
nagyok	velike
nagyok	veliko
zimbabwe	zimbabve
csupasz	golo
garcia	garcia
repül	leti
repül	fly
repül	poleti
repül	muha
repül	leti
repül	letenje
repül	leteći
sullivan	sullivan
airways	airways
érzelmek	emocije
érzelmek	emocija
érzelmek	emocije
érzelmek	emocija
érzelmek	osjećaji
érzelmek	osjećaje
érzelmek	osjećanja
galaxy	galaksije
galaxy	galaksiji
galaxy	galaksija
galaxy	galaxy
galaxy	galaksiju
jung	jung
dallam	melody
dallam	melodija
dallam	melodija
kívánok	želeći
sandra	sandra
sebész	kirurg
sebész	kirurga
sebész	kirurzi
folyami	rijeke
folyami	river
folyami	rijeci
folyami	rijeka
nyilatkozat	demanti
nyilatkozat	priopćenje
nyilatkozat	izjavu
nyilatkozat	izjava
nyilatkozat	proglašenje
nyilatkozat	deklaracija
málna	maline
málna	malina
málna	maline
algériai	alžirske
övé	njeno
övé	njezin
övé	njen
övé	njena
regina	regina
simone	simone
gyermekkori	djetinjstvo
gyermekkori	djetinjstva
richards	richards
koronázás	krunidbu
pozíciók	pozicije
órák	sati
órák	satima
órák	satovi
órák	satova
órák	predavanja
órák	nastava
órák	satovi
órák	satova
órák	satove
tár	isječak
tár	klip
tár	magazin
tár	časopis
marion	marion
tizennyolc	osamnaest
lev	lev
christina	christina
christina	kristina
helmut	helmut
említ	spominje
említ	spominjanje
nathan	nathan
nero	nero
szabadalmi	patent
fenntartott	rezervirano
fenntartott	rezervirana
fenntartott	rezerviran
museo	museo
toledo	toledu
petri	petri
operatív	operativne
operatív	operativna
tévedés	pogreška
tévedés	greška
tévedés	pogreška
tévedés	greška
claudia	claudia
claudia	klaudija
ágak	grana
ágak	grane
bern	bern
klubok	klubovi
klubok	klubova
klubok	palice
klubok	klubove
braun	braun
aude	aude
övezet	zona
övezet	zone
megújult	obnovljena
megújult	obnovljen
megmenteni	spremi
megmenteni	spremanje
megmenteni	spašavanje
kivételek	iznimke
kivételek	izuzetak
kivételek	iznimka
rajongó	ventilator
rajongó	obožavatelj
rajongó	navijač
rajongó	fan
hozzáférhető	dostupna
válaszokat	odgovore
fogyasztása	potrošnja
fogyasztása	potrošnje
értékelés	procjenu
értékelés	procjena
értékelés	procjena
jeleket	signali
küldeni	pošaljite
küldeni	šalji
küldeni	pošalji
hódítás	osvajanja
hódítás	osvajanje
iskolákban	škole
iskolákban	skole
államférfi	državnika
állatkert	zoo
csökkenteni	smanji
günther	günther
chase	potjera
chase	chase
szenegál	senegala
metropolitan	metropolitan
figyelt	gledao
figyelt	gledali
figyelt	gledala
judo	judo
díszlet	krajolik
díszlet	postavlja
díszlet	seta
duke	duke
duke	vojvoda
ellátás	zalihe
ellátás	opskrba
ellátás	namirnice
ellátás	potrepštine
ellátás	opskrba
ellátás	zaliha
gedeon	gideon
ruhát	odjeća
rákos	kancerogene
rákos	karcinom
rákos	rak
rákos	raka
alabama	alabama
alabama	alabame
majom	majmune
majom	majmun
majom	majmune
majom	majmun
kasztília	kastilje
teatro	teatro
merész	hrabar
merész	odvažan
josh	josh
jezsuiták	isusovci
dohány	duhan
elkészített	pripremljeni
elkészített	pripremljen
elkészített	pripremljeno
megszökött	pobjegla
megszökött	pobjegao
nbc	nbc
lemondását	ostavku
lemondását	ostavka
üstökös	komet
üstökös	kometa
univerzális	univerzalni
platina	platine
powell	powell
teher	breme
teher	teret
fegyverzet	naoružanje
csökkentette	spuštena
csökkentette	spustio
csökkentette	spuštene
nyitó	otvorenje
nyitó	otvaranje
nyitó	otvaram
szerencse	bogatstvo
szerencse	sreća
termékeket	proizvode
termékeket	proizvodi
sokoldalú	svestran
szalag	traka
szalag	vrpca
szalag	strip
vágás	rezanje
vágás	uređivanje
vágás	klanje
vágás	pokolj
vágás	rezovi
felismerhető	prepoznatljiv
felismerhető	prepoznatljivog
testek	tijela
őrmester	narednik
qui	qui
manhattan	manhattan
tisztviselő	administrator
tisztviselő	službeno
tisztviselő	službeni
tisztviselő	zvanično
vancouver	vancouveru
állatorvos	veterinar
állatorvos	veterinara
állatorvos	veterinarski
állatorvos	veterinar
állatorvos	veterinara
szabályozása	regulirati
brüsszelben	brussels
eugene	eugene
konstantinápoly	carigrad
prof	prof
fogadó	domaćin
fogadó	voditelj
fogadó	inn
fogadó	prijemnik
apostolok	apostola
szándékos	namjerno
szándékos	namjerno
hívő	vjernika
hívő	vjernik
egyetemek	sveučilišta
abdul	abdul
app	app
app	aplikacija
app	aplikaciju
íze	okus
íze	ukus
íze	okusa
íze	okusi
íze	okusa
túlélő	preživjele
túlélő	preživjeli
túlélő	preživjelih
túlélő	preživljavanje
túlélő	preživjela
túlélő	preživjeli
graf	graf
tengerparton	plaže
tengerparton	beach
tengerparton	plažu
tengerparton	plaža
kristályos	kristal
kristályos	kristalno
kristályos	kristalna
kristályos	crystal
xavier	xavier
csúnya	ružno
csúnya	ružna
viszonylagos	rođak
viszonylagos	relativno
oregon	oregonu
oregon	oregon
sztár	zvjezdica
sztár	star
sztár	zvijezda
sztár	zvezda
kevesebbet	manje
silvio	silvio
egyensúly	ravnotežu
egyensúly	ravnoteža
egyensúly	balans
xxii	xxii
orlando	orlando
june	lipanj
june	june
june	lipnja
bernhard	bernhard
díszítették	ukrašena
megegyezés	naselje
megegyezés	nagodba
megegyezés	sporazum
megegyezés	dogovor
megegyezés	aranžman
felépített	izgrađen
felépített	izgrađena
felépített	izgrađeno
felépített	izgradio
összefüggés	kontekst
barcelonai	barcelonu
barcelonai	barcelone
barcelonai	barceloni
barcelonai	barcelona
igazolja	opravdati
vándor	lutalica
vándor	lutalice
ingatlan	nekretnine
ingatlan	vlasništvo
ingatlan	imovina
ital	piće
ital	pića
ital	pije
ital	piće
szemek	oci
szemek	oči
szemek	zrna
szemek	žitarice
szemek	zrnca
sovány	mršava
sovány	mršav
sovány	mršavi
sovány	tanak
sovány	tanko
sovány	tanka
sovány	mršav
sovány	mršava
olcsóbb	jeftiniji
olcsóbb	jeftinije
erődítmény	utvrde
ciudad	ciudad
krónikák	kronike
hajóval	brod
szintetikus	sintetički
szintetikus	synth
lezuhant	srušio
kézikönyv	ručno
kézikönyv	priručnik
megkötött	zaključio
raf	raf
ügynökség	agencije
ügynökség	agencija
tobago	tobago
uralta	dominirala
átírni	prepisati
adler	adler
gmbh	gmbh
jet	jet
zen	zen
bika	bika
bika	bik
bika	bull
alkalmaz	zapošljava
szatirikus	satirični
hangos	glasno
hangos	bučno
mono	mono
lars	lars
polo	polo
tank	tenk
tank	spremnik
tank	tank
tao	tao
teremt	kreira
teremt	stvara
érzés	osjećaj
deutsch	deutsch
pillanat	trenutak
pillanat	moment
ártatlan	nevin
ártatlan	nevina
ártatlan	nevini
nickelodeon	nickelodeon
vigyázz	pazi
kaiser	kaiser
piquet	piquet
tanul	učim
tanul	studiranje
tanul	uči
tanul	učenje
tanul	učiti
tanul	učim
tanul	uči
tanul	učenje
tanul	naučiti
tanul	naučite
tanul	učite
tanul	uči
tanul	nauči
ghz	ghz
incidens	incident
incidens	izgred
incidens	incidenata
díszítő	ukrasno
nicolae	nicolae
butler	butler
butler	batler
dale	dale
roosevelt	roosevelt
kézműves	letjelice
kézműves	plovilo
kézműves	letjelica
kézműves	obrt
kézműves	zanat
kézműves	zanatlija
kézműves	obrt
obszervatórium	opservatoriju
michele	michele
föderáció	federacija
föderáció	federacije
chen	chen
enzim	enzimi
enzim	enzima
enzim	enzim
mansell	mansell
robbant	eksplodirao
halvány	onesvijestiti
halvány	blijeda
halvány	blijedo
halvány	blijedi
tárgyalt	pregovarao
táplálék	prehrana
táplálék	prehrane
táplálék	hrane
táplálék	hrana
funkciók	funkcije
funkciók	funkcionalnost
funkciók	značajke
funkciók	karakteristike
promóciós	promo
promóciós	promociju
promóciós	promaknuće
promóciós	promocije
promóciós	promocija
promóciós	promotivne
palmer	palmer
edzés	vježbanje
edzés	trening
edzés	vježba
edzés	trening
edzés	praksa
edzés	vježbanje
edzés	trening
edzés	obuka
edzés	treniranje
fuvola	flautu
fuvola	flauta
melinda	melinda
zita	zita
mássalhangzó	suglasnik
próba	test
próba	ispit
próba	probu
próba	probe
próba	proba
próba	testiranje
próba	proba
win	pobjeda
hangokat	zvukovi
hangokat	glasove
hangokat	glasovi
fellini	fellini
fokozatos	postupno
fokozatos	postepeno
fokozatos	napredna
angela	anđela
angela	angela
öröm	veselje
öröm	joy
öröm	radosti
öröm	radost
öröm	užitak
öröm	zadovoljstvo
madridi	madrid
madridi	madrida
madridi	madridu
faji	rasne
texasi	teksas
texasi	texas
összecsapás	clash
közzétett	objavljeno
közzétett	postavio
közzétett	objavljen
közzétett	objavljeno
közzétett	objavljeni
gyakorlatok	vježbe
kozák	kozak
reformok	reforme
reformok	reforma
reformok	reformu
reformok	reforme
reformok	reformi
reformok	reformama
társult	suradnik
társult	suradnica
folt	mrlja
folt	spot
folt	patch
diamond	dijamant
diamond	diamond
dízel	diesel
dízel	dizel
audio	zvuk
hunok	huni
termelő	produktivan
termelő	uzgajivač
termelő	producent
facto	facto
chapman	chapman
millennium	millennium
bosszú	osveta
bosszú	osvete
bosszú	osveta
bosszú	osvete
cicero	cicero
tisztelet	respekt
tisztelet	poštovanje
tisztelet	poštovanja
emírségek	emirata
terror	užas
terror	teror
vöröses	crvenkasto
betöltötte	ispunjena
betöltötte	ispunjeno
betöltötte	popunjeno
betöltötte	ispunjen
burkina	burkine
irma	irma
dalmát	dalmatinske
galériában	galerija
galériában	galerije
galériában	galeriju
közvetítő	broker
közvetítő	posrednik
közvetítő	posrednik
trófea	trofej
miranda	miranda
hülye	glupo
hülye	glup
fejes	zaglavlje
örökké	zauvijek
kukorica	kukuruza
kukorica	kukuruz
damon	damon
damon	damona
tulajdonosai	vlasnici
tesztek	testovi
tesztek	testova
szerelvény	vlakom
szerelvény	voz
szerelvény	vlak
szerelvény	skupština
szerelvény	skupštine
domain	domena
helena	helena
nagykövet	veleposlanik
nagykövet	ambasador
reakciók	reakcije
reakciók	reakcije
reakciók	reakcija
rövidített	skratio
elsüllyedt	potonuo
elsüllyedt	potopljen
elsüllyedt	potonuo
elsüllyedt	potonula
elsüllyedt	potopljeni
sátán	sotona
bejegyzett	registrirani
bejegyzett	registriran
bejegyzett	registrirano
alany	predmet
alany	subjekt
asztali	stol
asztali	tablica
káosz	kaos
hyde	hajd
hyde	hyde
állva	stojimo
állva	stoji
állva	stojeći
állva	stajanje
állva	stojim
hajnalban	zore
hajnalban	zoru
hajnalban	svitanje
hajnalban	zora
őszinte	iskreni
őszinte	iskrena
őszinte	iskrene
őszinte	iskren
őszinte	iskreni
meteor	meteor
meteor	meteorit
meteor	meteora
meteor	meteor
crassus	kras
doki	doc
szertartás	svečanost
szertartás	ceremonija
szertartás	ceremoniji
szertartás	obred
szertartás	ritual
fájdalmas	bolno
fájdalmas	bolna
fájdalmas	bolni
fájdalmas	bolan
színtelen	bezbojan
alkalmanként	povremeno
alkalmanként	povremeni
alkalmanként	povremeno
menekülés	bijeg
menekülés	bijeg
suárez	suárez
rev	rev
elvis	elvis
elvis	elvisa
befolyás	utjecaj
befolyás	uticaj
számol	računajući
számol	brojim
számol	brojanje
számol	brojimo
trió	trio
javítás	popravke
javítás	popravka
javítás	popravak
javítás	korekcija
javítás	ispravak
javítás	popravke
javítás	popravci
javítás	popravka
feltételes	uvjetnu
ich	ich
befolyással	utjecaj
befolyással	uticaj
birtokok	imanja
lisszabon	lisbon
bevált	radila
bevált	uspjelo
teremtés	kreiranje
teremtés	kreacija
teremtés	stvaranje
meggyilkolt	ubijena
meggyilkolt	ubijen
mozilla	mozilla
oldalsó	bočni
leicester	leicester
humor	komedije
humor	komedija
humor	humora
humor	humor
humor	humor
vonattal	vlakom
vonattal	voz
vonattal	vlak
megmenti	spašava
megmenti	štedi
ronnie	roni
ronnie	ronnie
meta	meta
baptiste	baptiste
neme	spol
duó	duo
pet	ljubimca
pet	ljubimac
szállítási	isporuka
szállítási	dostavu
szállítási	dostava
csecsemő	novorođenče
utah	utah
legmélyebb	najdublje
átlátszó	prozirna
korlátlan	neograničen
operát	opera
operát	operi
operát	opere
paraszt	seljak
kölyök	klinac
érdekelt	zainteresovani
érdekelt	zainteresirani
érdekelt	zainteresiran
érdekelt	zainteresirana
tanúsított	certificirani
temple	hram
temple	temple
másutt	drugdje
savanyú	kiselo
savanyú	kiseli
savanyú	kisela
légköri	atmosferski
louisiana	louisiani
louisiana	louisiana
wisconsin	wisconsin
key	tipka
key	ključ
tapasztalat	iskustvo
tapasztalat	iskustva
veronica	veronica
veronica	veronika
valois	valois
api	api
ragaszkodott	insistirao
ragaszkodott	inzistirao
foltok	mrlje
foltok	zakrpe
foltok	pjege
foltok	točke
sérülések	ozljede
sérülések	ozlijede
sérülések	povrede
cache	cache
tajvani	tajvanu
tajvani	tajvanski
rotterdam	rotterdam
írjon	pišite
írjon	napiši
írjon	piši
írjon	napišite
áldozatai	žrtve
baszk	baskijski
python	python
erőteljesen	energično
erőteljesen	masivno
szemet	oka
szemet	oko
romeo	romea
romeo	romeo
pak	pak
ibrahim	ibrahim
veszteség	gubitak
veszteség	gubitka
veszteség	gubitke
veszteség	gubitaka
veszteség	gubici
como	como
hajózási	isporuka
hajózási	slanje
hajózási	shipping
hajózási	dostava
minősített	kvalifikacije
minősített	kvalificirana
minősített	kvalificiran
minősített	kvalificirani
minősített	certificirani
benz	benz
rágcsálók	glodavac
rágcsálók	glodavci
namíbia	namibiji
tudatában	svjesni
tudatában	svjestan
törekszik	endeavour
díjakat	nagrade
évszak	sezone
évszak	sezona
kincstár	riznica
españa	españa
elvégzett	izvedena
rövidítés	kratica
rövidítés	akronim
rövidítés	skraćenice
rövidítés	prečac
szarvasmarha	stoka
szarvasmarha	goveda
jeges	ledeno
jeges	ledeni
mesterségesen	umjetno
változók	varijable
rush	rush
rush	navala
rush	nalet
bíbor	ljubičasta
bíbor	ljubičasto
bíbor	ljubičasti
bíbor	crimson
constantin	constantin
martha	marta
martha	martha
torre	torre
palesztin	palestini
palesztin	palestinski
aviv	aviv
legősibb	najstariji
legősibb	najstarije
legősibb	najstarija
megőrzése	očuvanje
megőrzése	sačuvati
megőrzése	očuvanje
megőrzése	očuvanju
cohen	cohen
képességek	sposobnosti
képességek	sposobnosti
képességek	sposobnost
képességek	vještine
képességek	vještina
haller	haller
federer	federer
patricia	patricia
mozgását	pokreti
parkok	parkova
parkok	parkovima
parkok	parkove
parkok	parks
parkok	parkovi
gazdálkodás	uprava
gazdálkodás	upravljanje
gazdálkodás	menadžment
gazdálkodás	poljoprivreda
gazdálkodás	uzgoj
pentium	pentium
berry	bobica
berry	berry
újságok	novine
hannah	hannah
hannah	hana
sportban	sportski
sportban	sportovi
sportban	sport
gil	gil
kölni	parfem
ace	as
ace	ace
megyek	ide
foix	foix
chicagói	chicagu
chicagói	chicago
kétnyelvű	dvojezični
létrehozva	kreiranje
létrehozva	stvaranje
létrehozva	stvoreni
létrehozva	stvoreno
létrehozva	stvorena
létrehozva	stvoren
létrehozva	stvorio
zero	zero
zero	nula
karibi	karibima
karibi	kariba
praktikus	praktično
praktikus	praktičan
praktikus	praktične
praktikus	praktični
praktikus	praktična
hepburn	hepburn
ellentétek	suprotnosti
következetesen	dosljedno
következetesen	skladu
következetesen	dosljedan
megölni	ubij
gérard	gérard
bennszülött	autohtone
bennszülött	materinji
fenntartható	održivi
fenntartható	održiv
vonzó	atraktivna
vonzó	privlačno
vonzó	privlačan
vonzó	privlačna
homoszexuális	homoseksualac
kombinált	kombinaciji
aromás	aromatičnog
foglyok	zarobljenici
foglyok	zatvorenici
hatékonyan	efikasno
hatékonyan	efikasan
hatékonyan	učinkovito
hatékonyan	učinkovito
elméletileg	hipotetski
elméletileg	hipotetički
elméletileg	teoretski
énekli	pjeva
énekli	peva
granada	granada
védők	branitelji
létrehozásáról	uspostavljanje
terhesség	trudnoće
terhesség	trudnoća
vezeték	naftovod
vezeték	naftovoda
vezeték	plinovod
vezeték	žica
vezeték	žicu
vezeték	žice
készítő	tvorac
készítő	stvoritelja
richardson	richardson
ruha	odjeća
ruha	odjeća
ruha	haljina
ruha	haljinu
ruha	odjeća
terek	prostorima
terek	prostore
woody	woody
vie	vie
gyűrűt	prsten
tartósan	uporni
tartósan	uporna
tartósan	uporan
tartósan	trajno
tanítani	nastava
kifejezett	eksplicitno
kifejezett	izrazila
kifejezett	izrazio
adók	poreza
adók	porez
adók	porezi
adók	poreze
adók	porez
österreich	österreich
húsvét	uskrs
húsvét	uskrsa
rabszolga	robinja
rabszolga	rob
rabszolga	roba
termesztett	njegovali
lily	lili
lily	lily
jogilag	zakonski
jogilag	pravno
jogilag	legalno
utókor	potomstvo
genfi	ženevi
zár	zaključavanje
zár	zaključavanje
zár	zatvara
lépcső	stepenište
lépcső	stubište
lépcső	stepenište
lépcső	stubište
lépcső	korak
lépcső	korake
lépcső	koraka
lépcső	koracima
lépcső	koraci
lépcső	stube
lépcső	stepenice
lépcső	stepenicama
szárnyai	krila
szárnyai	krilima
szárnyai	krilca
zeitung	zeitung
carol	carol
vitorlázás	plovi
vitorlázás	jedrenje
éjjeli	noćne
éjjeli	nite
vedd	uzmi
koronás	okrunjen
rab	zatvorenik
rab	zatvorenik
rab	rab
szárazföld	zemlja
szárazföld	kopno
szárazföld	land
szárazföld	zemljište
szárazföld	kopno
kint	vani
kint	izvana
felügyelet	nadzor
felügyelet	nadgledanje
felügyelet	nadzor
javak	dobara
javak	robe
javak	robu
javak	roba
baskír	baškirski
thomson	thomson
alejandro	alejandro
salamanca	salamanca
messier	messier
sarthe	sarthe
hungaria	hungaria
terápia	terapija
terápia	terapije
gorkij	gorky
egészség	zdravlje
egészség	zdravlja
egészség	zdravstveni
testőr	tjelohranitelj
gilles	gilles
burke	burke
sebészeti	kirurški
henderson	henderson
elképzelt	izmišljeni
elképzelt	zamislio
elképzelt	zamišljao
elképzelt	zamislili
