年	any
宇宙	univers
醫院	hospital
醫院	hospitals
平方	quadrat
平方	plaça
批准	ratificació
批准	aprovació
批准	jó
批准	aprova
批准	aprovades
批准	aprovat
批准	aprovada
批准	aprovats
瑞士	suïssa
大道	boulevard
大道	bulevard
大道	avinguda
旅客	passatger
旅客	passatgers
旅客	viatgers
酒店	hotel
酒店	hosteleria
酒店	hotels
順	shun
西方	oest
西方	western
現代	moderna
現代	modern
未來	futur
未來	mirai
營	batalló
營	campament
營	camp
芳	fang
著作	escrits
金融	financer
金融	financera
任務	cessió
任務	tasca
任務	tasques
任務	missió
商業	comercial
商業	mercantils
商業	comercials
商業	negoci
商業	negocis
空間	espais
空間	espai
亮	ryo
零	zero
詩	poema
詩	poesia
詩	poemes
慶	kyung
巨	gegant
過去	passat
董	tung
董	dong
國民	nacionals
存	dipòsit
提高	increment
提高	augment
嚴重	greus
嚴重	seriós
論	teoria
俊	joon
母親	mare
訓練	entrenament
訓練	formació
葡萄牙	portuguès
葡萄牙	portugal
行為	conductes
行為	comportament
行為	conducta
喬	joe
朝鮮	corea
朝鮮	korea
工業	indústries
工業	indústria
工業	industrials
工業	industrial
慧	hye
舒	shu
坦克	tanc
坦克	tancs
劇場	theater
劇場	teatre
劇場	teatre
授予	premi
授予	adjudicació
授予	guardó
授予	adjudicat
水域	aigües
茂	mau
茂	shigeru
茂	moo
參考	referència
健	jian
韓	han
台北市	taipei
收入	ingrés
收入	ingressos
成績	èxits
成績	realitzacions
成績	consecució
成績	assoliment
姓	cognoms
姓	cognom
盛	sheng
菜	plat
菜	plats
灰	gray
灰	cendra
灰	gris
灰	grey
灰	cendres
工具	eina
工具	eines
寬	amplada
提升	condicionament
楚	chu
新疆	xinjiang
退	retirada
十八	divuit
持續	sostinguda
持續	sostingut
持續	continu
品牌	branding
卓	zhuo
翻譯	traduccions
翻譯	traduint
翻譯	traductors
翻譯	translators
翻譯	traduït
翻譯	traducció
翻譯	tradueix
翻譯	traduir
目標	objectiu
目標	objectius
基礎	base
基礎	base
自動	auto
自動	automàtica
自動	automàtic
自動	automàtica
自動	automàticament
自動	automatitzat
自動	automatitzats
群島	arxipèlag
群島	illes
理論	teoria
理論	doctrina
理論	teories
軍隊	exèrcit
宣	xuan
鏡	mirall
注意	atenció
大樓	edifici
大樓	edificació
出口	sortida
出口	exportacions
出口	exportació
出口	sortides
地震	terratrèmol
地震	terratrèmols
關於	about
海外	ultramar
海外	offshore
高速公路	autopista
產品	producte
產品	productes
條約	tractats
條約	tractat
助理	assistent
助理	ajudant
助理	ajudants
助理	assistents
畫	paint
畫	pinta
畫	dibuixa
畫	pintura
舞	dansa
舞	ballant
舞	ballar
獸	bèstia
汽車	cotxe
汽車	cars
汽車	cotxes
汽車	automòbils
宏	macros
避免	evitant
避免	evitar
命令	ordres
命令	ordre
命令	comandament
命令	orde
命令	ordre
命令	encàrrecs
命令	comandes
命令	ordres
結構	estructures
結構	arquitectura
結構	estructura
結構	estructurals
結構	estructural
埃及	egypt
埃及	egipte
字母	alfabet
字母	carta
大陸	continental
大陸	continent
大陸	continents
可可	coco
海岸	shore
水平	horitzontalment
水平	horitzontal
輝	fai
輝	huy
墨西哥	mèxic
都市	metròpoli
學習	estudiant
學習	estudi
學習	aprenentatge
學習	aprèn
學習	aprendre
學習	apreneu
賴	lai
阮	nguyễn
阮	ruan
動	mou
樂團	banda
樂團	orquestra
那些	aquelles
那些	aquells
材料	material
材料	materials
材料	matèries
士兵	soldat
士兵	soldats
容易	fàcil
魔法	màgia
彼得	peter
彼得	pere
大阪	osaka
茶	tea
茶	te
孩子	nen
孩子	infant
代理	agent
代理	actuant
代理	intermediari
組合	combinació
組合	barreja
正常	normal
正常	normals
北京市	pequín
北京市	beijing
王子	príncep
王子	prince
模型	models
模型	model
夜	nits
夜	nit
乘客	passatger
乘客	passatgers
錦標賽	campionats
錦標賽	torneig
錦標賽	tornejos
錦標賽	campionat
錦標賽	championship
禁止	veta
禁止	ban
禁止	prohibit
禁止	prohibit
禁止	prohibició
重播	playback
宣傳	propaganda
巨大	enorme
克拉	quirats
蛇	serp
蛇	serps
紫	porpra
紫	morat
紫	violeta
紫	violet
週	setmana
完整	plens
完整	ple
完整	plena
完整	completa
完整	complet
翁	weng
上市	llistats
上市	llistat
德里	delhi
森林	bosc
森林	boscos
介紹	introducció
介紹	presentació
白色	white
白色	blanc
晚上	vespre
晚上	nit
國王	king
國王	rei
袁	yuan
耳	oïda
耳	orella
耳	orelles
耳	espigues
耳	oïdes
改變	canviant
改變	canvia
改變	canvi
廣場	quadrat
廣場	plaça
廣場	piazza
廣場	plaça
市民	ciutadans
市民	ciutadà
樹	arbre
樹	arbrat
樹	arbres
大西洋	atlantic
大西洋	atlàntic
聯邦	federal
聯邦	federació
聯邦	confederació
麻	cànem
土耳其	turquia
酸	sour
酸	àcid
酸	àcids
董事	directors
外交	diplomàcia
夫人	senyora
公斤	quilograms
公斤	quilogram
公斤	quilo
公斤	kilo
效果	efecte
效果	efectes
說明	descripció
資格	titulació
連續	consecutives
連續	consecutius
連續	consecutiva
連續	continu
連續	continu
晚	tard
輪	roda
輪	rodes
輪	ronda
記錄	gravació
記錄	enregistrament
記錄	rècord
記錄	rècords
記錄	registres
作戰	combat
寫	escriu
寫	escrivint
寫	escriptura
鹿	cérvol
地理	geogràfic
地理	geografia
孝	hyo
姜	kang
姜	jiang
姜	gingebre
姜	ginger
最近	darrerament
最近	últimament
最近	recentment
最近	recents
最近	recent
咸	salada
咸	salat
秘密	secret
變	canvia
變	canvi
開放	oberta
開放	oberts
開放	open
開放	obre
開放	obert
主持人	moderador
主持人	màquina
移民	immigrants
移民	emigració
移民	emigrants
移民	immigració
移民	migració
運輸	transport
運輸	transports
運輸	transport
背	esquena
第八	vuitè
第八	vuitena
姚	yao
大小	talles
大小	mides
大小	mida
演唱會	concert
演唱會	concerts
錫	tin
錫	llauna
習性	hàbits
頂	top
柏林	berlin
柏林	berlín
三個	valldoreix
三個	tres
今天	avui
符	amulet
親	kiss
親	petó
兒子	fill
骨	ossos
骨	os
加州	califòrnia
加州	california
人口普查	cens
人口普查	censos
戰役	batalla
戰役	batalles
電台	ràdio
電台	radio
墓	tomba
墓	sepultura
北方	nord
北方	northern
活躍	actiu
星期一	dilluns
首播	estrena
首播	estrenada
首播	estrenades
業務	negoci
業務	negocis
射	disparar
前身	predecessor
啟	kai
極	polar
極	extremadament
野	wild
野	salvatge
投資	invertir
投資	inversió
投資	inversions
海洋	oceans
海洋	oceà
海洋	ocean
類型	gènere
類型	tipus
機會	oportunitat
機會	oportunitats
錯誤	error
錯誤	malament
錯誤	errors
錯誤	error
儀	yee
總部	seu
健康	saludables
健康	healthy
健康	sanes
健康	saludable
健康	sanitat
健康	salut
股	unitat
身高	alçada
身高	alçària
身高	altura
熱	hot
熱	calent
熱	calor
空中	aèria
空中	aeris
空中	aerotransportada
空中	aire
空中	air
工人	obrers
工人	treballadors
工人	treballador
輕	llum
輕	encenedor
經常	freqüentment
經常	regulars
經常	regular
經常	sovint
經常	freqüent
經常	freqüents
臺	terrassa
滿	mitsuru
滿	plens
滿	ple
滿	plena
負	negatiu
粵語	cantonès
亨利	enric
亨利	henry
交易	transacció
交易	reparteix
交易	tracte
交易	transaccions
黑色	black
黑色	negre
爆炸	explosió
喜歡	com
喜歡	like
警方	policia
十七	disset
尹	yoon
能量	energia
酒	alcohol
酒	vi
地面	superfície
地面	terreny
太平	taiping
普遍	universal
十年	dècada
然後	aleshores
然後	llavors
十四	catorze
鬼	ghost
鬼	fantasma
昆	kun
中山	zhongshan
鼠	rata
鼠	ratolí
鼠	ratolins
必要	necessàries
俄	rússia
山西	shanxi
南極洲	antàrtida
南極洲	antàrtic
小型	petita
小型	petites
退出	abandona
退出	sortida
以色列	israel
兒童	fills
兒童	infants
兒童	nens
兒童	nen
兒童	infant
一切	everything
一切	tot
東部	est
逐漸	gradual
逐漸	gradualment
博物館	museus
博物館	museum
博物館	museu
固定	corregit
固定	fix
固定	fixes
固定	arreglat
固定	estacionària
對話	conversa
對話	diàleg
對話	diàlegs
對話	converses
琴	violí
階段	fase
階段	fases
階段	etapes
階段	etapa
階段	escenari
江西	jiangxi
游	nedar
游	recorregut
游	tour
游	natació
薛	xue
病	mentals
病	malaltia
病	malalts
病	malalt
問	ask
翡翠	jade
維持	mantenint
維持	manteniment
維持	manutenció
格式	formatat
格式	formatació
格式	formats
格式	format
事故	accident
事故	accidents
臺北	taipei
互	mutual
互	mútues
互	mútua
互	mutu
刺	apunyalar
藝人	artiste
藝人	artista
藝人	artistes
天使	àngels
天使	angels
天使	angel
天使	àngel
表面	superfície
池	estany
池	pond
池	piscina
圖片	fotografies
圖片	imatge
圖片	imatges
建設	construcció
風暴	tempestes
風暴	tempesta
定義	definició
定義	definir
定義	defineix
定義	definint
定義	definicions
步兵	infanteria
指定	especifica
指定	designada
指定	designat
指定	especifica
指定	especificar
解決	resoldre
解決	resoldre
解決	resol
熊	óssos
熊	xiong
熊	ós
休	hug
休	hugh
火箭	coets
火箭	coet
騎士	cavaller
騎士	cavs
指揮	ordre
指揮	comandament
安排	concertar
實	minoru
象	elefants
象	elefant
明星	estel
明星	estrella
明星	estels
明星	estrelles
爆發	erupció
現任	actuals
現任	actual
現任	corrent
現任	presents
現任	present
潮	marea
匈牙利	hongria
匈牙利	hongarès
羊	ovella
羊	ovelles
羊	oví
羊	cabra
河流	riu
河流	rius
改造	remodelar
車輛	vehicles
車輛	vehicle
京都	kyoto
五月	maig
上午	matí
河北	hebei
馮	feng
使用者	usuari
使用者	usuaris
鄧	deng
機械	màquina
機械	maquinària
機械	mecànica
機械	mecànics
機械	mecànic
爭議	disputada
爭議	controvèrsia
爭議	polèmica
爭議	controvèrsies
爭議	controvertit
爭議	polèmic
爭議	litigi
爭議	controvèrsia
爭議	disputa
發射	llançament
首先	primer
首先	primera
首先	primers
入侵	invasió
同盟	lliga
同盟	aliances
同盟	aliança
同盟	aliats
轉換	converteix
轉換	conversió
轉換	transformada
轉換	transformar
轉換	transforma
轉換	convertint
轉換	transformació
疑似	sospitava
唱	cantar
唱	sing
蕭	shaw
血	sang
努力	gestions
努力	esforços
事情	coses
監督	supervisada
監督	supervisió
監督	vigilància
軌道	pista
軌道	peça
軌道	orbital
軌道	vies
軌道	peces
軌道	pistes
軌道	òrbita
今日	avui
狼	llop
狼	wolf
尼斯	bonic
尼斯	niça
部門	departament
部門	sector
汗	khan
汗	suar
汗	suor
南極	antàrtic
南極	antàrtida
綜合	síntesi
廣播	emissió
廣播	radiodifusió
廣播	ràdio
廣播	radio
河畔	nad
比例	proporció
比例	ràtio
比例	proporcions
比例	proporció
比例	proporcional
比例	proporcionals
偶像	ídols
偶像	ídol
側	lateral
側	laterals
側	side
側	costat
怡	jardine
父母	pares
父母	pare
父母	progenitora
父母	progenitor
鍾	rellotge
選區	circumscripcions
選區	circumscripció
廖	liao
渡	wataru
飛行	volant
飛行	vol
統一	unificada
統一	unificats
統一	reunificació
統一	unificació
統一	harmonització
冬	hivern
恢復	restaurar
恢復	restaura
恢復	restauració
恢復	recuperació
恢復	reprèn
恢復	represa
恢復	currículum
綠	midori
綠	green
綠	verd
退役	retirat
退役	jubilats
退役	jubilat
框	caixa
框	capsa
框	fotogrames
框	marcs
框	fotograma
框	marc
住宅	residencial
住宅	residències
住宅	residència
伊朗	iran
伊朗	iranià
圍	wai
莊	banker
混合	híbrid
混合	barreja
混合	mixta
混合	mixt
混合	mesclat
混合	mesclant
混合	barrejant
殺	kill
殺	mata
山脈	muntanyes
山脈	interval
上海市	shanghai
上海市	xangai
莫斯科	moscou
食品	menjar
食品	alimentació
食品	aliments
王國	regne
王國	regnes
希臘	grec
希臘	grècia
深度	profunditats
深度	profunditat
高雄	kaohsiung
法案	bill
法案	factures
有限	limitades
有限	limitat
有限	limitats
有限	finit
學者	acadèmics
戰士	soldat
戰士	warrior
戰士	guerrer
被迫	forçada
被迫	forçat
湖北	hubei
合成	sintètic
合成	síntesi
四十	quaranta
基因	gene
基因	gen
罪	pecat
罪	pecats
鳥	ocell
鳥	aus
鳥	ocells
教練	coach
教練	autocar
教練	entrenador
展示	vitrina
展示	aparador
展示	mostra
展示	espectacle
湘	xiang
槍	pistola
槍	arma
錦	kam
只要	només
義大利	itàlia
義大利	italià
讀	llegit
讀	llegir
讀	llegint
讀	lectura
很快	aviat
成都	chengdu
追	chase
厚	gruix
厚	gruixut
拍	disparar
統治	regnat
藩	domini
部落	tribu
部落	tribus
圓	circumferència
圓	cercle
圓	ronda
幫助	auxili
幫助	ajuda
幫助	ajut
教會	església
連結	connectant
連結	vinculació
連結	enllaç
連結	connecta
設定	estableix
設定	conjunt
設定	arranjaments
設定	arranjament
記者	reporters
記者	periodista
記者	reporter
數量	quantitats
數量	quantitat
星系	galàxies
星系	galàxia
鳳	fènix
鳳	phoenix
假	fals
假	false
假	falses
假	fals
假	fake
感	sentit
留下	estada
方便	convenient
領	collar
程式	programa
程式	programes
校長	director
合理	raonable
合理	raonables
挪威	noruec
挪威	noruega
步	pas
勇	yong
所在地	localització
所在地	ubicació
所在地	emplaçament
解釋	explicacions
解釋	explicació
解釋	expliqui
解釋	explicar
十九	dinou
刀	espasa
刀	ganivet
批評	crítica
批評	criticar
太子	príncep
太子	prince
檔案	fitxers
檔案	arxius
檔案	arxius
檔案	arxiu
檔案	fitxer
檔案	arxiu
檔案	arxiva
爵士	jazz
狗	gos
狗	gossos
國會	parlament
國會	congrés
病毒	virus
富士	fuji
阿根廷	argentina
當選	elegits
當選	electes
計算	calcula
計算	calcular
計算	computació
計算	càlcul
計算	càlculs
對手	rival
對手	opositors
對手	oponent
對手	adversari
湯	sopa
一天	jornada
一天	dia
艦隊	flota
廣州	guangzhou
廣州	canton
錢	diners
錢	diner
碑	estela
碑	monument
食用	comestibles
食用	comestible
晉	jin
晉	jinn
廣東	guangdong
廣東	cantonès
棒球	beisbol
中立	neutralitat
中立	neutre
中立	neutral
質量	missa
質量	massa
質量	qualitat
化石	fòssils
化石	fòssil
持有	possessió
理解	entès
理解	enteniment
理解	comprensió
理解	entesa
理解	entenent
波蘭	polònia
美洲	amèrica
美洲	amèrica
恆星	estel
恆星	estrella
恆星	estels
恆星	estrelles
部長	ministre
挑戰	reptes
挑戰	impugnacions
挑戰	challenge
挑戰	repte
挑戰	desafiament
東方	est
東方	oriental
東方	orient
賈	jia
羽毛球	bàdminton
幾乎	gairebé
阿拉	allah
玲	ling
消失	desaparèixer
例子	exemples
司令	comandant
月球	lunar
月球	lluna
地圖	mapa
地圖	correspondències
地圖	maps
地圖	mapes
杭州	hangzhou
女兒	filla
結婚	matrimoni
岳	yue
引用	citat
引用	cotitzacions
官員	funcionaris
請求	peticions
請求	requeriment
請求	petició
殖民地	colònies
殖民地	colònia
原子	àtoms
原子	atòmics
原子	atòmic
原子	atòmica
原子	àtom
菲律賓	filipines
觀眾	espectadors
觀眾	públic
觀眾	audiència
觀眾	auditoris
觀眾	espectadors
進攻	atac
珊	sol
貓	gats
貓	gat
貓	cat
吸引	atracció
吸引	atret
吸引	atraure
測試	test
測試	prova
測試	proves
測試	provant
測試	assaig
測試	proves
專業	professional
專業	professionals
專業	professió
專業	especialitat
旅遊	recorregut
旅遊	tour
旅遊	viatges
旅遊	turisme
旅遊	turista
石油	oli
石油	petroleum
石油	petroli
浪	ones
浪	onades
浪	ona
需求	necessitat
需求	necessitats
需求	demanda
內部	interior
內部	inside
內部	endins
內部	dins
內部	intern
內部	interna
內部	internament
失	perduda
失	perduts
失	lost
失	perdut
集合	reunir
方言	dialecte
方言	là
日文	japonès
特里	terry
犯罪	crims
犯罪	delictes
犯罪	crim
君主	monarca
君主	monarquia
君主	sobirana
公爵	duke
公爵	duc
降低	disminució
私人	privat
私人	privats
軟體	programari
每日	daily
拒絕	denegació
拒絕	negació
拒絕	rebuig
原始	cru
原始	raw
原始	primitives
原始	primitiu
原始	original
潭	tam
警告	avís
警告	advertència
警告	advertències
警告	avisos
俱樂部	club
俱樂部	clubs
俱樂部	trèvols
敗	derrota
貿易	comerç
減少	reducció
減少	disminució
減少	reductor
減少	reduint
減少	reduït
減少	reduïda
知名度	visibilitat
身體	cos
硬	hard
硬	dura
硬	dur
碼頭	moll
碼頭	pier
碼頭	moll
女主角	actriu
邱	qiu
恐怖	terror
恐怖	horror
柴油	gasoil
柴油	diesel
柴油	dièsel
肖	shaw
園	jardí
生於	nascut
生於	born
風格	estils
風格	estil
這裡	aquí
這裡	aqui
這裡	ací
長度	longituds
長度	longitud
勝利	guanyar
勝利	victòria
勝利	triomf
女王	queen
女王	reina
蒙特	mont
天皇	emperador
邀請	convida
邀請	convidant
邀請	invitació
邀請	invitacions
傳說	llegenda
傳說	legend
傳說	llegendes
傳說	legends
變化	canvis
舞台	arena
舞台	etapa
舞台	escenari
食物	menjar
食物	alimentació
食物	aliments
延伸	tram
延伸	prorrogat
延伸	ampliat
延伸	estén
延伸	ampliació
延伸	extensió
延伸	pròrroga
廠	planta
廠	fàbrica
推	push
推	empeny
意外	accident
羽	ploma
前鋒	vanguardia
收費	càrrecs
收費	càrrec
收費	honoraris
收費	taxes
巷	carril
巷	carreró
翔	xiang
翔	shang
翔	sho
圖書館	biblioteques
圖書館	biblioteca
突破	avenç
突破	breaking
突破	trencant
人生	vida
人生	life
通用	genèriques
通用	genèric
通用	comunes
通用	comú
通用	comuns
修正	esmena
修正	esmenes
天文	astronòmic
天文	astronomia
原創	originalitat
原創	original
地鐵	metro
地鐵	metro
先後	successivament
先後	successius
先後	successives
瓜	meló
司法	justicia
司法	justícia
花園	jardí
花園	jardins
玄	xuan
玄	hyun
實驗	experiments
實驗	experiment
實驗	experimental
課程	curs
課程	rumb
課程	curriculum
課程	currículum
課程	cursos
課程	currículums
估計	estimacions
估計	estimació
估計	estimació
箱	caixa
箱	capsa
規劃	planificació
規劃	planejament
伏	volt
配置	configuració
配置	configura
後衛	defensor
國內	domèstics
國內	domèstica
國內	domèstic
海南	hainan
柴	chai
個月	mes
現場	escena
尤其是	sobretot
尤其是	especialment
十字	creu
十字	cross
信仰	fe
信仰	creença
信仰	creences
反應	reaccionar
反應	reaccionen
反應	reacció
反應	reaccions
賞	recompensa
卒	peó
文明	civilització
安徽	anhui
價值	valors
價值	valor
本地	localment
本地	local
本地	locals
案件	cas
銷售	vendes
銷售	surts
銷售	sale
銷售	venda
旅行	viatges
旅行	viatge
小姐	miss
小姐	senyoreta
多個	múltiples
多個	múltiple
考慮	consideri
考慮	considerar
靖	jing
波斯	persa
退休	jubila
退休	jubilació
退休	retirat
退休	jubilats
退休	jubilat
路易	lluís
路易	louis
冬季	hivern
步槍	rifles
步槍	fusell
步槍	rifle
捷運	mrt
捷運	metro
棋	escacs
久	llarga
久	llarg
久	long
機器	màquina
機器	màquines
通道	canal
通道	passatge
墨	tinta
疾病	malaltia
疾病	malalties
含有	conté
逮捕	arrest
逮捕	detenció
逮捕	detencions
英里	milles
英里	kilòmetres
英里	quilòmetres
心理	psicològic
心理	psicològica
心理	psicologia
心理	mental
氣旋	cicló
氣旋	ciclons
生成	generant
生成	generar
生成	genera
生成	generada
生成	generades
生成	generat
生成	genera
每個	cadascú
每個	cadascuna
每個	cadascun
失敗	falles
失敗	fracàs
嘴	desembocadura
嘴	boca
捷克	txeca
捷克	txec
數位	digital
馬來西亞	malàisia
協議	acord
支流	afluents
支流	tributaris
投降	rendició
蕾	lei
蕾	ree
郎	lang
四月	abril
蛋白	proteïna
蛋白	proteïnes
蛋白	proteïnes
條件	condicional
條件	condició
蘇格蘭	scotland
蘇格蘭	escòcia
印尼	indonesi
下降	llença
下降	gota
名單	llista
名單	llistes
隊長	capità
霸	bak
戲劇	drama
戲劇	theater
戲劇	teatre
戲劇	teatre
創建	crear
創建	crea
創建	creació
創建	creant
牙	dents
牙	dent
吃	menjant
吃	menja
可靠	fiable
強烈	forts
強烈	forta
強烈	fort
芝加哥	chicago
女人	dona
滕	teng
華人	xinès
華人	xinesos
繼承	successió
繼承	heretar
繼承	hereta
繼承	herència
淡水	freshwater
資源	recurs
資源	recursos
平面	plànols
平面	bemoll
平面	plana
平面	plànol
平面	avió
重量	peses
重量	pesos
重量	pes
依然	encara
化學	chemical
化學	químic
化學	química
乾	secà
蔣	chiang
房屋	casa
房屋	habitatges
房屋	casas
房屋	cases
共識	consens
基金會	fonament
基金會	fundació
基金會	fundacions
老師	mestra
經紀	broker
五十	cinquanta
堅	caine
合約	contractes
合約	contracte
平原	plain
佔領	ocupar
佔領	ocupen
佔領	ocupació
領導	lideratge
蓮	lotus
蓮	lian
幸福	felicitat
幸福	feliç
靜	jing
弟弟	germà
貝爾	bell
貝爾	timbre
貝爾	campana
城堡	castell
奧運	olympic
奧運	olímpic
奧運	olimpíades
歡迎	benvingut
歡迎	benvinguda
歡迎	benvinguts
泰國	tailàndia
影像	imatges
影像	imatge
影像	imaging
凌	ling
凌	ram
壽	shou
吻	petons
吻	kiss
吻	petó
火山	volcà
火山	volcànic
火山	volcans
廟	temple
阿拉伯	aràbia
阿拉伯	arab
腳	peus
腳	peu
產業	indústries
產業	indústria
一致	unanimitat
生存	supervivència
棒	gran
裝置	dispositiu
裝置	dispositius
現象	fenòmens
現象	fenomen
基於	basat
女孩	noia
女孩	xiques
女孩	nenes
女孩	noies
女孩	girls
年輕	joves
年輕	young
年輕	jove
藤	rotang
早上	matí
商品	producte
商品	mercaderies
商品	béns
商品	productes
商品	mercaderia
受傷	ferits
評論	comentari
評論	comenta
評論	comentaris
評論	observacions
狀況	condició
放棄	descarta
小組	panell
小組	plafó
承認	reconeixement
年齡	edat
年齡	edats
汀	ting
廣泛	generalitzat
廣泛	generalitzada
廣泛	extens
廣泛	extensa
地名	toponímia
更改	modifica
更改	canvis
更改	canvia
更改	canvi
序	pròleg
曉	hiu
泥	argila
葵	kwai
葵	aoi
研究生	llicenciat
研究生	graduat
提及	mencions
提及	esmenta
提及	menció
訪問	visiteu
訪問	visita
訪問	visites
拳	puny
利益	interessos
霞	xia
霞	kasumi
伊拉克	iraq
奧林匹克	olympic
奧林匹克	olímpic
衛星	llunes
純	purs
純	pura
純	pur
海上	mar
正面	positiu
正面	positiva
正面	positius
愛情	amor
島嶼	illa
島嶼	illes
生日	aniversaris
生日	aniversari
蟹	crancs
蟹	cranc
放送	radiodifusió
理想	ideals
理想	ideals
理想	ideal
桃	presseguer
桃	préssec
忽略	ignora
忽略	ignoren
忽略	ignorat
忽略	ignorats
忽略	descuit
忽略	desatenció
忽略	ignorant
農業	agrícola
農業	agricultura
農業	agricultura
活	viure
活	live
舞蹈	dansa
舞蹈	ballant
舞蹈	ballar
民主黨	demòcrates
誠	makoto
丸	maru
丸	píndoles
丸	pastilles
衝突	conflictes
衝突	enfrontaments
衝突	clash
衝突	conflicte
湖泊	llac
湖泊	llacs
確認	confirmat
確認	confirmació
確認	confirmar
確認	confirma
調整	ajustos
調整	ajustaments
調整	ajustant
調整	ajust
調整	ajustament
調整	ajust
調整	ajusta
調整	reajustament
崖	cingles
崖	bluff
崖	penyal
崖	cliff
犬	gos
犬	gossos
編劇	escriptor
編劇	guionista
版權	copyright
勳	hoon
冷	fred
粒子	partícules
粒子	partícula
婚姻	matrimoni
婚姻	matrimonis
最新	últimes
成本	cost
成本	costos
祿	loc
祿	roku
接收	rebre
接收	rebre
接收	recepció
數字	xifres
數字	figures
數字	número
數字	nombre
數字	nombres
數字	números
常見	comunes
常見	comú
常見	comuns
愛爾蘭	irlandès
愛爾蘭	irlanda
愛爾蘭	bellvís
第九	novè
冰川	glacera
冰川	glaceres
通知	notificacions
通知	preavís
通知	notificació
鼓	drum
鼓	tambor
鼓	tambors
裝甲	armadura
裝甲	armadura
裝甲	blindat
裝甲	blindada
裝甲	blindades
惡	maldat
拉丁	llatí
邵	shao
邵	shaw
政治家	polítics
政治家	polític
丈夫	marit
布朗	marró
布朗	brown
重要性	importància
黃金	golden
黃金	or
黃金	gold
醫學	medicament
醫學	medicina
醫學	mèdica
到達	arribada
到達	arriben
到達	arribin
山口	yamaguchi
山口	col
紅色	roig
紅色	vermell
紅色	red
商人	mercader
成就	èxits
成就	realitzacions
成就	consecució
成就	assoliment
十月	octubre
十月	oct
金屬	metall
金屬	metal
金屬	metalls
改編	adaptant
改編	adaptat
改編	adaptada
改編	adaptacions
收購	adquisicions
大街	avinguda
民進黨	dpp
糖	llaminadures
糖	candy
糖	caramel
糖	sucre
動作	acció
動作	moviments
半島	península
分裂	dividits
分裂	dividit
分裂	divideix
分裂	split
代替	reemplaça
代替	substitueix
隊伍	equips
隊伍	equip
收藏	recollida
收藏	cobraments
措施	mesures
能源	energia
大多	majoritàriament
機動	maniobra
暴力	violent
暴力	violència
人們	gent
人們	persones
觀測	observacional
觀測	observació
農	nong
暗	fosc
划	fila
划	filera
壁	paret
壁	mur
知識	coneixements
知識	coneixement
粉	pink
粉	rosa
預計	projectat
預計	esperada
預計	esperats
顏色	color
顏色	colors
顏色	color
顏色	colors
補	suplement
譚	tam
團隊	equips
團隊	equip
碳	carboni
分支	branques
分支	subdivisió
分支	sucursal
分支	branca
拆除	desmantellar
拆除	desmantellament
拆除	desmuntatge
拆除	enderroc
拆除	demolició
女神	deessa
律師	advocats
律師	advocat
年份	anys
年份	any
免費	lliure
免費	gratuït
免費	lliures
物質	substància
物質	substàncies
大致	aproximat
自我	self
自我	ego
家人	família
家人	familia
任期	termini
任期	tinença
永久	permanència
永久	permanent
永久	permanents
永久	permanentment
分配	assignació
分配	distribució
幻想	fantasia
幻想	fantasies
福州	fuzhou
購買	compra
購買	compra
購買	buy
購買	comprar
購買	comprats
購買	comprant
經驗	experiències
經驗	experiencia
經驗	experiència
航空公司	airlines
航空公司	aerolínies
航空公司	aerolínia
物種	espècies
物種	espècie
廉	lian
火星	marcià
火星	mart
火星	mars
治療	terapèutics
治療	terapèutic
治療	teràpia
治療	tractament
戀	koi
在一起	junts
波特	potter
國民黨	kuomintang
國民黨	kmt
玻璃	vidre
學術	acadèmica
學術	acadèmic
三角	triangulació
三角	triangle
三角	triangular
結合	combinar
結合	combinats
結合	combinada
結合	combinades
結合	combinat
結合	combinant
推動	push
推動	empeny
港口	port
港口	harbour
港口	ports
穩定	estabilitat
穩定	estabilització
穩定	estable
氣	gas
法官	jutge
法官	jutjar
法官	magistrats
法官	jutges
古典	clàssica
古典	classic
古典	clàssic
喬治	george
共和	republicà
共和	república
作曲家	compositors
作曲家	compositora
作曲家	compositor
教宗	papa
角度	angle
角度	angles
地址	adreces
地址	adreça
身分	identitat
碼	codi
碼	pati
碼	iardes
顏	yan
慕尼黑	munic
感染	infeccions
感染	infectats
感染	infecció
薄	fina
保障	garanties
保障	garantia
安娜	anna
原則	principis
原則	doctrina
原則	principi
收集	recollint
收集	recollida
收集	recollir
收集	recollides
收集	recollits
簡單	simple
簡單	senzill
簡單	fàcil
男人	homes
男人	home
男人	man
規則	regles
規則	normes
潔	jie
化合物	compostos
化合物	compost
八月	agost
八月	ago
法庭	cort
法庭	tribunal
法庭	tribunals
貴	igu
貴	gui
貴	car
榮譽	honors
榮譽	honor
聞	olor
四個	four
四個	quatre
出售	vendre
出售	sale
出售	venda
民間	folk
共產黨	comunistes
妹妹	sister
妹妹	germana
三月	març
三月	march
表達	expressió
芒	mans
吸收	absorbent
吸收	absorció
吸收	absorbit
吸收	absorbida
吸收	absorbeixen
吸收	absorbir
奧地利	àustria
誰	qui
誰	who
成人	adult
成人	adults
整合	integrats
整合	integrat
整合	integrant
整合	integració
整合	consolidació
跑	executa
跑	córrer
威爾	will
威爾	voluntat
供應	subministraments
供應	abastament
供應	subministrament
泛	pan
岸	shore
祖父	avi
江南	gangnam
江南	jiangnan
哥哥	germà
