है	hai
उद्योगों	verslininkas
स्टॉक	atsargų
मर	miręs
बच्चन	bachchan
गहरी	gilus
गहरी	gili
गहरी	giliai
लिंक्स	nuorodos
विस्फोट	sprogimas
विस्फोट	sprogimai
जावा	java
हॉकी	ritulio
बिल्कुल	būtinai
घास	veja
घास	žole
घास	žolė
घास	žolės
नामांकित	nominantai
कथन	pareiškimai
भरे	užpildyta
ज्वालामुखी	ugnikalnio
सुल्तान	sultonas
सिविल	civilinė
सिविल	civilinės
शेर	liūtai
शेर	liūto
शेर	liūtas
हनुमान	hanumanas
प्रतिदिन	kasdienio
बैंकिंग	bankininkystė
बैंकिंग	bankininkystės
असामान्य	nenormali
असामान्य	nenormalus
असामान्य	nenormalūs
कमरे	kambariai
कमरे	kambarys
मंत्र	mantra
चित्रकार	dažytojų
विद्यार्थी	studentų
विद्यार्थी	studentė
विद्यार्थी	studentas
पेय	gėrimas
पेय	gėrimų
पेय	gėrimas
पेय	gerti
पेय	gėrimams
पेय	gėrimai
पेय	gėrimų
पेय	geria
पेय	gėrimai
अनुक्रम	seka
चक	chak
चक	chuck
पत्रकारिता	žurnalistikos
गौतम	sidharta
लक्ष्मी	lakšmė
तार	vielos
तार	laido
तार	viela
तार	laidinio
तार	stygas
पृथक	izoliuota
जाट	jat
अचानक	staiga
अचानक	staiga
डर	baimė
डर	baime
डर	baimės
करियर	karjera
करियर	karjeros
करियर	karjerai
करियर	karjera
करियर	karjeros
शुक्र	penktadienis
शुक्र	fri
जानवर	žvėris
जानवर	gyvūnai
जानवर	gyvuliai
जानवर	gyvūnų
जानवर	gyvūnai
जानवर	gyvuliai
जानवर	gyvūnas
जानवर	gyvūno
जानवर	gyvūnų
आना	ana
चेहरे	veidai
चेहरे	veidų
चेहरे	veido
अंग्रेज	anglų
चिन्ह	simboliai
चरम	ekstremalus
कर्ण	karna
निर्यात	eksportuojami
निर्यात	eksportas
निर्यात	eksportuoti
निर्यात	eksportas
दायित्व	pareiga
दायित्व	įsipareigojimas
दायित्व	įpareigojimas
हिंसा	smurto
भर्ती	įdarbinimas
भर्ती	aprašytą
भर्ती	nuomą
नहर	kanalas
ताल	nugalėti
बोध	suvokimas
बोध	supratimas
अंडे	kiaušiniai
अंडे	kiaušinių
जीवनी	biografija
मजबूर	priverstinis
अधिग्रहण	įsigijimų
अधिग्रहण	įsigijimo
अधिग्रहण	įsigijimas
अधिग्रहण	įgijimas
गुफा	urvas
महाकाव्य	epic
प्लास्टिक	plastikas
प्लास्टिक	plastikų
मुनि	munis
ब्रह्मा	brahmanas
ब्रह्मा	brahma
वयस्क	suaugusieji
वयस्क	suaugusiems
वयस्क	suaugusiųjų
वयस्क	subrendęs
ब्लॉक	blokus
ब्लॉक	blokai
ब्लॉक	blokų
प्लेट	plokštė
प्लेट	plokštės
मुसलमान	musulmonų
मुसलमान	musulmonai
संगठित	organizuotu
भव्य	nuostabi
प्रचलन	vogue
समन्वय	koordinavimas
समन्वय	koordinavimo
स्वीकृति	swat
स्वीकृति	patvirtinti
पीने	geria
पीने	gert
असली	tikras
उद्यम	verslumo
शुष्क	sausa
शुष्क	sausas
शुष्क	sausos
शुरुआती	žemiausio
मेट्रो	metro
गर्मियों	vasara
गर्मियों	vasaros
प्रकाशक	leidėjai
गाय	karvės
गाय	karvė
गाय	ku
प्रशांत	ramiojo
खाली	tuščia
खाली	tuščias
वर्तनी	rašybos
प्रतिष्ठा	prestige
प्रतिष्ठा	reputaciją
प्रतिष्ठा	ry
प्रतिष्ठा	reputacija
हार्ट	hart
सर्विस	prižiūrima
चाय	arbata
चाय	arbatos
छत	lubos
छत	terasa
छत	stogas
छत	stogo
होली	hole
मारा	mara
चाल	triukas
चाल	pokštas
गीता	gita
कोलंबिया	kolumbija
कोलंबिया	kolumbijos
प्रायद्वीप	pusiasalio
दुर्गा	durga
नक्षत्र	žvaigždynus
मौखिक	žodžiu
विनिमय	keitimosi
विनिमय	mainai
बहस	diskusijos
बहस	debatai
कथित	tariamai
ड्राइव	vykdyti
ड्राइव	vykdo
कोर	choro
कोर	choras
कोर	branduolys
कोर	pasitelkti
नियुक्ति	užimtumas
नियुक्ति	įdarbinimas
बहती	teka
विटामिन	vitaminai
विटामिन	vitamino
विटामिन	vitaminai
विटामिन	vitaminas
खून	kraujas
एड्स	aids
बाग	sode
बाग	sodas
बर्मा	birmos
बर्मा	birma
बर्मा	birmoje
गठबंधन	paktas
गठबंधन	pakto
गठबंधन	aljanso
उम्मीदवार	kandidatas
उम्मीदवार	kandidatės
प्रभावों	impresionizmas
बिलकुल	būtinai
रत्न	ratna
रूपांतरण	transformacija
रूपांतरण	transformuoti
सलाहकार	patariamosios
सलाहकार	konsultantas
जनजाति	genčiai
पठार	riba
पठार	slenkstis
सीता	sita
चलचित्र	filmas
चलचित्र	filmai
नोकिया	nokia
चमक	švyti
चमक	švyti
हिल	kalvos
नैदानिक	diagnostika
अद्भुत	nuostabu
अद्भुत	nuostabus
अद्भुत	nuostabi
अद्भुत	nuostabaus
अद्भुत	nuostabu
अद्भुत	nuostabios
अद्भुत	nuostabus
अद्भुत	nuostabi
एकत्रित	surinkti
एकत्रित	renkasi
इकाइयों	vienetai
तोड़	sunaikins
शाखाओं	filialai
शाखाओं	šakos
खतरे	grėsmes
टूर	kelionių
टूर	ekskursija
टूर	kelione
पाल	paulius
पाल	bures
जोड़े	porų
निर्माताओं	gamintojai
मौका	galimybė
समर्थक	rėmėjų
समर्थक	šalininkas
स्कूलों	mokykla
कणों	dalelės
प्रबल	dominuojančių
आलोचकों	kritikai
एयरलाइंस	airlines
अवैध	netinkamas
जीवाणु	bakterijų
जीवाणु	bakterijas
जीवाणु	bakterija
जीवाणु	bakterijos
हाँ	aha
हाँ	taip
हाँ	aha
हाँ	taip
प्राण	prana
शिकागो	čikagos
इंग्लैण्ड	anglija
इंग्लैण्ड	anglijos
इंग्लैण्ड	england
गुरू	guru
दौड़	krypsta
दौड़	valdo
दौड़	lenktynes
दौड़	lenktynių
जातीय	etninės
छाया	šešėliai
छाया	šešėlis
छाया	šešėlis
मैरी	linksmų
तैयारी	ruošimas
तैयारी	junginiai
तैयारी	paruošimas
तैयारी	preparatas
तैयारी	parengti
विक्टोरिया	viktorija
कार्यकर्ता	darbininkas
कार्यकर्ता	darbuotojas
सिंचाई	drėkinimo
रोजगार	užimtumas
रोजगार	įdarbinimas
बोल	bol
कान	ausies
कान	ausis
कान	ausys
बनवाया	statybų
परिवारों	šeimų
मेले	sąžiningą
शांत	ramus
शांत	ramu
शांत	tyliai
उद्घाटन	angų
सौंदर्य	gražuolė
सौंदर्य	grožis
प्रोग्रामिंग	programavimo
प्रोग्रामिंग	programavimas
प्रिय	brangi
प्रिय	brangioji
प्रिय	brangus
रेड	reidas
रेड	raudona
स्व	save
सृजन	kūryba
सृजन	laikinojo
वकील	teisininkai
वकील	advokatai
वकील	advokato
वकील	teisininkas
वकील	advokatas
अनाज	grūdų
अनाज	grūdai
भावनाओं	emocijas
भावनाओं	emocijos
बच	išgyveno
बच	bach
उर्जा	energija
उर्जा	energetika
सोसायटी	visuomenė
छोड़ने	krenta
यौगिकों	junginiai
सेनानी	kovotojai
सेनानी	kovotojas
लेन	eile
वध	skerdimo
एक्शन	veiksmas
धन्यवाद	dėkui
धन्यवाद	ačiū
बेल	belle
बेल	bell
मास्टर	kapitonas
राजपूत	radžputai
सच	tiesa
सच	tikra
सच	tiesa
सच	tiesos
इण्डिया	indija
इण्डिया	indijos
प्राधिकरण	institucija
कीट	vabzdžiai
कीट	vabzdžių
कीट	vabzdžių
कीट	vabzdžiai
गाना	dainuoja
गाना	daina
गाना	dainos
समाजवादी	socialistų
समाजवादी	socializmas
वेतन	atlyginimas
धूम्रपान	rūkymas
धूम्रपान	rūkymo
घोड़े	arklių
घोड़े	arkliai
घोड़े	arklius
घोड़े	žirgas
घोड़े	arklys
घोड़े	arkliai
घोड़े	arklio
माला	garland
लेखा	apskaita
तेलुगु	telugų
दीवारों	graffiti
बेस	bess
बेस	žemi
फलन	funkcija
मानता	tiki
सफलतापूर्वक	sėkmingai
चंद्र	mėnulio
सतत	nuolat
ऊष्मा	karštis
ऊष्मा	šiluma
ऊष्मा	šiluminė
ऊष्मा	šilumos
ऊष्मा	šilumą
तालाब	tvenkinyje
बृहस्पति	jupiterio
प्रोत्साहन	paskatų
प्रोत्साहन	paskatos
प्रोत्साहन	paskata
टीमों	komandos
टीमों	komandas
इंदिरा	indira
निष्क्रिय	inertinės
निष्क्रिय	išjungti
लौह	geležies
लौह	geležis
सोनी	sony
रॉय	rojus
बनावट	tekstūra
गायन	dainuoja
गायन	vokalinių
विश्वविद्यालयों	universitetų
विश्वविद्यालयों	universitetai
विश्वविद्यालयों	universitetas
उठाने	kėlimo
गहन	gilus
गहन	gili
गहन	giliai
बाघ	tiger
बाघ	tigras
टिकट	bilietai
टिकट	bilietus
टिकट	bilietų
टिकट	bilietas
टिकट	bilietų
टिकट	bilieto
राजशाही	monarchija
पैरों	kojos
पैरों	kojas
ब्लॉग	tinklaraščių
सड़कों	keliai
उद्देश्यों	verslininkas
जाल	grynasis
जाल	grynoji
जाल	grynosios
जाल	grynieji
मिलान	atitinka
मिलान	milanas
मिलान	milano
रिकार्ड	rekordas
साझा	dalys
स्वतन्त्रता	nepriklausomybės
स्वतन्त्रता	nepriklausomybė
स्वतन्त्रता	nepriklausomumas
स्वतन्त्रता	savarankiškumas
संदेह	abejonės
संदेह	abejonės
संदेह	abejonių
किरण	kiran
कारोबार	verslo
कारोबार	įmonė
कारोबार	verslas
ऋग्वेद	rigveda
रिंग	žiedas
ऑपरेशन	eksploatavimas
ऑपरेशन	veikimas
ऑपरेशन	operacija
पवन	akių
पवन	vėjas
पुराणों	puranos
छूट	nuolaida
छूट	nuolaidos
छूट	nuolaidas
छूट	nuolaidos
बाधा	kliūtis
अमीर	emyratas
अमीर	emir
अमीर	turtingas
समतल	lėktuvas
समतल	plokštumos
कठिनाई	sunkumai
कठिनाई	sunkumas
कठिनाई	sunkumų
कठिनाई	sudėtingumas
जड़	root
जड़	šaknis
जड़	šaknys
जड़	šaknų
जड़	šakniavaisiai
बौद्धिक	intelektinė
बौद्धिक	intelektinės
निकलता	šonkaulių
स्वर्ग	dangaus
स्वर्ग	dangus
स्वर्ग	rojų
स्वर्ग	rojus
व्यय	praleidžia
माया	maja
तिब्बती	tibetas
तिब्बती	tibete
तिब्बती	tibeto
आत्महत्या	savižudybės
आत्महत्या	savižudybė
अतिथि	svečiai
अतिथि	svečias
शानदार	nuostabusis
डाक	pašto
प्रतिद्वंद्वी	konkurentas
प्रतिद्वंद्वी	oponentas
मनु	manu
संयोग	sutapimas
संयोग	atsitiktinumas
कविताओं	eilėraščiai
वेदों	vedas
तरंग	bangos
तरंग	bangų
तरंग	banga
अंतराल	intervalas
क्रिस	kristina
क्रिस	kris
परिचित	pažįstamas
परिचित	matytas
परिचित	pažįstami
परिचित	pažįstamų
इंडोनेशिया	indonezijoje
इंडोनेशिया	indonezijos
इंडोनेशिया	indonezija
तत्काल	skubiai
तत्काल	skubus
तत्काल	skubiai
चित्रकला	dažymas
पहलुओं	aspektai
पहलुओं	aspektus
गेट	vartų
गेट	vartai
चैंपियनशिप	čempionatas
चैंपियनशिप	čempionato
बाबू	tėti
बाबू	tėtis
लक्ष्मण	lakšmana
राधा	radha
संतान	palikuonių
गुप्ता	gupta
लाखों	milijonus
लाखों	milijonų
लाखों	milijonai
शैक्षणिक	švietimo
भाप	garo
भाप	garai
बेस्ट	geriausi
बेस्ट	geriausia
बेस्ट	aukščiausia
बेस्ट	geriausios
बेस्ट	geriausias
गोपाल	gopala
चेक	čekių
चेक	čekis
ब्राजील	brics
राग	melodija
राग	raga
सम्प्रदाय	sekta
ख्याति	fame
सिंध	sindo
टॉम	tomas
टॉम	tom
संकल्प	rezoliucijos
संकल्प	rezoliucijų
जूनियर	junior
जूनियर	jaunesnysis
बादशाह	karalius
रचनात्मक	kūrybos
धरोहर	paveldo
धरोहर	paveldas
भूल	oblivion
अद्वितीय	unikali
अद्वितीय	unikalus
त्यौहार	festivalis
त्यौहार	festivalio
त्यौहार	festivalius
परिमाण	parametrai
संक्रमित	užkrėsta
देखना	saugok
देखना	prižiūrėti
ख़ास	specialių
स्पेनिश	ispanų
स्पेनिश	ispaniškai
स्पेनिश	ispanijos
महारानी	karaliene
महारानी	karalienė
महारानी	queen
निरीक्षण	tikrinimas
जिम्मेदारी	atsakomybė
रंगमंच	teatras
रंगमंच	teatro
रंगमंच	teatre
ज्यामिति	geometrijos
ज्यामिति	geometrija
आराम	atsipalaidavęs
आराम	komforto
आराम	paguodos
आराम	poilsio
आराम	poilsis
रवि	ravi
बेटा	beta
बेटा	sūnus
उपमहाद्वीप	subkontinentas
टुकड़े	gabaliukai
टुकड़े	gabalai
क्रिस्टल	kristalų
प्रसन्न	linksmas
प्रसन्न	laiminga
प्रसन्न	laimingas
प्रसन्न	laimingi
सार	abstraktus
पड़ोसी	kaimynas
पड़ोसी	kaimynė
पड़ोसी	kaimyne
पड़ोसी	kaimynai
पड़ोसी	kaimynų
पड़ोसी	kaimynai
पड़ोसी	kaimynės
पड़ोसी	kaimynas
गाया	dainavo
भ्रम	sutrikimą
भ्रम	sumišimas
भ्रम	iliuzija
राजनेता	politikas
गोल्ड	auksinis
गोल्ड	aukso
गोल्ड	gold
गोल्ड	auksas
भिन्नता	skirtumas
रविवार	sekmadienis
रविवार	sekmadienį
रविवार	sekmadienio
नाभिकीय	branduolinės
नाभिकीय	branduolinis
अपवाद	išimtys
लिखना	rašant
स्वचालित	auto
स्वचालित	automatinė
खेत	farm
असाधारण	nepaprasto
असाधारण	išskirtinės
असाधारण	išimtiniais
असाधारण	išimtinės
अपील	skundas
दर्शक	žiūrovų
इनपुट	įvesties
सैकड़ों	šimtai
पार्वती	parvati
क्लास	klasės
क्लास	klasė
लीला	leila
कलात्मक	meno
मंगोल	mongolai
मंगोल	mongolija
उपनिषद	upanišados
शुभ	gerai
शुभ	geras
शुभ	puikiai
शुभ	gera
बैटरी	baterija
बैटरी	akumuliatorius
बैटरी	baterijos
बैटरी	baterijų
बैटरी	akumuliatoriai
बैटरी	baterijos
कहानियाँ	aprašymai
कहानियाँ	istorijų
पुष्प	gėlės
पुष्प	gėlių
पुष्प	gėlė
मियामी	miami
सम्पर्क	paskiria
सम्पर्क	kontaktas
दृश्यों	scenų
आतंकवाद	terorizmu
आतंकवाद	terorizmas
लोकतंत्र	demokratija
लोकतंत्र	demokratijos
कुश्ती	imtynių
अकाल	badas
अकाल	badmečiai
पैलेस	pilies
पोर्ट	uostai
विधेयक	bilas
बलों	pajėgos
स्टील	plienas
यूनान	graikija
ऑस्टिन	ostino
एकड़	hektarų
एकड़	akras
अवयव	komponento
अवयव	elementas
दिव्य	dieviška
फ्लोरिडा	florida
नली	žarna
नली	žarnos
साक्ष्य	įrodymai
कहाँ	kur
निकला	gautą
मौर्य	maurjų
उपदेश	preke
एकीकरण	integravimas
एकीकरण	integracijos
एकीकरण	integracija
फोटो	nuotraukos
फोटो	foto
फोटो	nuotrauka
चोरी	pavogtas
चोरी	vagystės
चोरी	vogti
सिंहासन	sostą
सिंहासन	sosto
क्लोराइड	chloro
हरी	žalia
परिकल्पना	hipotezė
मुंह	burna
मुंह	burnos
विनाश	naikinimo
विनाश	sunaikinimas
पाक	pak
एजेंट	agentas
वितरित	paskirstyti
श्रेणियाँ	gildijos
आतंकवादी	teroristų
आतंकवादी	teroristai
आतंकवादी	teroristai
प्रतिबंधित	uždraustos
साथियों	kolegos
न्यूटन	niutonas
बैठे	sėdi
पारम्परिक	tradicinės
पारम्परिक	tradiciniai
पारम्परिक	tradicinė
सिक्किम	sikimas
प्रशिक्षित	apmokyti
पारिस्थितिकी	ekologijos
स्पेनी	ispanų
स्पेनी	ispaniškai
स्पेनी	ispanijos
पौधा	gamykla
पौधा	augaliniai
पौधा	augalas
पौधा	augalų
माई	mai
माई	gegužė
होम	namai
होम	namus
सिक्के	monetos
ट्यूब	vamzdžių
अवलोकन	apžvalga
अवलोकन	pastebėjimas
अवलोकन	stebėjimai
अवलोकन	stebėjimas
अवलोकन	stebėjimo
नमूने	egzemplioriai
बन्द	uždaryta
बन्द	uždara
बन्द	uždaryti
बन्द	glaudžiai
बन्द	užverti
एकदम	būtinai
खुदाई	gręžimo
फलों	vaisiai
फलों	vaisių
वस्तुएँ	elementų
वस्तुएँ	objektų
हमलों	išpuoliai
हमलों	išpuolių
हमलों	streikai
सफाई	švaros
सफाई	valymo
टेलीविज़न	televizoriai
टेलीविज़न	televizijos
टेलीविज़न	televizija
अन्ना	ana
अन्ना	anna
विन्यास	konfigūracija
विन्यास	derinimas
रोशनी	žiburiai
रोशनी	šviesos
आलोचक	kritikas
डीएनए	dnr
गणितज्ञ	matematikas
वनों	miškas
वनों	miškais
वनों	miškai
कृतियाँ	šedevrus
जीते	laimėjo
आमंत्रित	pakviesti
आमंत्रित	pakvietė
आमंत्रित	pakviesta
आमंत्रित	pakviestas
शिल्प	šilongas
शिल्प	amatų
पीला	geltona
सीधी	tiesus
सीधी	tiesiai
श्लोक	vers
बादल	debesys
बादल	debesų
बादल	debesis
बादल	debesys
बादल	debesų
चंद्रमा	palydovas
कोयला	anglys
कोयला	anglis
कोयला	anglis
संवैधानिक	konstitucinių
पादप	gamykla
पादप	augaliniai
पादप	augalas
पादप	augalų
उपयोगिता	naudingumo
उपयोगिता	naudingumas
उपयोगिता	naudingumas
प्रमेय	teorema
संवेदनशील	jautrus
संवेदनशील	jautri
संवेदनशील	jautrios
हॉलीवुड	holivudo
तेज़	greitesnis
तेज़	greitas
तेज़	greita
तेज़	greiti
तेज़	greitai
तेज़	greit
अल्प	alp
अल्प	nedideli
पारी	praėjimai
न्यायिक	teismų
फंड	fondas
फंड	fondo
नाक	nosis
बाई	bai
राणा	rana
ब्रायन	bryan
रंगीन	spalvingų
रंगीन	spalvoti
रंगीन	spalvinga
मूलभूत	savieji
विभागों	departamentai
जिम	saugus
जिम	džimas
पूछा	paprašė
कहानियां	aprašymai
कहानियां	istorijų
दोषी	atliktų
ज्वर	karščiavimas
क्रिसमस	kalėdų
भंडार	sandėliavimas
भंडार	saugojimas
गार्डन	sode
गार्डन	sodas
कार्टून	filmuko
व्यंग्य	satyra
व्यंग्य	parodija
नाडु	nadu
पत्थरों	akmenų
पत्थरों	akmenys
अक्ष	ašys
अक्ष	ašis
अक्ष	ašies
मोदी	modi
एपिसोड	epizodai
मैक	mac
आकलन	vertinimus
मध्यकालीन	viduramžių
पसंदीदा	mėgstamiausias
पसंदीदा	plakatai
पसंदीदा	mylimiausias
पसंदीदा	mėgstamiausia
पसंदीदा	mėgstamiausias
पसंदीदा	mėgstamiausių
अनुयायी	dešimtys
मुकदमा	siu
तलवार	kardas
तलवार	kardo
तलवार	kardą
तुलनात्मक	lyginamosios
तुलनात्मक	lyginamasis
उत्पादक	produktyvus
उत्पादक	gamintojas
उत्पादक	gamintojas
प्राकृत	prakritai
आयरिश	airių
आयरिश	airijos
आयरिश	airiai
अभिलेख	archyvas
अभिलेख	archyvai
राजकुमारी	princesė
राजकुमारी	princese
राजकुमारी	princesės
अनुचित	nepagarba
अनुचित	nesąžiningos
अनुचित	nesąžiningas
अनुचित	nesąžininga
कल	rytoj
कल	vakar
नींद	miegas
नींद	miego
कार्यान्वयन	įgyvendinimas
नाइट	nite
बाँध	dam
प्रभुत्व	dominavimo
बेहतरीन	geriausi
बेहतरीन	geriausia
बेहतरीन	aukščiausia
बेहतरीन	geriausios
बेहतरीन	geriausias
बेहतरीन	puikiai
बेहतरीन	puiki
बेहतरीन	puikų
बेहतरीन	puikaus
बेहतरीन	puikus
यथार्थ	tikras
रहस्य	marijos
रहस्य	paslaptis
फसलों	augalai
फसलों	pasėliai
फसलों	derlius
वृत्त	apskritimai
रुपए	rupijų
रुपए	rupija
मोक्ष	išsigelbėjimas
पूरक	papildai
स्पेस	kosmosas
नाटकीय	dramatiška
बर्लिन	berlynas
रद्द	atšauktas
गोल्डन	auksinis
प्रभु	viešpatie
खण्ड	atkarpa
खण्ड	segmentai
नेत्र	akies
नेत्र	akių
नेत्र	akis
नेत्र	eye
पोप	popiežius
लायक	verta
संगणक	kompiuteris
रूचि	interesus
रेगिस्तान	dykumos
रेगिस्तान	dykuma
वाणी	vani
इंजीनियर	inžinierius
भंडारण	sandėliavimas
भंडारण	saugojimas
रोल	roll
रहमान	rahman
रहमान	gailestingas
लवण	druskos
लवण	druskų
तूफान	audros
तूफान	audra
उद्धृत	kotiruojamos
दुबई	dubajaus
पावर	galios
पावर	galia
भूत	vaiduoklis
भूत	vaiduokliai
चिंतन	meditacija
चिंतन	mūza
संश्लेषण	sintezę
संश्लेषण	sintezė
मूत्र	šlapimas
मूत्र	šlapimo
संस्कृतियों	kultūrų
उपासना	maldos
अनंत	begalinė
अनंत	begalybės
बालों	plaukelius
कुत्ते	suo
कुत्ते	šuo
मुँह	burna
मुँह	burnos
कम्युनिस्ट	komunistų
कम्युनिस्ट	komunistai
बिहारी	biharų
पेड़ों	medžiai
धूप	saulės
अफ़ग़ानिस्तान	afganistanas
इन्द्र	indra
कॉमेडी	komedija
बर्तन	patiekalus
बर्तन	indai
मधुमेह	diabeto
मधुमेह	diabetas
मधुमेह	diabetu
हॉट	karšti
हॉट	karšto
हॉट	karšta
हॉट	karštas
दमन	represijos
दमन	represijų
दमन	priespaudą
समाजशास्त्र	sociologija
समापन	likvidavimo
समापन	likvidavimas
कर्तव्य	pareigas
नस्ल	veislės
नस्ल	veislė
केबल	kabeliai
केबल	laidai
केबल	kabeliai
केबल	kabelių
सिडनी	sidney
हाइड्रोकार्बन	angliavandenilių
कश्मीरी	kašmyrų
कश्मीरी	kašmyro
स्वप्न	svajonė
स्वप्न	svajone
प्रसिद्धि	fame
अपराधी	atliktų
अपराधी	nusikaltėlis
नाट्य	teatro
दुकान	parduotuvėje
दुकान	parduotuvė
दुकान	apsipirkti
सुना	girdėjau
सुना	klausėsi
भयंकर	siaubingai
भयंकर	siaubinga
भयंकर	baisiai
भयंकर	siaubinga
भयंकर	siaubingas
आर्थर	arturas
आर्थर	artūras
डाउनलोड	atsiųsti
धर्मों	religijų
धर्मों	religijos
प्रशंसकों	fanai
घाव	žaizda
घाव	žaizdos
अनुभूति	jausmas
राजस्थानी	radžastano
स्वतः	auto
स्वतः	automatinė
थिएटर	teatre
थिएटर	teatras
थिएटर	teatro
थिएटर	teatre
थिएटर	teatras
थिएटर	teatro
थिएटर	teatre
दूरसंचार	telekomunikacijos
दूरसंचार	telekomunikacijų
दूरसंचार	telekomunikacijos
दूरसंचार	telekomunikacijų
दूरसंचार	ryšiai
खपत	suvartojimas
खपत	sunaudojimas
चक्कर	vertigo
परिवेश	aplinka
परिवेश	aplinkos
सूजन	patinimas
सूजन	uždegimas
दृढ़	ryžtingų
गुलाब	rožės
झिल्ली	membranos
भालू	matas
दूरदर्शन	televizijos
दूरदर्शन	televizija
सोमवार	pirmadienis
सोमवार	pirmadienį
सर्दियों	žiemos
सर्दियों	žiemą
सर्दियों	ziema
सर्दियों	žiema
गांवों	kaimų
गांवों	kaimai
ऑटो	auto
ऑटो	automatinė
मक्का	kukurūzai
आस्था	tikėjimą
अफगानिस्तान	afganistanas
प्रभाग	kvadratas
निष्पादन	vykdyti
पहचाना	pripažintos
वाहक	vežėjas
वाहक	vežėjams
सुनने	klausos
सुनने	klausymas
भ्रमण	kelionių
भ्रमण	ekskursija
भ्रमण	kelione
हड्डी	kaulų
हड्डी	kaulas
हड्डी	kaulai
वक्र	kreivės
पुरातत्व	archeologijos
पुरातत्व	archeologija
वरुण	varuna
आजाद	azad
कॉर्पोरेट	bendrovės
आयाम	amplitudės
आयाम	matmenys
चन्द्रमा	palydovas
बेटियाँ	patelių
बेटियाँ	patelės
बेटियाँ	dukros
जादू	magija
कोच	trenerių
कोच	treneris
कोच	trenerio
बंदी	kalinys
विष	nuodai
ऑक्सफोर्ड	oksfordo
वाद	ism
निधि	fondas
निधि	fondo
लोहा	geležies
लोहा	geležis
स्मरण	atmintyje
सेतु	tilto
सेतु	tiltas
छिद्र	poras
फ़ोन	telefono
फ़ोन	telefonas
फ़ोन	telefonai
अवकाश	šventė
अवकाश	atostogos
अवकाश	atostogų
अवकाश	šventės
बंगलौर	bangalore
अध्यक्षता	pirmininkavimas
बुरा	blogis
बुरा	blogio
अफ़्रीकी	afrikos
अफ़्रीकी	afrika
ब्रेक	pertraukas
ब्रेक	stabdys
ब्रेक	stabdžiai
ब्रेक	stabdžių
ब्रेक	stabdymas
एक्सचेंज	keitimosi
एक्सचेंज	mainai
दक्षता	veiksmingumas
पतली	liesas
बच्चा	vaikas
बच्चा	vaikui
बच्चा	vaikas
बिन	bin
जलप्रपात	krioklys
जलप्रपात	krenta
टॉप	vamzdžiai
रावण	ravana
सशस्त्र	ginkluotas
सशस्त्र	ginkluoti
टेलीफोन	telefonas
सवार	raitelis
नारी	moteris
वसंत	pavasario
वसंत	pavasaris
पान	pipiro
यकृत	kepenys
मेन	vyrai
डेनमार्क	danija
डेनमार्क	danijoje
डेनमार्क	danijos
लाइब्रेरी	bibliotekų
लाइब्रेरी	bibliotekos
लाइब्रेरी	bibliotekų
लाइब्रेरी	bibliotekos
लाइब्रेरी	biblioteka
एलन	alenas
यॉर्क	york
प्राप्तकर्ता	gavėjas
मरम्मत	remonto
मरम्मत	remontas
मरम्मत	remontas
योद्धा	karys
बचत	taupymas
बचत	santaupos
बचत	taupymo
बचत	santaupų
ज़ी	zee
प्रदर्शनी	parodos
प्रदर्शनी	paroda
पोशाक	suknelė
पोशाक	apranga
पोशाक	suknele
पोशाक	aprangos
पोशाक	sukneles
पोशाक	suknelės
नैतिकता	etika
नैतिकता	etikos
नैतिकता	moralę
नैतिकता	dėsnis
झीलें	ežerai
झीलें	ežerų
युक्ति	įrenginys
युक्ति	įrenginiai
युक्ति	prietaisai
समाधि	samadhi
मशीनों	mašinos
मशीनों	mašinos
सुन	išgirsti
तुलसी	bazilikas
भूमिगत	požeminis
भूमिगत	pavasarį
मोटी	storas
मोटी	riebalų
मोटी	riebalai
स्टोन	akmens
मकान	namas
मकान	namai
मजदूर	darbininkai
मजदूर	darbuotojai
मजदूर	darbininkų
जोन्स	jones
अनुदान	stipendijos
अनुदान	dotacijos
हार्डी	hardy
लेंस	lęšiai
गतिशील	dinamiška
गतिशील	dinaminis
गतिशील	dinaminė
अनुकरण	imituojami
हट	marš
आक्रामक	agresyvus
प्राथमिकता	prerogatyva
एंजिल्स	miesta
कटौती	gabalai
देगा	pretai
शाखाएँ	filialai
शाखाएँ	šakos
शिलालेख	užrašas
कॉल	vadina
कॉल	skambučius
सख्त	griežtas
सख्त	griežti
त्योहार	festivalis
त्योहार	festivalio
मंगोलिया	mongolai
मंगोलिया	mongolija
रेस्तरां	restoranai
सोना	auksinis
सोना	aukso
सोना	gold
सोना	auksas
फार्म	farm
आँख	akies
आँख	akių
आँख	akis
आँख	eye
जीवाश्म	iškastinio
लोकतांत्रिक	demokratinė
लोकतांत्रिक	demokratinis
लोकतांत्रिक	demokratinės
लोकतांत्रिक	demokratinėje
विद्यार्थियों	mokiniai
विद्यार्थियों	mokinių
यूनिकोड	unikodo
खाद	mėšlas
खाद	mėšlo
आश्चर्य	staigmena
आश्चर्य	marvel
आश्चर्य	įdomu
शेख	šeichas
रूपरेखा	kontūrai
शब्दकोश	žodynėlis
शब्दकोश	žodynas
शब्दकोश	žodynas
नगरपालिका	savivaldybė
नगरपालिका	buitinių
गर्दन	kaklo
गर्दन	kaklas
गिनती	skaičiuoti
गिनती	skaičiavimo
दोपहर	popietę
चैंपियन	čempionas
यहा	čia
