மற்றும்	và
தேவ்	dev
வியாழன்	thu
வியாழன்	jupiter
வார்னர்	warner
அம்பேத்கர்	ambedkar
சின்	chin
சின்	cằm
சுரேஷ்	suresh
பயஸ்	piô
பயஸ்	pius
பூனை	mèo
பூனை	cat
சூ	sue
சூ	kiện
சூ	chu
சூ	tô
சூ	soo
சூ	choo
ஒட்டு	dán
ஒட்டு	dã
ஒட்டு	vá
கீதை	gita
கேட்	gate
கேட்	cổng
கேட்	kate
கேட்	kat
தெய்வ	thần
கண்டறிதல்	detection
கண்டறிதல்	discovery
மைக்கல்	michael
சூர்யா	surya
உலர்	lau
உலர்	khô
வேகமான	speedy
தூண்	khe
தூண்	cột
பாதுகாப்பாக	an
நியூட்டன்	newton
பால	bala
தொழில்நுட்பங்கள்	technologies
தடகள	athletic
விளக்குகள்	đèn
காணவும்	xem
காணவும்	pass
நாயகி	heroin
நாயகி	heroine
மாசி	masi
துபாய்	dubai
பொறியாளர்	hoạ
மனு	manu
வல்லுநர்	chuyên
சிகப்பு	đỏ
வழு	lỗi
வழு	bug
வழு	sai
வழு	lỗi
ஆபிரகாம்	abraham
புரதங்கள்	protein
ஊருக்கு	phố
லத்தீன்	nhãn
லத்தீன்	latin
நிக்கல்	nickel
நிக்கல்	niken
விஜயா	vijaya
டேவிஸ்	davis
டேவிஸ்	davies
டீசல்	diesel
பாறைகள்	đá
பிழைகள்	lỗi
பிழைகள்	rệp
பிழைகள்	bọ
பிழைகள்	lỗi
இல	tiêu
இல	đo
இழை	fiber
இழை	sợi
பதினெட்டு	eighteen
பின்புறம்	rear
பே	vịnh
பே	bay
பெண்மணி	đầm
பெண்மணி	tẩy
குளிர்கால	winter
மெகா	mega
அகன்ற	rộng
பாக்கிஸ்தான்	pakistan
வரைவு	nháp
தெரியுமா	izz
தெரியுமா	biết
விட்டனர்	graves
விட்டனர்	đào
தியானம்	thiền
டிஸ்னி	disney
சாங்	chang
வரவில்லை	vắng
வரம்பு	tầm
வரம்பு	hạn
சுட்டி	chuột
ஆல்பா	alpha
ஆல்பா	alfa
சவூதி	saudi
வகித்த	designations
யோகி	yogi
உணவில்	diêt
உணர்ச்சி	bênh
பசு	kua
பசு	bò
ஜீன்	jean
ஜீன்	tuấn
ஜீன்	jun
நுழைந்து	nhập
நுழைந்து	enter
மனைவியின்	vợ
மனைவியின்	vơ
மனைவியின்	vk
திசு	mô
கேப்டன்	trưởng
காடி	axit
காடி	acid
காடி	axít
அலகாபாத்	allahabad
கௌரவ	cameo
லே	leh
லே	lay
லே	nằm
இங்கும்	yup
இங்கும்	dô
பிஜி	fiji
பகவத்	bhagavad
ஃபாக்ஸ்	fox
ஃபாக்ஸ்	cáo
நொதி	enzyme
நொதி	enzym
எஃகு	thép
ஒப்பந்தங்கள்	deals
சிலுவை	chinh
சிலுவை	chon
செயல்களை	hành
எலும்புகள்	xương
ஆண்டி	andy
வசந்த	spring
வசந்த	xuân
உடனடி	instant
உடனடி	tức
உடனடி	tức
சொன்னார்	nói
சொன்னார்	bảo
சொன்னார்	said
இடாய்ச்சு	duch
வறண்ட	lau
வறண்ட	khô
ஏற்றி	chán
ஏற்றி	bế
ஹாட்	hot
ஹாட்	nóng
இடைமுகம்	giao
முன்னைய	trước
மேனன்	menon
மூடி	moody
ஒரிசா	orissa
துண்டு	khăn
பாஸ்	sếp
பாஸ்	boss
பாஸ்	bass
பாஸ்	qua
பாஸ்	đèo
பாஸ்	pass
தாஸ்	das
நட்சத்திரங்கள்	stars
மூர்	maori
மூர்	moor
மூர்	moore
வளையம்	ring
வளையம்	nhẫn
சிலிக்கான்	silicon
முதிர்ந்த	mature
கூரை	mái
கூரை	tèo
கூரை	trần
பாலா	bala
குறிகள்	cờ
கோப்புகள்	tệp
கடினமாக	cứng
கடினமாக	khó
கடினமாக	khổ
கடினமாக	đắng
டாடா	tata
கிடைக்க	rảnh
பெற்றோர்கள்	song
ஒளிபரப்பு	airplay
ஒளிபரப்பு	phát
திருச்சூர்	thrissur
ஒடிசா	odisha
ஒடிசா	odessa
கிழங்கு	khoai
எலி	chuột
எலி	chuột
கருணை	mercy
கருணை	ân
கருணை	grace
கருணை	tha
போயிங்	boeing
வேண்டுமா	muon
வேண்டுமா	muốn
இணைப்பை	link
சோளம்	ngô
சோளம்	bắp
சோளம்	lúa
களை	cỏ
களை	weed
பாட்டர்	potter
நகர்வு	shift
நகர்வு	ca
செங்குத்து	dọc
உறை	bì
உறை	bìa
உறை	cover
உறை	che
நரசிம்மர்	narasimha
லால்	lal
சிப்பாய்	lính
சிப்பாய்	sepoy
சிப்பாய்	pawn
அச்சம்	sợ
தானாக	động
பசுமை	lục
தில்	dil
ஆரஞ்சு	cam
கோட்	khoác
கோட்	kot
பயணங்கள்	trips
எழும்	die
எழும்	chết
மற்றவை	khác
மற்றவை	khác
மிடில்செக்ஸ்	middlesex
தென்னை	dừa
வாய்ப்புள்ளது	hội
கொள்ளை	loot
கொள்ளை	cướp
தீவிரவாத	khủng
மாஸ்டர்	thầy
எழுதியது	viết
வார்த்தைகள்	lời
அதிகரிப்பு	tăng
சென்ட்ரல்	trung
சென்ட்ரல்	central
முகலாய	mughal
ஜெட்	jet
காமா	gamma
ராஜேந்திரன்	rajendran
நீல்	neal
நீல்	neil
இரட்டையர்	đôi
இரட்டையர்	twin
இரட்டையர்	song
இரட்டையர்	twins
ஸ்காட்	scott
கம்போடியா	campuchia
தடித்த	sparks
தடித்த	rèm
தடித்த	thick
தடித்த	dầy
தடித்த	dày
தடித்த	đậm
தடித்த	bold
தடித்த	dải
வானம்	trời
வானம்	sky
பானை	nồi
பானை	pot
மின்னியல்	điện
செப்பு	đồng
வன	vana
மகாராஷ்டிரா	maharashtra
உருவாக்கப்படுகிறது	tạo
படையெடுத்து	xâm
வில்சன்	wilson
மேம்படுத்தப்பட்ட	thiệp
கவனிக்க	chuông
கவனிக்க	quận
அயனி	ion
வல்சாடு	valsad
கருதினர்	usages
பிலிப்பைன்ஸ்	philippines
இளவரசன்	hoàng
இளவரசன்	prince
நிறுவனமும்	ty
எப்போதுமே	luôn
பெர்ரி	perry
பெர்ரி	berry
கரடி	gấu
வில்லியம்ஸ்	williams
மனதை	phiền
இப்போதும்	côn
இப்போதும்	vẫn
ஜெயா	jaya
காலங்கள்	lần
காலங்கள்	times
மில்லி	millie
மில்லி	mili
மில்லி	milly
ஃபிளாஷ்	nháy
ஃபிளாஷ்	flash
யுவான்	yuan
யுவான்	nguyên
குமரி	kumari
உயிர்கள்	lives
துளை	lỗ
துளை	hố
துளை	chẻ
துளை	cắm
துளை	socket
பாவம்	nghèo
பாவம்	nghiệp
பாவம்	sin
பு	wed
குட்டி	nhỏ
குட்டி	tiểu
காணொளி	video
ரியல்	real
ரியல்	thực
ரியல்	thật
ரியல்	thiệt
ரியல்	rial
மிஸ்டர்	mister
ஆங்கிலோ	anglo
நாக	naga
அழிவு	điêu
அச்சில்	in
அச்சில்	cảnh
மணிப்பூர்	manipur
பிரச்சனை	đề
பிரச்சனை	rối
யாராவது	ai
லேசர்	laser
லேசர்	laze
முகாம்	camp
முகாம்	trại
முகாம்	camping
உக்ரைன்	ukraine
உக்ரைன்	ucraina
உக்ரைன்	ukraina
அப்பல்லோ	apollo
அப்பல்லோ	apollon
ராஜன்	rajan
காட்	ghat
ஜோதி	jyoti
கெமர்	khmer
விரும்புகிறேன்	muon
விரும்புகிறேன்	muốn
பயிற்சிகள்	gỉa
வித்தியாசமான	weird
வித்தியாசமான	rar
வித்தியாசமான	lạ
வித்தியாசமான	lạ
வித்தியாசமான	khác
நேதாஜி	netaji
மட்டம்	mức
மட்டம்	tầng
மட்டம்	cấp
மேடையில்	bục
மேடையில்	podium
ஏஞ்சல்ஸ்	angeles
கழுகு	eagle
கழுகு	bàng
தூக்கி	thảy
தூக்கி	chọi
தூக்கி	quăng
தூக்கி	vứt
தூக்கி	ném
ராம	rama
மணந்து	marry
மணந்து	cưới
நானோ	nano
மூச்சு	thở
மூச்சு	thở
லாகூர்	lahore
கற்க	ngộ
கற்க	học
இஸ்ரேல்	israel
நன்மைகள்	lợi
அனல்	nhiệt
சாரதா	sharada
மயக்கம்	trance
உலர்ந்த	lau
உலர்ந்த	khô
ரமேஷ்	ramesh
கண்ணீர்	tear
கண்ணீர்	xé
கண்ணீர்	lăn
இரத்தினபுரி	ratnapura
லிவர்பூல்	liverpool
போட்டியிட்ட	contested
திருத்தலம்	miếu
கர்ணன்	karna
துன்பம்	calamity
ரசிகர்கள்	fans
ரசிகர்கள்	fan
விக்ரம்	vikram
ரஹ்மான்	rahman
சுஜாதா	sujata
ஏர்வேஸ்	airways
உடல்நலம்	khỏe
இராவணன்	ravana
சிக்கிம்	sikkim
பரஸ்பர	chung
பக்	buck
பக்	lỗi
பக்	bug
தூய்மை	sạch
டீன்	teen
டீன்	dean
நாடகத்தில்	drama
நாடகத்தில்	kịch
சுகாதாரம்	khỏe
மாயா	maya
வீக்கம்	gớm
வீக்கம்	sưng
வீக்கம்	khổng
வீக்கம்	kiêu
ஊசி	tiêm
சில்வா	silva
சந்தித்த	trúng
சந்தித்த	met
சீசன்	mùa
சீசன்	season
எடிசன்	edison
வீட்டின்	ốc
வீட்டின்	nhà
அகமதாபாத்	ahmedabad
அண்டை	xóm
அரிதான	hiếm
தொலைநோக்கி	telescope
பொறிகள்	xóa
பொறிகள்	xoá
பொறிகள்	bẫy
பொறிகள்	traps
பொறிகள்	bẫy
பொறிகள்	tráp
ஜெய்	jai
ஜெய்	bum
ஜெய்	jay
பிராட்	brad
பொருத்தம்	hợp
பொருத்தம்	thủ
பொருத்தம்	khớp
தோட்டத்தில்	vườn
தோட்டத்தில்	garden
காற்றை	gió
கண்ணி	lặp
கண்ணி	loop
கலாம்	kalam
கூலி	thưởng
குருச்சேத்திரப்	kurukshetra
அறிவியலில்	khoa
ஜாக்சன்	jackson
பேட்டி	phỏng
செல்சியஸ்	celsius
சல்பைடு	sulfide
யூரோ	euro
விஜய	vijaya
டிம்	tim
டிம்	dim
கிராமப்புற	rural
மைதானத்தில்	đất
சாளுக்கிய	chalukya
கீ	gee
கேம்	game
கேம்	chơi
கேம்	cam
நிறங்கள்	màu
கண்காட்சி	fair
புரோமைடு	bromua
பாலக்காடு	palakkad
திறப்பு	mở
சமவெளி	plains
பயன்படுத்தியது	phơi
வளைந்த	cong
திபெத்	tibet
தாழ்த்தப்பட்ட	ngược
சிறுவன்	boy
சிறுவன்	trai
சிறுவன்	bé
அமராவதி	amravati
அமராவதி	amaravati
சொந்தமாக	hữu
குரோமியம்	crom
நைல்	nile
மீரா	meera
எண்ணும்	lit
எண்ணும்	đếm
மிளகு	pepper
மிளகு	tiêu
அசோக்	ashok
பொம்மை	doll
ஜாக்கி	jackie
திரட்டு	thu
ஹார்டி	hardy
கட்டமைப்பை	framework
அப்துல்லா	abdullah
செய்முறை	thức
செய்முறை	recipe
மாடல்	model
சிவனின்	shiva
சிவனின்	siva
மெட்ரோ	metro
குவைத்	kuwait
காதலி	girlfriend
காதலி	bồ
நோயாளி	nhân
கில்	gill
கண்ணூர்	kannur
கென்யா	kenya
உமர்	umar
உமர்	omar
நெல்சன்	nelson
நரம்பியல்	kìm
நரம்பியல்	neurological
நவ	nov
வர்மா	varma
வர்மா	verma
சண்டிகர்	chandigarh
பில்லி	billy
மாணிக்கம்	ruby
ஸ்டோன்	đá
ஸ்டோன்	stone
பதுளை	badulla
தொகு	sửa
விசாகப்பட்டினம்	visakhapatnam
போதை	nghiện
போதை	addiction
எரியும்	cháy
மற்றுமொரு	khác
ரக்பி	rugby
கெடா	kedah
பாம்புகள்	rắn
தள்ளி	đẩy
தள்ளி	xa
தள்ளி	phí
போராளி	rebel
வணிகர்	buôn
நவாப்	nawab
நாளைக்கு	mai
சமஸ்கிருதம்	phạn
சமஸ்கிருதம்	sanskrit
மங்கலம்	mangalam
கல்யாண	yến
தெலுங்கில்	telugu
சோறு	gạo
சோறு	cơm
ஆக்ரா	agra
குக்	cook
குக்	nấu
சுரங்கம்	mỏ
ரியோ	rio
பற்கள்	răng
பிரான்சிஸ்கோ	francisco
கலவரம்	loạn
கலவரம்	riot
அருண்	arun
இயக்கு	play
இயக்கு	chơi
இயக்கு	at
இயக்கு	bật
ஃபியட்	fiat
போலீஸ்	cảnh
கடின	cứng
கடின	khó
கடின	khổ
கடின	đắng
நிரந்தரமாக	forever
நிரந்தரமாக	mải
அரேபிய	arabian
சாய்வு	gradient
சாய்வு	tilt
சாய்வு	nghiêng
கிராமி	grammy
நாட்டம்	hướng
நாட்டம்	fade
நாட்டம்	phai
சாகர்	sagar
மேல்நிலை	upper
கதவு	cửa
திப்பு	tippu
வாசகர்	reader
பிரஸ்	nhấn
பிரஸ்	bào
பிரஸ்	ấn
பிரஸ்	bấm
சுபாஷ்	subash
சுபாஷ்	subhash
அவுட்	ra
அவுட்	tứ
வைப்பு	deposit
படுக்கை	bed
படுக்கை	giường
மீட்பு	recovery
மீட்பு	cứu
கொம்பு	sừng
கொம்பு	kèn
கொம்பு	horn
நண்பன்	bạn
நண்பன்	hiền
அகல	rộng
அகல	vid
மார்டின்	martin
சேக்	sheikh
சேக்	zach
ஷோ	shoo
ஷோ	sho
கைகள்	tay
கைகள்	tay
உடைகள்	mặc
உடைகள்	đeo
உடைகள்	váy
குதிரைகள்	ngựa
டாக்	neo
டாக்	dock
கயிறு	dây
ஆள்	guy
ஆள்	khứa
ஆள்	gã
கவசம்	mũ
கவசம்	shield
கவசம்	khiên
உண்மையாக	thật
உண்மையாக	đúng
கிலோகிராம்	kilogram
அமைச்சரவை	tủ
வேட்டை	hunt
வேட்டை	săn
வேட்டை	săn
காய்கறிகள்	rau
நைட்ரஜன்	nitơ
நைட்ரஜன்	nitrogen
மூலதனம்	vốn
இனிப்பு	ngọt
இனிப்பு	sweet
இனிப்பு	ngọt
மரியோ	mario
எரிவாயு	gas
எரிவாயு	xăng
இயன்	lan
சேவியர்	xavier
விளிம்பு	mép
விளிம்பு	edge
விளிம்பு	rìa
விளிம்பு	cạnh
விளிம்பு	viền
விளிம்பு	biên
நீடித்த	bền
செய்	sei
செய்	vẽ
ஹரி	hari
வாசிக்க	đọc
அறிவுரை	khuyên
அயோடைடு	iotua
மறந்து	quên
மறந்து	quên
மறந்து	quên
மகிந்த	mahinda
சவுதி	saudi
ஸ்டாலின்	stalin
ஸ்டாலின்	stallion
சதுப்பு	lầy
இல்லையெனில்	kẻo
தோமஸ்	thomas
முதுநிலை	masters
மீடியாவிக்கி	mediawiki
கனவில்	mơ
கனவில்	dream
நுண்ணறிவு	pet
கங்கா	ganga
காம	kama
வாங்கிய	mua
அனுராதபுரம்	anuradhapura
பிரவுன்	brown
பிரவுன்	nâu
அனுமன்	hanuman
அநேகமாக	chu
சாவ்	chau
மார்க்சிஸ்ட்	marxist
மார்பக	vú
மார்பக	ngực
மார்பக	breast
கிரீன்	lục
மார்பு	ngực
பிரபலம்	celebrity
பிரபலம்	nổi
அறியப்படாத	anonymous
மதுரா	mathura
மின்னல்	sét
மின்னல்	lighting
மின்னல்	sét
சுமந்து	khiêng
சுமந்து	bế
சுமந்து	mang
உயிர்வேதியியல்	biochemistry
உடற்பயிற்சி	workout
சீதை	sita
வியன்னா	viên
வியன்னா	vienna
களிமண்	clay
ரிக்	rig
ரிக்	rick
லிங்கன்	lincoln
சீடர்	cedar
இயக்கப்பட்டது	bật
தொட்டி	bin
தூய்மையான	sạch
ஈப்போ	ipoh
ஆல்ஃபா	alpha
ஆல்ஃபா	alfa
கோபால்	gopal
படிகள்	bước
பஞ்சு	sponge
பஞ்சு	bông
பஞ்சு	cotton
உறுப்புக்கள்	vú
கிறிஸ்துமஸ்	christmas
இன்டெல்	intel
புக்கிட்	bukit
வார்டு	phường
வார்டு	ward
வார்டு	khu
தட்டையான	phẳng
சந்திரசேகர்	chandrasekhar
பேய்	ghost
பேய்	ma
பேய்	devil
பேய்	quỷ
சஞ்சய்	sanjay
தெரேசா	têrêsa
தெரேசா	teresa
தெரேசா	theresa
இமாச்சலப்	himachal
முரண்பாடு	xung
நகல்	trùng
நகல்	chép
நகல்	copy
நகல்	trích
யோகா	yoga
ஆஸ்கார்	oscar
கழுத்து	họng
கழுத்து	neck
கழுத்து	cổ
ஸ்டீவன்	steven
ஆமை	rùa
ஆமை	rùa
சுரப்பி	tuyến
சுரப்பி	gland
மாத்திரை	pil
டோக்கியோ	tokyo
ஆரோக்கியமான	healthy
எருமை	trâu
எருமை	buffalo
தொழிலாக	nghiệp
எழுதுதல்	cháy
எழுதுதல்	viết
எழுதுதல்	ghi
காவல்துறையினர்	cảnh
கோணத்தில்	góc
செடிகள்	cây
சிம்	sim
ஜெர்ரி	jerry
சுமை	nạp
சுமை	tải
தாரா	tara
கோட்டயம்	kottayam
டிராகன்	rồng
டிராகன்	diều
டிராகன்	long
டிராகன்	dragon
யோசேப்பு	giuse
யோசேப்பு	joseph
ஊவா	uva
கொண்டிருக்கின்றது	ambush
வகுத்தல்	division
முடிக்கப்பட்டது	xong
சகோதரிகள்	ruột
நேர்மறை	dương
ஹைதராபாத்	hyderabad
மனநிலை	mood
கௌதம	gautama
குற்ற	huệ
குற்ற	tội
மயிலை	peacock
குஜராத்தி	gujarati
பிராங்க்	frank
பிராங்க்	franck
தாது	quặng
தாது	khoáng
கிட்டார்	guitar
கிட்டார்	ghita
பண்டிகை	festival
பாண்டி	pandi
அடித்தளம்	quỹ
அடித்தளம்	foundation
அடித்தளம்	nọc
வரிசைகள்	mảng
வரிசைகள்	ten
பிடி	bắt
பிடி	giữ
ஒருபோதும்	bao
மாங்கனீசு	mangan
ரத்னா	ratna
துருவ	cực
அபாயம்	nguy
மிகுதி	gorge
சூடான்	sudan
சிகரம்	peak
குன்று	đồi
குன்று	ngổn
குன்று	hill
குன்று	hoan
வாங்கியது	mua
மார்ஷல்	marshall
காலில்	chân
பியர்	beer
பியர்	bia
பின்வருவன	sắp
பெருங்குடல்	colon
புலனாய்வு	pet
பிரபாகரன்	prabhakaran
ஐயம்	reo
ஐதராக்சைடு	hiđroxit
மோசமாக	badly
மோசமாக	kém
நம்புகிறேன்	mong
நம்புகிறேன்	mong
நம்புகிறேன்	xoa
கென்னடி	kennedy
உருளை	cầu
டிலான்	dylan
நாக்பூர்	nagpur
வெப்பத்தை	nhiệt
ஹவாய்	hawaii
ஹாரிஸ்	haris
ஹாரிஸ்	harris
கோபுரங்கள்	tháp
பிளாட்டினம்	platinum
முக	face
முக	mặt
கூம்பு	conic
கூம்பு	nón
பாலைவனம்	mạc
ஜொகூர்	johor
டின்	tin
டின்	thiếc
சாவோ	são
சாவோ	tào
சாவோ	chao
சீனி	đường
சீனி	sugar
எதிரி	địch
எதிரி	thù
கடவுள்கள்	thần
ஆடைகள்	váy
சார்லி	charlie
சார்லி	vc
அமேசான்	amazon
ராமச்சந்திரன்	ramachandran
துத்தநாக	kẽm
துத்தநாக	sink
துத்தநாக	zinc
துத்தநாக	zink
பாலங்கள்	bridges
பாலங்கள்	cầu
சுவர்கள்	walls
சுவர்கள்	tường
புளோரைடு	florua
புளோரைடு	fluoride
மரு	maru
வேலி	veli
வேலி	rào
விளையாட்டை	play
விளையாட்டை	chơi
விளையாட்டை	at
பாண்டிச்சேரி	pondicherry
செம்பு	đồng
ஜஸ்டின்	justin
அமோனியம்	amoni
கடல்சார்	maritime
மேதை	genius
மேதை	legend
கோலம்	cầu
கத்தி	găm
கத்தி	đao
கத்தி	dao
உயர்த்தி	kháng
அந்தோனி	anthony
அந்தோனி	antony
அந்தோனி	antonius
மறைவு	stealth
மறைவு	chết
சூடு	hot
சூடு	nóng
கவனமாக	kỹ
வருங்கால	lai
வெப்பமண்டல	tropical
கலகம்	loạn
கலகம்	riot
ஜேக்	bồi
ஜேக்	jack
அதிர்வு	vibe
அதிர்வு	rung
சைன்	cú
சைன்	đòn
சைன்	sin
சைன்	thông
சைன்	pine
குழி	hố
குழி	pit
அலங்காரம்	lọc
எண்ணங்கள்	suy
டெட்	ted
டெட்	boong
டெட்	deck
சம்பளம்	lương
சீசர்	ceasar
சீசர்	caesar
சீசர்	cesar
சீசர்	césar
மைக்ரோ	micro
கியூபா	cuba
நண்டு	cua
உசேன்	hussein
நேராக	thẳng
நேராக	sảnh
சத்தீஸ்கர்	chhattisgarh
லேடி	đầm
லேடி	tẩy
மகளும்	gái
பதினொரு	eleven
கானா	ghana
கேம்பிரிட்ஜ்	cambridge
பாட்டில்	chai
கழுத்தில்	họng
கழுத்தில்	neck
கழுத்தில்	cổ
மாலிக்	malik
டேட்டா	dữ
உபநிடதம்	upanishad
கிரிஸ்	chris
அடையாளங்கள்	thẻ
அடையாளங்கள்	tags
மாத்தளை	matale
சுற்றுப்பயணம்	tour
கற்பித்தல்	dạy
உத்தர	uttara
உறவினர்	xóm
லெபனான்	liban
லெபனான்	lebanon
அலன்	allen
அலன்	alan
தேர்வுகள்	chọn
ஹான்	hàn
ஹான்	han
ஹான்	hán
கச்சேரி	concert
கியூ	kiều
கியூ	kieu
டார்க்	dark
டார்க்	tối
கண்ணோட்டம்	review
சுரங்க	mỏ
காந்திநகர்	gandhinagar
கடிதங்கள்	thư
கடிதங்கள்	chữ
பப்புவா	pa
சோதனையில்	test
சோதனையில்	thử
வித்யா	vidya
மாத்தறை	matara
பேச்சாளர்	orator
பேச்சாளர்	loa
பெஞ்சமின்	benjamin
நெசவு	dệt
ஒலிம்பிக்கில்	olympic
பூட்டான்	bhutan
அமர்வு	phiên
கிளி	parrot
கிளி	vẹt
நகர்ந்து	dời
நகர்ந்து	chuyển
மறைமாவட்டம்	phận
தாயகம்	motherland
வாலி	wally
பெறவும்	lấy
பெறவும்	nhận
பெறவும்	get
வெப்	webb
வாரணாசி	varanasi
வயிறு	bụng
வயிறு	bụng
வயிறு	bụng
மணிகள்	tiếng
மணிகள்	giờ
விலக்கு	ngưng
கிறிஸ்டோபர்	christopher
மதிப்பெண்	điểm
செய்தித்தாள்	báo
ஈயம்	dẫn
ஈயம்	chì
மிச்சிகன்	michigan
தந்தி	trick
தந்தி	bịp
தந்தி	lừa
தந்தி	tín
டிவிடி	dvd
குயில்	cu
வினோத்	vinod
மெட்ராஸ்	madras
துவக்கம்	startup
ராகுல்	rahul
மதுரைக்	madura
ஆட்டங்கள்	gaming
வஞ்சி	calamus
கிதார்	guitar
கிதார்	ghita
ஏபிசி	apc
வெளிச்சம்	châm
வெளிச்சம்	đèn
வெளிச்சம்	nhạt
வெளிச்சம்	trưng
விழுந்த	ngã
புஷ்	push
புஷ்	đẩy
ஜெயந்தி	jayanti
சாம்பியன்	cọc
சாம்பியன்	champion
முகர்ஜி	mukherjee
சந்தைப்படுத்தல்	marketing
குகைகள்	hang
ஃபோர்ட்	ford
லாரன்ஸ்	lawrence
ஹீரோ	hero
ஹீரோ	hùng
ஹீரோ	hoàn
கிண்ணம்	bát
கிண்ணம்	cup
கிண்ணம்	cốc
கிண்ணம்	tách
நெல்லூர்	nellore
இதோ	đây
படைகளும்	máy
கிறிஸ்	chris
சொல்கிறது	nói
படகுகள்	thuyền
பிரகாசமான	sáng
பிரகாசமான	mẻ
அழகாக	đẹp
நீதித்துறை	judiciary
வயல்	field
வயல்	trường
ஆந்திரா	andhra
கீதம்	ca
அமீர்	ameer
அமீர்	amir
ஹோண்டா	honda
பெறுகின்றனர்	hangouts
உத்தரவு	lệnh
உத்தரவு	huy
உத்தரவு	lềnh
நரேந்திர	narendra
வண்டு	bọ
வண்டு	beetle
தைராய்டு	thyroid
விரிந்த	rộng
விரிந்த	vid
இன்சுலின்	insulin
சீட்டு	bài
சீட்டு	thẻ
சீட்டு	card
பசி	đói
பசி	đói
பதின்மூன்று	thirteen
மூலையில்	góc
லினக்சு	linux
சச்சின்	sachin
அவளுக்கு	cổ
ஆனி	annie
பாடலைப்	song
கிகி	kiki
லங்கா	lanka
தெய்வீக	liêng
தெய்வீக	divine
பாபர்	babri
பாபர்	babar
நிச்சயமாக	kĩ
நிற்க	đứng
மாமா	mama
மாமா	chú
மாமா	bác
பாட்டி	bà
பாட்டி	bà
பாட்டி	granny
பாட்டி	ngoại
தாம்சன்	thompson
தாம்சன்	thomson
பேட்	pad
புறா	dove
புறா	dua
புறா	pigeon
புறா	patagioenas
ரோசா	rosa
ரோசா	hồng
துர்க்கை	durga
குத்துச்சண்டை	giải
குத்துச்சண்டை	boxing
குத்துச்சண்டை	bốc
நாரை	hạc
இடையூறு	xáo
பயம்	sợ
பயம்	sợ
பயம்	ex
காரி	kari
பகுத்தறிவு	rationality
ராபின்	robin
மிதக்கும்	lỏng
நோவா	noah
உரோம	hairy
மூலிகை	herb
பாஸ்டன்	boston
கடத்தி	conductor
கான்பூர்	kanpur
நீர்வீழ்ச்சி	thác
தடுப்பூசி	vaccine
பனாமா	panama
சேர்ப்பது	thêm
பருப்பு	nut
பருப்பு	nứt
தொடு	touch
தொடு	ống
தொடு	sờ
தொடு	chạm
ஆர்சனிக்	arsenic
சொல்கிறார்	nói
குளியல்	bad
குளியல்	bath
குளியல்	tắm
ஊர்வலம்	rally
ஊர்வலம்	rước
கேபிள்	cáp
வடிவமைப்பாளர்	designer
ஒமேகா	omega
இளஞ்சிவப்பு	pink
இளஞ்சிவப்பு	hồng
இளஞ்சிவப்பு	lilac
சுத்தமான	cai
சுத்தமான	sạch
பயணத்தில்	tý
ஆடம்	adam
லோகன்	logan
சந்தேகம்	reo
வித்தியாசம்	diff
மேக்	mac
ஏடு	boong
ஏடு	deck
பெண்ணியம்	feminism
சியோல்	hé
சியோல்	seoul
ரகசிய	mật
ரகசிய	bí
அடோப்	adobe
வைரம்	zô
வைரம்	diamond
துளசி	basil
துளசி	tulsi
வால்மீகி	valmiki
கிரே	gray
கிரே	xám
பேக்	gói
பேக்	quấn
பேக்	pack
விலைகள்	giá
முதலை	alligator
நெட்	web
நெட்	net
யான்	yến
யான்	yan
யான்	nhan
புரூஸ்	bruce
சாய்	sài
சாய்	sài
அமைதியாக	silent
அமைதியாக	thoả
ஐயா	sếp
அதிகரித்துள்ளது	tăng
அதிகரித்துள்ளது	tăng
இருண்ட	dark
இருண்ட	tối
தேவநாகரி	devanagari
ஜேன்	jane
ஆகி	vắng
வாடகை	rentals
வாடகை	thuê
வாடகை	thuê
சிரிய	syria
சிரிய	syrian
பூண்டு	tỏi
ஜான்சி	jhansi
லோக்	lok
டொமைன்	miền
வால்டர்	walter
இராபர்ட்	robert
பெரேரா	perera
ஆய்	học
காமம்	kama
காமம்	sex
காதலன்	boyfriend
காதலன்	lover
எல்லாமே	hết
எல்லாமே	hết
செல்வி	miss
செல்வி	nhớ
ஆசாத்	azad
டெல்டா	delta
குட்	tốt
குட்	hay
குட்	ngon
சாரம்	essence
கடலோர	coast
பெய்ஜிங்	kinh
ராணுவம்	quân
ராணுவம்	army
அதீத	extreme
கெப்லர்	kepler
மாய	thuật
மாய	magic
பார்த்தார்	cưa
வின்சென்ட்	vincent
டிரம்ப்	trump
ஆழ்வார்	alwar
புளோரிடா	florida
கரி	than
கட்டு	gói
போபால்	bhopal
பொருந்திய	khớp
பிளாஸ்டிக்	nhựa
பிளாஸ்டிக்	plastic
ராகம்	ragam
ஆன்மா	hồn
ஆன்மா	soul
தாகூர்	tagore
தாகூர்	thakur
குண்டுகள்	bom
டெக்சாஸ்	texas
முழுமை	say
முழுமை	full
முழுமை	đầy
பாசி	tảo
பாசி	alger
போரான்	boron
சித்ரா	chitra
நிமிடம்	phút
செயலகம்	secretariat
எர்ணாகுளம்	ernakulam
சோதிட	astrological
சொற்றொடர்	dán
சொற்றொடர்	dã
பாப்பா	pappa
செங்கல்	gạch
செங்கல்	brick
வயிற்றில்	bụng
கோர்	lõi
கோர்	hạt
