переворот	apvērsuma
вісь	virziens
вісь	asi
єврейська	ebreju
єврейська	ebreju
колон	resnās
податок	nodokļi
податок	nodoklis
прокурора	prokurors
рядка	līnija
гранд	grandes
гранд	grande
гранд	grand
сталін	staļins
дует	duet
секція	iedaļa
секція	sadaļa
секція	sekcija
латинська	latīņu
шахтар	shakhtar
шахтар	kalnraču
адаптації	pielāgošanās
адаптації	pielāgošana
позначені	atzīmēts
позначені	atzīmēta
позначені	apzīmēti
колеги	kolēģu
колеги	kolēģiem
колеги	kolēģi
підтримати	atbalstīt
підтримати	atbalstu
підтримати	atbalsts
підтримати	atbalsta
дзеркала	spoguļi
штучні	mākslīgā
штучні	mākslīgais
штучні	mākslīgs
штучні	mākslīga
публікація	stāsts
публікація	publicēšana
публікація	publikācija
публікація	publicēšanas
публікація	publicēšanu
публікація	publicēšana
публікація	izdošana
публікація	publikācija
едмонтон	edmontonas
здійснюються	darbina
здійснюються	ekspluatē
адріан	adriāns
адріан	adrians
якесь	dažas
якесь	dažiem
якесь	daži
італію	itālija
кора	garozas
кора	kora
ядер	kodoli
звіти	pārskati
звіти	ziņojumi
спеціалізовані	specializētas
спеціалізовані	specializēta
спеціалізовані	specializēti
правосуддя	tieslietas
правосуддя	taisnīgums
правосуддя	tiesiskums
сміття	paliekas
сміття	mēsli
пор	ostas
пор	portu
пор	ostā
пор	osta
природним	dabiski
природним	dabīgi
літом	summertime
колесо	ritenis
колесо	riepa
юлій	jūlijs
враховувати	apsvērums
приток	pietekas
череп	galvaskausa
вгорі	augšējo
вгорі	augstākie
вгорі	augšējā
вгорі	augstākais
вгорі	augšējais
вгорі	top
вгорі	tops
вгорі	augšējā
вгорі	augšējais
коричневі	brauns
коричневі	brūnais
коричневі	brūna
коричневі	brūns
колона	sleja
колона	kolonna
колона	slejā
колона	kolonnu
рідкісний	reti
рідкісний	retas
піднімається	uzkāpa
піднімається	aug
піднімається	celšanās
піднімається	pieaug
купол	dome
передбачав	paredzamais
передбачав	plānotais
почути	dzird
почути	dzirdu
почути	dzirdēt
миколаївка	nikolajevka
лео	leo
жорстоко	nežēlīgi
жорстоко	nežēlīga
жорстоко	brutāli
мандрівник	ceļotāja
мандрівник	ceļotājs
мандрівник	ceļotāja
мандрівник	ceļotājs
мандрівник	klejotāja
барі	bari
багатства	bagātības
багатства	bagātība
худ	pārsegs
тренування	apmācības
тренування	apmācību
тренування	mācības
тренування	mācību
тренування	apmācība
тренування	trenēties
мільйон	miljons
мільйон	miljoni
малювання	gleznu
малювання	krāsošana
малювання	zīmēšana
малювання	glezna
малювання	zīmējums
малювання	zīmēšanas
малювання	rasējums
сімейство	saime
сімейство	ģimene
сімейство	ģimenē
сімейство	ģimenes
прийоми	trikus
аполлон	apollo
рафаель	rafaēls
рафаель	rafaels
урану	urāna
урану	urāns
дума	domē
дума	domes
перевагою	priekšrocība
перевагою	priekšrocības
судова	kriminālistikas
почалась	sākusies
почалась	sākts
почалась	sācies
почалась	sākta
зібрано	celta
зібрано	būvēts
зібрано	uzbūvēts
зібрано	veidots
зібрано	būvēti
зібрано	būvēta
зібрано	apkopoti
зібрано	sapulcējušies
зібрано	ievākta
зібрано	savāktās
зібрано	grupēti
зібрано	savākti
зібрано	savākta
зібрано	savākts
зібрано	savāktie
переконати	pārliecinātu
переконати	pārliecināt
розлучення	šķiršanās
виключення	izslēgt
виключення	izņēmums
пен	tapas
пен	tapa
пен	pin
сервера	servera
сервера	serveris
сервера	serveri
люфтваффе	luftwaffe
штучно	mākslīgi
штучно	izdomāts
фотограф	fotogrāfs
стрічку	lentes
стрічку	lentas
стрічку	lente
попит	pieprasījums
крайній	porno
винахід	izgudrojums
змінилася	mainījies
змінилася	mainītas
змінилася	mainīta
змінилася	mainīts
записати	rakstīt
записати	rakstiet
записати	rekords
записати	ieraksts
записати	dedzināt
куби	kubu
куби	kubā
куби	kuba
уникати	izvairīties
уникати	nepieļaut
звільнено	atlaists
звільнено	atbrīvoja
звільнено	atbrīvoti
албанія	albānija
туристичний	tūristu
туристичний	tūrisma
підручники	pamācības
дедалі	aukstāks
пола	pola
дружба	draudzības
дружба	draudzību
дружба	draudzība
чорногорія	melnkalne
венера	venus
зменшує	mazina
зменшує	samazina
могилу	kapu
могилу	kapa
підключення	savienošana
підключення	savieno
комбінації	kombinācijas
поліцейський	cop
поліцейський	policists
поліцейський	policists
дам	dame
поверхонь	virsmām
поверхонь	virsmas
конкретно	konkrēti
лазаренко	lazarenko
воювали	cīnījās
курорт	resort
позитивний	pozitīvi
позитивний	pozitīvas
позитивний	pozitīvā
позитивний	pozitīva
позитивний	pozitīvais
позитивний	pozitīvs
туніс	tunisija
туніс	tunisa
чай	tēja
чай	tējas
чай	tēju
кримінальні	noziedzīgu
кримінальні	noziedznieks
вірус	vīrusu
вірус	vīrusa
вірус	vīrusam
вірус	vīruss
висловлювання	izvades
висловлювання	izlaide
висловлювання	izvadi
висловлювання	produkcija
висловлювання	izvada
розрив	pārrāvums
розрив	lauzt
розрив	pārtraukums
розрив	salauzt
розрив	plaisu
розрив	llp
куля	sfēra
куля	lode
легенд	leģendas
органічні	organisko
органічні	organiskie
підприємців	uzņēmēji
ресторан	restorāns
цілу	vesels
цілу	veseli
цілу	veselas
цілу	vesela
підняття	audzina
підняття	paaugstināšana
згоду	apstiprināšana
згоду	apstiprinājums
згоду	piekrišanas
згоду	piekrišana
зростанням	pieaugošā
зростанням	augošā
коричневий	brauns
коричневий	brūnais
коричневий	brūna
коричневий	brūns
каф	caf
археологічний	arheoloģijas
коробки	kārbas
коробки	kastes
лави	lava
шкода	žēl
шкода	piedodiet
шкода	žēl
шкода	piedod
шкода	atvainojiet
шкода	drūmi
делла	della
фарби	zīmēt
фарби	krāsas
сформовано	veidojas
сформовано	veidoti
собака	suns
собака	suņi
повернули	pagrieziena
шолом	ķivere
шолом	ķiveri
пропаганда	propaganda
пропаганда	propagandas
таджикистану	tadžikistāna
таджикистану	tadžikistānas
записані	rakstisks
записані	rakstveida
записані	uzrakstīts
записані	rakstiska
впливати	ietekmēt
впливати	ietekme
швейцарський	šveices
сильних	pilnvarota
лікуванні	ārstētu
лікуванні	ārstēt
ліцензію	apliecība
ліцензію	licence
ліцензію	licences
ліцензію	licence
курт	kurts
сумнів	šaubu
сумнів	šaubos
змішані	jaukti
змішані	jauktie
змішані	jaukts
змішані	sajaukts
змішані	jaukta
підтверджено	apstiprināts
підтверджено	apstiprināja
підтверджено	apstiprinātas
підтверджено	apstiprināta
підтверджено	apstiprināti
підтверджено	apstiprināts
підтверджено	apstiprināta
підтверджено	apstiprinātas
підтверджено	apstiprināti
підтверджено	apstiprinātais
індивідуальні	individuāla
індивідуальні	individuālā
індивідуальні	individuāli
кримські	krimas
заарештовано	arestēts
заарештовано	arestēti
заарештовано	apcietināts
альтернативний	alternatīvi
альтернативний	alternatīvais
альтернативний	alternatīva
альтернативний	alternatīvs
альтернативний	aizvietotājs
альтернативний	aizstājējs
альтернативний	vietnieks
континенту	kontinents
ванкувер	vankūveras
небесної	debesu
зла	ļauni
зла	ļaunums
зла	ļaunumu
зла	ļauns
траса	izsekot
траса	palieku
встановлює	komplekti
глядача	skatītājiem
глядача	skatītāji
геологічні	ģeoloģiska
заслуговує	pienākas
холодна	saaukstēšanās
холодна	auksts
холодна	auksti
холодна	aukstā
холодна	aukstums
фільтр	filtrē
фільтр	filtru
фільтр	filtrs
фільтр	filtrēt
сильна	stiprs
сильна	spēcīgs
сильна	stipra
сильна	spēcīgi
сильна	stipri
сильна	spēcīga
мера	mērs
важливості	svarīgums
важливості	nozīmīgums
ваз	vaz
ваз	vāzes
ярмарок	godīgi
ярмарок	taisnīgs
ярмарок	taisnīgi
ярмарок	taisnīga
ярмарок	godīgu
ярмарок	godīgs
ліцензія	apliecība
ліцензія	licence
ліцензія	licences
ліцензія	licence
геть	prom
пісок	smilts
пісок	smilšu
пісок	smiltis
пера	pera
пера	spalvu
пера	spalva
гірше	sliktāk
гірше	sliktāka
ворог	pretinieks
ворог	ienaidnieks
невдало	neveiksmīga
невдало	neizdevās
невдало	neizdodas
девіз	devīze
девіз	moto
лицарі	bruņinieku
тривалості	novārtā
спокійно	mierīgs
завершити	pabeigt
завершити	finišs
завершити	pabeidz
завершити	beigas
завершити	aizpildīt
завершити	pabeigt
завершити	pabeigts
завершити	pabeigta
завершити	pilnīga
підняти	pacelt
підняти	lifts
підняти	paaugstināt
підняти	pacelt
підняти	audzināt
підняти	paceļ
відсутнє	nav
відсутнє	neviena
розквіт	ziedēšana
змінні	mainīgie
чоловічу	vīrišķību
клер	klēra
нікого	jebkurš
нікого	ikviens
нікого	kādam
нікого	neviens
раннє	agrīna
раннє	agri
інфраструктура	infrastruktūra
інфраструктура	infrastruktūras
присвячено	veltīta
присвячено	veltīts
спорядження	pārnesums
спорядження	rīku
кіото	kioto
продюсери	ražotāji
навчальної	pamācība
математичної	matemātikā
математичної	matemātika
реалізувати	ieviest
реалізувати	īstenot
наміри	nolūki
наміри	nodomi
черепаха	bruņurupucis
синонім	sinonīms
синонім	sinonīmi
тези	tēzes
кінематограф	kinematogrāfija
кінематограф	kino
страв	ēdieni
браян	braiens
браян	braiens
гільдії	ģilde
рон	rhône
рон	ron
ілюстрація	ilustrācija
схему	shēmu
схему	shēma
традиційна	tradicionāls
традиційна	tradicionālie
традиційна	tradicionālais
традиційна	tradicionālā
традиційна	tradicionālo
традиційна	tradicionāli
знайдена	pielūdz
симон	simons
іконостас	ikonostass
залізний	dzelzi
залізний	dzelzs
якоб	jakobs
воскресіння	augšāmcēlies
рукописи	manuskriptus
вихідний	izejošās
вихідний	izejošo
видати	gāzizlādes
привілеї	tiesības
привілеї	privilēģijas
фраза	frāze
міфи	mītus
фольклор	tautas
фольклор	folklora
будівельник	celtnieku
скарби	dārgumi
скарби	dārgumiem
скарби	bagātības
рання	agrīna
рання	agri
комерційного	komerciāls
комерційного	komerciālais
комерційного	komerciālie
комерційного	komerciālā
комерційного	komerciāli
юліан	julian
анатомія	anatomija
федеральний	federālā
федеральний	federālais
тед	ted
польщу	polija
польщу	polijas
польщу	polijā
керрі	kerry
керрі	kerija
польовий	arvense
страйк	streiks
віддали	iedeva
платівки	uzskaite
платівки	ieraksti
платівки	pieraksti
рибу	zivīm
рибу	zivs
рибу	zivis
оригінал	oriģināls
оригінал	sākotnējais
оригінал	oriģinālā
оригінал	sākotnējā
оригінал	oriģināli
оригінал	oriģināla
підвищує	palielina
тихий	klusais
відмова	neveiksme
відмова	defekts
відмова	neveiksmes
камер	kamerām
камер	kameras
себастьян	sebastians
себастьян	sebastián
стелі	griesti
постійна	nemainīga
постійна	konstante
постійна	nemainīgs
постійна	konstanti
євгеній	eugene
хоп	apiņu
хоп	hop
підвищити	pieaugums
підвищити	palielināt
підвищити	palielināšana
підвищити	palielinājums
змії	čūskas
змії	čūsku
змії	čūska
безпосередній	tūlītēji
безпосередній	tūlītēja
безпосередній	tūlītējas
безпосередній	nekavējoties
провідник	rokasgrāmata
провідник	ceļvedis
провідник	diriģents
партизан	partizāniem
партизан	partizānu
допомагали	palīdzēja
допомагали	palīdzējusi
допомагали	palīdzējis
ютери	mašīnas
мільярдів	miljardos
мільярдів	miljardi
мільярдів	miljards
протести	protestus
протести	protesti
ельзас	elzasas
шеф	pavārs
шеф	šefpavārs
шеф	priekšnieks
завтра	rīt
обряд	rituāls
боксери	šortos
жозеф	džozefs
жозеф	joseph
зупинка	apstāšanās
зупинка	pārtraukšanas
зупинка	apturēšana
зупинка	apturēts
зупинка	pārtrauca
зупинка	pietura
зупинка	apstāties
зупинка	apturēt
зупинка	beidz
зупинка	apstādināt
зупинка	apturēt
поліцейських	policisti
допомагати	palīdzot
дзвін	zvani
дзвін	zvans
проміжок	intervālā
проміжок	intervāls
проміжок	atstarpes
проміжок	atstarpe
удари	krāni
холодний	saaukstēšanās
холодний	auksts
холодний	auksti
холодний	aukstā
холодний	aukstums
кавалерії	kavalēriju
сорок	četrdesmit
вантажний	kravas
вантажний	krava
епізоди	epizodes
відпочинок	atpūta
відпочинок	atpūta
автомат	mašīna
апостол	matejs
липа	tilia
калію	kālija
калію	kāliju
кінцівок	ekstremitāšu
цифр	cipariem
цифр	cipari
змінився	mainījies
змінився	mainītas
змінився	mainīta
змінився	mainīts
замінено	nomainīts
замінено	aizstāts
пів	pusi
спираючись	paļaujoties
подвійний	dubulta
подвійний	dubultā
подвійний	dubults
подвійний	dubultā
товариш	biedri
товариш	biedrs
відверто	skar
вирішують	atrisināt
сортування	kārtot
сортування	šķirot
сортування	šķirošana
сортування	kārtošana
сортування	šķirošanas
сортування	šķirošanu
розробок	attīstība
розробок	norises
організми	organismi
десант	uzbrukums
більшим	lielāki
більшим	lielākas
більшим	lielāka
більшим	lielāks
місій	misijas
путін	putin
путін	putina
юридичні	likumīgi
юридичні	juridiskais
труси	šortos
пишеться	pareizrakstības
барбара	barbara
виняток	izņēmums
законодавчих	likumdošanas
колу	koksa
колу	kokss
сосни	priedēm
копіювання	kopēt
копіювання	kopiju
копіювання	eksemplārs
копіювання	kopija
копіювання	kopē
копіювання	kopēšana
копіювання	kopēšanas
подарунок	dāvanu
подарунок	dāvana
подарунок	pašreizējais
подарунок	klāt
подарунок	tagadni
польова	arvense
обстеження	novērtēti
обстеження	novērtēts
обстеження	novērtēta
продати	pārdod
аркадій	arkādijs
помічника	palīgs
помічника	asistents
стамбул	stambulas
стамбул	stambulā
рівність	līdztiesība
рівність	vienlīdzība
іноземців	ārzemniekiem
захоплено	iebruka
фаза	fāze
фаза	posms
фаза	etaps
відчуває	sajūtām
відчуває	sajūtas
прочитати	lasi
прочитати	lasīt
мовознавство	valodniecība
існуючі	esošie
існуючі	esošo
існуючі	esošā
існуючі	esošās
електроніка	elektronikas
електроніка	elektroniskais
електроніка	elektroniskie
електроніка	elektroniski
зімбабве	zimbabve
координації	koordinācija
координації	saskaņošana
координації	koordinēšana
перетворити	pārveidot
перетворити	pārvērst
перетворити	pārveidot
зварювання	metināšanas
ескадрильї	eskadriļā
дизайнер	dizaineru
дощів	lietainā
дощів	lietaina
цинку	cinks
цинку	cinka
комуністи	komunisti
судові	tiesa
судові	palāta
ленін	ļeņins
болгарський	bulgāru
говорили	runā
говорили	runāja
говорили	runāja
говорили	uzstājās
фрукти	augļi
фрукти	auglis
фрукти	augļus
фрукти	augļi
міф	mītu
міф	mīts
здавалося	likās
промені	sijas
промені	stariem
промені	starus
промені	stari
партнер	partnera
партнер	partneri
партнер	partneris
партнер	partnerim
дельта	delta
чудовий	brīnišķīgs
чудовий	brīnišķīga
чудовий	brīnišķīgi
чудовий	brīnišķīgā
чудовий	brīnišķīgas
очікування	gaidu
очікування	gaidot
очікування	gaida
очікування	gaidām
налаштування	konfigurācija
налаштування	iestatījumi
налаштування	preferences
налаштування	atvieglojumi
налаштування	iestatījumi
налаштування	uzstādījumi
рушій	dzinējs
рушій	motors
рушій	motora
старші	vecāki
старші	vecāks
старші	vecāka
навички	iemaņas
навички	prasmes
навички	prasme
рядовий	pvt
зустрічей	sanāksmju
зустрічей	sanāksmes
зустрічей	tikšanās
зустрічей	sanāksmēs
зустрічей	sēdes
діалог	vaicājumu
діалог	dialogu
діалог	dialogs
діалог	dialogs
порошенко	porošenko
купити	iegāde
купити	pirkums
купити	pirkšana
купити	nopirkt
купити	pirkt
геральдика	heraldika
цивільний	civilā
цивільний	civiliem
цивільний	civilās
цивільний	civilā
цивільний	civilās
цивільний	civilie
цивільний	civilais
цивільний	civiliem
потяги	vilcieni
потяги	vilcienus
принцеси	princeses
доставки	kuģniecības
доставки	shipping
неволі	priecāties
підводного	zemūdens
практичне	praktiska
практичне	praktisks
практичне	praktiski
завершується	noslēdzas
завершується	galus
завершується	beidzas
завершується	beidzas
редакторів	redaktoriem
організаціях	nvo
шини	riepas
шини	bus
шини	autobuss
продовжили	atsāka
продовжили	bēgt
продовжили	bēg
передумови	priekšnoteikumi
передумови	priekšnosacījumi
захисники	aizsargi
переробка	pārstrāde
дане	dānis
житель	pilsoņa
житель	pilsonis
брокгауза	efrons
демократичний	demokrātiskas
демократичний	demokrātisko
демократичний	demokrātiskā
демократичний	demokrātiska
демократичний	demokrātu
погіршення	pasliktinās
погіршення	pasliktināšanos
погіршення	pasliktināšanās
сирія	sīrija
сирія	sīrijā
індіана	indiana
боже	dievs
прикрашені	rotāja
ситуаціях	situācijas
ситуаціях	situācijās
зараження	inficēta
зараження	inficēti
зараження	inficēts
зараження	inficētas
зараження	nokrišņi
захисників	aizstāvji
захисників	aizstāvjiem
форд	fords
форд	ford
фірмі	firma
юхимович	rasputins
лід	svins
лід	svina
лід	svinu
лід	ledu
лід	ice
лід	ledus
соціалістів	sociālisti
соціалістів	sociālistiem
дунай	donava
дунай	donavas
демо	demo
прибрати	tīra
прибрати	tīrs
прибрати	tīrīt
прибрати	izmest
прибрати	aizvākt
прибрати	izņemt
прибрати	noņemt
темний	tumša
темний	tumši
темний	tumšs
мусульмани	musulmaņi
мусульмани	musulmaņu
мусульмани	musulmaņi
мусульмани	musulmaņiem
видобування	ieguve
видобування	ekstrakcijas
видобування	ekstrakcija
видобування	iegūšana
ходів	kustas
ходів	pārvieto
ніколас	nikolajs
ніколас	nikolass
брами	vārti
баррі	berijs
лувр	luvra
фішер	fišers
фішер	fischer
додаткова	ārējs
додаткова	ekstra
додаткова	papildu
додаткова	extra
додаткова	papildu
додаткова	papildu
додаткова	papildus
припинено	atcelts
припинено	pārtraukts
припинено	pārtraukta
казані	kazaņas
претендентів	iesniegumus
претендентів	iesniegumi
гарно	patīkami
гарно	smuka
гарно	jauki
гарно	jauka
гарно	nice
геологічних	ģeoloģisko
геологічних	ģeoloģiskā
перекласти	tulko
перекласти	iztulkot
перекласти	pārtulkot
перекласти	tulkot
корі	korijs
корі	korijs
трудові	darbaspēks
перемагає	uzvara
перемагає	uzvaras
перемагає	uzvaru
груди	krūtīs
груди	krūškurvja
груди	krūšu
груди	krūts
чекати	pagaidi
чекати	gaidi
чекати	gaidīt
допоміжні	palīgi
допоміжні	asistenti
птаха	putns
птаха	putnu
стадія	posms
стадія	stadija
повідомили	informēts
повідомили	informēti
повідомили	informēta
ззовні	ārēji
ззовні	ārpusē
ззовні	ārpus
ззовні	ārpuses
рейд	reida
пояснив	izskaidrots
пояснив	izskaidroti
пояснив	paskaidroja
автоматична	automātiska
автоматична	automātiskā
автоматична	automātiski
автоматична	automātiskais
автоматична	automātisks
партизани	partizāniem
отвори	caurumi
сухі	sausa
сухі	sausā
сухі	sauss
сухі	sausi
сухі	sausais
поповнення	aizvietošana
поповнення	karaspēku
поповнення	karaspēks
жива	dzīvs
жива	dzīva
фасо	faso
фізично	fiziski
дивитися	skatīties
дивитися	pulkstenis
дивитися	skaties
дивитися	vēro
дивитися	skatos
дивитися	skatās
дивитися	vērot
ставлять	šķirne
жанна	žanna
таємниця	noslēpumainā
таємниця	secret
таємниця	slepeni
таємниця	slepens
таємниця	noslēpums
таємниця	slepenība
творців	veidotāji
творців	radītāji
застосувати	piemēro
застосувати	piemērot
застосувати	pielietot
печер	alas
прогнозування	prognozēšanas
істини	patiesības
коротко	īsumā
коротко	īsi
коротко	īsi
вагон	vagona
вагон	vagons
тяжко	cieto
тяжко	smagi
тяжко	cietās
тяжко	grūti
тяжко	cietais
нагляду	pārraudzība
нагляду	uzraudzība
ректора	rektors
молодша	jaunāka
молодша	jaunāki
молодша	jaunāks
молодша	jaunākā
молодша	jaunākiem
описи	apraksti
куб	kubs
куб	kuba
напали	uzbruka
універсальний	vienots
універсальний	vienoti
універсальний	universālās
універсальний	universāla
універсальний	universālā
універсальний	universāls
подивитися	redz
подивитися	skatīt
подивитися	skatīties
подивитися	pulkstenis
подивитися	skaties
подивитися	ieskaties
подивитися	izskaties
подивитися	skaties
подивитися	skatiens
очікується	paredzamais
очікується	gaidīts
очікується	paredzamo
очікується	gaidot
печерської	nocietinājums
членство	dalība
оригінальне	oriģināls
оригінальне	sākotnējais
оригінальне	oriģinālā
оригінальне	sākotnējā
оригінальне	oriģināli
оригінальне	oriģināla
звернутися	apspriesties
повітряна	gaiss
подають	kalpoja
подають	kalpo
битв	battlefield
ірак	irāka
ірак	irākā
ірак	irāku
гомер	homērs
орда	orda
смирнов	smirnov
пострілів	šāvieni
тінь	ēnas
тінь	ēnu
тінь	ēna
переглянути	pārlūkot
переглянути	pārskatīšana
переглянути	pārskatīt
переглянути	pārskats
переглянути	redz
переглянути	skatīt
переглянути	skats
переглянути	apskatīt
антологія	anthology
інтенсивність	intensitāte
інтенсивність	stiprums
інтенсивність	stiprība
інтенсивність	spēka
інтенсивність	izturība
інтенсивність	spēks
християни	kristians
християни	kristiešu
християни	kristiāns
християни	kristiešiem
християни	kristiešus
християни	kristieši
паша	pašā
викрадення	nolaupīšana
викрадення	nolaupīšanu
викрадення	nolaupīšanas
простіше	vieglāka
простіше	vieglāk
простіше	vienkāršāk
простіше	vienkāršāku
простіше	vienkāršākas
простіше	vienkāršāka
простіше	vienkāršāk
укладання	noslēgšana
олівер	olivers
фундамент	foundation
фундамент	pamats
фундамент	fonds
окреме	atsevišķu
окреме	atsevišķs
окреме	atsevišķie
окреме	atsevišķa
окреме	atsevišķi
позов	prāva
оподаткування	nodokļi
нагляд	pārraudzība
нагляд	uzraudzība
ходити	ejot
ходити	staigā
заборонені	aizliegta
заборонені	aizliegts
заборонені	aizliegtas
хоккайдо	hokaido
волтер	valters
орест	orest
ключі	taustiņi
ключі	atslēgas
салоні	kabīne
салоні	salona
землеробство	lauksaimniecība
бак	bak
бак	bac
самка	sieviete
самка	sievietes
самка	sieviešu
таблиць	galdi
таблиць	tabulas
таблиць	tabulās
гарольд	harold
турин	torino
скрізь	visur
приєднатися	pievienojies
приєднатися	pievienoties
приєднатися	pievienojos
меблі	mēbeles
відзначено	norāda
платон	plato
чия	kuru
чия	kura
грудей	krūts
збережені	saglabāta
збережені	saglabāts
збережені	izglāba
сенатор	senators
гітари	harmonikas
буш	krūmu
буш	bush
буш	buša
глибокий	dziļa
глибокий	dziļā
глибокий	dziļi
глибокий	deep
глибокий	dziļš
просте	vienkārši
просте	vienkāršs
просте	vienkārša
просте	vienkāršas
просте	vienkāršā
хутро	kažokādas
хутро	kažokādu
зареєстрований	reģistrētie
зареєстрований	reģistrēta
зареєстрований	reģistrētas
зареєстрований	reģistrētā
зареєстрований	reģistrēti
зареєстрований	reģistrēts
іванова	ivanova
чеської	čehu
чеської	čehijas
дано	dots
дано	dota
дано	dotas
посадку	izkraušanas
посадку	izkraušana
посадку	nosēšanās
посадку	piezemēšanās
посадку	nolaišanās
поліпшити	pamanāms
поліпшити	pamanāma
скандал	skandāls
скандал	skandāli
арабські	arābu
кей	kay
реп	rep
реп	rap
астронавти	kosmonautu
збирає	vāc
збирає	savāc
збирає	apkopo
збирає	būvē
референдум	referendums
референдум	referendumā
патент	patents
супер	super
аматорів	amatieri
їсти	ēdot
їсти	ēst
їсти	ēšana
їсти	ēd
їсти	ēst
їсти	jāēd
їсти	apēd
їсти	ēd
відправлення	izbrauc
відправлення	izbraukšana
відправлення	aiziešana
відправлення	izlidošanas
відправлення	atkāpšanās
зручності	ērtības
прихід	ierašanās
строго	strikti
строго	stingri
чверть	ceturksnis
чверть	ceturtdaļa
протест	iebildumu
протест	iebildumi
протест	iebildums
протест	protestu
протест	protests
фермі	fermi
інтенсивно	intensīvā
інтенсивно	intensīvas
інтенсивно	intensīvs
інтенсивно	intensīvi
інтенсивно	intensīva
меню	izvēlne
меню	menu
меню	ēdienkarte
меню	izvēlnes
меню	ēdienkartes
меню	izvēlnes
брюссель	briselē
брюссель	brisele
забезпечувати	adekvāti
яйце	olas
яйце	olu
яйце	ola
боснія	bosnija
турецькі	turku
турецькі	turcijas
побачила	redzēju
побачила	redzēja
побачила	ieraudzīju
складна	cieto
складна	smagi
складна	cietās
складна	grūti
складна	cietais
владимир	vladimirs
владимир	vladimir
сир	siers
сир	sieri
трилер	thriller
путіна	putin
путіна	putina
сніг	snieg
сніг	sniega
сніг	sniegs
сніг	sniegu
необхідним	nepieciešami
необхідним	nepieciešama
необхідним	nepieciešams
мануель	manuel
мануель	manuels
дейв	deivs
візит	apmeklējuma
візит	vizīte
візит	apmeklējums
візит	apmeklēt
чинний	derīgs
чинний	derīga
чинний	derīgi
чинний	spēkā
напої	dzērienu
напої	dzērieni
напої	dzer
напої	dzert
напої	dzēriens
напої	dzērieni
напої	dzērieni
збирають	ieguve
збирають	novākšanas
куль	lodes
куль	lodēm
співає	dzied
співає	dziedāt
співає	dziedam
співає	dzied
діалектів	dialektiem
попередніми	priekšapmaksas
альфонсо	alfonso
класичні	klasika
класичні	klasiska
класичні	klasisks
картах	kartes
грант	piešķirt
співав	dziedāja
фінансова	finansiālā
фінансова	finansiālais
фінансова	finansiāls
фінансова	finanšu
жук	vaboles
ведмідь	lācis
ведмідь	lāča
ведмідь	lāci
сьомий	septītā
сьомий	septītais
протока	šaurums
імператриця	empress
контролює	kontrole
контролює	kontroles
ісландія	islandē
ісландія	īslande
ісландія	islande
компаніями	uzņēmumi
компаніями	uzņēmējsabiedrības
компаніями	kompānijas
компаніями	uzņēmumi
еро	hérault
заворушення	spriedze
заворушення	spriedzi
вітри	vēji
безперервно	atkārtoti
логічно	loģiski
анджей	andrzej
вдова	atraitne
кан	kahn
кан	kan
ботаніка	botānika
надійності	ticamības
надійності	drošums
надійності	ticamība
надійності	uzticamība
фрази	frāzes
символіка	simboliku
суха	sausa
суха	sausā
суха	sauss
суха	sausi
суха	sausais
нормандії	normandie
гая	gaja
розрахунків	norēķini
коломия	kolomija
негативний	negatīvā
негативний	negatīvs
негативний	negatīvi
негативний	negatīvas
негативний	negatīva
вказівки	norādījumi
вказівки	vadlīnijas
вказівки	pamatnostādnes
вказівки	vadlīnijas
вказівки	instrukcija
вказівки	instrukcijas
вказівки	norādījumi
готується	sagatavo
криниця	kriņica
благодійний	labdarības
цезар	cēzara
теннессі	tenesī
інна	inna
боббі	bobijs
організовані	organizēti
організовані	organizēta
організовані	organizēts
номера	numuru
номера	numurs
номера	skaitlis
номера	skaits
озброєні	bruņots
озброєні	bruņota
озброєні	bruņotajiem
озброєні	bruņoti
анголи	angolas
приймав	darbinieka
приймав	darbinieks
вінсент	vincents
графи	grafiki
нікола	nicola
нікола	nikola
традиційне	tradicionāls
традиційне	tradicionālie
традиційне	tradicionālais
традиційне	tradicionālā
традиційне	tradicionālo
традиційне	tradicionāli
підземний	pazemē
підземний	pazemes
голосувати	balso
голосувати	balsošana
голосувати	balsojums
голосувати	balsot
голосувати	balsojam
екологічний	ekoloģisko
екологічний	ekoloģiski
екологічний	ekoloģiskā
юра	jura
домашній	mājās
домашній	home
домашній	mājas
домашній	majas
різноманіття	daudzveidība
різноманіття	dažādība
кримінальний	noziedzīgu
кримінальний	noziedznieks
запиту	vaicājumu
соціальне	sociāla
соціальне	sociālie
соціальне	sociālais
соціальне	sociālā
соціальне	sociāls
будує	būvē
буддизм	budisms
описати	aprakstīt
описати	raksturot
описати	apraksta
практичні	praktiska
практичні	praktisks
практичні	praktiski
палермо	palermo
готовність	gatavi
готовність	gatava
готовність	gatavs
готовність	gatavas
готовність	gatavība
узбекистан	uzbekistānu
узбекистан	uzbekistāna
залишиться	paliek
черепа	galvaskausa
геометрія	ģeometrija
учасникам	dalībnieki
вихідних	weekends
християнська	kristians
християнська	kristiešu
християнська	kristiāns
справжня	reāli
справжня	īstais
справжня	īsta
справжня	reālā
справжня	reālās
справжня	īstas
ледве	knapi
шум	troksnis
шум	trokšņi
шум	troksni
базиліка	bazilika
віа	caur
віа	via
релігій	reliģijām
релігій	reliģijas
гальмування	bremzēšanas
гальмування	bremzēšana
конвенція	konvents
