மற்றும்	そして
மகிழ்ச்சி	幸せ
மகிழ்ச்சி	ハッピー
மகிழ்ச்சி	幸せ
வன்முறை	暴力
கலவை	混合物
கலவை	ミキサー
கலவை	ミックス
கலவை	混合
கலவை	ブレンド
சார்லஸ்	シャルル
உள்ளடக்கம்	コンテンツ
உள்ளடக்கம்	内容
உள்ளடக்கம்	内容
வர்த்தகம்	商業
வர்த்தகம்	コマース
வர்த்தகம்	コマーシャル
வர்த்தகம்	取引
பின்னணிப்	再生
என்னுடைய	鉱山
பரிமாற்றம்	取引
பரிமாற்றம்	トランザクション
பரிமாற்றம்	移転
பரிமாற்றம்	転送
பரிமாற்றம்	乗り換え
பரிமாற்றம்	譲渡
பரிமாற்றம்	交換
கறுப்பு	黒い
கறுப்பு	ブラック
தரமான	品質
தரமான	クオリティ
தரமான	画質
தரமான	quality
நைட்	騎士
நைட்	ナイト
பயண	旅行
கால்சியம்	コバルト
கால்சியம்	カルシウム
கால்சியம்	摂氏
கால்சியம்	マグネシウム
இயக்கி	運転手
இயக்கி	ドライバ
இயக்கி	ドライバー
இயக்கி	ドライブ
வலிமையான	最強
காயமடைந்தனர்	怪我
கடைசியாக	最終
கடைசியாக	ラスト
கடைசியாக	最後
வெட்டி	cut
வெட்டி	カット
வெட்டி	切り取り
பெறுதல்	受信
பிள்ளைகள்	子供
சங்கிலி	チェイン
சங்கிலி	チェーン
சாதனங்கள்	デバイス
சாதனங்கள்	機器
தொலைவு	距離
மனதில்	mind
மனதில்	マインド
அலெக்சாண்டர்	アレクサンドロス
அலெக்சாண்டர்	アレクサンダー
அலெக்சாண்டர்	アレキサンダー
களம்	ドメイン
பழங்கள்	フルーツ
பழங்கள்	果実
பழங்கள்	果物
வேட்பாளர்	候補者
வேட்பாளர்	候補
ஓடும்	走る
ஓடும்	ランニング
தொழிற்சாலை	業界
தொழிற்சாலை	産業
தொழிற்சாலை	工業
தொழிற்சாலை	工場
கோடை	summer
கோடை	サマー
குறைக்க	減らす
ஜனநாயக	民主主義
லூக்கா	ルカ
உறுப்புகள்	要素
உறுப்புகள்	元素
உறுப்புகள்	エレメント
சர்க்கரை	砂糖
நாட்காட்டி	カレンダー
ஆலோசனை	助言
ஆலோசனை	アドバイス
ஆலோசனை	コンサルティング
மெதுவாக	遅い
மெதுவாக	スロー
மெதுவாக	ゆっくり
மெதுவாக	ゆっくりと
காப்பீடு	保険
அரசியலமைப்பு	体質
அரசியலமைப்பு	憲法
மைல்கள்	マイル
மடம்	修道院
மடம்	僧院
புனிதர்	セイント
புனிதர்	聖人
பாத்திரம்	役割
ஆழமான	ディープ
ஆழமான	深い
வழிமுறைகள்	チャネル
வழிமுறைகள்	チャンネル
வழிமுறைகள்	手順
வழிமுறைகள்	指示
அதிர்வெண்	周波数
அதிர்வெண்	頻度
சீரான	ユニフォーム
சீரான	制服
துவக்க	起動
அருகாமையில்	近い
கொன்று	キル
கொன்று	kill
சிட்டி	シティ
சிட்டி	都市
அதிகரித்து	増加
புலம்	フィールド
பாய்	男の子
பாய்	少年
பாய்	ボーイ
தொற்று	伝染病
தொற்று	感染
காணாமல்	失踪
சந்திரன்	ムーン
குழுவினர்	クルー
திரவ	液体
குலம்	氏族
தானாகவே	自動
தானாகவே	オート
செல்	セル
மோட்டார்	モーター
விமர்சனம்	批評
விமர்சனம்	評論
விமர்சனம்	批判
கிருஷ்ணா	クリシュナ
போர்கள்	戦争
போர்கள்	ウォーズ
பொதுநலவாய	コモンウェルス
பரவியது	拡散
பரவியது	スプレッド
இசைக்குழு	band
இசைக்குழு	バンド
ஓட்டம்	ランナー
ஓட்டம்	フロー
ஓட்டம்	流れ
ஓட்டம்	走る
ஓட்டம்	ランニング
ஓட்டம்	run
ஓட்டம்	ラン
ஓட்டம்	走り
ஓட்டம்	走る
ஊழல்	スキャンダル
ஊழல்	不祥事
ஊழல்	汚職
குழந்தைகளின்	子供
குழந்தைகளின்	キッズ
பாதி	半分
பாதி	ハーフ
ஆதலால்	利点
ஆதலால்	アドバンテージ
ஸ்டீவ்	スティーブ
ஸ்டீவ்	スティーヴ
வம்சம்	王朝
கொஞ்சம்	わずか
வாரியம்	ボード
தாக்குதல்கள்	攻撃
அசல்	オリジナル
சுவிட்சர்லாந்து	スイス
கண்டிப்பாக	シュア
கொலம்பியா	コロンビア
கொலம்பியா	コロンビア
மத்தேயு	マシュー
இந்தோனேசியா	インドネシア
நாளும்	day
நாளும்	一日
பொறி	マシン
பொறி	マシーン
பொறி	機械
பொறி	エンジン
பொறி	トラップ
தேடல்	検索
எலிசபெத்	エリザベス
நன்மை	給付
நன்மை	利益
நன்மை	良い
நன்மை	グッド
அமில	酸性
பிணைப்பு	束縛
பிணைப்பு	バウンド
சட்டத்தை	法律
சட்டத்தை	法学
உயர்வு	ハイキング
உயர்வு	上昇
மையங்கள்	カフェ
கருப்பை	子宮
கருப்பை	子宮
மாநகராட்சி	コーポレーション
ஆயுதங்கள்	武器
ஆயுதங்கள்	兵器
பராமரிப்பு	メンテナンス
பராமரிப்பு	整備
ஞாயிறு	太陽
ஞாயிறு	sun
ஞாயிறு	日曜日
கண்கள்	アイズ
சகோதரி	sis
சகோதரி	姉妹
சகோதரி	シスター
பணியாளர்	社員
பணியாளர்	職員
விழாக்கள்	祭事
விழாக்கள்	祭り
முக்கோணம்	翻訳
முக்கோணம்	トライアングル
முக்கோணம்	三角形
இணைக்கிறது	接続
கணம்	moment
கணம்	瞬間
கணம்	モーメント
சிறிதளவு	あまり
அனுபவம்	経験
அனுபவம்	エクスペリエンス
அனுபவம்	体験
அனுபவம்	経験
கோரி	コリ
கோரி	コーリー
கோரி	コーリー
இயக்கங்கள்	演算
இயக்கங்கள்	オペレーション
இயக்கங்கள்	操作
உடை	ドレス
உடை	ドレッシング
டாலர்கள்	ドル
மற்றவர்கள்	他の
மற்றவர்கள்	その他
ஸ்பெயின்	スペイン
நோக்கியா	ノキア
அக்னி	アグニ
பாடலை	歌曲
பாடலை	ソング
நடுத்தர	ミディアム
நடுத்தர	メディア
ஹோட்டல்	ホテル
வடிவவியல்	ジオメトリ
வடிவவியல்	図形
நீக்கம்	スポット
பழுப்பு	褐色
பழுப்பு	茶色
பழுப்பு	ブラウン
பழுப்பு	焼き
பழுப்பு	火傷
பழுப்பு	やけど
பழுப்பு	burn
பழுப்பு	灰色
பழுப்பு	グレイ
பழுப்பு	グレー
பழுப்பு	灰色
பழுப்பு	グレイ
பழுப்பு	グレー
நாட்களுக்கு	日数
பழக்கம்	習慣
அழகான	美しい
அழகான	ビューティフル
அழகான	素敵
இணையாக	パラレル
இணையாக	並列
நடப்பு	現在
நடப்பு	現在
நடப்பு	present
நடப்பு	プレゼント
இறையியல்	神学
நெட்வொர்க்	ネットワーク
பக்கத்தை	ページ
வளாகத்தில்	キャンパス
கோரிக்கை	請求
கோரிக்கை	リクエスト
காலி	空っぽ
ஆலன்	アレン
ஆலன்	アラン
ஆலன்	アラン
யோகம்	ヨガ
மூலங்கள்	ソース
மூலங்கள்	出典
மூலங்கள்	リソース
மூலங்கள்	資源
வீழ்ச்சி	敗北
வீழ்ச்சி	落ちる
வீழ்ச்சி	落下
தொழிலில்	業界
தொழிலில்	産業
கொடுக்கப்பட்ட	与えられた
சொந்தமான	パーソナル
சொந்தமான	個人
வாழ	ライブ
வாழ	生きる
முன்னோடி	パイオニア
பிறர்	他の
பிறர்	その他
அப்பால்	ビヨンド
தேர்ச்சி	合格
எண்ணற்ற	多数
கண்டறியப்பட்டது	検知
அமைப்புகளில்	セッティング
அமைப்புகளில்	設定
துடுப்பாட்டம்	クリケット
துடுப்பாட்டம்	コオロギ
பாட்டு	歌曲
பாட்டு	ソング
பாடும்	歌う
ஜாவா	java
நாணயங்கள்	硬貨
நாணயங்கள்	コイン
ஹார்ட்	ハート
ஆடு	ヤギ
அம்மா	マミー
அம்மா	ママ
அம்மா	おかあさん
அம்மா	母親
படகு	ラフティング
படகு	ボート
தொழில்துறை	業界
தொழில்துறை	産業
தொழில்துறை	工業
கூற்று	表現
கூற்று	expression
கூற்று	ステートメント
கூற்று	声明
ஒப்புதல்	同意
ஒப்புதல்	承諾
ஒப்புதல்	承認
ஒப்புதல்	承認
சக	同僚
டென்னிஸ்	テニス
மணல்	砂塵
இடை	ウエスト
நுட்பம்	テクスチャー
நுட்பம்	テクスチャ
நுட்பம்	テクスチャー
நுட்பம்	テクスチャ
நுட்பம்	正確性
நுட்பம்	精度
கவலை	不安
கவலை	心配
கவலை	心配
கவலை	関心事
இலைகள்	葉っぱ
உலா	ツアー
உலா	散策
பாலை	牛乳
பாலை	ミルク
ரேடியோ	ラジオ
லூயிஸ்	ルイス
லூயிஸ்	ルイ
லூயிஸ்	ルイス
செயற்பாடுகள்	演算
செயற்பாடுகள்	オペレーション
செயற்பாடுகள்	操作
செயற்பாடுகள்	アクティビティ
செயற்பாடுகள்	活動
செயற்பாடுகள்	関数
எண்ணம்	思考
வாஷிங்டன்	ワシントン
புள்ளியியல்	統計
செயல்கள்	アクション
காம்	com
சாரா	サラ
சாரா	sara
நிலநடுக்கம்	地震
நன்று	良い
நன்று	グッド
நன்று	まあ
எண்ணி	カウンタ
எண்ணி	カウンター
எண்ணி	番号
எண்ணி	数値
எண்ணி	ナンバー
அட்லாண்டிக்	アトランティック
அட்லாண்டிக்	大西洋
ஜெமினி	ジェミニ
கணவர்	ダンナ
கணவர்	ダンナ
கணவர்	主人
கணவர்	旦那
வளங்கள்	リソース
வளங்கள்	資源
நடிப்பு	演技
பணியாளர்கள்	社員
பணியாளர்கள்	スタッフ
பொழுதுபோக்கு	趣味
பாடம்	教訓
பாடம்	レッスン
பாடம்	授業
பாடம்	チュートリアル
தற்காலிக	キャッシュ
பெருக்கல்	乗算
பெருக்கல்	乗法
பெருக்கல்	倍数
பெருக்கல்	複数
படையெடுப்பு	侵略
படையெடுப்பு	侵攻
வத்திக்கான்	バチカン
வாய்ப்புகள்	機会
ஓசோன்	オゾン
மறைந்து	隠し
மறைந்து	消える
வட்டி	利子
வட்டி	利息
வாடிக்கையாளர்	カスタマー
வாடிக்கையாளர்	顧客
வாடிக்கையாளர்	クライアント
வாடிக்கையாளர்	競合
வழங்கல்	フィード
வழங்கல்	配達
வழங்கல்	配送
வழங்கல்	配信
வழங்கல்	デリバリー
வேலைகள்	ジョブ
வேலைகள்	求人
ஆயுள்	生活
ஆயுள்	生命
ஆயுள்	人生
ஆயுள்	ライフ
போலி	ダミー
போலி	偽造
போலி	フェイク
பிரான்சில்	ブラウン
சிற்பம்	彫刻
சிற்பம்	彫刻
சிற்பம்	切り分け
சரஸ்வதி	サラスヴァティー
இணையான	パラレル
இணையான	並列
நண்பர்	友人
நண்பர்	友だち
நண்பர்	フレンド
நண்பர்	友達
தேன்	ハニー
தேன்	はちみつ
தேன்	蜂蜜
ஈராக்	イラク
தாயின்	おかあさん
தாயின்	母親
வாங்க	買う
வாங்க	購入
எடுத்துக்காட்டுகள்	用例
எடுத்துக்காட்டுகள்	実例
ஜனாதிபதி	大統領
ஜனாதிபதி	プレジデント
ஜனாதிபதி	社長
வாகனங்கள்	乗り物
வாகனங்கள்	車両
சூழலியல்	エコロジー
சூழலியல்	生態学
தாக்கல்	ファイリング
சூத்திரம்	公式
சூத்திரம்	数式
பெர்லின்	ベルリン
பள்ளிவாசல்	モスク
சோதனைகள்	トライアル
சோதனைகள்	試練
சோதனைகள்	テスト
பயனுள்ள	役に立つ
பயனுள்ள	実効
சந்திக்கும்	meet
சந்திக்கும்	会う
அங்கீகாரம்	認識
அங்கீகாரம்	認定
உம்	ウム
நெருக்கடி	危機
தானம்	募金
தானம்	寄付
சமநிலை	残高
சமநிலை	バランス
ஆபத்து	リスク
ஆழம்	深度
ஆழம்	奥行き
ரயில்வே	鉄道
டென்மார்க்	デンマーク
நாணயம்	通貨
உயரிய	グレート
ஓட்டங்கள்	ジョギング
அலுமினியம்	アルミニウム
பென்	ベン
ஜூலியன்	ジュリアン
ஆர்தர்	アーサー
தேவைகள்	要件
ஆழ்ந்த	ディープ
ஆழ்ந்த	深い
பலம்	体力
பலம்	強度
விளக்கங்கள்	詳細
சமீபத்தில்	最近
சமீபத்தில்	最近
செறிவு	輝度
செறிவு	光度
செறிவு	濃度
கேட்க	ask
கேட்க	尋ねる
கேப்	ケープ
வழக்குகள்	事例
வழக்குகள்	ケース
விடுமுறை	祝日
விடுமுறை	休日
விடுமுறை	ホリデー
விடுமுறை	休暇
விடுமுறை	バカンス
விடுமுறை	バケーション
விடுமுறை	祝日
விடுமுறை	休日
வாழ்வியல்	生き方
வாழ்வியல்	ライフスタイル
நிறுவனர்	組織
நிறுவனர்	主催
நிறுவனர்	創始者
நிறுவனர்	開祖
விண்மீன்கள்	星空
இழந்த	ロスト
எழுத்தறிவு	識字
பிரதம	素数
பிரதம	プライム
துணைக்	サブ
கிறித்தவம்	キリスト教
இனப்பெருக்கம்	品種
இனப்பெருக்கம்	模写
இனப்பெருக்கம்	生殖
திறமை	スキル
திறமை	タレント
திறமை	才能
செவ்வாய்	火曜
செவ்வாய்	火曜日
செவ்வாய்	ジュピター
செவ்வாய்	木星
செவ்வாய்	マーズ
செவ்வாய்	火星
மெட்டல்	メタル
மெட்டல்	金属
மெட்டல்	金属
கட்டளை	指揮
கட்டளை	コマンド
தீர்மானம்	裁決
தீர்மானம்	解像度
முஸ்லிம்கள்	イスラム教
முஸ்லிம்கள்	ムスリム
சபையில்	会衆
தழுவி	抱擁
குவாண்டம்	量子
கணிப்பு	予言
கணிப்பு	予測
கணிப்பு	ペース
கண்டுபிடிப்பு	発明
கண்டுபிடிப்பு	革新
கண்டுபிடிப்பு	イノベーション
பெறப்பட்டது	受け取り
பெறப்பட்டது	受信
எவரும்	なし
எதையும்	何でも
நோர்வே	ノルウェー
புல்	grass
எதிர்மறை	ネガティブ
எதிர்மறை	マイナス
எதிர்மறை	ネガ
பருத்தி	木綿
பருத்தி	コットン
நாய்	ワンコ
நாய்	イヌ
பினாங்கு	ペナン
விபத்தில்	アクシデント
விபத்தில்	事故
விபத்தில்	クラッシュ
இருப்பு	残高
இருப்பு	バランス
இருப்பு	株式
இருப்பு	ストック
ஜோர்ஜ்	ホルヘ
இயந்திரங்கள்	ロボット
நிலக்கரி	石炭
பதிவுகள்	インプレッション
பதிவுகள்	レコード
இருமுறை	二度
இருமுறை	二回
இருமுறை	twice
கட்டிட	建物
முட்டை	エッグ
பட்டி	メニュー
ஜீ	ジー
நட்சத்திர	スター
நட்சத்திர	恒星
நட்சத்திர	star
இளவரசர்	プリンス
மறுபடியும்	再び
மறுபடியும்	アゲイン
குணம்	属性
இறக்குமதி	輸入
இருக்கிறார்கள்	are
ஹாரி	ハリー
சைமன்	シモン
சைமன்	サイモン
தீவிரமாக	マジ
பணத்தை	お金
பணத்தை	貨幣
பணத்தை	マネー
பணத்தை	金銭
கொச்சி	高知
ஏழை	かわいそう
காயம்	怪我
காயம்	外傷
காயம்	傷口
ஆசை	欲望
ஆசை	wish
ஆசை	ウィッシュ
விளம்பரம்	広告
விளம்பரம்	広告
விளம்பரம்	広告
விளம்பரம்	プロモーション
விளம்பரம்	宣伝
விளம்பரம்	宣伝
மூலிகைகள்	ハーブ
நீலம்	青い
நீலம்	ブルー
நீலம்	青色
மாதிரிகள்	サンプル
வருகிறார்கள்	来る
வருகிறார்கள்	カミング
தொடர்ந்தது	続き
தொடர்ந்தது	継続
கனவு	ドリーム
கனவு	dream
வானிலை	天候
வானிலை	天気
வானிலை	気象
கபூர்	カプール
கபூர்	カーフール
தேற்றம்	定理
ஆணை	指示
ஆணை	命令
ஆணை	指揮
ஆணை	コマンド
தாக்கும்	攻撃
தாக்கும்	進撃
அன்றாட	デイリー
நிகழ்வில்	イベント
நிகழ்வில்	行事
தொண்டு	チャリティー
தொண்டு	チャリティ
போர்க்	戦争
பரம்பரை	相続
பரம்பரை	継承
நேர்காணல்	面接
நேர்காணல்	インタビュー
சிலைகள்	偶像
சிலைகள்	彫像
மிதமான	中道
சிகாகோ	シカゴ
எங்கே	どこ
தினசரி	デイリー
தசை	マッスル
தசை	筋肉
வயலின்	ヴァイオリン
வயலின்	バイオリン
மறுத்து	拒否された
பன்னிரண்டு	十二
வாக்கு	投票
கிளப்	クラブ
கிளப்	棍棒
ஆவி	お化け
ஆவி	幽霊
ஆவி	ゴースト
ஆவி	精神
ஆவி	スピリット
பெட்டிகள்	ボックス
மெய்	子音
மெய்	トゥルー
மெய்	true
மெய்	本当
ஹால்	ホール
எச்சரிக்கை	警報
எச்சரிக்கை	警告
எச்சரிக்கை	注意
எச்சரிக்கை	アラート
அரங்கு	演劇
அரங்கு	劇場
சாந்தி	シャンティ
தங்கப்	gold
தங்கப்	ゴールド
விரல்	フィンガー
பூச்சிகள்	昆虫
ஜோ	ジョー
கலாச்சாரம்	文化
கலாச்சாரம்	カルチャー
கட்டுப்பாடுகள்	制限
கட்டுப்பாடுகள்	コントロール
மகாபாரதம்	マハーバーラタ
தகவலை	情報
தகவலை	情報
பன்றி	ブタ
அதிகரிக்க	増加
அதிகரிக்க	増額
அதிகரிக்க	増やす
ஏற்க	受け入れ
ஏற்க	受け入れる
ஏற்க	承認
ரோம்	ローマ
ரோம்	rom
அட்டைகள்	カード
நேரியல்	リニア
நேரியல்	線形
முக்கியமானது	重要
படிப்பு	コース
படிப்பு	勉強
தட்டச்சு	タイピング
காப்பு	バックアップ
காப்பு	ブレスレット
போட்டு	put
வசனம்	台詞
கற்கள்	ストーンズ
எழுத்துகள்	文字
எழுத்துகள்	キャラクター
ஏவுகணை	ミサイル
நீராவி	スチーム
நீராவி	蒸気
காய்ச்சல்	発熱
காய்ச்சல்	インフルエンザ
விட்டம்	直径
ஆன்மீக	スピリチュアル
மறைந்த	隠し
நடிக்க	鋳造
சமமான	等しい
சமமான	等しい
சமமான	イコール
பட்டை	バー
பட்டை	バール
பட்டை	バー
சடங்கு	儀式
குகை	洞窟
குறைக்கும்	減らす
நாற்பது	四十
மண்டலங்கள்	リージョン
மண்டலங்கள்	地域
மண்டலங்கள்	ゾーン
கோல்டன்	ゴールデン
கோல்டன்	黄金
அகமது	アーメド
குழாய்கள்	パイプ
குழாய்கள்	パイプス
நோயாளிகள்	患者
போராளிகள்	ファイターズ
நிகழ்கிறது	ハプニング
நீக்கி	引き出す
பழங்கால	アンティーク
நேபாளம்	ネパール
இடர்	リスク
ஆடும்	ダンス
ஆடும்	ダンシング
ஆடும்	踊り
ஆடும்	踊る
சூழ்நிலை	状況
சூழ்நிலை	シチュエーション
உறவுகள்	リレーションシップ
உறவுகள்	交際
உறவுகள்	リレーション
உறவுகள்	関係
நிறுத்த	停止
நிறுத்த	ストップ
நிறுவி	インストーラー
நிறுவி	インストーラ
நடுநிலை	中性
நடுநிலை	ニュートラル
கோபம்	怒り
கோபம்	怒り
விழுந்து	落ちる
விழுந்து	落下
குழப்பம்	混乱
குழப்பம்	混同
குழப்பம்	混乱
குழப்பம்	混乱
குழப்பம்	競合
குழப்பம்	紛争
குழப்பம்	対立
குழப்பம்	コンフリクト
குழப்பம்	カオス
குழப்பம்	混沌
மூலக்கூறுகள்	分子
துகள்	粒子
தட்டு	プレート
தட்டு	トレイ
திருமதி	ミセス
திருமதி	mrs
துல்லியமான	精度
பூச்சி	昆虫
பூச்சி	ペスト
நிலைமை	状況
நிலைமை	シチュエーション
சிறுவர்கள்	boys
சிறுவர்கள்	男の子
சிறுவர்கள்	子供
சிறுவர்கள்	キッズ
ஒளியியல்	光学
புரதம்	タンパク質
புரதம்	たんぱく質
நாகரிகம்	文明
ஆரம்	半径
ஆரம்	radius
பண்ணை	農場
பண்ணை	ファーム
மேற்பரப்பு	表面
மேற்பரப்பு	曲面
சாமுவேல்	サミュエル
பிடித்தது	お気に入り
வீரன்	チャンプ
வீடுகளில்	住宅
கையேடு	manual
கையேடு	手動
கையேடு	マニュアル
கோதுமை	小麦
கோதுமை	コムギ
பதிப்புகள்	エディション
பதிப்புகள்	バージョン
வளர்ச்சியை	成長
வளர்ச்சியை	発育
மரியாதை	尊敬
மரியாதை	尊重
மரியாதை	リスペクト
மரியாதை	敬意
விரிவாக்கம்	延長
விரிவாக்கம்	内線
பீட்டா	ベータ
வழிமுறை	step
வழிமுறை	ステップ
வழிமுறை	方法
வழிமுறை	メソッド
வழிமுறை	チャネル
வழிமுறை	チャンネル
வழிமுறை	海峡
கால்நடை	ウシ
ரஷ்யா	ロシア
தேங்காய்	ココナツ
தேங்காய்	ココナッツ
லூயி	ルイス
லூயி	ルイ
லூயி	ルイ
தெரியாத	不明
வேண்டுகோள்	請求
வேண்டுகோள்	リクエスト
அபிவிருத்தி	発達
அபிவிருத்தி	開発
இடைக்கால	中世
பாதுகாக்க	protect
பாதுகாக்க	プロテクト
பாதுகாக்க	保護
பார்வையாளர்கள்	観客
பார்வையாளர்கள்	オーディエンス
கண்காணிப்பு	トラッキング
கண்காணிப்பு	モニタリング
கண்காணிப்பு	監視
சக்கரம்	ホイール
சக்கரம்	車輪
சக்கரம்	チャクラ
புராண	叙事詩
புராண	epic
புராண	エピック
எப்பொழுதும்	常に
எப்பொழுதும்	いつも
சிங்கம்	ライオン
சிங்கம்	獅子
வேல்ஸ்	ウェールズ
புறநகர்	郊外
வழிகள்	方向
வழிகள்	道順
யானைகள்	ゾウ
பாலிவுட்	ボリウッド
உறுதியாக	シュア
ஜாக்	ジャック
ஜாக்	ジャッキ
கண்டம்	大陸
பாதுகாப்பான	セーフ
பாதுகாப்பான	金庫
பாதுகாப்பான	安全
பாதுகாப்பான	セキュア
கட்டம்	グリッド
வாதம்	論証
அவதாரம்	アヴァターラ
அவதாரம்	アバター
போதே	while
தேயிலை	お茶
தேயிலை	紅茶
படைப்பு	創造
படைப்பு	作成
படைப்பு	クリエイティブ
துணி	繊維
துணி	織物
துணி	布地
துணி	生地
துணி	織物
துணி	テキスタイル
துணி	織物
அவனுக்கு	him
படப்பிடிப்பு	撮影
படப்பிடிப்பு	射撃
சனி	土曜日
சனி	sat
விடை	回答
விடை	答え
விடை	答弁
தேவைகளை	ニーズ
சார்ல்ஸ்	シャルル
எட்வர்ட்	エドワード
பிரீமியர்	初演
பிரீமியர்	プレミア
பிரீமியர்	プレミア
களஞ்சியம்	サイロ
இடைநிலை	中間
இடைநிலை	中級
கேள்விகள்	質問
நல	福祉
விளையாட்டரங்கம்	スタジアム
எல்லைகள்	制限
எல்லைகள்	リミット
எல்லைகள்	限界
கதிர்வீச்சு	放射線
கதிர்வீச்சு	放射
டோனி	トニー
பனை	手のひら
பனை	ヤシ
பனை	パーム
சூறாவளி	サイクロン
சூறாவளி	台風
சூறாவளி	ハリケーン
நிலங்கள்	土地
பெல்	ベル
நிழல்	シャドウズ
நிழல்	シェーディング
நிழல்	シャドー
நிழல்	シャドウ
நிழல்	シェイド
நிழல்	日陰
நிழல்	シェード
விருத்தி	発達
விருத்தி	開発
இதயம்	心臓
இதயம்	ハート
விமர்சனங்கள்	レビュー
விமர்சனங்கள்	批評
விமர்சனங்கள்	評論
விமர்சனங்கள்	批判
எங்கு	どこ
இணைக்க	コネクト
இணைக்க	接続
திட்டமிடல்	計画
திட்டமிடல்	企画
திட்டமிடல்	プランニング
தொகுத்தல்	編集
வரவேற்பு	ウェルカム
வரவேற்பு	ようこそ
வரவேற்பு	歓迎
வரவேற்பு	レセプション
வரவேற்பு	披露宴
வரவேற்பு	受付
மைக்	マイク
பவர்	権力
பவர்	パワー
தரை	フロア
தரை	地面
தரை	グラウンド
இளவரசி	王女
இளவரசி	プリンセス
டெல்	tel
டெல்	デル
டெல்	dell
தொழில்கள்	ジョブ
தொழில்கள்	求人
கணவன்	ダンナ
கணவன்	主人
கணவன்	旦那
தேவன்	ゴッド
வாக்கெடுப்பு	アンケート
வாக்கெடுப்பு	ポーリング
உலோகங்கள்	金属
படுகொலைகள்	虐殺
யுனெஸ்கோ	ユネスコ
சுவை	味見
சுவை	味覚
பீடம்	祭壇
சேரும்	ミラノ
சேரும்	行き先
சேரும்	目的地
சேரும்	宛先
வெளிப்பாடு	表現
வெளிப்பாடு	expression
வெள்ளம்	洪水
வெள்ளம்	洪水
வெள்ளம்	洪水
கல்லறை	墓地
கல்லறை	墓所
கல்லறை	墓穴
அத்தியாயம்	チャプター
அத்தியாயம்	エピソード
கல்வெட்டுகள்	碑文
பாட	歌う
பாட	sing
மர	木造
மர	木製
மீதமுள்ள	残り
மீதமுள்ள	残額
கோள்கள்	惑星
ஆவணம்	doc
ஆவணம்	ドク
ஆவணம்	ドキュメント
ஆவணம்	書類
ஆவணம்	文書
பேருந்துகள்	バス
ஏற்படுகின்றன	収縮
மாதா	マタ
ராப்	ロブ
கூட்டல்	加算
கூட்டல்	加法
கூட்டல்	合計
கூட்டல்	総和
நினைவில்	remember
முடிச்சு	ノード
முடிச்சு	結び目
கென்ட்	ケント
தடம்	トラック
ஐம்பது	fifty
நீதிமன்றங்கள்	裁判所
ரப்பர்	ラバー
ரப்பர்	ゴム
மகனும்	息子
கற்று	学習
கற்று	学ぶ
மக்களாட்சி	民主主義
பூங்காக்கள்	公園
நிறுத்தம்	停止
நிறுத்தம்	ストップ
ரோஜா	ローズ
ரோஜா	ロゼ
ரோஜா	バラ
ரோஜா	rose
ரோஜா	薔薇
புகை	喫煙
புகை	スモーク
சைவம்	ベジタリアン
சைவம்	ヴィーガニズム
நிலா	ムーン
சதவிகிதம்	割合
சதவிகிதம்	パーセンテージ
சதவிகிதம்	パーセント
சதவிகிதம்	割合
சதவிகிதம்	パーセント
பெனடிக்ட்	ベネディクト
நீச்சல்	泳ぐ
நீச்சல்	水泳
நீச்சல்	泳ぎ
நீச்சல்	スイミング
நீச்சல்	競泳
நீச்சல்	水泳
பாடகி	シンガー
கிறிஸ்து	キリスト
யுனைடெட்	ユナイテッド
கரும்பு	サトウキビ
பதினான்கு	fourteen
சேர்க்கை	ユニオン
சேர்க்கை	入場
சேர்க்கை	入学
சேர்க்கை	入園
சேர்க்கை	コンボ
எழுச்சி	上昇
செயற்பாடு	アクティビティ
படித்த	読み
படித்த	読み込み
படித்த	読み取り
படித்த	読む
மாறிலி	定数
ஒதுக்கீடு	帰属
ஒதுக்கீடு	割り当て
பாபா	ババ
பாபா	馬場
கிளிநொச்சி	オウム
வாழை	バナナ
குழுவை	集団
குழுவை	グループ
அங்குலம்	インチ
அங்குலம்	インチ
பேசி	電話機
இறைச்சி	食肉
ஏரிகள்	湖沼
அணுகுமுறை	進入
அணுகுமுறை	アプローチ
அணுகுமுறை	参道
காரணி	ファクター
காரணி	因子
காரணி	係数
நிலவு	ムーン
உட்புற	内部
உட்புற	内装
உட்புற	内面
உட்புற	インテリア
உலோகம்	メタル
உலோகம்	金属
உலோகம்	金属
அறிமுக	デビュー
விதை	種子
விதை	シード
விதை	種子
விதை	シード
ஊடகம்	メディア
மெக்சிகோ	メキシコ
அமெரிக்கர்	アメリカン
அறிக்கைகள்	レポート
அறிக்கைகள்	報告
வெற்றியை	サクセス
வெற்றியை	成功
நாளிதழ்	新聞紙
நாளிதழ்	新聞
ஹாலிவுட்	ハリウッド
மெல்ல	ゆっくり
மெல்ல	ゆっくりと
சகோதரன்	兄弟
சகோதரன்	ブラザー
கடை	ショップ
கடை	店舗
கடை	ストア
தெளிவு	クリア
கணினிகள்	コンピューター
கணினிகள்	コンピュータ
வேர்	root
வேர்	ルート
பிரான்சிஸ்	フランシス
வெளியீடுகள்	リリース
ஊழியர்கள்	スタッフ
சக்கர	ホイール
சக்கர	車輪
வாட்	ワット
வாட்	ワット
சுவிஸ்	スイス
பேட்மேன்	バットマン
மூடிய	閉店
ஆட்டோ	自動
ஆட்டோ	オート
வெளியேறும்	終了
வெளியேறும்	exit
வெளியேறும்	出口
