баку	baku
комикси	komiks
комикси	comic
събрания	pagpupulong
събрания	assemblies
истинско	real
въведено	nagpakilala
въведено	pinakilala
въведено	nagpasimula
въведено	ipinakilala
разходка	naglalakad
разходка	lumalakad
разходка	paglalakad
разходка	maglakad
разходка	lumakad
разходка	lakad
разходка	walk
установен	itinatag
синт	sint
ферма	bukid
ферма	fermat
троя	troy
благородник	marangal
перес	peres
перес	perez
укрепване	patatagin
укрепване	lumalakas
укрепване	palakasin
укрепване	patibayin
укрепване	paglakas
таен	sikreto
таен	secret
таен	lihim
спин	aids
окръжност	bilog
частица	butil
теза	thesis
олимп	olympus
гробището	cemetery
гробището	libingan
гробището	sementeryo
хотели	hotel
пистолет	putok
пистолет	baril
арест	arrest
ресурс	mapagkukunan
ресурс	resource
пир	kapistahan
пир	feast
реалността	katotohanan
преценка	parusa
преценка	pagsusuri
преценка	assessment
преценка	paghuhukom
преценка	hatol
оформление	layout
пода	sahig
пода	palapag
фараон	paraon
легиона	legion
линда	linda
изключителен	outstanding
изключителен	natatanging
демонстрация	pakita
шарлот	charlotte
анимация	animation
анимация	cartoons
маркиз	marquis
църковните	lating
внос	import
внос	import
внос	imported
внос	importation
регионите	rehiyon
централни	central
централни	gitnang
куб	kubo
куб	cube
вината	kasalanan
вината	pagkakasala
автомобилна	sasakyan
дебела	makapal
дебела	taba
дебела	mataba
месечна	monthly
месечна	buwanang
покер	poker
отзад	hulihan
мит	mit
мит	mito
мит	myth
мит	mlt
хубава	pretty
хубава	ganda
хубава	sarap
хубава	nice
робинсън	robinson
убеждения	paniniwala
урал	ural
хъдсън	hudson
кент	kent
ценен	nagkakahalaga
ценен	mahalaga
правен	legal
дискриминация	diskriminasyon
митридат	mithridates
занаяти	craft
плиний	plinio
монца	monza
драмата	drama
харт	hart
индивид	indibiduwal
позволено	pinahintulutan
позволено	pinayagan
позволено	pinapayagang
позволено	pinapayagan
позволено	pinahihintulutang
работен	working
работен	pagtatrabaho
работен	gumagana
работен	nagtatrabaho
филипс	philips
филипс	phillips
тъмен	madilim
тъмен	maitim
тъмен	dilim
антигуа	antigua
прозорци	windows
полицай	pulis
полицай	opisyal
полицай	pulis
бисмарк	bismarck
бомбардировки	pambobomba
бомбардировки	pagbomba
сант	sant
одобрен	inaprubahan
одобрен	naaprubahan
монархията	monarkiya
упражнения	exercise
упражнения	magsanay
упражнения	ehersisyo
упражнения	ehersisyong
упражнения	exercise
свине	swine
цивилизации	sibilisasyon
алонсо	alonso
алонсо	alonzo
худ	hood
отстъпление	retiro
отстъпление	retreat
монтаж	installation
монтаж	pagluklok
монтаж	tumataas
монтаж	editing
мастърс	masters
плати	pay
плати	bayaran
плати	magbayad
квадрат	parisukat
фернандес	fernandez
фернандес	fernandes
доминик	dominic
доминик	dominique
хорхе	jorge
субект	sasailalim
субект	paksa
субект	subject
повлияни	naaapektuhan
монарх	monarch
нападнат	sinugod
нападнат	umatake
гласна	vowel
обитатели	naninirahan
обитатели	residente
хермес	hermes
труден	matigas
труден	mahirap
хиляда	libong
хиляда	libo
преобразуване	convert
преобразуване	conversion
преобразуване	pagbabagong
преобразуване	transformation
преобразуване	transform
корема	puson
корема	tiyan
корема	belly
следващо	kasunod
следващо	susunod
следващо	next
уан	wang
витгенщайн	wittgenstein
предварителен	preliminary
хюго	hugo
розово	pink
розово	rosas
федерико	federico
каспийско	caspian
месина	messina
ерата	era
албърт	albert
електрони	electrons
камерата	kamera
камерата	camera
марцел	marcellus
изненада	surprise
изненада	pagkagulat
изненада	sorpresa
жул	jules
елени	usa
елени	reindeer
хипотези	inputs
хипотези	pagpapalagay
хипотези	hipotesis
норман	norman
салерно	salerno
бордо	burdeos
концертите	konsiyerto
фауст	faust
фауст	faustus
фейсбук	facebook
грижа	care
никол	nicole
приготвяне	paghahanda
приготвяне	hinahanda
приготвяне	naghahanda
приготвяне	paghahanda
приготвяне	inihahanda
отклонение	deviation
братовчедка	cousin
братовчедка	pinsan
спазване	pagsunod
пазарна	merkado
пазарна	palengke
пазарна	pamilihan
пазарна	market
джейми	jamie
спомен	memorya
спомен	alaala
чаша	baso
чаша	salamin
чаша	pampalaki
чаша	mug
чаша	tasa
чаша	kopa
навара	nafarroa
костенурка	pagong
костенурка	tortoise
искания	hiling
искания	demands
напитка	inumin
динамика	dinamika
динамика	dynamic
хедвиг	hedwig
участвала	lumahok
меко	malambot
саманта	samantha
победени	natalo
победени	bagsak
предположения	pagpapalagay
предположения	paghula
соня	sonia
соня	sonya
соня	sonja
дребен	liit
дребен	maliit
изследователите	nananaliksik
изследователите	mananaliksik
изгрев	sunrise
кос	blackbird
кос	kos
зло	evil
зло	masama
зло	kasamaan
вертикално	patayo
вертикално	patayo
акцент	accent
акцент	emphasis
наруто	naruto
сделка	transaksiyon
сделка	transaksyon
сделка	bargain
сделка	pangangalakal
сделка	pakikitungo
сделка	deal
вдъхновение	inspirasyon
вдъхновение	inspiration
рог	sungay
разширена	pinahabang
разширена	pinahaba
разширена	karugtong
разширена	extended
разширена	pinalawak
разширена	pinalaki
главите	head
главите	heads
люис	lewis
концепции	konsepto
активисти	aktibista
положителен	positive
положителен	positibong
положителен	positibo
неофициален	unofficial
неофициален	informal
орбитален	orbital
ханибал	hannibal
историците	historians
руди	rudy
татари	tatars
посетителите	bisita
водене	pagpapanatiling
капела	capella
капела	cappella
капела	kapilya
откритие	pagtuklas
откритие	pagkatuklas
недостатък	deficiency
разширяването	pagpapalawak
рани	sugat
рани	sugat
вот	boto
вот	bumoto
вот	votes
вот	boto
ислямски	islamic
кандидатурата	tawad
кандидатурата	bid
кандидатурата	pagkakandidato
алтернативни	alternatibong
алтернативни	alternatibo
падане	bumabagsak
падане	taglagas
падане	mahulog
фактите	katotohanan
привличане	attraction
привличане	akit
свидетели	jehova
свидетели	testigo
свидетели	witness
поръчки	paghanap
поръчки	orders
йони	ions
лари	larry
активист	activist
засегнати	naapektuhan
засегнати	nadamay
засегнати	affected
засегнати	apektado
засегнати	maaapektuhan
трагедия	tragic
трагедия	trahedya
съжалявам	patawad
съжалявам	paumanhin
фондове	pondo
фондове	fund
фондове	pondong
кол	cole
кол	coll
подарък	kasalukuyan
подарък	gift
подарък	regalo
участващи	paglahok
участващи	pagsali
електроенергия	elektrisidad
електроенергия	kuryente
регистрирана	nakarehistro
филхармония	philharmonic
регистрирано	nakarehistro
умишлено	kusa
умишлено	sinasadyang
клинтън	clinton
намерения	hangarin
намерения	intention
рик	rick
модули	modules
изпълнено	naisakatuparan
изпълнено	natupad
каре	plaid
посреща	tinatanggap
лигурия	liguria
жестоко	malupit
гостите	panauhin
вируси	virus
вируси	virus
стенопис	mural
кафяво	brown
кафяво	kayumanggi
изолирани	isolated
кант	kant
потъва	paglubog
маска	mask
маска	maskara
описано	inilarawan
описано	inilalarawan
ядрен	nuclear
дора	dora
изразени	ipinahayag
изразени	nagpahayag
изразени	nakiramay
зрялост	kapanahunan
гийом	guillaume
пирати	pirates
сексуално	sekswal
сексуално	sexually
намерена	natagpuan
намерена	nahanap
намерена	nakita
намерена	nakahanap
пеперуда	butterfly
отделени	hiwalay
отделени	hiwalay
отделени	hiwalay
проектирането	pagdisenyo
оцелява	lampasan
веспасиан	vespasian
непознати	strangers
стандартен	pamantayan
стандартен	karaniwang
стандартен	standard
превъзходство	supremacy
тулуза	toulouse
съкращение	abbreviation
съкращение	acronym
двойни	dobleng
двойни	double
двойни	doble
двойни	doubles
авив	aviv
водород	hydrogen
алгоритми	algorithm
библейски	biblical
картите	baraha
картите	maps
картите	mapa
вацлав	václav
сменен	pinagpalit
сменен	pinalitan
активи	asset
активи	asset
сек	sec
постановление	namumuno
ъгли	angulo
ъгли	angles
писти	track
развитите	binuo
правейки	ginagawa
ърнест	ernest
изоставен	iniwan
лава	lava
слънчев	maaraw
слънчев	sunny
студия	studios
обстоятелствата	pangyayari
заплащане	pay
заплащане	bayaran
заплащане	magbayad
заплащане	pagbabayad
заплащане	kabayaran
заплащане	bayad
поклонение	pilgrimage
корпорация	corporation
корпорация	korporasyon
средиземноморски	mediterranean
премахнат	tinanggal
премахнат	naalis
премахнат	inalis
бронз	bronze
хигинс	higgins
завършено	nakumpleto
завършено	natapos
завършено	complete
завършено	kumpletuhin
завършено	kompleto
завършено	kumpleto
възнесение	asensiyon
кндр	dprk
тацит	tacitus
камерън	cameron
ата	atta
разрешаване	lutasin
пиаченца	piacenza
оксид	oxide
ензими	enzymes
ензими	enzyme
летища	airports
диаманти	oros
диаманти	diamonds
лама	lama
лама	llama
сценарии	script
постигнато	naabot
постигнато	nakamit
постигнато	nakakamit
постигнато	achieved
проектирана	pagkakagawa
проектирана	dinisenyo
проектирана	idinisenyo
ефективни	epektibo
ефективни	epektibong
ефективни	effective
ефективни	mabisa
лимасол	limassol
творческа	creative
творческа	malikhain
изразена	ipinahayag
изразена	nagpahayag
изразена	nakiramay
барбадос	barbados
управляващата	namumuno
боксьори	boxers
абсолютна	absolute
абсолютна	lubusang
претендент	pretender
претендент	challenger
претендент	contender
склад	warehouse
склад	bodega
склад	imbakan
склад	storage
видимо	nakikita
компютрите	kompyuter
компютрите	computer
компютрите	ekolohiya
чука	martilyo
яйце	itlog
меркурий	mercury
урбино	urbino
рейтинг	rating
рейтинг	rating
рейтинг	ratings
софи	sophie
предшественици	predecessors
водорасли	kelp
водорасли	algae
водорасли	damong
атом	atom
желания	hinahangad
желания	pagbati
желания	wishes
желания	kagustuhan
батиста	batista
настилка	sahig
корупцията	corruption
спасяване	pol
спасяване	save
спасяване	saving
спасяване	pagsagip
спасяване	pagligtas
спасяване	rescue
железница	railway
железница	riles
железница	riles
железница	riles
саша	sasha
геолог	geologist
тонове	tons
морал	moral
морал	moral
морал	moralidad
ледник	glacier
енергетика	enerhiya
абруцо	abruzzo
пейдж	paige
евтимий	euthymius
адютант	adjutant
бернар	bernard
метрото	subway
метрото	kalakhang
метрото	metro
хокей	hockey
пруски	prussian
разбиване	paglabag
разбиване	breaking
разбиване	smackdown
шефилд	sheffield
засягат	nakakaapekto
единадесет	labing
механични	makina
омир	homer
ерцхерцог	arsoduke
експрес	ipahayag
експрес	express
прозореца	bintana
слепи	bulag
ставайки	nagiging
пиърс	pierce
пиърс	pearce
хайнц	heinz
невис	nevis
етиен	étienne
спрян	itinigil
спрян	tumigil
йерархия	hierarchy
законодателна	distritong
огледало	salamin
огледало	gayahin
огледало	mirror
августин	agustin
августин	augustine
рнк	rna
рут	ruth
подписано	pinirmahan
пръстите	toes
пръстите	daliri
дробове	baga
съдията	hukom
съдията	husgahan
райнхард	reinhard
кат	kath
кат	pusa
кат	cat
кат	kat
престъпност	krimen
мас	mas
азот	nitrogen
пит	pete
пит	pitt
генерира	bumubuo
диас	diaz
лепид	lepidus
гранична	hangganan
носещи	bitbit
носещи	tindig
носещи	nadadala
уолъс	wallace
намиране	finding
кандидатите	candidates
луда	insane
луда	nababaliw
луда	ulol
луда	baliw
луда	loko
луда	galit
индустриални	industrial
индустриални	industriyal
светски	secular
светски	makamundong
джудже	bansot
джудже	bulilit
джудже	duwende
мики	mickey
мики	miki
козина	fur
козина	balahibo
усещане	feeling
усещане	pakiramdam
усещане	nararamdaman
усещане	sensation
столетия	siglo
столетия	daantaon
отава	ottawa
въже	tali
въже	lubid
противоречие	kontradiksiyon
емоции	emotion
емоции	damdamin
емоции	emosyon
емоции	emotions
теология	teolohiya
литъл	kaunti
литъл	maliit
вечно	forever
вечно	magpakailanman
вечно	magpakailanman
опасно	mapanganib
сарагоса	zaragoza
плъхове	rat
плъхове	daga
пан	pan
стомаха	tiyan
стомаха	sikmura
вайс	weiss
признаване	paterno
признаване	pagkilala
признаване	recognition
директен	direktang
директен	direct
директен	direkta
адалберт	adalberto
ричи	ritchie
ричи	richie
ричи	ricci
пуническа	punic
наш	nash
оригинална	orihinal
литовски	lithuanian
мерцедес	mercedes
разрушава	nakakasira
сечение	section
сечение	seksyon
сечение	seksiyon
берта	bertha
добавена	naidagdag
добавена	idinagdag
насоченост	oryentasyon
насоченост	orientation
дявола	satanas
дявола	devil
добавки	supplements
ловец	hunter
едуардо	eduardo
небраска	nebraska
матео	matteo
матео	mateo
ресторанти	restawran
ресторанти	restoran
красиво	ganda
красиво	maganda
съобщението	mensahe
съобщението	message
кана	cana
поддържан	pinananatili
патрона	cartridge
бодлоперки	perciformes
лестър	leicester
лестър	lester
интернешънъл	internasyonal
интернешънъл	international
интернешънъл	internasyunal
интернешънъл	pandaigdig
изразяване	ekspresyon
изразяване	pagpapahayag
изразяване	expression
крийк	creek
дени	denny
болки	sakit
болки	kirot
болки	panganganak
акциите	sapi
акциите	stock
погребение	burial
погребение	libing
погребение	libing
квантовата	kabuuan
фреди	freddie
фреди	freddy
заточен	exiled
мец	metz
мебели	furniture
мотив	motibo
огюст	auguste
доставки	suplay
доставки	supply
доставки	supplies
доставки	suplay
ловци	hunters
сянката	shadow
сянката	anino
спогодба	tipan
коронован	crowned
засада	ambush
наваро	navarro
лойд	lloyd
поиска	requested
поиска	hiniling
поиска	humiling
поиска	hiningi
милиция	militia
доставени	naipadala
доставени	naihatid
доставени	inihatid
доставени	hinatid
детайл	detalye
голи	hubad
голи	nakahubad
голи	hubad
изстрел	putok
изстрел	kuha
изстрел	shot
гринуич	greenwich
фраза	parirala
новак	novak
зрение	pangitain
зрение	paningin
оценяване	pagsusuri
оценяване	pagsusuri
оценяване	assessment
оценяване	pagsukat
дървесина	kahoy
дървесина	wood
дървесина	troso
нормални	normal
вълци	wolves
биографии	biographies
насърчаване	panghihikayat
насърчаване	promotion
насърчаване	promosyon
насърчаване	itaguyod
насърчаване	promote
насърчаване	isulong
бери	berry
необичайно	abnormal
ботаник	botanist
спенсър	spencer
ръб	gilid
ръб	edge
ръб	dulo
кота	cota
бъртън	burton
здравеопазване	kalusugan
насаждения	pananim
насаждения	tanim
дневен	daily
версиите	bersyon
самюъл	samuel
люксембургски	luxembourgish
уши	tainga
уши	tenga
уши	tainga
излитане	lumipad
недостатъчност	deficiency
разписание	iskedyul
разписание	schedule
джийн	jean
джийн	gene
здрав	healthy
здрав	malulusog
здрав	malusog
мое	akin
мое	mine
вилньов	villeneuve
сиатъл	seattle
антим	anthimus
подземни	underground
премахнати	tinanggal
премахнати	naalis
премахнати	inalis
стайлс	styles
стайлс	istilo
стайлс	estilo
джеферсън	jefferson
стачка	strike
стачка	welga
пипер	paminta
превоз	transportasyon
превоз	sasakyan
превоз	transportasyon
превоз	sasakyan
бронирани	pagsakay
бронирани	armored
задължение	duty
задължение	tungkulin
задължение	pangako
задължение	obligasyon
сектора	sektor
сектора	sector
ястие	ulam
ястие	pagkain
новела	nobela
брашно	harina
брашно	pagkain
ростов	rostov
платформи	platform
последователите	tagasunod
златно	golden
златно	ginintuang
златно	ginto
златно	gold
сексуална	sekswal
разбити	broken
разбити	panganay
разбити	sira
разбити	nasira
разбити	nabagabag
повишена	nadagdagan
повишена	elevated
приоритет	priority
приоритет	prayoridad
племенника	pamangkin
импулс	pulso
импулс	tibok
импулс	impulse
репутацията	reputasyon
руини	makawala
имение	mansion
имение	manor
проста	simple
проста	simpleng
девойки	girls
академични	akademikong
графични	graphical
графични	maliwanag
графични	graphic
войводина	vojvodina
десети	tenth
конфедерацията	confederacy
конфедерацията	kompederasyon
конфедерацията	confederate
плаж	dalampasigan
плаж	beach
лиса	lisa
получен	natanggap
възникнали	natamo
колумб	columbus
взет	taken
страст	passion
сериен	serial
херкулес	hercules
радиация	radiation
хюз	hughes
понт	pont
валентина	valentina
бозайниците	mammals
робъртс	roberts
вирус	virus
теленовели	telenovelas
измама	scam
измама	panloloko
измама	pandaraya
измама	panloloko
измама	con
анжу	anjou
спорни	kontrobersyal
монтевидео	montevideo
павзаний	pausanias
стад	stade
кар	carr
кар	kar
едисън	addison
едисън	edison
мок	ioc
див	wild
див	ligaw
сталинград	stalingrad
алтернативна	alternatibong
алтернативна	alternatibo
алтернативна	kahaliling
алтернативна	alternatibong
алтернативна	alternate
игрище	palaruan
данъците	buwis
лабораторията	lab
воин	warrior
воин	mandirigma
колелото	gulong
колелото	bike
спиро	spiro
конгресът	kongreso
нептун	neptuno
общинска	munisipyo
кристин	christine
бик	toro
бик	bull
мишка	mouse
мишка	daga
диктатура	diktadura
убита	napatay
убита	pinatay
топло	maiinit
топло	mainit
моят	akin
моят	mine
удине	udine
кока	coca
мелодия	melody
мелодия	tune
доменико	domenico
дипломация	diplomasya
наблюдател	tagamasid
репортер	reporter
плоски	flat
плоски	patag
емануел	emanuel
емануел	emmanuel
гренада	grenada
гренада	indonesya
предателство	betrayal
деметрий	demetrius
фелипе	felipe
стремеж	aspiration
стремеж	nagsusumikap
мъченик	martir
кенет	kenneth
китайско	intsik
китайско	tsino
китайско	chinese
ага	aga
специализиран	espesyal
демонстрации	pakita
изтриването	pagtanggal
изтриването	tinatanggal
писмено	isinulat
писмено	nakasulat
писмено	sinulat
писмено	naisulat
яде	kain
яде	kumakain
яде	kumakain
окачване	suspension
защитниците	defenders
декорация	hiyas
декорация	dekorasyon
декорация	pamasko
декорация	dekorasyon
фбр	fbi
работещ	working
работещ	pagtatrabaho
работещ	gumagana
работещ	nagtatrabaho
коментира	nagkomento
усеща	feels
усеща	nararamdaman
алея	makipot
алея	alley
аугуст	august
аугуст	agosto
ходове	moves
ходове	gumagalaw
китс	kitts
райли	riley
придобиване	pagkuha
церемонии	seremonya
проникване	baon
наводнения	baha
наводнения	pagbaha
наводнения	baha
наводнения	pagbaha
наводнения	baha
наводнения	flood
