vajdasági	vojvodine
professzionális	profesionálna
houston	houston
ulrich	ulrich
működés	operácie
működés	fungovanie
működés	operácia
működés	prevádzka
működés	fungovanie
működés	fungujúce
lika	licko
istennő	bohyne
istennő	bohyňa
hidak	mostov
hidak	mosty
kultúrák	kultúr
kultúrák	kultúry
lombard	lombard
vívás	oplotenie
waters	vody
waters	vôd
fbi	fbi
későn	neskorý
későn	neskoro
későn	oneskorené
későn	neskoré
vert	vert
szociológus	sociológ
cape	cape
cape	mys
cape	plášť
hallani	vypočuť
hallani	počuje
hallani	počuli
hallani	počuť
kimondottan	špecificky
kimondottan	konkrétne
vilma	vilma
lili	lily
lili	lili
harald	harald
plus	navyše
plus	plus
érvénytelen	nesprávny
érvénytelen	neplatná
érvénytelen	neplatný
érvénytelen	neplatné
kövér	tučné
kövér	tuku
kövér	tuk
kövér	tuky
kövér	fat
nézett	vyzeral
nézett	pozrel
nézett	pozrela
nézett	vyzerala
kínál	ponúka
kínál	ponuky
kínál	ponúk
kínál	ponúka
kínál	ponúkajú
kolostorban	kláštore
kolostorban	kláštor
kolostorban	kláštora
kerék	koleso
kerék	kolesa
kerék	kolieska
kerék	kolesá
vegyész	chemik
vegyész	lekáreň
vegyész	lekárnik
fejlesztések	vylepšenia
fejlesztések	zlepšenie
fejlesztések	zlepšenia
fejlesztések	vylepšenia
fejlesztések	vývoj
emelet	podlaha
emelet	poschodie
emelet	podlahové
szimmetrikus	symetrické
szimmetrikus	symetrické
kártya	kartičky
kártya	karty
kártya	vizitky
kártya	kariet
kártya	preukaz
kártya	karta
kártya	vizitka
kártya	karty
kártya	kartu
tankönyv	učebnicu
tankönyv	učebnice
instrumentális	inštrumentálne
instrumentális	prístrojové
holmes	holmes
kötés	záväzná
kötés	záväzný
kötés	väzba
kötés	viazanie
kötés	záväzné
kötés	pletenie
kötés	väzba
kötés	puto
kötés	bond
tulajdonság	pozemok
tulajdonság	nehnuteľnosti
tulajdonság	vlastnosť
tulajdonság	majetok
tulajdonság	nehnuteľnosť
tulajdonság	vlastnosti
tulajdonság	nehnuteľnosti
légkör	atmosféru
légkör	atmosféry
légkör	atmosféra
légkör	atmosférický
kurd	kurdskej
kurd	kurdov
szabályozza	upravuje
szabályozza	reguluje
mainz	mainz
orne	orne
terveket	vzory
terveket	návrhy
varázsló	čarodejníka
varázsló	sprievodca
varázsló	čarodejník
varázsló	kúzelník
heinz	heinz
sárgás	žltkasté
producerek	výrobcovia
producerek	pestovatelia
producerek	výrobcov
producerek	producenti
nyelveket	jazyky
nyelveket	jazykoch
nyelveket	jazykov
felmérés	obhliadky
felmérés	prieskumy
felmérés	zisťovania
felmérés	prieskumov
felmérés	ankete
felmérés	prieskum
felmérés	zisťovanie
caf	caf
eugène	eugène
gyanús	podozrivo
gyanús	podozrivý
gyanús	podozrivé
gyanús	podozrivé
gyanús	podozrivý
gyanús	podozrenie
gyanús	podozrivá
henger	valec
henger	valca
henger	valcov
henger	valce
műsorok	ukáže
műsorok	relácie
műsorok	ukazuje
műsorok	zobrazí
műsorok	zobrazuje
venezia	venezia
felváltva	striedavo
csökkenő	zostupne
csökkenő	klesajúci
csökkenő	klesajúcej
csökkenő	klesajúci
todd	todd
parma	parma
infrastruktúra	infraštruktúra
infrastruktúra	infraštruktúru
seattle	seattle
seattle	seattli
fegyvereket	delá
fegyvereket	zbrane
fegyvereket	pištole
vágy	želanie
vágy	túžbu
vágy	túžby
vágy	túžba
vágy	túžby
vágy	chuť
vágy	túžba
romboló	ničiteľ
ugrás	skočiť
ugrás	skok
ugrás	skákať
ugrás	preskočiť
erotikus	erotické
homo	homo
hibrid	hybridné
hibrid	kríženec
hibrid	hybrid
bon	bon
robbie	robbie
morris	morris
europa	europa
cukor	sladkosť
cukor	sladkosti
cukor	cukrík
cukor	candy
cukor	cukríky
cukor	cukor
cukor	cukru
cukor	cukrová
cukor	sugar
terhes	tehotná
terhes	tehotné
érvek	tvrdenia
érvek	argumentov
érvek	argumentácia
érvek	argumenty
városokat	mestá
mdf	mdf
tömör	kompaktné
tömör	pevný
tömör	pevné
tömör	tuhé
tömör	pevná
tömör	tuhá
tömör	stručné
tömör	stručné
tömör	stručná
tömör	stručný
áthelyezték	premiestnila
anhalt	anhaltsko
kórházi	nemocnice
kórházi	nemocnici
kórházi	nemocnica
komédia	komédie
komédia	komédia
komédia	fraška
ita	ita
víztározó	zásobník
víztározó	zásobníku
víztározó	priehrada
roth	roth
csont	kosti
csont	kosť
csont	kostí
csont	kosti
csont	kosť
bennett	bennett
bennett	bennet
csőre	zobák
arizona	arizone
jegyzett	citovaný
jegyzett	citovaná
jegyzett	citované
baseball	bejzbal
baseball	baseball
egyezik	zápasy
egyezik	zhody
egyezik	zhoda
egyezik	zápalky
egyezik	zhodovať
egyezik	zápas
egyezik	zhoda
egyezik	zhody
bolond	blázon
algebra	algebru
kínaiak	čínska
kínaiak	číňan
kínaiak	čínske
kínaiak	číňania
kínaiak	čínsky
kínaiak	čínskych
igazgatóság	riaditeľstvo
tibet	tibetu
tibet	tibete
tibet	tibet
őszintén	čestne
őszintén	poctivo
őszintén	úprimne
őszintén	uprimne
toyota	toyota
ovális	oválne
megosztott	zdieľali
megosztott	zdieľal
megosztott	zdieľané
megosztott	zdieľa
megosztott	rozdelili
megosztott	rozdelená
megosztott	rozdelený
megosztott	rozdelené
tematikus	tematická
tematikus	tematické
tematikus	tematických
egyenlítői	rovníkovej
napokban	dní
napokban	dňoch
napokban	dni
napokban	days
munkahelyek	pracovísk
munkahelyek	pracoviská
hanna	hannah
hanna	hana
hanna	hanna
halottak	mŕtve
halottak	mŕtva
halottak	mŕtvi
halottak	mŕtvy
halottak	dead
utalt	naznačil
utalt	zmienil
burton	burton
nacionalista	nacionalistické
csatornák	kanály
csatornák	kanálov
csatornák	kanalizácie
csatornák	kanáloch
kezelő	operátor
kezelő	prevádzkovateľa
kezelő	prevádzkovateľ
kezelő	vedúci
kezelő	manažér
kezelő	správca
kezelő	strážca
kezelő	handler
kezelő	strážcu
vatikáni	vatikán
módszertani	metodické
porsche	porsche
haiti	haiti
hírhedt	neslávne
tokiói	tokio
józan	triezvy
költség	nákladov
költség	náklady
költség	náklady
költség	trovy
ricardo	ricardo
részleteket	podrobnosti
részleteket	detaily
mel	mel
alpesi	alpskom
szekeres	szekeres
törtek	frakcie
galamb	holubica
galamb	holub
szervező	promotér
szervező	organizátor
szervező	organizátor
macskák	mačky
elpusztította	zničený
elpusztította	zničili
elpusztította	zničené
elpusztította	zničení
elpusztította	zničená
hús	mäsa
hús	mäso
hús	mäso
követelt	požadoval
búcsú	lúčenie
bástya	veža
serena	serenu
serena	serena
vosges	vosges
felipe	felipe
hirdetett	propagované
hirdetett	propagovaný
hirdetett	podporované
hirdetett	povýšený
logó	logo
logó	loga
katalógus	katalógy
katalógus	katalóg
katalógus	katalóg
platform	plošina
platform	platforma
platform	platformy
platform	platformu
platform	plošiny
platform	platformy
platform	platforiem
nyelvtan	gymnázium
nyelvtan	gramatiku
kollektív	kolektívne
kollektív	kolektív
hazafias	vlasteneckej
rogers	rogers
tudor	tudor
tizenegyedik	jedenásty
jefferson	jefferson
meghívást	pozvánka
meghívást	pozvať
meghívást	pozvánka
meghívást	pozvanie
feladatai	úlohy
feladatai	úloh
feladatai	ciel
feladatai	clá
feladatai	povinnosti
vállalja	odovzdania
vállalja	zaviaže
vállalja	zaväzuje
glasgow	glasgow
súlyemelés	vzpieranie
suriname	surinamu
légió	légie
légió	légia
gyalogság	pechoty
értelmezni	interpretovať
értelmezni	vykladať
értelmezni	výklad
bauer	bauer
muzulmán	moslimských
muzulmán	moslim
fajták	plemien
fajták	odrôd
fajták	odrody
hivatkozásokat	odkazy
hivatkozásokat	referencie
montana	montana
stratégia	stratégia
stratégia	stratégie
stratégia	stratégiu
stratégia	stratégii
nélkülözhetetlen	nevyhnutná
nélkülözhetetlen	základné
nélkülözhetetlen	nevyhnutné
biztonság	ochranka
biztonság	bezpečnosti
biztonság	bezpečnosť
biztonság	zabezpečenie
biztonság	bezpečné
biztonság	bezpečná
biztonság	bezpečný
biztonság	bezpečne
biztonság	bezpečie
biztonság	bezpečnosť
biztonság	bezpečnosti
len	ľan
struktúra	štruktúru
struktúra	konštrukcia
struktúra	štruktúra
ismétlődő	duplicitné
ismétlődő	opakované
ismétlődő	opakované
ismétlődő	opakovaná
ismétlődő	opakovaný
felvételeket	kazety
felvételeket	pásky
felvételeket	nahrávky
gaja	gaja
bűnös	vinný
bűnös	vinná
bűnös	hriešnik
elsődlegesen	primárne
kiejtés	výslovnosť
kén	síry
kén	síra
kén	síry
kén	síra
admirális	admirál
tarka	pied
váltakozó	striedavý
váltakozó	striedavo
váltakozó	striedajú
tedd	daj
mérhető	merateľné
puha	jemné
puha	mäkká
puha	mäkké
puha	mäkký
zavaros	zmätené
zavaros	zmätení
zavaros	zmätený
zavaros	mätúce
liechtenstein	lichtenštajnsko
jessica	jessica
hubert	hubert
gers	gers
hitte	uverili
hitte	uveril
hitte	verili
hitte	veril
hitte	verila
rap	rap
januárban	januára
januárban	január
januárban	januári
sértő	urážlivé
sértő	urážlivé
iowa	iowa
medina	medina
törvényeket	zákony
kölcsön	požičal
kölcsön	požičala
kölcsön	požičané
kölcsön	úvery
kölcsön	pôžičky
kölcsön	úver
kölcsön	pôžička
kölcsön	pôžička
kölcsön	požičať
clarke	clark
kezdeményezés	iniciatívu
kezdeményezés	iniciatívy
kezdeményezés	iniciatíva
túlélte	prežilo
túlélte	prežili
túlélte	prežila
túlélte	prežil
túlélte	neprežil
régiók	regióny
régiók	kraj
régiók	regiónu
régiók	oblasť
régiók	región
módosult	zmenený
módosult	zmenená
módosult	modifikovaný
módosult	zmenený
módosult	modifikované
módosult	zmenené
módosult	modifikovaná
algoritmus	algoritmus
algoritmus	algoritmu
hallgatta	počúval
hallgatta	počúvala
hallgatta	vypočuté
hallgatta	počúvali
marton	marton
randy	randy
ferde	šikmo
ontario	ontario
megállapítani	nadviazať
megállapítani	zriadiť
riporter	reportér
riporter	reportérka
esély	šance
esély	šancí
esély	šancu
esély	šanca
esély	pravdepodobnosť
esély	šance
esély	šanca
szárnyas	okrídlené
ünnepség	obrad
ünnepség	slávnosť
ünnepség	oslava
ünnepség	oslavu
ünnepség	osláv
ünnepség	oslavy
kaliforniában	kalifornii
kaliforniában	california
kaliforniában	kalifornia
rossi	rossi
bis	bis
kibocsátott	emitované
kibocsátott	vydané
kibocsátott	vydal
kibocsátott	vydávaný
kibocsátott	vydaný
kibocsátott	emitované
kibocsátott	emitovaných
laboratóriumi	laboratórium
laboratóriumi	laboratória
laboratóriumi	laboratórne
laboratóriumi	laboratóriá
rendezni	vyrovnať
rendezni	usadiť
berg	berg
állampolgár	občan
állampolgár	občana
albrecht	albrecht
gomba	huby
gomba	húb
gomba	huby
gomba	huba
gomba	huby
gomba	huba
gomba	huby
szavazott	hlasovali
szavazott	hlasovala
szavazott	hlasoval
szavazott	hlasovalo
nyelveken	jazyky
nyelveken	jazykoch
nyelveken	jazykov
biztosítva	poistený
afganisztán	afganistan
afganisztán	afghanistan
afganisztán	afganistane
afganisztán	afganistanu
steiner	steiner
állítólagos	údajný
állítólagos	uvádzané
állítólagos	údajné
szándéka	zámer
szándéka	úmysel
szándéka	zámer
szándéka	úmysel
genova	genova
világosabb	jasnejšie
világosabb	jasnejší
világosabb	zapaľovač
világosabb	ľahšia
világosabb	ľahší
elérés	dosah
elérés	reach
elérés	dosiahnuť
visszafelé	opačne
visszafelé	odzadu
visszafelé	dozadu
visszafelé	vzad
visszafelé	spätne
cliff	útes
cliff	cliff
memorial	pamätník
memorial	memorial
nicola	nicola
képviselt	zastúpené
képviselt	zastupoval
képviselt	zastúpená
képviselt	predstavoval
képviselt	zastúpený
egyenletes	rovnomerne
egyenletes	stabilné
egyenletes	stabilný
egyenletes	stály
leveleket	písmená
leveleket	listy
leveleket	písmen
brecht	brecht
martínez	martínez
növényzet	vegetácie
julien	julien
antarktisz	antarktíde
üzemeltetett	prevádzkované
üzemeltetett	operovaný
üzemeltetett	ovládané
hasonlított	pripomínal
törzsi	kmeňových
törzsi	kmeňové
beavatkozás	zásah
beavatkozás	zasahovania
beavatkozás	rušenie
beavatkozás	zasahovanie
beavatkozás	intervencie
beavatkozás	zásah
beavatkozás	intervencia
tolkien	tolkien
karcsú	slim
karcsú	štíhla
karcsú	štíhly
tanít	výučba
tanít	učenie
tanít	vyučovanie
tanít	učí
kétséges	pochybovať
kétséges	pochybnosť
kétséges	pochybujem
kétséges	pochybnosti
kétséges	pochybné
kétséges	otázne
kétséges	pochybné
kétséges	pochybujem
dobó	džbán
dobó	nadhadzovač
technikák	techniky
technikák	techník
színésznők	herečky
átjáró	portáli
átjáró	portálu
átjáró	portál
átjáró	brána
átjáró	priechod
átjáró	pasáž
leslie	leslie
pusztító	deštruktívne
pusztító	ničivé
pusztító	ničiteľ
bolygók	planéty
bolygók	planét
pearl	pearl
pearl	perla
erősíti	posilní
erősíti	posilňuje
átdolgozott	prepracované
átdolgozott	revidované
átdolgozott	revidovaný
átdolgozott	revidovaná
rétegek	vrstiev
rétegek	vrstvy
álma	sen
álma	snívať
álma	dream
álma	sna
postás	poštár
postás	poštár
essen	essen
találkozni	stretnúť
találkozni	spoznať
romantika	romantika
feldolgozó	procesor
elena	elena
elektron	elektrónovým
konferencián	konferencia
konferencián	konferencii
konferencián	konferenciu
konferencián	konferencie
telek	land
telek	pozemok
telek	pôdy
telek	pozemky
telek	pôda
sűrűsége	hustotu
sűrűsége	hustota
sűrűsége	hustoty
par	par
dôme	dôme
singer	speváka
singer	spevák
singer	singer
singer	speváčka
lejárt	vypršala
lejárt	skončila
anatómiai	anatomické
zambia	zambie
leon	leon
laosz	laos
verset	báseň
casa	casa
vezetni	disk
vezetni	pohon
vezetni	jazdiť
rico	rico
haydn	haydn
felhasználás	používať
felhasználás	použiť
felhasználás	použite
felhasználás	používanie
felhasználás	použitie
felhasználás	spotreba
felhasználás	konzumácia
felhasználás	spotrebu
felhasználás	spotreby
korong	disk
korong	disku
korong	puk
korong	kotúč
korong	kotúča
korong	disk
korong	disku
hűséges	lojálny
hűséges	verný
hűséges	verná
hűséges	verní
hűséges	verný
hűséges	verná
hűséges	verní
elektronikai	elektronika
elektronikai	elektroniky
venezuelai	venezuelskej
venezuelai	venezuela
kötőjel	spojovník
paradicsom	paradajky
paradicsom	paradajky
paradicsom	raja
paradicsom	raj
paradicsom	paradise
fenntartása	udržiavať
fenntartása	zachovať
fenntartása	udržanie
fenntartása	udržiavanie
álláspont	poloha
álláspont	postavenie
álláspont	pozícia
fenyegető	hrozivo
fenyegető	hrozivé
fenyegető	ohrozujúce
fenyegető	vyhráža
házigazda	hosť
házigazda	hostiteľskej
házigazda	hostiteľa
házigazda	host
házigazda	hostiteľ
harmadszor	tretia
harmadszor	tretí
harmadszor	tretích
harmadszor	tretie
harmadszor	tretina
faktor	činiteľ
faktor	faktor
federico	federico
növelése	zvýšenia
növelése	zvýšiť
növelése	nárast
növelése	zvýšenie
növelése	zväčšiť
samantha	samantha
emily	emily
hbo	hbo
szingapúr	singapur
szingapúr	singapure
giacomo	giacomo
hektáros	aker
oszlopok	piliere
oszlopok	pilierov
oszlopok	stĺpy
oszlopok	stĺpce
oszlopok	stĺpy
martina	martina
darwin	darwin
domenico	domenico
küld	pošle
küld	odošle
küld	zasiela
küld	posiela
küld	zasielanie
küld	odosielanie
küld	posielanie
küld	posiela
küld	pošli
küld	poslať
küld	odoslať
doug	doug
lakók	obyvatelia
lakók	obyvateľov
lakók	obyvateľom
lakók	nájomníkov
nyikolajevics	nikolajevič
republikánus	republikán
rosszindulatú	škodlivý
rövidítések	skratky
rövidítések	skratky
arabok	arabi
elemzés	rozbor
elemzés	analýza
elemzés	analýzy
elemzés	analýzu
tehetségét	talenty
tehetségét	talent
tehetségét	nadanie
veronika	veronika
nomád	nomad
járvány	ohnisko
járvány	mor
járvány	epidémia
járvány	epidémie
kötni	pliesť
megfigyelő	pozorovateľ
megfigyelő	pozorovateľa
lille	lille
vicces	vtipné
vicces	smiešne
vicces	sranda
vicces	zábavné
hónapok	mesiace
hónapok	mesiacov
laurent	laurent
alkalmazza	zamestnávať
alkalmazza	zamestnávajú
alkalmazza	zamestnať
enged	nechá
gázok	plyny
válás	rozvod
válás	rozviesť
chan	chan
másképpen	ináč
másképpen	inak
halászat	rybolov
halászat	rybné
halászat	rybolov
halászat	rybolovu
halászat	rybársky
halászat	rybolov
halászat	rybolovu
halászat	rybárske
létrejövő	vyplývajúce
létrejövő	výsledný
létrejövő	výsledná
létrejövő	výsledné
évkönyv	ročenke
évkönyv	ročenku
neill	neill
lánc	reťaze
lánc	reťazce
lánc	reťaz
lánc	reťazec
lánc	reťaze
lánc	reťazca
oxid	oxid
illetékes	príslušné
illetékes	príslušná
illetékes	kompetentné
illetékes	príslušný
fortuna	fortuna
nielsen	nielsen
leeds	leeds
vega	vega
befejeződött	dokončená
befejeződött	ukončené
befejeződött	vyplnený
befejeződött	dokončené
befejeződött	vyplnené
boris	boris
fenyegeti	hrozí
fenyegeti	ohrozuje
kliens	klienta
kliens	klient
módosítani	pozmeniť
módosítani	zmeniť
módosítani	upraviť
koalíció	koalície
tűzoltó	hasič
tűzoltó	hasič
szex	pohlavia
szex	pohlavie
szex	sex
nagyobbak	väčšia
nagyobbak	väčší
nagyobbak	väčšie
nagyobbak	väčšia
nagyobbak	väčší
nagyobbak	väčšie
utazók	cestovatelia
utazók	cestovateľ
utazók	cestujúcich
utazók	cestujúci
kőolaj	oleja
kőolaj	ropa
kőolaj	olej
kőolaj	oil
kőolaj	ropné
kőolaj	ropa
kőolaj	ropný
spin	spin
spin	točiť
hallottam	počula
hallottam	počuli
hallottam	počul
hasonlóképpen	obdobne
hasonlóképpen	podobne
hasonlóképpen	rovnako
hasonlóképpen	obdobne
hasonlóképpen	podobne
hálózatok	siete
hálózatok	sietí
krónikus	chronickú
krónikus	chronickej
krónikus	chronická
krónikus	chronickou
krónikus	chronické
rajza	kresba
rajza	kreslenie
rajza	výkres
rajza	čerpania
mónika	monika
mónika	monica
logikus	logické
logikus	logický
logikus	logická
utasítások	pokyny
utasítások	inštrukcie
utasítások	návod
kertészeti	záhradníctvo
kertészeti	záhradnícke
hasi	brušnej
hasi	brucha
jürgen	jürgen
jürgen	jurgen
vád	obvinenia
vád	obvinenie
vád	odplaty
vád	poplatky
vád	obžaloba
vád	stíhanie
vád	stíhania
vád	žaloba
vád	obvinenia
vád	obvinenie
végrehajtása	vykonávať
végrehajtása	zrealizovať
végrehajtása	realizovať
végrehajtása	implementovať
lábai	nohy
lábai	nôh
lábai	nohami
ellenálló	rezistentné
ellenálló	odolnosť
ellenálló	rezistencia
ellenálló	odpor
lovagi	šľachtický
lucy	lucy
liter	liter
liter	litra
liter	liter
liter	litre
liter	litrov
liter	litra
műhelyek	workshopy
műhelyek	dielne
műhelyek	semináre
dylan	dylan
derek	derek
suzuki	suzuki
camp	tábora
camp	camp
camp	tábor
dublin	dubline
dublin	dublin
kontinensen	kontinente
kontinensen	kontinent
kontinensen	kontinentu
britney	britney
eltávolítása	odstrániť
eltávolítása	odobrať
eltávolítása	odstránenie
eltávolítása	odstraňovanie
eltávolítása	odstránenie
nyíló	kvitne
országszerte	celoštátne
kritikát	kritika
kritikát	kritike
kritikát	kritiku
merőleges	kolmá
merőleges	kolmo
nevezetesen	menovite
nevezetesen	menovite
kenyér	chleba
kenyér	chlebík
kenyér	chlieb
sütő	sporák
sütő	trúba
sütő	pec
sütő	rúra
kinga	kral
kinga	king
kinga	kráľ
kinga	kráľa
kinga	král
kinga	kinga
démon	démon
démon	démona
karen	karen
karen	keren
vista	vista
tulajdon	pozemok
tulajdon	nehnuteľnosti
tulajdon	vlastnosť
tulajdon	majetok
tulajdon	nehnuteľnosť
marokkói	marocký
hódító	dobyvateľ
lábát	nohy
lábát	nôh
lábát	nohami
lábát	noha
lábát	nohe
lábát	nohu
amanda	amanda
cleveland	clevelande
folytatás	pokračovať
folytatás	obnoviť
folytatás	pokračovanie
folytatás	pokračovania
folytatás	pokračovanie
folytatás	pokračujeme
folytatás	pokračovanie
folytatás	pokračovať
folytatás	pokračujte
folytatás	pokračoval
folytatás	pokračovanie
folytatás	pokračovala
folytatás	pokračovalo
hittem	uverili
hittem	uveril
hittem	verili
hittem	veril
hittem	verila
hittem	myslel
hittem	mysleli
hittem	myšlienka
hittem	myslela
fasiszta	fašistické
célokat	ciele
célokat	gólov
célokat	góly
végrehajtani	vykonať
végrehajtani	popraviť
végrehajtani	spustiť
végrehajtani	vykonávať
végrehajtani	zrealizovať
végrehajtani	realizovať
végrehajtani	implementovať
villamosok	električky
gregory	gregory
gregory	gregor
dominikai	dominikánskej
dominikai	dominika
kocka	geek
kocka	kocka
kocka	kocky
örülök	potešenie
örülök	radosť
örülök	tesi
tárgyalás	rokovania
tárgyalás	vyjednávanie
tárgyalás	rokovanie
tárgyalás	pojednávanie
tárgyalás	súd
befejezetlen	nedokončené
befejezetlen	neúplná
befejezetlen	nedokončené
befejezetlen	neúplné
befejezetlen	neúplný
lemond	odstúpi
lemond	odstúpiť
optimális	optimálne
optimális	optimálny
optimális	optimálnu
optimális	optimálna
optimális	optimálne
optimális	optimálny
optimális	optimálnu
optimális	optimálna
februárban	februára
februárban	február
detroit	detroitu
detroit	detroite
intézkedések	opatrení
intézkedések	opatrenia
intézkedések	akcie
intézkedések	činy
konfliktusok	konflikty
konfliktusok	konfliktov
konfliktusok	konfliktom
konfliktusok	konflikty
konfliktusok	konflikt
szörny	príšera
szörny	monštrum
szörny	netvor
szörny	obluda
adriai	jadrane
eindhoven	eindhoven
fehérje	bielkovín
fehérje	bielkovina
fehérje	proteíny
fehérje	bielkoviny
fehérje	proteín
fehérje	proteíny
fehérje	bielkoviny
tárgyalja	rozoberá
tárgyalja	diskutuje
eltérések	nezrovnalosti
eltérések	odchýlky
eltérések	odlišnosti
eltérések	rozdielov
eltérések	rozdiely
vitákat	debaty
vitákat	rozpravy
vitákat	diskusie
perzsák	peržanov
könyvtárak	knižnice
könyvtárak	adresárov
ókor	staroveku
springer	springer
haut	haut
részecske	čiastočky
részecske	častíc
részecske	častice
részecske	častíc
részecske	častice
elismerés	potvrdenie
elismerés	ocenenie
elismerés	uznanie
elismerés	zhodnotenie
elismerés	zhodnocovanie
elismerés	uznanie
elismerés	rozpoznávanie
elismerés	uznávanie
elismerés	uznania
szabályozó	regulátor
szabályozó	regulátora
molekula	molekulárnej
molekula	molekulová
molekula	molekuly
molekula	molekule
elegáns	elegantný
elegáns	elegantná
elegáns	elegantné
elegáns	elegantne
elegáns	chic
cáceres	cáceres
vegas	vegas
everton	everton
donna	donna
abd	abd
bekezdés	odsek
bekezdés	odseku
bekezdés	odsekov
bekezdés	odseky
bekezdés	odsekoch
nyilas	strelec
természetfeletti	nadprirodzené
rocky	rocky
intelligencia	inteligencia
intelligencia	spravodajstvo
intelligencia	inteligenciu
intelligencia	spravodajská
megfogalmazott	formulované
fan	ventilátor
fan	fanúšik
fan	fan
fan	fanúšika
kellően	dostatočne
fogak	zubami
fogak	zubov
fogak	zuby
épít	stavia
épít	zostavenia
épít	buduje
vizsgálati	test
vizsgálati	skúška
vizsgálati	skúške
vizsgálati	skúšky
vizsgálati	testovanie
vizsgálati	skúška
vizsgálati	skúšanie
éghajlati	klimatických
éghajlati	klimatické
rákok	kraby
rákok	kôrovce
rákok	kôrovcov
rákok	krevety
rákok	kreviet
vaszilij	vasilij
megtiltotta	zakázal
fertőző	infekčnej
fertőző	infekčných
fertőző	infekčné
fertőző	nákazlivé
képregények	komiksy
fertőzött	infikovaných
fertőzött	infikované
fertőzött	kontaminovaných
fertőzött	kontaminované
css	css
blackburn	blackburn
mondatok	fráz
mondatok	vety
mondatok	frázy
mondatok	viet
mondatok	vety
aligha	sotva
aligha	ledva
aligha	ťažko
naruto	naruto
brescia	brescia
baltimore	baltimore
ming	ming
kertek	záhrad
kertek	záhrady
tizenhét	seventeen
tizenhét	sedemnásť
zavart	zmätenosť
zavart	nejasnosti
zavart	zmätok
zavart	narušené
zavart	narušený
zavart	narušená
zavart	zmätené
zavart	zmätení
zavart	zmätený
molekulák	molekuly
molekulák	molekúl
csillagászat	astronómia
svédek	švédov
jin	jin
technológiák	technológie
iratok	dokumenty
iratok	doklady
iratok	dokumentov
iratok	písomnosti
wimbledon	wimbledonu
jesse	jesse
szebb	krajšia
szebb	krajší
szebb	krajšie
szebb	krajší
szebb	krajšie
kedvezőtlen	nepriaznivý
kedvezőtlen	nepriaznivé
évtizedben	desaťročí
évtizedben	desaťročie
illő	výstižné
illő	montáž
politikailag	politicky
lovasság	kavaléria
tölteni	míňať
tölteni	minú
tölteni	stráviť
tölteni	minúť
platón	plato
tőke	rovnosť
tőke	kapitál
csatolt	priložená
csatolt	pripojený
csatolt	pripojené
csatolt	priložené
steel	steel
steel	oceľové
steel	ocele
steel	oceľový
steel	oceľ
hardcore	hardcore
kanári	kanárskych
kanári	kanárske
mason	mason
case	case
case	prípade
case	pripad
case	prípad
case	kufrík
edwin	edwin
méhek	včely
méhek	včiel
kőszeg	kőszeg
eklektikus	eklektický
viva	viva
aux	aux
jeremy	jeremy
jeremy	jeremyho
tárolt	uskladnené
tárolt	uložené
tárolt	skladované
elengedhetetlen	nevyhnutná
elengedhetetlen	základné
elengedhetetlen	nevyhnutné
termés	plodiny
termés	plodín
termés	úroda
termés	úrody
termés	zber
termés	úrodu
termés	plodiny
termés	plodín
christie	christie
kertben	záhrade
kertben	záhrady
kertben	záhrada
alfaj	poddruh
fordulat	zvrat
akkumulátorok	akumulátorov
akkumulátorok	akumulátory
akkumulátorok	akumulátory
akkumulátorok	batérie
akkumulátorok	batérií
akkumulátorok	baterky
jelzés	signál
jelzés	signálu
jelzés	signalizáciu
találkozás	stretnutia
találkozás	stretko
találkozás	schôdza
találkozás	zasadnutie
találkozás	stretnutie
műszerek	nástroje
műszerek	prístroje
műszerek	nástrojov
műszerek	prístroje
számítástechnikai	computing
fogoly	väzeň
fogoly	zajatí
kiszolgáló	server
líbiai	líbya
líbiai	líbyjské
kecske	kozie
kecske	koza
kecske	kozy
kecske	kôz
hívők	veriacich
freud	freud
antwerpen	antverpách
programozás	programovanie
programozás	plánovanie
napoli	neapol
napoli	napoli
gondok	problémy
gondok	problémov
huber	huber
etikai	etického
etikai	etické
etikai	etický
etikai	etických
etikai	etické
etikai	etiky
etikai	etiku
mccartney	mccartney
névmás	zámeno
zongorista	klavirista
sötétség	tmu
sötétség	temnoty
sötétség	temnota
sötétség	tma
sötétség	tmy
sötétség	temné
foster	foster
rns	rna
enrique	enrique
festmények	obrazy
festmények	maľby
dom	dome
dom	dom
tartása	udržiavanie
ideológiai	ideologické
duncan	duncan
amphibia	amphibia
hansen	hansen
guido	guido
fiat	fiat
nyújtó	poskytnutia
nyújtó	poskytovanie
ügyes	šikovné
ügyes	múdry
ügyes	šikovný
ügyes	múdra
szegények	chudobných
szegények	chudák
szegények	chudobní
berkeley	berkeley
hangzott	znelo
hangzott	znela
végzetes	smrteľný
végzetes	smrteľná
végzetes	smrteľné
végzetes	fatálne
email	email
tüzérség	delostrelectvo
megerősítve	potvrdený
megerősítve	potvrdená
megerősítve	potvrdené
megerősítve	potvrdzujúci
megerősítve	potvrdenie
megerősítve	potvrdiť
bűncselekmények	priestupky
bűncselekmények	činov
bűncselekmények	zločiny
bűncselekmények	zločin
bűncselekmények	kriminalita
bűncselekmények	zločinu
zoológus	zoológ
térképek	máp
térképek	mapy
térképek	grafy
zeusz	zeus
curtis	curtis
lőszer	munícia
lőszer	muníciu
lőszer	strelivo
lőszer	munície
lőszer	munícia
