vennaskonna	братство
reageerivad	виводять
vaenlased	ворогів
vaenlased	вороги
khan	хан
terra	terra
doc	doc
doc	документ
doc	док
eeldus	презумпція
eeldus	трансформацій
mitmekordne	декілька
haute	от
kandidaadid	кандидатів
dom	дом
girls	дівчатка
girls	дівчата
césar	сезар
césar	сезар
teras	сталь
benedetto	бенедетто
nool	стрілок
nool	стріла
nool	стрілка
veronika	вероніка
tasand	рівень
eeskiri	постанова
eeskiri	регулювання
eeskiri	правило
detailid	відомості
detailid	подробиці
detailid	деталі
unikaalne	унікальний
unikaalne	унікальне
unikaalne	унікальні
švaabimaa	швабія
arkadi	аркадій
kasvatatud	дорослому
kasvatatud	доросла
kasvatatud	виріс
kasvatatud	виховали
kasvatatud	виростили
kasvatatud	карпатські
kasvatatud	підняли
bluetooth	bluetooth
järsk	круті
pomm	бомба
automaatne	автоматичні
automaatne	автоматичний
automaatne	авто
automaatne	автоматично
automaatne	автоматична
automaatne	автоматичний
automaatne	автоматичне
automaatne	автоматичні
tagama	забезпечити
tagama	виставляти
vaene	бідними
vaene	бідна
vaene	бідний
vaene	бідні
pseudonüüm	псевдонім
loomaarst	вет
loomaarst	ветеринар
parandamine	вдосконалення
parandamine	ремонт
parandamine	корекція
parandamine	удосконалення
eile	вчора
eile	учора
popper	поппер
volta	вольта
polüneesia	полінезійські
polüneesia	полінезія
tagumine	задній
tagumine	строю
rikkumine	порушення
enrique	енріке
tamara	тамара
tamara	тамари
rob	роб
lamp	лампа
võistleja	учасник
betty	бетті
kullast	золота
kullast	gold
kullast	золоті
kullast	золото
ellis	елліс
institutsioon	установа
institutsioon	інститут
institutsioon	установи
lint	стрічку
lint	стрічка
lint	плівка
lint	стрічки
sissepääs	вхід
sõrmuse	кільце
sõrmuse	перстень
sõrmuse	каблучка
sõrmuse	кільцева
kaubamärk	торговельних
pilvede	хмари
pilvede	хмар
hurda	собачі
philips	philips
preestrid	священики
jälgimine	трасування
jälgimine	стеження
jälgimine	спостереження
jälgimine	моніторинг
väärtuslik	цінні
väärtuslik	корисна
väärtuslik	цінний
ebaselge	визначено
ebaselge	незрозуміло
teaduslikud	науковий
teaduslikud	наукових
teaduslikud	наукова
aruba	аруби
argumendi	аргументом
argumendi	аргумент
konkurents	змагання
kurjategija	кримінальні
kurjategija	кримінальний
kurjategija	кримінальне
kurjategija	злочинець
teemant	diamond
teemant	діамант
laava	лави
laava	лава
kaitsjad	захисникам
kaitsjad	захисників
kaitsjad	захисники
kaitsjad	вартові
argumendid	аргументи
argumendid	аргументів
asjaolud	обставин
asjaolud	обставини
regioonide	кор
nordisk	nordisk
türklased	турки
vask	міді
vask	мідь
theodore	теодор
alpes	альп
alpes	альпи
unistus	сон
unistus	dream
unistus	мрія
järeldus	висновки
kvartalis	quarterly
konsultant	консультант
konsultant	консультантом
konstruktsioon	будівництво
konstruktsioon	будівництва
ilona	ілона
vaikselt	тихо
vaikselt	тихенько
vaikselt	тихо
vaikselt	мовчки
kattub	перекрита
soovitab	рекомендує
platoo	плато
córdoba	кордоба
malmö	мальме
chuck	чак
lambert	ламберт
silvio	сільвіо
dialoogi	діалог
dialoogi	діалог
fine	файно
fine	добре
süüdistuse	звинувачення
süüdistuse	обвинувачення
vaz	ваз
kristian	крістіан
ramón	рамон
seinad	стіни
seinad	мури
uss	черви
uss	хробак
uss	черв
ümmargune	кругла
ümmargune	круглий
ümmargune	round
ümmargune	раунд
next	наступний
next	наступна
next	next
next	наступне
next	далі
ravida	вистачить
katki	зламано
katki	broken
katki	розбите
katki	зламаний
taktika	тактика
taktika	тактика
õigusega	ятала
takistuse	перешкоду
skandaali	скандал
teenus	служби
teenus	service
teenus	служба
teenus	послуга
teenus	сервіс
vedel	рідкий
vedel	рідини
vedel	рідина
partner	партнер
partner	напарник
partner	партнерські
alalise	постійний
namiibia	намібія
lõhn	запах
lõhn	запахи
lõhn	запаху
lõhn	запах
lõhn	аромат
lõhn	запаху
zeit	zeit
seadusandlik	законодавчих
pruunid	браун
pruunid	коричневі
pruunid	brown
pruunid	коричневий
allutatud	підпорядкувати
cia	цру
cia	цру
saarlased	айлендерс
algebra	числення
algebra	алгебра
vastastikune	взаємного
vastastikune	спільний
vastastikune	взаємно
vastastikune	взаємної
vastastikune	обернений
armand	арман
bakuu	баку
läbiviidud	виступали
läbiviidud	виступала
tag	мітка
tag	позначити
tag	позначка
tag	квач
ostsid	купили
ostsid	купила
ostsid	купив
vabanenud	випустили
vabanenud	випущено
nupp	кнопку
nupp	кнопка
annie	енні
kotzebue	коцебу
reich	рейх
reich	рейху
sisend	вхідний
sisend	вхідні
sisend	ввід
tadžikistani	таджикистану
hillary	гілларі
harvard	гарварду
jyväskylä	ювяскюля
luige	лебідь
neljakordne	четверний
areneda	розвиватися
istanbuli	стамбула
istanbuli	стамбулі
istanbuli	стамбул
kalevala	калевала
kübar	шапка
kübar	капелюх
peatub	припиняється
peatub	зупинки
peatub	припиняє
peatub	зупиняє
peatub	зупинок
lao	лао
plaane	плани
libeeria	ліберія
lõigu	сегмент
lõigu	відрізок
monarh	монарх
palka	найняти
puutumata	незмінними
luna	луна
ehitaja	будівельник
heidelbergi	гайдельберг
hollywoodi	голлівуд
hollywoodi	hollywood
lilla	фіолетовий
publik	аудиторію
publik	аудиторія
publik	аудиторії
publik	глядачі
publik	натовп
publik	натовпі
kaovad	сховався
kaovad	пропаде
kaovad	зникнути
kaovad	зникають
laupäeval	субота
lahendamine	розбирання
lahendamine	resolution
ehitab	будує
ehitab	збирає
kaevatud	викопали
acer	клен
lööb	hits
lööb	ритми
lööb	доль
vastavusse	вирівняти
rubens	rubens
tugevdada	зміцнити
algoritm	алгоритм
populatsioon	населення
alias	псевдонім
identne	однакові
vähim	найменш
vähim	найменше
hero	адреналін
hero	герой
grupis	група
grupis	групова
grupis	груповий
grupis	групу
grupis	спільнота
indutseeritud	наведена
baikali	байкал
kepler	kepler
mõrv	убивство
mõrv	вбивство
mõrv	убивство
ahvenamaa	аландські
filtri	фільтрувати
filtri	фільтр
esivanemad	пращурів
veenis	переконав
pass	паспорт
õuna	яблуко
õuna	apple
õuna	яблучко
château	шато
jenny	дженні
umberto	умберто
henryk	генріх
henryk	генрик
kentucky	кентуккі
pilved	хмари
pilved	хмар
pilved	хмара
mer	мер
padova	падуя
franki	франк
franki	френк
franki	френку
osaleja	учасника
osaleja	учасник
õlu	пиво
paratamatu	неминуче
reklaam	комерційне
reklaam	комерційного
reklaam	комерційні
reklaam	комерційна
reklaam	комерційний
reklaam	реклама
selma	сельма
adelaide	аделаїда
romana	романа
kogemused	обставинах
kogemused	враження
kogemused	досвід
tagurpidi	назад
tagurpidi	зворотний
ümar	ряду
ümar	кругла
ümar	круглий
ümar	round
ümar	раунд
genfis	женеві
kuulas	слухав
kuulas	послухав
kuulas	слухала
vaatluse	спостереження
aspekti	співвідношення
sünagoog	синагога
paigal	завмирає
kolmnurk	трикутник
lõksu	пастка
regulaarne	формальні
regulaarne	регулярний
regulaarne	звичайний
regulaarne	формальний
sümmeetria	симетрія
teadust	наука
teadust	науки
stig	стіг
edith	едіт
aspektid	аспекти
aspektid	аспектів
hahn	ган
organisatsioone	організації
organisatsioone	організацій
organisatsioone	організаціями
positiivsed	позитивне
positiivsed	позитивні
positiivsed	позитивний
positiivsed	позитивно
positiivsed	позитив
dostojevski	достоєвський
valgevenelased	білоруси
tsitaat	цитати
tsitaat	цитата
tsitaat	цитування
tsitaat	цитату
tsitaat	лапки
tsitaat	цитата
tsitaat	цитування
valdkonnad	області
valdkonnad	ділянки
valdkonnad	територіях
valdkonnad	площі
valdkonnad	районів
pearl	перл
pearl	перли
pearl	перлина
pearl	перлини
viasat	viasat
joonas	джона
silmapaistev	визначні
silmapaistev	видатним
liitumine	приєднання
ohutu	сейф
ohutu	безпечний
ohutu	безпечно
iraak	ірак
iraak	іраку
bissau	бісау
janet	джанет
viktoria	вікторія
legendaarne	легендарні
legendaarne	легендарна
legendaarne	легендарного
legendaarne	легендарний
rudolph	рудольф
petra	петра
motors	motors
motors	рушії
brad	бред
ühendused	асоціації
kaksikud	gemini
kaksikud	близнюки
mängitud	грали
mängitud	грала
mängitud	грав
monroe	монро
tuuled	вітри
tingimusteta	безумовна
kitsad	вузький
kitsad	вузькі
eeliseid	переваги
eeliseid	плюси
selgitab	пояснює
omanduses	володів
häiritud	заважав
nathan	натан
liiklus	навантаження
liiklus	пробки
liiklus	трафік
liiklus	рух
nicola	нікола
hoidja	охоронцем
müüt	міф
rääkinud	звертаючись
rääkinud	вимовити
mosambiigi	мозамбіку
sforza	сфорца
konteksti	контекст
konteksti	контексту
kihid	шари
kihid	шарів
pühakute	святі
seisnud	стояв
seisnud	стояли
kama	кама
toledo	toledo
plii	лід
plii	свинець
plii	ведучий
plii	ліда
tais	таїланд
liivakivi	пісковик
küsib	запитує
küsib	питає
väljakujunenud	осіли
laused	фразами
laused	фрази
laused	виразів
laused	фраз
laused	речення
laused	речень
sarnasus	подібність
scsi	scsi
palavik	гарячка
palavik	жар
palavik	лихоманка
sanders	сандерс
vallandati	звільнили
vallandati	звільнений
vallandati	звільнено
vallandati	звільнив
hääldatakse	виразний
patareid	батарейки
ohver	жертва
ohver	жертви
kiirabi	швидку
raúl	рауль
hääletus	голосування
hääletus	голосуйте
hääletus	проголосувати
hääletus	голосувати
hääletus	голосування
marcello	марчелло
tähevärav	stargate
pereira	перейра
toni	тоні
varade	активи
reuters	reuters
aianduse	рослинництво
tantsud	танці
cannes	канни
dieter	дітер
larissa	лариса
pane	додаю
pane	ставимо
pane	класти
pane	поставити
isiksus	особистість
olendid	істоти
olendid	створіння
kanalid	канали
kanalid	канали
kanalid	канал
kanalid	каналом
kanalid	channel
kanalid	каналу
põletatud	спалили
põletatud	стомлені
põletatud	спалив
sain	got
smirnov	смирнов
kontaktid	контакти
korteris	квартира
suremus	смертності
juhend	посібник
juhend	провідник
juhend	путівник
juhend	гід
juhend	інструкції
juhend	настанови
juhend	вказівки
moe	мо
usbekistani	узбекистан
usbekistani	узбекистану
osce	обсє
pankur	банкір
claire	клер
stefano	стефано
kana	курка
kana	курки
kana	курча
kana	курячий
täitmine	заповнення
täitmine	виконання
koopad	печер
koopad	печери
nebraska	небраска
keeld	заборонити
keeld	заборону
keeld	заблокувати
keeld	бан
keeld	заборони
keeld	заборона
täiendavad	додаткові
hart	гарт
komplekt	комплект
komplekt	встановити
komplekt	набір
komplekt	встановлено
komplekt	множина
komplekt	кіт
komplekt	kit
alfons	альфонс
qui	qui
kolju	череп
kolju	черепа
kadusid	зник
abdul	абдул
winston	вінстон
arendaja	розробник
arendaja	розробника
otsad	завершується
otsad	завершує
otsad	закінчується
mõneti	дещо
löök	ударних
löök	страйк
löök	викинути
tundsid	бездоганно
tundsid	відчула
tundsid	відчув
tundsid	відчували
tundsid	стало
fbi	фбр
pzkpfw	panzer
bismarck	бісмарк
uks	вивіз
uks	двері
wells	веллс
athena	афіна
leiutatud	вигадав
leiutatud	винайшов
kõrva	слуху
kõrva	вухо
liikumised	рухи
liikumised	рухів
soovitav	бажано
veronica	вероніка
rahaühik	валюта
rahaühik	валюту
rahaühik	валюти
greg	грег
auru	steam
alto	альто
que	que
houston	houston
kukub	водоспад
pannoonia	паннонська
ibrahim	ібрагім
küpros	кіпр
küpros	кіпрі
küpros	кіпру
galaktikate	галактики
galaktikate	галактик
pealkirjad	заголовки
pealkirjad	заголовки
kõrvad	вуха
luisa	луїза
atlantis	атлантида
louisiana	луїзіана
fauna	фауна
göteborgis	göteborg
laos	лаосу
vabrik	фабрика
kloostrid	монастирях
mathias	матіас
sõiduki	автомобіль
sõiduki	апарат
mehhanismid	механізми
kehti	застосувати
paaris	пари
paaris	пар
ash	попіл
ash	ash
ash	аш
ash	еш
mauritiuse	маврикію
raport	повідомити
raport	скарга
raport	звіт
süüdistatud	обвинувачений
süüdistatud	звинуватили
süüdistatud	звинуватив
pavia	павія
vie	ві
nõudlus	попит
nõudlus	вимагаю
erapooletu	нейтральний
erapooletu	нейтральна
balthasar	бальтазар
balthasar	балтазар
gotha	гота
duke	герцог
duke	дюк
juut	єврейський
juut	єврейська
juut	жид
juut	жида
juut	єврей
lahendused	рішення
lahendused	вирішення
laulda	співають
laulda	співай
laulda	співаю
planeerimine	планування
võrreldakse	порівнює
cesare	чезаре
ameeriklased	американців
ameeriklased	американці
tehnoloogiad	технологій
tehnoloogiad	technologies
tehnoloogiad	технології
kohtuda	знайомство
kohtuda	зустрічаються
diktatuuri	диктатура
mercia	мерсія
okt	жовтня
louvre	лувр
kuude	місяці
kuude	місяцями
kuude	місяців
ministrid	міністрів
ministrid	міністри
kümned	десятки
kümned	десятки
racing	перегони
racing	гонки
racing	racing
solanum	паслін
kent	кент
tudengid	студенти
tudengid	учням
tudengid	студентів
tudengid	студентам
tudengid	учні
quintus	квінт
karvane	волохатий
karvane	пухнасті
ülevõtmine	поглинання
piirkondlikud	районної
piirkondlikud	обласний
piirkondlikud	регіональні
piirkondlikud	регіональний
windsor	віндзор
ari	арі
hondurase	гондурасу
sõnastik	глосарій
sõnastik	словник
teravilja	пластівці
hädavajalik	незамінний
hädavajalik	незамінна
hädavajalik	необхідних
hädavajalik	необхідного
hädavajalik	необхідний
kristin	крістін
martino	мартіно
keerukas	комплекс
keerukas	складні
põrgu	hell
põrgu	пекло
põrgu	чорти
lucca	лукка
laboratooriumi	лабораторія
eranditult	виключно
hms	hms
kollektsioon	колекція
kollektsioon	колекції
kollektsioon	collection
kollektsioon	збірка
kollektsioon	козачка
spordiala	спорт
toetaja	внески
toetaja	прихильником
moto	девіз
moto	moto
bradley	бредлі
dünamo	dynamo
dünamo	динамо
pilk	погляду
pilk	погляд
porta	порта
hamiltoni	гамільтон
lõpetamine	завершення
lõpetamine	доповнення
lõpetamine	закриття
lõpetamine	замикання
lõpetamine	випускний
lõpetamine	завершення
como	como
potentsiaal	потенціал
faso	фасо
klient	замовник
klient	клієнт
klient	клієнта
klient	клієнт
edastamine	перенесення
edastamine	пересилання
skt	ввп
gibson	гібсон
fanny	фанні
webber	веббер
sajad	сотні
pakistan	пакистану
pakistan	пакистан
dis	dis
clement	климент
clement	клеман
clement	клемент
amor	amor
ühtlane	форма
poodi	крамниця
poodi	магазин
poodi	покупки
poodi	шопінг
poodi	зберігати
poodi	магазин
lazio	лаціо
seks	стать
seks	секс
seks	sex
renoveeritud	запровадження
lausanne	lausanne
stabiilsus	стабільність
tausta	тло
tausta	тла
reaalsus	реальність
reaalsus	реаліті
evolutsioon	еволюція
evolutsioon	evolution
metaani	метан
konfliktid	конфлікти
konfliktid	конфліктів
konfliktid	конфлікт
signaalid	сигнали
julien	жульєн
phelps	фелпс
junior	джуніор
junior	дитячий
junior	junior
phd	phd
sõjalised	військові
sõjalised	військовий
salvatore	сальваторе
süüdistus	звинувачення
süüdistus	наклеп
süüdistus	заряд
airbus	airbus
uraan	урану
uraan	уран
bussi	шини
bussi	бус
bussi	шина
bussi	автобус
süstemaatiliselt	систематично
maadlus	боротьба
karol	кароль
piibel	біблія
bryan	браян
nukleotiidi	нуклеотиди
borussia	боруссія
dee	ді
palk	зарплата
palk	зарплати
graf	граф
riba	стрічки
sojuz	союз
õlut	пиво
hüljatud	покинуті
hüljatud	відмовилися
kavatsusest	намір
beyond	beyond
beyond	поза
levin	левін
pingeid	напругу
pingeid	напруга
pingeid	заворушення
nacional	насьйональ
vahekord	грудьми
warner	warner
failid	файли
failid	файлів
tõlgendus	інтерпретація
tõlgendus	тлумачення
proosa	проза
mõistmine	розуміючи
mõistmine	взаєморозуміння
mõistmine	розуміння
gustave	гюстав
kuraator	куратор
viiulit	скрипка
viiulit	скрипці
metsik	дикі
metsik	дикий
metsik	wild
metsik	диких
aacheni	аахен
streik	страйк
karistada	покарати
karistada	карати
kalli	обійми
vangid	затримані
vangid	полонених
vangid	cons
sami	самі
määratleb	визначає
vaatlused	опитування
vaatlused	спостереження
vaatlused	спостережень
tunnustus	визнання
martha	марто
martha	марта
kara	кара
diagnostika	діагностичний
diagnostika	діагностики
diagnostika	діагностика
cpu	процесор
cpu	процесора
cpu	цп
füüsilised	фізична
füüsilised	фізичні
füüsilised	фізичне
kasutajaliides	оболонка
efektiivselt	ефективні
efektiivselt	ефективно
peer	вузол
peer	декларацій
meeleavaldajate	литовці
meeleavaldajate	борці
crystal	ясні
crystal	кристал
ustav	вірний
madalmaad	нідерланди
madalmaad	нідерландах
madalmaad	нідерландів
münsteri	мюнстер
politseinikud	поліцейських
kubernerkond	губернія
lahutatud	розлучена
vanuatu	вануату
hollywood	голлівуд
hollywood	hollywood
sobilik	відповідний
sobilik	відповідні
sobilik	відповідну
sobilik	підходить
neeru	ниркова
neeru	нирки
lilian	ліліан
lilian	ліліан
mendelssohn	мендельсон
falcon	falcon
falcon	сокіл
kremli	кремль
gmbh	gmbh
alkohol	алкоголю
alkohol	алкоголь
alkohol	спирт
kristen	крістен
holokausti	голокосту
hinged	душі
hinged	душ
hinged	духи
hinged	духів
paigutus	розміщення
paigutus	розташування
paigutus	компонування
paigutus	розкладка
paigutus	домовленість
paigutus	аранжування
paigutus	розташування
kinnitamine	підтвердити
kinnitamine	підтвердження
kinnitamine	перевірка
veinid	вин
veinid	вина
veinid	вино
botswana	ботсвани
temperatuurid	температури
temperatuurid	температура
günter	гюнтер
jumalik	божественна
jumalik	служба
jumalik	чарівні
aneemia	анемія
arch	арка
suurendamine	збільшити
suurendamine	підвищити
suurendamine	зростати
suurendamine	збільшення
freeman	фрімен
jõude	простій
jõude	бездіяльність
uni	сон
uni	спати
uni	uni
alfredo	альфредо
vältimatu	неминучі
vältimatu	неминуче
kehad	тіл
kehad	тіла
sol	соль
sol	sol
monica	моніка
str	вул
armastan	любов
armastan	кохаю
armastan	кохання
kartaago	карфаген
alta	альта
epideemia	епідемія
telekommunikatsiooni	телекомунікаційний
kink	подарунку
kink	подарунок
ühineb	приєднується
ühineb	вступає
tooli	крісло
tooli	стілець
pood	крамниця
pood	магазин
pood	зберігати
pood	магазин
sonja	соня
kahjustused	ламати
kahjustused	пошкодження
soojus	теплом
soojus	спека
soojus	тепло
grove	гаю
hara	хара
marche	марш
sark	сарк
issand	господь
issand	господа
issand	володар
issand	лорд
trumm	барабан
juhatab	веде
sõdu	війн
sõdu	війни
puudega	вимкнено
puudega	каліка
puudega	інвалід
puudega	інваліди
tamili	тамільська
ruttu	швидкі
ruttu	швидко
ruttu	швидке
ruttu	швидка
ruttu	швидкий
ruttu	швидко
ruttu	швиденько
registreerida	зареєструватись
registreerida	зареєструвати
registreerida	регістр
registreerida	реєстрація
sõrme	пальця
sõrme	палець
sõrme	пальцем
gertrude	гертруда
tagasihoidlik	скромним
tagasihoidlik	скромний
mauri	маурі
lena	лена
nano	нано
mitteametlikult	неофіційно
nhl	нхл
toetamine	підтримую
toetamine	підтримка
toetamine	підтримую
toetamine	підтримати
intensiivne	інтенсивне
intensiivne	інтенсивний
intensiivne	інтенсивно
pankrotti	банкрутства
avignon	авіньйон
ergo	ergo
nooremad	молодша
nooremad	молодший
nooremad	молодшою
nooremad	молодше
helid	звуки
helid	звучить
täiskogu	пленарне
täiskogu	сесії
teadaolevad	відома
teadaolevad	відоме
teadaolevad	відомі
ettepoole	переслати
ettepoole	вперед
ettepoole	пересилання
cash	грошовий
cash	готівки
jose	хосе
jerome	джером
beatrice	беатріс
bogdan	богдан
sülearvuti	ноутбука
sülearvuti	ноутбук
vastuseid	відповіді
renessanss	відродження
saag	пила
saag	бачив
saag	побачив
saag	побачила
saag	побачили
kael	шия
kael	шию
progress	прогрес
progress	поступ
richter	ріхтер
sooritatud	виступали
sooritatud	виступала
uskuma	вірити
uskuma	повір
uskuma	вірю
uskuma	believe
uskuma	віримо
mitmuses	множини
tolmu	пил
kohtub	зустрічає
ettevalmistamine	приготування
ettevalmistamine	підготовка
spetsiifilised	конкретних
spetsiifilised	певне
spetsiifilised	конкретні
steiner	штайнер
marius	маріус
eksperimentaalne	експериментальна
eksperimentaalne	експериментальний
fsb	fsb
sokid	шкарпетки
jupiter	юпітер
earl	ерл
tööandja	роботодавець
kahjulik	шкідливі
kahjulik	шкідливий
hjalmar	яльмар
allikat	джерело
allikat	джерела
hiline	запізнюється
hiline	пізно
hiline	запізно
vaidluse	суперечка
lou	лу
foster	фостер
hiroshima	хіросіма
dokumenteeritud	описана
beiträge	beiträge
toro	торо
üritused	події
gemini	gemini
kohtunikud	судді
kohtunikud	суддів
paralleelne	паралельний
paralleelne	паралельні
paralleelne	паралельно
pauline	полін
alpha	alpha
alpha	альфа
teraapia	терапія
tiberius	тіберій
fraas	фраза
fraas	фразу
jamie	джеймі
autobiograafia	автобіографія
antropoloogia	антропологія
bailey	бейлі
tadžiki	таджицька
iata	iata
katherine	кетрін
katherine	катерина
machiavelli	макіавеллі
sylvia	сільвія
vologda	вологодська
kirjeldused	описи
kits	коза
kits	цап
kits	козу
kits	козел
tuberkuloos	туберкульозу
müüb	продає
müüb	переконує
prunus	слива
prunus	вишня
staadium	стадія
jeltsin	єльцин
juliana	юліана
proov	зразки
proov	зразок
proov	приклад
proov	зразка
proov	репетиція
roosevelt	рузвельт
lionel	лайонел
terminal	термінала
terminal	термінал
väljakutse	виклик
väljakutse	складні
väljakutse	складне
gravitatsiooni	гравітаційна
palace	палац
truudust	відданість
truudust	вірні
bernd	бернд
üleandmine	трансфер
üleandmine	перенесення
mia	mia
mia	мія
mia	безвісти
mia	міа
eritrea	еритреї
kirjalik	писав
kirjalik	записано
kirjalik	написано
kirjalik	записані
tuhk	попіл
tuhk	прах
tuhk	попіл
tuhk	ash
tuhk	аш
tuhk	еш
pühapäev	неділя
täpsust	точність
täpsust	точність
fidži	фіджі
lääs	захід
lääs	вест
cola	кола
lämmastik	азот
strateegiline	стратегічний
strateegiline	стратегічного
strateegiline	стратегічна
detektiiv	детектив
vastuvõtt	прийом
märkused	нотаток
märkused	нотатки
märkused	примітки
märkused	коментарях
märkused	коментарів
märkused	коментарі
gaz	газ
magus	солодка
magus	солодкі
magus	солодкий
rongid	перевізників
rongid	потяги
rongid	поїзди
irving	ірвінг
rebecca	ребекка
aruanne	повідомити
aruanne	скарга
aruanne	звіт
borgia	борджіа
liinid	лінії
liinid	рядками
liinid	рядків
liinid	лініями
liinid	рядки
manustamine	адміністрація
manustamine	адміністрації
manustamine	адміністрування
vastasid	відповідає
vastasid	відповіли
vastasid	відповів
vastasid	відповіла
vastasid	відповіла
vastasid	відповіли
eksperiment	експеримент
akustiline	акустична
elekter	електрику
elekter	електрика
elekter	електрики
elekter	електроенергії
elekter	електрика
elekter	електричний
varastatud	вкрадено
varastatud	вкрадені
varastatud	вкрали
karlsson	карлссон
gibraltari	гібралтар
pat	пет
pat	пат
sünonüüm	синонім
amplituud	амплітуда
dominique	домінік
üksikult	окремо
territoriaalse	територіальних
ultra	ультра
ultra	ultra
ward	палаті
positsioonid	позиції
positsioonid	позицій
bennett	беннетт
petit	петі
primaarne	основний
primaarne	основне
primaarne	основна
testid	перевірки
testid	тести
tsoon	зона
täiuslik	perfect
täiuslik	ідеально
täiuslik	ідеальні
täiuslik	ідеальне
täiuslik	ідеальна
täiuslik	досконало
aserbaidžaan	азербайджану
aserbaidžaan	азербайджанський
aserbaidžaan	азербайджан
maxwell	максвелл
tööline	робітник
tööline	працівник
negatiivselt	ємних
nähtused	явище
nähtused	явища
kasahstan	казахстані
kasahstan	казахстан
kasahstan	казахстану
diplom	диплом
mikael	мікаель
dag	даг
kopsu	легенева
kopsu	легені
puruks	smash
aken	вікно
hills	пагорби
isabelle	ізабель
passiivne	пасивний
eno	ено
antonov	антонов
dumas	дюма
meele	mind
meele	розум
hare	lepus
hare	заєць
ülalpool	вище
pre	pre
pre	пре
pre	попередньо
tõestus	доказ
riigipööre	переворот
tor	tor
kokkupuude	експозиція
kokkupuude	експозиції
kasutuselevõtt	впровадження
stress	стрес
kahn	кан
