straits	tjesnaca
sintesis	sinteza
kandungannya	sadržaj
motto	moto
sewa	zaposli
sewa	zaposliti
sewa	najam
sewa	stanarinu
sewa	iznajmljivanje
sewa	iznajmljivanje
sewa	najam
sewa	iznajmljivanje
berhala	idoli
gallen	gallen
fight	borba
dilukis	slikala
dilukis	naslikao
chew	žvakati
spa	spa
spa	toplice
spa	toplice
ash	pepeo
ash	ash
ash	pepela
diperbaharui	obnovljena
diperbaharui	obnovljen
maksima	maksimum
maksima	maksimalno
blade	blade
blade	oštrica
yuen	yuen
terlindung	zaštićeno
terlindung	zaštićena
terlindung	zaštićen
terlindung	zaštićeni
aci	aci
spesimen	primjerak
spesimen	primjerci
firman	ferman
jajaran	poravnanje
came	došla
came	dosao
amr	amr
senja	sumrak
senja	zalazak
senja	sumrak
senja	suton
senja	sumrak
maharani	carice
maharani	carica
ning	ning
henri	henri
dihadkan	ograničeno
dihadkan	ograničen
pati	srž
pati	suština
pati	škrob
pendaki	planinari
pendaki	penjači
pendaki	penjač
doctor	doktore
doctor	doktor
kapita	stanovniku
rowling	rowling
disempurnakan	usavršio
memanjang	izdužene
murung	depresivan
murung	depresivna
murung	depresivno
murung	moody
alicante	alicante
ardabil	ardabil
xinjiang	xinjiang
kate	kate
kosovo	kosovo
memorandum	memorandum
julie	julie
caf	caf
shock	šok
shakespeare	shakespeare
shakespeare	shakespearea
timeaxis	timeaxis
primer	primarno
primer	primarna
primer	primarni
shadow	sjenka
shadow	sjena
shadow	senka
shadow	sjene
fortune	bogatstvo
oda	oda
jaga	jaga
setapak	trag
husain	husain
husain	husayn
mind	um
andalus	andalus
björk	björk
rahang	čeljust
rahang	vilica
rahang	čeljusti
jujur	iskreno
jujur	iskreni
titan	titan
titan	titana
kudus	sveta
kudus	sveti
kudus	sveto
hana	hana
reptilia	reptila
salad	salate
salad	salatu
salad	salate
salad	salata
momentum	zamah
serat	vlakno
serat	vlakna
brother	brate
brother	brat
aisyah	aisha
grace	grace
grace	milost
haiti	haiti
haiti	haićanski
malaria	malarije
malaria	malarija
siber	cyber
khalil	khalil
harrison	harrisona
harrison	harrison
prasejarah	prapovijesti
prasejarah	prapovijesni
storm	oluje
storm	oluja
storm	storm
skop	opseg
tolak	odbiti
tolak	odbaci
kalbajar	karvačar
reaktor	reaktor
pendaftar	blagajne
pendaftar	registrira
pendaftar	registar
pendaftar	registrirati
pes	pes
teng	teng
teresa	teresa
teresa	tereza
maryland	maryland
pemantauan	praćenje
wave	vala
wave	val
muncung	njušku
muncung	njuška
mengasingkan	izolirati
semut	mrav
semut	mrava
semut	mravi
semut	mrava
semut	mrave
blu	blu
benang	pređe
pengairan	navodnjavanje
pengairan	ispiranje
pengairan	navodnjavanja
jake	jake
yuri	yuri
yuri	jurij
mississippi	mississippi
lif	lift
lif	dizalo
lif	dizalom
monsun	monsun
dateformat	dateformat
koir	zbor
bersurat	natpis
usd	usd
pendengaran	sluh
pendengaran	saslušanje
pendengaran	sluha
tobago	tobago
keshogunan	kamakura
perakaunan	računovodstvo
mussolini	mussolini
skuasy	squash
premium	premium
flat	stan
flat	ravna
flat	ravan
flat	ravni
aka	aka
aka	iliti
storan	skladištenje
storan	spremište
storan	skladište
berdoa	molitva
dar	dar
kuan	kuan
uganda	ugandi
udine	udine
terasa	osjeća
kerang	školjka
kerang	granate
kerang	školjke
kerang	čahure
kei	kei
diskriminasi	diskriminacije
diskriminasi	diskriminacija
diskriminasi	diskriminirajući
liza	liza
kartunis	karikaturista
asti	asti
menerajui	pionir
menerajui	pionirski
ofc	ofc
pluto	pluton
kings	kraljevi
kings	kraljeva
getaran	tremor
getaran	vibracije
getaran	vibracija
getaran	vibracije
getaran	vibracija
renaissance	renesanse
kincir	vjetrenjača
joan	joan
miami	miami
skema	shema
skema	sheme
skema	sheme
menyalahkan	krivio
menyalahkan	kriviti
menyalahkan	okrivljuje
shōnen	shōnen
ipad	ipad
hokkaidō	hokkaidu
pal	pal
reggio	reggio
perisytiharan	proglas
perisytiharan	proglašenje
perisytiharan	deklaracija
persian	perzijski
pengantar	predstavljanje
pengantar	uvod
pengantar	upoznavanje
darius	darius
split	split
took	uzeo
adsl	adsl
nevada	nevadi
nevada	nevada
nevada	nevade
diaktifkan	aktiviran
diaktifkan	aktivirana
roosevelt	roosevelt
nadia	nadia
kecantikan	ljepota
kecantikan	ljepotica
kecantikan	ljepote
perlakuan	tretira
perlakuan	poslastice
cakap	reci
cakap	govori
wehrmacht	wehrmacht
patricia	patricia
efektif	efikasno
efektif	učinkovit
efektif	učinkovito
graduan	diplomski
gif	gif
reina	reina
eurasia	euroazije
teatro	teatro
gibraltar	gibraltar
rightarm	rightarm
mengutuk	psuje
mengutuk	psovanje
mengutuk	osuđujući
mengutuk	osuditi
mengutuk	osudi
françois	francois
françois	françois
sul	sul
koma	koma
koma	zarez
koma	zareza
gilgamesh	gilgameš
sedap	ukusno
sedap	ukusno
sedap	ukusna
pai	pita
pai	pitu
pai	pite
pai	pite
sekata	uniforma
sekata	uniforme
sekata	odora
sekata	uniformu
propaganda	propagandu
propaganda	propaganda
pergaduhan	borbe
pergaduhan	tuče
hornet	stršljen
audit	revizija
audit	revizije
suis	prekidača
suis	prebaci
bai	bai
anggapan	pretpostavka
menakjubkan	zapanjujući
benfica	benfica
nyahkekaburan	razdvojba
sega	sega
nafsu	požuda
nafsu	strast
nafsu	strasti
nafsu	strasti
majmuk	množina
dipulihkan	vraćena
dipulihkan	obnovljen
dipulihkan	obnovljena
dipulihkan	vraćeno
koridor	hodnicima
koridor	hodnike
koridor	koridor
koridor	hodnik
taip	vrsta
taip	tip
vientiane	vientiane
hearts	srcima
hearts	srca
broadway	broadway
issn	issn
watson	watson
ras	trke
ras	rase
ras	utrke
ras	utrka
ras	trka
ras	rasa
ras	ras
alexandria	aleksandriji
bmw	bmw
uthman	osman
sheffield	sheffield
kekejaman	okrutnost
kekejaman	okrutnosti
kekejaman	zlodjela
della	della
cpu	cpu
zim	zim
liberty	liberty
strike	štrajk
snape	snape
komet	komet
komet	kometa
document	dokumenta
document	dokument
zaitun	maslina
zaitun	olive
zaitun	masline
zaitun	maslinovo
zaitun	maslina
zaitun	masline
apache	apache
apache	apači
apache	apači
keratan	odlagalište
belgrade	beograd
mengelirukan	zabludu
hawk	jastreb
hawk	hawk
hawk	sokol
runtuhan	kolaps
runtuhan	lavina
runtuhan	olupine
runtuhan	ruševinama
runtuhan	ruševine
runtuhan	ruševina
flower	cvet
flower	cvijeta
flower	cvijet
castellón	castellón
saber	saber
bajet	budžet
bajet	proračun
berkomunikasi	komunicirati
berkomunikasi	komunicirati
ustring	ustring
anniversary	obljetnica
anniversary	godišnjica
menterjemahkan	prevodi
české	české
cetek	plitka
cetek	plitak
cetek	plitko
cheung	cheung
maldives	maldivima
myspace	myspace
alignbars	alignbars
visa	vize
visa	vizu
visa	vize
visa	visa
visa	viza
vicenza	vicenza
gelora	turbulencija
gelora	turbulencije
gelora	turbulentno
tommy	tomi
tommy	tommy
ditandakan	označena
ditandakan	označeni
ditandakan	označen
ditandakan	označeno
ditandakan	označena
ditandakan	označen
ditandakan	označeno
logistik	logistiku
logistik	logističku
parma	parma
intelligence	inteligencija
intelligence	obavještajna
intelligence	inteligenciju
melemahkan	oslabiti
minnesota	minnesoti
tujahan	potisak
pembeli	kupac
pembeli	kupca
pembeli	kupci
pembeli	kupci
pembeli	kupaca
pembeli	kupcima
kwang	kwang
bombay	bombay
bao	bao
parker	parker
walk	hodaj
walk	šetnja
lulusan	diplomira
speech	govor
songsang	obrnuto
songsang	obrnuti
boleslav	boleslav
maxwell	maxwell
andre	andre
kekacauan	kaos
colin	colin
bota	bota
lobak	repu
lobak	repa
lobak	repu
lobak	repa
pasif	pasivno
pod	kapsulu
pod	pupoljak
pod	kapsula
asma	astmu
asma	astme
osama	osama
republikan	republikanci
republikan	republikanac
hills	brda
hills	hills
charentes	charentes
universidad	universidad
edgar	edgare
edgar	edgar
pukulan	udarci
pukulan	puše
ski	skije
ski	ski
ski	skijanje
lloyd	lloyd
pipit	vrabac
pipit	sparrow
perlaksanaan	provedbu
perlaksanaan	provedba
dipertimbangkan	smatra
larva	larve
larva	ličinka
meet	susret
meet	upoznati
meet	upoznajte
mun	mun
clifford	clifford
penjelajah	istraživač
penjelajah	istraživači
komunisme	komunizma
komunisme	komunizam
peso	pesosa
peso	pezo
munasabah	moguć
munasabah	mogući
munasabah	moguce
munasabah	moguće
munasabah	razumno
munasabah	razuman
munasabah	razumna
ukur	mjera
ukur	mjeri
ukur	mjere
irish	irac
irish	irski
irish	irci
raj	raj
ossetia	osetije
loceng	zvona
loceng	zvono
loceng	zvonce
loceng	bell
bendahari	blagajnik
anita	anita
wen	wen
abbey	abbey
abbey	opatija
columbus	columbus
columbus	kolumbo
statut	statuti
joint	joint
joint	zajedničke
britannica	britannica
watanabe	watanabe
sulla	sula
disebarkan	raspoređeno
disebarkan	raspoređeni
perwira	policajac
perwira	službenik
perwira	časnik
perwira	policajci
perwira	časnici
perwira	službenici
salem	salem
lucerne	luzernu
pala	oraščić
kronik	kronična
kronik	kronike
kronik	kronika
matsui	matsui
keputusannya	odluci
keputusannya	odluka
terganggu	omesti
terganggu	poremećen
kill	ubij
jasmani	fizički
kiamat	apokalipse
kiamat	apokalipsa
dorongan	ohrabrenje
mantera	mantra
coffee	kave
coffee	kavu
coffee	kafa
coffee	kafu
coffee	kava
dokumentasi	dokumentacija
dokumentasi	dokumentacije
diadaptasi	prilagođen
diadaptasi	prilagodio
rim	rub
rim	obruč
terpakai	primjenjuje
benz	benz
canal	kanal
pérez	pérez
hamil	trudna
hamil	trudnica
samar	samar
berkeley	berkeley
cawan	kalež
cawan	kaleža
cawan	kupa
cawan	pehar
cawan	šalica
cawan	kup
bersumpah	zakleo
bersumpah	kune
android	android
ambang	prag
dang	dang
leon	leone
leon	leon
viking	viking
viking	vikinzi
diusir	izbačen
pablo	pablo
hyo	hyo
yuk	yuk
harold	harold
paramount	paramount
dinosaur	dinosaur
dinosaur	dinosaura
dinosaur	dinosauri
dinosaur	dinosaure
memancing	pecanje
memancing	ribolov
memancing	peca
aquila	aquila
diagnosis	dijagnoza
diagnosis	dijagnoze
jamie	jamie
apulia	apulija
romeo	romea
romeo	romeo
perkhemahan	logor
perkhemahan	kamp
perkhemahan	camp
perkhemahan	kampiranje
perkhemahan	kampove
perkhemahan	logore
hidden	skriven
hidden	skriveno
hidden	skriveni
hidden	skrivena
esei	esej
esei	eseje
wanderers	lutalice
hobi	hobi
hobi	hobija
warni	šarene
pucat	blijeda
pucat	blijedo
pucat	blijedi
pong	pong
dikemaskini	ažurirano
memanfaatkan	prednost
memanfaatkan	poluge
lengkung	arc
lengkung	luk
lengkung	zavoj
kefahaman	ideale
andes	ande
kebahagiaan	sreća
kebahagiaan	sreću
hiro	hiro
wikitext	wikitext
ost	ost
kepanjangan	stoji
hokkaido	hokkaidu
vertebrat	kralježnjaka
neil	neil
neil	nil
stuart	stuart
anderlecht	anderlecht
chennai	chennai
domingo	domingo
stand	stoji
farmasi	pharmaceuticals
farmasi	farmaceutske
farmasi	ljekarne
farmasi	ljekarne
farmasi	ljekarni
farmasi	ljekarna
memperuntukkan	izdvojiti
saud	saud
bersidang	sazvao
bersidang	sazvati
rail	željeznicom
nuri	nuri
kebuluran	glad
kebuluran	gladi
lasak	vozila
lasak	vozilima
greatest	najveći
greatest	najveci
suharto	suharto
konsesi	koncesije
kennel	kennel
usang	zastarjeli
usang	zastarjele
usang	zastarjelo
usang	zastario
usang	nosili
usang	nosio
usang	nosila
hwang	hwang
mahdi	mahdi
mallorca	mallorce
mallorca	mallorci
salman	salman
barbara	barbara
marga	marga
cremona	cremona
robinson	robinson
cinderella	pepeljuga
okinawa	okinawi
nová	nová
basilicata	basilicata
nyamuk	komaraca
nyamuk	komarac
nyamuk	komarci
ritual	ritual
ritual	rituali
ritual	rituale
rey	rey
asri	asri
tandatangan	potpisi
tandatangan	potpis
wasiat	wills
wasiat	oporuke
hart	hart
příbram	příbram
charge	naboj
charge	naplatiti
berprestij	prestižnu
berlabuh	usidren
monitor	monitor
dai	dai
kegelapan	tamu
kegelapan	tama
kegelapan	mrak
kegelapan	tame
terhenti	zaustavio
terhenti	prestalo
terhenti	zaustavljen
terhenti	stao
sperma	sperma
sperma	spermu
sperma	sperme
turbo	turbo
frigat	fregate
alkali	alkali
interwiki	interwiki
upahan	plaćenik
upahan	plaćenici
penjahat	kriminalce
penjahat	zločinci
penjahat	kriminalci
penjahat	zlikovac
penjahat	zločinac
penjahat	zlikovci
penjahat	zločinci
hamdan	hamdan
kriket	cvrčak
kriket	kriket
kriket	cvrčci
jubli	jubilej
barda	barda
zodiak	zodijak
direbus	kuhano
direbus	kuhana
hopkins	hopkins
hamburger	hamburger
albion	albion
toh	toh
benci	mržnja
benci	mržnja
benci	mrzim
benci	hate
benci	mrzi
tournament	turnir
diimport	uvezen
psv	psv
arnold	arnold
dituntut	tvrdio
sim	sim
balistik	balistički
balistik	balistika
arabia	arabiji
arabia	arabije
perhambaan	ropstvo
perhambaan	roblje
perhambaan	ropstva
perhambaan	vezivanje
perhambaan	vezanje
kyle	kyle
terasing	otuđeni
terasing	izolirani
terasing	izolirana
terasing	izoliran
terasing	izolirano
yamaha	yamaha
tee	tee
step	korak
problem	problem
titisan	kapljice
titisan	kapi
mladá	mladá
etimologi	etimologija
rai	raži
rai	rai
buffalo	bizone
buffalo	buffalo
buffalo	bizon
buffalo	bizona
rap	rap
tampar	pljuska
tampar	slap
tampar	šamar
glenn	glen
glenn	glenn
pemisah	razdjelnik
jeremy	jeremy
pengasingan	egzilu
pengasingan	izolacija
pengasingan	izolacije
auckland	auckland
ramah	prijateljski
ramah	prijateljska
ramah	prijateljske
gates	kapije
gates	gates
andrea	andrea
fia	fia
michelle	michelle
menguntungkan	profitabilno
menguntungkan	nagrađivanje
keith	keith
secondary	sekundarni
mistik	mystic
mistik	mistične
mistik	misticizam
penahanan	pritvora
penahanan	pritvor
mikhail	mikhail
fon	pisma
fon	pismo
bertam	partridge
fbi	fbi
iris	iris
bercita	težiti
tashkent	taškentu
berjuta	milijuni
universe	univerzum
universe	svemir
almost	skoro
almost	gotovo
hanja	hanja
kluster	klastera
dramatik	dramatična
dramatik	dramatičan
dramatik	dramatično
bermasalah	problematično
tendangan	udarce
bukaan	otvor
johannes	johannes
ferguson	ferguson
edited	uredio
sometimes	nekad
sometimes	ponekad
miki	miki
relevan	relevantno
kotor	prljavo
kotor	prljavi
kotor	prljava
kotor	prljavo
kotor	prljavi
kotor	prljava
terkuat	najjači
terkuat	najjače
terkuat	najjača
montevideo	montevideo
whole	cijeli
whole	cijela
whole	cijele
selamanya	zauvijek
philippe	philippe
philippe	filipe
wagner	wagnera
wagner	wagner
referendum	referendum
nathan	nathan
primitif	primitivan
primitif	primitivni
primitif	primitivno
primitif	primitivna
pont	pont
aviv	aviv
fci	fci
azimat	talisman
azimat	čari
persaraan	umirovljenje
persaraan	mirovina
gao	gao
beirut	bejrutu
ting	ting
diva	dive
diva	diva
kurt	kurt
gaul	gal
gaul	galiji
draf	skice
draf	nacrt
draf	skica
draf	skice
analisa	analizirati
swift	swift
vishnu	višnu
anjakan	pomak
rentetan	string
rentetan	žice
kun	kun
coruña	coruña
podium	podij
podium	postolje
podium	podiju
puting	bradavice
puting	bradavice
puting	bradavica
terlatih	trenirao
ville	ville
gsub	gsub
instrumen	instrumenti
instrumen	instrumente
instrumen	instrument
klorida	klorid
cicak	gušteri
cicak	gušter
soprano	soprano
nicaragua	nikaragvi
ricardo	ricardo
rizab	rezervi
rizab	rezerva
lgbt	lgbt
vila	vila
property	nekretnine
property	vlasništvo
property	imovina
rabung	ridge
antena	antena
antena	antene
antena	antenu
dhaka	dhaka
request	zahtjev
request	zatraži
persepsi	percepcije
persepsi	percepcija
persepsi	percepcije
kemakmuran	prosperitet
kemakmuran	blagostanje
valle	valle
melengkung	zakrivljena
dihargai	cijenjena
dihargai	cijenio
dihuni	naseljen
longgar	labavo
fasis	fašistička
fasis	fašisti
factor	čimbenik
factor	faktor
ict	ict
obor	baklje
obor	baklja
hentaman	utjecaj
hentaman	udar
takes	uzima
hat	hat
hat	kapa
hat	šešir
pet	ljubimca
pet	ljubimac
menyelia	nadgledati
cast	gips
sinopsis	sinopsis
pelaku	počinitelj
pelaku	izvođači
igor	igor
aids	aids
aids	sida
aids	aids
aids	sida
owen	owens
owen	owen
pendarahan	krvarenje
mcdonnell	mcdonnell
gerald	gerald
wikitable	wikitable
success	uspjeh
pembetulan	korekcije
pembetulan	korekcija
pembetulan	ispravak
umbi	žarulje
umbi	tuber
didorong	vozio
nikah	brak
nebula	maglica
junction	junction
konvoi	konvoje
konvoi	konvoj
tolok	mjerilo
tolok	mjerač
guam	guam
mendominasi	dominira
mendominasi	dominiraju
mendominasi	dominirati
peladang	seljak
peladang	farmer
landschaft	landschaft
perfect	savršen
perfect	savršeno
tam	tam
penamat	završetak
avellino	avellina
ulat	gusjenica
ulat	gusjenice
stockholm	stockholmu
stockholm	stockholm
budějovice	budějovice
menjerit	vrišti
menjerit	vrištati
menjerit	vrišti
menjerit	vrištati
menjerit	vrisak
abstrak	apstraktno
amman	aman
amman	amanu
smart	pametna
smart	pametni
smart	pametan
smart	smart
smart	pametno
erwin	erwin
tempahan	rezervacije
tempahan	narudžba
tempahan	poredak
tempahan	naruči
tempahan	rezervacije
tempahan	rezervat
tempahan	rezervacija
murtad	odmetnik
yale	yaleu
yale	yale
viktor	viktora
viktor	viktor
stoke	stoke
räikkönen	räikkönen
yamashita	yamashita
dipelajari	studirala
dipelajari	studirao
aris	aris
servis	usluge
servis	usluge
servis	usluga
pekali	koeficijent
pekali	koeficijenata
ned	ned
ned	nede
ned	neda
melody	melody
melody	melodija
keracunan	trovanje
keracunan	trovanja
keracunan	toksičnost
budapest	budimpešti
kijang	gazele
menyuarakan	izražavajući
shonen	shonen
tao	tao
peribahasa	poslovica
peribahasa	poslovice
sergio	sergio
punjabi	punjabi
ubuntu	ubuntu
valentine	valentin
valentine	valentinovo
valentine	valentine
mani	mani
needed	potrebna
needed	potrebno
needed	potrebni
needed	potreban
noah	noa
noah	noah
sayyid	sayyid
sept	sept
pic	pic
pic	plc
pic	bacanje
tau	tau
tau	znati
tau	znaj
bawahnya	dno
gangster	gangster
gangster	gangsta
block	blok
block	blokiraj
nasser	nasser
jpn	jpn
mendiang	kasni
mendiang	kasno
mendiang	preminuli
mendiang	preminuo
mendiang	pokojni
nod	čvor
nod	nod
morfologi	morfologija
dae	dae
toei	toei
doi	doi
espn	espn
constantine	konstantin
constantine	constantine
ref	sudija
mabuk	pijano
mabuk	pijani
mabuk	pijan
mabuk	pijana
armour	oklop
campus	kampusa
campus	kampusu
campus	kampus
ariel	ariel
simbolik	simbolično
khalayak	publike
khalayak	publika
khalayak	publike
khalayak	publika
kiraan	računati
kiraan	grof
kiraan	broji
kiraan	broji
jamak	množina
disajikan	predstavljen
disajikan	predstavio
larry	larry
verde	verde
aargau	aargau
pembuka	otvarač
amfibia	amfibijski
amfibia	vodozemac
nissan	nissan
nissan	nisan
pasta	pasta
pasta	tjestenina
pasta	tjesteninu
jagaan	skrbništvo
mengutamakan	prioritete
coli	grudnjak
coli	bra
coli	coli
root	korijen
extended	produženi
maplandia	maplandia
especially	posebno
especially	naročito
especially	pogotovo
heng	heng
chamber	odaja
chamber	komora
chamber	komoru
rebus	kuhano
rebus	kuhana
rebus	gulaš
rebus	skuhati
glukosa	glukoze
zhu	zhu
kemasyhuran	slava
kemasyhuran	slave
kemasyhuran	slavu
prasekolah	vrtić
stor	radnja
stor	trgovina
stor	prodavaonica
pattern	uzorak
pattern	obrazac
melawati	posjeti
melawati	posjeta
ret	ret
montana	montana
montana	montanu
jururawat	sestra
jururawat	starački
walid	walid
diabaikan	ignorirao
diabaikan	ignorirala
trees	stabla
trees	drveće
rocky	rocky
mainz	mainz
aristotle	aristotel
château	chateau
