年	godina
舊	stari
大家	svi
股份	dionica
股份	dijeli
泉	izumi
紀錄	rekord
紀錄	rekordno
紀錄	bilježe
紀錄	rekordnih
紀錄	rekordi
紀錄	zapisi
影片	filmovi
影片	filmova
影片	film
影片	video
影片	film
身份	identitet
身份	identiteta
基地	baza
必須	moraju
必須	mora
文件	datoteka
文件	dosije
文件	datoteka
文件	arhiva
文件	file
電視劇	drama
更多	više
藍	plava
居住	boravka
力量	snage
力量	snaga
板	ploče
秦	ćin
浙江	zhejiang
禁	zabranjeno
船	brod
船	čamac
文章	članaka
文章	članci
意見	mišljenja
意見	komentari
意見	komentarima
意見	mišljenje
公主	princeza
公主	princeze
同意	složio
同意	složili
果	plod
最多	većina
最多	max
地下	underground
地下	podzemni
地下	podzemna
十	deset
銀行	banke
銀行	banka
非洲	afrika
非洲	afrički
非洲	afričke
非洲	afričkih
非洲	afrička
媒體	media
媒體	mediji
支援	podrška
支援	backup
陵	mauzolej
第十	deseti
第十	deseta
拍攝	streljaštvu
西藏	tibet
俄羅斯	rusija
節	festival
分析	analitička
分析	analiza
偉	wai
旗	zastave
旗	zastava
旗	banner
行星	planeta
行星	planetarne
行星	planetarna
行星	planete
行星	planeta
作者	pisac
作者	autori
作者	pisci
作者	pisaca
作者	piscima
作者	autor
北海道	hokaido
皇家	royal
皇家	kraljevska
皇家	kraljevsko
皇家	kraljevski
電子	elektron
電子	elektronska
電子	elektronski
電子	elektronika
三十	trideset
三十	thirty
倫敦	london
範圍	rasponu
範圍	domet
範圍	dometa
黨	stranka
黨	partija
微	mikro
教堂	crkava
教堂	crkva
警察	policija
絲	svile
趙	zhao
趙	cho
帝國	carstvo
原本	prvobitno
娛樂	entertain
娛樂	zabava
坡	poe
方案	program
方案	programima
方案	programi
方案	programima
方案	programi
方案	program
屋	kuća
部隊	trupe
詞	riječ
詞	riječi
詞	reči
洞	rupa
洞	pećina
宮	palata
宮	palača
影	sjene
影	sjeni
速	brzina
黎	lai
會議	konferencija
會議	sastanke
會議	sastancima
會議	sastanci
會議	sastanaka
會議	sastanak
會議	susret
資訊	informacija
戰鬥	bitka
戰鬥	bori
戰鬥	borba
項目	projekt
項目	projekat
項目	predmeta
項目	predmete
項目	stavke
項目	predmeti
項目	projekti
項目	projekata
玩家	igrač
玩家	igrači
限制	ograničenja
限制	ograničenjima
限制	ograničenja
限制	ograničavaju
限制	ograničenje
電腦	računar
電腦	računari
如何	kako
創作	kreacije
創作	stvaranje
創作	kreativne
創作	kreativna
創作	kreativno
創作	kreativni
引擎	motor
引擎	motora
引擎	motori
執行	izvrši
執行	pogubljenje
英雄	heroji
英雄	hero
英雄	heroj
下午	popodne
下午	popodnevnim
透過	kroz
反對	opozicioni
反對	protivljenje
反對	opozicija
興	xing
小時	sati
小時	sat
昂	ang
昂	aung
不足	neadekvatna
不足	neadekvatni
體育	sport
體育	sportsko
投入	doprinos
投入	ulazni
有些	neki
元素	elemenata
元素	elementima
元素	elementa
元素	elemente
元素	elementi
元素	sastojci
元素	elementarne
元素	elemenat
元素	element
宇	vu
任命	imenovanja
任命	termin
任命	termina
任命	imenovanje
解	riješiti
解	riješi
解	rješavanje
跨	trans
王朝	dinastija
區域	zona
區域	zonu
區域	regija
區域	regije
以前	pre
以前	prije
報	novine
分子	molekularni
分子	molekularnom
分子	molekularne
分子	molekulska
分子	molekularnu
分子	molekula
分子	molekula
分子	molekuli
分子	molekule
隧道	tunel
隧道	tunela
孫	sunce
崔	choi
崔	cui
申	shin
湖南	hunan
雜誌	magazin
雜誌	magazine
雜誌	časopisa
有效	važeći
有效	efikasan
有效	efikasno
平台	platforma
平台	platformi
平台	platformu
平台	platforme
平台	platformi
概念	pojam
概念	pojam
概念	koncepti
議會	parlament
議會	parlamenti
傳統	tradicionalna
傳統	tradicionalne
傳統	tradicionalno
傳統	tradicija
傳統	tradicije
傳統	tradicija
夏季	ljeto
照片	slika
照片	pictures
照片	slike
照片	fotografije
照片	fotografija
照片	foto
照片	fotografija
核	nuklearno
核	nuklearni
核	nuklearna
核	jezgro
核	jezgra
停止	prestaju
停止	zaustaviti
停止	stop
停止	zaustavlja
停止	zaustavljanje
停止	stanica
公開	javni
公開	javnost
公開	javna
公開	javno
仙	vila
劍	mač
機構	agencija
機構	institucije
機構	institucija
機構	institucija
帶	donijeti
帶	donose
帶	dovode
帶	pojas
操作	operacija
取消	otkazivanja
人類	ljudi
人類	čovjek
市場	pijaci
市場	tržišta
市場	tržište
市場	tržišta
接近	prilazi
接近	približava
飛	mušica
飛	lete
飛	leteći
軍事	vojska
協助	pomoć
協助	asistencija
橋	most
橋	mostove
橋	mostovi
橋	mostova
調查	ispitivanja
調查	istraga
調查	istraživanje
調查	ispitivanje
調查	istragu
調查	istraga
忠	chung
澳洲	australijski
澳洲	australian
澳洲	australijska
主教	biskup
孟	meng
紀念	spomen
紀念	memorijal
紀念	komemoraciji
紀念	pomen
紀念	memorijalni
紀念	komemorativna
紀念	zikr
紀念	komemoracije
地點	mjesto
地點	lokacija
地點	mesta
地點	mjesta
地點	lokacija
地點	lokacijama
地點	lokacije
颱風	typhoon
決賽	finale
決賽	završni
決賽	konačni
決賽	finale
大臣	ministar
柳	yoo
柳	ryu
沈	shen
人工	vještačko
人工	vještačka
移動	move
移動	potez
移動	pokret
陸軍	vojska
陸軍	armija
法院	sud
法院	sudovima
法院	sudovi
留	ostala
留	ostati
留	ostanu
留	boravka
電	elektricitet
電	električna
電	električni
運動員	sportista
運動員	sportista
運動員	sportisti
運動員	sportista
夢	san
夢	sna
夢	dream
夢	snu
夢	sanja
夢	snovi
羅馬	rim
科學	nauka
科學	naučna
科學	naučne
科學	naučno
東北	sjeveroistoku
烏克蘭	ukrajina
啟用	omogućili
啟用	omogući
啟用	omogućiti
啟用	omogućena
啟用	omogućio
啟用	aktiviraju
啟用	aktivira
皇后	carica
皇后	queen
皇后	kraljica
肯	ken
柱	stub
柱	stub
動物	životinje
動物	životinje
佛教	budizam
精神	duhovne
精神	duhovni
精神	duhovnih
精神	duhovno
精神	duhovnog
精神	duhovnu
精神	duh
精神	džibril
精神	mentalne
精神	mentalno
精神	duševna
企業	preduzeća
企業	preduzeća
企業	poslovni
企業	poslovanje
企業	preduzeće
企業	preduzetništvo
企業	enterprise
核心	jezgro
核心	jezgra
核心	jezgro
核心	jezgra
核心	kernel
環境	okruženju
環境	okoliš
環境	sredina
環境	okolina
環境	okruženje
河南	henan
冰	led
第七	sedma
第七	sedmi
飛機	aviona
飛機	avion
飛機	avion
太陽	sunce
太陽	solarni
太陽	sunčev
太陽	solarne
深圳	shenzhen
瑞典	švedska
廳	vijećnica
廳	dvorana
廳	hall
關	guan
關	off
關	sa
福建	fujian
選擇	selekcija
選擇	izbor
選擇	odabrao
選擇	biraju
選擇	birati
選擇	izabere
選擇	izabrao
選擇	biraju
選擇	odabir
選擇	izbor
陶	tao
比較	poređenja
比較	poređenje
比較	poređenje
比較	porede
比較	komparativna
比較	comparisons
類似	slični
類似	slične
類似	sličan
類似	slična
類似	sličnim
眼	eyes
眼	očima
眼	oči
眼	oka
眼	oko
妻子	supruga
妻子	žena
秋	jesen
雨	kiša
編號	broj
亭	kiosk
溫	wen
思想	misao
思想	misli
破壞	sabotaža
破壞	uništavanje
破壞	uništenja
破壞	uništenje
重建	rekonstrukcije
重建	rekonstrukcija
重建	obnova
重建	rekonstrukciju
重建	reconstruction
第六	šesti
第六	šestom
基督教	hrišćanski
基督教	christian
基督教	hrišćanska
基督教	kršćanska
基督教	hrišćanin
基督教	kristijan
基督教	kršćanstvo
南方	južni
南方	jug
洋	hiroshi
洋	okean
公民	civic
公民	građanskog
公民	građanske
公民	građanski
公民	građani
公民	građanin
燕	gutanja
燕	yan
改善	poboljšanja
改善	poboljšanje
改善	poboljšan
改善	unaprijediti
改善	poboljšaju
改善	improve
改善	poboljšanje
鐵道	željeznice
鐵道	željeznički
鐵道	željeznice
鐵道	željeznica
鐵道	pruga
蘇聯	sssr
製造	proizvedena
敏	min
網路	web
網路	internet
網路	umrežavanja
網路	povezivanje
網路	mrežu
網路	mreže
網路	mreža
網路	mreže
網路	mreža
炮	top
炮	pištolj
岩	stijene
岩	stijena
岩	stijenama
岩	rok
岩	rock
排	vod
排	redom
朋友	prijatelji
朋友	friends
朋友	prijatelj
朋友	drug
離開	napustiti
離開	ostavi
離開	napusti
十六	xvi
十六	šesnaest
有人	neko
生命	život
找到	našla
找到	pronađen
找到	pronađena
找到	pronašli
找到	pronašao
找到	utvrdila
找到	nalaz
找到	nađe
找到	pronalaze
找到	pronaći
找到	find
找到	naći
十五	petnaest
油	ulje
油	ulja
狀態	status
更新	ažurirana
更新	update
更新	ažuriranje
更新	ažurirane
更新	ažuriranja
彈	play
彈	igrati
彈	igraju
艦	brod
層	slojeva
層	slojevi
層	sloj
主題	teme
主題	tema
主題	tema
主題	teme
主題	subjekat
主題	subjekt
球場	stadion
返回	povratka
返回	povratak
宇宙	svemir
宇宙	kosmičke
宇宙	kosmičkim
宇宙	kosmička
宇宙	kosmičkih
醫院	bolnica
醫院	bolnice
平方	kvadrat
平方	kvadrat
批准	ratifikaciju
批准	ratifikacije
批准	ratifikacija
批准	odobravanje
批准	odobrenje
批准	odobriti
批准	odobri
批准	odobrena
批准	odobrio
批准	odobreni
批准	odobren
批准	approved
瑞士	švicarska
大道	boulevard
大道	bulevar
大道	avenue
旅客	putnik
旅客	putnici
旅客	putnika
旅客	putnike
旅客	putnici
旅客	putnike
酒店	hotel
酒店	hotela
酒店	hoteli
酒店	hotelima
西方	zapadu
西方	zapad
西方	zapadu
西方	zapadna
西方	zapadnim
西方	zapadne
西方	zapadni
現代	moderna
現代	savremena
現代	savremen
未來	budućnost
營	bataljon
營	logor
營	camp
營	kamp
營	kampu
芳	fang
鯉	carp
金融	finansijski
任務	zadatak
任務	zadatak
任務	zadaci
任務	misija
商業	trgovina
商業	komercijalne
商業	komercijalni
商業	reklama
商業	poslovni
商業	poslovanje
基金	fond
基金	sredstva
基金	fondovi
空間	prostori
空間	prostora
空間	spaces
空間	prostore
空間	prostor
零	nula
詩	sevdalinka
詩	poezija
巨	div
過去	prošlost
董	tung
國民	državljane
國民	državljani
國民	državljanima
國民	državljana
存	depozita
提高	povećanje
提高	porast
提高	povećati
嚴重	ozbiljna
嚴重	ozbiljan
嚴重	ozbiljne
論	teorija
俊	jun
母親	majka
訓練	obuke
訓練	trening
訓練	obuka
訓練	treninga
訓練	obuku
熙	hee
葡萄牙	portugalski
葡萄牙	portugal
行為	ponašanje
行為	ponašanje
喬	joe
朝鮮	joseon
朝鮮	koreja
工業	industrija
工業	industrija
工業	industrijske
工業	industrijska
工業	industrijski
蓋	gai
慧	hye
舒	shu
坦克	tenk
坦克	tenkova
坦克	tenkovi
劇場	theater
劇場	pozorište
劇場	pozorište
授予	dodjele
授予	nagrađeni
授予	dodijelila
水域	vodama
茂	mau
茂	shigeru
茂	moo
參考	referenca
健	jian
韓	han
台北市	taipei
收入	prihodima
收入	prihode
收入	prihoda
收入	prihodi
收入	prihode
收入	prihodi
收入	zarada
收入	prihod
收入	prihodi
珍	jane
成績	dostignuća
成績	postignuća
成績	ocjene
成績	postignuća
成績	postignuće
成績	dostignuće
姓	čvor
姓	prezime
菜	jelo
菜	kuhinja
菜	jela
古代	drevni
古代	drevno
古代	drevna
古代	drevne
灰	gray
灰	siva
灰	pepeo
灰	ash
灰	sive
灰	sivi
灰	siva
灰	pepeo
工具	alat
工具	alat
寬	širine
寬	širina
寬	široka
寬	široki
寬	širokog
寬	široku
寬	široke
寬	wide
寬	široki
寬	široko
寬	široka
提升	modernizaciju
提升	modernizaciju
提升	lift
提升	podići
提升	podigne
新疆	xinjiang
退	povlači
十八	osamnaest
持續	zadobio
持續	kontinuirani
持續	neprekidna
品牌	brendove
品牌	brendova
品牌	marka
卓	zhuo
翻譯	prevode
翻譯	prevodilaca
翻譯	prevedene
翻譯	preveden
翻譯	prevedena
翻譯	prevođenje
目標	gol
目標	cilj
目標	ciljevi
目標	ciljevi
目標	cilj
目標	objektivan
目標	mete
目標	meta
基礎	baza
基礎	osnova
基礎	osnovu
自動	auto
自動	automatsko
自動	automatski
群島	arhipelag
群島	ostrva
理論	teorija
理論	doktrina
理論	teorije
軍隊	vojska
軍隊	armija
宣	xuan
鏡	ogledalo
注意	pažnja
大樓	zgrada
出口	izlaz
出口	exit
出口	izvoz
出口	izvoza
出口	izvoz
出口	izlaze
地震	potres
地震	zemljotresi
關於	oko
高速公路	freeway
高速公路	autoputevi
高速公路	autoputeva
高速公路	autoput
產品	proizvod
產品	produkt
產品	proizvodi
條約	sporazum
助理	pomoćnik
助理	asistenta
助理	asistent
助理	pomoćnici
畫	slikarstvo
舞	ples
舞	plesu
舞	ples
荷蘭	holandija
獸	zvijeri
獸	zvijer
汽車	automobil
汽車	automobile
汽車	automobili
汽車	automobila
避免	izbjegavanje
避免	izbjegava
避免	izbjeći
避免	izbjegavati
避免	izbjegne
避免	izbjegavanja
命令	komande
命令	komanduje
命令	naredba
命令	komandu
命令	komanda
命令	naređenje
命令	naredbu
命令	reda
命令	red
命令	naređenje
命令	naređenja
結構	struktura
結構	strukture
結構	strukturama
結構	arhitektura
結構	struktura
結構	strukturi
結構	strukture
結構	strukturalne
結構	strukturalnih
結構	strukturnih
埃及	egipat
字母	abeceda
字母	pisma
字母	slova
字母	pismo
字母	slovo
大陸	kontinentalna
大陸	kontinentalni
大陸	kopnom
大陸	kopno
大陸	kontinent
大陸	kontinente
大陸	kontinenti
可可	coco
海岸	obalu
海岸	shore
海岸	obala
海岸	obala
水平	horizontalno
水平	horizontalna
水平	horizontalni
輝	fai
墨西哥	meksiko
都市	metropola
學習	proučava
學習	proučavaju
學習	proučiti
學習	studija
學習	proučavanja
學習	učenje
學習	uče
學習	nauči
學習	uči
學習	learn
賴	lai
阮	nguyễn
阮	nguyen
動	move
動	potez
動	pokret
樂團	bend
樂團	orkestar
那些	oni
那些	one
材料	materijal
材料	material
材料	materijale
材料	materijalima
材料	materijala
材料	materijali
以後	kasnije
士兵	vojnik
士兵	vojnici
容易	lak
容易	lako
容易	lahko
容易	polahko
魔法	sihr
彼得	peter
彼得	petar
大阪	osaka
茶	čaj
孩子	dijete
代理	agens
代理	agent
代理	postupajući
代理	proxy
組合	kombinacija
組合	miks
正常	normalno
正常	normalan
正常	normalni
正常	normalne
正常	normalna
北京市	peking
王子	princ
王子	prince
模型	modeli
模型	model
模型	modela
夜	noći
夜	night
乘客	putnik
乘客	putnici
乘客	putnika
乘客	putnike
錦標賽	prvenstava
錦標賽	turnir
錦標賽	turnire
錦標賽	turnirima
錦標賽	championship
錦標賽	šampionat
錦標賽	prvenstvo
禁止	kulin
禁止	zabrana
禁止	bana
禁止	ban
禁止	zabranjeno
禁止	zabranjeno
禁止	prohibicije
重播	puštanje
宣傳	propaganda
宣傳	zagovaranja
巨大	ogromni
蛇	zmija
蛇	zmija
紫	ljubičasti
紫	violet
週	sedmica
完整	pun
完整	full
完整	puna
完整	punom
完整	puni
完整	punu
完整	završeno
完整	potpuna
完整	kompletna
完整	kompletan
爆	eksplozija
爆	blast
爆	eksplozije
翁	weng
上市	naveden
上市	navodeći
德里	delhi
森林	šuma
森林	šume
介紹	uvodi
介紹	uvođenju
介紹	predstavljamo
介紹	uvođenje
介紹	intro
介紹	prezentacija
白色	bijela
白色	bijeli
晚上	večeri
晚上	veče
晚上	night
國王	king
國王	kralj
袁	juana
欣	xin
耳	uho
耳	uši
改變	mijenja
改變	promjena
改變	izmjena
改變	promjene
改變	promjeni
改變	promene
改變	promena
廣場	kvadrat
廣場	piazza
廣場	plaza
市民	građani
市民	građanin
樹	drvo
樹	drveće
大西洋	atlantski
大西洋	atlantika
大西洋	atlantska
聯邦	federalni
聯邦	federalno
聯邦	federacija
聯邦	konfederacija
土耳其	turska
酸	kisela
酸	kiseline
董事	direktori
董事	režiseri
外交	diplomatsko
外交	diplomatski
外交	diplomatske
外交	diplomatska
外交	diplomatija
夫人	madam
公斤	kilogram
效果	efekt
效果	efekat
效果	uticaji
效果	efekti
說明	opis
資格	kvalifikacije
連續	uzastopnih
連續	kontinuirani
連續	neprekidna
連續	hipoteza
晚	kasni
晚	kasno
輪	točak
輪	točkove
輪	rundu
記錄	snimanje
記錄	rekord
記錄	rekordno
記錄	bilježe
記錄	rekordnih
記錄	rekordi
記錄	zapisi
作戰	borbeni
寫	pisu
寫	napiši
寫	pišu
寫	pisanje
鹿	jelen
地理	geografske
地理	geografija
姜	kang
姜	jiang
姜	ginger
最近	nedavno
最近	nedavne
最近	nedavni
最近	nedavna
最近	nedavnim
咸	slana
網頁	web
秘密	tajna
變	promjena
變	izmjena
變	promjene
變	promjeni
變	promene
變	promena
人大	npc
開放	otvorenost
開放	otvorenosti
開放	otvorene
開放	otvorena
開放	otvoren
開放	otvoreno
開放	open
主持人	moderator
主持人	računar
主持人	posrednik
移民	imigranti
移民	emigracija
移民	imigranti
移民	migranti
移民	imigracija
移民	migracije
移民	migracija
運輸	prijevoz
運輸	prevoz
運輸	transport
運輸	transport
背	nazad
背	back
背	vrati
第八	osmi
第八	osmo
大小	veličina
大小	veličine
演唱會	koncert
演唱會	koncerti
錫	kalaj
習性	navika
習性	navike
頂	top
柏林	berlin
三個	tri
今天	danas
符	hamajlije
親	poljubac
親	kiss
兒子	sin
骨	kosti
骨	kost
加州	kalifornija
人口普查	popis
戰役	bitka
戰役	bitaka
電台	radio
墓	grob
墓	grobnica
墓	grob
北方	sjever
北方	sjeverna
北方	sjeverni
活躍	aktivna
活躍	aktivni
活躍	aktivan
星期一	ponedjeljak
首播	premijeru
首播	premijerno
業務	poslovni
業務	poslovanje
前身	prethodnik
啟	kaj
啟	kai
極	polarne
極	izuzetno
野	divljeg
野	divlji
野	wild
野	divlja
投資	investiranje
投資	ulaganjima
投資	uložiti
投資	investira
投資	investicija
投資	ulaganja
投資	investicija
投資	investicije
海洋	okeanima
海洋	okeani
海洋	okean
類型	žanru
類型	tip
類型	type
類型	tipovi
類型	vrste
機會	šansa
機會	prilika
機會	priliku
機會	prilike
機會	mogućnosti
錯誤	grešku
錯誤	greška
錯誤	krivo
錯誤	wrong
錯誤	pogrešan
錯誤	pogrešno
錯誤	greške
錯誤	greška
儀	yee
總部	sjedište
健康	zdrave
健康	zdravi
健康	zdrava
健康	zdrav
健康	zdravlje
股	jedinica
身高	visina
熱	hot
熱	vrelo
熱	toplota
空中	vazdušna
空中	vazduh
工人	radnici
工人	radnika
工人	radnik
輕	svjetlost
輕	lahke
經常	često
經常	redovni
經常	redovnog
經常	redovan
經常	redovna
經常	redovnom
經常	redovnim
經常	često
經常	česti
臺	terase
滿	mitsuru
滿	pun
滿	full
滿	puna
滿	punom
滿	puni
滿	punu
負	negativan
負	negativne
負	negativni
負	negativno
粵語	yue
亨利	henri
亨利	henry
交易	transakcija
交易	trgovanje
交易	sporazum
交易	dogovorom
交易	deal
交易	dogovor
交易	transakcija
黑色	crni
黑色	crna
爆炸	eksplozija
爆炸	blast
爆炸	eksplozije
爆炸	eksplozija
喜歡	kao
喜歡	like
警方	policija
十七	sedamnaest
能量	energija
酒	alkohol
酒	vino
地面	površine
地面	površina
地面	terenu
地面	tlo
地面	kopnena
地面	tlu
地面	ground
普遍	universal
普遍	univerzalno
普遍	univerzalnih
普遍	univerzalni
普遍	univerzalne
普遍	univerzalna
十年	decenija
然後	potom
然後	onda
然後	tada
然後	zatim
十四	četrnaest
鬼	duh
鬼	duha
昆	kun
鼠	pacova
鼠	miš
鼠	miševi
必要	neophodni
必要	neophodno
必要	neophodna
必要	neophodan
必要	neophodnih
必要	neophodnu
俄	rusija
山西	shanxi
南極洲	antarktik
南極洲	antarktik
小型	male
小型	mali
退出	izlaz
退出	exit
以色列	izrael
兒童	djece
兒童	djecu
兒童	djeca
兒童	dijete
一切	sve
東部	istok
東部	istočnim
東部	istočni
東部	istočnoj
東部	istočna
東部	istočne
逐漸	postepenu
逐漸	postepenom
逐漸	postepene
逐漸	postepeno
逐漸	postepeno
博物館	muzeji
博物館	muzej
固定	fiksni
對話	razgovor
對話	dijalog
對話	razgovori
琴	violina
階段	faze
階段	faza
階段	faze
階段	etapa
階段	stadijuma
階段	faza
階段	bina
江西	jiangxi
游	plivanje
游	plivački
游	turneja
游	tour
游	plivanju
病	bolest
病	oboljenja
病	bolest
病	oboljele
問	ask
翡翠	jade
維持	održavaju
維持	održavanje
格式	formatting
格式	formats
格式	formatu
格式	formata
格式	format
事故	nesreća
事故	nezgoda
臺北	taipei
互	međusobna
互	međusobno
互	međusobne
藝人	zabavljači
藝人	umjetnik
藝人	umjetnici
天使	meleki
天使	anđeli
天使	meleka
天使	anđeo
表面	površine
表面	površina
池	bazen
圖片	slika
圖片	pictures
圖片	slike
圖片	imidžu
圖片	imidž
圖片	slika
圖片	slike
建設	izgradnja
建設	građevinarstvo
建設	građevinski
風暴	oluje
風暴	oluja
定義	definicija
定義	definisati
定義	definisanje
定義	definicije
步兵	pješadija
指定	navodi
指定	označene
指定	navesti
解決	rješavanjem
解決	rješavanja
解決	riješiti
解決	riješi
解決	rješavanje
熊	medvjed
休	hugh
國語	mandarin
火箭	rakete
火箭	raketa
騎士	vitez
騎士	skakač
騎士	viteza
騎士	vitezova
指揮	naredba
指揮	komandu
指揮	komanda
指揮	dirigent
指揮	provodnik
安排	aranžmane
安排	aranžmani
安排	aranžman
實	minoru
象	slonovi
象	slon
明星	zvijezda
明星	zvijezda
明星	zvezde
爆發	epidemija
爆發	erupcija
現任	trenutna
現任	prisutan
你的	vaš
你的	tvoje
你的	your
匈牙利	mađarska
匈牙利	mađarski
羊	ovca
羊	ovce
羊	koza
河流	rijeka
河流	rijekama
出席	prisustvovali
出席	pohađa
出席	prisustvovala
出席	prisustvovao
改造	preuređenje
車輛	vozila
車輛	vozilo
京都	kyoto
五月	maj
上午	jutro
馮	feng
使用者	korisnički
使用者	korisnik
使用者	korisnici
使用者	korisnika
鄧	deng
機械	mašina
機械	mašinerija
機械	mehanički
機械	mašinski
機械	mašinsko
爭議	kontroverza
爭議	kontroverzu
爭議	kontroverze
爭議	sporova
爭議	kontroverzni
爭議	sporni
爭議	spor
發射	pokretanje
發射	pokrenuti
首先	prvo
首先	prvi
入侵	invazija
同盟	liga
同盟	savezi
同盟	savez
同盟	alijansa
同盟	saveznici
同盟	saveznike
轉換	realizuju
轉換	pretvaranje
轉換	transformacija
轉換	transformiše
轉換	transformacija
轉換	transformacije
轉換	transformaciju
疑似	sumnja
疑似	osumnjičen
唱	pjevaju
唱	sing
蕭	shaw
蕭	sho
血	krv
努力	napore
努力	napori
事情	stvari
監督	nadzorom
監督	nadzor
軌道	track
軌道	stazi
軌道	orbitalni
軌道	orbitalnim
軌道	orbitu
軌道	orbiti
軌道	orbitama
軌道	orbite
今日	danas
狼	wolf
狼	vuk
狼	vuka
尼斯	nice
部門	odjel
部門	katedri
部門	odjeljenje
部門	departmenta
部門	sektor
汗	khan
汗	kan
沿	duž
南極	antarktik
南極	antarktik
綜合	sinteza
綜合	sintezu
廣播	emitovanje
廣播	emitovati
廣播	emitiranje
廣播	radio
河畔	nad
比例	odnos
比例	proporcija
比例	proporcionalnih
偶像	idol
側	strani
側	strana
父母	roditelji
父母	roditelja
父母	roditelj
它們	oni
鍾	sahat
鍾	sat
廖	liao
飛行	leteći
飛行	leta
飛行	let
統一	ujedinjene
統一	jedinstvo
統一	ujedinjenje
統一	ujedinjenje
冬	zima
恢復	vraćanje
恢復	obnovu
恢復	oporavak
恢復	oporavka
綠	midori
綠	zelena
設施	objekti
設施	ustanovama
設施	objekat
退役	penzionisan
退役	penzionisani
框	kutija
框	kadrova
框	okvir
住宅	stambeni
住宅	stambene
住宅	stambenih
住宅	boravka
伊朗	iran
伊朗	iranska
伊朗	iranski
圍	wai
莊	bankar
莊	zhuang
混合	hibridni
混合	hybrid
混合	miks
混合	mješovite
混合	mješovita
混合	mješavine
混合	miješanje
殺	ubiju
殺	ubistvo
殺	kill
殺	ubi
殺	ubiti
山脈	planine
山脈	planina
山脈	domet
山脈	dometa
上海市	šangaj
莫斯科	moskva
食品	hrana
王國	kraljevina
王國	kraljevstvo
王國	kraljevina
王國	kraljevstava
希臘	grčki
希臘	grčka
深度	dubina
深度	dubinu
深度	dubine
深度	dubini
高雄	kaohsiung
法案	bil
法案	bill
法案	račune
法案	novčanice
法案	bills
有限	ograničene
有限	ograničena
有限	ograničen
有限	konačni
學者	akademici
學者	akademika
學者	učenjaka
學者	učenjak
學者	naučnici
戰士	vojnik
戰士	ratnik
被迫	primorala
被迫	prisiljeni
被迫	primorana
被迫	prisiljen
被迫	primoran
被迫	primorao
湖北	hubei
合成	sintetički
合成	složeni
合成	sinteza
合成	sintezu
四十	forty
四十	četrdeset
基因	gen
基因	geni
罪	grijeha
罪	grijeh
罪	grijeha
罪	grijesi
罪	grijehe
鳥	ptice
教練	trener
教練	selektor
展示	show
展示	emisiju
展示	nastup
展示	šou
展示	sou
展示	prikaz
槍	pištolj
只要	samo
義大利	italija
義大利	italijanski
讀	čita
讀	reading
讀	čita
很快	ubrzo
很快	uskoro
成都	chengdu
追	chase
厚	gusta
統治	vladavine
藩	domen
部落	pleme
部落	plemena
部落	plemena
圓	kružnica
圓	rundu
幫助	pomoći
幫助	pomogne
幫助	pomoć
教會	crkava
教會	crkva
連結	povezuje
連結	veza
連結	link
連結	povezivanje
連結	povezivati
連結	povezati
連結	povezivanja
設定	setu
設定	set
設定	postavio
設定	postavljeni
設定	postavke
設定	podešavanja
記者	novinar
記者	novinar
記者	reporter
數量	količinama
數量	količine
數量	veličina
數量	kvantitet
星系	galaksija
鳳	phoenix
假	lažnih
假	lažna
假	lažne
假	lažni
假	lažno
感	čulo
留下	ostala
留下	ostati
留下	ostanu
留下	boravka
程式	program
程式	programima
程式	programi
合理	razumni
挪威	norveški
挪威	norveška
步	korak
所在地	lokacija
解釋	objašnjenja
解釋	objašnjenje
解釋	objasniti
解釋	objasni
十九	nineteen
刀	mač
刀	nož
批評	kritika
批評	kritike
太子	princ
太子	prince
檔案	datoteka
檔案	arhive
檔案	dosije
檔案	datoteka
檔案	arhiva
檔案	file
檔案	arhiv
爵士	džez
狗	psa
狗	pas
狗	dog
狗	ker
狗	psi
狗	pasa
狗	pse
國會	parlament
國會	kongres
病毒	virus
病毒	virusi
阿根廷	argentina
當選	izabran
創	tron
計算	izračun
計算	računarstvo
計算	računanje
計算	proračunima
對手	rival
對手	rivala
對手	protivnici
對手	rivala
對手	protivnik
碧	bea
湯	čorba
一天	dan
艦隊	flota
廣州	guangzhou
錢	novac
碑	stele
碑	spomenik
晉	jin
晉	džina
廣東	guangdong
廣東	yue
棒球	bejzbol
中立	neutralnost
中立	neutralnosti
中立	neutral
質量	masa
質量	kvalitet
質量	kvaliteta
化石	fosila
化石	fosili
持有	posjedovanje
持有	posjedovanja
持有	holdings
持有	drže
持有	holding
理解	razumiju
理解	shvatili
理解	razumije
理解	shvatanje
理解	razumijevanje
其實	zapravo
波蘭	poljska
美洲	amerika
美洲	amerika
恆星	zvjezdana
恆星	zvijezda
恆星	zvijezda
恆星	zvezde
部長	ministar
挑戰	izazovi
挑戰	izazove
挑戰	izazov
挑戰	challenge
東方	istok
東方	orijentalna
東方	orient
東方	istočnim
東方	istočni
東方	istočnoj
東方	istočna
東方	istočne
賈	jia
羽毛球	badminton
幾乎	skoro
阿拉	allah
消失	nestati
例子	primjeri
司令	komadant
司令	komandant
月球	lunarnog
月球	lunar
月球	mjesec
月球	moon
地圖	karta
地圖	mapa
地圖	mape
女兒	ćerka
女兒	kćerka
結婚	brak
引用	navodi
引用	citat
引用	citati
引用	citata
官員	zvaničnici
請求	zahtjevi
