המשלוח	expediere
הדלת	uşă
הדלת	ușa
הדלת	ușă
הדלת	usa
טכניקה	tehnică
טכניקה	tehnica
חוקרת	cercetătorul
חוקרת	cercetător
חוקרת	investigarea
חוקרת	investighez
ארטילריה	artileria
ארטילריה	artilerie
עמיתים	colegi
עמיתים	colegii
עמיתים	colegi
שפר	schaeffer
הי	hei
טבעות	inelele
טבעות	inele
ולמה	velma
בסיסים	baze
בסיסים	bazele
זבולון	zebulon
מאופיין	caracterizat
מאופיין	caracterizate
מאופיין	caracterizată
נגמר	peste
נגמר	over
קרס	hook
קרס	cârlig
קרס	prăbușit
הבטן	stomacului
הבטן	stomacul
הבטן	stomac
הוכח	dovedite
הוכח	dovedită
הוכח	demonstrate
הוכח	dovedit
הוכח	demonstrat
ציפורי	birdie
חירות	libertate
חירות	libertatea
חירות	freedom
חירות	libertate
חירות	liberty
יונים	ioni
יונים	porumbeii
יונים	porumbei
יונים	porumbei
אוסטרים	austrieci
קיטור	aburi
קיטור	abur
כריסטינה	christina
כריסטינה	cristina
ממלכות	tărâmuri
ממלכות	regatele
ממלכות	regate
בייקר	brutar
בייקר	baker
גרג	greg
תוניסיה	tunisia
הברכה	binecuvântare
הברכה	binecuvântarea
הגיב	reacționat
הגיב	comentat
מנהגים	mores
מינסוטה	minnesota
גילברט	gilbert
ביולוגי	biologice
ביולוגי	biologic
ביולוגי	biologică
האג	haga
שועל	vulpe
שועל	vulpea
שועל	fox
מקרטני	mccartney
קרבי	combat
פירנצה	florenţa
פירנצה	florența
פירנצה	florence
פירנצה	florenta
חדה	sharp
פלילית	infractor
פלילית	criminală
פלילית	criminal
פלילית	penal
כנען	canaan
שן	shen
שן	dinte
שן	dintele
הגבלה	restricție
הגבלה	restricții
הגבלה	limitează
הגבלה	limita
הגבלה	limită
צילם	filmată
צילם	filmat
צילם	fotografiat
גופני	fizice
גופני	fizică
גופני	fizic
בסקי	bască
בסקי	ski
בסקי	schi
פגיעות	vulnerabilitate
פגיעות	vulnerabilitatea
פגיעות	leziuni
פגיעות	răni
רגשית	emoțional
רגשית	emotional
רגשית	emotiv
רגשית	emoțional
אופציה	opțiune
אופציה	opțiunea
ביקרו	vizitate
ביקרו	vizitat
נוספה	adăugată
נוספה	adaugat
נוספה	adăugate
נוספה	adăugat
פירס	pierce
אפלטון	platon
אפלטון	appleton
מרסל	marcel
פינק	pink
פינק	roz
פינק	fink
ברון	baron
ספריות	biblioteci
ספריות	directoare
ווטסון	watson
דאגה	îngrijorătoare
דאגה	îngrijorător
דאגה	preocuparea
דאגה	îngrijorare
דאגה	preocupare
נופש	resort
נופש	statiune
נופש	vacanța
נופש	vacanta
נופש	concediu
נופש	vacanță
טימור	timor
טימור	timur
הביולוגי	biologice
הביולוגי	biologic
הביולוגי	biologică
יריחו	jericho
אלמנט	elementul
אלמנט	element
הירידה	coborâre
גומי	cauciuc
הארכיון	arhiva
הארכיון	arhivă
חוזים	contractele
חוזים	contracte
ריהאנה	rihanna
הכיוון	direcţia
הכיוון	direcție
הכיוון	directie
הכיוון	direcția
משיח	mesia
ללבוש	uzura
ללבוש	uzură
ללבוש	purta
ללבוש	poartă
משגר	lansator
משגר	lansare
משגר	lansarea
רייגן	regan
רייגן	reagan
סנטיאגו	santiago
אמיתיים	real
אמיתיים	reale
אמיתיים	reală
נוב	nob
דורה	dora
דורה	dura
ברן	bren
ברן	berna
ברן	bern
שינויי	modificări
שינויי	schimbări
שינויי	modificari
שינויי	schimbari
סכסוכים	conflictele
סכסוכים	conflicte
סכסוכים	disputele
סכסוכים	litigii
סכסוכים	litigiile
סכסוכים	dispute
מונעת	condus
מונעת	preventive
מונעת	preventivă
מונעת	preventiv
אריות	lei
אריות	leii
לאום	cetățenie
לאום	cetățenia
ורוד	pink
ורוד	roz
דריה	daria
טנסי	tennessee
כפוף	subordonat
כפוף	subordonate
כפוף	subordonată
כפוף	bent
כפוף	îndoit
בעלים	proprietar
בעלים	proprietarul
בעלים	soții
בעלים	sotii
בעלים	soti
בעלים	proprietarii
בעלים	proprietari
בעלים	proprietarilor
קמפיין	campanie
קמפיין	campaniei
קמפיין	campania
אלישע	elisha
כרמי	carmi
מחמד	pet
אטומים	atomi
אטומים	atomii
מונטריאול	montreal
סו	sue
סו	soo
נשיאה	președintele
נשיאה	preşedinte
נשיאה	preşedintele
נשיאה	președinte
נשיאה	presedinte
אוטובוסים	autobuze
אוטובוסים	autobuzele
ערוצי	canalele
ערוצי	canale
קלווין	kelvin
קלווין	calvin
שובר	cupon
שובר	pauze
שובר	pauzele
תחזוקה	întreținerea
תחזוקה	intretinere
תחזוקה	întreținere
השתלטות	preluare
השתלטות	preluarea
בורות	ignorant
בורות	ignoranta
יורדת	descendent
הניח	presupus
הניח	asumat
מבינה	înțelege
מבינה	intelege
מעבדה	laboratorul
מעבדה	laborator
מעבדה	laboratorul
מעבדה	laborator
מיזוג	fuziune
מיזוג	fuziunea
מיזוג	îmbinare
מיזוג	îmbină
מיזוג	unire
מיזוג	unificare
מוניטין	reputație
מוניטין	reputația
מוניטין	reputatie
תינוק	iubire
תינוק	baby
תינוק	copil
תינוק	iubito
תינוק	bebe
פארקר	parker
מעדיפים	prefera
מעדיפים	preferi
מעדיפים	preferă
מעדיפים	prefer
הוחזר	repus
הוחזר	reinstalat
הוחזר	recuperate
הוחזר	recuperată
הוחזר	preluat
הוחזר	recuperat
הוחזר	returnat
הוחזר	returnată
שליליות	negativă
שליליות	negative
שליליות	negativ
גרנדה	grenada
גרנדה	grande
גרנדה	granada
שפע	abundente
שפע	abundent
מקדונלד	macdonald
מקדונלד	mcdonald
מיין	maine
צינורות	conducte
צינורות	tevi
צינורות	conducte
צינורות	tuburile
צינורות	tuburi
האף	nasul
האף	nas
האף	nasu
ניה	nia
נוזלי	lichide
נוזלי	lichid
נוזלי	lichidă
ניומן	newman
בלבול	confuzia
בלבול	confuzie
בלבול	confuzii
בלבול	dezorientare
פסיפס	mozaic
אכילה	hrănirea
אכילה	hrănire
אכילה	alimentatie
אכילה	mănânc
אכילה	mâncând
אכילה	comestibile
אכילה	comestibil
אכילה	comestibilă
סנטר	bărbie
סנטר	chin
סנטר	bărbia
סנטר	centrul
סנטר	centru
בון	bon
בון	bonn
בון	oase
בון	os
בון	osul
בון	bone
בון	boone
בון	boon
לבוב	lviv
סקוטי	scottie
סקוטי	scotty
יצרן	producator
יצרן	producătorul
יצרן	producător
יצרן	producătorului
מאל	mal
פייסבוק	facebook
קופה	copa
קופה	coupe
אביטל	avital
ינאי	yanai
מחזאי	dramaturg
תחנה	staţie
תחנה	gara
תחנה	stația
תחנה	statie
תחנה	stație
תחנה	gară
תחנה	park
תחנה	parc
תחנה	parcul
אלמוני	anonimă
אלמוני	anonim
אלמוני	anonime
פצצת	bomba
פצצת	bombă
בנין	benin
מקוריים	originala
מקוריים	originale
מקוריים	original
מקוריים	originală
מקוריים	originalele
מקוריים	originale
מקוריים	originali
גאורגי	georgi
ליטאים	lituanieni
חטא	păcătos
חטא	păcatul
חטא	sin
סולטאן	sultanul
סולטאן	sultan
שרף	serafim
שרף	rășină
המעי	intestin
המעי	intestinul
לפרט	elaborat
לפרט	elaborată
לפרט	elaborate
לפרט	precizează
לפרט	specifica
לפרט	specifică
לפרט	precizați
לפרט	specificați
רצינית	serioasă
רצינית	serioasa
רצינית	grave
רצינית	seriozitate
רצינית	serios
דקר	decker
דקר	dekker
דורו	duro
הורדת	descărcat
הורדת	descarcat
הורדת	descărcată
הורדת	descărcate
הורדת	descărcare
הורדת	descărcarea
סתיו	toamna
סתיו	toamnă
סתיו	cazi
סתיו	toamna
סתיו	cădea
צלילה	scufundări
צלילה	scufundare
צלילה	scufundare
מקורית	originala
מקורית	originale
מקורית	original
מקורית	originală
באחריות	garantat
באחריות	garantată
באחריות	garantate
צוותי	echipele
צוותי	echipe
חמורים	măgari
חמורים	măgarii
בואי	vino
מגנוס	magnus
אינדיאנים	indieni
אינדיאנים	indienii
מחוברים	conectat
מחוברים	conectate
מחוברים	conectată
פופולריים	popular
פופולריים	populare
פופולריים	populara
פופולריים	populară
פופולריים	vogă
מתוקים	sweet
מתוקים	dulce
מתוקים	dulci
מתוקים	dulciuri
רבייה	reproducție
רבייה	reproducere
רבייה	procreare
רבייה	reproducere
רבייה	reproducerea
הקשיים	dificultățile
הקשיים	dificultăți
קונגרס	congres
קונגרס	congresului
קונגרס	congresul
איזון	echilibru
איזון	balanta
איזון	balans
איזון	sold
איזון	soldul
איזון	echilibrare
מכני	mecanice
מכני	mecanic
מכני	mecanică
חבורות	vânătăi
חבורות	vânătăi
חבורות	leziuni
איכרים	fermieri
איכרים	agricultori
איכרים	fermierii
איכרים	agricultorii
איכרים	fermierilor
איכרים	tarani
ייחודיות	unicat
ייחודיות	unic
ייחודיות	unice
ייחודיות	unici
ייחודיות	unică
דוגמא	exemplu
דוגמא	exemplul
המאפיין	caracteristica
המאפיין	caracteristică
המאפיין	caracteristic
הצטיין	excelat
מתמשך	continuu
ממציא	inventatorul
ממציא	inventator
האירופאים	europenilor
האירופאים	europeni
האירופאים	europenii
פרדס	pardes
שוות	egali
שוות	egal
שוות	egală
שוות	egale
שוות	egala
נקי	clar
נקי	limpede
נקי	curat
נקי	curata
נקי	curată
נקי	curate
נקי	clean
מקהלה	cor
מקהלה	corul
מקהלה	refren
מקהלה	cor
מקהלה	corul
מקנה	mckenna
מיקרו	micro
גורדי	gordie
גורדי	gordy
שפל	scăzută
שפל	scăzut
שפל	low
ורה	vera
פריץ	fritz
העתקה	copia
העתקה	copiere
העתקה	copie
העתקה	copiază
העתקה	copierea
העתקה	copiere
בניתוח	chirurgical
פלין	flynn
ספירס	spears
מעריכים	apreciez
מעריכים	aprecia
מעריכים	apreciază
מעריכים	apreciem
סטנפורד	stanford
הכספי	caspică
עלויות	costuri
עלויות	costurile
ברצינות	seriozitate
ברצינות	serios
הוואי	hawai
הוואי	hawaii
חסום	blochează
חסום	bloc
חסום	block
חסום	blocat
חסום	blocate
חסום	blocată
יעדים	obiective
יעדים	obiectivele
יעדים	obiective
יעדים	obiectivele
יעדים	goluri
יעדים	obiective
יעדים	destinații
וימבלדון	wimbledon
ורד	trandafir
ורד	rose
חילוץ	extragerea
חילוץ	extracție
חילוץ	extragere
חילוץ	extracția
חילוץ	salvare
סודות	secretele
סודות	secrete
תפוצה	impact
תפוצה	impactul
ביצורים	fortificare
ביצורים	fortificații
ביצורים	creaturile
ביצורים	creaturi
תפוח	mar
תפוח	mere
תפוח	măr
תפוח	apple
מצרית	egipteană
מצרית	egiptean
מצרית	egiptene
להתאמן	practici
להתאמן	exersează
להתאמן	practică
להתאמן	practica
לאפס	resetare
מפרש	navighează
מפרש	naviga
מפרש	pânze
יישומים	aplicații
יישומים	cereri
יישומים	aplicatii
יישומים	aplicații
ספרייה	bibliotecă
ספרייה	biblioteca
ספרייה	librărie
פוטבול	fotbal
פוטבול	football
פוטבול	fotbalul
מועדפת	preferat
מועדפת	favorita
מועדפת	favorite
מועדפת	favorit
מועדפת	preferata
מועדפת	preferate
מועדפת	preferat
אחראים	responsabil
אחראים	răspunzător
אחראים	responsabili
אחראים	responsabilă
יעקובסון	jacobson
הגשת	depunerea
רוזנטל	rosenthal
נגזרת	derivate
נגזרת	derivat
נגזרת	derivare
מצריים	egipt
מצריים	egiptul
מחסה	adăpost
מחסה	adapost
מחסה	adăpostul
ריבר	râu
ריבר	râul
ריבר	river
קמפבל	campbell
אלבניה	albania
גזים	gazele
גזים	gaze
נמלים	porturile
נמלים	porturi
נמלים	furnicile
נמלים	furnici
השרירים	muschi
השרירים	muschii
נצפה	văzute
נצפה	privite
נוזלים	lichide
נוזלים	lichidele
נוזלים	lichide
נוזלים	fluide
נוזלים	fluidele
נוזלים	fluide
נוזלים	fluid
נוזלים	lichid
אדריאן	adrienne
אדריאן	adrian
הפסחא	paste
הפסחא	paște
אוקראינים	ucraineni
המכפלה	patriarhi
רוברטו	roberto
איסטנבול	istanbul
איתור	urmarire
איתור	urmărire
איתור	urmărirea
איתור	localizarea
וליאן	julian
צופן	codul
צופן	cod
צופן	cifru
צופן	cifrul
גאולה	salvarea
גאולה	mântuirea
גאולה	mântuire
גאולה	salvare
גאולה	răscumpărare
גאולה	izbăvire
גאולה	mântuire
רעה	rău
רעה	bad
רעה	rau
רעה	rea
המסגרת	cadru
המסגרת	rama
המסגרת	ramă
נמרוד	nimrod
רוכב	rider
רוחו	rojo
העמודים	stâlpi
העמודים	piloni
יושבת	stând
יושבת	ședința
עודף	excedent
עודף	surplusul
עודף	surplus
עודף	schimba
עודף	schimbare
עודף	schimbă
עודף	schimbarea
עודף	exces
עודף	excesul
העצב	nerv
העצב	tupeu
פוסטר	foster
הוגים	gânditori
אופרות	opere
אלנבי	allenby
האבל	hubble
האבל	doliu
האבל	jale
בלייק	blake
אסר	interzis
בחינה	examen
בחינה	examenul
מאבד	pierde
קינן	keenan
קינן	kenan
טייסים	piloti
התקדם	avansează
התקדם	avans
השדות	domenii
השדות	câmpuri
השדות	câmpurile
השתנתה	schimbat
השתנתה	schimbată
בלעדי	exclusive
בלעדי	exclusivă
בלעדי	exclusivitate
בלעדי	exclusiv
נשבר	stricat
נשבר	rupt
נשבר	spart
נשבר	rupte
נשבר	falit
סיציליה	sicilia
איליה	ilia
איליה	elia
נעלמו	plecat
נעלמו	dispărut
אוילר	euler
טיטוס	titus
לואיז	luiz
לואיז	louise
פסולת	resturi
פסולת	deseuri
פסולת	deșeuri
פסולת	risipă
רגלי	picioarele
רגלי	picioare
רגלי	pionul
רגלי	pion
בארט	bart
בארט	barrett
נשיפה	expiră
אימוץ	adoptarea
אימוץ	adoptare
אימוץ	adoptat
אימוץ	adoptată
מופעל	activate
מופעל	activat
מופעל	activată
מופעל	activat
מופעל	activată
מופעל	alimentat
רווחים	spatii
רווחים	spațiile
רווחים	spații
רווחים	profiturilor
רווחים	profituri
רווחים	profiturile
ויל	will
ויל	va
אוהל	corturile
אוהל	corturi
אוהל	cort
אוהל	cortul
אפריקאית	africani
אפריקאית	africană
אפריקאית	africane
אפריקאית	african
דיזל	motorină
דיזל	motorina
דיזל	diesel
אוסטרלי	australiană
אוסטרלי	australian
אוסטרלי	australieni
לוסי	lucy
ליאון	leon
יביא	adu
שורק	fluierat
אוצרות	comori
אוצרות	comorile
עצמאיות	independent
עצמאיות	independenta
עצמאיות	independente
עצמאיות	independentă
בריא	sănătos
בריא	sănătoasă
בריא	sanatos
בריא	sănătoase
תאודור	theodore
תאודור	teodor
תאודור	theodor
תאודור	theodor
ניקסון	nixon
סלים	selim
סלים	slim
סלים	subțire
סלים	salim
אמירה	amira
חוקיות	legalitatea
חוקיות	legalitate
חוקיות	juridice
חוקיות	legale
חוקיות	juridic
חוקיות	legală
חוקיות	legal
להתחתן	căsători
פיוס	reconcilierea
פיוס	reconciliere
פיוס	împăcare
עפולה	afula
הסתיימו	încheiat
פיליפס	philips
פיליפס	philips
פיליפס	phillips
דורשים	necesită
דורשים	necesita
מסובך	complicata
מסובך	complicate
מסובך	complicat
מסובך	complicată
חרוד	harod
ויימאר	weimar
תיעודי	documentar
תיעודי	documentare
תיעודי	documentarul
דיכאון	depresie
דיכאון	depresia
להרים	ridicare
צאצא	descendent
צאצא	descendentă
אסיר	prizonierul
אסיר	prizonier
אסיר	detinut
אסיר	deținut
קתולי	catolică
קתולי	catolica
קתולי	catolic
אפריקאים	africani
אפריקאים	africanii
במול	plate
במול	plat
לית	leigh
כוס	păsărică
כוס	pussy
כוס	păsărica
כוס	cupa
כוס	cupă
כוס	ceașcă
מדידת	măsurare
מדידת	măsurarea
מילוי	umplutură
מילוי	umplutură
מילוי	umplere
מילוי	umplutura
מילוי	umplutură
אמריקנים	americanilor
אמריקנים	americanii
אמריקנים	americani
סינגפור	singapore
לצבור	acumula
לצבור	acumulează
הערבה	stepă
השומרים	gardienii
השומרים	gardieni
יושבים	stând
יושבים	ședința
התעללות	abuzat
התעללות	abuzată
התעללות	abuziv
התעללות	abuzive
התעללות	abuzivă
התעללות	abuzuri
התעללות	abuz
התעללות	abuzul
רגש	emoție
רגש	emoțional
רגש	emotional
רגש	emotiv
קטיף	cules
מראות	oglinzile
מראות	oglinzi
תרגיל	drill
תרגיל	burghiu
תרגיל	exercițiu
תרגיל	exercitiu
תרגיל	exercitarea
הוסר	îndepărtat
הוסר	eliminat
הוסר	scos
מחמוד	mahmud
מחמוד	mahmoud
התמחות	stagiu
התמחות	specialitate
התמחות	specializare
התמחות	specialitatea
הנבחר	alese
הנבחר	aleasă
הנבחר	ales
גרי	gary
המתמחה	intern
המתמחה	stagiar
נבל	ticălos
נבל	răufăcător
נבל	harpă
כרטיסים	bilete
כרטיסים	biletele
כרטיסים	cărţi
כרטיסים	carti
כרטיסים	cărți
כרטיסים	carduri
מרתון	maratonul
מרתון	maraton
המפקח	inspector
המפקח	inspectorul
דרבי	derby
ארליך	erlich
גנרלים	generali
גנרלים	generalii
גנרלים	generalilor
משפיעה	influente
משפיעה	influent
משפיעה	influentă
משפיעה	afectează
משפיעה	afecteaza
משפיעה	afectând
בורוסיה	borussia
מונרו	monroe
מחסום	blocaj
מחסום	bariere
מחסום	barierele
מחסום	bariera
מחסום	barieră
השרת	serverul
השרת	server
שגרירות	ambasadei
שגרירות	ambasada
שגרירות	ambasadă
אוסבורן	osborne
אוסבורן	osborn
גרוסמן	grossman
אוהבים	iubitori
אוהבים	iubiți
פורים	purim
מרפי	murphy
ההכנות	pregătirile
ההכנות	pregătiri
ההכנות	preparate
הפיצוץ	explozia
הפיצוץ	explozie
הפרישה	secesiunea
זיכרונות	amintiri
זיכרונות	amintirile
אוכלים	alimentatie
אוכלים	mănânc
אוכלים	mâncând
היוזמה	initiativa
היוזמה	inițiativă
היוזמה	inițiativa
נאצים	nazisti
התעמולה	propaganda
התעמולה	propagandă
אורה	ora
קרתגו	cartagina
קרתגו	cartagina
נסוג	retrase
נסוג	retrasă
נסוג	retras
בירד	pasare
בירד	pasăre
בירד	pasărea
בירד	bird
שיפורים	îmbunătățiri
הנטייה	înclinare
פלש	invadată
פלש	invadat
קור	frig
קור	reci
קור	rece
קור	kor
קור	cor
סיון	sivan
סוויפט	swift
רוד	tija
רוד	rod
רוד	dic
ציינו	menționat
סמוכים	alăturate
תראה	uite
נסה	încercați
נסה	încearcă
נסה	incearca
פצצה	bomba
פצצה	bombă
מינימום	minimul
מינימום	minimum
מינימום	minime
מינימום	minimă
מינימום	minim
פנימה	interior
פנימה	înăuntru
צפה	urmărit
צפה	urmărită
צפה	privit
צפה	supravegheată
צפה	plutitor
צפה	plutitoare
צפה	plutind
צפה	ceas
צפה	vizualizează
צפה	vizualizare
צפה	vedere
טיפולים	tratamentele
טיפולים	tratamente
טיפולים	terapii
צרה	probleme
צרה	necazuri
צרה	belea
צרה	necaz
צרה	belele
צרה	înguste
צרה	îngustă
צרה	restrânge
צרה	îngust
צרה	adversitate
ממדית	dimensionale
ממדית	dimensional
ריימונד	raymond
סאם	sam
רוסו	rosso
רוסו	russo
רוסו	rousseau
סעד	saad
שוחד	mită
שוחד	mita
שוחד	mită
שוחד	mită
שוחד	mita
אוטונומיה	autonomie
אוטונומיה	autonomia
ירמיהו	ieremia
ירמיהו	jeremiah
להודיע	anunta
להודיע	anunță
להודיע	notifică
שמאלה	stâng
שמאלה	stânga
שמאלה	stanga
שמאלה	stînga
הלוחות	panouri
אנטארקטיקה	antarctica
נחמה	confort
נחמה	comfort
נחמה	confortul
נחמה	alinare
נחמה	consolare
נחמה	consolare
היוקרתי	prestigioase
גנטי	genetic
גנטי	genetică
גנטי	genetice
בוני	bonnie
בוני	bonny
ורנר	werner
סת	seth
פרעה	faraonul
פרעה	faraonului
פרעה	faraon
אנכי	vertical
אנכי	verticală
אנכי	verticale
אנכי	vertical
הבלטי	baltică
הבלטי	baltice
כוונות	intentii
מתחרה	concurent
מתחרה	concurentă
מתחרה	concurentul
מתחרה	concurent
מתחרה	concurentul
מתחרה	concurente
נקבות	femele
נקבות	femelele
שוטף	fluent
עט	pen
עט	stilou
שומע	auzi
הנהג	sofer
הנהג	driver
הנהג	șofer
דרמטי	dramatic
דרמטי	dramatice
דרמטי	dramatică
גידולים	tumori
גידולים	tumorile
גידולים	tumori
גידולים	tumorile
מצדה	masada
מחתרת	underground
מחתרת	subteran
מחתרת	rezistență
מחתרת	rezistența
מחתרת	rezistenta
ליטר	litru
ליטר	litru
ליטר	litri
שרירי	musculos
נצרות	creștin
נצרות	creștină
נצרות	creştin
נצרות	christian
נצרות	crestin
ציטוטים	citate
זול	zgârcit
זול	ieftin
זול	ieftină
זול	ieftine
גיבורים	heroes
גיבורים	eroilor
גיבורים	eroi
גיבורים	eroii
חרם	boicot
בטן	abdominale
בטן	abdominal
בטן	abdominală
בטן	abdomenul
בטן	abdomen
בטן	burtă
בטן	burta
בטן	belly
בטן	stomacului
בטן	stomacul
בטן	stomac
תקרית	incident
תקרית	incidente
תקרית	incidentul
נוגה	venus
מגמות	tendințele
מרובע	quad
מרובע	pătrat
מרובע	square
מרובע	patrat
קלייר	clare
קלייר	claire
בציר	vintage
בציר	epocă
שיקולים	considerații
שיקולים	considerente
שיקולים	considerentele
חורים	găuri
חורים	gropi
חורים	gauri
ברג	berg
קובנה	kaunas
צייד	vanator
צייד	vânător
צייד	hunter
צייד	vânătorul
צייד	vânătoare
צייד	vânătoarea
צייד	vanatoare
דמיטרי	dmitri
דמיטרי	dmitry
דמיטרי	dmitri
דמיטרי	dimitri
גיטרות	chitare
מסלולים	trasee
מסלולים	rutele
מסלולים	rute
מסלולים	piese
מסלולים	urme
תקליט	record
תקליט	înregistrare
תקליט	înregistrează
ביירות	beirut
מסכימה	convenit
מסכימה	convenite
דיאנה	diana
דיאנה	deanna
חיטה	grâu
חיטה	grau
קלף	pergament
קלף	cardul
קלף	card
גרו	gru
רוקי	rocky
תקוה	speranta
תקוה	sper
תקוה	speranța
תקוה	speranță
מועצות	consiliile
מועצות	consilii
מוט	stâlp
מוט	pole
מוט	pol
מוט	polul
חליל	flautul
חליל	flaut
חליל	khalil
פורסט	forrest
פוג	pogue
פוג	fogg
משקף	reflecta
משקף	reflectă
משקף	reflectând
משקף	reflectorizante
משקף	reflectă
אסטרטגי	strategică
אסטרטגי	strategice
אסטרטגי	strategic
נכחד	dispărute
רוחנית	spirituală
רוחנית	spiritual
רוחנית	spirituale
רוחנית	spirituala
רוחנית	spiritual
סתירה	contradictoriu
סתירה	contradictorii
סתירה	contradicție
לפרש	interpretează
לפרש	interpreta
אהבתי	iubit
משלוח	livrarea
משלוח	livrare
משלוח	expediere
משלוח	livrare
רבעים	sferturi
קרקוב	cracovia
דילן	dylan
לחיזוק	consolida
לחיזוק	consolidează
סטריט	street
סטריט	strada
סטריט	stradă
בפורטוגזית	portughez
בפורטוגזית	portugheza
בפורטוגזית	portugheză
וגאס	vegas
שיפר	schiffer
רדיוס	raza
רדיוס	rază
לסטר	leicester
לסטר	lester
אמילי	emily
אלכסנדריה	alexandria
להמיר	conversie
להמיר	convertesc
להמיר	converti
להמיר	convertit
אוגנדה	uganda
תלונות	plângerile
תלונות	plângeri
האמירויות	emiratele
פרווה	blana
פרווה	blană
סלוניקי	salonic
פנמה	panama
ייחוס	atribuirea
ייחוס	atribuire
ייחוס	pedigree
הבריחה	evadarea
הבריחה	evadare
תבור	tabor
המחוקקים	parlamentarii
פיגועים	atacuri
פיגועים	atacurile
פיגועים	bombardamente
התחלתי	început
תדירות	frecvență
תדירות	frecvența
אבחון	diagnosticare
אבחון	diagnostice
אבחון	diagnosticare
אבחון	diagnosticarea
אבחון	diagnosticul
אבחון	diagnostic
אבחון	diagnosticare
אבחון	diagnostic
שוחררה	lansat
שוחררה	eliberat
שוחררה	eliberată
אירופי	europene
אירופי	europeană
אירופי	europeni
אירופי	european
משתתפת	participantul
משתתפת	participant
משתתפת	participa
משתתפת	participă
משתתפת	particip
צרכים	nevoile
צרכים	nevoi
אילנה	ilana
קרנות	fonduri
קרנות	fondurile
קרנות	coarnele
קרנות	coarne
התודעה	constiinta
הקיום	existenta
הקיום	existența
הקיום	existență
אינטרסים	interesele
אינטרסים	interese
רוברטס	roberts
התועלת	utilitatea
באדן	baden
דלתא	delta
תואם	compatibile
תואם	compatibilă
תואם	compatibil
תואם	potrivire
גולד	auriu
גולד	aur
גולד	gold
גולד	aurul
גולד	gould
דוכסות	ducat
דוכסות	ducatul
קית	keith
ציריך	zürich
ציריך	zürich
ציריך	zurich
נלהב	entuziast
נלהב	pasionat
נלהב	pasională
נלהב	pasionată
נלהב	pasional
מקסימלי	maximă
מקסימלי	maxima
מקסימלי	maxim
מקסימלי	maximum
מסגרות	rame
מסגרות	cadre
דקדוק	gramaticale
דקדוק	gramatică
דקדוק	gramatica
המגיעים	sosiri
אלקטרוניקה	electronica
אלקטרוניקה	electronică
אלקטרוניקה	electronice
קנטור	cantor
נאש	nash
אפריקני	africani
אפריקני	africană
אפריקני	africane
אפריקני	african
הגירוש	deportări
דלה	della
שודדי	raiders
שודדי	jefuitori
אוסטרלים	australieni
צמיחה	creșterea
צמיחה	creşterea
צמיחה	crestere
צמיחה	creștere
שוחט	măcelar
הרצף	continuum
רוזה	rosa
רוזה	rosé
הפסנתר	pian
הפסנתר	pianul
הקמפיין	campanie
הקמפיין	campaniei
הקמפיין	campania
פקיד	functionar
פקיד	funcționar
מעשיות	povesti
מעשיות	povești
להירשם	registru
להירשם	înregistrează
להירשם	inregistrare
עצר	oprit
נכשלה	eșec
הצביע	votat
הצביע	votată
רומנטית	romantica
רומנטית	romantice
רומנטית	romantic
רומנטית	romantică
תו	nota
תו	notă
תו	personaj
תו	caracterul
תו	caracter
ברונו	bruno
אדגר	edgar
סידן	calciu
עוצב	proiectat
עוצב	proiectată
עוצב	conceput
עוצב	proiectate
עוצב	concepute
סימטריה	simetrie
שפיגל	spiegel
לאיים	amenință
לאיים	ameninta
צעירות	tânără
צעירות	tânăr
צעירות	tinere
צעירות	young
צעירות	tineri
זורמים	curgând
זורמים	curge
מושלמת	perfect
מושלמת	perfecte
מושלמת	perfecta
מושלמת	perfectă
ידעה	știa
ידעה	știut
ידעה	știam
לוקחת	luarea
לוקחת	luând
יומני	jurnalul
יומני	jurnal
עמוקים	adanc
עמוקים	profund
עמוקים	adâncă
עמוקים	adânc
ספורטאי	sportiv
ספורטאי	atlet
ספורטאי	jock
ספין	învârte
ספין	rotire
ספין	spin
כחולה	albastră
כחולה	albastru
חדירה	pătrundere
חדירה	penetrare
חדירה	intruziune
ליפה	lippe
לירי	leary
לירי	liric
שניתנו	dat
שניתנו	prestat
שניתנו	prestate
גרייס	har
גרייס	harul
גרייס	grace
גרייס	grație
ההתחלה	început
מיושב	locuită
מיושב	locuit
מיושב	locuite
מיושב	populată
מיושב	populate
מיושב	populat
מונד	monde
ירוקה	verzi
ירוקה	verde
ירוקה	green
נאצי	nazist
נאצי	nazistă
קראוס	krauss
קראוס	krause
קראוס	kraus
לחלץ	extragere
לחלץ	extrage
לחלץ	extras
לחלץ	extract
מאכלים	mâncăruri
מאכלים	alimente
הופסק	întrerupt
מסוכנים	periculoasa
מסוכנים	periculoasă
מסוכנים	periculos
מסוכנים	periculoase
טקסים	ritualuri
טקסים	ritualurile
טקסים	ritualuri
טקסים	ceremonii
טקסים	ceremoniile
ציפי	tzipi
עתידי	viitorul
עתידי	viitoare
עתידי	viitor
קנט	kent
ימני	dreapta
ימני	corect
מיג	mig
הרצוי	dorită
הרצוי	dorit
הרצוי	dorita
הרצוי	dorite
סלובניה	slovenia
גרילה	gherilă
גרילה	gherilă
בלפור	balfour
תם	tam
הסובלים	suferinzi
להיטים	hituri
להיטים	lovește
ברוקלין	brooklyn
האשים	acuzat
