और	en
फ़रवरी	feb
उल्लेखनीय	opmerkelijk
उल्लेखनीय	opmerkelijke
उल्लेखनीय	opvallend
रेडियो	radio
डिजाइन	designs
डिजाइन	ontwerpen
डिजाइन	ontwerp
डिजाइन	design
डिजाइन	vormgeving
डिजाइन	ontwerpen
कंप्यूटर	computer
कंप्यूटर	computers
मंत्री	minister
मंत्री	ministers
सम्बन्ध	betrekkingen
सम्बन्ध	relaties
आबादी	bewoond
आबादी	bevolkt
आबादी	bevolking
आबादी	populatie
तत्व	elementen
तत्व	element
दस	tien
आगरा	agra
भौतिक	lichamelijk
भौतिक	lichamelijke
भौतिक	fysieke
भौतिक	fysiek
जिन	jin
जिन	jenever
जिन	gin
आपको	jij
आपको	jou
सहयोग	medewerking
सहयोग	samenwerking
सहयोग	medewerking
सहयोग	samenwerking
गैस	gas
वी	wii
राय	advies
राय	mening
राय	rai
राय	adviezen
राय	meningen
राय	opinies
राय	roy
कनाडा	canada
व्यक्तियों	personen
विश्लेषण	indeling
विश्लेषण	verdeling
विश्लेषण	uitsplitsing
विश्लेषण	onderverdelingen
विश्लेषण	analyses
विश्लेषण	analyse
विश्लेषण	analytics
विश्लेषण	analisten
लक्ष्य	doelwitten
लक्ष्य	doelstellingen
लक्ष्य	doelen
लक्ष्य	doelstelling
लक्ष्य	doel
लक्ष्य	goal
लक्ष्य	doelpunt
लक्ष्य	doel
लक्ष्य	doelwit
लक्ष्य	doelstellingen
लक्ष्य	doelpunten
लक्ष्य	goals
लक्ष्य	doelen
शासक	heerser
शासक	liniaal
न्यायालय	hof
तमिल	tamil
अधिकतर	voornamelijk
अधिकतर	hoofdzakelijk
अधिकतर	meestal
अधिकतर	vooral
मीडिया	media
जूलियन	julian
पार्क	parkeren
पार्क	park
पार्क	parken
तट	harbor
अधिकारी	ambtenaar
अधिकारी	officiële
अधिकारी	officieel
अधिकारी	officier
अधिकारी	agent
अधिकारी	officiers
अधिकारी	agenten
अधिकारी	officieren
मिट्टी	klei
मिट्टी	clay
मिट्टी	modder
तंत्र	systeem
तंत्र	stelsel
सितम्बर	september
सितम्बर	sep
सप्ताह	week
सप्ताह	weekje
सप्ताह	weeks
सप्ताह	weken
निकट	dreigend
क्रम	orde
क्रम	bestellen
क्रम	order
क्रम	bestelling
क्रम	sequentie
क्रम	volgorde
क्रम	opeenvolging
बनने	worden
भवन	bouwen
भवन	gebouwen
मिली	gevonden
मिली	got
मिली	heb
मिली	kreeg
ग्राम	gram
ग्राम	gram
शायद	misschien
शायद	misschien
शायद	waarschijnlijk
देख	zien
देख	zie
लिंक	link
लिंक	koppeling
लिंक	links
पाँच	vijf
पाँच	five
निर्देशक	directeur
निर्देशक	director
निर्देशक	regisseur
लक्षण	symptomen
लक्षण	symptoom
लक्षण	borden
लक्षण	tekenen
लक्षण	bordjes
लक्षण	tekens
संपर्क	contact
संपर्क	contactpersoon
संपर्क	contacten
संपर्क	contactpersonen
वित्तीय	financieel
गंगा	ganga
गंगा	ganges
महीने	maandenlang
महीने	maanden
महीने	maandje
महीने	maand
शर्मा	sharma
सुरक्षित	beschermde
सुरक्षित	beschermd
सुरक्षित	veilig
सुरक्षित	kluis
सुरक्षित	safe
सुरक्षित	veilige
सुरक्षित	voorbehouden
सुरक्षित	gereserveerde
सुरक्षित	gereserveerd
सुरक्षित	beveiligen
सुरक्षित	veilig
सुरक्षित	beveiligd
पर्यावरण	omgeving
पर्यावरण	milieu
लगातार	doorlopend
लगातार	continue
लगातार	continu
लगातार	doorlopende
लगातार	ononderbroken
लगातार	voortdurend
लगातार	doorlopend
लगातार	continu
लगातार	opeenvolgende
पद्म	padma
अत्यधिक	zwaarder
अत्यधिक	zwaardere
अत्यधिक	extreem
भूगोल	geometrie
भूगोल	meetkunde
भूगोल	aardbol
भूगोल	globe
भूगोल	geografie
भूगोल	aardrijkskunde
बेहतर	better
बेहतर	beter
मुख्यालय	hoofdkantoor
मुख्यालय	hoofdkwartier
लिपि	alfabet
लिपि	scenario
लिपि	script
एल्बम	album
एल्बम	albums
धन	geld
सॉफ्टवेयर	programmatuur
सॉफ्टवेयर	software
योग	sum
योग	som
योग	yoga
योग	totalen
गुजरात	gujarat
शीर्ष	top
शीर्ष	bovenste
शीर्ष	bovenkant
संस्था	instelling
औद्योगिक	industrieel
औद्योगिक	industriële
प्रधान	prime
प्रधान	priemgetal
प्रधान	chef
प्रधान	chief
प्रधान	opperhoofd
नेता	leider
नेता	leader
नेता	leiders
संविधान	grondwet
संविधान	constitutie
अनुमान	schatting
अनुमान	raming
शीर्षक	kop
शीर्षक	koptekst
शीर्षक	krantenkop
शीर्षक	onderschrift
शीर्षक	titel
शीर्षक	titels
शीर्षक	kop
शीर्षक	koptekst
शीर्षक	header
शीर्षक	titel
अवसर	gelegenheid
अवसर	chance
अवसर	kans
अवसर	gelegenheid
अवसर	kans
अवसर	kansen
अवसर	mogelijkheden
अंक	scoren
अंक	score
अंक	punten
अंक	scoort
अंक	scores
प्रसाद	prasad
शोध	onderzoek
शोध	research
स्पेन	spanje
गांधी	gandhi
हमेशा	altijd
जोखिम	risico
जोखिम	gevaar
जोखिम	hazard
जोखिम	risico
तापमान	temperatuur
तापमान	thermometer
शाखा	uitloper
शाखा	bijkantoren
शाखा	takken
शाखा	branches
शाखा	filialen
शाखा	bijkantoor
शाखा	filiaal
शाखा	branch
शाखा	tak
इत्यादि	etc
इत्यादि	enz
प्रतीक	symbolen
प्रतीक	symbool
प्रतीक	icoon
प्रतीक	pictogram
प्रतीक	emblemen
प्रतीक	pictogrammen
प्रतीक	iconen
संदर्भ	verwijzingen
संदर्भ	referenties
संदर्भ	scheidsrechter
संदर्भ	ref
संदर्भ	referentie
संदर्भ	verwijzing
संदर्भ	context
आयोजन	organiseren
करीब	dichterbij
करीब	dichter
करीब	close
करीब	afsluiten
करीब	sluiten
करीब	sluit
करीब	dichtbij
चक्र	rad
चक्र	wiel
चक्र	chakra
चक्र	cycli
चक्र	cyclus
चक्र	kringloop
प्राथमिक	primaire
प्राथमिक	primair
प्राथमिक	voorlopige
गुण	attribuut
गुण	eigenschap
गुण	eigendom
गुण	vastgoed
गुण	eigendommen
गुण	eigenschappen
गुण	attributen
गुण	kenmerken
गुण	eigenschappen
ग्रह	planet
ग्रह	planeet
ग्रह	planeten
महल	mahal
महल	forten
महल	paleis
सिद्ध	bewezen
सिद्ध	aangetoonde
बजाय	liever
निधन	dood
निधन	doods
निधन	overlijden
निधन	ondergang
बराबर	gelijken
बराबर	gelijk
बराबर	equal
बराबर	gelijke
मिनट	minuten
मिनट	notulen
मिनट	minuut
मिनट	minuutje
मिनट	min
फिल्मों	films
फिल्मों	bioscoop
व्यवसाय	bedrijven
व्यवसाय	beroepsgroep
व्यवसाय	beroep
व्यवसाय	bedrijf
व्यवसाय	zakelijk
संरक्षण	behoud
संरक्षण	conservering
संरक्षण	instandhouding
संरक्षण	behoud
संरक्षण	bewaring
संरक्षण	conservering
संरक्षण	bescherming
शो	toon
शो	tonen
शो	weergeven
शो	show
प्रस्ताव	voorstel
प्रस्ताव	voorstellen
प्रस्ताव	aanbod
प्रस्ताव	bieden
प्रस्ताव	aanbieden
प्रस्ताव	aanbieding
रिपोर्ट	verslag
रिपोर्ट	rapporteren
रिपोर्ट	rapport
रिपोर्ट	rapporten
रिपोर्ट	verslagen
अंग	orgel
अंग	orgaan
हिस्से	deel
हिस्से	gedeelte
हिस्से	fractie
मुस्लिम	moslim
मुस्लिम	moslims
रिकॉर्ड	record
रिकॉर्ड	records
सरल	eenvoudige
सरल	simpel
सरल	eenvoudig
धातु	metalen
धातु	metal
धातु	metaal
धातु	metalen
परिषद	raad
परिषद	confederatie
परिषद	bondsstaat
शारीरिक	lichamelijk
शारीरिक	lichamelijke
शारीरिक	fysieke
शारीरिक	fysiek
शारीरिक	somatische
संघर्ष	worsteling
संघर्ष	worstel
संघर्ष	strijd
संघर्ष	conflicten
संघर्ष	conflict
तकनीक	tech
तकनीक	techniek
तकनीक	technologie
तकनीक	technieken
फल	vruchten
फल	fruit
फल	vrucht
फल	vruchten
फल	fruit
कैसे	hoe
प्रकट	onthullen
प्रकट	onthult
प्रकट	openbaren
कार्बनिक	biologisch
कार्बनिक	organische
कार्बनिक	organisch
शाह	shah
शाह	sjah
विवरण	beschrijving
विवरण	signalement
विवरण	omschrijving
विवरण	details
विवरण	bijzonderheden
विवरण	detail
विवरण	details
शादी	trouwen
शादी	huwelijk
शादी	trouwfeest
शादी	bruiloft
शादी	huwelijk
उप	sub
पात्र	container
वेब	web
संसद	parlement
सन्दर्भ	verwijzingen
सन्दर्भ	referenties
सन्दर्भ	referentie
सन्दर्भ	verwijzing
सन्दर्भ	context
चेन्नई	chennai
परमाणु	nucleaire
परमाणु	nucleair
परमाणु	molecuul
परमाणु	molecule
परमाणु	atomic
परमाणु	atoom
परमाणु	atom
आक्रमण	invasie
आक्रमण	attack
आक्रमण	aanvallen
आक्रमण	aanval
कार	auto
कार	wagen
केरल	kerala
जांच	sonde
जांच	test
जांच	testen
पत्थर	steen
पत्थर	natuursteen
पत्थर	stone
पत्थर	stenen
आठ	acht
आठ	eight
विषयों	onderwerpen
टेनिस	tennissen
पारंपरिक	traditioneel
पारंपरिक	traditionele
अकादमी	academy
अकादमी	academie
सतह	bovengronds
सतह	oppervlak
देव	dev
आचार्य	acharya
युक्त	oekraïne
अभियान	campagnes
अभियान	campagne
अभियान	veldtocht
घोषित	verklaarde
घोषित	gedeclareerd
घोषित	verklaard
घोषित	opgegeven
घोषित	aangegeven
घोषित	uitroepen
घोषित	verklaar
घोषित	verklaren
घोषित	aangekondigde
घोषित	aangekondigd
घोषित	kondigde
लिखी	schriftelijke
लिखी	geschreven
सिस्टम	systeem
सिस्टम	stelsel
सिस्टम	systemen
किनारे	hoekjes
किनारे	hoeken
किनारे	randen
किनारे	rand
किनारे	edge
कार्बन	carbon
कार्बन	koolstof
प्रतिक्रिया	reactie
प्रतिक्रिया	terugkoppeling
प्रतिक्रिया	feedback
प्रतिक्रिया	reageer
प्रतिक्रिया	reageren
प्रतिक्रिया	reactieve
प्रतिक्रिया	reactie
प्रतिक्रिया	respons
गणित	wiskunde
गणित	wiskunde
गणित	wiskundige
गणित	rekenen
गणित	rekenkundige
गणित	rekenkundig
गणित	wiskunde
मौत	dood
मौत	doods
मौत	overlijden
विवाद	polemiek
विवाद	controverse
विवाद	geschillen
विवाद	geschillen
विवाद	geschil
विवाद	betwisten
अली	ali
ग्रहण	verduistering
ग्रहण	zonsverduistering
ग्रहण	eclips
तकनीकी	technische
तकनीकी	technisch
माँ	moeders
माँ	maa
माँ	mama
माँ	moeder
माँ	ma
माँ	mam
माँ	moeder
माँ	moedertje
विष्णु	vishnu
मैदान	vlakten
मैदान	plains
मैदान	vlakte
मैदान	vlaktes
मैदान	plain
मैदान	vlakte
मैदान	effen
मैदान	terrein
मैदान	grond
विमान	luchtvaart
विमान	vliegtuig
विमान	vliegtuigen
विमान	luchtvaartuigen
विमान	luchtvaartuig
विमान	vliegtuig
औरंगाबाद	aurangabad
सक्षम	ingeschakeld
सक्षम	capabel
सक्षम	bekwaam
वातावरण	omgeving
वातावरण	milieu
वातावरण	sfeer
वातावरण	atmosfeer
वातावरण	dampkring
लागत	kosten
लागत	kostprijs
लागत	cost
लागत	kosten
अलीगढ़	aligarh
सीधे	rechtdoor
सीधे	straight
सीधे	recht
सीधे	rechtstreeks
सीधे	direct
प्रेस	pers
प्रेस	druk
रोमन	roman
रोमन	romeinse
रोमन	romeins
मील	mijl
मील	mile
मील	mijl
मील	miles
मील	mijlen
मील	kilometers
लोकसभा	parlement
अज्ञात	onbekende
अज्ञात	onbekend
अज्ञात	anoniem
अज्ञात	anonieme
रेखा	line
रेखा	lijn
पार	oversteken
पार	kruis
पार	cross
लेखन	geschriften
लेखन	schrijven
सेंट	centen
सेंट	cent
बोली	bieden
बोली	bod
बोली	biedingen
नष्ट	vernietigd
नष्ट	vernietigde
नष्ट	vernield
नष्ट	verwoest
नष्ट	vernietigt
नष्ट	verwoesten
नष्ट	vernietigen
नष्ट	vernietig
परंपरा	traditie
परंपरा	tradities
राशि	bedrag
दृष्टिकोण	benaderen
दृष्टिकोण	naderen
दृष्टिकोण	nadering
दृष्टिकोण	aanpak
दृष्टिकोण	benadering
भाव	emoties
भाव	gebaar
भाव	gebaren
भाव	zintuig
हवा	bries
हवा	breeze
हवा	wind
पाठ	tekst
पाठ	voordracht
वैदिक	vedische
गठन	frames
गठन	kaders
गठन	frame
गठन	kader
गठन	formatie
गठन	vorming
नागरिक	civic
नागरिक	burger
नागरिक	citizen
अस्तित्व	bestaan
अस्तित्व	voortbestaan
अस्तित्व	survival
अस्तित्व	overleven
अस्तित्व	overleving
अस्तित्व	existentiële
गंभीर	ernstig
गंभीर	ernstige
गंभीर	serieuze
गंभीर	serieus
गंभीर	kritiek
गंभीर	kritische
गंभीर	kritisch
समझ	begrijpen
समझ	begrijp
समझ	inzicht
समझ	begrijpen
समझ	begrip
किस	zoen
किस	kus
किस	kusje
किस	kiss
किस	kussen
प्रशासन	administratie
प्रशासन	toediening
आदेश	mandaat
आदेश	orde
आदेश	bestellen
आदेश	order
आदेश	bestelling
आदेश	bevelen
आदेश	bestellingen
आदेश	orders
सैन्य	militairen
सैन्य	militair
सैन्य	militaire
सैन्य	krijgsmacht
अंदर	binnen
अंदर	binnenkant
अंदर	binnen
अंदर	indoor
अंदर	overdekte
अंदर	overdekt
अंदर	binnenshuis
छह	zes
छह	six
ग्रन्थ	teksten
भाषाएँ	talen
भुगतान	uitbetalen
भुगतान	uitbetaling
भुगतान	betaling
भुगतान	betalingen
उनसे	hen
ध्वनि	geluid
ध्वनि	klanken
ध्वनि	klinkt
ध्वनि	geluiden
निवास	verblijfplaats
निवास	residentie
निवास	woonplaats
अरबी	arabische
अरबी	arabisch
हत्या	moord
हत्या	moordaanslag
हत्या	moord
हत्या	moorden
हत्या	slachten
हत्या	slacht
हत्या	doden
दिखाया	getoond
दिखाया	getoonde
दिखाया	toonde
पवित्र	heilige
पवित्र	heilig
पवित्र	holy
पवित्र	heilig
पवित्र	heilige
पवित्र	geheiligd
विभाजित	verdeelde
विभाजित	verdeeld
विभाजित	splitsen
विभाजित	split
इकाई	units
इकाई	eenheden
इकाई	eenheid
इकाई	unit
अम्ल	zure
अम्ल	zuur
अम्ल	acid
आए	kwam
आए	kwamen
प्रबंधक	manager
प्रबंधक	bedrijfsleider
प्रबंधक	beheerders
प्रबंधक	bedrijfsleiders
प्रबंधक	managers
वही	hetzelfde
वही	zelfde
वही	same
संग्रहालय	musea
संग्रहालय	museum
जीता	wint
जीता	gewonnen
जीता	won
मुद्रा	munt
मुद्रा	munteenheid
मुद्रा	valuta
मुद्रा	poseren
मुद्रा	pose
मुद्रा	geld
मतलब	betekend
मतलब	betekent
मतलब	gemiddelde
मतलब	gemeen
मतलब	mean
युवा	jeugd
युवा	jongeren
युवा	jonge
युवा	jong
युवा	young
शहरों	steden
अंतरिक्ष	ruimte
अंतरिक्ष	spatie
संचार	communicatie
संचार	mededeling
संचार	communicatie
संचार	mededelingen
प्रसारण	uitzending
प्रसारण	uitgezonden
प्रसारण	uitzenden
प्रसारण	uitzendingen
प्रसारण	uitzending
प्रसारण	omroep
प्रसारण	uitzenden
फुटबॉल	voetballen
फुटबॉल	voetbal
नियमित	regelmatige
नियमित	regulier
नियमित	reguliere
नियमित	regelmatig
व्याख्या	noot
व्याख्या	briefje
व्याख्या	notitie
व्याख्या	opmerking
व्याख्या	interpretatie
व्याख्या	uitlegging
व्याख्या	vertolking
व्याख्या	verklaring
व्याख्या	uitleg
व्याख्या	toelichting
शेष	restant
शेष	overgebleven
शेष	resterend
शेष	resterende
शेष	linkse
शेष	linker
शेष	links
दावा	claim
दावा	claimen
दावा	opeisen
दावा	claims
दावा	vorderingen
दावा	beweringen
मोबाइल	mobile
मोबाइल	mobiel
संभावना	waarschijnlijke
संभावना	waarschijnlijk
संभावना	waarschijnlijkheid
दिवस	dag
दिवस	dagje
विधायक	wetgevers
विधायक	wetgever
विधायक	wetgever
तर्क	argument
तर्क	redenering
तर्क	redeneren
तर्क	logisch
तर्क	logica
तर्क	logische
आपके	je
आपके	uw
आपके	jouw
विरुद्ध	tegen
परीक्षा	test
परीक्षा	testen
परीक्षा	examen
परीक्षा	examens
परीक्षा	tentamens
पाई	taart
पाई	pie
महाभारत	mahabharata
खाद्य	eetbare
खाद्य	eetbaar
भविष्य	toekomstige
भविष्य	toekomstig
भविष्य	toekomst
बिक्री	verkopen
बिक्री	verkoop
बिक्री	uitverkoop
बिक्री	verkopen
बिक्री	verkoop
इंटरनेट	internet
कर्नाटक	karnataka
सम्मेलन	conferentie
सम्मेलन	conventie
सम्मेलन	verdrag
रानी	koningin
रानी	queen
सिटी	stad
अच्छे	lekker
अच्छे	goed
तुम	jij
तुम	jou
सिर	hoofd
सिर	head
दबाव	druk
बोर्ड	boards
बोर्ड	planken
बोर्ड	bestuur
बोर्ड	bord
ख़ान	khan
ख़ान	kanaat
नियुक्त	benoemen
नियुक्त	ingehuurd
नियुक्त	aangenomen
नियुक्त	gehuurd
नियुक्त	aangesteld
नियुक्त	benoemde
नियुक्त	benoemd
फरवरी	februari
फरवरी	feb
नेशनल	nationaal
नेशनल	nationale
उर्दू	urdu
संसार	wereld
संसार	werelden
प्रतिनिधित्व	representatie
प्रतिनिधित्व	vertegenwoordiging
प्रतिनिधित्व	gedelegeerd
प्रतिनिधित्व	gedelegeerde
विचारों	ideeën
विचारों	ideeen
विचारों	ideetjes
प्रेरित	inspirerend
प्रेरित	bezield
प्रेरित	geïnspireerd
प्रेरित	geïnspireerde
प्रेरित	gemotiveerd
प्रेरित	gemotiveerde
समारोह	plechtigheid
समारोह	ceremonie
समारोह	jamboree
मस्तिष्क	hersenen
मस्तिष्क	brain
मस्तिष्क	hersens
मस्तिष्क	brein
घरेलू	binnenlands
घरेलू	binnenland
घरेलू	huiselijk
घरेलू	huishoudelijk
जेम्स	james
जेम्स	jacobus
प्रायः	meestal
प्रायः	gewoonlijk
प्रायः	dikwijls
प्रायः	vaak
मौसम	seizoenen
मौसम	weer
मौसम	seizoen
सम्पूर्ण	hele
सम्पूर्ण	gehele
अर्थात्	betekend
अर्थात्	betekent
भावना	emoties
भावना	emotie
भावना	sentiment
भावना	voelen
भावना	gevoel
भावना	geest
भावना	spirit
गुणवत्ता	kwaliteit
छात्र	leerling
छात्र	student
खाना	levensmiddelen
खाना	voedsel
खाना	eten
मिले	gevonden
मिले	ontmoet
मिले	ontmoette
निर्वाचित	verkozen
निर्वाचित	gekozen
कैंसर	kanker
इटली	italië
सिद्धान्त	siddhanta
सिद्धान्त	principes
सिद्धान्त	beginselen
सिद्धान्त	theorie
विरोधी	vijandelijk
विरोधी	vijandige
विरोधी	vijandig
विरोधी	antagonisten
विरोधी	antagonist
विरोधी	tegenstellingen
विरोधी	tegenpolen
राजवंश	dynastie
राजवंश	dynasty
संक्रमण	overgang
संक्रमण	infectie
संक्रमण	besmetting
संक्रमण	infecties
घाटी	vallei
नियंत्रित	gemodereerd
नियंत्रित	beheerste
नियंत्रित	gecontroleerde
नियंत्रित	beheerst
नियंत्रित	gecontroleerd
विलियम	willem
विलियम	william
विविध	gevarieerd
विविध	divers
विविध	diversen
विविध	diverse
विविध	divers
विकल्प	alternatieven
विकल्प	opties
विकल्प	mogelijkheden
विकल्प	optie
उद्यान	parkeren
उद्यान	park
होगी	will
होगी	zal
होगी	zullen
पशु	dieren
पशु	dier
ज्यादातर	voornamelijk
ज्यादातर	hoofdzakelijk
ज्यादातर	meestal
ज्यादातर	vooral
ईसाई	christelijke
ईसाई	christen
ईसाई	christelijk
ईसाई	christian
ईसाई	christenen
प्रमाण	bewijzen
प्रमाण	bewijs
प्रमाण	bewijsmateriaal
प्रमाण	bewijzen
प्रमाण	bewijs
याद	onthoud
कंपनियों	bedrijven
मानसिक	paranormaal
मानसिक	psychische
मानसिक	helderziende
मानसिक	mentaal
मानसिक	mentale
मानसिक	geestelijk
मानसिक	geestelijke
मानसिक	mentaal
मानसिक	geestelijk
रसायन	chemisch
रसायन	chemicaliën
रसायन	scheikunde
रसायन	chemie
क्षेत्रफल	gebied
क्षेत्रफल	oppervlakte
प्रभावी	effectief
प्रभावी	doeltreffend
प्रभावी	effectieve
विज्ञापन	advertenties
विज्ञापन	aankondigingen
विज्ञापन	reclame
विज्ञापन	reclame
विज्ञापन	adverteren
विज्ञापन	reclame
विज्ञापन	advertentie
विज्ञापन	adverteren
विज्ञापन	advertenties
आसानी	gemak
अमरीका	amerika
शिकार	prooi
शिकार	prooien
शिकार	jagen
शिकार	jacht
शिकार	slachtoffer
रोगी	geduldig
रोगी	patiënt
रोगी	patient
रूसी	russisch
रूसी	rus
रूसी	russische
क्रांति	revolutie
अधीन	onder
अधीन	under
गुप्त	gupta
गुप्त	geheim
गुप्त	secret
गुप्त	gecodeerde
गुप्त	versleuteld
गुप्त	gecodeerd
गुप्त	versleutelde
गुप्त	incognito
मंडल	mandala
ब्राह्मण	brahman
माने	manen
हृदय	cardiale
हृदय	heart
हृदय	hart
हृदय	hartje
आयोग	provisies
आयोग	provisie
आयोग	commissies
आयोग	commissie
हिंदू	hindoe
शुद्ध	puur
शुद्ध	zuiver
शुद्ध	pure
शुद्ध	zuivere
तीसरे	derde
तीसरे	third
चर्च	kerken
चर्च	kerk
अपेक्षा	verwachting
अपेक्षा	verwachtingen
कार्यालय	werk
कार्यालय	arbeid
कार्यालय	werken
कार्यालय	kantoren
कार्यालय	kantoor
कार्यालय	bureau
कार्यालय	kantoor
परिवहन	vervoer
परिवहन	transport
परिवहन	vervoer
परिवहन	transport
स्टार	ster
स्टार	star
वर्षा	regenval
वर्षा	neerslag
वर्षा	regen
वर्षा	regenwoud
वर्षा	regenwouden
जनरल	gen
जनरल	algemene
जनरल	generaal
जनरल	algemeen
संदेश	bericht
संदेश	boodschap
संदेश	berichtje
संदेश	boodschappen
संदेश	berichten
मार	slachten
मार	slacht
मार	doden
मार	kill
मार	doden
परिचय	inleiding
परिचय	invoering
परिचय	introductie
परिचय	ongeveer
परिचय	over
परिचय	intro
उत्पत्ति	herkomst
उत्पत्ति	oorsprong
उत्पत्ति	genesis
उत्पत्ति	boei
मांग	eisen
मांग	eis
देवता	godheid
सोवियत	sovjet
दौर	ronde
दौर	rondje
दौर	round
दौर	rond
संचालन	bewerkingen
संचालन	operaties
संचालन	operation
संचालन	bewerking
संचालन	operatie
संचालन	exploitatie
भौगोलिक	geografisch
भौगोलिक	geografisch
उपस्थित	bijwonen
उपस्थित	deelnemers
उपस्थित	aanwezigen
उपस्थित	aanwezig
उपस्थित	heden
उपस्थित	presenteren
उपस्थित	presenteer
अस्पताल	ziekenhuis
अस्पताल	ziekenhuis
अस्पताल	ziekenhuizen
परिवर्तित	veranderde
परिवर्तित	gewijzigd
परिवर्तित	veranderd
परिवर्तित	gemodificeerd
परिवर्तित	gewijzigd
परिवर्तित	aangepast
परिवर्तित	geconverteerd
परिवर्तित	bekeerd
परिवर्तित	omgezet
परिवर्तित	omgerekend
परिवर्तित	omgebouwd
पेश	presenteren
स्वर	klinkers
स्वर	vocal
स्वर	klinker
स्वर	klinkers
लघु	logaritme
लघु	beknopt
लघु	minor
लघु	mineur
लघु	minderjarige
लाइन	line
लाइन	lijn
प्रश्न	query
प्रश्न	opvragen
प्रश्न	zoekopdracht
प्रश्न	vraagje
प्रश्न	vraag
प्रश्न	vragen
आलोचना	kritiek
पहाड़ी	heuvel
पहाड़ी	hill
जालस्थल	website
पुरानी	ouwe
पुरानी	oude
पुरानी	oud
पुरानी	oudere
पुरानी	ouder
पसंद	bladwijzer
पसंद	keuze
पसंद	keus
पसंद	likes
पसंद	bladwijzers
सुझाव	suggesties
सुझाव	aggregatie
सुझाव	samenvoeging
सुझाव	suggestie
सुझाव	aanbevelingen
सुझाव	tips
सुझाव	fooi
खेती	oogst
खेती	oogsten
लिखने	schrijven
वर्णित	beschreven
वर्णित	beschreef
वर्णित	omschreven
विभाजन	divisie
विभाजन	afdeling
विभाजन	deling
विभाजन	division
विभाजन	splitsingen
विभाजन	afdelingen
विभाजन	divisies
विभाजन	partitie
प्रशासनिक	administratief
प्रशासनिक	administratieve
विशेषता	attribuut
विशेषता	kwaliteit
विशेषता	kenmerk
विशेषता	functie
कठिन	moeilijk
कठिन	hard
कठिन	harde
कठिन	stoer
कठिन	taai
कठिन	lastig
कठिन	moeilijk
कठिन	moeilijke
कड़ी	link
कड़ी	koppeling
कड़ी	links
कड़ी	ketting
कड़ी	keten
एकमात्र	sole
एकमात्र	zool
एकमात्र	tong
ईरान	iraanse
ईरान	iran
क्षेत्रीय	regionale
क्षेत्रीय	regionaal
जान	weten
जान	weet
लड़ाई	battle
लड़ाई	slag
लड़ाई	strijd
लड़ाई	gevecht
लड़ाई	veldslag
लड़ाई	vechten
लड़ाई	strijd
लड़ाई	gevecht
लड़ाई	vecht
परिभाषित	gedefinieerd
परिभाषित	omschreven
परिभाषित	gedefinieerde
अंश	fractie
रोड	weg
प्रस्तावित	voorgestelde
प्रस्तावित	voorgesteld
गायक	zanger
गायक	singer
गायक	zangeres
इस्लाम	islamisme
इस्लाम	islam
समुद्री	marinier
समझा	begrepen
उनको	hen
उपयोगी	bruikbaar
उपयोगी	nuttig
उपयोगी	behulpzaam
उपयोगी	bruikbaarheid
उपयोगी	nut
उपयोगी	hulpprogramma
कोशिका	cell
कोशिका	cel
सत्र	sessie
सत्र	zitting
सत्र	sessies
सत्र	zittingen
नारायण	narayan
मिश्र	egypte
मिश्र	egyptisch
मिश्र	egyptische
पहुँच	toegang
पहुँच	bereik
पहुँच	reach
पहुँच	toegankelijkheid
पहुँच	bereikbaarheid
मेरा	mijne
मिस्र	egypte
मिस्र	egyptisch
मिस्र	egyptische
गणराज्य	republiek
छात्रों	studenten
छात्रों	leerlingen
पुराना	ouwe
पुराना	oude
पुराना	oud
पुराना	oudere
पुराना	ouder
जम्मू	jammu
तेज	snel
तेज	vasten
तेज	snelle
तेज	fast
सम्राट	keizer
नवंबर	november
नवंबर	nov
कारणों	redenen
सर	meneer
प्रवाह	flow
अपराध	biecht
अपराध	biechten
अपराध	bekentenis
अपराध	misdrijf
अपराध	misdaad
अपराध	crime
अपराध	criminaliteit
अमेरिकन	amerikaan
अमेरिकन	amerikaans
अमेरिकन	amerikaanse
व्यक्तित्व	persoonlijkheid
जन	jan
यूनाइटेड	united
यूनाइटेड	verenigde
यूनाइटेड	verenigd
जापानी	japan
जापानी	japans
जापानी	japanners
जापानी	japanse
रॉक	rotsen
रॉक	rots
रॉक	steen
रॉक	rock
लंबी	tall
लंबी	lang
लंबी	lange
लंबी	long
गेम	gamen
गेम	gaming
गेम	wedstrijd
गेम	spel
गेम	spelletje
गेम	games
गेम	spelletjes
गेम	spellen
अन्दर	binnen
अन्दर	binnen
अन्दर	binnenkant
संपत्ति	eigenschap
संपत्ति	eigendom
संपत्ति	vastgoed
संपत्ति	activa
संक्षिप्त	afkorting
संक्षिप्त	kort
संक्षिप्त	beknopt
संक्षिप्त	korte
संक्षिप्त	beknopte
संक्षिप्त	beknopt
संक्षिप्त	bondig
क्यों	waarom
गलत	incorrect
गलत	foutief
गलत	onjuiste
गलत	onjuist
गलत	verkeerd
गलत	verkeerde
गलत	fout
गलत	vals
गलत	false
गलत	onwaar
गलत	valse
संपूर्ण	hele
संपूर्ण	gehele
वर्मा	varma
वर्मा	verma
सर्वोच्च	supreme
सर्वोच्च	opperste
सर्वोच्च	hoogst
सर्वोच्च	hoogste
लेना	lena
भौतिकी	natuurkunde
भौतिकी	fysica
वाहन	voertuigen
वाहन	voertuig
फ़िल्में	films
