per	for
taller	ワークショップ
taller	作業場
curs	コース
modern	モダン
polònia	ポーランド
combat	戦闘
líder	リーダー
fundador	創始者
fundador	開祖
afegir	追加
afegir	加算
bèlgica	ベルギー
corrent	現在
princesa	王女
princesa	プリンセス
títols	役職
títols	称号
títols	タイトル
vermell	赤い
vermell	赤色
vermell	レッド
film	映画
film	フィルム
humà	ヒト
humà	ヒューマン
humà	人間
vaixells	ボート
vaixells	艦船
vaixells	船舶
coneguts	知り合い
coneguts	知人
límit	制限
límit	リミット
límit	限界
galeria	ギャラリー
flors	お花
https	https
acte	アクト
acte	act
producte	製品
producte	プロダクト
coses	モノ
coses	物事
coses	もの
coneixement	知識
tribu	部族
raó	理由
raó	理性
estrella	スター
estrella	恒星
estrella	star
germana	姉妹
germana	シスター
moviments	moves
moviments	動き
nov	nov
boscos	森林
finestres	windows
ronda	ラウンド
ronda	round
ronda	丸い
morts	デッド
pista	トラック
usuaris	ユーザー
usuaris	ユーザ
don	ドン
monument	モニュメント
monument	記念碑
reconeixement	鑑賞
reconeixement	認識
reconeixement	認定
tractament	トリートメント
tractament	待遇
tractament	治療
palma	パルマ
figures	フィギュア
miguel	ミゲル
santiago	サンティアゴ
smithsonian	スミソニアン
feina	職業
feina	仕事
feina	ジョブ
suècia	スウェーデン
washington	ワシントン
rosa	ピンク
rosa	ナデシコ
rosa	ローズ
rosa	ロゼ
rosa	バラ
rosa	rose
rosa	薔薇
rosa	ローザ
monuments	モニュメント
monuments	記念碑
park	パーク
park	公園
religió	宗教
continuació	続行
continuació	続き
continuació	継続
enllaç	リンク
tasca	タスク
obert	オープン
obert	開館
obert	開く
documents	ドキュメント
documents	書類
documents	文書
policia	警察官
policia	ポリス
policia	警察
oposició	野党
tècniques	テクニック
digital	デジタル
anònim	アノニマス
anònim	匿名
predecessor	前身
org	org
milà	ミラノ
residència	住居
residència	居所
arquebisbe	大主教
quadre	テーブル
conquesta	征服
loneos	loneos
torrent	torrent
autònoma	自律
stadium	スタジアム
peça	トラック
llenguatge	言語
tecnologia	技術
tecnologia	テクノロジー
lópez	ロペス
porto	ポルト
propietats	プロパティ
propietats	属性
entrenador	コーチ
entrenador	コーチング
projectes	プロジェクト
lliures	フリー
lliures	無料
lliures	自由
lliures	ポンド
dit	フィンガー
proposta	提案
proposta	プロポーズ
clau	キー
clau	key
agricultura	農業
agricultura	農業
relacionats	関連
pèrdua	損失
pèrdua	喪失
colspan	colspan
extensió	延長
extensió	内線
varietat	品種
varietat	バラエティ
varietat	変種
alexandre	アレクサンドロス
alexandre	アレクサンダー
alexandre	アレキサンダー
sang	血液
sang	ブラッド
guinea	ギニア
venècia	ベニス
venècia	ヴェネツィア
venècia	ベネチア
internet	インターネット
sevilla	セビリア
sevilla	セビージャ
sevilla	セビリア
basc	バスク
circuit	サーキット
circuit	回路
simon	シモン
simon	サイモン
anàlisi	分析
anàlisi	解析
abr	apr
aspecte	アスペクト
aspecte	側面
resposta	回答
resposta	答え
resposta	答弁
feta	made
moscou	モスクワ
periodista	ジャーナリスト
festes	祝日
festes	休日
terreny	地形
terreny	地面
terreny	グラウンド
operació	運行
operació	作戦
operació	運営
operació	操作
operació	オペレーション
fortalesa	要塞
pirineus	ピレネー
internacionals	インターナショナル
internacionals	国際
blau	青い
blau	ブルー
blau	青色
roig	赤い
roig	赤色
roig	レッド
millorar	向上
millorar	改善
senyal	シグナル
senyal	信号
difícil	難しい
versions	バージョン
metge	医師
metge	医師
metge	ドクター
metge	先生
metge	医者
cadena	ストリング
cadena	チェイン
cadena	チェーン
aliança	アライアンス
models	モデル
vaixell	ボート
lletra	歌詞
lletra	作詞
junta	ボード
presó	刑務所
presó	監獄
operacions	演算
operacions	オペレーション
operacions	操作
royal	ロイヤル
celebrar	祝う
aplicació	出願
aplicació	アプリケーション
obertura	絞り
obertura	開く
obertura	オープニング
esdeveniments	イベント
esdeveniments	行事
categories	カテゴリー
categories	カテゴリ
categories	分類
amics	友だち
amics	友達
premsa	プレス
turó	ヒル
parella	カップル
israel	イスラエル
black	黒い
black	ブラック
concert	コンサート
reforma	改革
reforma	革新
reforma	リフォーム
simple	シンプル
simple	簡単
simple	単純
portes	ドア
idees	アイデア
idees	アイディア
dimensions	サイズ
dimensions	寸法
parròquia	教区
exemples	用例
exemples	実例
reserva	留保
reserva	予約
reserva	リザーブ
oli	石油
oli	オイル
vídeo	ビデオ
vídeo	動画
dedicada	専用
autoritat	権威
autoritat	権限
autoritat	職権
compost	化合物
inicial	イニシャル
inicial	頭文字
forta	強い
forta	濃い
destacats	見どころ
destacats	ハイライト
darrera	最終
darrera	ラスト
darrera	最後
expressió	表現
expressió	expression
accions	アクション
imperial	インペリアル
càrrega	読み込む
càrrega	ロード
càrrega	読み込み
càrrega	ローディング
descripció	説明
descripció	解説
henry	ヘンリー
para	パラ
muhammad	ムハンマド
dedicat	専用
lleis	法律
atenció	注目
atenció	注意
cavall	ウマ
rectangular	長方形
justícia	正義
volia	wanted
volia	求む
luxemburg	ルクセンブルク
fàbrica	工場
fernando	フェルナンド
diners	お金
diners	貨幣
diners	マネー
diners	金銭
béns	商品
béns	貨物
béns	物品
gas	気体
gas	ガス
presa	ダム
presa	捕食
populars	人気
populars	ポピュラー
nivells	レベル
completa	コンプリート
completa	完備
flota	艦隊
flota	フリート
branca	支店
branca	支社
branca	ブランチ
branca	支部
red	赤い
red	赤色
red	レッド
paris	パリス
paris	パリ
daniel	ダニエル
simplement	単に
programes	演目
programes	プログラム
planeta	惑星
atacs	攻撃
principat	公国
migdia	正午
fernández	フェルナンデス
fernández	フェルナンデス
essent	being
solar	ソーラー
carrers	ストリート
nombres	数字
nombres	数値
complex	コンプレックス
complex	錯体
complex	複雑
símbol	シンボル
símbol	記号
pintures	塗料
pintures	絵の具
pintures	絵画
constant	定数
matar	キリング
viii	viii
gestió	経営
gestió	マネジメント
gestió	マネージメント
gestió	管理
temporades	季節
temporades	シーズン
crisi	危機
manca	欠如
manca	不足
sants	聖徒
sants	セインツ
ali	アリー
ali	アリ
ali	ali
montserrat	モントセラト
baixes	低い
motius	理由
ascensió	アセンション
necessitat	ニーズ
possibilitat	可能性
complet	コンプリート
complet	完備
cardenal	基数
cardenal	枢機卿
martínez	マルティネス
martínez	マルティネス
pérez	ペレス
universal	ユニバーサル
context	コンテクスト
context	コンテキスト
context	context
isabel	イサベル
die	die
die	死ぬ
convent	修道院
bernat	ベルナール
con	円錐
con	コーン
cristians	キリスト教徒
derrota	敗北
giovanni	ジョヴァンニ
giovanni	ジョバンニ
noruega	ノルウェー
cambridge	ケンブリッジ
estudiants	生徒
estudiants	学生
donant	ドナー
doctor	医師
doctor	ドクター
doctor	先生
doctor	医者
espais	スペース
riera	ストリーム
riera	渓流
interpretació	解釈
interpretació	通訳
caiguda	落ちる
caiguda	落下
aspectes	側面
incloure	含める
intent	試み
intent	未遂
din	din
document	ドキュメント
document	書類
document	文書
clàssica	クラシカル
clàssica	クラシック
clàssica	古典
mínim	最低限
mínim	最低
mínim	最小
estàndard	基準
estàndard	スタンダード
estàndard	標準
hom	hom
institucions	機関
representant	代理人
altura	身長
escultura	彫刻
marquès	侯爵
roger	ロジェ
roger	ロジャー
editor	エディタ
editor	エディター
agència	エージェンシー
agència	代理店
visió	ヴィジョン
visió	ビジョン
visió	vision
cim	cim
international	インターナショナル
international	国際
passant	ハプニング
esteve	スティーヴン
diòcesi	教区
musulmans	イスラム教
musulmans	ムスリム
gira	回転
retorn	return
retorn	リターン
concurs	コンテスト
acceptar	受け入れ
acceptar	受け入れる
acceptar	承認
reacció	反応
reacció	リアクション
golf	ゴルフ
global	global
global	グローバル
directe	ダイレクト
textos	テキスト
marit	ダンナ
marit	主人
marit	旦那
terrestre	地上波
rang	ランク
tractar	トリート
reus	レウス
actuals	現在
gonzález	ゴンサレス
partida	ゲーム
ribera	リベーラ
pacífic	パシフィック
matèria	物質
matèria	事柄
arbre	ツリー
florida	フロリダ
propis	own
declarar	申告
declarar	宣言
cicle	サイクル
llegenda	伝説
llançament	打ち上げ
llançament	起動
processos	プロセス
orient	オリエント
patir	苦しむ
donen	ダン
donen	dan
estrelles	stars
estrelles	スターズ
notable	著しい
caixa	ボックス
estructures	構造
ciutadans	市民
signar	サイン
signar	記号
signar	署名
guerres	戦争
guerres	ウォーズ
femení	女性
generació	世代
generació	ジェネレーション
survey	調査
survey	アンケート
platja	ビーチ
platja	砂浜
publicacions	投稿
pell	スキン
pell	皮膚
invasió	侵略
invasió	侵攻
all	にんにく
all	ニンニク
all	ガーリック
papers	書類
fao	fao
casat	既婚
alegre	陽気
ago	aug
valign	valign
successió	承継
successió	継承
successió	引継ぎ
deixant	去る
andorra	アンドラ
comptes	アカウント
atenes	アテネ
nobel	ノーベル
terrassa	テラス
terrassa	棚田
crist	キリスト
gèneres	ジャンル
biografia	伝記
pilot	パイロット
ambdues	両方
arbres	樹木
liberal	リベラル
ulls	アイズ
conservació	保全
presidència	総裁
actuació	パフォーマンス
actuació	性能
actuació	興行
usa	使用
usa	米国
documentació	ドキュメント
documentació	ドキュメンテーション
concerts	コンサート
hongria	ハンガリー
comunitats	コミュニティ
plans	計画
plans	プラン
ducat	公国
freqüència	周波数
freqüència	頻度
aconsegueix	ゲット
aconsegueix	get
mètodes	メソッド
poques	少数
trajectòria	弾道
sub	サブ
algú	誰か
experiència	エクスペリエンス
experiència	体験
experiència	経験
xile	チリ
esmenta	言及
esmenta	mentions
expansió	膨張
aeroport	空港
curt	短い
curt	ショート
alumnes	生徒
alumnes	学生
veïns	近所
restaurant	レストラン
restaurant	飲食店
retornar	return
retornar	リターン
bellesa	美容
punta	チップ
punta	tip
punta	ヒント
man	男性
man	man
guitarra	ギター
democràtica	民主主義
turquia	トルコ
turquia	七面鳥
decisió	決断
decisió	決定
mesures	措置
atlàntic	アトランティック
atlàntic	大西洋
selva	ジャングル
selva	セルヴァ
instrument	計器
instrument	道具
instrument	楽器
guàrdia	ガード
esmentat	言及
titular	見出し
titular	ホルダー
elèctric	エレクトリック
elèctric	電気
advocat	弁護士
fruit	フルーツ
fruit	果実
fruit	果物
ucraïna	ウクライナ
solució	ソリューション
solució	溶液
eslovàquia	スロバキア
vent	wind
primavera	スプリング
tinent	警部補
tinent	中尉
grand	グランド
correu	郵便
correu	メール
dinamarca	デンマーク
aplicacions	アプリケーション
aplicacions	アプリ
texas	テキサス
relativament	比較的
sicília	シチリア
mario	マリオ
ordres	コマンド
ordres	命令
ordres	オーダー
ordres	注文
coordenades	座標
banc	バンク
banc	銀行
vehicles	乗り物
vehicles	車両
pintors	画家
districtes	ディストリクト
augment	増加
augment	増額
augment	増やす
ocell	鳥類
ocell	バード
possessió	占有
possessió	所持
persecució	迫害
oceà	大洋
cònsol	領事
cònsol	執政官
rebut	受け取り
rebut	受信
august	オーガスタス
august	アウグストゥス
jardí	庭園
nàpols	ナポリ
perú	ペルー
medalles	メダル
autoritats	当局
registre	原簿
registre	登録
registre	レジスタ
tribunal	法廷
tribunal	コート
tribunal	裁判所
mestres	教員
mestres	教師
recorregut	ツアー
error	間違い
error	エラー
denominació	名前
denominació	氏名
denominació	名称
denominació	名称
capítol	チャプター
reunir	集める
dolça	スウィート
dolça	甘い
rosselló	ルシヨン
castells	城郭
absis	アプス
joventut	青年
joventut	若者
joventut	ユース
joventut	青春
molí	ミル
matemàtiques	数学
peus	フィート
peus	両足
decoració	装飾
decoració	デコレーション
decret	布告
recentment	最近
culte	カルト
culte	崇拝
columna	カラム
menjar	食べ物
menjar	料理
menjar	食品
inclòs	含む
japonès	日本人
japonès	ジャパニーズ
japonès	日本語
noble	尊い
dotze	十二
london	ロンドン
immediatament	直ちに
conferència	カンファレンス
conferència	会議
xinès	中国語
xinès	中国人
columnes	カラム
lluna	ムーン
institució	制度
institució	施設
institució	機関
tallers	ワークショップ
ple	いっぱい
ple	フル
cua	キュー
cua	尾翼
cua	しっぽ
finestra	ウィンドウ
altes	ups
sèries	シリーズ
singh	シング
rodríguez	ロドリゲス
franco	フランコ
moments	moments
moments	モーメント
corea	朝鮮
corea	韓国
png	png
ferrocarril	鉄道
ferrocarril	鉄道
bloc	ブログ
bloc	ブロック
turisme	観光
definició	定義
òrbita	軌道
condició	状態
condició	条件
músic	音楽家
músic	ミュージシャン
nació	ネーション
nació	国民
groc	イエロー
groc	黄色
cercle	サークル
victòries	勝利
victòries	勝利
records	宜しく
defensar	擁護
falta	欠如
falta	不足
objectius	ゴール
objectius	目標
torn	シフト
torn	旋盤
torn	ターン
torn	曲がる
contrari	反対
ferrer	鍛冶屋
abadia	修道院
notícies	news
notícies	ニュース
mark	マーク
mark	マルク
funcionament	運行
funcionament	作戦
funcionament	運営
funcionament	操作
funcionament	オペレーション
familia	家族
nen	子供
nen	児童
cat	ネコ
cat	ねこ
diàmetre	直径
escòcia	スコットランド
mandat	委任
elecció	選択
elecció	チョイス
introducció	紹介
introducció	導入
infanteria	歩兵
característica	機能
característica	フィーチャー
característica	特徴
setmanes	週間
martín	マーティン
martín	マーチン
anunciar	アナウンス
ofereix	クーポン
trenta	三十
trenta	thirty
posicions	ポジション
pdf	pdf
esport	スポーツ
esclaus	奴隷
familiar	おなじみ
escriptura	執筆
escriptura	書き込み
escriptura	筆記
vendre	売る
cementiri	墓地
oxford	オックスフォード
ajut	ヘルプ
components	コンポーネント
patró	パターン
físic	フィジカル
físic	物理
vic	ビック
jones	ジョーンズ
perdut	ロスト
saló	ラウンジ
saló	サロン
naturalesa	ネイチャー
naturalesa	自然
organitzacions	団体
saragossa	サラゴサ
natura	diverse
natura	ネイチャー
natura	自然
diego	ディエゴ
cuba	キューバ
potència	権力
potència	パワー
roba	被服
roba	洋服
coronel	大佐
possibles	可能性
white	白い
white	ホワイト
cavaller	騎士
cavaller	ナイト
propera	next
armènia	アルメニア
permanent	パーマネント
destacat	注目
guió	ダッシュ
guió	脚本
guió	スクリプト
google	google
escenes	シーン
escenes	場面
xavier	ザビエル
descendents	子孫
descendents	後裔
descendents	末裔
orígens	起源
retirada	退却
retirada	撤退
retirada	脱退
retirada	離脱
retirada	撤退
professionals	プロフェッショナル
professionals	プロフェッショナル
antigament	以前
cadascun	それぞれ
colòmbia	コロンビア
taiwan	中華民国
taiwan	台湾
carolina	カロライナ
episodi	エピソード
tocar	感動
bach	バッハ
esperit	精神
esperit	スピリット
documental	ドキュメンタリー
síria	シリア
tret	銃声
independents	独立
independents	インディペンデント
scott	スコット
diferències	差異
diferències	違い
diferències	差分
alliberament	釈放
alliberament	リリース
alliberament	解放
límits	制限
límits	リミット
límits	限界
clàssic	クラシック
clàssic	古典
clàssic	classic
tram	ストレッチ
canals	チャネル
canals	チャンネル
canals	運河
fusió	フュージョン
abandona	辞める
abandona	終了
equivalent	同等
homenatge	朝貢
ocells	鳥類
portada	表紙
portada	被覆
portada	カバー
portada	cover
idioma	言語
fàcil	イージー
fàcil	易しい
fàcil	やさしい
fàcil	簡単
marie	マリー
hereu	相続
perill	危険
mediterrània	地中海
exili	exile
exili	流罪
exili	亡命
múltiples	倍数
múltiples	複数
venda	セール
desert	デザート
desert	砂漠
especials	スペシャル
públiques	公衆
públiques	公開
públiques	パブリック
protegir	protect
protegir	プロテクト
protegir	保護
programari	ソフトウエア
programari	ソフトウェア
king	king
king	国王
king	キング
cel	天国
cel	sky
cel	スカイ
durada	期間
senat	元老院
mitologia	神話
html	html
minerals	鉱物
explicar	説明
esdeveniment	イベント
esdeveniment	行事
sánchez	サンチェス
àngel	エンジェル
àngel	天使
uruguai	ウルグアイ
curses	キャリア
curses	求人
mediterrani	地中海
proteïnes	タンパク質
proteïnes	たんぱく質
naus	艦船
naus	船舶
islam	イスラム教
normes	規則
normes	ルール
virus	ウィルス
virus	ウイルス
frank	フランク
plena	いっぱい
plena	フル
regular	レギュラー
productor	プロデューサー
assegurar	セキュア
arribant	来る
arribant	カミング
risc	リスク
contracte	契約
factors	要因
tenint	軸受
trets	ショット
sultà	スルタン
sultà	スルターン
oberta	オープン
oberta	開館
oberta	開く
verge	処女
verge	ヴァージン
descobriment	ディスカバリー
descobriment	発見
trobada	ミーティング
trobada	会議
autonomia	自治
car	高い
car	高額
bandes	バンド
alps	アルプス山脈
alps	アルプス
campionats	選手権
sòl	土壌
enginyeria	工学
enginyeria	エンジニアリング
paisatge	横長
paisatge	風景
paisatge	横向き
granada	グラナダ
catalina	カタリナ
opinió	意見
revistes	雑誌
chicago	シカゴ
deriva	ドリフト
edward	エドワード
globus	グローブ
globus	バルーン
globus	風船
globus	風船
globus	気球
dominis	ドメイン
parlants	スピーカー
val	val
val	ヴァル
difusió	拡散
difusió	拡散
difusió	スプレッド
difusió	普及
acabat	終了
acabat	フィニッシュ
acabat	終了
relleu	レリーフ
relleu	浮き彫り
carboni	炭素
identitat	アイデンティティー
identitat	アイデンティティ
humanitat	人類
rio	リオ
protagonista	主人公
cartes	カード
roques	岩石
roques	ロックス
catàleg	カタログ
catàleg	カタログ
escultor	彫刻
escultor	彫刻家
tony	トニー
propietari	オーナー
propietari	所有者
journal	ジャーナル
journal	日記
harry	ハリー
comportament	行動
comportament	挙動
exposicions	展示
cavalleria	騎兵
paleta	パレット
marge	マージン
marge	余白
restaurants	レストラン
finalitat	目的
congo	コンゴ
converteix	変換
converteix	コンバート
candidat	候補者
candidat	候補
plataforma	プラットフォーム
plataforma	プラットホーム
presents	現在
presents	present
presents	プレゼント
angle	角度
angle	アングル
habitualment	通常
dansa	ダンス
visita	訪問
coral	サンゴ
entrevista	面接
entrevista	インタビュー
motors	エンジン
fred	風邪
fred	コールド
fred	冷たい
fred	寒い
fred	フレッド
corda	ロープ
corda	和音
pensament	思考
armada	海軍
armada	ネイビー
inscripció	登録
inscripció	登記
iniciativa	イニシアチブ
voluntat	ウィル
voluntat	遺言
perfil	プロフィール
perfil	プロファイル
transició	変遷
transició	転移
cova	洞窟
adaptació	適応
teresa	テレサ
tasques	タスク
ceràmica	セラミック
ceràmica	陶磁器
ràpid	速い
ràpid	高速
jan	ヤン
arxius	ファイル
arxius	アーカイブ
dubte	疑念
moneda	通貨
moneda	硬貨
moneda	コイン
facultat	学部
facultat	教職員
foto	フォト
foto	写真
lsp	lsp
enginyer	エンジニア
consum	消費
boca	ボカ
nobles	貴族
realment	本当に
caça	狩り
caça	ハンティング
caça	狩猟
partícules	粒子
partícules	パーティクル
college	カレッジ
college	大学
destrucció	破壊
tren	電車
tren	列車
tren	トレイン
belga	ベルギー
cavalls	ウマ
calendari	カレンダー
pedres	ストーンズ
aconseguit	達成
infant	子供
infant	児童
reunió	ミーティング
reunió	会議
parell	ピア
williams	ウィリアムズ
pop	ポップ
pop	pop
resolució	解像度
oncle	叔父
oncle	伯父
oncle	おじさん
oncle	おじ
oncle	アンクル
ficció	フィクション
nadal	クリスマス
time	タイム
time	時間
públics	公衆
públics	公開
públics	パブリック
walter	ヴァルター
walter	ウォルター
pesca	釣り
pesca	魚釣り
crític	評論家
crític	批評家
crític	クリティカル
geòrgia	グルジア
geòrgia	ジョージア
carn	食肉
comuns	共通
marroc	モロッコ
detalls	詳細
bàsquet	バスケ
bàsquet	バスケットボール
senzill	シンプル
senzill	簡単
senzill	単純
css	css
volums	ボリューム
volums	体積
exteriors	外国
eines	ツール
eines	道具
retrat	肖像
retrat	ポートレート
retrat	縦長
exèrcits	軍隊
pantalla	画面
pantalla	スクリーン
estrena	初演
estrena	プレミア
diccionari	辞書
diccionari	辞典
conquerir	征服
nuclear	原子力
guanyat	ウォン
guanyat	won
accident	アクシデント
accident	事故
vot	投票
tendència	トレンド
tendència	流行
sexual	性的
ordinador	コンピューター
ordinador	コンピュータ
ruïnes	廃墟
ruïnes	遺跡
fama	名声
cuina	キッチン
cuina	台所
vols	フライト
variant	variant
comarques	カウンティ
cèsar	シーザー
llistes	リスト
comèdia	喜劇
comèdia	コメディ
comèdia	コメディー
das	ダス
das	das
originals	オリジナル
univers	宇宙
significat	意味
alfred	アルフレッド
lleugerament	あまり
continental	コンチネンタル
extinció	絶滅
extinció	消滅
destruir	破壊
persa	ペルシャ
equipament	道具
equipament	装備
equipament	機器
equipament	機材
llegir	読み
llegir	読み込み
llegir	読み取り
llegir	読む
max	マックス
max	max
masculí	男性
masculí	オス
nota	メモ
nota	ノート
fàcilment	楽々
convertit	改宗
actors	俳優
creixent	栽培
creixent	成長
vocal	母音
jack	ジャック
jack	ジャッキ
eduard	エドワード
florència	フローレンス
florència	フィレンツェ
interna	内部
vapor	蒸気
vapor	スチーム
vapor	蒸気
directa	ダイレクト
roman	ローマン
roman	ロマン
roman	ローマ
bateria	電池
bateria	バッテリー
bateria	バッテリ
guia	ガイド
gràcia	恩寵
gràcia	グレース
gràcia	グレイス
romania	ルーマニア
màquina	マシン
màquina	マシーン
màquina	機械
màquina	ホスト
màquina	主催
unesco	ユネスコ
inofensiu	無害
decideix	決める
execució	処刑
execució	実行
execució	執行
estacions	季節
estacions	シーズン
excepció	例外
canó	大砲
designació	選任
designació	任用
designació	任命
designació	予約
costats	両側
comprar	買う
comprar	購入
estret	海峡
estret	狭い
escriu	書き込み
escriu	書く
escriu	書き込む
system	システム
fenomen	現象
cost	費用
cost	原価
cost	コスト
agent	エージェント
agent	代理人
impacte	インパクト
impacte	衝撃
fosc	ダーク
fosc	暗い
colla	ギャング
organismes	代理店
flor	flower
flor	フラワー
raja	ラージャ
ala	アラ
promoció	プロモーション
promoció	宣伝
declaració	ステートメント
declaració	声明
declaració	布告
declaració	宣言
declaració	申告
guanyador	勝者
guanyador	ウィナー
vehicle	車両
vehicle	乗り物
seccions	セクション
postal	はがき
postal	ハガキ
bell	ベル
millora	改善
preu	プライス
preu	対価
preu	値段
preu	価格
super	スーパー
llar	自宅
llar	ホーム
llar	帰宅
circular	円形
metall	メタル
metall	金属
escriptors	作家
crítiques	レビュー
veneçuela	ベネズエラ
violí	ヴァイオリン
violí	バイオリン
violí	フィドル
aniversari	生年月日
aniversari	バースデー
disputa	申し立て
esports	スポーツ
ocupat	忙しい
ocupat	ビジー
gòtic	ゴシック
èxits	実績
èxits	事跡
èxits	業績
èxits	事績
èxits	功績
vicente	ビセンテ
dibuixos	図面
avinguda	アベニュー
michel	ミシェル
democràtic	民主主義
santuari	聖域
defineix	定義
defineix	define
emir	アミール
natal	natal
tolosa	トゥールーズ
comunicacions	通信
comunicacions	コミュニケーション
cant	歌う
lee	リー
aus	鳥類
cristianisme	キリスト教
segur	シュア
exemplars	コピー
exemplars	部数
suma	合計
suma	総和
baviera	バイエルン
centrals	中央
centrals	セントラル
lectura	読書
raons	理由
còmic	漫画
còmic	コミック
secret	秘密
tècnic	テクニカル
nacionalitat	国籍
estén	延長
donada	与えられた
dura	一生懸命
dura	ハード
dura	難しい
alexander	アレクサンドロス
alexander	アレクサンダー
alexander	アレキサンダー
francesco	フランチェスコ
cristià	クリスチャン
cristià	キリスト教
cristià	キリスト教徒
zero	ゼロ
definir	定義
definir	define
produeixen	プロデュース
vies	トラック
hotel	ホテル
crea	作成
altar	祭壇
amenaça	威嚇
amenaça	脅威
vegetació	植生
iraq	イラク
conflictes	紛争
conflictes	コンフリクト
músics	ミュージシャン
resoldre	解決
resoldre	解消
dibuix	図面
dibuix	描画
dibuix	ドローイング
monarquia	君主制
factor	ファクター
factor	因子
factor	係数
activa	アクティブ
missatge	メッセージ
missatge	伝言
presentació	プレゼン
presentació	プレゼンテーション
anell	リング
anell	指輪
mary	メアリ
mary	メアリー
democràcia	民主主義
filipines	フィリピン
absència	欠席
prefix	プレフィックス
històries	記事
històries	ストーリー
barroc	バロック
presoners	囚人
plantilles	テンプレート
one	一つ
one	one
one	一人
one	ワン
discurs	談話
discurs	音声
discurs	スピーチ
transmissió	伝送
transmissió	転送
testament	テスタメント
cadascuna	それぞれ
profunditat	深度
profunditat	奥行き
capçalera	ヘッダ
capçalera	ヘッダー
mineral	鉱石
mineral	鉱物
superar	克服
constantinoble	コンスタンティノープル
continent	大陸
paret	ウォール
arthur	アーサー
períodes	ピリオド
sierra	シエラ
criteris	基準
criteris	条件
recinte	囲い
recinte	同封
andré	アンドレ
atmosfera	大気
atmosfera	大気圏
atmosfera	雰囲気
bones	良い
bones	グッド
geografia	地理
combinació	組み合わせ
combinació	コンビネーション
macedònia	マケドニア
botigues	店舗
botigues	ショップ
botigues	店舗
disposició	レイアウト
disposició	支給
disposició	条項
disposició	条文
sacerdot	司祭
windows	windows
adn	dna
havent	having
coma	昏睡
coma	コンマ
episodis	エピソード
ona	波動
ona	ウェーブ
organisme	生物
taules	テーブル
pati	中庭
pati	ヤード
víctor	ヴィクター
víctor	ビクター
veritat	真実
veritat	真理
junts	together
particularment	特に
calor	ヒート
munic	ミュンヘン
sectors	セクター
cruz	クルス
conservatori	温室
manteniment	メンテナンス
manteniment	整備
útil	役に立つ
reformes	改革
rècord	レコード
rècord	記録
treballant	働く
treballant	作業
artilleria	大砲
western	ウェスタン
western	ウエスタン
utilització	使用
blancs	白目
illinois	イリノイ
renaixement	ルネサンス
renaixement	ルネッサンス
renaixement	リバース
alfabet	アルファベット
avió	飛行機
avió	飛行機
mines	地雷
escenari	舞台
escenari	ステージ
uneix	参加
provença	プロヴァンス
ales	ウイングス
oxigen	酸素
nintendo	任天堂
mode	モード
vietnam	ベトナム
variable	変数
variable	可変
individuals	個人
individuals	個別
lampisteria	トリウム
desaparèixer	消える
recuperació	回復
recuperació	リカバリ
recuperació	回収
regiment	連隊
elevat	高架
tancat	閉店
gai	ゲイ
camins	道路
camins	パス
iran	イラン
bilbao	ビルバオ
divideix	分ける
divideix	分割
divideix	スプリット
divideix	分ける
violència	暴力
vidre	グラス
vidre	ガラス
programació	プログラミング
ous	エッグ
continguts	内容
formats	フォーマット
formats	書式
fetes	made
aquelles	それら
relacionat	関連
necessitats	ニーズ
identificar	識別
comentaris	コメント
dificultats	困難
compostos	化合物
vidal	ヴィダル
vidal	ビダル
consulta	問い合わせ
consulta	諮問
consulta	相談
consulta	協議
assaig	テスト
passeig	歩き
passeig	ウォーク
passeig	歩行
passeig	歩く
passeig	徒歩
sales	部屋
sales	ルーム
estableix	集合
estableix	セット
marró	褐色
marró	茶色
marró	ブラウン
arrels	ルーツ
nuclis	カーネル
perpinyà	ペルピニャン
ciclisme	サイクリング
judici	公判
judici	トライアル
judici	審判
judici	裁判
manual	manual
manual	手動
manual	マニュアル
rowspan	rowspan
amistat	友情
amistat	友人
amistat	友だち
amistat	フレンド
amistat	友達
llicència	ライセンス
llicència	免許
llicència	ライセンス
universitats	大学
poders	パワーズ
lisboa	リスボン
savoia	サヴォイ
savoia	サヴォワ
letònia	ラトビア
wiki	wiki
wiki	ウィキ
equació	方程式
enterrat	埋葬
petició	請求
petició	リクエスト
petició	請願
escapar	エスケープ
escapar	脱出
baró	男爵
metro	地下鉄
metro	地下鉄
metro	メトロ
diaris	新聞紙
diaris	新聞
diaris	日記
diaris	日記
imposar	課す
alba	アルバ
amsterdam	アムステルダム
nicolau	ニコラス
blat	小麦
blat	コムギ
adults	大人
giuseppe	ジュゼッペ
nominacions	ノミネート
norma	ノーマ
mor	モル
sobirania	主権
nasa	nasa
georges	ジョルジュ
viatges	旅行
jazz	ジャズ
ohio	オハイオ
monedes	硬貨
monedes	コイン
monedes	通貨
fragments	断片
fragments	フラグメント
confederació	連盟
localització	所在地
localització	ロケーション
localització	場所
senador	議員
valladolid	バリャドリッド
delta	デルタ
alberto	アルベルト
javier	ハビエル
potencial	ポテンシャル
tennis	テニス
oficines	オフィス
buit	空っぽ
buit	バキューム
buit	真空
juvenil	青年
juvenil	若者
juvenil	ユース
juvenil	青春
gust	味見
gust	味覚
neerlandès	ダッチ
colom	ピジョン
colom	ハト
gómez	ゴメス
gómez	ゴメス
lituània	リトアニア
pro	プロ
