сьєрра	сиера
звіти	отчети
звіти	доклади
спеціалізовані	специализирана
спеціалізовані	специализиран
спеціалізовані	специализирани
надгробок	надгробен
правосуддя	справедливост
правосуддя	правосъдие
правосуддя	правда
сміття	боклук
сміття	боклук
сміття	боклуци
пор	пристанище
пор	пристанището
пор	порт
природним	естествено
літом	лятно
колесо	колело
колесо	колелото
колесо	гума
юлій	юлий
юлій	джулиъс
враховувати	обмисляне
бразильський	амазонска
приток	притоци
череп	черепът
череп	череп
череп	черепа
захоплені	заловен
захоплені	заловени
захоплені	пленен
захоплені	уловен
захоплені	пленени
вгорі	горни
вгорі	горна
вгорі	горен
вгорі	top
вгорі	топ
вгорі	върха
коричневі	кафяв
коричневі	кафяви
коричневі	браун
коричневі	кафява
коричневі	кафяво
колона	колона
рідкісний	рядко
рідкісний	редки
рідкісний	рядкост
піднімається	изгрява
піднімається	изгряваща
купол	купол
купол	купола
купол	куполът
почути	чуя
лео	лъв
лео	лео
жорстоко	жесток
жорстоко	жестоко
жорстоко	жестока
жорстоко	жестоки
жорстоко	брутално
мандрівник	пътешественик
мандрівник	пътник
мандрівник	пътешественик
мандрівник	пътник
мандрівник	скитник
мандрівник	странник
барі	бари
багатства	благосъстояние
багатства	богатството
багатства	богатство
худ	качулка
худ	худ
тренування	тренировки
тренування	обучение
тренування	тренировка
тренування	практикуване
мільйон	милион
малювання	рисуване
малювання	живопис
малювання	картина
малювання	боядисване
малювання	рисуване
малювання	рисунка
сімейство	семейство
сімейство	семейството
прийоми	фокуси
прийоми	трикове
аполлон	аполон
аполлон	аполо
рафаель	рафаел
рафаель	рафаел
урану	уран
дума	дюма
перевагою	предимство
перевагою	преимущество
зібрано	построени
зібрано	изградена
зібрано	построена
зібрано	построено
зібрано	построен
зібрано	съставен
зібрано	съставено
зібрано	събрана
зібрано	събрани
зібрано	групирани
зібрано	събрано
зібрано	събрани
зібрано	събрана
зібрано	събирани
переконати	убеди
розлучення	развод
хутори	чифлици
виключення	изключване
виключення	изключения
виключення	изключение
пен	игли
пен	пин
сервера	сервера
сервера	сървър
люфтваффе	луфтвафе
штучно	изкуствено
штучно	измислен
штучно	измислени
фотограф	фотографа
фотограф	фотограф
стрічку	касета
стрічку	лента
крайній	порно
винахід	изобретението
винахід	изобретение
змінилася	променена
змінилася	променени
змінилася	променен
змінилася	променено
записати	пиши
записати	напишете
записати	пишете
записати	рекорд
записати	запис
записати	изгори
записати	гори
записати	изгаряне
куби	куба
уникати	избягвайте
уникати	избегне
уникати	избягване
звільнено	уволнен
звільнено	уволнени
звільнено	уволнена
албанія	албания
туристичний	туристи
туристичний	туристическа
туристичний	турист
туристичний	туристически
підручники	уроци
дружба	приятелства
дружба	приятелството
дружба	дружба
дружба	приятелство
венера	венера
айрес	айрес
зменшує	намалява
зменшує	намалява
могилу	гроб
ніжин	нежин
підключення	свързване
підключення	свързващи
комбінації	комбинации
поліцейський	полицай
поліцейський	ченге
поліцейський	ченгето
поліцейський	полицай
поверхонь	повърхности
конкретно	специално
курорт	resort
курорт	курорта
курорт	курорт
позитивний	позитивна
позитивний	положителен
позитивний	положителни
позитивний	положителна
позитивний	положително
туніс	тунис
туніс	тунис
чай	чай
кримінальні	престъпник
кримінальні	престъпно
вірус	вирус
вірус	вируси
висловлювання	продукция
висловлювання	изход
розрив	прекъсване
розрив	почивка
розрив	празнина
розрив	пролука
куля	сферата
куля	сфера
куля	куршум
легенд	легенди
легенд	легендите
органічні	органични
органічні	органична
органічні	органичен
органічні	органично
капели	фрески
підприємців	предприемачите
підприємців	предприемачи
ресторан	ресторант
цілу	цялата
цілу	цяла
цілу	цял
цілу	цялото
згоду	одобрение
згоду	одобряване
згоду	съгласието
згоду	съгласие
зростанням	възходящ
коричневий	кафяв
коричневий	кафяви
коричневий	браун
коричневий	кафява
коричневий	кафяво
археологічний	археологически
коробки	кутии
коробки	сандъци
лави	лавата
лави	лава
шкода	съжаление
шкода	жалост
шкода	жалко
шкода	жал
шкода	съжалявам
шкода	сори
шкода	съжаление
шкода	безделник
шкода	кофти
делла	дела
фарби	боя
фарби	бои
фарби	боядисване
собака	куче
собака	кучето
собака	дог
шолом	шлем
шолом	каска
шолом	каската
пропаганда	пропаганда
таджикистану	таджикистан
записані	писмено
записані	написана
записані	написано
записані	писмен
записані	писмена
впливати	засегнат
впливати	засегне
впливати	влияние
швейцарський	швейцария
швейцарський	швейцарски
швейцарський	швейцарско
швейцарський	швейцарска
сильних	правомощието
підприємстві	съоръжение
лікуванні	лакомство
лікуванні	почерпка
ліцензію	лиценз
ліцензію	лицензия
ліцензію	лиценз
ліцензію	книжка
ліцензію	книжката
курт	кърт
курт	курт
курт	кърт
сумнів	съмнението
сумнів	съмнения
сумнів	съмнение
змішані	смесен
змішані	смесени
змішані	смесено
змішані	смесена
підтверджено	потвърдено
підтверджено	потвърден
підтверджено	потвърдена
підтверджено	потвърдени
підтверджено	одобрено
підтверджено	одобрен
підтверджено	одобрени
підтверджено	одобрена
індивідуальні	индивидуален
індивідуальні	индивидуално
індивідуальні	индивидуална
індивідуальні	индивид
індивідуальні	индивидуални
кримські	кримския
кримські	крим
заарештовано	арестувани
заарештовано	арестувана
заарештовано	арестуван
альтернативний	алтернатива
альтернативний	алтернативно
альтернативний	алтернативен
альтернативний	алтернативни
альтернативний	алтернативна
альтернативний	алтернативно
альтернативний	алтернативна
альтернативний	алтернативен
континенту	континент
континенту	континента
ванкувер	ванкувър
небесної	небесен
небесної	небесна
небесної	небесно
зла	злото
зла	зла
зла	зъл
зла	зли
зла	зло
траса	трейс
встановлює	комплекти
встановлює	залязва
встановлює	определя
глядача	зрители
геологічні	геоложки
геологічні	геоложка
заслуговує	заслужава
холодна	студ
холодна	студен
холодна	студено
холодна	студена
фільтр	филтър
фільтр	филтриране
сильна	силни
сильна	силен
сильна	силно
сильна	силна
мера	кмете
мера	кмет
важливості	важност
важливості	значимост
репертуар	репертоар
ваз	ваз
ваз	вази
ярмарок	панаир
ярмарок	справедлив
ярмарок	справедливо
ярмарок	справедлива
ліцензія	лиценз
ліцензія	лицензия
ліцензія	лиценз
ліцензія	книжка
ліцензія	книжката
геть	надалеч
геть	далеч
пісок	пясък
пера	перо
пера	перце
ворог	враг
ворог	врагът
ворог	врагове
невдало	неуспешна
невдало	неуспешно
невдало	неуспех
девіз	девиз
девіз	мотото
девіз	мото
лицарі	рицарите
лицарі	рицари
тривалості	небрежност
спокійно	спокойна
спокійно	спокоен
спокійно	отпуснат
спокійно	отпусната
завершити	завърши
завершити	довърши
завершити	довърша
завершити	край
завершити	пълна
завершити	пълно
завершити	завършен
завершити	пълен
завершити	завършено
підняти	издигне
підняти	повдигане
розквіт	цъфти
змінні	променливи
змінні	променливите
чоловічу	мъжеството
чоловічу	мъжествеността
чоловічу	мъжество
чоловічу	мъжественост
клер	клеър
нікого	всеки
нікого	никой
террі	тери
раннє	ранни
раннє	рано
раннє	ърли
вибрана	избрана
вибрана	избрано
вибрана	избрани
вибрана	избран
інфраструктура	инфраструктура
присвячено	посветен
присвячено	посветена
присвячено	отдадени
присвячено	отдадена
спорядження	раници
спорядження	снаряжение
спорядження	предавка
кіото	киото
продюсери	продуценти
продюсери	производители
навчальної	обучение
математичної	математика
наміри	намерения
наміри	намеренията
черепаха	костенурката
черепаха	костенурка
черепаха	костенурка
збудження	възбуда
синонім	синоним
пропонував	допринесе
пропонував	допринесъл
кінематограф	кинематография
кінематограф	киното
кінематограф	кино
страв	съдове
страв	блюда
страв	ястия
страв	чинии
браян	браян
браян	брайън
браян	браян
браян	брайън
гільдії	гилдията
гільдії	гилдия
рон	рон
ілюстрація	илюстрация
схему	схема
традиційна	традиционно
традиційна	традиционен
традиційна	традиционна
традиційна	традиционни
симон	саймън
симон	симон
іконостас	иконостас
залізний	желязо
залізний	железен
залізний	желязна
залізний	железни
якоб	джейкъб
якоб	якоб
якоб	яков
якоб	якоб
воскресіння	възкреси
воскресіння	възкресението
воскресіння	възкресение
рукописи	ръкописи
соліст	фронтмен
вихідний	изходящи
збираються	събиране
видати	разреждане
мовні	езикови
привілеї	привилегии
фраза	фраза
міфи	митовете
міфи	митове
фольклор	фолк
фольклор	народни
фольклор	фолклор
заповіт	завет
будівельник	строител
скарби	съкровища
скарби	съкровищата
рання	ранни
рання	рано
рання	ърли
джейсон	джейсън
джейсон	язон
комерційного	търговско
комерційного	търговска
комерційного	реклама
комерційного	търговски
юліан	джулиън
юліан	хулиан
юліан	джулиан
анатомія	анатомия
анатомія	анатомията
федеральний	федерален
федеральний	федерално
федеральний	федерална
тед	тед
польщу	полша
керрі	кери
керрі	кари
керрі	кери
польовий	паламида
страйк	страйк
страйк	стачка
віддали	даде
віддали	дала
платівки	архиви
платівки	плочи
платівки	записи
платівки	регистри
рибу	риби
рибу	фиш
рибу	риба
оригінал	оригинални
оригінал	оригинал
оригінал	оригинално
оригінал	оригинална
оригінал	оригинален
підвищує	увеличава
підвищує	увеличения
тихий	пасифик
відмова	неизправност
відмова	провал
відмова	неуспех
відмова	повреда
камер	камери
камер	фотоапарати
себастьян	себастиан
себастьян	себастиян
єзуїтів	йезуитите
стелі	таван
стелі	тавана
постійна	постоянна
постійна	постоянен
постійна	константа
постійна	постоянни
євгеній	юджийн
хоп	хоп
підвищити	увеличаване
підвищити	увеличение
підвищити	повишаване
підвищити	увеличи
змії	змиите
змії	змии
змії	змия
змії	снейк
безпосередній	незабавно
провідник	ръководство
провідник	гид
провідник	пътеводител
провідник	водач
провідник	диригент
провідник	проводник
партизан	партизаните
партизан	партизани
партизан	партизанин
допомагали	помогнал
аграрної	аграрна
ютери	машини
мільярдів	милиарда
мільярдів	милиард
мільярдів	милиарди
протести	протести
ельзас	елзас
шеф	шеф
шеф	готвач
шеф	шефе
шеф	началник
завтра	утре
обряд	ритуал
боксери	боксьори
жозеф	жозеф
жозеф	джоузеф
жозеф	йосиф
зупинка	спиране
зупинка	спрян
зупинка	спряна
зупинка	спря
зупинка	спиране
поліцейських	полицаи
дзвін	камбаните
дзвін	камбани
дзвін	звънчета
дзвін	бел
дзвін	камбана
дзвін	звънче
дзвін	звънец
проміжок	интервал
удари	кранове
холодний	студ
холодний	студен
холодний	студено
холодний	студена
кавалерії	кавалерия
кавалерії	кавалерията
сорок	четиридесет
сорок	forty
вантажний	товари
вантажний	товарен
епізоди	епизоди
відпочинок	отдих
відпочинок	почивка
автомат	машинка
автомат	машина
апостол	апостол
апостол	пратеник
липа	липа
калію	калиев
калію	калий
кінцівок	крайници
кінцівок	крайниците
цифр	цифри
змінився	променена
змінився	променени
змінився	променен
змінився	променено
замінено	заменен
замінено	заменено
замінено	сменен
замінено	сменени
замінено	заменена
пів	наполовина
пів	половината
подвійний	двойна
подвійний	двойни
подвійний	двоен
подвійний	двойно
відверто	удряне
вирішують	решителност
вирішують	разрешаване
вирішують	решаване
нараховується	награден
нараховується	възложена
нараховується	възложени
сортування	сортиране
сортування	сортиране
розробок	развития
організми	организми
красний	красни
десант	нападение
місій	мисии
путін	путин
кравчук	кравчук
юридичні	правно
юридичні	правни
юридичні	правна
юридичні	юридически
юридичні	правен
юридичні	законно
труси	гащи
труси	гащи
труси	бикини
труси	боксьори
пишеться	заклинание
пишеться	заклинанието
організували	уредено
організували	подредени
організували	уреден
організували	уговорено
барбара	барбара
виняток	изключения
виняток	изключение
законодавчих	законодателни
законодавчих	законодателно
законодавчих	законодателна
законодавчих	законодателен
знижує	намалява
колу	кокаин
сосни	пайнс
павільйон	павилион
копіювання	копиране
копіювання	копие
копіювання	копиране
подарунок	подарък
подарунок	дарба
подарунок	дар
подарунок	подарък
подарунок	настояще
подарунок	присъстващи
буркіна	буркина
польова	паламида
блиск	блести
обстеження	оценени
осип	осип
продати	продава
аркадій	аркадий
помічника	помощник
помічника	асистентка
помічника	асистент
стамбул	истанбул
рівність	равенство
рівність	равнопоставеност
рівність	равенството
іноземців	чужденци
іноземців	чужденците
захоплено	улавя
фаза	фаза
фаза	етап
відчуває	сетива
відчуває	сетивата
прочитати	четете
прочитати	прочетете
прочитати	чета
прочитати	чети
прочитати	прочети
прочитати	четене
мовознавство	лингвистика
існуючі	съществуващо
існуючі	съществуващ
існуючі	съществуващи
існуючі	съществуваща
електроніка	електроника
електроніка	електрониката
електроніка	електронен
електроніка	електронно
електроніка	електронна
електроніка	електронни
зімбабве	зимбабве
координації	координация
координації	съгласуване
координації	координиране
перетворити	превръщане
перетворити	преобразуване
перетворити	трансформира
перетворити	преобразуване
зварювання	заваряване
ескадрильї	ескадрила
дизайнер	дизайнерски
дизайнер	дизайнер
дощів	рейни
дощів	дъждовен
дощів	дъждовна
дощів	дъждовни
цинку	цинков
цинку	цинк
узагальнення	генерализация
узагальнення	обобщаването
комуністи	комунисти
комуністи	комунистите
судові	съдът
судові	съд
судові	корт
ленін	ленин
болгарський	българка
болгарський	българско
болгарський	българска
болгарський	българин
болгарський	български
говорили	говорене
фрукти	плодове
фрукти	плод
фрукти	плодове
марсі	марси
міф	мит
міф	мита
здавалося	изглеждаше
промені	лъчи
промені	греди
промені	лъчи
партнер	съдружник
партнер	партньор
дельта	делта
дельта	delta
чудовий	чудесен
чудовий	прекрасен
чудовий	чудесна
чудовий	прекрасна
очікування	чакаме
очікування	изчакване
очікування	чакане
очікування	чакам
налаштування	нагласено
налаштування	постановка
налаштування	настройка
налаштування	настройване
налаштування	конфигурация
налаштування	преференции
налаштування	предпочитания
налаштування	настройки
рушій	двигатели
рушій	двигател
навички	умения
завдали	причинено
завдали	причинени
завдали	причинена
зустрічей	назначения
зустрічей	срещи
зустрічей	събрания
зустрічей	заседания
діалог	питане
діалог	справка
діалог	запитване
діалог	диалог
діалог	диалог
едо	едо
порошенко	порошенко
лівих	левичари
купити	покупка
купити	закупуване
купити	купуване
купити	купувам
купити	купи
олесь	алес
геральдика	хералдика
цивільний	гражданско
цивільний	граждански
цивільний	гражданска
цивільний	цивилен
цивільний	цивилна
цивільний	цивилни
потяги	влакове
потяги	влаковете
принцеси	принцеси
принцеси	принцесите
доставки	корабоплаването
доставки	корабоплаване
доставки	доставка
неволі	ликуват
підводного	подводни
підводного	подводен
практичне	практично
практичне	практичен
практичне	практически
практичне	практическо
практичне	практична
завершується	приключва
завершується	свършва
завершується	завършва
редакторів	редактори
організаціях	нпо
шини	гуми
шини	гумите
шини	автобусът
шини	автобус
шини	бус
передумови	предпоставки
захисники	защитници
захисники	пазители
переробка	рециклиране
переробка	рециклирането
дане	дейн
житель	гражданин
брокгауза	ефрон
демократичний	демократично
демократичний	демократичен
демократичний	демократични
демократичний	демократична
демократичний	демократ
погіршення	влошаване
сирія	сирия
індіана	индиана
боже	господ
боже	бог
прикрашені	украсени
ситуаціях	ситуации
ситуаціях	ситуациите
зараження	заразена
зараження	инфектирани
зараження	заразен
зараження	заразени
захисників	защитниците
захисників	защитници
форд	форд
фірмі	твърда
фірмі	фирма
фірмі	твърдо
фірмі	твърд
юхимович	распутин
лід	води
лід	олово
лід	айс
лід	лед
соціалістів	социалистите
соціалістів	социалисти
дунай	дунав
демо	демо
прибрати	чисто
прибрати	чист
прибрати	чисти
прибрати	чиста
прибрати	премахнете
прибрати	премахване
прибрати	махнете
палаті	уорд
нагірно	нагорни
темний	тъмна
темний	тъмно
темний	тъмен
мусульмани	мюсюлманин
мусульмани	мюсюлмански
мусульмани	мюсюлмани
мусульмани	мюсюлманска
мусульмани	мюсюлманите
мусульмани	мюсюлмани
видобування	извличане
видобування	екстракция
видобування	изкормвача
облога	обсада
ходів	ходове
ходів	движения
ніколас	николас
ніколас	никълъс
брами	гейтс
брами	порти
брами	портите
уфа	уфа
баррі	бари
лувр	лувъра
фішер	фишер
фішер	фишър
фішер	фишер
фішер	фишър
додаткова	допълнителни
додаткова	допълнително
додаткова	екстра
припинено	прекъснато
казані	казан
претендентів	изявления
гарно	хубав
гарно	хубава
гарно	хубаво
гарно	мило
перетворено	превърнати
перетворено	преобразуван
геологічних	геоложки
перекласти	преведа
перекласти	преведете
корі	кори
корі	кори
трудові	труд
поставлені	постижения
груди	гърди
груди	гърдите
груди	гърди
груди	гърдата
груди	гръд
груди	гърда
допоміжні	асистентите
допоміжні	асистенти
допоміжні	сътрудници
допоміжні	помощници
вченим	учен
птаха	птиче
птаха	бърд
птаха	птичка
птаха	птица
стадія	стадий
стадія	сцена
стадія	етап
стадія	сцената
повідомили	информирани
повідомили	информиран
повідомили	информирана
ззовні	външно
ззовні	отвън
ззовні	навън
пояснив	обяснено
автоматична	автоматична
автоматична	автоматични
автоматична	автоматично
автоматична	автоматичен
партизани	партизаните
партизани	партизани
партизани	партизаните
партизани	партизани
партизани	партизаните
партизани	партизани
отвори	дупките
отвори	дупки
сухі	суха
сухі	сухи
сухі	сухо
сухі	сух
поповнення	заместители
поповнення	заместници
поповнення	войски
поповнення	военнослужещи
поповнення	войска
поповнення	войници
розіграш	томбола
розіграш	раздаване
розіграш	издаване
жива	живи
жива	жива
жива	жив
фасо	фасо
фізично	физически
дивитися	гледай
дивитися	гледайте
дивитися	гледане
дивитися	гледам
ставлять	порода
жанна	жан
жанна	жана
таємниця	мистерия
таємниця	мистерията
таємниця	загадка
таємниця	секретно
таємниця	тайна
таємниця	таен
таємниця	тайната
таємниця	тайно
таємниця	секретност
творців	създателите
творців	създатели
застосувати	прилага
застосувати	прилагане
печер	пещери
прогнозування	прогнозиране
істини	истини
коротко	накратко
коротко	кратко
коротко	кратка
вагон	комби
вагон	каруцата
вагон	каруца
вагон	фургон
тяжко	трудно
тяжко	силно
тяжко	здраво
тяжко	твърдо
тяжко	твърд
нагляду	надзор
ректора	ректор
описи	описанията
описи	описания
куб	куб
куб	куба
напали	атакуван
напали	атакувани
напали	нападната
напали	нападнат
універсальний	обединена
універсальний	единна
універсальний	обединен
універсальний	универсален
універсальний	универсално
універсальний	универсална
універсальний	универсални
подивитися	видя
подивитися	вижте
подивитися	виж
подивитися	гледай
подивитися	гледайте
подивитися	виж
процесори	процесори
очікується	очаквано
очікується	очаквани
очікується	очакван
очікується	очаквана
матвій	матю
матвій	матей
членство	членството
членство	членство
оригінальне	оригинални
оригінальне	оригинал
оригінальне	оригинално
оригінальне	оригинална
оригінальне	оригинален
звернутися	консултация
повітряна	въздушно
повітряна	антена
повітряна	air
повітряна	въздуха
повітряна	въздушно
повітряна	въздушен
повітряна	въздух
подають	служил
подають	служи
подають	сервира
ірак	ирак
гомер	хомър
гомер	омир
гомер	хоумър
орда	орда
смирнов	смирнов
степ	степ
пострілів	изстрели
тінь	сенки
тінь	сянката
тінь	сянка
переглянути	разглеждане
переглянути	преглед
переглянути	преразглеждане
переглянути	видя
переглянути	вижте
переглянути	виж
переглянути	изглед
переглянути	гледка
переглянути	оглед
переглянути	преглед
антологія	антология
інтенсивність	интензитет
інтенсивність	интензивност
інтенсивність	сила
інтенсивність	мощ
інтенсивність	якост
поклав	депозирани
християни	кристиан
християни	кристиян
християни	крисчън
християни	християнин
християни	християните
християни	християни
паша	паша
викрадення	отвличане
викрадення	отвличания
сусідів	съквартиранти
горами	купища
олівер	оливър
фундамент	основи
фундамент	фондация
фундамент	основа
окреме	отделни
окреме	разделени
окреме	отделно
окреме	отделна
окреме	отделен
окреме	отделени
нагляд	надзор
ходити	разходка
ходити	вървя
ходити	ходене
заборонені	забранено
заборонені	забранени
заборонені	забранен
заборонені	забранена
хоккайдо	хокайдо
волтер	уолтър
волтер	валтер
орест	орест
ключі	клавиши
ключі	ключове
ключі	ключовете
ключі	жетони
салоні	бунгало
салоні	хижа
салоні	каюта
салоні	кабина
салоні	колиба
салоні	хижата
землеробство	земеделието
землеробство	земеделие
бак	бък
бак	бак
самка	женско
самка	жена
самка	женски
самка	женска
таблиць	таблици
таблиць	маси
гарольд	харолд
гарольд	харълд
турин	торино
скрізь	навсякъде
приєднатися	присъединяване
меблі	мебели
меблі	обзавеждане
меблі	мебел
відзначено	указва
платон	платон
грудей	гърди
грудей	гърдата
грудей	гръд
грудей	гърда
збережені	спасена
збережені	спасен
збережені	спасени
сенатор	сенатор
гітари	хармоници
буш	буш
буш	храст
глибокий	дълбока
глибокий	дълбок
глибокий	дълбоки
глибокий	дълбоко
просте	прост
просте	прости
просте	проста
просте	простичко
хутро	козина
хутро	козината
хутро	кожи
зареєстрований	регистриран
зареєстрований	регистрирана
зареєстрований	регистрирано
зареєстрований	регистрирани
іванова	иванова
чеської	чешки
чеської	чешката
чеської	чешка
дано	дадени
дано	дадена
дано	дадено
посадку	кацане
посадку	приземяване
посадку	разтоварване
посадку	приземяването
поліпшити	забележимо
поліпшити	забележим
скандал	скандали
скандал	скандално
скандал	скандал
скандал	скандали
арабські	арабски
арабські	арабска
кей	кей
реп	представител
реп	рап
подальшим	обезопасяване
астронавти	астронавтите
астронавти	астронавти
обеліск	обелиск
збирає	събира
збирає	колекционира
збирає	изгражда
референдум	референдум
патент	патент
супер	super
супер	супер
аматорів	аматьори
їсти	ям
їсти	ядене
їсти	яде
їсти	яжте
їсти	яж
їсти	ям
відправлення	отпътуване
відправлення	заминаване
відправлення	тръгване
відправлення	заминаващи
зручності	удобство
прихід	пристигането
прихід	пристигане
строго	строго
строго	стриктно
чверть	четвърт
чверть	тримесечие
протест	възражение
протест	протест
фермі	ферми
інтенсивно	интензивни
інтенсивно	интензивна
інтенсивно	напрегнато
інтенсивно	интензивен
інтенсивно	интензивно
меню	меню
меню	менюто
меню	менюта
брюссель	брюксел
забезпечувати	адекватно
яйце	яйцето
яйце	яйца
яйце	яйце
боснія	босна
турецькі	турчин
турецькі	турско
турецькі	турски
турецькі	турска
побачила	трион
побачила	видях
складна	трудно
складна	силно
складна	здраво
складна	твърдо
складна	твърд
владимир	владимир
сир	сирена
сир	кашкавал
сир	сирене
трилер	трилър
путіна	путин
півфіналі	полуфиналите
всесвітньо	прочут
сніг	сняг
сніг	снежна
необхідним	необходимо
необхідним	необходими
необхідним	необходима
мануель	мануел
дейв	дейв
візит	посетете
візит	визита
візит	посещение
чинний	валидна
чинний	валидни
чинний	валиден
чинний	валидно
чинний	валидност
напої	напитка
напої	пийте
напої	пий
напої	питие
напої	напитки
напої	напитки
напої	пие
напої	питиета
куль	куршумите
куль	патрони
куль	куршуми
співає	пее
співає	пеенето
співає	пея
співає	пее
співає	пеене
співає	пеейки
діалектів	диалекти
альфонсо	алфонсо
альфонсо	алфонс
класичні	класик
класичні	класическо
класичні	класическа
класичні	класика
класичні	класически
картах	картите
картах	карти
грант	субсидия
грант	грант
співав	санг
фінансова	финансов
фінансова	финансова
фінансова	финансово
фінансова	финансови
жук	бръмбар
надані	предоставено
надані	предоставен
надані	предоставени
надані	осигурени
надані	предоставена
ведмідь	мечок
ведмідь	беър
ведмідь	мече
ведмідь	мечо
ведмідь	мечка
сьомий	седмо
сьомий	седма
сьомий	седми
протока	пролива
імператриця	императрицата
імператриця	императрица
контролює	контроли
контролює	контрол
контролює	управление
ісландія	исландия
компаніями	дружества
компаніями	фирми
компаніями	компании
вітри	ветровете
вітри	ветрове
безперервно	многократно
безперервно	неколкократно
анджей	анджей
вдова	вдовицата
вдова	вдовица
кан	канг
кан	kahn
кан	кан
кан	кан
ботаніка	ботаника
надійності	надеждност
грін	грийн
фрази	фрази
символіка	символика
суха	суха
суха	сухи
суха	сухо
суха	сух
гая	гея
гая	гая
розрахунків	селища
негативний	отрицателен
негативний	отрицателно
негативний	отрицателни
негативний	отрицателна
вказівки	насоки
вказівки	насоки
вказівки	инструкция
вказівки	инструкции
вказівки	указания
готується	подготвя
здобич	плячка
благодійний	милосърдие
благодійний	благотворителност
благодійний	милостиня
руб	руб
цезар	цезар
географ	географ
теннессі	тенеси
ханство	ханство
боббі	боби
організовані	организиран
організовані	организирана
організовані	организирано
організовані	организирани
номера	преброени
номера	брой
номера	число
номера	номер
озброєні	въоръжен
озброєні	въоръжени
озброєні	въоръжена
анголи	ангола
приймав	работник
приймав	служител
приймав	служителка
вінсент	винсънт
вінсент	венсан
вінсент	винсент
графи	графики
нікола	никола
нікола	никола
традиційне	традиционно
традиційне	традиционен
традиційне	традиционна
традиційне	традиционни
підземний	подземен
підземний	подземно
підземний	подземни
голосувати	гласувайте
голосувати	вот
голосувати	гласуване
екологічний	екологично
екологічний	екологичен
екологічний	екологични
екологічний	екологична
екологічний	мелез
домашній	дом
домашній	домашен
домашній	вкъщи
домашній	домашно
домашній	домашен
домашній	домашна
різноманіття	разнообразие
різноманіття	многообразие
кримінальний	престъпник
кримінальний	престъпно
запиту	питане
запиту	справка
запиту	запитване
соціальне	социално
соціальне	социален
соціальне	социални
соціальне	социална
будує	изгражда
буддизм	будизма
описати	опиша
описати	описвам
описати	опишете
вихідного	произход
практичні	практично
практичні	практичен
практичні	практически
практичні	практическо
практичні	практична
палермо	палермо
готовність	готови
готовність	готовността
готовність	готовност
узбекистан	узбекистан
залишиться	остава
черепа	черепът
черепа	череп
черепа	черепа
геометрія	геометрията
геометрія	геометрия
учасникам	участниците
учасникам	участници
вихідних	уикендите
християнська	кристиан
християнська	кристиян
християнська	крисчън
християнська	християнин
справжня	истинско
справжня	реал
справжня	истинска
справжня	реално
справжня	истински
ледве	едвам
ледве	едва
прогресу	напредък
шум	шум
базиліка	базиликата
віа	виа
віа	via
віа	чрез
релігій	религии
гальмування	спиране
конвенція	конвенция
конвенція	конгрес
насадження	храсти
архіпелаг	архипелаг
прорив	пробив
маркетинг	маркетинг
джоан	джоан
джоан	джоун
джекі	джаки
інвестиції	инвестиции
інвестиції	инвестиране
інвестиції	инвестиции
інвестиції	инвестиция
альберто	алберто
муніципальний	общински
муніципальний	общинска
футів	крака
футів	краката
футів	крачета
буріння	дрил
буріння	учение
складів	срички
пейзажі	пейзажи
рекорди	архиви
рекорди	плочи
рекорди	записи
рекорди	регистри
дикі	диво
дикі	дивак
дикі	диви
дикі	дива
дикі	див
підвіски	висулки
нести	носи
нести	носене
їжа	храни
їжа	храна
пристосування	персонализиране
білгород	белгород
християнський	кристиан
християнський	кристиян
християнський	крисчън
християнський	християнин
морально	морално
морально	социално
чеська	чешки
чеська	чешката
чеська	чешка
показані	показано
показані	показан
показані	показани
показані	показано
думав	мисъл
громадське	публично
громадське	публични
громадське	публична
громадське	обществено
громадське	публичен
громадське	обществени
гарний	красавец
гарний	красив
перевал	пропуск
перевал	мине
перевал	пас
перевал	преминаване
білок	протеини
білок	протеин
білок	белтък
гвинтівка	пушка
гвинтівка	карабина
бергамо	бергамо
юнацтва	младежта
юнацтва	младост
юнацтва	младеж
юнацтва	младостта
юнацтва	младежи
злочинців	престъпници
злочинців	престъпниците
вопросы	въпроси
рідина	течност
рідина	течни
рідина	течна
рідина	течност
рідина	течно
рідина	течен
натхнення	вдъхновението
натхнення	вдъхновение
репутацію	репутация
репутацію	репутацията
чимось	нещо
надійність	надеждност
надійність	доверен
джеррі	гери
джеррі	джери
джеррі	джери
грузинська	грузински
знімати	снимам
знімати	снимането
знімати	снимаш
знімати	снимане
випадкових	случайна
випадкових	случайни
випадкових	случаен
випадкових	произволно
спинний	гръбначна
персональний	лично
персональний	личен
персональний	лична
персональний	лични
персональний	персонален
командири	началниците
командири	началници
землетрус	земетресения
землетрус	земетресението
землетрус	земетресение
богу	господ
богу	бог
невідоме	непозната
невідоме	неизвестен
невідоме	неизвестни
невідоме	неизвестно
невідоме	непознат
невідоме	неизвестна
регулярний	редовно
регулярний	редовен
регулярний	редовни
регулярний	редовна
покращити	подобри
покращити	подобряване
робітника	работник
робітника	служител
робітника	служителка
мюллер	мюлер
мюллер	мюлер
мюллер	мюлер
рой	рой
лампи	светлини
лампи	лампи
лампи	фарове
еріка	ерика
еріка	ерика
клієнта	клиент
допомогли	помогнал
медики	медик
запах	мирис
запах	миризма
запах	аромат
запах	ухание
запах	миризма
запах	миризма
