die	на
gou	набрзо
gesterf	почина
gesterf	умре
gesterf	умрел
gesterf	починал
gesterf	умрела
baan	трака
baan	патека
baan	песна
anglo	англо
vryheid	слободата
vryheid	слобода
vryheid	либерти
vryheid	слобода
anc	анк
last	последно
last	последни
last	последен
last	последна
last	последниот
slawiese	словенскиот
slawiese	словенски
samewerking	соработка
samewerking	соработка
argentinië	аргентина
skilder	сликарство
skilder	сликање
skilder	слика
stedelike	урбан
stedelike	урбана
stedelike	урбано
stedelike	урбани
produksie	продукција
produksie	производство
sondag	недела
messier	месје
geheel	цела
geheel	целина
geheel	севкупноста
brief	писмо
brief	буква
viii	viii
woordeboek	речник
ton	тон
nes	гнездо
geslaag	донесен
geslaag	помина
spaans	шпански
spaans	шпанско
spaans	шпанска
samelewing	општество
samelewing	заедница
huise	домови
huise	живеалишта
huise	куќи
pierre	пјер
midde	средина
midde	среден
midde	средината
aangekondig	прогласи
aangekondig	прогласена
aangekondig	прогласен
aangekondig	најави
aangekondig	најавена
publiek	јавно
publiek	јавни
publiek	јавен
publiek	јавна
publiek	јавност
publiek	public
turkye	мисирка
turkye	турција
godsdiens	религија
era	ера
golf	бран
golf	wave
golf	бранови
golf	веат
natuurlik	курс
omstandighede	околност
omstandighede	околности
omstandighede	околности
mooi	преубави
mooi	убави
mooi	убава
mooi	преубава
mooi	прекрасни
mooi	pretty
geboorte	раѓање
geboorte	раѓањето
oorleef	преживеа
oorleef	преживее
oorleef	преживуваат
oorleef	преживува
predikante	свештенство
predikante	свештенството
direk	direct
direk	директни
direk	директна
direk	директен
verwant	поврзани
verwant	поврзано
redakteur	уредник
redakteur	уредувач
gregorius	григориј
gregorius	грегори
gregorius	грегориј
ontdekking	откритие
ontdekking	откривање
geleidelik	прогресивно
wilhelm	вилхелм
soortgelyk	слична
soortgelyk	слични
bietjie	мала
bietjie	мал
bietjie	литл
bietjie	мали
bietjie	малку
bietjie	мало
amsterdam	амстердам
kaptein	капетанот
kaptein	капетане
kaptein	капетан
verwysings	упатува
verwysings	референци
verwysings	препораки
voorstad	предградие
siekte	заболување
siekte	болест
siekte	болести
siekte	болест
bywoning	посетеност
bywoning	присуство
professionele	професионална
professionele	професионален
professionele	професионални
professionele	професионално
professionele	professional
professionele	професионалец
onderskeidelik	односно
mediese	медицински
uitvoerende	извршно
uitvoerende	извршен
uitvoerende	извршна
getrou	женет
getrou	омажена
getrou	мажена
getrou	венчани
getrou	оженет
stuk	делче
stuk	парче
kolonies	колонизација
toegang	пристапот
toegang	пристап
suidoos	југоисточен
suidoos	југоисточно
suidoos	југоисток
suidoos	југоисточна
hof	суд
hof	судница
hof	суд
phil	фил
bank	банка
teken	привлече
teken	нацртај
teken	потпишете
teken	знак
skaars	одвај
skaars	едвај
skaars	ретки
skaars	реткост
skaars	ретко
skaars	редок
skaars	ретка
ooit	некогаш
ooit	некад
gedra	пренесена
gedra	носена
gesag	авторитет
gesag	власт
gesag	овластувања
gesag	управа
ensiklopedie	енциклопедија
ierse	ирско
ierse	ирци
ierse	ирски
ierse	ирец
suster	sister
suster	сестра
andré	андре
myl	мајлс
myl	милји
myl	km
myl	милја
myl	mile
myl	миле
eens	еднаш
gebeure	настани
tegnologie	технологија
verby	пошироко
verby	донесен
verby	помина
mitologie	митологија
christus	христос
christus	христа
portugal	португалија
toekenning	награда
afsonderlike	одделни
afsonderlike	одделно
afsonderlike	одвоени
vliegtuig	авионски
vliegtuig	авион
vliegtuig	авионски
vliegtuig	авион
vliegtuig	летала
vliegtuig	авионски
gauteng	гаутенг
gode	олимпијци
minste	најмалку
frederik	фредерик
frederik	фредерик
genaamd	именуван
genaamd	именувана
genaamd	именувани
onderkant	дното
onderkant	долен
onderkant	дно
vas	фирма
manlike	машко
manlike	машки
toegeneem	зголемени
toegeneem	зголемена
toegeneem	зголемено
toegeneem	зголемен
mars	марс
hande	раце
hande	рацете
kompetisie	конкуренција
kompetisie	конкурс
kompetisie	натпреварување
kompetisie	натпревар
kompetisie	натпревар
privaat	приватно
privaat	приватно
privaat	приватен
privaat	приватна
privaat	приватни
dialekte	дијалекти
aktief	придавка
aktief	активни
aktief	активно
aktief	активна
aktief	активен
aktief	активности
abraham	абрахам
abraham	аврам
partye	партиите
partye	партии
partye	забави
spyte	инает
dinge	работи
dinge	нешта
benedictus	бенедикт
eindig	завршува
tegniese	технички
tegniese	техничко
nag	вечер
nag	нок
nag	ноќ
nag	night
karakters	ликови
karakters	карактери
karakters	знаци
hans	ханс
bedek	обложена
bedek	навлаки
bedek	покрива
koue	студ
koue	ладно
koue	ладна
koue	студено
koue	студена
graaf	граф
argitektuur	архитектурата
argitektuur	архитектура
via	виа
via	преку
via	via
metode	методот
metode	метод
metode	метода
frank	франк
frank	френк
bespreek	книга
bespreek	разговараат
bespreek	резерва
bespreek	резерват
ben	ben
ben	бен
redes	причини
eenhede	единици
droë	сува
droë	хемиско
droë	суво
droë	сув
droë	исуши
bestudeer	изучување
bestudeer	студијата
bestudeer	проучување
bestudeer	студија
beset	окупирана
beset	окупирани
beset	зафатено
olie	нафта
olie	масло
spelers	играчи
twaalf	twelve
twaalf	дванаесет
sekretaris	секретар
sekretaris	секретарка
federasie	федерација
federasie	федерацијата
stof	прав
stof	прашина
kommersiële	комерцијално
kommersiële	комерцијален
kommersiële	реклама
kommersiële	комерцијални
kommersiële	комерцијална
primêre	примарна
primêre	примарно
primêre	примарен
jode	евреите
jode	евреи
persiese	персиска
persiese	персиски
helder	светло
helder	светли
helder	светла
rio	рио
dam	браната
dam	брана
toekoms	иднина
boonste	горна
boonste	горен
grootliks	значително
duisende	илјадници
polisie	полицијата
polisie	полиција
geslag	половите
geslag	полови
geslag	пол
geslag	полот
geslag	секс
graf	гробот
graf	гроб
besoekers	посетители
air	воздух
air	ер
air	air
item	елемент
item	предмет
item	ставка
volwasse	зрел
volwasse	зрела
volwasse	зрело
volwasse	зрели
kies	селектирај
kies	одбери
kies	изберете
kies	избирање
kies	избери
duitsers	германци
duitsers	германците
korea	кореа
korea	кореја
basiese	основи
basiese	основно
basiese	основни
basiese	башиќ
basiese	основна
basiese	основен
basiese	основните
benodig	треба
benodig	потреба
benodig	потребна
benodig	потребно
benodig	потребни
benodig	задолжително
broers	браќа
komponis	композитор
kunstenaar	изведувач
kunstenaar	уметник
germaanse	германските
vermoë	способност
mond	уста
mond	устата
unesco	унеско
united	соединети
united	јунајтед
united	обединета
united	обединето
united	обединети
paulus	пол
paulus	паул
paulus	павле
house	куќа
house	хаус
gesondheid	здравје
leerders	ученици
geskiedkundige	историски
geskiedkundige	историско
geskiedkundige	историска
aktiwiteite	активности
aktiwiteite	настани
aktiwiteite	настан
aktiwiteite	настанот
konflik	конфликт
gemeenskaplike	обичен
gemeenskaplike	заедничка
gemeenskaplike	заеднички
gemeenskaplike	вообичаено
gemeenskaplike	општо
inkomste	приход
inkomste	приходи
inkomste	примања
inkomste	приход
inkomste	приходи
hulself	самите
ligte	светлината
ligte	светол
ligte	светло
ligte	светлина
ligte	светлост
ligte	благо
dirk	дирк
erfenis	наследство
andries	андреас
mosambiek	мозамбик
bladsye	страници
heelal	вселена
heelal	универзум
verdwyn	исчезне
verdwyn	исчезнат
verdwyn	исчезнуваат
geskei	разделени
geskei	одвоено
geskei	одделени
geskei	разведена
geskei	разведен
geskei	разведени
hoek	агол
blomme	цвеќе
blomme	цвеќиња
blomme	цветови
tuiste	живите
tuiste	живеејќи
tuiste	живеење
johann	јохан
verwante	поврзани
verwante	поврзано
sport	sport
sport	спорт
sport	спортови
sport	спортски
sport	спорт
selfstandige	независни
selfstandige	независна
selfstandige	независен
selfstandige	независно
onderneming	корпорација
onderneming	претпријатие
onderneming	ентерпрајс
tempel	храмот
tempel	темпл
tempel	храм
beroemde	славните
twintig	twenty
twintig	дваесет
berig	расказ
berig	сторија
berig	приказна
ford	форд
ford	ford
jongste	последно
jongste	последни
jongste	последен
jongste	последна
jongste	последниот
jongste	најнови
jongste	најнова
jongste	најново
berge	планини
literatuur	литература
literatuur	книжевност
lange	ланг
saamgesmelt	растопи
tabel	табела
tabel	маса
speler	играчот
speler	играч
kommunistiese	комунистичка
kommunistiese	комунистички
kommunistiese	комунист
daniel	даниел
sokkerspeler	фудбалерот
sokkerspeler	фудбалер
prent	слика
prent	слика
prent	природа
prent	природата
vraag	прашање
sterrebeeld	соѕвездие
eric	ерик
eric	eric
voel	почувствувам
voel	осети
voel	чувствува
voel	чуство
voel	чувство
optrede	однесувања
optrede	однесување
blad	страница
blad	страницата
outonome	автономни
outonome	автономен
outonome	автономна
letters	букви
letters	писма
reaksie	реакција
opvoedkundige	образовна
opvoedkundige	образовен
opvoedkundige	образовни
opvoedkundige	едукативна
vliegtuie	летала
vliegtuie	авионски
effens	одвај
effens	едвај
vaste	конзервирана
vaste	здрвен
fokus	фокус
fokus	фокусирање
been	коска
geklassifiseer	доверливи
geklassifiseer	класифицирани
geklassifiseer	доверливо
reëls	правила
reëls	линии
geweier	одбиена
geweier	одби
verduidelik	објасни
teater	театар
teater	театар
jacques	жак
besef	внимавајќи
gevaar	опасност
kroon	круна
ingestel	излечен
ingestel	излечил
ingestel	воведена
ingestel	воведен
ingestel	воведе
ingestel	воведени
finland	финска
mee	со
altesaam	за
presies	точно
presies	точна
presies	точната
beplan	планирана
beplan	планирани
beplan	планирано
beplan	планирале
beplan	планиран
beplan	планираното
carl	карл
produk	продукт
produk	производ
gewig	тежина
vallei	долината
vallei	долина
vallei	котлина
hede	сегашност
hede	сегашна
hede	поклон
hede	присутни
hede	претстави
hede	подарок
nader	поблиски
nader	поблиску
enjin	моторот
enjin	мотор
adam	адам
oom	вујко
oom	тетин
oom	чичко
oom	вујче
oom	чичо
klank	звук
profiel	профил
profiel	профилот
bygedra	придонесоа
sosialistiese	социјалистичка
sosialistiese	социјалист
sosialistiese	социјалистичко
sosialistiese	социјалистички
taak	задача
taak	задачата
mere	езера
ondersteuning	подршка
ondersteuning	поддршка
ondersteuning	support
aansienlik	значително
administrasie	администрација
minute	минути
oprigting	изградбата
oprigting	градба
oprigting	градење
oprigting	градежништво
oprigting	конструкција
oprigting	изградба
biblioteek	библиотека
kandidaat	кандидатот
kandidaat	кандидатка
kandidaat	кандидат
suksesvolle	успешните
suksesvolle	успешни
suksesvolle	успешно
suksesvolle	успешна
suksesvolle	успешен
toepassing	апликацијата
toepassing	примена
toepassing	апликација
toepassing	апликацијата
toepassing	апликација
toegepas	применет
toegepas	применети
toegepas	применета
versterk	зајакнат
versterk	зајакнување
versterk	зајакне
eet	јадење
eet	јаде
straat	улични
straat	улица
straat	уличен
motors	автомобили
motors	автомобилите
motors	автомобили
motors	коли
litause	литванскиот
angola	ангола
angola	монголија
parameter	параметар
christiaan	христијански
christiaan	кристијан
christiaan	христијан
christiaan	христијани
christiaan	христијанин
maatskaplike	социјална
maatskaplike	социјално
maatskaplike	општествени
suiwer	чисто
suiwer	чист
suiwer	чиста
getoon	искажано
getoon	изрази
getoon	изразено
getoon	изразена
getoon	изразил
wikimedia	викимедија
sesde	шестмина
sesde	six
sesde	шест
oxford	оксфорд
hongarye	унгарија
getref	удри
getref	погодена
getref	хит
getref	погодени
temperature	температури
washington	вашингтон
kat	кет
kat	мачка
kat	мачор
ere	чест
ere	честа
vereis	потребна
vereis	потребно
vereis	потребни
vereis	задолжително
hout	дрво
hout	дрва
skerp	остро
skerp	шарп
skerp	остра
skerp	остар
skerp	остри
sydney	сиднеј
stroom	храни
stroom	довод
stroom	тек
stroom	поток
stroom	проток
stroom	stream
dier	животинско
dier	животно
dier	животински
rig	поттикне
rig	direct
rig	директни
rig	директна
rig	директен
vry	слободни
vry	бесплатно
vry	слободно
vry	слободна
vry	слободен
wiskundige	математички
wiskundige	математичка
arabies	арапски
uitgebeeld	илустрирани
vervaardiger	продуцент
vervaardiger	производител
vervaardiger	производител
vervaardiger	произведувач
wette	законите
wette	закони
kritiek	критичен
kritiek	критично
kritiek	критична
kritiek	критични
letter	писмо
letter	буква
alfred	алфред
deelstate	државите
deelstate	држави
boer	џек
boer	jack
onderrig	образование
onderrig	едукација
harry	хари
harry	хери
voordeel	предност
voordeel	корист
verskille	разлики
gees	gees
gees	дух
toets	тест
toets	тестирања
toets	тестирање
tropiese	тропски
tropiese	тропска
kontak	контакт
aangepas	сопствено
aangepas	сопствени
vriende	пријатели
oorsese	прекуокеански
union	синдикат
union	унија
union	union
gelys	наведен
gelys	наведени
gelys	заведен
gelys	наведена
les	лес
les	лесли
les	лезли
jack	џек
jack	jack
tsaar	цар
burgerlike	граѓански
burgerlike	граѓанска
burgerlike	граѓанско
burgerlike	граѓанската
aanvalle	нападите
aanvalle	напади
font	фонт
botswana	боцвана
aangewend	применет
aangewend	применети
aangewend	применета
televisie	телевизија
gevoer	исклучен
gevoer	исклучени
gevoer	исклучена
gevoer	исклучено
dadelik	веднаш
dadelik	одма
maal	множење
omring	опкружена
omring	опкружени
omring	опколен
omring	опколени
omring	опкружен
wiskunde	математика
wiskunde	математиката
wiskunde	математика
wiskunde	математиката
onderteken	потпишете
onderteken	знак
voorganger	претходник
sending	мисија
sending	мисијата
american	американска
american	американски
american	американец
nelson	нелсон
verbied	негира
verbied	одрекува
verbied	негираат
marie	мари
islamitiese	исламски
islamitiese	исламска
wysig	измени
wysig	уредување
wysig	уреди
wysig	измени
wysig	промени
wysig	промена
wysig	смени
wysig	измени
oorloë	војни
hoogtepunt	осветли
hoogtepunt	истакне
kanaal	канал
kanaal	канал
vergelyk	спореди
vergelyk	споредете
vergelyk	споредуваат
maksimum	max
maksimum	макс
maksimum	максимална
maksimum	максимално
maksimum	максимален
maksimum	максимум
fisiese	физичко
fisiese	физичка
fisiese	физички
dokumente	docs
betref	загриженост
veldtog	кампања
hare	влакна
hare	коса
tekste	текстови
gehoor	публика
gehoor	слух
gehoor	сослушување
toeriste	туристичка
toeriste	турист
toeriste	туристички
toeriste	туристи
bynaam	надимак
bynaam	прекар
planne	планови
gedwing	принуден
gedwing	присилена
gedwing	присилени
gedwing	принудени
gedwing	присилен
joernalis	новинарка
joernalis	новинар
león	леон
werklikheid	реалност
werklikheid	стварност
werklikheid	реалноста
instituut	институт
gedefinieer	дефинирано
gedefinieer	дефинирана
gedefinieer	дефиниран
gedefinieer	дефинирани
direkte	direct
direkte	директни
direkte	директна
direkte	директен
naaste	најблиску
naaste	најблискиот
naaste	најблиска
naaste	најблизу
naaste	најблиска
naaste	најблиску
naaste	најблиските
naaste	најблиски
vervaardiging	производство
karl	карл
turkse	турска
turkse	турско
turkse	турски
turkse	турскиот
programme	апликации
programme	програми
programme	покажува
programme	емисии
programme	прикажува
tipies	типично
strand	плажа
strand	бич
strand	рено
strand	рино
gram	грама
gram	грам
nicolaas	николас
bewyse	докази
chili	чиле
beskerming	заштита
nommer	број
video	video
video	видео
gebruiker	кориснички
gebruiker	корисник
gebruiker	корисникот
voedsel	храна
prinses	принцезата
prinses	принцеза
passasiers	патници
passasiers	патник
ngc	глувци
ngc	ngc
brits	британски
brits	британска
brits	британскиот
lodewyk	луј
lodewyk	луис
stap	степ
stap	чекор
leiers	лидерски
leiers	раководство
leiers	лидерска
leiers	лидерство
leiers	водство
leiers	лидерите
leiers	лидери
leiers	водачи
angeles	анџелес
tuin	градината
tuin	градина
jonger	вработување
jonger	помладо
jonger	помлади
jonger	помлад
jonger	помлада
toestande	услови
industriële	индустриски
industriële	индустриско
industriële	индустриска
redelik	фер
redelik	саем
redelik	панаѓур
spoed	брзина
halfrond	хемисфера
friedrich	фридрих
bal	топка
bal	бал
bal	топката
bal	топче
aparte	одделни
aparte	одделно
aparte	одвоени
verkiesings	избори
belgiese	белгиски
belgiese	белгискиот
instellings	форматирање
sendeling	мисионер
hoeveelhede	дози
gemeenskappe	заедници
vreemde	неидентификуван
vreemde	неидентификувани
sing	пее
sing	пеам
sing	пеејќи
sing	пее
sing	пеат
sing	пеење
uitgebreide	проширена
uitgebreide	продолжени
uitgebreide	продолжена
uitgebreide	продолжено
uitgebreide	продолжен
miskien	можеби
rekord	рекорд
rekord	запис
suksesvol	успешните
suksesvol	успешни
suksesvol	успешно
suksesvol	успешна
suksesvol	успешен
suksesvol	успешно
suksesvol	успех
suksesvol	успеси
oekraïne	украина
permanente	траен
permanente	трајна
permanente	трајно
permanente	постојана
permanente	постојан
bande	врски
bande	вратоврски
stert	опашка
stert	опашката
stert	опаш
geldeenheid	валута
geldeenheid	валути
skade	повреда
skade	повреди
skildery	сликарство
skildery	сликање
skildery	слика
otto	ото
bedoel	наменето
bedoel	смислен
bedoel	наменета
bedoel	значеше
bedoel	наменето
bedoel	значи
begrip	разбирање
innocentius	невино
innocentius	невин
innocentius	невини
innocentius	невина
bekendheid	слава
encyclopaedia	енциклопедија
encyclopaedia	енциклопедијата
valign	valign
bydraes	придонеси
more	утре
more	сабајле
more	утро
more	утринска
more	утринско
more	утрински
pryse	цени
pryse	цени
beëindig	прекинат
beëindig	крај
als	сите
switserse	swiss
switserse	швајцарски
switserse	швајцарско
switserse	швајцарска
hoogs	top
hoogs	топ
hoogs	врвот
toekennings	награди
hang	бесење
hang	виси
konsep	нацртот
konsep	нацрт
fase	фаза
nabygeleë	близина
tradisioneel	традиционални
tradisioneel	традиционално
tradisioneel	традиционална
tradisioneel	традиционален
onderwerpe	теми
onderwerpe	темите
gedrag	однесување
gedrag	однесување
elektroniese	електронски
elektroniese	електронско
dankie	фала
dankie	благодарам
coastal	крајбрежни
coastal	приморски
coastal	крајбрежен
inval	инвазија
inval	рацијата
inval	рација
bisantynse	византиски
bisantynse	византиска
jupiter	јупитер
stasie	станица
parlementêre	парламентарни
parlementêre	парламентарно
parlementêre	парламентарна
parlementêre	парламентарен
sagteware	софтвер
apostoliese	апостолски
breek	пауза
breek	скрши
chicago	чикаго
chicago	chicago
kamer	просторија
kamer	соба
samesteller	композитор
verwag	очекувано
verwag	очекуван
verwag	очекува
verwag	очекувана
medalje	медал
verwoes	уништат
verwoes	уништи
matt	мет
matt	мат
eiers	јајца
plase	фарми
ondernemings	иницијативи
ondernemings	претпријатија
elaine	елејн
stephen	стивен
julle	вие
julle	ти
julle	тебе
julle	си
verwerp	отфрлен
verwerp	одбиен
verwerp	одбиена
verwerp	одбиено
verwerp	отфрли
verwerp	одбиена
verwerp	одби
digitale	дигитални
digitale	дигитална
digitale	дигитален
standbeeld	статуа
tak	огранок
tak	гранче
tak	гранка
tak	филијала
bloed	крв
kans	шанси
kans	шанса
antwoord	одговори
antwoord	одговор
roete	рута
spoorlyn	железничка
spoorlyn	железница
oorgedra	пренослива
oorgedra	пренесени
oorgedra	предадени
oorgedra	префрлени
finale	final
finale	финална
finale	конечен
finale	конечна
nasie	нација
effek	ефект
wentelbaan	орбита
wentelbaan	орбитата
gratis	слободни
gratis	бесплатно
gratis	слободно
gratis	слободна
gratis	слободен
del	делавер
heer	крал
heer	кинг
heer	кралот
konings	кралеви
konings	кралевите
goedgekeur	одобрено
goedgekeur	одобрен
goedgekeur	одобрени
goedgekeur	одобри
goedgekeur	одобрена
oplossing	раствор
oplossing	решение
nazi	нацистичка
nazi	нацистички
nazi	нацист
nazi	наци
onlangs	неодамна
grys	сив
grys	греј
grys	сиво
grys	сиви
grys	grad
grys	зрнесто
grys	сив
grys	сиво
grys	сива
grys	греј
grys	сиви
publikasies	публикации
grey	сив
grey	сиво
grey	сива
grey	греј
grey	сиви
samestelling	состав
fifa	фифа
anne	ен
anne	ане
uitsondering	исклучок
bene	коските
bene	коски
bene	bene
kongo	конго
hotel	hotel
hotel	хотел
bygevoeg	додадена
bygevoeg	додаде
bygevoeg	додадени
bygevoeg	додадено
bygevoeg	додаден
besonderhede	детали
aangeval	нападнати
aangeval	нападнат
aangeval	нападната
liberale	либерална
liberale	либерални
liberale	либерален
liberale	либерално
onderwyser	наставник
onderwyser	професорка
onderwyser	наставничка
onderwyser	учител
onderwyser	професор
bar	баварската
bar	бар
bar	bar
gelaat	лево
gelaat	лева
gelaat	левица
orrel	орган
orrel	органи
organisasies	организации
deursnee	дијаметар
weergawes	верзии
heidelberg	хајделберг
road	road
road	пат
cambridge	кембриџ
hill	брдо
hill	ридот
hill	hill
hill	хил
hill	рид
distrikte	окрузи
distrikte	области
holland	холандија
fees	фестивал
apartheid	апартхејд
onthou	помни
onthou	запомни
onthou	запамети
onthou	запомнете
toekomstige	иднина
goedere	стока
goedere	стоки
francois	франсоа
reël	владеење
reël	правило
wyd	широко
wyd	широка
wyd	широк
wyd	широки
dvd	dvd
dvd	двд
vriend	другарка
vriend	пријател
ervaar	искуство
jacob	jacob
jacob	јакоб
jacob	џејкоб
ingeneem	инфицирана
frankfurt	франкфурт
unieke	единствени
unieke	уникатни
unieke	уникатна
unieke	уникатно
unieke	уникатен
aand	вечер
aand	вечер
aand	нок
aand	ноќ
aand	night
hanteer	рачки
hanteer	рачка
hanteer	трпе
teenwoordig	сегашност
teenwoordig	сегашна
teenwoordig	поклон
teenwoordig	присутни
teenwoordig	претстави
teenwoordig	подарок
hoofkwartier	седиштето
hoofkwartier	штабови
hoofkwartier	штаб
walter	волтер
walter	валтер
indo	indo
situasie	ситуација
direkteur	режисер
direkteur	директор
opvoeding	образование
opvoeding	едукација
sigbaar	видливо
sigbaar	видлива
sigbaar	видлив
sigbaar	видливи
mpumalanga	мпумаланга
omstrede	контроверзна
omstrede	контроверзни
omstrede	контроверзниот
omstrede	контроверзен
omstrede	контроверзно
muur	ѕид
plat	рамен
plat	рамно
plat	дур
plat	рамни
plat	рамна
siektes	болести
siektes	заболувања
wyn	вино
stukke	парчиња
band	бенд
gewys	покажа
gewys	покажала
gewys	покажи
gewys	прикажи
toestemming	согласност
toestemming	согласноста
toestemming	дозвола
praktyk	вежбање
praktyk	пракса
praktyk	практика
pruise	прусија
farao	фараон
farao	фараонот
wapens	оружје
wapens	оружја
wapens	значки
saterdag	саботна
saterdag	сабота
definisie	дефиниција
cfg	cfg
rowspan	rowspan
moord	убиство
gedeeltelik	делумна
gedeeltelik	делумен
gedeeltelik	делумно
gedeeltelik	делумно
gevier	прославија
gevier	прославен
gevier	прослави
gevier	славеа
verlore	изгубено
verlore	изгубени
verlore	изгубена
verlore	загуби
verlore	изгубен
leeftyd	доживотно
verval	истекува
vaar	изведува
rekenaar	компјутер
ysland	исланд
ysland	шетланд
oorblywende	преостанати
oorblywende	преостанат
oorblywende	преостанатите
eienaar	сопственик
toer	тура
toer	турнеја
toer	тур
toer	обиколка
veranderinge	модификации
maatskappye	претпријатија
maatskappye	компании
fraser	фрејзер
mening	мислење
arm	арм
rhodes	родос
rhodes	роудс
landelike	рурален
landelike	рурална
landelike	рурални
landelike	руралните
hoort	припаѓа
hoort	припаѓаат
hoort	припаѓам
hamburg	хамбург
hamburg	hamburg
tekens	жетони
tekens	знаци
dialek	дијалект
haal	донеси
haal	преземи
beperkte	ограничено
beperkte	лимитирана
beperkte	ограничена
beperkte	ограничен
beperkte	ограничени
khan	хан
khan	кан
sjinees	кинески
joe	џо
joe	зоки
waarom	зошто
waarom	зашто
vinnige	брзо
vinnige	бргу
vinnige	брз
vinnige	брзи
romeine	римјани
romeine	римјаните
waardes	маси
waardes	масите
waardes	вредности
sterrestelsel	галаксијата
sterrestelsel	галаксија
sterrestelsel	galaxy
konstantinopel	цариград
konstantinopel	цариградски
konstantinopel	константинопол
behandeling	третман
behandeling	лекување
uitspraak	изговор
uitspraak	изговорот
hugo	хуго
kode	шифра
kode	код
negatiewe	негативно
negatiewe	негативен
negatiewe	негативна
negatiewe	негатив
negatiewe	негативни
spesifiek	специфична
spesifiek	специфично
spesifiek	специфични
spesifiek	конкретни
spesifiek	специфичен
spesifiek	одредено
santa	санта
bottom	дното
bottom	долен
bottom	дно
onmiddellik	веднаш
onmiddellik	одма
ddr	ddr
ddr	gdr
hollandse	дач
hollandse	холандска
hollandse	холандскиот
hollandse	холандски
aloe	алое
war	варајски
simon	simon
simon	сајмон
simon	симон
don	дон
beker	чашка
beker	куп
beker	шолја
beker	пехар
arthur	артур
sterrestelsels	галаксии
münchen	минхен
eduard	едвард
yster	железно
yster	железото
yster	пегла
yster	железо
giovanni	џовани
zambië	замбија
spelling	правописот
spelling	правопис
spelling	разделување
prente	images
prente	слики
prente	слики
aangekom	пристигнаа
aangekom	пристигнал
aangekom	пристигна
argeologiese	археолошко
argeologiese	археолошки
vlieg	мува
vlieg	летај
vlieg	летаат
vlieg	лета
honderd	стотка
honderd	hundred
honderd	стотици
honderd	сто
honderd	стотина
skuld	должен
skuld	должник
skuld	должам
skuld	должат
skuld	долг
skuld	задолжување
skuld	долгови
skuld	вина
skuld	вината
skuld	штит
parameters	параметри
gereelde	редовна
gereelde	регуларен
gereelde	регуларно
gereelde	редовни
gereelde	редовен
gereelde	регуларни
aus	aus
aksie	извршување
aksie	извршувањето
aksie	егзекуција
aksie	погубување
suurstof	кислород
newel	маглина
werkers	работниците
werkers	работници
tradisies	традиции
tradisies	традициите
wenner	добитник
wenner	победничка
wenner	победникот
wenner	победник
samuel	самуил
samuel	семјуел
samuel	самоил
samuel	самуел
pietermaritzburg	питермарицбург
kenmerke	карактеристики
variant	варијанта
beskawing	цивилизација
wenners	добитниците
wenners	добитници
wenners	победниците
wenners	победници
wind	ветер
wind	ветерот
wind	ветрот
wind	ветар
verlies	губење
verlies	губиток
verlies	загуба
limpopo	лимпопо
projekte	проекти
universiteite	универзитети
wladimir	владимир
wladimir	vladimir
christene	христијански
christene	кристијан
christene	христијан
christene	христијани
christene	христијанин
testament	завет
testament	тестамент
rang	ранг
rang	ранк
rang	чин
bygewoon	присуствувале
bygewoon	присуствувал
bygewoon	присуствуваа
bygewoon	присуствува
bygewoon	присуствуваат
bedreig	загрозени
bedreig	загрозено
bedreig	загрозена
bedreig	загрозен
harris	харис
harris	херис
sangeres	пејачка
sangeres	пеач
sangeres	пејач
sangeres	сингер
presiese	прецизна
presiese	прецизен
presiese	точна
presiese	точната
pragtige	прекрасни
rock	рок
rock	камен
rock	карпа
gert	герт
stephanus	stephanus
paaie	патишта
paaie	патеки
kommentaar	функција
kommentaar	коментар
kommentaar	коментирање
kommentaar	команда
kommentaar	наредба
kommentaar	содржина
kommentaar	содржини
athene	атина
athene	aтина
athene	атина
athene	атена
voorste	водечки
leeu	лав
leeu	лео
leeu	лав
insekte	инсекти
insekte	инсектите
johanna	џоан
hervormde	реформираната
obj	obj
hoor	слух
hoor	сослушување
may	мајски
may	мај
vuur	оган
vuur	пожар
gevolge	последиците
gevolge	последици
scott	скот
mary	мери
gemeet	измери
gemeet	мерат
storie	ролна
alternatiewe	алтернатива
alternatiewe	алтернативен
alternatiewe	алтернативна
alternatiewe	алтернативи
vleis	месо
kere	пати
stuart	стјуарт
golden	златно
golden	златни
golden	златна
golden	златен
aangehou	приведен
aangehou	притворени
aangehou	задржан
aangehou	приведени
toernooi	турнир
duisend	илјада
duisend	илјадници
duisend	илјади
boodskap	пораката
boodskap	порака
georgië	грузија
georgië	џорџија
waterstof	хидроген
beginsel	начело
beginsel	принцип
leidende	водечки
eugene	еуген
eugene	јуџин
apple	епл
apple	јаболко
apple	apple
ernstig	сериозен
ernstig	сериозна
ernstig	озбилно
mede	сограѓани
beer	мече
beer	мечка
mandela	мандела
reën	дожд
landskap	пејсаж
landskap	сцена
landskap	пејзаж
shakespeare	шекспир
nasa	наса
nasa	nasa
owerhede	властите
owerhede	власти
hitte	топлина
hitte	жештина
gedig	поема
ingang	влезот
ingang	влез
skaal	скала
skaal	размер
lente	пролет
lente	пролетни
gesig	соочи
gesig	свртено
gesig	лице
kamp	камп
kamp	кампот
kamp	логор
kamp	кампување
eenvoudig	едноставен
eenvoudig	едноставно
eenvoudig	едноставна
eenvoudig	проста
eenvoudig	едноставно
eenvoudig	обичен
