மற்றும்	그리고
நினைவு	기억력
நினைவு	메모리
நினைவு	기억
தூய	순수한
தூய	순수
பவுல்	파울
நிறுவப்பட்டது	설치
நிறுவப்பட்டது	설치됨
வாய்ப்பு	기회
வாய்ப்பு	기회
மத்தியில்	가운데
மருந்து	의학
மருந்து	제약
மருந்து	의약품
மா	망고
கிடைத்தது	got
தொலைபேசி	전화
தொலைபேசி	전화기
தொலைபேசி	전화번호
தொலைபேசி	휴대폰
தொலைபேசி	전화
தொலைபேசி	전화기
ரவி	라비
கட்டமைப்பு	설정
கட்டமைப்பு	구성
கட்டமைப்பு	구조물
கட்டமைப்பு	구조
பாரம்பரிய	클래식
பாரம்பரிய	고전주의
பாரம்பரிய	고전
பாரம்பரிய	전통적
பாரம்பரிய	전통적인
பாரம்பரிய	전통
சின்னம்	아이콘
எண்கள்	숫자
தொழில்நுட்பம்	기술
ஏரி	호수
ஏரி	호야
சிலை	아이돌이
சிலை	아이돌
சிலை	동상
சிலை	여신상
சிலை	조각상
வெள்ளி	금요일
வெள்ளி	금요일
வெள்ளி	프라이데이
வெள்ளி	실버
இலத்தீன்	라틴
இலத்தீன்	라틴어
நேரடி	생방송
நேரடி	라이브
நேரடி	직접
நேரடி	직통
நேரடி	direct
நேரடி	다이렉트
சுற்றுலா	관광객
சுற்றுலா	투어
சுற்றுலா	관광
சுற்றுலா	둘러보기
சுற்றுலா	구경
சுற்றுலா	여행
சுற்றுலா	투르
சுற்றுலா	투어
சுற்றுலா	관광
கிராமத்தில்	빌리지
கிராமத்தில்	마을
நமது	우리의
புலிகள்	타이거즈
புலிகள்	타이거스
புலிகள்	호랑이
அவர்களை	그들
அனுமதி	약속
அனுமதி	예약
அனுமதி	권한
அனுமதி	허가
அனுமதி	허락
அனுமதி	허용
அனுமதி	허용하기
அனுமதி	승인
பயன்	사용법
பயன்	사용량
பயன்	사용
பயன்	혜택
நிகழ்வு	이벤트
ஆதி	아디
மைல்	마일스
மைல்	마일리지
மைல்	마일
மைல்	마일리
மைல்	마일즈
மைல்	마일
வளரும்	growing
வளரும்	성장
வளரும்	자라고
வளரும்	개발
கால்பந்து	축구
கால்பந்து	미식축구
கால்பந்து	풋볼
உடலில்	시체
உடலில்	몸매
உடலில்	몸매가
பக்க	측면
பக்க	사이드
உயரத்தில்	높이
உயரத்தில்	키는
விண்டோஸ்	윈도우
கூட்டமைப்பு	연맹
கூட்டமைப்பு	연방
கூட்டமைப்பு	연맹
கூட்டமைப்பு	연방
தொழிலாளர்	노동
விலங்குகள்	동물들
விலங்குகள்	동물
மறு	거절
மறு	거부
மறு	쇠퇴
மறு	거부
மறு	부정
மறு	거부
முடிவுகள்	결과
மனிதன்	인간
மனிதன்	인체
மனிதன்	인간인
மனிதன்	남자
மனிதன்	남성
மனிதன்	사람
மாணவர்	학생
பேசும்	말하기
குறிப்பிடுகிறது	지정
நோக்கம்	목적
நோக்கம்	목표
நோக்கம்	미션
நோக்கம்	선교
கடந்து	지나가다
கடந்து	지나가다가
கடந்து	지나가
கடந்து	지나가는
உருவாக்கி	생성기
உருவாக்கி	발전기
உருவாக்கி	창조주
உருவாக்கி	제작자
உருவாக்கி	작성자
உருவாக்கி	작곡가
உருவாக்கி	개발자
ஒத்த	비슷함
ஒத்த	유사한
ஒத்த	비슷한
ஒத்த	유사
பச்சை	녹색
பச்சை	그린
பச்சை	초록색
பச்சை	초록
அலகு	유닛
அலகு	unit
அலகு	단위
உள்நாட்டு	국내
உறவு	관계
உறவு	연애
உறவு	관계
நூலகம்	라이브러리
நூலகம்	도서관
சண்டை	전투
சண்டை	배틀
சண்டை	파이팅
சண்டை	싸워라
சண்டை	싸움
சண்டை	싸우기
சண்டை	싸워
சண்டை	싸우다
நிறம்	색상
நிறம்	컬러
நிறம்	색상
நிறம்	컬러
விமானம்	비행기
விமானம்	항공편
விமானம்	비행
விமானம்	항공기
பதில்	응답
பதில்	정답
பதில்	대답해
பதில்	대답
பதில்	답변
பதில்	답장
பதில்	응답
பதில்	답글
பதில்	답변
திருவிழா	축제
திருவிழா	페스티벌
திருவிழா	사육제
திருவிழா	카니발
நான்காம்	넷째
நான்காம்	네번째
வெளியிடப்பட்ட	게시
வெளியிடப்பட்ட	출판
வெளியிடப்பட்ட	출판됨
கூடாது	아님
காலை	아침
காலை	모닝
சமூகம்	사회
சமூகம்	커뮤니티
சமூகம்	공동체
சமூகம்	사회주의
சமூகம்	사회
சமூகம்	사회적
சு	chu
ஆன்	ann
மெய்யியல்	철학
மெய்யியல்	헌신
நாட்களில்	데이즈
பயணிகள்	승객
அறுவை	수술
அறுவை	외과
அறுவை	수술과
இணை	참여하기
இணை	가입하기
இணை	참여
இணை	가입
இணை	연결
இணை	연결하기
அழுத்தம்	추진력
அழுத்தம்	압력
அழுத்தம்	압박
அழுத்தம்	강조
அழுத்தம்	압축
கல்லூரிகள்	대학교
கல்லூரிகள்	대학
மன்றம்	클럽
மன்றம்	협의회
மன்றம்	평의회
மன்றம்	포럼
இஸ்லாமிய	이슬람
உண்மை	팩트
உண்மை	사실
உண்மை	진실
உண்மை	진리
உண்மை	리얼리티
உண்மை	현실
அவனது	그의
இத்தாலிய	이탈리아
இத்தாலிய	이탈리아인
இத்தாலிய	이탈리아어
இனங்கள்	품종
இனங்கள்	종족
தலைவன்	과장
தலைவன்	치프
நின்று	standing
நின்று	스탠딩
நடக்கும்	발생
டைம்ஸ்	타임스
டைம்ஸ்	타임즈
பிரிட்டிஷ்	브리티시
பிரிட்டிஷ்	영국인
பிரிட்டிஷ்	영국
நிகழ்ச்சிகள்	이벤트
நிகழ்ச்சிகள்	행사
புதிதாக	신선
புதிதாக	신선한
வரைபடம்	지도
வரைபடம்	차트
வரைபடம்	지도
தாவரங்கள்	식물
தாவரங்கள்	식물학
தண்ணீர்	물이
தண்ணீர்	워터
விளையாட்டுகள்	게임
விளையாட்டுகள்	스포츠
உள்	내부
உள்	로컬
உள்	현지
உள்	내부
மொழிபெயர்ப்பு	번역기
மொழிபெயர்ப்பு	번역
மொழிபெயர்ப்பு	번역하기
மொழிபெயர்ப்பு	번역
வின்	vin
விளையாட்டுக்கள்	게임
விளையாட்டுக்கள்	스포츠
கருப்பு	검은색
கருப்பு	검정
கருப்பு	검정색
கருப்பு	블랙
குறுகிய	짧게
குறுகிய	쇼트
குறுகிய	짧은
தொடங்கப்பட்டது	시작되었습니다
தொடங்கப்பட்டது	시작했습니다
தொடங்கப்பட்டது	시작됨
நம்	우리의
அரசர்கள்	킹스
பொருளியல்	경제학
நிறைய	많이
கொடி	깃발
கொடி	국기
கொடி	플래그
எப்போதும்	항상
எப்போதும்	언제나
எப்போதும்	영원
எப்போதும்	영원히
எப்போதும்	forever
எப்போதும்	영원한
எழுத்துக்கள்	알파벳
எழுத்துக்கள்	문자
எழுத்துக்கள்	글자
எழுத்துக்கள்	편지
எழுத்துக்கள்	문자
எழுத்துக்கள்	등장인물
சுருக்கம்	요약
அரசாங்கம்	정부
மாறி	변광성
மாறி	변수
பாதை	경로
பாதை	path
சரியாக	정확히
நாடகம்	드라마
இறந்த	사망
இறந்த	데드
உள்ளே	인사이드
உள்ளே	내부
கோ	coe
கூட்டணி	동맹
கூட்டணி	얼라이언스
அதிகாரப்பூர்வ	공식
அதிகாரப்பூர்வ	official
செலவு	지출
செலவு	지출
சுழற்சி	회전
சுழற்சி	나선
சுழற்சி	나선형
சுழற்சி	루프
சுழற்சி	반복
சுழற்சி	주기
சுழற்சி	순환
சுழற்சி	사이클
மனம்	마음
மனம்	영혼
நோய்கள்	질병
அண்மையில்	최근
அண்மையில்	최근에
எளிதில்	쉽게
எளிதில்	쉽게
எளிதில்	쉬운
எளிதில்	쉬워
எளிதில்	아쉬운
அதிகாரம்	파워
அதிகாரம்	전력
அதிகாரம்	권력
நகைச்சுவை	코미디
நகைச்சுவை	희극
நகைச்சுவை	코메디
கணித	수학
சரி	알겠습니다
சரி	좋아요
பக்கங்கள்	페이지
நீதிமன்றம்	법정
நீதிமன்றம்	재판소
நீதிமன்றம்	법원
செயல்படும்	활성화
செயல்படும்	활동
செயல்படும்	액티브
செயல்படும்	활성
அதிபர்	회장
அதிபர்	대통령
அலுவலர்	책임자
அலுவலர்	경관
அலுவலர்	경찰관
அலுவலர்	장교
அமைவிடம்	위치
லீக்	동맹
லீக்	리그
லீக்	리크
நிர்வாகம்	경영
நிர்வாகம்	관리
நிர்வாகம்	행정학
நிர்வாகம்	행정
முறையை	수단
முறையை	메서드
முறையை	방법
முறையை	메소드
ஆசியா	아시아
ஓய்வு	레크리에이션
ஓய்வு	은퇴
ஓய்வு	퇴직
ஓய்வு	쉬어
ஓய்வு	휴식
ஓய்வு	편안하게
தாக்கம்	영향
தாக்கம்	영향력
தாக்கம்	임팩트
புரட்சி	레볼루션
புரட்சி	레벌루션
புரட்சி	혁명
வலைத்தளம்	웹사이트
போராட்டம்	시위
போராட்டம்	항의
போராட்டம்	투쟁
நிறைவு	완성
நிறைவு	완료
நிறைவு	완료되었습니다
நிறைவு	완료
நிறைவு	완성
நடவடிக்கைகள்	활동
கூகுள்	구글
மரியா	메리
மரியா	마리아
மரியா	마리아
மலர்	꽃이
மலர்	플라워
பாடகர்	가수
பாடகர்	싱어
ஏற்பாடு	편곡
நிறைந்த	가득
கட்டிடக்கலை	아키텍처
கட்டிடக்கலை	건축학
கட்டிடக்கலை	건축
ஆட்டம்	게임
ஆட்டம்	경기
ஆட்டம்	일치하기
ஆட்டம்	일치합니다
ஆட்டம்	매치
ஆட்டம்	일치
மண்	토양
மண்	모래
மண்	모래시계
குழுக்கள்	그룹
சூரியன்	햇볕
சூரியன்	태양
தீ	화재
தீ	불화
சேர்ந்தார்	가입했습니다
உருவாக்கிய	작곡
உருவாக்கிய	자작곡
கடற்கரை	바닷가
கடற்கரை	해변
கடற்கரை	비치
இயக்கிய	감독
எடை	무게
எடை	몸무게
எடை	몸무게가
எடை	체중
தொடர்ச்சியாக	지속적으로
பெற்றோர்	육아
பெற்றோர்	부모
பெற்றோர்	부모님
பெற்றோர்	부모
பெற்றோர்	부모님
ஒற்றை	싱글
ஒற்றை	단일
ஆஸ்திரேலியா	오스트레일리아
ஆஸ்திரேலியா	오스트레일리아의
கடவுளின்	하느님
கடவுளின்	하나님
வீதம்	평가
வீதம்	비율
வேளாண்மை	농업
ஐரோப்பா	유럽
முடியவில்லை	실패
எழுத	쓰기
எழுத	글쓰기
புலவர்கள்	시인
பிரான்ஸ்	프랑스
ஜெர்மனி	독일
கொண்டே	유지
பயன்படுத்தப்பட்டது	사용함
பயன்படுத்தப்பட்டது	사용됨
பயன்படுத்தப்பட்டது	사용
விரிவான	자세히
தலைநகரம்	자본
தலைநகரம்	수도
தலைநகரம்	캐피탈
தலைநகரம்	자본주의
தலைநகரம்	캐피털
வட்டார	로컬
வட்டார	현지
பிரபல	유명한
பிரபல	유명해
பிரபல	유명인
பிரபல	유명하다
பிரபல	유명
பார்வை	도달
பார்வை	도달하기
பார்வை	조회
பார்வை	보기
தகுதி	자격
தகுதி	자격
பாகம்	부분
பாகம்	부품
பாகம்	파트
பாகம்	모듈
மரபணு	유전자
எல்லை	국경
எல்லை	경계
எல்லை	경계선
எல்லை	테두리
எல்லை	경계
எல்லை	경계선
எல்லை	한계
எல்லை	제한
எல்லை	극한
எல்லை	범위
நடு	중간
நடு	가운데
வேறுபாடு	차이
வேறுபாடு	차이점
வேறுபாடு	콘트라스트
வேறுபாடு	대비
உறுப்பு	용어
உறுப்பு	요소
உறுப்பு	원소
நெடுஞ்சாலைகள்	고속도로
மருத்துவர்	의사
மருத்துவர்	닥터
இடத்தை	장소
ஏற்ற	마운트
புதினம்	소설
இலக்கணம்	문학
இலக்கணம்	문법
லண்டன்	런던
கோப்பை	트로피
கோப்பை	cup
அலி	알리
அலி	ali
வினை	반응
வினை	공감
வகுப்பு	학급
வகுப்பு	계급
வகுப்பு	클래스
வகுப்பு	수업
இறுதியாக	마침내
இறுதியாக	드디어
இறுதியாக	궁극
பொருளாதாரம்	경제
பொருளாதாரம்	경제학
பொருளாதாரம்	재무
பொருளாதாரம்	금융
பொருளாதாரம்	경제
தவறான	잘못된
உச்ச	슈프림
உச்ச	클라이맥스
ஆப்பிரிக்க	아프리카
முகம்மது	모하마드
முகம்மது	모하메드
முக்கியமாக	주로
முடிகிறது	종료
முடிகிறது	엔딩
நடந்து	걷고
நடந்து	워킹
நடந்து	걷는다
நடந்து	걷기
விளைவு	결과
விளைவு	영향
விளைவு	효과
விளைவுகள்	영향
விளைவுகள்	효과
இத்தாலி	이탈리아
இணையத்தளம்	웹사이트
உருவாக்கம்	생성
உருவாக்கம்	창조
உருவாக்கம்	만들기
அமைதி	피스
அமைதி	peace
அமைதி	평화
அமைதி	침묵
அமைதி	차분한
அமைதி	차분
அமைதி	잔잔한
ஐந்தாம்	fifth
ஐந்தாம்	다섯번째
வழக்கமான	정규
வழக்கமான	보통
நன்றாக	미세먼지
இருபது	스물
இருபது	스무
பீட்டர்	베드로
பீட்டர்	피터
வேகம்	속력
வேகம்	속도
வேகம்	스피드
வேகம்	빠르다
வேகம்	빨라
வேகம்	빠름
உளவியல்	심리학
சதவீதம்	퍼센트
சதவீதம்	백분율
சதவீதம்	비율
சதவீதம்	퍼센트
சதவீதம்	비율
பாலியல்	성적
அருங்காட்சியகம்	박물관
புவி	earth
புவி	대지
புவி	지구
மன	멘탈
மன	정신
இரும்பு	철쭉
பழமையான	전설
பழமையான	레전드
பழமையான	클래식
பழமையான	고전
செயற்கை	합성
செயற்கை	인조
செயற்கை	인공
நீதி	정의
முடிந்தது	완료
முடிந்தது	완료되었습니다
முடிந்தது	완료
முடிந்தது	완료되었습니다
முடிந்தது	완료
முறைமை	모드
தண்டனை	페널티
தண்டனை	징벌
தண்டனை	처벌
ஒன்றும்	아무것도
நாவல்	소설
ஜப்பான்	재팬
ஜப்பான்	일본
சந்திப்பு	약속
சந்திப்பு	예약
சந்திப்பு	모임
சந்திப்பு	회의
சந்திப்பு	만남
சந்திப்பு	미팅
சந்திப்பு	만나
மன்றங்கள்	포럼
வாயு	가스
ராபர்ட்	로버트
வழிபாடு	예배
வழிபாடு	숭배
வழிபாடு	경배
தொல்லியல்	고고학
தொல்லியல்	고고학
அறிவிக்கப்பட்டது	발표
கணக்கெடுப்பு	인구조사
கணக்கெடுப்பு	열거
மனிதர்கள்	인간들
மனிதர்கள்	인간
மலையாளம்	말라얄람어
பரிமாற்றங்கள்	거래
பரிமாற்றங்கள்	트랜잭션
அரங்கம்	연극
அரங்கம்	극장
அரங்கம்	영화관
அரங்கம்	경기장
அரங்கம்	스타디움
அரங்கம்	오디토리움
சூழலில்	환경
மரங்கள்	나무들
மரங்கள்	트리
மரங்கள்	나무
எடுத்துக்காட்டு	예제
எடுத்துக்காட்டு	예시
மாதங்கள்	개월
வடக்கே	북부
வடக்கே	북쪽
வடக்கே	노스
தூரம்	거리
அவசியம்	필요함
அவசியம்	필수
மாநாடு	회담
மாநாடு	콘퍼런스
மாநாடு	회의
மாநாடு	정상회담
மாநாடு	회담
மாநாடு	정상회의
மாநாடு	조약
மாநாடு	협약
மாநாடு	컨벤션
சொல்லும்	say
விலங்கு	애니멀
விலங்கு	동물
விலங்கு	동물학
தயாரிப்பாளர்	프로듀서
தயாரிப்பாளர்	제작자
தயாரிப்பாளர்	제조업체
தயாரிப்பாளர்	제조사
படுகொலை	암살
படுகொலை	학살
பூ	꽃이
பூ	플라워
யானை	코끼리
வணிகம்	상용
வணிகம்	상업용
வணிகம்	상업
வணிகம்	업체
வணிகம்	사업
வணிகம்	비즈니스
வணிகம்	무역
வணிகம்	트레이드
கல்	스톤
கல்	석기
இசையமைத்த	작곡
இசையமைத்த	자작곡
பாலம்	다리
பாலம்	브리지
சார்	sir
சார்	선생님
சுற்றுச்சூழல்	환경
சுற்றுச்சூழல்	환경
கல்வெட்டு	비문
தாயார்	엄마
தாயார்	어머니
அதிகாரி	공식
அதிகாரி	official
அதிகாரி	책임자
அதிகாரி	경관
அதிகாரி	경찰관
அதிகாரி	장교
புள்ளிகள்	점수
புள்ளிகள்	지점
புள்ளிகள்	포인트
புள்ளிகள்	점수
புள்ளிகள்	득점
மைக்கேல்	마이클
மைக்கேல்	미하엘
மைக்கேல்	미카엘
கட்டிடங்கள்	건물
கட்டிடங்கள்	건축물
கட்டிடங்கள்	건물들
கட்டிடங்கள்	빌딩
மதம்	종교
ஈடுபாடு	약혼
ஈடுபாடு	참여
ஈடுபாடு	개입
பள்ளிகள்	학교
வீடியோ	동영상
வீடியோ	비디오
வெளியில்	아웃
விவரங்கள்	세부사항
பறவை	조류
பகுப்பாய்வு	분석
பகுப்பாய்வு	해석학
பகுப்பாய்வு	해석
பகுப்பாய்வு	분석
உடனடியாக	즉시
உடனடியாக	즉시
வரையறை	정의
இணையம்	인터넷
கடும்	무겁게
கடும்	무거워
கடும்	무거운
கடும்	무거움
எளிதாக	쉽게
எளிதாக	쉬운
எளிதாக	쉬워
எளிதாக	아쉬운
விசை	키키
அழகிய	아름다운
அழகிய	아름다워
அழகிய	아름답다
நாட்டை	망명
நாட்டை	exile
அழைக்கப்பட்டது	초대
பொதுமக்கள்	민간인
வேகமாக	빠르다
வேகமாக	빨라
வேகமாக	빠름
மாற்றப்பட்டது	변경되었습니다
மாற்றப்பட்டது	바꿨다
மாற்றப்பட்டது	변경됨
அட்டவணை	탁자
அட்டவணை	식탁
அட்டவணை	테이블
அட்டவணை	일정
அட்டவணை	스케줄
அட்டவணை	예약
தீர்வு	해결책
தீர்வு	솔루션
மதிப்பீடு	평가
மதிப்பீடு	평가하기
மதிப்பீடு	별점
மதிப்பீடு	평점
அருகிலுள்ள	근처
அட்டை	카드
ஒருமுறை	한번
ஒருமுறை	once
கிடைத்த	got
முன்பே	이미
முன்பே	벌써
முன்பே	아까
ராக்	바위
ராக்	rock
கட்டுப்பாடு	통제
கட்டுப்பாடு	제어
கட்டுப்பாடு	제어하기
கட்டுப்பாடு	컨트롤
தவிர்த்து	제외
சிக்கல்	이슈
சிக்கல்	문제
சிக்கல்	문제
யூத	유대인
யூத	유대교
பொறுப்பு	책임
பொறுப்பு	책임감
பொறுப்பு	책임
பொறுப்பு	책임
பொறுப்பு	책임감
நேர்	긍정
நேர்	양수
நேர்	긍정적
நேர்	긍정적인
நேர்	똑바로
நேர்	스트레이트
நேர்	복음
ஷா	샤샤
ஷா	샤이니
நடுவில்	중간
நடுவில்	가운데
ஜெர்மன்	독일
ஜெர்மன்	독일인
ஜெர்மன்	독일어
ஜெர்மன்	문법
முகமது	모하마드
முகமது	모하메드
முகமது	무함마드
நபர்	사람
ஐந்தாவது	fifth
ஐந்தாவது	다섯번째
வெப்பம்	더위
வெப்பம்	히트
பெருமை	자존심
பெருமை	프라이드
பெருமை	자랑
பாடசாலை	학교
பாடசாலை	학교는
பாடசாலை	스쿨
பாடசாலை	학원
சா	샤샤
சா	샤이니
தங்க	골드
தங்க	황금
ஜோசப்	조셉
ஜோசப்	요제프
ஜோசப்	조제프
ஜோசப்	조지프
ஜோசப்	요셉
நாடாளுமன்றம்	국회
நாடாளுமன்றம்	국민의회
நாடாளுமன்றம்	의회
கூட்டம்	수집
கூட்டம்	모임
கூட்டம்	모임
கூட்டம்	회의
கூட்டம்	만남
கூட்டம்	미팅
கூட்டம்	군중
அலை	파도
அலை	파도
அலை	웨이브
அலை	물결
அலை	파동
இந்தியன்	인도인
இந்தியன்	인도
இந்தியன்	인디언
ஆசிரியர்கள்	교사들
ஆசிரியர்கள்	교사
ஆசிரியர்கள்	작가
ஆசிரியர்கள்	제작자
ஆசிரியர்கள்	작성자
இலண்டன்	런던
சாதி	카스트
சன்	햇볕
சன்	태양
கலிபோர்னியா	캘리포니아
தத்துவம்	속담
தத்துவம்	철학
தத்துவம்	원칙
தத்துவம்	원리
இரா	ira
அதிகாரிகள்	장교
அனைவருக்கும்	모두
மருந்துகள்	약물
மருந்துகள்	의약품
மருந்துகள்	약품
மருந்துகள்	마약
சென்	센다
சிக்கலான	크리티컬
சாதனை	레코드
சாதனை	녹음
சாதனை	녹화
சாதனை	기록
சாதனை	업적
சாதனை	성취
அடுக்கு	슬롯
அடுக்கு	계층
அடுக்கு	레이어
பின்னாளில்	나중에
இசுலாம்	이슬람교
இசுலாம்	이슬람주의
இசுலாம்	이슬람
மேரி	메리
மேரி	마리아
சோடியம்	나트륨
பல்	치과
பல்	치아
பல்	이빨
விரைவாக	빠른
விரைவாக	빠르다
விரைவாக	빨라
விரைவாக	빠름
விரைவாக	빠르게
பண்புகள்	속성
பண்புகள்	특성
பண்புகள்	자산
பண்புகள்	속성
கலந்த	엇갈린다
கலந்த	혼합
பருவம்	시즌
பருவம்	계절
பொருள்கள்	것들
பொருள்கள்	사물
பொருள்கள்	주제
பொருள்கள்	테마
பொருள்கள்	객체
பொருள்கள்	개체
பொருள்கள்	물체
பொருள்கள்	천체
பொருள்கள்	상품
பொருள்கள்	항목
பொருள்கள்	품목
பொருள்கள்	아이템
அடைந்து	도달
பரப்பு	표면
பரப்பு	지표면
பரப்பு	구역
பரப்பு	영역
பரப்பு	지역
பரப்பு	면적
ஆய்வாளர்கள்	분석가
ஏதாவது	무엇인가
ஏதாவது	something
ஏதாவது	뭔가
ஏதாவது	무언가
ஏற்று	로드
ஏற்று	로딩
ஏற்று	마운트
ஏற்று	내보내기
ஏற்று	수출
ஹென்றி	헨리
சுதந்திரம்	자유
சுதந்திரம்	프리덤
தலைமையகம்	본부
தலைமையகம்	본사
சர்	sir
சர்	선생님
கட்டிடம்	건물
கட்டிடம்	건축
கட்டிடம்	빌딩
அணை	끄기
நல்லது	긍정
நல்லது	양수
நல்லது	긍정적
நல்லது	긍정적인
நல்லது	좋다
சுற்று	회전
கருத்தை	댓글
கருத்தை	코멘트
வேறுபாடுகள்	차이와
வேறுபாடுகள்	차이
வேறுபாடுகள்	차이점
அழற்சி	염증
அழற்சி	염증
சேர	참여하기
சேர	가입하기
சேர	참여
சேர	가입
தொன்மவியல்	신화
மையமாக	미디엄
மையமாக	미디어
மையமாக	중간
முன்னதாக	아까
ஆஸ்திரேலிய	오스트레일리아
ஆஸ்திரேலிய	오스트레일리아의
வடிவங்கள்	모양
வடிவங்கள்	패턴
வடிவங்கள்	형식
வடிவங்கள்	포맷
குருதி	피피
குருதி	블러드
குருதி	혈액
குதிரை	기사
குதிரை	나이트
குதிரை	포니
குறைந்து	다운
குறைந்து	아래로
மத	종교
வெளிநாட்டு	외국인
சந்திர	찬드라
சந்திர	음력
வண்டி	자동차
வண்டி	트럭
வண்டி	카트
வண்டி	차량
பங்களிப்பு	참가
கூகிள்	구글
பசிபிக்	태평양
பசிபிக்	퍼시픽
விதிகள்	규칙
விதிகள்	약관
விதிகள்	용어
சுல்தான்	술탄
இயல்பு	정규
இயல்பு	보통
இயல்பு	평범
இயல்பு	정상
உப்பு	소금
கட்சிகள்	파티
கொள்கைகள்	원칙
கொள்கைகள்	원리
கொள்கைகள்	정책
கொள்கைகள்	원칙
கொள்கைகள்	원리
அடைய	달성
விழுக்காடு	퍼센트
விழுக்காடு	백분율
விழுக்காடு	비율
விழுக்காடு	퍼센트
விழுக்காடு	비율
வலி	통증
வலி	통증이
வலி	고통
குறைவு	낮은
குறைவு	낮음
குறைவு	low
நிரல்	프로그램
பிரேசில்	브라질
வருகை	출석
வருகை	참석
வருகை	방문
வருகை	방문하기
வருகை	도착
மின்னஞ்சல்	이메일로
மின்னஞ்சல்	이메일
அரிய	희귀한
அரிய	귀한
அரிய	희귀
அரிய	드문
லாஸ்	라스
பிரிந்து	분리됨
பிரிந்து	별거
தீவிர	심각한
தீவிர	심각해
தீவிர	심각하다
தீவிர	심각하게
கொழுப்பு	뚱뚱한
கொழுப்பு	지방
கொழுப்பு	살찐
குழாய்	파이프
குழாய்	튜브
தனியாக	홀로
தனியாக	혼자
யாரும்	아무도
தற்பொழுது	이제
தற்பொழுது	지금
மைசூர்	마이소르
வீச்சு	범위
உயிரினங்கள்	미생물
நீல	파란색
நீல	청색
நீல	푸른
நீல	블루
நீல	파랑
நீல	푸른색
கப்பல்கள்	크루즈
வெளிப்புற	실외
வெளிப்புற	야외
வெளிப்புற	외부
தெளிவாக	명확하게
தெளிவாக	명백하게
தெளிவாக	명백히
அரை	절반
ஏக்கர்	에이커
ஏக்கர்	아크레
தெரியும்	표시
தெரியும்	표시됨
நடை	스타일
நடை	산책
நடை	걷기
திருமண	결혼식
திருமண	웨딩
பஞ்சாபி	펀자브어
பஞ்சாபி	펀자브
நெல்	라이스
நெல்	nel
டச்சு	네덜란드
டச்சு	네덜란드인
டச்சு	네덜란드령
டச்சு	네덜란드어
காட்டு	표시
காட்டு	보이기
காட்டு	공연
காட்டு	표시
காட்டு	표시하기
காட்டு	디스플레이
காட்டு	조회
காட்டு	보기
ஏறக்குறைய	거의
முறையான	적절한
முறையான	유효합니다
முறையான	유효
முறையான	유효한
முறையான	타당성
மார்க்	표시
மார்க்	마르크
மார்க்	마크
பேரரசர்	황제
பேரரசர்	천황
மைக்ரோசாப்ட்	마이크로소프트
கோல்	목표
போதுமான	충분해
போதுமான	충분한
போதுமான	충분히
கருத்துக்கள்	댓글
வெறும்	평원
வெறும்	평범
வெறும்	단지
வெறும்	그냥
முயற்சிகள்	노력
கொல்கத்தா	콜카타
கோபுரம்	타워
அரண்மனை	궁궐
அரண்மனை	궁전
வெற்றிகரமாக	성공적
வெற்றிகரமாக	성공적으로
ஆகஸ்டு	아우구스트
பெரு	페루
அறை	셀프
அறை	세포
மணம்	냄새
நிறை	미사
நிறை	매스
நிறை	대량
நிறை	질량
மோசமான	bad
மோசமான	나쁜
மோசமான	나쁘다
மோசமான	최악의
மோசமான	최악
மோசமான	더러운
மை	잉크
எரிபொருள்	연료
இறந்து	죽는다
இறந்து	사망
இறந்து	데드
வலை	웹툰
நுரையீரல்	허파
நுரையீரல்	폐지
பிறந்து	born
பிறந்து	출생
பிறந்து	탄생
கொரியா	한국
கொரியா	코리아
காடு	정글
சான்றுகள்	자격증
சீக்கிய	시크교
ஆகையால்	그러므로
கங்கை	갠지스
கணிதம்	수학
கணிதம்	수학
கணிதம்	수학
பூமி	earth
பூமி	대지
பூமி	지구
கணக்கு	계좌
கணக்கு	계정
ஒழுங்கு	정렬
ஏர்	항공
ஏர்	에어
ஏர்	공기
அறிகுறிகள்	증상
அறிகுறிகள்	증세
அனுப்பி	보냄
அனுப்பி	전송
அதிகரிக்கும்	증가
நீதிபதி	판단
நீதிபதி	판사
உணர்வு	느낌이
உணர்வு	기분
உணர்வு	느낌
சூப்பர்	슈퍼
பொன்	황금
பொன்	골든
பல்கலைக்கழகங்கள்	대학
ஆக்சைடு	산화물
ஆக்சைடு	산화
எழுதும்	불타는
பாப்	pap
பாப்	pop
உருவாகிறது	형성
மனிதர்	인간
மனிதர்	인체
மனிதர்	인간인
தளபதி	지휘관
தளபதி	사령관
தளபதி	커맨더
ராணி	여왕
நெதர்லாந்து	네덜란드
நெதர்லாந்து	네덜란드령
நெதர்லாந்து	네덜란드인
உரையாடல்	상호작용
உரையாடல்	대화하기
உரையாடல்	대화
திரும்ப	반납
திரும்ப	반환
திரும்ப	리턴
திரும்ப	귀환
திரும்ப	복귀
வீடுகள்	주택
வீடுகள்	빌라
திரை	화면
திரை	스크린
சுற்றியுள்ள	둘러싸인
நடனம்	댄스
நடனம்	무용
கிளை	트리
கிளை	나무
கிளை	지점
கிளை	분기
அகராதி	어휘
அகராதி	사전
கண்ணாடி	잔다
கண்ணாடி	유리
கண்ணாடி	글래스
கண்ணாடி	거울
கண்ணாடி	미러
கண்ணாடி	안경
பட்டியல்கள்	리스트
பட்டியல்கள்	목록
குறியீடுகள்	코드
