剥奪	στέρηση
ヒール	τακούνι
しみ	λεκέδες
しみ	κηλίδες
しみ	κηλίδα
均衡	ισορροπία
きれい	καθαρή
きれい	καθαρό
きれい	καθαρά
きれい	καθαρός
きれい	καθαροί
気球	μπαλόνι
気球	αερόστατο
イケメン	κούκλος
イケメン	όμορφος
イケメン	ωραίος
ディラン	dylan
ディラン	ντίλαν
ディラン	ντύλαν
リンパ	λεμφικό
メンフィス	μέμφις
フィルタ	φίλτρο
フィルタ	φίλτρων
フィルタ	φίλτρα
ヴォルフガング	βόλφγκανγκ
チコ	τσίκο
蒸発	εξατμιστεί
蒸発	εξατμίζεται
蒸発	εξάτμιση
ココ	κοκό
ココ	κόκο
ココ	κόκο
スクリュー	βίδα
スクリュー	γάμα
祈祷	προσευχή
募金	δωρεά
募金	δωρεά
募金	δωρίσει
募金	δωρεές
オリエント	ανατολή
オーランド	åland
オーランド	ορλάντο
作物	καλλιέργειες
作物	σοδειές
パウンド	λίρα
シャーロック	σέρλοκ
リッター	ρίτερ
逸脱	αποκλίνουσα
村人	χωρικοί
トカゲ	σαύρες
トカゲ	σαύρα
参道	προσέγγιση
飢饉	πείνα
飢饉	λιμό
ピストル	πιστόλι
ブランチ	πρόγευμα
ブランチ	κλαδί
ブランチ	μπραντς
ブランチ	υποκατάστημα
別館	παράρτημα
聖歌	ύμνος
聖歌	ύμνο
漁師	αλιέων
漁師	αλιείς
漁師	ψαράδες
漁師	ψαράς
漁師	ψαρά
ガーナ	γκάνα
ミレニアム	χιλιετία
なぜなら	επειδή
なぜなら	γιατί
塩素	χλωρίνη
塩素	χλώριο
マリノス	μαρίνος
つぼみ	μπουμπούκια
ジェニファー	τζένιφερ
ジェニファー	jennifer
クレイグ	craig
クレイグ	κρεγκ
アイザック	άιζακ
アイザック	ισαάκ
美学	αισθητική
死別	χήρος
死別	χήρα
筆記	γραπτές
筆記	γραπτή
筆記	γράφτηκε
筆記	γραμμένα
筆記	γράψει
筆記	γραμμένο
筆記	συγγραφή
筆記	γραφή
筆記	γράψιμο
セバスチャン	σεμπάστιαν
セバスチャン	σεμπαστιάν
ダイアナ	ντιάνα
ダイアナ	νταϊάνα
リハビリ	αναμόρφωση
リハビリ	επανένταξη
リハビリ	αποκατάσταση
バーゼル	βασιλείας
バーゼル	βασιλεία
テリア	τεριέ
苦情	καταγγελίες
苦情	παράπονα
苦情	παράπονο
苦情	καταγγελία
二階	απάνω
二階	πάνω
二階	επάνω
代名詞	αντωνυμίες
代名詞	αντωνυμία
静脈	φλέβες
静脈	φλέβα
チューン	μελωδία
ノルマンディー	νορμανδία
ハウ	χάου
開示	γνωστοποίηση
エデン	εδέμ
デザート	επιδόρπιο
デザート	έρημο
デザート	έρημος
デザート	επιδόρπια
リバイバル	αναβίωση
動脈	αρτηριακή
動脈	αρτηρίας
動脈	αρτηρία
動脈	αρτηρίες
ツイッター	τουίτερ
ツイッター	twitter
発熱	πυρετός
発熱	πυρετό
リュック	σακίδιο
リュック	λικ
忍び	shinobi
織物	υφαντικές
織物	ύφανση
織物	ύφασμα
織物	κλωστοϋφαντουργικά
織物	κλωστοϋφαντουργία
織物	υφάσματα
ペスト	πανώλη
ペスト	πανούκλα
ペスト	μάστιγα
礼儀	ευγένεια
ボンド	δεσμός
ボンド	μποντ
ボンド	bond
グロス	αηδία
グロス	ακαθάριστο
グロス	γκρος
ヴィーナス	αφροδίτη
ゴリラ	γορίλας
ゴリラ	γορίλα
ゴリラ	γορίλες
リサイタル	ρεσιτάλ
フリッツ	φριτς
フリッツ	φριτζ
ブランコ	μπλάνκο
堀越	horikoshi
ニトロ	νίτρο
ジュゼッペ	giuseppe
ジュゼッペ	τζουζέπε
竜巻	ανεμοστρόβιλος
竜巻	ανεμοστρόβιλοι
健治	κέντζι
唱える	φωνάζοντας
苦悩	αγωνία
苦悩	βάσανο
苦悩	αγωνία
苦悩	οδύνη
ゴリ	γκόρι
ゴア	γκόα
ゴア	γκορ
ネブラスカ	νεμπράσκα
ポロ	πόλο
日没	σάνσετ
日没	ηλιοβασίλεμα
ミュラー	μιούλερ
ミュラー	μίλερ
セルティックス	σέλτικς
ディナー	δείπνα
ディナー	βραδινό
ディナー	δείπνο
白金	πλατίνα
パラグアイ	παραγουάη
ブカレスト	βουκουρεστίου
ブカレスト	βουκουρέστι
不信	δυσπιστία
ジェシー	τζέσι
ジェシー	jesse
オオカミ	λύκος
オオカミ	γουλφ
オオカミ	wolf
コンタクト	επικοινωνήστε
コンタクト	επαφη
コンタクト	επαφή
コンタクト	επικοινωνία
バスケット	καλάθι
ザルツブルク	σάλτσμπουργκ
特製	σπεσιαλιτέ
特製	ειδικότητα
快感	απόλαυση
快感	χαρα
快感	χαρά
快感	ευχαρίστηση
叔母	θεία
叔母	θεια
空想	φανταχτερό
パーソナル	προσωπική
パーソナル	προσωπικός
パーソナル	προσωπικό
パーソナル	προσωπικά
百姓	χωρικοί
百姓	χωριάτες
段落	παράγραφο
段落	παράγραφος
段落	εδάφια
段落	παραγράφους
段落	παράγραφοι
ハーモニー	αρμονία
歌川	utagawa
やっと	τελικά
やっと	τέλος
やっと	επιτέλους
アイディア	ιδέα
アイディア	ιδεα
アイディア	ιδέες
タイラー	τάιλερ
タイラー	tyler
アンプ	ενισχυτή
アンプ	ενισχυτές
宝物	θησαυρούς
宝物	θησαυροί
宝物	θησαυρός
宝物	θησαυρό
マルクス主義	μαρξισμό
サーブ	υπηρετώ
サーブ	saab
イワン	ιβάν
イワン	ιβαν
ギフト	δώρα
ギフト	χάρισμα
ギフト	δώρο
ギフト	δωράκι
理性	αιτία
理性	λόγος
恨み	δυσαρέσκεια
ビスマルク	μπίσμαρκ
構文	σύνταξη
ミキ	miki
光景	αξιοθέατα
アインシュタイン	αϊνστάιν
申し立て	αμφισβήτησε
申し立て	αμφισβητήθηκε
申し立て	αμφισβήτηση
申し立て	διαφωνία
申し立て	διένεξη
申し立て	διαμάχη
エミリー	έμιλυ
エミリー	έμιλι
エミリー	emily
安い	φθηνό
安い	φθηνά
安い	φτηνή
安い	φτηνό
ハーレム	χάρλεμ
サンズ	σαντς
サンズ	άμμος
ガイ	γκάι
ガイ	guy
ガイ	γκυ
プラット	πλατ
プラット	πρατ
プラット	πλέιτ
矯正	διορθώσεις
バタフライ	πεταλούδα
修業	μαθητείας
修業	μαθητεία
最小限	ελαχιστοποίηση
最小限	ελάχιστο
最小限	ελάχιστα
最小限	ελάχιστη
最小限	ελάχιστος
エレナ	elena
エレナ	έλενα
エレナ	ελένα
エレナ	ελενα
クイーンズ	βασίλισσες
クイーンズ	κουίνς
コサック	κοζάκοι
コサック	κοζάκος
スペル	ορθογραφία
スペル	ξόρκι
チャレンジャー	τσάλεντζερ
プロポーズ	προταση
プロポーズ	πρόταση
パラレル	παράλληλη
パラレル	παράλληλο
パラレル	παράλληλα
パラレル	παράλληλες
ゴマ	σουσάμι
サザン	νότιο
サザン	νότιος
サザン	νότια
図形	γεωμετρία
図形	σχήμα
ゲノム	γονιδίωμα
デイヴ	ντέιβ
ドッキング	προβλήτα
ドッキング	αποβάθρα
ドッキング	πρόσδεσης
マダム	κυρία
マダム	μαντάμ
トレント	τρεντ
アーセナル	οπλοστάσιο
請願	αναφορές
請願	αναφορών
アトランティック	atlantic
アトランティック	ατλαντικού
アトランティック	ατλάντικ
アトランティック	ατλαντικός
アトランティック	ατλαντικό
美保	μίχο
メチル	μεθύλιο
メチル	μεθυλο
幸田	κόντα
おば	θεία
おば	θεια
おば	θείες
腐敗	αποσύνθεση
視線	βλέμμα
ベイビー	μωρό
キルギス	κιργιζία
アダムス	ανταμς
アダムス	άνταμς
アダムス	adams
ブライト	φωτεινά
ブライト	φωτεινή
ブライト	φωτεινό
ブライト	φωτεινός
トレーラー	τροχόσπιτο
トレーラー	ρυμουλκούμενο
トレーラー	τρέιλερ
毛皮	γούνα
毛皮	τρίχωμα
コロシアム	κολοσσαίο
コロシアム	κολοσσαίο
エスカレーター	κυλιόμενες
選任	ραντεβού
選任	διορισμός
選任	εκλογές
選任	εκλογή
ゴールキーパー	τερματοφύλακας
マグマ	μάγμα
条文	διάταξη
条文	διατάξεις
ニクソン	νίξον
マリオン	μάριον
ごみ	σκουπίδια
ごみ	σκουπίδια
ハーブ	χερμπ
ハーブ	βότανο
ハーブ	βότανα
フィアット	fiat
ドロシー	ντόροθι
ドロシー	ντόροθυ
一律	ομοιόμορφα
チェ	τσόι
チェ	τσε
フェンダー	φέντερ
キール	kir
キール	καρίνα
ジョーク	αστείο
ジョーク	ανέκδοτο
ジョーク	ανέκδοτα
ジョーク	αστεία
フォスター	φόστερ
クロスオーバー	σταυρωτή
孵化	καταπακτή
孵化	χατς
コウモリ	νυχτερίδα
コウモリ	ρόπαλο
コウモリ	μπατ
コウモリ	ρόπαλα
コウモリ	νυχτερίδες
バチカン	βατικανό
バール	ράβδος
バール	μπαρ
バール	bar
バール	μπάρ
バール	μπάρα
トリス	τρις
丹下	τάνγκε
編み	πλεξούδες
ヴィラ	vila
ヴィラ	villa
ヴィラ	βίλα
ヴィラ	βίλλα
ヴィラ	βίλες
ユーモア	χιούμορ
ユーモア	χιούμορ
溶液	διάλυμα
溶液	λυση
溶液	λύση
転覆	ανατροπή
ウイスキー	ουίσκι
ウイスキー	ουίσκι
バッド	bad
バッド	κακός
バッド	κακό
バッド	κακή
ナシ	αχλάδι
アレクセイ	αλεξέι
アレクサンドリア	αλεξάνδρεια
総局	διεύθυνση
ファゴット	φαγκότο
エリザベート	ελισάβετ
借用	δανεισμός
借用	δανεισμού
誠実	ειλικρίνεια
コンポーネント	συστατικό
コンポーネント	συνιστώσα
コンポーネント	εξάρτημα
コンポーネント	συστατικά
コンポーネント	εξαρτήματα
聴覚	ακρόαση
聴覚	ακοή
簡潔	συνοπτικό
トリガー	έναυσμα
トリガー	σκανδάλη
イベリア	iberia
イーグルス	αετοί
刻印	σφράγιση
チューリップ	τουλίπες
チューリップ	τουλίπα
ガッツ	σπλάχνα
ガッツ	κότσια
レニングラード	λένινγκραντ
リップ	rip
コルト	κολτ
プランニング	προγραμματισμός
プランニング	σχεδιασμού
プランニング	σχεδιασμός
曲面	επιφάνεια
煉瓦	τούβλα
煉瓦	τούβλο
煉瓦	μπρικ
ペイン	πέιν
ペイン	άλγος
ペイン	πόνο
ペイン	πόνος
薬剤師	φαρμακοποιό
薬剤師	φαρμακοποιός
自律	αυτόνομη
自律	αυτόνομο
自律	αυτόνομες
自律	αυτόνομα
ポツダム	πότσνταμ
ニコル	νικόλ
ニコル	nicole
嫌がらせ	παρενόχληση
嫌がらせ	παρενοχλεί
名字	επώνυμα
ハーグ	χάγης
ハーグ	χάγη
プロヴァンス	προβηγκία
ミーティング	συσκέψεις
ミーティング	συναντήσεις
ミーティング	συνεδριάσεις
ミーティング	σύνοδοι
ミーティング	συνάντηση
ミーティング	σύσκεψη
ミーティング	συνεδρίαση
カーペット	χαλιά
カーペット	χαλί
モンタナ	μοντάνα
カビ	μούχλα
カビ	καλούπι
カビ	μούχλα
カビ	καλούπι
カビ	καλούπια
ギャップ	κενά
ギャップ	χάσμα
ギャップ	κενό
アルス	ars
シェリー	σερί
シェリー	σέρι
シェリー	σέλι
乗り物	οχήματα
乗り物	όχημα
ダニ	τσιμπούρι
ダニ	τικ
伊奈	ινα
暖房	θέρμανση
暖房	θέρμανσης
イネ	ine
数量	ποσότητες
数量	ποσότητα
数量	ποσότητες
倍率	κλιμάκωσης
倍率	μεγέθυνση
中級	ενδιάμεσα
中級	ενδιάμεσος
中級	ενδιάμεση
中級	ενδιάμεσες
中級	ενδιάμεσο
パンドラ	πανδώρα
チャイコフスキー	τσαϊκόφσκι
カナリア	καναρίνια
カナリア	καναρίνι
テンプル	τεμπλ
テンプル	ναός
テンプル	ναό
偽造	πλαστογραφία
偽造	πλαστά
エメラルド	σμαράγδια
エメラルド	σμαράγδι
テレサ	τερέζα
テレサ	τερέζα
マッカートニー	mccartney
パタゴニア	παταγονία
太い	παχύ
太い	παχιά
アニー	άνι
アニー	άννυ
アニー	annie
ベルン	μπερν
コックピット	πιλοτήριο
匂い	οσμή
匂い	όσφρηση
匂い	μυρωδιά
精神病	ψύχωση
ゴメス	gomes
ゴメス	γκόμεζ
ナラ	νάλα
ゲーテ	γκαίτε
オスカル	όσκαρ
オスカル	oscar
オスカル	οσκαρ
春野	haruno
リハーサル	πρόβα
リハーサル	πρόβα
リハーサル	πρόβες
ケニー	κένι
ケニー	kenny
アスファルト	άσφαλτο
祝う	γιορτάσουμε
祝う	γιόρτασε
祝う	γιορτάζουν
サラダ	σαλάτες
サラダ	σαλάτα
エクアドル	εκουαδόρ
制動	πέδησης
制動	πέδηση
ルワンダ	ρουάντα
ドーピング	ντόπινγκ
シューマン	σούμαν
シューマン	schuman
パラリンピック	παραολυμπιακών
十字路	σταυροδρόμι
十字路	σταυροδρόμι
レナード	λέοναρντ
レナード	leonard
グライダー	ανεμόπτερο
グライダー	ανεμόπτερα
ベルナール	μπερνάρντ
ベルナール	μπερνάρ
ベルナール	μπέρναρντ
ベルナール	bernard
エンリケ	ενρίκε
ひどい	απαίσιο
ひどい	απαίσια
ひどい	φρικτό
ひどい	τρομερό
ババ	μπάμπα
ババ	μπάμπα
ポーツマス	πόρτσμουθ
オスロ	όσλο
ヴァンガード	εμπροσθοφυλακή
モニカ	μόνικα
モニカ	monika
スペシャリスト	ειδικός
リガ	ρίγα
軍備	εξοπλισμών
ロコ	λόκο
パワフル	ισχυρός
パワフル	ισχυρό
パワフル	ισχυρή
ジョシュ	josh
ジョシュ	τζος
スカーレット	σκάρλετ
スカーレット	σκάρλετ
放射能	ραδιενέργειας
放射能	ραδιενέργεια
ペレス	περέζ
泣く	κραυγή
泣く	κλάμα
泣く	κλαις
泣く	κλαίω
泣く	κλαίει
泣く	κλάμα
泣く	κλαίω
泣く	κλαίγοντας
インディー	ίντι
インディー	indie
田尻	τατζίρι
ペガサス	πήγασος
ディエゴ	diego
ディエゴ	ντιέγκο
観念	ιδέα
観念	ιδεα
前例	πρωτοφανές
前例	πρωτοφανή
叫ぶ	φώναξε
叫ぶ	φωνάζεις
ケネス	κένεθ
バタ	μπάτα
シャドウ	σκιά
マンガン	μαγγάνιο
教訓	μάθημα
ポッター	πότερ
ハト	περιστέρια
ハト	περιστέρι
スモール	μικρή
スモール	μικρό
スモール	μικρές
スモール	μικρός
スモール	μικρά
パルコ	parco
給料	μισθός
給料	μισθό
打楽器	κρουστά
エドワーズ	έντουαρντς
スズ	τιν
スズ	tin
ベネット	μπένετ
ミミ	μίμι
肩書	τίτλος
忠雄	tadao
ダライ	δαλάι
コンペティション	ανταγωνισμού
コンペティション	διαγωνισμός
コンペティション	ανταγωνισμός
役立つ	χρήσιμο
役立つ	χρήσιμη
世俗	κοσμικό
世俗	κοσμική
成虫	imago
ドリンク	ποτό
ドリンク	ποτά
子宮	μήτρα
子宮	μήτρα
グラスゴー	γλασκώβη
航法	πλοήγηση
航法	πλοήγησης
航法	ναυσιπλοΐα
下水道	υπόνομο
下水道	υπονόμους
カザン	καζάν
由良	γιούρα
シアン	κυανό
シェパード	σέπερντ
シェパード	βοσκός
シェパード	ποιμένας
シェパード	σέπαρντ
贈り物	δώρα
贈り物	χάρισμα
贈り物	δώρο
贈り物	δωράκι
ラグナ	λαγκούνα
ノヴゴロド	νόβγκοροντ
オビ	όμπι
ベネディクト	μπένεντικτ
検閲	λογοκρίνεται
検閲	λογοκρισία
オペレーション	πράξεις
オペレーション	επιχειρηση
オペレーション	εγχείρηση
オペレーション	λειτουργία
オペレーション	επιχείρηση
ガーディアン	κηδεμόνας
ガーディアン	φύλακας
ガーディアン	φύλακα
小麦	σιταριού
小麦	σιτάρι
小麦	σίτου
物事	πραγματα
物事	πράγματα
描画	ζωγραφιά
描画	κλήρωση
ノンストップ	ασταμάτητα
パレット	παλέτα
パレット	παλέτα
マギー	μάγκυ
マギー	μάγκι
フューチャー	μελλοντικός
フューチャー	μέλλον
フューチャー	μελλον
狂気	παράφρων
狂気	τρελός
狂気	τρέλλα
狂気	τρέλα
狂気	παραφροσύνη
狂気	παράνοια
狂気	παραφροσύνη
リマ	λίμα
懸賞	βραβεία
ストーカー	καταδίωξη
ストーカー	κυνηγός
ロバ	γαϊδούρια
ロバ	γάιδαρο
ロバ	γαϊδούρι
ロバ	γάιδαρος
ジュリー	julie
ジュリー	τζούλι
大麻	κάνναβη
村落	χωριά
村落	χωριών
村落	χωριο
村落	χωριό
生態系	οικοσύστημα
生態系	οικοσυστημάτων
生態系	οικοσυστήματα
かわいい	χαριτωμένη
かわいい	χαριτωμένα
かわいい	χαριτωμένος
かわいい	χαριτωμένο
モニュメント	μνημείων
モニュメント	μνημεία
モニュメント	μνημείο
ジャッジ	δικαστής
ジャッジ	δικαστή
ジャッジ	κριτής
注入	έγχυση
ローラン	laurent
ザグレブ	ζάγκρεμπ
ニューカッスル	newcastle
サクラメント	σακραμέντο
マジカル	μαγική
マジカル	μαγικός
マジカル	μαγικό
マジカル	μαγικά
リクルート	στρατολογήσει
銃器	πυροβόλο
ソート	διαλογής
ソート	διαλογή
ソート	ταξινόμηση
覚書	μνημόνιο
覚書	υπόμνημα
サンダー	κεραυνός
サンダー	κεραυνό
紅茶	τσάι
デア	ντερ
デア	der
ノーラン	νόλαν
信じる	πιστέψτε
信じる	πίστεψε
ピッコロ	πίκολο
ヴィンセント	vincent
ヴィンセント	βίνσεντ
ハイライト	τόνισε
ハイライト	επισημάνθηκε
ハイライト	στιγμιότυπα
ハイライト	επισημαίνει
ハイライト	επισημάνω
フェスタ	festa
マシーン	μηχανή
マシーン	μηχάνημα
ポーラ	πόλα
ポーラ	πάολα
ポーラ	πώλα
船首	τόξο
船首	υπόκλιση
暗闇	σκοτάδι
暗闇	σκότος
エスパーニャ	españa
マーチン	martin
マーチン	μάρτιν
リラ	λιρέτες
リラ	λίρα
刺し	μαχαίρωμα
せり	δημοπρασίες
リベラル	φιλελεύθερο
リベラル	φιλελεύθερη
リベラル	φιλελεύθερος
果物	καρποί
果物	καρπός
果物	φρούτο
果物	φρούτα
果物	καρποί
果物	φρούτα
おじ	θείος
おじ	θείοι
おじ	θείους
停電	μπλακάουτ
爬虫類	ερπετό
爬虫類	ερπετά
爬虫類	ερπετά
共感	εμπάθεια
五つ	five
五つ	πεντε
五つ	πέντε
税金	φόρου
税金	φόρος
税金	φόρους
税金	φόροι
登る	ανάβαση
登る	σκαρφάλωσε
登る	αναρρίχηση
隔離	απομόνωση
バーレーン	μπαχρέιν
球体	σφαίρα
領事	ύπατος
領事	πρόξενος
未熟	ανώριμο
未熟	ανώριμος
不便	άβολο
不便	ταλαιπωρία
不便	ενόχληση
不便	αναστάτωση
ブラームス	μπραμς
キャメロン	κάμερον
染め	βαμμένα
マーキュリー	υδράργυρο
マーキュリー	υδραργύρου
マーキュリー	υδράργυρος
マーキュリー	ερμής
知識人	διανοούμενοι
知識人	πνευματική
知識人	διανοητική
砲艦	κανονιοφόρο
ウェディング	γάμους
ウェディング	γάμοι
ウェディング	γάμο
ウェディング	γάμος
着物	κιμονό
救急車	ασθενοφόρο
神保	τζίμπο
花弁	πέταλα
残党	απομεινάρια
セグメント	τμήματα
ノエル	noël
ノエル	νοέλ
ノエル	νόελ
絶縁	μόνωση
ナタリー	νάταλι
三四郎	sanshiro
在庫	απογραφές
在庫	απογραφή
カーティス	κέρτις
スプリンター	σπρίντερ
ドミニク	ντόμινικ
ドミニク	ντομινίκ
ビルバオ	μπιλμπάο
原子核	πυρήνας
リセット	επαναφορά
軍縮	αφοπλισμό
軍縮	αφοπλισμού
スプレー	σπρέι
ガリレオ	galileo
ポテンシャル	δυνατότητες
ポテンシャル	δυναμικό
生化学	βιοχημεία
スピーチ	λόγος
スピーチ	ομιλία
ジャスティン	τζάστιν
ジャスティン	justin
シング	σινγκ
デュッセルドルフ	ντίσελντορφ
デュッセルドルフ	ντίσελντορφ
タスク	καθήκοντα
タスク	καθήκον
ジュピター	δία
ジュピター	δίας
キャプション	λεζάντα
キャプション	λεζάντες
プレイオフ	playoffs
ユヴェントス	γιουβέντους
物品	εμπορεύματα
物品	αγαθά
物品	εμπορευμάτων
サイレン	σειρήνα
ルーレット	ρουλέτα
小人	νάνος
小人	νάνο
リビング	ζώντας
チャド	τσαντ
バイオリン	βιολί
ジャカルタ	τζακάρτα
インターフェース	διεπαφή
インターフェース	διασύνδεση
インターフェース	διεπαφές
キノ	κίνο
キノ	κίνο
即興	αυτοσχεδιασμό
ドロー	κλήρωση
ドロー	σχεδίαση
ドロー	επιστήσω
ドロー	ισοπαλία
賞品	βραβεία
公判	δίκη
公判	δίκης
便宜	ευκολία
収縮	σύσπαση
バングラデシュ	μπαγκλαντές
バングラデシュ	μπανγκλαντές
変種	ποικιλία
リハビリテーション	αναμόρφωση
リハビリテーション	επανένταξη
リハビリテーション	αποκατάσταση
屈折	διάθλαση
アクセサリー	αξεσουάρ
アクセサリー	εξαρτήματα
アクセサリー	αξεσουάρ
アクセサリー	συνεργός
肥料	λίπασμα
フォーチュン	περιουσία
フォーチュン	τύχη
ラッパー	ράπερ
ラッパー	περιτύλιγμα
検知	ανίχνευση
検知	εντοπισμός
検知	ανίχνευσης
検知	εντοπίστηκε
検知	ανίχνευση
アイスクリーム	παγωτά
アイスクリーム	παγωτό
花序	ταξιανθία
野獣	τέρας
野獣	θηρίο
野獣	κτήνος
サメ	καρχαρίες
サメ	καρχαρίας
サメ	καρχαρία
フレディ	φρέντι
フレディ	φρέντυ
湖沼	λιμνών
湖沼	λίμνες
ソチ	σότσι
オペレーター	φορέα
オペレーター	χειριστή
オペレーター	χειριστής
レクイエム	ρέκβιεμ
レイチェル	rachel
レイチェル	ρέιτσελ
バンクス	μπανκς
バンクス	τράπεζες
ナット	καρύδι
ナット	νατ
陽気	παιχνιδιάρικο
ホルヘ	χόρχε
概説	περίγραμμα
概説	περίληψη
概説	σύνοψη
マグロ	τόνου
マグロ	τόνο
マグロ	τόνος
ジョイ	χαρα
ジョイ	χαρά
クッキング	μαγειρική
クッキング	μαγείρεμα
リーク	διαρροές
プッシュ	push
ファンク	funk
キープ	κρατήστε
キープ	κράτα
グアテマラ	γουατεμάλα
グアテマラ	γουατεμάλας
フライデー	παρασκευη
フライデー	παρασκευή
ダイバー	δύτης
ダイバー	δύτες
可視	ορατό
可視	ορατά
可視	ορατή
可視	ορατός
可視	ορατές
メタン	μεθάνιο
長方形	ορθογώνια
長方形	ορθογώνιο
長方形	ορθογώνιο
パイプライン	αγωγός
パイプライン	αγωγού
有益	ωφέλιμη
有益	ευεργετική
疾病	ασθένεια
疾病	νόσος
迷路	λαβύρινθο
迷路	λαβύρινθος
コントローラー	χειριστήρια
コントローラー	ελεγκτής
コントローラー	χειριστήριο
コントローラー	ελεγκτή
形容詞	επίθετο
形容詞	επίθετα
アスリート	αθλήτρια
アスリート	αθλητής
アスリート	αθλητή
アスリート	αθλητές
キャラバン	καραβάνι
ユーリ	γιούρι
ホルシュタイン	holstein
手足	άκρα
丸い	στρογγυλό
丸い	γύρο
丸い	στρογγυλά
丸い	στρογγυλή
丸い	γύρος
ジェラルド	τζέραλντ
変奏曲	διακυμάνσεις
変奏曲	παραλλαγές
ライデン	leiden
カーテン	αυλαία
カーテン	κουρτίνα
カーテン	κουρτίνες
カーテン	κουρτίνες
嫌悪	αηδιασμένος
嫌悪	απέχθεια
嫌悪	απέχθεια
嫌悪	αποστροφή
豆腐	τόφου
美馬	μίμα
昨日	χθες
昨日	εχθές
昨日	χτες
昨日	χθές
ブルネイ	μπρουνέι
コンベンション	σύμβαση
コンベンション	συνέλευση
人道	ανθρωπιστικό
引き出し	συρτάρι
引き出し	συρτάρια
ロジェ	ελήφθη
ロジェ	ρότζερ
課金	φόρτιση
課金	χρέωση
我慢	υπομονή
レクリエーション	ψυχαγωγία
レクリエーション	αναψυχή
トスカーナ	τοσκάνη
カルメン	κάρμεν
超新星	σουπερνόβα
バンパー	προφυλακτήρα
ファイターズ	μαχητικά
ファイターズ	αγωνιστές
ファイターズ	μαχητές
サーベル	sabre
ファウスト	φάουστ
ファシズム	φασιστική
ファシズム	φασισμού
ファシズム	φασίστες
テナー	τενόρος
内乱	εξέγερση
組み込み	ενσωματωμένη
組み込み	ενσωματωμένο
組み込み	ενσωματωμένα
ズボン	παντελόνι
ズボン	παντελόνια
ズボン	παντελόνι
ズボン	παντελόνια
マインツ	mainz
日の出	ανατολή
日の出	ξημέρωμα
プラトン	πλάτωνα
タップ	βρύσες
タップ	βρύση
タップ	πατήστε
欠如	έλλειψη
ロミオ	ρομέο
ロミオ	ρωμαίος
ロミオ	ρωμαίο
おしゃれ	κομψά
おしゃれ	κομψή
おしゃれ	κομψό
合理化	εξορθολογισμό
風車	ανεμόμυλο
風車	ανεμόμυλους
定量	ποσοτική
定量	ποσοτικές
定量	ποσοτικά
定量	ποσοτικός
定量	ποσοτικό
ヒデ	απόκρυψη
ヒデ	κρύψει
ブルックス	μπρουκς
ピエトロ	πιέτρο
触手	πλοκάμι
触手	πλοκάμια
ドク	doc
ドク	ντοκ
ホイットニー	γουίτνεϊ
ホイットニー	γουίτνι
チタン	τιτανίου
チタン	τιτάνιο
和睦	συμφιλίωση
悲しい	θλιμμένος
悲しい	λυπημένος
悲しい	λυπηρό
悲しい	θλιβερό
悲しい	λυπημένη
ステロイド	στεροειδών
ステロイド	αναβολικά
ステロイド	στεροειδή
ハガキ	κάρτα
アトレティコ	ατλέτικο
取り出し	εκτίναξη
ダイス	ζάρια
アレクサンドラ	αλεξάνδρα
変調	διαφοροποίηση
宴会	συμπόσιο
スニーカー	αθλητικά
メル	μελ
ノミ	ψύλλος
ノミ	ψύλλους
ファイナンス	χρηματοοικονομικά
ファイナンス	οικονομικών
ファイナンス	χρηματοδότηση
偏見	προκαταλήψεις
偏見	προκατάληψη
ファルコン	γεράκι
ファルコン	φάλκον
ウガンダ	ουγκάντα
許す	συγχώρεση
許す	συγχώρεσέ
許す	συγχώρεσε
カメルーン	καμερούν
コンプリート	ολοκλήρωση
コンプリート	πλήρη
コンプリート	πλήρες
コンプリート	πλήρης
コンプリート	ολοκληρώθηκε
スーパースター	σούπερσταρ
ホステス	οικοδέσποινα
ダイビング	καταδύσεις
ダイビング	βουτιές
ダイビング	βουτιά
ダイビング	κατάδυση
ダイビング	βουτιά
ダイビング	κατάδυση
ジャニ	jani
リンチ	λιντς
バビロン	βαβυλώνα
カーネギー	κάρνεγκι
ウェリントン	γουέλινγκτον
リザ	λάιζα
マーラー	μάλερ
カストロ	κάστρο
ワシ	αετός
新星	νόβα
新星	nova
農薬	φυτοφαρμάκων
農薬	εντομοκτόνο
農薬	φυτοφαρμάκων
農薬	εντομοκτόνα
農薬	φυτοφάρμακα
テヘラン	τεχεράνη
ブロンズ	χάλκινο
アントワーヌ	αντουάν
スキップ	παράλειψη
スキップ	σκιπ
ヤシ	παλμ
ヤシ	παλάμη
ヤシ	palm
小切手	επιταγές
小切手	επιταγών
小切手	επιταγή
絶叫	κραυγή
絶叫	ουρλιαχτό
手榴弾	χειροβομβίδα
手榴弾	χειροβομβίδες
運動量	ορμή
パルチザン	κομματική
セネガル	σενεγάλη
ソーラー	ηλιακές
ソーラー	ηλιακό
ソーラー	ηλιακή
議定書	πρωτόκολλο
ピザ	πίτσες
ピザ	πίτσα
土星	κρόνος
土星	κρόνου
サクセス	επιτυχής
サクセス	επιτυχία
ニカラグア	νικαράγουας
ニカラグア	νικαράγουα
アラー	αλλάχ
海老	γαρίδα
海老	γαρίδες
海老	γαρίδες
海老	γαρίδες
海老	γαρίδα
コンパイラ	μεταγλωττιστή
退屈	βαρετή
退屈	βαρετός
退屈	βαρετό
退屈	βαρεθεί
