retningen	dirección
elsket	querido
nyfødte	neuronas
nyfødte	novas
virtual	virtual
raket	foguete
lugt	cheiro
lugt	a
lugt	ulir
lugt	cheira
lugt	ules
muslimerne	musulmáns
kliniske	clínicos
kliniske	clínicas
kliniske	clínico
billigt	barato
føreren	condutor
føreren	de
føreren	o
føreren	permiso
indrømme	admitir
indrømme	admito
indrømme	que
indrømme	admitilo
etisk	de
etisk	ética
riffel	rifle
facts	feitos
facts	probas
guddommelig	divino
guddommelig	divina
drop	lanzamento
tilladte	permitiu
tilladte	se
tilladte	permita
tilladte	lles
tilladte	permite
tilladte	non
tilladte	permiten
tilladte	vir
passeret	pasaran
passeret	morreu
passeret	aprobouse
passeret	transmitiron
passeret	pasou
passeret	pasar
desperat	desesperadamente
desperat	desesperado
desperat	e
gustave	gustave
rating	cualificación
retssager	ensaios
retssager	xuízos
nyhed	noticias
nyhed	noticia
nyhed	novas
kabinen	cabana
tildeling	premio
bedømmelse	cualificación
bedømmelse	xuízo
iphone	iphone
homoseksuel	homosexuais
homoseksuel	homosexual
antibiotika	antibióticos
antibiotika	coa
antibiotika	dos
antibiotika	os
antibiotika	antibiótico
antibiotika	uso
antibiotika	antibióticos
antibiotika	dos
katherine	katherine
butikkerne	almacéns
butikkerne	depósitos
butikkerne	provisións
fundne	atopei
fundne	que
fundne	atopamos
fundne	atoparon
fundne	atopou
konstante	constante
referat	minutos
sons	fillos
sons	os
sons	mozos
palm	palma
palm	da
palm	palm
sårbare	vulnerables
sårbare	vulnerable
strong	forte
strong	fortes
whisky	whisky
whisky	güisqui
whisky	escocés
whisky	dobre
whisky	whisky
whisky	botellas
tælle	contan
tælle	contar
tælle	conde
tælle	con
tælle	conta
tælle	contar
tælle	contigo
fiske	peixes
fiske	peixe
fiske	pescar
fiske	pescar
fiske	pesca
standset	parei
standset	de
standset	parou
standset	detívose
standset	paramos
ill	enfermo
ill	mal
ill	está
ill	enferma
ill	de
ill	enfermou
ill	doente
hverdagen	cotiá
beauty	beleza
beauty	a
fangede	atrapado
fangede	colleran
fangede	capturado
fangede	capturados
fangede	prisioneiro
straffet	castigada
straffet	castigado
tyveri	un
tyveri	roubo
tyveri	roubar
tyveri	roubando
vedtagelse	adopción
gal	enfadado
gal	anoxados
gal	anoxado
gal	enfadada
gal	tola
gal	tolo
gal	enfadado
snævre	estreito
cubanske	cubana
cubanske	cubanas
omhyggelig	con
omhyggelig	coidado
garanti	garantía
garanti	garantir
omdannelse	transformación
mccarthy	mccarthy
klippet	pelo
klippet	cortar
vendinger	frases
modtages	recibín
modtages	recibiron
modtages	recibimos
modtages	recibiu
middelhavsområdet	mediterráneo
fotografen	fotógrafo
klanen	clan
klanen	do
klanen	dos
klanen	clans
travlt	moi
travlt	ocupado
travlt	ocupados
travlt	negocios
travlt	ocupada
økonomer	economistas
økonomer	mellores
sjovt	ben
sjovt	divertido
sjovt	divertida
sjovt	gracioso
sjovt	divertido
sjovt	raro
civilt	civil
papa	papá
eve	eva
eve	aninovo
eve	data
eve	véspera
eve	noitevella
voldelig	violentos
voldelig	violenta
voldelig	violentas
voldelig	violento
voldelig	violencia
politifolk	policías
politifolk	axentes
låne	préstamo
stadier	fases
vælte	derrocar
vælte	derrubar
æble	mazá
æble	apple
æble	asadas
æble	mazás
påviste	a
påviste	demostrou
farer	perigo
pensionering	xubilación
indlysende	obvio
indlysende	obvia
indlysende	evidentes
indlysende	normal
indlysende	fixo
indlysende	claro
phantom	membro
phantom	pantasma
phantom	carreta
enkeltpersoner	persoas
enkeltpersoner	individuos
enkeltpersoner	autismo
specialist	especialista
kommanderende	dominante
kommanderende	oficial
forvandle	transformar
dødeligt	mortal
dødeligt	pecados
dødeligt	fatal
elefant	elefante
hytte	cabana
seriøs	serio
seriøs	seria
seriøs	en
seriøs	grave
medhjælper	axudante
medhjælper	asistente
medhjælper	de
dragt	para
dragt	satisfacer
dragt	traxe
drømmer	soño
drømmer	soños
drømmer	con
drømmer	soños
drømmer	de
drømmer	ensueños
ærlig	honestamente
ærlig	honestos
ærlig	sinceros
ærlig	dicir
ærlig	verdade
ærlig	sincero
ærlig	honesto
ærlig	de
ærlig	honrado
socialist	socialista
bamse	oso
bamse	osiño
moskvas	moscova
bonnie	coelliño
bonnie	encol
bonnie	bonnie
trænere	educadores
sværdet	espada
kærester	amantes
påfaldende	rechamante
underligt	raro
underligt	estraño
underligt	estraña
underligt	extraño
underligt	moi
underligt	rara
underligt	raro
personalet	persoal
personalet	persoal
personalet	bastón
personalet	de
personalet	plantilla
instruktioner	instrucións
kontrakter	contratos
berørt	afectados
berørt	tocan
berørt	están
berørt	tocar
berørt	a
berørt	tocáronme
dødelige	mortal
dødelige	pecados
sherlock	sherlock
verdener	mundos
starr	starr
nakken	pescozo
nakken	par
nakken	deles
nakken	caluga
værdifuld	valioso
plastik	plásticos
plastik	os
plastik	de
plastik	plástico
arkitekturen	arquitectura
puljer	piscinas
pyramide	pirámide
kavaleriet	cabalaría
kommunist	comunista
kommunist	comunista
kommunist	partido
kommunist	comunistas
skærme	pantallas
impact	impacto
impact	un
impact	na
impact	prazo
impact	efecto
impact	mellora
overvejet	considerado
anklage	acusación
honning	cariño
honning	rula
honning	meu
honning	ben
vælgerne	votantes
telefonen	teléfono
fangen	preso
fangen	prisioneira
fangen	prisioneiro
fangen	prisioneiros
rulle	rolling
rulle	parte
rulle	dados
rulle	o
rulle	roll
rulle	rolo
nitrogen	nitróxeno
enter	entrar
gemte	escondín
gemte	se
gemte	salvado
gemte	a
gemte	salvou
gemte	salvei
gemte	salvaches
restriktioner	restrición
glemme	non
glemme	esquezamos
glemme	a
værten	anfitrión
path	camiño
path	senda
path	seu
erindring	memoria
vurderinger	cualificacións
vurderinger	as
vurderinger	avaliacións
udgravning	extraer
udgravning	cáptasme
udgravning	capto
udgravning	cavar
udgravning	píllalo
analysere	analizar
analysere	analizando
diagnosen	diagnóstico
diagnosen	diagnose
smil	sorriso
smil	sorrir
smil	sorrí
smil	sorrí
indtræden	entrada
indtræden	vigor
kvart	cuarto
udfordrede	a
indvendigt	dentro
indvendigt	interior
kriminel	penal
kriminel	criminais
kriminel	criminal
kriminel	crime
indvendinger	obxección
realistiske	realista
realistiske	realistas
indstillinger	opcións
forhindringer	obstáculos
storbyer	cidades
storbyer	nas
sunset	solpor
lovlige	xudicial
lovlige	legal
lovlige	legais
enken	viúva
reparation	reparar
rifler	rifles
rifler	fusís
pesten	peste
lodtrækning	moito
lodtrækning	moita
lodtrækning	moitos
lodtrækning	moitas
pumpe	surtidor
galakser	galaxias
guvernøren	gobernador
romantik	romance
romantik	romántico
romantik	románticos
krydsning	cruzar
krydsning	cruzando
kreativ	creativo
kreativ	creativos
kreativ	creativa
kreativ	creativas
klog	intelixente
klog	sensata
klog	sabia
klog	sabio
klog	intelixente
klog	intelixentes
klog	listos
klog	moi
klog	listo
delegerede	delegados
delegerede	delegado
omhyggeligt	con
omhyggeligt	coidado
storby	city
storby	cidade
storby	da
præcision	precisión
instans	exemplo
industrielt	industrial
visning	impresión
rotter	rata
rotter	ratas
kabinet	minister
bæltet	cinto
heldige	afortunada
heldige	sorte
heldige	afortunado
heldige	con
heldige	de
gap	distancia
sygehuse	hospitais
sygehuse	os
ædle	nobre
privilegium	privilexio
malaria	malaria
malaria	a
køretøjet	vehículo
frigørelse	liberación
datoer	datas
hjælpemidler	sida
søjle	columna
søjle	retagarda
dum	estúpido
dum	estúpida
dum	estúpidos
dum	parvo
dum	estúpidas
dum	parvadas
dum	parvo
tvillingerne	xemelgos
fashion	moda
fashion	a
platformen	plataforma
fængsler	prisión
fængsler	cadea
fængsler	cárcere
chancer	posibilidades
chancer	oportunidade
chancer	posibilidade
ursula	ursula
databasen	base
databasen	de
databasen	datos
ungdommen	xuventude
ungdommen	mozos
ungdommen	a
ungdommen	mocidade
ungdommen	francia
ungdommen	de
bring	trae
overvægt	obesidade
overvægt	a
minoritet	minoría
makker	socio
makker	oficial
makker	amigo
makker	colega
makker	compañeiro
forebyggelse	prevención
kløft	canón
kløft	golfo
kløft	distancia
levering	entrega
levering	de
levering	subministración
fuck	carallo
fuck	vai
fuck	merda
fuck	ao
fuck	queres
fuck	fodan
fuck	malfodida
acceleration	aceleración
overraskede	abraiado
overraskede	sorprendidos
overraskede	sorprendeuse
overraskede	sorprendeume
overraskede	sorprende
overraskede	sorprendido
orientalske	oriental
ego	ego
applikationer	aplicacións
applikationer	para
undsætning	de
undsætning	apoio
begravelsen	funeral
begravelsen	enterro
reducerer	reducir
sving	abaneo
sving	xuntas
dagblade	xornais
dagblade	prensa
chok	choque
chok	de
chok	asalto
chok	conmoción
chok	electrochoques
brain	cerebrais
brain	cerebro
brain	cerebral
franskmænd	franceses
franskmænd	francés
franskmænd	francesa
franskmænd	francesas
uafhængigheden	independencia
lungerne	pulmón
lungerne	pulmóns
profet	profeta
privatliv	privacidade
flasker	botellas
pope	papa
yard	xardín
yard	pendente
istedet	en
istedet	vez
istedet	lugar
istedet	no
istedet	canto
istedet	diso
værdig	dignos
værdig	respectábeis
ringede	chamada
ringede	chamado
ringede	chámase
ringede	chamou
ringede	chamei
ringede	chamaron
omdømme	reputación
omdømme	sona
identifikation	identificación
identifikation	documento
identifikation	identidade
rolls	e
broerne	bridges
broerne	pontes
tanks	tanques
taliban	talibáns
pick	recoller
løser	solucionar
løser	resolver
frygter	medo
trailer	remolque
politikerne	políticos
netto	rede
skandalen	escándalo
thunder	canóns
thunder	trono
thunder	os
thunder	tronos
forebygge	evitar
forebygge	previr
forebygge	que
forebygge	prever
kasser	caixas
kasser	palcos
uheldig	desafortunado
kvartal	cuarto
exit	saída
arktisk	ártico
bearbejdet	traballamos
bearbejdet	funcionou
bearbejdet	traballei
bearbejdet	traballaba
bearbejdet	traballou
æbler	mazás
beslutte	decidir
beslutte	decidimos
beslutte	deciden
beslutte	decido
beslutte	decidirá
beslutte	decide
interaktion	compromiso
interaktion	interaccións
interaktion	cós
interaktion	interacción
bombet	bombardearon
æder	come
kylling	galiña
kylling	polo
kylling	pito
ryge	fume
ryge	fumar
ryge	para
ryge	fumo
opsamling	a
opsamling	capturar
opsamling	de
opsamling	colección
partikel	de
partikel	partículas
partikel	partícula
diamanter	diamante
diamanter	verdade
tilbagetog	retirada
mouse	rato
vennerne	amigos
vennerne	os
hundreder	centos
plet	lugar
plet	momento
plet	punto
plet	sobre
gulv	chan
gulv	piso
gulv	andar
tvivler	dúbida
tvivler	dubidar
tvivler	dúbidas
tvivler	dubido
tvivler	dubídoo
lommen	peto
lommen	petos
befrielse	liberación
direktører	directores
standser	parada
sister	irmá
sister	a
shake	a
taxi	taxi
taxi	taxi
stolthed	orgullo
stolthed	orgulloso
betjening	operación
betjening	servizo
betjening	de
nøjagtighed	precisión
forsyning	subministración
forsyning	de
forsyning	subministración
travel	viaxar
travel	viaxa
travel	cara
angus	angus
illusion	a
illusion	ilusión
producenten	produtor
prøven	mostra
kommunismen	comunismo
kommunismen	o
anbefale	aconsellan
anbefale	que
indvendig	dentro
indvendig	interior
kick	unha
kick	malleira
kick	patada
kick	dáme
kick	una
kick	botar
kick	patea
mast	mastro
invaderet	invasión
arbejdsløse	no
arbejdsløse	paro
arbejdsløse	parados
arbejdsløse	aumento
undertegnede	asinado
scorer	exames
prime	primeiro
sæler	focas
sæler	as
mikroorganismer	microorganismos
omslag	a
omslag	cubrir
omslag	cuberto
omslag	cuberta
omslag	cobre
toilet	baño
toilet	baño
toilet	cuarto
wedding	de
wedding	voda
wedding	matrimonio
wedding	noiva
brændsel	combustible
rude	fiestra
rude	xanela
rude	pola
høns	galiñas
høns	polos
marxistiske	marxista
forudsat	cama
forudsat	ofrecía
fundamentale	fundamental
aldrende	envellecemento
aldrende	o
aldrende	envellecer
piller	pílulas
piller	pastillas
piller	somníferos
vinduerne	fiestras
grusomme	cruel
forpligtelse	compromiso
forpligtelse	mecanismo
forpligtelse	de
forpligtelse	mecanismos
forpligtelse	cos
wish	gustaríame
wish	desexo
wish	desexaría
wish	oxalá
brutal	brutal
filial	póla
filial	sucursal
bunke	pila
bunke	feixe
bunke	rochas
bunke	de
bunke	da
invitation	convídovos
invitation	a
vævet	tecido
overholdt	respectado
gror	medra
gror	crece
forhandler	vendedor
cowboy	vaqueiro
cowboy	de
vagter	gardas
milits	milicia
sleep	sono
sleep	durmir
sleep	durme
bevidstheden	consciencia
bevidstheden	a
bevidstheden	conciencia
bevidstheden	da
forveksling	confusión
uheldigvis	desgrazadamente
uheldigvis	por
uheldigvis	desgraza
uheldigvis	desafortunadamente
ingredienser	ingredientes
forhandling	negociación
forhandling	debate
hemmeligheder	os
hemmeligheder	segredos
hemmeligheder	poden
hemmeligheder	adoptar
sædvanlig	usual
sædvanlig	de
sædvanlig	sempre
sædvanlig	normalidade
sædvanlig	habitual
sædvanlig	costume
djævelen	demo
djævelen	diaño
potentiel	potencial
fragt	carga
fragt	cargamento
fragt	despachos
loyal	leal
intelligente	intelixente
intelligente	intelixentes
komplekst	complexidade
komplekst	complexo
komplekst	complexas
komplekst	complexa
komplekst	complexos
spejle	espellos
punktum	oración
punktum	frase
punktum	sentenza
punktum	sentencia
punktum	punto
punktum	e
punktum	seguido
stolen	cadeira
fastboende	residentes
pålidelig	fiables
pålidelig	fiable
pålidelig	confianza
kage	torta
kage	pastel
renter	interese
renter	interesa
indeni	dentro
indeni	interior
tandlæge	dentista
softwaren	software
sabotage	sabotaxe
forpligtede	cometeu
forpligtede	cometido
forpligtede	cometiches
forpligtede	cometeses
forpligtede	cometer
forpligtede	compromiso
forpligtede	cometidos
forpligtede	comprometido
forpligtede	coa
glukose	glicosa
narkotika	medicamentos
narkotika	fármacos
narkotika	drogas
narkotika	fármaco
narkotika	medicamento
narkotika	droga
narkotika	medicamentos
kommunisme	comunismo
kommunisme	o
gris	porco
demonstrerede	a
demonstrerede	demostrou
villige	dispostos
villige	a
villige	disposto
villige	dispostas
villige	deus
villige	quere
villige	querería
villige	disposta
jill	jill
morfar	avó
vigtighed	importancia
reb	corda
mentalt	mentais
mentalt	mental
synder	pecados
synder	agarimosa
synder	pecado
synder	pecado
solidt	sólida
tomt	baleira
tomt	baleiro
tomt	baleiras
tomt	valeiro
humør	humor
humør	ánimo
pizza	pizza
rat	rata
fyrre	40
progress	progreso
progress	proceso
progress	progresos
progress	segue
katolik	católica
katolik	católico
katolik	catholic
forbunds	federal
forbunds	circuíto
forbunds	federais
forbrugere	consumidores
welt	welt
bov	ombro
bov	ombreiro
bov	ombros
diskret	sutil
diskret	sutís
diagram	gráfico
diagram	gráfica
diagram	gráfica
diagram	amosa
diagram	gráfico
fødderne	metros
fødderne	os
fødderne	pés
fødderne	pé
succesfuldt	éxito
succesfuldt	con
forældreløse	orfos
walking	camiñando
walking	pola
walking	andar
walking	andando
walking	subindo
walking	camiñaba
walking	camiñar
walking	polas
doris	doris
mødre	nais
cortex	córtex
fastgjort	pegados
overskydende	exceso
overskydende	de
tricks	trucos
stjal	roubei
stjal	roubaron
stjal	roubaches
stjal	o
stjal	roubou
stjal	estola
stjal	rouboume
undskyld	sinto
undskyld	síntoo
undskyld	perdón
undskyld	desculpe
arbejdende	traballando
arbejdende	a
arbejdende	traballar
arbejdende	traballo
forvandling	transformación
kunstnerne	artistas
kunstnerne	de
odds	probabilidades
frankie	frankie
blæser	golpes
blæser	o
biblen	biblia
biblen	biblias
powers	poderes
redaktører	editores
sårbar	vulnerables
sårbar	vulnerable
køkkenet	cociña
køkkenet	sloan
zeitung	zeitung
fjernt	distante
fjernt	afastado
fjernt	remotas
bears	osos
spreder	a
spreder	espállase
pæn	moi
pæn	bastante
pæn	bonita
pæn	ben
forsigtig	con
forsigtig	coidado
forsigtig	coidado
forsigtig	ten
forsigtig	con
forsigtig	tede
forsigtig	prudente
forsigtig	conta
forsigtig	atento
jordbund	chan
jordbund	terra
bestanddel	compoñente
bestanddel	ingrediente
mærkelig	raro
mærkelig	estraño
mærkelig	estraña
mærkelig	extraño
mærkelig	moi
mærkelig	rara
mærkelig	raro
diamant	diamante
diamant	verdade
hornet	corno
barrett	barrett
barrett	barret
kigget	mirei
kigget	parecía
kigget	cara
strip	de
lægemiddel	medicinas
lægemiddel	medicina
lægemiddel	baseada
lægemiddel	na
lægemiddel	médicos
lægemiddel	menciña
ofret	da
ofret	vítima
metroen	metro
metroen	sen
metroen	pantalóns
smile	sorriso
smile	sorrir
smile	sorrí
spark	unha
spark	malleira
spark	patada
spark	dáme
spark	una
spark	botar
spark	patea
mafia	turba
mafia	mafia
mafia	mafia
clean	limpa
clean	limpo
clean	limpar
olien	petróleo
olien	aceite
olien	de
huler	cavernas
huler	covas
kirkegårde	cemiterio
uskyldig	inocente
uskyldig	inocentes
ansigter	rostros
ansigter	caras
stjæler	roubar
stjæler	roubar
stjæler	roubando
sisters	irmás
flaske	botella
separeret	separadas
monitor	monitor
galleriet	galería
galleriet	de
galleriet	louvre
garrett	garrett
solnedgang	solpor
glemmer	non
glemmer	esquezamos
glemmer	a
enlig	cada
enlig	simple
enlig	soa
enlig	só
enlig	única
enlig	único
fortsættes	continuou
mægtigste	ó
grenen	póla
grenen	sucursal
bageste	última
bageste	fila
bageste	parte
bageste	traseira
ceremonier	cerimonia
era	era
tredive	trinta
forblevet	ficou
forblevet	por
militante	militantes
tømrer	carpinteiro
bur	gaiola
fagfolk	profesionais
skydevåben	armas
skydevåben	fusís
skydevåben	as
skydevåben	armados
skydevåben	metralladoras
kommentere	comentar
kommentere	comentario
bussen	autobús
bussen	parada
bussen	autocarro
yen	iens
usikre	inseguro
shot	disparou
derover	por
derover	de
solidaritet	a
solidaritet	solidariedade
smelter	fusión
smelter	derreter
principperne	principios
teenagere	os
teenagere	adolescentes
ideelle	ideal
ideelle	ideais
ekstraordinært	extraordinario
ekstraordinært	cantidade
ekstraordinært	extraordinarias
ekstraordinært	extraordinarios
ekstraordinært	extraodinarios
ekstraordinært	extraordinaria
dødt	mortos
dødt	morto
dødt	morta
dødt	morreu
liberalt	liberais
liberalt	liberal
udskiftes	substituída
shin	canela
quo	quo
billed	foto
billed	imaxe
billed	fotografía
ordne	amañar
ordne	establecer
ordne	arranxar
ordne	a
kop	cunca
kop	café
talentfulde	con
talentfulde	talento
talentfulde	talentosa
kriser	crise
advokater	avogados
glæder	fan
glæder	emocionado
glæder	ilusionado
måltid	comida
påkrævet	precisaba
påkrævet	necesitaba
påkrævet	precisabamos
teamet	equipo
teamet	de
humanistisk	humanidades
beskrevne	descrito
supermarked	supermercado
offentliggøre	publicar
haves	mares
haves	alta
haves	mar
eksperimentet	experimento
eksperimentet	experimentos
anordning	aparello
anordning	dispositivo
anordning	de
anordning	historias
anordning	mecanismo
kirurgi	cirurxía
cent	centavos
cent	cincuenta
cent	patacóns
cent	céntimos
cent	cento
pisa	pisa
strategier	estratexias
transformation	transformación
ægget	ovo
bevæget	mudeime
bevæget	a
bevæget	mudouse
bevæget	se
velgørende	caridade
uskyldige	inocente
uskyldige	inocentes
baglæns	revés
okinawa	okinawa
interface	interface
interface	usuario
ideelt	ideal
ideelt	ideais
sprængstof	explosivos
tilpas	para
tilpas	encaixan
tilpas	ataque
tilpas	encaixa
tilpas	ben
tilpas	axustan
tilpas	de
tilpas	cómodo
safari	safaris
safari	safari
foder	comer
foder	alimentar
foder	poderán
foder	de
foder	manter
videnskabsfolk	científicos
videnskabsfolk	os
videnskabsfolk	sociólogos
vanskeligere	máis
vanskeligere	difícil
alternativet	alternativa
prototypen	prototipo
plast	plásticos
plast	os
plast	de
plast	plástico
optøjer	raciais
optøjer	disturbios
optøjer	antidisturbios
personers	persoas
hva	eh
hva	non
hva	si
lightning	lóstrego
husket	lembraban
husket	lembraba
marge	marge
elevator	ascensor
himmelen	ceo
himmelen	deus
himmelen	ceos
astronauter	astronauta
astronauter	astronautas
administrere	se
administrere	facelo
patterson	patterson
skidt	mala
skidt	malos
skidt	mal
skidt	malas
skidt	malo
skidt	mágoa
skidt	terra
primitiv	primitivos
primitiv	primitiva
primitiv	primitivo
daddy	pai
daddy	papá
nævn	mencionar
nævn	mención
attitude	actitude
attitude	atrancos
attitude	pensas
væltede	caeu
væltede	namorou
væltede	caín
væltede	adormeceu
kammerat	compañeira
kammerat	camarada
kammerat	compañeiro
kammerat	oficial
kammerat	amigo
kammerat	colega
kammerat	compañeiro
eksperimentere	experimento
eksperimentere	experimentos
statistikker	estatísticas
tænderne	dentes
tænderne	os
tænk	que
tænk	penso
tænk	pensar
tænk	creo
koner	mulleres
koner	as
koner	esposas
koner	súas
robotter	robots
gem	salvar
gem	aforrar
gem	salvalo
forskellene	diferenzas
betroede	de
betroede	confianza
betroede	en
guitaren	guitarra
overvejer	pensando
overvejer	pensar
overvejer	en
ceremonien	cerimonia
fyre	tipos
fyre	mozos
fyre	rapaces
fyre	tíos
fyre	homes
vedtage	adopte
helgener	santos
tragiske	tráxico
tragiske	tráxica
knapper	botóns
bådene	barcos
bravo	bravo
terapi	terapia
terapi	de
ngo	ngo
rudi	rudi
forudsige	predicir
forudsige	predín
bjørne	osos
bjørne	oso
bjørne	osiño
ass	cu
fornuftige	sensible
sociolog	sociólogo
sociolog	toma
fryser	frío
fryser	fría
fryser	arrefriado
fryser	conxelación
fryser	conxelar
mobilitet	mobilidade
halvleg	media
halvleg	metade
halvleg	medio
halvleg	a
armene	brazos
armene	armas
behandlinger	tratamentos
veteraner	veteranos
mormor	avoa
mormor	avoa
mormor	a
erfaren	experimentou
erfaren	experiencia
erfaren	experimentado
erfaren	nisto
yokohama	yokohama
autisme	autismo
bones	ósos
mekanismer	mecanismos
kostumer	vestiario
kostumer	disfraces
billet	billete
billet	boleto
billet	para
billet	liscar
akvarium	acuario
gigantisk	un
gigantisk	xigantes
gigantisk	xigante
gigantisk	enorme
gigantisk	xigantesco
gigantisk	pauta
gage	gage
føderal	federal
føderal	circuíto
føderal	federais
eftermiddag	tarde
eftermiddag	bos
eftermiddag	tardes
eftermiddag	serán
barber	barbeiro
barber	perruqueiro
kollegaer	colegas
kollegaer	compañeiros
villigt	dispostos
villigt	a
villigt	disposto
villigt	dispostas
villigt	deus
villigt	quere
villigt	querería
villigt	disposta
garage	garaxe
målsætning	obxectivo
målsætning	obxectiva
målsætning	obxectivos
ruller	rolling
ruller	e
fidel	fidel
junglen	selva
trip	a
trip	viaxe
penny	a
penny	penique
penny	penny
navngivne	chamado
navngivne	chámase
navngivne	se
navngivne	nome
navngivne	chamada
firkant	cadrado
firkant	square
firkant	cadradas
firkant	praza
firkant	limpo
overdækket	cuberto
høvdinge	xefes
massakre	masacre
borde	mesas
udfordringen	reto
udfordringen	desafío
udfordringen	desafiar
operatør	operadora
fremkaldt	desenvolveu
fremkaldt	desenvolvido
fremkaldt	desenvolvidos
fremkaldt	desenvolvemos
fremkaldt	o
strejker	folga
strejker	ataque
strejker	¡
strejker	que
strejker	empece
strejker	folgas
faster	tía
vidende	saber
vidende	sabendo
vidende	sabe
chauffør	condutor
chauffør	de
chauffør	o
chauffør	permiso
forbruget	consumo
ironi	ironía
apartheid	apartheid
nedenunder	baixo
nedenunder	debaixo
nedenunder	na
nedenunder	debaixo
nedenunder	por
nedenunder	baixo
nedenunder	abaixo
nedenunder	embaixo
nedenunder	seccionada
nedenunder	abaixo
forvirret	confuso
fængslede	presos
fængslede	os
fængslede	prisioneiros
knuse	por
knuse	toliño
uheldigt	desafortunado
trapper	escaleiras
trapper	as
trapper	escaleira
snedker	carpinteiro
pool	piscina
pool	a
twist	xiro
joke	broma
joke	chiste
joke	bromas
joke	gracia
joke	conto
tøjet	roupa
tøjet	roupas
sygeplejersker	enfermeiros
sygeplejersker	enfermeiras
bone	óso
porcelæn	china
jordbunden	chan
jordbunden	terra
honey	cariño
honey	rula
honey	meu
honey	ben
svagheder	debilidade
tragisk	tráxico
tragisk	tráxica
udfordret	a
galileo	galileo
visuelt	visuais
visuelt	dificultades
visuelt	visual
visuelt	visuais
lampe	lámpada
hylder	estantes
straight	en
straight	directo
straight	dereito
fagforbund	sindicatos
universel	universais
universel	universal
låst	pechada
låst	con
låst	empechar
velsignelse	bendición
velsignelse	beizón
anciennitet	a
afholdte	reunión
afholdte	perdín
afholdte	mans
afholdte	tiña
afholdte	hoxe
afholdte	atopo
frigivelse	liberación
frigivelse	lanzamento
frigivelse	en
frigivelse	liberdade
frigivelse	a
kredit	tarxetas
kredit	crédito
kredit	roubada
udslettet	destruídos
udslettet	destruíron
udslettet	destruído
udslettet	con
udslettet	destruírono
udslettet	destruír
savnet	de
savnet	menos
savnet	a
savnet	desaparecidos
savnet	faltan
savnet	falta
savnet	perdidos
savnet	faltaba
pære	lámpada
drejning	xiro
drejning	a
drejning	xirando
tilbøjelighed	tendencia
lægerne	os
lægerne	médicos
lægerne	doutores
lægerne	médico
shock	choque
shock	de
shock	asalto
shock	conmoción
shock	electrochoques
prædiken	sermón
følt	sentía
følt	sentíame
følt	que
følt	sentín
monstre	monstros
blomsten	flor
tyngdekraften	gravidade
tyngdekraften	a
finanser	finanzas
ovenover	sobre
ovenover	ascende
ovenover	por
ovenover	riba
ovenover	da
ovenover	enriba
ovenover	arriba
speedway	altamont
postkort	postal
postkort	postais
sundt	san
sundt	saúde
sundt	sans
sundt	saudable
slip	liberación
slip	lanzamento
slip	en
slip	liberdade
slip	a
slip	lanzamento
tjenesteydelser	servizos
tjenesteydelser	os
vitaminer	vitaminas
vitaminer	vitamina
insulin	insulina
insulin	á
biodiversitet	biodiversidade
tavle	encerado
frimærke	filatelia
frimærke	selo
ejendomsret	propiedade
pionerer	pioneiros
demonstrere	demostrar
demonstrere	amosan
demonstrere	demostraron
afspejle	reflicten
afspejle	reflictan
redning	de
redning	apoio
svigtende	a
befolkninger	xente
befolkninger	fronte
blivende	permanente
shine	brillar
genopbygge	reedificar
genopbygge	reconstruír
sindssyge	tolas
sindssyge	manicomio
sindssyge	tolo
sindssyge	enfermo
sindssyge	tolear
telt	tenda
telt	carpa
kunster	trucos
visioner	visión
visioner	vista
visioner	vision
fjernsynet	a
fjernsynet	televisión
fjernsynet	tele
fjernsynet	da
fjernsynet	programa
fjernsynet	tv
fjernsynet	televisión
fjernsynet	tele
dejligt	fermoso
dejligt	encantador
dejligt	preciosa
dejligt	bonito
dejligt	ben
dejligt	bonita
dejligt	bo
dejligt	boa
passagen	noroeste
passagen	pasaxe
passagen	paso
uundgåelige	inevitable
uundgåelige	inevitábel
folkedrab	xenocidio
slavehandel	escravitude
gravide	embarazada
gravide	preñado
skylder	lle
skylder	debo
skylder	debe
skylder	debémosche
skylder	a
skylder	debes
pakhus	almacén
bakterien	bacteria
drejet	resultou
drejet	volta
drejet	sentía
tunneler	túneles
estimeret	estimouse
skulder	ombro
skulder	ombreiro
blink	de
terning	dados
petroleum	queroseno
mareridt	pesadelo
tilmeldt	rexistrado
klient	cliente
vakuum	aspirador
vakuum	aspiradores
sengen	cama
stræben	aspiracións
sandsynlige	probable
sandsynlige	que
sandsynlige	probablemente
sandsynlige	risco
rumfang	o
rumfang	volume
bet	aposta
bet	apostar
bet	a
bet	aposto
bet	que
bet	seguro
emnerne	temas
caesar	césar
skaller	proxectís
lab	laboratorio
lab	no
android	android
beslaglagt	de
lytter	escoita
lytter	ouvinte
lytter	escoitan
lytter	escoiten
lytter	a
lytter	escoitar
lytter	escoitando
lytter	escoitamos
franc	francos
vogel	vogelöd
vogel	vogel
gælisk	gaélico
mack	mackie
mack	navalla
mack	mack
forhåbentlig	esperanza
forhåbentlig	espero
fredeligt	pacífica
havana	habana
havana	da
rullende	rolling
gentager	repite
gentager	anda
gentager	di
gentager	repita
gentager	repito
gentager	dígoche
julemanden	santa
udbetalt	pagar
udbetalt	pagou
barer	reixas
mafiaen	mafia
vane	hábito
vane	costume
