در	கதவு
سنگین	கனரக
سنگین	கனமாக
سنگین	கடும்
اشغال	busy
اشغال	ஆக்கிரமிப்பு
رودهای	நதிகள்
رودهای	ஆறுகள்
پروانه	பட்டாம்பூச்சி
واژگان	சொல்வள
ریاضیات	கணிதம்
ریاضیات	கணிதம்
ریاضیات	கணிதம்
ریاضیات	கணித
جزء	பாகம்
جزء	பகுதி
عنصر	உறுப்பு
گینه	கினி
گینه	கினியா
شعبه	கிளைகள்
امکانات	சாத்தியங்கள்
امکانات	வசதிகள்
سالن	சலூன்
ترسناک	பயங்கரமான
ترسناک	பயத்தில்
ترسناک	பயங்கரமாக
ترسناک	திகில்
ترسناک	பயம்
تمدن	பண்பாடு
تمدن	கலாச்சாரம்
تمدن	நாகரிகம்
رییس	முதலாளி
رییس	பாஸ்
رییس	தலைவா
سفارت	தூதரகம்
کمونیست	கம்யூனிஸ்ட்
بهشت	தோட்டத்தில்
بهشت	தோட்டம்
بهشت	சொர்க்கம்
جک	ஜாக்
جک	மந்திரி
جک	ஜேக்
سناتور	செனட்டர்
دیجیتال	டிஜிட்டல்
دیجیتال	digital
بیمار	நோயாளி
بیمار	கொடுமை
بیمار	பிணி
بیمار	உடம்பு
بیمار	உடல்நிலை
بینی	மூக்கில்
بینی	மூக்கு
بینی	மூக்கை
حوالی	சுற்றிப்
حوالی	சுற்றி
هسته	கருப்பன்
هسته	கோர்
هسته	கரு
یوسف	யூசுஃப்
یوسف	ஜோசப்
یوسف	யோசேப்பு
حمام	குளியலறை
حمام	பாத்ஸ்
حمام	கழிப்பறைகள்
حمام	குளியல்
حمام	பாத்
عصبی	நரம்பு
عصبی	நரம்புத்
عصبی	நரம்பியல்
حیوانات	மிருகங்கள்
حیوانات	விலங்குகள்
حیوانات	விலங்கு
مایع	திரவம்
مایع	திரவ
مایع	திரவம்
اشکال	வழு
اشکال	பக்
میز	அட்டவணை
میز	மேசை
میز	டெஸ்க்
مکانیک	மெக்கானிக்
مکانیک	மெக்கானிக்கல்
خواست	தேவை
بالغ	முதிர்ந்த
دانشمند	விஞ்ஞானி
جالب	சுவாரஸ்யமான
جالب	சுவாரசியமான
چوب	மரம்
چوب	ஸ்டிக்
چوب	குச்சி
مالزی	மலேசியா
مالزی	மலேஷியா
مجمع	சபை
تکثیر	பிரதி
تکثیر	நகல்
میانگین	சராசரி
میانگین	சராசரி
قطعات	பகுதிகள்
تابلوی	பலகம்
حملات	தாக்குதல்கள்
نرخ	மதிப்பிடு
نرخ	மதிப்பிடவும்
نرخ	விகிதம்
نرخ	வீதம்
رمانتیک	ரொமான்ஸ்
رمانتیک	காதல்
قول	சத்தியம்
قول	வாக்குறுதி
گرایش	trend
گرایش	மனோபாவம்
گرایش	மனப்பான்மை
حداکثر	டாப்ஸ்
حداکثر	அதிகபட்சம்
حداکثر	அதிகபட்ச
پادشاهان	அரசர்கள்
پادشاهان	கிங்ஸ்
سوخت	எரி
سوخت	எரிசக்தி
سوخت	எரிபொருள்
سوخت	பழுப்பு
سوخت	எழுது
حلقه	வளையம்
حلقه	மோதிரம்
حلقه	வளையங்கள்
حلقه	மோதிரங்கள்
حلقه	சுழற்சி
حلقه	கண்ணி
حلقه	மடக்கு
حلقه	லூப்
سیمرغ	பீனிக்ஸ்
مربی	பயிற்சியாளர்
مربی	கோச்
مربی	பயிற்சியாளர்
هری	ஹாரி
پیوسته	தொடர்ச்சியாக
پیوسته	தொடர்ச்சியான
پیوسته	தொடர்ச்சி
اندکی	சிறிய
اندکی	குட்டி
حادثه	சம்பவம்
حادثه	விபத்தில்
حادثه	பேரழிவு
حادثه	பேரிடர்
الیور	ஆலிவர்
مراحل	செயல்முறை
مراحل	நிலைகள்
حاجی	ஹாஜி
اطلس	atlas
اطلس	அட்லாண்டிக்
سوره	அத்தியாயம்
سوره	சுரா
سوره	அத்தியாயங்கள்
سوره	sura
نامگذاری	பெயரீடு
ابتدایی	முதன்மை
پیامبر	தீர்க்கதரிசி
پیامبر	நபி
پیامبر	நபியின்
پیامبر	messenger
مهندس	பொறியாளர்
مجوز	உரிமம்
مجوز	அனுமதி
محتوای	உள்ளடக்கம்
محتوای	கொள்கலன்
ستون	தூண்
ستون	நெடுவரிசை
ستون	தூண்
درگیری	ஈடுபாடு
درگیری	முரண்பாடு
درگیری	குழப்பம்
درگیری	குழப்பங்கள்
مایل	மைல்
مایل	மைல்கள்
مایل	மைல்
مادرید	மாட்ரிட்
جورج	ஜார்ஜ்
اختلال	கோளாறு
قضیه	தேற்றம்
کبیر	கபீர்
ساری	சர்ரே
ساری	சேலையை
ساری	புடவை
طراح	வடிவமைப்பாளர்
طراح	டிசைனர்
خروج	வெளியேற்று
خروج	வெளியேறும்
خروج	வெளியேறு
سربازان	வீரர்கள்
سربازان	படைகள்
آشپزی	குக்
آشپزی	சமையல்
سوپر	சுப்பர்
سوپر	super
سوپر	சூப்பர்
سوپر	மேன்மையான
ایکس	aix
مقامات	அதிகாரிகளிடம்
مقامات	அதிகாரிகள்
جوانی	இளமை
جوانی	யூத்
جوانی	இளைஞர்கள்
جوانی	இளைஞர்
جوانی	இளைஞர்களின்
جوانی	ஜிந்தாபாத்
خودشان	தங்களை
خودشان	தாமே
خودشان	தங்களுக்கு
الکترونیکی	எலக்ட்ரானிக்
الکترونیکی	மின்னணு
آمل	அமோல்
مصاحبه	நேர்காணல்
مصاحبه	பேட்டி
لوله	பைப்
لوله	குழாய்
لوله	குழாய்
روزی	அளித்து
روزی	வழங்கப்படும்
روزی	வழங்கிய
روزی	வழங்கப்பட்ட
روزی	நாள்
روزی	தினம்
روزی	நாளும்
پایدار	sustainable
پایدار	நிரந்தரமானது
پایدار	நிரந்தரம்
پایدار	பந்தத்தில்
گرچه	என்றாலும்
گرچه	விட்டாலும்
گرچه	இருந்தாலும்
حوادث	பேரழிவுகள்
حوادث	சம்பவங்கள்
حوادث	விபத்துக்கள்
حوادث	நிகழ்ச்சிகள்
حوادث	நிகழ்வுகள்
عهد	வாக்குறுதியை
عهد	ஒப்பந்தம்
دربار	கோர்ட்
دربار	நீதிமன்றம்
ارزیابی	மதிப்பீடு
ارزیابی	மதிப்பிடு
حمید	ஹமீது
زنی	பெண்ணின்
زنی	பெண்
مسئولیت	பொறுப்புகள்
مسئولیت	பொறுப்புள்ள
مسئولیت	பொறுப்பான
مسئولیت	பொறுப்பு
مسئولیت	பொறுப்பு
هاشمی	ஹாஷ்மி
خواب	கனவு
خواب	கனவில்
خواب	தூக்கம்
خواب	தூக்கத்தை
خواب	உறக்கம்
خواب	உறங்கும்
خواب	உறங்க
خواب	உறங்கும்
خواب	தூங்கி
خواب	தூங்கும்
وزیران	அமைச்சர்கள்
وزیران	மந்திரிகள்
قلم	எழுதுகோல்
قلم	பேனா
قلم	எழுத்துரு
مشاهیر	பிரபலங்கள்
ثمر	சமர்
قاضی	நீதிபதி
دم	அணை
دم	வால்
دم	வாலை
دم	dem
بنیان	நிறுவல்
روغن	எண்ணெய்
روغن	ஆயில்
نر	ஆண்
برگ	பெர்க்
برگ	இலை
برگ	இலைகளை
برگ	இலைகள்
ملکه	ராணி
ملکه	குயின்
ملکه	மகாராணி
ملت	தேசங்கள்
ملت	தேசம்
کابل	காபூல்
کابل	வயர்
کابل	கம்பி
کابل	கேபிள்கள்
کابل	வடம்
کابل	கேபிள்
پذیرش	சேர்க்கை
پذیرش	ஏற்பு
پذیرش	வரவேற்பு
پذیرش	ஏற்க
پذیرش	ஏற்கவும்
پذیرش	ஏற்கிறேன்
مد	ஃபேஷன்
مد	பேஷன்
مد	நாகரீகம்
رویداد	நிகழ்வைப்
رویداد	நிகழ்வு
رویداد	நிகழ்வில்
رویداد	நிகழ்வை
کریم	கரீம்
لینک	இணைப்பை
لینک	இணைப்பு
لینک	இணைப்பைப்
آرتور	ஆத்தர்
آرتور	ஆர்தர்
گوش	காதுகளில்
گوش	காதுகள்
شصت	அறுபது
شصت	அறுபத்து
پایانی	இறுதியான
پایانی	இறுதி
پایانی	முடிகிறது
چهره	தீம்
چهره	கருத்து
چهره	முகங்கள்
چهره	முகம்
چهره	முக
یادبود	நினைவகம்
یادبود	நினைவிடம்
تکنولوژی	tech
تکنولوژی	தொழில்நுட்பம்
جمعه	வெ
جمعه	வெள்ளி
جمعه	வெள்ளிக்கிழமை
جمعه	வெள்ளி
درگیر	ஈடுபட
وسطی	நடுவில்
وسطی	நடு
دارو	மருந்து
دارو	மருத்துவம்
دارو	போதைப்பொருள்
فردوسی	erythrina
فردوسی	ferdowsi
کوچکی	சிறிய
کوچکی	சிறு
کوچکی	சிறியது
کوچکی	சிறு
کوچکی	மைனர்
مدارس	பள்ளிகள்
عیسی	இயேசுவே
عیسی	ஏசு
عیسی	இயேசு
ایوان	இவான்
ایوان	இவன்
ایوان	இவான்
نوار	டேப்
نوار	நாடா
سخنرانی	விரிவுரை
سخنرانی	சொற்பொழிவு
سخنرانی	சொற்பொழிவு
سخنرانی	பேச்சு
کربن	கார்பன்
نقاش	ஓவியர்
بغداد	பாக்தாத்
نمای	பார்வை
نمای	காட்சி
نمای	காட்டு
مک	mac
مک	மேக்
ذهن	மனது
ذهن	மனதைக்
ذهن	மனதில்
ذهن	மனம்
ذهن	மனதை
ذهن	மனதிற்கு
ماری	மரியே
ماری	மேரி
ماری	மரியா
دروازه	வாயில்
دروازه	கேட்
دروازه	நுழைவாயில்
بازرگانی	வணிகர்
بازرگانی	வர்த்தகம்
خلیفه	கலீபா
نادر	நாதிர்
نادر	அரிய
نادر	அரிதான
تجزیه	பாகுபடுத்தல்
تهدید	அச்சுறுத்தல்கள்
مونتانا	montana
انتقاد	விமர்சனங்கள்
انتقاد	திறனாய்வு
انتقاد	விமர்சனம்
انتقاد	விமர்சிக்கும்
انتقاد	விமர்சிக்க
کپی	நகல்
سلامت	நலம்
سلامت	சுகாதாரம்
سلامت	ஆரோக்கியம்
سلامت	ஹெல்த்
سلامت	உடல்நலம்
سلامت	அமைதி
سلامت	சமாதானம்
سلامت	பாதுகாப்பு
طایفه	குலம்
ابزارهای	டோகோ
ابزارهای	கருவிகள்
مبتلا	பாதிக்கப்பட்ட
باران	மழை
آید	வரும்
صبح	காலை
ذرات	துணுக்குகள்
ذرات	துகள்
خداوند	ஆண்டவர்
خداوند	தெய்வமே
خداوند	கடவுளின்
خداوند	கடவுள்
خداوند	தேவன்
خداوند	அல்லாஹ்
حروف	கடிதங்கள்
حروف	எழுத்துக்கள்
شاهد	சாட்சி
تور	tor
تور	சுற்றுப்பயணம்
تور	சுற்றுலா
تور	டூர்
تور	உலா
تور	சுற்றுலா
تور	net
تور	நெட்
تور	தோர்
هفتاد	எழுபது
کشتار	படுகொலைகள்
کشتار	படுகொலை
خانوادگی	குடும்பத்தினர்
خانوادگی	குடும்பம்
خانوادگی	குடும்பத்தார்
سیاستمدار	அரசியல்வாதி
تلفظ	உச்சரிப்பு
گذر	கடந்து
گذر	பாஸ்
گذر	pass
مالکیت	பண்பு
مالکیت	உடைமை
مالکیت	சொத்து
مالکیت	உரிமை
مالکیت	சொத்துரிமை
معین	குறிப்பிட்ட
معین	சொல்லப்பட்டது
معین	ஒதுக்கப்பட்டிருக்கும்
معین	சரிசெய்யப்பட்டது
معین	நிலையான
معین	நியமனம்
تایلند	தாய்லாந்து
تایلند	தாய்
صدر	வேந்தர்
شکار	வேட்டை
بایگانی	காப்பகம்
بایگانی	தாக்கல்
گره	முடிச்சு
گره	டை
گره	முடிச்சு
سختی	கடினம்
سختی	கடினமானது
تغذیه	செலுத்தல்
تغذیه	வழங்கல்
تغذیه	உள்ளீடு
تغذیه	சத்துணவு
تغذیه	ஊட்டச்சத்து
تغذیه	உணவளித்தல்
هویت	அடையாளம்
منصور	மன்சூர்
شورش	கலகம்
شورش	கலவரம்
شورش	கிளர்ச்சி
سردار	சர்தார்
ششمین	ஆறாவது
عمدتاً	முக்கியமாக
خاطرات	நினைவுகள்
خاطرات	நினைவுகளில்
خاطرات	நினைவுகளைப்
خاطرات	நினைவுகளை
سالانه	வருடாந்திர
سالانه	வருடாந்திர
سالانه	வருடாந்த
مشکلی	பிரச்சனை
مشکلی	பிரச்சினை
مشکلی	சிக்கல்
شغل	தொழிலாக
شغل	பணியை
شغل	வேலை
شغل	பணி
شغل	தொழில்
شغل	தொழிலால்
بزرگتر	பெரியது
بزرگتر	பழைய
لشکر	இராணுவம்
لشکر	army
لشکر	ராணுவம்
اکثریت	பெரும்பான்மை
اساطیر	தொன்மவியல்
ابعاد	பரிமாணங்கள்
ابعاد	அளவுகள்
منطقی	தருக்க
منطقی	லாஜிக்
میل	ஆசையை
میل	ஆசை
میل	மில்
میل	mil
میل	மில்
زلزله	நிலநடுக்கம்
اندیشه	பிரதிபலிக்கும்
اندیشه	சிந்திக்க
پیوندهای	இணைப்புகள்
پیوندهای	இணைப்புக்கள்
صامت	அமைதியாக
صامت	அமைதி
فولاد	ஸ்டீல்
فولاد	எஃகு
پویانمایی	அசைவூட்டம்
پویانمایی	அனிமேஷன்
پویانمایی	அசைவூட்டம்
ارتباطی	தகவல்தொடர்பு
ارتباطی	தொலைதொடர்பு
کلمات	வார்த்தைகளால்
کلمات	வார்த்தைகளை
کلمات	சொற்கள்
کلمات	வார்த்தைகள்
زندانی	கைதி
پنهان	மறையும்
پنهان	மறை
پنهان	மறைக்கவும்
پنهان	மறைத்த
پنهان	மறைந்த
پنهان	மறைக்கப்பட்ட
پنهان	மறைந்துள்ள
پنهان	மறைக்கப்பட்டது
پنهان	மறைந்து
تایید	உறுதிப்படுத்தவும்
پذیرفته	ஏற்றுக்கொள்ளப்பட்டது
پذیرفته	ஏற்கப்பட்டது
پذیرفته	ஏற்றுக்
استودیو	ஸ்டுடியோ
استودیو	ஸ்டூடியோ
رژیم	டயட்
رژیم	உணவில்
رژیم	பழக்கத்தை
سند	மணல்
سند	மண்
سند	ஆவணம்
ممنون	நன்றி
ممنون	thanks
هتل	விடுதி
هتل	ஓட்டல்
هتل	ஹோட்டல்
کانون	கவனம்
کانون	குவிப்பு
کانون	குவியம்
بیرونی	வெளிப்புறம்
برخلاف	விரும்பவில்லை
برخلاف	விருப்பமில்லை
برخلاف	விரும்பாதே
شیکاگو	சிகாகோ
رها	விடு
رها	விட்டு
رها	வெளியேறு
کمیسیون	கமிசன்
کمیسیون	கமிஷன்
کمیسیون	கமிட்டி
مرجع	மேற்கோள்
مرجع	குறிப்பு
بازیگری	நடிப்பு
ارجاع	மேற்கோள்
ارجاع	குறிப்பு
سلول	அறை
سلول	கைபேசி
سلول	செல்
سلول	செல்கள்
پلی	பாலம்
دکتری	மருத்துவர்
ناوبری	உலாவல்
معلوم	தெரிந்தது
معلوم	தெரிந்த
دختران	பெண்களின்
دختران	பெண்கள்
دختران	பெண்களுக்கு
دختران	மகள்கள்
ضعیف	பலவீனமான
حاشیه	ரிம்
حاشیه	ஓரம்
کویت	குவைத்
روانی	சைக்கோ
فن	ரசிகன்
فن	ரசிகர்
فن	விசிறி
درس	பாடங்கள்
درس	பாடம்
درس	பாடத்தை
کنگ	காங்
کنگ	காங்க்
کنگ	கெங்
کنگ	காங்
اعراب	அரபியர்கள்
اعراب	பாலைவனத்தில்
اعراب	பாலைவனம்
فیلیپ	பிலிப்
حرارت	வெப்பம்
حرارت	வெப்பத்தை
حرارت	வெயிலின்
ممنوع	தடுக்கப்பட்டு
ممنوع	தடை
انتاریو	ஒண்டாரியோ
کوهستانی	மலை
مشاور	ஆலோசகர்
مشاور	ஆலோசகர்
نوازنده	இசையமைப்பாளர்
نوازنده	இசைக்கலைஞர்
نوازنده	இசைக்கலைஞர்கள்
معیار	நெறிமுறைகள்
نرم	மென்மையான
نرم	மென்மை
سقف	கூரை
قبرس	வருடங்கள்
قبرس	சைப்ரஸ்
مصنوعی	செயற்கை
مصنوعی	செயற்கை
فکری	அறிவுசார்
توصیه	பரிந்துரை
توصیه	பரிந்துரைக்கவும்
توصیه	பரிந்துரைகள்
کلیسا	தேவாலயம்
کلیسا	சர்ச்
لیبی	லிபியா
هوانوردی	விமான
هوانوردی	வானூர்தி
هوانوردی	ஏரோநாட்டிக்ஸ்
دوازده	பன்னிரெண்டு
دوازده	பன்னிரண்டு
بزرگراه	நெடுஞ்சாலைகள்
بزرگراه	நெடுஞ்சாலை
اخبار	செய்திகள்
اخبار	செய்தி
پرسپولیس	persepolis
کنفرانس	மாநாடு
کنفرانس	மாநாட்டு
کنفرانس	கருத்தரங்கு
آلی	இயல்பான
آلی	ஆர்கானிக்
مغناطیسی	காந்த
هاروارد	ஹார்வர்டு
جمینای	ஜெமினி
جمینای	மிதுனம்
سو	சூ
سو	சூ
ترور	பயங்கரவாத
ترور	தீவிரவாத
ترور	வாத
ترور	படுகொலை
ترور	டிரெவர்
معدن	சுரங்க
معدن	சுரங்கம்
شکایت	புகார்
شکایت	புகார்கள்
شکایت	புகார்
شکایت	புகார்
خشونت	வன்முறை
خشونت	வன்முறை
مجید	மஜித்
افتتاح	திறக்கப்படுகிறது
افتتاح	திறக்கும்
افتتاح	திறப்பு
طلای	தங்கப்
طلای	தங்கம்
طلای	தங்க
میانی	நடுவில்
میانی	நடு
میانی	இடைநிலை
پزشک	மருத்துவர்
توهین	அவமதிப்பு
توهین	அவமானம்
هفتمین	ஏழாம்
سازنده	உருவாக்கியவர்
سازنده	உருவாக்கி
سازنده	படைத்தவர்
سازنده	maker
سازنده	உற்பத்தியாளர்
سازنده	தயாரிப்பாளர்
آزمون	சோதனையில்
آزمون	பரிசோதனை
آزمون	சோதனை
آزمون	சோதனை
آزمون	சோதிக்கிறது
آزمون	பரீட்சை
موقت	தற்காலிகமாக
موقت	தற்காலிக
تبلیغات	விளம்பரங்கள்
تبلیغات	விளம்பரம்
تبلیغات	விளம்பரப்படுத்தல்
تبلیغات	விளம்பரப்படுத்துதல்
تبلیغات	பரப்புரை
آیداهو	idaho
ضرب	பெருக்கல்
ضرب	தயாரிப்பை
ضرب	தயாரிப்பு
ضرب	தயாரிப்பைப்
ضرب	பொருள்
ضرب	டெம்போ
کوتاهی	குறுகிய
کوتاهی	குறுகியது
کوتاهی	குட்டை
کوتاهی	short
ملاقات	சந்திக்கும்
ملاقات	சந்திப்பு
ملاقات	சந்தித்தனர்
ملاقات	விஜயம்
ملاقات	வருகை
ملاقات	பார்க்கவும்
ملاقات	கூட்டம்
ملاقات	கூட்டத்தில்
ملاقات	சந்திப்பு
برسد	வருகைகள்
برسد	பார்வைகள்
افزودن	சேர்
افزودن	சேர்க்கவும்
افزودن	கூட்டு
کمال	கமல்
وان	வேனில்
وان	வேன்
وان	வான்
مجازی	மெய்நிகர்
اقامت	resident
اقامت	வீடு
اقامت	வசிப்பிடம்
اقامت	தங்குமிடம்
اقامت	குடியிருப்பு
اقامت	தங்கி
چمن	கிடப்பது
چمن	புல்வெளி
چمن	புல்லை
چمن	புல்
مایکروسافت	மைக்ரோசாப்ட்
مایکروسافت	microsoft
پیاده	கால்
نیجریه	நைஜீரிய
نیجریه	நைஜீரியா
علامت	சிக்னல்
علامت	சைகை
علامت	அத்தாட்சி
علامت	அடையாளம்
علامت	குறி
تونس	துனீசியா
دشمن	எதிரி
توافق	தீர்ப்பு
توافق	சமரசம்
توافق	ஏற்பாடுகள்
توافق	ஏற்பாடு
صعود	மேலேற்றம்
صعود	ஏறுதல்
صعود	ascent
مریم	மிரியம்
مریم	மரியே
مریم	மேரி
مریم	மரியா
استخوان	எலும்புகள்
استخوان	எலும்பு
کنتیکت	கனெடிகட்
کوروش	சைரஸ்
رادیویی	ரேடியோ
رادیویی	வானொலி
متروی	சுரங்கப்பாதை
متروی	மெட்ரோ
شاهان	அரசர்கள்
شاهان	கிங்ஸ்
بیل	பில்
بیل	மசோதா
معبد	திருத்தலம்
معبد	கோவில்
معبد	கோவிலில்
معبد	கோயில்
استانبول	இஸ்தான்புல்
نازی	நாசி
بنی	பேனி
بنی	பென்னி
ون	வேன்கள்
ون	வேனில்
ون	வேன்
ون	வான்
ون	வென்
کانادایی	கனடிய
کانادایی	கனேடிய
مخالفان	எதிர்ப்பு
پیانو	பியானோ
عمان	ஓமன்
سلاح	ஆயுதங்களை
سلاح	ஆயுதங்கள்
سلاح	ஆயுதம்
سلاح	ஆயுதம்
مدنی	சிவில்
مدنی	சிவிக்
رئال	ரியல்
رئال	உண்மையான
رئال	நிஜம்
سیاره	கிரகம்
سیاره	கோள்
فاکس	நரி
فاکس	ஃபாக்ஸ்
رنگی	வண்ணமயமான
راحتی	வசதியாக
راحتی	வசதி
ساختمانی	கட்டுதல்
ساختمانی	கட்டிட
ساختمانی	கட்டிடம்
ساختمانی	பில்டிங்
شریف	ஷரீஃப்
شریف	ஷரீப்
شریف	ஷெரீப்
دبیر	பொருளாளர்
دبیر	செயலர்
دبیر	செயலாளர்
آگاهی	அறிவு
آگاهی	அறிவும்
آگاهی	விழிப்புணர்வு
اتفاقات	நிகழ்ச்சிகள்
اتفاقات	நிகழ்வுகள்
اسمیت	ஸ்மித்
کاملا	முழுமையாக
کاملا	முழுவதும்
کاملا	முழுவதுமாக
یوگسلاوی	யூகோசுலாவியா
مصالح	மசாலா
مصالح	பொருள்
تأکید	அழுத்தம்
تأکید	நிலைத்தன்மை
شرط	பந்தயம்
شرط	நிலையில்
شرط	நிபந்தனை
ملا	முல்லா
ملا	முல்லா
بزرگان	elders
بزرگان	முதியவர்கள்
روزانه	தினமும்
روزانه	அன்றாடம்
روزانه	தினசரி
روزانه	அன்றாட
روزانه	தினந்தோறும்
تنگ	டாங்
واقعیت	உண்மை
واقعیت	உண்மை
واقعیت	நிஜத்தில்
بالاترین	உயர்ந்தது
بالاترین	உயர்ந்த
تمرکز	கவனம்
تمرکز	குவிப்பு
تمرکز	குவியம்
گوشت	இறைச்சி
گوشت	சதை
حقیقی	ரியல்
حقیقی	உண்மையான
حقیقی	நிஜம்
حقیقی	மெய்
حقیقی	உண்மையாக
حقیقی	உண்மையான
حقیقی	உண்மை
تئوری	கோட்பாடு
اردن	ஜோர்டான்
الف	ஆல்ஃப்
پیچیده	வளாகம்
پیچیده	சிக்கலானது
پیچیده	முறுக்கி
بیماران	நோயாளிகள்
ایمنی	பாதுகாப்பு
گیر	கிர்
گیر	கியர்
تکیه	சாய்ந்து
جسم	உடல்
جسم	உடலில்
جسم	பாடி
جسم	சதை
ماریا	மரியா
سوال	கேள்விக்கும்
سوال	கேள்வி
سوال	கேள்விக்குப்
سوال	கேள்விக்கு
سوال	கேள்வியில்
سوال	வினாக்கள்
سوال	கேள்விகள்
احزاب	நிறுவனங்கள்
احزاب	கட்சிகள்
زاویه	கோணம்
زاویه	கோணத்தில்
روس	ரஷ்ய
روس	ரஷியன்
فرستاده	messenger
جانبی	lateral
عام	பிறப்பு
آفتاب	சூரியன்
آفتاب	சன்
آفتاب	ஞாயிறு
آفتاب	அப்தாப்
اتهام	கட்டணங்கள்
اتهام	சார்ஜ்
اتهام	கட்டணம்
پدیده	phenomenon
ارمنیان	ஆர்மேனியன்
کوبا	கியூபா
فرصت	வாய்ப்பு
فرصت	வாய்ப்புள்ளது
فرصت	வாய்ப்பை
فرصت	வாய்ப்பு
مربیگری	கோச்
مربیگری	பயிற்சியாளர்
کندی	மிட்டாய்
کندی	கென்னடி
زیبای	அழகை
زیبای	அழகு
زیبای	அழகி
بعداً	பின்னர்
بعداً	பிறகு
بعداً	பிற்பகுதியில்
بعداً	பின்னாளில்
هادی	ஹாதி
هشتمین	எட்டாவது
نگاهی	பார்
نگاهی	தோற்றம்
فاطمه	பாத்திமா
فاطمه	பாத்திமா
قدمت	பழைய
قدمت	பழையது
اخلاقی	தார்மீக
اخلاقی	படிப்பினை
اخلاقی	அறநெறி
نماز	தொழுகையை
نماز	ஜெபம்
نماز	பிரார்த்தனை
نماز	பிரார்த்தனைகள்
اخلاق	தார்மீக
اخلاق	படிப்பினை
اخلاق	அறநெறி
اینها	இவை
اینها	இவற்றையும்
اینها	இந்த
اینها	இவற்றை
اینها	இவைகளை
اینها	இவர்கள்
تبلیغ	விளம்பரம்
تبلیغ	விளம்பரம்
تبلیغ	விளம்பரப்படுத்துதல்
منطق	லாஜிக்
امین	அமின்
امین	நம்பிக்கை
امین	நம்பிக்கையாக
امین	ஈமான்
امین	நேர்மையான
کارگران	தொழிலாளர்கள்
بحران	நெருக்கடி
تولیدی	உற்பத்தி
پارلمان	பாராளுமன்றம்
پارلمان	நாடாளுமன்ற
پارلمان	நாடாளுமன்றம்
ریو	ரியோ
خورد	சாப்பிட்ட
سپرده	வைப்பு
سپرده	டெபாசிட்
ایزو	iso
خاکستری	கிரே
خاکستری	பழுப்புநிற
خاکستری	பழுப்பு
خاکستری	கிரே
خاکستری	சாம்பல்
خاکستری	பழுப்பு
خاکستری	சாம்பல்
فورد	ஃபோர்ட்
ستاد	பணியாளர்களின்
ستاد	ஊழியர்கள்
ستاد	பணியாளர்கள்
ستاد	ஊழியர்
تخمین	கணக்கிடு
مخفی	மறைத்த
مخفی	மறைந்த
مخفی	மறைக்கப்பட்ட
مخفی	மறைந்துள்ள
مخفی	மறைக்கப்பட்டது
مخفی	மறைந்து
مخفی	இரகசியம்
مخفی	ரகசிய
مخفی	ரகசியம்
مخفی	சீக்ரெட்
انقلابی	புரட்சிகரமான
انقلابی	புரட்சிகர
انقلابی	புரட்சி
انقلابی	ruf
کس	காஸ்
بال	பந்து
بال	இறக்கை
بال	சிறகு
میوه	பழ
میوه	பழம்
میوه	கனி
میوه	பழங்கள்
کارت	கார்டு
کارت	அட்டை
کارت	சீட்டு
تراکم	நெருக்கம்
تراکم	இறுக்கம்
تراکم	அழுத்தம்
تراکم	அடர்த்தி
روبرو	எதிர்கொள்ளும்
سیر	பூண்டு
تصادفی	குறிப்பிலா
تصادفی	நிலையில்லாத
تصادفی	ஒழுங்கற்ற
تصادفی	சீரற்ற
تصادفی	விபத்தில்
تصادفی	தற்செயல்
معیارهای	நெறிமுறைகள்
آنا	அண்ணா
سگ	நாய்
استیون	ஸ்டீபன்
هیجانی	உணர்ச்சி
هیجانی	உணர்ச்சி
هیجانی	பரபரப்பான
آگوست	ஆகஸ்ட்
آگوست	ஆகஸ்டு
آفریقایی	ஆப்பிரிக்க
تکامل	பரிணாமம்
ایده	யோசனைகள்
ایده	ஐடியா
ایده	யுக்தி
ایده	யோசனை
نیرو	பலம்
نیرو	வலிமை
نیرو	படை
نیرو	படைகள்
نیرو	வற்புறுத்தி
هندوستان	ஹிந்துஸ்தான்
هندوستان	இந்தியா
روان	இயங்கும்
روان	ஓட்டம்
روان	ஓடும்
روان	இயங்குகிறது
روان	ரன்னிங்
روان	பாய்கிறது
مجری	தொகுப்பாளர்
مجری	வழங்குகிறோம்
خویشاوندان	உறவினர்கள்
خویشاوندان	கின்
ضروری	அவசரம்
ضروری	அத்தியாவசிய
ضروری	அவசியங்கள்
نیک	நிக்
سرود	கீதம்
سرود	கபா
زرین	கோல்டன்
زرین	பொன்
زرین	தங்கப்
زرین	தங்கம்
زرین	தங்க
دکترای	மருத்துவர்கள்
پرده	திரை
پرده	திரைச்சீலை
افسران	அதிகாரிகள்
افسران	அலுவலர்கள்
افسران	அதிகாரிகளின்
افسران	அதிகாரிகள்
آلبانی	அல்பேனியா
وارنر	வார்னர்
متاسفانه	எதிர்பாராதவிதமாக
کریس	கிரிஸ்
کریس	க்ரிஸ்
کریس	கிறிஸ்
فرم	படிவம்
فقه	சட்டவியல்
اسکندر	அலெக்சாண்டர்
نسبی	உறவினர்
نسبی	சார்ந்த
سیگنال	சிக்னல்
سیگنال	சைகை
طرفداران	ரசிகர்கள்
خریداری	வாங்குதல்
خریداری	வாங்கு
خریداری	வாங்கியது
خریداری	வாங்கியுள்ளார்
سینه	உறுப்புக்கள்
سینه	நெஞ்சு
