小牛	vasika
好奇	uudishimulik
好奇	uudishimu
盎司	untsi
放逐	pagenduse
利息	intress
利息	intressid
利息	huvi
利息	huvid
物料	materjal
物料	materjalid
打壓	repressioonide
蟻	sipelgas
蟻	sipelgad
蟻	ants
砂岩	liivakivi
石英	kvarts
辯護	kaitse
波浪	lained
波浪	laineid
波浪	laine
超自然	üleloomulik
成龍	jackie
猶太教	juudi
猶太教	juut
猶太教	judaismi
血清	seerum
血清	seerumi
小澤	ozawa
凜	rin
愛人	armukesed
愛人	armastajad
愛人	armuke
愛人	armastaja
各區	piirkonnad
瓶子	pudelid
瓶子	pudel
瓶子	pudelis
前列腺	eesnäärme
無奈	abitu
小米	hirss
化妝	meik
演示	demo
演示	tõendamine
演示	demonstratsioon
游擊隊	partisan
定罪	süüdimõistetud
定罪	veendumuste
定罪	veendumust
定罪	veendumus
倡議	algatuse
倡議	algatus
盒子	box
盒子	kast
盒子	karp
盒子	kasti
盒子	lahter
勉強	vaevalt
勉強	vaevu
液態	vedel
液態	vedelik
棄權	erapooletuid
棄權	loobumine
棄權	loobumise
棄權	erapooletu
博弈	mängu
博弈	mäng
百分比	protsent
百分比	protsent
製造業	valmistamine
製造業	tootmine
製造業	valmistamine
製造業	tootmine
妥協	kompromiss
妥協	kompromissi
動議	liikumine
解雇	vallandamise
阻塞	ummistus
狙擊手	snaiper
鍋爐	katel
鍋爐	katla
鍋爐	katlad
經文	värsid
經文	pühakirja
沙丘	luited
沙丘	luite
奉獻	pühendumus
奉獻	pühendatud
奉獻	pühendunud
奉獻	pühendumus
奉獻	pühendumust
禮堂	auditooriumis
藥品	meditsiin
藥品	uimastid
藥品	narkootikumid
藥品	ravimid
藥品	ravimid
籌款	korjanduse
盔	kiiver
清新	värsked
清新	värske
地基	sihtasutuste
太極	taiji
雇主	tööandjad
雇主	tööandja
升起	tõuse
升起	tõus
憂鬱	melanhoolne
憂鬱	sünge
吃了	söö
吃了	sööma
吃了	süüa
詐騙	pettused
詐騙	pettus
詐騙	pettuse
詐騙	petis
詐騙	pettus
偷渡	salakaubaveo
任用	kokkusaamine
任用	nimetamine
地下水	põhjavee
階梯	redel
階梯	trepid
階梯	trepp
黃蜂	herilane
煙火	ilutulestik
煙火	ilutulestiku
煙火	pürotehnika
反彈	tagasilöögi
反彈	põrge
屏障	takistused
屏障	tõkked
屏障	tõke
節點	sõlm
節點	sõlme
節點	sõlmed
姿勢	poos
姿勢	hoiak
孤兒	orb
離散	diskreetne
週四	neljapäev
黨派	partisan
協奏曲	concerto
希伯來	heebrea
碉堡	punker
魔術師	mustkunstnik
魔術師	maag
魔術師	võlur
葬禮	matustel
葬禮	matus
葬禮	matused
葬禮	matuse
寶座	troon
寶座	trooni
電子郵件	email
電子郵件	meili
跡象	sildid
跡象	märgid
跡象	märke
高能	energiline
招聘	värbamine
招聘	värbamine
招聘	värbamise
加速度	kiirendamine
加速度	kiirendus
喇叭	sarv
貝勒	belle
不平等	ebavõrdsuse
不平等	ebavõrdsus
不平等	ebavõrdsus
晶體	crystal
晶體	kristall
晶體	kristallid
開花	õitsemist
開花	õitsevad
開花	bloom
熵	entroopia
廉價	odavad
廉價	odav
廉價	odavalt
空心	õõnsad
收養	vastuvõtmine
音訊	audio
音訊	heli
叛逆	mässumeelne
叛逆	mäss
叛逆	ülestõus
外甥	vennapoeg
外甥	õepoeg
密封	pitser
密封	pitsat
快車	express
快車	ekspress
快車	väljendada
警衛	valvur
重現	kordumine
信賴	usaldusväärne
信賴	usaldatud
信賴	usaldusväärsed
彌撒	missa
彌撒	massi
彌撒	mass
古物	antiigi
古物	antiik
撞球	bassein
撞球	basseini
後援	abiväge
鼓舞	inspireeriv
鼓舞	julgustust
鼓舞	soodustamine
關稅	tariifid
關稅	tolli
關稅	toll
定性	kvalitatiivne
定性	kvalitatiivsed
讀取	loe
讀取	lugemine
讀取	loetud
讀取	lugemine
讀取	lugemist
紙幣	pangatähed
紙幣	pangatähtede
紙幣	pangatähtede
調動	ümberpaigutamine
調動	mobilisatsioon
調動	liikuvus
調動	liikuvuse
獨唱	solist
獨唱	solo
獨唱	soolo
十字軍	ristisõda
體力	jõudu
體力	tugevus
平均值	keskmine
平均值	keskmised
不敗	võitmatu
興奮	erutus
興奮	põnevust
興奮	erutatud
神龍	lohe
神龍	draakon
希臘文	kreeka
紫外線	ultraviolett
申報	kuulutada
鯊魚	haide
鯊魚	haid
鯊魚	hai
鯊魚	haid
大腦	ajju
大腦	aju
大腦	ajud
孤獨	üksindus
孤獨	üksindust
孤獨	üksildane
孤獨	üksik
單字	sõna
套房	sviiti
老兵	veteran
老兵	veteranide
老兵	veteranid
更低	madalam
更低	madalamad
更低	alumine
更低	madalamale
變速箱	käigukast
心態	mentaliteet
天秤座	kaalud
過濾	filter
過濾	filtreeritakse
過濾	filtri
過濾	filtreeritud
過濾	filtreerimine
過濾	filtreerimise
過濾	filtrid
黃道	ekliptika
黃道	zodiac
駕駛艙	kabiin
甘地	gandhi
救護	kiirabi
加法	lisand
蒸氣	auru
蒸氣	aur
蒸氣	auru
蒸氣	aur
天命	saatuse
天命	saatus
提問	küsimus
遼寧	liaoningi
斜坡	kalle
輪椅	ratastooli
袋鼠	känguru
弱勢	haavatav
弱勢	haavatavad
不適	ebamugavustunne
服從	kuuletuma
服從	allu
服從	kuulekuse
水力	hüdro
水力	hüdraulika
水力	hüdraulilised
水力	hüdroenergia
向日葵	päevalille
援軍	abiväed
轉讓	üleviimine
轉讓	ülekandmine
轉讓	ülekanne
轉讓	üleandmine
轉讓	loovutamine
轉讓	ülesanded
轉讓	ülekanded
駐軍	garrison
反對黨	vastulause
反對黨	opositsiooni
反對黨	vastuseis
反對黨	opositsioon
博愛	vennaskonna
博愛	korporatsioon
博愛	vennaskond
早餐	hommikusöök
肉體	ihu
動力學	dünaamika
緯度	laiuskraad
緯度	laius
靈活	paindlik
靈活	paindlikud
靈活	paindlikkus
薩姆	juss
薩姆	sam
扣留	kinnipeetava
凍結	külmutatud
凍結	külmunud
凍結	külmutamine
凍結	paigal
副本	koopia
副本	kopeeri
副本	kopeerimine
副本	koopiad
副本	koopiaid
粥	putru
粥	pudru
橫向	horisontaalsed
橫向	horisontaalne
水壩	tamm
水壩	tammide
典範	eeskujulik
雄心	ambitsioonid
雄心	ambitsioone
雄心	auahne
雄心	ambitsioonikas
雄心	ambitsioonid
雄心	ambitsioon
幼蟲	vastsete
幼蟲	vastne
癱瘓	halvatud
航運	shipping
開關	lülitid
開關	vaheta
開關	lüliti
邦聯	konföderatsioon
邦聯	konföderatsioon
邦聯	konföderatsiooni
主婦	koduperenaised
主婦	perenaine
主婦	koduperenaine
填寫	täida
陸戰隊	merejalaväelased
以色列人	iisraellased
肯亞	kenya
扔	viska
扔	visata
母音	täishäälik
巧合	kokkusattumus
代謝	ainevahetus
代謝	metabolism
代謝	ainevahetus
代謝	metaboolse
大聲	valjult
大聲	valju
堪薩斯	kansas
堪薩斯	kansases
戰地	lahinguväljal
進食	toitmine
進食	toitmise
進食	söömine
進食	söömas
進食	söön
居留	residentsuse
新兵	värvata
上線	võrgus
上線	online
涅槃	nirvana
老年人	abituriendid
老年人	eakad
幸存者	ellujäänuid
幸存者	ellujäänud
幸存者	ellujääja
幸存者	ellujäänu
水災	üleujutused
水災	üleujutus
水災	üleujutused
水災	üleujutuste
水災	üleujutus
貂	mink
貂	sable
煎	praadimine
煎	fry
遙控	pult
輝煌	geniaalne
輝煌	hiilgav
石榴	granaatõuna
多餘	ekstra
多餘	extra
多餘	üleliigne
多餘	üleliigne
多餘	ülemäärane
受害人	ohvreid
受害人	ohvrid
受害人	ohver
受害人	kannatanu
美學	esteetika
美學	esteetiline
堅強	tugev
堅強	tugevad
政客	poliitikud
政客	poliitik
季刊	kvartalis
季刊	kvartal
季刊	kvartali
電阻	vastupidavus
電阻	resistentsus
電阻	vastupanuliikumine
電阻	vastupanu
震動	treemor
震動	vibratsiooni
震動	vibratsioon
病理	patoloogia
病理	patoloogiline
煞車	pidurid
煞車	pidur
煞車	pidurid
必要性	vajalikkus
必要性	vajadus
嫌犯	kahtlusalused
嫌犯	kahtlustatav
嫌犯	kahtlusalune
薪水	palk
薪水	töötasu
發聲	kuuldav
妨礙	takistamine
妨礙	takistus
後果	tagajärjeks
後果	tagajärg
後果	tagajärjed
薪資	palk
薪資	töötasu
薪資	palgad
埋伏	varitsus
抵押	tagatis
抵押	tagatise
抵押	hüpoteek
大方	helde
扣押	krambid
元老院	senati
元老院	senat
天真	naiivne
美化	haljastus
配方	valem
備忘錄	memo
備忘錄	memorandum
許可證	litsents
許可證	load
許可證	load
許可證	litsents
許可證	luba
許可證	litsentsid
硬度	kõvadus
巴塞隆納	barcelona
墜	ripats
極少	harva
流體	vedeliku
流體	vedelik
強硬	kõva
強硬	sitke
強硬	karm
素質	kvaliteet
伯父	onu
突變	muteerunud
突變	mutant
突變	mutatsioon
突變	mutatsiooni
突變	mutatsioonid
高射炮	õhutõrje
塞內加爾	senegali
模具	hallitusseente
模具	hallitus
椅子	toolid
椅子	tool
椅子	tooli
琥珀	amber
慾望	iha
慾望	soov
慾望	soovi
慾望	iha
慾望	himu
插座	socket
聖徒	pühakud
聖徒	pühakute
愛好	hobi
愛好	hobid
肥胖	rasvumise
上岸	kaldal
上岸	kaldale
象牙	elevandiluu
墜落	kukkumine
活潑	elav
菊花	krüsanteem
菊花	daisy
氙	xenon
募款	korjanduse
駭客	häkker
漂	ujuvad
漂	triivib
失明	pimedus
白雪	lumine
病房	ward
突尼西亞	tuneesia
突尼西亞	tunis
劇作家	näitekirjanik
熊貓	panda
縱火	süütamine
頭條	pealkiri
族裔	etniline
正直	terviklikkus
正直	ausus
正直	terviklikkuse
寫信	kirjutada
寫信	kirjuta
寫信	kirjutage
寫信	kirjutamine
彈珠	marmor
乙烯	etüleeni
乙烯	vinüül
鈉	naatrium
鈉	naatriumi
硒	seleeni
傷心	kurb
衣物	rõivad
衣物	riietus
衣物	riided
衣物	riideid
衣物	riided
甘露	nektar
今夜	täna
固態	tahke
固態	tahked
染料	värvaine
染料	värvained
避難	varjupaiga
避難	varjupaik
避難	pelgupaik
從來沒有	kunagi
鴉片	oopiumi
延誤	viivitus
延誤	viivitused
延誤	viivitusi
延誤	hilinenud
界線	piire
界線	piirid
螺旋槳	propelleri
獲利	kasum
獲利	tasuvus
領事	konsul
圍城	piiramine
愛滋病	aids
愛滋病	aidsi
國度	kuningriik
無窮	lõpmatu
無窮	lõputu
無窮	infinity
無窮	lõpmatuseni
頻寬	ribalaius
加固	tugevdamine
藻類	vetikad
打字	kirjutades
巫師	nõustaja
巫師	võlur
巫師	võlurid
玩偶	nukud
玩偶	nuku
玩偶	nukk
釉	glasuur
寫入	kirjutada
寫入	kirjuta
寫入	kirjutage
寫入	kirjutamine
寫入	kirjutamine
有色	värviline
有色	värvilised
有色	värviline
有色	värvilised
鈔	pangatähed
鈔	pangatähtede
貧困	vaesus
黑社會	triaadi
黑社會	gangster
黑社會	gängster
競爭力	konkurentsivõimeline
競爭力	konkurentsivõime
粉末	pulber
粉末	pulbrid
親密	intiimne
過境	läbisõit
過境	transiidi
過境	transiit
矩形	ristküliku
矩形	ristkülik
貪	ahne
貪	ahnus
野蠻	metslane
野蠻	barbaarne
野蠻	jõhker
火腿	singi
火腿	sink
火腿	ham
脆	karge
毆打	kallaletung
毆打	rünnak
毆打	ründamine
毆打	peksmine
毆打	peksmise
毆打	peksmine
暴徒	pätt
暴徒	maffia
壁畫	fresko
壁畫	seinamaal
士氣	moraal
傳言	kuulujutt
職能	funktsiooni
職能	funktsioon
爵士樂	jazzi
爵士樂	jazz
慈善家	filantroop
女童	tüdrukud
女童	girls
援引	tugineda
蘑菇	seened
蘑菇	seened
蘑菇	seene
俯瞰	vaatega
牲畜	loomakasvatus
牲畜	kariloomad
牲畜	kariloomade
葡萄牙語	portugali
氧氣	hapnik
氧氣	hapnikku
傑克遜	jackson
獲釋	vabanenud
獲釋	vabastatud
石墨	grafiit
頰	põsed
原告	hageja
梵蒂岡	vatikani
梵蒂岡	vatikan
寮國	lao
寮國	laos
騷亂	rahutused
騷亂	rahutused
騷亂	mäss
騷亂	mässu
騷亂	rahutused
弱點	nõrkus
弱點	nõrkused
弱點	puudused
弱點	haavatavust
午餐	lõuna
午餐	lõunasöök
亞當斯	adams
匙	lusikas
夜行	öised
夜行	öine
可樂	koka
可樂	koola
可樂	coca
可樂	koksi
蝸牛	teod
蝸牛	tigu
不一致	vastuolus
鷺	heron
奮鬥	võitlus
軍閥	sõjapealikud
軍閥	sõjapealik
蜂蜜	kallis
蜂蜜	honey
蜂蜜	mesi
油畫	maal
油畫	maali
油畫	värvimine
油畫	maalid
稱謂	tähistus
稱謂	määramine
稱謂	nimetus
燈籠	latern
受益	kasu
樂觀	optimistlik
樂觀	optimismi
異性	hetero
變體	variandid
親近	lähedus
親近	läheduse
俯衝	sukelduda
活著	elusana
活著	elus
活著	elusalt
遺留	pärand
烹飪	süüa
檸檬	sidrun
檸檬	sidruni
摩登	tänapäeva
摩登	moodne
摩登	kaasaegne
前所未有	enneolematu
裝修	renoveeritud
裝修	renoveerimine
旅途	rännak
旅途	teekond
旅途	reis
況且	pealegi
配給	normeerimine
叛徒	reetur
群組	rühm
群組	grupp
群組	grupis
群組	grupid
群組	rühmad
跟蹤	jälgimine
跟蹤	jälitamine
天國	taevas
梵語	sanskriti
手續	formaalsus
喝酒	jooki
喝酒	juua
喝酒	jook
多樣性	mitmekesisust
多樣性	mitmekesisuse
多樣性	mitmekesisus
檀香山	honolulu
處置	kõrvaldamise
處置	kõrvaldamine
處置	dispositsiooni
警探	uurija
警探	detektiiv
曲率	kõverusraadius
草稿	eelnõu
草稿	kavand
草稿	eelnõude
量度	mõõtmine
量度	mõõte
量度	mõõt
量度	abinõu
量度	meede
按摩	massaaži
按摩	massaaž
寶馬	bmw
獵戶座	orion
林地	metsamaa
變異	muteerunud
變異	mutant
變異	mutatsioon
變異	mutatsiooni
欄位	põld
欄位	väli
欄位	põllud
欄位	väljad
領事館	konsulaat
曆法	kalender
饒舌	räpp
忽視	eiramine
忽視	ignoreeritakse
忽視	eirata
忽視	eiratakse
忽視	eiramine
忽視	ignoreerides
忽視	eirates
特使	saadik
為甚麼	miks
煽動	agitatsioon
煽動	rahutus
煽動	erutus
煽動	õhutamise
應變	tüve
應變	tüvi
誓言	vanne
誓言	tõotused
顆粒	osakesed
顆粒	osakeste
顆粒	osakesed
顆粒	osake
效用	kasulikkuse
瀝青	asfalt
清單	nimekiri
清單	loetelu
清單	loend
夜總會	ööklubi
保養	korrashoiu
保養	hooldamine
保養	hooldus
奶油	võid
奶油	või
奶油	kreemjas
奶油	koor
奶油	kreem
奶油	koort
家庭教師	guvernant
審訊	ülekuulamine
審訊	ülekuulamise
審訊	kohtuistung
騷動	rahutused
萃取	kaevandamine
萃取	ekstraheerimisel
萃取	ekstrakti
萃取	väljavõte
萃取	ekstrakt
壓迫	repressioonide
壓迫	rõhumise
填補	täitmine
填補	täida
木偶	nukud
丁香	nelk
政令	dekreedid
政令	edikti
政令	dekreet
甄選	valimine
甄選	valik
困惑	segadust
困惑	segadus
困惑	segaduses
外人	võõrad
聖地亞哥	santiago
營地	puhkeküla
營地	laagri
營地	laager
營地	laagris
營地	laagrid
壓倒性	ülekaalukas
大綱	kontuur
中繼	relee
透鏡	objektiivi
透鏡	läätsed
背包	seljakott
樂天	lotte
素描	visand
素描	visandeid
舅舅	onu
堵塞	ummistunud
融化	sulavad
融化	sulatatud
融化	sulanud
融化	lagunemine
融化	sulatada
嫉妒	kade
嫉妒	armukadedus
嫉妒	kadedus
赤字	puudujääk
赤字	puudujäägid
共存	kooseksisteerimine
放大器	amp
放大器	võimendi
放大器	võimendid
放大器	amps
現況	staatus
現況	seisund
現況	oleku
現況	olek
鬍子	vuntsid
鬍子	vuntsid
鬍子	habe
油脂	rasv
跨國	riikidevaheline
跨國	riikidevahelise
貝多芬	beethoven
強姦	vägistamine
棕櫚	palmi
棕櫚	peopesa
棕櫚	palm
流星雨	meteoor
流星雨	meteoriit
秘書處	sekretariaat
點心	suupisteid
梯度	kalle
梯度	üleminek
批發	hulgi
勒索	väljapressimine
勒索	väljapressimine
和睦	harmoonia
突顯	esile
突顯	esiletõstmine
突顯	esiletõstmine
突顯	rõhutab
浴室	vannituba
僱員	töötaja
僱員	töötajad
牛角	sarved
牛角	sarv
抹黑	määri
鎂	magneesiumi
鎂	magneesium
附帶	tagatis
附帶	tagatise
獨奏	solist
獨奏	solo
獨奏	soolo
敏捷	väle
敏捷	agility
自豪	uhkus
自豪	uhke
自豪	uhked
天花板	lagi
天花板	laed
致電	kõne
報仇	kättemaks
可變	muutuja
可變	muutuv
荒地	tühermaa
丙酮	atsetoon
刑罰	karistus
刑罰	karistused
刑罰	sanktsioonid
刑罰	karistus
刑罰	karistuse
債券	side
債券	bond
債券	võlakirjad
債券	võlakirjade
山洞	koobas
山洞	koopad
中介	vahendajad
中介	vahendajate
中介	vahendaja
課室	klassiruumi
課室	klassiruumi
藝術品	art
藝術品	kunsti
藝術品	kunst
藝術品	graafika
藝術品	kunstiteos
頭盔	kiiver
頭盔	kiivrid
飽和	küllastunud
異形	tulnukas
異形	tulnukad
異形	tulnukaid
同學會	kokkutulek
畫廊	galeriis
畫廊	galerii
耕作	põllumajandus
籃	korv
籃	korvi
稅務	maksustamine
稅務	maks
稅務	maksud
哥倫布	columbus
西瓜	arbuusi
婆羅洲	borneo
印章	pitser
印章	tempel
印章	pitser
印章	pitsat
丸子	kerad
丸子	munad
丸子	pallid
永生	surematuse
迷信	ebausk
負荷	koormus
負荷	laadi
負荷	laadimine
負荷	koormused
嘴巴	suu
威士忌	viski
威士忌	viski
靜態	staatiline
傘兵	langevarjurid
熱火	kuumus
熱火	soojus
熱火	soojuse
土豆	kartul
土豆	kartulid
土豆	kartuli
土豆	kartul
塗鴉	doodle
塗鴉	graffiti
蜱	tikk
蜱	tik
收縮	psühhiaater
重量級	raskekaalu
彈簧	kevad
彈簧	vedrud
公示	avalikustamine
公示	reklaam
自制	isetehtud
鎧甲	turvis
忠實	truu
豬肉	sealiha
狹義	kitsas
狹義	kitsad
中風	insult
崇高	üllas
崇高	õilis
飛躍	hüpe
均勻	ühtlaselt
均勻	ühtlane
均勻	ühtsed
均勻	munder
遺忘	unustatud
酗酒	alkoholism
控制權	kontroll
控制權	tõrje
錘	haamer
錘	vasar
錘	hammer
篩選	filter
篩選	filtreeritakse
篩選	filtri
篩選	filtreerimine
篩選	läbivaatus
篩選	filtrid
博覽	expo
劫掠	rüüstamist
劫掠	rüüstamine
重逢	kokkutulek
噴泉	purskkaev
噴泉	purskkaevud
絕地	jedi
預估	ennustus
預估	prognoos
預估	ennustus
預估	hinnang
預估	hinnanguline
預估	hinnanguliselt
桿菌	bacillus
渾	hun
盲人	pime
盲人	pimedad
自發	spontaanne
自發	spontaanselt
田納西州	tennessee
綠化	keskkonnahoidlik
泗水	surabaya
鉀	kaalium
鉀	kaaliumi
火藥	püssirohi
火藥	pulber
盧布	rubla
盧布	rubla
遺失	eksinud
遺失	kaotas
遺失	kadunud
遺失	kaotatud
遺失	puuduvad
遺失	kadunud
遺失	puudu
遺失	puudub
爆裂	lõhkevad
心智	vaimne
心智	vaimse
羊毛	vill
毒蛇	rästik
毒蛇	viper
泥土	mulla
泥土	pinnas
泥土	muld
泥土	pori
泥土	muld
撕裂	rebitud
撕裂	rebenenud
多哥	togo
價值觀	väärtused
激動	erutatud
公然	jultunud
早先	varasem
早先	varem
造假	võltsimine
造假	võltsimine
畫像	portree
畫像	portreed
輪迴	reinkarnatsioon
所有者	omanik
所有者	omanikud
解碼	dekodeerida
解碼	dekodeerimise
園藝	aianduse
園藝	aianduses
園藝	aiandus
園藝	aia
園藝	aed
幻象	nägemused
幻象	mirage
閃耀	sära
閃耀	särav
閃耀	säravad
流利	ladusalt
格子	võre
格子	ruuduline
信使	sõnumitooja
信使	kuller
監測	järelevalve
監測	jälgimine
監測	seire
監測	monitor
監測	monitori
監測	jälgida
監測	jälgija
創世	genesis
怨恨	vimm
巴格達	bagdadi
鴞	öökull
征服者	vallutaja
絲帶	lindid
絲帶	pael
絲帶	paela
開朗	rõõmsameelne
限期	tähtpäev
限期	tähtaeg
名流	kuulsus
盔甲	turvis
盔甲	turvis
太監	eunuhhid
太監	eunuhh
鈦	titaani
鈦	titaan
斷裂	luumurdude
斷裂	mõra
斷裂	mõranenud
殘留	jääk
殘留	jäägid
簡訊	sms
著陸	maandumine
釘	küünte
釘	nael
猶他	utah
水管	torud
脖子	kaela
脖子	kael
開車	sõida
沙子	liiv
沙子	liiva
秋海棠	begoonia
比對	ühesugused
比對	sobivus
比對	match
化妝品	meik
化妝品	kosmeetika
化妝品	kosmeetika
形容詞	omadussõna
形容詞	omadussõnad
可逆	pöörduv
創傷	traumasid
創傷	trauma
所有權	omandi
所有權	omand
所有權	omandiõigus
含義	tähendus
地毯	vaip
地毯	vaipa
地毯	vaip
一致性	ühtsus
一致性	sidusus
一致性	järjepidevus
一致性	järjepidevuse
一致性	kooskõla
維生素	vitamiinid
維生素	vitamiin
維生素	vitamiini
營救	päästmine
營救	päästa
營救	pääste
冥王	hades
韃靼	tatari
加沙	gaza
古蘭經	koraan
古蘭經	koraani
護衛艦	fregatt
陡峭	järsk
美德	voorus
美德	voorused
教訓	õppetund
教訓	õppetunni
妊娠	rasedus
妊娠	tiinuse
肥沃	viljakas
孫女	lapselaps
猶他州	utah
深化	süvendamist
深化	süvendada
橘色	orange
橘色	apelsin
橘色	oranž
撫養	kasvatus
骨髓	luuüdi
租戶	üürnik
戈壁	gobi
暗戀	armumine
暗戀	purustada
下雨	vihm
下雨	rain
撒哈拉	sahara
畸形	moondunud
墳墓	haud
墳墓	haua
墳墓	haud
墳墓	hauda
墳墓	haua
校正	parandus
校正	korrigeerimine
校正	korrektsioon
校正	parandused
校正	parandamine
校正	kalibreerimine
接吻	suudlevad
格陵蘭	gröönimaa
抽取	kaevandamine
抽取	ekstraheerimisel
江河	river
江河	jõgi
發酵	kääritamisel
石灰	lubja
有效率	efektiivne
有效率	tõhus
有效率	tõhusad
製圖	kaardistamise
空洞	õõnsad
手錶	vaata
手錶	jälgi
手錶	kellad
本能	instinkt
本能	instinktid
冷凍	külmutatud
冷凍	külmunud
冷凍	külmutamine
冷凍	paigal
基石	nurgakivi
分居	eraldatud
分居	eraldamine
分居	lahutamine
堅固	tahke
堅固	tahked
賺取	teeni
賺取	teenitud
賺取	teeninud
致癌	kantserogeen
致癌	kantserogeensed
薪酬	hüvitis
薪酬	tasu
薪酬	töötasu
罪惡	patu
罪惡	patt
罪惡	patud
催眠	hüpnoosi
自動化	automatiseeritud
自動化	automatiseerimine
品味	maitsed
品味	maitse
品味	maitseb
洗手間	wc
洗手間	tualett
洗手間	vannituba
審計	audit
更少	vähem
赫爾辛基	helsingi
赫爾辛基	helsinki
爬升	roni
爬升	ronida
挫折	tagasilöök
全息	holograafiline
全息	hologramm
可比	võrreldav
可比	võrreldavad
漂浮	ujuvad
漂浮	hõljuvad
身後	taga
笑容	naerata
笑容	naeratus
技師	tehnik
年長	vanem
年長	vanemad
遊說	lobitöö
遊說	fuajee
內在	sees
內在	sisemine
槭	acer
侏儒	kääbus
侏儒	kääbus
侏儒	päkapikk
通話	kõne
人行道	kõnnitee
人行道	kõnniteed
人行道	kõnniteed
搶劫	rööv
搶劫	röövi
搶劫	röövimine
遊記	reisib
飢餓	nälga
飢餓	näljased
飢餓	näljane
飢餓	nälg
人魚	merineitsi
水文	hüdroloogiline
批次	partiid
批次	partii
錯過	vastamata
極地	polar
極地	poolakad
舒服	mugav
舒服	mugavad
舒服	mugav
殺戮	tapmine
靜止	seisva
停戰	vaherahu
停戰	vaherahu
不可或缺	asendamatu
不可或缺	hädavajalik
負載	koormus
負載	laadi
負載	laadimine
負載	koormused
門戶	portaalid
門戶	portaali
門戶	portaal
門戶	värav
集群	klaster
集群	klastrite
兌換	lunastada
兌換	vahetus
無論如何	igatahes
裝載	koormus
裝載	laadi
裝載	laadimine
裝載	laadimine
阿爾卑斯山	alpid
假的	võlts
視力	nägemine
十字路口	risttee
婁	lou
西班牙文	hispaania
清醒	kaine
神童	imelaps
神童	prodigy
浸信會	baptist
煙草	tubakas
獎盃	trofee
獎盃	trofeed
准將	kommodoor
酵母	pärmi
農夫	talunikud
農夫	talupidajad
農夫	põllumajandustootjate
農夫	farmer
泰晤士河	thamesi
誇張	liialdus
疑犯	kahtlusalused
疑犯	kahtlustatav
疑犯	kahtlusalune
稠密	tihe
傷口	haava
傷口	haav
傷口	haavad
門徒	jüngrid
冬至	pööripäev
槳	reket
轉運	trans
掠奪	rüüstamist
掠奪	rüüstamine
掠奪	rüüstamise
馬克思主義	marksist
異端	ketserlus
異端	ketser
相識	tuttav
展覽會	näituste
展覽會	näitus
濾波器	filter
濾波器	filtreeritakse
濾波器	filtri
對流	konvektsioon
精子	sperma
精子	sperma
青銅	pronks
賓州	pennsylvania
誹謗	laimamise
誹謗	laim
誹謗	laimu
過時	vananenud
過時	iganenud
蒲公英	võilille
烏鴉	varesed
烏鴉	vares
烏鴉	ronk
烏鴉	raven
交錯	vahelduva
交錯	vahelduv
牆壁	müür
牆壁	sein
牆壁	seina
牆壁	seinad
淨化	puhastus
淨化	saaste
淨化	puhastamine
香味	lõhna
香味	aroom
今後	tulevikku
今後	tulevik
無盡	lõpmatu
無盡	lõputu
無盡	lõputu
洛基	rocky
點燃	valgustatud
白血病	leukeemia
白血病	leukeemia
器械	seadmed
器械	seade
器械	aparatuur
器械	aparaat
仙境	wonderland
雞蛋	mune
雞蛋	munad
雞蛋	muna
激勵	inspire
激勵	stiimul
激勵	inspiratsiooni
激勵	inspiratsioon
等效	ekvivalent
等效	samaväärne
等效	võrdväärsed
處女	neitsi
孟買	bombay
孟買	mumbai
大米	riis
代詞	asesõna
挑釁	provokatiivne
挑釁	üleskutse
挑釁	provokatsioon
翻修	renoveerimise
翻修	renoveerimine
翻修	renoveeritud
舊的	vana
舊的	vanaks
舊的	vanad
動亂	rahutused
抓到	püütud
一切都	kõik
一切都	kõike
中級	vahepealne
鹹	soolane
獾	mäger
圍牆	müür
圍牆	sein
圍牆	seina
圍牆	tara
資歷	kvalifikatsioon
鋼琴家	pianist
泡泡	mullid
泡泡	mull
擔憂	mured
擔憂	murelik
擔憂	mures
通緝	tahtis
通緝	tagaotsitav
通緝	tahtsin
園林	aia
園林	aed
眼鏡蛇	kobra
降解	halvenenud
降解	kahjustunud
降解	halvendada
降解	lagunemine
降解	lagunemise
潮濕	niiske
潮濕	niiske
潮濕	niiskus
老鷹	hawks
老鷹	eagle
老鷹	kotkas
被動	passiivne
被動	reaktiivne
腳踏車	ratas
腳踏車	jalgratas
腳踏車	ratta
腳踏車	jalgratas
鞋子	kingad
鞋子	jalanõud
鞋子	king
鞋子	kinga
視角	perspektiivi
視角	perspektiiv
視角	perspektiive
憎恨	vihkamine
林業	metsanduse
林業	metsandus
露營	laagri
露營	laager
露營	laagris
罰金	trahvid
罰金	trahvide
手腕	ranne
手腕	randme
封存	pitseeritud
女高音	soprano
鈔票	pangatähtede
陌生	võõras
素食	taimetoitlane
包容	kaasav
包容	kaasamine
清算	likvideerimine
海藻	vetikad
褲	püksid
褲	püksid
液化	veeldatud
胡蜂	herilane
胡蜂	vapsik
考古學	arheoloogia
考古學	arheoloogia
火化	tuhastatud
響尾蛇	lõgismadu
嵌入式	põimitud
宴會	party
宴會	pidu
宴會	erakond
宴會	peole
打電話	kõne
飄	ujuvad
飄	triivib
彩票	loterii
雙眼	silmad
車輪	ratas
車輪	ratta
車輪	rool
車輪	veljed
車輪	rattad
