மற்றும்	ve
மாற்றப்பட்டது	değişmiş
மாற்றப்பட்டது	değişen
மாற்றப்பட்டது	değiştirildi
மாற்றப்பட்டது	modifiye
மாற்றப்பட்டது	değiştirilmiş
மாற்றப்பட்டது	değiştirildi
அட்டவணை	tablo
அட்டவணை	sofra
அட்டவணை	masa
அட்டவணை	programı
அட்டவணை	zamanlama
அட்டவணை	program
அட்டவணை	plan
அட்டவணை	planla
தீர்வு	çözümü
தீர்வு	çözüm
மதிப்பீடு	puan
மதிப்பீடு	reyting
மதிப்பீடு	derecelendirme
மதிப்பீடு	beğeni
அருகிலுள்ள	yakındaki
அருகிலுள்ள	yakınlardaki
அருகிலுள்ள	yakınında
அருகிலுள்ள	yakınlarda
அருகிலுள்ள	yakın
அட்டை	sülük
அட்டை	asalak
அட்டை	kartı
அட்டை	kart
முன்பே	çoktan
முன்பே	zaten
முன்பே	şimdiden
ராக்	taş
ராக்	kaya
ராக்	rock
செல்கிறது	gitmek
செல்கிறது	gidiyorum
செல்கிறது	gidiyor
செல்கிறது	gider
கட்டுப்பாடு	kontrol
கட்டுப்பாடு	control
கட்டுப்பாடு	kumanda
கட்டுப்பாடு	denetim
தவிர்த்து	hariç
சிக்கல்	sorun
சிக்கல்	mesele
சிக்கல்	problem
சிக்கல்	sorun
பழங்குடி	kabile
யூத	yahudi
யூத	musevi
பொறுப்பு	sorumlusu
பொறுப்பு	sorumlu
பொறுப்பு	yükümlülük
பொறுப்பு	mesuliyet
பொறுப்பு	sorumluluk
பொறுப்பு	sorumluluğu
பொறுப்பு	sorumluluk
நேர்	olumlu
நேர்	pozitif
நேர்	düz
நேர்	hidayet
நேர்	rehberlik
ஷா	sha
ஷா	şah
ஷா	shaw
நடுவில்	ortası
நடுவில்	orta
ஜெர்மன்	alman
ஜெர்மன்	almanca
ஜெர்மன்	dilbilgisi
முகமது	muhammed
முகமது	muhammed
நபர்	kişi
நபர்	şahıs
நபர்	kişiye
நபர்	insan
நபர்	kisi
கிருஷ்ணன்	krishnan
ஐந்தாவது	beşinci
மத்தியப்	madhya
வெப்பம்	sıcaklık
வெப்பம்	isı
ராஜ்	raj
பெருமை	gururu
பெருமை	gurur
பெருமை	gururlu
பெருமை	gurur
பாடசாலை	okula
பாடசாலை	okulumuz
பாடசாலை	okulu
பாடசாலை	okul
பாடசாலை	school
சா	cha
சா	ça
சா	şah
தங்க	altınlar
தங்க	altın
தங்க	gold
தங்க	altin
ஜோசப்	yusuf
ஜோசப்	joseph
நாடாளுமன்றம்	meclis
நாடாளுமன்றம்	parlamentosu
நாடாளுமன்றம்	parlamento
கூட்டம்	toplanma
கூட்டம்	toplanıyor
கூட்டம்	toplama
கூட்டம்	toplantı
கூட்டம்	buluşmak
கூட்டம்	buluşma
கூட்டம்	toplantı
கூட்டம்	kalabalık
அலை	dalgalar
அலை	dalga
அலை	dalga
இந்தியன்	yerli
இந்தியன்	kızılderili
இந்தியன்	hintli
இந்தியன்	hint
ஆசிரியர்கள்	öğretmenler
ஆசிரியர்கள்	öğretmen
ஆசிரியர்கள்	öğretmenleri
ஆசிரியர்கள்	yazarlar
இலண்டன்	londra
இலண்டன்	london
பந்து	balo
பந்து	top
பந்து	ball
சாதி	kast
ஆறுகள்	nehirler
ஆறுகள்	nehirleri
ஆறுகள்	rivers
வென்றது	kazanılan
வென்றது	kazandı
வென்றது	won
சன்	güneşe
சன்	sun
சன்	güneş
சன்	günes
சன்	güneşi
கலிபோர்னியா	kaliforniya
கலிபோர்னியா	california
தத்துவம்	atasözü
தத்துவம்	felsefe
தத்துவம்	felsefesi
தத்துவம்	ilke
தத்துவம்	ilkesi
தத்துவம்	prensip
இரா	ira
அதிகாரிகள்	subay
அதிகாரிகள்	memurlar
அதிகாரிகள்	memurların
அதிகாரிகள்	subaylar
அதிகாரிகள்	yetkililer
அதிகாரிகள்	memurlar
அதிகாரிகள்	görevliler
அனைவருக்கும்	herkeze
அனைவருக்கும்	herkese
அனைவருக்கும்	herkes
அனைவருக்கும்	herkez
மருந்துகள்	uyuşturucular
மருந்துகள்	uyuşturucu
சென்	chen
சிக்கலான	kritik
சிக்கலான	eleştirel
சாதனை	plak
சாதனை	rekor
சாதனை	kayıt
சாதனை	başarı
சாதனை	başarım
அடுக்கு	slot
அடுக்கு	tabaka
அடுக்கு	katmanı
அடுக்கு	katman
பின்னாளில்	sonradan
பின்னாளில்	sonra
இசுலாம்	islam
மேரி	meryem
மேரி	mary
சோடியம்	sodyum
பல்	diş
பல்	diş
பல்	dişler
ஓவியங்கள்	resimler
ஓவியங்கள்	tablolar
விரைவாக	hızlı
விரைவாக	çabuk
விரைவாக	cabuk
விரைவாக	hızlı
விரைவாக	hizli
விரைவாக	çabuk
விரைவாக	çabucak
பண்புகள்	özellikler
பண்புகள்	özellikleri
பண்புகள்	özellikler
பண்புகள்	emlak
பண்புகள்	özellikleri
கலந்த	karışık
பருவம்	sezonu
பருவம்	mevsim
பருவம்	sezon
பருவம்	parva
பொருள்கள்	seyler
பொருள்கள்	şeyler
பொருள்கள்	temalar
பொருள்கள்	nesneler
பொருள்கள்	nesne
பொருள்கள்	nesneleri
பொருள்கள்	eşyalar
பொருள்கள்	ürünler
அடைந்து	ulaştı
பரப்பு	yüzeyi
பரப்பு	yüzey
பரப்பு	bölge
பரப்பு	alanı
பரப்பு	alan
ஆய்வாளர்கள்	analistler
ஏதாவது	herhangi
ஏதாவது	birşeyler
ஏதாவது	birşey
ஏற்று	yükleyin
ஏற்று	yükle
ஏற்று	yük
ஏற்று	mount
ஏற்று	dağı
ஏற்று	ihraç
ஏற்று	ihracat
ஹென்றி	henry
சுதந்திரம்	özgürlük
சுதந்திரம்	özgürlüğü
சுதந்திரம்	özgür
சுதந்திரம்	hürriyet
தலைமையகம்	merkez
தலைமையகம்	karargah
சர்	efendim
சர்	paşam
முனிவர்	bilge
முனிவர்	sage
கட்டிடம்	inşaat
கட்டிடம்	bina
கட்டிடம்	inşa
அணை	dam
அணை	baraj
அணை	barajı
அணை	izin
அணை	kapalı
அணை	off
நல்லது	olumlu
நல்லது	pozitif
நல்லது	güzel
நல்லது	iyi
சுற்று	döndürme
சுற்று	çevir
கருத்தை	yorumda
கருத்தை	yorumu
கருத்தை	yorum
கருத்தை	yoruma
வேறுபாடுகள்	farklar
வேறுபாடுகள்	farklılıkları
வேறுபாடுகள்	farklılıklar
அழற்சி	kışkırtıcı
அழற்சி	iltihap
அழற்சி	kolit
சேர	katılın
சேர	katılmak
சேர	katıl
தொன்மவியல்	mitoloji
மையமாக	medyum
மையமாக	ortam
மையமாக	orta
ஆஸ்திரேலிய	avustralyalı
வடிவங்கள்	şekil
வடிவங்கள்	şekiller
வடிவங்கள்	şekilleri
வடிவங்கள்	desenleri
வடிவங்கள்	formatları
சுய	self
குருதி	kan
குருதி	blood
படைப்புகள்	yazılar
படைப்புகள்	yazıları
படைப்புகள்	yarattıklarını
குதிரை	şövalye
குதிரை	knight
குதிரை	at
குதிரை	pony
குதிரை	midilli
குறைந்து	down
குறைந்து	aşağıya
குறைந்து	aşağı
மத	dindar
மத	dinsel
மத	dini
வெளிநாட்டு	yabancı
சந்திர	chandra
வண்டி	otomotiv
வண்டி	otomobil
வண்டி	kamyonet
வண்டி	kamyon
வண்டி	araba
வண்டி	arabası
வண்டி	sepet
வண்டி	araç
ஊர்கள்	şehirler
ஊர்கள்	kasabalar
பங்களிப்பு	katkıları
அணிகள்	ekipler
அணிகள்	takımlar
கூகிள்	google
பசிபிக்	pacific
பசிபிக்	pasifik
விதிகள்	kural
விதிகள்	kurallar
விதிகள்	kuralları
விதிகள்	şartları
விதிகள்	koşul
விதிகள்	şartlar
விதிகள்	koşulları
விதிகள்	koşullar
சுல்தான்	sultan
இயல்பு	normal
உப்பு	tuz
உப்பு	salt
உப்பு	tuzu
கட்சிகள்	partiler
கொள்கைகள்	ilkeleri
கொள்கைகள்	ilke
கொள்கைகள்	ilkeleri
கொள்கைகள்	politikaları
கொள்கைகள்	politikalar
கொள்கைகள்	ilke
கொள்கைகள்	ilkesi
கொள்கைகள்	prensip
அடைய	başarmak
அடைய	elde
விழுக்காடு	yüzde
விழுக்காடு	yüzdesi
விழுக்காடு	yüzde
வலி	acı
வலி	aci
வலி	ağrı
வலி	acılı
குறைவு	alçak
குறைவு	düşük
குறைவு	az
நடைமுறையில்	pratikte
நிரல்	program
நிரல்	programı
பிரேசில்	brezilya
வருகை	katılım
வருகை	katılımı
வருகை	ziyaret
வருகை	ziyareti
வருகை	ziyaret
வருகை	varıyor
அரிய	seyrek
அரிய	nadir
அரிய	ender
லாஸ்	los
லாஸ்	las
பிரிந்து	ayrılmış
பிரிந்து	ayrı
பிரிந்து	ayrıldı
தீவிர	ciddi
கொழுப்பு	yağ
கொழுப்பு	şişko
கொழுப்பு	fat
கொழுப்பு	şişman
குழாய்	boru
குழாய்	pipo
குழாய்	boru
குழாய்	tüp
கொடுக்கும்	verir
கொடுக்கும்	veriyor
தனியாக	yalnız
யாரும்	kimse
தடுப்பு	cezaya
தடுப்பு	gözaltı
தடுப்பு	ceza
தற்பொழுது	şimdi
தற்பொழுது	simdi
மைசூர்	maisur
வீச்சு	mesafe
வீச்சு	menzil
உயிரினங்கள்	organizmalar
உயிரினங்கள்	canlılar
உயிரினங்கள்	yaratıklar
இறந்தார்	öldü
இறந்தார்	öldüm
கூடுதலான	ilave
கூடுதலான	ek
நீல	blue
நீல	mavi
கப்பல்கள்	gemiler
கப்பல்கள்	gemileri
பரந்த	engin
வெளிப்புற	harici
தெளிவாக	açıkça
அரை	eziyet
அரை	yarı
அரை	yarısı
அரை	yarim
அரை	yarım
தெரியும்	görünür
தெரியும்	görülebilir
தெரியும்	bil
தெரியும்	biliyor
தெரியும்	bilin
தெரியும்	bilir
தெரியும்	biliyor
நடை	tarz
நடை	stil
நடை	tarzı
நடை	biçim
நடை	yürü
நடை	yürüyüş
திருமண	düğün
திருமண	nikah
திருமண	evlilik
பஞ்சாபி	punjabi
நெல்	nell
நெல்	pirinç
நெல்	pilav
நெல்	nel
நெல்	paddy
டச்சு	hollandalı
காட்டு	şov
காட்டு	gösteri
காட்டு	göster
காட்டு	gösterin
காட்டு	show
காட்டு	ekran
காட்டு	teşhir
காட்டு	göster
காட்டு	görünüm
காட்டு	gör
காட்டு	görünüm
காட்டு	görünümü
காட்டு	manzara
ஏறக்குறைய	nerdeyse
ஏறக்குறைய	neredeyse
முறையான	geçerli
முறையான	geçerlidir
முறையான	geçerliliği
மார்க்	işaretle
மார்க்	işaret
மார்க்	mark
பேரரசர்	imparator
வை	vai
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	yetişkin
வளர்ந்த	büyümüş
வளர்ந்த	büyüdü
கோல்	cole
கோல்	hedefi
கோல்	gol
கோல்	amaç
கோல்	hedef
தோன்றியது	göründü
போதுமான	yeter
நேரு	nehru
குஜராத்	gujarat
கருத்துக்கள்	yorumları
கருத்துக்கள்	yorumlar
கருத்துக்கள்	yorum
அருள்	iyilik
வெறும்	sade
வெறும்	düz
வெறும்	apaçık
வெறும்	yalın
வெறும்	sadece
வெறும்	just
முயற்சிகள்	çabaları
முயற்சிகள்	çabalar
முயற்சிகள்	denemeler
முயற்சிகள்	girişimleri
கொல்கத்தா	kolkata
கோபுரம்	kule
கோபுரம்	tower
கோபுரம்	kulesi
அரண்மனை	saray
அரண்மனை	sarayı
அரண்மனை	palace
வெற்றிகரமாக	başarıyla
வெற்றிகரமாக	başarılı
ஆகஸ்டு	ağustos
ஆகஸ்டு	august
பெரு	peru
அறை	hücre
அறை	cep
அறை	oda
மணம்	kokulu
மணம்	kokusu
மணம்	koku
நிறை	kitle
நிறை	ayin
நிறை	toplu
நிறை	kütle
மோசமான	bad
மோசமான	kötü
மோசமான	iğrenç
மோசமான	terbiyesiz
மோசமான	pis
மோசமான	edepsiz
மை	mürekkep
எரிபொருள்	yakıt
எரிபொருள்	benzin
இறந்து	öl
இறந்து	geber
இறந்து	öldü
இறந்து	öldüm
இறந்து	ölüler
இறந்து	öldü
இறந்து	ölü
இறந்து	dead
வலை	web
வலை	ağ
வலை	internet
நுரையீரல்	lung
நுரையீரல்	akciğer
நுரையீரல்	ciğer
நுரையீரல்	akciğerleri
நுரையீரல்	akciğer
பிறந்து	doğan
பிறந்து	doğuştan
பிறந்து	doğdu
பிறந்து	doğmuş
பிறந்து	doğdum
கொரியா	kore
காடு	orman
காடு	orman
சீக்கிய	sih
மண்டல	bölgesel
கங்கை	ganj
லீ	lee
கணிதம்	matematik
கணிதம்	matematik
கணிதம்	hesap
கணிதம்	matematik
பூமி	earth
பூமி	toprak
பூமி	dünya
பூமி	yeryüzü
கணக்கு	hesap
ஒழுங்கு	hizaya
ஏர்	plough
ஏர்	hava
ஏர்	air
அறிகுறிகள்	semptomlar
அறிகுறிகள்	belirtileri
அறிகுறிகள்	belirtiler
அறிகுறிகள்	semptomları
அறிகுறிகள்	işaretler
அறிகுறிகள்	ayetlerini
அனுப்பி	gönderildi
அனுப்பி	gönderilen
அனுப்பி	gönderdi
அனுப்பி	gönderilmiş
அதிகரிக்கும்	artış
அதிகரிக்கும்	artırma
நீதிபதி	yargıç
நீதிபதி	hâkim
நீதிபதி	hakim
உணர்வு	hissediyorum
உணர்வு	hissediyor
உணர்வு	his
உணர்வு	hissetmek
உணர்வு	duygu
சூப்பர்	super
சூப்பர்	süper
பொன்	golden
பொன்	altın
பொன்	altin
பல்கலைக்கழகங்கள்	üniversiteler
பல்கலைக்கழகங்கள்	üniversite
ஆக்சைடு	oksit
அறிவியலாளர்கள்	aydınlar
எழுதும்	yanan
எழுதும்	yakmak
எழுதும்	yanma
எழுதும்	yanıyor
பாப்	bob
பாப்	pop
ஆயர்	ayer
மாநிலங்கள்	devletler
மாநிலங்கள்	eyaletler
உருவாகிறது	kurma
உருவாகிறது	oluşum
மனிதர்	insani
மனிதர்	insan
தளபதி	kumandan
தளபதி	komutan
எடுத்த	aldı
ராணி	queen
ராணி	kraliçe
ராணி	vezir
ராணி	rani
நெதர்லாந்து	hollanda
உரையாடல்	diyalog
உரையாடல்	etkileşimi
உரையாடல்	etkileşim
உரையாடல்	diyalog
உரையாடல்	muhabbet
உரையாடல்	sohbet
திரும்ப	dönüş
திரும்ப	iade
வீடுகள்	evler
வீடுகள்	evleri
வீடுகள்	evler
வீடுகள்	villalar
திரை	ekran
திரை	ekranı
சுற்றியுள்ள	çevresi
சுற்றியுள்ள	çevreleyen
நடனம்	dance
நடனம்	dans
கிளை	ağaç
கிளை	dal
கிளை	dalın
கிளை	şube
அகராதி	lexicon
அகராதி	sözlük
அகராதி	sözlüğü
முன்னால்	öne
முன்னால்	cephe
முன்னால்	ön
கண்ணாடி	bardak
கண்ணாடி	camlar
கண்ணாடி	cam
கண்ணாடி	ayna
கண்ணாடி	gözlükler
கண்ணாடி	bardaklar
கண்ணாடி	gözlük
கண்ணாடி	gözlüklü
கண்ணாடி	bardak
பட்டியல்கள்	liste
பட்டியல்கள்	listeleri
பட்டியல்கள்	listeler
குறியீடுகள்	şifreler
குறியீடுகள்	kodlar
குறியீடுகள்	kodları
குறியீடுகள்	etiketler
குறியீடுகள்	etiketleri
துறைகள்	bölümler
அம்சங்கள்	özellikler
அம்சங்கள்	özellikleri
செயல்திறன்	gösteri
செயல்திறன்	performansı
செயல்திறன்	performans
மேற்கோள்	alıntı
மேற்கோள்	referans
மேற்கோள்	gönderme
ஓரளவு	kısmen
பூக்கும்	açan
தொகுத்து	hosting
பூமியின்	earth
பூமியின்	toprak
பூமியின்	dünya
பூமியின்	yeryüzü
வாயில்	gate
வாயில்	kapısı
வாயில்	kapı
வாயில்	geçit
குறை	doğuştan
குறை	azaltmak
குறை	düşüş
குறை	azalma
தொடர்ச்சியான	devamlı
தொடர்ச்சியான	sürekli
மரணம்	olum
மரணம்	ölüm
மரணம்	death
விளக்க	açıklayın
பெருங்கடல்	okyanus
பெருங்கடல்	ocean
பெருங்கடல்	okyanuslar
மொழியியல்	dilbilim
மாநிலங்களில்	devletler
மாநிலங்களில்	eyaletler
சம	eşit
சம	eşittir
செயல்பாடு	işlevi
செயல்பாடு	fonksiyon
செயல்பாடு	işlev
செயல்பாடு	fonksiyonu
செயல்பாடு	ameliyat
செயல்பாடு	işlem
செயல்பாடு	operasyonu
செயல்பாடு	operasyon
செயல்பாடு	etkinlik
செயல்பாடு	faaliyet
செயல்பாடு	aktivite
செயல்பாடு	hareketler
செயல்பாடு	aktiviteler
செயல்பாடுகள்	işlemler
செயல்பாடுகள்	operasyon
செயல்பாடுகள்	operasyonlar
ஆந்திர	andhra
கார்	araba
கார்	otomobil
கார்	araç
தாய்லாந்து	tayland
விளக்கும்	işık
விளக்கும்	işıkları
விளக்கும்	işıklar
பக்தி	bhakti
பக்தி	bağlılık
உலோக	metal
உலோக	metalik
உலோக	metal
பெறுகிறது	alınıyor
பெறுகிறது	gittikçe
ஊடாக	aracılığıyla
ஊடாக	yoluyla
ஊடாக	geçerek
இப்பொழுது	şimdi
இப்பொழுது	simdi
சீ	chi
சீ	cee
கோப்பு	dosyalar
கோப்பு	dosyaları
கோப்பு	dosya
கோப்பு	dosya
கோப்பு	dosyası
கண்டுபிடிக்கப்பட்டது	keşfetmiş
கண்டுபிடிக்கப்பட்டது	keşfetti
கண்டுபிடிக்கப்பட்டது	keşfedildi
அண்மைய	yakınlardaki
அண்மைய	yakınlarda
ராவ்	rao
சட்டங்கள்	çerçeveleri
சட்டங்கள்	çerçeve
சட்டங்கள்	kanunlar
சட்டங்கள்	yasalar
சட்டங்கள்	yasaları
குண்டு	bomba
கோவிலில்	tapınak
கோவிலில்	temple
கோவிலில்	tapınağı
வால்	kuyruk
வால்	val
மின்சார	elektrikli
மின்சார	elektrik
மின்சார	elektrikli
மின்சார	elektrik
மலைகள்	dağları
மலைகள்	dağlar
மலைகள்	dağ
மலைகள்	dağlara
தேர்தல்கள்	seçim
தேர்தல்கள்	seçimler
நிற்கும்	ayakta
நிற்கும்	ayağa
நிற்கும்	stand
புத்தர்	buda
புத்தர்	buddha
காரணங்கள்	sebepleri
காரணங்கள்	nedenler
காரணங்கள்	sebepler
காரணங்கள்	nedenleri
காரணங்கள்	nedenler
காரணங்கள்	nedenleri
நரம்பு	sinirli
நரம்பு	gergin
நரம்பு	damar
நரம்பு	damarı
பாதிக்கப்பட்ட	enfekte
பாதிக்கப்பட்ட	etkilendi
பாதிக்கப்பட்ட	etkilenmiş
பாதிக்கப்பட்ட	etkilenen
பாதிக்கப்பட்ட	mağdur
பாதிக்கப்பட்ட	kurban
தென்கிழக்கு	southeast
தென்கிழக்கு	güneydoğu
பை	poşet
பை	çanta
பை	torba
பை	hoşçakalın
பை	hoşçakal
பை	turta
பை	börek
காட்டி	gösterici
காட்டி	görüntüleyici
காட்டி	izleyici
அடிகள்	adımları
அடிகள்	adımlar
அடிகள்	basamak
பாறை	resif
பாறை	taş
பாறை	kaya
பாறை	rock
அடைந்தது	ulaştı
விவரம்	tanım
விவரம்	açıklama
விவரம்	tanımlama
விவரம்	tarif
விவரம்	açıklaması
விவரம்	ediniz
விவரம்	detay
விவரம்	ayrıntı
விவரம்	detaylı
உள்ளடக்கியது	içerdiği
உள்ளடக்கியது	içerir
உள்ளடக்கியது	içeriyor
வட்டங்கள்	halkalar
வட்டங்கள்	daireler
முதல்வர்	müdire
முதல்வர்	müdür
தாமஸ்	thomas
பிட்	bit
தலைப்பு	başlık
தலைப்பு	unvan
தலைப்பு	başlığı
தலைப்பு	ünvan
தலைப்பு	başlık
தலைப்பு	açıklama
தலைப்பு	manşet
புலி	tiger
புலி	kaplan
முதலீடு	yatırım
வசித்து	yaşamış
வசித்து	yaşadı
வசித்து	yaşardı
ஏழாம்	seventh
ஏழாம்	yedinci
சிறை	hapishane
சிறை	hapse
சிறை	hapis
சிறை	cezaevi
சிறை	hapishane
சிறை	hapis
கிங்	kral
கிங்	king
டாலர்	dolar
வரிகள்	sıra
வரிகள்	hatlar
வரிகள்	satır
வரிகள்	hatları
வரிகள்	çizgiler
வரிகள்	vergiler
வரிகள்	vergileri
வரிகள்	vergi
வளம்	kaynak
வளம்	zenginlik
வளம்	servet
வளம்	esneklik
வளம்	esnek
வளம்	doğurganlık
வளம்	kaynakları
வளம்	kaynak
வளம்	kaynaklar
ஒருங்கிணைந்த	entegre
எருசலேம்	kudüs
பார்	gör
பார்	görün
பார்	görmek
பார்	bar
பார்	çubuk
பார்	bak
கடற்படை	donanma
பெங்களூர்	bangalore
துறைமுகம்	harbor
துறைமுகம்	liman
துறைமுகம்	iskele
துறைமுகம்	port
துறைமுகம்	liman
வணக்கம்	merhaba
வணக்கம்	selam
வணக்கம்	hello
தினம்	gündüz
தினம்	gun
தினம்	gün
தனிநபர்	bireysel
தனிநபர்	birey
இதய	kardiyak
இடைவெளி	break
இடைவெளி	kır
இடைவெளி	mola
இடைவெளி	kırma
இடைவெளி	boşluk
இடைவெளி	space
இடைவெளி	uzayı
இடைவெளி	uzay
மருத்துவமனை	hastane
மருத்துவமனை	hastahane
மருத்துவமனை	klinik
தருகிறது	wada
அடக்கம்	defin
பௌத்தம்	budizm
தலைமுறை	nesil
தலைமுறை	kuşak
தலைமுறை	nesli
வசிக்கும்	yaşamak
வசிக்கும்	yaşayan
வசிக்கும்	yaşıyorum
நிலைகள்	devletler
நிலைகள்	eyaletler
நிலைகள்	aşama
நிலைகள்	seviyeleri
நிலைகள்	seviye
இயங்குகிறது	koşarak
இயங்குகிறது	koşmak
இயங்குகிறது	koşu
இயங்குகிறது	koşan
இயங்குகிறது	koşarken
இயங்குகிறது	koşuyor
காடுகள்	ormancılık
காடுகள்	orman
காடுகள்	ormanlar
காடுகள்	ormanları
காடுகள்	orman
கோவில்கள்	tapınakları
ஸ்டார்	yıldız
ஸ்டார்	yıldızlı
ஸ்டார்	star
இரயில்வே	demiryolu
இரயில்வே	demiryolları
இராணுவம்	askeriye
இராணுவம்	ordu
இராணுவம்	asker
இராணுவம்	askerlik
இராணுவம்	askeri
இராணுவம்	ordu
வாழ்நாள்	toplam
இரவில்	gece
இரவில்	geceler
இரவில்	night
உருவம்	görsel
உருவம்	resim
உருவம்	görüntü
உருவம்	imaj
பட்டு	ipek
வங்கிகள்	banks
வங்கிகள்	bankaları
வங்கிகள்	banka
வங்கிகள்	bankaların
வங்கிகள்	bankalar
பாணி	tarz
பாணி	stil
பாணி	tarzı
பாணி	biçim
எகிப்து	mısır
பறக்கும்	uçan
பறக்கும்	uçuyor
பறக்கும்	uçmak
நடத்தப்பட்ட	yürütülen
திருமால்	vishnu
தெளிவான	açık
தெளிவான	net
தெளிவான	temizle
தெளிவான	temiz
தெளிவான	berrak
திறந்து	açıldı
திறந்து	açılan
திறந்து	açtı
திறந்து	açılmış
ஆல்பம்	albüm
அன்பு	ask
அன்பு	sevda
அன்பு	sevgiler
அன்பு	aşk
அன்பு	sevgi
வலையமைப்பு	network
வலையமைப்பு	ağ
ஆதாரங்கள்	kanıt
ஆதாரங்கள்	deliller
ஆதாரங்கள்	kanıtlar
ஆதாரங்கள்	delil
ஆதாரங்கள்	kaynakları
ஆதாரங்கள்	kaynak
ஆதாரங்கள்	kaynaklar
முகம்	yüzün
முகம்	yüzünü
முகம்	yüz
முகம்	yüzü
முகம்	face
மின்சாரம்	elektrik
திங்கள்	pazartesi
பருவத்தில்	sezonu
பருவத்தில்	mevsim
பருவத்தில்	sezon
குளம்	pond
குளம்	bilardo
குளம்	havuz
குளம்	havuzu
அமெரிக்கன்	amerikalı
அமெரிக்கன்	amerikan
அமெரிக்கன்	american
கனிம	inorganik
பத்திரிகை	press
பத்திரிகை	basın
பத்திரிகை	basin
பத்திரிகை	basında
பத்திரிகை	bas
பத்திரிகை	dergi
பத்திரிகை	magazin
பரிசுகள்	hediye
பரிசுகள்	hediyeler
காப்புரிமை	patent
காப்புரிமை	telif
கேள்வி	sorgu
கேள்வி	sorgulama
கேள்வி	soru
கேள்வி	sorum
பாதையில்	sebebi
பாதையில்	nedeni
பாதையில்	çünkü
குடும்பங்கள்	aileler
குடும்பங்கள்	aileleri
கொரிய	kore
கொரிய	koreli
கொரிய	korece
சிந்து	indus
அறக்கட்டளை	temel
அறக்கட்டளை	vakfı
அறக்கட்டளை	vakıf
திரைக்கதை	senaryo
விளக்கு	işık
விளக்கு	hafif
விளக்கு	light
விளக்கு	nur
விளக்கு	aydınlık
விளக்கு	lamba
விளக்கு	kandil
விளக்கு	işık
விளக்கு	işıkları
விளக்கு	işıklar
ஜோன்	joan
ஜோன்	jeanne
ஜோன்	joon
ஜோன்	jon
விரும்பும்	istiyorum
கிராம்	gram
காவல்துறை	polis
கேட்டு	dinliyor
கேட்டு	dinlemek
கேட்டு	dinliyorum
கேட்டு	dinleme
காஷ்மீர்	kaşmir
ரிச்சர்ட்	richard
பனி	haze
பனி	sis
பனி	kar
பனி	karlı
பனி	pamuk
பனி	karlar
பனி	buz
பனி	ice
ஆறாவது	sixth
ஆறாவது	altıncı
சிக்கல்கள்	sorunları
சிக்கல்கள்	meseleler
சிக்கல்கள்	sorunlar
ஜப்பானிய	japonlar
ஜப்பானிய	japon
ஜப்பானிய	japonca
தானியங்கி	auto
தானியங்கி	otomobil
தானியங்கி	otomatik
தானியங்கி	oto
தானியங்கி	robot
தானியங்கி	otomotiv
தானியங்கி	otomobil
தானியங்கி	otomatik
ஆடி	audi
ஆட்டத்தில்	oyun
ஆட்டத்தில்	maç
கோடு	çizgi
கோடு	hattı
கோடு	satır
கோடு	line
கோடு	hat
தோராயமாக	yaklaşık
தன்னாட்சி	özerk
இலக்கு	varış
இலக்கு	istikamet
இலக்கு	hedef
இலக்கு	hedefleme
இலக்கு	hedefi
இலக்கு	gol
இலக்கு	amaç
இலக்கு	hedef
இலக்கு	hedef
ஆளுநர்	vali
ஆளுநர்	valilik
சமுதாய	topluluk
சமுதாய	toplum
சமுதாய	ümmet
சமுதாய	cemaat
சொத்து	varlık
சொத்து	mülk
சொத்து	mülkiyet
சொத்து	emlak
சொத்து	gayrimenkul
சொத்து	özellik
கொடுக்க	ver
கொடுக்க	verin
சகோதரர்	kardeş
சகோதரர்	kardeşim
சகோதரர்	birader
சகோதரர்	kardes
சகோதரர்	abi
காரணிகள்	faktörler
எக்ஸ்பிரஸ்	ekspres
எக்ஸ்பிரஸ்	express
எக்ஸ்பிரஸ்	ifade
எக்ஸ்பிரஸ்	ekspresi
இருவர்	iki
கோவா	goa
ஒன்றிய	sendika
ஒன்றிய	birlik
ஒன்றிய	birliği
ஆப்பிரிக்கா	afrika
விசாரணை	sonda
விசாரணை	soruşturma
விசாரணை	sorgu
விசாரணை	sorgulama
விசாரணை	araştırma
விசாரணை	soruşturma
மேற்கொண்டு	devamı
இயந்திரம்	makine
இயந்திரம்	makina
இயந்திரம்	motoru
இயந்திரம்	motor
பிற்பகுதியில்	sonradan
பிற்பகுதியில்	sonra
மெல்லிய	zayıf
மெல்லிய	ince
கன்னடம்	kannada
வடகிழக்கு	kuzeydoğu
வடகிழக்கு	kuzeybatı
விவசாய	tarım
விவசாய	tarımsal
விவசாய	tarım
விவசாய	tarımsal
கொடுத்தார்	vermiş
கொடுத்தார்	verdi
இளைய	genç
செல்வம்	zenginlik
செல்வம்	servet
எலும்பு	kemik
எலும்பு	bone
நற்செய்தி	incili
நற்செய்தி	incil
கடிதம்	harf
கடிதம்	mektup
ஓவியர்	ressam
ஓவியர்	ressam
ஓவியர்	sanatçı
ஓவியர்	artist
நினைக்கிறேன்	varsayalım
நினைக்கிறேன்	düşün
நினைக்கிறேன்	düşünün
உன்	sizin
உன்	senin
வங்காளம்	bengali
வங்காளம்	bengal
குடிமக்கள்	vatandaşlar
குடிமக்கள்	vatandaş
