bagdad	bagdad
camiñas	mergand
camiñas	ai
camiñas	te
camiñas	tu
camiñas	plimbare
camiñas	walk
entramos	plimbat
rescate	salvare
rescate	rascumparare
xerar	genereaza
xerar	genera
racismo	rasismul
racismo	rasismului
racismo	rasism
esposo	sot
esposo	sotul
esposo	sotul
esposo	sot
disposta	dispus
disposta	pregatit
disposta	gata
grecia	grecia
xove	tanara
xove	tanar
xove	tinere
xove	young
xove	tineri
demáis	altele
demáis	altii
demáis	altii
xenético	genetic
xenético	genetica
xenético	genetice
frecuencia	frecvent
frecuencia	deseori
frecuencia	adeseori
frecuencia	adesea
frecuencia	des
caeron	au
kilos	kilograme
kilos	kilograme
agradecido	recunoscator
agradecido	recunoscator
agradecido	recunoscatoare
agradecido	recunoscatori
aburrida	plictisita
aburrida	plictisit
aburrida	plictisitoare
aburrida	plictisitor
tentan	incercati
tentan	incearca
tentan	incearca
tentan	au
tentan	ei
tentan	ele
tentan	incerc
tentan	incercand
axencia	agentia
axencia	agentie
axencia	agentie
axencia	agentia
motel	motel
motel	motelul
responsables	responsabil
responsables	raspunzator
responsables	responsabili
responsables	responsabila
responsables	responsabilitatea
responsables	responsabilitate
responsables	pentru
responsables	cine
responsables	care
nobel	nobel
nobel	premiu
nobel	premiul
bonos	timbre
bonos	timbrele
sentiu	simti
sentiu	simte
sentiu	simtiti
sentiu	simt
sentiu	simtit
sentiu	simtit
sentiu	au
sentiu	ei
sentiu	ele
falen	vorbitul
memorias	amintiri
memorias	amintirile
cultivar	creste
cultivar	creasca
cultivar	creste
cultivar	cresc
cultivar	creste
cultivar	cultiva
cultivar	cultiva
industriais	industriala
industriais	industriala
industriais	industrial
industriais	industriale
industriais	fabrica
industriais	fabrica
desigualdade	inegalitatea
ameazas	amenintari
ameazas	amenintari
belfast	belfast
posesión	posesie
posesión	posesia
poderiades	ai
poderiades	te
poderiades	tu
poderiades	putea
curva	curba
curva	curba
curva	intoarce
entradas	bilete
entradas	biletele
pasas	ai
pasas	te
pasas	tu
pasas	cheltuie
cultivo	cultura
cultivo	cultura
tratamentos	tratamentul
tratamentos	tratamentului
tratamentos	tratament
tratamentos	tratamentele
tratamentos	tratamente
tratamentos	sunt
almacéns	magazine
almacéns	departamentul
almacéns	departament
almacéns	magazin
almacéns	magazinul
almacéns	store
almacéns	stocheaza
mecanismo	mecanismului
mecanismo	mecanism
mecanismo	mecanismul
mecanismo	dispozitivul
mecanismo	dispozitiv
taylor	taylor
quinto	iadul
quinto	iad
mandei	trimisa
mandei	trimis
mandei	trimise
divino	divine
divino	divina
divino	divin
divino	divina
xoguetes	jucarie
xoguetes	jucaria
xoguetes	jucarie
xoguetes	jucarii
xoguetes	jucarii
vilas	orase
vilas	sate
vilas	satele
arquivos	fisiere
arquivos	fisiere
arquivos	dosare
arquivos	arhive
arquivos	arhiva
arquivos	arhivele
arquivos	arhiva
cambiaron	au
cambiaron	schimbat
cambiaron	schimbata
encargo	comanda
encargo	ordinea
encargo	comanda
encargo	ordine
encargo	ordin
encargo	ia
encargo	luati
empece	strike
empece	greva
empece	greva
empece	afara
empece	afara
empece	out
asiáticos	asiatic
asiáticos	asiatice
asiáticos	asiatici
asiáticos	asiatica
asiáticos	asiaticii
asiáticos	asiatici
factor	factorul
factor	factor
labor	munca
labor	lucru
labor	munca
labor	sarcina
queimado	arse
queimado	ars
queimado	arsa
déronlle	au
déronlle	ei
déronlle	ele
perpetua	life
perpetua	viata
perpetua	viata
perpetua	viata
perpetua	viata
perpetua	viata
perpetua	perpetua
aparencia	uite
aparencia	aspectul
aparencia	aspect
mesas	tabelele
mesas	tabele
mesas	mese
abraham	avraam
abraham	abraham
temer	frica
temer	teama
temer	frica
temer	teama
temer	frica
cinto	curea
cinto	centura
cinto	centura
camiñamos	plimbat
camiñamos	plimbare
camiñamos	walk
lectura	citirea
lectura	citire
lectura	citesc
lectura	citind
lectura	lectura
lectura	citire
lectura	citeste
lectura	citeste
batallas	batalii
batallas	bataliile
bendiga	binecuvanteaza
bendiga	ai
bendiga	te
bendiga	tu
propietaria	proprietar
propietaria	proprietarul
bonitos	frumoase
bonitos	frumoasa
bonitos	frumos
bonitos	frumoasa
bonitos	nice
bonitos	frumos
esperade	pentru
usaba	folosit
usaba	utilizate
usaba	folosite
usaba	folosita
usaba	utilizata
usaba	utilizat
ida	ida
matamos	ucidere
matamos	uciderea
matamos	ucis
matamos	ucisa
matamos	omorat
sentou	sat
mates	ucide
mates	kill
mates	omoara
mates	matematica
mates	matematica
carl	carl
columnas	coloanele
columnas	coloane
furgoneta	duba
furgoneta	van
furgoneta	duba
furgoneta	van
numerosos	multi
numerosos	multi
numerosos	multe
reforma	reformei
reforma	reforma
reforma	reforma
incendio	focul
incendio	incendiu
incendio	foc
estuda	studiaza
estuda	studii
estuda	studiul
estuda	studiu
estuda	studiez
estuda	studiind
decepción	dezamagirea
decepción	dezamagire
reportaxe	raport
reportaxe	raportul
reportaxe	raporteaza
móvese	mutarea
leopardo	leopardul
leopardo	leopard
elvis	elvis
europea	europene
europea	europeana
europea	europeni
europea	european
mona	mona
ruína	ruina
ruína	ruina
ruína	falit
alzhéimer	alzheimer
oracións	rugaciuni
oracións	rugaciunile
xentes	oamenii
xentes	oameni
xentes	persoane
remedio	au
radiación	iradiere
radiación	radiatii
radiación	radiatii
marco	sol
marco	cadru
marco	rama
marco	rama
marco	marco
agradecer	multumesc
viena	viena
viena	vienna
rumbo	cursul
rumbo	curs
modesto	modesta
modesto	modest
modesto	modesta
modesto	modeste
vestíbulo	hol
vestíbulo	lobby
vestíbulo	hall
burguesa	burghez
ave	pasare
ave	pasare
ave	pasarea
ave	bird
ave	ave
voa	muste
higgs	higgs
chegado	vino
chegado	cu
brutalidade	brutalitatea
brutalidade	brutalitate
cosmos	cosmos
cosmos	cosmosul
transición	tranzitie
transición	tranzitia
usou	folosit
usou	utilizate
usou	folosite
usou	folosita
usou	utilizata
usou	utilizat
actuando	actorie
actuando	actoria
actuando	hotarand
caldeiro	inchisoare
caldeiro	puscarie
caldeiro	inchisoarea
caldeiro	galeata
caldeiro	galeata
caldeiro	galeata
paulo	paulo
atopaba	gasiti
atopaba	gaseste
atopaba	gaseste
bandas	trupe
delincuencia	crima
delincuencia	crima
delincuencia	criminalitate
capa	mantie
permitirei	will
permitirei	va
permitirei	nu
permitirei	lasa
permitirei	won
permitirei	castigat
permitirei	ea
iii	iii
levareite	ia
levareite	luati
levareite	ai
levareite	te
levareite	tu
prométocho	promit
prométocho	promite
prométocho	ai
prométocho	te
prométocho	tu
virei	vino
choras	sunt
choras	ai
choras	te
choras	tu
choras	plangand
choras	plans
choras	plansul
choras	plange
choras	plang
choras	plangi
pagalo	plateste
pagalo	pentru
municipal	municipale
municipal	municipal
municipal	municipala
peste	ciuma
peste	ciuma
peste	plaga
peste	pacoste
peste	pesta
estrañas	ciudat
estrañas	straniu
representantes	reprezentanti
representantes	reprezentanti
representantes	reprezentantii
envexa	invidia
envexa	invidie
vente	vino
mel	draga
mel	miere
cuartel	sediu
cuartel	sedii
cuartel	baraci
cuartel	cazarma
cuartel	cazarma
calmo	calm
afecto	afectiune
afecto	afectiune
mineiros	minerii
mineiros	mineri
coide	uite
coide	ia
coide	luati
coide	ingrijire
coide	ingrijire
coide	grija
culler	lingura
culler	lingura
disparan	trage
disparan	focul
disparan	incendiu
disparan	foc
mantas	paturi
mantas	paturile
entendiches	intelege
entendiches	intelege
pálida	palid
pálida	palida
continúe	continuati
continúe	continua
continúe	continua
fresca	proaspete
fresca	proaspata
fresca	proaspat
fresca	proaspat
fresca	fresh
fresca	fain
fresca	misto
alice	alice
volverás	ai
volverás	te
volverás	tu
honrado	onorat
honrado	onorata
honrado	onest
honrado	sincer
honrado	cinstit
braun	braun
levarei	ia
levarei	luati
serpe	sarpe
serpe	sarpe
serpe	sarpele
serpe	sarpe
serpe	sarpe
serpe	snake
valen	sunt
valen	worth
proletarios	proletariatului
strand	strand
garrett	garrett
víchelo	vazut
víchelo	fierastrau
víchelo	ferastrau
víchelo	el
víchelo	ai
víchelo	te
víchelo	tu
walter	walter
bebo	bea
bebo	bautura
dicides	spune
dicides	ai
dicides	te
dicides	tu
paras	ai
paras	te
paras	tu
pelota	ball
pelota	minge
pelota	mingea
pelota	bila
pelota	bila
pagaron	platite
pagaron	platit
pagaron	platit
pagaron	platita
chamaches	ai
chamaches	te
chamaches	tu
chamaches	numit
peggy	peggy
semellas	ai
semellas	te
semellas	tu
semellas	uite
estragar	ruina
estragar	ruina
debiches	ai
debiches	te
debiches	tu
debiches	au
debiches	trebuie
patrulla	patrula
patrulla	patrula
patrulla	patrulare
£	trimestrul
£	trimestru
£	sfert
£	milioane
£	milion
salta	sari
salta	salt
rematará	sfarsit
rematará	sfarsit
rematará	final
rematará	will
rematará	va
traidores	tradatorii
traidores	tradatori
alabama	alabama
desexas	ai
desexas	te
desexas	tu
desexas	vrei
desexas	vreau
morrese	mor
morrese	mori
morrese	murit
norton	norton
serea	sirena
serea	sirena
serea	sufla
serea	sufla
chamando	chemarea
chamando	chemare
chamando	apelarea
prepara	ai
prepara	te
prepara	tu
gustouche	ai
gustouche	te
gustouche	tu
gustouche	ca
gustouche	like
comerciantes	comercianti
comerciantes	comercianti
comerciantes	negustori
comerciantes	negustorii
arrestado	arestata
arrestado	arestat
facela	face
facela	ea
varón	barbat
varón	masculin
varón	mascul
varón	barbat
varón	baiat
varón	baiat
probábel	probabil
probábel	improbabil
giuseppe	giuseppe
indio	indiana
indio	indian
indio	indianul
berce	leagan
berce	leaganul
berce	leagan
traficante	traficant
traficante	dealer
benditos	binecuvantat
benditos	binecuvantata
benditos	cum
benditos	sunt
boden	boden
estuardo	stuart
reféns	ostatici
reféns	ostaticii
reféns	ostateci
dios	doamne
dios	dumnezeu
dios	sake
dios	isus
dios	iisus
frota	flotei
frota	flota
frota	flota
celoso	geloasa
celoso	geloasa
celoso	gelos
serventes	servitori
serventes	slujitori
serventes	servitorii
seo	seo
punishment	pedeapsa
punishment	pedeapsa
mercadorías	marfuri
mercadorías	bunuri
mercadorías	marfuri
mercadorías	marfuri
anano	pitica
anano	pitic
anano	barbat
anano	om
anano	omul
anano	barbat
anano	man
gueto	ghetou
drummer	baterist
drummer	bateristul
asger	asger
esmeralda	esmeralda
mali	mali
mali	inapoi
mali	inapoi
mali	back
mali	spate
daenerys	daenerys
dorne	dorne
impulso	pulsul
impulso	puls
impulso	indemn
corán	coran
corán	coranul
dígolles	ai
dígolles	te
dígolles	tu
clínicas	clinici
clínicas	clinica
clínicas	clinic
clínicas	clinice
lombo	inapoi
lombo	inapoi
lombo	back
lombo	spate
parei	oprit
procedemento	procedura
procedemento	procedura
custo	costuri
custo	costul
custo	cost
aforros	economii
aforros	economiile
previr	preveni
previr	previne
chiste	gluma
chiste	gluma
chiste	banc
tigre	tiger
tigre	tigrul
tigre	tigru
crecen	creste
crecen	creasca
crecen	creste
crecen	cresc
crecen	creste
crecen	ia
crecen	obtine
crecen	au
crecen	ei
crecen	ele
cáncer	cancerul
cáncer	cancer
empezan	au
empezan	ei
empezan	ele
empezan	start
empezan	incepe
empezan	pornire
conectados	conectat
conectados	conectate
conectados	conectata
tradución	traducere
tradución	traducerea
pintar	vopsele
pintar	vopsea
pintar	picteaza
colectivo	colective
colectivo	colectiva
colectivo	colectivul
colectivo	colectiv
instintos	instincte
instintos	instinctele
alimentación	mancare
alimentación	mancare
alimentación	alimentare
alimentación	alimente
alimentación	hrana
alimentación	imbracaminte
doulle	dati
doulle	da
loitas	lupta
loitas	lupta
bunker	bunker
bunker	buncar
bunker	buncare
favorito	preferat
favorito	favorita
favorito	favorite
favorito	favorit
favorito	preferata
favorito	preferate
camboxa	cambodgia
defensores	aparatori
defensores	aparatorii
defensores	aparatorilor
axencias	agentii
axencias	agentiile
axencias	agentii
axencias	agentia
axencias	agentie
axencias	agentie
axencias	agentia
pausa	pauza
pausa	pauza
celas	celule
celas	celulele
celas	celulelor
alfombra	covor
alfombra	covor
botarlle	ia
botarlle	luati
visións	viziunile
visións	viziuni
conceptos	concepte
conceptos	conceptele
xenéticas	gene
xenéticas	gena
xenéticas	gena
xenéticas	genetic
xenéticas	genetica
xenéticas	genetice
asociados	asociate
asociados	asociat
asociados	asociata
asociados	cu
confuso	derutat
confuso	confuzi
confuso	confuz
confuso	confuza
confuso	pierdut
confuso	pierdute
confuso	pierduta
confuso	lost
empregar	utilizeaza
empregar	utilizarea
empregar	foloseste
empregar	utilizare
oposición	opozitia
oposición	opozitie
oposición	opozitie
mecánica	mecanice
mecánica	mecanic
mecánica	mecanica
agochados	ascunderea
agochados	ascunsa
agochados	ascuns
agochados	ascunsa
agochados	ascunse
pesados	heavy
pesados	greu
pesados	grele
pesados	grea
pesados	grei
buraco	hole
buraco	gaura
buraco	gaura
chamámoslle	suna
chamámoslle	suna
chamámoslle	apel
chamámoslle	call
inevitable	inevitabile
inevitable	inevitabila
inevitable	inevitabilul
inevitable	inevitabil
elevado	high
elevado	inalta
elevado	inalta
direccións	directia
direccións	directie
direccións	directie
direccións	directia
situacións	situatiile
situacións	situatii
situacións	situatii
odia	urasc
odia	ura
odia	ura
odia	uraste
odia	uraste
afectan	afecteaza
afectan	afecta
susan	susan
facerte	face
facerte	ai
facerte	te
facerte	tu
continúan	si
continúan	si
continúan	si
continúan	continuati
continúan	continua
continúan	continua
mundiais	lumea
mundiais	lume
mundiais	world
tentarei	incercati
tentarei	incearca
tentarei	incearca
tentarei	ia
tentarei	obtine
prioridade	prioritar
prioridade	prioritatea
prioridade	prioritate
descuberto	descoperite
descuberto	descoperita
descuberto	descoperit
pensabamos	gandit
pensabamos	crezut
revistas	revista
revistas	revista
revistas	reviste
revistas	revistele
bocas	gurile
bocas	guri
lograr	ia
lograr	obtine
lograr	face
distinguir	distinge
lagos	lagos
lagos	lacurile
lagos	lacuri
recentes	recente
recentes	recent
recentes	recenta
recentes	recenta
funcione	munca
funcione	lucru
funcione	munca
certificado	certificat
certificado	certificatul
pipa	pipe
pipa	conducta
pipa	pipa
pipa	pipa
conversas	conversatii
radical	radical
radical	radicale
radical	radicala
obesidade	obezitate
cuando	cand
cuando	cand
cadrado	patrat
cadrado	square
cadrado	patrat
prosperidade	prosperitatea
prosperidade	prosperitate
exilio	exil
exilio	exilul
palma	palm
palma	palma
palma	palmier
relativamente	relativ
cordas	sfori
cordas	corzi
cordas	coarde
gráficos	grafice
gráficos	grafica
gráficos	grafica
órganos	organe
órganos	organele
decatarse	notificare
penicilina	penicilina
penicilina	penicilina
comunicarse	comunica
comunicarse	comunica
apple	mar
apple	mere
apple	mar
apple	apple
apple	are
funcións	functiile
funcións	functii
modernos	moderni
modernos	moderna
modernos	modern
modernos	moderne
modernos	moderna
colonial	colonial
colonial	coloniale
colonial	coloniala
exceso	din
exceso	exces
exceso	excesul
ostras	scoici
ostras	stridiile
ostras	stridii
vermellas	rosu
vermellas	rosu
vermellas	red
vermellas	rosu
ocupados	ocupat
ocupados	ocupate
ocupados	ocupata
ocupados	ocupata
avanzada	avansata
avanzada	avansate
avanzada	avansat
darvos	dati
darvos	da
darvos	ai
darvos	te
darvos	tu
darvos	ca
darvos	like
botóns	butoanele
botóns	butoane
botóns	nasturi
interésame	interesate
interésame	interesat
interésame	interesati
interésame	interesata
afirmación	declaratie
afirmación	declaratia
afirmación	afirmare
emocionado	incantata
emocionado	entuziasmat
emocionado	incantat
champaña	champagne
champaña	sampanie
inda	inca
inda	inca
inda	tot
nalgo	ceva
chamaría	ar
chamaría	suna
chamaría	suna
chamaría	apel
chamaría	call
austria	austria
agricultura	agricultura
agricultura	agricultura
unidas	unita
unidas	united
unidas	unite
unidas	unit
unidas	impreuna
unidas	impreuna
unidas	impreuna
ratos	soareci
dispoñible	disponibile
dispoñible	disponibila
dispoñible	disponibila
dispoñible	disponibil
plataforma	platforma
plataforma	platforma
celebración	sarbatorire
celebración	sarbatoare
soubera	stia
soubera	stiut
soubera	stiam
soubera	stiu
provén	vine
provén	din
provén	tulpini
provén	tulpinile
avós	bunici
avós	bunicii
avós	bunicilor
namorada	iubire
namorada	iubesc
namorada	iubirea
namorada	dragoste
namorada	dragostea
namorada	cu
enfadado	suparat
enfadado	furioasa
enfadado	suparata
enfadado	furios
enfadado	suparat
enfadado	mad
enviado	trimisa
enviado	trimis
enviado	trimise
demasiadas	prea
demasiadas	multi
demasiadas	multi
demasiadas	multe
dígoo	doar
impórtalle	ingrijire
impórtalle	ingrijire
impórtalle	grija
impórtalle	ai
impórtalle	te
impórtalle	tu
impórtalle	minte
impórtalle	mintea
evidencias	dovezi
evidencias	probe
evidencias	dovada
evidencias	dovada
preocupados	ingrijorat
preocupados	ingrijorata
preocupados	despre
secundaria	high
secundaria	inalta
secundaria	inalta
secundaria	scoala
secundaria	scoala
secundaria	scoala
secundaria	scoala
secundaria	scoala
secundaria	secundar
secundaria	secundara
secundaria	secundare
primas	materiale
primas	materialele
irlanda	irlanda
irlanda	irlandei
seguín	urmate
seguín	urmarit
seguín	urmat
seguín	urmarita
seguín	pastrate
seguín	pastrat
seguín	tinut
mercou	cumparat
mercou	cumparata
mercou	cumparat
mercou	cumparate
escritores	scriitorii
escritores	scriitorilor
escritores	scriitori
universidades	facultate
universidades	university
universidades	universitate
universidades	universitatea
ridícula	ridicol
ridícula	ridicola
podre	putreda
podre	putrezit
podre	putred
calcetíns	dumneavoastra
calcetíns	ta
calcetíns	ciorapi
buscamos	pentru
buscamos	caut
anual	anuale
anual	anual
anual	anuala
avances	avansurile
avances	avansuri
partidos	parti
partidos	partide
partidos	petreceri
partidos	partidele
partidos	meciuri
partidos	chibrituri
necesarias	necesara
necesarias	necesare
necesarias	necesara
necesarias	necesar
posiblemente	posibil
delicado	delicata
delicado	delicata
delicado	delicate
delicado	delicat
ofrecerlle	oferta
ofrecerlle	oferta
ofrecerlle	ofer
durmas	dormi
durmas	somn
durmas	treaz
durmas	treaza
repito	repet
repito	repeta
repito	repeta
repito	peste
repito	over
crían	crezut
crían	au
crían	ei
crían	ele
crían	crede
mensaxeiro	mesager
mensaxeiro	messenger
mensaxeiro	mesagerul
respiro	break
respiro	rupe
respiro	pauza
respiro	sparge
respiro	pauza
respiro	respiratie
respiro	respiratie
respiro	odihna
respiro	odihna
controla	controalele
controla	controale
combustible	combustibili
combustible	combustibilul
combustible	combustibil
combustible	carburant
sutil	subtil
sutil	subtile
sutil	subtila
crendo	crede
crendo	gandire
crendo	gandirea
crendo	gandind
crendo	crezand
crendo	crezand
adoitaban	folosit
adoitaban	utilizate
adoitaban	folosite
adoitaban	folosita
adoitaban	utilizata
adoitaban	utilizat
adoitaban	au
adoitaban	ei
adoitaban	ele
alexander	alexandru
alexander	alexander
mortalidade	mortalitate
mortalidade	mortalitatea
mortalidade	deces
mortalidade	moartea
mortalidade	moarte
accidentes	accidente
accidentes	accidentele
accidentes	accidentul
accidentes	accident
inclúe	include
seco	usca
seco	uscate
seco	uscat
seco	uscata
materias	raw
materias	crud
misericordioso	milostiv
xesucristo	isus
xesucristo	iisus
xesucristo	christos
xesucristo	hristos
xesucristo	cristos
xesucristo	hristoase
tradicións	traditiile
tradicións	traditia
tradicións	traditie
tradicións	traditie
tradicións	traditia
alcohol	alcool
alcohol	alcoolul
alivio	relief
insectos	insectele
insectos	insectelor
insectos	insecte
túnel	tunelul
túnel	tunel
duelo	duel
duelo	duelul
mares	mare
mares	marea
mares	marile
mares	mari
vivas	living
vivas	traind
viaxando	calatorind
viaxando	calatoresc
artística	artistice
artística	artistic
artística	artistica
artística	directia
artística	directie
artística	directie
artística	directia
marxe	camera
marxe	camera
sigamos	lasa
resolución	rezolutia
resolución	rezolutie
ensinou	predat
ensinou	invatat
cegos	orbi
cegos	oarba
cegos	chior
cegos	orb
cegos	oarba
feixe	gramada
feixe	pile
feixe	gramada
feixe	morman
feixe	gramada
feixe	lot
rexistros	discuri
rexistros	records
rexistros	inregistrari
rexistros	recorduri
focas	foci
focas	focile
globo	balonul
globo	balon
choraba	plangand
choraba	plans
choraba	plansul
continuou	continuat
continuou	si
continuou	si
continuou	si
elefante	elefant
elefante	elefantul
golf	golf
golf	golful
creceu	acolo
venden	au
venden	ei
venden	ele
venden	vand
venden	vinde
venden	vand
venden	vind
camas	paturi
camas	paturile
atopara	avea
atopara	avut
atopara	met
dixestes	ai
dixestes	te
dixestes	tu
dixestes	spuse
dixestes	said
dixestes	spus
bonecas	papusi
evento	eveniment
evento	evenimentul
festival	festival
festival	festivalul
festival	festivalului
determinación	determinarea
determinación	determinare
chamaron	au
chamaron	ei
chamaron	ele
chamaron	numit
brasil	brazilia
afeita	folosit
afeita	utilizate
afeita	folosite
afeita	folosita
afeita	utilizata
afeita	utilizat
afeita	ai
afeita	te
afeita	tu
ilusións	iluzii
ilusións	iluziile
tiran	arunca
tiran	arunca
tiran	au
tiran	ei
tiran	ele
separar	separat
separar	separa
separar	separata
separar	separate
arriscar	riscul
arriscar	risc
arriscar	riscuri
pito	gaina
pito	pui
pito	gaina
censura	cenzura
censura	cenzura
crianzas	copii
crianzas	copiii
montes	munti
montes	muntii
montes	muntii
montes	muntii
chamados	numit
proveito	unele
proveito	unii
cualificación	rating
cualificación	evaluare
insultar	insulta
insultar	insulta
insultar	insultator
insultar	jignitoare
insultar	jignitor
insultar	insulta
liberal	liberali
liberal	liberale
liberal	liberala
liberal	liberal
descoñecidos	straini
descoñecidos	straini
descoñecidos	strainii
stewart	stewart
perdera	pierdut
perdera	pierdute
perdera	pierduta
perdera	lost
perdera	avea
perdera	avut
escuros	adanc
escuros	profund
escuros	adanca
escuros	adanc
escuros	dark
escuros	intuneric
escuros	intuneric
escuros	intunecat
internacionais	international
internacionais	international
internacionais	internationala
internacionais	internationala
internacionais	international
socio	partenere
socio	partenera
socio	partenerul
socio	partener
socio	asociat
socio	asociaza
socio	asociata
extrema	extrema
extrema	extrem
extrema	extrema
extrema	extreme
esquecido	uitat
esquecido	uitata
esquecido	uitate
escoitarme	ascultand
escoitarme	ascult
escoitarme	ascultare
escoitarme	asculta
escoitarme	asculta
escoitarme	auzi
rabia	furia
rabia	mania
rabia	furie
rabia	manie
rabia	furia
rabia	furie
rabia	afara
rabia	afara
rabia	out
caros	scump
caros	scumpi
caros	scumpa
caros	scumpa
caros	scumpe
católica	catolica
católica	catolica
católica	catolic
sacrificar	sacrificiu
sacrificar	jertfa
sacrificar	sacrificii
sacrificar	sacrificiul
sacrificar	sacrificarea
apropiado	adecvata
apropiado	corespunzatoare
apropiado	corespunzator
apropiado	adecvat
apropiado	ar
carreta	phantom
carreta	fantoma
carreta	fantoma
carreta	cos
carreta	carucior
deberá	trebuie
buscaba	caut
buscaba	pentru
dubido	indoiala
dubido	indoiala
dubido	indoiala
suor	sudoare
suor	sudoarea
merca	cumpara
merca	cumpara
merca	cumpar
merca	cumpara
atraso	tarziu
atraso	intarziat
atraso	tarziu
copas	bauturile
copas	bauturi
copas	bauturi
recto	drepte
recto	direct
recto	drept
saúda	spune
prusianos	prusaci
caramba	vino
falabamos	despre
contarllo	el
escríbeme	scrieti
escríbeme	scrieti
escríbeme	scriu
escríbeme	scrie
dáma	dati
dáma	da
dicircho	ai
dicircho	te
dicircho	tu
veo	valul
veo	voal
veo	val
chámao	suna
chámao	suna
chámao	apel
chámao	call
chámao	el
parécelle	ai
parécelle	te
parécelle	tu
parécelle	ea
tea	carpa
prefires	ai
prefires	te
prefires	tu
bicar	pup
sirvo	servi
sirvo	serveste
sirvo	servesc
lotaría	loteria
lotaría	loterie
inspección	inspectia
inspección	inspectie
máximo	maxima
máximo	maxima
máximo	maxim
máximo	maximum
cambiaches	ai
cambiaches	te
cambiaches	tu
cambiaches	haven
cambiaches	schimbat
cambiaches	schimbata
cambiaches	schimba
cambiaches	schimbare
cambiaches	schimba
cambiaches	schimbarea
almorzar	pranzul
almorzar	pranz
almorzar	pranz
liscou	ea
liscou	stang
liscou	stanga
liscou	stanga
liscou	stinga
interesan	dobanzi
interesan	interese
interesan	interes
interesan	dobanda
interesan	dobanda
interesan	interesul
interesan	interesate
interesan	interesat
interesan	interesati
interesan	interesata
peitos	ea
peitos	sani
peitos	sanii
peitos	sani
peitos	sanul
peitos	san
peitos	piept
despedido	concediata
despedido	concediat
baleiras	gol
baleiras	goale
baleiras	goala
baleiras	goala
furioso	furioasa
furioso	furios
sacalo	ia
sacalo	obtine
sacalo	afara
sacalo	afara
sacalo	out
sacalo	ia
sacalo	luati
vina	vazut
vina	fierastrau
vina	ferastrau
vina	ea
unida	impreuna
unida	impreuna
unida	impreuna
retiro	pensionare
retiro	pensionarea
retiro	ia
retiro	luati
peles	piei
peles	blana
peles	blana
cranio	craniu
cranio	skull
cranio	craniul
fique	stand
destruíron	au
destruíron	ei
destruíron	ele
destruíron	distrusa
destruíron	distruse
destruíron	distrus
destruíron	distrusa
fitzgerald	fitzgerald
batallóns	batalioane
conquista	cucerire
conquista	cucerirea
conquista	cuceriri
veteranos	veteranii
veteranos	veteranilor
veteranos	veterani
veteranos	veterinari
veteranos	veterani
valentía	curaj
valentía	curajul
defende	pentru
cecais	poate
torna	devine
faiche	ai
faiche	te
faiche	tu
métete	minte
métete	mintea
cheguemos	ia
cheguemos	obtine
atoparei	gasiti
atoparei	gaseste
atoparei	gaseste
tesouro	comoara
tesouro	comoara
tesouro	comori
despedidos	demis
véxote	vezi
véxote	ai
véxote	te
véxote	tu
destruído	distrusa
destruído	distruse
destruído	distrus
destruído	distrusa
roubando	fur
roubando	furt
chamarme	suna
chamarme	suna
chamarme	apel
chamarme	call
delicioso	delicioasa
delicioso	delicios
delicioso	delicioase
coñeciches	ai
coñeciches	te
coñeciches	tu
coñeciches	el
pixamas	pijamale
pixamas	pijama
marion	marion
pénsao	despre
pénsao	gandeste
pénsao	ganditi
blue	albastra
blue	albastru
andrews	andrews
andrews	din
perdóeme	iarta
chalana	vapor
chalana	barca
chalana	barca
pau	stick
filliña	scrisoare
filliña	scrisoarea
filliña	litera
filliña	draga
filliña	dragi
filliña	draga
filliña	fata
filliña	fata
sagrada	sacre
sagrada	sacru
sagrada	sacra
sagrada	sacra
sagrada	sfant
sagrada	sfanta
sagrada	sfinte
insolente	insolent
mineral	minerale
mineral	mineral
mineral	minerala
mineral	minereu
andabas	ai
andabas	te
andabas	tu
andabas	fost
andabas	erau
andabas	au
geoffrey	geoffrey
cantaba	canta
cantaba	canta
cantaba	canta
cantaba	sang
cantaba	cantat
tróuxenche	adusa
tróuxenche	adusa
tróuxenche	adus
tróuxenche	ai
tróuxenche	te
tróuxenche	tu
tentaron	incercat
gaspare	gaspare
armadas	armat
armadas	inarmat
executado	executate
executado	executata
executado	executat
foches	ai
foches	te
foches	tu
anarquista	anarhist
escribo	scrieti
escribo	scrieti
escribo	scriu
escribo	scrie
irlandeses	irlandezi
irlandeses	irish
irlandeses	irlandez
irlandeses	irlandeza
fodidos	sunt
dámo	dati
dámo	da
mátao	ucide
mátao	kill
mátao	omoara
mátao	el
ianqui	american
ianqui	americana
ianqui	americanca
detido	arestata
detido	arestat
shirley	shirley
artillería	artileria
artillería	artilerie
claude	claude
ping	ping
fodendo	cu
barricada	baricada
barricada	baricada
barricada	baricade
punk	derbedeu
punk	punk
jerry	jerry
guaraná	guarana
condesa	contesa
condesa	contesa
condesa	dowager
zhong	zhong
private	privata
private	privat
private	private
profes	profesorilor
profes	profesorii
profes	profesori
asteroides	asteroizi
asteroides	asteroid
mormont	mormont
pender	pender
desexaba	dorit
desexaba	dorita
desexaba	vrut
desexaba	sperat
ensina	preda
ensina	preda
solucionar	rezolva
solucionar	rezolva
ángeles	los
ángeles	angeles
doenzas	boli
doenzas	bolile
hormona	hormon
doutores	doctorii
doutores	medicii
doutores	doctori
