mitre	mitre
glaciar	冰川
rodean	包圍
rodean	環繞
terceros	第三
zar	沙皇
ordo	ordo
aficionado	業餘
josefa	josefa
mama	胸
mama	胸部
mama	乳房
herida	受傷
herida	傷
herida	傷口
herida	負傷
herida	損傷
bautizado	受洗
galaxias	星系
roles	作用
roles	角色
judaísmo	猶太教
térmica	熱力
típicas	典型
gardens	花園
pirata	駭客
pirata	海盜
hope	希望
hope	hope
reed	簧片
reed	reed
want	想要
manolo	manolo
patinaje	滑冰
patinaje	溜冰
raramente	極少
seven	七七
seven	七個
seven	七
seven	seven
vásquez	vasquez
nulo	無效
indie	獨立
ferroviarios	鐵路
ferroviarios	鐵道
ferroviarios	鐵路
trampa	作弊
trampa	欺騙
trampa	圈套
trampa	陷阱
middle	中間
extendida	延伸
extendida	擴展
extendida	延長
kid	小孩
mascota	寵物
mascota	寵物
productions	製作
reorganización	重組
reorganización	改組
reorganización	重組
bala	bala
bala	子彈
bala	彈頭
harvey	harvey
comandos	命令
ara	ara
madurez	成熟
madurez	到期
nicole	nicole
ghana	迦納
esqueleto	骷髏
esqueleto	骨架
esqueleto	骨骼
quijote	quijote
candidaturas	提名
candidaturas	候選人
dominación	支配
dominación	支配
recogida	收集
recogida	收藏
recogida	收集
previos	先前
privilegio	特權
privilegio	特權
diploma	文憑
defensiva	防禦
arquero	archer
arquero	守門員
arquero	守門員
comarcas	各州
comarcas	各縣
sugirió	推薦
aprovechar	駕馭
aprovechar	竊聽
machado	machado
sandoval	sandoval
pasada	過往
pasada	過去
through	透過
through	通過
cálido	溫暖
cálido	暖
gibson	gibson
gatos	貓
gatos	貓咪
gatos	貓
gatos	cat
beltrán	bertrand
beltrán	beltrán
beltrán	beltran
amplitud	寬度
amplitud	廣度
amplitud	振幅
trajes	服裝
trajes	戲服
trajes	西裝
eagle	鷹
eagle	老鷹
eagle	雕
eagle	鵰
coca	可樂
coca	古柯
dragones	龍
dragones	神龍
dragones	龍
cubiertos	用具
cubiertos	餐具
cubiertos	刀具
cubiertos	銀器
cubiertos	餐具
vientre	肚子
vientre	肚皮
vientre	子宮
orgullo	自尊
orgullo	自豪
orgullo	驕傲
sonda	探測
sonda	探測器
salario	薪水
salario	工資
salario	薪資
salario	薪金
salario	工資
salario	工資
evolution	演化
evolution	演變
evolution	進化
evolution	演進
hito	里程碑
trae	帶
vallejo	vallejo
extinto	滅絕
escapa	越獄
escapa	逃離
favorables	有利
consolidación	鞏固
consolidación	鞏固
consolidación	整合
consolidación	合併
botones	按鈕
breves	簡短
palos	俱樂部
palos	梅花
palos	棍棒
palos	棍子
palos	木棍
editoriales	出版社
editoriales	出版商
editoriales	社論
editoriales	社論
cono	錐
gasolina	汽油
gasolina	氣
gasolina	天然氣
gasolina	汽油
gasolina	氣體
gasolina	汽油
mediterránea	地中海
promocionar	促進
promocionar	推廣
médicas	醫療
médicas	醫務
médicas	醫學
chuck	chuck
conquistador	征服者
movilidad	調動
movilidad	流動
movilidad	流動性
compatible	相容
traer	帶
arce	楓
reparación	修復
reparación	維修
reparación	修理
reparación	修繕
reparación	賠償
reparación	維修
reparación	修繕
reparación	修理
compilación	編纂
compilación	編譯
compilación	匯編
compilación	編譯
compilación	編譯
gradualmente	逐漸
sag	sag
excepciones	例外
excepciones	豁免
muhammad	穆罕默德
mccartney	mccartney
tapa	帽
tapa	cap
tapa	上限
tapa	覆蓋
tapa	封面
tapa	掩護
vinilo	乙烯
unificación	統一
licencias	執照
licencias	駕照
licencias	許可證
licencias	執照
licencias	執照
licencias	許可證
humo	煙
humo	吸煙
humo	煙霧
escaleras	梯子
escaleras	樓梯
escaleras	階梯
presiones	壓力
presiones	氣壓
presiones	壓
terremotos	地震
terremotos	地震
divulgación	披露
diplomática	外交官
diplomática	外交
verticales	垂直
verticales	縱向
farmacia	藥房
farmacia	藥劑
farmacia	藥店
beijing	北京市
beijing	北京
molécula	分子
extraordinaria	非凡
cruceros	巡洋艦
cruceros	巡航
cruceros	郵輪
cruceros	巡航
cruceros	郵輪
pat	pat
ayer	昨天
ayer	昨日
hesse	hesse
madame	夫人
fierro	fierro
tasas	費用
tasas	收費
tasas	手續費
hueco	孔洞
hueco	洞口
hueco	孔
hueco	洞
hueco	空洞
hueco	空心
wta	wta
ace	ace
ace	王牌
misil	導彈
legendario	傳奇
pescadores	漁民
pescadores	漁夫
pescadores	漁民
pescadores	漁民
pescadores	漁夫
modernización	現代化
modernización	現代化
nariz	鼻
nariz	鼻子
bicicleta	單車
bicicleta	騎車
bicicleta	自行車
bicicleta	單車
bicicleta	腳踏車
bicicleta	自行車
bicicleta	單車
bicicleta	腳踏車
bicicleta	自行車
medición	測量
medición	衡量
medición	計量
medición	量度
medición	測量
medición	計量
medición	計量
medición	測量
medición	計量
medición	衡量
medición	度量
petit	petit
manila	馬尼拉
almacén	倉庫
almacén	倉儲
almacén	儲存
almacén	貯存
almacén	店
almacén	商店
acogida	主持人
acogida	主機
acogida	接待
acogida	接收
acogida	招待會
allmusic	allmusic
africanos	非洲
mover	動
mover	移動
renombrado	更名
trek	跋涉
absolutamente	絕對
basura	垃圾
basura	垃圾
basura	垃圾
transcripción	轉錄
invisible	隱身
invisible	無形
invisible	隱形
compositora	作曲家
compositora	作曲家
despierta	覺醒
tensiones	張力
molinos	風車
molinos	mills
bridge	橋
bridge	艦橋
bridge	大橋
bridge	橋梁
bridge	橋牌
ultra	超
encarcelado	囚禁
cohetes	火箭
cie	cie
cie	icd
haz	梁
haz	束
haz	光束
certificación	認證
emocional	情感
dialectos	方言
patrocinio	贊助
patrocinio	贊助
danubio	多瑙河
owen	owen
owen	歐文
positivos	積極
positivos	正面
positivos	陽性
restaurar	還原
restaurar	恢復
systems	系統
compresión	壓縮
sanidad	理智
sanidad	健康
vínculo	連結
vínculo	link
vínculo	保證金
vínculo	鍵
vínculo	債券
vínculo	龐德
stan	stan
enseña	教
vestigios	痕跡
espectador	觀眾
espectador	旁觀者
esther	esther
atractivos	吸引力
atractivos	景點
atractivos	吸引力
foster	foster
foster	寄養
bowl	碗
adriana	adriana
reto	挑戰
happy	開心
happy	快樂
happy	高興
happy	幸福
happy	happy
acento	口音
lazos	保證金
lazos	債券
instante	即時
instante	瞬間
warriors	勇士
ateneo	ateneo
subtropicales	亞熱帶
apropiado	適當
apropiado	適合
apropiado	合適
sensible	敏感
sensible	敏感性
sensible	敏感度
mason	梅森
mason	mason
sanción	罰
sanción	懲罰
sanción	處罰
sanción	刑罰
sanción	制裁
drive	開車
drive	駕駛
controles	支票
controles	控制
controles	管制
décima	第十
bucarest	布加勒斯特
tira	拉
tira	脫衣
tira	脫
tira	脫衣舞
tira	地帶
vladimir	vladimir
julian	julian
romanticismo	浪漫
grito	喊
grito	呼喊
grito	哭
grito	哭泣
grito	尖叫
joyas	珠寶
joyas	首飾
joyas	珠寶
joyas	首飾
joyas	珠寶
tortura	酷刑
preferencia	偏好
preferencia	喜好
plantarum	plantarum
stark	stark
need	需求
need	需要
raw	raw
raw	原始
raw	生
crema	奶油
crema	霜
comparado	比較
auxiliares	輔助
auxiliares	助理
debates	討論
debates	辯論
vende	賣
vende	出售
repercusión	撞擊
repercusión	影響力
repercusión	影響
repercusión	衝擊
koch	koch
granos	豆子
granos	豆類
granos	豆豆
granos	豆
granos	糧食
granos	穀物
granos	糧
granos	穀物
recuperado	檢索
polacos	極地
invención	發明
motivación	動機
motivación	動因
motivación	動力
músculos	肌肉
acumulación	累積
acumulación	積累
vector	載體
vector	向量
bajar	下載
bajar	更低
bajar	較低
bajar	低
posada	inn
posada	客棧
déficit	赤字
déficit	虧損
déficit	逆差
déficit	赤字
nube	雲
nube	雲端
recaudación	籌款
recaudación	募款
recaudación	募款
balneario	spa
balneario	溫泉
balneario	水療
pere	pere
continentes	大洲
continentes	大陸
subida	爬升
subida	爬
subida	升起
subida	上升
subida	崛起
nord	nord
horno	爐
horno	爐子
horno	火爐
horno	熔爐
horno	爐
horno	烤爐
horno	烤箱
chen	陳
rituales	儀式
trad	trad
shaw	邵
shaw	蕭
shaw	shaw
shaw	肖
arqueológica	考古
arqueológica	考古學
arqueológica	考古
pendientes	耳環
pendientes	山坡
pendientes	斜坡
curioso	好奇
curioso	搞笑
curioso	好笑
hallado	找到
hallado	發現
originarios	源於
surinam	蘇利南
sólidos	固體
sólidos	固態
sólidos	實心
sólidos	扎實
sólidos	堅固
sólidos	固體
zoológico	動物園
instalar	安裝
instalar	安裝
sucesivas	先後
garza	鷺
textil	紡織
textil	紡織品
textil	紡織業
textil	紡織
textil	紡織品
étnico	族裔
étnico	民族
étnico	種族
étnico	族裔
dedo	指頭
dedo	手指
diplomáticas	外交官
diplomáticas	外交
marcus	marcus
penas	懲罰
penas	處罰
penas	刑罰
louise	louise
revolution	革命
declive	拒絕
declive	減少
declive	下降
declive	衰落
descubrimientos	發現
descubrimientos	探索
afirmar	申明
afirmar	斷言
esenciales	必需品
artesanos	工匠
artesanos	工匠
rae	特區
rae	rae
sentidos	感官
rocío	露水
intercontinental	洲際
duke	公爵
fidelidad	忠心
fidelidad	忠誠
fidelidad	忠誠
fidelidad	忠實
coloniales	殖民
proporciones	比例
proporciones	比率
bass	低音
bass	bass
completas	完整
completas	完成
tracks	曲目
tracks	軌道
portador	無記名
asesinos	刺客
salvajes	狂野
salvajes	野
salvajes	野性
salvajes	野生
salvajes	野人
salvajes	野蠻
mayas	maya
ruth	ruth
ninja	忍者
acorde	和弦
acorde	弦
traducida	翻譯
regina	regina
next	下一步
verificar	驗證
ultramar	海外
ultramar	國外
adrian	adrian
genio	天才
genio	精靈
spears	長矛
spears	spears
galardón	授予
galardón	獎
villano	反派
manejar	處理
pasta	麵食
dispara	拍攝
dispara	拍
dispara	射
estrictamente	嚴格
azar	隨機
drake	drake
ejercicios	演習
ejercicios	操練
ejercicios	練習
ejercicios	演習
ejercicios	鍛鍊
despertar	覺醒
despertar	覺醒
gene	gene
gene	基因
cuadernos	筆記本
cuadernos	筆記簿
costeras	沿海
sodio	鈉
heaven	天國
heaven	天堂
retira	撤回
retira	收回
impreso	印刷
impreso	列印
morfología	形態
veteranos	老兵
veteranos	退伍軍人
veteranos	老兵
veteranos	退役軍人
sales	銷售
sales	銷售量
sales	銷售額
sales	鹽類
comprendido	理解
say	說
bailes	舞蹈
bailes	跳舞
bailes	舞
bailes	舞蹈
bailes	舞動
bailes	跳舞
bailes	舞
nativas	原生
académicas	學術
progresivamente	逐漸
jake	jake
stevens	stevens
julie	julie
classis	classis
rex	rex
oslo	奧斯陸
rápidos	激流
rápidos	急流
nocturna	夜行
parientes	親屬
parientes	親戚
llanuras	平原
fortificaciones	工事
librería	書店
librería	書店
meyer	meyer
directos	直接
tortuga	海龜
tortuga	烏龜
tortuga	龜
tortuga	烏龜
tortuga	龜
olor	氣味
olor	味道
olor	聞
evitando	避免
maratón	馬拉松
opositores	反對
opositores	反對派
opositores	反對黨
opositores	對手
glenn	glenn
amar	戀愛
amar	愛
amar	love
amar	愛情
amar	amar
cristales	水晶
cristales	晶體
barros	barros
envío	運費
envío	出貨
envío	航運
envío	貨運
envío	裝運
envío	托運
future	今後
future	將來
future	未來
deudas	債務
deudas	債務
camiones	貨車
camiones	卡車
camiones	卡車
eliminada	刪除
especificaciones	規格
especificaciones	規格
especificaciones	規格
ártico	北極
titulares	頭條
intentado	未遂
intentado	企圖
araña	蜘蛛
plantaciones	種植園
plantaciones	種植園
cascada	串聯
cascada	瀑布
cemento	具體
cemento	混凝土
cemento	水泥
cemento	水泥
jin	金
jin	晉
jin	仁
jin	jin
laurent	laurent
renombre	聲望
renombre	名譽
renombre	聲譽
renombre	名聲
renombre	信譽
renombre	聲望
incursiones	架次
incursiones	突襲
incursiones	入侵
incursiones	侵入
chi	志
tropa	部隊
ngc	ngc
contador	會計
contador	會計師
contador	櫃台
portaaviones	航空母艦
portaaviones	載體
concursantes	參賽者
sublevación	起義
escalada	登山
escalada	爬升
escalada	爬
points	點數
points	積分
betty	betty
mágica	魔神
mágica	魔法
mágica	魔術
mágica	神奇
mágica	魔力
mágica	神奇
experimentado	老練
arbusto	布希
arbusto	灌木
estatutos	章程
estatutos	法規
estatutos	規約
jurista	律師
lenta	緩慢
lenta	慢
disminuir	減少
disminuir	減
disminuir	降低
japonesas	日本人
japonesas	日文
procesador	處理器
edge	邊緣
zorro	浪子
zorro	狐
zorro	狐狸
zorro	fox
dieciocho	十八
grano	糧食
grano	穀物
grano	糧
pont	蓬
geología	地質
geología	地質學
enseñar	教書
enseñar	教學
enseñar	教
enseñar	教
complemento	補充
complemento	輔助
complemento	補充
complemento	補
diésel	柴油
discursos	論述
indicadores	指標
indicadores	指標
desnudo	裸
desnudo	赤裸
desnudo	裸體
desnudo	裸
desnudo	裸體
desastres	災害
desastres	災難
desastres	災害
desastres	災難
calcular	計算
calcular	計算
cuna	搖籃
cuna	cot
mans	芒
yale	耶魯
berna	伯爾尼
curvas	曲線
guiones	文稿
dominicano	多明尼加
interesados	興趣
interesados	感興趣
minero	採礦業
minero	礦業
minero	採礦
minero	礦工
emociones	情感
emociones	感情
emociones	情緒
telefonía	電話
divorcio	離婚
firmas	簽名
firmas	簽字
firmas	簽署
main	主要
honorarios	名譽
honorarios	費用
honorarios	收費
honorarios	費
honorarios	手續費
honorarios	費用
honorarios	收費
honorarios	手續費
moro	荒原
valoración	估價
valoración	評估
mirador	涼亭
opus	opus
lírica	歌詞
lírica	抒情
controla	控制
controla	管制
auténtico	正宗
locos	瘋狂
locos	瘋狂
locos	瘋
locos	瘋了
diálogos	對話
diálogos	對話
concursante	參賽者
informaciones	資訊
sospecha	嫌犯
sospecha	嫌疑犯
sospecha	疑犯
sospecha	懷疑
sospecha	嫌犯
sospecha	嫌疑犯
sospecha	疑犯
espíritus	魂靈
musulmán	穆斯林
musulmán	穆斯林
liberty	自由
severo	嚴重
severo	重度
severo	船尾
severo	stern
price	價
price	price
price	價錢
price	價格
absorción	吸收
absorción	接管
absorción	收購
repite	重復
algas	海藻
algas	藻類
algas	海帶
algas	海藻
colocación	安置
disponer	處置
telescopio	望遠鏡
normativa	條例
normativa	規範
varón	男性
varón	男
ancianos	老年人
ancianos	長者
ancianos	長輩
ancianos	長老
ancianos	長者
ancianos	老人
ancianos	老年人
amplias	寬敞
amplias	廣義
amplias	廣
amplias	寬
moisés	摩西
cristian	基督教
cristian	基督徒
lenin	列寧
crecen	成長
crecen	生長
zhang	張
candidata	候選人
candidata	候選
protagonizado	主演
alexis	alexis
locura	瘋狂
locura	瘋
locura	瘋了
locura	瘋狂
edwin	edwin
fame	名望
fame	名氣
mensual	月刊
mensual	每月
primarios	初級
raquel	rachel
tambor	鼓
despacho	辦公
despacho	辦公室
despacho	辦事處
despacho	派遣
gráficas	圖形
gráficas	圖表
gráficas	圖表
gráficas	圖形
gráficas	繪圖
rich	富人
rich	富
rich	豐富
rich	富有
rpm	rpm
rpm	轉速
johns	johns
fichas	瓷磚
fichas	薯條
fichas	籌碼
húngara	匈牙利
húngara	匈牙利語
intervenir	干預
intervenir	干涉
intervenir	介入
stop	停止
reforzar	加強
actas	紀錄
actas	記錄
actas	分鐘
yuri	yuri
despedida	離別
despedida	告別
writer	作家
writer	作者
writer	編劇
raras	稀有
raras	難得
raras	罕見
precedentes	先例
precedentes	先例
precedentes	判例
oscuros	黑
oscuros	暗
oscuros	黑暗
apartamento	公寓
money	金錢
money	錢
negativos	負面
negativos	負
negativos	否定
negativos	陰性
negativos	消極
negativos	底片
tower	tower
tower	塔
tower	塔台
completado	完整
completado	完成
acusación	公訴
acusación	起訴
acusación	控告
cayendo	墜落
funk	funk
springs	彈簧
autos	車
autos	汽車
mvp	mvp
april	四月
april	四月份
fiscales	檢察官
early	提早
early	及早
early	早期
early	提前
five	五
five	五個
living	生活
herederos	繼承人
amores	戀愛
amores	愛
amores	love
amores	愛情
consumidores	消費者
consumidores	消費者
aclarar	澄清
guerrilla	游擊
guerrilla	游擊隊
adhesión	入世
adhesión	加入
sabana	草原
politécnica	理工學院
politécnica	理工
elisa	elisa
cole	cole
cole	科爾
pecado	罪孽
pecado	罪過
pecado	罪
pecado	辛
pecado	罪惡
monjas	尼姑
magos	魔術師
magos	巫師
magos	奇才
magos	magi
abastecimiento	供應
abastecimiento	供給
abastecimiento	貨源
abastecimiento	供應
abastecimiento	用品
condenados	判刑
condenados	定罪
condenados	注定
amistosos	友軍
amistosos	友好
amistosos	友善
cartucho	墨盒
espectacular	壯觀
paréntesis	括號
paréntesis	括號
aportaciones	捐款
aportaciones	繳款
valiente	無所畏懼
valiente	無畏
valiente	勇者
valiente	勇敢
agradable	很好
agradable	尼斯
recreación	娛樂
recreación	休閒
mariposa	蝴蝶
nervio	神經
hornos	烤箱
hornos	窯
hornos	爐
hornos	熔爐
encontrada	找到
encontrada	發現
campanas	風鈴
campanas	鐘聲
lejano	遠
lejano	遙遠
lejano	遠方
lejano	遙遠
lejano	遠方
hábito	習慣
rgb	rgb
arn	rna
esplendor	風采
protegidos	保護
cañas	蘆葦
pierden	輸
explorar	探索
explorar	瀏覽
explorar	探索
anónima	匿名
anónima	無名氏
randy	randy
agricultores	農民
agricultores	農夫
agricultores	農民
agricultores	農夫
disputas	爭端
disputas	糾紛
disputas	爭議
marxista	馬克思主義
jam	果醬
tripulantes	船員
germain	germain
águilas	老鷹
águilas	鷹
nitrógeno	氮
cohen	cohen
sábados	星期六
sábados	週六
jinetes	騎手
jinetes	騎手
magnético	磁
magnético	磁力
magnético	磁性
faltas	斷層
faltas	輕罪
mrs	太太
suministros	供應
suministros	用品
convencido	深信
powell	鮑威爾
adiós	拜拜
adiós	拜
adiós	告別
hunt	獵
hunt	hunt
hunt	狩獵
angela	angela
late	節拍
híbrido	混血兒
híbrido	雜交
híbrido	混血兒
híbrido	混合
dramáticas	戲劇性
lecturas	閱讀
lecturas	讀書
lecturas	讀取
lecturas	讀
lecturas	讀數
bandos	營地
werner	werner
reactor	核反應堆
reactor	反應堆
rom	rom
repetir	重復
característicos	特性
característicos	特點
característicos	特徵
confundir	混淆
emigración	移民
emigración	移徙
emigración	移民
emigración	遷徙
dependientes	依賴
curiosidad	好奇
curiosidad	好奇心
curiosidad	好奇
duros	難
duros	硬
duros	辛苦
duros	艱難
duros	強硬
hígado	肝臟
hígado	肝
beethoven	貝多芬
recolección	收集
recolección	聚集
recolección	聚會
recolección	收割
recolección	收穫
patrulla	巡邏隊
patrulla	巡邏
vampiros	吸血鬼
traduce	翻譯
pittsburgh	匹茲堡
discípulos	門徒
discípulos	門徒
discípulos	徒弟
discípulos	弟子
adaptada	改編
mafia	暴徒
mafia	暴民
mafia	黑手黨
vacante	出缺
vacante	空缺
vacante	出缺
vacante	空缺
marines	陸戰隊
marines	海軍陸戰隊
múltiple	多重
múltiple	多種
múltiple	多個
berry	漿果
berry	berry
sucesivos	先後
mortales	致命
mortales	凡人
mortales	凡人
cápsula	膠囊
cápsula	囊
comunismo	共產黨
comunismo	共產主義
inusual	異常
inusual	不尋常
espiral	螺旋
cosecha	復古
cosecha	古董
cosecha	莊稼
cosecha	農作物
cosecha	作物
cosecha	收成
cosecha	收割
cosecha	收穫
cosecha	豐收
cosecha	收割
cosecha	收穫
afuera	外部
afuera	室外
afuera	外面
afuera	外
afuera	出局
francesc	francesc
caroline	caroline
vasos	杯子
vasos	船隻
vasos	眼鏡
complicaciones	併發症
ápice	頂點
rivero	rivero
mind	頭腦
mind	心靈
cereales	糧食
cereales	穀物
cereales	糧
cereales	穀物
cereales	穀類
cereales	穀物
cereales	麥片
cereales	穀物
cereales	穀類
minor	未成年
bit	bit
bolas	丸子
pasados	過往
pasados	過去
desaparecida	缺少
desaparecida	失蹤
desaparecida	遺失
discovery	發現
discovery	探索
violenta	暴力
sugerido	推薦
afirmando	申明
antártica	南極洲
antártica	南極
antártica	南極洲
antártica	南極
propulsión	推進
alegando	聲稱
alain	alain
adentro	內在
adentro	裡面
adentro	內心
adentro	內部
invasiones	入侵
invasiones	侵略
perspectivas	前景
perspectivas	展望
perspectivas	視角
perspectivas	觀點
demandas	要求
demandas	訴訟
anciano	前輩
anciano	長輩
anciano	長老
anciano	長者
anciano	老人
anciano	老年人
ganancias	增益
ganancias	盈利
ganancias	利潤
ganancias	營利
ganancias	獲利
ganancias	收益
ganancias	收入
ganancias	利潤
vizconde	子爵
vizconde	子爵
domicilio	戶籍
domicilio	住所
domicilio	地址
domicilio	住址
collar	項鏈
collar	項鍊
collar	領
collar	項圈
airways	呼吸道
dividir	分裂
dividir	分水嶺
dividir	鴻溝
dividir	分化
dividir	分裂
dividir	分割
setiembre	九月份
setiembre	九月
matrimonios	結婚
matrimonios	婚姻
matrimonios	婚姻
robar	rob
robar	偷
robar	偷竊
robar	偷
aguda	急性
aguda	尖銳
olvido	忘記
olvido	遺忘
olvido	遺忘
virgin	處女
asi	asi
debilidad	弱
debilidad	缺點
debilidad	薄弱
debilidad	軟弱
debilidad	弱點
rancho	牧場
arcilla	黏土
arcilla	泥
arcilla	粘土
quitar	刪除
quitar	移除
ordenadores	電子計算機
ordenadores	計算機
ordenadores	電腦
ordenadores	計算機
ordenadores	電腦
bienvenida	歡迎
boom	繁榮
storm	暴風
storm	風暴
storm	暴風雨
aprecia	欣賞
underground	地下
underground	地底
agudo	急性
agudo	尖銳
agudo	尖銳
agudo	鋒利
agudo	銳利
conejo	兔子
conejo	野兔
conejo	兔
conejo	兔子
mont	蒙特
mont	蒙
pinos	松樹
pinos	松
finalizado	完成
revés	挫折
revés	反手
revés	逆
revés	反轉
revés	扭轉
revés	反向
revés	倒轉
senegal	塞內加爾
terr	terr
vano	虛榮
inventario	存貨
inventario	庫存
accesos	存取
carril	lane
carril	巷
carril	車道
carril	鐵路
segundas	第二
segundas	秒
namibia	納米比亞
guyana	蓋亞那
precursor	前身
juicios	審判
juicios	訴訟
fusiles	步槍
fusiles	槍支
fusiles	槍械
diga	說
bin	bin
bin	斌
bin	彬
tocado	觸及
tocado	感動
artefactos	工藝品
artefactos	文物
artefactos	手工藝品
reflejo	反射
reflejo	反射
reflejo	反省
reflejo	思考
erosión	侵蝕
fotógrafos	攝影師
extender	延伸
extender	延伸
extender	擴展
extender	延長
osaka	大阪
fraude	舞弊
fraude	詐騙
fraude	欺詐
fraude	欺詐
ayudado	協助
eyes	眼神
eyes	雙眼
eyes	眼睛
eyes	眼
jura	jura
mandos	命令
mandos	控制
mandos	管制
complejas	複雜
paro	失業
paro	失業率
apostólico	使徒
rapidez	快速
rapidez	速度
rapidez	速
rapidez	快速
calcula	計算
granito	花崗岩
kazajistán	哈薩克
pronunciación	讀音
pronunciación	發音
patriotas	愛國者
patriotas	愛國者
bodas	婚禮
bodas	婚禮
convirtiendo	轉換
cotidiana	天天
cotidiana	每日
cotidiana	日常
cotidiana	每天
intel	英特爾
intel	情報
intel	intel
noel	noel
nieta	孫女
nieta	外孫女
colapso	折疊
colapso	崩潰
colapso	倒塌
kenneth	kenneth
lakers	湖人
humilde	謙卑
humilde	謙虛
humilde	謙遜
humilde	卑微
integridad	完整性
integridad	誠信
integridad	完整性
integridad	正直
deber	職責
saudita	沙特
heidelberg	海德堡
botella	瓶子
botella	瓶
saltos	蹦跳
saltos	跳躍
rosales	rosales
concordia	協和
julieta	juliette
julieta	朱麗葉
negociación	談判
negociación	討價還價
negociación	議價
negociación	談判
sólida	固體
sólida	固態
sólida	實心
sólida	扎實
sólida	堅固
farc	farc
ausente	缺席
ausente	缺席
ausente	缺少
ausente	失蹤
ausente	遺失
