azovo	azov
dominavimo	dominantie
dominavimo	overheersing
dominavimo	dominantie
dominavimo	machtspositie
kaiser	kaiser
subprefektūra	subprefectuur
paskirstymas	toewijzing
paskirstymas	allocatie
paskirstymas	indeling
paskirstymas	verdeling
paskirstymas	uitsplitsing
paskirstymas	distributie
paskirstymas	verdeling
tiriami	getest
tiriami	beproefd
tiriami	geteste
moses	moses
moses	mozes
eritrėja	eritrea
meteoritas	meteoriet
ruiz	ruiz
derėtis	onderhandelen
niufaundlando	newfoundland
maserati	maserati
ogc	ogc
rainbow	regenboog
rainbow	rainbow
kontracepcijos	anticonceptie
bangor	bangor
persekiojami	vervolgd
persekiojami	vervolgde
leto	leto
beata	beata
plikas	kaal
plikas	kale
laikrodžiai	klokken
laikrodžiai	horloges
krosnis	oven
krosnis	oven
malcolm	malcolm
bmg	bmg
wordpress	wordpress
burchard	burchard
laidumas	geleidbaarheid
butanas	butaan
wow	wauw
wow	wow
wow	amai
logiškai	logisch
logiškai	logischerwijs
diktatūra	dictatuur
renato	renato
dancigo	danzig
owen	owen
direktoriai	regisseurs
direktoriai	directeurs
direktoriai	bewindvoerders
direktoriai	directeuren
karcinoma	carcinoom
apyrankės	armbanden
lynn	lynn
soros	gierst
seminaras	werkplaats
seminaras	workshop
seminaras	seminarie
seminaras	seminar
čerčilis	churchill
draugės	vrienden
draugės	friends
aortos	aorta
legionas	legioen
kerštas	wraak
kerštas	wraak
tibetas	tibetaanse
tibetas	tibet
žiemgala	semgallen
miao	miao
kalvis	smid
kambodža	cambodja
romero	romero
stadio	stadio
tokelau	tokelau
konstantos	constanten
raiteliai	rijders
raiteliai	renners
raiteliai	ruiters
buitinių	huishouding
buitinių	huishoudelijke
buitinių	huishouden
buitinių	huishoudelijk
buitinių	gemeentelijk
buitinių	gemeentelijke
skylė	hole
skylė	gat
skylė	kuil
trajektorija	traject
simboliškai	symbolisch
kardą	degen
kardą	zwaard
warcraft	warcraft
guido	guido
viskonsino	wisconsin
rimta	ernstig
rimta	ernstige
rimta	serieuze
rimta	serieus
miko	miko
socializmas	socialisme
stabilus	stabiel
stabilus	stabiele
knutas	knoet
nevis	nevis
pjemonto	piemonte
pjemonto	piëmont
mesopotamija	mesopotamië
gandras	ooievaar
netikras	nep
netikras	fake
sapiens	sapiens
grenlandija	groenland
skaičiavimus	berekeningen
teo	theo
kor	kor
rodezijos	rhodesië
kaldera	caldera
kiūšiū	kyushu
gijos	discussies
gijos	draden
len	len
coloma	coloma
grafinė	grafisch
eduard	eduard
goda	goda
tres	tres
varškės	huisje
varškės	wrongel
norintiems	wensen
norintiems	wens
piper	piper
epa	epo
epa	epa
nerimą	alarmerend
nerimą	zorgwekkend
asunsjonas	asuncion
griežtą	streng
griežtą	rigoureus
griežtą	rigoureuze
rogučių	sledge
rogučių	slede
rogučių	slee
skersinis	dwars
skersinis	transversale
skatinimas	bevordering
skatinimas	promoten
skatinimas	promotie
gangsteris	gangster
hnk	hnk
astrachanės	astrachan
sankryža	rotonde
jutos	utah
mayer	mayer
atkrintamųjų	playoff
baigtos	voltooid
baigtos	voltooide
baigtos	afgerond
baigtos	ingevuld
reguliuojamas	instelbare
reguliuojamas	verstelbare
reguliuojamas	verstelbaar
sunitų	soennitische
aronas	aaron
aronas	aäron
antigva	antigua
įkelti	herladen
cfc	cfc
cfc	cfk
cfc	cfk
geografiniai	geografisch
seda	seda
išdavimo	afgifte
išdavimo	uitgifte
paša	pasja
eksperimentus	experimenten
eksperimentus	proefnemingen
eksperimentus	proeven
pasėlių	oogst
pasėlių	gewas
technikai	technici
sofi	sofi
prieštaravimų	bezwaren
prieštaravimų	bezwaar
sekretoriatas	secretariaat
sekretoriatas	secretariat
pašalinamas	excretie
pašalinamas	uitscheiding
dir	dir
dumblas	slib
saba	saba
kaupimo	delen
slepia	verbergt
slepia	huiden
linijinis	lineaire
linijinis	lineair
stogų	dakbedekking
žvejys	vissers
žvejys	visser
juostele	streep
niger	niger
omega	omega
genomo	genoom
jet	jet
pjovimo	knippen
pjovimo	snijden
atlyginimas	salaris
atlyginimas	lonen
atlyginimas	salarissen
atlyginimas	vergoeding
atlyginimas	bezoldiging
atlyginimas	beloning
soma	soma
angų	openingen
sutrikimą	verwardheid
sutrikimą	verwarring
patarimų	adviezen
patarimų	advies
brangus	lieve
brangus	dear
brangus	liefste
raudų	jammeren
būgnas	drum
būgnas	trom
būgnas	trommel
morena	morena
puškinas	pushkin
skyrybos	scheiding
skyrybos	echtscheiding
skyrybos	scheiden
nuovargis	moeheid
nuovargis	vermoeidheid
borgo	borgo
ofc	ofc
bethoveno	beethoven
genas	gene
genas	gen
vaikšto	wandelen
vaikšto	lopen
vaikšto	lopend
vaikšto	wandelingen
vaikšto	loopt
jachtos	jachten
šeimose	inkomend
šeimose	inkomende
vittorio	vittorio
gipso	gips
gipso	gips
cenzūra	censuur
ogovės	ogooué
urdu	urdu
kroft	croft
šengeno	schengen
mega	mega
vožtuvų	ventiel
vožtuvų	klep
vožtuvų	hartklep
vožtuvų	afsluiter
diplomatinis	diplomatiek
diplomatinis	diplomatieke
lira	lire
durst	durst
palladio	palladio
minios	menigte
taros	tarra
pelėnas	vole
aik	aik
gru	gro
guma	gom
guma	kauwgum
guma	kauwgom
guma	gum
skydliaukės	schildklier
valė	wallis
bevardis	naamloos
manas	manen
švenčia	viert
katy	katy
junano	yunnan
tamsa	duisternis
tamsa	duister
taičio	tahiti
hani	hani
vargas	vargas
plėšikai	rovers
plėšikai	overvallers
plėšikai	dieven
toma	toma
pilsudskis	piłsudski
apolonija	apollonia
martínez	martínez
chloridas	chloride
išlaikymo	behoud
pažintis	verbinden
parodija	parodie
android	android
android	androïde
puošnioji	harlekijn
virvės	touw
virvės	touwen
virvės	koorden
virvės	koorden
virvės	touw
dsc	dsc
gleivių	slijm
šamanizmas	sjamanisme
lynai	touwen
lynai	koorden
bauskės	bauska
sil	sil
camila	camila
matricos	matrix
septintoji	zevende
septintoji	seventh
trąšos	meststoffen
trąšos	meststof
trąšos	mest
trąšos	kunstmest
trąšos	kunstmest
trąšos	meststoffen
trąšos	kunstmest
trąšos	meststoffen
trąšos	kunstmest
trąšos	meststof
trąšos	meststoffen
patikimumas	geloofwaardigheid
skaičiavimai	berekeningen
valdytojų	presidenten
valdytojų	gouverneurs
mangrovių	mangrove
pagalbininkas	hulpje
pagalbininkas	helper
milošas	milos
vhs	vhs
graf	graf
barzda	baard
priesagos	achtervoegsels
stabdžių	remmen
stabdžių	rem
hahn	hahn
specializuota	gespecialiseerd
blanco	blanco
vielos	draad
franciskas	francisco
hinduizmas	hindoeïsme
atsakymai	beantwoorden
atsakymai	antwoord
atsakymai	antwoorden
atsakymai	antwoorden
atsakymai	antwoorden
dviratininkų	fietsers
panaikinimas	intrekking
panaikinimas	annulering
dumblo	slib
muitinė	douane
pranašumas	voordeel
geffen	geffen
drake	drake
libertas	libertas
giulio	giulio
geleris	geller
vizualiai	visueel
fussball	fussball
druskingumas	zoutgehalte
mėsinga	vlezige
sugriuvo	ingestort
kubica	kubica
mielės	gist
mielės	norman
mielės	gist
salotos	sla
salotos	salades
salotos	salade
fašistų	fascist
fašistų	fascistische
fašistų	fascisten
formatavimo	opmaak
formatavimo	formatteren
fanai	fans
fanai	ventilatoren
palmė	jumeirah
svyravimai	fluctuaties
svyravimai	schommelingen
sgd	cng
šiongnu	xiongnu
dovanos	zegeningen
dovanos	zegen
pipirų	paprika
pipirų	peper
cementas	cement
epic	epische
epic	epic
epic	episch
prekė	handelswaar
prekė	grondstof
taro	taro
andris	andris
svarstyklės	gewichten
svarstyklės	gewicht
kreiseris	kruiser
kreiseris	cruiser
zimbru	zimbru
nepatenkintas	ontevreden
kirgizija	kirgizië
gėlų	gaelic
reitingus	cijfers
reitingus	rangen
hughes	hughes
kiurasao	curaçao
kiurasao	curacao
įsigijimo	aankoop
įsigijimo	acquisitie
įsigijimo	verwerving
įsigijimo	overname
įsigijimo	aanwinst
bartolomeo	bartolomeo
sietlo	seattle
thomson	jansen
thomson	janssen
thomson	thomson
sutrumpintas	verkort
sutrumpintas	ingekort
rūkyti	rookte
rūkyti	gerookte
rūkyti	gerookt
palankus	kinder
palankus	aardiger
palankus	vriendelijker
publika	doelgroepen
pasakotojas	verteller
atidėtas	uitgestelde
atidėtas	uitgesteld
atidėtas	uitgesteld
aitvaras	vlieger
jautri	gevoelig
jautri	gevoelige
res	res
bas	bas
feyenoord	feyenoord
pareigūnams	ambtenaren
pareigūnams	functionarissen
kepenys	lever
aronianas	aronian
magnum	magnum
iškaltas	gebeeldhouwd
kaltę	schuldgevoel
kaltę	schuldgevoelens
kaltę	schuld
zil	zil
atsparumą	tegenstand
atsparumą	weerstand
atsparumą	resistentie
atsparumą	verzet
atsparumą	veerkracht
patarė	adviseerde
patarė	geadviseerd
patogus	comfortabel
patogus	comfortabele
karla	karla
riaušės	oproer
riaušės	rellen
dažniausi	populaire
dažniausi	populair
stan	stan
svajonė	droom
svajonė	dromen
svajonė	dream
toros	toros
karjerai	carrière
karjerai	carrières
karjerai	loopbaan
minkštimas	vruchtvlees
minkštimas	pulp
lipai	tandvlees
teršalų	verontreinigende
emigracija	emigratie
lėtinis	chronisch
kaltinimų	beschuldigingen
bespalvis	kleurloze
bespalvis	kleurloos
maestro	maestro
eden	eden
aiškinimo	interpretatie
aiškinimo	uitlegging
aiškinimo	vertolking
galapagų	galapagos
dub	dub
mišiniai	mengsels
pašalinimas	opnames
vaškas	was
vaškas	wax
kaiserslautern	kaiserslautern
arp	arp
halina	halina
laidai	kabels
laidai	bedrading
aba	aba
užsiėmimai	sessies
užsiėmimai	zittingen
komplektas	setje
komplektas	kit
išmintis	wijsheid
nuotėkio	lek
nuotėkio	lekken
nuotėkio	lekken
nuotėkio	lekkage
migruoti	migreren
nascar	nascar
dniepropetrovsko	dnjepropetrovsk
ultra	ultra
alkaloidų	alkaloïden
siuzana	susan
krc	krc
ost	ost
amstrad	amstrad
bambuko	bamboe
nereikalingas	withers
nereikalingas	verwelken
medėja	medea
goa	goa
apribojimus	restricties
apribojimus	beperkingen
luhansko	loehansk
miami	miami
vištos	kippen
vištos	kip
vištos	kippen
žmoniją	menselijkheid
žmoniją	mensheid
pasiūlymai	biedingen
pasiūlymai	voorstellen
pasiūlymai	offertes
pasiūlymai	tenders
gabonas	gabon
liejimo	gieten
liejimo	casting
bobo	bobo
kenos	qina
bilietai	tickets
bilietai	kaartjes
rijeka	rijeka
adm	adm
darfūro	darfur
įrengimas	installatie
įrengimas	inbouw
eukaliptų	eucalyptus
apsikeitimo	swaps
pažįstamas	vertrouwd
pažįstamas	bekend
lps	vrijhandelsovereenkomst
melas	lie
melas	liegen
melas	lieg
melas	leugen
troleibusai	trolleybussen
greiti	snel
greiti	vasten
greiti	snelle
greiti	fast
jens	jens
platinimas	distributie
platinimas	verdeling
streikas	strike
streikas	staking
zinaida	zinaida
yehuda	yehuda
neoficiali	onofficiële
neoficiali	officieus
neoficiali	onofficieel
neoficiali	officieuze
aria	aria
krakmolas	zetmeel
krakmolas	zetmeel
salonas	showroom
kravitz	kravitz
dinas	dinas
kanye	kanye
lan	lan
lan	ian
moskvič	moskvitsj
bristolio	bristol
flores	flores
grafinis	grafisch
grafinis	grafische
prašau	alstublieft
prašau	aub
prašau	alsjeblieft
panašumo	gelijkenis
impulsų	pulsen
impulsų	peulvruchten
babilonas	babylon
atsiųsti	download
atsiųsti	downloaden
jautienos	rundvlees
korėjiečiai	koreanen
bronšteinas	bronstein
įtvirtinimas	verankering
įtvirtinimas	verankeren
benzino	benzine
pėdsakus	aanwijzingen
dvikova	duel
smuklė	taverne
smuklė	herberg
vaistininkas	apotheker
garantijų	garantie
garantijų	garantie
garantijų	garanties
garantijų	waarborgen
durklas	dolk
timothy	timothy
giant	giant
giant	reus
giant	reuze
fontana	fontana
wembley	wembley
romų	roma
leidimus	vergunningen
rao	rao
aloe	aloë
kiaušinis	eitje
kiaušinis	eieren
kiaušinis	ei
koši	cauchy
blauzdos	dijbeen
blauzdos	dijen
blauzdos	dij
nojus	noach
nojus	noah
karma	karma
tinamas	tinamoe
furjė	fourier
aso	aso
instrumentinis	instrumentale
ficus	ficus
aura	aura
įsipareigoja	pleegt
dieter	dieter
mango	mango
tolerancijos	verdraagzaamheid
tolerancijos	tolerantie
kopros	kopra
cm³	cm³
veidai	wade
veidai	gezichten
žūklės	vangen
stovyklavietė	camping
žiurkių	ratten
wang	wang
moralė	moreel
moralė	moraal
placebo	placebo
pacientas	geduldig
pacientas	patiënt
pacientas	patient
kepti	gefrituurd
kepti	gebakken
kepti	gefrituurde
zamoiskis	zamoyski
šilingas	shilling
lancia	lancia
linkolnas	lincoln
ūdros	otters
hun	hun
grzegorz	grzegorz
normanai	norman
mana	mana
akimirkos	moments
akimirkos	momenten
akimirkos	ogenblikken
linkin	linkin
ilgumos	lengtegraad
dario	dario
intertoto	intertoto
kartagina	carthago
išdėstymo	indeling
išdėstymo	opmaak
išdėstymo	layout
ashley	ashley
nigeris	niger
negalia	handicaps
negalia	invaliditeit
negalia	handicap
negalia	handicaps
negalia	arbeidsongeschiktheid
vasalai	vazallen
meditacija	mediteren
meditacija	meditatie
tan	tan
tan	kleurtje
unicef	unicef
auditorija	doelgroepen
klientai	klanten
klientai	afnemers
naujovės	innovaties
naujovės	vernieuwingen
naujovės	nieuwigheden
naujovės	innovaties
naujovės	innovatie
naujovės	vernieuwing
išmatuotas	gemeten
išmatuotas	afgemeten
jensen	jensen
skersinės	dwars
skersinės	transversale
simbolinę	symbolische
simbolinę	symbolisch
arkų	bogen
ave	ave
mariano	mariano
primatas	primaat
primatas	primaten
liberalizmo	liberalisme
garra	garra
lydeka	pike
salvatore	salvatore
oyama	oyama
priemiesčių	suburban
akimirką	moment
akimirką	ogenblik
papuošti	gedecoreerd
papuošti	ingericht
papuošti	versierd
transplantacijos	transplantatie
suprojektuoti	ontworpen
ling	ling
ling	leng
agata	agatha
maribor	maribor
filippo	filippo
jodo	jodium
plėšikas	overvaller
elamitų	elamitisch
margo	margo
senatoriai	senatoren
torre	torre
leideno	leiden
rodrigo	rodrigo
dialogas	dialoog
dialogas	dialoog
karosai	brasem
burnley	burnley
franklinas	franklin
ūminis	acuut
riešo	twist
maršrutą	routing
uoga	bes
uoga	berry
uoga	bessen
drupal	drupal
ajutajos	ayutthaya
plunksna	veren
plunksna	veertje
plunksna	veer
myliu	love
myliu	liefs
myliu	liefde
gfdl	gfdl
marcelo	marcelo
vale	vale
mic	mic
mic	microfoon
kepimo	bakken
wrexham	wrexham
korpusai	rompen
apeiti	ontdoken
apeiti	ontweken
apeiti	omzeild
apeiti	rondweg
apeiti	omzeilen
apeiti	bypass
apeiti	omleiding
padangas	banden
padėjėjai	assistenten
švente	huldiging
švente	viering
investuotojas	belegger
investuotojas	investeerder
eile	laan
eile	lane
zeitung	zeitung
epitelis	epitheel
puna	puna
huritų	hurritische
karikatūristas	striptekenaar
bulių	stieren
bulių	bulls
herodotas	herodotus
naminė	tawny
žandarai	gendarmes
reda	reda
ego	ego
krūtų	borst
krūtų	borsten
krūtų	borsten
niutonas	newton
bebrai	bevers
minaretas	minaret
biotechnologijos	biotechnologie
gražios	heerlijk
diplomatija	diplomatiek
diplomatija	diplomatie
draugiškas	vriendschappelijk
draugiškas	vriendelijke
draugiškas	vriendelijk
draugiškas	vriendschappelijk
draugiškas	minnelijke
fin	vin
fin	fin
indukcijos	inductie
agentūrų	gewrichten
agentūrų	joints
sima	sima
rūsiuose	kelders
gulbė	swan
gulbė	zwaan
opolės	opole
antverpene	antwerpen
eksportuoti	exporteren
eksportuoti	uitvoer
eksportuoti	export
mėgstamiausia	favoriet
mėgstamiausia	favoriete
gks	gks
misūrio	missouri
kane	kane
adeno	aden
farm	kwekerij
farm	boerderij
farm	boerderijen
išpirkti	inwisselen
išpirkti	verlossen
išpirkti	verzilveren
socialistai	socialisten
sutikimas	toestemming
sutikimas	instemming
naujagimių	pasgeborene
naujagimių	pasgeboren
naujagimių	neonatale
francesca	francesca
tigrai	tigers
tigrai	tijgers
išskirtinės	uitzonderlijke
išskirtinės	buitengewoon
išskirtinės	uitzonderlijk
pensininkas	gepensioneerde
pensininkas	pensioengerechtigde
burtininkas	tovenaar
burtininkas	wizard
vampyrai	vampieren
vampyrai	vampiers
albino	albino
demokratinis	democratische
demokratinis	democratisch
ochotsko	ochotsk
paneigti	negro
paneigti	neger
ovalios	oval
ovalios	ovaal
ovalios	ovale
bakterijas	bacterie
bakterijas	bacteriën
kriketo	cricket
kriketo	krekel
javascript	javascript
raibuolė	paphiopedilum
nepakankamumas	falen
nepakankamumas	mislukkingen
nepakankamumas	mislukking
nepakankamumas	mislukken
nepakankamumas	mislukkeling
sabina	sabina
tiger	tijger
nea	nope
iskcon	iskcon
verneris	werner
vestminsterio	westminster
telugų	telugu
räikkönen	räikkönen
gimines	verwanten
gimines	familieleden
maldonado	maldonado
džimas	jim
investavo	geïnvesteerd
investavo	geïnvesteerde
investavo	investeerde
investavo	belegd
dialogo	dialoog
sunkvežimiai	vrachtwagens
sunkvežimiai	vrachtwagens
sunkvežimiai	trucks
ropliai	reptielen
iššūkis	uitdagen
iššūkis	challenge
iššūkis	uitdaging
fidžis	fiji
timoras	timor
timoras	timorese
samara	samara
deimantas	diamond
deimantas	diamant
bahija	bahía
braga	braga
pasaulėžiūros	wereldbeeld
giancarlo	giancarlo
barenco	barentszzee
jamato	yamato
lambert	lambert
išpuolių	aanslagen
išpuolių	aanvallen
konfederatų	confederale
transliavimo	uitzending
transliavimo	omroep
transliavimo	uitzenden
trumpalaikis	kort
trumpalaikis	beknopt
trumpalaikis	korte
midi	midi
claudia	claudia
ankašo	ancash
jakubas	yakub
investuotojai	belegger
investuotojai	investeerder
investuotojai	beleggers
investuotojai	investeerders
investuotojai	belegger
indėlių	storten
indėlių	deposito
indėlių	storting
blokai	blokken
lil	lil
tapatybė	identiteit
surinamas	surinaamse
surinamas	suriname
gogo	gogh
kolibris	kolibrie
welt	welt
choreografija	choreografie
ritės	spoelen
genetinis	genetische
genetinis	genetisch
lst	lst
omanas	oman
garavimo	verdamping
puatjė	poitiers
parc	parc
sugebėjimą	opzettelijk
sugebėjimą	opzettelijke
aušinimo	koelmiddel
aušinimo	koeling
aušinimo	afkoeling
aušinimo	koelen
susirinkimai	meetings
susirinkimai	ontmoetingen
susirinkimai	vergaderingen
susirinkimai	bijeenkomsten
kichotas	quichot
diskriminacija	discriminatie
tikslumo	nauwkeurigheid
tikslumo	juistheid
fiorentino	fiorentino
neutralus	neutrale
neutralus	neutraal
balai	scoort
balai	scores
įmontuotas	ingebed
įmontuotas	ingesloten
konkurentai	concurrenten
konkurentai	concurrent
excelsior	excelsior
sanskritas	sanskriet
dai	dai
socializacijos	socialisatie
