med	med
titel	titul
titel	název
flygplats	letištní
flygplats	letiště
makedonska	makedonské
krig	válka
krig	války
krig	válce
krig	válku
krig	války
krig	válek
skog	lese
skog	lesy
skog	lesní
skog	les
skog	lesy
skog	lesa
skog	lesy
beroende	závislé
beroende	závislý
beroende	závislá
beroende	závislosti
beroende	závislost
beroende	závislosti
beroende	závislost
beroende	závislá
beroende	závislý
beroende	závislosti
beroende	závislost
bygga	budování
bygga	stavění
bygga	budova
bygga	postavit
bygga	postav
bygga	vybudovat
bygga	stavět
leder	vodítka
leder	vede
leder	klouby
leder	spoje
leder	kloubů
domingo	domingo
bayern	bavorsko
bayern	bayern
texten	text
utveckling	rozvoj
utveckling	vývoj
utveckling	evoluci
utveckling	vývoj
utveckling	evoluce
utveckling	vývoj
spanska	španělsky
spanska	španělština
spanska	španělská
spanska	španělské
historik	dějiny
historik	dějepis
historik	historie
historik	historii
övre	horní
nedan	níže
nedan	podpalubí
indien	indie
indien	india
indien	indii
läst	přečíst
läst	čtěte
läst	číst
åland	åland
lee	leeho
lee	lee
music	hudbu
music	music
music	hudba
music	hudební
dagen	dne
dagen	den
pris	ceny
pris	price
pris	cena
pris	cenu
pris	cena
prefektur	prefektura
centre	centrum
centre	středisko
centre	střed
centre	centre
song	písnička
song	skladba
song	píseň
song	song
prag	praha
öarna	ostrovů
öarna	ostrovy
bengt	bengt
frågan	otázka
frågan	dotaz
nusa	nusa
michigan	michigan
michigan	michiganu
lät	zněl
lät	znělo
arkitekt	architekt
tasmanien	tasmánii
vem	ktery
vem	kdo
vem	který
vem	koho
vem	who
tack	diky
tack	dík
tack	díky
final	finále
final	konečná
final	závěrečná
final	konečné
final	finále
final	konečný
final	finále
fel	špatně
fel	nesprávné
fel	chyby
fel	chyb
fel	omyly
fel	chyba
fjärilar	motýly
medverkade	přispěli
medverkade	přispěl
medverkade	přispěla
medverkade	přispěly
medverkade	přispělo
gård	farma
gård	statek
gård	farmě
sidor	stránky
sidor	stránkách
sidor	stránek
sovjetunionen	sssr
jorden	zemi
jorden	země
jorden	zem
yngre	mladší
yngre	mladších
yngre	mladá
yngre	mladé
yngre	mladý
yngre	young
yngre	mladí
yngre	junior
såg	spatřen
såg	spatřena
såg	sledoval
såg	viděla
såg	viděl
producent	producent
producent	výrobce
drottning	královna
drottning	queen
drottning	královno
ägde	vlastní
ägde	vlastnil
anser	domnívá
utbildning	trénink
utbildning	výcvik
utbildning	školení
utbildning	vzdělávání
utbildning	školství
utbildning	vzdělání
igenom	skrz
igenom	prostřednictvím
igenom	přes
igenom	skrze
konst	umění
konst	umění
konst	art
jones	jones
jones	jonesová
hall	hala
hall	haly
hall	halle
hall	hall
hall	sál
valde	vybral
jacques	jacques
italienska	italské
italienska	itálie
italienska	italská
italienska	italský
italienska	italsky
hermann	hermann
landskap	krajina
landskap	krajiny
landskap	krajiny
landskap	krajinu
landskap	krajina
allmänna	obecně
allmänna	všeobecné
allmänna	obecné
virginia	virginie
virginia	virginia
virginia	virginii
eric	eriku
eric	eric
eric	erik
återvände	vrátil
återvände	vráceny
mästare	mistr
mästare	mistře
mästare	šampion
mästare	šampión
mästare	mistři
mästare	mistrů
emellertid	nicméně
emellertid	avšak
station	nádraží
station	stanice
fågel	pták
fågel	ptáček
fågel	bird
fågel	ptačí
minuter	minuty
minuter	zápis
minuter	minut
sports	sportovní
sports	sport
sports	sporty
kungariket	království
röst	hlas
sofia	sofii
sofia	sofia
sofia	sofie
sofia	sophie
sofia	sophii
sofia	sophia
sofia	sofie
lokala	lokální
lokala	místní
precis	přesně
precis	presne
piano	piáno
piano	piano
piano	klavír
hölls	držené
hölls	držen
hölls	držel
spring	běh
spring	spustit
uppslagsbok	encyklopedie
samarbete	spolupráce
samarbete	spolupráci
samarbete	spolupráce
samarbete	spolupráci
hockey	hokej
free	volná
free	volné
free	volný
free	free
free	zdarma
försök	zkuste
försök	vyzkoušejte
oss	oss
eritrea	eritreji
följd	nástupnictví
tjänst	služba
tjänst	služby
tjänst	servis
tjänst	obsluha
bidrag	dotace
bidrag	subvence
bidrag	dotací
bidrag	dotace
bidrag	granty
bidrag	grantů
bidrag	příspěvek
bidrag	příspěvky
bidrag	příspěvků
frank	frank
frank	franka
frank	franku
jesus	ježíši
jesus	ježíš
angeles	angeles
priset	ceny
priset	price
priset	cena
priset	cenu
visa	zobrazení
visa	zobrazit
visa	výhled
visa	pohled
visa	zobrazení
visa	displej
visa	zobrazit
visa	ukázat
visa	zobrazit
visa	představení
visa	show
kalmar	kalmar
grupper	skupinky
grupper	skupin
grupper	skupiny
tagit	přijata
tagit	přijatá
kontrakt	zakázky
kontrakt	kontrakty
kontrakt	smlouvy
kontrakt	zakázka
kontrakt	smlouva
fråga	požádat
fråga	dotaz
fråga	otázka
fråga	dotaz
vår	naše
vår	náš
vår	naší
vår	naši
vår	nase
vår	naše
vår	náš
wilson	wilson
wilson	wilsonová
bäst	nejlepší
bäst	nejlépe
bäst	nej
bäst	best
bäst	nejlepsi
projekt	projekt
projekt	projektu
projekt	projektů
projekt	projekty
tur	lucky
tur	štěstí
tur	štěstí
radera	vymazat
radera	mazání
radera	smazat
radera	odstranit
radera	vymazat
bor	boru
militär	armáda
militär	vojenský
militär	vojenská
militär	vojenské
uppgifter	informace
uppgifter	informování
uppgifter	úkoly
uppgifter	úlohy
uppgifter	úkolů
uppgifter	dat
uppgifter	data
uppgifter	údaje
piper	piper
umeå	umeå
das	das
blue	blue
blue	modrý
blue	modré
blue	modrá
blue	modře
prince	princi
prince	kníže
prince	prince
prince	princ
nordiska	severské
eriksson	eriksson
sucre	sucre
frågor	problémy
frågor	otázky
frågor	dotazy
frågor	dotazy
floden	řece
floden	river
floden	řeka
hills	hills
hills	kopců
hills	kopce
björn	bjorn
björn	méďa
björn	medvěd
björn	medvědí
björn	bear
björn	björn
code	kód
nationella	vnitrostátní
nationella	celostátní
nationella	národní
bygger	staví
bygger	buduje
alpes	alpes
domare	judge
domare	soudce
domare	soudkyně
domare	rozhodčí
domare	porotci
domare	soudců
domare	soudci
domare	rozhodčí
premiär	premiéra
premiär	premiéru
premiär	premiéry
journalist	novináře
journalist	novinář
journalist	novinářka
journalist	reportér
journalist	reportérka
journalist	novinář
ridge	ridge
ridge	hřeben
antingen	buď
bukit	bukit
följer	následuje
följer	následující
följer	follow
följer	sledujte
följer	sledovat
följer	následovat
följer	následuje
estland	estonsko
saknar	slečna
saknar	slečno
saknar	chybí
saknar	chybějící
myror	mravence
myror	mravenců
myror	mravenci
försökte	zkusil
försökte	zkoušela
försökte	zkusila
försökte	zkoušeli
försökte	zkoušel
zagreb	záhřeb
tour	tour
tour	turné
tour	prohlídka
arbeten	zaměstnání
ferdinand	ferdinand
indian	indické
indian	indická
indian	ind
indian	indián
indian	indický
skalbaggar	brouk
skalbaggar	brouci
skalbaggar	brouků
skalbaggar	brouky
slog	udeřit
slog	hit
png	png
bodde	žila
bodde	žilo
bodde	žili
bodde	žil
svarta	černá
svarta	black
svarta	černé
svarta	černý
svarta	černoši
svarta	černí
haute	haute
byggnader	budov
byggnader	budovy
byggnader	stavby
baserad	založen
baserad	založený
baserad	založeno
spår	trať
spår	kolej
spår	stopu
spår	stezka
spår	stopa
spår	tratě
spår	stopy
spår	skladby
spår	koleje
spår	stopy
spår	stopové
kraft	kraft
kraft	síla
kraft	moc
kraft	napájení
kraft	výkon
kraft	síla
kraft	power
jack	jacku
jack	jack
idaho	idaho
kategori	kategorii
kategori	kategorie
franz	franz
skapad	vytvořené
skapad	vytvořené
skapad	stvořil
skapad	vytvořeno
skapad	vytvořil
skapad	vytvořena
skapad	vytvořen
unga	mladá
unga	mladé
unga	mladý
unga	young
unga	mladí
relativt	příbuzná
relativt	relativně
relativt	relativní
relativt	příbuzný
relativt	poměrně
relativt	relativně
våren	jarní
våren	jaro
våren	jaro
bana	dráhy
bana	dráha
bana	bana
bana	orbitu
francisco	francisco
eva	eva
eva	evu
eva	evo
eva	eva
eva	eve
eva	předvečer
eva	evi
beslut	rozhodnutí
beslut	rozhodování
beslut	rozhodnutí
beslut	rozhodování
gabon	gabonu
georgien	gruzie
debuterade	debutoval
scott	scott
ifk	ifk
american	američan
american	american
american	americká
american	americké
american	americký
hustru	manželku
hustru	žena
hustru	manželka
hustru	manželce
moskva	moskvy
moskva	moskvě
moskva	moskva
guvernör	guvernér
guvernör	guvernéra
dos	dos
dos	dávka
dos	dávky
dos	dávkování
dos	dávku
dos	dávky
dos	dávka
jackson	jackson
slutligen	konečně
slutligen	nakonec
olsson	olsson
födelseort	rodiště
vanlig	časté
vanlig	společná
vanlig	společné
utgiven	zveřejněné
utgiven	zveřejněno
utgiven	zveřejněna
utgiven	publikoval
utgiven	vydané
italiensk	italské
italiensk	itálie
italiensk	italská
italiensk	italský
italiensk	italsky
suva	suva
range	dosah
range	rozsah
range	rozmezí
hitta	nález
hitta	nalezení
hitta	najděte
hitta	najdi
hitta	najít
forskning	výzkumy
forskning	průzkum
forskning	výzkum
jonas	jonas
klart	jasné
klart	jasný
klart	čistý
klart	vyčistit
klart	jednoznačně
klart	jasně
klart	zřetelně
klart	očividně
öppna	otevřená
öppna	otevřít
öppna	otevřeno
grundade	založena
grundade	založen
grundade	založeno
grundade	založená
grundade	založil
haiti	haiti
viktigaste	main
viktigaste	hlavní
följde	následovalo
följde	následovala
följde	sledoval
följde	následoval
skola	školy
skola	školu
skola	škola
hertig	duke
hertig	vévoda
tidiga	časně
tidiga	rané
tidiga	brzy
ledning	správa
ledning	řízení
ledning	management
ledning	vedení
litteratur	literaturu
litteratur	literatura
rysk	ruské
rysk	ruská
rysk	rusky
rysk	ruský
rysk	rus
metal	kovy
metal	metal
metal	kov
viktiga	důležitý
viktiga	důležitá
viktiga	důležité
viktiga	důležití
upplagan	edice
upplagan	vydání
nio	devítka
nio	nine
nio	devět
fungerar	pracující
fungerar	pracovní
fungerar	díla
fungerar	pracuje
fungerar	fungují
fungerar	funguje
läkare	lékař
läkare	doktoři
läkare	doktorů
läkare	lékaři
läkare	doktore
läkare	lékař
läkare	doktor
läkare	doctor
vunnit	vyhrála
vunnit	vyhráli
vunnit	vyhrál
lago	lago
motsvarar	odpovídají
motsvarar	odpovídá
warren	warrena
warren	warren
hot	výhružky
hot	ohrožení
hot	výhrůžky
hot	hrozby
hot	vyhrožování
hot	horko
hot	sexy
hot	hot
hot	horké
hot	ohrožení
hot	hrozba
resultatet	výsledek
resultatet	výsledkem
försöker	zkouší
försöker	zkouším
yrke	povolání
yrke	profese
yrke	zaměstnání
yrke	povolání
yrke	okupace
katanga	katanga
fartyg	plavidlo
fartyg	nádoba
fartyg	lodi
fartyg	loď
fartyg	lodě
fartyg	lodí
fartyg	nádoby
fartyg	plavidel
fartyg	plavidla
västerås	västerås
japanska	japonské
japanska	japonská
japanska	japonský
japanska	japonec
västergötland	västergötland
universitetet	univerzita
universitetet	university
universitetet	univerzity
begreppet	pojem
begreppet	konceptu
begreppet	koncept
begreppet	koncepce
begreppet	pojetí
svt	svt
cape	cape
cape	mys
cape	plášť
arbetar	díla
arbetar	pracuje
arbetar	fungují
arbetar	funguje
arbetar	pracující
arbetar	pracovní
motsvarande	ekvivalent
motsvarande	rovnocenná
motsvarande	ekvivalentní
motsvarande	rovnocenný
motsvarande	rovnocenné
motsvarande	odpovídající
riksdagen	reichstag
riksdagen	parlament
riksdagen	parlamentu
klass	třída
klass	třídy
fru	paní
fru	manželku
fru	žena
fru	manželka
fru	manželce
filippinerna	filipíny
etikett	etiketa
etikett	popisek
etikett	štítek
etikett	označení
royal	královské
royal	královská
royal	royal
royal	královský
rapids	rapids
euphorbia	euphorbia
saknas	chybí
saknas	chybějící
cypern	kypru
cypern	kypr
herrar	pánové
herrar	masters
herrar	mistři
herrar	mistrů
herrar	mistry
françois	francois
françois	françois
françois	francois
françois	françois
antonio	antonio
politisk	politická
politisk	politické
politisk	politický
invigdes	inaugurován
speciellt	zvlášť
speciellt	hlavně
speciellt	obzvlášť
speciellt	zejména
speciellt	zvláště
speciellt	zvláštní
speciellt	speciální
speciellt	speciál
speciellt	special
speciellt	speciálně
speciellt	zvláště
höll	držené
höll	držen
höll	držel
ghana	ghana
bad	modlil
bad	modlila
bad	bad
bad	špatný
bad	vana
bad	koupel
media	media
media	média
media	mediální
damaskus	damašku
paulo	paulo
perioden	období
manus	scénář
manus	scénáře
manus	manus
manus	rukopis
manus	skript
manus	scénář
skapade	vytvořené
skapade	stvořil
skapade	vytvořeno
skapade	vytvořil
skapade	vytvořena
skapade	vytvořen
pass	pasy
pass	pas
gått	pryč
gått	prošla
gått	prošel
press	stiskněte
press	tisk
tränare	trenér
tränare	trenéři
tränare	kouč
tränare	coach
tränare	trenér
kultur	kulturu
kultur	kultura
kultur	kultury
blå	blue
blå	modrý
blå	modré
blå	modrá
blå	modře
intresse	úroky
intresse	zájem
intresse	úrok
tävling	závod
tävling	závody
tävling	race
tävling	rasa
tävling	soutěž
tävling	soutěže
tävling	konkurence
tävling	soutěžní
tävling	soutěž
walter	walter
sändes	vysílali
lägre	níže
lägre	níž
lägre	dolní
lägre	nižší
lägre	spodní
författaren	autor
författaren	autorka
författaren	autora
inklusive	včetně
omgivningen	okolí
bestående	trvalý
bestående	trvalá
bestående	permanentní
bestående	trvalé
bestående	stálá
bestående	sestávající
bestående	trvalé
pyrénées	pyrénées
kvinna	ženská
kvinna	žena
kvinna	samice
kvinna	ženská
kvinna	žena
andreas	andreas
andreas	andrew
nunavut	nunavutu
ersattes	nahrazen
ersattes	nahrazeno
ersattes	nahrazena
victor	viktor
victor	victor
baie	baie
uppgift	úkol
uppgift	úloha
air	vzduchu
air	ovzduší
air	vzduch
air	air
persiska	perské
översatt	přeloženo
baker	baker
baker	pekař
georgia	gruzie
bytte	vyměnil
bytte	vyměnil
bytte	vyměnil
döda	zabít
döda	zabij
döda	mrtvá
döda	mrtvý
döda	mrtví
döda	zabíjení
döda	zabití
samuel	samuel
teater	divadla
teater	divadlo
teater	divadla
teater	divadlo
teater	divadelní
rosa	pink
rosa	růžový
rosa	růžová
rosa	růžové
rosa	rosa
loire	loire
kvinnliga	samice
kvinnliga	ženská
kvinnliga	žena
sid	sida
sid	side
sid	sid
hamilton	hamilton
vice	zástupce
vice	zástupkyně
vice	náměstek
vice	vice
aik	aik
anne	anne
anne	anna
ekonomisk	hospodářský
ekonomisk	ekonomické
ekonomisk	ekonomická
ekonomisk	ekonomický
ekonomisk	hospodářská
betydande	značná
betydande	podstatné
betydande	podstatná
betydande	významná
betydande	značná
betydande	významné
betydande	významný
östergötland	östergötland
veckor	týdnech
veckor	týdnů
veckor	týdny
resa	cestovat
resa	cestování
resa	cestovní
resa	putování
resa	cesta
resa	cestování
resa	výlet
resa	trip
resa	cestování
moore	moore
helst	nejlépe
helst	přednostně
helst	ideálně
öppen	otevřená
öppen	otevřít
öppen	otevřeno
deltagare	účastníci
deltagare	účastníci
deltagare	účastníky
deltagare	účastníků
deltagare	účastník
gruva	můj
gruva	mé
gruva	důl
gruva	moje
gruva	miny
gruva	doly
lämna	opustit
lämna	odejít
bangui	bangui
illinois	illinois
pengar	money
pengar	peníze
julius	julius
nyland	uusimaa
priser	ceny
priser	cen
priser	ceník
priser	ceny
din	din
din	vaše
din	váš
din	tvůj
din	tvoje
din	vaši
din	vaše
din	tvoje
din	váš
din	tvůj
slag	rány
slag	údery
slag	bitev
slag	bitvy
persson	persson
alfabetisk	abecední
ägare	majitel
ägare	vlastník
ägare	majitelka
ägare	vlastníky
ägare	vlastníci
ägare	majitelé
ägare	vlastnictví
kasai	kasai
azerbajdzjan	ázerbájdžánu
norrbotten	norrbotten
taylor	taylorová
taylor	taylor
museet	muzeum
museet	museum
museet	muzeu
museet	muzea
vänster	levá
vänster	vlevo
vänster	levý
vänster	doleva
spelas	hrála
spelas	hrál
spelas	hráli
regissör	režisér
regissör	řediteli
regissör	režie
regissör	ředitel
regissör	ředitelka
storlek	velikost
storlek	velikosti
sweden	švédsko
grad	postgraduální
grad	hodnost
grad	stupně
grad	stupeň
oslo	oslo
oslo	osla
lån	půjčku
lån	půjčky
lån	půjčka
lån	úvěr
lån	úvěry
lån	půjčky
extra	extra
halvtid	poločas
valley	údolí
levde	žila
levde	žilo
levde	žili
levde	žil
rid	jezdit
rid	jízda
rid	odvoz
kategorin	kategorii
kategorin	kategorie
delta	delta
göran	göran
göran	goran
kör	provést
kör	vykonat
kör	popravit
kör	běh
kör	spustit
kör	řízení
kör	jízda
kör	řídit
kör	drive
kör	běžící
kör	běží
kör	běh
kör	běhání
kör	utíkat
funnits	existovala
funnits	existovalo
funnits	existoval
funnits	existovaly
albanien	albánie
kritik	kritika
kritik	kritiky
kritik	kritiku
kritik	kritika
kritik	kritiku
maja	maja
högt	vysoko
högt	vysoký
högt	vysoké
högt	vysoká
högt	nahlas
högt	hlasitý
högt	hlasitě
högt	hlasité
åke	åke
åke	ake
image	obrázek
image	image
image	obraz
stark	silně
stark	silná
stark	silné
stark	silný
stark	starka
stark	stark
katolska	katolická
katolska	katolické
katolska	katolík
katolska	katolický
minas	minas
militära	armáda
militära	vojenský
militära	vojenská
militära	vojenské
bangladesh	bangladéši
regering	vládou
regering	vláda
regering	vlády
kristna	křesťanské
kristna	christian
kristna	křesťanská
kristna	křesťan
kristna	křesťané
kristna	křesťany
språket	jazyk
douglas	douglas
rubriken	nadpis
rubriken	titulek
spelaren	hráče
spelaren	hráči
spelaren	přehrávač
spelaren	hráč
vitryssland	bělorusko
vitryssland	běloruské
okänt	neznámá
okänt	neznámý
okänt	neznámé
yaoundé	yaoundé
utvecklades	rozvinutých
utvecklades	rozvinuté
utvecklades	vyvinutá
utvecklades	vyvinut
utvecklades	vyvinuté
utvecklades	vyvinutý
utvecklades	vyvinutý
orden	orden
lewis	lewis
lewis	lewisová
lewis	lewise
romersk	římské
romersk	roman
romersk	římská
romersk	romane
romersk	říman
syster	sestra
syster	sestřička
syster	sestra
münchen	münchen
münchen	mnichov
ludvig	ludvig
ludvig	louis
ludvig	louisi
ludvig	ludvík
skiljer	rozlišuje
skiljer	odlišuje
skiljer	odděluje
enkelt	jednoduchá
enkelt	prosté
enkelt	jednoduchý
enkelt	jednoduché
enkelt	snadno
enkelt	jednoduše
enkelt	snadný
enkelt	snadné
enkelt	jednoduché
vän	kamarád
vän	kamarádka
vän	příteli
vän	přítel
young	mladá
young	mladé
young	mladý
young	young
young	mladí
not	poznámka
house	house
house	sněmovna
house	domeček
house	dům
vit	bílá
vit	white
vit	bílé
vit	bílý
aux	aux
puerto	puerto
syfte	účelu
syfte	účel
typer	typy
typer	druhy
typer	typů
slottet	zámek
slottet	castle
slottet	hrad
rowspan	rowspan
arbeta	práce
arbeta	prace
arbeta	pracovní
arbeta	práci
arbeta	pracovat
arbeta	pracující
arbeta	pracovní
andré	andre
andré	andré
andré	andré
slätt	prosté
slätt	prostá
slätt	prostý
slätt	hladce
slätt	hladká
slätt	hladký
slätt	hladké
fallet	case
fallet	případě
fallet	pouzdro
fallet	případ
stycken	odstavce
stycken	odstavců
framgång	úspěšnost
framgång	úspěch
exemplar	exempláře
exemplar	vzorek
exemplar	exemplář
exemplar	exempláře
exemplar	vzorky
exemplar	kopie
college	vysoká
ash	jasan
ash	ash
ash	popel
wisconsin	wisconsinu
jacob	jacob
jacob	jakub
jacob	jakuba
davis	davis
davis	davisová
officiellt	úředník
officiellt	oficiální
officiellt	úřední
officiellt	úředně
officiellt	oficiálně
afrika	afriku
afrika	africe
afrika	afrika
systemet	systém
systemet	system
systemet	systému
prins	princi
prins	kníže
prins	prince
prins	princ
bank	bankovnictví
bank	bankovní
bank	banku
bank	banka
bank	bankovní
bank	banky
bank	bank
drog	vytáhl
drog	drog
drog	drogy
drog	droga
eau	eau
professionell	profesionální
professionell	profesionál
professionell	profesní
rollen	roli
rollen	role
rollen	úloha
femte	pátá
femte	páté
femte	pátý
anton	anton
ung	mladá
ung	mladé
ung	mladý
ung	young
ung	mladí
nicaragua	nikaragui
ton	tuny
ton	tun
ton	tuny
ton	tun
ton	tunu
ton	tón
ton	tuny
ton	tuna
ton	tunu
doktor	doktore
doktor	lékař
doktor	doktor
doktor	doctor
marken	pozemní
marken	země
marken	zem
mats	podložky
mats	rohože
inflytande	ovlivnit
inflytande	vliv
inflytande	vlivu
inflytande	páku
inflytande	páka
mile	mile
mile	míli
mile	míle
carex	ostřice
gabriel	gabriel
gabriel	gabriela
gabriel	gabrieli
fria	volná
fria	volné
fria	volný
fria	free
fria	zdarma
fri	volná
fri	volné
fri	volný
fri	free
fri	zdarma
serier	komiks
serier	komiksy
serier	řady
serier	seriál
serier	řada
serier	série
fred	peace
fred	míru
fred	mír
fred	fred
bakgrund	pozadí
bakgrund	zázemí
seger	vítězství
höger	vpravo
höger	správně
höger	doprava
mina	mina
mina	minu
mina	mino
mina	můj
mina	mé
mina	důl
mina	moje
maine	maine
plan	rovina
plan	letadlo
plan	plánovat
plan	naplánovat
plan	plán
plan	letadla
plan	roviny
day	dne
day	den
litet	malé
litet	malý
litet	malá
litet	málo
litet	malý
litet	malá
vanligtvis	většinou
vanligtvis	obvykle
vanligtvis	běžně
vanligtvis	normálně
vanligtvis	obvykle
gott	dobře
gott	dobrý
gott	dobry
gott	chutná
gott	chutné
gott	chutný
gott	gott
bou	bou
data	dat
data	data
data	údaje
adam	adam
betydligt	výrazně
betydligt	značně
betydligt	významně
betydligt	výrazně
steg	krok
steg	schod
steg	kroků
steg	schody
steg	kroky
svensson	svensson
svensson	smithe
svensson	smith
svensson	smithová
hugo	hugo
rör	dotek
rör	dotyk
rör	potrubí
rör	trubka
rör	potrubí
rör	trouby
rör	trubky
rör	trubky
rör	trubice
rör	trubka
rör	trubice
infördes	zavedené
infördes	zavedena
infördes	představil
infördes	zavedená
infördes	zavedený
status	stav
status	status
status	postavení
fort	pevnost
fort	fort
ljus	světle
ljus	lehké
ljus	světlo
ljus	svíce
ljus	svíčky
ljus	světla
ljus	svíce
ljus	svíčky
ljus	svíčka
ljus	svíčku
möjlighet	možnost
möjlighet	příležitost
möjlighet	příležitosti
möjlighet	možnost
charlotte	charlotte
satt	seděl
satt	sat
ponta	ponta
make	manžela
make	manžel
make	manželi
romerska	římské
romerska	roman
romerska	římská
romerska	romane
romerska	říman
high	vysoko
high	vysoký
high	vysoké
high	vysoká
bois	bois
biskop	biskup
biskop	bishop
biskop	střelec
sådant	takové
sådant	taková
sådant	takový
tillstånd	autorizace
tillstånd	povolení
tillstånd	oprávnění
tillstånd	povolení
tillstånd	povolit
tillstånd	povolení
tillstånd	svolení
tillstånd	povolení
tillstånd	oprávnění
inledde	zahájena
inledde	zahájeno
inledde	zahájen
inledde	spuštěn
inledde	zahájena
inledde	zahájila
sitter	sezení
sitter	posezení
sitter	sedět
sitter	sedící
sitter	sedí
real	skutečný
real	skutečná
real	skutečné
real	opravdový
real	reálné
organisation	organizaci
organisation	organizace
organisation	organizaci
organisation	organizace
högst	nejvyšší
rhône	rhône
vecka	týden
vecka	tyden
vecka	týdenní
vecka	týdně
normandie	normandii
mallen	šablony
släppte	upustil
släppte	upustila
karlsson	karlsson
anges	uvedených
dan	danovi
dan	dan
dan	dane
bob	bob
bob	boba
skapades	vytvořené
skapades	stvořil
skapades	vytvořeno
skapades	vytvořil
skapades	vytvořena
skapades	vytvořen
normalt	běžně
normalt	normálně
normalt	obvykle
normalt	normální
ställning	stav
ställning	status
ställning	postavení
ställning	poloha
ställning	postavení
ställning	pozice
ställning	postoj
tävlade	závodil
tävlade	soutěžili
direktör	režisér
direktör	řediteli
direktör	režie
direktör	ředitel
direktör	ředitelka
kap	cape
kap	mys
kap	plášť
funktion	funkci
funktion	funkcí
funktion	funkce
sachsen	sachsen
sachsen	sasko
administrativa	správní
administrativa	administrativní
israel	izraelský
israel	izrael
israel	izraelská
stanley	stanleyho
stanley	stanley
major	major
utmärkelser	vyznamenání
utmärkelser	pocty
utmärkelser	ocenění
utmärkelser	dekorace
utmärkelser	placky
utmärkelser	odznaky
vinna	win
vinna	výhra
vinna	vyhrát
vinna	vítězství
vinna	výhra
vinna	výhry
målare	malíři
målare	malíře
målare	malíř
målare	malíři
målare	malíře
saker	věci
saker	veci
saker	věci
bureau	předsednictvo
bureau	úřad
bureau	předsednictva
projektet	projekt
projektet	projektu
motor	motoru
motor	motor
motor	motor
bildar	formování
bildar	tvořící
bildar	tvoří
användning	užití
användning	využití
användning	použití
användning	používání
användning	využití
användning	použijte
användning	použití
användning	užití
användning	použít
brunswick	brunswick
vänner	přátelé
vänner	přátel
vänner	kamarádi
vänner	přátele
vänner	přáteli
joe	pepa
joe	joe
roger	rozumím
roger	roger
skrifter	spisy
förenade	united
förenade	spojených
förenade	spojené
medeltiden	středověké
versionen	verzi
versionen	verze
greve	hrabě
greve	počítat
internet	internetu
internet	internet
huvudstad	kapitál
emil	emile
emil	emil
ilha	ilha
skellefteå	skellefteå
polska	polák
polska	polský
polska	polská
polska	polské
tecken	znak
tecken	podpis
tecken	podepsat
tecken	znak
tecken	postava
tecken	charakter
tecken	znaků
tecken	postavy
tecken	znaky
tecken	znamení
föräldrar	rodiče
föräldrar	rodiči
tillräckligt	dostatečně
tillräckligt	dost
tillräckligt	dostačující
tillräckligt	dostatečná
tillräckligt	postačující
tillräckligt	dostatečný
tillräckligt	dostatečné
open	otevřená
open	otevřít
open	otevřeno
teatern	divadla
teatern	divadlo
teatern	divadelní
shi	shi
sjöar	jezer
sjöar	jezera
sjöar	jezero
sjöar	lake
sjöar	jezera
ämnen	témat
ämnen	témata
ämnen	subjekty
ämnen	látky
ämnen	látek
forskare	výzkumník
forskare	vědce
forskare	vědci
forskare	vědec
forskare	výzkumných
forskare	vědců
forskare	vědce
forskare	vědci
barcelona	barceloně
barcelona	barcelona
väst	west
väst	západ
väst	západní
väst	vestu
väst	vesta
permanent	trvalý
permanent	trvalá
permanent	permanentní
permanent	trvalé
permanent	stálá
permanent	natrvalo
permanent	trvale
sånger	písně
sånger	písničky
sånger	skladby
politiskt	politicky
politiskt	politická
politiskt	politické
politiskt	politický
theodor	theodor
theodor	theodore
anledning	rozum
anledning	důvod
etc	etc
etc	atd
etc	apod
avsnittet	sekci
avsnittet	úsek
avsnittet	oddíl
avsnittet	sekce
krav	požadavek
krav	požadavky
krav	požadavky
personen	člověk
personen	osoba
personen	osobu
commons	commons
amt	amt
brott	přestupky
brott	zločiny
brott	zločin
brott	kriminalita
användaren	uživatele
användaren	uživatelem
användaren	uživatel
anderson	anderson
anderson	andersonová
harris	harrisová
harris	harris
rekord	záznam
rekord	nahrát
rekord	zaznamenat
rekord	deska
byggde	postavena
byggde	postavil
byggde	postavená
byggde	postaven
byggde	postavené
byggde	postaveno
nedre	níže
nedre	níž
nedre	dolní
nedre	nižší
nedre	spodní
nedre	spodní
nedre	dno
nedre	spodek
nedre	dně
bill	bill
bill	bille
bil	auto
bil	automobil
bil	vůz
bil	car
bil	automobilové
bil	automobil
mall	šablony
annars	jinak
bilden	obrázek
bilden	fotka
bilden	obrázek
bilden	image
bilden	obraz
prix	prix
ökade	zvýšený
ökade	zvýšená
ökade	zvýšení
ökade	zvýšené
bär	nošení
bär	nést
bär	bobule
bär	opotřebení
bär	nosit
bär	bobule
bär	berry
budapest	budapešti
budapest	budapešť
kapten	kapitáne
kapten	kapitán
röd	červeně
röd	červené
röd	červená
röd	rudá
röd	červený
lord	lord
lord	pán
turkiet	turecko
turkiet	krocan
nelson	nelson
nelson	nelsona
organisationen	organizaci
organisationen	organizace
organisationen	organizaci
organisationen	organizace
vasa	vasa
vasa	vaasa
känner	cítit
känner	cítí
känner	pocit
produktion	výstup
produktion	produkce
produktion	výroby
produktion	výroba
omfattning	rozsah
omfattning	působnosti
omfattning	působnost
