彈劾	імпічмент
禁忌	заборонене
禁忌	заборонений
禁忌	заборонені
禁忌	табу
假說	гіпотеза
邪教	культ
醚	етер
噴	спрей
榮耀	славу
榮耀	слава
偽裝	маскування
偽裝	камуфляж
鳩	горлиця
叛軍	rebel
叛軍	повстанців
叛軍	повстанці
家園	батьківщина
波動	тимчасове
層次	шари
層次	шарів
層次	рівень
繡	вишивання
繡	вишивка
繡	вишиванка
繡	вишиванки
匹茲堡	піттсбург
笨	тупо
笨	дурна
笨	дурне
笨	дурний
少了	менше
康復	цілющі
康復	реабілітація
康復	відновленню
康復	відновлення
大院	сполуки
布希	буш
莊園	менор
欺騙	обдурити
欺騙	зрадити
欺騙	шахрайство
欺騙	обман
磁性	магнітний
磁性	магнітна
磁性	магнетизм
花朵	квіти
花朵	квітки
花朵	квітка
造訪	відвідати
炸藥	вибухівку
炸藥	вибуховий
炸藥	вибухівки
皮革	шкіра
古人	древні
徒弟	disciple
徒弟	учениця
下限	підлога
下限	поверх
牛仔	ковбої
牛仔	ковбой
親戚	відносно
親戚	відносна
親戚	відносний
親戚	родичі
親戚	рідня
勘探	дослідження
勘探	подібній
結晶	кристалізація
橢圓形	овал
追查	трасування
疑慮	сумнівів
疑慮	сумнів
疑慮	сумніву
疑慮	сумніваюся
疑慮	сумніватися
疑慮	сумніви
上學	школа
上學	училище
窯	кераміка
窯	пічки
乳房	грудне
乳房	груди
乳房	грудей
正宗	щирий
諾亞	ной
諾亞	ноя
下落	місцезнаходження
感興趣	цікавиться
感興趣	зацікавлений
感興趣	зацікавило
感興趣	цікаво
感興趣	цікавить
感興趣	цікавляться
鹽水	салін
館長	куратор
毫克	міліграм
骨折	перелом
骨折	зламані
史學	історіографія
泳池	басейн
舉例	приклади
灰姑娘	попелюшка
牙買加	ямайки
主宰	захоплюють
迦太基	карфаген
渡假	відпустка
偏差	відхилення
偏差	відхилень
偏差	упередження
陰影	тіні
陰影	тіней
陰影	морок
陰影	shadow
陰影	тінь
陰影	згортання
陰影	тони
陰影	відтінок
陰影	згорнути
驚訝	здивовані
驚訝	дивує
驚訝	здивована
驚訝	здивувався
驚訝	здивований
鱷魚	крокодил
殘骸	уламків
殘骸	руїна
幾內亞	гвінеї
幾內亞	гвінея
籽	насіння
付款	заплатити
付款	платять
付款	заплатить
付款	сплати
付款	платежі
付款	сплата
付款	оплати
付款	оплата
付款	платіж
付款	сплати
白銀	срібла
白銀	срібло
白銀	silver
白銀	срібний
水牛	buffalo
水牛	буйволи
面部	лицевий
護航	супроводу
共生	симбіоз
孫子	внуки
孫子	внуків
孫子	онуки
孫子	внук
孫子	онук
黑幫	гангстер
黑幫	чисельністю
黑幫	банди
師父	майстер
師父	магістр
師父	вчителю
師父	master
寶寶	немовля
寶寶	малятко
寶寶	дитина
線索	питання
線索	питань
車庫	гараж
車庫	гаражі
綠黨	зелень
綠黨	зелені
無畏	безстрашний
損傷	травми
損傷	ушкоджень
損傷	ушкодження
損傷	травм
損傷	ламати
損傷	пошкодження
缺口	проміжки
缺口	уразливих
缺口	пропуски
缺口	розрив
列舉	перелік
精華	суть
精華	сутність
分流	відволікти
刮	нуля
蟒	python
蟒	пітон
發起人	ініціатор
口語	звертаючись
口語	вимовити
力學	механіка
工匠	ремісники
處罰	пенальті
處罰	штраф
處罰	штрафи
處罰	штрафів
處罰	покарання
名聲	репутацію
名聲	репутація
序幕	прелюдія
序幕	пролог
醋	оцет
代理商	агенція
代理商	агентство
代理商	агенти
代理商	агент
舒適	комфорт
舒適	затишок
舒適	затишна
舒適	затишні
舒適	затишно
舒適	зручно
舒適	зручно
舒適	комфортний
舒適	зручні
舒適	зручне
舒適	зручний
舒適	затишний
充電	заряд
充電	зарядка
鎳	нікель
飛翔	fly
飛翔	літати
飛翔	муха
飛翔	лети
飛翔	польоту
礦業	гірнича
地勢	місцевість
人馬座	стрілець
谷地	долина
桃子	персики
桃子	персик
電纜	кабелі
電纜	дріт
電纜	кабель
蝨	воші
田野	поля
腐敗	пошкоджений
腐敗	корупція
少數民族	меншості
少數民族	меншин
無聊	нудні
無聊	нудний
無聊	нудно
無聊	нецікаво
無聊	нудно
造船廠	верф
女朋友	подружка
女朋友	подруга
女朋友	дівчина
顎	щелепи
顎	щелепа
顎	піднебіння
酒館	таверни
酒館	паб
酒館	pub
政治學	політика
飛碟	нло
飛碟	ufo
郊外	околиці
草甸	луки
供給	постачання
供給	надати
請願	петиція
荒漠	пустелі
荒漠	пустеля
荒漠	пустелях
荒漠	пустелі
潟湖	лагуна
偽造	підробці
偽造	кована
鹿特丹	роттердам
好奇	цікаво
好奇	цікавість
盎司	унція
盎司	унцій
放逐	вигнання
利息	відсотки
利息	зацікавлення
利息	відсоткова
利息	інтерес
利息	вигода
物料	матеріал
物料	матеріали
物料	матеріали
打壓	репресії
打壓	блокувати
蟻	мурашка
蟻	мурашки
蟻	мурахи
蟻	мурахи
耦合	муфта
砂岩	пісковик
鏢	dart
石英	кварц
珍藏	зберігала
辯護	оборона
辯護	захист
辯護	оборони
波浪	хвилі
波浪	хвилями
波浪	хвиля
超自然	надприродне
成龍	джекі
猶太教	єврейський
猶太教	єврейська
猶太教	юдаїзм
血清	сироватка
凜	рін
愛人	коханих
愛人	коханці
愛人	закоханих
愛人	коханець
各區	райони
瓶子	пляшки
瓶子	пляшок
瓶子	пляшки
瓶子	пляшка
小米	xiaomi
化妝	макіяж
化妝	грим
演示	демонстрація
演示	демо
演示	продемонструвати
演示	демонстрація
演示	демонстрацію
游擊隊	партизанська
游擊隊	партизан
定罪	засуджений
定罪	неї
定罪	впевненості
倡議	ініціатив
倡議	ініціативи
倡議	ініціатива
聘用	вооз
盒子	скринька
盒子	box
盒子	ящик
盒子	коробка
勉強	навряд
勉強	ледве
液態	рідкий
液態	рідини
液態	рідина
法郎	франк
法郎	франків
博弈	гра
博弈	гри
博弈	гру
百分比	відсотки
百分比	відсотків
百分比	відсотками
百分比	відсотки
百分比	відсоток
百分比	відсотки
百分比	відсотків
百分比	відсоток
製造業	виробництва
製造業	виробництво
妥協	компроміс
動議	русі
動議	рух
動議	галочки
路障	блокпост
路障	дороги
狙擊手	снайпер
評判	судячи
鍋爐	котел
鍋爐	енерго
經文	вірші
經文	писання
經文	письма
經文	писання
沙丘	дюни
會津	айдзу
奉獻	рішучість
奉獻	присвячується
奉獻	присвяченого
奉獻	присвячено
奉獻	присвятив
奉獻	відданості
川上	кавакамі
禮堂	аудиторія
藥品	ліки
藥品	медицина
藥品	наркотики
藥品	наркотиків
藥品	ліків
藥品	ліки
藥品	ліків
藥品	ліків
藥品	медикаменти
籌款	збору
盔	шолом
清新	свіжі
清新	свіже
清新	свіжа
清新	свіжий
寧波	нінбо
地基	основ
雇主	роботодавців
雇主	роботодавець
升起	rise
憂鬱	меланхолії
憂鬱	похмурий
吃了	їж
吃了	їсти
創始	засновники
創始	заснування
詐騙	шахрайство
詐騙	шахрайство
偷渡	контрабанда
偷渡	контрабанду
任用	зустрічі
任用	зустрічей
任用	зустріч
階梯	драбина
階梯	сходи
黃蜂	wasp
煙火	феєрверк
反彈	пружні
節點	вузол
節點	вузлів
節點	вузли
姿勢	отримає
姿勢	поза
孤兒	сиріт
孤兒	сироти
孤兒	сирота
離散	дискретний
週四	четвер
黨派	партизан
協奏曲	концерт
希伯來	єврейська
希伯來	іврит
碉堡	бункер
魔術師	фокусник
魔術師	чарівник
最深	глибоку
最深	глибокі
葬禮	похорони
葬禮	похорон
儒學	конфуціанство
寶座	трон
剪接	химера
電子郵件	email
跡象	знаки
跡象	написи
高能	енергійні
招聘	вербування
招聘	вооз
加速度	прискорення
喇叭	ріг
喇叭	горн
貝勒	бель
不平等	нерівність
晶體	ясні
晶體	кристал
晶體	кристали
開花	краєвидом
開花	цвіте
開花	блум
熵	ентропії
廉價	дешевий
廉價	дешево
空心	пуста
收養	усиновлення
收養	прийняття
音訊	аудіо
音訊	audio
叛逆	бунт
叛逆	повстання
外甥	племінник
密封	печатка
密封	печатки
密封	емблема
密封	котик
密封	сіл
快車	express
快車	експрес
警衛	охорона
警衛	гвардія
重現	повторення
信賴	довірою
信賴	безмежну
信賴	надійний
信賴	надійність
信賴	надійних
彌撒	маса
彌撒	mass
兩棲	амфібій
古物	старожитностей
古物	низки
神道	синто
撞球	більярд
撞球	басейн
剝奪	позбавлення
後援	резервування
鼓舞	надихає
關稅	тарифів
關稅	тариф
關稅	митниця
關稅	звичаї
定性	characterization
讀取	прочитайте
讀取	читати
讀取	прочитані
讀取	читайте
讀取	прочитати
讀取	читання
讀取	читання
紙幣	купюр
紙幣	банкнота
調動	мобілізація
調動	мобільності
獨唱	solo
獨唱	соло
十字軍	crusade
十字軍	crusades
十字軍	фундаменталізм
十字軍	crusader
體力	міцність
體力	інтенсивність
體力	сили
體力	сила
平均值	середній
平均值	середнє
平均值	середня
平均值	середнього
不敗	нескорений
興奮	хвилювання
興奮	хвилюється
神龍	dragon
神龍	дракон
希臘文	грецька
希臘文	грецький
希臘文	грецьке
希臘文	грек
希臘文	грецькі
申報	оголошення
申報	оголосити
投注	ставки
鯊魚	акул
鯊魚	акули
鯊魚	акула
大腦	мозок
大腦	мозку
大腦	мізки
孤獨	самотність
孤獨	самотності
孤獨	самотнім
孤獨	самотня
孤獨	самотні
孤獨	самотньо
單字	словом
單字	слово
套房	комплект
老兵	ветеран
老兵	ветеранам
老兵	ветерани
老兵	ветеранів
更低	нижній
更低	опустити
更低	нижня
更低	нижча
變速箱	коробка
心態	ментальність
心態	менталітет
天秤座	терези
過濾	фільтрувати
過濾	фільтр
過濾	фільтрування
過濾	фільтрація
過濾	фільтри
黃道	зодіак
駕駛艙	кабіна
甘地	ганді
救護	швидку
加法	протилежне
蒸氣	пара
蒸氣	steam
天命	доля
提問	запитання
提問	питання
遼寧	ляонін
斜坡	схил
斜坡	схилу
斜坡	схили
斜坡	похила
輪椅	коляска
袋鼠	валабі
袋鼠	кенгуру
弱勢	вразливим
開羅	каїр
不適	дискомфорт
服從	дотримуватись
服從	послуху
水力	hydro
水力	гідравліка
水力	гідравлічний
水力	гідроенергетика
向日葵	соняшники
向日葵	соняшник
援軍	підкріплення
轉讓	трансфер
轉讓	перенесення
轉讓	призначення
轉讓	присвоєння
轉讓	призначення
轉讓	доручення
轉讓	передачі
轉讓	передач
轉讓	перенесення
駐軍	гарнізон
反對黨	протистояння
博愛	братство
冒犯	наступ
冒犯	операція
早餐	сніданок
肉體	плоті
肉體	плоть
肉體	легку
動力學	динаміка
緯度	широта
緯度	lat
靈活	гнучкий
靈活	гнучка
靈活	гнучкість
薩姆	сем
薩姆	sam
凍結	завмирає
副本	скопіюйте
副本	копіювання
副本	скопіювати
副本	копіювати
副本	копія
副本	копії
副本	копій
副本	копіює
粥	кашу
粥	каша
橫向	горизонтальний
橫向	горизонтальна
橫向	горизонтальне
橫向	горизонтально
橫向	боковий
水壩	гребля
水壩	дамб
隆起	обшивка
雄心	прагнення
雄心	амбіції
雄心	амбіції
幼蟲	личинки
幼蟲	личинка
癱瘓	параліч
航運	shipping
航運	доставки
開關	перемикачі
開關	перемикання
開關	перемикач
邦聯	спрямованою
邦聯	конфедерація
主婦	домогосподарки
主婦	домогосподарка
填寫	заповнення
填寫	заповнювати
填寫	заповнити
疣	бородавки
陸戰隊	вмс
扣除	дедукції
扣除	легальні
肯亞	кенії
肯亞	кенія
扔	викидати
扔	молота
扔	кинути
影射	натяки
母音	голосний
母音	піднесення
巧合	випадковість
巧合	співпадіння
代謝	метаболізм
大聲	гучний
大聲	голосно
大聲	гучно
大聲	яскрава
堪薩斯	канзасі
堪薩斯	канзас
戰地	битв
進食	годують
進食	годування
進食	їли
進食	їм
進食	їсти
居留	помешкання
新兵	стажер
上線	онлайн
上線	online
涅槃	нірвана
老年人	старих
幸存者	survivors
幸存者	вижили
幸存者	survivor
水災	повені
水災	повінь
水災	повінь
水災	потопу
貂	норка
貂	соболь
煎	фрай
煎	улов
遙控	віддалений
遙控	пульт
遙控	віддалене
輝煌	блискуче
輝煌	геніально
輝煌	казково
石榴	гранат
多餘	додатковий
多餘	зайві
多餘	додаткова
多餘	додаткові
多餘	зайві
多餘	надлишок
受害人	жертв
受害人	жертви
受害人	жертвами
受害人	постраждалих
受害人	постраждалим
受害人	жертва
受害人	жертви
美學	естетика
美學	естетична
堅強	сильним
堅強	сильні
堅強	сильною
堅強	сильний
堅強	сильна
政客	політики
政客	політик
季刊	quarterly
水母	медузи
電阻	опору
電阻	опір
上級	начальство
震動	тремор
病理	патології
病理	патологічний
煞車	брейк
煞車	гальма
必要性	необхідність
嫌犯	підозрюють
嫌犯	підозрюваних
嫌犯	підозрюю
嫌犯	підозрюваний
平房	котеджі
薪水	зарплата
薪水	зарплати
多面體	багатогранник
後果	наслідок
後果	наслідки
薪資	зарплата
薪資	зарплати
薪資	зарплати
埋伏	засідку
抵押	відшкодування
大方	щедрим
大方	щедра
大方	щедрий
扣押	приступ
元老院	сенат
天真	наївна
天真	наївний
美化	прикрашене
配方	формула
備忘錄	наказ
備忘錄	меморандум
許可證	ліцензію
許可證	ліцензія
許可證	ліцензії
許可證	ліцензію
許可證	ліцензія
許可證	дозволяють
許可證	ліцензії
許可證	ліцензування
硬度	твердість
巴塞隆納	барселона
墜	кулон
極少	рідко
流體	рідина
流體	рідини
強硬	витривалі
素質	якість
素質	якостями
伯父	дядько
伯父	дядечко
伯父	дядя
突變	мутація
突變	мутант
突變	мутації
塞內加爾	сенегалу
椅子	крісла
椅子	стільці
椅子	стільців
椅子	крісло
椅子	стілець
琥珀	бурштин
慾望	бажання
慾望	lust
慾望	бажанням
慾望	забаганки
插座	сокет
插座	гнізда
插座	socket
插座	гнізд
插座	гнізда
聖徒	святі
愛好	хобі
愛好	хоббі
愛好	хобі
肥胖	ожиріння
象牙	айворі
墜落	падає
墜落	падав
墜落	falling
菊花	хризантема
菊花	дейзі
募款	збору
駭客	hacker
駭客	хакери
漂	плаваючий
漂	пливуть
漂	пропала
失明	сліпота
白雪	сніжна
神田	канда
病房	палаті
突尼西亞	тунісі
突尼西亞	туніс
突尼西亞	тунісу
突尼西亞	туніс
劇作家	драматург
熊貓	панда
熊貓	панди
縱火	підпал
縱火	пожежу
族裔	національність
族裔	національну
族裔	етно
族裔	етнічна
正直	цілісність
寫信	записати
寫信	напишіть
寫信	пишіть
寫信	виписати
寫信	написати
彈珠	кульки
彈珠	marble
彈珠	мармур
乙烯	етилен
乙烯	вініл
乙烯	vinyl
鈉	натрію
硒	селен
傷心	сумно
傷心	сумні
傷心	сумний
衣物	одяг
衣物	одяг
扶手	поручні
扶手	перила
甘露	нектар
今夜	увечері
敦促	захочеться
敦促	закликаю
敦促	закликаючи
敦促	закликає
敦促	закликав
固態	суцільна
固態	твердий
固態	суцільний
固態	суцільне
避難	asylum
避難	притулку
避難	притулок
從來沒有	никогда
從來沒有	ніколи
從來沒有	never
鴉片	опіум
延誤	затримка
延誤	затримок
延誤	затримується
延誤	затримано
界線	межі
界線	кордони
獲利	прибуток
領事	консул
領事	консульський
圍城	облога
愛滋病	снід
托管	приймати
國度	царство
國度	kingdom
國度	королівство
無窮	нескінченні
無窮	нескінченний
無窮	безмежний
無窮	нескінченна
無窮	нескінченно
無窮	infinity
無窮	безкінечно
藻類	водорості
打字	введення
巫師	майстер
巫師	чарівник
巫師	майстра
巫師	майстри
美咲	дой
玩偶	ляльки
玩偶	лялька
寫入	записати
寫入	напишіть
寫入	пишіть
寫入	виписати
寫入	написати
寫入	написання
寫入	запис
寫入	писати
寫入	запису
有色	кольорові
有色	кольоровий
有色	кольорові
鈔	купюр
貧困	бідність
貧困	бідності
貧困	злидні
黑社會	тріада
黑社會	гангстер
競爭力	конкуренції
荒野	дикість
荒野	дика
粉末	порошку
粉末	опіків
粉末	порошків
親密	інтимних
義工	волонтер
義工	волонтера
過境	проходження
矩形	прямокутник
矩形	прямокутник
矩形	прямокутний
貪	жадібно
貪	жадібність
貪	жага
野蠻	дикун
野蠻	варварство
野蠻	брутальний
野蠻	шалена
火腿	ам
謬誤	хиба
謬誤	омана
毆打	десант
毆打	напад
毆打	бити
暴徒	thug
暴徒	бандитів
壁畫	фреско
士氣	бойового
傳言	чутки
倚	спираючись
職能	функція
職能	функцію
職能	функції
爵士樂	джаз
爵士樂	jazz
爵士樂	джазу
慈善家	благодійник
女童	дівчатка
女童	дівчата
暴行	жорстокістю
援引	пробуджує
援引	викликати
蘑菇	гриби
蘑菇	гриб
蘑菇	гриби
牲畜	худоба
葡萄牙語	португальська
氧氣	киснем
氧氣	кисень
傑克遜	джексон
獲釋	випустили
獲釋	випущено
石墨	графіт
頰	малювали
頰	щоки
原告	позивач
橫掃	заполонили
梵蒂岡	ватикан
梵蒂岡	ватикані
寮國	лао
寮國	лаосу
騷亂	бунт
騷亂	повстання
騷亂	охоплені
弱點	слабкість
弱點	слабкості
弱點	слабкості
弱點	сканери
午餐	ланч
午餐	обід
增益	підсилення
增益	заробити
增益	поспішає
亞當斯	адамс
匙	ложка
徘徊	оті
徘徊	мандрах
夜行	нічні
可樂	кока
可樂	кокс
可樂	кола
可樂	колу
摺疊	згортання
蝸牛	сенсація
蝸牛	равлик
鷺	чапля
奮鬥	боротьба
奮鬥	боротьби
東風	dongfeng
軍閥	warlords
蜂蜜	сонечко
蜂蜜	мед
蜂蜜	голубе
油畫	малювання
油畫	картина
油畫	живопис
油畫	картини
油畫	картин
稱謂	позначення
瑕疵	слабкості
瑕疵	дефекти
燈籠	ліхтар
受益	користь
樂觀	ритмічна
樂觀	оптимістична
樂觀	оптимізм
變體	варіанти
親近	близькості
俯衝	дів
扶梯	ескалатор
活著	живий
活著	жива
活著	живим
活著	alive
遺留	застаріла
遺留	спадок
烹飪	кулінарія
檸檬	лимон
摩登	сучасні
摩登	сучасно
摩登	сучасний
摩登	сучасне
裝修	запровадження
裝修	реконструкція
旅途	мандрівка
旅途	подорож
旅途	подорожі
況且	окрім
救濟	рельєф
救濟	полегшенням
配給	пайок
叛徒	зрадник
叛徒	зрадника
群組	група
群組	групова
群組	груповий
群組	групу
群組	спільнота
群組	групи
群組	груп
群組	спільноти
跟蹤	стеження
天國	heaven
天國	небеса
天國	рай
天國	небес
天國	небесне
梵語	санскрит
手續	формальності
喝酒	напої
喝酒	пити
喝酒	напій
多樣性	різноманітність
多樣性	diversity
多樣性	різноманітності
多樣性	різноманіття
檀香山	гонолулу
處置	розпорядженні
警探	детектив
曲率	викривлення
曲率	кривина
草稿	чернетку
草稿	чернетка
草稿	чернетки
草稿	чернетки
量度	вимірювання
量度	вимірювання
量度	міру
量度	міра
按摩	масаж
寶馬	бмв
寶馬	bmw
獵戶座	оріон
林地	побратима
寓言	притча
寓言	байка
竿	поле
竿	полюс
變異	мутація
變異	мутант
變異	варіації
變異	варіанти
變異	мутації
變異	варіант
變異	варіація
欄位	поля
欄位	поле
欄位	поля
領事館	консульство
領事館	консульства
曆法	календар
饒舌	реп
忽視	ігнорувати
忽視	ігнорування
忽視	тривалості
忽視	ігнорування
為甚麼	чому
為甚麼	нащо
為甚麼	навіщо
應變	штам
誓言	обітниця
誓言	присягу
誓言	присягнувся
顆粒	частки
顆粒	частинок
顆粒	частинки
顆粒	частка
顆粒	частинки
顆粒	частинка
效用	утиліта
瀝青	асфальт
清單	checklist
清單	перелік
清單	list
清單	список
保養	обслуговування
保養	супровід
奶油	масло
奶油	крем
奶油	вершки
審訊	допит
審訊	судять
萃取	видобування
萃取	витягнути
萃取	екстракт
壓迫	репресії
壓迫	іго
填補	заповнення
填補	заповнення
填補	заповнювати
填補	заповнити
木偶	puppets
木偶	ляльковий
政令	укази
政令	постанова
甄選	вибір
甄選	вибране
困惑	плутанини
困惑	бентежить
困惑	тлумачення
外人	ізгої
外人	чужа
聖地亞哥	сантьяго
營地	кемпінг
營地	табір
營地	табори
營地	кам
壓倒性	очевидні
壓倒性	перевизначення
大綱	контур
大綱	контури
中繼	естафета
透鏡	лінзи
透鏡	лан
背包	рюкзак
背包	спорядження
樂天	лотте
素描	ескіз
素描	замальовки
舅舅	дядько
舅舅	дядечко
舅舅	дядя
融化	плавлення
融化	плавлення
嫉妒	заздрить
嫉妒	ревнощів
邂逅	зустріч
赤字	дефіцит
共存	співіснувати
共存	співіснування
放大器	amp
放大器	підсилювач
離心	відцентровий
現況	стан
現況	статус
現況	стану
現況	статусі
鬍子	вуса
鬍子	борода
麻美	асамі
貝多芬	бетховен
強姦	зґвалтування
濁	дзвінкий
棕櫚	palm
棕櫚	пальми
流星雨	метеор
秘書處	секретаріат
點心	страву
梯度	градієнт
梯度	градієнти
勒索	шантаж
勒索	вимагання
和睦	гармонія
和睦	harmony
突顯	підсвічування
突顯	виділити
突顯	підсвічування
突顯	найважливіше
突顯	підсвічування
突顯	найголовніше
浴室	туалет
僱員	служить
僱員	приймав
僱員	робітника
僱員	співробітників
僱員	працівників
僱員	працівники
僱員	службовців
牛角	horns
牛角	ріг
牛角	горн
抹黑	наклеп
鎂	магній
附帶	відшкодування
獨奏	solo
獨奏	соло
山陽	sanyo
敏捷	agile
敏捷	спритність
自豪	гордість
自豪	гордий
自豪	горді
自豪	proud
自豪	горда
天花板	стелі
天花板	стеля
天花板	склепіннях
致電	дзвінок
致電	зателефонувати
致電	виклик
報仇	помсти
報仇	помста
可變	змінну
可變	змінної
可變	змінна
丙酮	перекис
刑罰	пенальті
刑罰	штраф
刑罰	штрафи
刑罰	штрафів
刑罰	покарання
漫遊	долають
漫遊	долати
債券	бонд
山洞	печеру
山洞	печера
山洞	печер
山洞	печери
中介	посередників
中介	брокер
中介	посередник
課室	класом
課室	класі
藝術品	арт
藝術品	мистецтво
藝術品	художня
藝術品	графіка
藝術品	малюнки
亞裔	азіатів
頭盔	шолом
頭盔	шоломи
飽和	насиченість
飽和	насичені
異形	чужий
異形	прибульці
異形	чужинців
異形	прибульці
異形	прибульців
畫廊	галереях
畫廊	галереї
畫廊	галерея
畫廊	галерею
畫廊	галереї
畫廊	gallery
耕作	землеробства
耕作	оранка
英特爾	intel
籃	кошик
稅務	оподаткування
稅務	податкова
稅務	податки
稅務	податок
稅務	податки
哥倫布	колумб
西瓜	кавуни
西瓜	кавун
婆羅洲	borneo
印章	штамп
印章	марку
印章	марка
印章	печатка
印章	печатки
印章	емблема
印章	котик
印章	сіл
丸子	кульки
丸子	яйця
丸子	кульок
丸子	фрикадельки
永生	безсмертя
負荷	навантаження
負荷	завантажити
負荷	завантаження
負荷	вантажі
負荷	завантажує
槍手	стрільці
槍手	стріляв
嘴巴	рот
嘴巴	рота
威士忌	віскі
威士忌	віскі
靜態	статичні
傘兵	десантники
熱火	теплом
熱火	спека
土豆	картоплю
土豆	картопля
土豆	картоплю
土豆	картопля
塗鴉	doodle
塗鴉	графіті
蜱	тік
收縮	зменшення
收縮	зменшити
收縮	психологом
收縮	стискання
美援	usaid
彈簧	весняна
彈簧	весна
彈簧	весняний
彈簧	весняні
彈簧	пружини
自制	домашній
鎧甲	обладунки
鎧甲	броні
丸山	маруяма
忠實	вірний
忠實	вірним
豬肉	свинина
狹義	вузький
狹義	вузькі
中風	інсульт
馬尾	хвіст
崇高	благородний
崇高	благородні
飛躍	стрибок
均勻	порівну
均勻	рівномірно
均勻	форма
未遂	спробувала
未遂	спробував
未遂	замах
遺忘	забуває
遺忘	забула
遺忘	забуття
遺忘	забуте
遺忘	забути
遺忘	забули
遺忘	забутий
歌舞伎	кабукі
酗酒	алкоголізм
控制權	контроль
控制權	контрольна
控制權	керування
錘	молоток
篩選	фільтрувати
篩選	фільтр
篩選	фільтрування
篩選	оголошено
篩選	фільтри
香草	ваніль
博覽	expo
博覽	експо
劫掠	грабуючи
噴泉	фонтан
噴泉	фонтани
絕地	джедаї
預估	передбачення
預估	прогноз
預估	оцінки
預估	оцінка
預估	орієнтовний
預估	приблизна
桿菌	bacillus
渾	hun
盲人	blind
盲人	осліп
盲人	сліпий
盲人	сліпих
盲人	сліпим
羚羊	антилопа
自發	спонтанно
田納西州	теннессі
泗水	сурабая
鉀	калію
火藥	пороху
火藥	порох
火藥	порошку
火藥	опіків
盧布	рублів
盧布	рубль
遺失	втрачений
遺失	програв
遺失	lost
遺失	відсутній
爆裂	лунає
爆裂	широкі
脊髓	шнур
脊髓	корд
脊髓	спинний
心智	психічний
鋪設	закладання
羊毛	руно
羊毛	шерсть
羊毛	вовна
毒蛇	viper
泥土	ґрунту
泥土	ґрунт
泥土	земля
撕裂	розірвана
多哥	того
價值觀	значення
價值觀	цінності
激動	хвилюється
早先	раніше
刺刀	багнет
造假	підробці
造假	митним
畫像	портрет
畫像	книжкова
畫像	портрети
輪迴	реінкарнація
所有者	власник
所有者	власники
解碼	декодування
解碼	декодування
園藝	рослинництво
園藝	horticultural
園藝	садівництво
園藝	садку
園藝	садок
園藝	сад
幻象	видіння
幻象	mirage
閃耀	світяться
閃耀	блиск
閃耀	світить
閃耀	світило
閃耀	сяйво
格子	ґратка
信使	messenger
信使	courier
監測	спостереження
監測	моніторинг
監測	спостереження
監測	спостерігати
監測	варан
監測	монітор
強勁	стійких
強勁	надійний
創世	буття
怨恨	обурення
巴格達	багдада
羽球	бадмінтон
鴞	сова
征服者	завойовник
絲帶	стрічка
開朗	веселі
名流	celebrity
名流	знаменитості
盔甲	обладунки
盔甲	броні
盔甲	обладунки
盔甲	броня
太監	євнухів
太監	євнух
鈦	титану
斷裂	перелом
斷裂	зламані
簡訊	sms
簡訊	смс
安撫	вгамувати
鶯歌	інге
著陸	посадка
著陸	посадку
佛教徒	буддійський
釘	nail
延後	відкласти
猶他	юта
水管	труби
脖子	шия
脖子	шию
開車	драйв
開車	пристрій
開車	привід
開車	drive
班長	відділення
班長	загін
沙子	пісок
比對	відповідності
比對	відповідність
比對	збіг
比對	відповідність
比對	матч
比對	двобій
比對	сірники
化妝品	макіяж
化妝品	грим
化妝品	косметика
化妝品	косметику
化妝品	косметика
形容詞	прикметник
形容詞	прикметників
可逆	незворотні
創傷	травми
創傷	травма
創傷	важке
產卵	нерест
所有權	власники
所有權	належність
所有權	власник
所有權	власність
含義	сенс
含義	значення
地毯	килим
地毯	килим
鼻音	носова
一致性	узгодженість
一致性	сумісність
維生素	вітаміни
維生素	вітамін
營救	врятувати
營救	рятівник
營救	порятунок
冥王	аїд
韃靼	татарстан
韃靼	татарина
韃靼	татарин
韃靼	татар
加沙	гази
加沙	газа
勘察	зйомка
古蘭經	коран
護衛艦	фрегат
陡峭	круті
檢索	отримати
檢索	отримання
檢索	отриману
檢索	отримано
美德	поведінка
美德	молодшої
美德	чесноти
教訓	урок
妊娠	вагітність
肥沃	родючі
孫女	онука
猶他州	юта
深化	поглибити
深化	поглиблює
男朋友	хлопець
護送	супроводу
橘色	апельсин
橘色	помаранчевий
暗戀	близьке
暗戀	попасти
暗戀	визнають
暗戀	крах
下雨	дощ
下雨	дощ
眼科	офтальмологія
撒哈拉	сахара
墳墓	могила
墳墓	гробниця
墳墓	господній
墳墓	могили
墳墓	могили
墳墓	могили
墳墓	могила
墳墓	могилу
校正	корекція
校正	калібрування
接吻	поцілунки
格陵蘭	ґренландії
抽取	видобування
萬代	bandai
江河	річка
江河	ріка
發酵	бродіння
石灰	lime
有效率	ефективна
製圖	картографія
製圖	відображення
空洞	пуста
手錶	дивитися
手錶	подивитися
手錶	дивіться
手錶	дивися
手錶	спостерігати
手錶	годинники
手錶	зацікавленість
手錶	спостерігає
花旗	citigroup
本能	інстинкт
冷凍	завмирає
基石	стрижень
分居	відокремлених
分居	розійшлися
分居	розділені
分居	поділ
分居	separation
分居	розділення
分居	відокремлення
堅固	суцільна
堅固	твердий
堅固	суцільний
堅固	суцільне
賺取	заробляти
賺取	заслужити
賺取	заробив
致癌	канцерогени
薪酬	винагорода
