nasr	nasr
avansate	zaawansowany
trenuri	pociągów
trenuri	pociągi
tratarea	traktowanie
antena	danie
antena	antena
antena	anteny
umbra	cieniu
umbra	cienia
umbra	shadow
umbra	cień
umbra	odcień
umbra	cienia
umbra	cieniu
umbra	cień
vocală	samogłoska
creuse	creuse
omorât	zamordowany
omorât	zamordowana
omorât	zabici
omorât	zabił
omorât	zabita
omorât	zabity
mărturii	referencje
mărturii	zeznania
mărturii	świadectwa
mărturii	zeznanie
mărturii	zeznania
aaron	aaron
aaron	aarona
falls	spada
falls	falls
falls	opada
falls	wodospad
figură	rysunek
figură	figura
paraná	paraná
transformare	przemiana
transformare	przemiany
transformare	transformacji
transformare	transformacja
transformare	przekształcenie
academică	akademickich
academică	akademickie
promovează	promować
promovează	promowanie
promovează	promować
digitale	cyfrowy
digitale	cyfrowa
digitale	cyfrowe
digitale	digital
abbas	abbas
hcm	hcm
grafic	wykres
grafic	grafiki
grafic	graficzny
grafic	grafika
grafic	graficzne
grafic	wykres
antrenori	trenerów
antrenori	trenerów
contul	konto
contul	rachunek
contul	konta
pedeapsa	karne
pedeapsa	kara
pedeapsa	karny
pedeapsa	kara
pedeapsa	kary
bancă	banku
bancă	bankowe
bancă	bank
bancă	ławki
bancă	ławkę
bancă	ławce
mei	mei
sevilla	sevilla
definite	zdefiniowano
definite	zdefiniowane
definite	określonych
definite	zdefiniowana
definite	zdefiniowany
definite	zdefiniowanych
pauză	pauza
pauză	break
pauză	przerwa
pauză	złamać
allan	allan
seminarul	seminaria
seminarul	seminarium
săptămâna	tygodnia
săptămâna	tydzień
săptămâna	tygodniu
globală	globalny
globală	global
globală	globalna
globală	globalnego
globală	globalne
torre	torre
conan	conan
brescia	brescia
sarcini	zadania
sarcini	zadań
circuitul	obwody
circuitul	obwód
înfrânt	pokonany
înfrânt	pokonał
înfrânt	pokonani
hrușciov	chruszczow
roxana	roxana
ferrara	ferrara
string	sznur
string	łańcuch
string	strun
string	sznurek
julian	julian
julian	juliana
mandatului	mandat
mandatului	upoważnienie
mandatului	mandatu
collins	collins
collins	collinsa
ontario	ontario
valoroase	cenne
valoroase	wartościowy
valoroase	cenna
valoroase	wartościowe
valoroase	cenny
pianist	pianista
reclamă	komercyjny
reclamă	komercyjne
reclamă	reklamy
reclamă	reklama
reclamă	reklamę
merite	zasług
merite	zasługi
tong	tong
neagu	neagu
comunicații	komunikaty
comunicații	łączności
comunicații	komunikacja
comunicații	komunikacji
comunicații	łączność
manga	manga
electorală	wyborczych
indo	indo
marketing	marketing
marketing	obrót
marketing	marketingu
declara	oświadczam
montreal	montrealu
ribbentrop	ribbentrop
scade	zmniejszyć
scade	spadek
scade	zmniejszenie
ton	tuńczyk
ton	tonie
ton	ton
ton	tonu
cheia	klucz
cheia	kluczowe
cheia	klucze
cheia	klawisz
cheia	key
britannica	britannica
romanov	romanow
mecanice	mechaniczny
mecanice	mechaniczne
vrh	vrh
ascunde	ukryj
mobil	mobile
mobil	mobilnej
mobil	mobilne
mobil	komórka
sean	sean
sean	seana
schi	narty
schi	ski
schi	narciarstwo
schi	narty
depozite	magazyny
depozite	depozytów
depozite	depozyty
fictiv	fikcyjne
fictiv	fikcyjna
aeroport	lotnisko
talentul	talenty
talentul	talentu
talentul	talent
oklahoma	oklahoma
terestră	lądowe
terestră	naziemne
terestră	lądowych
permisiunea	zezwolenie
permisiunea	pozwolenie
bernhard	bernhard
nepoata	wnuczki
nepoata	wnuczkę
nepoata	wnuczka
nepoata	siostrzenica
nepoata	siostrzenicy
nepoata	siostrzenicą
nepoata	siostrzenicę
bătut	pokonany
bătut	zbity
bătut	bita
bătut	bity
bătut	pobity
pragul	próg
ouă	jaja
ouă	jaj
ouă	jajka
ouă	jajeczka
ușa	drzwi
aristotel	arystoteles
lucilia	lucilia
alpha	alpha
alpha	alfa
firmă	firma
firmă	kancelaria
atlético	atlético
liudmila	ludmiła
contrar	sprzeczne
sprijină	obsługuje
sprijină	wspiera
sprijină	popiera
tipărită	drukowane
tipărită	wydrukowane
rica	rica
imnul	hymn
chirurgie	zabieg
chirurgie	operacja
chirurgie	chirurgii
chirurgie	chirurgia
madison	madison
icoana	ikony
icoana	ikona
icoana	ikonę
amy	amy
klaus	klaus
adriana	adriana
pași	kroków
pași	stopnie
pași	etapy
pași	schody
pași	kroki
spațial	przestrzennych
spațial	przestrzenne
legislația	prawodawstwo
legislația	prawodawstwa
legislația	ustawodawstwo
butler	butler
butler	lokaj
discutat	omówione
discutat	omówiono
inutil	bezcelowe
inutil	bezużyteczny
inutil	bezużyteczne
rolling	rolling
explicație	wyjaśnienie
explicație	wyjaśnienia
ritm	rytm
ritm	rytmu
hudson	hudson
placa	tabliczka
bursa	bursa
bursa	stypendium
nori	chmury
edmund	edmund
mercedes	mercedes
mercedes	mercedesa
intelectuali	intelektualistów
intelectuali	intelektualnej
împotrivă	przeciwko
împotrivă	przeciw
proprietari	właściciele
proprietari	właścicielami
proprietari	właścicieli
protejat	chroniony
protejat	chroniona
protejat	chronione
protejat	zabezpieczone
ronald	ronald
alin	alin
colective	zbiorowego
colective	zbiorowe
popularitate	popularności
popularitate	popularność
gândit	myślałem
gândit	myślał
gândit	myśl
gândit	pomyślał
homo	homo
homo	gej
homo	gejowskie
homo	gay
homo	gejem
castle	zamek
castle	castle
castle	zamku
droguri	prochy
droguri	narkotyki
droguri	leki
droguri	lek
droguri	narkotyków
droguri	narkotyk
droguri	narkotyki
willem	willem
execuție	realizacja
execuție	egzekucja
execuție	wykonanie
jucând	odtwarzanie
jucând	granie
jucând	gra
intervenit	interweniował
generat	wytwarzane
generat	wytworzone
generat	generowane
succese	sukcesów
succese	sukcesy
succese	sukces
succese	sukcesu
succese	sukcesów
succese	sukcesy
succese	powodzenie
bratislava	bratysława
damasc	damaszku
nuvelă	powieść
nuvelă	powieści
nuvelă	novella
morbihan	morbihan
publica	opublikować
publica	publikowanie
publica	publikować
card	kartka
card	karta
card	kartę
card	karty
card	wizytówka
reformei	reformę
reformei	reform
reformei	reforma
reformei	reformy
necunoscute	nieznany
necunoscute	nieznana
necunoscute	nieznane
filipine	filipiny
secundară	wtórne
secundară	drugorzędne
secundară	wtórnego
promis	obiecano
promis	obiecane
promis	obiecała
promis	obiecałem
promis	obiecał
rin	rin
rin	ren
rin	renie
incident	incydent
semnificația	znaczenie
plecare	wyjazd
plecare	wylot
plecare	odjazd
plecare	odlot
memorii	pamiętniki
gândire	myślenia
gândire	myśleć
gândire	myślenie
gândire	myśli
identificate	zidentyfikowane
identificate	zidentyfikowano
identificate	zidentyfikowany
identificate	stwierdzone
vladimirescu	vladimirescu
anatomia	anatomii
farmacie	aptece
farmacie	apteka
farmacie	apteki
biți	kawałki
biți	bity
mexican	meksykanie
mexican	meksykańskie
mexican	meksykański
mexican	meksykańska
five	pięciu
five	pięć
portrete	portrety
pictate	malowane
aleksandr	aleksandr
parcuri	parki
pozitivă	pozytywna
pozitivă	pozytywne
pozitivă	dodatni
pozitivă	pozytywnie
pozitivă	pozytywny
tipărit	drukowane
tipărit	wydrukowane
sângele	krwi
sângele	blood
sângele	krew
marchiz	markiz
marchiz	markiza
marchiz	marquis
yemen	jemenie
cântând	śpiewanie
cântând	śpiewać
cântând	śpiew
cântând	śpiewa
cântând	śpiewam
stiluri	style
norvegian	norweskie
norvegian	norweskiego
norvegian	norweski
împușcat	zastrzelony
împușcat	postrzelony
împușcat	ujęcie
împușcat	strzał
sălbatică	wild
sălbatică	dziki
sălbatică	dziko
sălbatică	dzika
sălbatică	dzikie
teamă	strachu
teamă	strach
teamă	lęk
statui	posągi
sâmbătă	soboty
sâmbătă	sobotę
sâmbătă	sobota
profesioniști	specjalistów
profesioniști	specjaliści
profesioniști	profesjonalistów
profesioniști	zawodowcy
profesioniști	profesjonaliści
irlandez	irlandczycy
irlandez	irlandzkie
irlandez	irlandzki
irlandez	irlandczyk
irlandez	irlandzka
consilieri	doradcy
consilieri	doradców
consilieri	doradcy
consilieri	doradców
consilieri	doradcy
bunica	babci
bunica	babcia
bunica	babka
bunica	babci
bunica	babcia
bunica	babci
bunica	babcia
lituaniei	litwy
lituaniei	litwa
limitate	ograniczona
limitate	ograniczony
limitate	ograniczone
limitate	limited
pereți	mury
pereți	ścian
pereți	ściany
sándor	sándor
cosmin	cosmin
perry	perry
sept	sept
distincție	rozróżnienie
distincție	wyróżnienie
platformă	peron
platformă	platformie
platformă	platforma
platformă	platformy
platformă	platform
cronici	kroniki
cronici	chronicles
rugăciune	modlitwie
rugăciune	modlitwy
rugăciune	modlitwę
rugăciune	modlitwa
luther	luther
personalitatea	osobowość
personalitatea	osobowości
atelierul	warsztat
atelierul	warsztaty
cook	cook
cook	kucharza
cook	kucharz
cook	gotować
tighina	bendery
tara	ojczyzna
tara	kraje
tara	kraju
tara	kraj
tara	państwo
tara	tara
tara	tary
blois	blois
abur	parowa
abur	pary
abur	para
oleg	oleg
respectarea	zgodność
vama	celne
vama	cła
vama	cło
interimar	okresowego
interimar	tymczasowe
interimar	tymczasowy
adult	dorośli
adult	dorosły
adult	dorosłych
adult	dorosła
împarte	podział
împarte	podziel
împarte	split
experimental	eksperymentalne
dir	dir
logica	logika
logica	logiczne
logica	logikę
logica	logiki
helsinki	helsinkach
julia	julii
julia	julia
mussolini	mussolini
scooby	scooby
faimos	sławne
faimos	znana
faimos	znany
faimos	sławny
faimos	sławna
nuntă	ślub
nuntă	wesele
nuntă	weselny
magdalena	magdalena
anastasia	anastazja
posterior	tylny
posterior	tylnej
bat	kij
bat	bat
bat	nietoperz
apr	apr
apr	kwiecień
mintea	umysłu
mintea	umysł
dmitri	dmitrij
dmitri	dmitrij
americanii	amerykanie
americanii	amerykanów
alexei	aleksiej
sârb	serbem
sârb	serbski
documentul	dokumenty
documentul	dokument
documentul	dokumentu
baba	baba
baba	babę
codreanu	codreanu
preocupat	zaniepokojony
brusc	nagle
brusc	nagłe
brusc	nagła
debehogne	debehogne
japonezi	japońska
japonezi	japoński
japonezi	japońskie
japonezi	japończycy
inspirată	inspiracja
inspirată	zainspirowany
inspirată	inspirujące
paraguay	paragwaju
consacrat	poświęcone
consacrat	poświęcona
consacrat	poświęconej
jennifer	jennifer
facto	facto
cantal	cantal
izolat	izolowane
izolat	odizolowane
berg	berg
anulat	odwołane
anulat	odwołany
anulat	anulowane
anulat	odwołany
anulat	odwołane
anulat	anulowane
precizează	określić
evaluare	rating
evaluare	ocena
evaluare	ranking
evaluare	ocena
evaluare	oceny
evaluare	ocena
evaluare	wycena
evaluare	wyceny
asediu	oblężenie
divizat	podzielona
divizat	dzielone
divizat	podzielone
divizat	podzielony
divizat	podział
divizat	podziel
divizat	split
bergamo	bergamo
taxe	podatki
taxe	opłat
taxe	opłaty
novo	novo
încurajat	zachęca
enterprise	przedsiębiorczość
enterprise	przedsiębiorstwo
enterprise	przedsięwzięcie
enterprise	enterprise
inamic	wróg
inamic	wrogowie
inamic	wroga
vehicul	pojazd
vehicul	pojazdy
vehicul	nośnik
vehicul	pojazdu
botanică	botaniki
botanică	botaniczny
arma	broń
arma	bron
arma	broń
arma	pistolet
arma	gun
diferențele	różnice
servi	służyć
hanul	inn
presupus	założono
presupus	podobno
presupus	przypuszczalnie
presupus	domniemanego
nagy	nagy
musulmane	muzułmańskich
musulmane	muzułmanie
modificată	zmodyfikowane
modificată	zmienione
modificată	zmodyfikowany
modificată	modyfikowane
modificată	zmieniony
modificată	zmieniona
modificată	zmienione
modificată	zmieniony
arakan	arakan
definitivă	ostateczny
definitivă	ostateczne
rasa	rasy
rasa	rasa
rasa	wyścig
rasa	rasy
rasa	race
rasa	rasa
restaurarea	przywrócenie
restaurarea	odbudowa
restaurarea	odtworzenie
restaurarea	przywrócenia
cafenea	kawiarni
cafenea	cafe
cafenea	kawiarnia
cafenea	kawiarni
cafenea	kawiarnia
cafenea	café
permanente	stałe
permanente	stała
permanente	trwałe
permanente	stały
vizibilă	widoczna
vizibilă	widoczny
vizibilă	widoczne
asociație	skojarzenia
asociație	stowarzyszenia
asociație	association
asociație	stowarzyszenie
index	indeks
index	spis
index	wskaźnik
index	indeksu
obișnuită	zwykły
obișnuită	zwyczajne
obișnuită	zwykłych
obișnuită	zwykła
obișnuită	zwyczajny
obișnuită	zwykłe
moral	moralnie
moral	moralny
moral	morał
moral	moralne
moral	moralność
kenneth	kenneth
trofee	trofea
asigurări	ubezpieczenie
asigurări	ubezpieczenia
dispute	kłótnie
dispute	sporów
dispute	spory
portughez	portugalii
portughez	portugalski
portughez	portugalska
portughez	portugalskie
portughez	portugalskim
funcționar	urzędnik
haiti	haiti
sindromul	syndrom
locație	lokalizacja
locație	położenie
prezență	obecność
prezență	uczestnictwo
prezență	obecność
prezență	występowanie
eugene	eugene
persan	perski
traseu	ślad
traseu	szlak
traseu	drodze
traseu	szlak
traseu	trasy
traseu	trasa
îmbunătățit	poprawiony
îmbunătățit	poprawy
îmbunătățit	poprawione
îmbunătățit	wzmocniona
îmbunătățit	wzmocnionej
îmbunătățit	zwiększona
îmbunătățit	wzmocnione
vinde	sprzedać
atlantique	atlantique
arhitecturale	architektoniczne
arhitecturale	architektury
logic	logika
logic	logiczne
logic	logicznie
logic	logiczny
logic	logika
logic	logiczne
logic	logikę
logic	logiki
precizie	precyzji
precizie	dokładność
precizie	precyzyjne
precizie	precyzja
precizie	dokładność
precizie	dokładności
meyer	meyer
măsoară	środek
măsoară	środka
măsoară	miara
măsoară	miary
dom	kopuły
dom	dome
dom	kopuła
dom	dom
über	über
fame	sława
fame	sławę
fame	sławy
controlat	kontrolowane
controlat	kontrolowana
controlat	kontrolowanych
controlat	kontrolowany
acționat	działał
acționat	działała
coleg	koleżanka
coleg	kolega
coleg	współpracownika
coleg	współpracownik
express	ekspres
express	express
express	ekspresowe
amt	amt
nel	nel
baltice	bałtyckiego
mustafa	mustafa
ardere	spalania
ardere	spalanie
ardere	spalanie
ardere	pali
ardere	płonie
ardere	palenie
ardere	spalenie
ardere	pieczenie
cost	koszt
cost	koszty
modifică	zmodyfikować
boeing	boeing
întoarcere	wróć
întoarcere	zwrot
întoarcere	zamian
întoarcere	powrót
cercetătorii	naukowcy
cercetătorii	badacze
cercetătorii	naukowców
peșteră	jaskinia
peșteră	jaskini
senat	senatu
senat	senat
gay	gejów
gay	geje
gay	gej
gay	gejowskie
gay	gay
gay	gejem
creta	kreta
creta	kreda
ming	ming
montgomery	montgomery
egiptean	egipski
egiptean	egipcjanie
variabile	zmienna
variabile	zmiennej
variabile	zmienne
variabile	zmienny
variabile	zmiennych
variabile	zmienne
mediterană	śródziemnego
metale	metale
metale	metalowe
metale	metalowy
metale	metal
metale	metale
pană	pióro
pană	piórko
bush	bush
bush	buszu
bush	krzaki
standardele	standardy
standardele	normy
standardele	norm
daneză	duńskie
daneză	duński
daneză	duńskim
verticală	pionowa
verticală	pionowo
verticală	pionowe
renunță	odwołać
renunță	anuluj
azerbaidjan	azerbejdżan
niveluri	poziomy
niveluri	poziomów
mitchell	mitchell
mantova	mantova
notat	zauważył
notat	zauważyć
notat	odnotowane
notat	odnotowano
notat	stwierdzone
strategică	strategicznych
strategică	strategiczne
strategică	strategiczny
cambodgia	kambodży
cambodgia	kambodży
pablo	pablo
morris	morris
lent	powoli
lent	wolno
prevăzută	przewidziana
prevăzută	przewidziane
prevăzută	przewidywane
academice	akademickich
academice	akademickie
ice	lód
ice	ice
ice	lodu
kate	kasia
kate	kate
aurora	aurora
sinod	synod
rou	rou
maría	maría
oregon	oregon
bănci	banks
bănci	banki
bănci	bankami
bănci	banków
bănci	ławy
bănci	ławki
restaurant	restauracja
restaurant	restauracji
afectate	dotknięty
afectate	dotknięte
baltă	kałuża
baltă	kałuży
pavia	pawii
structurile	konstrukcje
structurile	budowle
structurile	struktury
structurile	konstrukcji
impuse	nałożono
impuse	nałożone
silezia	śląski
silezia	śląsk
uriaș	gigant
uriaș	olbrzymie
uriaș	olbrzymi
uriaș	olbrzym
tabere	obozy
tabere	obozach
alma	alma
atribuie	przypisać
formulă	wzór
formulă	formuła
kentucky	kentucky
indicat	wskazany
indicat	wskazano
indicat	wskazana
indicat	wskazane
mărfuri	cargo
mărfuri	ładunek
mărfuri	towarów
mărfuri	towary
belle	belle
grâu	pszenica
grâu	pszenicy
cuantică	kwantowa
cuantică	kwantowej
văzute	widziałem
văzute	widziane
văzute	widziany
văzute	wyświetlone
văzute	postrzegane
walt	walt
walt	walta
dublin	dublinie
dublin	dublina
dublin	dublin
festivaluri	festiwale
ball	piłkę
ball	ball
ball	piłka
ball	kula
rusesc	rosyjski
rusesc	rosyjska
rusesc	rosyjskie
rusesc	rosjanin
concepte	koncepcji
concepte	pojęcia
concepte	koncepcje
concepte	pojęć
padova	padwy
echivalentul	równowartość
echivalentul	odpowiednik
echivalentul	równoważny
echivalentul	ekwiwalent
echivalentul	równoważne
fani	fani
fani	fanów
fani	wentylatory
fani	kibice
afirmând	potwierdzając
postum	pośmiertne
postum	pośmiertnie
postum	pośmiertnie
plovdiv	płowdiw
participanții	uczestników
participanții	uczestnikom
participanții	uczestnicy
mandate	nakazy
morminte	groby
morminte	grobowce
morminte	groby
morminte	grobów
morminte	graves
colegi	współpracownicy
colegi	współpracowników
potențialul	potencjał
exactă	dokładne
exactă	dokładny
exactă	dokładna
horror	grozy
horror	horror
vizibile	widoczna
vizibile	widoczny
vizibile	widoczne
uss	uss
flash	błysk
flash	flash
duminica	niedziele
duminica	sunday
duminica	niedziela
duminica	niedzielny
srl	llc
srl	srl
srl	ltd
materia	materia
materia	materii
persia	persji
elementare	podstawowy
elementare	podstawowej
elementare	pierwotnych
christina	christina
christina	krystyna
arhipelagul	archipelagu
datorat	należne
succesiunea	dziedziczenia
protocol	protokołu
protocol	protokoły
protocol	protokół
update	aktualizacja
update	aktualizacji
update	uaktualnienie
execută	wykonać
execută	wykonaj
ecuador	ekwador
bull	byka
bull	byk
bull	bull
kenya	kenii
îngropat	zakopane
îngropat	pogrzebany
îngropat	pochowany
îngropat	zakopany
november	listopada
november	listopadzie
november	listopad
locații	lokalizacji
locații	lokalizacje
locații	miejsca
biblie	biblia
biblie	biblię
biblie	biblii
fabricat	wyprodukowane
fabricat	wytworzone
fabricat	wyprodukowano
fabricat	wyprodukowany
fabricat	produkowane
durere	ból
durere	bólu
durere	bóle
durere	cierpienie
întâlniri	zebrania
întâlniri	spotkania
întâlniri	spotkań
întâlniri	posiedzenia
întâlniri	spotkania
întâlniri	spotkań
recomandat	zalecany
recomandat	zalecana
recomandat	zalecane
recomandat	polecane
lucrând	pracujący
lucrând	pracujemy
taiwan	tajwan
taiwan	tajwanu
dramatică	dramatyczne
dramatică	dramatycznie
dramatică	dramatyczny
populată	zaludnionych
tereza	teresa
tereza	teresa
tereza	theresa
semifinale	półfinały
dex	dex
semnată	podpisany
semnată	podpisano
semnată	podpisana
semnată	podpisane
baptiste	baptiste
stelele	gwiazd
stelele	gwiazdki
stelele	gwiazdy
stelele	gwiazdek
emisă	wyemitowane
emisă	wydany
emisă	wydane
emisă	wydawane
emisă	wydano
emisă	emitowanych
emisă	emitowane
compuși	związki
sovieticii	sowieci
praf	kurzu
praf	pył
praf	kurz
praf	proszek
praf	proch
haga	hadze
zeus	zeusa
zeus	zeus
animat	animowany
animat	animowany
nintendo	nintendo
locuită	zamieszkana
semnal	sygnał
ceas	zegarek
ceas	obserwuj
ceas	zegar
democrație	demokracji
democrație	demokracja
alfa	alpha
alfa	alfa
alfa	alfa
expune	ujawnić
fantastică	fantastyczny
fantastică	fantastyczne
fantastică	fantastyczna
fantastică	fantastycznie
partener	partner
partener	partnerka
partener	partnerem
partener	partnera
partener	wspólnik
cerințele	wymagania
cerințele	wymogi
amenințare	zagrożenia
amenințare	zagrożenie
amenințare	groźba
amenințare	groźby
inventator	wynalazca
bolta	skarbiec
bolta	skarbca
bolta	skarbcu
lovituri	kopie
lovituri	wieje
vizitează	odwiedziny
vizitează	wizyta
vizitează	wizyty
vizibil	widoczna
vizibil	widoczny
vizibil	widoczne
rgb	rgb
sporturi	sport
sporturi	sporty
sporturi	sportowe
informatii	info
informatii	informacje
informatii	informacja
informatii	informacje
informatii	informacja
observație	obserwacji
observație	obserwację
observație	obserwacja
observație	obserwacje
parker	parkera
parker	parker
zeilor	bogowie
zeilor	bogów
liechtenstein	liechtenstein
liechtenstein	liechtensteinu
discovery	odkrycia
discovery	odkrywanie
discovery	odkrycie
discovery	discovery
găsiți	znajdź
găsiți	znaleźć
dur	ostro
dur	szorstki
dur	twardziel
dur	twardy
dur	twarda
tăiat	cięcie
etajul	piętrze
etajul	piętro
etajul	podłoga
chapelle	chapelle
chapelle	chapelle
chapelle	chappelle
strategie	strategia
strategie	strategii
peisaj	krajobraz
peisaj	krajobrazy
attila	attila
experiment	eksperyment
finalizată	zrealizowane
finalizată	zakończone
finalizată	zakończona
finalizată	zaliczone
finalizată	ukończone
vinci	vinci
reptile	gada
reptile	gady
reptile	gady
constat	polegał
convinge	przekonać
convinge	przekonać
sportul	sport
leul	lwa
leul	lew
personalul	personelu
personalul	personel
personalul	personelu
personalul	personel
personalul	pracownicy
personalul	kadra
personalul	kadry
aron	aron
preveni	zapobiegać
preveni	zapobiec
plată	wypłata
plată	zapłata
plată	płatności
plată	płatność
prize	gniazda
won	wygrane
won	won
won	wygrał
integrarea	integracja
integrarea	integracji
integrarea	integrację
reci	zimno
reci	chłód
reci	zimne
reci	zimny
reci	zimna
integrat	zintegrowana
integrat	zintegrowane
integrat	zintegrowany
fabricate	wyprodukowane
fabricate	wytworzone
fabricate	wyprodukowano
fabricate	wyprodukowany
fabricate	produkowane
roosevelt	roosevelta
roosevelt	roosevelt
nuvela	novella
vasili	wasilij
aviație	lotnictwa
aviație	lotnictwo
spanioli	hiszpanie
spanioli	hiszpanie
spanioli	hiszpańskie
spanioli	hiszpańska
spanioli	hiszpański
heinz	heinz
petit	petit
thompson	thompson
wallace	wallace
monarh	monarcha
beethoven	beethoven
beethoven	beethovena
ploaie	deszcz
ploaie	rain
islamului	islamu
islamului	islam
bremen	bremen
zagora	zagora
artificial	sztucznie
artificial	sztuczna
artificial	sztuczny
artificial	sztuczne
solară	słoneczna
solară	słoneczny
solară	słoneczne
disponibilă	dostępny
disponibilă	dostępna
disponibilă	dostępne
reprezentative	reprezentatywna
reprezentative	przedstawiciel
reprezentative	reprezentatywne
reprezentative	przedstawiciela
marino	marino
fetele	dziewczyny
fetele	dziewczynki
fetele	girls
fetele	dziewczęta
primită	otrzymała
primită	otrzymana
primită	otrzymano
primită	otrzymany
primită	otrzymane
strategia	strategia
strategia	strategii
transmise	przekazywane
transmise	przekazany
transmise	przekazana
transmise	przesłane
transmise	przekazane
culmea	grzbiet
culmea	ridge
identice	identyczne
identice	identyczny
identice	identyczna
fotografia	zdjęcia
fotografia	foto
fotografia	fotografia
fotografia	zdjęcie
fotografia	fotografie
fotografia	fotografii
fotografia	photography
fotografia	fotografia
fotografia	zdjęcia
locuite	zamieszkana
albrecht	albrecht
aia	że
separarea	rozdzielenie
separarea	separacji
separarea	oddzielenie
datoria	obowiązek
datoria	obowiązki
datoria	cło
interpretări	interpretacji
scrisoarea	list
scrisoarea	pismo
scrisoarea	litera
eroul	bohatera
eroul	hero
eroul	bohater
eroul	bohaterze
aviației	lotnictwa
aviației	lotnictwo
rupt	rozbite
rupt	złamane
rupt	łamane
rupt	złamana
rupt	złamany
rupt	wyrwał
integrate	zintegrowana
integrate	zintegrowane
integrate	zintegrowany
panama	panama
panama	panamy
afc	afc
utilizări	wykorzystuje
utilizări	używa
utilizări	zastosowań
utilizări	zastosowania
greaca	grecki
greaca	grecka
greaca	grecja
greaca	greckie
nancy	nancy
comisie	komisja
comisie	prowizji
comisie	komisji
westfalia	westfalia
arkansas	arkansas
sinteza	syntezy
aripa	skrzydło
aripa	wing
cauzele	powoduje
cauzele	przyczyny
cauzele	przyczyn
graz	graz
veniturile	dochód
veniturile	przychód
veniturile	przychody
veniturile	dochody
veniturile	dochód
veniturile	przychód
veniturile	przychody
veniturile	dochodów
veniturile	dochody
atomic	atomowa
atomic	atomowej
atomic	atomowe
clinton	clintona
clinton	clinton
continuând	kontynuacja
continuând	kontynuując
continuând	kontynuuje
continuând	kontynuowanie
împărăteasă	cesarzowa
integrare	integracja
integrare	integracji
integrare	integrację
districtele	dzielnice
districtele	okręgi
districtele	okręgów
miercurea	środy
miercurea	środę
miercurea	środa
miercurea	środy
scenele	sceny
scenele	scen
dramatice	dramatyczne
dramatice	dramatycznie
dramatice	dramatyczny
aurelian	aurelian
transmiterea	transmisji
transmiterea	przesyłanie
transmiterea	transmisja
transmiterea	przekazanie
ralph	ralph
hunter	łowca
hunter	hunter
hunter	myśliwy
armeni	ormian
armeni	armenii
vera	vera
sferturi	kwatery
sferturi	kwatera
borsod	borsod
demo	demo
demo	demonstracja
standarde	standardy
standarde	normy
standarde	norm
minimă	minimalna
minimă	minimum
minimă	minimalny
minimă	minimalna
minimă	minimalne
minimă	minimum
minimă	minimalny
simț	wyczucie
simț	zmysł
simț	sens
simț	sensie
simț	poczucie
desemna	wyznaczają
desemna	wyznaczyć
câteodată	czasami
câteodată	czasem
utilă	użyteczny
utilă	przydatne
utilă	użyteczne
utilă	przydatny
utilă	przydatna
utilă	przydatna
utilă	pomocny
utilă	pomocna
utilă	pomocne
montferrat	montferratu
dotat	utalentowany
dotat	utalentowana
păstrată	zakonserwowane
păstrată	zachowana
păstrată	zachowany
păstrată	zachowane
clape	klawiatury
isabella	izabela
isabella	isabella
predare	nauczanie
predare	uczenie
predare	nauczania
predare	przekazania
airlines	airlines
sănătatea	zdrowie
sănătatea	zdrowia
transfermarkt	transfermarkt
rareori	rzadko
zimbru	zimbru
climă	klimat
abaúj	abaúj
pătrat	plac
pătrat	kwadrat
pătrat	kwadratowy
pătrat	square
pătrat	kwadratowe
raze	promienie
epic	epic
grație	łaska
grație	grace
grație	łaski
avere	fortuna
avere	fortunę
avere	fortuny
avere	majątek
avere	bogactwo
avere	bogactwa
windsor	windsor
prevede	zapewnia
prevede	dostarcza
fin	fin
birou	biura
birou	biuro
birou	biurowe
birou	urząd
birou	pulpitu
birou	pulpit
birou	desktop
secretul	sekret
secretul	secret
secretul	tajne
secretul	tajemnica
trilogia	trylogii
aniversare	urodzinowy
aniversare	urodzinowe
aniversare	urodziny
aniversare	rocznica
gonzaga	gonzaga
pib	pkb
frumusețea	uroda
frumusețea	piękność
frumusețea	cudo
frumusețea	piękno
executată	zrealizowane
executată	wykonany
executată	wykonane
executată	wykonywane
executată	stracony
musulmană	muzułmańskich
musulmană	muzułmanie
rob	rob
rob	roba
mehmed	mehmed
concret	betonu
concret	konkretne
concret	beton
concret	konkretny
frumusețe	uroda
frumusețe	piękność
frumusețe	cudo
frumusețe	piękno
laboratorul	laboratorium
laboratorul	laboratoryjne
laboratorul	laboratorium
mâini	ręce
mâini	dłonie
ala	ala
batalionul	batalion
batalionul	batalionu
decorative	dekoracyjne
decorative	dekoracja
conștient	świadomy
conștient	świadome
conștient	świadoma
conștient	świadomi
conștient	świadome
conștient	świadoma
conștient	świadomy
raluca	raluca
sectoare	sektory
șansă	szansę
șansă	szanse
șansă	chance
șansă	szansa
autostrada	autostrada
autostrada	autostrady
autostrada	autostrady
autostrada	autostrada
autostrada	highway
autostrada	autostradzie
compozitori	kompozytorów
fabricație	wytwarzanie
fabricație	produkcja
fabricație	wytwarzanie
fabricație	produkcja
alegere	wyboru
alegere	wybór
notre	notre
moștenire	dziedzictwo
moștenire	dziedzictwo
moștenire	spadek
mode	tryb
negocierile	negocjacji
negocierile	negocjacje
linda	linda
linda	lindo
split	podział
split	podziel
split	split
cascada	wodospadu
cascada	wodospad
lev	lew
colin	colina
colin	colin
legendele	legend
