arhiducele	ерцхерцог
divizat	разделено
divizat	разделени
divizat	разделен
divizat	разделим
divizat	разделен
divizat	сплит
divizat	разделяне
bergamo	бергамо
taxe	данъците
taxe	данъци
taxe	хонорари
taxe	такси
novo	novo
încurajat	насърчавани
enterprise	предприятие
enterprise	ентърпрайз
enterprise	ентърпрайс
enterprise	enterprise
inamic	враг
inamic	врагът
inamic	врагове
vehicul	автомобил
vehicul	возило
botanică	ботаника
botanică	ботаническа
arma	оръжие
arma	пистолет
arma	оръжие
diferențele	разлики
diferențele	различия
servi	служи
hanul	inn
presupus	предполагаемо
presupus	предполагаеми
presupus	предполагаема
presupus	предполагаемо
presupus	предполагаем
presupus	предполагаема
presupus	предполагаемо
nagy	наги
musulmane	мюсюлманин
musulmane	мюсюлмански
musulmane	мюсюлмани
musulmane	мюсюлманска
modificată	променени
modificată	променено
modificată	модифициран
modificată	променен
modificată	модифицирани
modificată	модифицирана
modificată	изменено
modificată	изменен
modificată	изменени
modificată	изменена
definitivă	окончателни
definitivă	окончателно
rasa	порода
rasa	надпревара
rasa	надбягване
rasa	състезание
rasa	раса
restaurarea	възстановяване
cafenea	кафене
cafenea	кафене
permanente	постоянен
permanente	постоянни
permanente	постоянна
vizibilă	видима
vizibilă	видими
vizibilă	видимо
asociație	сдружение
asociație	асоциация
asociație	асоцииране
index	индекс
index	индекси
index	показател
obișnuită	обикновен
obișnuită	обикновена
obișnuită	обикновени
moral	морално
moral	морал
moral	морална
moral	морален
moral	морални
moral	морално
kenneth	кенет
trofee	трофеи
trofee	трофеите
asigurări	застраховка
asigurări	застраховки
asigurări	застраховане
dispute	спорове
dispute	споровете
portughez	португалски
funcționar	чиновник
haiti	хаити
sindromul	синдром
sindromul	синдрома
sindromul	синдромът
locație	местоположение
locație	място
locație	местонахождение
locație	локация
prezență	присъствието
prezență	присъствие
prezență	наличие
prezență	присъствие
eugene	юджийн
persan	персийски
sinaia	синая
traseu	пътека
traseu	следа
traseu	диря
traseu	маршрут
traseu	път
traseu	трасе
îmbunătățit	подобрен
îmbunătățit	подобрени
îmbunătățit	подобрена
îmbunătățit	подобрено
îmbunătățit	засилено
vinde	продава
atlantique	atlantique
arhitecturale	архитектурни
logic	логически
logic	логично
logic	логически
logic	логика
precizie	прецизност
precizie	точност
precizie	прецизно
precizie	точност
meyer	майър
meyer	майер
măsoară	мярка
dom	купол
dom	купола
dom	куполът
dom	дом
über	über
fame	славата
fame	слава
controlat	контролирана
controlat	контролиран
controlat	контролирани
controlat	контролирано
acționat	действал
coleg	колега
coleg	колега
express	експресна
express	експрес
amt	amt
baltice	балтийско
mustafa	мустафа
ardere	горене
ardere	изгаряне
ardere	горене
ardere	гори
ardere	парене
ardere	горяща
ardere	изгаряне
cost	разход
cost	цена
cost	разходи
boeing	боинг
întoarcere	връщане
întoarcere	завръщане
cercetătorii	изследователите
cercetătorii	изследователи
peșteră	пещера
peșteră	пещерата
senat	сенат
senat	сената
senat	сенатът
gay	гейове
gay	обратни
gay	гейовете
gay	обратен
gay	гей
creta	крит
creta	тебешир
ming	минг
montgomery	монтгомъри
montgomery	монгомъри
egiptean	египетски
variabile	променлива
variabile	променливи
variabile	променливо
variabile	променлив
variabile	променливи
variabile	променливите
mediterană	средиземноморски
metale	метали
metale	metal
metale	метъл
metale	метал
metale	метали
pană	перо
pană	перце
bush	буш
bush	храст
standardele	стандартите
standardele	стандарти
daneză	датски
verticală	вертикален
verticală	вертикално
verticală	вертикална
verticală	вертикални
renunță	отмяна
renunță	отмени
azerbaidjan	азербайджан
niveluri	нива
niveluri	равнища
mitchell	мичел
mitchell	мичъл
mantova	mantova
notat	отбелязана
notat	отбеляза
notat	отбелязано
notat	отбелязан
strategică	стратегическо
strategică	стратегическа
strategică	стратегически
cambodgia	камбоджа
pablo	пабло
morris	морис
lent	бавна
lent	бавен
lent	бавно
prevăzută	предвидени
prevăzută	предвидено
prevăzută	предвидена
academice	академик
academice	академични
academice	академична
ice	айс
ice	лед
kate	кейт
aurora	аврора
aurora	аурора
sinod	синод
oregon	орегон
bănci	бенкс
bănci	банките
bănci	банкс
bănci	банки
bănci	пейки
restaurant	ресторант
afectate	засегната
afectate	засегнато
afectate	засегнат
afectate	засегнати
baltă	локва
pavia	павия
structurile	структури
structurile	конструкции
structurile	постройки
impuse	наложена
impuse	наложено
impuse	наложен
impuse	наложени
silezia	силезия
uriaș	гигантски
uriaș	великан
uriaș	гигант
uriaș	гигантска
tabere	лагери
tabere	лагерите
alma	алма
atribuie	присвоява
formulă	формула
kentucky	кентъки
indicat	посочено
mărfuri	товари
mărfuri	товар
mărfuri	стоки
mărfuri	блага
mărfuri	стоки
belle	бел
grâu	пшеница
grâu	жито
cuantică	квантова
cuantică	квантовата
văzute	видян
văzute	виждал
văzute	видяна
văzute	видяно
văzute	разглеждан
văzute	разглеждани
walt	уолт
dublin	дъблин
festivaluri	фестивали
ball	топка
ball	бал
ball	бол
rusesc	руснак
rusesc	руски
rusesc	руснаци
rusesc	руска
rusesc	руско
concepte	концепции
concepte	понятия
padova	падуа
echivalentul	еквивалентна
echivalentul	еквивалент
echivalentul	еквивалентни
echivalentul	еквивалентно
fani	вентилатори
fani	фенове
fani	почитатели
fani	феновете
afirmând	потвърждавайки
postum	посмъртно
postum	посмъртно
plovdiv	пловдив
participanții	участниците
participanții	участници
mandate	мандатите
morminte	гробници
morminte	гробове
morminte	гробовете
morminte	грейвс
colegi	колеги
colegi	колеги
potențialul	потенциална
potențialul	потенциал
exactă	точен
horror	ужас
horror	ужаси
vizibile	видима
vizibile	видими
vizibile	видимо
uss	uss
flash	светкавица
flash	проблясък
flash	флаш
duminica	неделите
duminica	неделно
duminica	неделя
srl	llc
srl	srl
srl	еоод
srl	оод
srl	ltd
împiedicat	предотврати
împiedicat	възпрепятстван
materia	материя
materia	материята
persia	персия
elementare	елементарен
elementare	елементарно
elementare	елементарна
elementare	начално
elementare	нарастващ
elementare	точкови
christina	кристина
arhipelagul	архипелаг
datorat	дължима
succesiunea	наследяването
protocol	протокол
protocol	протоколът
update	актуализира
update	актуализиране
update	обновяване
update	актуализация
execută	изпълняване
execută	екзекутират
ecuador	еквадор
bull	бик
bull	бул
kenya	кения
îngropat	погребан
îngropat	погребана
îngropat	заровени
îngropat	погребани
îngropat	заровено
november	ноември
locații	местоположения
biblie	библия
biblie	библията
fabricat	произведени
fabricat	произведена
fabricat	произведен
fabricat	произведено
durere	болката
durere	болки
durere	болка
întâlniri	срещи
întâlniri	събрания
întâlniri	заседания
recomandat	препоръчано
recomandat	препоръчана
recomandat	препоръчително
recomandat	препоръчва
recomandat	препоръчани
lucrând	работещ
lucrând	работен
lucrând	работим
taiwan	тайван
dramatică	драматичен
dramatică	драматично
dramatică	драматична
dramatică	драматични
populată	населено
populată	населен
populată	населена
populată	населени
tereza	тереза
tereza	тереса
tereza	тереза
tereza	тереса
semifinale	полуфиналите
semifinale	полуфиналите
semnată	подписано
semnată	подписан
semnată	подписани
semnată	подпис
baptiste	батист
baptiste	баптист
stelele	звездички
stelele	звездите
stelele	звезди
emisă	издадена
emisă	издаден
emisă	емитирани
emisă	издадени
emisă	издадено
emisă	излъчваната
compuși	съединения
sovieticii	ссср
praf	прах
praf	пудра
praf	прах
praf	барут
haga	хага
zeus	зевс
animat	анимирани
nintendo	нинтендо
locuită	населен
locuită	населена
locuită	населени
semnal	сигнал
ceas	гледай
ceas	гледайте
ceas	часовник
democrație	демокрация
democrație	демокрацията
alfa	алфа
alfa	алфа
expune	разкрие
fantastică	фантастичен
fantastică	фантастично
fantastică	фантастична
fantastică	фантастични
partener	съдружник
partener	партньор
cerințele	изисквания
occidentali	западняците
amenințare	заплаха
inventator	изобретател
bolta	трезора
bolta	трезор
lovituri	ритници
lovituri	вдлъбнатини
vizitează	посетете
vizitează	визита
vizitează	посещение
vizibil	видима
vizibil	видими
vizibil	видимо
rgb	rgb
sporturi	спортни
sporturi	спортен
sporturi	спорт
sporturi	спортно
sporturi	спортове
informatii	информация
informatii	info
informatii	инфо
informatii	информация
informatii	информиране
observație	забележка
observație	наблюдение
observație	наблюдения
parker	паркър
zeilor	боговете
zeilor	богове
liechtenstein	лихтенщайн
discovery	откритие
discovery	разкритие
discovery	дискавъри
discovery	откриване
găsiți	открийте
găsiți	намиране
găsiți	намерете
găsiți	намери
găsiți	намеря
dur	грубо
dur	груба
dur	груб
dur	груби
dur	труден
dur	корав
tăiat	дял
tăiat	стоп
tăiat	режи
etajul	подът
etajul	пода
etajul	етаж
chapelle	чапел
strategie	стратегията
strategie	стратегия
peisaj	пейзаж
attila	атила
experiment	експеримент
experiment	експериментът
finalizată	завършена
finalizată	завършени
finalizată	завършен
finalizată	завършено
vinci	винчи
reptile	влечуго
reptile	влечуги
reptile	влечуги
convinge	убеди
sportul	спорт
sportul	спортен
leul	лъв
personalul	персонал
personalul	персонал
personalul	персоналът
personalul	служители
aron	арон
aron	арън
preveni	предотврати
preveni	предотвратяване
preveni	предотвратяват
plată	заплащане
plată	плащане
won	уон
won	спечели
integrarea	интегриране
integrarea	интеграция
reci	студ
reci	студен
reci	студено
reci	студена
integrat	интегриран
integrat	интегрирано
integrat	интегрирана
integrat	вграден
integrat	интегрирани
fabricate	произведени
fabricate	произведена
fabricate	произведен
fabricate	произведено
roosevelt	рузвелт
vasili	василий
aviație	авиация
aviație	авиационна
aviație	авиацията
aviație	въздухоплаване
spanioli	испанци
spanioli	испанци
spanioli	испанска
spanioli	испанско
spanioli	испански
heinz	хайнц
petit	petit
thompson	томсън
thompson	томпсън
wallace	уолас
wallace	уолъс
monarh	монарх
beethoven	бетовен
ploaie	рейн
ploaie	дъжд
islamului	ислям
islamului	исляма
bremen	бремен
zagora	загора
artificial	изкуствено
artificial	изкуствен
artificial	изкуствена
artificial	изкуствени
artificial	изкуствено
solară	слънчево
solară	слънчева
solară	слънчеви
disponibilă	наличен
disponibilă	налично
disponibilă	налични
disponibilă	налична
reprezentative	представителна
reprezentative	представителен
reprezentative	представително
reprezentative	представителни
reprezentative	представител
marino	марино
fetele	момичетата
fetele	момичета
fetele	девойки
primită	получено
primită	получена
primită	получен
primită	получени
guvernat	управлявано
strategia	стратегията
strategia	стратегия
transmise	предадена
transmise	предадени
transmise	предадено
transmise	предавана
culmea	ридж
culmea	хребет
identice	идентични
identice	идентичен
identice	идентична
identice	еднакви
fotografia	снимка
fotografia	снимката
fotografia	фото
fotografia	фотографията
fotografia	фотография
locuite	населен
locuite	населена
locuite	населени
albrecht	албрехт
aia	че
separarea	разделение
separarea	раздяла
separarea	отделяне
separarea	разделяне
datoria	мито
datoria	дълг
datoria	задължение
interpretări	тълкувания
scrisoarea	писмо
scrisoarea	буква
eroul	херо
eroul	герой
aviației	авиация
aviației	авиационна
aviației	авиацията
aviației	въздухоплаване
rupt	счупен
rupt	счупена
rupt	счупено
rupt	разбито
rupt	разбити
rupt	скъсана
rupt	разкъса
rupt	разкъсан
rupt	разкъсана
rupt	разкъсано
integrate	интегриран
integrate	интегрирано
integrate	интегрирана
integrate	вграден
integrate	интегрирани
panama	панама
afc	афк
utilizări	употреби
utilizări	използва
greaca	гръцки
greaca	гръцко
greaca	грък
greaca	гръцка
nancy	нанси
comisie	комисионна
comisie	комисия
reveni	връщане
westfalia	вестфалия
arkansas	арканзас
sinteza	синтез
aripa	крилото
aripa	крило
aripa	уинг
cauzele	каузи
cauzele	причини
cauzele	причинява
graz	грац
veniturile	приход
veniturile	приходи
veniturile	приход
veniturile	доход
veniturile	приходи
veniturile	доходи
atomic	атомна
atomic	атомни
clinton	клинтън
continuând	продължаване
continuând	продължавам
împărăteasă	императрицата
împărăteasă	императрица
integrare	интегриране
integrare	интеграция
districtele	райони
districtele	области
districtele	квартали
miercurea	сряда
miercurea	сряда
scenele	сцените
scenele	сцени
dramatice	драматичен
dramatice	драматично
dramatice	драматична
dramatice	драматични
transmiterea	трансмисия
transmiterea	предаване
transmiterea	пренос
ralph	ралф
hunter	ловец
hunter	хънтър
armeni	арменци
armeni	арменците
armeni	арменски
armeni	арменци
vera	вера
sferturi	каютата
demo	демо
standarde	стандартите
standarde	стандарти
minimă	минимален
minimă	минимално
minimă	минимална
minimă	минимум
minimă	минимални
minimă	минимално
minimă	минимална
minimă	минимален
simț	разум
câteodată	понякога
utilă	полезна
utilă	полезно
utilă	полезни
utilă	полезен
utilă	полезна
utilă	полезно
utilă	полезни
utilă	полезен
montferrat	монферат
dotat	надарен
dotat	надарен
dotat	надарени
dotat	надарена
păstrată	запазено
păstrată	запазен
păstrată	запазени
păstrată	консервирани
păstrată	запазена
clape	клавиатури
isabella	изабела
predare	преподаването
predare	преподаване
airlines	авиокомпания
airlines	авиолинии
airlines	airlines
airlines	авиокомпании
airlines	авиокомпаниите
sănătatea	здраве
sănătatea	здравеопазване
sănătatea	здравето
transfermarkt	transfermarkt
rareori	рядко
rareori	рядко
climă	климатът
climă	климат
abaúj	абауй
pătrat	квадратна
pătrat	квадратни
pătrat	квадратен
pătrat	квадрат
pătrat	площад
raze	лъчи
epic	епично
epic	епична
grație	грейс
avere	богатство
avere	благосъстояние
avere	богатството
avere	богатство
windsor	уиндзор
prevede	осигурява
prevede	предоставя
prevede	предвижда
fin	фин
fin	перка
birou	кабинет
birou	офисът
birou	офис
birou	офиса
birou	desktop
secretul	секретно
secretul	тайна
secretul	таен
secretul	тайната
secretul	тайно
trilogia	трилогия
aniversare	birthday
aniversare	рожден
aniversare	юбилей
aniversare	годишнина
aniversare	годишнината
gonzaga	гонзага
pib	бвп
frumusețea	красавица
frumusețea	прелест
frumusețea	красота
executată	екзекутиран
executată	изпълнено
executată	екзекутирани
musulmană	мюсюлманин
musulmană	мюсюлмански
musulmană	мюсюлмани
musulmană	мюсюлманска
rob	роб
mehmed	мехмед
concret	конкретни
concret	бетон
frumusețe	красавица
frumusețe	прелест
frumusețe	красота
laboratorul	лабораторен
laboratorul	лабораторно
laboratorul	лаборатория
laboratorul	лабораторна
laboratorul	лабораторията
laboratorul	лаборатория
mâini	ръце
mâini	ръцете
ala	ала
batalionul	батальона
batalionul	батальон
decorative	декоративни
conștient	съзнание
conștient	съзнателно
conștient	съзнателен
raluca	ралука
sectoare	секторите
sectoare	отрасли
sectoare	сектори
șansă	шанс
șansă	ченс
autostrada	магистрала
autostrada	магистрала
autostrada	магистралата
compozitori	композитори
fabricație	производство
fabricație	изработване
fabricație	производство
alegere	избор
notre	notre
notre	нотр
moștenire	завет
moștenire	наследство
moștenire	наследството
moștenire	наследство
mode	режим
negocierile	преговорите
negocierile	преговори
linda	линда
split	разделим
split	разделен
split	сплит
split	разделяне
cascada	водопад
cascada	водопада
lev	лев
colin	колин
legendele	легенди
legendele	легендите
măsurile	мерките
măsurile	мерки
germana	германец
germana	германски
germana	немски
germana	немска
germana	германска
gruparea	групиране
intenționat	преднамерено
intenționat	умишлено
intenționat	нарочно
intenționat	умишлено
iulius	юлий
iulius	джулиъс
virusul	вирус
virusul	вируси
tribul	племето
tribul	племе
petrolul	нефт
petrolul	петрол
petrolul	олио
petrolul	масло
erori	грешки
unghiul	ъгъл
egipteană	египетски
implementarea	осъществяване
implementarea	прилагане
implementarea	изпълнение
implementarea	внедряване
boieri	болярите
jakob	якоб
organizațiile	организации
msg	msg
masacrul	клане
patria	родино
patria	родината
patria	родина
patria	родина
patria	родино
patria	родина
capitole	глави
hessa	хесен
hessa	хес
transferată	прехвърлен
transferată	прехвърлено
transferată	прехвърлени
transferată	преместен
transferată	прехвърлена
musulman	мюсюлманин
musulman	мюсюлмански
musulman	мюсюлмани
musulman	мюсюлманска
omagiu	почит
omagiu	поклон
omagiu	почит
runda	кръгла
runda	кръгли
runda	рунд
runda	кръгло
runda	кръг
negativă	отрицателен
negativă	отрицателно
negativă	отрицателни
negativă	отрицателна
manuale	учебници
manuale	наръчници
orientales	orientales
estimează	оцени
dezvăluit	разкрита
dezvăluit	разкрити
dezvăluit	оповестени
dezvăluit	разкрита
dezvăluit	разкрито
dezvăluit	разкрити
dezvăluit	разкриха
dezvăluit	разкрит
dezvăluit	разкри
maritim	морско
maritim	морска
maritim	морски
nixon	никсън
zborul	полета
zborul	полет
arcade	arcade
voluntar	доброволни
voluntar	доброволен
voluntar	доброволна
voluntar	доброволно
voluntar	доброволка
voluntar	доброволци
voluntar	доброволец
tramvai	трамвай
responsabilitatea	отговорността
responsabilitatea	отговорност
ceh	чешки
ceh	чешката
ceh	чешка
elias	елиас
stâncă	скала
stâncă	rock
stâncă	рок
stâncă	скали
stâncă	камък
sfert	четвърт
sfert	тримесечие
violente	насилствено
violente	насилствена
colț	ъгъл
colț	ъгъла
succesive	последователни
eșec	неуспешна
eșec	неуспешно
eșec	неуспех
eșec	неизправност
eșec	провал
eșec	неуспех
eșec	повреда
cannes	кан
trib	племето
trib	племе
anatomie	анатомия
anatomie	анатомията
varna	варна
confirmă	потвърждение
confirmă	потвърждавам
confirmă	потвърждаване
confirmă	потвърди
houston	хюстън
eficientă	ефективна
eficientă	ефикасно
eficientă	ефикасен
eficientă	ефективен
eficientă	ефективно
eficientă	ефективна
eficientă	ефективен
eficientă	ефективни
eficientă	ефикасно
eficientă	ефективно
împărăteasa	императрицата
împărăteasa	императрица
proiectare	проектиране
proiectare	дизайн
proiectare	проектиране
proiectare	проектирането
sancho	санчо
violență	насилието
violență	насилие
eleanor	елинор
eleanor	елеонор
deșert	пустиня
deșert	пустинята
oferta	оферта
oferta	офертата
oferta	предложение
oferta	предлагане
oferta	предложи
favorabile	благоприятно
favorabile	благоприятен
favorabile	благоприятни
favorabile	благоприятно
favorabile	благоприятен
favorabile	благоприятна
favorabile	благоприятни
castro	кастро
geologice	геоложки
geologice	геоложка
geologice	геоложки
flavius	флавий
koch	кох
israeliene	израелски
furtună	гръмотевична
furtună	буря
furtună	сторм
furtună	бурята
vatican	ватикана
ken	кен
remarcabil	забележително
remarcabil	забележителен
remarcabil	забележителна
remarcabil	изключителен
remarcabil	изключителна
biologice	биологичен
biologice	биологично
biologice	биологични
biologice	биологична
regulate	редовно
regulate	редовен
regulate	редовни
regulate	редовна
rwanda	руанда
biblioteci	библиотеки
ciudat	странна
ciudat	странно
ciudat	странни
ciudat	странен
ciudat	странна
ciudat	странно
ciudat	странен
ciudat	странна
ciudat	странно
ciudat	странен
productions	постановки
productions	продукции
națiune	нация
sinteză	синтез
mal	мал
adăpost	подслон
adăpost	приют
status	статус
status	състояние
status	положение
status	статут
tower	кула
tower	tower
tower	кулата
tower	тауър
pradă	плячка
franconia	франкония
regiment	полк
regiment	полка
feb	февруари
artista	изпълнител
artista	художничка
artista	художник
artista	артист
artista	творец
titan	титан
titan	титанов
titan	титан
mărci	марки
mărci	белези
mărci	маркировки
mărci	маркс
mărci	марки
revue	ревю
ordinele	нареждания
ordinele	заповеди
ordinele	поръчки
ozn	нло
fortificații	укрепления
excepții	изключения
excepții	освобождаване
excepții	изключения
explicații	обяснения
explicații	разяснения
valabil	валидна
valabil	валидни
valabil	валиден
valabil	валидно
monroe	монро
facultate	университет
facultate	university
facultate	университета
facultate	колежа
facultate	колежът
facultate	колеж
facultate	преподаватели
facultate	факултета
facultate	факултет
neptun	нептун
apache	апачи
rome	рим
manuscrise	ръкописи
teologice	теологични
rădăcini	корени
monarhiei	монархия
monarhiei	монархията
negocieri	договаряне
negocieri	преговори
negocieri	преговорите
negocieri	преговорите
negocieri	преговори
raf	раф
ierarhia	йерархията
ierarhia	йерархия
săraci	бедни
săraci	беден
mâine	утре
regulamentul	регламент
regulamentul	регулация
regulamentul	регулиране
vina	вина
vina	вината
randy	ранди
bibliografice	библиографски
provocate	провокира
administratorii	администратори
administratorii	администратори
colorate	цветни
colorate	оцветен
colorate	оцветени
versiunile	версиите
versiunile	версии
far	фара
far	фар
far	фар
dispare	изчезва
seven	седем
seven	седма
luftwaffe	луфтвафе
dorită	желани
dorită	желан
dorită	желана
dorită	издирван
dorită	търсен
pasărea	птиче
pasărea	бърд
pasărea	птичка
pasărea	птица
tei	линдън
tei	вар
tei	лайм
tei	лимон
văduva	вдовицата
văduva	вдовица
garcia	гарсия
ark	арк
ark	ковчега
casetă	касета
casetă	касета
casetă	лента
musical	музикален
musical	музикално
musical	мюзикъл
musical	музикална
gyula	дюла
fericit	щастлив
fericit	щастливи
fericit	щастлива
fericit	щастливо
fericit	хепи
însoțită	придружено
însoțită	придружени
însoțită	придружена
însoțită	придружен
patriei	родина
poze	снимки
poze	снимките
poze	снимки
poze	снимки
poze	картинки
poze	картини
procent	проценти
procent	процент
constanta	констанца
constanta	постоянна
constanta	постоянен
constanta	константа
constanta	постоянни
unguri	унгарците
armat	въоръжен
armat	въоръжени
armat	въоръжена
armat	подсилена
armat	подсилени
armat	усилена
armat	засилено
mongolii	монголците
sodiu	натрий
sodiu	натриев
prenume	фамилия
prenume	фамилно
prinde	хващане
prinde	улов
prinde	хванете
accepta	приеми
accepta	приемете
accepta	приемам
valdemar	валдемар
lut	глина
lut	клей
istria	истрия
judecat	съден
judecat	съдена
dieter	дитер
răspândire	разпространява
răspândire	разпространението
răspândire	разпространение
patricia	патриша
liberty	либърти
liberty	свобода
esență	същността
esență	същност
cetățenia	националност
cetățenia	гражданство
cetățenia	гражданство
usd	usd
nice	хубав
nice	хубава
nice	хубаво
nice	мило
beatrice	беатрис
atașat	прикрепени
atașat	прикрепен
atașat	прикрепена
spadă	сабя
spadă	мечът
spadă	меч
bolivia	боливия
ciuperci	гъби
ciuperci	гъбички
ciuperci	гъби
ciuperci	гъби
ciuperci	гъба
maryland	мериленд
criteriul	критерий
goga	гога
performanțe	изпълнение
performanțe	ефективност
pakistan	пакистан
optică	оптичен
optică	оптична
optică	оптични
optică	оптика
profesoară	учителка
profesoară	учител
nad	nad
éditions	éditions
anolis	anolis
solide	твърда
solide	солиден
solide	твърдо
solide	твърд
artificială	изкуствен
artificială	изкуствена
artificială	изкуствени
artificială	изкуствено
banks	бенкс
banks	банките
banks	банкс
banks	банки
instrucțiuni	инструкция
instrucțiuni	инструкции
instrucțiuni	указания
aluminiu	алуминиеви
aluminiu	алуминиев
aluminiu	алуминий
aluminiu	алуминиева
aluminiu	алуминий
generali	генерали
ziarist	журналист
ziarist	журналистка
generic	общи
turismul	туризмът
turismul	туризъм
ajax	аякс
flacăra	пламък
grupări	групи
marion	мериън
marion	марион
efectua	извършване
dinți	зъби
dinți	зъбите
evidentă	очевиден
evidentă	очевидна
distincția	разграничение
distincția	разграничаване
nod	възел
nod	възел
glasgow	глазгоу
geniu	гениално
geniu	гений
broadway	бродуей
întreprinderea	предприятие
întreprinderea	ентърпрайз
întreprinderea	ентърпрайс
întreprinderea	enterprise
toledo	толедо
autorilor	авторите
autorilor	автори
abdul	абдул
cavaleria	кавалерия
cavaleria	кавалерията
brand	бранд
brand	марката
brand	марка
burgas	бургас
colțul	ъгъл
colțul	ъгъла
cuplu	двойка
evanghelia	евангелието
informativ	информативно
mărturie	показания
emmanuel	емануел
alpii	алпи
alpii	алпите
caracteristic	характерен
caracteristic	характерни
caracteristic	характеристика
concursuri	състезания
concursuri	конкурси
concursuri	конкурси
condiție	състояние
condiție	състоянието
condiție	условие
pedeapsă	наказание
pedeapsă	наказателни
pedeapsă	санкция
pedeapsă	наказателен
pedeapsă	наказание
pedeapsă	наказания
pedeapsă	наказанието
dobândit	придобит
dobândit	придобита
dobândit	придобити
onorific	почетен
onorific	почетни
onorific	почетна
combinat	комбинирана
combinat	комбинирано
combinat	комбинирани
combinat	комбиниран
grey	сив
grey	сиво
grey	сива
grey	сиви
grey	грей
como	комо
cartiere	квартали
cartiere	квартали
cartiere	райони
cartiere	области
cartiere	квартали
șanse	шансове
șanse	шанс
șanse	ченс
guvernele	правителства
guvernele	правителствата
confederația	конфедерацията
confederația	конфедерация
confederația	конфедерацията
ward	уорд
localnicilor	местни
organisme	организми
organisme	телата
organisme	тела
organisme	трупове
consul	консул
deciziile	решения
nevada	невада
iarbă	трева
iarbă	тревата
iarbă	трева
iarbă	плевел
completat	завършена
completat	завършени
completat	завършен
completat	завършено
comitet	комитет
comitet	комисия
capabilă	способно
capabilă	способен
capabilă	способна
capabilă	способни
masivă	масивно
masivă	масив
masivă	масивни
masivă	масивен
inițiativă	инициатива
saga	сага
natalia	наталия
natalia	наталия
reformă	реформата
reformă	реформиране
reformă	реформи
reformă	реформа
anexate	приложено
anexate	приложен
anexate	приложени
celtic	келтски
arestarea	арестуването
arestarea	арест
arestarea	арестуван
hart	харт
vânzarea	разпродажба
vânzarea	продажба
bella	бела
daily	дневна
daily	дневен
daily	ежедневно
daily	дневно
rit	ритуал
secție	участък
chitarist	китарист
italiana	италианска
italiana	италианец
italiana	италиански
italiana	италианско
sociologie	социология
variabilă	променлива
variabilă	променливи
variabilă	променливо
variabilă	променлив
antrenat	обучен
antrenat	обучени
antrenat	трениран
antrenat	обучена
divine	божествен
divine	божествена
divine	божествени
divine	божествено
grecesc	гръцки
grecesc	гръцко
grecesc	грък
grecesc	гръцка
sabia	сабя
sabia	мечът
sabia	меч
proiectarea	проектиране
proiectarea	дизайн
existent	съществуващо
existent	съществуващ
existent	съществуващи
existent	съществуваща
instalarea	инсталация
instalarea	монтаж
instalarea	инсталиране
instalarea	монтиране
instalarea	инсталации
afectată	засегната
afectată	засегнато
afectată	засегнат
afectată	засегнати
drobeta	дробета
franci	франка
franci	франкс
tropicale	тропическа
tropicale	тропически
kane	кейн
puerto	пуерто
cheltuielile	разход
cheltuielile	разходи
cheltuielile	разноски
cheltuielile	разходи
costurile	разходи
tehnologic	технологичен
tehnologic	технологично
tehnologic	технологична
semnate	подписано
semnate	подписан
semnate	подписани
semnate	подпис
văi	долини
dallas	далас
retezat	прекъсната
retezat	отрязан
retezat	отрязана
atingând	почукване
geometrie	геометрията
geometrie	геометрия
notele	оценките
notele	степени
notele	оценки
calde	топло
calde	топла
calde	топъл
calde	топли
clienți	клиенти
clienți	клиентите
aplica	прилага
aplica	прилагане
calul	конче
calul	кон
abuz	малтретиране
abuz	злоупотреби
abuz	злоупотреба
unghi	ъгъл
piacenza	пиаченца
madagascar	мадагаскар
relativă	относителна
relativă	роднина
relativă	относително
intervenții	интервенции
examenul	изпит
operație	операцията
operație	експлоатация
operație	функциониране
operație	операция
operație	хирургия
operație	операция
voivodina	войводина
peisajul	пейзаж
copaci	дърветата
copaci	дървета
copaci	дръвчета
urs	мечок
urs	беър
urs	мече
urs	мечо
urs	мечка
nina	нина
stâlpi	стълбове
stâlpi	колони
divorțat	разведена
divorțat	разведен
divorțat	разведени
stratul	пласт
stratul	слой
plantele	растения
plantele	заводи
plantele	растенията
plantele	инсталации
orientală	ориенталски
rick	рик
polițist	полицай
polițist	ченге
polițist	ченгето
polițist	полицай
jeremy	джеръми
jeremy	джереми
locuitor	специализант
locuitor	жител
locuitor	обитател
locuitor	жител
locuitor	обитател
cafea	кафе
cafea	кафето
profesional	професионални
profesional	професионална
profesional	професионалист
profesional	професионален
profesional	професионално
profesional	професионално
aziz	азис
aziz	азиз
weber	уебър
guvernarea	управление
ascensiunea	издигане
ascensiunea	възнесение
ofițerii	офицери
ofițerii	полицаи
straturi	пластове
straturi	слоеве
fermă	фермата
fermă	ферма
fermă	стопанство
teoretice	теоретично
teoretice	теоретични
teoretice	теоретична
urmate	последва
nacional	национал
munchen	мюнхен
ivanovici	иванович
urmărirea	следене
urmărirea	проследяване
groza	гроза
echipaj	екипаж
rachel	рейчъл
vecini	съседите
vecini	съседи
vecini	съседи
patron	покровител
patron	патрон
dosarul	директория
dosarul	папка
click	щракване
click	кликнете
click	клик
click	щрак
iris	ирис
iris	ириса
iris	айрис
rama	кадър
rama	рамка
rama	рама
afganistan	афганистан
interzise	забранено
interzise	забранени
interzise	забранен
interzise	забранена
interzise	забранено
