треки	ট্র্যাক
совместных	যুগ্ম
пустой	ফাঁকা
пустой	খালি
пустой	ফাঁকা
привлекает	আকৃষ্ট
уничтожена	ধবংস
уничтожена	ধ্বংস
люси	লুসি
аляска	আলাস্কা
ноль	শুন্য
ноль	জিরো
ноль	শূন্য
ноль	nil
братской	ভাইয়ের
первичные	প্রধান
первичные	প্রাথমিক
кэмпбелл	ক্যাম্পবেল
практическая	বাস্তব
практическая	ব্যবহারিক
пенсии	পেনশন
пенсии	পেনশন
зло	অনিষ্ট
зло	মন্দ
зло	শয়তান
махмуд	মাহমুদ
махмуд	মাহমুদ
противоречие	অসঙ্গতি
вероника	ভেরোনিকা
купола	গম্বুজ
купола	ডোম
успешное	সফল
рона	রোনা
рона	রন
презентация	উপস্থাপনা
антонов	antonov
материнской	মাতৃ
переиздание	reissue
организованной	সংগঠিত
организованной	সংগঠিত
организованной	আয়োজিত
мат	মেট
мат	mat
шлем	হেলমেট
комната	ঘর
комната	রুমে
комната	রুম
подписано	স্বাক্ষরিত
расстройства	ব্যাধি
расстройства	বিশৃঙ্খলা
труба	পাইপ
арабов	আরব
арабов	আরবরা
ставка	নিলামের
ставка	নিলাম
ставка	রেট
ставка	হার
ставка	বাজী
ставка	বেট
ставка	বাজি
римляне	রোমানদের
баба	baba
баба	বাবা
рао	রাও
эмма	এমা
архитектурных	স্থাপত্য
фрегат	frigate
архивы	আর্কাইভ
врата	গেটের
врата	গেট
врата	গেটওয়ে
выходные	সপ্তাহান্ত
выходные	সপ্তাহান্তে
добычу	প্রে
добычу	বুটি
психолог	মনোবৈজ্ঞানিক
глубокий	ডীপ
глубокий	গভীর
глубокий	ডিপ
коробка	বাক্স
коробка	বক্স
синоним	synonym
лесли	লেসলি
вольфганг	ভোলফগাং
карачаево	karachay
сёстры	বোনেরা
сёстры	বোনদের
сёстры	বোন
винтовка	রাইফেল
изменено	পরিবর্তিত
изменено	পরিবর্তিত
набрать	ডায়াল
видение	দৃষ্টি
видение	ভিশন
видение	দৃষ্টিশক্তি
харрис	হ্যারিস
богатые	রিচ
богатые	ধনী
богатые	সমৃদ্ধ
богатые	সম্পদশালী
богатые	ধনী
физический	শারীরিক
физический	দৈহিক
физический	শারীরীক
закрыты	বন্ধ
закрыты	ঘনিষ্ট
закрыты	সীমিত
закрыты	ঘনিষ্ঠ
паспорт	পাসপোর্ট
вмешательство	হস্তক্ষেপ
вмешательство	হস্তক্ষেপ
опытные	অভিজ্ঞ
отображения	দেখাও
отображения	প্রদর্শন
обратное	বিপরীত
парагвая	প্যারাগুয়ে
толкование	তাৎপর্য
статистику	পরিসংখ্যান
статистику	নেপথ্যে
статистику	অন্তর্দৃষ্টি
ветки	শাখা
крыше	ছাদে
крыше	ছাদের
крыше	ছাদ
рай	স্বর্গের
рай	আকাশ
рай	স্বর্গ
рай	হেভেন
рай	রাই
рай	প্যারাডাইস
рай	স্বর্গ
рай	বেহেশতের
рай	বেহেশত
демократия	গনতন্ত্র
демократия	গণতন্ত্র
контент	সামগ্রী
контент	বিষয়বস্তু
серая	ধূসর
серая	ধূসর
шмидт	শ্মিট
землетрясение	ভুমিকম্প
землетрясение	ভূমিকম্প
повествование	আখ্যান
кошка	বিড়াল
кошка	বেড়াল
клаус	ক্লজ
клаус	ক্লস
обратный	বিপরীত
стадия	দশা
стадия	ফেজ
стадия	পর্যায়
стадия	স্টেজ
стадия	মঞ্চ
стадия	পর্যায়
съемки	চিত্রগ্রহণ
син	শিন
син	পাপ
син	পাপের
син	সিন
персонал	কর্মীরা
персонал	কর্মীদের
персонал	কর্মচারী
флоры	ফ্লোরা
страдает	ভোগে
алессандро	আলেসান্দ্রো
купер	কুপার
тупик	তরফদার
тупик	অচলাবস্থা
раствор	সমাধান
раствор	দ্রবণ
дикой	বন্যপ্রাণ
гена	জিন
чужие	অচেনা
заложников	বন্দীদের
юта	উটাহ
объявление	ঘোষণা
зоя	জোয়া
буда	বুদা
кухни	রান্নাঘর
кухни	কিচেন
паук	মাকড়সা
паук	মাকড়সার
паук	স্পাইডার
уникальные	অনন্য
доказано	প্রমাণিত
доказано	প্রমানিত
доказано	প্রমাণিত
кои	কোই
кои	কই
артиллерийские	আর্টিলারি
матрица	ম্যাট্রিক্স
продажа	বিক্রি
продажа	বিক্রয়
продажа	বিক্রি
продажа	বিক্রয়
продажа	সেল
продажа	sale
продажа	বিক্রয়
чиновники	কর্মকর্তাদের
чиновники	কর্মকর্তারা
печи	ফার্নেস
избрание	নির্বাচন
выступающие	স্পিকার
выступающие	বক্তারা
овец	ভেড়া
тихоокеанского	প্রশান্ত
тихоокеанского	প্যাসিফিক
жуан	জোয়াও
жуан	জোয়াও
гамбург	হামবুর্গ
мощные	শক্তিশালী
мощные	ক্ষমতাশালী
мощные	শক্তিশালি
элис	অ্যালিস
очистки	উপর
турцию	টার্কি
турцию	তুরস্ক
турцию	তুর্কি
кнопки	বোতাম
кнопки	বাটন
тай	tai
прыжок	জাম্প
прыжок	লাফিয়ে
прыжок	ঝাঁপ
прыжок	লাফ
прыжок	লাফানো
прыжок	জাম্পিং
местонахождение	অবস্থান
отраслей	শিল্প
наземных	টেরেস্ট্রিয়াল
подавать	এবাদত
подавать	পরিবেশন
прежний	প্রাক্তন
прежний	আগের
прежний	সাবেক
бенедикт	বেনেডিক্ট
яркий	উজ্জ্বল
клара	ক্লারা
удивительно	অসাধারণ
удивительно	আশ্চর্যজনক
удивительно	অসাধারন
удивительно	আশ্চর্য
потребителей	ভোক্তা
потребителей	ভোক্তা
виден	দৃশ্যমান
мышцы	পেশি
мышцы	মাসল
мышцы	পেশী
мышцы	পেশি
прыжки	লাফানো
прыжки	জাম্পিং
мордовии	mordovia
ггц	গিগাহার্জ
ггц	ghz
дуб	quercus
дуб	ওক
брюсселе	ব্রাসেলস
византийский	বাইজেন্টাইন
дипломатической	কূটনৈতিক
дипломатической	কুটনৈতিক
вооружений	বাহু
вооружений	বাহুর
вооружений	হাত
вооружений	অস্ত্র
эдгар	এডগার
авраам	আব্রাহাম
авраам	ইব্রাহীম
авраам	avraham
жестоко	নিষ্ঠুর
жестоко	নির্মম
жестоко	নির্মমভাবে
братство	ফেলোশিপ
братство	ব্রাদারহুডের
братство	ভ্রাতৃত্ব
изучить	অন্বেষণ
стокгольм	স্টকহোম
оливье	অলিভিয়ার
мао	মাও
сухая	শুকনো
сухая	ড্রাই
сухая	শুকিয়ে
сухая	শুষ্ক
сухая	শুকাতে
агенты	এজেন্টরা
агенты	এজেন্ট
европейское	ইউরোপিয়ান
европейское	ইউরোপীয়
генератор	জেনারেটর
генератор	উৎপাদক
змея	সাপ
пива	বিয়ার
кадр	ফ্রেম
кадр	কাঠামো
кадр	শট
охотник	শিকারি
охотник	হান্টার
охотник	শিকারী
монтевидео	মন্টেভিডিও
архипелаг	archipelago
присуждена	ভূষিত
юмор	হাস্যরস
юмор	হাস্যরস
гавани	হার্বার
бренда	ব্র্যান্ড
бренда	ব্রেন্ডা
алюминия	অ্যালুমিনিয়াম
алюминия	অ্যালুমিনিয়াম
квадрат	বর্গ
квадрат	বর্গক্ষেত্র
квадрат	চতুর্ভূজ
квадрат	বর্গাকার
карибского	ক্যারিবীয়
карибского	ক্যারিবিয়ান
приют	আশ্রয়
приют	আশ্রয়স্থল
приют	এতিমখানা
депрессии	বিষন্নতা
депрессии	অবসাদ
депрессии	বিষণ্ণতা
использовано	ব্যবহৃত
входящие	আসন্ন
входящие	আগত
входящие	আগমনকারী
входящие	অন্তর্মুখী
редактирование	সম্পাদনা
редактирование	সম্পাদন
редактирование	সম্পাদনা
глубокое	ডীপ
глубокое	গভীর
глубокое	ডিপ
адаптации	অভিযোজন
устойчивость	স্থায়িত্ব
отмена	বাতিল
отмена	বিলোপন
отмена	পূর্বাবস্থা
размножения	প্রজনন
беркли	বার্কলি
минеральных	মিনারেল
минеральных	খনিজ
отменены	বাতিল
служение	পরিবেশন
сена	hay
сена	খড়
сена	সেনা
сена	সেন
авив	আবিব
кружка	মগ
блюдо	ডিশ
ада	অ্যাডা
платон	প্লেটো
шанхай	সাংহাই
оаэ	ইউএই
этнический	জাতিগত
религиозная	ধার্মিক
религиозная	ধর্মীয়
стоять	স্ট্যান্ড
мелодии	টিউন
остин	অস্টেন
остин	অস্টিন
клэр	ক্লেয়ার
затраты	ব্যয়
затраты	মূল্য
затраты	কস্ট
затраты	খরচ
затраты	খরচ
кон	kon
кон	কন
кон	কোন
кон	cohn
справедливость	বিচার
справедливость	ন্যায়বিচার
справедливость	জাস্টিস
справедливость	বিচারপতি
остаток	ব্যালেন্স
остаток	ব্যালান্স
худ	হুড
плод	ফল
плод	ফলের
плод	ভ্রূণ
окончательного	ফাইনাল
окончательного	চূড়ান্ত
окончательного	চুড়ান্ত
эванс	ইভান্স
пролива	প্রণালী
восхождение	আরোহন
восхождение	আরোহণ
стс	sts
куб	কিউব
куб	ঘনক
палестины	ফিলিস্তিন
палестины	প্যালেস্টাইন
классические	ক্লাসিক্যাল
классические	ক্লাসিক
настройки	সেটিংস
настройки	বৈশিষ্ট্য
нсдап	nsdap
пел	গেয়েছিলেন
жанров	শৈলী
жанров	গোত্র
творческая	সৃজনশীল
невеста	বধূ
невеста	কনে
невеста	নববধূ
критические	গুরুত্বপূর্ণ
критические	গুরুতর
занято	ব্যস্ত
занято	দখল
платье	গাউন
платье	পোষাক
платье	ড্রেস
платье	পোশাক
платье	dress
жен	স্ত্রীদের
жен	স্ত্রীরা
репрессии	দমন
опухоли	টিউমার
опухоли	টিউমার
стенки	দেয়াল
стенки	দেওয়াল
скрыть	গোপন
скрыть	লুকিয়ে
тоннель	সুড়ঙ্গ
тоннель	টানেল
масштаб	মাত্রা
масштаб	জুম
раскол	বিভাজন
раскол	স্প্লিট
раскол	বিভক্ত
петь	গাইতে
петь	গাও
петь	গাওয়া
впечатления	ছাপ
данте	দান্তে
вере	বিশ্বাস
вере	ফেইথ
череп	খুলি
прибрежных	উপকূলীয়
аарон	হারুন
аарон	অ্যারন
традиционное	প্রথাগত
традиционное	সনাতন
турецкие	তুর্কী
турецкие	তুর্কি
марти	মার্টি
дай	দাই
дай	dai
дай	দেই
дай	দাও
дай	দান
неподалеку	কাছাকাছি
неподалеку	নিকটবর্তী
сигналы	সিগনাল
сигналы	সঙ্কেত
сигналы	সংকেত
повторить	পুনরাবৃত্ত
повторить	পুনরাবৃত্তি
повторить	পুনরাবৃত্তি
травы	ভেষজ
травы	ঘাস
травы	ঘাসের
травы	গ্রাস
лицевой	ফেসিয়াল
софи	সোফি
аспект	ডাইমেনশন
аспект	মাত্রা
мадонна	ম্যাডোনা
пиво	বিয়ার
покупки	ক্রয়
покупки	শপিং
покупки	কেনাকাটা
покупки	বাজার
албания	আলবেনিয়া
славянский	slavonic
солнечная	রৌদ্রোজ্জ্বল
солнечная	সানি
солнечная	সোলার
солнечная	সৌর
трека	ট্র্যাক
кобаяси	kobayashi
отзыв	প্রতিক্রিয়া
отзыв	মতামত
деннис	ডেনিস
специализированные	বিশেষায়িত
пения	পেনা
совести	বিবেক
совести	বিবেকের
мадриде	মাদ্রিদ
прием	অভ্যর্থনা
прием	সংবর্ধনা
роуз	গোলাপের
роуз	গোলাপ
роуз	রোজ
возвращает	উত্তরে
цензуры	সেন্সরশিপ
значимый	অর্থপূর্ণ
нестор	নেস্টর
тонкие	পাতলা
тонкие	চিকন
обратная	বিপরীত
казино	ক্যাসিনো
терапия	থেরাপি
губ	ঠোঁট
губ	ঠোট
губ	ঠোঁটে
умение	দক্ষতা
умение	সক্ষমতা
пас	পাজ
пас	পাসে
пас	পাস
пас	পাশ
леонард	লিওনার্ড
тяга	ক্ষুধা
плотно	শক্তভাবে
адресов	ঠিকানা
ущерба	কুসংস্কার
торпеды	টর্পেডো
инициатива	উদ্যোগ
инициатива	উদ্যোগী
инициатива	ইনিশিয়েটিভ
дэниел	ড্যানিয়েল
дэниел	ডেনিয়েল
огромная	বৃহৎ
огромная	বিশাল
огромная	বিপুল
боец	লড়াকু
боец	জঙ্গী
боец	ফাইটার
тунис	তিউনিশিয়া
тунис	তিউনিসিয়া
тунис	তিউনিস
географ	ভূগোলবিদ
астана	আস্তানা
белграде	বেলগ্রেড
делаю	করছে
делаю	করছেন
делаю	করছো
зарубежные	বিদেশে
зарубежные	বিদেশের
вольф	wolfe
вольф	নেকড়ে
электрическая	ইলেকট্রিক্যাল
электрическая	তড়িৎ
электрическая	ইলেক্ট্রিক্যাল
электрическая	বৈদ্যুতিক
электрическая	তড়িৎ
электрическая	বৈদ্যুতিক
электрическая	ইলেকট্রিক
основанное	স্থাপিত
фаза	দশা
фаза	ফেজ
фаза	পর্যায়
помогите	সাহায্য
помогите	সহায়তা
академических	একাডেমিক
академических	অ্যাকাডেমিক
стабилизации	স্থিতিশীলতা
предназначенные	পরিকল্পিত
процессоров	প্রসেসর
тяги	আকর্ষণ
региональная	আঞ্চলিক
эмоции	আবেগ
эмоции	আবেগপূর্ণ
эмоции	আবেগী
эмоции	আবেগপ্রবণ
эмоции	আবেগ
аналогичная	অনুরূপ
мавзолей	স্মৃতিসৌধ
независимое	ইন্ডিপেন্ডেন্ট
независимое	স্বাধীন
законопроект	বিল
духов	স্পিরিট
опоры	রিলায়েন্স
сильная	শক্তিশালী
сильная	মজবুত
сильная	শক্ত
волейбол	ভলি
волейбол	ভলিবল
ночные	নিশাচর
камнями	বিতাড়িত
стабильности	স্থায়িত্ব
сегмент	রেখাংশের
сегмент	রেখাংশ
напали	আক্রান্ত
морей	moray
джулия	জুলিয়া
маркс	মার্ক্সীয়
маркс	মার্ক্স
маркс	মার্কস
маркс	চিহ্ন
смотрел	দেখেছেন
богатство	ঐশ্বর্য
богатство	সম্পদ
богатство	ঐশ্বর্য
молоко	দুধের
молоко	দুধ
гомес	গোমেজ
сидней	সিডনি
сидней	সিডনি
исмаил	ইসমাইল
мягкая	সফট
мягкая	নরম
измерение	ডাইমেনশন
измерение	মাত্রা
измерение	পরিমাপ
патрулирование	চৌকি
патрулирование	টহল
патрулирование	টহল
бурятия	buryatia
настроения	মুড
настроения	মেজাজ
франклин	ফ্রাঙ্কলিন
доступно	উপলব্ধ
доступно	অব্যবহৃত
доступно	বিদ্যমান
доступно	উপস্থিত
сток	স্টোক
насилие	হিংসা
насилие	সহিংসতা
хаджи	হাজি
хаджи	হাজী
обязательства	অঙ্গীকার
обязательства	প্রতিশ্রুতি
слои	স্তর
представляющий	উপস্থাপন
изготовитель	নির্মাতা
изготовитель	প্রস্তুতকারক
странная	আজব
странная	অদ্ভুত
странная	বিচিত্র
странная	আশ্চর্য
странная	আজব
странная	অদ্ভুত
смертельно	মারাত্মক
смертельно	মারাত্মক
меньшинств	সংখ্যালঘু
меньшинств	সংখ্যালঘুদের
пересечение	পারাপার
пересечение	ক্রসিং
пение	গাওয়া
мины	মাইন
подразумевается	পরোক্ষ
улус	ulus
запах	সুগন্ধী
запах	ঘ্রাণ
запах	সুগন্ধ
запах	গন্ধ
снижает	কমায়
заряд	চার্জ
изменился	পরিবর্তিত
скопление	ক্লাস্টার
скопление	গুচ্ছ
скопление	স্তবক
спорные	বিতর্কিত
коричневый	ব্রাউনের
коричневый	বাদামী
коричневый	ব্রাউন
коричневый	বাদামি
телескоп	দূরবীন
выразить	express
выразить	এক্সপ্রেস
эдмунд	এডমান্ড
стивенс	stephens
стивенс	স্টিভেন
стивенс	স্টিভেনস
уголь	কয়লা
уголь	কয়লার
профессоров	অধ্যাপক
счастья	সুখের
счастья	সুখ
опубликованные	প্রকাশ
опубликованные	প্রকাশিত
душе	গোসল
душе	বর্ষণ
душе	ঝরনা
душе	শাওয়ার
преподавать	শেখান
странный	আজব
странный	অদ্ভুত
странный	বিচিত্র
странный	আশ্চর্য
странный	আজব
странный	অদ্ভুত
сальвадор	সালভাদোর
сальвадор	সালভাডোর
сжатия	কম্প্রেশন
базовая	প্রাথমিক
думает	ভাবছে
думает	ভাবে
сунь	রবি
сунь	sun
сунь	সূর্য
начального	প্রধান
начального	প্রাথমিক
вправо	ঠিক
вправо	সঠিক
вправо	ডান
вправо	ডানদিকে
митинг	সমাবেশ
фредди	ফ্রেডি
фредди	ফ্রেডি
полина	পলিন
кристоф	christophe
сложная	জটিল
сложная	কমপ্লেক্স
сложная	জটিল
волокна	তন্তু
волокна	আঁশ
волокна	ফাইবার
волокна	তন্তু
исполняющий	অভিনয়
кампо	ক্যাম্পো
ливана	লেবাননের
ливана	লেবানিজ
ливана	লেবানন
предисловие	foreword
предисловие	ভূমিকা
достоверно	নির্ভরযোগ্যভাবে
мустафа	মোস্তফা
прочность	ক্ষমতা
прочность	শক্তি
прочность	রাস্তা
устроили	মঞ্চস্থ
обуви	জুতা
обуви	জুতো
обуви	জুতা
обуви	জুতো
обуви	জুতো
брюссель	ব্রাসেলস
достоверность	সত্যতা
достоверность	নির্ভরযোগ্যতা
сокол	ফ্যালকন
евангелие	গসপেল
камере	সেল
вирус	ভাইরাস
кпп	চেকপয়েন্ট
кпп	বিড়াল
кпп	বেড়াল
крайний	চরম
тобаго	টোবাগো
текущие	বর্তমান
узлы	নট
узлы	নোড
узлы	hubs
поговорить	টক
поговорить	কথা
иностранцев	বিদেশীদের
иностранцев	বিদেশীরা
калибр	ক্যালিবার
отразить	প্রতিফলিত
этики	নৈতিকতা
закрытие	অবসান
цирк	সার্কাস
лори	লরি
харви	হার্ভে
переделать	পুনরাবৃত্তি
переделать	পুনর্নির্মাণ
николь	নিকোল
печора	পেচোরা
делла	della
предупредить	সতর্ক
предупредить	সতর
жук	বাগ
жук	ছারপোকা
жук	বিটল
подписать	স্বাক্ষর
сок	রসে
сок	রস
сок	জুস
сок	শরবত
арабы	আরব
арабы	আরবরা
стрела	তীরচিহ্ন
стрела	তীর
живая	প্রাণবন্ত
живая	বেঁচে
живая	বেচে
живая	জীবিত
живая	জীবন্ত
бэй	বেই
бэй	উপসাগর
бэй	বে
выстрел	শট
базовые	প্রাথমিক
включительно	সমেত
странные	আজব
странные	অদ্ভুত
странные	বিচিত্র
странные	আশ্চর্য
странные	আজব
странные	অদ্ভুত
преобразованы	রূপান্তরিত
коробки	বাক্স
каталонии	ফিনিশ
каталонии	কাতালান
каталонии	কাতালোনিয়া
грецию	গ্রিস
грецию	গ্রীস
постановил	শাসিত
экзамен	পরীক্ষার
экзамен	পরীক্ষা
экзамен	পরিক্ষার
экзамен	পরীক্ষার
приобретения	অর্জন
виолончели	সেলো
ангела	পরি
ангела	দেবদূত
ана	এনা
ана	আনা
президиум	ব্যুরো
президиум	প্রেসিডেন্সি
католики	ক্যাথলিক
судана	সুদানের
субботу	শনিবার
наполовину	হাফওয়ে
наполовину	অর্ধ
наполовину	অর্ধেক
демократический	গণতান্ত্রিক
прекращение	cessation
любимый	পছন্দনীয়
любимый	প্রিয়
любимый	পছন্দের
любимый	পছন্দনীয়
любимый	প্রিয়
налоги	কর
налоги	কর
комплексной	ইন্টিগ্রেটেড
комплексной	সমন্বিত
абсолютный	সুনিশ্চিত
абсолютный	সুনির্দিষ্ট
абсолютный	পরম
королевские	রয়াল
королевские	রয়েল
королевские	রাজকীয়
королевские	রয়্যাল
южное	দক্ষিণাঞ্চলীয়
двойные	দ্বিগুণ
двойные	ডাবল
стамбуле	ইস্তানবুল
травм	জখম
шварц	শোয়ার্জ
филадельфии	ফিলাডেলফিয়া
вологда	vologda
рефери	রেফারি
эра	যুগ
эра	যুগে
кубе	কিউবা
рэнди	randy
стандартные	আদর্শ
стандартные	প্রমিত
стандартные	স্ট্যান্ডার্ড
рождественский	ক্রিসমাস
тратить	নষ্ট
тратить	ব্যয়
священный	পবিত্র
совещания	সভা
джордан	জর্দান
джордан	জর্ডান
атмосфера	পরিবেশ
натали	নাটালি
профессиональное	প্রফেশনাল
профессиональное	পেশাদার
профессиональное	পেশাগত
профессиональное	পেশাদারী
престижных	অভিজাত
престижных	মর্যাদাপূর্ণ
пустыне	মরুভূমি
байт	বাইট
байт	বাইট
географический	ভৌগলিক
географический	ভৌগোলিক
извинения	ক্ষমাপ্রার্থী
извинения	ক্ষমা
извинения	দুঃক্ষিত
днем	বিকাল
днем	বিকেলের
днем	বিকালে
днем	বিকেল
днем	বিকেলে
днем	দুপুর
алонсо	আলোন্সো
лёд	বরফের
лёд	বরফ
баха	বাজা
баха	বাহা
баха	বাচ
мусора	ধ্বংসাবশেষ
сербская	সার্বিয়ান
сербская	আলবেনীয়
предпринимательства	এন্টারপ্রাইজ
предпринимательства	উদ্যোক্তা
предпринимательства	উদ্যোগ
болото	জলার
вагнер	ওয়াগনার
сингапур	সিঙ্গাপুর
естественный	প্রাকৃতিক
намеренно	ইচ্ছাকৃতভাবে
намеренно	ইচ্ছাকৃত
намеренно	ইচ্ছাকৃতভাবে
ядер	কোর
испытание	পরীক্ষা
испытание	টেস্ট
испытание	পরীক্ষা
испытание	টেস্টিং
лгу	শুয়ে
лгу	মিথ্যা
эли	এলি
эли	আলী
эли	আলি
убивать	হত্যা
убивать	মেরে
кук	কুক
кук	cooke
превосходство	শ্রেষ্ঠত্ব
мелодия	সুর
мелодия	টিউন
гастроли	ট্যুর
гастроли	ভ্রমণ
гастроли	সফর
гастроли	বেড়ানোর
груз	কার্গো
крушение	ধ্বংসস্তুপ
мод	maude
мод	maud
мод	মৌ
гавань	হার্বার
фокс	শেয়াল
фокс	শিয়াল
фокс	ফক্স
клиента	ক্লায়েন্ট
ден	ডেন
отходов	নষ্ট
зоопарк	চিড়িয়াখানা
тона	টোন
фольклор	লোকাচার
загрузить	ডাউনলোড
загрузить	ভার
загрузить	চাপ
загрузить	লোড
загрузить	আপলোড
калмыкии	kalmykia
текущая	বর্তমান
венера	ভেনাস
успешный	সফল
остановился	বন্ধ
остановился	স্থগিত
тренировки	ব্যায়
тренировки	ব্যায়াম
плиты	স্ল্যাব
отображение	দেখাও
отображение	প্রদর্শন
вила	vila
облака	মেঘমালা
облака	মেঘের
облака	মেঘ
облака	মেঘ
забыть	ভুলে
первоначального	প্রাথমিক
первоначального	প্রারম্ভিক
первоначального	মূল
первоначального	প্রকৃত
первоначального	আসল
искусственно	কৃত্রিমভাবে
зарегистрированных	নিবন্ধিত
фонды	ফান্ড
фонды	তহবিল
преступники	অপরাধীরা
преступники	অপরাধী
преступники	অপরাধীদের
преступники	perps
въезд	তথ্য
въезд	ভুক্তি
въезд	এন্ট্রি
коррупции	দুর্নীতি
коррупции	দূর্নীতি
инструкция	নির্দেশনা
инструкция	নির্দেশ
инструкция	নির্দেশাবলী
инструкция	নির্দেশ
картинка	ছবি
картинка	ছবি
картинка	চিত্র
острые	ধারালো
острые	তীক্ষ্ণ
неаполь	নেপলস
марафон	ম্যারাথন
знаменитая	খ্যাত
знаменитая	বিখ্যাত
знаменитая	প্রখ্যাত
обсуждалось	আলোচিত
зеркала	আয়না
словения	স্লোভেনিয়া
плату	ফি
моделирование	মডেলিং
моделирование	মডেলিং
моделирование	অনুকরণ
моделирование	সিমুলেশন
рейд	রিড
рейд	raid
храбрость	সাহসিকতা
храбрость	সাহস
храбрость	সাহসিকতা
шины	টায়ার
шины	চাকা
шины	বেড়
шины	টায়ার
шины	টায়ার
конституционный	সাংবিধানিক
голые	উলঙ্গ
голые	নগ্ন
голые	বেয়ার
дени	ডেনিস
тёмный	গাঢ়
тёмный	কালো
тёмный	অন্ধকার
тёмный	আঁধার
живым	বেঁচে
живым	বেচে
живым	জীবিত
живым	জীবন্ত
федеральные	ফেডারেল
духовные	আধ্যাত্মিক
верю	ঈমান
верю	বিশ্বাস
подключения	সংযোগ
ока	ওকা
налог	কর
пляж	বিচ
пляж	বীচ
пляж	সৈকত
слух	গুজবের
слух	গুজব
слух	শোনার
слух	শ্রবণ
слух	শুনানী
майка	মাইক
низменности	নিম্নভূমি
рога	হর্ন
рога	হর্ণ
рога	হর্ণ
челюсти	চোয়ালে
челюсти	জস
челюсти	চোয়াল
наибольшая	বৃহত্তম
последователи	অনুসরণকারীদের
последователи	অনুসরণকারী
публиковать	প্রকাশ
канцлер	চ্যান্সেলর
графический	গ্রাফিক্যাল
графический	গ্রাফিকাল
графический	গ্রাফিক
месть	প্রতিহিংসা
месть	প্রতিশোধ
краски	পেইন্ট
краски	পেন্ট
краски	পেইন্টস
колин	কলিন
привод	ড্রাইভ
боеприпасы	গোলাবারুদ
искусственных	কৃত্রিম
кошек	বিড়াল
кошек	বেড়াল
этимология	ব্যুৎপত্তি
сингапура	সিঙ্গাপুর
пещере	গুহা
аризона	অ্যারিজোনা
аризона	আরিজোনা
ископаемые	ফসিল
ископаемые	জীবাশ্ম
сменить	পরিবর্তন
сменить	পাল্টে
ванкувере	ভ্যাঙ্কুভার
пан	প্যান
пан	কড়াই
грегори	গ্রেগরি
абсолютной	সুনিশ্চিত
абсолютной	সুনির্দিষ্ট
абсолютной	পরম
венеры	ভেনাস
японское	জাপানি
японское	জাপানী
доказал	প্রমাণিত
доказал	প্রমানিত
доказал	প্রমাণিত
айдахо	আইডাহো
вечерний	সন্ধ্যা
вечерний	সন্ধ্যায়
вечерний	সন্ধা
вечерний	সন্ধ্যার
пояснения	ব্যাখ্যা
повседневной	প্রতিদিনই
повседневной	প্রতিদিন
суши	সুশি
избранный	মনোনীত
оптических	অপটিক্যাল
оптических	অপটিকাল
элеонора	এলিয়ানর
доллар	ডলার
посадка	বোর্ডিং
посадка	ল্যান্ডিং
посадка	অবতরণ
протоколы	প্রোটোকল
ожидается	প্রত্যাশিত
направляется	নেতৃত্বে
острый	তীব্র
острый	ধারালো
острый	তীক্ষ্ণ
доказана	প্রমাণিত
секретари	registrars
ограничено	সীমাবদ্ধ
ограничено	সীমিত
отцов	বাপ
республиканский	রিপাবলিকান
холмс	হোমস
ангелов	ফেরেশতা
ангелов	ফেরেশতারা
ангелов	ফেরেশতাদের
винчи	ভিঞ্চি
ветры	বায়ু
ветры	বাতাস
цифровая	ডিজিটাল
цифровая	ডিজিট্যাল
чжэн	ঝেং
киото	কিয়োটো
археологи	প্রত্নতাত্ত্বিকদের
проживание	বাসভবন
проживание	বাসস্থান
способных	সক্ষম
беспорядки	দাঙ্গার
беспорядки	রায়ট
беспорядки	দাঙ্গা
беспорядки	অস্থিরতা
ограничить	সীমা
металлические	ধাতু
металлические	মেটাল
металлические	ধাতব
лиг	লীগ
лиг	লিগ
шифрования	এনক্রিপশন
чечне	চেচনিয়া
смотри	দেখ
смотри	চেহারা
смотри	দেখো
голубые	নীল
определена	সংজ্ঞায়িত
определена	উল্লেখিত
резолюции	রেজুলেশন
пираты	পাইরেটস
пираты	পাইরেট
пираты	জলদস্যু
панель	প্যানেল
биографию	আত্মজীবনী
биографию	জীবনী
вертикальной	উল্লম্ব
вертикальной	উলম্ব
тонкий	পাতলা
тонкий	চিকন
целая	পুরো
целая	সমগ্র
целая	গোটা
отклонения	বক
размышления	প্রতিফলন
маски	মুখোশ
маски	ছাঁচ
маски	মাস্ক
маски	মুখোশ
сирия	সিরিয়া
сирия	সিরিয়ায়
молодёжь	যৌবন
молодёжь	যুব
молодёжь	যুবতী
молодёжь	যুবা
инцидента	ঘটনাবলী
инцидента	ঘটনা
неудачи	কমায়
неудачи	ব্যর্থ
неудачи	ব্যর্থতা
взаимоотношения	সম্পর্কগুলো
взаимоотношения	সম্পর্ক
взаимоотношения	সম্পর্কের
взаимоотношения	সম্পর্ক
платформу	প্ল্যাটফর্ম
платформу	মঞ্চ
кишки	সাহস
банда	বান্দা
банда	গ্যাং
холодная	ঠান্ডা
холодная	ঠাণ্ডা
холодная	কোল্ড
признался	স্বীকার
негативные	নেগেটিভ
негативные	নেতিবাচক
негативные	ঋণাত্মক
наместник	viceroy
сантиметров	সেন্টিমিটার
назначенный	বরাদ্দকৃত
назначенный	বরাদ্দ
