katalonii	catalonië
przedstawiono	gepresenteerd
honoru	eren
honoru	eer
honoru	eren
honoru	eer
square	vierkante
square	vierkant
square	plein
odrębne	aparte
odrębne	gescheiden
odrębne	apart
obydwa	allebei
obydwa	beiden
obydwa	beide
czaszki	schedels
czaszki	schedel
czaszki	skull
fischer	fischer
białek	proteïnen
białek	eiwitten
publiczny	publiek
publiczny	openbaar
mail	mail
mail	post
nieznacznie	lichtjes
nieznacznie	enigszins
nieznacznie	lichtelijk
tronie	troon
kogo	wie
kogo	who
francuz	fransman
heaven	hemel
heaven	hemels
heaven	heaven
cen	cen
rozkładu	ontleding
rozkładu	ontbinding
piła	drinken
piła	gedronken
piła	dronk
piła	opgedronken
piła	zag
piła	zagen
piła	saw
piła	zaag
śniegu	sneeuw
damian	damian
funkcjonował	functioneerde
istoty	wezens
istoty	wezens
istoty	schepsels
ołtarzu	altaar
policjant	smeris
policjant	flik
policjant	politieagent
policjant	politieman
toledo	toledo
cannes	cannes
informacyjny	informatief
informacyjny	informatieve
informacyjny	informatief
gospodarstwo	kwekerij
gospodarstwo	boerderij
gospodarstwo	boerderijen
gospodarstwo	vasthouden
gospodarstwo	holding
czwartego	vierde
czwartego	fourth
wiosce	dorpje
wiosce	dorp
teologiczne	theologische
ograniczona	limited
ograniczona	beperkt
ograniczona	gelimiteerd
ograniczona	beperkte
ograniczona	beperkt
ograniczona	beperkte
kontynuować	doorgaan
kontynuować	voortzetten
dem	dem
potwierdzenie	bevestiging
potwierdzenie	bevestiging
potwierdzenie	erkenning
management	beheer
management	management
split	splitsen
split	split
kenneth	kenneth
przeżył	overleefden
przeżył	overleefde
przeżył	overleefd
sosna	dennen
sosna	pine
paragwaju	paraguay
bunt	opstand
bunt	muiterij
bunt	rebellie
bunt	opstand
pete	pete
suche	droge
suche	droog
suche	drogen
ward	ward
baz	baz
owłosione	harige
owłosione	harig
owłosione	behaarde
promieniowanie	straling
promieniowanie	bestraling
struga	struga
eduardo	eduardo
sweet	lieve
sweet	sweet
sweet	zoet
sweet	lief
skierowane	geregisseerd
skierowane	gerichte
skierowane	regisseerde
kolorów	kleuren
fernández	fernández
rycerz	ridder
zapewnienia	geruststelling
watson	watson
wyraża	uitdrukt
wprowadzona	introduceerde
wprowadzona	ingevoerd
wprowadzona	geïntroduceerd
zwrot	terugbetaling
zwrot	teruggave
zwrot	restitutie
zwrot	terugkeer
zwrot	retour
zwrot	return
zwrot	terugkeren
zwrot	aflossing
zwrot	terugbetaling
funkcjonowanie	operation
funkcjonowanie	bewerking
funkcjonowanie	operatie
funkcjonowanie	exploitatie
funkcjonowanie	functioneert
funkcjonowanie	functionerend
funkcjonowanie	functioneren
białoruś	belarus
socjalistyczna	socialist
socjalistyczna	socialistisch
socjalistyczna	socialistische
czołg	tank
egzemplarze	kopieën
egzemplarze	afschriften
egzemplarze	exemplaren
zboczach	hellingen
zboczach	pistes
słowackiej	slowaakse
słowackiej	slowaaks
widział	zag
widział	zagen
widział	saw
widział	zaag
połączona	samengevoegd
połączona	samengevoegde
patrol	patrol
patrol	patrouilleren
patrol	patrouille
litera	brief
litera	letter
oznaczony	gelabeld
oznaczony	gemarkeerde
oznaczony	gemarkeerd
oznaczony	gemerkt
oznaczony	gekenmerkt
control	controle
control	control
chóru	koor
chóru	koor
chóru	refrein
starcia	botsingen
stacjonował	gestationeerd
stacjonował	gelegerd
maroka	marokkaans
maroka	marokkaanse
athletic	atletisch
aresztowania	aanhoudingen
aresztowania	arrestaties
okien	windows
okien	vensters
okien	ruiten
okien	ramen
bogato	rijkelijk
karen	karen
reorganizacji	reorganisatie
reorganizacji	reorganiseren
reorganizacji	reorganisatie
reorganizacji	reorganiseren
odpowiedni	toepasselijk
odpowiedni	geschikt
odpowiedni	passende
odpowiedni	passend
odpowiedni	gepast
odpowiedni	geschikt
odpowiedni	geschikte
enwiki	enwiki
wrc	wrc
względnie	relatief
praktyczny	praktische
praktyczny	praktisch
ograniczony	limited
ograniczony	beperkt
ograniczony	gelimiteerd
ograniczony	beperkte
ograniczony	beperkt
ograniczony	beperkte
arabskie	arabier
arabskie	arabisch
arabskie	arabische
arabskie	arabisch
arabskie	arabier
lewo	linkse
lewo	linker
lewo	links
dno	bodem
dno	onderkant
dno	bottom
kopenhadze	kopenhagen
wyścigi	rassen
wyścigi	races
wyścigi	racing
wyścigi	racen
gracze	spelers
gracze	gamers
holland	holland
halle	halle
dotarły	gearriveerd
dotarły	aangekomen
sumy	sum
sumy	som
sumy	bedragen
sumy	sommen
sumy	totalen
bractwa	broederschappen
bractwa	studentenvereniging
bractwa	broederschap
bractwa	broederschap
bractwa	brotherhood
tajemnica	mysterie
tajemnica	mystery
tajemnica	geheim
tajemnica	secret
targ	marketplace
targ	marktplaats
targ	marktplein
targ	markt
połączony	verbonden
połączony	aangesloten
kraina	grond
kraina	land
szeregi	rangen
szeregi	gelederen
szeregi	serie
szeregi	reeks
szeregi	reeksen
szeregi	series
potrzebny	nood
potrzebny	need
potrzebny	nodig
potrzebny	noodzaak
potrzebny	behoefte
potrzebny	nodig
potrzebny	benodigd
mig	mig
oryginalna	oorspronkelijke
oryginalna	origineel
oryginalna	originele
kanały	kanalen
kanały	grachten
kanały	kanalen
kanały	kanaal
inicjatorem	initiator
inicjatorem	initiatiefnemer
konklawe	conclaaf
boczny	zijdelingse
boczny	laterale
boczny	zijdelings
zoo	dierentuinen
zoo	dierentuin
zoo	zoo
pokryta	bestreken
pokryta	gedekt
pokryta	bedekt
pokryta	overdekt
pokryta	gedekte
turner	turner
ambasady	ambassade
jefferson	jefferson
spartak	spartak
partner	partner
partner	filiaal
partner	affiliate
transmisji	transmissie
transmisji	uitzending
transmisji	uitgezonden
transmisji	uitzenden
teodora	theodora
właściciele	verhuurders
właściciele	baasjes
właściciele	eigenaren
właściciele	eigenaars
albrecht	albrecht
kolonie	koloniën
kolonie	kolonies
joão	joão
heinz	heinz
wygrana	win
wygrana	winnen
wygrana	winnende
wygrana	winnend
wygrana	winning
wygrana	winnen
lekkie	lichtgewicht
regulamin	regelgeving
regulamin	regulering
regulamin	verordening
que	que
rachel	rachel
wenecja	venetie
wenecja	venetië
idee	ideeën
idee	ideeen
idee	ideetjes
sierżant	sarge
sierżant	sergeant
sierżant	sergeant
wynalazca	uitvinder
bei	bei
skarb	waardevol
skarb	precious
skarb	kostbaar
skarb	kostbare
skarb	schat
skarb	schatten
skarb	treasure
ogrody	tuinen
prokurator	procureur
prokurator	aanklager
piąta	vijfde
potwierdza	bevestigt
pamiętnik	tijdschrift
pamiętnik	journal
pamiętnik	dagboek
pamiętnik	dagboek
stawu	vijver
przewodnictwem	voorzitterschap
prawdopodobne	waarschijnlijke
prawdopodobne	waarschijnlijk
prawdopodobne	waarschijnlijke
procedury	procedures
procedury	procedure
disco	disco
barona	baron
sumę	sum
sumę	som
uczestniczyło	meegedaan
uczestniczyło	deelgenomen
dostaje	krijgt
prawny	legaal
prawny	wettelijk
prawny	wettig
prawny	juridische
prawny	juridisch
cząsteczki	deeltjes
cząsteczki	deeltjes
cząsteczki	partikels
cząsteczki	moleculen
cząsteczki	deeltje
cząsteczki	deeltjes
fair	eerlijke
fair	redelijk
fair	fair
fair	eerlijk
wstawić	invoegen
czysto	puur
czysto	zuiver
czysto	clear
czysto	duidelijk
czysto	helder
urzędy	kantoren
urzędy	kantoor
radnych	raadsleden
objęcia	omarmt
objęcia	omhelst
objęcia	omhelzing
objęcia	omhelzen
objęcia	omarmen
objęcia	omhels
plemiona	stammen
nadzwyczajny	buitengewone
nadzwyczajny	buitengewoon
nadzwyczajny	uitzonderlijk
linda	linda
musical	muzikale
musical	musical
musical	muzikaal
świętokrzyskie	świętokrzyskie
zawodowo	professioneel
virginia	virginia
mistrzowie	meesters
mistrzowie	masters
mistrzowie	kampioenen
mistrzowie	champions
drewno	hout
drewno	hout
salvador	salvador
dąbrówka	dąbrówka
islam	islam
bloków	blokken
wagner	wagner
prasa	pers
prasa	druk
łańcuch	tekenreeks
łańcuch	string
łańcuch	touwtje
łańcuch	ketting
łańcuch	keten
eso	eso
grubość	dikte
stevens	stevens
kapitał	kapitaal
kapitał	hoofdstad
kapitał	hoofdletter
monica	monica
galaktyki	sterrenstelsels
galaktyki	sterrenstelsel
galaktyki	melkwegstelsel
galaktyki	galaxy
galaktyki	melkweg
aktualny	huidig
aktualny	huidige
aktualny	actueel
kontrola	controle
kontrola	control
kontrola	audit
kontrola	controle
kontrola	keuring
kontrola	inspectie
mieszane	mixed
mieszane	vermengd
mieszane	gemixt
mieszane	gemengde
mieszane	gemengd
mieszane	gemengd
dodaje	voegt
typowo	typisch
typowo	typische
typowo	typisch
warunek	conditie
warunek	aandoening
warunek	voorwaarde
warunek	toestand
zawieszenia	vering
zawieszenia	suspensie
zawieszenia	schorsing
zawieszenia	opschorting
zawieszenia	schorsingen
naftowej	ruwe
naftowej	grof
naftowej	ruw
koleje	spoorlijnen
koleje	spoorwegen
stowarzyszeń	associaties
stowarzyszeń	verenigingen
regina	regina
zagrożonych	bedreigde
zagrożonych	bedreigd
sokół	valk
sokół	falcon
działka	plot
działka	perceel
działka	complot
rozwiązany	opgeloste
rozwiązany	vastbesloten
rozwiązany	opgelost
rozwiązany	ontbonden
rozwiązany	opgelost
znaczny	substantiële
znaczny	substantieel
znaczny	aanzienlijk
znaczny	aanzienlijke
znaczny	significant
floryda	florida
księżnej	hertogin
geograficzny	geografisch
geograficzny	geografisch
autobus	bus
wirnika	rotor
właścicielami	baasjes
właścicielami	eigenaren
właścicielami	eigenaars
wewnętrzny	intern
wewnętrzny	inwendig
wewnętrzny	binnenste
wewnętrzny	innerlijke
wewnętrzny	innerlijk
jeana	jean
sex	seks
sex	geslacht
sex	sex
samców	reuen
samców	mannetjes
zbrodnie	misdaden
zbrodnie	misdrijven
zbrodnie	misdrijf
zbrodnie	misdaad
zbrodnie	crime
zbrodnie	criminaliteit
filharmonii	philharmonic
dar	dar
dar	geschenk
dar	cadeautje
dar	cadeau
dar	gift
dar	kado
row	rij
row	roei
row	roeien
row	row
wewnętrzna	intern
wewnętrzna	inwendig
wewnętrzna	binnenste
wewnętrzna	innerlijke
wewnętrzna	innerlijk
podróże	reizen
podróże	reis
podróże	reizend
pokrywy	dekt
pokrywy	covers
pokrywy	omslagen
pokrywy	omvat
lewandowski	lewandowski
przekazano	doorgestuurd
przekazano	toegezonden
przekazano	doorgezonden
przekazano	gedelegeerd
przekazano	gedelegeerde
umieszczenie	plaatsing
grabowski	grabowski
kapłan	priester
aktów	handelingen
aktów	acts
twierdzenia	beweringen
twierdzenia	claims
twierdzenia	vorderingen
twierdzenia	beweringen
aglomeracji	agglomeraties
aglomeracji	agglomeratie
pokrewne	gerelateerd
pokrewne	verwant
pokrewne	verwante
pokrewne	gerelateerde
artystyczna	artistieke
artystyczna	artistiek
orlando	orlando
opinia	advies
opinia	mening
opinia	terugkoppeling
opinia	feedback
alessandro	alessandro
pogoń	achtervolging
pogoń	nastreven
pogoń	achtervolgen
pogoń	achtervolging
pogoń	chase
postawy	attitude
postawy	houding
postawy	attitude
postawy	houding
postawy	houdingen
postawy	houding
postawy	postuur
kasy	geld
kasy	afrekenen
kasy	uitchecken
kasy	kassa
kasy	cash
klaus	klaus
studenci	studenten
studenci	leerlingen
studenci	leerling
studenci	student
zęby	tanden
zęby	gebit
zęby	tandjes
duszy	ziel
duszy	soul
przeznaczeniem	noodlot
przeznaczeniem	lotsbestemming
przeznaczeniem	lot
przeznaczeniem	destiny
finały	finale
finały	finales
obywatel	burger
obywatel	citizen
irlandia	ierland
osobno	afzonderlijk
osobno	apart
zeszyt	notebook
zeszyt	notitieboek
zeszyt	notitieboekje
ferdinand	ferdinand
act	handelen
act	act
skała	rotsen
skała	rots
skała	steen
skała	rock
ponownego	herhaling
leonarda	leonard
łaski	mercy
łaski	barmhartigheid
łaski	genade
łaski	gratie
łaski	grace
wykorzystane	gebruikt
wykorzystane	gebruikte
wykorzystane	uitgebuit
wykorzystane	geëxploiteerd
nieliczne	schaars
nieliczne	karig
zamieszkania	bewoning
nina	nina
montana	montana
hansen	hansen
parametr	parameter
narciarstwo	skiën
eyes	ogen
eyes	oogjes
terytoriów	gebieden
terytoriów	gebiedsdelen
ochotników	vrijwilliger
ochotników	vrijwilligers
pojęć	concepten
pojęć	begrippen
circle	kring
circle	cirkel
otoczone	omringd
otoczone	omsingeld
otoczone	omgeven
otoczone	omringt
absolwentów	alumni
absolwentów	afgestudeerden
dłuższe	langere
dłuższe	langer
równania	vergelijkingen
auf	auf
uruchomienie	lanceren
uruchomienie	lancering
uruchomienie	mobilisatie
uruchomienie	ingebruikneming
uruchomienie	ingebruikname
uruchomienie	lanceren
uruchomienie	lancering
imdb	imdb
gilles	gilles
diana	diana
senat	senaat
zaproszenie	uitnodiging
zaproszenie	uitnodigen
zaproszenie	uitnodiging
zamiar	intentie
zamiar	intentie
zamiar	bedoeling
podwozie	onderstel
podwozie	chassis
iranie	iraanse
iranie	iran
lane	laan
lane	lane
minas	minas
reggae	reggae
blog	blog
blog	weblog
blog	bloggen
zębów	tanden
zębów	gebit
zębów	tandjes
dziesiątki	tientallen
dziesiątki	tienduizenden
dziesiątki	tienen
dziesiątki	tientallen
aten	athene
lars	lars
ter	ter
fikcyjna	fictief
fikcyjna	fictieve
full	vol
full	volledig
full	full
full	volledige
full	volle
odra	mazelen
odra	odra
afryka	afrika
afryka	afrikaanse
afryka	afrikaans
opublikowano	gepost
opublikowano	geplaatste
opublikowano	geplaatst
opublikowano	gepubliceerd
opublikowano	verschenen
opublikowano	gepubliceerde
opublikowano	uitgegeven
monet	muntstukken
monet	munten
monet	monet
lufy	vaten
lufy	barrel
lufy	vat
kosmiczny	kosmische
kosmiczny	kosmisch
money	geld
korzyść	voordeel
korzyść	benefit
korzyść	benefiet
korzyść	voordeel
krotnie	vouwen
krotnie	vouw
krotnie	plooi
calgary	calgary
szybciej	sneller
szybciej	snellere
szybciej	vlugger
bakterii	bacteriële
bakterii	bacterie
bakterii	bacteriën
gospodarcza	economische
gospodarcza	economisch
przełom	doorbraak
texas	texaanse
texas	texas
heavy	heavy
heavy	zwaar
heavy	zware
heavy	heftig
rysunki	tekeningen
jake	jake
historycy	historici
portland	portland
terytoria	gebieden
terytoria	gebiedsdelen
terytoria	grondgebied
terytoria	territorium
algorytm	algoritme
koronę	kroon
wróć	terugkeer
wróć	retour
wróć	return
wróć	terugkeren
kamienie	steentjes
kamienie	stones
kamienie	stenen
kamienie	steen
kamienie	natuursteen
kamienie	stone
kamienie	stenen
kamienie	rotsen
kamienie	stenen
honor	eren
honor	eer
honor	eren
honor	eer
konkretnie	specifiek
umiera	dies
umiera	sterft
umiera	sterven
umiera	stervend
umiera	stervende
umiera	doodgaan
przemysłowe	industrieel
przemysłowe	industriële
tunel	tunnel
niewątpliwie	ongetwijfeld
zbiorniki	reservoirs
zbiorniki	tanks
niewielu	weinigen
niewielu	paar
niewielu	weinig
iras	iras
sprzedano	verkocht
sprzedano	verkochte
chen	chen
konkursy	competities
konkursy	wedstrijden
konkursy	prijsvragen
konkursy	wedstrijden
tygodniach	weeks
tygodniach	weken
zen	zen
ewakuacji	evacuatie
ewakuacji	evacueren
ewakuacji	ontruiming
jürgen	jürgen
wymiar	afmetingen
wymiar	afmeting
wymiar	dimensie
bonus	bonus
sncf	sncf
web	web
connecticut	connecticut
rolnictwo	landbouw
zmieniona	gewijzigd
simone	simone
juniors	junioren
poezja	poëzie
poezja	gedichten
litwa	litouwen
pokład	dek
pokład	deck
sprzeciw	bezwaren
sprzeciw	bezwaar
sprzeciw	bezwaarschrift
sprzeciw	tegenstand
sprzeciw	oppositie
atlanta	atlanta
sól	zout
traktować	traktatie
traktować	behandelen
traktować	behandel
kolonię	kolonie
opady	regenval
opady	neerslag
opady	neerslag
słowacja	slowakije
odchodzi	vertrekken
odchodzi	weggaan
usuwanie	verwijdering
usuwanie	verwijdering
usuwanie	schrapping
usuwanie	verwijdering
odzyskał	herwonnen
klein	klein
poczucie	zintuig
odwrót	aftocht
odwrót	terugtocht
odwrót	terugtrekken
rany	wond
rany	wonde
rany	wonden
substancje	substantie
substancje	substanties
substancje	stoffen
ziemski	aardse
ziemski	aards
publikowane	gepubliceerd
publikowane	verschenen
publikowane	gepubliceerde
publikowane	uitgegeven
pływak	zwemmer
pływak	zwemster
ogromny	reusachtig
ogromny	enorm
ogromny	enorme
ogromny	gigantisch
ogromny	massief
ogromny	enorme
ogromny	massive
ogromny	massaal
ogromny	massale
ogromny	enorm
ogromny	enorme
działek	percelen
nagrodzony	beloond
nagrodzony	beloont
schemat	diagram
schemat	schematisch
schemat	schematische
schemat	schema
oczywiste	evident
fotografia	foto
fotografia	fotografie
fotografia	fotograferen
fotografia	fotograferen
fotografia	foto
teoretycznie	theoretisch
gmt	gmt
przekierowanie	redirect
przekierowanie	omleiding
przekierowanie	doorgestuurd
przekierowanie	omgeleid
przekierowanie	doorverwezen
krajobraz	landschap
elektor	keurvorst
ted	ted
tramwaj	tram
tramwaj	tram
zdecydowała	besloot
zdecydowała	besloten
zdecydowała	besliste
przekonać	overtuigen
przekonać	overtuigen
belgradzie	belgrado
tkanki	tissue
tkanki	weefsel
tkanki	weefsels
podstawowego	fundamentele
podstawowego	basic
skuteczność	prestaties
skuteczność	prestatie
skuteczność	effectiviteit
skuteczność	doeltreffendheid
skuteczność	werkzaamheid
skuteczność	doelmatigheid
skuteczność	doeltreffendheid
skuteczność	effectiviteit
skuteczność	werkzaamheid
skuteczność	efficiency
skuteczność	efficiëntie
skuteczność	doeltreffendheid
skuteczność	doelmatigheid
przypadkowo	toevallig
tryby	modi
erich	erich
dama	lady
dama	vrouwe
dama	dame
władcą	heerser
władcą	liniaal
ślad	trail
ślad	spoor
ślad	traceren
ślad	spoor
ślad	trace
przyjęte	geaccepteerde
przyjęte	aanvaard
przyjęte	aanvaarde
przyjęte	geaccepteerd
przyjęte	geadopteerd
przyjęte	aangenomen
przyjęte	goedgekeurd
bloki	blokken
niska	laag
niska	low
niska	lage
twierdzą	claim
twierdzą	claimen
twierdzą	opeisen
testament	testament
berg	berg
anhalt	anhalt
podobieństwo	gelijkenis
podobieństwo	gelijkenissen
podobieństwo	gelijkenis
mitsubishi	mitsubishi
zatrudnienie	tewerkstelling
zatrudnienie	werkgelegenheid
zatrudnienie	inhuren
zatrudnienie	verhuren
horror	horror
horror	verschrikking
horror	gruwel
horror	afschuw
technologia	technologie
oklahoma	oklahoma
konkretne	specifiek
konkretne	specifieke
konkretne	concrete
konkretne	beton
konkretne	betonnen
konkretne	concreet
konflikty	conflicten
konflikty	conflict
konflikty	conflicten
konflikty	conflict
wezwanie	dagvaarding
sophie	sophie
kings	koningen
dokładne	precieze
dokładne	nauwkeurig
dokładne	nauwkeurigheid
dokładne	accuraat
dokładne	accurate
dokładne	exacte
dokładne	exact
dokładne	precies
podziemia	ondergronds
podziemia	ondergrondse
podziemia	underground
podziemia	onderwereld
zapobiec	voorkomen
zapobiec	voorkom
skrzyżowanie	kruispunt
skrzyżowanie	kruising
skrzyżowanie	junction
poprawę	verbetering
poprawę	verbeteren
architektów	architecten
muza	muze
czytać	lezen
czytać	gelezen
czytać	lees
organizatorów	organisatoren
organizatorów	organisatoren
dopuszczalna	acceptabel
dopuszczalna	aanvaardbaar
dopuszczalna	aanvaardbare
dopuszczalna	acceptabele
dopuszczalna	ontvankelijk
dopuszczalna	toelaatbaar
dopuszczalna	toelaatbaar
spada	vallen
spada	waterval
spada	valt
spada	watervallen
spada	falls
dramatyczny	dramatische
dramatyczny	dramatisch
siódmego	zevende
siódmego	seventh
zapasy	benodigdheden
zapasy	bevoorrading
zapasy	voorraden
zapasy	voorraad
zapasy	leveringen
zapasy	voorraden
zapasy	voorraad
zapasy	worstel
zapasy	worstelen
zapasy	voorraad
zapasy	stock
żyły	aders
żyły	aderen
żyły	bloedvat
żyły	ader
donieck	donetsk
cesarzem	keizer
organiczny	biologisch
organiczny	organische
organiczny	organisch
chrześcijaństwo	christendom
make	maken
make	maak
instrukcji	instructies
instrukcji	instructie
hope	hoop
hope	hopen
hope	hope
zgoda	toestemming
zgoda	instemming
zgoda	akkoord
zgoda	afgesproken
zgoda	overeengekomen
zgoda	instemming
face	gelaat
face	aangezicht
face	gezicht
face	face
opada	vallen
opada	waterval
opada	valt
opada	watervallen
opada	falls
genewie	geneve
genewie	genève
ojców	vaders
ojców	vaders
ojców	dads
chronologicznie	chronologisch
barwa	kleuren
barwa	kleur
barwa	kleur
wspomnień	memories
wspomnień	herinneringen
inżynieria	engineering
inżynieria	machinebouw
inżynieria	techniek
inżynieria	ingenieurs
inżynieria	technici
turbo	turbo
radnego	wethouder
sale	zalen
sale	hallen
sale	uitverkoop
sale	verkopen
sale	verkoop
literaturę	literatuur
artyleria	artillerie
artyleria	geschut
siatkówki	netvlies
siatkówki	volleybal
roślinności	vegetatie
design	ontwerp
design	design
design	vormgeving
design	ontwerpen
sklepy	winkels
seweryn	seweryn
markiz	markies
concacaf	concacaf
maks	max
majewski	majewski
doradcą	adviseur
buffalo	buffalo
buffalo	buffels
buffalo	bizons
buffalo	buffel
uzupełnić	bijvullen
prawdopodobieństwo	waarschijnlijkheid
prawdopodobieństwo	waarschijnlijkheid
hetman	hetman
zwłoki	lijken
zwłoki	lijk
zwłoki	kadaver
pokoleń	generaties
wieczny	eeuwige
wieczny	eeuwigdurende
wieczny	eeuwige
wieczny	eeuwig
przyznaje	erkent
przyznaje	onderkent
odkryć	ontdekkingen
odkryć	ontdek
odkryć	ontdekken
stężenie	concentraties
stężenie	concentratie
zrobione	genomen
zrobione	meegenomen
zrobione	made
zrobione	gemaakt
zrobione	gedaan
zrobione	done
zrobione	klaar
rozbił	sloeg
rozbił	ingeslagen
rozbił	crashte
rozbił	neergestort
rozbił	gecrasht
rozbił	gesloopt
inżynierów	ingenieurs
inżynierów	technici
bonaparte	bonaparte
odwołany	geannuleerd
odwołany	afgelast
odwołany	geannuleerde
odwołany	geannuleerd
odwołany	afgelast
żyła	woonde
żyła	leefde
żyła	leefden
żyła	bloedvat
żyła	ader
uczestniczy	deelneemt
zjednoczenie	eenheid
zjednoczenie	eenwording
zjednoczenie	eenmaking
zjednoczenie	weerzien
zjednoczenie	reünie
zjednoczenie	hereniging
zjednoczenie	réunion
wnioski	toepassingen
wnioski	applicaties
wnioski	aanvragen
wnioski	aanvragen
wnioski	verzoeken
wnioski	conclusie
wnioski	conclusies
podłoża	substraten
rak	kanker
luksemburga	luxemburgs
luksemburga	luxemburgse
luksemburga	luxemburg
radiowy	radio
emi	emi
sauber	sauber
somerset	somerset
pytaj	ask
pytaj	vraag
ronald	ronald
parki	parkeren
parki	park
parki	parken
konstrukcje	constructies
konstrukcje	structuren
hong	hong
rain	regen
jam	jam
połączyć	samenvoeging
połączyć	samenvoegen
połączyć	combineren
pozytywne	positief
pozytywne	positieve
pętli	loops
pętli	lussen
pętli	looping
pętli	lus
pętli	loop
historie	verslagen
historie	verhalen
historie	verhaaltjes
sheffield	sheffield
intensywnie	intensief
intensywnie	intens
intensywnie	heftig
intensywnie	intense
intensywnie	intens
niepełnosprawnych	gehandicapten
niepełnosprawnych	uitgeschakeld
niepełnosprawnych	gehandicapte
niepełnosprawnych	invalide
niepełnosprawnych	gehandicapt
niepełnosprawnych	gehandicapten
niepełnosprawnych	gehandicapte
niepełnosprawnych	gehandicapt
magnus	magnus
przejęcia	acquisitie
przejęcia	overnames
przejęcia	overnames
przejęcia	overname
libii	libië
fizyka	natuurkunde
fizyka	fysica
islamu	islam
naczelnik	directeur
naczelnik	warden
sporów	geschillen
malarzy	schilders
jeremy	jeremy
nagrobek	grafsteen
nagrobek	tombe
nagrobek	graftombe
nagrobek	graf
nagrobek	grafsteen
haiti	haïti
haiti	haïtiaanse
rozmieszczenie	indeling
rozmieszczenie	opmaak
rozmieszczenie	layout
calcio	calcio
spektakl	schouwspel
spektakl	spektakel
uzyskuje	verkrijgt
przekształcenia	transformaties
dłoni	handpalm
dłoni	palm
wiara	faith
wiara	geloof
wiara	vertrouwen
wiara	geloof
wiara	overtuiging
jesień	herfst
jesień	najaar
jesień	herfst
jesień	fall
jesień	vallen
walczących	strijdende
rejestracji	registraties
rejestracji	inschrijvingen
rejestracji	inschrijven
rejestracji	inschrijving
rejestracji	registratie
myślenia	nadenken
myślenia	denken
myślenia	denkend
zmiennych	variabelen
wywołuje	induceert
prześladowań	vervolging
prześladowań	vervolgingen
pułków	regimenten
kolorado	colorado
mks	mks
bezpośredni	rechtstreeks
bezpośredni	directe
bezpośredni	direct
bezpośredni	rechtstreekse
błony	membranen
derby	derby
głębokie	diep
głębokie	diepe
głębokie	deep
głębokie	diepgaand
głębokie	diepgaande
przejęcie	overname
przejęcie	aankoop
przejęcie	acquisitie
przejęcie	verwerving
przejęcie	overname
przejęcie	aanwinst
pieszych	voetganger
pieszych	voetgangers
pieszych	voetgangers
laurent	laurent
przedstawiona	gepresenteerde
przedstawiona	aangeboden
przedstawiona	gepresenteerd
plakat	poster
plakat	affiche
inicjatywa	initiatief
inicjatywa	initiative
bohaterka	heldin
palermo	palermo
wdowa	weduwe
cole	cole
kulturowe	cultureel
kulturowe	culturele
mma	mma
prywatny	prive
prywatny	privé
prywatny	particulier
usuwania	verwijdering
wójcik	wójcik
gil	gil
synod	synode
boliwii	boliviaanse
boliwii	bolivia
wyrażenia	zinnen
wyrażenia	uitdrukkingen
wyrażenia	uitdrukkingen
wyrażenia	expressie
wyrażenia	expressies
wyrażenia	uitdrukking
wyrażenia	expressie
gazy	gassen
gazy	gaza
edu	ede
edu	edu
nasion	zaad
nasion	zaden
nasion	zaaigoed
nasion	zaden
nasion	zaaigoed
nasion	zaad
nasion	zaaizaad
flora	flora
śródziemnego	mediterrane
siódme	zevende
siódme	seventh
starsza	oudere
starsza	elder
starsza	oudere
starsza	ouder
esp	esp
porównania	vergelijking
porównania	vergelijkingen
phillips	philips
phillips	phillips
jiří	jiří
seine	seine
antwerpii	antwerpen
münchen	münchen
poczęcia	bevruchting
poczęcia	conceptie
chaos	chaos
zarzut	pleidooi
zarzut	bewering
zarzut	beschuldiging
dziób	snavel
ustaw	instellen
ustaw	set
ustaw	ingesteld
dialog	dialoog
palace	paleis
sztuczne	kunstmatige
sztuczne	kunstmatig
baltimore	baltimore
uwięziony	gevangengezet
uwięziony	gevangengenomen
uwięziony	gevangen
uwięziony	gevangen
ogrodzie	tuintje
ogrodzie	tuin
robertson	robertson
apple	appel
apple	apple
iwona	yvonne
galaktyk	sterrenstelsels
wiosna	voorjaar
wiosna	lente
rządowe	regering
rządowe	overheid
śpiewa	zingt
śpiewa	gezang
śpiewa	zang
śpiewa	zingen
przekonany	overtuigde
przekonany	overtuigd
kaliber	kaliber
kaliber	kaliber
jessica	jessica
bibliotekę	bibliotheek
moritz	moritz
din	din
wyjaśnić	verklaar
wyjaśnić	uitleggen
mohamed	mohamed
osobowość	persoonlijkheid
ciężki	heavy
ciężki	zwaar
ciężki	zware
ciężki	heftig
zarejestrowany	geregistreerd
zarejestrowany	ingeschreven
zarejestrowany	geregistreerde
zarejestrowany	geregistreerd
zarejestrowany	opgenomen
zarejestrowany	genoteerd
zależność	afhankelijkheid
zależność	afhankelijkheid
child	kind
child	kindje
oddanie	toewijding
oddanie	toewijding
podejścia	benaderingen
podejścia	nadert
podejścia	benaderen
podejścia	naderen
podejścia	nadering
podejścia	aanpak
podejścia	benadering
okładki	cover
okładki	dekking
okładki	omslag
okładki	dekken
okładki	dekt
okładki	covers
okładki	omslagen
okładki	omvat
podmiot	onderwerp
podmiot	proefpersoon
podmiot	subject
podmiot	entiteit
volley	volley
volley	salvo
url	url
rzymian	romeinen
zaproszony	uitgenodigde
