жозеф	joseph
господин	monsieur
господин	dominus
богатых	riches
богатых	rich
богатых	riche
богатых	riches
богатых	riche
биология	biologie
акулы	requins
акулы	requin
акулы	requins
акулы	requin
акулы	shark
диалектов	dialecte
диалектов	dialectes
сложность	difficulté
сложность	difficultés
сложность	complexité
прибытия	arrivée
прибытия	arriver
прибытия	arrivées
осло	oslo
расписание	horaires
расписание	horaire
расписание	horaires
расписание	horaire
расписание	calendrier
введено	introduit
введено	introduits
введено	introduites
квантовой	quantum
квантовой	quantique
джонатан	jonathan
снималась	étoilé
оперативного	prompt
оперативного	invite
разрыв	rupture
разрыв	rupture
разрыв	fossé
разрыв	écart
разрыв	gap
пошла	allé
греки	grecs
греки	grecs
греки	grecque
греки	grecques
греки	grec
проявления	manifestation
богослов	théologien
эволюция	evolution
эволюция	évolution
подписания	signer
подписания	signant
подписания	signature
подписания	signature
леонардо	léonard
леонардо	leonardo
васильева	vassiliev
сеньор	señor
сеньор	signor
сеньор	señor
водитель	pilote
водитель	conducteur
постоянная	permanente
постоянная	permanentes
постоянная	permanent
постоянная	permanents
постоянная	constante
постоянная	constantes
постоянная	constant
постоянная	constants
монахов	moines
паоло	paolo
завоевать	vaincre
завоевать	conquête
завоевать	conquérir
вино	vins
вино	vin
бокс	boxe
откровенно	franchement
прожил	vécue
прожил	vécu
рабов	esclave
рабов	esclaves
формируется	formant
формируется	formage
боливии	boliviens
боливии	bolivienne
боливии	bolivien
боливии	bolivie
боливии	bolivie
популярная	populaires
популярная	populaire
фрегезия	freguesia
желающие	désirant
желающие	souhaitant
желающие	souhaiter
желающие	preneurs
шейх	cheikh
шейх	sheikh
шейх	cheik
шейх	cheikh
шейх	cheik
охлаждения	refroidissement
охлаждения	réfrigération
путешественник	voyageur
путешественник	voyageur
гаити	haiti
гаити	haïti
арсенал	arsenal
отбор	choix
отбор	sélections
отбор	sélection
заменена	remplacé
заменена	remplacée
заменена	remplacées
заменена	remplacés
автономии	autonomie
мадам	madame
мадам	madame
молока	lait
специалиста	spécialiste
словари	dictionnaires
длительность	duree
длительность	durée
окончательный	définitif
окончательный	finale
окончательный	final
окончательный	définitive
мера	mesurer
мера	mesure
департаменты	départements
фазы	phases
рекорды	enregistrements
рекорды	records
меню	menu
меню	menus
белград	belgrade
вилли	willy
вилли	willi
вилли	willie
хлеба	pain
куча	tas
владельцев	propriétaires
кислот	acides
дословно	verbatim
археологических	archéologique
археологических	archéologiques
археологических	archéologique
археологических	archéologiques
сорока	forty
сорока	quarante
сорока	pie
соблюдать	observe
соблюдать	observez
соблюдать	observer
наталия	natalia
приносит	apporte
инициатором	initiateur
дерби	derby
глеб	gleb
голода	famine
голода	faim
испанию	espagne
ассамблеи	assemblées
ассамблеи	assemblages
ассамблеи	assemblée
ассамблеи	assemblage
фернандес	fernández
фернандес	fernandez
фернандес	fernandez
фернандес	fernández
фернандес	fernandes
снаружи	extérieur
снаружи	dehors
снаружи	exterieur
археолог	archéologue
отмечена	étiquetés
отмечена	identifié
отмечена	identifiées
отмечена	étiqueté
отмечена	marqué
отмечена	identifiés
отмечена	marquées
отмечена	marquée
отмечена	marqué
отмечена	marqués
баскетбол	basket
баскетбол	basketball
константинополь	constantinople
гектаров	hectares
гектаров	hectare
предпочтение	préférence
предпочтение	préférences
предпочтение	préféré
предпочтение	préférée
предпочтение	privilégiées
предпочтение	préférence
предпочтение	préférés
общение	communication
общение	communiquer
встретились	rencontrée
встретились	rencontrées
встретились	rencontré
встретились	rencontrés
джефф	geoff
джефф	jeff
абд	abd
луч	poutre
луч	rayon
луч	faisceau
противоречия	contradictions
противоречия	contradictoire
противоречия	contradictions
противоречия	contradiction
аст	ast
амстердам	amsterdam
эми	amy
антуан	antoine
цветок	fleurs
цветок	fleur
философские	philosophique
философские	philosophiques
частная	privée
частная	privé
частная	privés
цру	cia
цру	cia
калия	potassium
ленте	nourrir
ленте	fil
морган	morgane
морган	morgan
прокурор	procureur
мигель	miguel
равных	égales
равных	égaux
равных	égal
равных	égale
равных	égale
равных	égaux
равных	égales
равных	égal
коммуне	commune
сомали	somalie
сомали	somalien
сомали	somalie
сомали	somalien
сомали	somaliens
сомали	somalienne
арк	arc
арк	arche
арк	ark
чай	thés
чай	tea
чай	thé
этапы	phases
этапы	étapes
этапы	marches
этапы	étapes
этапы	jalons
этапы	étapes
размягчения	ramollissement
размягчения	adoucir
содержащий	contenant
доверие	confidence
доверие	confiance
доверие	trust
доверие	fiducie
доверие	confiance
интерьер	interieur
интерьер	intérieur
интерьер	intérieurs
уничтожено	détruite
уничтожено	détruits
уничтожено	détruit
уничтожено	détruites
мэтт	matt
мэтт	matthieu
мэтт	mat
блоки	blocages
блоки	blocs
михаэль	alain
михаэль	michael
михаэль	michel
аргентинский	argentins
аргентинский	argentin
хью	hugues
хью	hugh
леопольд	léopold
леопольд	leopold
склоне	pente
сер	messire
сер	monsieur
нормальная	normale
нормальная	normaux
нормальная	normales
нормальная	normal
нос	nez
произношение	prononciation
наследника	héritier
наследника	héritière
пит	pete
пит	piet
адама	adam
адама	adama
ионизации	ionisation
уверенно	confiant
уверенно	confiants
уверенно	confiante
анп	anp
кукол	poupées
луций	lucius
зерна	grain
зерна	grains
зерна	grains
марг	marg
еврейские	juives
еврейские	juif
еврейские	juifs
еврейские	juive
габриэль	gabriel
габриэль	gabrielle
дракон	dragons
дракон	dragon
тенденции	tendances
монархии	monarchie
балла	balla
разбил	saccagé
разбил	brisé
разбил	cassé
разбил	brisée
пекин	pékin
пекин	beijing
девочек	filles
дарья	darya
дарья	daria
жозе	jose
жозе	josé
жозе	jose
жозе	josé
поставки	expéditions
поставки	envois
поставки	approvisionnement
поставки	livraisons
поставки	accouchements
поставки	approvisionnement
поставки	fournitures
грудь	poitrine
грудь	thoracique
грудь	torse
грудь	coffre
грудь	mammaire
грудь	poitrine
грудь	seins
грудь	sein
грудь	mammaire
грудь	seins
грудь	poitrines
новиков	novikov
интересует	intéressée
интересует	intéressés
интересует	intéressées
интересует	intéressé
бросил	abandonnés
бросил	abandonné
бросил	abandonnées
бросил	abandonnée
бросил	largué
бросил	jeté
бросил	larguée
бросил	plaqué
самолет	aéronefs
самолет	avion
самолет	avions
самолет	avion
самолет	avion
картер	carter
противостояние	affrontements
противостояние	confrontation
противостояние	confrontations
противостояние	affrontement
противостояние	opposition
противостояние	impasse
изабелла	isabel
изабелла	isabelle
изабелла	isabella
изабелла	isabelle
союзники	alliés
заговора	complot
заговора	complots
заговора	conspiration
противники	adversaires
противники	adversaires
противники	opposants
тула	toula
грузинская	géorgien
грузинская	géorgie
грузинская	géorgiens
грузинская	géorgienne
расчёт	calculs
расчёт	calcul
расчёт	calculer
расчёт	calcule
хотела	recherchés
хотела	recherché
хотела	recherchée
хотела	voulu
хотела	voulait
чудо	émerveillement
чудо	merveille
чудо	marvel
чудо	miracles
чудо	miraculeux
чудо	miraculeuse
чудо	miracle
чудо	émerveillement
чудо	merveille
чудо	wonder
юристы	avocats
юристы	juristes
четвёртая	quatrième
четвёртая	fourth
четвёртая	quatrièmement
рак	cancer
редкие	rareté
редкие	rare
редкие	saignant
редкие	rares
доходы	revenus
доходы	revenu
доходы	recettes
доходы	revenu
доходы	revenus
доходы	revenus
миссури	missouri
алматы	almaty
первоначальный	initiale
первоначальный	initial
первоначальный	initiales
поддерживается	supportés
поддерживается	appuyé
поддерживается	soutenue
поддерживается	soutenu
поддерживается	supporté
поддерживается	supporte
поддерживается	soutient
поддерживается	soutiens
поддерживается	supports
потребления	consommation
женское	féminine
женское	féminines
женское	féminin
женское	femelle
женское	femelles
женское	féminin
женское	femmes
женское	femme
университеты	universités
привлечения	engager
привлечения	attirent
привлечения	attirer
привлечения	attire
привлечения	attirer
привлечения	attirant
вместимость	capacité
вместимость	capacités
венесуэла	venezuela
изоэлектрическая	isoélectrique
заговор	complot
заговор	parcelle
заговор	complot
заговор	complots
заговор	conspiration
добавлен	ajoutés
добавлен	ajouté
добавлен	ajout
добавлен	ajoutée
монтаж	montage
монтаж	montage
монтаж	montage
монтаж	éditer
монтаж	édition
программирование	programmation
защищал	défendues
защищал	défendu
защищал	défendus
защищал	défendue
торжественно	solennel
торжественно	solennelle
торжественно	solennellement
священников	prêtres
вселенная	universe
вселенная	univers
панели	panneaux
панели	panneau
панели	panel
резерва	réserve
резерва	réserver
зимние	hiver
зимние	hivers
бич	hêtre
бич	plage
бич	plages
оливер	oliver
оливер	olivier
слышал	entendu
слышал	entendue
слышал	entendues
слышал	entendus
макаров	makarov
сун	dim
сун	soleil
горький	gorky
горький	amertume
горький	amers
горький	amer
горький	amère
горький	amères
удобно	commodes
удобно	commode
удобно	pratique
удобно	confortables
удобно	confortable
удобно	confortables
удобно	confortable
удобно	maniable
лёгкие	poumon
лёгкие	pulmonaire
лёгкие	lung
лёгкие	poumons
лёгкие	poumons
послание	message
препарат	drogue
препарат	médicament
произведено	produite
произведено	produites
океании	océanie
скрипка	violon
избежание	éviter
избежание	évitant
избежание	eviter
избежание	éviter
избежание	évitement
молекулы	molécule
молекулы	molécules
скрипач	violoniste
скрипач	violoniste
азербайджанская	azerbaïdjanais
азербайджанская	azerbaïdjanaise
азербайджанская	azerbaïdjan
допускается	autorisé
допускается	autorisés
допускается	autorisées
формах	formes
формах	formulaires
собраний	assemblées
собраний	assemblages
померания	poméranie
терминологии	terminologie
монреаль	montréal
монреаль	montreal
вены	veines
вены	vienne
бонус	bonus
бонус	prime
бонус	bonification
тимофей	timofey
ирак	irak
ирак	iraq
стамбул	istanbul
кнессета	knesset
изобретения	inventions
гнездо	nids
гнездо	nest
гнездо	nid
индию	inde
индию	indes
стратегия	stratégie
специальность	spécialité
специальность	spécialités
специальность	spécialité
парламентские	parlementaire
важная	importante
важная	important
важная	importantes
важная	importants
холокоста	holocauste
никарагуа	nicaragua
массе	masse
массе	messe
представительство	représentation
местная	locale
местная	local
местная	locales
местная	locaux
порты	ports
сообщили	signalé
сообщили	rapporté
сообщили	signalés
сообщили	signalée
перес	peres
перес	perez
перес	perez
перес	pérez
реагирует	réagit
реагирует	réagissent
маркус	marcus
маркус	markus
адъютант	adjudant
энрике	enrique
энрике	henrique
уничтожен	détruite
уничтожен	détruits
уничтожен	détruit
уничтожен	détruites
розы	roses
розы	rosiers
национальностей	nationalités
батарей	batterie
батарей	batteries
батарей	piles
батарей	accumulateurs
визит	visite
визит	visitez
визит	visiter
празднования	festivités
празднования	célébrations
александро	alexandro
уругвай	uruguay
готова	prête
готова	pret
готова	prêtes
готова	prêt
готова	prêts
виконт	vicomte
виконт	vicomte
трактат	traité
индиана	indiana
пабло	pablo
канзас	kansas
цветной	coloré
цветной	colorée
цветной	coloré
цветной	colorée
цветной	colorés
самолета	aéronefs
самолета	avion
самолета	avions
конференций	conférences
конференций	colloques
разрушение	démolition
разрушение	démolitions
разрушение	destructions
разрушение	anéantissement
разрушение	destruction
дина	deena
дина	dinah
дина	dina
обновления	actualisation
обновления	actualiser
колонна	colonne
колонна	chronique
колонна	colonnes
колонна	convois
колонна	convoi
ахмад	ahmad
объявления	annonces
объявления	annonces
объявления	annonces
объявления	publicités
персидского	persique
персидского	perse
персидского	perses
персидского	persan
предположения	assomption
предположения	supposition
предположения	hypothèse
предположения	suppositions
предположения	hypothèses
предположения	postulats
рики	ricky
живет	vies
спасает	sauve
полости	cavité
полости	carie
полости	cavités
монголия	mongolie
перемещения	cylindrée
перемещения	déplacement
гамма	gamma
ссылаясь	rappelant
ссылаясь	citant
профсоюзов	syndicats
гроссмейстер	grandmaster
посвященный	dédiée
посвященный	dévoué
посвященный	dédié
посвященный	dédiés
посвященный	dévouée
забыл	oubliés
забыл	oubliées
забыл	oublié
забыл	oubli
забыл	oubliée
забыл	oublié
забыл	oubli
забыл	oubliée
полос	voies
последовало	suivis
последовало	suivit
последовало	suivie
последовало	suivies
методики	méthodologies
тропических	tropiques
тропических	tropicale
тропических	tropical
тропических	tropicaux
тропических	tropicales
изменилась	changé
изменилась	changée
долг	devoir
долг	endettement
долг	dette
долг	dettes
ален	allen
ален	alain
колебаний	hésitation
колебаний	hésitations
бернар	bernard
беременности	grossesses
беременности	grossesse
полезные	utile
полезные	utiles
полезные	serviable
полезные	utile
полезные	utiles
совместное	joint
лонг	longues
лонг	longs
лонг	longue
лонг	longtemps
лонг	long
равнины	plains
равнины	plaine
равнины	plaines
полезно	utile
полезно	utiles
полезно	serviable
полезно	utile
полезно	utiles
санчес	sanchez
санчес	sánchez
санчес	sánchez
гэри	gary
инфраструктура	infrastructures
инфраструктура	infrastructure
металл	métal
металл	métaux
металл	metal
металл	métallique
металл	métalliques
уход	attentionnée
уход	soins
уход	soin
ребята	mecs
ребята	gars
неизвестен	inconnue
неизвестен	inconnu
неизвестен	inconnus
неизвестен	inconnues
скалы	falaises
скалы	roches
скалы	rochers
скалы	cailloux
скалы	pierres
романенко	romanenko
домашний	maison
домашний	domicile
домашний	accueil
лунный	lunaire
комиссара	commissaire
оскорбление	insulter
оскорбление	insulte
оскорбление	insultant
оскорбление	insulter
оскорбление	insulte
оскорбление	insultes
марс	mars
перечислены	listés
перечислены	listé
перечислены	énumérés
перечислены	répertoriés
расти	rusty
расти	rouillée
расти	rouillé
расти	grandir
расти	croître
расти	pousser
моды	mode
моды	mods
применить	postuler
применить	appliquer
применить	appliquez
преподавания	enseignement
сервера	serveurs
сервера	serveur
сервера	server
сервера	serveur
зарегистрировано	enregistrée
зарегистрировано	inscrits
зарегистрировано	enregistrés
зарегистрировано	enregistré
зарегистрировано	inscrit
единое	unifiée
единое	unifiées
единое	unifié
единое	unifiés
рекомендую	recommander
рекомендую	recommande
комбинации	combinaisons
комбинации	combinaison
указатель	index
указатель	indice
указатель	pointer
указатель	pointeur
рог	trompette
рог	corne
рог	cor
рог	avertisseur
рог	horn
поместье	manor
различие	distinction
различие	distinguer
различие	distinctions
различие	différence
зла	diaboliques
зла	mal
зла	evil
зла	diabolique
окружение	environnement
окружение	environs
окружение	alentours
адриан	adrien
адриан	adrien
адриан	adrian
порода	race
альманах	almanach
хранение	possession
хранение	stockage
хранение	entreposage
хранение	rangement
возможен	possible
возможен	possibles
жертву	sacrifices
жертву	sacrifié
жертву	sacrifice
жертву	sacrifier
коалиция	coalition
спорить	argumenter
документальных	documentaire
документальных	documentaires
правильное	exact
правильное	corriger
правильное	corrigez
правильное	correct
правильное	correcte
исследовал	explorées
исследовал	explorée
исследовал	exploré
пропаганда	propagande
зубы	dentition
зубы	dents
треки	morceaux
треки	chenilles
треки	pistes
опасаясь	craignant
специализированных	spécialisé
специализированных	spécialisée
специализированных	spécialisées
специализированных	spécialisés
специализированных	spécialisé
специализированных	spécialisée
специализированных	spécialisées
специализированных	spécialisés
кучу	pile
кучу	tas
ущелье	gorge
ущелье	gorges
ущелье	ravin
доминик	dominick
доминик	dominic
доминик	dominique
доминик	dominique
доминик	dominik
шахматы	échecs
шахматы	echec
будапешт	budapest
фактором	facteur
фактором	factor
казимир	casimir
животное	animale
животное	animal
тюрингия	thuringe
дракона	dragons
дракона	dragon
углерода	carbone
свидетелей	témoins
кпм	pcf
преодолеть	surmonter
преодолеть	surmonté
усиление	renforcement
усиление	renforcer
усиление	armature
усиление	renfort
усиление	renforcement
усиление	armatures
атаковали	attaqués
атаковали	agressé
атаковали	agressée
атаковали	attaqué
атаковали	attaquée
легион	légions
легион	légion
дискография	discographie
взвод	escouade
взвод	équipe
взвод	escadron
взвод	brigade
взвод	peloton
точная	précises
точная	précis
точная	précise
точная	exacte
точная	précises
точная	précis
точная	exacte
точная	exactement
точная	exact
точная	exactes
гоголя	gogol
богатства	richesse
богатства	richesses
богатства	richesses
богатства	richesse
рейна	rayna
рейна	rhin
рейна	reina
рейна	raina
заключить	conclure
примечательно	remarquablement
примечательно	remarquable
примечательно	notables
организм	organisme
обряд	rite
личинки	asticots
личинки	larve
личинки	larves
личинки	buteur
личинки	striker
личинки	attaquant
сообщается	signalé
сообщается	rapporté
сообщается	signalés
сообщается	signalée
панорама	panorama
панорама	panoramique
исключить	exclure
исключить	supprimer
исключить	supprimez
исключить	effacement
исключить	supprime
исключить	effacer
опер	opéras
монахи	moines
белок	protéines
белок	protéique
белок	protéine
свердловская	sverdlovsk
временный	provisoire
временный	temporaires
временный	temporaire
временный	température
временный	intérimaire
временный	temp
временный	intérim
завершена	complété
завершена	terminée
завершена	achevés
завершена	achevé
завершена	terminées
завершена	terminé
завершена	fini
завершена	terminée
завершена	finis
завершена	terminé
груневельд	groeneveld
консульство	consulats
консульство	consulat
кастро	castro
матрицы	matrices
матрицы	matrice
матрицы	matrix
вызывать	invoquer
вызывать	convoquer
упадок	refuser
упадок	déclin
упадок	décliner
упадок	baisse
взрослые	adultes
взрослые	adulte
взрослые	adulte
взрослые	adultes
арестованы	arrêtés
арестованы	arrêté
арестованы	arrêtée
документальные	documentaires
медичи	médicis
ранний	early
ранний	précoce
ранний	tôt
исчезновения	disparitions
исчезновения	disparitions
исчезновения	disparition
знакомство	familiarité
знакомство	connaissance
иисус	jésus
иисус	jesus
итальянские	italiennes
итальянские	italienne
итальянские	italien
итальянские	italiens
компонент	composante
компонент	composant
объяснил	expliqués
объяснил	expliqué
объяснил	expliquée
искренне	sincèrement
искренне	cordialement
удобства	commodités
удобства	commodité
удобства	commodités
вэй	wei
хорхе	jorge
совхоз	sovkhoze
спутники	satellites
спутники	satellite
спутники	lunes
опытом	expériences
рон	roan
рон	ron
наблюдение	surveillance
наблюдение	suivi
наблюдение	observation
наблюдение	surveillance
наблюдение	observer
наблюдение	observant
деда	pépé
деда	papi
деда	papy
черепа	crânes
черепа	crâne
черепа	crânes
герберт	herbert
якоб	jacob
якоб	jakob
словакия	slovaquie
интеграции	intégration
женщину	femme
актер	comédien
актер	acteur
мальчиков	garçons
агломерации	agglomération
марке	marche
марке	marches
успешного	réussi
успешного	réussie
костей	bones
костей	os
парков	parcs
сделки	opérations
сделки	transactions
сделки	métiers
попробуйте	essaie
попробуйте	essayez
попробуйте	essayer
попробуйте	essaye
черт	merde
черт	putain
черт	maudit
черт	zut
избирательного	sélectif
избирательного	sélectifs
избирательного	sélective
избирательного	sélectives
избирательного	sélectivité
девиз	devise
девиз	slogan
николо	nicolò
сек	sec
салон	salon
греческая	hellénique
греческая	grecs
греческая	grecque
греческая	grecques
греческая	grec
тысячелетия	millénaire
тысячелетия	millenium
тысячелетия	millennium
серийный	serial
серийный	série
лекарственных	médicinaux
лекарственных	médicinales
частное	privée
частное	privé
частное	privés
риска	risques
риска	risque
зеркало	miroir
зеркало	miroirs
беседы	conversations
беседы	entretiens
беседы	entrevues
беседы	interviews
пересадка	transplantation
пересадка	transplantation
пересадка	greffe
регулярный	ordinaire
регулярный	régulière
регулярный	régulières
регулярный	régulier
грей	gris
грей	grise
райт	wright
вертолёт	hélico
вертолёт	hélicoptère
вертолёт	hélicoptères
мали	maliens
мали	malien
мали	malienne
мали	malien
мали	mali
реакций	réactions
независимая	indépendant
независимая	indépendante
независимая	indépendantes
независимая	indépendants
грузовых	marchandises
грузовых	fret
украшения	bijouterie
украшения	joaillerie
украшения	bijoux
украшения	bijouterie
украшения	joaillerie
украшения	bijoux
украшения	décorations
правду	verite
правду	vérité
уровни	niveaux
организатором	organisateur
организатором	organisatrice
священники	prêtres
влиятельных	influente
влиятельных	influentes
влиятельных	influents
влиятельных	influent
разнообразие	diversité
разнообразие	variété
хирург	chirurgien
брони	blindage
брони	armures
брони	armure
признано	reconnu
признано	reconnues
признано	reconnue
признано	reconnus
признано	reconnu
признано	reconnue
признано	reconnus
признано	reconnu
признано	reconnues
признано	reconnue
признано	reconnus
патрон	cartouche
патрон	cartouches
патрон	patron
патрон	mécène
патрон	patronne
зомби	zombie
зомби	zombies
зомби	zombies
поворот	twist
поворот	torsion
поворот	tourne
поворот	turn
поворот	tourner
поворот	tournez
поворот	rotation
поворот	tourner
поворот	pivoter
поворот	pivot
поворот	pivoter
царей	tsars
гражданства	nationalité
гражданства	nationalités
молитвы	prières
ботанический	botanique
босния	bosnie
конечной	ultimes
конечной	ultimate
конечной	ultime
дэйв	dave
алжир	alger
алжир	algérie
коричневые	brown
коричневые	marron
коричневые	bruns
коричневые	brun
коричневые	brunes
коричневые	brune
саймон	simon
нила	neil
нила	nil
бтр	btr
саид	sayid
саид	syed
саид	dit
саид	disait
саид	saeed
декан	doyen
декан	dean
декан	doyenne
низким	basses
низким	basse
низким	faible
низким	faibles
низким	bas
повсеместно	omniprésence
повсеместно	omniprésente
повсеместно	omniprésent
повсеместно	partout
феномен	phénomènes
феномен	phénomène
феномен	phénomène
руды	minerai
руды	ore
руды	minerais
исправления	corrections
исправления	correction
исправления	rectifications
электрических	électrique
электрических	electrique
истины	vérités
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
блюз	cafard
блюз	bleus
блюз	bleues
ценные	précieux
ценные	précieuse
эмблемы	armoiries
эмблемы	emblème
нефть	huiles
нефть	huile
нефть	pétrole
нефть	pétrole
существенное	significative
существенное	significatif
существенное	significatifs
снег	neige
снег	snow
виа	via
детройт	détroit
детройт	detroit
показывать	afficher
показывать	montre
показывать	montrer
показывать	spectacle
целые	entiers
целые	entier
водный	aqueuse
водный	aqueuses
водный	aqueux
преступников	outlaws
преступников	criminels
воля	will
воля	volonté
воля	fera
воля	sera
экономии	austérité
теннесси	tennessee
дженнифер	jennifer
форд	gué
форд	ford
шар	char
шар	ballons
шар	montgolfière
шар	ballon
шар	boule
шар	ball
шар	balle
шар	ballon
шар	orbe
подарок	actuel
подарок	présent
подарок	présents
подарок	présente
подарок	présenter
подарок	cadeau
подарок	cadeaux
очко	marquer
очко	score
очко	partition
очко	point
группировка	faction
группировка	groupement
группировка	regroupement
стрелка	shooter
стрелка	tireur
стрелка	flèches
стрелка	arrow
стрелка	flèche
жидкость	fluides
жидкость	fluide
жидкость	liquide
жидкость	liquides
свойство	biens
свойство	propriété
этаж	etage
этаж	étage
этаж	sol
этаж	plancher
гранди	grandi
гродно	grodno
выполнено	satisfaites
выполнено	accomplie
выполнено	remplies
выполнено	accompli
выполнено	accomplis
выполнено	accomplie
филологии	philologie
сербов	serbe
сербов	serbes
сербов	serbes
контекста	contexte
тяжести	gravité
тяжести	sévérité
луга	herbages
луга	pelouses
луга	meadows
луга	prés
луга	prairies
люксембурга	luxembourg
эна	ena
соловьёв	soloviov
вектор	vecteur
фантастический	fantastiques
фантастический	fantastique
леона	leona
закончить	finis
закончить	finir
закончить	terminer
закончить	termine
мирное	pacifique
мирное	paisible
мирное	pacifiques
мирное	paisibles
саха	saha
саха	sakha
присоединение	accession
присоединение	adhésion
присоединение	rejoindre
барабанщик	batteur
нож	couteau
нож	couteaux
нож	poignard
трудах	écritures
трудах	écrits
тянет	tirant
акция	action
изобретение	invention
навыки	aptitudes
навыки	compétences
навыки	compétence
навыки	habileté
навыки	compétences
грубо	impoli
грубо	grossier
грубо	grossiers
грубо	rude
бранденбург	brandenburg
бранденбург	brandebourg
уменьшение	réduction
уменьшение	réduire
уменьшение	réducteur
уменьшение	réducteurs
уменьшение	diminution
уменьшение	diminuer
уменьшение	réduire
уменьшение	baisse
санкции	pénalités
санкции	peines
санкции	pénalité
санкции	sanctions
санкции	sanctions
физическая	physique
физическая	physiques
ботаника	botanique
рей	rey
рей	rae
рей	rei
рей	raie
рей	ray
викимедиа	wikimedia
индивидуальные	individuelle
индивидуальные	individuels
индивидуальные	individuel
спасение	sauver
спасение	épargne
спасение	économiser
спасение	secours
спасение	sauvetage
спасение	sauveteurs
мичиган	michigan
минас	minas
кросс	croisée
кросс	croix
кросс	traverser
кросс	croisé
нельсон	nelson
снимок	instantané
снимок	instantanés
кисти	balais
кисти	pinceaux
кисти	brosses
западное	occidentale
западное	occidental
западное	ouest
западное	western
фильтр	filtres
фильтр	filtrer
фильтр	filtre
фильтр	filtrage
фильтр	filtrant
герцогиня	duchesse
электроники	electronique
электроники	électronique
квебек	québec
квебек	québécois
квебек	quebec
сотрудничает	collabore
сотрудничает	coopère
колеса	roue
колеса	roues
колеса	roulettes
колеса	roues
аудио	acoustique
аудио	audio
лукас	lucas
лукас	lukas
пал	pote
пал	pal
пал	tombés
пал	tombée
пал	déchu
пал	déchus
пал	tombé
мужские	mâle
мужские	masculin
мужские	homme
компакт	compact
компакт	compresser
компакт	compactes
компакт	pacte
компакт	compacts
компакт	compacte
вычисления	calculer
вычисления	calcule
вычисления	calcul
вычисления	informatique
продал	vendues
продал	vendus
продал	vendue
продал	vendu
акул	requins
акул	requin
реализм	réaliste
реализм	réalisme
химическая	chimique
химическая	chimiques
правильный	exact
правильный	corriger
правильный	corrigez
правильный	correct
правильный	correcte
операторов	exploitants
операторов	opérateurs
поляки	pôles
поляки	poteaux
поляки	mâts
поляки	polonais
тереза	thérèse
тереза	thérèse
тереза	teresa
тереза	theresa
четверть	quart
четверть	trimestre
приобрести	achats
приобрести	acheter
приобрести	achat
приобрести	achetez
приобрести	acquérir
повысить	stimuler
повысить	boost
повысить	dynamiser
повысить	booster
защищает	protège
защищает	protègent
особая	spéciales
особая	spécial
особая	spéciaux
особая	spéciale
буддизм	bouddhisme
ген	gènes
ген	gène
ген	gene
ген	gen
смешанные	mélangé
смешанные	mixtes
смешанные	mélangés
смешанные	mixte
призы	trophées
адамс	adams
мятеж	révolte
мятеж	révoltes
мятеж	mutinerie
мятеж	révolte
мятеж	rébellion
социальное	sociale
социальное	sociaux
социальное	social
просмотр	naviguer
просмотр	feuilleter
просмотр	parcourir
просмотр	afficher
просмотр	vue
просмотр	voir
просмотр	affichage
просмотр	visualiser
подъёма	voyelles
подъёма	voyelle
максимальное	maximale
максимальное	maximal
максимальное	maximales
максимальное	maximum
рика	rick
рика	rica
телефоны	téléphones
телефоны	téléphones
неизвестный	inconnue
неизвестный	inconnu
неизвестный	inconnus
неизвестный	inconnues
социалистов	socialistes
шарлотта	charlotte
буш	brousse
буш	bush
буш	buissons
буш	buisson
тайвань	taiwan
тайвань	taïwan
миф	mythes
миф	mythe
убежище	abris
убежище	abri
убежище	sanctuaires
убежище	sanctuaire
убежище	asile
убежище	refuge
мышь	souris
тенденция	trend
тенденция	tendance
тенденция	tendance
кузьмин	kuzmin
биг	gros
биг	grosse
биг	grande
биг	big
биг	grand
биг	bih
тезис	thèses
тезис	thèse
богини	déesses
потребности	besoins
потребности	exigences
потребности	prescriptions
автомат	automate
катера	bateaux
кен	ken
подтверждена	confirmé
подтверждена	confirmées
подтверждена	confirmés
подтверждена	confirmée
координации	coordonner
координации	coordonnée
координации	coordonné
рождество	noël
рождество	noel
ральф	ralf
ральф	ralph
стандартный	norme
стандартный	standard
отделений	bureaux
отделений	branches
отделений	succursales
сул	sul
поло	polo
чистый	épurées
чистый	purifié
чистый	épuré
чистый	purifiée
чистый	net
чистый	filets
чистый	filet
чистый	propre
чистый	nettoient
чистый	nettoyer
чистый	pures
чистый	purs
чистый	pur
чистый	pure
тепло	chaleur
тепло	thermique
тепло	chauffer
тепло	chaud
тепло	chaleureux
тепло	chaleureuses
тепло	chaude
тепло	chaleur
пароход	paquebot
мартинес	martinez
мартинес	martínez
мартинес	martínez
таджикистан	tadjikistan
погода	temps
погода	météorologie
погода	météo
погода	climat
погода	intempéries
удаляется	retirée
удаляется	enlevé
удаляется	retiré
удаляется	supprimée
удаляется	supprimés
удаляется	supprimé
суды	tribunaux
суды	juridictions
герцогства	duché
бака	baka
приобрел	acquise
приобрел	acquises
приобрел	acquis
джейми	jamie
предпочитает	préfère
банкноты	billets
григорьев	grigoriev
демонстрирует	démontre
раннее	early
раннее	précoce
раннее	tôt
днепропетровск	dnipropetrovsk
орды	hordes
болота	marécage
болота	marais
болота	marais
болота	marécages
избегать	éviter
избегать	évitant
избегать	eviter
избегать	éviter
избегать	évite
