جودو	џудо
ادوین	едвин
رنگهای	бои
اطفال	деца
هسن	хесе
یونس	јунус
یونس	џона
یونس	јунис
همسایگی	кварт
همسایگی	соседство
همسایگی	маало
همسایگی	населба
فرضی	хипотетички
راو	raw
راو	сурова
متناظر	соодветната
آهسته	шепотење
آهسته	шепотат
آهسته	slow
آهسته	спори
آهسته	бавна
آهسته	бавен
آهسته	побавно
آهسته	споро
آهسته	бавно
آهسته	пополека
آهسته	полека
زاگرب	загреб
نوی	ној
نیکول	никол
گوگ	гог
فری	фери
فری	фреј
فری	караницата
آلتو	алто
نیکلای	николај
نیکلای	николај
رؤیا	роја
رؤیا	сон
رؤیا	dream
اهدای	донатор
پرل	бисер
پرل	перл
پرل	perl
رفیق	друже
رفیق	другар
رفیق	бади
لیو	лив
عظمت	величественост
عظمت	величина
مناظره	дебатираат
مناظره	расправа
مناظره	дебата
مناظره	расправа
مناظره	дебати
مناظره	дебатите
میکرو	микро
ادراک	перцепција
ادراک	перцепцијата
بادهای	ветрови
بادهای	ветришта
تاب	замав
ناتینگهام	нотингем
بیاورید	донеси
بیاورید	донесе
بیاورید	донесете
پنهانی	тајно
صمیمی	срдечно
صمیمی	интимен
صمیمی	интимно
صمیمی	интимни
صمیمی	интимна
زینب	зејнеп
قربان	господине
قربان	сер
سوءاستفاده	злоупотреба
سوءاستفاده	злоставување
سوءاستفاده	злоупотреби
سوءاستفاده	злоупотреба
جنوا	џенова
گنگ	глуп
گنگ	глупи
گنگ	банда
مچ	зглобот
مچ	зглоб
یخی	фрост
یخی	лед
یخی	мраз
قحطی	глад
قحطی	глад
ماسک	маска
ماسک	маски
میگیرد	превзема
مکانیزم	механизам
شهدا	маченици
قرض	позајмица
قرض	заем
قرض	долг
قرض	задолжување
قرض	долгови
قرض	позајми
استوا	екваторот
دشواری	потешкотии
دشواری	сложеност
دشواری	тешкотија
دشواری	потешкотии
دشواری	тешкотии
مهمات	муниција
رحمان	рахман
وصیت	завет
وصیت	тестамент
محفظه	капсула
دول	гумите
دول	дол
دول	дол
مشاوران	консултанти
مشاوران	советници
احتراق	согорување
احتراق	палење
تختی	нејзин
تختی	нејзина
تختی	нејзино
درواقع	всушност
کلک	трик
گرده	полен
متخصصین	експерти
متخصصین	tech
متخصصین	техничар
متخصصین	тех
متخصصین	специјалисти
تریپل	тројно
تریپل	трипати
فسیلی	фосилни
مهاجرین	емигранти
مهاجرین	мигранти
مهاجرین	емигранти
مهاجرین	имигранти
مهاجرین	бегалци
پروسه	процес
پروسه	процесот
گوهر	суштина
گوهر	екстракт
گوهر	екстрактот
تراشه	чип
تحقیر	понижен
تحقیر	понижувачко
تحقیر	понижувачки
تحقیر	понижување
تحقیر	потценување
تحقیر	презир
عنکبوتی	пајак
عنکبوتی	спајдер
عنکبوتی	пајаци
پوینت	точка
جراح	хирург
جراح	џара
نورنبرگ	nürnberg
نورنبرگ	нирнберг
اتمسفر	атмосфера
اتمسفر	атмосферска
قفس	кејџ
قفس	кафез
شهوانی	еротски
جاسوس	шпион
جاسوس	шпиун
ندا	неда
دوجانبه	билатерална
دوجانبه	билатерални
دوجانبه	билатерален
دوجانبه	билатерално
دوجانبه	билатералните
لورا	лора
لورا	лаура
آشکارا	отворено
آشکارا	јасно
آشکارا	очигледно
آشکارا	јавно
ساسکاچوان	саскачеван
لکه	дамка
لکه	флеки
لکه	дамки
لکه	флека
لکه	дамка
لکه	надуен
سوارکاری	јавање
سوارکاری	коњички
متریک	метрички
جاش	џош
بحر	море
حسابرسی	ревизијата
حسابرسی	ревизија
حسابرسی	сметководство
قناری	канаринците
قناری	канарски
گلوکز	глукоза
یگان	единица
قرارگاه	населба
قرارگاه	сместување
پشتوانه	субвенционирање
بوریس	boris
بوریس	борис
گروگان	заложници
گروگان	заложништво
گروگان	заложничка
گروگان	заложник
تدارک	подготовка
تدارک	подготовки
جووانی	џовани
دینار	динарот
دینار	динар
انور	енвер
انور	анвар
ویک	вик
استارک	старк
اتلاف	отпад
بای	беј
بای	залив
بای	заливот
مونترال	монтреал
زناشویی	брачен
زناشویی	брачни
ابدی	вечна
ابدی	вечни
ابدی	вечен
ابدی	бесмртна
ابدی	бесмртни
ابدی	бесмртен
پتر	питер
پتر	петар
پتر	петр
مهری	фока
مهری	печат
مهری	запечати
مواجهه	соочување
مواجهه	конфронтација
نزول	потекло
عسکری	аскари
پروتستان	протестантскиот
تجلیل	прослава
تجلیل	прославата
زحمات	делото
زحمات	дело
سپر	штит
سپر	браник
سپر	браникот
فرات	еуфрат
ایزدی	провиденс
اسکیت	лизгање
اسکیت	скејт
آراسته	привлечна
آراسته	атрактивна
آراسته	атрактивен
آراسته	привлечно
آراسته	атрактивни
آراسته	одликуван
آراسته	украсен
بورلی	беверли
چهارراه	раскрсница
چهارراه	крстосница
فراطبیعی	паранормалното
سلاطین	кралеви
سلاطین	кралевите
سایمون	simon
سایمون	сајмон
سایمون	симон
والاس	волис
والاس	валас
والاس	волас
دیکتاتوری	диктаторски
دیکتاتوری	диктатура
سویی	sui
اندلس	андалузија
لوسی	луси
خشکسالی	глад
خشکسالی	суша
اولاد	потомство
اولاد	подмладок
ریکاردو	рикардо
ریکاردو	рикардо
کلوپ	клуб
پوشیدن	носење
پوشیدن	носењето
پوشیدن	носи
پوشیدن	носи
پوشیدن	носам
پوشیدن	носат
کلاب	клуб
تایی	тае
لایپزیگ	лајпциг
نفرت	омраза
نفرت	омраза
نفرت	мразам
برخاست	произлезе
برخاست	воскресна
برخاست	полетување
برخاست	полетувањето
هالی	холи
ادواردز	едвардс
نواری	лента
تالیفات	компилации
مونته	монте
هافمن	хофман
هافمن	хофман
آشتی	примирје
تروریست	терорист
تروریست	терористички
تروریست	терористот
تروریست	терористичка
تروریست	терористичко
تروریست	терористите
تروریست	терористи
ارگان	органите
ارگان	органи
ارگان	орган
ارگان	органи
خفیف	благи
خفیف	блага
خفیف	благ
خفیف	благо
مخروطی	конус
مخروطی	конусни
مخروطی	конус
بازجویی	распит
بازجویی	испрашување
بازجویی	распит
بازجویی	испрашување
بازجویی	сослушување
انبساط	проширување
انبساط	експанзија
قفسه	полицата
قفسه	полица
قفسه	шкафот
قفسه	шкаф
پرتقال	портокалова
پرتقال	портокалов
پرتقال	портокал
پرتقال	портокалово
پرتقال	портокали
نایت	најт
نایت	витез
کامیون	камион
شهریاری	монархија
فلک	ферис
اسپرت	спортови
اسپرت	спортски
اسپرت	спорт
جواهرات	накит
جواهرات	скапоцености
جواهرات	накит
جواهرات	накит
وانگ	ванг
وانگ	венг
بیا	дојди
کورپوریشن	корпорација
ویلی	вили
مارپیچ	лавиринт
مارپیچ	лавиринтот
مارپیچ	лавиринт
مارپیچ	спирала
مارپیچ	helix
ترنر	тарнер
میکروسکوپ	микроскоп
نکا	некар
بیم	ворнер
سگا	кучиња
نهر	крик
پارما	парма
جزیی	тривијално
گوارشی	дигестивен
سوسک	лебарки
سوسک	лебарка
بزرگسال	возрасна
بزرگسال	возрасни
بزرگسال	возрасен
بزرگسال	возрасни
بزرگسال	возрасните
لیبرالیسم	либерализам
وجوه	средства
وجوه	фондови
فلیکس	феликс
پیکربندی	конфигурација
پیکربندی	config
شنی	песок
دخیل	вклучен
دخیل	инволвирани
کلیولند	кливленд
صوری	формално
صوری	формални
صوری	формална
صوری	формален
رهنمودهای	насоки
رهنمودهای	упатства
شیرجه	нуркање
شیرجه	dive
شیرجه	нуркање
قسمتهای	епизоди
تریلیون	трилиони
معاف	изземени
جدیدترین	најнови
جدیدترین	најнова
جدیدترین	најнови
جدیدترین	најнова
جدیدترین	најново
باشکوه	величенствен
باشکوه	величествена
باشکوه	величествено
باشکوه	величествен
تصدیق	потврдување
تصدیق	потврда
تصدیق	потврди
تصدیق	потврдувајќи
تصدیق	потврдувам
تصدیق	верификација
رویارویی	соочување
رویارویی	конфронтација
رویارویی	средба
گرگوری	григориј
گرگوری	грегори
گرگوری	грегориј
کلارا	клара
کلارا	клара
جاوید	вечен
جاوید	бесмртна
جاوید	бесмртни
جاوید	бесмртен
کینگز	кралеви
کینگز	кралевите
سوشی	суши
واتسون	вотсон
واتسون	ватсон
استن	stan
استن	стен
کریستف	кристоф
رصد	опсерваторијата
رصد	опсерваторија
رصد	набљудување
سوژه	субјектот
سوژه	тема
سوژه	предмет
سوژه	субјект
تنباکو	тутунски
تنباکو	тутун
فنلاندی	фински
عاقبت	исход
مونرو	монро
ارل	ерл
گنجشک	спероу
گنجشک	спароу
گنجشک	врапче
گاردین	гардијан
گاردین	чувар
گاردین	старател
زوال	раселените
زوال	раселени
زوال	опаѓање
فروید	фројд
اسلو	осло
بلکبرن	блекбурн
جردن	jordan
جردن	јордан
جردن	џордан
فاستر	фостер
تراژدی	трагедија
سیزدهمین	тринаесеттиот
پررنگ	плашлив
سباستین	себастијан
رؤیای	сон
رؤیای	dream
المپیاد	олимпијада
بتهوون	бетовен
وردی	верди
دوزیستان	водоземци
موریتانی	мавританија
ادراری	уринарен
کلاوس	клаус
گراند	гранде
گراند	grand
گراند	гранд
شاهدخت	принцезата
شاهدخت	принцеза
برمه	бурма
واعظ	проповедник
خر	магарето
خر	магаре
هانوفر	хановер
هانوفر	хановер
هانوفر	hannover
ریگ	платформата
پیشگام	пионерски
پیشگام	пионер
اساسنامه	статут
اساسنامه	статутот
الکترو	електро
کریگ	крег
فشاری	притисок
غریبه	туѓинци
غریبه	странци
غریبه	непознати
غریبه	туѓинец
غریبه	странец
شهرستانهای	окрузи
شمشیربازی	мечување
معلول	хендикепирани
معلول	хендикепиран
معلول	инвалидитет
معلول	неспособност
هیروشیما	хирошима
آپارتمان	стан
آپارتمان	станот
آپارتمان	апартман
شیمیدان	хемичар
سفت	тесна
سفت	цврсто
سفت	тесен
بتنی	бетани
ولت	волти
تاین	тејн
نیش	ниш
نیش	убод
لیژ	лиеж
دیروز	вчера
کیوتو	кјото
اوژن	ежен
اوژن	еуген
اوژن	јуџин
عیب	вина
عیب	маана
عیب	мана
عیب	дефект
عیب	мана
ریل	железнички
ریل	железничка
ریل	железница
تعالیم	доктрина
معابد	храмови
ماهیگیری	риболов
ماهیگیری	рибарење
غیرعادی	невообичаени
غیرعادی	необично
غیرعادی	необични
غیرعادی	невообичаено
غیرعادی	необична
غیرعادی	необичен
پیرس	пирс
هولمز	холмс
ظلم	угнетување
ظلم	суровост
ظلم	неправда
ظلم	неправдата
تمرینات	обука
تمرینات	тренинг
خرچنگ	вошки
خرچنگ	јастог
خرچنگ	ракчиња
کشنده	смртоносен
کشنده	смртоносно
کشنده	смртоносна
کشنده	смртоносен
کشنده	смртоносна
کشنده	смртоносниот
کشنده	смртоносни
کشنده	смртоносно
کشنده	фатална
کشنده	фатални
کشنده	фатално
بوته	грмушка
بوته	грмушки
بوته	буш
ناظری	гледач
ناظری	набљудувач
کاتالان	каталонски
مورفی	марфи
گرسنگی	глад
پالایش	филтер
پالایش	филтрирање
پالایش	рафинирање
رمزی	ремзи
چاله	локва
شاهکار	подвиг
نویز	врева
نویز	бучава
نویز	бука
نویز	галама
نویز	шум
نمانده	речиси
نمانده	скоро
رسوب	талог
داش	dash
داش	деш
داش	мелени
ریچل	rachel
ریچل	рејчел
دریافتی	сандаче
شیلا	шила
عبدی	абди
جغد	був
جغد	буф
عمرو	амр
تاثیرات	ефекти
احتمالات	веројатности
احتمالات	шансите
احتمالات	веројатност
یتیم	сираци
یتیم	сирачиња
یتیم	сираче
یتیم	сирак
دوس	дос
شفا	излечи
شفا	лечи
شفا	оздрави
شفا	излечен
شفا	излечил
شفا	лекување
شفا	исцелување
شفا	лековита
شفا	лечење
مغازه	шоп
مغازه	продавница
چرخشی	ротирачкото
چرخشی	ротирачки
نشانگان	синдром
نهفته	вградена
روانپزشکی	психијатрија
روانپزشکی	психијатриска
روانپزشکی	психијатриски
چیره	доминираше
چیره	доминираа
گلکسی	галаксијата
گلکسی	галаксија
گلکسی	galaxy
آزادانه	слободно
پاها	нозете
پاها	нозе
خواهران	сестрите
خواهران	сестри
ریخت	пролеана
ریخت	истури
اکو	еко
اکو	еко
اکو	ехо
قبله	правец
قبله	насока
استبداد	тиранија
استبداد	тиранијата
تیتراژ	кредити
ولفگانگ	волфганг
وزنه	тегови
وزنه	тежина
وزنی	оптоварено
اجداد	претци
اجداد	предци
اجداد	предок
پت	pet
پت	миленик
پت	милениче
پت	пат
پاپی	афион
پاپی	папи
قیصر	кајзер
پایش	скенирање
پایش	мониторинг
پایش	следени
فانی	фени
فانی	фани
فانی	смртен
فانی	смртник
پهلو	страната
پهلو	страна
پهلو	страни
اکسپرس	express
اکسپرس	експрес
اسکس	есекс
نخبگان	елитна
نخبگان	елитата
نخبگان	елита
فینیکس	капсули
فینیکس	феникс
کرو	чавка
کرو	врана
کرو	карев
کرایسلر	крајслер
هوتن	хатон
غیرانتفاعی	непрофитна
صفا	сафа
ساسکس	сасекс
تاجگذاری	крунисување
فسفر	фосфор
بولتون	болтон
چشمی	окото
چشمی	око
اوا	ева
اوا	ива
هلسینکی	хелсинки
هلسینکی	хелсиншки
آندورا	андора
اجبار	сила
اجبار	присили
اجبار	принуда
اجبار	принуден
اجبار	присилена
اجبار	присилени
اجبار	принудени
اجبار	присилен
معقول	разумна
معقول	рационално
معقول	рационални
معقول	разумна
معقول	разумно
معقول	разумни
معقول	разумен
بارگیری	симнување
بارگیری	преземи
بارگیری	вчитување
بارگیری	симнување
بارگیری	симнува
بارگیری	симнат
بارگیری	преземено
مذکر	машко
مذکر	машки
مذکر	машки
دایناسور	диносаурус
بقا	опстанок
بقا	преживување
تورینو	торино
متفرقه	разно
آدریان	адријан
آدریان	адриан
هیچکدام	ниеден
هیچکدام	никој
هیچکدام	ниедна
اویل	нафта
اویل	масло
گیبسون	гибсон
استثنای	исклучок
هراس	терор
هراس	ужас
هراس	фобија
آوازی	гласни
آوازی	вокал
آوازی	гласен
مغولی	монголски
استفن	stefan
استفن	стефан
استفن	штефан
رسوایی	скандал
سوخو	сухој
آویزان	обесил
آویزان	обесени
آویزان	бесење
آویزان	виси
طغیان	побуни
طغیان	бунтовничка
طغیان	бунтовнички
طغیان	бунтовник
طغیان	бунт
طغیان	побуна
نیاکان	претци
نیاکان	предци
نیاکان	предок
مسخره	смешни
مسخره	смешна
مسخره	смешно
الزامی	задолжително
عجیبی	чудни
عجیبی	чудна
عجیبی	чудно
حمد	хамад
حمد	слава
حمد	пофалби
حمد	пофалба
نوشیدن	пиењето
نوشیدن	пиење
نوشیدن	пијам
نوشیدن	пијалак
نوشیدن	пијалок
نوشیدن	пиј
سفره	табела
سفره	маса
سفره	чаршав
مالدیو	малдиви
هل	кардамом
هل	турка
هل	туркање
هل	хал
اشمیت	шмит
اشمیت	шмид
اشمیت	шмит
لوتر	лутер
راهبرد	стратегија
رمزگذاری	криптирање
فرانچسکو	франциско
فرانچسکو	франческо
زا	генератор
مصادره	конфискуван
مصادره	конфискувани
سازندگی	изградбата
سازندگی	градба
سازندگی	градење
سازندگی	градежништво
سازندگی	конструкција
سازندگی	изградба
وارث	наследник
وارث	наследничка
وارث	наследникот
روزولت	рузвелт
قصبه	парохија
دماغه	кејп
دماغه	наметка
اولا	ола
قدردانی	благодарност
قدردانی	благодарност
ویتنی	витни
کوستا	коста
غزالی	ghazali
دیم	dim
دیم	дим
راش	раш
راش	брзање
راش	fagus
ققنوس	феникс
اوراسیا	евроазија
مرگبار	смртоносен
مرگبار	смртоносна
مرگبار	смртоносниот
مرگبار	смртоносни
مرگبار	смртоносно
مرگبار	фатална
مرگبار	фатални
مرگبار	фатално
کابین	колибата
کابین	колиба
کابین	кабина
کابین	куќарка
وکالت	адвокат
جوجه	пилешко
جوجه	кокошка
جوجه	пиле
بهبودی	заздравување
بهبودی	закрепнување
بهبودی	подобрување
عینک	очила
عینک	чаши
عینک	наочари
عینک	очила
هومبولت	хумболт
بریدن	сечење
مارکسیسم	марксизам
متابولیسم	метаболизмот
میرود	прошетки
کج	искривен
کج	криво
کج	курзив
ناکام	разочарана
ناکام	разочаран
ناکام	разочарани
ناکام	разочара
ناکام	фрустриран
ناکام	фрустрирани
شمع	свеќа
شمع	свеќи
تاد	тод
توبه	покајание
مترادف	синоним
مترادف	синоним
شلوغ	несмасен
شلوغ	зафатен
شلوغ	зафатено
شلوغ	зафатена
شلوغ	зафатени
شلوغ	бучен
شلوغ	бучно
شلوغ	гужви
شلوغ	гужва
شلوغ	преполни
ژولیت	џулиет
ژولیت	џулиет
ژولیت	јулија
بنیامین	бенџамин
فال	богатство
فال	предзнак
ونسان	винсент
لوکا	лука
لوکا	лука
یوجین	еуген
یوجین	јуџин
فیس	facebook
فیس	фејсбук
هاروی	харви
توییتر	twitter
توییتر	твитер
ید	јод
تنور	фурна
تنور	рерна
تنور	тенор
بیاورند	произведе
بیاورند	произведува
توگو	того
عصبانی	лута
عصبانی	лути
عصبانی	бесна
عصبانی	гневен
عصبانی	лут
جوآن	џоан
شعرای	стихови
آوانگاری	фонетски
استوک	стокс
زباله	отпад
زباله	корпа
زباله	ѓубре
زباله	ѓубре
آشیانه	гнездо
آشیانه	хангар
آشیانه	хангарот
جوندگان	глодар
جوندگان	глодари
توهم	халуцинации
توهم	халуцинација
توهم	илузија
آنتون	антон
آشامیدنی	пиењето
آشامیدنی	пиење
آشامیدنی	пијам
الاهلی	комерцијално
الاهلی	комерцијален
الاهلی	реклама
الاهلی	комерцијални
الاهلی	комерцијална
پانزدهمین	fifteenth
کاران	каран
آزادسازی	ослободителната
شکلات	чоколадо
شکلات	чоколада
ژنوم	геном
الک	елк
الک	алек
رقبای	ривали
آفتابی	сани
آفتابی	сончево
آفتابی	сончев
آفتابی	сончеви
ترجیحات	прилагодувања
ترجیحات	параметри
جوشکاری	заварување
ختنه	обрежување
ختنه	обрежан
استثنایی	посебно
استثنایی	специјален
استثنایی	специјално
استثنایی	специјални
استثنایی	посебна
استثنایی	специјална
استثنایی	исклучителна
استثنایی	исклучителни
استثنایی	исклучително
استثنایی	исклучителен
بوت	кабина
پابلو	пабло
ائوسن	eocene
چیبا	чиба
باربادوس	барбадос
بلیک	блејк
انفجاری	експлозија
انفجاری	експлозив
انفجاری	експлозивен
انفجاری	експлозивни
انفجاری	детонација
نزدیکترین	најблиску
نزدیکترین	најблискиот
نزدیکترین	најблиска
نزدیکترین	најблизу
نزدیکترین	најблиска
نزدیکترین	најблиску
نزدیکترین	најблиските
نزدیکترین	најблиски
گیت	капија
گیت	гејт
گیت	порта
گیت	порти
گیت	гејтс
انتحاری	самоубиство
انتحاری	самоубиства
اوکراینی	украински
قلمروی	територија
ترانزیستور	pnp
ترانزیستور	транзистор
سیریلیک	кирилица
امتناع	одбивање
امتناع	одбива
بازل	базел
مهمانی	партиски
مهمانی	партиска
مهمانی	забава
مهمانی	журка
مهمانی	партија
مهمانی	гозба
مهمانی	банкет
رویت	сврти
مفاصل	зглобови
پیشانی	чело
پیشانی	челото
وفور	изобилство
کاسپین	каспиското
قلع	tin
قلع	конзерва
بگو	кажи
بگو	речи
بگو	кажи
بگو	кажувај
آزاده	слободни
آزاده	бесплатно
آزاده	слободно
آزاده	слободна
آزاده	слободен
پدران	татковци
پدران	татковците
پدران	претци
پدران	предци
متین	метин
حیفا	хаифа
داغستان	дагестан
کاناگاوا	kanagawa
پگاه	рано
پگاه	ран
توفان	тајфунот
توفان	сторм
توفان	бура
توفان	олуја
توفان	невреме
قطعا	дефинитивно
اژدهای	змеј
یاسر	јасер
بالتیمور	балтимор
بعدا	покасно
بعدا	подоцна
اولاً	ула
نژادپرستی	расизам
نژادپرستی	расизмот
اینتل	интел
استرس	стрес
استرس	истакна
استرس	нагласи
ناب	блескав
ناب	чисто
ناب	чист
ناب	чиста
مفسر	преведувач
مفسر	коментатор
آندرا	андреја
آندرا	андреа
آندرا	андра
نادو	наду
مطبوع	чубрика
متعارف	конвенционалните
متعارف	канонична
بیهوده	бадијала
بیهوده	залудно
بیهوده	попусто
بیهوده	залудна
بیهوده	суета
بیضی	овалната
بیضی	елипса
بیضی	елиптична
کمرنگ	бледи
کمرنگ	бледо
کمرنگ	бледа
کمرنگ	пале
کلسترول	холестерол
مدفوع	измет
مدفوع	стол
هلیکوپتر	хелихоптер
هلیکوپتر	хеликоптер
هلیکوپتر	хеликоптерот
هلیکوپتر	хелихоптер
هلیکوپتر	хеликоптер
هلیکوپتر	хеликоптерот
شیوا	шива
یونی	јон
یونی	јонска
گلو	грлото
گلو	грло
گلو	грклан
سریالی	сериски
ندیده	видена
ندیده	видено
ندیده	видени
ندیده	видел
ندیده	виден
بطن	стомакот
ارسلان	арслан
آهو	срна
آهو	елен
آهو	елени
آهو	aho
آهو	газела
دونتسک	донецк
منگنز	манган
برگه	чаршав
برگه	табела
کاذب	лажна
کاذب	неточно
کاذب	лажен
جگوار	јагуарот
جگوار	јагуар
فازی	фаза
فازی	фази
فازی	неопределено
امینم	еминем
یوکوهاما	јокохама
جذابیت	привлекувањето
جذابیت	атракција
جذابیت	привлечност
جذابیت	привлекување
سوفی	софи
ویو	viv
موقتی	привремено
موقتی	привремено
موقتی	привремена
موقتی	привремен
موقتی	привремени
موقتی	привремен
موقتی	привремена
ایمی	ејми
روشنگری	просветлување
روشنگری	просветли
مضر	штетни
مضر	штетните
مضر	штетно
مضر	штетна
مضر	штетен
هود	hud
هود	качулка
هود	худ
هود	маалски
فیورنتینا	фиорентина
شلوار	пантолони
شلوار	панталони
شلوار	гаќи
شلوار	пантолони
شلوار	панталони
سیتروئن	ситроен
پذیرد	прифаќа
سوزوکی	сузуки
گای	гај
گای	тип
رادیکال	радикално
رادیکال	радикал
رادیکال	радикални
رادیکال	радикален
رادیکال	радикална
سنسور	сензорот
سنسور	сензор
سنسور	сензори
خازن	струење
لیتل	мала
لیتل	мал
لیتل	литл
لیتل	мали
لیتل	малку
لیتل	мало
طیب	тајип
طیب	таип
ورونا	верона
خطاهای	грешки
خرابی	неуспех
خرابی	неуспехот
خرابی	деструкција
خرابی	уништување
خرابی	неуспешно
خرابی	пропадна
بوسه	бакнежи
بوسه	кис
بوسه	бакнеж
بوسه	kiss
بوسه	бакни
اعماق	длабочините
اعماق	длабочини
اعماق	deep
اعماق	длабок
اعماق	длабока
اعماق	длабоко
اعماق	длабоки
لاو	лао
لاو	luv
بخشیده	простено
جنت	џенет
ونوس	венус
ونوس	венера
دانته	данте
آقایی	џентлмен
آقایی	господин
آقایی	господинот
فرزانه	мудар
فرزانه	мудри
فرزانه	мудро
فرزانه	мудра
ویستا	виста
اسهال	дијареа
اسهال	пролив
پرستون	престон
اذعان	признае
جنگجویان	воини
الکترومغناطیس	електромагнетни
الکترومغناطیس	електромагнетизам
کران	глув
کران	глува
کران	глуви
بازگرداندن	врати
بازگرداندن	обнови
بازگرداندن	враќање
بازگرداندن	поврати
بازگرداندن	реставрација
زاد	зод
زاد	потомство
زاد	подмладок
لوران	лоран
پردازی	процесирање
پردازی	обработка
سرم	серум
روبن	робен
روبن	рубен
روبن	рубен
حضورش	присутност
حضورش	присуство
تزار	цар
گرانده	гранде
پلانک	планкова
پلانک	штица
پلانک	даска
رانندگان	возачите
رانندگان	возачи
ناپولی	неаполски
ناپولی	наполи
دمی	деми
مبارزان	борци
مبارزان	борците
مبارزان	борец
مبارزان	борач
ماهه	месеци
اینترناسیونال	internacional
تشریفات	формалности
تشریفات	церемонии
تشریفات	церемонијална
تشریفات	формалност
جوراب	чорап
جوراب	чорапи
سیلور	сребрено
سیلور	сребрен
سیلور	сребрена
سیلور	сребро
سیلور	сребрени
تحرک	движење
تحرک	мобилност
شایعه	гласини
شایعه	гласина
لیتیم	lithium
افتد	случувања
خانات	ханат
نئو	neo
نئو	нео
دفعات	пати
پیکره	corpus
پیکره	корпус
زار	zar
لطیف	суптилни
لطیف	суптилно
لطیف	суптилен
لطیف	латиф
الیکایی	рен
ساعتی	часовно
ساعتی	часови
ساعتی	час
خورش	чорба
کما	кома
پره	полни
پره	целосна
پره	полна
پره	полн
بحثش	расправа
بحثش	дискусии
بحثش	дискусија
بازارچه	добротворна
ارتشی	воена
ارتشی	војска
ارتشی	армија
ارتشی	војска
داوطلبان	волонтери
داوطلبان	доброволци
ناتوان	слабо
ناتوان	слаби
ناتوان	слаба
ناتوان	слаб
ناتوان	неспособна
ناتوان	неспособни
مکی	пеги
خیز	бдеење
خیز	едем
بزودی	наскоро
بزودی	набрзо
آشفته	проблематичен
آشفته	вознемирен
آشفته	пореметен
آشفته	вознемирена
آشفته	вознемирени
آشفته	вознемирен
آشفته	збунети
آشفته	збунета
آشفته	збунет
آشفته	збунето
واگنر	вагнер
غرور	гордост
غرور	гордоста
غرور	суета
سونامی	цунами
نامعتبر	неважечки
نامعتبر	неважечка
نامعتبر	невалидни
نامعتبر	неважечко
مدیون	должен
مدیون	должник
مدیون	должам
مدیون	должат
مدیون	должник
مدیون	задолжени
مدیون	должни
مستحکم	утврдуваат
لویس	луис
ساب	саб
ساب	подморницата
رائول	раул
ساندرلند	сандерленд
چریکی	герилски
کوارتز	кварц
سولفید	сулфид
شوری	salinity
کورین	корин
کشتیرانی	достава
کشتیرانی	пратки
کشتیرانی	превоз
امتیازی	отстапки
امتیازی	концесии
اسپین	врти
اسپین	вртење
اسپین	спин
رومانیایی	романскиот
رومانیایی	романска
رومانیایی	романски
آرایشی	шминка
گلف	голф
گلف	golf
ارتدوکس	православна
ارتدوکس	православно
ارتدوکس	православен
ارتدوکس	православни
آماندا	аманда
ول	вал
ویلن	виолина
ویلن	виолината
کریکت	крикет
مینو	мино
مینو	мино
آغوش	прегратка
آغوش	оружје
آغوش	прегратки
فیلترینگ	филтрирање
دوقطبی	биполарен
پناهندگان	бегалци
انریکه	енрике
موصل	мосул
آشفتگی	турбуленции
آشفتگی	турбуленција
آشفتگی	агитација
آشفتگی	хаос
آشفتگی	забуни
آشفتگی	конфузија
آشفتگی	збунетост
توسکانی	тоскана
ریتمیک	ритмичка
مهتاب	месечина
زیباست	преубави
زیباست	убави
زیباست	убава
زیباست	преубава
زیباست	прекрасни
اکتشافی	хевристика
اکتشافی	прелиминарни
اکتشافی	истражувачка
خسارات	загуби
دردسر	неволја
دردسر	проблем
دردسر	проблеми
فلامستید	флемстидово
تکانه	динамика
دیل	дејл
پروستات	простата
پروستات	простатата
داون	зората
داون	зори
داون	зора
نزدیکان	роднини
نزدیکان	роднините
امداد	болничари
امداد	олеснување
امداد	олеснувања
سواره	јавање
سواره	коњаница
سواره	коњаницата
سیاستهای	политики
بزمجه	монитор
هیدروکسید	хидроксид
گرنت	подари
گرنت	грент
گرنت	грант
دیلی	дили
دیلی	секојдневна
دیلی	дневно
گردهمایی	обединување
بیگانگان	вонземјани
توپولف	туполев
دبیرخانه	секретаријат
توصیفی	описни
دوقلو	близначки
دوقلو	близначка
دوقلو	близнак
دوقلو	близнаци
دوقلو	близначки
چاقو	нож
استات	ацетат
کانت	кант
دانکن	данкан
فایرفاکس	firefox
لادن	ладен
تعمیرات	поправање
تعمیرات	поправка
تعمیرات	поправки
رقمی	дигитални
رقمی	дигитална
رقمی	дигитален
براق	сјај
براق	сјајни
براق	сјаен
براق	блескави
براق	сјајна
کاکایی	галеб
بروکس	брукс
شورولت	шевролет
آدینه	петок
رستگاری	спас
رستگاری	спасението
رستگاری	спасение
رستگاری	искупување
آلکس	alex
آلکس	алекс
برمودا	бермуди
وایادولید	valladolid
دلیجان	тренер
دلیجان	тренерот
نپتون	нептун
فمینیست	феминистичка
گمرک	обичаи
گمرک	царини
گمرک	царински
گمرک	царина
معرف	представува
معرف	претставува
کلکته	калкута
کلکته	калкута
نهی	забрануваат
نهی	забрани
نهی	забрането
نهی	забранети
نهی	забранета
توپولوژی	топологија
سسک	грмушарче
پرسید	прашале
پرسید	праша
پرسید	запрашан
