вінок	vainikas
рідкий	skystis
рідкий	skystas
трейлер	priekabos
трейлер	priekabų
трейлер	priekaba
жовква	žovkva
кварц	kvarco
карлик	nykštukų
ферменти	fermentai
сатири	satyras
бібліотеках	bibliotekų
бібліотеках	bibliotekos
годування	šėrimas
годування	šėrimo
могутній	galingų
частинка	dalelės
частинка	dalelių
занепокоєння	susirūpinimą
організованого	organizuotu
тирана	tiranos
рута	ruta
рута	rūta
подяку	dėkingumą
шифр	šifro
важить	sveria
обмеженими	negalia
ніла	nilo
популярне	dažniausi
гірка	sure
радіоактивних	radioaktyviųjų
координаційної	koordinavimo
небом	dangaus
небом	dangus
свинець	švino
семінарів	seminarai
найголовніше	priimtų
красивий	graži
красивий	gražu
фарбування	danga
фарбування	dengimas
кшиштоф	kristupas
бетті	betty
верона	verona
демон	demonas
раби	vergai
патріотів	patriotai
щасливий	laiminga
щасливий	laimingas
щасливий	laimingi
букет	puokštė
відвідала	lankėsi
войцех	wojciech
мессі	messi
нотр	notre
плакати	verkti
біографію	biografija
тунелів	tunelių
тунелів	tuneliuose
мультфільмів	filmuko
мечі	kardus
джуліо	giulio
гор	gore
куско	kusko
блуа	blois
тара	tara
пожертви	donorystės
слух	klausos
слух	klausymas
журавель	kranas
карел	karel
оточили	apsupti
бартоломео	bartolomeo
українцям	ukrainiečių
оксфорд	oksfordo
піаніно	pianino
шоста	šeštoji
шоста	šešta
шоста	šeštasis
шоста	šeštosios
вісенте	vicente
ежен	eugène
віта	vita
авіла	avila
приїхала	atėjau
приїхала	atėjo
їхали	vykdymo
зміцнити	stiprinti
сулейман	süleyman
акварель	akvarele
сибірський	sibiro
живота	pilvo
живота	pilvas
погане	blogai
погане	bloga
погане	blogas
погане	blogi
аматорського	mėgėjų
скидання	krenta
скидання	išmesti
шульц	schulz
годинники	laikrodžiai
годинники	laikrodžiai
махмуд	mahmud
махмуд	mahmoud
хобі	hobis
хобі	pomėgius
соня	sonja
деві	devi
деві	deivis
великдень	velykų
осака	osaka
ульріх	ulrich
довідки	tyrimus
радзивілл	radvila
мейдзі	meidži
кольорова	spalva
кольорова	spalvos
кольорова	spalvų
кольорова	spalva
куріння	rūkymas
куріння	rūkymo
прибуло	atvyko
веселі	juokinga
андорра	andora
турбін	turbinos
транскрипція	transkripcijos
урок	pamoka
стріляє	šaudo
воротах	aušvicas
помаранчевий	apelsinų
губа	įlanka
гілберт	gilbert
ідеалів	idealus
керол	kerol
дорослий	suaugusieji
дорослий	suaugusiems
дорослий	suaugusiųjų
багатою	klestinčios
багатою	klestinti
патрульний	patruliavimo
виразів	išraiškos
вини	kaltė
вини	kaltę
камеруну	kamerūnas
перстень	žiedas
амплітуда	amplitudės
захищено	saugomų
інженерія	inžinerija
інженерія	inžinieriai
інженерія	inžinerijos
лінн	lynn
депортіво	deportivo
спостерігали	atsiradimą
кейсі	keisis
ліжка	lovos
туристи	turistai
туристи	turistų
хореограф	choreografas
розлад	sutrikimas
калина	kalina
калина	viburnum
птолемей	ptolemėjas
стад	stade
северин	severin
синтезатор	sintezatorius
експериментальна	eksperimentinių
александру	alexandru
розчарування	nusivylimas
розчарування	nusivylimą
цао	cao
геродот	herodotas
дотримуватись	paklusti
прогулянки	vaikšto
ідеально	tobulos
ідеально	tobulas
ідеально	tobula
етнікі	ethniki
петлюра	petliūra
антена	antena
антена	antenos
дюссельдорф	diuseldorfo
площина	lėktuvas
площина	plokštumos
гомес	gomez
гомес	gómez
декоративний	dekoratyviniai
декоративний	dekoratyvinės
віль	ville
оберст	oberst
назаренко	nazarenko
марафон	maratonas
електронне	elektroninių
електронне	elektroniniai
вітторіо	vittorio
чаплін	čaplinas
олімпіада	olimpiada
олімпіада	žaidynėse
сумісність	suderinamumas
сумісність	pastovumas
сумісність	nuoseklumą
сумісність	nuoseklumas
оуен	owen
брюгге	briugė
друкувати	spausdinti
цінний	vertinga
цінний	vertingas
зізнається	prisipažinti
крістін	kristine
крістін	kristin
крістін	kristina
крістін	christine
муха	skristi
муха	mucha
елвіс	elvis
жорстокі	smurtinių
мік	mikai
кітамі	kitamio
функціональність	funkcionalumas
функціональність	ypatumai
функціональність	savybės
нікуди	niekur
нікуди	niekur
дюк	kunigaikštis
костянтинівна	krupskaja
вистачить	pasveikti
юристи	teisininkai
юристи	advokatai
ной	nojus
агресію	puola
агресію	užpuolė
проповідник	pamokslininko
вхідний	įvesties
вхідний	gauta
вхідний	ateinantys
бичок	grundalas
тимур	timūras
дзен	zen
летить	skrenda
обід	pietus
обід	pietų
обід	pietūs
обід	vakarienė
різноманітності	veislė
оновлений	atnaujintas
реліквії	relikvijos
марші	marsh
марші	paradai
огорожі	tvoros
огорожі	tvoras
сходяться	žengimo
еко	eco
еко	eko
учням	mokiniai
учням	mokinių
берг	berg
геном	genomo
драконів	drakonai
гемпшир	hampshire
вайомінг	vajomingo
навчали	apmokyti
стратегічна	strateginiai
коллінз	collins
ляльковий	lėlių
варті	verta
хижаки	plėšrūnų
катя	katia
моніка	monika
моніка	monika
готуються	sklypas
стипендії	stipendijos
стипендії	stipendiją
стипендії	stipendijas
непорозуміння	nesusipratimas
бернардо	bernardo
альма	alma
імунітет	imunitetą
імунітет	imuniteto
імунітет	imunitetas
леви	liūtai
захищений	saugomų
орлова	orlova
дубовий	quercus
образа	žeidžia
образа	įžeidimas
незначний	nedideli
кабелі	kabeliai
кабелі	laidai
твій	tavo
твій	tavo
твій	savo
твій	jūsų
досконалості	įvaizdžio
севільї	sevilijos
ножі	peilius
ножі	peiliai
лор	laure
шторм	audros
шторм	audra
автомагістраль	greitkelis
сумішей	mišiniai
анже	angers
етнографія	etnografija
мініатюра	miniatiūriniai
преслі	presley
ритуал	ritualas
ручний	rankinis
крамниця	parduotuvėje
крамниця	parduotuvė
крамниця	apsipirkti
ясла	darželio
оптимального	optimali
оптимального	optimalus
умберто	humberto
умберто	umberto
семінар	seminaras
халіф	kalifas
бон	bon
академічна	akademinių
очікувати	tikėtis
антропологія	antropologija
волгоград	volgogrado
меркурій	gyvsidabris
меркурій	gyvsidabrio
богуслав	boguslavas
владивосток	vladivostoko
відданість	pažiūras
потомство	sėkla
потомство	sėklos
нога	kojos
зінаїда	zinaida
запрошено	pakviesti
запрошено	pakvietė
запрошено	pakviesta
запрошено	pakviestas
люблін	liublino
виміри	dima
виміри	matavimas
виміри	matavimai
виміри	matmenys
ідеали	idealus
близнюк	dvynys
захопленні	žavisi
пальця	pirštas
пальця	pirštą
шварц	schwartz
зозуля	gegutės
ділить	segmentai
льон	linai
льон	linų
вооз	nuomą
дивним	keistas
дивним	keista
дивним	stebuklingai
коров	suformuluoti
мігрантів	migrantų
мігрантів	migrantai
бах	bach
коваля	smi
протон	protonų
щоденники	dienoraščiai
рибалка	žvejys
ураган	uraganas
слухач	klausytojas
відновлює	atstato
васко	vasco
співали	dainavo
метелик	drugelis
бонні	boni
почергово	kintamoji
почергово	saulėtos
гайдай	gaidajus
регулярної	periodinio
аркадія	arkadija
жито	rugių
вантажі	apkrovos
бетмен	betmenas
чоботи	įkrovos
чоботи	batai
чоботи	batus
галле	halės
низовина	žemumų
вроцлав	wrocław
брехня	melas
островський	ostrovskis
ізабель	izabele
торре	torre
вірні	pažiūras
замовник	klientų
замовник	klientui
відмінний	puikiai
відмінний	puiki
відмінний	puikų
відмінний	puikaus
відмінний	puikus
діабет	diabeto
діабет	diabetas
діабет	diabetu
печеру	urvas
семюел	samuel
канарські	kanarų
нерви	nervai
краєвиди	scenų
комірки	ląstelių
люкс	prabangūs
бідні	vargšas
бідні	vargšai
барак	lūšna
пісенний	eurovizijos
приваблює	traukia
селезінка	blužnies
щур	žiurkės
щур	žiurkė
гідравлічний	hidrauliniai
пишіть	rašyti
фотографію	nuotrauka
задоволенням	labui
задоволенням	malonumas
тодд	todai
покращує	pagerina
покращує	pagerėja
покращує	gerina
ніцше	nyčė
завантажувати	įkrovos
скрипці	smuikas
відступати	atsitraukti
відступати	pajėgų
відступати	trauktis
розійшлися	atskirtas
розійшлися	atskirta
розійшлися	sulaužė
лін	ling
слабка	silpnas
донський	donietis
вибухи	sprogimai
пейзажів	kraštovaizdis
пенсіонерів	pensininkų
пенсіонерів	pensininkai
біл	bilas
номенклатура	nomenklatūros
номенклатура	nomenklatūra
сукні	sukneles
сукні	suknelės
сезар	cesar
трейсі	tracey
дублювання	dubliavimo
тобою	tu
привіт	ei
привіт	labas
привіт	sveikas
орієнтовно	tikriausiai
орієнтовно	greičiausiai
слонів	drambliai
підготувала	paruošti
коен	cohen
ноттінгем	nottingham
кошице	košice
блокада	blokada
блокада	blokadą
біатлон	biatlono
доступність	prieiga
доступність	prieinamumo
доступність	prieinamumas
фонді	fondis
вавилон	babilonas
поєднати	suorganizuoti
поєднати	pasirūpinti
пароплав	garlaivis
хусейн	huseinas
врожай	derliaus
молочні	pieno
сів	siv
арно	arno
арно	arnaud
амур	amour
амур	amūro
запаху	kvapas
запаху	kvapą
запаху	kvapas
крах	naikinimas
гійом	guillaume
морріс	morris
уміння	įgūdžiai
уміння	įgūdžiai
най	ney
нем	nem
порозуміння	nesusipratimas
щука	lydeka
дороті	doroti
геометричних	geometrinis
геометричних	geometrija
геометричних	geometrinės
рава	rava
знесення	griovimo
філіппо	filippo
чаша	dubenį
чаша	taurė
вісла	aistmarių
руйнує	griauna
відкривають	atveria
провал	gedimas
провал	nesėkmė
провал	nepakankamumas
генератори	generatoriai
рефері	arbitražo
рефері	teisėjas
феліпе	felipe
сокира	kirvis
злочинець	nusikaltėlis
злочинець	kaltininkas
домінго	domingo
висоцький	vysockis
постанов	reglamentai
союзи	sąjungas
добавки	papildai
наркотики	narkotikai
наркотики	narkotikai
даля	dalia
поступки	koncesijos
поступки	nuolaidų
поступки	koncesija
поступки	nuolaidos
суп	sriuba
суп	sriubą
затримка	vvg
суворі	sunkus
луків	lukuvas
рейсів	skrydžiai
роланд	rolandas
челсі	chelsea
комунізм	komunizmas
якопо	jacopo
тайлер	taileris
тайлер	smėlis
скандинавських	šiaurės
палуби	denių
стосунку	ryšius
сом	šamas
магічні	stebuklingas
магічні	stebuklinga
штучна	dirbtinių
штучна	dirbtinis
штучна	dirbtinė
масову	isterija
бос	bose
бос	bosas
відкладення	atidėti
гуртожитку	bendrabutis
трилогія	trilogija
конфігурація	konfigūracija
конфігурація	derinimas
ліна	lina
мовчання	tyla
компроміс	kompromisas
нормативні	mineralogija
чуваська	čiuvašų
слідами	kojele
слідами	pėdomis
вад	vabalai
нора	nora
нора	norah
сааре	sarės
батумі	batumi
антоні	antanas
субота	šeštadienį
субота	šeštadienis
роботодавців	darbdaviai
роботодавців	darbdavys
моцарт	mocartas
обладунки	šarvus
обладунки	šarvai
даг	dag
газова	dujinis
газова	dujinių
газова	dujos
гімнасти	gimnastai
горобець	passer
горобець	sperou
яскравість	skaisčio
яскравість	ryškumas
волейбол	tinklinis
живіт	pilvą
живіт	pilvo
живіт	pilvas
джокович	džokovičius
пія	pia
байдуже	abejingi
постраждалих	aukas
постраждалих	aukos
постраждалих	aukų
жир	klubai
бург	burg
жири	storas
жири	riebalų
жири	riebalai
африканські	afrikos
африканські	afrika
колега	kolega
сьома	septintasis
сьома	septintoji
компактний	kompaktiškas
дженні	dženi
лікарський	officinale
лоренца	lorentz
емоційно	emociškai
окунь	ešerys
краща	geresnė
краща	geresnis
краща	gerėja
краща	geriau
падуя	padua
товариші	draugai
форман	forman
поїздка	ri
циклон	ciklono
петрі	petri
джефферсон	jefferson
порадив	patarė
блискавка	žaibas
блискавка	žaibo
кассель	kassel
неофіційна	neoficialus
неофіційна	neoficiali
медведєв	medvedev
дір	skylių
ізольовані	izoliuota
розслідувань	tyrimai
розслідувань	tyrimus
сас	bel
відвідувань	vizitai
відвідувань	apsilankymai
садівництво	sodininkystės
злом	blogis
злом	blogio
клапани	vožtuvai
спотворення	iškraipyti
гусєв	gusev
захоплюють	dominuoti
флейта	fleita
сало	salo
пакт	paktas
пакт	pakto
мучеників	kankinių
спати	miegas
спати	miego
коштує	išlaidos
хітів	žemėlapiai
берд	baird
берд	byrd
наживо	gyva
наживо	live
наживо	gyvi
наживо	gyventi
наживо	gyvos
коул	cole
партизанська	partizanų
любити	mylėti
вивіз	durys
вивіз	durų
джастін	justinas
бити	muš
смужки	juostelių
смужки	barų
мун	palydovas
єгипетська	egiptas
єгипетська	egipto
збільшив	išplėsta
ідентифікація	identifikavimo
ідентифікація	identifikacija
ідентифікація	identifikavimas
кант	kanto
застарілі	esančius
акціонерів	akcininkai
рики	rika
емірат	emyratas
слухав	klausėsi
арканзасу	arkanzaso
брукс	bruksas
карпатський	karpatų
дитя	vaikas
дитя	vaikui
подача	pašarų
подача	pašaras
подача	pašarai
уан	ouen
біда	bėda
біда	bėdos
біда	problemų
прибирання	švaros
улюблені	mėgstami
улюблені	mylimiausias
улюблені	mėgstamiausia
улюблені	mėgstamiausias
улюблені	mėgstamiausių
тло	biografijos
булгаков	bulgakovas
ясні	kristalų
знахідка	atradimas
вітаміни	vitaminai
мартінес	martinez
мартінес	martínez
розбиття	wrap
динамічна	dinamiška
динамічна	dinaminis
динамічна	dinaminė
логічний	logiška
надзвичайної	nerimą
гуни	hunai
суміжні	susiduria
діагоналі	įstrižai
неможлива	neįmanoma
піхви	makšties
піхви	labia
тактичні	liemenes
злий	pikta
злий	pikti
злий	piktas
свіжі	šviežias
свіжі	šviežios
свіжі	švieži
свіжі	šviežia
стратегічно	strategiškai
діалоги	užklausas
провід	laidų
провід	instaliacijos
провід	laidai
