магнус	magnuss
селекция	izvēle
селекция	atlase
селекция	izlase
предадени	nodevis
предадени	nodoto
предадени	nodotas
предадени	nodota
отпред	priekšējais
отпред	fronte
отпред	priekšpusē
отпред	priekšā
отпред	priekšējie
джесика	džesika
пътувания	braucieni
пътувания	braucieni
пътувания	ceļošana
пътувания	ceļot
пътувания	ceļojumi
пътувания	braucieni
пътувания	trips
пътувания	ceļojumi
бай	bai
застрашени	apdraudēti
застрашени	apdraudētas
застрашени	apdraudēta
толстой	tolstojs
ибрахим	ibrahim
плуване	peldēt
плуване	peldēties
плуване	peldēšana
плуване	peldēšanas
ъгъла	stūrī
ъгъла	stūris
ъгъла	stūri
астрономически	astronomijas
свободи	brīvības
ръба	malas
ръба	malu
ръба	mala
лири	lira
лири	mārciņu
лири	mārciņas
жозеф	džozefs
жозеф	joseph
науру	nauru
нож	nazi
нож	nazis
антоанета	antuanete
изключителни	ekskluzīvā
изключителни	ekskluzīva
изключителни	ekskluzīvas
изключителни	ekskluzīvi
изключителни	ārkārtējs
изключителни	izņēmuma
изключителни	ārkārtas
астронавти	kosmonautu
стадий	posms
стадий	stadija
арка	arkas
феномен	parādības
феномен	fenomens
феномен	parādība
пакет	paka
пакет	pakete
пакет	pakotne
дружба	draudzību
дружба	draudzība
фази	posmi
фази	fāzes
гигантски	milzu
гигантски	gigantiska
означение	pieraksts
означение	pieraksta
означение	apzīmējums
сюзън	žuža
наследниците	mantinieki
сеул	seulas
фламандски	flāmu
традиционна	tradicionāls
традиционна	tradicionālie
традиционна	tradicionālais
традиционна	tradicionālā
традиционна	tradicionālo
традиционна	tradicionāli
следите	celiņi
следите	pēdas
следите	sliedes
борса	apmaiņa
борса	apmaiņas
борса	birža
обичам	mīlestība
обичам	mīli
обичам	love
обичам	mīla
обичам	mīlu
психоанализа	psihoanalīze
панчо	pančo
погребани	aprakts
тор	mēslojums
тор	kūtsmēsli
тор	mēslojums
тор	kūtsmēslu
тор	mēsli
тор	tpr
тор	mēslojuma
тор	mēslojums
мита	mītu
мита	mīts
мита	nodokļi
мита	nodevas
мита	pienākumi
доказано	pierādīts
доказано	pierādīts
доказано	pierādīta
доказано	pierādīts
доказано	pierādīta
биологични	bioloģisko
биологични	bioloģiskā
биологични	bioloģiskais
биологични	bioloģiski
клонове	filiāles
клонове	zarus
плажове	pludmales
духове	spoki
духове	spirti
духове	gari
спад	kritums
обвивка	shell
обвивка	čaulas
коморски	komoru
приключване	pabeigšana
приключване	pabeigšanas
приключване	slēgšanas
приключване	slēgšanu
приключване	aizvēršana
приключване	slēgšana
публична	publiski
публична	publiskais
публична	publiska
вулкан	vulkāna
педагогика	pedagoģijā
бежанците	bēgļi
собственици	īpašnieki
осветление	apgaismes
осветление	apgaismojums
повторение	atkārtošanās
повторение	atkārtošanās
повторение	atkārtošana
повторение	atkārtošanos
повторение	atkārtot
повторение	atkārtot
повторение	atkārtots
повторение	atkārto
хайделберг	heidelbergas
папи	papi
дъблин	dublinā
дъблин	dublin
дъблин	dublinas
парламентът	parlaments
свършва	noslēdzas
свършва	galus
свършва	beidzas
кодове	kodi
ренесанс	renesanses
зигфрид	zigfrīds
шеста	sestais
шеста	sestā
керамични	keramika
керамични	keramikas
мощен	spēcīgi
мощен	spēcīgs
равнини	līdzenumi
пътуват	braucieni
пътуват	ceļošana
пътуват	ceļot
пътуват	ceļojumi
градината	dārzs
градината	dārziņš
градината	dārzā
градината	dārza
градината	dārzam
марш	marsh
търнър	tērnera
матиас	matiass
матиас	matiass
симфония	simfonijas
провал	neveiksme
провал	defekts
провал	neveiksmes
сухо	sausa
сухо	sausā
сухо	sauss
сухо	sausi
сухо	sausais
северозападния	ziemeļrietumu
предна	priekšējais
предна	fronte
предна	priekšpusē
предна	priekšā
предна	priekšējie
предна	frontālās
автобуси	autobusiem
автобуси	autobusus
автобуси	autobusi
свазиленд	svazilendas
дъга	varavīksnes
дъга	varavīksne
дъга	loks
дъга	loka
изящни	izsmalcināts
удобно	izdevīgi
удобно	ērts
удобно	ērti
удобно	ērta
удобно	ērtas
удобно	ērts
удобно	ērti
двойна	dubulta
двойна	dubultā
двойна	dubults
постигането	sasniegšanas
постигането	sasniegšanu
постигането	sasniegums
постигането	sasniegumu
постигането	sasniegšana
команди	komandas
привлече	piesaistīja
мъртви	mirusi
мъртви	miris
мъртви	beigts
мъртви	miruši
телефон	telefons
телефон	tālrunis
телефон	telefons
телефон	tālrunis
фокус	koncentrēties
фокус	uzmanība
редиците	ierindojas
редиците	rindās
чести	kopējo
чести	bieži
дион	dion
ела	nāc
летец	ātrvilcienu
устава	statūti
устава	statūtos
армстронг	ārmstrongs
триумф	triumfs
манхатън	manhetenas
клиентите	klienti
клиентите	klientiem
томпсън	tompsone
записки	piezīmes
записки	atzīmē
прадеш	pradēša
пепел	pelniem
пепел	pelni
пепел	pelnu
пепел	pelnus
почвите	augsne
почвите	augsnes
легиони	leģioni
тактика	taktiku
тактика	taktika
тактика	taktika
репресии	represijās
репресии	represijas
репресии	apspiešana
репресии	atriebību
репресии	apspiešanas
изстрелян	uzsāka
инфекция	infekcija
инфекция	infekcijas
инфекция	inficēšanās
инфекция	infekcija
инфекция	infekcijas
влечуги	rāpuļu
влечуги	rāpuļi
синдром	sindroms
приемник	uzņēmēja
приемник	dators
приемник	uztvērēja
приемник	uztvērējs
банда	josla
банда	joslas
банда	banda
банда	bandas
конкуренция	konkurence
променлива	mainīgā
променлива	mainīgais
променлива	mainīgs
променлива	mainīgo
променлива	mainīga
чудо	marvel
чудо	brīnums
чудо	brīnums
чудо	brīnos
кобург	coburg
багдад	bagdāde
променено	mainījies
променено	mainītas
променено	mainīta
променено	mainīts
променено	izmainīts
променено	modificēts
променено	pārveidoti
променено	pārveidota
променено	mainīts
променено	pārveidots
чума	mēri
чума	mēris
борд	valdi
консумация	patēriņš
дракон	pūķi
дракон	pūķis
посочен	precizēts
посочен	norādītā
посочен	norādīts
лук	sīpoli
лук	sīpolu
лук	sīpoli
младежта	jaunatne
младежта	jaunieši
младежта	jaunība
крилете	spārni
крилете	spārnus
арканзас	arkanzasa
електричество	elektroenerģija
електричество	elektrība
електричество	elektriskais
електричество	elektriskās
електричество	elektriskie
електричество	elektriskā
електричество	elektrisko
институти	institūti
институти	institūtiem
привилегии	privilēģiju
привилегии	privilēģija
привилегии	tiesības
привилегии	privilēģijas
седмицата	nedēļa
седмицата	nedēļā
седмицата	nedēļu
хюсеин	hussein
батман	betmens
чужденци	ārzemniekiem
кафяв	brauns
кафяв	brūnais
кафяв	brūna
кафяв	brūns
предполагат	ieteikt
предполагат	iesaku
фотографии	fotogrāfijas
включено	aktivizēta
включено	ieslēgts
включено	ieslēgti
включено	aktivizēts
включено	ieslēgta
включено	ļāva
включено	iekļāva
включено	iekļauta
включено	iekļauti
включено	iekļautas
включено	iekļauts
пръстените	gredzeni
първанов	parvanovs
напредък	progress
вековете	gadsimtiem
рейчъл	reičela
роуз	roze
увреждания	invalīdi
увреждания	atslēgts
увреждания	invaliditāti
увреждания	invaliditāte
увреждания	invaliditātes
съществена	būtiska
съществена	būtiski
съществена	būtisks
съществена	būtiskas
колинс	kolinss
дарвин	darvins
информатика	informātikas
братислава	bratislavas
снаряди	šāviņi
снаряди	čaulas
снаряди	čaumalas
нели	nellija
недоволство	neapmierinātība
недоволство	neapmierinātību
недоволство	neapmierinātība
септимий	septimijs
отмъщение	atriebība
отмъщение	atriebība
повреди	bojājums
президентски	prezidenta
любима	mīļoto
любима	mīļotā
екипировка	iekārtas
екипировка	inventārs
екипировка	aprīkojums
екипировка	iekārta
депутатите	likumdevēji
стабилност	stabilitāte
стабилност	stabilitāti
бедни	slikta
бедни	vāja
бедни	nabaga
бюрото	birojs
бюрото	prezidijs
словашки	slovāku
словашки	slovākijas
тръба	cauruļvads
тръба	caurules
тръба	caurule
тръба	cauruļu
тръба	caurules
тръба	caurule
тръба	caurulīte
никъде	nekur
месото	gaļas
месото	gaļa
месото	gaļai
такси	taksometru
такси	kabīne
такси	kabīnes
такси	nodevas
такси	maksa
такси	maksas
албумите	albumus
лош	slikts
лош	slikta
лош	slikti
докторат	doktora
разработване	attīstība
разработване	izstrāde
разработване	attīstīšana
разработване	attīstīšana
разработване	jaunattīstības
документа	dokuments
документа	dokumentu
запазено	rezervēts
запазено	rezervēta
запазено	rezervēti
запазено	rezervētas
запазено	saglabātas
запазено	saglabāts
статуи	statujas
математическа	matemātisko
айнщайн	einšteins
коридор	koridors
лора	laura
лора	lora
слухове	baumas
плячка	drošāk
плячка	laupījuma
параклиса	kapelā
пера	spalvas
противниците	pretiniekiem
противниците	pretinieki
достатъчна	pietiekama
достатъчна	pietiekami
достатъчна	pietiekams
достатъчна	pietiekamas
лоша	slikts
лоша	slikta
лоша	slikti
закрито	iekštelpās
закрито	telpās
закрито	iekštelpu
закрито	telpās
зигмунд	sigmund
петрол	benzīns
петрол	eļļa
петрол	eļļas
петрол	nafta
петрол	naftas
петрол	nafta
лихтенщайн	lihtenšteinā
лихтенщайн	lihtenšteina
лихтенщайн	lihtenšteinā
беатрис	beatrise
суматра	sumatra
оператори	operatori
оператори	uzņēmēji
слива	plūmes
слива	plūmju
форуми	forumos
форуми	forumos
кадафи	kadafi
зареждане	slodze
зареждане	slodzes
зареждане	krava
зареждане	ielādēt
зареждане	uzlādes
зареждане	iekraušanas
зареждане	iekraušana
зареждане	ielādē
харисън	harisons
елзас	elzasas
добавка	pievienošana
добавка	papildinājums
добавка	piedevu
добавка	piedeva
рап	rap
интервал	intervālā
интервал	intervāls
лингвистика	valodniecība
обсъжда	diskutē
обсъжда	apspriež
моделите	modeļus
моделите	modeļi
моделите	paraugi
моделите	modeles
панорама	panorama
панорама	panorāma
хрушчов	hruščovs
деян	dejans
лидия	lidija
възможен	iespējamie
възможен	iespējams
възможен	iespējamā
възможен	iespējama
пелопонес	peloponēsas
раул	rauls
миграция	migrācija
миграция	migrācijas
митове	mītus
мюзикъл	mūzikas
мюзикъл	muzikāls
работилница	seminārs
работилница	darbnīca
галактика	galaxy
кавалерия	kavalēriju
клиент	klients
клиент	klientu
клиент	klienti
клиент	klients
клиент	klientu
клиент	klienta
завой	kārta
завой	līkumu
речи	runas
речи	runās
емили	emīlija
емили	emīlija
светкавица	gaišāku
светкавица	flash
светкавица	zibens
мазнини	taukiem
мазнини	taukus
мазнини	tauki
мазнини	taukvielas
мазнини	tauki
мазнини	tauku
мазнини	taukiem
самоубийство	pašnāvības
самоубийство	pašnāvība
самоубийство	pašnāvību
достигане	reach
достигане	aizsniegt
достигане	sasniedzot
достигане	sasniedz
крайни	ārkārtīgi
смесена	jaukti
смесена	jauktie
смесена	jaukts
смесена	sajaukts
смесена	jaukta
проектиран	projektēta
проектиран	projektēts
проектиран	konstruēti
соломон	zālamana
екрана	ekrāns
джеси	jessie
съчетава	apvieno
преобразува	pārvērš
глазгоу	glāzgovas
растат	augt
съкровище	mīļa
съкровище	dārgumi
съкровище	dārgums
астероид	asteroīds
кейн	kains
кейн	keins
кейн	cukurniedru
унищожена	iznīcināta
унищожена	iznīcināts
унищожена	iznīcināti
унищожена	iznīcina
положително	pozitīvi
положително	pozitīvas
положително	pozitīvā
положително	pozitīva
положително	pozitīvais
положително	pozitīvs
заплата	alga
заплата	algas
заплата	algu
моравия	morāvijas
страбон	strabons
антропология	antropoloģija
американци	amerikāņi
ренесанса	renesanses
богатството	bagātības
богатството	bagātība
кръгли	apaļš
кръгли	apaļi
кръгли	kārta
кръгли	apaļa
лена	lena
лена	lēna
етажа	grīdas
фасада	fasādes
ограничаване	ierobežošana
ограничаване	ierobežojumi
ограничаване	ierobežojums
ограничаване	ierobežošana
ограничаване	ierobežojuma
ограничаване	ierobežojumi
ограничаване	ierobežojums
ограничаване	ierobežot
ограничаване	robeža
ограничаване	limits
ограничаване	ierobežojums
ограничаване	ierobežošana
ограничаване	ierobežošanas
конник	jātnieks
доза	deva
доза	devas
доза	deva
доза	devu
хендрикс	hendrix
измервания	mērījumi
измервания	mērīšana
измервания	mērījumu
измервания	mērījumi
измервания	mērījums
емблема	emblēma
пиеро	piero
петра	petra
мускул	muskuļi
мускул	muskuļu
тбилиси	tbilisi
разкрити	atklājās
разкрити	atklāja
разкрити	izpaust
колонията	koloniju
колонията	kolonijas
сиви	pelēks
сиви	pelēkā
сиви	pelēks
сиви	pelēkas
сиви	pelēkais
сиви	pelēkās
полезна	lietderīga
полезна	noderīgs
полезна	noderīgas
полезна	noderīga
полезна	noderīgi
полезна	noderīga
полезна	noderīgi
показани	rādīts
крайници	ekstremitātēs
крайници	ekstremitāšu
крайници	ekstremitāšu
размножаване	pavairošana
размножаване	pavairošanas
размножаване	izplatīšanās
размножаване	pavairošana
размножаване	vaislas
размножаване	audzēšana
размножаване	pavairošana
размножаване	vairošanās
размножаване	reproducēšanas
статуята	statuja
териториално	teritoriālā
териториално	teritoriālie
териториално	teritoriālais
териториално	teritoriālo
верни	uzticams
верни	patiesība
верни	taisnība
верни	patiess
верни	patiesa
верни	uzticamais
верни	uzticīgs
алпите	alpos
алпите	alpu
демо	demo
архиви	uzskaite
архиви	ieraksti
архиви	pieraksti
архиви	arhīvi
архиви	arhīvs
архиви	arhīvā
архиви	arhīvs
архиви	arhīva
документите	dokumenti
документите	dokumentus
вечеря	vakariņas
вечеря	vakariņas
померания	pomerānijas
накратко	īsumā
накратко	īsi
унищожаването	iznīcinot
анализи	analīzes
анализи	analīze
анализи	analīzes
анализи	analīzi
анализи	analīze
анализи	atziņas
бедствия	katastrofas
бедствия	katastrofās
бедствия	katastrofu
бедствия	katastrofa
фитипалди	fitipaldi
производни	atvasinājumi
влажни	mitra
влажни	mitrs
влажни	mitru
влажни	slapja
влажни	mitra
подводница	zemūdens
подводница	apakš
перо	spalvu
перо	spalva
перо	pero
лекува	dziedē
арктика	arktika
арктика	arktikas
въведение	ievešana
въведение	ieviešanu
въведение	ievads
въведение	intro
известия	paziņojumi
известия	paziņojumus
важност	svarīgums
важност	nozīmīgums
торпедо	torpēdu
удря	hits
конан	conan
шрифт	fonts
шрифт	fontu
бюст	šķelšanās
пустиня	tuksnesis
новгород	novgorodas
върти	apgriezieni
локомотиви	lokomotīves
намален	samazināta
намален	pazemināts
намален	samazināts
намален	samazinājās
намален	samazinātas
намален	samazināta
намален	samazināts
намален	samazināti
зърна	graudi
зърна	graudu
зърна	graudi
сенат	senāta
сенат	senāts
съображения	apsvērumi
утре	rīt
проява	izpausmi
проява	izpausme
авторитет	iestāde
японско	japānas
японско	japāņu
полуфинала	semifinal
преки	tiešā
преки	tiešs
преки	tiešais
преки	direct
преки	tieša
шведска	zviedru
шведска	zviedrijas
цин	cjiņa
тотнъм	tottenham
гробници	kapenes
атланта	atlantu
елит	elite
елит	elites
елит	elite
елит	elites
бомбардировач	spridzinātāju
рита	rita
директорите	direktori
рон	ron
стратегическо	stratēģisks
стратегическо	stratēģiskā
стратегическо	stratēģiska
стратегическо	stratēģiski
стратегическо	stratēģiskais
темите	tēmas
темите	temati
темите	tēmas
паскал	pascal
трио	trio
указания	instrukcija
указания	instrukcijas
указания	norādījumi
трагедията	traģēdija
бунтовниците	nemiernieku
малцинства	mazākumtautības
малцинства	minoritātes
фред	fred
фред	freds
основания	pamats
основания	pamatojums
готово	paveikts
готово	darīts
готово	izdarīts
алеко	aleko
грозни	neglīts
грозни	groznija
железни	dzelzi
железни	dzelzs
близнаци	dvīņu
близнаци	gemini
близнаци	dvīņi
замъци	pilis
тигър	tīģeris
тигър	tīģeri
видя	redz
видя	skatīt
имигранти	migranti
имигранти	imigranti
имигранти	imigrantus
имигранти	imigrantiem
имигранти	imigranti
имигранти	imigrantu
вкъщи	mājās
вкъщи	home
вкъщи	mājas
вкъщи	majas
нарушаване	kropļojumi
обсерватория	observatorija
грама	gramos
грама	gramus
грама	grami
азаренка	azarenka
виолета	violeta
механик	mehāniķi
механик	mehāniķis
младост	jaunatne
младост	jaunieši
младост	jaunība
поддръжници	atbalstītājiem
поддръжници	atbalstītāji
познато	pazīstami
изолация	izolācija
изолация	izolācijas
изолация	izolācija
изолация	izolācijas
изолация	izolēšana
гробища	kapsētu
гробища	kapi
унищожи	iznīcināt
успее	izdodas
съвместни	kopīga
съвместни	locītavu
съвместни	kopīgais
момичетата	meitenes
момичетата	meitenēm
заплашва	draud
заплашва	draudēt
придвижване	kustība
придвижване	kustību
далас	dalasas
съставна	salikta
съставна	kompozītu
мода	fashion
мода	mode
мода	modes
пие	dzeršanas
пие	dzeramā
пие	dzeramais
пие	dzērieni
верде	verde
преминал	pagājuši
смях	smieklu
смях	smiekli
смях	smieties
смях	smejas
смях	pasmieties
смях	smieties
компилация	apkopošana
компилация	apkopošanas
компилация	apkopojums
оттегляне	atsauc
оттегляне	izstāties
оттегляне	atsaukšana
оттегляне	atsaukšanu
оттегляне	izstāšanās
оттегляне	anulēšana
клане	slaktiņš
симпсън	simpson
образователна	izglītības
качва	augšupielādes
детектив	detektīvs
албанско	albāņu
албанско	albānijas
приключенията	piedzīvojumiem
приключенията	piedzīvojumi
редове	rindas
редове	līnijas
редове	rindas
предимства	ieguvumi
предимства	pabalsti
предимства	ieguvums
предимства	labumi
предимства	labumiem
предимства	pluss
предимства	priekšrocības
римляни	romieši
некропол	nekropole
еоод	sia
еоод	ltd
формати	formāti
отворено	atklāts
отворено	atvērts
отворено	atvērta
отворено	atvērt
квалификации	reitingiem
квалификации	reitingi
квалификации	kvalifikāciju
квалификации	kvalifikācija
квалификации	kvalifikācijas
квалификации	kvalifikācija
квалификации	kvalifikācijas
печалба	peļņa
печалба	peļņa
одобрение	apstiprināšana
одобрение	apstiprinājums
демокрацията	demokrātija
фиат	fiat
еврейско	ebreju
антична	senlietu
русо	krievu
русо	ruso
памук	kokvilna
ахил	ahileja
четвъртък	ceturtdien
четвъртък	ceturtdiena
романтични	romantiski
батальона	bataljona
алгоритъм	algoritms
алгоритъм	algoritmu
партньорство	partnerība
партньорство	partnerības
партньорство	partnerattiecības
партньорство	partnerība
партньорство	partnerības
партньорство	partnerattiecības
дин	din
стрийт	iela
пето	piektā
пето	piektajā
пето	piektais
геология	ģeoloģija
наема	īri
наема	īre
конфедерация	konfederācija
конфедерация	konfederāciju
микеланджело	mikelandželo
бахамски	bahamu
юнг	jungs
инвазия	iebrukums
местообитания	dzīvotņu
местообитания	dzīvotnes
местообитания	biotopi
местообитания	dzīvotnes
местообитания	biotopu
строител	celtnieku
глина	mālu
глина	māla
плътно	cieši
чисти	tīra
чисти	tīrs
чисти	tīrīt
облаци	mākoņi
облаци	mākoņi
облаци	mākoņu
облаци	mākonis
олтар	altāra
олтар	svētnīcu
биг	liels
биг	lielais
биг	lieli
биг	liela
биг	lielā
бригадата	brigāde
седма	septiņi
седма	septiņas
седма	septītā
седма	septītais
козината	kažokādas
козината	kažokādu
вале	valle
вале	džeks
вале	jack
вале	vale
свещена	svēta
смъртни	mirstīgie
арменци	armēņiem
арменци	armēnijas
арменци	armēņu
предложен	ieteikts
предложен	ierosināja
предложен	ieteica
предложен	ierosināts
предложен	piedāvātie
предложен	piedāvātas
предложен	piedāvātais
предложен	piedāvāts
предложен	ierosināts
предложен	ierosinātā
предложен	ierosināta
предложен	piedāvātais
предложен	ierosinātie
джън	džens
лил	lil
лил	lilles
торпеда	torpēdas
казимир	kazimirs
вилхелмина	wilhelmina
панаир	karnevāla
панаир	godīgi
панаир	taisnīgs
панаир	taisnīgi
панаир	taisnīga
панаир	godīgu
панаир	godīgs
психиатър	sarukt
психиатър	psihiatra
мембрана	membrānas
мембрана	membrānu
конете	zirgi
конете	zirgus
травма	traumas
травма	kaitējuma
травма	zaudējumi
травма	trauma
травма	kaitējums
травма	traumas
травма	trauma
последствия	sekas
намерението	nodoms
намерението	nolūks
сабин	sabīne
университетите	augstskolas
университетите	universitātes
смъртност	mirstība
смъртност	mirstības
смъртност	mirstību
ленти	plāksnītes
ленти	sloksnes
ленти	lentes
ленти	lentes
ленти	sloksnes
хонорис	honoris
псевдоними	pseidonīmi
рамки	rāmji
вратите	durvis
кабо	renāra
регулиране	regulēšana
регулиране	regula
регулиране	regulējums
регулиране	pielāgojums
регулиране	regulēšana
регулиране	korekcija
регулиране	koriģēšana
регулиране	pielāgošana
регулиране	reglamentēt
регулиране	regulēt
скъпи	mīļie
скъпи	dārgā
скъпи	mīļā
есе	eseju
потомък	pēctecis
кавала	kavala
процесор	procesora
процесор	procesors
процесор	cpu
процесор	procesora
процесор	procesors
трудни	grūti
трудни	grūta
трудни	sarežģīta
трудни	apgrūtināta
трудни	sarežģīti
справедливост	tieslietas
справедливост	taisnīgums
справедливост	tiesiskums
вар	vārs
вар	laima
вар	kaļķi
вар	kaļķu
доставка	piegāde
доставка	piegādes
доставка	kuģniecības
доставка	shipping
доставка	piegāde
доставка	piedāvājums
доставка	apgāde
бенд	līkumu
влага	mitrums
влага	mitrums
странно	savādi
странно	dīvaini
странно	dīvaina
странно	savādi
странно	dīvaini
странно	dīvaina
странно	dīvaini
странно	nepāra
уста	muti
уста	mutē
уста	mutes
уста	mute
фил	fils
фил	fil
хага	hāgas
оцветяване	krāsojuma
кит	vaļu
кит	komplekts
кит	komplektā
форест	meža
форест	meži
форест	mežs
клиника	klīnikā
клиника	klīnika
пиза	pisa
бин	bin
жълта	dzeltens
жълта	dzeltena
жълта	dzeltenas
жълта	dzeltenais
унищожен	iznīcināta
унищожен	iznīcināts
унищожен	iznīcināti
унищожен	iznīcina
тито	tito
готовност	gatavība
мил	dzirnavu
мил	dzirnavas
инструктор	instruktors
таланти	talanti
таланти	talantus
таланти	talantu
таланти	talanti
таланти	talants
дюселдорф	diseldorfas
обичай	pielāgota
обичай	pielāgots
констанций	konstancijs
сива	pelēks
сива	pelēkā
сива	pelēks
сива	pelēkas
сива	pelēkais
сива	pelēkās
изкопаеми	fosilo
отзиви	pārskatīšanas
отзиви	pārskatīšana
отзиви	pārskati
роджърс	rodgers
скрити	noslēpt
скрити	slēptas
скрити	slēpta
скрити	slēptās
съхраняване	uzglabāšana
съхраняване	glabāšana
модула	lander
телескоп	teleskops
назначение	piešķiršana
отговорни	atbildīgais
отговорни	atbildīgs
отговорни	atbildīga
отговорни	atbildīgā
отговорни	atbildīgās
ангели	eņģeļi
толкин	tolkīns
насекомо	kukaiņu
насекомо	kukaiņi
адреси	adreses
адреси	url
благородници	augstmaņi
рамо	pleca
рамо	plecs
фабрики	rūpnīcas
фабрики	fabrikas
малц	iesala
малц	iesals
билборд	stendu
нюкасъл	ņūkāslas
европейците	eiropiešiem
европейците	eiropiešu
европейците	eiropieši
изненадващо	pārsteidzoši
изненадващо	pārsteidzoša
жлеза	dziedzeris
доставя	piegādā
доставя	piegādāt
доставя	nogādāt
янина	janina
сбор	sum
сбор	summa
приск	priscus
иконостас	ikonostass
газа	gazā
газа	gazas
мек	mīksto
мек	mīksti
мек	maiga
мек	mīkstie
мек	mīksta
мек	mīksts
модернизация	modernizācija
модернизация	modernizācijai
модернизация	modernizācijas
модернизация	modernizācija
избрано	izvēlētais
избрано	izraudzīts
избрано	izvēlēts
избрано	izvēlēta
сигизмунд	sigismunds
отрасли	nozares
отрасли	sektoriem
отрасли	nozares
отрасли	sektori
чувствата	jūtām
чувствата	sajūtas
чувствата	jūtas
упадък	kritums
неутрална	neitrāls
неутрална	neitrāla
неутрална	neitrāli
родригес	rodrigesa
родригес	rodríguez
дъщерите	meitas
слалом	slalomā
поли	svārki
поли	poli
поли	poli
гнездо	ligzda
гнездо	nest
провери	pārbaudīt
провери	pārbaude
провери	pārbaudi
провери	check
провери	pārbauda
лиза	lisa
лиза	laiza
чужда	ārvalstu
чужда	ārzemju
тестване	testēšana
тестване	testēšanas
авиацията	aviācija
мичъл	mitchell
виното	vīns
точна	precīzi
точна	precīza
точна	precīzs
съществувал	pastāvējusi
съществувал	pastāvēja
вулкани	vulkāni
чешката	čehu
чешката	čehijas
психолози	psihologi
линейни	lineāro
линейни	lineārās
линейни	lineāri
линейни	lineārā
линейни	lineāra
линейни	lineārs
албин	albins
временен	pagaidu
временен	īslaicīgi
временен	temp
брабам	brebems
аргос	argos
графичен	grafiskā
графичен	grafiskā
графичен	grafikas
графичен	grafika
водачите	vadītāji
водачите	autovadītāji
водачите	vadītājiem
водачите	šoferi
ядрено	kodolenerģijas
ядрено	kodolenerģija
вариации	variācijas
верди	verdi
нба	nba
разход	izmaksas
разход	izdevumi
разход	izdevumi
атома	atoms
преместена	pārcelts
преместена	pārcelta
преместена	pārcelti
преместена	pārvietots
преместена	pārvietoja
клипове	klipu
клипове	video
гъсто	blīvi
искра	dzirkstele
недостиг	trūkums
недостиг	nepietiekamība
недостиг	iztrūkums
недостиг	deficīts
недостиг	trūkums
недостиг	iztrūkums
вер	vere
земетресението	zemestrīces
земетресението	zemestrīce
алба	alba
логически	loģisks
логически	loģiski
логически	loģiskā
логически	loģiku
логически	loģika
логически	loģikas
пионер	pioneer
лео	leo
заем	kredīts
заем	aizņēmums
заем	aizdevums
цру	cip
цру	cip
мартинес	martinez
изключва	neietilpst
изключва	neietver
изключва	izslēdz
мой	raktuves
извънредно	ārkārtīgi
наблюдавани	novērotais
наблюдавани	novērotā
наблюдавани	novērota
наблюдавани	novērotas
наблюдавани	novērotās
наблюдавани	novērots
наблюдавани	uzraudzīta
решетка	režģi
решетка	restes
решетка	režģi
решетка	režģi
решетка	režģu
пабло	pablo
читатели	lasītājiem
читатели	lasītāji
корупция	korupcija
корупция	korupciju
корупция	korupcijas
социалисти	sociālisti
социалисти	sociālistiem
марсел	marsels
симптомите	simptomi
талин	tallina
талин	tallinas
талин	tallinā
заводи	augi
заводи	rūpnīcas
заводи	stādi
заводи	rūpnīcas
заводи	fabrikas
композира	veidojošā
предотвратяване	novērš
предотвратяване	novērstu
предотвратяване	nepieļaut
предотвратяване	novērst
предотвратяване	profilakse
предотвратяване	profilaksei
предотвратяване	novēršana
геоложки	ģeoloģiska
геоложки	ģeoloģisko
геоложки	ģeoloģiskā
антични	senlietu
равена	ravennas
коалицията	koalīcijas
коалицията	koalīcija
политики	politika
политики	politikas
печатни	iespiesti
печатни	iespiestas
печатни	drukāts
печатни	iespiests
мартен	cauna
максимален	maksimālais
максимален	maksimums
максимален	maksimālā
максимален	maksimāli
клей	mālu
клей	māla
грубо	neapstrādāts
грубо	rupji
жозе	jose
жозе	hosē
жозе	hosē
жозе	josé
набира	ciparnīcas
хармония	saskaņas
бъдещ	nākotnes
бъдещ	nākotne
бъдещ	nākotnē
бъдещ	nākotni
нацистите	nacisti
декоративни	dekoratīvās
декоративни	dekoratīvs
декоративни	dekoratīvo
декоративни	dekoratīvie
загубите	zudumi
загубите	zaudējumi
уокър	vokers
регистриран	reģistrētie
регистриран	reģistrēta
регистриран	reģistrētas
регистриран	reģistrētā
регистриран	reģistrēti
регистриран	reģistrēts
предпоставка	priekšnosacījums
предпоставка	priekšnoteikums
предпоставка	priekšnoteikumu
оверн	auvergne
гущери	ķirzakas
единбург	edinburgas
горене	dedzināšana
горене	sadegšanas
горене	sadedzināšana
горене	dedzināšana
горене	degšanas
горене	dedzināšanas
пушкин	puškina
измислен	izdomāts
отровни	indīgs
фасадата	fasādes
тежест	nasta
тежест	slogs
тежест	slogu
тежест	svars
тежест	svara
тежест	smaguma
тежест	smagums
тежест	smagumu
репутация	reputāciju
репутация	reputācijas
репутация	reputācijai
репутация	reputācija
споменаване	pieminēts
споменаване	minēt
споменаване	pieminēt
автобус	bus
автобус	autobuss
олимпия	olimpijas
разследването	izmeklēšana
разследването	izmeklēšanā
вторник	otrdien
вторник	otrdiena
омар	omāru
омар	omar
изпит	eksāmens
изпит	eksāmeni
мечта	sapnis
мечта	sapņot
диплома	diplomu
диплома	diploma
диплома	diploms
