את	你
קולות	選票
ההר	山
ההר	山區
ההר	山地
הנסיך	王子
הנסיך	太子
הנסיך	親王
תא	細胞
תא	牢房
ישירות	直接
ישירות	直接
לשלב	結合
לואי	louis
לואי	路易
לואי	路易斯
פורסם	出版
פורסם	發表
פורסם	張貼
שבט	氏族
שבט	部族
שבט	氏
שבט	部族
שבט	部落
שבט	部落
מנהיג	領導人
מנהיג	領導者
מנהיג	領袖
דייוויד	大衛
דייוויד	david
דוקטור	醫師
דוקטור	醫生
דוקטור	博士
מטה	往下
מטה	向下
מטה	元
מטה	總部
משך	期限
לפתוח	開
לפתוח	營業
לפתוח	開啟
לפתוח	開放
שיטות	方法
התחרות	比賽
התחרות	競賽
שליטה	控制權
שליטה	控制
שליטה	支配
שליטה	支配
מושג	構想
מושג	概念
מושג	理念
מידי	midi
האו	豪
האו	howe
מצליח	成功
צורת	形狀
צורת	形式
צורת	表格
חומרים	物料
חומרים	材料
סביר	合理
קריירה	職業
קריירה	職業
המלכה	女王
המלכה	皇后
המלכה	queen
המלכה	王后
מר	mer
ניתוח	手術
ניתוח	外科手術
ניתוח	分析
מידה	測量
מידה	度量
מידה	計量
מידה	衡量
מידה	量度
מידה	大小
מידה	體積
מידה	尺寸
כרך	體積
כרך	音量
קשת	弧
קשת	拱
קשת	拱門
לסייע	協助
אוניות	船隻
אוניות	船舶
השיטה	法
השיטה	方法
השיטה	辦法
השיטה	方式
שחקנית	女主角
שחקנית	女演員
שחקנית	演員
פועל	勞動者
פועל	工人
פועל	動詞
פועל	工程
פועל	作品
הצטרפו	加入
ציבור	公眾
ציבור	公開
חגי	假期
חגי	假日
חגי	節假日
חגי	節日
היטלר	希特勒
עצמי	自己
עצמי	自我
פגיעה	撞擊
פגיעה	影響力
פגיעה	影響
פגיעה	衝擊
פגיעה	脆弱
פגיעה	弱勢
שאול	saul
לעיל	上方
לעיל	以上
אזרחים	市民
אזרחים	公民
אזרחים	平民
לגמרי	絕對
לגמרי	完全
לגמרי	完全
רוחב	緯度
רוחב	寬度
רוחב	寬
הגביע	戰利品
הגביע	獎盃
הגביע	獎杯
הדגל	旗幟
הדגל	國旗
הדגל	旗
הדגל	旗子
מקסיקו	墨西哥
ערכי	編輯
מבט	凝視
ומתן	談判
טרור	恐
טרור	恐怖
טרור	恐怖主義
טרור	恐怖主義
הקרן	基金會
המחלקה	部門
מגן	保護
מגן	盾牌
מגן	後衛
שרון	sharon
שרון	沙龍
יישוב	定居
יישוב	定居點
איחוד	聯盟
איחוד	工會
איחוד	統一
איחוד	團聚
איחוד	團圓
איחוד	同學會
איחוד	重逢
מוחמד	穆罕默德
מוחמד	穆罕默德
גרמנית	德文
גרמנית	德語
ליגה	聯盟
ליגה	同盟
ליגה	聯賽
אוסטריה	奧地利
פתרון	溶液
חלקם	一些
חלקם	有些
חדר	房間
חדר	房
מנוע	引擎
מנוע	發動機
מנוע	馬達
מנוע	發動機
מנוע	電機
המלוכה	君主
המלוכה	君主制
המלוכה	君主政體
שיטה	合歡
שיטה	相思
שיטה	法
שיטה	方法
שיטה	辦法
שיטה	方式
נשלח	提交
עדיף	更好
הכניסה	入場
הכניסה	入口
תרומות	捐款
תרומות	繳款
תרומות	捐贈
תרומות	捐助
תרומות	捐款
ציבורית	公眾
ציבורית	公開
קיום	存在
המוות	死亡
המוות	死神
מיוחדים	特價
מיוחדים	特別
פרסים	獎勵
פרסים	頒獎
פרסים	獎勵
פרסים	獎
פרסים	獎品
קוק	做飯
קוק	煮
קוק	廚師
אוקטובר	十月
אוקטובר	十月份
מועמד	提名
מועמד	候選人
מועמד	候選
ברצלונה	巴塞隆納
ברצלונה	barcelona
נפש	靈魂
נפש	心智
נפש	心理
נפש	精神
פסטיבל	節
פסטיבל	節慶
פסטיבל	節日
בנה	建
בנה	內建
בנה	建
בנה	建立
ייצור	製造業
ייצור	製造
ייצור	生產
ייצור	製作
ייצור	產量
ייצור	生產
ייצור	製造業
ייצור	製造
הטקסט	文字
הטקסט	案文
לפנות	疏散
לפנות	撤離
הקהל	觀眾
הקהל	人群
הקהל	群眾
הקונגרס	國會
המורשת	傳承
המורשת	遺贈
המורשת	遺留
המורשת	遺產
קורות	梁
קורות	光束
קורות	履歷
קורות	恢復
קורות	簡歷
ארוכה	久
ארוכה	長
בעצם	實際上
בעצם	其實
תחרויות	競賽
הנאצים	納粹黨
הנאצים	納粹
מרחב	太空
מרחב	空間
תעופה	航空
יונה	鴿
יונה	鴿子
יונה	鳩
יונה	鴿
יונה	鴿子
יונה	jonah
זמר	singer
זמר	歌手
שלח	提交
שלח	送出
איכות	素質
איכות	品質
איכות	優質
איכות	質量
סוגים	類型
רומן	roman
רומן	小說
עמק	河谷
עמק	谷
עמק	山谷
עמק	谷地
כחול	blue
כחול	藍
כחול	藍色
קדם	推廣
ההצעה	優惠
עבריים	希伯來人
דור	一代
דור	世代
מוכר	熟悉
מוכר	銷售
מוכר	賣
מוכר	賣方
אס	ace
אס	王牌
הסבר	解釋
הסבר	解釋
באנגליה	英國
באנגליה	英格蘭
מחנה	露營
מחנה	難民營
מחנה	營
מחנה	營地
נותר	剩餘
ברזל	鋼鐵
ברזל	鐵
אריק	eric
אריק	erik
הצלחה	成功
חיות	動物
המעבר	過渡
המעבר	轉型
בתים	房屋
בתים	房子
בתים	住家
מעלות	學位
מעלות	度
הלב	心
הלב	心臟
האב	樞紐
האב	中樞
דעות	意見
חוקרים	探險家
חוקרים	研究者
הספרייה	圖書館
רגיל	常態
רגיל	正常
רגיל	定期
רגיל	經常
רגיל	普通
רגיל	平凡
מודל	模範
מודל	示範
מודל	模型
מודל	型號
מודל	模特兒
מזכיר	提及
מזכיר	mentions
מזכיר	秘書
איסור	禁止
כיכר	正方形
כיכר	平方
כיכר	方塊
כיכר	方形
כיכר	廣場
השירות	服務
מספרים	數字
להלן	下方
להלן	以下
הלילה	今夜
הלילה	今晚
האופרה	opera
האופרה	歌劇
שושלת	朝代
שושלת	王朝
נזק	受損
נזק	損壞
נזק	損傷
נזק	損壞
נזק	損害
נזק	危害
נזק	傷害
כלכלית	經濟
טורקיה	土耳其
ארגנטינה	阿根廷
סמית	smith
סמית	史密斯
מגורים	居住
מגורים	住宅
מגורים	居所
מגורים	住所
מגורים	住宅
מגורים	住宿
מגורים	住宅
מגורים	寄宿
סיבוב	輪值
סיבוב	旋轉
סיבוב	自轉
סיבוב	輪換
סיבוב	圓
סיבוב	輪
האמת	真理
האמת	事實
האמת	真相
כלים	儀器
כלים	樂器
כלים	文書
כלים	工具
כלים	菜
אמה	艾瑪
אמה	emma
המוסד	研究所
המוסד	體制
המוסד	機構
החזית	前面
החזית	陣線
הפרק	插曲
הפרק	集
החלטה	決定
אירלנד	愛爾蘭
הורה	家長
הורה	父母
רי	蕾
אירוע	事件
אירוע	活動
בנק	銀行
שפירא	shapiro
הבמה	舞台
הבמה	階段
מועדונים	俱樂部
מועדונים	梅花
טוען	債權
טוען	裝載
טוען	收費
טוען	充電
מאה	hundred
מאה	百
חזק	強大
חזק	強國
חזק	緊
חזק	強大
חזק	強壯
חזק	強烈
חזק	強
חזק	堅強
אישור	允許
אישור	許可
אישור	確認
אישור	證實
אישור	確認
אישור	證實
מוות	死亡
מוות	死神
מצא	找到
מצא	發現
מצא	找到
מצא	尋找
בולגריה	保加利亞
מיליארד	億
מיקום	安置
מיקום	所在地
מיקום	位置
מיקום	地點
רגל	腳
רגל	英尺
רגל	英尺
רגל	腳
רגל	腿
רגל	leg
תשכ	educ
דומים	類似
דומים	相似
מאמן	輔導
מאמן	教練
פירוש	口譯
נולדו	生於
נולדו	誕生
נולדו	出生
נולדו	天生
טקסט	文字
טקסט	案文
לחם	麵包
שבעה	七七
שבעה	七個
שבעה	七
שבעה	seven
קרבות	戰役
פורטל	門戶
יישובים	定居點
פסל	雕塑
פסל	雕刻
פסל	雕像
פסל	雕塑
פסל	塑像
קרא	讀
קרא	讀取
קרא	閱讀
מרי	marie
מרי	mary
מרי	瑪麗
מרי	瑪莉
הסדר	定居
הסדר	定居點
הסדר	訂單
הסדר	命令
הסדר	秩序
הסדר	訂購
הסדר	順序
הסדר	安排
אוכל	糧食
אוכל	食品
אוכל	食物
שלטונו	統治
שמן	油
שמן	石油
שמן	機油
שמן	肥
שמן	脂肪
שמן	胖
ינואר	一月
גילוי	探測
גילוי	偵測
גילוי	檢測
גילוי	發現
גילוי	探索
לחיים	歡呼聲
לדבר	聊
שאלות	問題
הצעה	推薦
הצעה	提議
הצעה	建議
הצעה	提案
הצעה	建議
הצעה	優惠
זהות	身分
זהות	身份
ביטחון	信心
ביטחון	自信
שלם	付費
שלם	付款
שלם	支付
שלם	完整
שלם	完成
הכיבוש	職業
הכיבוש	佔領
סימון	simon
סימון	西蒙
סימון	西門
ערן	eran
ארתור	阿瑟
ארתור	arthur
ממשלה	政府
חשובים	重要
אמת	真實
אמת	真理
אמת	事實
אמת	真相
נוצרים	基督教徒
נוצרים	基督徒
בי	bea
בי	碧
בי	蜂
בי	蜜蜂
תוכנה	方案
תוכנה	程式
תוכנה	軟體
התזמורת	管弦樂隊
התזמורת	樂團
זוגות	夫妻
זוגות	情侶
זוגות	夫婦
מורכבת	復合
מורכבת	合成
מורכבת	複雜
משותף	共用
משותף	共享
משותף	分享
משותף	常見
משותף	通用
משותף	共同
חברתי	社會
חברתי	社交
הביאו	帶
הוצאה	支出
הוצאה	花費
הירח	月球
הירח	月亮
הירח	月
לפעמים	有時候
צלב	十字架
צלב	cross
צלב	十字
צלב	交叉
סיוע	援助
סיוע	協助
סיוע	援助
הגרסה	版
הגרסה	版本
בינלאומי	國際
כלכלי	經濟
שוודיה	瑞典
ישיבה	座位
ישיבה	會議
איראן	伊朗
יצירה	創作
יצירה	創建
יצירה	創造
יצירה	建立
קוד	密碼
קוד	編碼
קוד	碼
דתית	宗教
תלמידים	學生
חלל	太空
חלל	空間
מהיר	快速
מהיר	swift
מהיר	快速
תכונות	功能
תכונות	特色
תכונות	特徵
תכונות	地物
תכונות	特點
תכונות	屬性
תכונות	屬性
נרחב	廣泛
מות	死亡
מות	死神
מות	mot
השכונה	鄰里
טווח	山脈
טווח	範圍
טווח	射程
פרידריך	friedrich
מציג	引入
מציג	介紹
מציג	呈現
מציג	顯示
הכהן	祭司
במחלוקת	爭議
פרוץ	暴發
פרוץ	爆發
מחלוקת	分歧
מחלוקת	爭端
מחלוקת	糾紛
מחלוקת	爭議
מחלוקת	爭議
מחלוקת	爭論
מחלוקת	爭議
טענה	認領
טענה	聲稱
עותקים	副本
עותקים	拷貝
חזקה	強大
חזקה	強壯
חזקה	強烈
חזקה	強
חזקה	堅強
חזקה	強大
חזקה	強國
רובם	最多
רובם	大部分
רובם	多數
רובם	大多
רובם	大多數
צדק	正義
צדק	司法
צדק	木星
שיעור	教訓
שיעור	課
שיעור	速率
שיעור	評分
שיעור	率
שיעור	利率
יי	儀
יי	yee
טקס	儀式
טקס	儀式
חיה	野獸
חיה	獸
חיה	怪獸
חיה	動物
פברואר	二月
פברואר	二月
נשא	航空母艦
נשא	載體
התנהגות	行為
התנהגות	行為
אפשרי	可能
לתקן	修復
לתקן	修
תכנון	規劃
העלילה	密謀
העלילה	陰謀
העלילה	劇情
לספק	提供
לספק	交付
שינה	睡
שינה	睡眠
שינה	睡覺
שינה	睡
שינה	睡覺
הציע	推薦
מרד	起義
מרד	叛亂
מרד	反抗
מרד	起義
מרד	叛亂
מרד	叛變
מרד	叛亂
מרד	叛逆
מרד	反叛
עצמאי	獨立
נבחרה	選取
מטרות	目標
מטרות	目標
מטרות	目標
רות	ruth
ידועים	已知
נקודה	期間
נקודה	點
נקודה	角
נקודה	點
בשר	肉
בשר	肉食
בשר	肉類
בשר	血肉
בשר	肉體
חיפוש	搜尋
חיפוש	搜尋
דופן	皇太子
האיים	群島
האיים	島嶼
אנה	ana
אנה	安娜
אנה	anna
התפקיד	作用
התפקיד	角色
ענק	巨大
ענק	巨人
ענק	巨
ענק	巨型
נפרד	分居
נפרד	分離
אחדות	統一
אחדות	團結
נוסעים	乘客
נוסעים	旅客
נוסעים	旅客
בחירות	選舉
בחירות	選舉
זרם	電流
זרם	現任
זרם	目前
זרם	流
זרם	溪流
בחזרה	背
בחזרה	回
כאילו	讚
כאילו	就像
כאילו	像
כאילו	喜歡
מלון	瓜
מלון	飯店
מלון	酒店
מלון	賓館
מלון	旅館
רחל	rachel
עיטור	獎章
עיטור	勳章
עיטור	獎牌
לשון	舌頭
לשון	舌
מדריד	馬德里
עצמאית	獨立
לוחמי	勇士
לוחמי	戰鬥機
לוחמי	鬥士
עיבוד	處理
עיבוד	加工
עמודים	支柱
עמודים	界碑
עמודים	頁
עמודים	欄
ערבית	阿拉伯文
ערבית	阿拉伯語
חב	欠
השבת	星期六
השבת	週六
השבת	安息日
קרקע	泥土
קרקע	土壤
קרקע	土
קרקע	陸地
קרקע	土地
קרקע	地面
לכאורה	據稱
לכאורה	據稱
מעניין	有趣
צורה	形狀
צורה	形式
צורה	表格
קצב	速率
קצב	評分
קצב	率
קצב	利率
קצב	節奏
קצב	拍子
קצב	屠夫
קצב	韻律
קצב	節奏
חקר	勘探
חקר	探索
הצלב	十字架
הצלב	cross
הצלב	十字
הצלב	交叉
חשובה	重要
צרפתית	法文
צרפתית	法語
נחום	nahum
ציוד	裝備
ציוד	裝備
ציוד	gear
ציוד	齒輪
המטרה	目標
המטרה	目標
טל	tal
טל	露水
עיתון	報紙
עיתון	報
עיתון	報章
עיתון	紙
עיתון	紙張
עיתון	論文
אופי	字元
אופי	人物
אופי	角色
אופי	性格
אופי	品格
להקות	樂隊
דגם	模範
דגם	示範
דגם	模型
דגם	型號
דגם	模特兒
טעם	味道
טעם	味覺
טעם	品味
טעם	味
טעם	風味
מפורטת	詳細
שכר	薪水
שכר	工資
שכר	薪資
שכר	薪金
שכר	工資
שכר	工資
שכר	受雇
מחבר	作者
האירוע	事件
האירוע	活動
חשבון	帳號
חשבון	帳戶
חשבון	算術
מחיקה	刪除
מחיקה	刪除
מחיקה	刪除
מחיקה	刪去
מפת	地圖
קוריאה	韓國
קוריאה	朝鮮
תנועות	動作
טנקים	坦克
אנציקלופדיה	百科全書
אנציקלופדיה	百科全書
תיקון	修復
תיקון	維修
תיקון	修理
תיקון	修繕
תיקון	改正
תיקון	糾正
תיקון	校正
תיקון	更正
אזורים	區域
אזורים	地區
ספטמבר	九月份
ספטמבר	九月
נותרו	剩餘
פעילים	積極
פעילים	活躍
אח	壁爐
אח	火爐
אח	弟弟
אח	哥
אח	師兄
אח	哥哥
אח	兄弟
בהחלט	絕對
איגוד	聯盟
איגוד	工會
איגוד	結社
איגוד	協會
באב	bab
תשובה	回答
תשובה	答
תשובה	答案
תשובה	回覆
תשובה	答復
הלל	hillel
צרפתים	法文
צרפתים	法語
קווי	線條
קווי	線
סכום	總和
סכום	金額
סכום	款額
סכום	數額
גבוהים	高
גבוהים	高大
לפגוע	傷害
שמש	太陽
שמש	孫
שמש	珊
שמש	陽光
שמש	陽光
שמש	晴
שמש	太陽
שמש	太陽能
נהג	駕駛
נהג	司機
נהג	駕駛員
הקשה	竊聽
קשור	捆綁
קשור	被綁
קשור	相關
עלייה	增加
עלייה	提高
גיטרה	吉他
ויקי	wiki
ויקי	vickie
ויקי	vicky
ויקי	vicki
זרים	陌生人
זרים	外人
זרים	局外人
זרים	外界
זרים	外國人
זרים	外籍人士
בחר	選擇
בחר	選取
בחר	選擇
לבנים	磚頭
לבנים	磚
לבנים	磚塊
קשרים	人脈
קורס	課程
הקודמת	先前
חיבור	連結
וושינגטון	華盛頓
מרים	miriam
מדגם	樣品
מדגם	取樣
מדגם	抽樣
מדגם	樣本
ישיר	直接
חול	沙
חול	沙子
חול	砂
פיליפ	phillip
פיליפ	philip
פיליפ	philippe
מערך	陣列
מערך	編隊
מערך	形成
מועצה	安理會
בינתיים	與此同時
רצון	願望
רצון	慾望
שלט	簽名
שלט	簽字
שלט	簽
עומר	omar
פתוח	開
פתוח	營業
פתוח	開啟
פתוח	開放
להצטרף	加入
שוק	市場
שוק	市場
שילוב	組合
שילוב	結合
חשמל	電力
חשמל	供電
חשמל	電
חשמל	電氣
אסור	禁
אסור	禁止
אסור	違禁
אסור	禁忌
אסור	禁止
המוח	腦子
המוח	大腦
המוח	腦袋
המוח	腦
התעשייה	工業
התעשייה	產業
התעשייה	行業
התעשייה	業界
עיראק	伊拉克
המסורת	傳統
מותר	允許
אוקראינה	烏克蘭
ראיון	面試
ראיון	面談
ראיון	約談
ראיון	採訪
ראיון	訪談
חופש	自由
פירוק	分解
פירוק	拆卸
פירוק	拆解
פירוק	拆除
היכולת	能力
רוצים	想要
חובה	職責
חובה	強制
חובה	強制
הצד	一面
הצד	側
הכלל	細則
קטגוריות	類別
לגלות	發現
לגלות	探索
ערבים	阿拉伯
ערבים	阿拉伯人
הודעה	通知
הודעה	留言
הודעה	訊息
הודעה	信件
הודעה	公告
הודעה	宣告
פוליטי	政治
שירותי	服務業
שירותי	服務
מארק	marc
מארק	標記
מארק	標示
מארק	馬克
מארק	mark
נבנתה	建
נבנתה	內建
מקס	最多
מקס	max
מקס	最大
מעשי	實用
רופא	內科醫生
רופא	醫師
רופא	醫生
רופא	博士
ממוקם	位於
אוכלוסיית	人口
מכתב	信
מכתב	來信
מכתב	字母
מכתב	信函
מכתב	信件
קוראים	讀者
בכורה	首映
בכורה	首播
כתיבה	書寫
כתיבה	寫入
כתיבה	寫
כתיבה	撰寫
כתיבה	寫作
זמנית	暫時
חוקר	研究者
חוקר	研究員
חוקר	探險家
חוקר	explorer
קהל	觀眾
קהל	人群
קהל	群眾
מחלות	疾病
מחלות	病
מחלות	疾病
גבעת	希爾
גבעת	山
ירוק	綠色
ירוק	綠
ירוק	綠地
ירוק	格林
בראון	棕
בראון	褐
בראון	布朗
בראון	brown
בראון	棕色
סטודנטים	學生
מקצוע	職業
מקצוע	專業
מקצוע	職業
מקצוע	佔領
שיחות	對話
האוקיינוס	大洋
האוקיינוס	洋
האוקיינוס	海洋
האוקיינוס	海
ציבורי	公眾
ציבורי	公開
קפטן	機長
קפטן	隊長
הניצחון	勝利
זמרים	歌手
תרגם	翻譯
הופעה	績效
הופעה	業績
הופעה	外觀
הופעה	外表
הופעה	外貌
הופעה	音樂會
הופעה	演唱會
להימנע	避免
קולומביה	哥倫比亞
להחליף	切換
להחליף	開關
הכנסות	收益
הכנסות	稅收
הכנסות	收入
ובמיוחד	尤其
ובמיוחד	尤其是
לאומית	national
לאומית	國家
יתום	孤兒
רע	壞
החורף	winter
החורף	冬
החורף	冬季
החורף	冬天
מקומית	當地
מקומית	本地
מקומית	當地
מקומית	局部
מקומית	本地
העלה	葉
העלה	葉子
הזיכרון	記憶力
הזיכרון	記憶
הזיכרון	記憶體
הזיכרון	回憶
בריאות	健康
בריאות	健康
בקלות	容易
בקלות	輕鬆
בקלות	簡單
כינוי	別名
כינוי	暱稱
כינוי	綽號
כיתוב	標題
דיין	dane
פנה	轉
נובמבר	十一月
תרופות	藥品
תרופות	藥物
תרופות	毒品
תרופות	藥品
תרופות	醫藥
תרופות	藥品
תרופות	藥物
תרופות	醫藥
אליזבת	elizabeth
הצופים	觀察員
הצופים	觀眾
שעה	時辰
שעה	小時
שורה	line
שורה	線
שורה	線路
שורה	划
שורה	排
דתי	宗教
חוקים	規則
חוקים	細則
חוקים	法律
בכיר	資深
כותבים	作家
כותבים	作者
מדויק	精確
מדויק	準確
מדויק	精確
מדויק	精確
תיבות	方框
בקשת	請求
בקשת	要求
ורשה	華沙
אמיתי	real
אמיתי	真實
מאפיינים	特徵
מאפיינים	特性
מאפיינים	特點
מאפיינים	屬性
מאפיינים	功能
מאפיינים	特色
מאפיינים	特徵
מאפיינים	地物
מאפיינים	特點
מאפיינים	屬性
עדות	證言
עדות	證詞
הגן	gene
הגן	基因
הגן	園
הגן	園林
הגן	花園
הגן	園藝
אחרונות	上次
אחרונות	最後
אחרונות	最近
אחרונות	近期
המבצע	手術
המבצע	行動
המבצע	運算
המבצע	操作
טיסה	飛
טיסה	飛翔
טיסה	飛行
טיסה	班機
טיסה	飛行
מטען	貨運
מטען	貨物
מטען	貨
מטען	行李
מטען	行李箱
מטען	載荷
מטען	充電器
לוין	levin
משמאל	左側
משמאל	左
משמאל	左翼
משמאל	左邊
בתנאי	提供
הגליל	缸
מג	mag
עקרונות	原則
השתמש	利用
השתמש	使用
נע	搬家
נע	感動
אחרון	上次
אחרון	最後
מחוזות	各區
מחוזות	各地區
מחוזות	省份
מחוזות	各省
מחוזות	各州
מחוזות	各縣
לחיות	活
לחיות	直播
לחיות	live
המשטר	政權
המשטר	制度
אזורי	區域
התקבל	接受
ירדן	約旦
ריכוז	濃度
בולט	螺栓
ההחלטה	決定
אגם	池
אגם	池塘
אגם	湖泊
אגם	湖
הבין	理解
גלובוס	全球
גלובוס	環球
הוענק	准予
הוענק	授予
מתי	當
הקיץ	summer
הקיץ	夏日
הקיץ	夏季
הקיץ	暑假
הקיץ	夏天
הקומוניסטית	共產主義
מקווה	希望
מקווה	hope
משותפת	共用
משותפת	共享
משותפת	分享
ראובן	ruben
ניסיונות	企圖
להסביר	解釋
משמר	守衛
משמר	衛兵
משמר	警衛
משמר	守護
אלוהים	神
כתובת	地址
כתובת	住址
השופט	法官
באייר	bayer
מקומי	當地
מקומי	本地
מקומי	當地
מקומי	局部
מקומי	本地
עצים	樹
עצים	樹木
תופעה	現象
תופעה	現象
מהלך	動
מהלך	移動
צי	艦隊
צי	船隊
צי	車隊
נפטרה	逝者
נפטרה	已故
שריון	盔甲
שריון	鎧甲
שריון	裝甲
שריון	盔甲
שריון	裝甲
פונקציה	功能
פונקציה	職能
פונקציה	函數
פונקציה	函數
השידור	廣播
השידור	直播
השידור	播放
השידור	播出
בחיים	活著
מוקדם	提早
מוקדם	及早
מוקדם	早期
מוקדם	提前
להצביע	表決
להצביע	投票
הסובייטי	蘇維埃
משפטים	審判
משפטים	法律
משפטים	句子
משפטים	刑期
משפטים	判刑
אמן	藝術家
אמן	藝人
דפים	頁
מייסד	創辦人
מייסד	創始人
שכונת	鄰里
המשרד	辦公
המשרד	辦公室
המשרד	辦事處
רחבה	廣
רחבה	寬
רחבה	廣義
רחבה	廣
רחבה	寬
מהדורה	版
מהדורה	版本
המפורסם	著名
המפורסם	有名
מהר	快速
כלב	竇
כלב	犬
כלב	狗
בטענה	聲稱
האויב	敵軍
האויב	敵方
האויב	敵
האויב	敵人
מזרחי	東方
רכש	購買
רכש	採購
רכש	購買
כרגע	目前
הבנק	銀行
המציאות	現實
גוגל	google
השקט	太平洋
קנדי	糖果
קנדי	糖
קנדי	肯尼迪
קנדי	kennedy
לאו	劉
לאו	寮國
לאו	獅子座
לאו	leo
רפואה	藥品
רפואה	藥物
רפואה	醫學
רפואה	藥
רפואה	醫藥
רפואה	醫療
רפואה	醫務
רפואה	醫學
חטיבה	組織
חטיבה	團
חטיבה	兵團
חטיבה	旅
רוסי	俄語
רוסי	俄文
קריאה	讀
קריאה	讀取
קריאה	閱讀
קריאה	閱讀
קריאה	讀書
קריאה	讀取
קריאה	讀
חן	陳
חן	母雞
הטורניר	錦標賽
גז	氣
גז	天然氣
גז	汽油
גז	氣體
אסף	收集
רפואי	藥用
רפואי	醫療
רפואי	醫務
רפואי	醫學
לרגל	朝拜
לרגל	朝聖
מקומיים	當地
מקומיים	局部
מקומיים	本地
המערב	西邊
המערב	西
המערב	西方
המערב	西部
כתר	冠
כתר	王冠
כתר	皇冠
ונסון	約翰遜
ונסון	johnson
אבא	父親
אבא	神父
אבא	父
מימי	咪咪
טון	噸
טון	ton
טון	噸
טון	音調
טון	色調
טון	音
טון	基調
טון	語氣
נפוליאון	拿破崙
בינלאומית	國際
מטאל	金屬
הכול	一切都
הכול	一切
בהדרגה	逐漸
מק	mac
העמותה	結社
העמותה	協會
לשפר	改進
לשפר	改善
ארמון	皇宮
ארמון	宮殿
ארמון	王宮
ארמון	宮廷
ארמון	宮
ערבי	阿拉伯
אצטדיון	體育館
אצטדיון	運動場
אצטדיון	球場
צמחים	植物
לוחמים	勇士
לוחמים	戰鬥機
לוחמים	鬥士
בל	belle
בל	貝勒
בל	鐘
בל	貝爾
בל	鈴
בל	bell
בנייה	大樓
בנייה	建築
בנייה	建築物
בנייה	施工
בנייה	建設
בנייה	建築
אגף	永
אגף	翼
חשש	恐懼
האסלאם	伊斯蘭
האסלאם	伊斯蘭教
פוטר	波特
כדורסל	籃球
מנגנון	機制
רבע	季度
דתיים	宗教
קורא	呼叫
קורא	閱讀
קורא	讀書
קורא	讀取
קורא	讀
קורא	讀者
עובדי	僱員
עובדי	員工
שליט	尺子
שליט	統治者
שליט	君主
שליט	主權
הרחב	擴張
הרחב	擴展
הרחב	拓展
הרחב	擴大
לאחרונה	最近
לאחרונה	近期
לאחרונה	最近
לאחרונה	近日
לאחרונה	近期
לאחרונה	最近
ירי	射擊
ירי	槍擊
ירי	拍攝
אזרחי	民事
אזרחי	市民
אזרחי	公民
שישי	第六
שישי	星期五
שישי	週五
לכבוש	征服
להרוג	殺
בוגר	成人
בוגר	成年人
בוגר	成年
בוגר	成熟
מינכן	慕尼黑
גבולות	邊界
גבולות	界線
גבולות	界限
גבולות	邊界
גבולות	邊框
גבולות	邊境
גבולות	極限
גבולות	限額
גבולות	邊疆
השרון	sharon
השרון	沙龍
שטחים	領土
ילה	智利
גלי	發現
גלי	探索
גלי	探索
גלי	浪
גלי	海浪
גלי	波浪
מגזין	雜誌
ממוצע	平均
ממוצע	平均值
מארי	marie
מארי	mary
מארי	瑪麗
מארי	瑪莉
צו	法令
צו	政令
שוויון	平等
צור	創建
בדיקה	測試
בדיקה	試驗
בדיקה	測驗
בדיקה	測試
בדיקה	測驗
בדיקה	檢驗
בדיקה	試驗
דנמרק	丹麥
סופי	sophie
סופי	決賽
נמשך	吸引
ביל	bill
ביל	法案
כלכלה	經濟學
כלכלה	經濟
כלכלה	經濟
לאי	賴
לאי	黎
מור	mor
מור	moore
מור	穆爾
מור	摩爾
לימודים	學習
לימודים	學校
לימודים	上學
לימודים	研究
רווח	盈利
רווח	利潤
רווח	營利
רווח	獲利
המאמן	教練
כניסה	入境
כניסה	入場
כניסה	入口
גבר	人
גבר	男人
גבר	man
אסתר	酯
אסתר	esther
התשובה	回答
התשובה	答
התשובה	答案
פרנסיסקו	francisco
דרמה	電視劇
דרמה	劇情
דרמה	戲劇
דרמה	劇
צהוב	黃色
צהוב	黃
מטרה	目標
מטרה	目標
מטרה	目標
הרשת	網路
הרשת	網
ריאל	real
ריאל	真實
הדיוויזיה	組織
ציר	收縮
ציר	支點
ציר	軸線
ציר	軸
ציר	軸心
מחשבים	電子計算機
מחשבים	計算機
מחשבים	電腦
סקוט	scott
בנים	男生
בנים	男孩
לנהל	管理
טעות	錯誤
טעות	錯
טעות	錯誤
כפול	雙
כפול	雙重
כפול	雙倍
כפול	加倍
ויקטוריה	維多利亞
ויקטוריה	victoria
הוראה	教書
הוראה	教學
הוראה	教
הוראה	教學
הוראה	指令
הוראה	指示
שיפור	改進
שיפור	改善
שיפור	改進
שיפור	改善
שיפור	改良
שיפור	改進
שיפור	改善
שיפור	改良
שיפור	加強
שיפור	增強
שיפור	改進
שיפור	改善
שיפור	改良
עמנואל	emanuel
עמנואל	immanuel
עמנואל	emmanuel
אפרים	ephraim
מהווים	姿勢
רחובות	街道
רחובות	區塊
רחובות	積木
חלב	乳
חלב	牛奶
חלב	奶
באינטרנט	上線
באינטרנט	網上
באינטרנט	online
גרסת	版
גרסת	版本
מאבק	鬥爭
מאבק	奮鬥
מאבק	掙扎
קשים	困難
קשים	難
קשים	艱難
בבקשה	請
אלימות	暴力
אלימות	暴力
מלמד	教書
מלמד	教學
