година	jaar
алберт	albert
едноставно	eenvoudige
едноставно	eenvoudig
едноставно	eenvoudig
наследник	heir
наследник	erfgenaam
наследник	successor
таков	wyl
таков	sulke
конкуренција	kompetisie
политичар	politikus
сеуште	steeds
сеуште	nogsteeds
објавена	gepubliseer
јапонски	japannese
јапонски	japannees
бели	white
бели	beli
нашата	ons
садови	disse
честички	deeltjies
честички	deeltjie
второ	sekondes
второ	sekonde
букви	briewe
букви	letters
помала	kleiner
уефа	uefa
предизвика	veroorsaak
предизвика	oorsaak
предизвика	saak
предизвика	veroorsaak
носат	wear
правец	breuke
правец	rigting
откриени	ontdekte
назад	rug
назад	agterkant
назад	terug
сосема	heeltemal
тела	bodies
живо	regstreekse
живо	lewendige
живо	gepubliseer
живо	regstreeks
научни	wetenskaplike
научни	wetenskaplik
уреди	wysig
зона	sone
дијалект	dialek
банки	banke
драма	drama
аргентина	argentinië
технички	tegniese
технички	tegnies
горно	gorno
потребни	vereiste
потребни	benodigde
потребни	benodig
потребни	vereis
стапки	voetspore
стапки	tariewe
затвор	tronk
затвор	tronk
затвор	gevangenis
одговор	antwoord
објавен	gepubliseer
младите	jonk
младите	jong
издадена	uitgereik
охридски	ohrid
раскази	berigte
раскази	stories
производ	produk
последица	consequence
претставници	verteenwoordigers
претставници	gesante
хемиски	chemiese
илија	ilja
обезбеди	voorsien
обезбеди	verskaf
премногу	te
поделена	ingedeel
професионален	professioneel
професионален	professionele
филозофија	filosofie
основните	fundamentele
основните	basies
основните	basic
основните	basiese
киев	kiëf
уметнички	artistieke
султан	sultan
достигне	bereik
достигне	reikwydte
нобеловата	nobel
научници	scientists
меѓународен	internasionaal
меѓународен	internasionale
родители	ouers
рекорд	rekord
рекорд	opneem
павле	paulus
павле	paul
американска	amerikaans
американска	american
американска	amerikaanse
дизајн	ontwerp
добар	goeie
добар	goed
барселона	kaapstad
барселона	barcelona
домаќин	gasheer
домаќин	bediener
комисија	kommissie
комисија	komitee
комисија	paneel
комисија	panel
процеси	prosesse
лекови	verhaal
лекови	medikasie
граници	limiet
граници	limiete
граници	beperkings
граници	grense
изгледа	blyk
изгледа	lyk
кореја	korea
последен	last
последен	laas
последен	laaste
последен	jongste
знаење	kennis
ефекти	effekte
објави	plasing
објави	plaas
објави	plasings
објави	publiseer
цена	prys
ретко	selde
ретко	skaars
женски	chicks
женски	kuikens
женски	vroue
женски	vrouens
женски	vroulik
женски	wyfie
женски	vroulik
записи	rekords
записи	records
записи	writings
подобро	beter
текстови	tekste
намалува	verminder
споменик	monument
туристички	toeriste
птица	voël
исклучок	uitsondering
продажба	verkoop
продажба	verkoop
продажба	verkope
слободно	vrylik
слободно	gratis
слободно	vry
слободно	free
ресурси	hulpbron
ресурси	hulpbronne
движења	movements
христос	christ
христос	christus
појас	gordel
појас	belt
бродови	boats
бродови	bote
бродови	skepe
бродови	vaartuie
компании	maatskappye
компании	companies
први	eerste
први	eers
центри	sentrums
центри	sentrums
струја	elektrisiteit
економска	ekonomiese
модели	modelle
корисник	gebruiker
попис	sensus
попис	inventaris
коска	been
ликови	karakters
независна	independent
независна	onafhanklike
независна	onafhanklik
независна	selfstandige
претставник	verteenwoordiger
задача	taak
профил	profiel
нации	nasies
насока	breuke
насока	rigting
парламентот	parlement
искуство	ervaar
искуство	ervaring
искуство	ondervinding
рака	hand
турците	turke
сина	blou
наспроти	versus
живеел	geleef
живеел	gebly
мехмед	mehmet
органи	organe
органи	orrel
дата	datum
девет	nege
ѕид	muur
порта	hek
порта	hawe
порта	port
порта	poort
порта	gateway
порта	portaal
млад	jonk
млад	jong
конфликти	teenstrydighede
конфликти	botsings
вида	vida
кредити	krediete
кредити	loubser
прикажува	vertonings
прикажува	programme
прикажува	vertonings
водство	leiding
водство	leadership
водство	leiers
водство	leierskap
водство	lei
водство	lood
водство	aanvoer
јохан	johann
јохан	johan
стои	staande
стои	staan
стои	stalletjies
пријатели	vriende
режисер	direkteur
комуникација	kommunikasie
комуникација	kommunikeer
корисникот	gebruiker
тврдината	citadel
династијата	dinastie
иран	iran
убиени	vermoor
убиени	vermoorde
убиени	gedood
убиени	doodgemaak
убиени	vermoor
враќање	terugkeer
враќање	opgelewer
враќање	comeback
изданија	uitgawes
народен	folk
акции	gedeel
акции	aandele
краток	kort
краток	kortliks
краток	sorteer
ученици	leerders
ученици	studente
приближно	rofweg
приближно	ongeveer
рацете	hande
бранови	waai
бранови	golf
бранови	golwe
марк	marc
марк	markus
марк	merk
марк	mark
провинција	provinsie
комбинација	gekombineer
комбинација	combined
комбинација	kombinasie
решение	oplossing
зголеми	verhoog
зголеми	vermeerder
уметници	kunstenaars
димензија	dimensie
димензија	dimension
одбор	bord
населби	nedersettings
населби	woonbuurte
португалија	portugal
слободен	gratis
слободен	vry
слободен	free
племиња	tribes
тодор	todor
значаен	betekenisvolle
значаен	betekenisvol
велс	wallis
велс	wells
георги	giorgi
учесник	deelnemer
изведба	werkverrigting
изведба	prestasie
изведба	opvoering
падот	omval
падот	insident
падот	crash
падот	herfs
падот	val
долината	valley
долината	vallei
труд	arbeid
труд	labour
труд	arbeid
собранието	saamstel
собранието	gemeente
настап	werkverrigting
настап	prestasie
настап	opvoering
политичари	politici
говор	spraak
говор	toespraak
говор	speech
дијалекти	dialekte
евра	uraan
венеција	venesië
венеција	venice
венеција	venezia
преглед	oorsig
преглед	oorleg
преглед	resensie
преглед	hersiening
преглед	oorsig
преглед	hersien
преглед	besigtig
преглед	voorskou
преглед	oorleg
долно	kato
пренос	ratkas
поминува	herhalings
студенти	studente
зрачење	straling
методиј	methodius
влијанието	impact
влијанието	impak
поминал	bestee
императорот	keiser
објавени	gepubliseer
учител	onderwyser
германските	germaanse
велосипедизам	fietsry
помал	kleiner
сместени	gehuisves
публика	gehoor
публика	gehore
пораз	oorwin
техники	techniques
сообраќај	traffic
сообраќај	verkeer
крв	bloed
теории	teorieë
милијарди	biljoen
милијарди	miljarde
парламент	parlement
периоди	tydperke
периоди	periods
периоди	periodes
табела	veranderlike
табела	tafel
табела	tabel
табела	staat
банките	banke
климент	clemens
климент	clement
квалитет	kwaliteit
квалитет	gehalte
капитал	hoofstad
присуство	bywoning
присуство	teenwoordigheid
мисли	dink
мисли	gedagtes
техника	technique
техника	tegniek
арсенал	arsenal
претпоставува	presumed
математика	wiskunde
математика	wiskunde
внатрешни	intern
внатрешни	interne
тежина	gewig
музичари	musikante
милано	milaan
милано	milan
милано	milano
битки	slag
битки	battles
општо	overall
општо	gemeen
општо	common
општо	gemeenskaplike
општо	herhaal
општо	algemene
општо	generaal
рамки	rame
конфликт	konflik
софтвер	sagteware
мислење	opinie
мислење	mening
раст	growth
раст	groei
раст	roes
раст	rust
распоред	skedule
распоред	bylae
гробишта	begraafplase
гробишта	begraafplaas
оскар	oskar
православни	ortodokse
сместена	geleë
кинески	sjinese
кинески	chinees
кинески	sjinees
кинески	chinese
артур	arthur
кола	kar
кола	motor
кола	motorvoertuig
сметка	rekening
сметка	kwitansie
циклус	siklus
отворена	ope
отворена	oopmaak
отворена	oop
зграда	gebou
придонес	bydrae
рид	reid
рид	riet
рид	reed
рид	heuwel
рид	hill
бранденбург	brandenburg
претстави	optredes
претстави	hede
претстави	tans
претстави	voordra
претстави	teenwoordig
однесуваат	rakende
нуди	aanbiedinge
нуди	offers
нуди	aanbiedings
титули	titels
сала	gimnasium
сала	saal
златни	goue
златни	golden
златни	goud
народни	folk
управа	governance
управа	gesag
управа	owerheid
машки	mans
машки	manne
машки	seuns
машки	manlik
машки	manlike
машки	mannetjie
патријарх	patriarg
храмот	tempel
храмот	temple
слична	soortgelyke
слична	soortgelyk
можноста	moontlikheid
единствена	enkel
перу	peru
браќа	broers
браќа	bros
тече	runs
тече	vloeiende
добитник	winner
добитник	wenner
меѓувреме	tussentyd
широко	wyd
граѓани	landsburgers
граѓани	burgers
граѓани	citizens
формирана	daargestel
формирана	vasgestel
формирана	gevestig
сезони	seisoene
јавно	openbare
јавно	openbaar
јавно	publieke
јавно	publiek
јавно	openlik
јавно	openbaar
именуван	genaamd
позиции	standpunte
позиции	posisies
имено	naamlik
казахстан	kasakstan
дефинира	definieer
лежи	lies
шуми	woods
сакаат	wil
загреб	zagreb
змеј	draak
змеј	dragon
себеси	myself
себеси	jouself
умрел	gesterf
умрел	oorlede
црн	swart
судија	judge
судија	regter
судија	skeidsregter
судија	ref
децении	dekades
критики	resensies
средба	ontmoet
средба	ontmoeting
средба	besigheid
средба	vergadering
капацитет	kapasiteit
природен	natuurlike
музичка	musical
минута	minuut
предност	voordeel
предност	advantage
направен	gemaak
синот	seun
никој	beweeg
никој	reflekteer
никој	niemand
формирање	stigting
формирање	vestiging
селаните	villagers
автори	skrywers
автори	outeurs
степени	grade
серии	reeks
серии	series
злато	goud
нивно	hul
идеја	idee
медицина	geneeskunde
анџелес	angeles
албански	albanees
вики	vicky
вики	wiki
вики	vicki
јато	cluster
јато	trop
јато	swerm
согласка	konsonant
византиски	bisantynse
јавни	openbare
јавни	openbaar
јавни	publieke
јавни	publiek
колумбија	columbia
колумбија	columbië
колумбија	colombia
палата	paleis
збирка	versameling
учење	studying
учење	opstaan
учење	leer
дивизија	division
дивизија	deling
пејач	sangeres
пејач	sanger
пејач	singer
уредник	redakteur
котлина	valley
котлина	vallei
вашингтон	washington
важно	belangrik
важно	belangrike
јане	jane
договори	aanbiedinge
договори	transaksies
договори	ooreenkomste
стандарди	standaarde
европска	europees
европска	europese
намера	voorneme
намера	bedoeling
дискусија	bespreking
слободна	gratis
слободна	vry
слободна	free
еридан	eridanus
наскоро	gou
наскоро	binnekort
наскоро	soon
жител	inwoner
жител	woonagtig
римска	romeinse
патишта	paaie
крива	curve
зема	took
домот	tuis
домот	huistoe
домот	tuisblad
домот	huis
слава	loof
слава	lofprysing
слава	glorie
слава	glory
слава	bekendheid
слава	fame
грешка	fout
грешка	fout
последна	last
последна	laas
последна	laaste
последна	jongste
целосна	vol
целосна	volle
пропаганда	propaganda
избрани	gekose
избрани	gekies
избрани	gemerk
воздух	air
воздух	lug
патување	reis
патување	journey
патување	uitstappie
патување	reis
конференција	aanbreek
старо	oud
старо	ou
доказ	proeflees
доказ	bewys
создадени	geskep
гас	gus
гас	gas
предлог	voorstel
возила	voertuie
кажува	aansê
соло	solo
далеку	ver
далеку	weg
таква	wyl
таква	sulke
мажите	mans
мажите	manne
контакт	kontak
шума	woods
шума	woud
шума	bos
соодветно	gepaste
соодветно	accordingly
соодветно	geskikte
соодветно	gepas
соодветно	toepaslike
сер	sir
сер	meneer
сер	ser
посветена	toegewyde
посветена	dedicated
посветена	opgedra
подобрување	verbetering
подобрување	verbetering
значајна	betekenisvolle
значајна	betekenisvol
припаѓаат	behoort
припаѓаат	hoort
помага	bystaan
помага	assist
спротивно	teenoorgestelde
активно	onaktiewe
активно	aktief
активно	daadwerklik
ноќ	aand
ноќ	aande
ноќ	nag
градина	tuin
фонд	fonds
фонд	vonds
учествувале	deelgeneem
црно	swart
намали	verminder
намали	verminder
воден	water
воден	begeleide
сен	sen
сен	sep
сам	alleen
работници	werkers
работници	workers
волф	wolf
волф	wolff
буква	brief
буква	letter
учесници	deelnemers
примероци	voorbeelde
примероци	samples
имот	eiendom
имот	estate
имот	landgoed
борби	slag
борби	battles
финска	finland
фактор	factor
фактор	faktor
научно	wetenskaplike
научно	wetenskaplik
рајна	ryn
рајна	rhein
способност	lancelot
способност	vermoë
способност	vermoeë
термин	termyn
напушти	bedank
напушти	sluit
напушти	los
напушти	verlof
напушти	verlaat
разлики	diff
разлики	verskille
хит	getref
хит	tref
музичар	musikant
кратки	kort
кратки	kortliks
кратки	sorteer
донесе	gebring
донесе	bring
родот	genus
силите	magte
комплекс	komplekse
комплекс	kompleks
ослободување	vrylaat
ослободување	vrystelling
традиционално	tradisioneel
традиционално	tradisionele
медицински	mediese
медицински	medies
продуцент	vervaardiger
продуцент	producer
типови	soorte
типови	tipes
добитници	wenners
локални	lokale
локални	plaaslike
локални	plaaslik
руска	russies
руска	russiese
непознат	onbekend
влијае	affekteer
пад	weier
пад	herfs
пад	val
создаден	geskep
верски	godsdienstige
верски	religieuse
верски	gelowige
жената	vrou
пегаз	pegasus
ситуација	situasie
евреи	jode
генерал	gen
генерал	herhaal
генерал	algemene
генерал	generaal
романи	romans
конгресот	congress
овозможи	geaktiveer
овозможи	aktiveer
можности	moontlikhede
криза	krisis
вера	vera
вера	geloof
вилхелм	wilhelm
рани	rani
принцип	beginsel
хрватски	kroatiese
мисијата	missie
мисијата	sending
датум	datum
арена	arena
звук	klank
специјални	spesiaal
галерија	galery
силен	sterk
актерка	aktrise
актерка	actress
размена	ruil
претпријатија	maatskappye
претпријатија	companies
претпријатија	ondernemings
претпријатија	enterprises
операции	bewerkings
операции	operasies
рекол	gesê
баба	ouma
баба	granny
баба	ouma
кулата	tower
кулата	toring
градоначалник	burgemeester
леќеста	lensvormige
женска	vroulik
женска	wyfie
женска	bokkie
асоцијација	vereniging
асоцијација	assosiasie
популација	bevolking
популација	populasie
оттука	hence
израз	uitdrukking
граѓанска	siviele
граѓанска	burgerlike
граѓанска	munisipale
граѓанска	civic
поим	idee
двор	agterplaas
двор	jaart
двор	yard
бенд	band
бенд	musiekgroep
рипка	goudvis
шампиони	champions
објавено	gepubliseer
објавено	geplaas
објавено	posted
дух	spook
дух	gees
загуби	verlore
загуби	verloor
сектор	sektor
пораст	opkoms
пораст	growth
пораст	groei
хајнрих	heinrich
антонио	antonio
држи	hou
околните	omliggende
гвинеја	guinee
лично	persoonlik
лично	persoonlike
возачи	drywers
возачи	bestuurders
возачи	aandrywer
фердинанд	ferdinand
фердинанд	ferdi
јордан	jordan
јордан	jordaan
архитект	argitek
архитект	architect
победник	winner
победник	wenner
дополнително	addisionele
дополнително	bykomende
основното	elementêre
медиуми	media
некаде	iewers
некаде	heen
произведува	vervaardig
произведува	produce
произведува	produseer
реакции	reaksies
почна	aanvang
али	ali
елена	helena
елена	elena
елена	helen
остануваат	remain
посветен	toegewyde
посветен	dedicated
посветен	opgedra
интервју	interview
независни	independent
независни	onafhanklike
независни	onafhanklik
независни	selfstandige
набрзо	gou
набрзо	binnekort
набрзо	soon
пронајдени	gekry
пронајдени	gevind
напишани	geskryf
вика	vica
турци	turke
љубовта	liefde
став	houding
централен	sentrale
централен	sentraal
ерик	erik
ерик	eric
ерик	erik
киселина	suur
казна	punishment
казна	sin
давид	dawid
давид	david
јорк	york
верзии	weergawes
дадена	gegee
тракија	thrakië
влезот	ingang
џексон	jackson
водач	leier
црни	swart
рамка	raam
боливија	bolivië
бугарска	bulgaars
иднина	toekomstige
иднина	toekoms
шампионите	champions
апостол	apostle
апостол	apostel
исхрана	nutrition
исхрана	voedingswaarde
целина	hele
целина	geheel
седиштето	hoofkwartier
потреби	verlang
одржа	behou
улица	straat
командант	commander
важи	geldig
важи	geldige
важи	soektog
широк	wyd
рече	gesê
векови	centuries
проширување	uitbrei
дефиниција	animasie
дефиниција	definisie
домашни	domestic
домашни	huishoudelike
најдобри	beste
изврши	uitvoer
изврши	hardloop
спречи	voorkom
копии	afskrifte
копии	kopieë
продукција	produksie
пејачка	sangeres
пејачка	sanger
пејачка	singer
богатство	treasure
богатство	fortuin
богатство	rykdom
вест	nuus
вест	wes
финансии	finansieel
финансии	finansies
грешки	foute
електронски	elektron
електронски	elektronies
електронски	elektroniese
лидер	leier
морал	morals
питер	petrus
питер	peter
занимање	besetting
часови	ure
часови	klasse
одговорен	verantwoordelik
различна	verskillende
различна	anders
виктор	victor
виктор	viktor
освојување	verowering
освојување	verower
обиди	pogings
тимови	spanne
чин	rang
чин	rank
чин	wet
корист	voordeel
корист	bevoordeel
пост	plasing
пост	plaas
девојка	vriendin
девојка	meisie
девојка	girl
робови	slawe
тата	tata
граѓаните	landsburgers
граѓаните	burgers
граѓаните	citizens
присутни	gaste
присутни	hede
присутни	tans
присутни	voordra
присутни	teenwoordig
демократска	demokratiese
месечината	maan
слободни	gratis
слободни	vry
слободни	free
подобри	beter
нејзин	hers
влез	inskrywing
влез	ingang
нивна	hul
баварија	bavaria
бран	bran
бран	waai
бран	golf
жртви	slagoffers
жртви	opofferings
жртви	casualties
гласови	stemme
крило	flank
крило	wing
устав	grondwet
изработка	handwerk
хан	hahn
хан	khan
хан	han
забележани	spotted
забележани	gevlekte
општа	herhaal
општа	algemene
општа	generaal
хемија	chemie
шах	shah
шах	skaak
џез	jazz
различен	verskillende
различен	anders
илјади	duisend
правило	heers
правило	reël
животно	dier
кале	kale
кале	calais
мајката	moeder
мајката	ma
достапни	beskikbaar
колеџ	kollege
полицијата	polisie
реките	riviere
задачи	take
задачи	jobs
задачи	werksgeleenthede
задачи	werke
задачи	betrekkings
задачи	poste
бас	bas
обединување	reunion
српска	srpska
српска	serwies
желба	begeerte
желба	wens
рио	rio
рио	río
заменик	vice
заменик	adjunk
час	vakansie
час	uur
зашто	hoekom
зашто	waarom
позадина	agtergrond
шампион	champ
шампион	kampioen
локација	location
локација	ligging
реформи	hervorm
генерација	generasie
викторија	victoria
прикажани	vertoon
драмски	drama
извршен	uitvoerende
личен	persoonlik
личен	persoonlike
празник	vakansie
поети	digters
железничка	spoorweg
железничка	spoorlyn
железничка	rail
железничка	spoor
писма	briewe
писма	letters
сет	gestel
сет	instel
сет	stel
сет	seth
силна	sterk
тројца	drie
природно	natuurlike
студентите	studente
луксембург	luxembourg
џек	boer
џек	jack
месо	vleis
месо	flesh
чекор	step
чекор	stap
простори	ruimtes
простори	spasies
плоча	tablet
реон	distrik
наведува	cites
продолжение	voortsetting
принцот	vors
принцот	prinse
принцот	prince
принцот	prins
површини	oppervlaktes
соединенија	samestellings
слободата	vryheid
приказ	vertoon
приказ	aansig
физичка	fisiese
физичка	fisieke
варијанта	variant
расте	vergroting
расте	groeiende
расте	blou
културен	kulturele
говори	speeches
домашен	domestic
домашен	huishoudelike
врховниот	supreme
индустриски	industrial
индустриски	industriële
супер	fantasties
супер	ongelooflike
супер	wonderlik
супер	super
супер	heerlike
супер	groot
супер	wonderlik
коњ	horse
коњ	perd
гранки	takke
тешки	swaar
тешки	tough
тешки	lot
тешки	moeilik
раце	hande
значајно	betekenisvolle
значајно	betekenisvol
постапка	verrigtinge
постапка	prosedure
човечки	menslik
човечки	mens
британскиот	brits
круна	kroon
трошоци	kos
затворен	tronkstraf
затворен	geslote
затворен	gesluit
затворен	toegemaak
наредба	kommentaar
наредба	orde
наредба	bestel
наредба	volgorde
наредба	bestelling
наредба	rangskik
подрачја	gebiede
санта	santa
смит	smith
мари	marie
мари	marié
мраз	ys
плоштад	vierkantig
плоштад	vierkant
плоштад	vierkantige
четвртата	vierde
приватни	privaat
важност	betekenis
раководство	leadership
раководство	leiers
раководство	leierskap
поголемо	groter
поголемо	groter
сирија	sirië
снимка	beeldmateriaal
вакви	wyl
вакви	sulke
дваесет	twintig
работнички	arbeid
дозволено	toegelaat
трето	derde
одговара	fits
принципи	beginsels
поврзано	verwante
поврзано	verwant
поврзано	verbind
независноста	onafhanklikheid
меч	swaard
клептон	clapton
мозокот	brain
мозокот	brein
вештини	vaardighede
вештини	vaardigheid
вилијамс	williams
апликации	toepassings
апликации	programme
апликации	aanwendings
апликации	aansoeke
апликации	toepassings
филмска	rolprent
револуционерен	rewolusionêre
посета	besoek
пјер	pierre
нашите	ons
операција	operasie
операција	bewerking
операција	chirurgie
тест	toets
холандски	hollandse
холандски	nederlands
инаку	andersins
земјиште	grond
огромен	huge
универзитети	universiteite
зраци	strale
исклучиво	eksklusief
искачување	bestyging
милион	miljoen
реал	regte
реал	egte
чикаго	chicago
одделение	graad
василиј	basil
василиј	wasili
дворот	courtyard
блиску	toemaak
блиску	sluit
блиску	naby
основна	basies
основна	basic
основна	basiese
постојан	permanente
постојан	permanent
режим	modus
хаџи	hadji
судир	botsing
судир	clash
автомобили	motors
автомобили	karre
автомобили	cars
автомобили	motors
потребна	vereiste
потребна	benodigde
потребна	benodig
потребна	vereis
величина	greatness
просек	gemiddelde
просек	gemiddeld
можни	moontlik
кампања	veldtog
барања	versoeke
барања	vereistes
канали	kanale
ирак	irak
леон	león
леон	leon
души	souls
словенски	slawiese
полски	pools
полски	polish
полски	poolse
кожа	leer
кожа	vel
кипар	cyprus
фази	fases
фази	stages
таквите	wyl
таквите	sulke
аспекти	aspekte
хуан	juan
симптоми	simptome
даниел	daan
даниел	daniel
даниел	daniël
диск	skyf
диск	skyf
количество	bedrag
количество	hoeveelheid
количество	aantal
количество	kwantiteit
споменици	monumente
мерење	meting
мерење	mate
мерење	mates
мерење	maatreëls
менаџер	bestuurder
нил	neal
нил	neil
нил	nyl
доктор	dokter
доктор	doctor
исламот	islam
германска	duits
словачка	slowaaks
словачка	slowakye
исти	dieselfde
исти	selfde
балканска	balkan
комитетот	komitee
кралеви	konings
кралеви	kings
честопати	gereeld
честопати	gereeld
честопати	dikwels
едната	een
идентитет	identiteit
претходник	voorganger
силни	sterk
исланд	ysland
франкфурт	frankfurt
орган	orrel
отвори	ope
отвори	oopmaak
отвори	oop
минува	herhalings
широка	wyd
широка	breed
широка	broad
грчко	greco
мерка	meet
вила	barry
вила	fairy
вила	villa
контекст	konteks
дин	din
дин	dean
вози	aandrywer
вози	bestuur
вози	driving
вози	drives
вози	skywe
бело	white
лазар	lasarus
лазар	lazarus
лазар	lazar
кристофер	christopher
кристофер	christoffel
кнез	duke
кнез	hertog
фигури	figure
здравје	gesondheid
женките	meisies
женките	vroulik
замок	kasteel
околина	omgewing
пристаниште	dock
пристаниште	hawe
пристаниште	port
пристаниште	poort
гости	gaste
активен	onaktiewe
активен	aktief
активни	onaktiewe
активни	aktief
спомен	memento
спомен	geheue
спомен	herinnering
отпор	weerstand
формат	formateer
стандард	standaard
дозвола	permit
дозвола	lisensie
дозвола	toelating
дозвола	toestemming
прусија	pruise
браун	bruin
југоисточна	suidoos
болница	hospitaal
пар	paartjie
равенка	vergelyking
домен	domain
домен	domein
планови	reëlings
планови	planne
популарност	gewildheid
рунда	rondte
облици	vorms
јадрото	kern
здружение	vereniging
здружение	assosiasie
долина	valley
долина	vallei
даден	gegee
трудови	papers
обезбедување	sekuriteit
днк	dna
днк	dns
служат	dien
служат	bedien
темели	fondament
темели	foundations
елба	elbe
елба	elba
вино	wyn
биографија	biografie
откривање	opsporing
откривање	discovering
откривање	ontdekking
откривање	discovery
европско	europees
европско	europese
белите	whites
белите	blankes
дисциплини	disciplines
елизабета	elizabeth
елизабета	elisabeth
механика	mechanics
хартии	papers
отворени	ope
отворени	oopmaak
отворени	oop
повреда	skade
повреда	besering
формиран	daargestel
формиран	vasgestel
формиран	gevestig
натпреварување	kompetisie
патека	volg
патека	snit
патека	baan
патека	spoor
патека	trail
патека	spoor
мустафа	mustafa
џонс	jones
џонс	johns
франциско	francisco
водени	begeleide
карактеристика	characteristic
карактеристика	eienskap
карактеристика	kenmerk
влијанија	invloede
празници	vakansiedae
празници	vakansies
курс	natuurlik
кратка	kort
кратка	kortliks
кратка	sorteer
веруваат	trust
веруваат	vertrou
веруваат	glo
автоматски	auto
автоматски	outomaties
автоматски	outo
автоматски	outomatiese
автоматски	outomaties
соба	kamer
промоција	promosie
поход	kruistog
поход	crusade
вработени	employed
вработени	werknemers
силата	sterkte
највисок	hoogste
ранг	rang
ранг	rank
шеф	chief
шеф	baas
гранка	tak
јајца	eiers
јајца	balle
британска	brits
наполеон	napoleon
логика	logika
социјална	maatskaplike
социјална	sosiale
социјална	sosiaal
азербејџан	azerbeidjan
пијано	klavier
престолнина	hoofstad
епизода	episode
жанр	genre
украински	oekraïens
сонце	son
сонце	sonskyn
револуционерно	rewolusionêre
одлуки	besluite
лансирање	lanseer
крис	chris
крис	kris
порака	boodskap
триаголник	geteël
дворец	paleis
грци	grieke
финансиска	finansiële
финансиска	finansieel
математички	wiskundige
математички	wiskundig
подршка	ondersteuning
подршка	ondersteun
подршка	steun
подршка	bystand
подршка	rugsteun
пекинг	beijing
академијата	academia
новинар	joernalis
новинар	verslaggewer
четвртиот	vierde
протокол	protokol
транспорт	vervoer
транспорт	vervoer
транспорт	transport
туризам	toerisme
очекува	verwag
одделни	afsonderlike
одделни	aparte
атракции	attraksies
еврејски	joodse
еврејски	joods
еврејски	hebreeus
наводно	veronderstel
проток	strait
проток	vloei
проток	flow
проток	stroom
неодамна	onlangs
истакнува	hoogtepunte
издавање	uitreiking
победници	wenners
годишен	jaarlikse
спектар	spektrum
спектар	spectre
живеење	leef
живеење	tuiste
маж	man
маж	man
независно	independent
независно	onafhanklike
независно	onafhanklik
независно	selfstandige
независно	onafhanklik
уметности	kunste
катедрала	katedraal
количина	hoeveelheid
количина	aantal
количина	kwantiteit
флорида	florida
ница	lekker
ница	oulike
ница	nice
лекување	healing
лекување	behandeling
лудвиг	ludwig
домаќинства	huishoudings
интереси	belangstellings
интереси	belangstelling
интереси	rente
дадени	gegee
куче	hond
херкул	hercules
печат	pers
печат	druk
печат	stamp
печат	stempel
печат	seal
печат	seël
содржини	tevrede
содржини	kommentaar
теренот	toon
јавна	openbare
јавна	openbaar
јавна	publieke
јавна	publiek
возачот	drywer
возачот	aandrywer
гради	chest
гради	borskas
гради	kassie
гради	breast
херој	held
херој	hero
јавен	openbare
јавен	openbaar
јавен	publieke
јавен	publiek
ерменија	armenië
цицачи	mammals
цицачи	soogdier
плати	pay
плати	betaal
заедничка	gemeen
заедничка	common
заедничка	gemeenskaplike
заедничка	gesamentlike
заедничка	joint
фотографија	foto
фотографија	fotografie
списание	tydskrif
поразен	verslaan
постојана	permanente
постојана	permanent
лето	somer
кралски	koninklike
кралски	royal
нозе	voete
нивни	hul
риба	vis
риба	visvang
инструмент	instrument
научник	wetenskaplike
опсег	tuis
опсег	gewysig
опсег	omvang
опсег	bereik
опсег	reikwydte
полиција	polisie
насилство	geweld
повлече	ontrek
кафе	koffie
забележано	genoteer
забележано	gelet
хектари	hektaar
хектари	acres
хектари	akkers
комедија	komedie
монарси	monarge
чиле	chili
мандат	termyn
мандат	mandaat
студио	studio
студио	ateljee
статистиката	statistiek
статистиката	statistieke
христијанство	christendom
христијанство	christianity
многумина	vele
многумина	baie
собирање	collecting
собирање	byeenkoms
очи	oë
тапани	drum
тапани	drom
тапани	dromme
тапани	drums
пакистан	pakistan
објаснување	verduideliking
тешка	swaar
тешка	tough
тешка	lot
тешка	moeilik
монети	coins
монети	munte
монети	muntstukke
отомански	ottoman
организира	organiseer
рано	vroeg
рано	vroeë
црвено	rooi
освоено	gewen
понудата	bied
понудата	aanbod
убиство	moord
машини	masjinerie
машини	masjiene
торино	torino
торино	turyn
весници	koerant
весници	koerante
весници	papers
камени	klip
опасност	gevaar
опасност	hazard
колонии	colonies
насловот	opskrif
основање	vestiging
основање	stigting
сопруг	man
енциклопедија	ensiklopedie
енциклопедија	encyclopedia
енциклопедија	encyclopaedia
списанија	tydskrifte
снимање	skryfwerk
стилови	styles
стилови	uitsonderings
стилови	style
современи	kontemporêre
знамиња	baniere
знамиња	vlae
знамиња	gemerk
знамиња	vlaggies
додавање	bygesit
вокал	vocal
напишано	geskryf
чувство	voel
турскиот	turkse
турскиот	turkish
уметник	kunstenaar
влакна	hare
влакна	vesel
современа	kontemporêre
способности	vaardighede
способности	vermoëns
кошарка	basketball
кошарка	basketbal
стрелец	skiet
стрелец	skut
стрелец	boogskutter
стрелец	sagittarius
стрелец	archer
запис	rekord
запис	opneem
полесно	makliker
родителите	ouers
јадро	kern
монетарната	monetêre
историчари	historians
земјоделство	agricultural
земјоделство	boerdery
земјоделство	landbou
петербург	petersburg
раѓање	geboorte
воглавно	meestal
индонезија	indonesië
дедо	oupa
црвен	rooi
композитори	komponiste
критичари	critics
критичари	kritici
свештеник	priest
катерина	katerina
катерина	katharina
