raymond	raymond
suplente	dublura
suplente	substitut
sueca	suedeza
sueca	suedezi
sueca	suedeza
sueca	suedez
convencional	conventionale
convencional	conventional
philippe	philippe
asesinatos	omoruri
asesinatos	asasinate
asesinatos	asasinare
asesinatos	asasinatul
asesinatos	asasinarea
asesinatos	asasinate
asesinatos	asasinat
asesinatos	crima
asesinatos	crima
asesinatos	crime
fieles	loiala
fieles	loial
fieles	loiali
fieles	loiale
fieles	credincios
fieles	credincioasa
southern	southern
southern	sudic
southern	sudul
concha	concha
concha	scoica
concha	shell
concha	cochilie
concha	coaja
implementación	implementarea
implementación	implementare
implementación	implementarea
perdida	pierderi
perdida	pierderea
perdida	pierdere
perdida	pierdut
perdida	pierdute
perdida	pierduta
perdida	lost
ciudadanía	cetatenie
ciudadanía	cetatenia
significativo	semnificativ
significativo	semnificative
significativo	semnificativa
significativo	semnificativ
desastre	dezastrul
desastre	dezastru
warren	warren
elías	elijah
elías	ilie
elías	elias
ltd	srl
ltd	ltd
identificado	identificate
identificado	identificat
identificado	identificata
ejecutar	executa
ejecutar	ruleaza
ejecutar	fugi
studio	studio
studio	studioul
destinada	destinat
calificación	rating
calificación	evaluare
calificación	calificarea
calificación	calificare
dramática	drama
dramática	drama
dramática	dramatic
dramática	dramatice
dramática	dramatica
antoine	antoine
plástico	plastice
plástico	plastic
plástico	plasticul
plástico	plastic
armadura	armura
armadura	armura
armadura	armuri
armadura	armura
armadura	armura
armadura	armuri
guipúzcoa	guipúzcoa
espaciales	spatial
espaciales	spatiala
espaciales	spatiale
espaciales	spatiul
espaciales	spatiu
espaciales	spatiul
espaciales	spatiu
espaciales	spatiu
dedicados	dedicata
dedicados	dedicate
dedicados	dedicat
bebé	iubire
bebé	baby
bebé	copil
bebé	iubito
bebé	bebe
hits	hituri
hits	loveste
tenor	tenor
mortal	mortale
mortal	mortala
mortal	mortal
mortal	fatale
mortal	fatal
mortal	fatala
mortal	fatala
mortal	muritori
mortal	muritoare
mortal	muritor
reconocimientos	examinari
reconocimientos	examene
reconocimientos	recunoasterea
reconocimientos	recunoastere
reconocimientos	recunoastere
tallos	tulpini
tallos	tulpinile
casino	cazino
casino	cazinou
casino	casino
vencedor	castigator
vencedor	invingator
vencedor	castigator
vencedor	victor
leipzig	leipzig
delegado	delega
delegado	delegat
adoptado	adoptat
adoptado	adoptata
colinas	dealurile
colinas	hills
colinas	coline
colinas	dealuri
extranjeras	straine
extranjeras	straina
extranjeras	strain
extranjeras	strain
extranjeras	strainatate
apolo	apollo
membrana	membranele
membrana	membrana
membrana	membrana
etnia	etnie
etnia	etnica
etnia	etnic
etnia	etnice
ruido	zgomote
ruido	zgomotul
ruido	galagie
ruido	zgomot
ricos	bogata
ricos	bogata
ricos	rich
ricos	bogat
radar	radarul
radar	radar
wagner	wagner
quieren	vrei
quieren	vreau
television	televizor
television	televiziune
television	televiziunea
teatros	teatre
teatros	cinematografe
teatros	teatre
teatros	teatrul
teatros	teatru
añadido	adaugata
añadido	adaugat
añadido	adaugate
añadido	adaugat
fabricantes	producator
fabricantes	producatorul
fabricantes	producator
fabricantes	producatorului
fabricantes	producatori
fabricantes	producatorii
finca	ferma
finca	ferma
finca	imobiliare
finca	estate
pilares	stalpi
pilares	piloni
guarnición	garnitura
guarnición	garnitura
guarnición	garrison
guarnición	garnizoana
guarnición	garnizoana
edwards	edwards
fábricas	fabricile
fábricas	uzine
fábricas	fabrici
fábricas	mills
fábricas	fabrica
fábricas	fabrica
roman	romana
roman	roman
oliva	olive
oliva	oliva
conservadores	conservatori
conservadores	conservatoare
conservadores	conservator
conservadores	conservatori
conservadores	conservatorii
contener	contin
contener	contin
secos	usca
secos	uscate
secos	uscat
secos	uscata
secos	uscate
secos	uscat
secos	uscata
escape	evacuare
escape	evadarea
escape	evadare
shakespeare	shakespeare
marín	marin
marín	marín
für	für
under	sub
eugenia	eugenia
cap	cap
cap	pac
cap	capac
desarrollados	dezvoltate
desarrollados	dezvoltata
desarrollados	dezvoltat
baños	toaletele
baños	toalete
baños	baile
baños	bai
baños	baile
baños	bai
baños	baie
baños	bath
alternativas	alternative
alternativas	alternativele
logro	realizare
entiende	intelege
entiende	intelege
extracción	extragerea
extracción	extractie
extracción	extragere
extracción	extractia
profundamente	profund
fresco	proaspete
fresco	proaspata
fresco	proaspat
fresco	proaspat
fresco	fresh
fresco	fresca
cruzar	traversare
cruzar	traversarea
cruzar	trecere
adulto	adulti
adulto	adult
adulto	adulta
disciplinas	discipline
geográficas	geografice
geográficas	geografic
geográficas	geografica
geográficas	geografice
geográficas	geografic
geográficas	geografica
responder	raspunde
responder	raspund
responder	raspunzand
responder	raspuns
responder	raspunde
responder	raspunde
responder	raspuns
responder	raspunde
hermosa	frumoase
hermosa	frumoasa
hermosa	frumos
hermosa	frumoasa
hermosa	superbe
hermosa	superb
hermosa	superba
hermosa	superba
electrónicos	electronica
electrónicos	electronica
electrónicos	electronice
electrónicos	electronice
electrónicos	electronica
electrónicos	electronic
galaxia	galaxie
galaxia	galaxia
galaxia	galaxy
age	varsta
age	varsta
age	varsta
age	age
cubiertas	acoperit
cubiertas	acoperita
cubiertas	acoperite
cubiertas	acopera
existió	existat
dependencias	dependente
abu	abu
bola	ball
bola	minge
bola	mingea
bola	bila
bola	bila
lázaro	lázaro
lázaro	lazarus
lázaro	lazar
wolf	lup
wolf	wolf
wolf	lupul
certificado	certificata
certificado	certificat
certificado	certificate
certificado	certificat
certificado	certificatul
vigor	vigoare
vigor	vigoarea
rita	rita
uss	uss
escándalo	scandalul
escándalo	scandal
escándalo	scandaluri
tanque	tank
tanque	rezervor
tanque	tanc
sólido	solid
sólido	solida
sólido	solide
kiev	kiev
serpiente	sarpele
serpiente	sarpe
serpiente	sarpe
serpiente	snake
serpiente	sarpe
serpiente	sarpe
testigos	martorii
testigos	martori
testigos	martorul
testigos	martora
testigos	martor
testigos	martori
economista	economist
submarino	submarinul
submarino	submarin
submarino	submarin
submarino	subacvatice
submarino	subacvatic
códigos	codul
códigos	cod
códigos	coduri
códigos	codurile
prevención	preventive
prevención	preventiva
prevención	preventiv
prevención	prevenire
prevención	prevenirea
descubierta	descoperite
descubierta	descoperita
descubierta	descoperit
descubierta	reperat
descubierta	zarit
descubierta	descoperit
solares	parcele
solares	solare
solares	solara
solares	solar
progresivo	progresive
progresivo	progresiva
progresivo	progresiv
estudia	studiaza
estudia	studii
estudia	studiul
estudia	studiu
paloma	porumbel
paloma	dove
paloma	porumbel
paloma	porumbelul
paloma	porumbei
paloma	paloma
folk	folk
ira	mania
ira	manie
ira	furia
ira	mania
ira	furie
ira	manie
ira	ira
atractivo	atractivitatea
atractivo	atractie
atractivo	atragatoare
atractivo	atragator
atractivo	atractiv
atractivo	atragatoare
atractivo	atractiva
atractivo	atractive
atractivo	atragator
atractivo	recurs
atractivo	apel
cinematográfico	cinematografice
volar	fly
volar	zboara
volar	musca
volar	zboara
volar	zbor
volar	zburand
volar	zbor
recta	drepte
recta	direct
recta	drept
ecuatoriano	ecuadorian
entregado	livrate
entregado	livrata
entregado	livrat
entregado	predat
etiopía	etiopia
etiopía	etiopian
dick	scula
dick	dick
dick	pula
dick	pula
jefferson	jefferson
celeste	celeste
palermo	palermo
asientos	scaune
asientos	locuri
dominios	domenii
dominios	domeniu
dominios	domeniul
falsa	fals
falsa	falsa
falsa	falsa
falsa	false
falsa	fals
falsa	falsa
falsa	fake
tribunales	tribunal
tribunales	curtea
tribunales	court
tribunales	curte
tribunales	instanta
tribunales	instante
tribunales	instantele
tribunales	tribunalele
tribunales	tribunale
bond	bond
cerdo	porc
cerdo	porcine
cerdo	purcel
cerdo	porc
dorsal	dorsala
blood	blood
blood	sangele
blood	sange
blood	sange
danés	daneza
danés	danez
danés	dane
cajas	cutiile
cajas	cutii
ring	ring
ring	inelul
ring	inel
fiebre	febra
fiebre	febra
geometría	geometria
geometría	geometrie
geometría	geometrica
geometría	geometrice
pink	pink
pink	roz
hoteles	hotel
hoteles	hotelul
hoteles	hoteluri
blas	bert
blas	blas
blas	blaise
bull	taur
bull	taurul
bull	bull
ayala	ayala
derrotas	infrangere
derrotas	infrangerea
derrotas	infrangeri
macizo	solid
macizo	solida
macizo	solide
macizo	masivul
sacramento	sacramento
sacramento	sacrament
neil	neil
documentales	documentar
documentales	documentare
documentales	documentarul
documentales	documentare
libia	libian
libia	libiei
libia	libia
canciller	cancelarul
canciller	cancelar
collins	collins
aldeas	sate
aldeas	satele
silvia	sylvia
silvia	silvia
silvia	sylvie
silvia	silvia
inmaculada	imaculata
inmaculada	imaculat
potente	puternica
potente	puternic
desafío	provocare
desafío	provocarea
desafío	sfidare
desafío	sfidarea
desafío	defiance
cerebral	cerebral
cerebral	cerebrala
determinados	anumite
soberano	suveran
soberano	suverane
soberano	suverana
emi	ime
emi	emi
normandía	normandia
temporalmente	temporar
temporalmente	temporare
temporalmente	temporara
temporalmente	temporar
temporalmente	temporara
ánimo	dispozitie
divina	divine
divina	divina
divina	divin
divina	divina
ilustres	ilustrul
acusaciones	acuzatii
acusaciones	acuzatii
acusaciones	acuzatii
sudoeste	southwest
prieto	prieto
oso	ursul
oso	ursu
oso	bear
oso	urs
cruzada	cruciada
cruzada	cruciada
teruel	teruel
nat	nat
mostrado	aratat
mostrado	afisata
mostrado	afisat
mostrado	afisate
via	via
excentricidad	excentricitate
camp	tabara
camp	camp
camp	tabara
camp	lagar
camp	tabara
rivadavia	rivadavia
levante	levant
levante	levante
reunir	aduna
reunir	reuni
aproximación	aproximare
aproximación	abordarea
aproximación	abordare
mirada	uite
sri	sri
poblados	sate
poblados	satele
plumas	stilouri
plumas	pixuri
plumas	penele
plumas	pene
consideración	considerare
cerrar	inchide
cerrar	inchide
cerrar	inchidere
cerrar	inchidere
molino	mill
molino	moara
molino	moara
tronco	log
tronco	jurnal
tronco	trunchi
tronco	portbagaj
cuarteto	cvartet
nativo	nativ
nativo	nativa
nativo	nativi
nativo	native
cook	cook
cook	bucatar
cook	gatesc
eeuu	usa
eeuu	sua
marquesa	marchiza
reducida	redus
reducida	redusa
reducida	reduse
anatomía	anatomie
anatomía	anatomia
monstruo	monstrul
monstruo	monster
monstruo	monstru
escribiendo	scrierea
escribiendo	scriind
escribiendo	scriere
escribiendo	scriu
dedos	degetele
dedos	degete
pasaje	tichet
pasaje	bilet
pasaje	biletul
pasaje	pasajul
pasaje	pasaj
denis	denis
anunciado	anuntat
anunciado	anuntat
mató	ucis
mató	ucisa
mató	omorat
futbol	fotbal
futbol	fotbal
futbol	football
futbol	fotbalul
vitoria	vitoria
estonia	estona
estonia	estoniei
estonia	estonia
bacterias	bacterie
bacterias	bacterii
bacterias	bacteriile
bacterias	bacteria
ortodoxa	ortodox
ortodoxa	ortodoxa
ortodoxa	ortodoxe
extendido	prelungita
extendido	prelungit
extendido	extins
extendido	extinsa
arácnidos	arahnide
ilegal	ilegale
ilegal	ilegala
ilegal	ilegal
apóstol	apostol
ejecutado	executate
ejecutado	executata
ejecutado	executat
intentando	incerc
intentando	incercand
escocés	scotch
crecer	creste
crecer	creasca
crecer	creste
crecer	cresc
crecer	creste
sismo	cutremur
sismo	cutremurul
luchas	batai
luchas	certuri
luchas	lupte
helena	helena
helena	helen
trasera	spate
apreciar	apreciind
apreciar	apreciez
apreciar	aprecia
apreciar	apreciaza
apreciar	apreciem
discutir	discuta
recuperó	recapatat
conducido	condus
gabriela	gabriella
gabriela	gabriela
radios	radio
radios	radiouri
coordinador	coordonator
miércoles	miercurea
miércoles	miercuri
miércoles	miercurea
poseer	poseda
poseer	poseda
terrorismo	teroare
terrorismo	teroarea
terrorismo	terorismul
terrorismo	terorism
terrorismo	terorist
terrorismo	terorista
terrorismo	teroristul
linares	linares
side	lateral
side	side
poderosa	puternica
poderosa	puternic
lunar	lunar
precipitaciones	precipitare
capturar	captureaza
capturar	capturarea
capturar	captura
capturar	captura
capturar	capturare
capturar	captare
capturar	capturarea
adquiere	dobandi
adquiere	dobandeste
niega	neaga
defecto	prestabilita
defecto	implicite
defecto	prestabilit
defecto	implicit
defecto	implicita
defecto	defect
defecto	defect
marcada	marcata
marcada	marcat
marcada	marcate
sud	lds
viajeros	calatori
viajeros	calatorii
viajeros	calatorilor
sobrevivir	supravietui
sobrevivir	supravietuire
sobrevivir	supravietuire
ferrari	ferrari
experimento	experimentul
experimento	experiment
experimento	experimenteaza
consideradas	considerata
consideradas	considerate
consideradas	considerata
consideradas	considerat
adolescentes	teen
adolescentes	adolescent
adolescentes	adolescent
adolescentes	adolescent
adolescentes	adolescenti
adolescentes	adolescenti
callao	callao
confirmado	confirmate
confirmado	confirmata
confirmado	confirmat
brooklyn	brooklyn
impedir	preveni
impedir	previne
lienzo	panza
lienzo	panza
taekwondo	taekwondo
solidaridad	solidaritate
solidaridad	solidaritatea
gard	gard
evans	evans
accesible	accesibile
accesible	accesibil
accesible	accesibila
accesible	accesibile
accesible	accesibil
aporte	intrare
aporte	contributie
aporte	contributia
aporte	contributie
georg	georg
aproximada	aproximativ
aproximada	aproximativa
certificados	certificatele
certificados	certificate
certificados	certificata
certificados	certificat
certificados	certificate
castigo	pedeapsa
castigo	pedeapsa
complejidad	complexitate
complejidad	complexitatea
renacentista	renascentist
adrián	adrian
head	cap
head	capul
gallo	scula
gallo	gallo
gallo	cocos
gallo	rooster
nuestras	our
nuestras	noastra
nuestras	noastra
nuestras	nostru
nuestras	noastre
ivan	ivan
matthew	matei
matthew	matthew
parlamentarias	parlamentar
parlamentarias	parlamentara
parlamentarias	parlamentare
parlamentarias	parlamentarii
parlamentarias	parlamentarilor
parlamentarias	parlamentari
parlamentarias	parlamentarii
parlamentarias	parlamentari
salomón	salomon
salomón	solomon
nbc	nbc
exportación	exporturi
exportación	exporturile
exportación	exporta
exportación	export
exportación	exportul
colectiva	colective
colectiva	colectiva
colectiva	colectivul
colectiva	colectiv
susana	susannah
susana	susana
susana	suzanne
susana	susanna
susana	susan
hambre	foametea
hambre	foamete
hambre	flamand
hambre	infometat
hambre	foame
hambre	infometata
hambre	foame
hambre	foamete
hambre	foamea
residuos	deseuri
residuos	deseuri
residuos	risipa
residuos	reziduuri
residuos	deseuri
socialismo	socialismul
américas	americi
directorio	director
directorio	directorul
square	patrat
square	square
square	patrat
leones	lei
leones	leii
amy	amy
prohibición	ban
prohibición	interzicere
prohibición	interdictie
prohibición	interdictia
prohibición	interzicerea
prohibición	interdictie
autovía	autostrada
autovía	autostrada
autovía	highway
dean	decan
dean	dean
alusión	aluzia
leonor	eleanor
leonor	leonor
irregular	inegale
irregular	neregulat
irregular	neregulate
consecutivos	consecutive
consecutivos	consecutiv
escudos	scuturi
escudos	scuturile
operar	opereaza
operar	operare
films	pelicule
films	filme
terapia	terapie
terapia	terapia
instalado	instalat
instalado	instalata
instalado	instalate
famosas	celebra
famosas	faimoasa
famosas	faimos
famosas	celebru
fallo	esec
fallo	esec
barro	noroi
barro	namol
barro	argila
barro	lut
barro	clay
banca	banca
banca	bancar
banca	bancara
banca	bancare
banca	bancher
banca	bancherul
banca	banca
banca	banca
banca	bank
únicas	unicat
únicas	unic
únicas	unice
únicas	unici
únicas	unica
acompañada	insotit
acompañada	insotite
acompañada	insotita
luchadores	luptatori
luchadores	luptatori
luchadores	luptatori
stuttgart	stuttgart
edificación	cladire
edificación	cladire
edificación	cladirea
riesgos	pericole
riesgos	pericolele
riesgos	riscurile
riesgos	riscuri
riesgos	riscul
riesgos	risc
riesgos	riscuri
eco	eco
eco	ecou
eco	ecoul
eco	echo
acosta	acosta
never	niciodata
never	niciodata
apellidos	prenume
polaca	poloneze
polaca	poloneza
polaca	polonez
class	clasa
class	clasa
presentadora	prezentator
presentadora	prezentatoare
comisario	comisarul
comisario	comisar
comisario	serif
comisario	sheriff
comisario	inspector
comisario	inspectorul
decenas	zeci
decenas	zeci
decenas	duzini
campana	clopot
campana	clopotul
campana	bell
pib	pib
tía	matusa
tía	matusa
tía	matusa
rivalidad	rivalitatea
rivalidad	rivalitate
húmedo	umed
húmedo	umeda
húmedo	ud
húmedo	umed
húmedo	ude
húmedo	umeda
húmedo	uda
embajadores	ambasadorii
embajadores	ambasadori
hospitales	spitalul
hospitales	spital
hospitales	spitale
hospitales	spitalele
morelos	morelos
astronomía	astronomie
leal	loiala
leal	loial
leal	loiali
leal	loiale
leal	leal
terroristas	terorist
terroristas	terorista
terroristas	teroristul
visuales	vizuale
visuales	vizuala
visuales	vizual
recopilación	compilarea
guido	guido
comisiones	comisii
comisiones	comisioane
comisiones	comisii
comisiones	comitete
comisiones	comisiile
comisiones	comitetele
detención	arestati
detención	arest
detención	arestarea
detención	arestare
detención	detentie
algoritmo	algoritmul
algoritmo	algoritm
inversiones	investitii
inversiones	investitiile
inversiones	investitii
inversiones	investitii
inversiones	investitie
inversiones	investitie
inversiones	investitii
criaturas	creaturile
criaturas	creaturi
lloyd	lloyd
mercancías	bunuri
mercancías	marfuri
mercancías	marfuri
mercancías	marfuri
mercancías	marfa
construye	construieste
construye	construi
construye	construiesc
ten	ten
ten	zece
jennifer	jennifer
agregar	adaugarea
agregar	adaugand
agregar	adaugare
agregar	adauga
agregar	add
agregar	adauga
marinas	marin
marinas	marina
marinas	marine
tela	carpa
ataca	atacuri
ataca	atacurile
ataca	atac
lorca	lorca
serra	serra
refugiados	refugiat
refugiados	refugiati
refugiados	refugiati
cantera	cariera
marcel	marcel
dylan	dylan
harold	harold
descubridor	descoperitor
combinado	combinat
combinado	combinata
combinado	combinate
almagro	almagro
revisar	recenzie
revisar	revizuirea
revisar	revizuire
brothers	frati
brothers	fratii
brothers	fratii
brothers	fratilor
potter	potter
circo	cirque
circo	circ
circo	circus
circo	circul
robo	robo
robo	jaf
robo	jaful
robo	spargere
robo	fura
robo	furi
robo	fura
robo	fur
vecina	vecin
vecina	vecine
vecina	vecina
vecina	vecin
vecina	vecinul
vecina	vecina
vecina	vecine
modificado	modificata
modificado	modificate
modificado	modificat
radial	radial
angola	angola
contactos	contact
contactos	contacteaza
contactos	contactul
contactos	contacte
contactos	contactele
conservado	retinute
conservado	retinut
conservado	conservata
conservado	conservate
conservado	pastrate
conservado	pastrata
conservado	conservat
exploradores	exploratori
hudson	hudson
pampa	pampas
pampa	pampa
flauta	flautul
flauta	flaut
hormigón	concret
hormigón	beton
hormigón	concrete
pinto	pinto
jugaron	jucate
jugaron	jucat
odio	urii
odio	ura
odio	ura
odio	urasc
odio	ura
odio	ura
cauca	cauca
nocturno	nocturna
nocturno	nocturne
nocturno	nocturn
nocturno	noapte
nocturno	noaptea
celta	celtic
consultas	consultari
consultas	consultare
consultas	consultarile
consultas	consultarilor
consultas	consultarea
consultas	consultare
consultas	anchete
comprobar	verifica
comprobar	verifica
comprobar	verificare
comprobar	bifat
prosa	proza
radicales	radicali
radicales	radical
radicales	radicale
radicales	radicala
condena	condamnare
condena	condamnarea
condena	condamna
connecticut	connecticut
discípulo	discipol
saboya	savoy
saboya	savoia
juzgado	tribunal
juzgado	judecatorie
juzgado	tribunal
juzgado	curtea
juzgado	court
juzgado	curte
juzgado	instanta
religiones	religiile
religiones	religii
religiones	religie
religiones	religia
lealtad	loialitate
lealtad	loialitatea
compañera	companion
morris	morris
paolo	paolo
start	start
start	incepe
start	pornire
funcional	functional
funcional	functionale
funcional	functional
funcional	functionala
guevara	guevara
compostela	compostela
disparos	focuri
disparos	fotografiere
cayo	gaius
cayo	cayo
cayo	cay
melbourne	melbourne
máscara	masca
máscara	masca
activista	activist
michelle	michelle
galardonado	premiat
galardonado	acordat
novelista	romancier
avanzar	avanseaza
avanzar	avans
puro	trabuc
puro	pura
puro	pura
puro	pure
puro	pur
tomas	tomas
tomas	toma
tomas	thomas
tomas	focuri
separada	separat
separada	separate
separada	separat
separada	separa
separada	separata
separada	separate
comprensión	intelegerea
comprensión	intelegere
comprensión	intelegere
dándole	dand
blake	blake
mónaco	monaco
medicinales	medicinale
medicinales	medicamentoase
medicinales	medicinal
distinguir	distinctive
distinguir	distinge
rodeada	inconjurat
rodeada	inconjurata
rodeada	inconjurat
compleja	complexe
compleja	complex
compleja	complexul
compleja	complexa
ontario	ontario
trilogía	trilogia
chocolate	ciocolata
chocolate	ciocolata
calzada	causeway
terminada	terminat
tumbas	morminte
tumbas	mormintele
tumbas	graves
tumbas	morminte
conservar	tine
conservar	pastrati
conservar	pastreaza
berkeley	berkeley
inmediata	imediata
inmediata	imediate
riego	irigare
jacobo	jacob
jacobo	iacov
jacobo	iacob
jacobo	james
jacobo	iacov
jacobo	iacob
jacobo	jacobo
piernas	picioarele
piernas	picioare
dramático	drama
dramático	drama
dramático	dramatic
dramático	dramatice
dramático	dramatica
músculo	muschi
músculo	muschii
músculo	muschi
músculo	muschi
músculo	musculare
sul	sul
atleta	sportiv
atleta	atlet
val	val
bonus	bonus
bonus	bonusul
croata	croat
croata	croata
perdón	scuze
paquete	parcela
paquete	colet
paquete	parcela
paquete	pachetul
paquete	colet
paquete	pachet
paquete	pachet
paquete	haita
paquete	pack
paquete	pachet
paquete	impacheteaza
públicamente	public
busto	bustul
busto	bust
desconocida	necunoscut
desconocida	necunoscute
desconocida	necunoscuta
especialistas	specialisti
especialistas	specialist
especialistas	specialistul
opuesto	opus
opuesto	opusul
opuesto	opusa
mono	mono
mono	maimuta
mono	maimuta
trastornos	tulburari
afectados	afectate
afectados	afectat
afectados	afectata
afectados	afectata
rehabilitación	dezintoxicare
rehabilitación	reabilitare
rehabilitación	reabilitare
rehabilitación	reabilitarea
revelación	apocalipsa
revelación	divulgarea
revelación	dezvaluirea
revelación	dezvaluire
aluminio	aluminiu
aluminio	aluminiu
satélites	satelitul
satélites	satelit
zero	zero
infección	infectie
navales	navale
navales	naval
navales	navala
largometraje	caracteristica
largometraje	caracteristica
largometraje	trasatura
mezquita	moscheea
mezquita	moschee
kurt	kurt
contratos	contractele
contratos	contracte
guardias	garzi
guardias	paznici
definida	definite
definida	definita
definida	definit
regente	regent
terrorista	terorist
terrorista	terorista
terrorista	teroristul
desarrollando	dezvoltarea
superficial	superficial
superficial	superficiala
superficial	superficiale
superficial	superficial
superficial	superficiala
superficial	superficiale
superficial	suprafata
superficial	suprafata
superficial	suprafata
superficial	suprafata
superficial	suprafata
hardware	hardware
procesamiento	procesarea
procesamiento	procesare
procesamiento	prelucrarea
procesamiento	prelucrare
test	test
test	testul
test	incercarea
test	incercare
test	testare
redactor	editorul
redactor	redactor
redactor	editor
gaspar	kaspar
gaspar	caspar
gaspar	gaspar
estratégica	strategica
estratégica	strategice
estratégica	strategic
secundarias	secundar
secundarias	secundara
secundarias	secundare
verbo	verb
excelencia	excelenta
excelencia	excelenta
excelencia	excelenta
excelencia	excelenta
funcionario	oficial
funcionario	oficiale
funcionario	oficiala
funcionario	oficiala
explorador	scout
explorador	explorer
explorador	explorator
explorador	navigator
explorador	browserul
explorador	browser
cumpleaños	aniversare
uruguaya	uruguayan
kate	kate
taxonomía	taxonomia
útiles	util
útiles	folositor
útiles	utila
útiles	utile
útiles	folositoare
útiles	util
útiles	utila
mixto	amestecate
mixto	amestecat
mixto	mixt
mixto	mixta
interino	interimar
melodía	melody
melodía	melodia
melodía	melodie
melodía	melodie
estimación	estimeaza
estimación	estimarea
estimación	estimare
estimación	estimarea
estimación	estimare
estimación	estimat
estimación	estimata
estimación	estimate
luigi	luigi
afc	afc
albania	albania
area	zona
area	zona
area	suprafata
comunicado	comunicatul
comunicado	declaratie
comunicado	declaratia
dieciséis	sixteen
ucraniano	ucrainean
ucraniano	ucraineana
detenidos	arestata
detenidos	arestat
detenidos	retinut
detenidos	retinut
esencia	esenta
esencia	esenta
seúl	seul
seúl	seoul
conversaciones	conversatii
fijo	fixa
fijo	fix
fijo	reparat
fijo	fixat
subespecies	subspecii
descripciones	descrierile
descripciones	descrieri
fundar	fondarea
fundar	fondator
bachillerato	bacalaureatul
cuadrada	patrat
cuadrada	square
cuadrada	patrat
artísticos	artistice
artísticos	artistic
artísticos	artistica
full	plina
full	full
full	plin
full	plina
excavaciones	excavare
excavaciones	sapaturile
excavaciones	sapaturi
excavaciones	sapaturi
wii	wii
pila	baterie
pila	bateria
pila	gramada
pila	pile
pila	gramada
pila	morman
pila	gramada
pila	stack
pila	teanc
regularmente	regulat
caos	mutilare
caos	haosul
caos	haos
módulo	modul
módulo	modulul
eslovenia	slovenia
eslovenia	slovena
eslovenia	sloven
soccerway	soccerway
turcos	turcii
turcos	turci
turcos	turcilor
turcos	turcesc
turcos	turc
turcos	turci
turcos	turca
sedes	sediu
sedes	sedii
garganta	gat
garganta	gat
garganta	gatul
garganta	defileu
eficiencia	randament
eficiencia	eficienta
eficiencia	eficienta
eficiencia	eficienta
prohibido	interzis
prohibido	interzisa
prohibido	interzise
prohibido	interzis
prohibido	interzisa
prohibido	interzise
prohibido	interzis
mitre	mitre
noruego	norvegiana
noruego	norvegiene
noruego	norvegian
consistente	consistenta
consistente	consistent
consistente	consecvent
consistente	consecventa
rítmica	ritmica
rítmica	ritm
rítmica	ritmul
dulces	dulciuri
dulces	bomboane
dulces	candy
dulces	dulciuri
dulces	sweet
dulces	dulce
dulces	dulci
permanencia	permanenta
watson	watson
cantó	sang
cantó	cantat
euskera	basca
conformada	conformat
anglo	anglo
historietas	comics
philadelphia	philadelphia
grueso	vrac
grueso	groase
grueso	gros
grueso	groasa
grueso	grosime
exceso	exces
exceso	excesul
obtención	obtinerea
obtención	obtinere
triángulo	triunghi
triángulo	triunghiul
bart	bart
clero	clerului
habsburgo	habsburg
relativo	ruda
relativo	relativ
relativo	ruda
relativo	relative
relativo	relativa
cama	patul
cama	pat
eficaz	eficiente
eficaz	eficienta
eficaz	eficient
eficaz	eficienta
eficaz	eficienta
eficaz	eficace
eficaz	eficient
eficaz	efectiva
comenta	comment
comenta	comenteaza
comenta	comentarii
comenta	comentariul
comenta	comentariu
comenta	comentarii
comenta	comentariile
comenta	observatii
terminando	terminand
terminando	finisare
piedad	mila
piedad	mercy
piedad	mila
piedad	mila
piedad	pietate
camilo	camillo
camilo	camilo
ram	berbec
ram	ram
michoacán	michoacán
realismo	realism
espinosa	spinoasa
espinosa	espinosa
subespecie	subspecii
conversación	conversatie
conversación	conversatie
dante	dante
pionero	pionier
clasificar	clasifica
clasificar	clasifica
emisoras	statii
emisoras	statii
espinas	spini
espinas	spin
espinas	thorn
espinas	ghimpe
cretácico	cretacic
ted	ted
habitaciones	dormitoarele
habitaciones	dormitoare
habitaciones	camerele
habitaciones	camere
myspace	myspace
constituida	constituite
constituida	constituita
constituida	constituit
arbustos	tufisuri
arbustos	arbust
consecutivas	consecutive
consecutivas	consecutiv
aeropuertos	aeroport
aeropuertos	aeroportul
aeropuertos	aeroporturi
aeropuertos	aeroporturile
urbanización	urbanizare
mencionados	mentionat
utc+	utc+
adjunto	atasat
adjunto	atasate
adjunto	atasat
supervivencia	supravietuire
supervivencia	supravietuire
cómics	comics
pistola	pistol
pistola	pistol
pistola	arma
pistola	arma
ascensión	inaltarea
ascensión	ascensiunea
ascensión	ascensiune
ascensión	ascensiune
cover	acoperi
cover	acopera
cover	coperta
cover	coperta
cover	cover
cover	acoperire
constancia	constance
dennis	dennis
migración	migratoare
migración	migrare
migración	migratie
migración	migrarea
editora	editorul
editora	redactor
editora	editor
hunter	vanator
hunter	vanator
hunter	hunter
hunter	vanatorul
box	casuta
box	cutie
box	cutia
noventa	ninety
noventa	nouazeci
conveniente	convenabila
conveniente	convenabil
honoris	honoris
ola	ola
ola	undei
ola	val
ola	valul
ilustre	ilustrul
martha	martha
adición	adaugarea
adición	adaugand
adición	adaugarea
adición	completare
dialecto	dialectul
dialecto	dialect
gramática	gramatica
gramática	gramatica
limpieza	curatenie
limpieza	curatarea
limpieza	curatare
limpieza	curatenie
limpieza	curat
