бретань	bretagne
механік	mechanika
механік	mechanik
хронологія	chronologia
вступили	podejrzane
галицька	galicyjski
вебер	weber
ніде	nigdzie
стилів	style
консультант	konsultant
консультант	konsultanta
консультант	doradca
консультант	konsultantem
консультант	konsultacje
консультант	doradztwo
консультант	konsultacji
жер	gers
багатих	bogata
багатих	bogaty
здатністю	kruche
фінанси	finansowe
фінанси	financial
фінанси	finansowy
фінанси	finansowych
фінанси	finansowa
фінанси	finansowania
фінанси	finansowanie
фінанси	finanse
фінанси	finansów
фінанси	finanse
сталь	stal
сталь	stalowe
сталь	stali
шахи	szachy
темні	dark
темні	ciemno
темні	ciemne
темні	ciemna
темні	ciemny
темні	ciemniejsze
інженери	techników
інженери	technicy
інженери	inżynierowie
інженери	inżynieria
інженери	inżynierów
вюртемберг	wirtembergia
вивести	wyjście
стандартна	standardowy
стандартна	standardowa
стандартна	norma
стандартна	standardowe
стандартна	standard
ізраїлі	izrael
куба	kuba
соціологія	socjologii
ткаченко	tkaczenko
ясси	jassy
читає	czyta
читає	odczytuje
флоренція	florencja
шкіра	skóry
шкіра	skóra
шкіра	skóry
шкіра	skórę
шкіра	skóra
записано	napisane
записано	pisemne
записано	napisano
записано	zapisane
записано	zarejestrowany
записано	rejestrowane
записано	zapisane
записано	zarejestrowane
записано	nagrane
визначений	zdefiniowano
визначений	zdefiniowane
визначений	określonych
визначений	zdefiniowana
визначений	zdefiniowany
визначений	zdefiniowanych
поклоніння	kult
комети	komety
щоденник	dziennik
щоденник	czasopismo
щоденник	journal
щоденник	pamiętnik
щоденник	dziennik
щоденник	pamiętniku
щоденник	pamiętnik
документальні	dokumentalne
делі	delhi
договорів	oferty
сочі	soczi
джорджія	giorgia
римляни	rzymianie
римляни	rzymian
промислова	przemysłowy
промислова	przemysł
промислова	przemysłowych
промислова	przemysłowe
вимогою	wymóg
вимогою	wymaganie
сейм	sejm
міллер	miller
міллер	millera
спільна	joint
спільна	wspólnego
спільна	wspólny
спільна	wspólna
бідності	bieda
бідності	biedy
бідності	ubóstwa
бідності	ubóstwo
центрами	centra
центрами	ośrodki
правова	legalnie
правова	prawny
правова	prawne
правова	legalne
феномен	zjawiska
феномен	fenomen
феномен	zjawisko
турецький	osmańskiego
турецький	turecka
турецький	tureckie
турецький	turecki
союзники	sojuszników
союзники	sojusznikami
довше	dłuższa
довше	dłuższy
довше	dłuższe
довше	dłużej
моріс	maurice
сіра	siwy
сіра	szary
сіра	szara
сіра	szare
сіра	grey
симптоми	symptomy
симптоми	objawami
симптоми	objawy
індіанці	indian
індіанці	indianie
присвоєння	przydział
присвоєння	zadanie
необхідне	wymagana
необхідне	wymagane
необхідне	wymagany
галактик	galaktyk
галактик	galaktyki
власна	właściwa
власна	właściwe
власна	siebie
любителів	wdzięczność
любителів	uznanie
вінніпег	winnipeg
попов	popow
вікон	windows
вікон	okna
вікон	okien
хребетних	zoologii
старша	starsza
старша	starszy
старша	starsza
старша	starsze
старша	starsi
старша	starszy
стани	stany
стани	stanów
розряд	singles
розряд	single
розряд	jedynki
розряд	absolutorium
казав	powiedział
казав	said
штурм	sturm
штурм	szturm
фестивалів	festiwale
замінили	zastąpiony
замінили	zastąpiła
замінили	zastąpił
замінили	zastąpić
замінили	zastąpiona
замінили	zastąpione
роберто	roberto
шари	warstwy
шари	warstw
кадри	ramy
кадри	ramki
кадри	nakładki
покровський	pokrowski
цех	gildii
максимальний	maksimum
максимальний	maksymalnie
максимальний	maksymalny
максимальний	maksymalna
нижніх	zabezpieczających
площ	detalicznej
площ	detaliczne
нахил	tilt
трупи	zwłoki
трупи	trupy
легкі	łatwy
легкі	łatwe
легкі	łatwo
легкі	easy
діалект	dialekt
афганістан	afganistan
афганістан	afganistanu
афганістан	afganistanie
хіп	hip
хіп	biodra
хіп	biodro
блог	blog
блог	bloga
блог	blogu
термінології	terminologii
проголосували	zagłosowała
проголосували	głosowałem
проголосували	zagłosował
роджер	roger
інструкції	instrukcje
інструкції	instrukcji
інструкції	instrukcja
атлетика	lekkoatletyka
фантастика	fantastyczny
фантастика	fantastyczne
фантастика	fantastyczna
фантастика	fantastycznie
фантастика	fikcyjna
фантастика	fikcja
фантастика	fiction
сорти	odmiany
сорти	odmianę
сорти	odmiana
сорти	różnorodność
зникла	odszedł
виконавці	zasoby
виконавці	zasobów
виконавці	środki
виконавці	artystów
виконавці	artyści
виконавці	wykonawcy
бульвар	rosewood
бульвар	boulevard
євангеліє	ewangelii
євангеліє	gospel
борець	zapaśnik
самиць	samice
величин	ilości
профспілок	związki
польську	polsko
польську	polskie
польську	polski
спадкоємець	dziedzica
спадкоємець	dziedzic
негативні	negatywne
негативні	negatywny
сіро	ciro
луцій	lucjusz
заряд	opłata
заряд	ładunek
загроза	zagrożenia
загроза	zagrożenie
загроза	groźba
загроза	groźby
духовна	liturgicznej
духовна	teologiczne
перегони	wyścig
перегони	rasy
перегони	race
перегони	rasa
перегони	wyścig
перегони	racing
перегони	wyścigi
перегони	ściganie
глосарій	słownik
молодим	młoda
молодим	młody
молодим	młode
молодим	młodzi
молодим	young
регулярні	okresowych
регулярні	okresowe
ходи	ruchy
монету	monety
монету	moneta
кімната	pomieszczenie
кімната	pokój
альянс	sojusz
альянс	sojuszu
альянс	przymierze
корпорація	corporation
корпорація	korporacji
корпорація	korporacja
штук	utknął
мок	mok
кінь	konia
кінь	horse
кінь	konie
кінь	koń
кінь	koniu
сенат	senatu
сенат	senat
батьківщина	ojczyzna
батьківщина	ojczyzny
батьківщина	ojczyzny
батьківщина	ojczyzna
коробка	box
коробка	pole
коробка	pudełko
коробка	skrzynia
коробка	ramka
твердість	twardości
ланка	lanka
запалення	zapalenie
гази	gazy
гази	gazie
гази	gazy
оцінювання	punktacji
оцінювання	ocena
оцінювання	oceny
важливість	znaczenie
важливість	nasilenie
виживання	przeżycie
виживання	przetrwania
виживання	przeżycia
виживання	przetrwanie
дизель	diesel
дизель	diesla
недоліків	usterki
написала	napisała
написала	napisali
написала	pisał
написала	napisałeś
написала	napisał
багатство	bogactwo
багатство	bogactwa
багатство	majątek
багатство	bogactwo
багатство	bogactwa
винограду	winogron
винограду	winogrona
винограду	winogron
винограду	winogrona
судану	sudan
судану	sudanie
судану	sudanu
загреб	zagrzeb
остап	ostap
сидить	siada
сидить	siedzi
сидить	siedzenie
сидить	siedzący
сидить	siedzi
персонал	personelu
персонал	personel
персонал	pracownicy
персонал	kadra
персонал	kadry
обмежені	ograniczona
обмежені	ograniczony
обмежені	ograniczone
обмежені	limited
мухаммед	mohammad
мухаммед	muhammad
мухаммед	muhammad
мухаммед	mohammed
мухаммед	muhammed
вищому	premier
вищому	premiera
вищому	premierze
обрані	wyświetlane
обрані	prezentowane
обрані	polecane
обрані	rekomendowane
обрані	wybrany
обрані	zaznaczone
обрані	wybrane
обрані	wybrana
обрані	wybrano
нафта	oleje
нафта	oleju
нафта	olej
нафта	oliwa
нафта	naftowa
відправили	zaciągu
сигнали	sygnały
розділити	widelec
розділити	podział
розділити	podziel
розділити	split
сибір	syberii
міркувань	rozumowanie
міссісіпі	missisipi
міссісіпі	mississippi
конрад	konrad
конрад	konrad
конрад	conrad
безумовно	zdecydowanie
род	rod
род	pręt
арсенал	arsenał
арсенал	arsenal
абсолютна	absolutna
абсолютна	bezwzględna
абсолютна	absolutny
абсолютна	bezwzględne
маргарет	margaret
маргарет	małgorzata
сицилії	sycylii
технічно	technicznie
попередня	poprzednia
попередня	poprzedni
попередня	poprzednie
попередня	wcześniejsze
адм	adm
мазепа	mazepa
спереду	front
спереду	przodu
спереду	przód
провулки	alejki
створюючи	zapewnianie
створюючи	zapewnienie
розбив	rozbił
кандидатуру	kandydatury
кандидатуру	kandydaturę
інженерних	maszynownia
інженерних	inżynieria
інженерних	inżynierii
крус	cruz
знаючи	wiedząc
поховали	pochować
поховали	pogrzebać
суцвіття	kwiatostan
подолати	pokonać
проведених	helm
проведених	ster
підряд	kolejnych
рівноваги	równowagi
рівноваги	równowadze
рівноваги	równowaga
пілотів	piloci
пілотів	pilotów
ратуша	hala
ратуша	sala
ратуша	holu
ратуша	hall
міра	myra
міра	mira
міра	środek
міра	środka
міра	miara
міра	miary
військах	sił
військах	siły
спокою	serenity
мережах	sieci
математичні	matematyki
математичні	matematyka
математичні	matematyczne
математичні	matematyka
математичні	matematyki
математичні	matematyka
луїза	louisa
луїза	luisa
луїза	ludwika
луїза	louise
залишатися	zostań
залишатися	zostać
броні	zbroja
броні	zbroję
броні	zbroi
броні	pancerz
найвищих	najwyższa
найвищих	najwyższy
запитів	prośby
запитів	żądania
запитів	wnioski
запитів	zaproszenia
зник	odszedł
зник	zniknął
механічний	mechaniczny
механічний	mechaniczne
кераміка	ceramiki
кераміка	ware
кераміка	ceramiczne
кераміка	ceramiki
астрономи	astronomowie
дербі	darby
дербі	derby
прапором	flaga
прапором	bandery
прапором	flagi
прапором	flag
прапором	flagę
зерно	zboża
зерно	ziarna
зерно	ziarno
зерно	zboże
студій	studia
студій	badania
студій	studiów
ставка	stawki
ставка	stawka
ставка	stopa
всюди	globalnie
всюди	gdziekolwiek
всюди	wszędzie
всюди	wszedzie
виконали	zamarza
найвище	najwyższa
найвище	najwyższy
підтримання	utrzymać
підтримання	utrzymywać
гідності	godność
гідності	godności
відповідну	odpowiednia
відповідну	odpowiedni
відповідну	odpowiednie
відповідну	stosowne
відповідну	właściwe
реалізацію	realizacji
реалізацію	realizacja
реалізацію	wdrożenie
реалізацію	wykonanie
реалізацію	wdrażanie
проза	proza
вираження	wyrażanie
виграли	wygrane
виграли	won
виграли	wygrał
путівник	przewodniku
путівник	poradnik
путівник	przewodnikiem
путівник	przewodnika
путівник	przewodnik
матриця	macierz
матриця	matrix
матриця	matrycy
філолог	lingwista
розчин	moździerz
розчин	rozwiązanie
розчин	roztwór
розчин	rozwiązania
баланс	równowagi
баланс	bilans
баланс	saldo
баланс	równowaga
тунель	tunele
тунель	tunelu
тунель	tunel
верес	veres
визначена	zdefiniowano
визначена	zdefiniowane
визначена	określonych
визначена	zdefiniowana
визначена	zdefiniowany
визначена	zdefiniowanych
визначена	zidentyfikowane
визначена	zidentyfikowano
визначена	zidentyfikowany
визначена	stwierdzone
розгортання	rozszerzenie
розгортання	rozbudowa
розгортання	ekspansji
випускник	absolwent
мат	ziomek
мат	mat
мат	kolego
потоцький	potocki
ветеран	weteran
вірогідно	podobno
вірогідно	przypuszczalnie
герберт	herbert
похідні	pochodne
змусили	zmuszony
змусили	zmuszeni
вирощують	rosną
вирощують	rosnąć
художниця	artystka
художниця	artyści
художниця	artysta
художниця	wykonawca
корінь	korzenie
корінь	korzeń
корінь	root
корінь	pierwiastek
алкоголю	napoje
алкоголю	napojów
алкоголю	alkoholu
алкоголю	alkohol
медічі	medici
відзначення	kos
звільнили	zwolniona
звільнили	zwolniony
звільнили	zwolnieni
договори	traktaty
договори	traktatów
бурятія	buriacji
занепад	ruin
занепад	ruiny
занепад	doom
занепад	zagłada
арабська	arabskie
арабська	arabski
процесора	gpu
процесора	procesora
процесора	procesor
симона	simone
мартин	marcin
мартин	mewa
метали	metale
метали	metalowe
метали	metalowy
метали	metal
метали	metale
дені	dani
модулі	modułów
модулі	moduły
дозволити	umożliwić
дозволити	włącz
дозволити	umożliwić
їхньому	ich
пшениці	pszenica
пшениці	pszenicy
фірм	firm
співдружності	commonwealth
співдружності	wspólnota
незалежний	niezależny
незалежний	niezależnych
незалежний	niezależni
незалежний	niezależna
незалежний	niezależne
величезна	ogromny
величезна	ogromna
величезна	ogromne
штучний	sztuczna
штучний	sztuczny
штучний	sztuczne
двадцяти	dwadzieścia
чернівців	czerniowce
підтверджує	potwierdza
подією	wydarzenie
подією	wydarzenia
подією	zdarzenie
рука	ręka
рука	ramię
рука	rękę
рука	dłoń
рука	ręka
стиснення	kompresji
реальність	rzeczywistości
реальність	rzeczywistość
реальність	reality
тридцять	trzydzieści
тридцять	thirty
подію	wydarzenie
подію	wydarzenia
подію	zdarzenie
неправильно	źle
аналогічний	analogiczny
аналогічний	analogiczne
диски	tarcze
диски	dyski
диски	dyski
улюблений	ulubione
улюблений	ulubiony
улюблений	ulubiona
улюблений	ulubione
улюблений	ulubiona
улюблений	ulubionych
улюблений	ulubiony
іспанською	hiszpanie
іспанською	hiszpańskie
іспанською	hiszpańska
іспанською	hiszpański
доведено	udowodniła
доведено	udowodnił
доведено	udowodniono
доведено	udowodnione
ззаду	back
ззаду	wstecz
ззаду	powrót
суперників	rywali
суперників	przeciwnicy
суперників	przeciwników
фернандо	fernando
шон	shawn
шон	shauna
шон	shaun
шон	sean
шон	seana
янки	jankesi
янки	yankee
статистичні	statystyczne
статистичні	statystyczny
цвітіння	kwiat
фан	fana
фан	wachlarz
фан	wiatrak
фан	fan
фан	wentylator
фан	fang
трикутник	trójkąta
трикутник	trójkąt
муреш	mureș
клермон	clermont
крива	krzywa
крива	krzywej
крива	krzywą
дорошенко	doroszenko
радника	doradca
радника	doradcą
кіпру	cypr
самець	samiec
самець	męskie
самець	męska
самець	męski
самець	mężczyzna
заново	odbudowa
заново	odbudować
кримська	krymskiej
емілія	emilia
емілія	amelia
голокосту	holokaustu
різновидів	smaki
різновидів	smaków
гессен	hesse
віл	wil
віл	hiv
леопольд	leopold
актуальні	najpopularniejsze
актуальні	popularne
тяжіння	grawitacja
тяжіння	grawitację
індонезія	indonezja
прованс	provence
вимова	wymowa
наступником	następcą
наступником	następcę
наступником	następca
наступником	następcy
серійний	serial
серійний	seryjny
серійний	seryjne
францію	francji
францію	francja
францію	france
аверс	awers
автономний	autonomiczne
автономний	autonomicznych
автономний	autonomiczny
автономний	offline
включати	dołącz
включати	obejmować
арагон	aragón
арагон	aragon
тонкі	szczupła
тонкі	cienkie
тонкі	cienka
тонкі	chudy
тонкі	cienki
митці	artystów
митці	artyści
митці	wykonawcy
сант	sant
підлітків	teen
підлітків	nastolatka
підлітків	nastolatek
підлітків	młodzież
підлітків	młodzieży
закриті	zamknięty
закриті	nieczynne
закриті	zamknięte
закриті	zamknięta
мідь	miedzi
мідь	miedź
ростислав	rostisław
воїн	wojownika
воїн	wojownik
уельс	walii
духовні	duchowy
духовні	duchowego
духовні	duchowym
духовні	duchowej
духовні	duchowe
розробник	programista
розробник	twórca
розробник	twórcy
розробник	deweloper
розробник	wykonawca
янг	młoda
янг	młody
янг	młode
янг	młodzi
янг	young
шостий	szóstej
шостий	szóste
шостий	szósta
шостий	szósty
вісь	osi
вісь	osie
вісь	oś
єврейська	żyd
єврейська	żydem
єврейська	żydowskie
єврейська	żydowska
єврейська	żydzi
єврейська	żydowski
єврейська	hebrajski
колон	colón
колон	okrężnicy
податок	podatki
податок	podatek
прокурора	adwokat
прокурора	prawnik
прокурора	oskarżyciel
прокурора	prokurator
рядка	wiersz
рядка	linia
рядка	line
рядка	linii
гранд	grandes
гранд	grande
гранд	wielka
гранд	grand
сталін	stalin
сталін	stalina
дует	duet
секція	sekcję
секція	sekcji
секція	dział
секція	sekcja
латинська	łacińskiej
шахтар	szachtar
шахтар	górnik
адаптації	dostosowanie
адаптації	dostosowania
адаптації	przystosowanie
позначені	oznaczone
позначені	oznaczona
позначені	oznaczono
позначені	oznaczony
колеги	współpracownika
колеги	współpracownik
підтримати	wsparcia
підтримати	wsparcie
підтримати	wspieranie
дзеркала	lusterka
дзеркала	lustra
штучні	sztuczna
штучні	sztuczny
штучні	sztuczne
публікація	historia
публікація	story
публікація	opowieść
публікація	zdarzenie
публікація	opowiadanie
публікація	publikacja
публікація	publikacji
публікація	publikowanie
публікація	publikacje
публікація	publikowanie
публікація	wydawnictwo
публікація	publikacja
публікація	wydawnictwa
публікація	publikacje
публікація	publikowania
публікація	publikowanie
едмонтон	edmonton
здійснюються	obsługiwany
здійснюються	operował
здійснюються	obsługiwane
здійснюються	użytkowane
адріан	adriaen
адріан	adrián
адріан	hadrian
адріан	adrian
якесь	niektóre
якесь	niektórzy
якесь	trochę
італію	włochy
кора	cora
спалили	spalony
спалили	spalone
спалили	spalona
спалили	spalił
ядер	jądra
звіти	raporty
звіти	sprawozdania
звіти	zgłoszenia
звіти	raportów
спеціалізовані	wyspecjalizowane
спеціалізовані	specjalistyczne
надгробок	nagrobek
правосуддя	sprawiedliwości
правосуддя	sprawiedliwość
сміття	śmieci
сміття	śmieć
сміття	śmieci
сміття	bzdury
пор	portu
пор	port
природним	naturalnie
колесо	koło
колесо	koła
колесо	opona
юлій	julius
юлій	juliusz
враховувати	rozważenie
приток	dopływów
череп	czaszka
череп	czaszki
череп	czaszkę
захоплені	złapany
захоплені	złapana
захоплені	złapani
захоплені	schwytany
вгорі	upper
вгорі	górne
вгорі	górny
вгорі	górna
вгорі	top
вгорі	szczyt
вгорі	góra
коричневі	brązowa
коричневі	brown
коричневі	brązowe
коричневі	brąz
коричневі	brązowy
колона	kolumny
колона	kolumnie
колона	kolumna
колона	colonna
рідкісний	rzadka
рідкісний	rzadkość
рідкісний	rzadkie
рідкісний	rzadki
рідкісний	rzadko
піднімається	wschodzi
піднімається	rośnie
купол	kopuły
купол	dome
купол	kopuła
передбачав	przewidywany
передбачав	przewidział
передбачав	przewidywana
передбачав	przewidywane
почути	usłyszeć
лео	leo
жорстоко	okrutna
жорстоко	okrutny
жорстоко	okrucieństwo
жорстоко	okrutne
жорстоко	brutalnie
валя	valea
мандрівник	podróżnik
мандрівник	podróżnik
мандрівник	wanderer
барі	bari
багатства	majątek
багатства	bogactwo
багатства	bogactwa
худ	hood
худ	kaptur
тренування	kształcenie
тренування	szkolenia
тренування	trening
тренування	szkolenie
тренування	treningi
тренування	ćwiczyć
тренування	ćwiczy
мільйон	milion
мільйон	mln
мільйон	miliony
малювання	obraz
малювання	malarstwo
малювання	malowanie
малювання	rysunek
малювання	losowanie
сімейство	rodzina
сімейство	rodziny
сімейство	rodzinne
сімейство	rodzinka
сімейство	rodzinnie
прийоми	sztuczki
аполлон	apollo
рафаель	raphael
рафаель	rafał
рафаель	rafael
рафаель	rafał
рафаель	raphaël
урану	uran
урану	uranu
дума	dumy
перевагою	przewaga
перевагою	korzyść
перевагою	przewagę
судова	sądowy
зібрано	zbudowany
зібрано	wybudowany
зібрано	zbudowane
зібрано	zbudowano
зібрано	zbudowana
зібрано	skompilowane
зібрано	zebrane
зібрано	zgrupowane
зібрано	zebrane
зібрано	gromadzone
зібрано	pobrana
зібрано	zbierane
переконати	przekonać
розлучення	rozwód
виключення	wykluczyć
виключення	wyjątku
виключення	wyjątkiem
виключення	wyjątki
виключення	wyjątek
пен	peng
пен	szpilki
пен	pin
сервера	cervera
сервера	serwer
сервера	server
сервера	serwera
сервера	serwery
люфтваффе	luftwaffe
штучно	sztucznie
штучно	fikcyjna
фотограф	fotografa
фотограф	fotograf
фотограф	fotografem
корсунь	korsuń
стрічку	taśmy
стрічку	taśma
попит	popytu
попит	popyt
попит	zapotrzebowanie
попит	żądanie
крайній	porno
винахід	wynalazek
змінилася	zmieniono
змінилася	zmienione
змінилася	zmienił
змінилася	zmieniony
записати	piszcie
записати	pisać
записати	napisać
записати	napisz
записати	pisz
записати	rekord
записати	zapis
записати	płyta
записати	płonie
записати	spalić
записати	spal
куби	kuba
уникати	uniknąć
уникати	unikać
уникати	unikaj
звільнено	zwolniona
звільнено	zwolniony
звільнено	zwolnieni
звільнено	uwolnił
звільнено	uwolniony
албанія	albania
албанія	albanii
туристичний	turystycznych
туристичний	turystyczna
туристичний	turystyczny
туристичний	turysta
пола	pola
дружба	przyjaźnie
дружба	przyjaźni
дружба	znajomość
дружба	przyjaźń
чорногорія	czarnogóra
венера	venus
венера	wenus
айрес	aires
зменшує	zmniejsza
зменшує	maleje
зменшує	zmniejsza
могилу	grobie
могилу	grób
могилу	grobu
ніжин	nieżynie
підключення	podłączenie
підключення	łączące
підключення	łączenie
комбінації	kombinacji
комбінації	kombinacje
поліцейський	policjant
поліцейський	gliny
поліцейський	glina
поліцейський	gliniarz
поліцейський	policjant
шукає	dąży
шукає	poszukuje
дам	dame
поверхонь	powierzchnie
конкретно	konkretnie
конкретно	specjalnie
воювали	walczyli
воювали	walczył
курорт	resort
позитивний	pozytywna
позитивний	pozytywne
позитивний	dodatni
позитивний	pozytywnie
позитивний	pozytywny
туніс	tunezja
туніс	tunezja
туніс	tunis
чай	herbaty
чай	herbatka
чай	herbata
кримінальні	kryminalne
кримінальні	karnego
кримінальні	przestępcy
кримінальні	przestępca
кримінальні	kryminalista
вірус	wirusów
вірус	wirus
вірус	wirusy
вірус	wirusa
зосереджені	koncentracją
висловлювання	wyjście
розрив	break
розрив	przerwa
розрив	złamać
розрив	luka
розрив	gap
куля	sfery
куля	kuli
куля	kula
куля	nabój
куля	pocisk
куля	kula
куля	kulka
легенд	legend
легенд	legendy
органічні	organicznych
органічні	organiczne
органічні	ekologiczna
органічні	organiczny
органічні	ekologiczne
капели	freski
підприємців	przedsiębiorcy
підприємців	przedsiębiorcom
підприємців	przedsiębiorców
ресторан	restauracja
ресторан	restauracji
цілу	całość
цілу	cały
цілу	cała
цілу	całe
підняття	wychowanie
підняття	podnoszenie
підняття	podniesienie
згоду	zatwierdzanie
згоду	zatwierdzenia
згоду	homologacji
згоду	zatwierdzenie
згоду	zgody
згоду	zgoda
коричневий	brązowa
коричневий	brown
коричневий	brązowe
коричневий	brąz
коричневий	brązowy
ірані	irani
археологічний	archeologiczne
коробки	skrzynie
коробки	skrzynki
коробки	pudełka
коробки	pudła
лави	lawa
шкода	żal
шкода	szkoda
шкода	litości
шкода	przepraszam
шкода	żal
шкода	żałować
делла	della
фарби	farba
фарби	farby
сформовано	utworzony
сформовано	utworzona
сформовано	utworzone
собака	psie
собака	psy
собака	pies
собака	piesek
шолом	hełm
шолом	kask
пропаганда	propaganda
пропаганда	propagandy
таджикистану	tadżykistan
записані	napisane
записані	pisemne
записані	napisano
записані	zapisane
шевчук	szewczuk
впливати	wpływ
впливати	wpływy
швейцарський	szwajcarski
швейцарський	szwajcarską
швейцарський	szwajcaria
сильних	upoważniona
сильних	upoważniony
сильних	uprawniona
підприємстві	placówki
підприємстві	placówka
лікуванні	traktowanie
лікуванні	traktować
лікуванні	traktuj
лікуванні	leczyć
ліцензію	licencja
ліцензію	licencje
ліцензію	licencji
ліцензію	licencja
ліцензію	licencji
ліцензію	licencje
курт	kurt
курт	kurta
курт	curt
сумнів	wątpliwość
сумнів	wątpliwości
змішані	zmieszane
змішані	mieszane
змішані	mieszana
змішані	mieszany
змішані	mieszanej
підтверджено	potwierdzona
підтверджено	potwierdzam
підтверджено	potwierdzono
підтверджено	potwierdzone
підтверджено	zatwierdzony
підтверджено	zatwierdzono
підтверджено	zatwierdzona
підтверджено	zatwierdzone
підтверджено	zatwierdzonych
індивідуальні	indywidualny
індивідуальні	indywidualne
індивідуальні	poszczególnych
індивідуальні	indywidualnie
кримські	krymskiej
заарештовано	aresztowany
заарештовано	aresztowana
заарештовано	aresztowani
альтернативний	alternatywna
альтернативний	alternatywne
альтернативний	alternatywa
альтернативний	alternatywny
альтернативний	alternatywnie
альтернативний	zastępca
альтернативний	alternatywny
альтернативний	zastępców
альтернативний	alternatywne
альтернативний	alternatywna
континенту	kontynent
ванкувер	vancouver
небесної	bosko
зла	zło
зла	zły
зла	evil
зла	zła
траса	śladu
траса	ślad
встановлює	zestawy
встановлює	komplety
глядача	widzowie
глядача	widzów
геологічні	geologiczna
заслуговує	zasługuje
холодна	zimno
холодна	chłód
холодна	zimne
холодна	zimny
холодна	zimna
фільтр	filtry
фільтр	filtr
сильна	silna
сильна	silny
сильна	mocne
сильна	silne
сильна	mocna
мера	burmistrz
мера	burmistrza
важливості	znaczenie
репертуар	repertuar
ваз	vaz
ваз	wazy
ярмарок	sprawiedliwy
ярмарок	uczciwie
ярмарок	targi
ярмарок	fair
ярмарок	jarmark
ліцензія	licencja
ліцензія	licencje
ліцензія	licencji
ліцензія	licencja
ліцензія	licencji
ліцензія	licencje
геть	dala
пісок	piach
пісок	piasek
пісок	piasku
пера	pera
пера	pióro
пера	piórko
гірше	gorzej
гірше	gorszy
гірше	gorsze
ворог	wróg
ворог	wrogowie
ворог	wroga
невдало	nieudane
невдало	niepowodzenie
невдало	zawodzi
девіз	motto
лицарі	rycerzy
лицарі	rycerze
тривалості	zaniedbania
тривалості	zaniedbanie
часті	częste
часті	często
завершити	skończyć
завершити	koniec
завершити	end
завершити	kompletny
завершити	kompletna
завершити	kompletne
підняти	podnieść
підняти	podnieść
розквіт	kwitnie
змінні	zmiennych
змінні	zmienne
чоловічу	męskość
чоловічу	męskości
клер	claire
клер	clair
нікого	ktokolwiek
нікого	każdy
нікого	nikt
террі	terry
раннє	wczesny
раннє	wczesna
раннє	wcześnie
раннє	wczesne
задня	tylny
задня	tylnej
вибрана	wybrany
вибрана	wybrano
вибрана	wybrane
вибрана	wybrani
вибрана	wybrana
інфраструктура	infrastruktury
інфраструктура	infrastrukturę
інфраструктура	infrastruktura
присвячено	poświęcone
присвячено	oddany
присвячено	poświęcona
присвячено	poświęcony
присвячено	oddani
спорядження	bieg
кіото	kioto
продюсери	producenci
продюсери	producentów
продюсери	producentom
навчальної	tutorial
математичної	matematyki
математичної	matematyka
реалізувати	wdrożenie
реалізувати	wdrożenia
наміри	intencje
наміри	zamiary
наміри	intencji
черепаха	turtle
черепаха	żółwia
черепаха	żółwie
черепаха	żółw
черепаха	żółwia
черепаха	żółw
синонім	synonim
кінематограф	kino
кінематограф	kina
страв	naczynia
стік	przepust
браян	brian
браян	briana
браян	bryan
гільдії	gildii
рон	rhône
рон	rona
рон	ron
ілюстрація	ilustracja
традиційна	tradycyjnie
традиційна	tradycyjne
традиційна	tradycyjna
традиційна	tradycja
традиційна	tradycyjny
традиційна	tradycyjnych
симон	szymon
симон	simon
іконостас	ikonostas
залізний	żelazna
залізний	żelazo
залізний	żelaza
залізний	iron
залізний	żelazko
якоб	jacob
якоб	jakuba
якоб	jakub
якоб	jakob
воскресіння	wskrzesić
воскресіння	zmartwychwstania
воскресіння	zmartwychwstanie
рукописи	rękopisy
тримається	linger
соліст	frontmanem
вихідний	wychodzących
вихідний	wychodzące
збираються	zbieranie
збираються	zgromadzenie
збираються	zebranie
збираються	gromadzenie
видати	absolutorium
мовні	językowej
привілеї	uprawnienia
привілеї	przywileje
привілеї	przywilej
фраза	wyrażenie
міфи	mity
фольклор	folk
фольклор	ludowa
фольклор	folklor
заповіт	testament
заповіт	testamentu
будівельник	budowniczy
скарби	skarby
рання	wczesny
рання	wczesna
рання	wcześnie
рання	wczesne
джейсон	jasona
джейсон	jason
комерційного	komercyjny
комерційного	komercyjne
юліан	julian
юліан	juliana
анатомія	anatomii
федеральний	federalny
федеральний	federalnej
федеральний	federalne
федеральний	federalna
тед	ted
польщу	poland
польщу	polsce
польщу	polski
польщу	polska
керрі	kerry
керрі	carrie
польовий	arvense
страйк	strike
страйк	strajk
віддали	dały
віддали	dał
платівки	records
платівки	rekordy
платівки	zapisy
рибу	ryby
рибу	ryba
рибу	ryb
рибу	rybka
рибу	rybki
оригінал	oryginalna
оригінал	pierwotnym
оригінал	oryginalny
оригінал	oryginał
оригінал	oryginalne
підвищує	zwiększa
підвищує	podwyżki
тихий	pacyfiku
тихий	pacific
тихий	pacyfik
відмова	porażki
відмова	porażka
відмова	niepowodzenie
відмова	niewydolność
відмова	awaria
камер	kamery
камер	aparaty
себастьян	sebastian
себастьян	sebastiana
себастьян	sebastián
єзуїтів	jezuici
стелі	sufitu
стелі	suficie
стелі	sufit
стелі	pułap
постійна	stałe
постійна	stały
постійна	stałej
постійна	stała
євгеній	eugene
хоп	hop
підвищити	zwiększenie
підвищити	wzrost
змії	węże
змії	węże
змії	węża
змії	wąż
безпосередній	natychmiastowe
безпосередній	natychmiastowa
безпосередній	natychmiastowy
