போட	zet
கொன்றார்	gedood
கொன்றார்	vermoord
இருத்தலியல்	existentiële
கிரியோல்	creools
காளான்	paddestoelen
காளான்	paddenstoel
போதைப்பொருள்	drug
துணிகள்	stoffen
துணிகள்	weefsels
இடித்து	crashte
இடித்து	neergestort
இடித்து	gecrasht
மதங்கள்	religies
ஓடுகள்	tegels
டெர்	der
ஃபோர்ப்ஸ்	forbes
இயக்கிகள்	coureurs
இயக்கிகள்	chauffeurs
இயக்கிகள்	rijders
பிலடெல்பியா	philadelphia
ஜெயின்	jain
இரங்கல்	medeleven
இரங்கல்	condoleances
செம்பிலான்	sembilan
கடிகாரங்கள்	horloges
ராஸ்	ross
எலுமிச்சை	limoen
எலுமிச்சை	lemon
எலுமிச்சை	citroen
எலுமிச்சை	limoen
எலுமிச்சை	kalk
எலுமிச்சை	lime
மனிதனும்	ziel
மனிதனும்	soul
பதக்கங்களை	medailles
ரீட்	riet
ரீட்	reed
ஆனந்தம்	joy
ஆனந்தம்	blijdschap
ஆனந்தம்	vreugde
மார்க்கம்	religie
மார்க்கம்	godsdienst
மார்க்கம்	markham
காய்கறி	groente
காய்கறி	plantaardig
காய்கறி	groenten
முதிர்ச்சி	looptijd
முதிர்ச்சி	volwassenheid
முதிர்ச்சி	rijpheid
ஷேன்	shane
குறும்படம்	miniatuur
குறும்படம்	icoon
குறும்படம்	pictogram
சோனியா	sonia
நீரியல்	hydrologie
இலைகளை	bladeren
இலைகளை	blaadjes
அசுரன்	monster
கிளாரா	clara
தேவாலயத்தில்	piazza
நிழலில்	schaduw
அரி	ari
அரி	ary
செயல்படுத்துகிறது	verwerking
செயல்படுத்துகிறது	verwerken
சளி	koude
சளி	kou
சளி	koud
சளி	verkoudheid
சளி	verkouden
கொடூரமான	wrede
கொடூரமான	wreed
கொடூரமான	bruut
கொடூரமான	brutaal
கொடூரமான	brute
கொடூரமான	wreed
முசோலினி	mussolini
தூதுவர்	ambassadeur
செக்ஸ்	seks
செக்ஸ்	geslacht
செக்ஸ்	sex
பாலினம்	geslacht
குணப்படுத்தும்	helende
குணப்படுத்தும்	genezing
குணப்படுத்தும்	genezen
கைபேசி	cell
கைபேசி	cel
கைபேசி	mobile
கைபேசி	mobiel
முரணாக	ironisch
முரணாக	ironische
முரணாக	ironie
காலாண்டு	driemaandelijkse
காலாண்டு	driemaandelijks
காலாண்டு	kwartaal
காலாண்டு	kwart
காலாண்டு	kwartaal
காலாண்டு	kwartje
பபெட்	buffett
புலங்கள்	velden
புலங்கள்	fields
புலங்கள்	akkers
அன்னிய	buitenlands
பரவுகிறது	verspreidt
பண்டிட்	pandit
ஏறு	beklimmen
ஏறு	klim
ஏறு	klimmen
மரபை	nalatenschap
மரபை	erfenis
புகலிடம்	beschutte
புகலிடம்	beschut
புகலிடம்	toevluchtsoord
புகலிடம்	toevlucht
சவாலாக	aangevochten
சவாலாக	uitgedaagd
இம்ரான்	imran
எண்ணங்களை	gedachten
எண்ணங்களை	gedachtes
மடிப்பு	wrap
மடிப்பு	inpakken
மடிப்பு	wikkel
அளவுகோல்	schaal
அளவுகோல்	schalen
புதுப்பிக்கத்தக்க	hernieuwbare
நகர்வுகள்	moves
நகர்வுகள்	beweegt
ஹெக்டர்	hector
வெண்கல	bronzen
வெண்கல	brons
வெண்கல	bronze
குணப்படுத்த	genezen
குணப்படுத்த	kuur
குணப்படுத்த	geneesmiddel
குணப்படுத்த	genezing
குணப்படுத்த	genezen
ரோல்	rollen
ரோல்	rol
ஆல்பங்கள்	albums
கெல்லி	kelly
முதுகெலும்பு	ruggengraat
முதுகெலும்பு	wervelkolom
பாக்கியம்	gezegende
பாக்கியம்	zalig
பாக்கியம்	gezegend
சிறகு	vleugel
சிறகு	wing
சிறகு	wings
சிறகு	vleugels
பட்டாணி	erwt
பட்டாணி	erwten
சர்ச்சில்	churchill
அங்கீகரிக்கப்பட்டது	goedgekeurde
அங்கீகரிக்கப்பட்டது	goedgekeurd
ஆற்றலும்	energie
கூட்டுக்	gecombineerd
கூட்டுக்	gecombineerde
ஆக்கி	verwerker
ஆக்கி	processor
கடற்படையினர்	mariniers
நிபுணத்துவம்	vakkennis
நிபுணத்துவம்	expertise
நிபுணத்துவம்	deskundigheid
கற்பு	kuisheid
கவர்ந்தது	inspireert
ஈடன்	eden
கொன்றது	gedood
கொன்றது	vermoord
அதிகபட்சம்	max
அதிகபட்சம்	maximale
அதிகபட்சம்	maximaal
அதிகபட்சம்	maximum
சுருங்கி	psychiater
சுருங்கி	psych
சுருங்கி	krimpen
கிட்	git
கிட்	setje
கிட்	kit
செய்தியாளர்	pers
செய்தியாளர்	druk
செய்தியாளர்	verslaggeefster
செய்தியாளர்	verslaggever
செய்தியாளர்	journaliste
செய்தியாளர்	journalist
செய்தியாளர்	reporter
வகுத்தது	geplaveid
சிப்	chip
சிப்	fiche
புக்கர்	booker
கேளிக்கை	ontspanning
கேளிக்கை	recreatie
கேளிக்கை	vermaak
கேளிக்கை	amusement
கேளிக்கை	entertainment
சமோவா	samoa
பந்துகள்	ballen
பந்துகள்	balletjes
பருவங்கள்	seizoenen
குடியேற்றவாத	kolonisatie
வாத	terror
வாத	terreur
வாத	verschrikking
நிலுவையில்	hangende
நிலுவையில்	afwachting
யுனிக்ஸ்	unix
தொட்டில்	wieg
தொட்டில்	cradle
புண்கள்	zweren
விஸ்டா	vista
வாசம்	adem
கோளம்	bol
திரையரங்கு	theater
பின்புலம்	achtergrondinformatie
பின்புலம்	achtergrond
பின்னோக்கி	achterwaarts
பின்னோக்கி	achteruit
பின்னோக்கி	achterstevoren
பின்னோக்கி	achterwaarts
தத்து	tabblad
தத்து	tab
லம்போர்கினி	lamborghini
ஆலோசனைக்	consultatie
ஆலோசனைக்	overleg
ஆலோசனைக்	raadpleging
தனிமையில்	alone
தனிமையில்	alleen
தனிமையில்	eenzaamheid
தனிமையில்	eenzame
தனிமையில்	eenzaam
தனிமையில்	eenzaamheid
வழிகாட்டல்	begeleiding
வழிகாட்டல்	oriëntatie
வழிகாட்டல்	leidraad
தன்னைத்தானே	zichzelf
தன்னைத்தானே	hemzelf
விக்கெட்	wicket
பார்வைகள்	bezoeken
பார்வைகள்	weergaven
நோக்கங்களை	intenties
நோக்கங்களை	bedoelingen
நோக்கங்களை	voornemens
பளிங்கு	knikker
பளிங்கு	marmer
பளிங்கு	marble
பளிங்கு	marmeren
மனிதர்களும்	mensjes
மனிதர்களும்	mensen
திட்டமும்	schaven
வாக்கியம்	zin
வாக்கியம்	zin
வாக்கியம்	straf
வாக்கியம்	vonnis
சொற்பொருள்	semantische
எதிரானது	tegen
அனுப்புகிறது	versturen
சுமேரிய	soemerische
கலந்துகொண்டார்	bijgewoond
கலந்துகொண்டார்	ging
துவக்கி	launcher
துவக்கி	starter
பூனைகள்	katten
வார்சா	warschau
புள்ளிவிவரம்	statistiek
புள்ளிவிவரம்	statistieken
புள்ளிவிவரம்	inzichten
புள்ளிவிவரம்	statistieken
பாஸ்கல்	pascal
மார்க்கெட்	markt
கணங்கள்	moments
கணங்கள்	momenten
கணங்கள்	ogenblikken
சோமாலியா	somalië
படத்தொகுப்பு	collage
மீனவர்	vissers
மீனவர்	vissers
மீனவர்	visser
குண்டூர்	guntur
பென்சீன்	benzeen
இருக்கவும்	blijven
இருக்கவும்	blijf
துல்லியம்	nauwkeurigheid
துல்லியம்	precisie
குவளை	mok
தொழிற்சாலையில்	fabriek
தொழிற்சாலையில்	factory
ராக்கெட்	raket
ராக்கெட்	rocket
இயல்பை	natuur
வித்து	zaden
வித்து	zaaigoed
வித்து	zaad
வித்து	zaaizaad
பானங்கள்	dranken
பானங்கள்	drankjes
பானங்கள்	drankje
பானங்கள்	dranken
நினைக்கும்	denk
நினைக்கும்	denken
பெயர்ச்சி	vervangen
பெயர்ச்சி	vervang
தற்செயலாக	onbedoeld
தற்செயலாக	onopzettelijk
சந்த்	chand
நாட்டினர்	landgenoten
சமத்துவம்	neutraliteit
சமத்துவம்	gelijkheid
நடப்பில்	doorlopend
நடப்பில்	lopende
நடனங்கள்	danst
நிபந்தனைகள்	omstandigheden
நிபந்தனைகள்	condities
நிபந்தனைகள்	voorwaarden
விடு	verlof
விடு	verlaat
விடு	vertrek
விடு	verlaten
விடு	drop
துர்கா	durga
அலபாமா	alabama
தொழுகை	salah
அன்ட்ரூ	andrew
நெருங்கி	naderen
நெருங்கி	nadert
ரேகை	lengtegraad
பாலைவனத்தில்	woestijn
டான்ஸ்	dons
லூசியானா	louisiana
கரைப்பான்	oplosmiddel
எறிந்து	gegoten
எறிந்து	cast
எறிந்து	gips
கலீபா	kalief
தந்திரம்	trick
தந்திரம்	truc
தந்திரம்	truuk
அறிவார்ந்த	intelligente
அறிவார்ந்த	intelligent
மதிப்பாய்வு	beoordeling
மதிப்பாய்வு	recensie
மதிப்பாய்வு	herziening
மதிப்பாய்வு	matiging
குவான்	guan
குவான்	quan
ஆர்எஸ்எஸ்	rss
நேர்மை	eerlijkheid
பொறாமை	jaloers
பொறாமை	nijd
பொறாமை	afgunst
பொறாமை	jaloezie
பொறாமை	jaloezie
கச்சா	ruwe
கச்சா	grof
கச்சா	ruw
கோட்டா	kota
வரவிருக்கும்	komende
வரவிருக்கும்	opkomende
வரவிருக்கும்	aanstaande
வரவிருக்கும்	aankomende
வரவிருக்கும்	aankomend
அவுட்லுக்	outlook
அவுட்லுக்	vooruitzichten
சூசன்	susan
காமெடி	comedy
காமெடி	komedie
நையாண்டி	satire
கமிட்டி	commissie
கமிட்டி	comité
தீராத	chronisch
வைக்கோல்	rietje
வைக்கோல்	stro
இப்ராஹிம்	ibrahim
ஆயுர்வேத	ayurvedische
முத்துக்கள்	parels
அலோர்	alor
ஆமைகள்	schildpadden
ஆமைகள்	schildpadden
ஆமைகள்	turtles
அலெக்சாந்திரியா	alexandrië
அலெக்சாந்திரியா	alexandria
மென்பொருளில்	schakelt
சாதாரணமான	middelmatige
சாதாரணமான	middelmatig
சேவா	seva
புள்ளிவிவர	statistisch
புள்ளிவிவர	statistische
பங்களா	bungalow
பங்களா	bangla
ஜூலியஸ்	julius
ஈஸ்ட்	gist
பரிணாமம்	evolution
பரிணாமம்	ontwikkeling
பரிணாமம்	evolutie
கல்யாண்	kalyan
பங்கேற்பு	deelneming
பங்கேற்பு	participatie
பங்கேற்பு	deelname
பங்கேற்பு	bijwonen
சோலார்	zonne
சோலார்	solar
மேகங்கள்	wolken
மேகங்கள்	bewolking
கேம்ஸ்	games
கேம்ஸ்	spelletjes
கேம்ஸ்	spellen
கருட	garuda
நீரோ	nero
பூத	lichamelijk
பூத	lichamelijke
பூத	fysieke
பூத	fysiek
நெரிசல்	opstoppingen
நெரிசல்	congestie
நெரிசல்	verkeersopstoppingen
நெரிசல்	stormloop
வாய்க்கால்	kanaal
கடலியல்	oceanografie
இறைவனிடம்	heer
இறைவனிடம்	lord
இறைவனிடம்	heere
ரொனால்ட்	ronald
கொலராடோ	colorado
வளாகங்கள்	campussen
மிதவை	zwevende
மிதவை	zweven
மிதவை	zwevend
மிதவை	drijvend
மிதவை	drijvende
கிரந்த்	granth
முதலீட்டாளர்	belegger
முதலீட்டாளர்	investeerder
உணரிகள்	sensors
உணரிகள்	sensoren
நசீர்	nasir
நசீர்	nazir
சோர்வு	moeheid
சோர்வு	vermoeidheid
சோர்வு	moe
சோர்வு	vermoeid
எவரெஸ்ட்	everest
திறக்க	open
திறக்க	openen
வானியற்பியல்	astrofysica
குழப்பத்தை	opruiing
சையது	syed
இடைவெளிகள்	ruimtes
இடைவெளிகள்	spaties
இடைவெளிகள்	ruimten
இரவும்	avond
இரவும்	nacht
இரவும்	avondje
அத்தியாவசிய	essentiële
அத்தியாவசிய	onmisbaar
அத்தியாவசிய	essentieel
ஏதுமில்லை	geen
முன்னோக்கி	forward
முன்னோக்கி	voorwaarts
முன்னோக்கி	vooruit
முன்னோக்கி	doorsturen
ராஜு	raju
பயன்முறை	modus
பயன்முறை	mode
பெர்க்சையர்	berkshire
ஜிமெயில்	gmail
ஆர்வமும்	tendensen
ஆர்வமும்	neigingen
கவர்ச்சியான	sexy
சுலைமான்	suleiman
பேழை	cassette
தெருக்கள்	straatjes
தெருக்கள்	straat
தெருக்கள்	straten
ஆர்ச்சர்	boogschutter
ஆர்ச்சர்	archer
கீரை	spinazie
ஜெப்ரி	geoffrey
ஜெப்ரி	jeffery
சன்னி	zonnige
சன்னி	sunny
சன்னி	zonnig
பாதுகாக்கவும்	beschermen
பாதுகாக்கவும்	bescherm
படையணி	bataljon
மோட்சம்	toewijding
சொரெஸ்	soros
பயிற்சியாளர்கள்	coaches
பயிற்சியாளர்கள்	trainers
பேசுகிறது	spreekt
பேசுகிறது	sprekend
பேசுகிறது	spreken
ஈடுபட்டுள்ள	verloofd
ஏழ்மை	armoede
உடற்கூறு	anatomie
புவிவெப்ப	geothermische
பயங்கர	vreselijk
பயங்கர	verschrikkelijk
மேலாளர்கள்	beheerders
மேலாளர்கள்	bedrijfsleiders
மேலாளர்கள்	managers
மீதம்	saldo
மீதம்	balans
மீதம்	evenwicht
மீதம்	overgebleven
மீதம்	resterend
மீதம்	resterende
மீதம்	linkse
மீதம்	linker
மீதம்	links
பீச்	beuken
பீச்	beech
பீச்	beuk
பீச்	perziken
பீச்	perzik
பீச்	peach
பீச்	perzik
குதுப்	qutb
லுட்விக்	ludwig
நெற்றியில்	voorhoofd
அமிர்தசரஸ்	amritsar
பொறுப்பான	verantwoord
பொறுப்பான	verantwoordelijke
பொறுப்பான	verantwoordelijk
கன்று	kalveren
கன்று	kalf
கன்று	kuit
தீவிரவாதம்	terrorisme
பரதன்	bharata
குறுக்கீடு	onderbreken
குறுக்கீடு	storing
குறுக்கீடு	interferentie
குறுக்கீடு	inmenging
எள்	sesam
வடிவமைக்க	instellen
வடிவமைக்க	configureren
மனப்பான்மை	attitude
மனப்பான்மை	houding
எட்ஜ்	rand
எட்ஜ்	edge
செய்கிறான்	veroorzaakt
செய்கிறான்	oorzaken
மாவீரன்	strijder
மாவீரன்	krijger
டொமினிக்கன்	dominicaanse
வாருங்கள்	kom
ஆன்மீகம்	geestelijke
ஆன்மீகம்	spirituele
ஆன்மீகம்	spiritueel
ஆன்மீகம்	geestelijk
மெகாடெத்	megadeth
அனைவருமே	iedereen
உள்நாட்டில்	plaatselijk
உள்நாட்டில்	lokaal
வியூகம்	strategie
மாம்பழம்	mango
சத்யஜித்	satyajit
கழுதை	donkey
கழுதை	ezel
வயிற்றுப்போக்கு	diarree
முஸ்தபா	mostafa
முஸ்தபா	mustafa
நம்பிக்கையுடன்	hoopt
நம்பிக்கையுடன்	hopen
நம்பிக்கையுடன்	hopend
நம்பிக்கையுடன்	hopelijk
கிரகம்	planet
கிரகம்	planeet
தலைக்கு	hoofd
தலைக்கு	head
மாறிவிட்டது	veranderde
மாறிவிட்டது	gewijzigd
மாறிவிட்டது	veranderd
மியாமி	miami
பொறித்த	gefrituurd
பொறித்த	gebakken
பொறித்த	gefrituurde
நிக்கோலஸ்	nicolas
நிக்கோலஸ்	nicolaas
நிக்கோலஸ்	nicholas
கொரில்லா	gorilla
நானா	nana
மோகம்	hartstocht
மோகம்	passie
மோகம்	passion
தெரிவித்துக்	bezochten
தெரிவித்துக்	bezocht
தெரிவித்துக்	bezochte
கால்நடைகள்	runderen
கால்நடைகள்	vee
கால்நடைகள்	rundvee
தொலைகாட்சி	oled
ஓட்டோ	otto
நாளைய	morgen
நாளைய	tomorrow
சிர்க்கோனியம்	zirkonium
சந்தர்ப்பம்	context
ஆண்டர்சன்	anderson
சிக்னல்	signaal
அடையாறு	adyar
மோடம்	modem
கிளென்	glen
கிளென்	glenn
விவகாரங்கள்	affaires
காபூல்	kabul
காபூல்	kaboel
அரிவாள்	sikkel
பேச்சாளர்கள்	speakers
பேச்சாளர்கள்	sprekers
பேச்சாளர்கள்	luidsprekers
எலிகள்	muizen
வைன்	wijn
வாடிக்கையாளரின்	client
வாடிக்கையாளரின்	klant
வாடிக்கையாளரின்	opdrachtgever
வாடிக்கையாளரின்	cliënt
பழமொழிகள்	spreuken
திறக்கும்	openen
திறக்கும்	opening
ராபர்ட்ஸ்	roberts
ஜேக்மேன்	jackman
கிரி	kiri
அசிட்டேட்டு	acetaat
மருமகன்	neef
மருமகன்	neefje
கிரகங்கள்	planeten
காவி	saffraan
தோழன்	maat
நாட்டியம்	dans
நாட்டியம்	dansje
நாட்டியம்	dansen
நிறைவுற்ற	verzadigd
நிறைவுற்ற	verzadigde
கடனை	schuld
கடனை	schuldenlast
கடனை	schulden
சாஹிப்	sahib
மகேந்திர	mahendra
உபரி	figuranten
உபரி	overschot
உபரி	surplus
உபரி	overschotten
அனுபவ	exp
குட்டிகள்	welpen
குட்டிகள்	cubs
குட்டிகள்	puppies
குட்டிகள்	pups
ஓவியத்தை	schilderen
ஓவியத்தை	verven
ஓவியத்தை	schilderkunst
ஓவியத்தை	schilderij
மணமகள்	bride
மணமகள்	bruid
சின்னப்பர்	thebe
நிரூபிக்க	bewijzen
ஜூலி	juli
ஜூலி	julie
சொல்லாட்சி	retoriek
அலங்கரிக்கப்பட்ட	gedecoreerd
அலங்கரிக்கப்பட்ட	ingericht
அலங்கரிக்கப்பட்ட	versierd
ஒலிகள்	klanken
ஒலிகள்	klinkt
ஒலிகள்	geluiden
ஜோர்டான்	jordan
ஜோர்டான்	jordanië
பிரபஞ்சம்	universe
பிரபஞ்சம்	heelal
பிரபஞ்சம்	universum
பிரபஞ்சம்	sterrenstelsel
பிரபஞ்சம்	melkwegstelsel
பிரபஞ்சம்	galaxy
பிரபஞ்சம்	melkweg
சிறுநீரகம்	nier
சிறுநீரகம்	nieren
மறக்க	vergeten
மறக்க	vergeet
பிளாங்க்	planck
சுயசரிதை	biografie
ரூபி	ruby
ரூபி	robijn
அத்தை	tante
அத்தை	tante
அத்தை	tante
துரோகம்	verraad
துரோகம்	verraad
துரோகம்	hoogverraad
சீரோ	ciro
சரியா	juist
சரியா	recht
சரியா	rechts
பிட்டு	bit
பிட்டு	beetje
கார்லோ	carlo
பக்கத்து	buurvrouw
பக்கத்து	buurland
பக்கத்து	buur
பக்கத்து	buurman
அவகாசம்	respijt
கருச்சிதைவு	miskraam
ஆரியர்	arische
பண்பேற்றம்	differentiatie
பண்பேற்றம்	modulatie
திரி	tri
டேம்	dame
படுக்கையில்	bed
விவசாயி	boer
விவசாயி	landbouwer
வழங்குநர்	organisator
வழங்குநர்	gastheer
வழங்குநர்	host
வழங்குநர்	aanbieder
வழங்குநர்	leverancier
வழங்குநர்	provider
பதினொன்று	eleven
பதினொன்று	elf
வெளிநாட்டில்	buitenland
திறமைகளை	talenten
திறமைகளை	capaciteiten
நிற்பது	standing
நிற்பது	staande
நிற்பது	staand
இரகசியமாக	stiekem
முன்னேற்றத்தை	progress
முன்னேற்றத்தை	vorderingen
முன்னேற்றத்தை	vooruitgang
முன்னேற்றத்தை	voortgang
முகமூடி	maskers
முகமூடி	masker
முகமூடி	mask
கோல்ட்மேன்	goldman
எலியட்	eliot
வியாபாரிகள்	verkopers
வியாபாரிகள்	leveranciers
மொழிபெயர்க்கப்பட்டது	vertaald
பட்லர்	butler
காட்டப்பட்டது	weggooien
காட்டப்பட்டது	getoond
காட்டப்பட்டது	getoonde
தந்தையர்	vaders
பஜாஜ்	bajaj
முபாரக்	mubarak
வயர்லெஸ்	draadloos
ஜின்னா	jinnah
குளூனி	clooney
பென்னி	stuiver
பென்னி	penny
பென்னி	bennie
பென்னி	benny
லூக்	luke
ஹன்னிபால்	hannibal
வில்லி	willy
பொய்யான	vals
பொய்யான	false
பொய்யான	onwaar
பொய்யான	valse
பொய்யான	nep
பொய்யான	fake
ஸ்ரீநகர்	srinagar
படத்தைப்	foto
தேவாலயங்கள்	kerken
மல்யுத்தம்	worstel
மல்யுத்தம்	worstelen
டோ	teen
பெட்ரோ	piet
பெட்ரோ	pedro
பிம்பம்	imago
பிம்பம்	beeld
பிம்பம்	afbeelding
இறுக்கம்	compressie
இழப்பீடு	vergoeding
இழப்பீடு	compensatie
இழப்பீடு	schadeloosstelling
இழப்பீடு	schadevergoeding
பொட்டு	bindi
கோலங்கள்	tekeningen
நீட்டிப்பு	verlengen
நீட்டிப்பு	kater
வினைச்சொல்	werkwoord
பிசுமத்	bismut
ஜாகுவார்	jaguar
கிராமத்திற்கு	dorpje
கிராமத்திற்கு	dorp
பாணிகள்	styles
பாணிகள்	stijlen
அல்ஜீரியா	algerije
குளிர்காலம்	winter
குறிப்பான	specifiek
குறிப்பான	specifieke
காத்துக்	wachtende
காத்துக்	afwachten
காத்துக்	wachten
செதுக்கப்பட்ட	uitgesneden
செதுக்கப்பட்ட	gesneden
செதுக்கப்பட்ட	gekerfd
ஜெனிபர்	jennifer
பிரபா	prabha
மஹா	maha
டோம்	koepel
டோம்	dome
ஆராய்ச்சியாளர்	onderzoeker
நதியா	nadia
பத்திரிக்கையாளர்	journalisten
பத்திரிக்கையாளர்	journaliste
பத்திரிக்கையாளர்	journalist
இர்வின்	irwin
இர்வின்	irvine
பங்குதாரர்கள்	belanghebbenden
பங்குதாரர்கள்	stakeholders
கட்ச்	kutch
புரூக்	brooke
புரூக்	beek
புரூக்	brook
உற்பத்தியாளர்	producent
உற்பத்தியாளர்	fabrikant
புதன்கிழமை	woensdag
கொரியன்	koreaan
கொரியன்	koreaanse
கொரியன்	koreaans
கொரியன்	koreanen
முன்னொட்டு	voorvoegsel
படக்	batak
சாமா	chama
விவகாரம்	schandaal
விவகாரம்	schandalen
விவகாரம்	afgifte
விவகாரம்	uitgifte
விவகாரம்	kwestie
முதலாளித்துவ	kapitalistische
அடித்தளமாக	huisarrest
பயோடீசல்	biodiesel
பாடு	zing
பாடு	zingen
கொதிக்க	kook
சையத்	syed
ஆளில்லா	onbemande
ஆளில்லா	onbemand
பண்டார	pandora
தமன்	daman
சியாம்	siam
பாகா	baja
கிடங்கு	entrepot
கிடங்கு	warenhuis
கிடங்கு	magazijn
கிடங்கு	pakhuis
கிடங்கு	repository
சொட்டு	infuus
சொட்டு	druppelen
சோடா	frisdrank
சோடா	soda
நாஷ்	nash
பொருந்தாத	ongeëvenaard
பொருந்தாத	ongeëvenaarde
பயங்கரமான	beangstigend
பயங்கரமான	eng
பயங்கரமான	vreselijk
பயங்கரமான	verschrikkelijk
மலரின்	verplettert
சிறப்பானது	uitgelicht
சிறப்பானது	uitgelichte
சிறப்பானது	aanbevolen
குங்குமப்பூ	saffraan
வெனிலா	vanilla
வெனிலா	vanille
உரையாற்றினார்	toegesproken
உரையாற்றினார்	geadresseerd
வழித்தடங்கள்	routes
துறவறம்	heilige
குடிக்கும்	drinken
பார்க்கப்பட்டது	gezien
பார்க்கப்பட்டது	bekeken
பார்க்கப்பட்டது	gekeken
பார்க்கப்பட்டது	keek
பார்க்கப்பட்டது	bekeken
மேனி	manny
கையாளுதல்	afhandeling
கையாளுதல்	hantering
கையாளுதல்	manipulaties
கையாளுதல்	manipulatie
கையாளுதல்	manipuleren
டாப்ளர்	doppler
அடித்தள	souterrain
அடித்தள	kelder
கார்டர்	carter
ரைடர்ஸ்	rijders
ரைடர்ஸ்	renners
ரைடர்ஸ்	ruiters
குடிமகன்	burger
குடிமகன்	citizen
பேராசிரியர்கள்	professoren
பேராசிரியர்கள்	hoogleraren
உருகிய	gesmolten
ஏற்கப்பட்டது	geaccepteerde
ஏற்கப்பட்டது	aanvaard
ஏற்கப்பட்டது	aanvaarde
ஏற்கப்பட்டது	geaccepteerd
அரசுகளும்	overheden
அரசுகளும்	regeringen
மொசாம்பிக்	mozambique
ஹரியானா	haryana
ஒட்டுண்ணி	parasieten
சுடும்	schutter
சுடும்	shooter
ஃபெராரி	ferrari
ஜாதி	kaste
நிறுத்தங்கள்	stopt
நிறுத்தங்கள்	haltes
நாகை	nagai
பர்	burr
ஈரம்	natte
ஈரம்	nat
மிருகங்கள்	dieren
விதிவிலக்கு	uitzonderingen
பொறுமை	geduldig
பொறுமை	patience
பொறுமை	geduld
குறிப்பை	noot
குறிப்பை	briefje
குறிப்பை	notitie
குறிப்பை	opmerking
கன்னியர்	maagden
ஜார்ஜியா	georgië
ஜார்ஜியா	georgia
சிறகுகள்	veren
சிறகுகள்	wings
சிறகுகள்	vleugels
காகம்	crow
காகம்	kraai
அசலான	ongerepte
அசலான	ongerept
ஜிகாத்	jihad
பையன்	boy
பையன்	jongen
பையன்	guy
பையன்	kerel
மெய்யான	oorspronkelijke
மெய்யான	origineel
மெய்யான	originele
கோர்டன்	gordon
பெக்	bedelen
பெக்	smeken
ஹாரிசன்	harrison
கீத்	keith
சுற்றுகள்	rondes
சுற்றுகள்	ronden
குறும்படங்கள்	pictogrammen
குறும்படங்கள்	iconen
குரல்கள்	stemmen
குரல்கள்	voices
சிண்ட்ரெல்லா	cinderella
சிண்ட்ரெல்லா	assepoester
பானு	banu
மோ	moe
தோட்டக்கலை	tuinbouw
தோட்டக்கலை	tuinieren
தீவுக்கூட்டம்	archipel
அலைந்து	dwalen
இஞ்சி	gember
இஞ்சி	ginger
காசநோய்	tbc
காசநோய்	tuberculose
கிட்ஸ்	kidz
கிட்ஸ்	kitts
பிரான்	braun
பிரான்	piran
மகிழ்ச்சியாக	gelukkiger
மகிழ்ச்சியாக	vrolijker
ஏபெல்	abel
பெல்ஜிய	belgisch
பெல்ஜிய	belg
பெல்ஜிய	belgische
சமரசம்	compromis
சமரசம்	compromissen
பணியாளர்களின்	medewerkers
பணியாளர்களின்	werknemers
பணியாளர்களின்	personeel
தோராயமான	ruig
தோராயமான	ruw
தோராயமான	ruwe
உருவகம்	waarneming
திறமைகள்	vaardigheden
திறமைகள்	skills
திறமைகள்	talenten
விஷம்	gif
விஷம்	vergif
அச்சே	atjeh
பீங்கான்	porseleinen
பீங்கான்	porselein
கரோலின்	caroline
மதிப்புறு	letterlijke
மதிப்புறு	letterlijk
விஸ்கி	whiskey
விஸ்கி	whisky
விஸ்கி	whisky
பேனா	pen
பேனா	opengl
திணிப்பு	dumpen
திணிப்பு	dump
மசாலா	masala
ஸல்	sal
மாஸ்	mass
மாஸ்	massa
குத்து	stomp
குத்து	punch
நட்டு	noot
நட்டு	moer
ஊழி	tijdperk
சொகுசு	luxe
சொகுசு	luxueus
நம்பத்தகுந்த	getrouw
யே	joepie
குங்	kung
சேகரிக்க	verzamelen
சேகரிக்க	verzamel
சிதறல்	verstrooiing
சிதறல்	verstrooien
ஆலம்	alam
சுவடுகள்	paden
உகாண்டா	oeganda
கருக்கலைப்பு	abortus
உருப்படிகள்	items
வெளியாகிறது	vrijgeven
வெளியாகிறது	loslaten
கர்ப்பப்பை	cervicale
கரீம்	karim
கரீம்	kareem
காத்மாண்டு	kathmandu
இரவுகள்	nachten
இரவுகள்	overnachtingen
ஷர்மா	sharma
வைமாக்ஸ்	wimax
செவ்வாய்க்கிழமை	dinsdag
புளி	tamarinde
பரிசுத்த	heilige
பரிசுத்த	heilig
பரிசுத்த	holy
சியாங்	chiang
சியாங்	xiang
வரதட்சணை	bruidsschat
அகலமான	wijder
அகலமான	ruimer
அகலமான	breder
சர்வாதிகாரி	dictator
புதர்	borstelige
பீஸ்	pis
முகில்	wolk
முகில்	cloud
முகில்	wolken
கிட்மேன்	kidman
கிராமங்களை	dorpen
கிராமங்களை	dorpjes
பூசி	warm
பூசி	warme
கற்றை	strengen
முடுக்கம்	versnelling
முடுக்கம்	acceleratie
இருக்கும்போதே	terwijl
கடத்தப்பட்ட	ontvoerde
கடத்தப்பட்ட	gekidnapt
கடத்தப்பட்ட	ontvoerd
சோர்ஸ்	soares
இறுக்கமாக	krap
இறுக்கமாக	strakke
இறுக்கமாக	strak
விரும்பத்தகாத	onplezierig
விரும்பத்தகாத	onaangenaam
