சிண்டிகேட்	sindicato
காத்திருக்கிறேன்	esperando
காத்திருக்கிறேன்	agardar
பிராந்தி	brandy
சாப்பாட்டு	comedor
சாப்பாட்டு	mesa
பெண்களாக	mulleres
பெண்களாக	as
உரையாடிக்	interactuando
உரையாடிக்	co
தேடுக	buscar
தேடுக	procura
தேடுக	busca
நதானியேல்	nathaniel
பறந்தன	sobre
மனச்சிதைவு	esquizofrenia
உணர்ந்தால்	sinto
உணர்ந்தால்	sentir
உணர்ந்தால்	que
உணர்ந்தால்	síntome
ஆவலாக	ansioso
நோயுற்று	alto
நோயுற்று	o
பணக்காரன்	ricos
பணக்காரன்	rica
பணக்காரன்	rico
இகோர்	igor
வற்றல்	delgado
வற்றல்	fraca
தடு	mazá
தடு	bloque
தடு	bloquear
தடு	acceso
தடு	barracón
தெரியாதவர்	descoñecido
தெரியாதவர்	descoñecida
கேள்விக்குப்	pregunta
கேள்விக்குப்	cuestión
ரொக்கம்	diñeiro
ரொக்கம்	en
ரொக்கம்	efectivo
ரொக்கம்	contado
ரொக்கம்	cartos
ரொக்கம்	suficiente
ரொக்கம்	cobro
ரொக்கம்	cobrar
ட்ரக்	camión
ஜென்கின்ஸ்	jenkins
ஹொக்கைடோ	hokkaido
லேபிள்	etiqueta
நடந்தார்	entrei
நடந்தார்	entramos
உற்சாக	sensación
உற்சாக	sentir
உற்சாக	sentimento
அபாயகரமானது	perigoso
அபாயகரமானது	perigosos
அபாயகரமானது	perigosa
அபாயகரமானது	perigosas
திருடப்பட்டது	roubado
திருடப்பட்டது	datos
திருடப்பட்டது	roubada
ஜெல்	colle
கிளையன்ட்	cliente
தொழுவம்	barton
கச்சிதமாக	perfectamente
கச்சிதமாக	pasar
மெக்கானிக்கல்	mecánica
மெக்கானிக்கல்	mecánico
இரகசியங்கள்	os
இரகசியங்கள்	segredos
இரகசியங்கள்	poden
இரகசியங்கள்	adoptar
தாராளமான	xenerosa
ஆடம்பரம்	luxo
பவுடர்	tocador
காரியத்தை	asunto
சாதா	chaira
சாதா	costa
சாதா	plano
சாதா	claro
சாதா	tenra
திமிங்கலம்	balea
ரீல்	parte
சந்தோஷமாக	encantado
சந்தோஷமாக	feliz
சந்தோஷமாக	contento
சந்தோஷமாக	felices
சந்தோஷமாக	contenta
வெல்க	gañar
சாக்லெட்	chocolate
பேசுங்கள்	falo
பேசுங்கள்	falar
பேசுங்கள்	falamos
பேசுங்கள்	fala
பேசுங்கள்	fale
பேசுங்கள்	con
டவுன்டவுன்	los
டவுன்டவுன்	centro
சந்தித்தேன்	coñecín
சந்தித்தேன்	a
சந்தித்தேன்	coñecemos
டிராவல்ஸ்	viaxa
டிராவல்ஸ்	viaxes
வாவ்	vaites
வாவ்	uau
வாவ்	guau
வாவ்	vaia
பாராட்டுகிறேன்	aprezar
பாராட்டுகிறேன்	apreciaría
பாராட்டுகிறேன்	estivese
பாராட்டுகிறேன்	gustaríame
ஜிம்பாப்வே	cimbabue
ஜிம்பாப்வே	zimbawe
ஜிம்பாப்வே	zimbabwe
சரிபார்	cheque
சரிபார்	comprobalo
வெயிலின்	calefacción
வெயிலின்	calor
வெயிலின்	o
சமர்ப்பிக்கப்பட்டது	a
கவரேஜ்	alcance
கென்னி	kenny
ஆன்ட்ரூஸ்	andrews
டெக்னிக்	técnica
சோலி	solly
ஜேஸ்	jazz
குழுவைப்	grupo
குழுவைப்	de
உள்ளிடவும்	entrar
இடுகையில்	posto
இடுகையில்	poste
இடுகையில்	correos
இடுகையில்	correo
இடுகையில்	de
தொலைபேசியை	teléfono
சிரித்த	sorrindo
இயல்பிருப்பு	defecto
இயல்பிருப்பு	por
ராக்ஃபெல்லர்	rockefeller
பாரெட்	barrett
பாரெட்	barret
நினைவுகளில்	lembranzas
நினைவுகளில்	recordos
பாரபட்சம்	prexuízos
அஞ்சலை	correo
அஞ்சலை	envía
அஞ்சலை	envíe
சிலநேரம்	veces
சிலநேரம்	ás
சாதாரணம்	simples
சாதாரணம்	simple
சாதாரணம்	sinxelo
சாதாரணம்	sinxela
சாதாரணம்	normal
சாதாரணம்	normais
வரவேற்பறை	vestíbulo
வரவேற்பறை	lobby
தகுதியானவர்	merece
டெல்லா	della
படியுங்கள்	lin
படியுங்கள்	ler
படியுங்கள்	leo
படியுங்கள்	le
படித்தது	lin
படித்தது	ler
படித்தது	leo
படித்தது	le
தேடுகிறது	buscando
தேடுகிறது	busca
மனஅழுத்தம்	estrés
புனிதமானது	sagrado
புனிதமானது	sagrados
சுகாதாரத்தை	hixiene
நெடுவரிசை	columna
நெடுவரிசை	retagarda
விளம்பரப்படுத்தல்	publicidade
சியரா	serra
ஐன்	non
ஐன்	é
கூட்டுமுயற்சி	colaboración
தெய்வமே	deus
வலம்வரும்	panteras
சுயநல	egoísta
காத்திருக்கிறது	agardando
காத்திருக்கிறது	espera
காத்திருக்கிறது	a
காத்திருக்கிறது	esperar
காத்திருக்கிறது	esperando
காத்திருக்கிறது	agardar
தீங்கும்	dano
தீங்கும்	mal
அட்டகாசம்	fantástico
அட்டகாசம்	fantástica
சந்தோசம்	felicidade
சந்தோசம்	a
சந்தோசம்	benestar
சந்தோசம்	ledicia
விரும்பப்பட்டது	gustaba
விரும்பப்பட்டது	lle
விரும்பப்பட்டது	gustara
விரும்பப்பட்டது	gustou
விரும்பப்பட்டது	me
விரும்பப்பட்டது	gustáballe
அதிசயமாக	marabillosas
அதிசயமாக	marabilloso
அதிசயமாக	marabillosa
டேய்	dai
ஈமான்	cres
ஈமான்	creo
ஈமான்	que
ஈமான்	crer
ஈமான்	cremos
ரிலீஸ்	liberación
ரிலீஸ்	lanzamento
ரிலீஸ்	en
ரிலீஸ்	liberdade
ரிலீஸ்	a
அடைப்பை	enchufe
கூட்டாளர்	socio
ஆயா	neneira
படபடப்பு	ansiedade
பெங்குயின்	pingüín
பேசுகிறேன்	falando
பேசுகிறேன்	de
பேசுகிறேன்	falar
பேசுகிறேன்	a
பேசுகிறேன்	falo
பேசுகிறேன்	con
சீக்கிரமே	en
சீக்கிரமே	canto
சீக்கிரமே	axiña
சீக்கிரமே	pronto
குழப்பமாக	confuso
கடந்தகாலம்	pasado
கடந்தகாலம்	últimos
பைகளை	bolsas
பைகளை	de
நிஜத்தில்	realidade
நிஜத்தில்	a
காரெட்	garrett
இன்பமாக	fermoso
இன்பமாக	encantador
இன்பமாக	preciosa
ஆமி	amy
லெதர்	coiro
லெதர்	o
மதிப்பிடு	de
மதிப்பிடு	taxa
மறைத்த	oculto
மறைத்த	oculta
மறைத்த	ocultas
மறைத்த	escondidos
மறைத்த	escondidas
வசிப்பிடங்கள்	refuxios
கையோடு	man
கையோடு	mans
காதலித்த	me
காதலித்த	queridos
காதலித்த	amas
காதலித்த	amaba
காதலித்த	encantábache
தொழிலால்	profesión
பார்கள்	reixas
சோதிக்கிறது	o
சோதிக்கிறது	probas
சோதிக்கிறது	probando
டேங்க்	tanque
டேங்க்	depósito
இதயங்கள்	corazóns
இதயங்கள்	corazón
வேதனையை	castigo
வேதனையை	punishment
இப்போதெல்லாம்	hoxe
எல்லோர்	todo
எல்லோர்	todos
எல்லோர்	mundo
எல்லோர்	o
கைக்கடிகாரம்	ver
கைக்கடிகாரம்	mirade
கைக்கடிகாரம்	coidado
கைக்கடிகாரம்	ten
தியாகத்தை	sacrificio
தியாகத்தை	sacrificar
தியாகத்தை	zugue
தியாகத்தை	o
திருட	roubar
நாக்கை	lingua
தருணங்கள்	momentos
தருணங்கள்	momento
தருணங்கள்	intres
தருணங்கள்	ocasións
பையா	neno
பையா	rapaz
பையா	mozo
பையா	fillo
பின்தொடர்	seguir
பின்தொடர்	seguen
பின்தொடர்	siga
ஓய்வை	xubilación
கொலைகாரர்கள்	asasinos
பேசினார்கள்	falei
பேசினார்கள்	falou
பேசினார்கள்	falaba
ஹார்கிரிவ்ஸ்	hargreaves
ஹார்கிரிவ்ஸ்	o
நிழலும்	sombra
தனிமையை	fica
தனிமையை	illado
தனிமையை	soidade
தொழுகையை	establecer
தொழுகையை	estabelecer
தொழுகையை	oración
வாக்கிங்	camiñando
வாக்கிங்	pola
வாக்கிங்	andar
வாக்கிங்	andando
வாக்கிங்	subindo
வாக்கிங்	camiñaba
வாக்கிங்	camiñar
வாக்கிங்	polas
வலுவானது	forte
வலுவானது	fortes
தலைவிதி	destino
கேள்வியில்	pregunta
கேள்வியில்	cuestión
சாவிகள்	chaves
சாவிகள்	as
பாதுகாத்த	posibilidade
சேருமிடம்	destino
தோழர்களே	tipos
தோழர்களே	mozos
தோழர்களே	rapaces
தோழர்களே	tíos
தோழர்களே	homes
பூனையை	gato
பூனையை	ao
மீட்கவும்	a
மீட்கவும்	restaurar
அப்படியிருந்தும்	aínda
அப்படியிருந்தும்	non
இன்சூரன்ஸ்	seguro
இன்சூரன்ஸ்	seguros
தொடர்க	seguir
தொடர்க	continuar
தொடர்க	continúan
தொடர்க	continúe
தொடர்க	continuaremos
மார்ஃபீன்	morfina
ஃபிரேம்	foto
கிளியே	así
கிளியே	xeito
கிளியே	como
கிளியே	maneira
கிளியே	forma
கிளியே	camiño
ஒழுகி	que
ஒழுகி	debería
ஒழுகி	debemos
ஒழுகி	deberiamos
வுட்ஸ்	bosque
வுட்ஸ்	bosques
வுட்ஸ்	árbores
வுட்ஸ்	monte
பத்திரிக்கையாளர்கள்	xornalistas
ஜாலி	moi
உதயசூரியன்	aumento
புத்திசாலி	intelixente
புத்திசாலி	intelixente
புத்திசாலி	intelixentes
புத்திசாலி	listos
புத்திசாலி	moi
புத்திசாலி	listo
பிச்சைக்காரர்கள்	moinantes
பிச்சைக்காரர்கள்	esmoleiros
உருட்டு	dados
உருட்டு	o
உருட்டு	roll
உருட்டு	rolo
வாழ்த்துக்களைத்	desexa
பாட்டில்கள்	botellas
தொடருங்கள்	seguir
தொடருங்கள்	continuar
தொடருங்கள்	continúan
தொடருங்கள்	continúe
தொடருங்கள்	continuaremos
பசியோடு	famentos
பசியோடு	fame
மனோபாவம்	actitude
மனோபாவம்	atrancos
மனோபாவம்	pensas
ரிங்கோ	ringo
பிரம்மாண்டம்	magnífico
தொடங்கு	a
தொடங்கு	comezar
தொடங்கு	empezar
சுதந்திரங்கள்	liberdades
பணிவான	humilde
பணிவான	humildes
ஹாம்லெட்	aldea
ஹாம்லெட்	estratéxicas
விளம்பரப்படுத்துதல்	publicidade
விளம்பரப்படுத்துதல்	promoción
விளம்பரப்படுத்துதல்	ascenso
பிரமைகள்	alucinacións
பிரமைகள்	as
கிர்பி	kirby
பொறுத்தல்	arranxar
பணப்பை	bolso
நெஞ்சத்தை	peito
நெஞ்சத்தை	mama
ஹப்பிள்	hubble
ஹப்பிள்	espacial
பிரம்மாண்டமாக	bonitas
உறங்க	durmindo
உறங்க	durmir
உறங்க	somníferos
லாட்டரி	lotería
லாட்டரி	de
லாட்டரி	lotaría
பதிலாள்	indicador
பதிலாள்	representante
கேம்கள்	xogos
கேம்கள்	xogar
கேம்கள்	videoxogos
கேம்கள்	os
உள்ளாடை	interior
உள்ளாடை	lencería
கனமாக	pesada
கனமாக	pesados
கனமாக	pesado
கனமாக	forte
கனமாக	pesa
கனமாக	moito
கனமாக	peso
கனமாக	intenso
சறுக்கல்	skid
சறுக்கல்	row
ரொமான்ஸ்	romance
ஆச்சர்யம்	sorpresa
ஆச்சர்யம்	sorprenda
ஆச்சர்யம்	unha
ஆச்சர்யம்	vaites
ஆச்சர்யம்	uau
ஆச்சர்யம்	guau
ஆச்சர்யம்	vaia
பெரென்	perrin
பயமும்	medo
துவங்கு	a
துவங்கு	comezar
துவங்கு	empezar
அனுப்பு	enviar
அனுப்பு	a
பிணங்கள்	corpos
பிணங்கள்	corpo
பிணங்கள்	os
அந்நியர்கள்	estraños
அந்நியர்கள்	descoñecidos
அந்நியர்கள்	forasteiros
கேள்விக்கும்	pregunta
கேள்விக்கும்	cuestión
தவறவிட்ட	de
தவறவிட்ட	menos
டிரக்குகள்	camións
மாயத்தோற்றம்	alucinacións
மாயத்தோற்றம்	alucinación
ஊழியர்களுக்கான	persoal
குட்பை	deica
குட்பை	bico
குட்பை	adeus
மீனவன்	pescador
உடைத்தது	a
உடைத்தது	rompeu
உடைத்தது	crebou
உடைத்தது	entraron
உடைத்தது	rompín
ராக்கெட்டுகள்	foguetes
ராக்கெட்டுகள்	pasaron
மதிப்பிடவும்	de
மதிப்பிடவும்	taxa
பயத்தில்	medo
முடங்கி	paralizada
முடங்கி	paralizado
கூப்	golpe
வேலைவாய்ப்புகள்	traballos
வேலைவாய்ப்புகள்	traballo
திருத்து	editar
திருத்து	edit
ஸ்டிக்	quedarei
உருளைக்கிழங்குகள்	patacas
ஸ்லிம்	slim
உணர்வுள்ள	sensibles
உணர்வுள்ள	sensible
நண்பனும்	amigo
நண்பனும்	amiga
பேசிக்கொண்டு	falando
பேசிக்கொண்டு	de
பேசிக்கொண்டு	falar
பேசிக்கொண்டு	a
பேசிக்கொண்டு	falo
பேசிக்கொண்டு	con
ஊழியரின்	acompañante
ஊழியரின்	enfermeiro
திறக்கப்படுகிறது	abrir
திறக்கப்படுகிறது	apertura
திறந்துள்ளது	aberta
திறந்துள்ளது	abertos
திறந்துள்ளது	abrir
திறந்துள்ளது	aberto
திறந்துள்ளது	abre
திறந்துள்ளது	abra
உருவாக்குக	crear
உருவாக்குக	creamos
உருவாக்குக	unha
உருவாக்குக	crean
கொழுப்புகளை	fats
பிராங்குகள்	francos
ட்விஸ்ட்	xiro
அறியாமையை	ignorancia
அறியாமையை	a
என்னுடையது	miña
என்னுடையது	meus
என்னுடையது	meu
நம்பு	en
நம்பு	confianza
நம்பு	confiar
நம்பு	confío
ஓய்வெடுக்க	reláxate
ஓய்வெடுக்க	relaxa
ஓய்வெடுக்க	relaxar
ஃபிரேசர்	frazer
அழைக்கப்பட்டார்கள்	convidei
அழைக்கப்பட்டார்கள்	a
அழைக்கப்பட்டார்கள்	invitamos
அழைக்கப்பட்டார்கள்	invitoume
அழைக்கப்பட்டார்கள்	invitado
அழைக்கப்பட்டார்கள்	convidado
அழைக்கப்பட்டார்கள்	convidou
எங்கிருந்தும்	onde
எங்கிருந்தும்	calquera
எங்கிருந்தும்	lugar
எங்கிருந்தும்	parte
எங்கிருந்தும்	a
எங்கிருந்தும்	nada
எங்கிருந்தும்	en
சாலட்	ensalada
சார்ஜென்ட்	sarxento
சார்ஜென்ட்	o
தலைவர்களைப்	xefes
விளைவிக்காமல்	ós
விளைவிக்காமல்	faime
விளைவிக்காமல்	dano
ஷின்	canela
கண்ணியமாக	educado
கண்ணியமாக	educados
சகோதரிகளே	irmás
கபே	café
கபே	cafetaría
தாழ்மையான	humilde
தாழ்மையான	humildes
மெக்காய்	mccoy
ஒவ்வாது	mosquitos
அனுப்புநர்	de
அனுப்புநர்	da
அனுப்புநர்	do
அனுப்புநர்	dende
குழந்தையாய்	neno
குழந்தையாய்	rapaz
குழந்தையாய்	nena
குழந்தையாய்	mozo
ஒற்றுமையே	unidade
உடலுறவில்	durante
உடலுறவில்	na
ஏமாளிகள்	parvos
புவிஈர்ப்பு	gravidade
புவிஈர்ப்பு	a
டைஸ்	dados
தோண்ட	extraer
தோண்ட	cáptasme
தோண்ட	capto
தோண்ட	cavar
தோண்ட	píllalo
குர்ஆனில்	corán
ஹுகோ	hugo
கம்பீரம்	guapos
கம்பீரம்	guapo
கம்பீரம்	guapa
கம்பீரம்	moi
வெய்ல்	vail
வெய்ல்	sra
போராடுகிறது	loita
போராடுகிறது	contra
போராடுகிறது	loitar
போராடுகிறது	loitamos
போராடுகிறது	combate
போராடுகிறது	pelexar
போராடுகிறது	combater
டெஸ்டோஸ்டிரோன்	testosterona
கூஜா	xarra
குண்டாக	graxa
குண்டாக	gorda
குண்டாக	gordo
குண்டாக	gordos
குண்டாக	o
கீஸ்	deus
குறுகியது	pouco
குறுகியது	curto
குறுகியது	curta
குறுகியது	curtas
பாஸ்போர்ட்	pasaporte
சாலிட்	sólida
காத்திருத்தல்	agardando
காத்திருத்தல்	espera
காத்திருத்தல்	a
காத்திருத்தல்	esperar
காத்திருத்தல்	esperando
காத்திருத்தல்	agardar
டெலிவரி	entrega
ட்ரம்	drum
டெஸ்க்	despacho
டெஸ்க்	mesa
மாப்	turba
மாப்	mafia
மனசாட்சி	consciencia
மனசாட்சி	a
மனசாட்சி	conciencia
மனசாட்சி	da
ஒல்லியாக	delgado
ஒல்லியாக	fraca
மகிழ்வான	feliz
மகிழ்வான	contento
மகிழ்வான	felices
மகிழ்வான	contenta
எழுதுகிறது	escribir
எழுதுகிறது	a
எழுதுகிறது	escribía
எழுதுகிறது	facendo
எழுதுகிறது	súas
எழுதுகிறது	escrita
எழுதுகிறது	escribe
சாவியை	clave
சாவியை	chave
மிரட்டும்	ameazada
நினைத்துக்கொண்டு	pensando
நினைத்துக்கொண்டு	pensar
நினைத்துக்கொண்டு	en
சிப்ஸ்	fichas
காத்திருக்கிறோம்	agardando
காத்திருக்கிறோம்	espera
காத்திருக்கிறோம்	a
காத்திருக்கிறோம்	esperar
காத்திருக்கிறோம்	esperando
காத்திருக்கிறோம்	agardar
மெஸ்	desastre
மெஸ்	boa
மெஸ்	lea
மெஸ்	porcallada
மிளகை	bonnet
சைத்தான்	demo
சைத்தான்	diaño
கொலஸ்ட்ரால்	colesterol
ஸ்திரத்தன்மை	estabilidade
ஆண்களிடம்	homes
ஆண்களிடம்	os
நர்ஸ்	enfermeira
முட்டாள்தனம்	parvada
பண்புக்கூறு	atributo
ஷிர்லி	shirley
காயப்படுத்தும்	doe
கேட்டாள்	pregunteille
கேட்டாள்	preguntou
கேட்டாள்	lle
நகலெடுத்தல்	copiando
மௌனமாக	silencio
மௌனமாக	calado
கால்ஃப்	golf
கால்ஃப்	ao
டெட்டி	peluche
பெகர்	behar
பிளாட்பார்ம்	plataforma
மேரிலேண்ட்	maryland
முடிக்கவும்	a
முடிக்கவும்	terminar
முடிக்கவும்	rematar
முடிக்கவும்	acabar
முடிக்கவும்	unllas
நுட்பங்களுடன்	sofisticación
பிரட்டி	freddie
டிராஃபிக்	tráfico
பயனம்	viaxar
பயனம்	viaxa
பயனம்	cara
கொடூரம்	crueldade
இந்துக்களே	os
இந்துக்களே	hindús
திருப்திகரமாக	satisfeito
புகைப்படக்கலை	fotografía
கோபன்ஹேகன்	consenso
கோபன்ஹேகன்	de
கோபன்ஹேகன்	copenhaguen
கோபன்ஹேகன்	copenhague
இசைநிகழ்ச்சி	concert
இசைநிகழ்ச்சி	concerto
இசைநிகழ்ச்சி	balde
இசைநிகழ்ச்சி	espectáculo
இசைநிகழ்ச்சி	show
விவேகமான	sensible
சியர்ஸ்	saúde
துரோகிகள்	traidores
ஆனேன்	ateo
பொல்லாத	malo
பொல்லாத	malvada
நீக்குக	se
நீக்குக	e
நீக்குக	quitar
நீக்குக	quitamos
பாஸ்டர்ட்ஸ்	bastardos
பாஸ்டர்ட்ஸ்	puta
நடைபயணம்	andar
நடைபயணம்	camiñar
சலித்து	aburrida
நினைவில்லை	esqueceu
நினைவில்லை	esquecín
நினைவில்லை	as
நினைவில்லை	esquece
நினைவில்லை	esquecino
சலுகையை	oferta
சலுகையை	ofrecer
சலுகையை	lle
சலுகையை	unha
அனுபவிக்கவும்	guste
அனுபவிக்கவும்	gozamos
அனுபவிக்கவும்	a
அனுபவிக்கவும்	da
அனுபவிக்கவும்	que
அனுபவிக்கவும்	gozar
அனுபவிக்கவும்	gusta
பொருத்தங்கள்	mistos
பொருத்தங்கள்	partidos
தீர்ப்பளித்து	presidiario
தீர்ப்பளித்து	preso
ஜலதோஷம்	frío
ஜலதோஷம்	fría
ஜலதோஷம்	arrefriado
ரோல்ஸ்	e
விரும்பாதே	a
விரும்பாதே	diferenza
விரும்பாதே	contrario
விரும்பாதே	ó
தேடுங்கள்	buscar
சொல்வள	vocabulario
கொடியது	mortal
கொடியது	pecados
அபினிப்	opio
ஜாக்கெட்	chaqueta
ஜாக்கெட்	da
உறங்கி	durmindo
உறங்கி	durme
உறங்கி	dorme
உறங்கி	durmido
உறங்கி	adormeceu
உறங்கி	durmir
அத்தாட்சி	sinal
அத்தாட்சி	asinar
தயாரிப்பைப்	produto
கவலையாக	preocupa
கவலையாக	preocupados
கவலையாக	como
கவலையாக	preocupado
கவலையாக	por
கவலையாக	medo
கவலையாக	preocupada
கைக்குட்டை	pano
நிரந்தரமானது	permanente
கார்ப்ஸ்	corpo
கார்ப்ஸ்	de
கார்ப்ஸ்	fuxitivos
ஆம்புலன்ஸ்	ambulancia
புஸ்ஸி	micho
புஸ்ஸி	michiño
அழைக்கவும்	chamada
அழைக்கவும்	chamamos
அழைக்கவும்	chamar
மூடவும்	preto
கண்ணீரை	bágoas
கண்ணீரை	chorar
கண்ணீரை	aburrimento
கொன்றுவிடும்	matar
கொன்றுவிடும்	a
பிச்சைக்காரன்	moinantes
கொடுப்பான்	dar
கொடுப்பான்	dáme
எதிர்ப்பார்த்த	se
எதிர்ப்பார்த்த	esperaba
எதிர்ப்பார்த்த	que
மெய்யாக	verdade
மெய்யாக	realmente
மெய்யாக	global
மெய்யாக	de
கிராஸ்மேன்	grossman
கிடக்கை	fila
தோட்டாக்கள்	balas
தோட்டாக்கள்	as
உதவிகரமான	útil
உதவிகரமான	axuda
கர்ப்பமான	embarazada
கர்ப்பமான	preñado
மீட்டெடு	a
மீட்டெடு	restaurar
தருணங்களை	momentos
தருணங்களை	momento
தருணங்களை	intres
பரப்புகிறது	a
அழிக்கிறார்	destrución
அழிக்கிறார்	destruíndo
கலந்துரையாடலை	discusión
தன்னம்பிக்கையை	seguros
தன்னம்பிக்கையை	seguro
தேனிலவு	de
தேனிலவு	mel
தேனிலவு	lúa
தேனிலவு	vodas
அதிர்ஷ்டவசமாக	por
அதிர்ஷ்டவசமாக	sorte
பிராண்டு	marca
கிளிஃப்	cliff
மோதிரங்கள்	aneis
சந்தேகத்திற்கிடமான	sospeitosos
இறுதியாய்	fin
இறுதியாய்	finalmente
இறுதியாய்	por
இறுதியாய்	final
இறுதியாய்	ao
நிரந்தரம்	permanente
கர்ப்பிணிகள்	embarazada
கர்ப்பிணிகள்	preñado
சகோதரர்களே	irmáns
சகோதரர்களே	os
குடியிருப்பாளர்கள்	residentes
வெளியேற்று	saída
தேர்வுசெய்யப்பட்டது	a
தாவு	así
தாவு	saltar
தாவு	chimpa
பெரே	boina
கலந்துகொள்கிறார்	vou
கலந்துகொள்கிறார்	vai
கலந்துகொள்கிறார்	imos
கலந்துகொள்கிறார்	vas
இறந்தாலும்	morre
ஆரோக்கியமானது	san
ஆரோக்கியமானது	saúde
ஆரோக்கியமானது	sans
ஆரோக்கியமானது	saudable
டிகிரிகள்	graos
டிகிரிகள்	16
தள்ளு	presionar
வார்த்தையே	palabra
கோரன்	goran
பழிவாங்கல்	vinganza
பழிவாங்கல்	vingar
உண்மையிலே	realmente
உண்மையிலே	moi
உண்மையிலே	que
உண்மையிலே	en
உண்மையிலே	verdade
ஏஜென்ட்	axente
எதையோ	algo
எதையோ	cousa
படிக்கிறேன்	estudando
படிக்கிறேன்	estudar
விருப்பமுள்ளவர்கள்	me
விருப்பமுள்ளவர்கள்	interesaba
விருப்பமுள்ளவர்கள்	interesábame
விருப்பமுள்ளவர்கள்	interesados
விருப்பமுள்ளவர்கள்	interesado
விருப்பமுள்ளவர்கள்	interese
விருப்பமுள்ளவர்கள்	interesa
விருப்பமுள்ளவர்கள்	interesada
நியாயமா	xusto
நியாயமா	feira
அனுமதிக்கவும்	permitir
அனுமதிக்கவும்	permitirán
அனுமதிக்கவும்	permiten
அனுமதிக்கவும்	permitiría
அனுமதிக்கவும்	permitídeme
அனுமதிக்கவும்	permitimos
அனுமதிக்கவும்	permítame
விரைவானது	máis
விரைவானது	rápido
விரைவானது	axiña
விரைவானது	rápida
விரைவானது	rápido
விரைவானது	velocidade
ஆசிர்வாதம்	bendición
ஆசிர்வாதம்	beizón
அழுத்து	prensa
அழுத்து	o
அழுத்து	press
திடம்	sólida
கமிஷனர்	comisario
கமிஷனர்	comisionado
ஒழுக்கமான	decente
அநீதிக்கு	inxustiza
அநீதிக்கு	inxustizas
கொலாஜன்	coláxeno
வெறுக்கிறேன்	odio
வெறுக்கிறேன்	os
வெறுக்கிறேன்	o
வெறுக்கிறேன்	a
முத்தமிட	bico
முத்தமிட	bícame
முத்தமிட	bicar
முத்தமிட	un
முத்தமிட	biquiño
ரிட்ஜ்வே	ridgeway
காதலியே	moza
மரியோன்	marion
ஆஞ்சலோ	angelo
மறுக்கிறேன்	de
மறுக்கிறேன்	acordo
அருந்தகம்	pola
அருந்தகம்	de
அருந்தகம்	taberna
அருந்தகம்	bar
பயமாக	medo
பயமாக	asustada
பயமாக	asustados
நடைப்பயிற்சி	camiñando
நடைப்பயிற்சி	pola
நடைப்பயிற்சி	andar
நடைப்பயிற்சி	andando
நடைப்பயிற்சி	subindo
நடைப்பயிற்சி	camiñaba
நடைப்பயிற்சி	camiñar
நடைப்பயிற்சி	polas
ரப்பி	rabino
எபெக்ட்	efecto
எபெக்ட்	efectos
ஹேக்கர்	hacker
மறைக்கவும்	ocultar
மறைக்கவும்	agochar
மறைக்கப்பட்டது	oculto
மறைக்கப்பட்டது	oculta
மறைக்கப்பட்டது	ocultas
மறைக்கப்பட்டது	escondidos
மறைக்கப்பட்டது	escondidas
உற்சாகத்தை	entusiasmo
இதா	ida
பீப்	beep
பொய்கள்	xace
பொய்கள்	está
பொய்கள்	reside
பொய்கள்	mentira
பொய்கள்	mentiras
பிச்	puta
கொடுத்தோம்	deume
கொடுத்தோம்	deu
கொடுத்தோம்	a
பல்லுயிர்ப்பரவல்	biodiversidade
வேஸ்ட்	oeste
வேஸ்ட்	occidente
வேஸ்ட்	occidental
வேஸ்ட்	do
வேஸ்ட்	da
வேஸ்ட்	west
முன்னிருப்பு	defecto
முன்னிருப்பு	por
இனைப்பு	conexión
ஃப்ராங்க்ளின்	franklin
கேட்பவர்கள்	quen
கேட்பவர்கள்	escoita
கேட்பவர்கள்	ouvintes
வேகன்	carriño
மெய்க்காப்பாளர்	garda
முத்தமிட்டு	bico
முத்தமிட்டு	bícame
முத்தமிட்டு	bicar
முத்தமிட்டு	un
முத்தமிட்டு	biquiño
உலாவியும்	cada
உலாவியும்	vez
உலாவியும்	máis
தவிக்க	entrei
தவிக்க	entramos
பகிர்	compartir
பகிர்	comparten
பகிர்	compartimos
பகிர்	a
பகிர்	parte
ஸ்கூப்	clientes
என்றென்றைக்கும்	para
என்றென்றைக்கும்	sempre
என்றென்றைக்கும்	eternamente
கண்ணியத்தை	dignidade
ஆயிரங்கள்	miles
ஆயிரங்கள்	milleiros
நினைக்கிறது	que
நினைக்கிறது	pense
நினைக்கிறது	pensa
நினைக்கிறது	cre
பதிலைப்	resposta
பதிலைப்	responder
நியாயமாக	xusto
நியாயமாக	feira
ஆச்சரியமாக	abraiado
ஆச்சரியமாக	sorprendidos
ஆச்சரியமாக	sorprendeuse
ஆச்சரியமாக	sorprendeume
ஆச்சரியமாக	sorprende
ஆச்சரியமாக	sorprendido
வேலையற்ற	no
வேலையற்ற	paro
வேலையற்ற	parados
வேலையற்ற	aumento
பரிந்துரைக்கவும்	aconsellan
பரிந்துரைக்கவும்	que
வோர்ஸ்	putas
யோசி	que
யோசி	penso
யோசி	pensar
யோசி	creo
உணர்வுபூர்வமாக	emocionalmente
மானபங்கம்	inconsciente
சைரன்	serea
சந்தேகங்களும்	espiritual
சந்தேகங்களும்	senda
பரு	sólida
தொப்பை	estómago
தொப்பை	ventre
தொப்பை	barriga
அழை	chamada
அழை	chamamos
அழை	chamar
நானாக	min
நானாக	mesma
நானாக	mesmo
நானாக	eu
நானாக	me
காணக்கூடியது	visible
