statut	статут
uživa	комфортом
uživa	дивимося
igranje	грає
igranje	програвання
igranje	відтворення
jaki	сильним
jaki	сильні
jaki	сильною
jaki	сильний
jaki	сильна
horn	ріг
horn	горн
pobunjenika	rebel
pristupio	звернення
pristupio	доступ
pažljivo	уважно
biblija	біблія
četrnaest	чотирнадцять
koordinate	координати
walesa	уельсу
walesa	уельс
sao	sao
stockholm	стокгольм
magnetsko	магнітний
magnetsko	магнітна
standardima	стандартів
standardima	стандартами
standardima	стандартам
standardima	стандарти
kontroverze	спір
abdul	абдул
margaret	маргарет
margaret	маргарита
price	ціна
price	історії
price	публікації
price	розповіді
stana	стан
stana	стен
židove	жиди
židove	євреї
židove	євреїв
židove	жид
židove	жида
židove	єврей
cactaceae	cactaceae
atlantic	атлантичний
atlantic	атлантична
atlantic	atlantic
očuvanju	консервація
blokiran	заблоковано
blokiran	заблокували
blokiran	заблоковані
svinje	свині
platforme	платформи
arterije	судини
aves	aves
plamen	flame
plamen	flames
beat	били
beat	біт
beat	побили
čuvar	охоронцем
čuvar	опікун
čuvar	охорона
čuvar	гвардія
hrast	дуб
kiss	поцілунок
kiss	kiss
optužio	обвинувачений
optužio	звинуватили
optužio	звинуватив
odgovorna	відповідальний
odgovorna	відповідальна
icao	icao
doseg	асортимент
doseg	діапазон
doseg	хребет
doseg	охоплення
infrastrukture	інфраструктура
okusa	різновидів
okusa	смак
prekinuta	перервано
osjećaje	почуття
organiziran	організований
organiziran	організованого
organiziran	організована
organiziran	організовані
hipoteza	гіпотеза
organiziranje	організаційного
organiziranje	організацію
organiziranje	організації
pravno	законного
pravno	юридично
pravno	правові
pravno	правова
pravno	юридична
pravno	юридичні
pravno	юридичний
zbroj	сума
zbroj	суму
zbroj	сум
bačka	бачка
diamond	diamond
diamond	діамант
neil	ніл
preživjeti	пережити
preživjeti	виживають
preživjeti	вижити
izdvojiti	виділення
izdvojiti	виділити
poglavar	ватажок
poglavar	вождь
predlošci	шаблони
pumpa	насос
fern	папороть
airbus	airbus
clara	клара
pera	пера
pera	перо
pera	пір
norme	нормам
norme	норм
norme	норма
nosa	ніс
bomba	бомба
metalni	метали
metalni	металевий
metalni	метал
metalni	металічний
tower	вежа
tower	tower
tower	башта
bush	буш
euonymus	бруслина
ujak	дядько
ujak	дядечко
ujak	дядя
dokumenta	документи
dokumenta	документом
dokumenta	документа
dokumenta	документ
bauer	бауер
izvorna	оригінал
izvorna	оригінальна
izvorna	оригінальне
izvorna	початкове
izvorna	оригінальний
dominiraju	захоплюють
sara	сара
sara	сара
lokomotive	локомотив
rené	рене
rené	рене
česi	чехи
neriješeno	краватка
neriješeno	краватку
neriješeno	невирішених
sullivan	салліван
firenca	флоренція
firenca	флоренції
slabi	слабка
slabi	слабкий
svijetlo	світлі
svijetlo	світле
svijetlo	light
svijetlo	світло
svijetlo	світлий
svijetlo	яскраві
svijetlo	яскраве
svijetlo	яскрава
svijetlo	зійшла
braun	браун
preporučuje	рекомендує
preporučuje	рекомендовано
preporučuje	рекомендовані
preporučuje	рекомендується
preporučuje	рекомендований
predsjednici	президентів
dodavanja	додавання
robovi	рабів
robovi	раби
zadatke	призначення
zadatke	доручення
zadatke	завдання
zadatke	задачі
posjeti	відвідання
posjeti	візит
posjeti	завітати
posjeti	відвідайте
posjeti	відвідування
posjeti	відвідувань
posjeti	відвідування
posjeti	відвідати
ekonomist	economist
emitiranje	трансляція
emitiranje	ефіри
emitiranje	трансляція
kapelan	капелан
iata	iata
parkova	парки
pločice	плитка
pločice	плиткою
pločice	плитку
pločice	плиток
pločice	плитки
izrazi	вирази
izrazi	виразів
vladislav	владислав
vladislav	vladislav
vulkan	вулкан
vulkan	vulcan
crocidura	crocidura
jacob	якоб
jacob	джейкоб
jacob	яків
purcell	перселл
katoličanstvo	католицтво
vegetacije	рослинність
okružuju	оточити
inspektor	ревізор
inspektor	інспектор
intervencije	втручання
intervencije	втручання
tucker	такер
porez	податкова
porez	податки
porez	податок
porez	податки
jame	виставляє
jame	глибині
jame	ямі
portland	портленд
diana	діана
pretpostavka	припущення
pretpostavka	гіпотеза
pretpostavka	успіння
predgrađu	передмістя
predgrađu	передмісті
predgrađu	околиці
isaac	ісаак
gljive	гриби
gljive	гриб
gljive	гриби
pojačanje	підкріплення
pojačanje	резервування
logore	табори
logore	кам
tumora	пухлина
sjeme	насіння
sjeme	потомство
sjeme	насіння
lucija	луцій
lucija	луція
rožnice	рогівка
rožnice	лімб
branitelj	захисник
poljoprivredi	землеробство
preostalo	залишилося
preostalo	залишилось
preostalo	лишилось
silvio	сільвіо
majica	сорочка
zur	zur
algonquian	алгонкінські
izgubiti	втратити
izgubiti	програти
smjernice	вказівки
smjernice	вказівки
srebrni	срібла
srebrni	срібло
srebrni	silver
srebrni	срібний
estonija	естонія
estonija	естонії
ibrahim	ібрагім
hladno	холодні
hladno	холодна
hladno	холод
hladno	холодно
hladno	холодний
duhovno	духовні
duhovno	духовно
eduardo	едуардо
elongatus	elongatus
armenija	вірменії
armenija	вірменія
grace	благодать
grace	милість
vladavinu	править
basilewsky	basilewsky
radar	radar
komentare	коментарях
komentare	коментарів
komentare	коментарі
pérez	перес
prebivalište	резиденція
eagle	орла
eagle	орел
droga	наркотики
droga	наркотиків
droga	ліків
droga	препарати
droga	наркотик
mlađa	молодша
mlađa	молодший
mlađa	молодшою
mlađa	молодше
pogubljen	виконано
julia	юлія
julia	джулія
tin	шапочка
baba	баба
moto	девіз
moto	moto
bombardiranje	обстріл
bombardiranje	бомбардування
bombardiranje	бомбардування
goli	голі
goli	медом
goli	голий
goli	naked
goli	nude
goli	ню
moral	бойового
moral	мораль
moral	мораль
jamie	джеймі
camus	камю
podržavao	підтримувані
podržavao	підтримали
podržavao	підтримується
punjenje	зарядка
andromeda	андромеда
najjači	найсильніша
najjači	найсильніший
najjači	найсильніші
rase	гонок
rase	раси
označena	позначено
označena	позначене
označena	відмічені
označena	позначені
označena	помічено
wattenwyl	wattenwyl
valove	хвилі
valove	хвилями
con	кон
con	con
rey	рей
hunter	мисливець
tajno	таємно
tajno	таємний
tajno	секретний
tajno	таємна
tajno	таємниця
tajno	таємно
akt	діяти
akt	акт
poglavice	chiefs
etimologija	етимологія
seks	стать
seks	секс
seks	sex
locke	лок
uha	слуху
uha	вухо
ponuda	пропонує
ponuda	пропозиції
ponuda	пропозиція
ponuda	пропонуємо
unutra	inside
unutra	всередині
meč	збіг
meč	відповідність
meč	матч
meč	двобій
meč	сірники
familia	familia
jutra	ранки
jutra	ранкові
aplikacije	додатки
aplikacije	програми
aplikacije	додатки
čaj	tea
čaj	чаю
čaj	чай
ames	ames
forma	форму
forma	форма
inspiracija	натхнення
puk	полк
transfer	трансфер
transfer	перенесення
veljko	гайдук
sateliti	супутники
lgbt	лгбт
memorije	спогад
pride	гордість
italia	italia
rex	рекс
kent	кент
kupila	купили
kupila	купила
kupila	купив
floridi	флориді
obred	обряд
pratnju	супроводу
restoran	ресторан
had	аїд
pružanje	надання
pješaštvo	піхота
poteškoće	складності
poteškoće	складність
poteškoće	труднощі
sadašnjost	сьогодення
sadašnjost	подарунок
sadašnjost	теперішній
sadašnjost	присутні
sadašnjost	присутня
rasprostranjena	поширений
glina	глина
glina	клей
homer	гомер
chuck	чак
bis	bis
bis	encore
portreta	портрети
službenik	службовець
službenik	наглядач
službenik	офіцер
bijelci	білих
sajam	ярмарок
sajam	справедливо
sajam	справедлива
sajam	справедливий
zaustavio	зупинено
zaustavio	зупинили
zaustavio	зупинився
zaustavio	зупинка
garden	садку
garden	садок
garden	сад
primijetio	помічав
primijetio	помічати
primijetio	зауваження
primijetio	помітити
primijetio	помітив
primijetio	помітила
primijetio	помітили
prisilno	примусово
prisilno	примусово
prisilno	змусили
prisilno	вимушена
poslovna	бізнес
poslovna	справа
poslovna	ділова
poslovna	business
poslovna	діловий
elektrode	електрод
elektrode	електроди
uvala	впускний
uvala	губа
uvala	затока
utvrđivanje	рішучості
očigledno	очевидно
očigledno	очевидне
očigledno	банально
očigledno	очевидна
ponos	гордість
cole	коул
mozaik	мозаїка
sitne	петті
marsh	марш
marsh	марші
graz	грац
komponenta	компонент
komponenta	компонента
matične	stem
zamisli	уявити
zamisli	уявіть
zamisli	уяви
zamisli	уявляю
zamisli	уявляти
naslovi	підписи
naslovi	заголовки
naslovi	заголовки
uvid	інсайт
kažnjen	покарав
kažnjen	карають
kažnjen	покараний
kažnjen	покараний
sonata	соната
ocjene	класи
novaka	новак
novaka	новобранці
novaka	відбирають
madrida	madrid
madrida	мадрид
postrojenje	підприємстві
cbs	cbs
štap	палицю
štap	дотримуються
oštećenje	ламати
oštećenje	пошкодження
balkana	балканський
urbana	урбан
urbana	міський
castle	замок
romane	роман
romane	романів
romane	романи
ratove	війн
ratove	війни
platanthera	любка
zvijeri	звір
zvijeri	звірі
jurij	юрі
jurij	юрій
jurij	юрко
elektronički	електронне
elektronički	електронні
elektronički	електроніка
elektronički	електронна
elektronički	електронний
carmen	кармен
zube	зуби
wheeler	вілер
nigra	чорна
ostvaren	переможно
ostvaren	досягнуто
ostvaren	досяг
oslobođeni	звільнені
oslobođeni	звільнено
julius	юліус
julius	юлій
sant	сант
naboj	заряд
loza	vine
albume	альбомів
albume	альбоми
aleksandr	aleksandr
jednaki	дорівнює
jednaki	рівне
jednaki	рівний
jednaki	дорівнює
indoneziji	індонезія
indoneziji	індонезії
oklopna	бронетанкова
oklopna	танкові
bjeloruski	білоруський
bjeloruski	білоруська
utvrđeni	оборонний
bugari	болгар
pozadina	тло
pozadina	тла
izumiranja	винищення
izumiranja	вимирання
izumiranja	загибель
izumiranja	зникнення
helsinkiju	гельсінкі
naočale	окуляри
partneri	партнери
terapije	терапія
piloti	пілотів
alija	алі
sivi	сірий
sivi	сірі
sivi	сіра
sivi	сірий
sivi	грей
temeljito	ретельно
temeljito	ретельних
temeljito	детальний
nasilno	криваво
nasilno	агресивних
nasilno	жорстокі
nasilno	жорстоке
sirije	сирія
sirije	сирії
luther	лютер
uhvatiti	спіймати
uhvatiti	зловити
uhvatiti	встигнути
uhvatiti	захоплення
uhvatiti	захопити
xbox	xbox
reputaciju	репутацію
reputaciju	репутація
siva	сірий
siva	сірі
siva	сіра
siva	сірий
siva	грей
deklaracija	декларація
deklaracija	оголошення
wells	веллс
harvard	гарварду
gubici	втрат
gubici	збитки
gubici	програш
gardner	гарднер
povlastice	привілеїв
povlastice	привілеї
povlastice	переваги
povlastice	вигоди
phillips	філліпс
spencer	спенсер
žensko	жіноча
žensko	жіночий
žensko	самка
žensko	жінка
poslovanje	бізнес
poslovanje	справа
poslovanje	ділова
poslovanje	business
poslovanje	діловий
orbitu	орбіта
break	break
break	перерва
break	розбити
break	розрив
break	перерви
primarna	основний
primarna	основне
primarna	основна
zarada	прибуток
zarada	вигідно
zarada	прибутки
nivo	рівень
meadow	лузі
jana	ян
jana	яна
jana	яно
jedinstveno	унікальний
jedinstveno	унікальне
jedinstveno	унікальні
olovo	лід
olovo	свинець
olovo	ведучий
olovo	ліда
pag	паг
ostavi	залиште
ostavi	leave
ostavi	залишити
kanadu	канаді
kanadu	канади
kanadu	канаду
kanadu	канада
tvorac	maker
tvorac	творця
tvorac	творець
tvorac	автор
tvorac	створив
uzvodno	течії
napušten	покинуті
napušten	відмовилися
preživjela	survivor
kolegama	колеги
stajao	стояв
stajao	стояли
mia	mia
mia	мія
mia	безвісти
mia	міа
odabran	вибраний
odabran	обрані
odabran	вибрані
odabran	вибране
odabran	вибрано
hoda	ходити
hoda	прогулянка
hoda	прогулянки
hoda	прогулянок
hoda	ходить
svile	шовку
svile	шовк
smijenjen	вигнав
žile	вени
žile	вена
žile	венах
žile	посудин
div	giant
div	велетенська
div	гігант
div	велетень
div	div
stefana	стефан
stefana	штефан
neboder	хмарочос
ostavljajući	залишаючи
ostavljajući	відправляється
ostavljajući	йдемо
sredina	середня
sredina	посередині
sredina	середньої
sredina	середина
sredina	середній
sredina	центр
sedma	сьомому
sedma	сьомий
sedma	сьома
sharp	гострий
sharp	гострі
rušenje	знесення
glasovi	голоси
glasovi	голосів
glasovi	голосує
glasovi	голоси
urednici	редакторів
prostorno	просторовий
ljubomir	любомир
podnijeti	винести
podnijeti	надіслати
podnijeti	відправка
podnijeti	подати
stao	зупинено
stao	зупинили
stao	зупинився
stao	зупинка
mason	муляр
mirovina	пенсії
mirovina	пенсія
vatikan	ватикан
vatikan	ватикані
pobunjenici	повстанців
pobunjenici	повстанці
uspostavi	вберегти
parkovi	парки
kung	кунг
viridis	viridis
carice	імператриця
mornar	моряк
lucius	луцій
granate	патрони
granate	оболонки
granate	мушлі
granate	граната
granate	гранату
che	че
che	che
zahtijevao	вимагав
provoditi	боронити
cvijeće	квіти
kratera	кратери
kratera	кратер
buffalo	buffalo
licence	ліцензії
licence	ліцензування
hal	гал
tumačenja	інтерпретації
nacionalizam	націоналізм
predstavljali	представлено
najbliže	найближчий
najbliže	найближча
najbliže	найближчу
najbliže	найближчий
najbliže	найближчі
prethodna	попереднє
prethodna	попередні
prethodna	попередній
prethodna	попередня
carolina	кароліна
puerto	пуерто
herman	герман
tursko	турецька
tursko	турецький
tursko	турецькою
tursko	турецькі
seta	набори
seta	встановлює
seta	заходить
redovnik	монах
islamski	ісламський
jeste	рахував
jeste	зробили
jeste	вчинили
jeste	робили
asteroida	астероїд
asteroida	астероїди
asteroida	астероїди
vrta	садку
vrta	садок
vrta	сад
označavanje	позначення
označavanje	позначки
struke	професія
prikazane	показаний
prikazane	показана
prikazane	показані
prikazane	відображено
prikazane	показано
iznose	суми
šesta	шоста
šesta	шостий
šesta	шосте
omogućeno	ввімкнено
omogućeno	увімкнено
nil	ніл
nil	ніла
chu	чу
glenn	гленн
aljaska	аляска
specifičan	конкретних
specifičan	певне
specifičan	конкретні
anglo	англ
anglo	англо
demokracija	демократія
čimbenik	фактори
čimbenik	коефіцієнт
čimbenik	фактор
modul	модуль
uništava	розірвання
uništava	знищення
uništava	нищить
uništava	знищує
koplja	метання
koplja	списів
koplja	спис
materije	речовина
tenor	тенор
rap	реп
berlina	берлін
savi	саві
grafika	графіки
grafika	графіка
grafika	графічні
grafika	графіку
trofeja	трофеї
nana	nana
antoine	антуан
strasti	любові
strasti	passion
strasti	пристрасті
strasti	пристрасть
prosvjeda	протести
uočio	плямиста
mont	мон
nataša	наташа
matej	матвія
matej	матвій
matej	метью
kamiona	вантажівки
steel	сталь
lily	лілі
lily	лілія
dvorištu	backyard
dvorištu	дворі
alonso	алонсо
reed	рід
kira	кіра
inka	інка
palo	пало
ustavni	конституційний
ustavni	конституційного
presuda	речення
presuda	вирок
presuda	вердикт
presuda	суд
newcastle	ньюкасл
tipičan	типові
tipičan	типова
tipičan	типовий
amor	amor
pojačanja	підкріплення
ugrađeni	вбудований
ugrađeni	вбудована
ugrađeni	вбудованим
ugrađeni	вбудовані
laurent	лоран
principa	засади
principa	принципи
erik	еріку
erik	ерік
erik	ерік
izotopa	ізотопів
itf	itf
brodogradilište	верф
mapa	карта
mapa	мапа
višak	надлишок
ropstva	рабства
teoretski	теоретична
teoretski	теоретично
manjak	відсутність
manjak	бракує
manjak	брак
manjak	нестача
manjak	дефіцит
odlučiti	приймаючи
uvjeren	впевнено
uvjeren	переконані
uvjeren	переконали
gregory	ґреґорі
gregory	григорій
gregory	грегорі
allmusic	allmusic
planirano	заплановану
planirano	заплановані
planirano	заплановано
planirano	запланований
planirano	запланована
planirano	заплановано
planirano	запланований
planirano	заплановане
automobili	автомобілі
automobili	тачки
operativni	операційну
operativni	операційна
najbrži	найшвидший
najbrži	найшвидше
praga	прага
konjica	кавалерії
ahmad	ахмад
teza	дисертацію
teza	дисертації
manning	меннінг
prihvati	прийняти
prihvati	прийміть
prihvati	приймаємо
prihvati	погодитися
prihvati	приймаю
becker	беккер
odvajanje	розділення
odvajanje	відокремлення
arheolog	археолог
odgovori	відповіді
odgovori	відповідь
odgovori	відповідь
odgovori	відповісти
registar	зареєструватись
registar	зареєструвати
registar	регістр
registar	реєстрація
registar	реєстр
ostanak	залишаюся
ostanak	перебуваючи
oslanja	покладається
adrese	адреси
adrese	адрес
paše	личить
standarde	стандартів
standarde	стандартами
standarde	стандартам
standarde	стандарти
zastupa	представляє
zmaju	dragon
zmaju	дракон
privremeni	тимчасове
privremeni	тимчасові
privremeni	тимчасова
privremeni	тимчасово
privremeni	тимчасовий
privremeni	тимчасовий
žlijezda	залози
vlatko	влатко
pridjev	прикметник
rafinesque	rafinesque
istrage	розслідувань
istrage	розслідування
istrage	розслідувати
istrage	слідство
maculatus	maculatus
umjetnica	художниця
umjetnica	митець
umjetnica	виконавець
umjetnica	художник
deveti	ninth
tajland	таїланд
prijateljska	дружній
prijateljska	friendly
biološki	біологічних
biološki	біологічна
stephan	стефан
stephan	штефан
pokušavajući	спроби
pokušavajući	намагаючись
umijeće	майстерність
umijeće	уміння
stolica	крісло
stolica	стілець
berk	туп
angelo	анджело
kornjača	черепашка
kornjača	черепаха
kornjača	черепашки
kornjača	черепахи
kornjača	черепаха
sds	sds
oštećen	обстрілів
oštećen	пошкоджені
smjesa	суміш
katastrofa	катастрофа
katastrofa	катастрофа
katastrofa	катастрофи
uzastopnih	послідовних
uzastopnih	підряд
uzastopnih	послідовними
višestruko	декілька
ljiljana	лілії
srušena	зруйнований
orleans	орлеан
pionir	pioneer
jaje	яйце
ted	ted
ted	тед
višestruki	декілька
oštećena	обстрілів
oštećena	пошкоджені
promociju	підвищення
promociju	просування
promociju	заохочення
zalihe	запаси
zalihe	акція
zalihe	капітал
usvojena	приймається
instrumente	інструментів
instrumente	інструментами
fotografiju	світлину
fotografiju	світлина
fotografiju	світлині
fotografiju	фото
krugovi	кіл
krugovi	кола
zagorje	загорська
komplikacija	ускладнення
dobitnici	переможці
crawford	кроуфорд
konrad	конрад
lana	лана
crtež	креслення
crtež	малюнок
crtež	малювання
doboj	добой
gupta	гупта
tiger	tiger
tiger	тигр
kara	кара
kos	blackbird
kos	відзначення
pivo	пиво
zakonski	законного
zakonski	юридично
prah	пил
prah	порошку
prah	опіків
alternativni	альтернатива
alternativni	варіант
alternativni	альтернативне
alternativni	альтернативні
alternativni	альтернативна
alternativni	альтернативний
alternativni	альтернативне
alternativni	альтернативний
daniela	даніела
daniela	daniel
daniela	даніел
daniela	даніель
daniela	деніел
daniela	данило
strategije	стратегії
strategije	стратегія
strategije	стратегії
tipični	типові
tipični	типова
tipični	типовий
sfere	сфер
sfere	кулі
kronologija	хронологія
psima	псів
psima	собак
psima	собаки
psima	пси
hrasta	дуб
britton	бріттон
torinu	плащаниця
bataljun	батальйон
gloria	глорія
moderno	сучасні
moderno	сучасно
moderno	сучасний
moderno	сучасне
berkeley	берклі
encyclopædia	encyclopædia
shi	ши
herre	herre
centri	центри
centri	центрів
centri	центрами
centri	центрах
armstrong	армстронг
ranjeno	поранених
ranjeno	поранені
ranjeno	поранений
uživao	сподобалося
perkins	перкінс
prijateljstva	дружба
prijateljstva	дружби
prijateljstva	дружба
prijateljstva	дружбу
bečki	віденська
bečki	віденський
neo	нео
seksualno	сексуальний
seksualno	сексуальної
seksualno	статевий
seksualno	сексуальне
seksualno	сексуально
seksualno	сексуального
spielberg	спілберг
dodavanje	додавання
arsen	арсен
sačuvati	зберігати
pravna	правові
pravna	правова
pravna	юридична
pravna	юридичні
pravna	юридичний
marine	марина
marine	маріна
marine	морська
trend	тренд
poželjno	бажано
poželjno	бажано
distribucija	розподіл
gruzijski	грузинська
medijski	медіа
medijski	носії
medijski	носій
medijski	мультимедіа
medijski	змі
propustio	пропустила
propustio	пропустили
propustio	пропустив
ravnica	plain
ravnica	простий
ravnica	скромні
ravnica	рівнина
ravnica	звичайний
pre	pre
pre	пре
pre	попередньо
prihod	прибуток
prihod	дохід
prihod	вклади
prihod	прибуток
prihod	дохід
prihod	прибутки
izum	винахід
hopkins	гопкінс
ratnici	воїни
subjekt	темою
subjekt	тема
subjekt	предмет
salzburg	зальцбург
luca	лука
rotor	ротор
proračun	бюджет
magdalena	магдалена
magdalena	магдалена
detektiv	детектив
promijeni	зміна
promijeni	change
promijeni	змінити
rame	плече
sluga	слуга
mentor	наставник
mučenik	мученика
pošalje	посилає
pošalje	надсилає
pošalje	відправляє
rachel	рейчел
naoružani	озброєний
naoružani	озброєні
naoružani	збройних
zaštićeno	захищений
zaštićeno	захищена
zaštićeno	захищено
prorok	пророк
noviji	новіші
kristu	кріста
čarape	шкарпетки
zamisao	idea
zamisao	ідея
zamisao	ідею
spomenuo	згадала
spomenuo	згадав
spomenuo	згадував
sposobni	здатний
sposobni	здатен
nadležnost	компетенції
suze	сльози
odraz	відбиття
odraz	відбиття
casas	касас
etno	національну
etno	етно
etno	етнічна
elena	олена
elena	елена
opterećenje	навантаження
opterećenje	завантажити
opterećenje	завантаження
ribari	рибалки
ribari	рибалок
grosso	гроссо
michelle	мішель
komentirao	прокоментувала
komentirao	прокоментував
prijatelje	друзями
prijatelje	друзів
prijatelje	друзі
sluge	посіпаки
sluge	слуги
angela	ангела
otpušten	звільнили
otpušten	звільнений
otpušten	звільнено
otpušten	звільнив
otpušten	звільнили
depresije	депресія
monroe	монро
einstein	ейнштейн
uvela	представила
uvela	познайомила
uvela	представив
krzna	хутрі
krzna	хутро
napusti	залиште
napusti	leave
napusti	залишити
napusti	відмовитися
colin	колін
rajko	райко
kongu	конго
walt	уолт
simpson	сімпсон
afganistan	афганістану
afganistan	афганістан
grove	гаю
pakistana	пакистану
pakistana	пакистан
brad	бред
himne	гімн
troši	витрачає
troši	проводить
francisca	франсіско
francisca	франциско
cannesu	канни
obavijesti	сповіщення
obavijesti	інформує
obavijesti	сповіщень
obavijesti	сповіщення
javi	хаві
padaju	падає
padaju	падав
padaju	falling
keller	келлер
planinu	гірський
planinu	гора
planinu	гірська
prapovijesti	prehistory
piva	пиво
upoznati	знайомство
upoznati	зустрічаються
mrežnice	retina
mrežnice	сітківки
sprječava	оберігає
sprječava	запобігає
sprječava	забороняє
kandidati	кандидатів
prijateljica	другові
prijateljica	другом
prijateljica	друг
prijateljica	подруга
prijateljica	друга
hara	хара
posvetiti	важкий
posvetiti	присвятити
studirala	вчився
studirala	вивчав
studirala	вивчила
studirala	навчався
ravnotežu	баланс
gandalf	гендальф
slavna	celebrity
slavna	знаменитості
linda	лінда
azijski	азійський
franaka	франків
vicente	вісенте
učinkovito	ефективна
učinkovito	ефективні
učinkovito	ефективно
učinkovito	ефективний
učinkovito	ефективна
učinkovito	ефективно
skuplja	збирає
raznolikost	різноманітність
raznolikost	diversity
raznolikost	різноманітності
raznolikost	різноманіття
raznolikost	різноманітність
raznolikost	сорти
raznolikost	різноманітності
umre	вмирає
umre	гине
umre	помре
umre	помирає
surađivati	співпрацювати
brončana	бронза
nancy	ненсі
ocjena	рейтинг
ocjena	оцінкою
ocjena	оцінка
ocjena	рахунок
ocjena	результат
ocjena	оцінка
konsenzus	консенсусу
srijemskoj	сремська
pomoglo	допоміг
pomoglo	допомагали
pomoglo	допомогла
pomoglo	допомагав
pomoglo	допомогли
namjeravao	призначений
namjeravao	розміщені
namjeravao	призначено
učiti	вчиться
učiti	навчається
učiti	навчання
vitezovi	лицарі
nakit	прикраси
nakit	прикрас
nakit	прикраси
marcel	марсель
sinensis	sinensis
mirna	мирна
mirna	спокійна
mirna	мирного
mirna	мирний
greg	грег
nord	nord
kriterija	критерії
kriterija	критерій
izazov	виклик
domovi	земляк
domovi	домівки
domovi	будинки
domovi	будинків
geološki	геологічних
banovina	бановина
commonwealtha	співдружності
negativan	негативний
negativan	негативне
negativan	негативна
negativan	негатив
negativan	негативні
karaman	karaman
bale	бейл
šesto	шоста
šesto	шостий
šesto	шосте
pax	pax
elite	еліта
bombardera	бомбардувальник
mjesečno	щомісяця
mjesečno	місячного
mjesečno	місячний
zabranjuje	заборони
zabranjuje	забороняє
leteći	польоту
stazama	сліди
sljedbenici	читачів
sljedbenici	читачі
nacrt	blueprint
nacrt	чернетку
nacrt	чернетка
nacrt	чернетки
sjena	тіней
sjena	морок
sjena	shadow
sjena	тінь
posjetiti	відвідання
posjetiti	візит
posjetiti	завітати
posjetiti	відвідайте
posjetiti	відвідування
kontinent	континенті
kontinent	континент
kontinent	континенту
cca	приблизно
grijeh	гріхом
grijeh	гріха
grijeh	гріх
putnik	пасажир
putnik	traveller
putnik	мандрівник
putnik	traveler
putnik	мандрівник
romanopisac	письменник
planova	плани
pripojena	анексував
bele	бела
osuđeni	засуджений
osuđeni	засуджений
osuđeni	засудили
proboj	прорив
proboj	штурму
ssr	рср
stupovi	колони
stupovi	стовпи
stupovi	стовпчиками
stupovi	колонки
stupovi	стовпчиків
stupovi	стовпчики
prosječni	середній
prosječni	середнє
prosječni	середня
prosječni	середнього
pittsburgh	піттсбург
detalj	докладно
detalj	детально
detalj	подробиці
detalj	детальні
mišići	язи
mišići	muscle
algoritam	алгоритм
skladište	склад
skladište	зберігання
skladište	носії
skladište	сховище
kostura	основу
kostura	скелети
eve	єва
eve	єву
eve	переддень
eve	ів
eve	єви
narav	вдача
brandt	брандт
izgubi	втратить
izgubi	програє
izgubi	втратити
izgubi	програти
potrošnja	споживання
učinkovitosti	ефективність
pitao	запитали
pitao	запитала
pitao	просили
pitao	просив
pitao	запитав
medici	медічі
organizmi	організм
organizmi	організми
zamijenjena	замінено
zamijenjena	замінили
zamijenjena	замінила
falls	водоспад
mudrosti	мудрості
mudrosti	мудрість
prepoznaje	визначить
prepoznaje	визнають
klupe	лавки
izolacije	ізоляція
prepreka	перешкоду
prepreka	перешкоди
lucije	луцій
kanali	канали
kanali	канали
stabilnosti	стабільність
liberty	свобода
pehar	чашка
pehar	чаша
pehar	кубок
topla	тепло
topla	теплі
topla	тепла
kapeli	каплиця
matematiku	математика
matematiku	математичний
matematiku	математичні
matematiku	математики
matematiku	математика
candida	candida
standardno	стандартний
standardno	стандарт
standardno	стандартна
standardno	стандартне
stolac	крісло
stolac	стілець
konstruirao	побудовано
konstruirao	проведена
družina	братства
družina	товариство
reci	say
reci	скажуть
reci	кажу
reci	сказати
reci	кажеш
modula	модулів
modula	модулі
modula	модуль
slo	slo
izračunati	обчислення
izračunati	обчислити
izračunati	підрахувати
izračunati	обчислення
julie	джулі
terminal	термінала
terminal	термінал
četvrtine	тривога
četvrtine	квартирах
susrete	могил
dano	вказаний
dano	дано
dano	надано
dano	даного
prilagođen	адаптовано
hugh	гуго
nacisti	нацистів
nacisti	нацистам
nacisti	нацисти
airways	airways
pouzdano	надійний
pouzdano	надійне
pouzdano	надійно
stanislav	станіслав
uređaje	пристроями
uređaje	пристроїв
uređaje	пристрої
imenovanje	зустріч
planiranja	планування
preostala	залишилося
preostala	залишилось
preostala	лишилось
perzije	persia
bombarder	бомбардувальник
bombarder	бомбардир
galeb	чайка
galeb	мартин
hvata	захоплює
hvata	ловить
hvata	захоплено
zamišljen	запропонувала
