در	cửa
پست	đăng
پست	đăng
امی	amy
عملکرد	suất
بشر	human
مدار	mạch
کدام	mà
بهره	vốn
بهره	lãi
باب	bab
گرمی	ấm
گرمی	grammy
رفتار	diễn
نوری	nuri
نوری	châm
نوری	đèn
نوری	nhạt
زیبا	đẹp
محور	trục
محور	trục
مخالفت	dissent
حمل	khiêng
حمل	bế
حمل	mang
مسلمانان	muslim
آهن	sắt
پیشین	cựu
پیشین	trước
مقایسه	so
رسیدن	đến
رسیدن	tới
ابزار	cụ
مهاجرت	colonization
مقاومت	cưỡng
مقاومت	kiềm
مقاومت	vây
مقاومت	cự
سینمایی	phim
سینمایی	cinematic
بیمارستان	viện
بیمارستان	xá
پا	foot
پا	bộ
پا	chân
پا	xương
پا	chân
کن	ken
مجموع	sum
مجموع	tổng
تفاوت	diff
گمر	gmr
دانمارک	danish
نوشتن	viết
نوشتن	ghi
نوشتن	gõ
نوشتن	viết
نوشتن	ghi
لبنان	liban
لبنان	lebanon
نیشابور	nishapur
هشت	tám
هشت	eight
نوبل	nobel
سخت	cứng
سخت	khó
سخت	khổ
سخت	đắng
سخت	khó
سامانه	hệ
تخیلی	fiction
فردی	freddie
فردی	freddy
گیتار	guitar
گیتار	ghita
پلیس	cảnh
مفهوم	concept
چیز	điều
خطی	tuyến
خوانده	đọc
ژان	jean
ژان	joan
ژان	jeanne
اسماعیل	ismail
اسماعیل	ishmael
اسماعیل	ismael
تنظیم	đặt
تنظیم	set
ساکن	dìm
ساکن	resident
ساکن	stationary
دیوان	diwan
گسترده	tán
گسترده	tràn
الکتریکی	điện
الکتریکی	điện
عبور	chinh
عبور	chon
عبور	qua
عبور	đèo
عبور	pass
لی	lee
ماشین	máy
ماشین	car
ماشین	xe
ماشین	xe
یونایتد	united
یونایتد	hoa
گلدن	vầng
گلدن	golden
گلدن	đỏi
شدید	nặng
شیر	lion
شیر	sữa
شیر	milk
آذر	azar
سخن	lời
سخن	từ
نقد	cash
محافظت	vệ
تنیس	tennis
بهار	spring
بهار	xuân
بهار	bahar
حکم	câu
قصد	intention
قصد	intentions
هوای	hoài
هوای	huai
ماهی	cá
رم	phòng
رم	rome
رم	roma
رم	ram
رایج	chung
کبک	partridge
کبک	quebec
مهاجر	migratory
جایگاه	resort
خطوط	lines
خطوط	dòng
سالهای	chèo
سالهای	năm
زمینی	đất
نژاد	breed
نژاد	đua
نژاد	nhung
نژاد	bloodline
خمینی	khomeini
اروپای	âu
خاندان	clan
خاندان	tộc
طولانی	lâu
طولانی	dài
طولانی	long
ریشه	root
ریشه	chủ
ریشه	rễ
مریلند	maryland
سرد	lạnh
تحقیق	inquiry
تحقیق	bê
ریچارد	richard
تنسی	tennessee
اکلاهما	oklahoma
جنگی	tranh
جنگی	chiến
متوسط	vừa
متوسط	medium
متوسط	trung
دادگاه	tribunal
دادگاه	triều
محسن	mohsen
محسن	muhsin
کنتاکی	kentucky
سزار	cesar
سزار	césar
سزار	ceasar
سزار	caesar
یمن	yemen
یمن	ye
حاج	haj
حاج	hajj
قطر	qatar
بند	ban
بند	band
بند	đoạn
بند	cúi
بند	bend
ستارگان	stars
درختان	cây
ادغام	trộn
لباس	váy
لباس	áo
لباس	váy
ترکی	turki
ترکی	turkic
ترکی	turkish
سلام	alo
سلام	hello
سلام	hòa
سعید	saeed
سعید	sayid
ریاضی	toán
ریاضی	toán
همچنان	côn
همچنان	vẫn
نوشتار	liệu
نقره	bạc
گویا	goya
آواز	sang
آواز	hát
آواز	hót
آواز	song
گلوب	globe
نظرات	comments
مرز	viền
مرز	viền
مرز	biên
روستاها	làng
فدرال	fbi
گیاه	gieo
گیاه	trồng
گیاه	cấy
تدریس	dạy
تدریس	dạy
پیرامون	quây
خانگی	homemade
نویسندگی	viết
نویسندگی	ghi
حاکم	ruler
حاکم	thước
حاکم	đốc
بندر	cảng
بندر	bender
بندر	cảng
بندر	cổng
بندر	port
بندر	bandar
اینترنتی	internet
جو	joe
هزینه	tốn
آرکانزاس	arkansas
اتاق	phòng
اتاق	phòng
طبقه	sàn
طبقه	tầng
طبقه	sàn
روند	trend
شیوه	mla
قیمت	price
قیمت	giá
ضبط	album
هفتم	vỉ
هفتم	vii
هفتم	seventh
قابلیت	capability
صلح	hòa
نیازمند	cần
اعداد	số
صفوی	safavi
صفوی	ism
ویندوز	windows
اورگن	oregon
نصب	tráo
آرام	aram
هندی	hindi
هندی	handy
موج	sóng
موج	wave
نوشت	viết
نوشت	ghi
نوشت	gõ
آبشار	thác
آبشار	ngã
آبشار	falls
آبشار	thác
آبشار	rơi
آبشار	sút
دشت	dasht
ویسکانسین	wisconsin
تالار	vẹn
تالار	vắng
تالار	lang
تالار	sảnh
تالار	hall
مذهب	đạo
باور	bauer
باور	tin
احتمالاً	chu
الجزایر	algerian
الجزایر	algérie
الجزایر	algeria
الجزایر	algérie
بیت	đánh
بیت	phật
بیت	beit
بیت	bit
بیت	cắn
لرستان	lorestan
لرستان	đồng
نواحی	quận
تونی	tony
شیلی	chile
شیلی	chile
آقا	sếp
قالب	format
امضا	ký
امضا	vẽ
امضا	ký
امضا	ký
بختیاری	bakhtiari
ارومیه	urmia
عمده	gộp
عمده	sỉ
امارات	uae
امارات	emirates
توکیو	tokyo
دعوت	mời
دعوت	mời
دعوت	mời
لقب	nickname
فرار	thoát
فرار	escape
صفحات	trang
آوردن	mang
سود	sud
باد	nghị
باد	răn
باد	bud
باد	gió
سقوط	crash
سقوط	sáp
سقوط	rơi
سقوط	sút
سقوط	ngã
الدین	alden
الدین	din
ایندیانا	indiana
حقیقت	thật
مسلمان	muslim
صفر	zero
تجهیزات	supplies
آبان	aban
یزد	yazd
چهل	chehel
خطر	liều
خطر	ro
خطر	nguy
فرض	assumption
معاون	phó
معاون	phó
معاون	vice
فرمان	lệnh
فرمان	huy
فرمان	lềnh
فرمان	lệnh
فدراسیون	federation
آزمایش	test
آزمایش	thử
مسیحی	nguyen
مسیحی	christian
غذایی	mat
غذایی	dish
غذایی	món
امید	omid
امید	mong
امید	xoa
امید	mong
ساحل	bờ
ساحل	shore
ساحل	biển
ساحل	beach
خبری	tin
اندونزی	indonesia
عزیز	hon
عزیز	cưng
عزیز	aziz
بلغارستان	bulgaria
مطلب	isis
زرد	vàng
زرد	nhát
تجارت	trade
ذخیره	lưu
ذخیره	bích
ذخیره	cứu
ذخیره	tùng
پوست	skins
پوست	da
پوست	skin
پوست	da
برچسب	tag
برچسب	thẻ
برچسب	thẻ
برچسب	nhãn
کلرادو	colorado
رقص	điệu
رقص	múa
فی	faye
فی	phi
فی	fay
روسی	nga
روسی	rossi
جرج	george
علاقه	vốn
علاقه	lãi
آشنا	quen
آشنا	lạc
تابستان	summer
تابستان	hè
معدنی	khoáng
سد	dam
سد	đập
اختصاص	singles
نفوذ	hacking
نفوذ	hack
نفوذ	infiltration
ایل	île
عقب	rear
سرباز	lính
سرباز	tư
خشک	lau
خشک	khô
فراوان	nhiều
ادوارد	edward
برنز	cháy
برنز	đồng
خرید	shop
خرید	mua
خرید	mua
خرید	sắm
خرید	shopping
خرید	mua
هشتم	viii
شاخه	cành
شاخه	cành
شاخه	nhánh
قطعه	mảnh
قطعه	miếng
قطعه	piece
قطعه	vở
قطعه	đoạn
قطعه	rách
دیوار	wall
دیوار	tường
دیوار	walls
دیوار	tường
مترجم	dịch
اکبر	akbar
اعدام	executions
روح	ghost
روح	ma
درگاه	cảng
درگاه	cổng
درگاه	port
امتیاز	điểm
امتیاز	điểm
پارسی	parsi
روحانی	linh
روحانی	rouhani
مخصوص	cống
منفی	âm
منفی	ám
تام	tom
نکته	note
نکته	mẹo
نکته	beat
نکته	chấm
نکته	điểm
گیاهی	gieo
گیاهی	trồng
گیاهی	cấy
سهام	kho
پرنده	bird
پرنده	chim
برلین	berlin
تفسیر	commentary
ولز	wales
ولز	wells
ولز	giếng
کانال	kênh
داریوش	darius
توضیحات	comments
حیات	hayat
دقت	vụn
دقت	giải
آنجلس	angeles
روزهای	ngày
چارلز	charles
دامنه	miền
نجات	cứu
مارتین	martin
میسیسیپی	mississippi
مهاجم	striker
رکوردز	records
نماد	icon
تصویری	projective
تصویری	visual
قهرمانان	heroes
قهرمانان	champions
نبراسکا	nebraska
آهنگسازان	composers
ارسال	gửi
ارسال	phái
ارسال	gửi
ارسال	gởi
دیدار	meet
دیدار	gặp
دیدار	họp
عکاسی	photographic
توماس	thomas
صادق	sadiq
موسی	moses
موسی	musa
پای	foot
پای	bộ
پای	chân
پیکچرز	ảnh
مثبت	dương
مدافع	defender
مدافع	cọc
مدافع	contender
رستم	rostam
رستم	rustam
مس	đồng
قلب	tim
قلب	heart
بهداشت	khỏe
بابل	babel
بابل	babylon
شبه	pseudo
نشست	phiên
نشست	ngồi
نشست	sat
درک	derek
درک	hiểu
درک	hieu
آلن	allen
آلن	alan
تاجیکستان	tajikistan
پیتر	peter
پیتر	phêrô
متال	co
مسکو	moscow
مسکو	moskva
مسعود	masud
مسعود	massoud
مسعود	mesut
رومی	rumi
رومی	roman
رومی	đế
شاهزاده	hoàng
شاهزاده	prince
یو	yoo
ملک	malek
سرمایه	vốn
احترام	bai
رقابت	rivalry
کلید	keys
کلید	phím
کلید	key
کلید	khóa
کلید	phím
کهن	kahn
نیم	nửa
نیم	nim
شیرین	sweet
شیرین	ngọt
شیرین	shirin
بد	xấu
بد	bad
بد	kém
بد	khiếp
بد	tệ
بد	xấu
بد	ác
بوشهر	bushehr
سان	nắng
سان	cn
سان	san
شاخص	index
بگیرد	fro
بگیرد	lấy
بگیرد	bắt
بگیرد	chụp
خواندن	đọc
خواندن	truyện
خواندن	đọc
اسب	ngựa
اسب	ngựa
حذفی	playoffs
حافظه	ức
مقیاس	phóng
نهم	đoàn
مکتب	trường
مکتب	học
مارک	mác
مارک	mark
معمولی	chung
معمولی	chuẩn
معمولی	thường
درد	đau
فتح	conquest
لوئیزیانا	louisiana
اعتماد	tin
الان	giờ
الان	ngay
ریز	riz
ریز	xíu
ریز	tiny
درمانی	healing
حالا	giờ
حالا	ngay
خودکار	auto
خودکار	động
خودکار	tự
مغز	óc
مغز	não
گوگل	google
ظاهری	outward
خانم	miss
خانم	nhớ
کتابی	sách
سنگی	đá
سنگی	stone
سنگی	đá
سنگی	rock
بالایی	upper
پیمان	covenant
سلیمان	salomon
سلیمان	solomon
سلیمان	suleiman
سلیمان	sulaiman
اهواز	ahvaz
انتظار	đợi
انتظار	chờ
یافتن	tìm
آلاسکا	alaska
پیر	pir
پیر	cũ
پیر	tuổi
پیر	già
پیر	pierre
کمپانی	ty
ناصر	nasser
بتن	tông
عین	ain
پستی	đăng
تاج	vương
تاج	taj
افتخار	vinh
فلسطین	palestine
فلسطین	palestin
بازسازی	tái
غار	cave
غار	hang
غار	hang
تخریب	điêu
هرگز	bao
موسسه	viện
موسسه	sở
گرجستان	georgian
گرجستان	gruzia
گرجستان	georgia
پاک	pak
پاک	cai
پاک	sạch
پاک	sạch
نیروگاه	gieo
نیروگاه	trồng
نیروگاه	cấy
آمدن	đến
آمدن	tới
لایه	lớp
قرضی	nợ
منچستر	manchester
ساختن	making
غیره	etc
غیره	vv
غیره	khác
قوی	mạnh
قوی	strong
خالی	rỗng
خالی	trống
خالی	trống
خالی	blank
گنبد	dome
گنبد	vòm
فرانک	frank
رسانه	media
میلان	milan
میلان	milano
صربستان	serbia
پرو	pro
پرو	peru
اعتبار	credit
اعتبار	gmail
اعتبار	đồn
مرغ	gà
مرغ	gà
خوش	phúc
خوش	vui
امنیتی	ninh
میزوری	missouri
آرش	arash
بخار	steam
بخار	lết
برداشت	lấy
برداشت	bắt
برداشت	chụp
سنی	tuổi
سنی	sunni
مصطفی	mostafa
مصطفی	mustafa
تبار	ancestry
پژوهش	bê
زنجان	zanjan
زمستان	winter
مین	maine
مین	phút
مین	min
محاسبه	tính
محاسبه	tính
ویتنام	việt
ویتنام	vietnam
سپاس	khen
بایرن	bayern
بایرن	bavaria
بایرن	byron
بایرن	bayern
آسمان	trời
آسمان	sky
جنگل	rừng
جنگل	rừng
جنگل	jungle
علیرضا	alireza
عادی	chuẩn
عادی	thường
حاوی	chứa
حاوی	chứa
انبار	kho
انبار	thóc
وین	wayne
وین	vin
وین	viên
وین	vienna
استونی	estonia
استونی	estonia
گری	xám
جکسون	jackson
جواب	tời
توپ	bóng
توپ	banh
احداث	formations
خسرو	khosrau
دیدن	xem
آریزونا	arizona
دوربین	camera
کلیه	thận
کلیه	cật
کلیه	thận
جعفر	jafar
میر	meir
میر	mir
میر	meyer
فیلیپین	philippines
کیلوگرم	kilogram
مردمان	người
گرد	gerd
خالص	túc
خالص	sạch
میزبان	máy
هنگ	heng
هنگ	hoành
هنگ	hong
هنگ	hồng
وسط	trung
وسط	giữa
وسط	đọng
متغیر	biến
مدرس	madras
مراکش	morocco
مراکش	maroc
مراکش	marrakech
کودکی	trãi
خواهر	chị
جستجوی	ve
شنای	bơi
شنای	bơi
نگارش	soạn
گذشت	tan
پرتاب	thảy
پرتاب	chọi
پرتاب	quăng
پرتاب	vứt
پرتاب	ném
پرتاب	launch
پرتاب	phóng
قطب	cực
قطب	pole
قطب	cột
دستگیر	bắt
دستگیر	chụp
قلبی	tim
قلبی	heart
تشکر	appreciation
تشکر	thank
نیو	new
نیو	mới
نیو	sâm
نیو	neo
بهرام	bahram
خروجی	xuất
یادبودهای	khojaly
آرمان	arman
آرمان	armand
جدی	bách
الکساندر	alexandros
الکساندر	aleksandr
الکساندر	alexander
موسوی	mousavi
مولی	molly
قلی	qoli
غذا	mat
آیین	creed
موشک	tiễn
موشک	rocket
جستجو	tìm
جستجو	ve
تماس	lạc
تماس	gọi
تماس	call
تماس	cẩm
پنجمین	fifth
مرتضی	morteza
اقیانوسیه	ofc
اتصال	hã
سنگین	nặng
اشغال	bận
رودهای	ruột
رودهای	sông
رودهای	rivers
پروانه	butterfly
پروانه	bướm
واژگان	vocabularies
ریاضیات	toán
ریاضیات	toán
ریاضیات	toán
جزء	saga
جزء	part
جزء	phần
گینه	guinea
شعبه	cành
اجماع	consensus
تصرف	grip
تصرف	bắt
سالن	salon
رییس	sếp
رییس	boss
بهشت	vườn
بهشت	garden
بهشت	thiên
جک	bồi
جک	jack
دیجیتال	digital
بیمار	nhân
بیمار	bệnh
بیمار	ốm
بیمار	cúm
بینی	mũi
حوالی	khoảng
حوالی	vòng
هسته	lõi
هسته	hạt
هسته	nhân
نمایشگاه	showroom
یوسف	yusuf
یوسف	giuse
یوسف	joseph
حمام	do
حمام	wc
حمام	tắm
حمام	tắm
حمام	bad
حمام	bath
حمام	tắm
عصبی	kìm
جمشید	jamshid
حیوانات	vật
حیوانات	vật
مایع	liquid
مایع	lỏng
اشکال	lỗi
اشکال	bug
میز	bảng
میز	bàn
میز	bàn
خواست	wanted
بالغ	mature
چوب	gỗ
چوب	củi
چوب	lòi
چوب	stick
مالزی	malaysia
تکثیر	nhân
تکثیر	trùng
قطعات	phần
تابلوی	tấm
رمانتیک	romance
قول	hứa
مکمل	supplement
گرایش	trend
حداکثر	tops
پادشاهان	kings
پادشاهان	vua
سوخت	đốt
سوخت	cháy
سوخت	burn
حلقه	ring
حلقه	nhẫn
حلقه	nhẫn
حلقه	lặp
حلقه	loop
یوتا	utah
یوتا	iota
سیمرغ	simorgh
سیمرغ	phượng
سیمرغ	phoenix
مربی	trainer
مربی	hlv
مربی	hlv
هری	harry
اندکی	nhỏ
اندکی	tiểu
حادثه	nạn
حادثه	họa
الیور	oliver
حاجی	hajji
اطلس	atlas
کردی	kurd
سوره	chương
سوره	surah
سوره	chương
سوره	sura
ابتدایی	tiểu
ابتدایی	chính
پیامبر	tri
پیامبر	messenger
مهندس	hoạ
مجوز	phép
محتوای	dung
ستون	khe
ستون	cột
حافظ	hafez
حافظ	hafiz
درگیری	xung
مایل	dặm
مایل	miles
مایل	phít
مایل	km
مایل	dặm
مادرید	madrid
جورج	george
اردبیل	ardabil
کبیر	kabir
نظری	huấn
ساری	surrey
ساری	sari
طراح	designer
طراح	planner
خروج	thoát
خروج	exit
سربازان	binh
آشپزی	cook
آشپزی	nấu
رفع	fix
سوپر	super
سوپر	siêu
ایکس	aix
مقامات	bang
مصاحبه	phỏng
لوله	ống
لوله	ống
لوله	hổi
روزی	rosie
روزی	ngày
روزی	day
پایدار	bền
عهد	covenant
ادعا	nhận
ادعا	ngợi
ادعا	khai
دربار	triều
ارزیابی	unplugged
حمید	hamid
زنی	nữ
هاشمی	hashmi
هاشمی	hashemi
هاشمی	hashimi
خواب	mơ
خواب	dream
خواب	ngủ
خواب	ngự
خواب	ngủ
قلم	pen
قلم	bút
ثمر	samar
زاهدان	zahedan
دم	dam
دم	đập
دم	đuôi
دم	dem
روغن	nhớt
روغن	dầu
نر	buồng
نر	đực
نر	nam
برگ	berg
برگ	lá
برگ	lá
ملکه	hậu
احمدی	ahmadi
کابل	kabul
کابل	dây
کابل	cáp
خرابکاری	mayhem
کریم	karim
جواد	javad
جواد	jawad
لینک	link
آرتور	arthur
گوش	tai
پایانی	final
چهره	thái
چهره	mặt
چهره	face
چهره	mặt
یادبود	memorial
یادبود	commemoration
تکنولوژی	ktv
جمعه	fri
وسطی	trung
وسطی	giữa
وسطی	đọng
نامی	nami
دارو	thuốc
دارو	thuốc
فردوسی	erythrina
فردوسی	ferdowsi
کوچکی	nhỏ
کوچکی	nhỏ
کوچکی	minor
مدارس	trường
ایوان	ivan
ایوان	evan
نوار	băng
کربن	carbon
کربن	cacbon
بغداد	baghdad
بغداد	bagdad
نمای	xem
نمای	view
مک	mac
ذهن	phiền
گلستان	golestan
ماری	mary
کوچه	ngõ
کوچه	alley
کوچه	hẻm
دروازه	gate
دروازه	cổng
دروازه	cổng
دروازه	gateway
فجر	fajr
بازرگانی	buôn
خلیفه	khalip
خلیفه	khalifa
نادر	nader
نادر	hiếm
نادر	nadir
تهدید	đe
تهدید	mối
مونتانا	montana
انتقاد	critique
ماهان	mahan
کپی	chép
کپی	copy
کپی	trích
سلامت	khỏe
سلامت	hòa
طایفه	clan
طایفه	tộc
ابزارهای	cụ
مبتلا	nhiễm
باران	rain
باران	mưa
صبح	sáng
حسینی	hosseini
شیرازی	shirazi
ذرات	hạt
ذرات	hạt
حروف	thư
حروف	chữ
شاهد	chứng
تور	tor
تور	tour
تور	tours
تور	web
تور	net
تور	tor
تور	thor
کشتار	carnage
خانوادگی	đình
تلفظ	pronunciation
گذر	qua
گذر	đèo
گذر	pass
معین	moin
تایلند	thailand
صدر	sadr
شکار	hunted
شکار	săn
راهنمایی	hint
بایگانی	archives
گره	node
گره	nút
گره	đính
گره	nơ
گره	gút
گره	knot
گره	chủa
سختی	khó
تغذیه	feed
هویت	hoyt
هویت	identity
منصور	mansur
منصور	mansour
منصور	mansoor
شورش	loạn
شورش	riot
شورش	loạn
سردار	sardar
سردار	serdar
اراک	arak
مشکلی	đề
شغل	nghiệp
شغل	nghề
شغل	việc
شغل	nghề
لشکر	quân
لشکر	army
ابعاد	chiều
منطقی	luận
منطقی	logic
میل	mill
میل	accord
میل	mil
گراف	thị
گراف	graff
پیوندهای	xích
پیوندهای	links
صامت	silent
صامت	thoả
فولاد	thép
پویانمایی	hoạt
پویانمایی	hoạt
کلمات	lời
پنهان	giấu
پنهان	trốn
پنهان	ẩn
پنهان	phone
پنهان	ẩn
استخراج	trekking
استودیو	studio
رژیم	diêt
سند	bi
سند	cát
سند	liệu
هتل	hotel
شیکاگو	chicago
رها	bỏ
بازیگری	diễn
شاهنامه	shahnameh
نسبتاً	khá
سلول	cell
پلی	cầu
پلی	poly
ایلام	ilam
معلوم	quen
موزیکال	nhạc
موزیکال	musical
دختران	girls
دختران	gái
ضعیف	yếu
ضعیف	nhược
حاشیه	rim
حاشیه	margin
حاشیه	lề
کویت	kuwait
روانی	psycho
روانی	psychic
فن	von
فن	quạt
فن	fuck
کنگ	kang
کنگ	khang
کنگ	keng
کنگ	kông
کنگ	kong
اعراب	bedouin
اعراب	mạc
فیلیپ	philip
فیلیپ	filip
حرارت	nhiệt
ممنوع	cấm
ممنوع	cấm
ممنوع	cấm
انتاریو	ontario
تقویت	amplification
کوهستانی	núi
معیار	criterion
نرم	mịn
نرم	mượt
نرم	ẩm
نرم	soft
نرم	mềm
سقف	mái
سقف	tèo
سقف	trần
قبرس	síp
مصنوعی	artifact
کلیسا	thờ
لیبی	libyan
لیبی	libby
لیبی	libya
هوانوردی	aviation
هوانوردی	aeronautics
دوازده	twelve
بزرگراه	freeway
اخبار	tin
پرسپولیس	persepolis
کنفرانس	thảo
آلی	organic
هاروارد	havard
هاروارد	harvard
جمینای	gemini
سو	sue
سو	kiện
سو	tô
سو	soo
ترور	trevor
معدن	mỏ
شکایت	than
افتتاح	mở
طلای	vàng
طلای	gold
میانی	trung
میانی	giữa
میانی	đọng
محیطی	peripheral
دارا	dara
لو	lew
توهین	xúc
توهین	xúc
هفتمین	seventh
آزمون	test
آزمون	thử
آزمون	thi
آزمون	quiz
موقت	interim
موقت	temp
آیداهو	idaho
ضرب	nhân
ضرب	gear
کوتاهی	bài
کوتاهی	ngắn
کوتاهی	short
کوتاهی	lá
ملاقات	meet
ملاقات	gặp
ملاقات	khách
ملاقات	thăm
ملاقات	họp
زادگاه	quê
افزودن	add
افزودن	thêm
کمال	kamal
کمال	kemal
وان	trù
وان	van
مجازی	ảo
اقامت	resident
چمن	chaman
چمن	lawn
چمن	cỏ
مایکروسافت	microsoft
پیاده	foot
پیاده	bộ
نیجریه	nigeria
علامت	vẽ
تونس	tunisia
تونس	tunis
دشمن	địch
دشمن	thù
صعود	ascent
مریم	miriam
مریم	mary
مریم	maryam
فون	von
استخوان	xương
استخوان	xương
استخوان	bone
کنتیکت	connecticut
کوروش	cyrus
رادیویی	đài
رادیویی	radio
متروی	metro
شاهان	kings
شاهان	vua
بیل	bill
معبد	miếu
معبد	đền
معبد	chùa
استانبول	istanbul
نازی	nazi
بنی	beni
بنی	benny
ون	vans
ون	trù
ون	van
ون	wen
ون	văn
کانادایی	canadian
مخالفان	vây
مخالفان	cự
مخالفان	opponents
پیانو	piano
مانع	barrier
عمان	oman
سلاح	khí
سلاح	súng
سلاح	khí
مدنی	civil
مدنی	madani
مدنی	civic
رئال	real
رئال	thực
رئال	thật
رئال	thiệt
رئال	reale
سیاره	tinh
فاکس	fox
فاکس	cáo
شریف	sharif
شاپور	shapur
آگاهی	consciousness
نفره	combos
مقابله	combat
اسمیت	smith
یوگسلاوی	yugoslavia
مصالح	masala
مصالح	nguyên
شرط	cược
شرط	tiêm
شرط	trạng
وحید	vahid
تنگ	tang
تنگ	đường
تنگ	kềm
واقعیت	thật
گوشت	thịt
گوشت	thịt
حقیقی	real
حقیقی	thực
حقیقی	thật
حقیقی	thiệt
حقیقی	thật
حقیقی	đúng
تئوری	thuyết
افشار	afshar
اردن	jordan
الف	alf
الف	elf
الف	alif
پیچیده	complex
پیچیده	oằn
پیچیده	xoắn
پیچیده	twisted
گیر	gir
گیر	gear
گیر	ten
تکیه	gối
تکیه	gầy
تکیه	nghiêng
جسم	thân
جسم	body
جسم	corpus
جسم	thịt
پرانتز	ngoặc
پرانتز	bracket
ماریا	chư
ماریا	maria
زاویه	góc
روس	nga
فرستاده	messenger
جانبی	lateral
عام	generic
آفتاب	nắng
آفتاب	cn
آفتاب	nắng
اتهام	sạc
ارمنیان	armenia
کوبا	koba
کوبا	cuba
فرصت	hội
مربیگری	hlv
کندی	kẹo
کندی	candy
کندی	kennedy
بعداً	sau
هادی	hadi
نگاهی	xem
نگاهی	nhìn
فاطمه	fatima
فاطمه	fatimah
فاطمه	fatma
قدمت	cũ
قدمت	tuổi
قدمت	già
اخلاقی	đạo
نماز	nguyện
نماز	đậu
اخلاق	đạo
اینها	những
منطق	luận
منطق	logic
امین	amin
مونیخ	münchen
مونیخ	munchen
مونیخ	munich
ریو	ryo
ریو	ryu
ریو	rio
خورد	ăn
سپرده	deposit
ایزو	iso
خاکستری	gray
خاکستری	xám
خاکستری	xám
فورد	ford
مخفی	phone
مخفی	ẩn
مخفی	mật
مخفی	bí
انقلابی	ruf
کس	cas
کس	cass
بال	bal
بال	bóng
بال	banh
بال	wing
بال	cánh
کارت	bài
کارت	thẻ
کارت	card
تراکم	condensation
تراکم	nén
سیر	tỏi
تصادفی	cuốc
تصادفی	nét
تصادفی	nạn
آنا	anna
سگ	chó
سگ	dog
عوارض	toll
استیون	stephen
هیجانی	bênh
آگوست	august
نیرو	buộc
هندوستان	hindustan
روان	chạy
روان	gush
ژیمناستیک	turn
خویشاوندان	kin
نیک	nick
سرود	ca
سرود	kaba
زرین	vầng
زرین	golden
زرین	đỏi
زرین	vàng
زرین	gold
فرا	fra
پرده	bày
پرده	màn
پرده	curtain
پرده	chăn
پرده	rèm
آلبانی	albany
آلبانی	albania
وارنر	warner
شور	mặn
کریس	chris
فرم	mẫu
اسکندر	alexandros
اسکندر	aleksandr
اسکندر	alexander
طرفداران	fans
طرفداران	fan
خریداری	mua
سینه	vú
سینه	ngực
سینه	vú
سینه	ngực
سینه	zú
سینه	vú
سینه	ngực
سینه	breast
سینه	vú
واشنگتن	washington
آدم	adam
سطحی	cạn
ویروس	virus
ویروس	virut
ویروس	virus
ویروس	virut
ژنرال	tướng
ژنرال	chung
قزاقستان	kazakhstan
ضربه	bump
ضربه	đá
نهمین	đoàn
ایر	ayr
ایر	khí
ایر	air
پیروز	thang
پیروز	win
پیروز	thắng
پیروز	peroz
تایوان	taiwan
عظیم	azim
نوروز	nowruz
قاسم	qasim
قاسم	qasem
زیستی	biodiversity
مرزهای	viền
سطوح	cấp
پیدایش	genesis
معلم	thầy
نشانه	mã
نشانه	token
نشانه	mã
پیشرفته	thiệp
آزمایشگاه	labs
زیاگان	biota
طیف	spectrum
جزئیات	tiết
یاری	yari
پیرو	piero
گفتمان	discourse
کمبود	vitamin
تیراندازی	bắn
قله	peak
یورو	euros
یورو	euro
یورو	euro
کرج	karaj
حومه	quê
حومه	suburban
حومه	suburb
اون	cổ
دفن	táng
دفن	chôn
خوردن	ăn
آنلاین	online
ادعای	nhận
شیشه	cốc
شیشه	kính
شیشه	ly
امواج	sóng
مقدماتی	tiểu
مجتمع	integrated
دانشجو	bmi
زهرا	zahra
نوجوانان	teens
تنهایی	độc
آلفا	alpha
آلفا	alfa
چرخ	wheel
چرخ	hoành
هرات	herat
هرات	complex
گردش	excursion
بم	bam
پور	poor
پور	por
پور	pur
تبعید	exile
جنگلی	rừng
جنگلی	rừng
جنگلی	jungle
روزگار	ngày
آسیاب	mill
آسیاب	xay
آسیاب	nghiến
بحرین	bahrain
دانسته	quen
اریک	eric
جوزف	giuse
جوزف	joseph
آندره	andre
آندره	andré
پارس	sủa
پارس	bark
پارس	pars
گرامی	vinh
عمارت	mansion
داغ	hot
داغ	nóng
سفیر	sứ
سفیر	hylocharis
سفیر	sapphire
مزرعه	farm
لیسانس	bachelor
تحقیقاتی	bê
سینا	sienna
سینا	sinai
سینا	sina
حرفه	nghiệp
حرفه	nghề
ادب	courtesy
خودروی	car
خودروی	xe
خودروی	hybrid
کوهی	núi
بوسنی	bô
افسانه	legend
افسانه	myth
رزمی	martial
نجف	najaf
اعظم	azam
قفقاز	caucasus
قفقاز	kavkaz
قفقاز	kavkaz
مجاز	phép
حسام	hossam
البرز	alborz
معمولا	thuồng
معمولا	thường
اروگوئه	uruguay
گمان	assumption
گمان	fancy
چای	trà
چای	tea
فرهاد	farhad
کف	xốp
کف	bọt
کف	tầng
کف	sàn
اکران	akron
اکران	screening
فرماندار	đốc
کنسرت	concert
آلبرت	albert
گلی	glee
گلی	clay
کجا	đâu
اکسید	oxit
اکسید	ôxít
اکسید	oxide
قیام	đứng
خدایان	thần
ونزوئلا	venezuela
ونزوئلا	venezuela
