och	и
sju	семь
sju	седьмая
unit	подразделение
unit	единицы
unit	единица
verksamhet	операции
verksamhet	мероприятия
verksamhet	деятельность
verksamhet	активность
verksamhet	действия
verksamhet	деятельность
lever	печени
lever	печень
position	позиция
position	должность
position	положение
minst	минимальный
minst	минимальное
minst	минимальная
minst	минимум
minst	наименьшее
minst	наименее
adolf	адольф
adolf	адольф
albert	альберт
albert	альбер
betyder	означает
utflöde	отток
utflöde	стоков
ned	нед
belgien	бельгии
belgien	бельгия
belgien	бельгию
böcker	книг
böcker	книги
olof	олаф
texas	техас
victoria	victoria
victoria	виктория
officiella	официальных
officiella	официальное
officiella	официальный
officiella	официальная
officiella	официальные
bakom	позади
bakom	сзади
rev	рифов
rev	rev
rev	рифов
långa	линг
långa	лин
långa	длинный
långa	длинная
långa	длинные
långa	долго
långa	лонг
heinrich	генрих
fotbollsspelare	футболисты
fotbollsspelare	футболист
solid	твердое
solid	твердый
solid	твердых
solid	твердые
magnus	магнус
slott	замки
slott	замок
slott	касл
slott	дворец
familj	семья
familj	семейство
familj	семейное
familj	семьи
familj	родные
huset	house
huset	дом
huset	хауз
huset	хаус
regeringen	кабинет
regeringen	шкаф
regeringen	кабинета
regeringen	правительство
trummor	бочки
trummor	барабаны
spel	game
spel	игра
spel	games
spel	игры
aten	афинах
aten	афины
svenskt	шведский
svenskt	шведское
svenskt	шведская
svenskt	швеции
rad	линии
rad	строка
rad	линия
rad	line
rad	rad
rad	ряд
rad	строка
sett	видел
sett	видели
länet	графство
länet	округе
länet	округ
johansson	йоханссон
hus	house
hus	дом
hus	хауз
hus	хаус
hus	дома
långt	далеко
långt	длинный
långt	длинная
långt	длинные
långt	долго
långt	лонг
förlorade	потерянный
förlorade	потеряна
förlorade	потерял
förlorade	потерян
förlorade	проиграл
tio	тио
tio	десять
tio	десятка
tio	ten
par	пара
par	парочку
par	пару
par	парочка
par	пары
par	пары
par	пар
par	парам
par	пара
enbart	только
stefan	стефан
stefan	стивен
stefan	стефан
fast	застрял
fast	застряли
fast	стационарных
fast	исправлена
åtta	восемь
åtta	восьмой
åtta	eight
arabiska	арабские
arabiska	арабское
arabiska	арабская
arabiska	араб
arabiska	арабский
arabiska	арабская
arabiska	арабский
santo	санто
santo	санту
bern	берн
bern	берн
tror	поверить
tror	верить
tror	верим
tror	верю
tror	думайте
tror	думай
tror	подумайте
tror	думает
peru	перу
djibouti	джибути
costa	коста
chef	manager
chef	менеджер
chef	управляющий
chef	шеф
chef	начальник
chef	вождь
chef	босс
system	система
system	system
system	системы
system	систем
stöd	поддержки
stöd	поддержка
stöd	поддержку
stöd	поддерживаю
stöd	помощь
gridcolor	gridcolor
nilsson	нильссон
låt	пусть
låt	let
brukar	обычно
innehåll	содержимое
innehåll	контент
innehåll	материалы
innehåll	содержание
innehåll	содержимое
mellersta	средняя
mellersta	ближнем
mellersta	средний
mellersta	среднее
mellersta	центральная
mellersta	центральное
mellersta	центральной
mellersta	центральный
låtar	мелодии
låtar	песни
låtar	songs
varför	зачем
varför	почему
brdo	брдо
axel	плечом
axel	плечо
axel	аксель
axel	ось
axel	оси
axel	ось
omfattar	охватывает
omfattar	покрывает
omfattar	обложки
ackumulerade	накопленный
ackumulerade	накопленные
ackumulerade	совокупный
ackumulerade	совокупное
skolan	школе
skolan	school
skolan	школа
skolan	школы
kontinent	континенте
kontinent	континент
roman	римская
roman	роман
roman	роман
stadium	стадион
stadium	ступень
stadium	этап
stadium	стадия
stadium	этапе
gränsen	граница
gränsen	границы
gränsen	границу
les	лез
les	les
les	лес
radio	radio
radio	радио
dansk	дании
dansk	датский
dansk	дейн
företag	business
företag	бизнес
företag	компания
företag	company
företag	рота
företag	компании
företag	компаниям
företag	компании
företag	компаний
företag	предприятия
företag	предприятий
företag	предприятия
företag	предприятий
företag	предприятие
företag	предпринимательства
företag	энтерпрайз
företag	предпринимательство
startade	начали
startade	начато
startade	начал
startade	началось
gunnar	гуннар
orten	city
orten	город
orten	города
tillhörde	принадлежали
nere	down
nere	вниз
örebro	эребру
rom	рим
rom	ром
rom	пзу
rom	rom
rom	ром
rom	рома
betydelse	важность
betydelse	значение
betydelse	смысл
betydelse	значимость
imagesize	imagesize
saskatchewan	саскачевана
timeaxis	timeaxis
plotarea	plotarea
scalemajor	scalemajor
starkt	решительно
starkt	сильный
starkt	сильная
starkt	сильные
starkt	сильна
starkt	сильное
johann	иоганн
dateformat	dateformat
textcolor	textcolor
alignbars	alignbars
josé	жозе
josé	хосе
finska	финляндии
köpenhamn	копенгагене
köpenhamn	копенгаген
skapa	создать
skapa	создайте
skapa	создание
skapa	создавать
skapa	создание
musiker	музыкант
musiker	музыкантов
musiker	музыканты
sångare	певцов
sångare	певица
sångare	певец
sångare	вокалист
mont	мон
hem	дом
hem	дома
hem	домой
hem	домашний
hem	home
ursprung	происхождение
ursprung	происхождения
ursprung	происхождение
ursprung	происхождения
vet	знай
vet	знать
vet	знает
polen	польши
polen	польша
polen	польшу
håller	согласен
håller	согласна
håller	согласны
håller	согласиться
håller	держится
bulgarien	болгария
bulgarien	болгарии
ordning	орден
ordning	заказ
ordning	заказать
ordning	приказ
ordning	порядок
srpska	сербской
förslag	предложения
förslag	предложение
förslag	предложения
förslag	предложение
förlag	издательство
förlag	издатель
förlag	издательство
förlag	публикация
förlag	издателей
parti	party
parti	сторона
parti	партия
parti	вечеринка
parti	груз
parti	партия
parti	лота
parti	лот
äldsta	старшая
singel	сингл
behöver	нужно
behöver	нужна
behöver	потребность
behöver	потребностей
behöver	потребности
alfred	альфред
jar	банку
icke	non
vanligen	обычно
danska	дании
danska	датский
genre	жанр
colorado	колорадо
kali	кали
procent	проценты
procent	проценты
procent	процент
ernst	эрнст
territorium	территория
live	живи
live	живите
live	live
live	живу
live	жить
ludwig	людвиг
sul	сул
vägen	дорога
vägen	дорожной
vägen	road
vägen	роуд
gammal	старая
gammal	old
gammal	старые
gammal	старое
gammal	старый
tryckta	печатных
modern	современный
modern	современных
modern	современная
modern	современные
modern	современное
centrum	centrum
centrum	центр
centrum	центр
hemsida	вебсайт
hemsida	сайт
spelat	играли
spelat	играла
spelat	играл
sådana	такие
studier	изучение
studier	исследование
studier	исследований
studier	исследования
filmer	фильмы
filmer	фильмов
filmer	фильмы
filmer	кино
byn	деревне
byn	село
byn	деревня
ribeirão	рибейран
carolina	каролина
ben	костей
ben	кости
ben	ножки
ben	ноги
ben	лапки
ben	бэн
ben	бен
ben	кость
ben	гэн
ben	нога
ben	ногу
snart	вскоре
snart	скоро
montana	монтана
roller	роллер
roller	ролях
roller	роли
skopje	скопье
uppdrag	миссии
uppdrag	миссий
uppdrag	задание
uppdrag	уступка
uppdrag	миссии
uppdrag	миссия
uppdrag	уступки
uppdrag	задания
rivière	ривьер
francis	франсис
francis	фрэнсис
francis	франциск
francis	френсис
vita	белые
vita	уайт
vita	white
vita	белый
vita	белое
vita	vita
kanal	канал
kanal	канал
kanal	channel
kanal	каналы
ålder	возраст
emot	против
fjärde	четвертой
fjärde	четвертый
fjärde	четвертое
fjärde	четвёртая
fjärde	четвёртый
fjärde	четвертая
club	club
club	клуб
bestod	состоял
bestod	состояли
flertal	несколько
flertal	множественные
morro	морро
borde	должен
borde	должны
tidigt	раннее
tidigt	ранняя
tidigt	рано
tidigt	ранний
konstnär	художник
konstnär	исполнитель
konstnär	художник
konstnär	артист
konstnär	artist
stil	style
stil	стиль
troligen	возможно
troligen	вероятно
troligen	вероятно
senaste	недавние
senaste	последние
senaste	недавнее
senaste	недавно
senaste	последние
senaste	последнее
senaste	last
senaste	последний
senaste	последняя
senaste	latest
sådan	такие
kastilien	кастилия
kastilien	кастилья
brazzaville	браззавиле
die	умри
die	умереть
die	die
tidningen	газету
tidningen	газета
tidningen	газеты
tidningen	журнал
tidningen	magazine
isla	исла
juan	хуан
juan	хуана
gräs	горшок
gräs	трава
gräs	травы
gräs	траве
gräs	траву
gräs	трава
gräs	траву
port	порт
port	порту
mine	мое
mine	моя
mine	мой
mine	мои
beirut	бейруте
beirut	бейрут
ledare	проводники
ledare	руководитель
ledare	лидер
ledare	редакционного
ledare	лидеров
ledare	лидеры
ledare	руководители
dalarna	долины
mst	mst
material	материал
material	материалы
material	материалы
don	дон
don	don
don	дона
don	дону
norska	норвежский
norska	норвегии
folk	народ
folk	людей
folk	люди
nästa	далее
nästa	следующий
nästa	следующая
nästa	next
skogar	лесу
skogar	вудс
skogar	лес
skogar	леса
monte	монте
monte	монти
cup	чашка
cup	чаша
cup	кубок
cup	cup
skottland	шотландия
skottland	шотландии
norte	норте
historiska	исторические
historiska	историческое
historiska	историческая
historiska	исторический
historiska	исторической
historiska	исторических
historiska	историческое
historiska	исторический
historiska	исторические
historiska	историческая
norsk	норвежский
norsk	норвегии
norsk	norsk
längd	длительность
längd	продолжительность
längd	длину
längd	протяженность
längd	длина
längd	продолжительность
längd	высота
längd	рост
brown	браун
brown	коричневые
brown	коричневый
kungen	король
kungen	кинг
kungen	царь
kungen	king
skillnad	отличие
skillnad	различие
skillnad	разница
skillnad	различия
petit	пети
bgcolor	bgcolor
skåne	scania
togs	принято
togs	принятых
togs	взяты
omfattande	всеобъемлющий
omfattande	всеобъемлющего
omfattande	обширная
omfattande	обширный
omfattande	обширные
karta	карта
karta	карту
insekter	насекомые
insekter	насекомыми
insekter	насекомых
insekter	жуков
insekter	жуки
insekter	ошибки
möjligt	возможная
möjligt	возможна
möjligt	возможно
möjligt	возможен
grekiska	греческая
grekiska	греки
grekiska	греков
grekiska	греческий
snabbt	быстрый
snabbt	быстро
snabbt	быстрая
snabbt	быстрый
snabbt	быстро
snabbt	быстрая
snabbt	быстро
armén	армии
armén	армия
program	программы
program	программа
program	программа
program	программы
programmet	программа
programmet	программа
venezuela	венесуэлы
venezuela	венесуэла
visade	показал
visade	показала
visade	показали
visade	отображаться
visade	отображается
visade	выставлены
visade	показано
visade	выделенные
visade	актуальное
visade	рекомендуемые
visade	избранные
visade	посмотрели
rica	рика
gud	god
gud	боже
gud	бог
sommaren	лето
sommaren	summer
sommaren	саммер
sommaren	летний
svårt	жестко
svårt	трудно
svårt	жёсткий
svårt	сложно
svårt	тяжело
svårt	трудно
svårt	трудное
svårt	сложно
svårt	трудный
mera	более
mera	больше
mera	еще
larsson	ларссон
star	star
star	звезда
star	стар
alaska	аляска
mor	мать
mor	мама
mor	матерь
mor	матушка
heller	хеллер
green	зелёные
green	зелень
green	зелёный
green	зелёная
green	зеленый
klippa	сократить
klippa	вырезать
klippa	снято
klippa	клифф
klippa	сдвиг
klippa	скала
klippa	камень
klippa	рок
klippa	rock
röda	красных
röda	красные
röda	красные
röda	красная
röda	красный
röda	красное
röda	красного
röda	red
avrinningsområden	водосбора
king	король
king	кинг
king	царь
king	king
one	одна
one	one
one	одно
one	один
williams	вильямс
williams	уильямс
beach	пляж
beach	пляже
beach	beach
beach	бич
aktiva	активная
aktiva	активны
aktiva	активный
aktiva	активное
aktiva	активные
max	max
max	макс
list	перечень
list	список
list	козни
list	хитрость
hösten	осенний
hösten	осень
hösten	осень
hösten	падение
hösten	осенью
hösten	упасть
lärare	учитель
lärare	преподаватель
lärare	учительница
lärare	учителя
lärare	преподаватели
lärare	учителей
lärare	преподавателей
samhället	общество
samhället	общества
oregon	орегон
goals	целей
goals	цели
https	https
brons	бронза
säger	говорит
mary	маша
mary	мэри
mary	мария
mary	мери
skrivit	написано
skrivit	письменные
skrivit	письменное
skrivit	письменный
skrivit	писал
skrivit	написала
skrivit	написали
skrivit	написал
känt	известные
känt	известное
känt	известный
känt	известен
känt	известная
lagen	закон
lagen	право
svart	чёрное
svart	черный
svart	black
svart	чёрные
svart	чёрный
bot	бот
vapen	оружие
vapen	оружие
vapen	вооружений
vapen	руки
vapen	оружие
vapen	пушки
vapen	оружие
vapen	пистолеты
städer	города
städer	городах
städer	города
städer	городов
lövfällande	лиственных
ford	форд
ford	ford
val	выбор
val	подбор
val	выделение
val	отбора
val	отбор
val	подборка
val	вэл
val	вал
val	выборы
val	выбор
val	выборы
val	избрание
val	кит
val	кита
simon	симон
simon	саймон
cruz	круз
cruz	крус
inre	внутренних
inre	интерьер
inre	внутренние
inre	внутреннего
inre	внутренняя
inre	внутренний
inre	внутреннее
inre	внутренней
inre	внутренняя
inre	внутренний
inre	внутреннее
harry	харри
harry	гарри
sten	камень
sten	стоун
sten	stone
sten	скала
sten	камень
sten	рок
sten	rock
mängd	сумма
mängd	количество
växte	рос
växte	вырос
växte	выросла
nederländerna	нидерланды
nederländerna	нидерландов
nhl	нхл
månader	месяца
månader	месяцы
månader	месяцев
moderna	современный
moderna	современных
moderna	современная
moderna	современные
moderna	современное
tom	пусто
tom	пустая
tom	пустой
tom	пустое
tom	пустые
tom	том
hålla	держать
hålla	держите
platsen	местоположение
platsen	расположение
platsen	местонахождение
platsen	место
skriver	пишет
skriver	пишу
skriver	написание
skriver	писать
finalen	финал
finalen	финал
ursprungliga	оригинальная
ursprungliga	оригинально
ursprungliga	оригинальные
ursprungliga	первоначального
ursprungliga	оригинальный
ursprungliga	оригинал
vanligt	общих
vanligt	общие
vanligt	общая
rudolf	рудольф
vanliga	обычных
vanliga	обычный
vanliga	обычная
vanliga	обычные
vanliga	общих
vanliga	общие
vanliga	общая
kronor	крона
kronor	короны
kronor	крон
viktig	важная
viktig	важно
viktig	важных
viktig	важное
viktig	важные
viktig	важны
florida	флорида
florida	флориде
dig	тебя
dig	you
dig	вы
dig	ты
match	game
match	игра
match	матч
match	совпадение
sierra	сьерра
föreningen	ассоциация
föreningen	ассоциации
parc	parc
kompositör	композитор
henri	анри
arthur	артур
arthur	артура
hotad	угрожал
oscar	оскар
oscar	оскара
livet	life
livet	жизнь
livet	жизни
minnesota	миннесота
minnesota	миннесоты
juvelvingar	голубянки
sar	сар
sar	пс
regional	региональные
regional	региональная
regional	региональный
regional	региональных
datum	свидание
datum	дата
datum	даты
datum	финики
tekniska	технические
tekniska	техническое
tekniska	технический
tekniska	технологических
tekniska	технологические
tekniska	технологический
leon	леон
djup	глубины
djup	глубина
djup	глубину
djup	глубокую
djup	глубокое
djup	глубокая
djup	глубокие
djup	глубоко
djup	глубокий
castle	замок
castle	касл
österbotten	остроботния
medeltida	средневековой
johnson	джонсон
höga	высокий
höga	high
höga	высоко
höga	высокого
höga	высокая
tills	до
alberta	альберты
alberta	альберта
villa	вилла
lätt	полегче
lätt	легче
lätt	легко
lätt	легко
kairo	каир
kairo	каире
titel	заголовок
titel	название
titel	титул
flygplats	airport
flygplats	аэропорт
makedonska	македонии
krig	войны
krig	war
krig	война
krig	войн
krig	войны
skog	лесу
skog	вудс
skog	лес
skog	леса
skog	лесных
skog	лес
skog	леса
beroende	зависимость
beroende	зависимости
beroende	зависимость
beroende	зависимость
beroende	зависимость
bygga	строительство
bygga	здание
bygga	строить
bygga	построить
leder	ведет
leder	суставов
domingo	доминго
bayern	баварии
bayern	бавария
texten	текста
texten	текст
utveckling	развитие
utveckling	разработка
utveckling	эволюция
utveckling	эволюции
utveckling	события
spanska	испанская
spanska	испанский
historik	истории
historik	история
övre	верхний
övre	верхняя
övre	верхней
övre	верхние
nedan	ниже
indien	индию
indien	индия
indien	индии
läst	читайте
läst	читай
läst	прочитать
läst	прочесть
läst	читать
åland	аландских
lee	ли
lägga	поставить
music	музыка
music	музыку
music	music
dagen	день
dagen	day
dagen	дэй
pris	прайс
pris	цена
pris	премия
pris	приз
prefektur	префектуре
centre	центр
song	песня
song	песнь
song	song
prag	праге
prag	прага
öarna	острова
öarna	островов
bengt	бенгт
frågan	вопрос
nusa	нуса
michigan	мичиган
lät	звучало
arkitekt	архитектор
tasmanien	тасмании
vem	кто
vem	who
vem	воз
tack	спасибо
final	финал
final	окончательный
final	окончательного
final	заключительный
final	заключительные
final	финал
fel	неправильный
fel	неправильно
fel	неверно
fel	ошибки
fel	ошибка
fjärilar	бабочки
fjärilar	бабочек
medverkade	способствовало
medverkade	участвовал
medverkade	участвовала
gård	фермы
gård	ферма
gård	ферме
sidor	страницы
sidor	страниц
sovjetunionen	ссср
jorden	earth
jorden	земля
yngre	младшая
yngre	моложе
yngre	янг
yngre	молодая
yngre	молодые
yngre	young
yngre	молодых
yngre	молодой
yngre	младшие
yngre	джуниор
yngre	младший
såg	заметил
såg	замечено
såg	замечен
såg	посмотрел
såg	посмотрела
såg	смотрела
såg	посмотрели
såg	смотрели
såg	смотрел
såg	пила
såg	видел
såg	видела
såg	увидел
såg	увидела
producent	производитель
producent	продюсер
drottning	королева
drottning	queen
drottning	куин
drottning	царица
anser	считает
utbildning	подготовка
utbildning	подготовки
utbildning	обучение
utbildning	тренинг
utbildning	просвещение
utbildning	образование
igenom	сквозь
igenom	через
ses	ses
konst	arts
konst	искусство
konst	арт
konst	art
konst	искусство
jones	джонс
hall	зал
hall	hall
hall	холл
valde	выбрали
valde	выбрала
valde	выбрал
jacques	жак
italienska	итальянское
italienska	итальянский
italienska	итальянцы
italienska	итальянские
italienska	итальянская
italienska	италии
hör	слышать
hör	слышите
hör	слышу
hermann	герман
landskap	пейзажи
landskap	пейзажи
landskap	ландшафт
landskap	ландшафта
landskap	пейзаж
allmänna	общие
allmänna	генерал
virginia	вирджиния
eric	эрик
återvände	вернулся
återvände	возвращено
mästare	мастер
mästare	хозяин
mästare	master
mästare	чемпион
mästare	чемпионов
mästare	чемпионы
emellertid	однако
station	станция
station	station
station	вокзал
station	станции
fågel	птичка
fågel	бёрд
fågel	птицы
fågel	птица
minuter	минуты
minuter	минут
sports	спортивные
sports	спорт
sports	спортивная
sports	sports
kungariket	царство
kungariket	королевство
bildade	сформированных
bildade	сформирован
bildade	сформировали
bildade	сформированные
bildade	сформирована
röst	голос
sofia	софия
sofia	софии
sofia	софия
oblast	область
lokala	местная
lokala	локальные
lokala	местных
lokala	местное
lokala	местный
lokala	местные
precis	точно
precis	именно
piano	фортепиано
piano	рояль
piano	пианино
hölls	провел
spring	запустить
spring	беги
uppslagsbok	энциклопедия
samarbete	сотрудничество
samarbete	сотрудничество
hockey	хоккей
free	свободно
free	бесплатно
free	свободный
free	свободной
free	бесплатный
free	бесплатные
försök	попробуй
försök	попробовать
försök	попробуйте
försök	попытка
eritrea	эритрея
eritrea	эритрее
eritrea	эритреи
följd	наследование
följd	преемственность
tjänst	услуга
tjänst	служба
tjänst	сервис
tjänst	службы
tjänst	услуги
tjänst	обслуживание
bidrag	субсидии
bidrag	субсидий
bidrag	дотации
bidrag	субсидии
bidrag	гранты
bidrag	взнос
bidrag	вклад
bidrag	взносы
bidrag	вклады
bidrag	вклад
gärna	охотно
frank	франк
frank	фрэнк
jesus	иисус
angeles	анджелесе
priset	прайс
priset	цена
visa	посмотреть
visa	просмотр
visa	просмотреть
visa	вид
visa	отображения
visa	отображение
visa	показ
visa	показывать
visa	шоу
visa	show
visa	показать
visa	показ
grupper	группы
grupper	групп
tagit	принято
tagit	принятых
tagit	взяты
kontrakt	контракты
kontrakt	договоры
kontrakt	контракт
fråga	спроси
fråga	спросить
fråga	спросите
fråga	запрос
fråga	вопрос
vår	наши
vår	наше
vår	наш
vår	наша
vår	наши
vår	наше
vår	наш
vår	наша
wilson	уилсон
bäst	лучшие
bäst	лучшая
bäst	лучший
bäst	best
bäst	лучшее
projekt	project
projekt	проекта
projekt	проект
projekt	проекты
projekt	проектов
tur	счастливая
tur	лаки
tur	счастливчик
tur	повезло
tur	удача
radera	стереть
radera	удаление
radera	исключить
radera	удаление
radera	удалить
bor	бор
bor	бора
bor	бор
militär	военный
militär	военных
militär	военная
militär	военные
uppgifter	информация
uppgifter	задачи
uppgifter	данные
uppgifter	данных
uppgifter	data
piper	пайпер
umeå	умео
das	дас
blue	синий
blue	blue
blue	синие
blue	голубые
blue	голубой
prince	принц
prince	принс
prince	князь
nordiska	северных
eriksson	эрикссон
sucre	сукре
frågor	вопросы
frågor	проблемы
frågor	вопросы
frågor	запросы
floden	ривер
floden	река
floden	реки
hills	хиллз
hills	холмы
björn	бьорн
björn	мишка
björn	медвежонок
björn	медведь
björn	бьёрн
code	код
code	code
nationella	национальные
nationella	национальных
nationella	national
nationella	национальная
nationella	национальный
bygger	сборки
bygger	строит
domare	судья
domare	судьи
domare	судей
domare	судья
domare	рефери
domare	арбитр
premiär	премьеру
premiär	премьера
journalist	журналист
journalist	журналистка
journalist	репортер
journalist	репортёр
ridge	хребет
ridge	ридж
antingen	либо
bukit	букит
följer	follow
följer	подписаться
estland	эстонии
estland	эстония
saknar	мисс
saknar	miss
saknar	отсутствует
myror	муравьи
försökte	пытался
försökte	пробовал
försökte	пробовали
försökte	попытался
försökte	пытались
zagreb	загребе
tour	tour
tour	тур
tour	гастроли
arbeten	вакансии
ferdinand	фердинанд
indian	индийская
indian	индеец
indian	индии
indian	индийский
indian	индеец
skalbaggar	жук
skalbaggar	жуков
skalbaggar	жуки
slog	ударил
slog	ударил
slog	хит
png	png
bodde	прожил
bodde	жили
bodde	жила
bodde	жил
svarta	чёрное
svarta	черный
svarta	black
svarta	чёрные
svarta	чёрный
svarta	черные
svarta	чёрные
svarta	чернокожих
haute	верхняя
byggnader	зданий
byggnader	здания
baserad	основано
spår	трек
spår	дорожка
spår	трека
spår	след
spår	треки
spår	дорожки
spår	следы
spår	следы
spår	отследить
spår	след
kraft	крафт
kraft	усилие
kraft	силы
kraft	сила
kraft	force
kraft	силу
kraft	власть
kraft	сила
kraft	мощь
kraft	power
kraft	мощность
jack	джэк
jack	джек
idaho	айдахо
kategori	категория
kategori	категории
franz	франц
skapad	созданные
skapad	созданный
skapad	создано
skapad	создана
skapad	создан
unga	янг
unga	молодая
unga	молодые
unga	young
unga	молодых
unga	молодой
relativt	родственник
relativt	относительной
relativt	относительное
relativt	относительные
relativt	относительный
relativt	относительная
relativt	относительно
våren	spring
våren	весна
våren	весенний
bana	подиум
bana	полоса
bana	бана
bana	орбиты
bana	орбиту
francisco	франциско
francisco	франсиско
eva	эва
eva	ева
eva	евы
eva	ив
eva	ева
beslut	решение
beslut	решения
gabon	габон
gabon	габона
georgien	грузии
georgien	джорджия
georgien	грузия
georgien	грузию
debuterade	дебютировал
scott	скотт
scott	скот
ifk	ifk
lunds	лунд
american	американский
american	американские
american	американская
american	american
american	американских
american	американец
hustru	жене
hustru	жена
hustru	жены
moskva	moscow
moskva	москва
moskva	московская
guvernör	губернатор
dos	dos
dos	дозу
dos	дозу
dos	доза
jackson	джексон
slutligen	наконец
olsson	олссон
vanlig	общих
vanlig	общие
vanlig	общая
estero	эстеро
utgiven	опубликован
utgiven	опубликованный
utgiven	опубликовано
utgiven	опубликована
utgiven	опубликованные
italiensk	итальянское
italiensk	итальянский
italiensk	итальянцы
italiensk	итальянские
italiensk	итальянская
italiensk	италии
range	дальность
range	диапазон
hitta	найдите
hitta	найди
hitta	найти
forskning	исследований
forskning	исследования
forskning	исследование
jonas	джонас
klart	очистить
klart	ясно
klart	чисто
klart	явно
öppna	открыть
öppna	открытый
öppna	открыто
öppna	open
öppna	открытая
grundade	основанное
grundade	основано
grundade	основанная
grundade	основана
grundade	основанный
grundade	основан
haiti	гаити
viktigaste	основная
viktigaste	основные
viktigaste	главная
viktigaste	основных
följde	последовало
skola	школе
skola	school
skola	школа
skola	школы
hertig	герцог
hertig	дюк
tidiga	раннее
tidiga	ранняя
tidiga	рано
tidiga	ранний
ledning	менеджмент
ledning	руководство
ledning	управление
litteratur	литература
rysk	русская
rysk	русские
rysk	российская
rysk	русский
metal	металла
metal	метал
metal	metal
metal	металлические
metal	металл
viktiga	важная
viktiga	важно
viktiga	важных
viktiga	важное
viktiga	важные
viktiga	важны
upplagan	издание
nio	девять
nio	nine
fungerar	работа
fungerar	работаем
fungerar	рабочий
fungerar	рабочей
fungerar	работает
läkare	врач
läkare	доктора
läkare	врачей
läkare	врачи
läkare	доктор
läkare	врач
vunnit	победила
vunnit	выиграла
vunnit	выиграл
vunnit	победил
lago	лаго
motsvarar	соответствует
warren	уоррен
hot	угрозы
hot	горячие
hot	hot
hot	жарко
hot	горячо
hot	горячая
hot	угроза
resultatet	результат
försöker	пытается
försöker	старается
försöker	стараюсь
försöker	пытаюсь
försöker	попытка
yrke	профессия
yrke	оккупация
yrke	профессия
yrke	оккупации
katanga	катанга
fartyg	судно
fartyg	сосуд
fartyg	судна
fartyg	судно
fartyg	корабль
fartyg	суда
fartyg	кораблей
fartyg	корабли
fartyg	суда
fartyg	сосуды
fartyg	судов
japanska	японские
japanska	японская
japanska	японский
japanska	японцы
japanska	японское
japanska	японии
universitetet	университет
begreppet	понятие
begreppet	концепция
svt	svt
cape	плащ
cape	мыс
arbetar	работает
arbetar	работа
arbetar	работаем
arbetar	рабочий
arbetar	рабочей
motsvarande	эквивалент
motsvarande	эквивалентные
motsvarande	соответствующая
riksdagen	рейхстагом
riksdagen	парламент
klass	класс
fru	миссис
fru	жене
fru	жена
fru	жены
filippinerna	филиппин
filippinerna	филиппины
etikett	ярлык
etikett	лейбл
etikett	метка
royal	королевские
royal	королевский
royal	royal
royal	королевской
royal	королевская
rapids	пороги
euphorbia	молочай
saknas	отсутствует
cypern	кипра
cypern	кипр
cypern	кипре
herrar	господа
herrar	джентльмены
herrar	лордов
herrar	masters
herrar	мастерс
herrar	мастера
herrar	хозяева
françois	франсуа
françois	франсуа
antonio	антонио
politisk	политических
politisk	политическая
politisk	политический
speciellt	особенно
speciellt	особая
speciellt	специальный
speciellt	специального
speciellt	специальная
speciellt	специальные
speciellt	специальное
speciellt	специально
höll	провел
ghana	гане
ghana	ганы
ghana	гана
bad	молился
bad	молились
bad	молилась
bad	плохо
bad	плохой
bad	bad
bad	плохая
bad	бани
bad	ванна
bad	бат
bad	ванной
bad	баня
media	media
media	медиа
media	сми
damaskus	дамаске
paulo	паулу
paulo	пауло
perioden	период
manus	сценарий
manus	сценарист
manus	сценарии
manus	манус
manus	рукопись
manus	сценарий
skapade	созданные
skapade	созданный
skapade	создано
skapade	создана
skapade	создан
pass	паспорта
pass	паспорт
gått	ушёл
gått	ушли
gått	ушла
gått	ушел
gått	прошли
gått	прошел
gått	прошло
gått	прошла
press	печати
press	пресса
press	пресс
press	нажмите
press	press
press	нажать
tränare	тренер
tränare	тренеров
tränare	тренер
kultur	культура
blå	синий
blå	blue
blå	синие
blå	голубые
blå	голубой
intresse	проценты
intresse	интерес
intresse	заинтересованность
intresse	интересы
tävling	гонки
tävling	гонка
tävling	расы
tävling	раса
tävling	конкуренция
tävling	соревнования
tävling	конкурс
tävling	конкуренции
tävling	соревнование
tävling	конкурс
tävling	евровидение
karelen	карелия
walter	уолтер
walter	вальтер
lägre	ниже
lägre	нижняя
lägre	нижний
lägre	нижние
författaren	автор
inklusive	включая
omgivningen	окружение
omgivningen	окрестности
bestående	постоянная
bestående	постоянное
bestående	постоянные
bestående	постоянный
bestående	прочного
pyrénées	pyrénées
kvinna	женщину
kvinna	женщина
kvinna	женское
kvinna	женщины
kvinna	женский
kvinna	женская
kvinna	женщина
andreas	андреас
andreas	эндрю
andreas	андрей
nunavut	нунавут
ersattes	заменили
ersattes	заменены
ersattes	заменена
victor	виктор
uppgift	задача
uppgift	задание
air	воздух
air	air
persiska	персидского
översatt	перевел
översatt	перевели
översatt	перевела
baker	бейкер
georgia	грузии
georgia	джорджия
georgia	грузия
georgia	грузию
bytte	поменялись
bytte	поменяли
bytte	поменялись
bytte	обменял
döda	убей
döda	убивать
döda	убить
döda	мертвый
döda	умер
döda	мертвые
döda	мертв
döda	мертва
döda	убийства
döda	убийство
samuel	самуэль
samuel	сэмюэль
samuel	сэмюэл
teater	кинотеатр
teater	театр
teater	театр
rosa	pink
rosa	розовая
rosa	розовые
rosa	розовое
rosa	розовый
rosa	розу
rosa	роза
loire	луары
kvinnliga	женское
kvinnliga	женщины
