korsika	korzika
kõrvad	uši
luisa	louisa
atlantis	atlantida
fauna	fauna
göteborgis	göteborg
laos	laos
vabrik	fabrika
kloostrid	manastire
mathias	mathias
sõiduki	vozilo
mehhanismid	mehanizmi
mehhanismid	mehanizama
paaris	pari
ash	pepeo
ash	ash
mauritiuse	mauricijusa
raport	izveštaj
raport	izvještaj
süüdistatud	optužio
süüdistatud	optužen
süüdistatud	optuženi
pavia	pavia
nõudlus	potražnja
erapooletu	neutral
balthasar	balthasar
gotha	gotha
duke	vojvoda
juut	jevrejska
juut	jevrejsko
juut	jevrej
juut	jevrejski
juut	jevrej
juut	jevrejka
lahendused	rješenja
laulda	pjevaju
laulda	sing
planeerimine	planiranja
planeerimine	planiranje
võrreldakse	poredi
cesare	cesare
ameeriklased	amerikanaca
ameeriklased	amerikanci
kohtuda	ispuniti
diktatuuri	diktatura
okt	oct
louvre	louvre
kuude	meseci
kuude	mjesecima
ministrid	ministri
kümned	desetine
kümned	desetine
racing	racing
solanum	solanum
kent	kent
tudengid	studenti
tudengid	učenici
quintus	quintus
ülevõtmine	transpozicija
ülevõtmine	preuzimanja
piirkondlikud	regionalni
piirkondlikud	regionalna
windsor	windsor
kasvatus	odgoja
kasvatus	odgoj
ari	ari
hondurase	honduras
sõnastik	rječnik
teravilja	žitarice
hädavajalik	suštinska
hädavajalik	osnovni
kristin	kristin
martino	martino
keerukas	kompleksan
keerukas	kompleks
keerukas	kompleksna
põrgu	pakao
lucca	lucca
laboratooriumi	laboratoriji
laboratooriumi	laboratorija
eranditult	isključivo
hms	hms
kollektsioon	zbirka
kollektsioon	kolekcija
kollektsioon	collection
spordiala	sport
toetaja	pristalica
toetaja	pomagač
moto	moto
moto	moto
dünamo	dinamo
õnneks	srećom
elektriliselt	električki
hamiltoni	hamilton
lõpetamine	završetak
lõpetamine	završetku
lõpetamine	završetka
lõpetamine	zatvaranje
lõpetamine	matura
como	como
potentsiaal	potencijal
faso	faso
klient	mušterija
klient	klijent
edastamine	prenos
skt	bdp
gibson	gibson
fanny	fanny
webber	veber
sajad	stotine
pakistan	pakistan
dis	dis
clement	kliment
clement	klement
amor	amor
ühtlane	ujednačen
poodi	radnja
poodi	shop
poodi	kupovinu
poodi	radnja
poodi	prodavnica
poodi	store
lazio	lazio
birger	birger
seks	spol
sarnanes	ličili
renoveeritud	obnovljena
lausanne	lausanne
stabiilsus	stabilnost
tausta	pozadinu
tausta	pozadina
reaalsus	stvarnost
evolutsioon	evolucija
metaani	metan
tõmbas	izvukao
konfliktid	sukobi
konfliktid	sukob
konfliktid	konflikt
signaalid	signali
signaalid	signale
julien	julien
phelps	phelps
junior	juniorsko
junior	juniorska
junior	junior
junior	mlađi
phd	doktorski
sõjalised	vojska
salvatore	salvatore
süüdistus	optužba
süüdistus	naboj
süüdistus	optužnica
süüdistus	optužnici
airbus	airbus
uraan	uranij
uraan	uran
bussi	autobus
süstemaatiliselt	sistematski
maadlus	hrvanje
piibel	biblija
bryan	bryan
nukleotiidi	nukleotid
borussia	borussia
dee	dee
palk	plaće
palk	plate
palk	plaća
palk	plaće
graf	graf
sojuz	soyuz
õlut	pivo
sõltus	zavisilo
hüljatud	napušten
hüljatud	napustio
hüljatud	napuštena
hüljatud	napuštene
kavatsusest	namjera
kavatsusest	namjeru
levin	levin
pingeid	tenzije
pingeid	tenzija
pingeid	tenzija
nacional	nacional
warner	warner
failid	datoteka
tõlgendus	tumačenje
proosa	proza
mõistmine	shvatanje
mõistmine	razumijevanje
gustave	gustave
kuraator	kustos
viiulit	violina
metsik	divljeg
metsik	divlji
metsik	wild
metsik	divlja
aacheni	aachen
streik	štrajk
kalli	hug
vangid	zarobljenike
vangid	zatvorenici
sami	sami
määratleb	definira
määratleb	definiše
vaatlused	ispitivanja
vaatlused	posmatranja
tunnustus	priznanja
tunnustus	priznavanje
tunnustus	priznanje
martha	martha
kara	kara
diagnostika	dijagnostiku
diagnostika	dijagnostika
füüsilised	fizički
füüsilised	fizičko
füüsilised	fizičke
efektiivselt	faktički
efektiivselt	efikasno
meeleavaldajate	demonstrante
meeleavaldajate	demonstranti
meeleavaldajate	protestanata
crystal	kristal
ustav	odan
ustav	lojalnih
madalmaad	holandija
münsteri	münster
politseinikud	policajci
lahutatud	isključen
vanuatu	vanuatu
hollywood	hollywood
sobilik	pogodan
sobilik	pogodna
neeru	bubrega
lilian	lilian
mendelssohn	mendelssohn
falcon	soko
kremli	kremlja
gmbh	gmbh
alkohol	alkohol
kristen	kristen
holokausti	holokaustu
holokausti	holokaust
holokausti	holokausta
hinged	duše
hinged	duhovi
paigutus	plasman
paigutus	raspored
paigutus	aranžman
kinnitamine	potvrđuje
kinnitamine	potvrđujući
veinid	vino
botswana	bocvana
temperatuurid	temperature
jumalik	neodoljivo
aneemia	anemija
arch	arch
suurendamine	povećanje
suurendamine	porast
suurendamine	povećati
suurendamine	povećava
suurendamine	povećanju
freeman	freeman
uni	spavanje
uni	uni
alfredo	alfredo
vältimatu	neizbježna
kehad	tela
kehad	tijela
sol	sol
monica	monica
monica	monika
str	str
armastan	ljubav
kartaago	kartaga
alta	alta
epideemia	epidemija
telekommunikatsiooni	telekomunikacije
telekommunikatsiooni	telekomunikacije
kink	dar
kink	poklon
ühineb	pridružuje
tooli	stolac
tooli	stolica
pood	radnja
pood	shop
pood	radnja
pood	prodavnica
pood	store
sonja	sonja
kahjustused	lezije
kahjustused	štetu
kahjustused	oštećenja
kahjustused	štete
kahjustused	oštećenje
soojus	toplota
grove	grove
hara	hara
marche	marche
sark	sark
issand	gospodara
issand	gospodar
issand	gospod
issand	gospodaru
issand	lord
trumm	bubanj
juhatab	predvodi
sõdu	ratovi
puudega	disabled
tamili	tamilski
ruttu	brzo
ruttu	brzo
registreerida	registar
sõrme	prst
gertrude	gertrude
tagasihoidlik	skroman
tagasihoidlik	humble
lena	lena
järjekindlalt	dosljedno
nano	nano
mitteametlikult	nezvanično
nhl	nhl
toetamine	podrška
intensiivne	intenzivne
intensiivne	intenzivna
intensiivne	intenzivne
intensiivne	intenzivan
pankrotti	bankrotirala
avignon	avignonu
ergo	ergo
nooremad	mlađi
helid	zvuči
helid	zvukova
helid	sounds
šiauliai	šiauliai
teadaolevad	poznat
teadaolevad	poznato
teadaolevad	poznata
teadaolevad	poznate
ettepoole	napred
ettepoole	naprijed
cash	novac
jose	jose
peavalu	glavobolja
jerome	jerome
beatrice	beatrice
bogdan	bogdan
sülearvuti	laptop
teatanud	izvijestio
teatanud	prijavljeno
teatanud	prijavili
teatanud	izvještava
vastuseid	odgovore
vastuseid	odgovori
renessanss	renesansa
saag	vidio
kael	vrat
progress	napredak
richter	richter
sooritatud	izvela
sooritatud	nastupao
sooritatud	izvedena
sooritatud	izvodili
uskuma	vjeruju
mitmuses	množina
tolmu	prašine
tolmu	prašina
tolmu	prašinu
ettevalmistamine	priprema
ettevalmistamine	pripreme
ettevalmistamine	priprema
spetsiifilised	specifične
spetsiifilised	konkretne
spetsiifilised	specifična
steiner	steiner
marius	mariusa
eksperimentaalne	eksperimentalni
eksperimentaalne	eksperimentalna
eksperimentaalne	eksperimentalnoj
fsb	fsb
sokid	čarape
jupiter	jupiter
earl	earl
tööandja	poslodavaca
kahjulik	štetnih
kahjulik	štetan
kahjulik	štetno
kahjulik	oštetiti
hjalmar	hjalmar
allikat	izvor
hiline	kasni
hiline	kasno
vaidluse	spor
lou	lu
lou	lou
foster	foster
foster	gajenja
hiroshima	hiroshimu
dokumenteeritud	dokumentiran
beiträge	beiträge
toro	toro
üritused	događaja
üritused	događaji
üritused	dešavanja
gemini	blizanci
kohtunikud	sudaca
kohtunikud	sudije
kohtunikud	suci
paralleelne	paralelnost
paralleelne	paralelna
paralleelne	paralelnih
paralleelne	paralelne
paralleelne	paralelni
paralleelne	paralelno
pauline	pauline
alpha	alpha
alpha	alfa
teraapia	terapija
tiberius	tiberije
jamie	jamie
autobiograafia	autobiografija
antropoloogia	antropologija
bailey	bailey
tadžiki	tadžički
siluri	debugger
sébastien	sébastien
iata	iata
katherine	katherine
machiavelli	machiavelli
sylvia	sylvia
vologda	vologodska
kirjeldused	opise
kirjeldused	opisa
kits	koza
tuberkuloos	tuberkuloze
müüb	prodaje
prunus	prunus
staadium	faza
staadium	bina
jeltsin	jeljcin
juliana	juliana
proov	uzorak
proov	uzorka
proov	uzorku
proov	proba
roosevelt	roosevelt
lionel	lionel
terminal	terminal
väljakutse	izazov
väljakutse	challenge
gravitatsiooni	gravitaciono
palace	palata
palace	palača
bernd	bernd
vall	vall
üleandmine	transfer
üleandmine	prijenos
mia	mia
mia	mija
hindu	hindu
ace	as
eritrea	eritreja
kirjalik	pisani
kirjalik	napisano
kirjalik	zapisano
kirjalik	napisao
kirjalik	pisan
kirjalik	pisao
gertrud	gertrud
tuhk	pepeo
tuhk	pepeo
tuhk	ash
pühapäev	nedjelja
täpsust	preciznost
täpsust	preciznosti
täpsust	tačnost
täpsust	preciznost
fidži	fidži
lääs	zapadu
lääs	zapad
cola	cola
lämmastik	dušik
strateegiline	strateške
strateegiline	strateška
strateegiline	strateški
detektiiv	detektiv
vastuvõtt	prijem
märkused	note
märkused	nota
märkused	komentari
märkused	komentarima
liitlane	saveznica
liitlane	saveznik
gaz	gaz
magus	slatko
rongid	vozove
rongid	vozovi
rongid	vozova
irving	irving
rebecca	rebeka
aruanne	izveštaj
aruanne	izvještaj
borgia	borgia
liinid	linije
manustamine	uprava
manustamine	administracija
vastasid	odgovorio
vastasid	odgovorio
vastasid	odgovorila
eksperiment	eksperiment
eksperiment	eksperimentu
akustiline	acoustic
dagmar	dagmar
elekter	elektricitet
elekter	električna
elekter	električni
varastatud	ukradene
varastatud	ukraden
karlsson	karlsson
gibraltari	gibraltara
pat	pat
sünonüüm	synonym
amplituud	amplitude
dominique	dominique
üksikult	pojedinačno
territoriaalse	teritorijalnoj
territoriaalse	teritorijalni
territoriaalse	teritorijalna
territoriaalse	teritorijalne
ultra	ultra
ward	ward
ward	odjeljenju
positsioonid	pozicija
positsioonid	pozicije
positsioonid	položaje
positsioonid	pozicijama
bennett	bennett
petit	petit
primaarne	primarna
primaarne	primarni
testid	testovi
tsoon	zona
tsoon	zonu
täiuslik	savršen
täiuslik	savršena
aserbaidžaan	azerbejdžan
maxwell	maxwell
tööline	radnik
negatiivselt	negativno
nähtused	fenomen
nähtused	fenomene
kasahstan	kazahstan
churchill	churchill
mikael	mikael
dag	dag
kopsu	pluća
puruks	razbijena
aken	prozor
hills	brdima
hills	brda
hills	hills
passiivne	pasivne
passiivne	pasivno
passiivne	pasivna
antonov	antonov
dumas	dumas
meele	um
hare	hare
ülalpool	iznad
tõestus	dokaz
tor	tor
kokkupuude	izloženost
kokkupuude	izlaganje
kasutuselevõtt	raspoređivanje
stress	stres
kahn	kahn
putnam	putnam
jalakäijate	pješački
jalakäijate	pješaka
jalakäijate	pješak
jalakäijate	pješake
detaili	detalj
hoiak	stav
hoiak	stava
hoiak	držanje
spektroskoopia	spektroskopija
karp	kutija
gay	gej
gay	gay
hoidmine	imajući
hoidmine	drže
hoidmine	holding
koostisosa	konstitutivna
koostisosa	konstitutivnih
koostisosa	konstitutivne
koostisosa	sastojak
tõmbab	crta
stern	stern
tõusev	rastuće
erosiooni	erozije
kuulsus	slavnih
kuulsus	fame
kong	kong
attila	atila
duncan	duncan
amour	amour
lahtised	slobodi
braun	braun
issn	issn
tehingu	transakcija
uuendused	inovacija
uuendused	inovacije
uuendused	inovacija
uuendused	ažurirane
uuendused	ažuriranja
kasutegur	efikasnost
horisontaalne	horizontalna
horisontaalne	horizontalni
kafka	kafka
seire	praćenje
seire	monitoring
mongolid	mongoli
vabariiklaste	republikanske
vabariiklaste	republikanska
vereringe	krvotok
terminid	pojmove
terminid	uslovi
regulatsioon	propis
spetsiifiline	specifične
spetsiifiline	konkretne
spetsiifiline	specifična
sügavale	duboka
sügavale	duboke
sügavale	duboko
sügavale	dubok
sügavale	deep
dets	dec
liitub	pridružuje
antenni	antenna
ios	ios
castel	castel
ohvreid	žrtava
ohvreid	žrtve
salzburgi	salzburg
stabiilsed	stabilno
stabiilsed	stabilna
stabiilsed	stabilan
murdoch	murdoch
iha	želju
iha	želja
iha	lust
tunded	osećanja
tunded	osjećanja
pantvangi	taoc
vaadeldud	posmatrala
vaadeldud	posmatrao
määramata	indefinite
golf	golf
impulss	impuls
jackie	džeki
jackie	jackie
käsud	komande
käsud	komanduje
käsud	naređenje
käsud	naređenja
blake	blake
transistor	tranzistor
troopiline	tropske
troopiline	tropski
troopiline	tropska
alu	alu
hobuseid	konjima
hobuseid	konji
martínez	martínez
lihased	mišići
lihased	mišićima
lihased	mišiće
teenindab	služi
trento	trento
aeglasemalt	sporije
kahjustatud	oštećeni
kahjustatud	oštećeno
kahjustatud	oštećen
côte	côte
arvukuse	obilja
jurisdiktsiooni	nadležnosti
jurisdiktsiooni	nadležnost
määratlus	definicija
rahvuste	nacionalnosti
rahvuste	narodnosti
lugemist	reading
lugemist	čita
alejandro	alejandro
bali	bali
cdu	cdu
theodosius	theodosius
hiinlased	kineski
bel	bel
suzanne	suzanne
lepa	lepa
vastand	reverse
vastand	suprotnost
vastand	suprotna
vastand	suprotnim
vastand	suprotno
katastroof	katastrofe
katastroof	katastrofa
katastroof	katastrofe
katastroof	katastrofa
rajad	stazama
rajad	puteve
perugia	perugia
andekas	nadarenog
andekas	talentovanih
andekas	talentovani
polo	polo
valss	valcer
siil	jež
madison	madison
süüdistused	optužbe
süüdistused	optužbi
süüdistused	optužbe
cecilia	cecilia
põlve	knee
sort	raznovrsnost
sort	različitih
conti	conti
brassica	brassica
malaisias	malezija
kodeeritud	kodiran
kodeeritud	kodiran
kodeeritud	kodirane
ego	ego
rikkalik	bogata
rikkalik	bogato
rikkalik	bogati
rikkalik	bogatim
rikkalik	bogat
ajakirjanikud	novinara
ajakirjanikud	novinari
debüüt	debi
õpitud	naučila
õpitud	naučili
õpitud	saznao
õpitud	naučio
õpitud	naučio
nupud	buttons
perioodiliselt	periodically
joanna	ivana
hoiatas	upozorio
kataloogi	katalog
lübeck	lübeck
arvamused	mišljenja
genotsiidi	genocid
radikaalne	radikal
radikaalne	radikalna
lapi	lapland
plaadid	ploče
plaadid	tiles
maksumus	trošak
ravile	terapija
ravile	liječenje
ravile	lečenje
ravile	tretman
ravile	tretmanu
phoenix	phoenix
abdullah	abdullah
madame	madam
varustada	opremiti
funktsionaalne	funkcionalna
telg	osi
vein	vino
depressioon	depresija
esteetika	estetika
seb	seb
malai	malajski
aquila	aquila
salerno	salerno
togo	togo
emotsioonid	emocija
emotsioonid	emocije
emotsioonid	emocija
gilles	gilles
aeglasem	sporije
patroon	pokrovitelj
fosfori	fosfor
istub	sjede
seaduslik	legalno
seaduslik	pravna
seaduslik	pravne
seaduslik	pravni
seaduslik	pravnih
seaduslik	dopušteno
pühad	praznici
pühad	praznike
pühad	praznika
visata	baci
fide	fide
liitmine	spajanja
liitmine	spajanje
prefekt	prefekt
kalamees	ribarsko
potentsiaalselt	potencijalno
melanie	melanie
boyle	boyle
andrews	andrews
face	licem
face	suočavaju
face	suočiti
face	lice
face	face
sprint	sprint
granada	granada
abba	abba
hiired	miševi
ballett	balet
fännid	navijači
fännid	navijača
waterloo	waterloo
piazza	piazza
lin	lin
hierarhia	hijerarhija
larsen	larsen
tundlikud	osjetljivih
tundlikud	osjetljiv
maraton	maraton
gates	gates
värviline	obojena
värviline	obojen
packard	packard
klaviatuur	tastatura
administratsioon	uprava
administratsioon	administracija
heakskiidu	pražnjenja
heakskiidu	otpuštanje
atlantic	atlantski
atlantic	atlantika
atlantic	atlantska
ekvaatori	ekvator
kujud	statue
voolavad	teku
saatkond	ambasada
fiat	fiat
negatiivsed	negativan
negatiivsed	negativne
negatiivsed	negativni
negatiivsed	negativno
jansen	jansen
marylandi	maryland
kaaluda	smatraju
reid	reid
reid	upada
kuldsed	zlatna
faktiliselt	činjenično
tööriistad	alat
mandžuuria	mandžurija
juventus	juventus
sokk	sock
kuritegu	kriminal
olsen	olsen
brescia	brescia
pomorze	pomeransko
näiliselt	naizgled
korralik	pristojan
maapind	terenu
maapind	tlo
maapind	kopnena
maapind	tlu
maapind	ground
gaulle	gaulle
programmeerija	programer
adele	adela
külasid	sela
külasid	selima
tara	tara
tara	ograde
tara	ograda
kujund	oblik
kujund	formi
sándor	sándor
viiskümmend	pedeset
montpellier	montpellier
harper	harper
sparta	spartan
sparta	sparta
nella	nella
talupoeg	seljak
jäta	napustiti
jäta	ostavi
jäta	napusti
