और	at
संपादन	editor
औसत	karaniwan
औसत	mean
अफ्रीका	africa
अफ्रीका	aprika
विश्वास	magtiwala
विश्वास	pinagkakatiwalaan
विश्वास	tiwala
विश्वास	trust
विश्वास	pananampalataya
विश्वास	tiwala
विश्वास	kagitingan
विश्वास	naniniwala
विश्वास	maniwala
विश्वास	paniniwala
रक्षा	depensa
रक्षा	defense
रक्षा	pagtatanggol
रक्षा	ipagtanggol
जर्मन	aleman
विपरीत	reverse
विपरीत	baliktarin
विपरीत	kabaliktaran
खुद	sarili
खुद	sariling
निर्माता	producers
निर्माता	producer
निर्माता	tagagawa
निर्माता	gumagawa
निर्माता	producer
निर्माता	gumawa
निर्माता	lumikha
निर्माता	creator
प्रतियोगिता	paligsahan
प्रतियोगिता	kompetisyon
प्रतियोगिता	paligsahan
प्रतियोगिता	contest
विद्युत	elektrisidad
विद्युत	kuryente
विद्युत	electrical
विद्युत	electric
वायु	hangin
वायु	hangin
वायु	himpapawid
निर्भर	dependent
निर्भर	nakasalalay
निर्भर	umaasa
निर्भर	depend
आसपास	malapit
आसपास	kalapit
अधिनियम	act
अधिनियम	kikilos
अधिनियम	kumilos
लिखे	magsulat
लिखे	sumulat
लिखे	isulat
रूस	rusya
रूस	russia
विजय	tagumpay
बस	bus
बस	simply
बस	lng
बस	nalang
बस	basta
गुरु	guru
महाराष्ट्र	maharashtra
महिलाओं	ladies
महिलाओं	kababaihan
हमारे	ating
हमारे	aming
फ्रांस	pransiya
फ्रांस	france
धारा	current
धारा	kasalukuyan
धारा	kasalukuyang
धारा	section
धारा	seksyon
धारा	seksiyon
धारा	batis
धारा	daloy
प्रेम	nagmahal
प्रेम	love
प्रेम	nagmamahal
इंजन	engine
इंजन	makina
आंदोलन	paggalaw
आंदोलन	kilusan
अंतरराष्ट्रीय	internasyonal
अंतरराष्ट्रीय	international
अंतरराष्ट्रीय	internasyunal
अंतरराष्ट्रीय	pandaigdig
कृष्णा	krishna
अभिनय	acting
अभिनय	kumikilos
सफलता	tagumpay
विधान	distritong
विधान	legislation
रासायनिक	chemical
रासायनिक	kemikal
कृष्ण	krishna
डॉलर	dolyar
डॉलर	dolyar
बच्चे	pambata
बच्चे	anak
बच्चे	bata
मन्दिर	templo
पर्याप्त	sapat
पर्याप्त	husto
पर्याप्त	sapat
मसीह	cristo
मसीह	christ
मसीह	kristo
पूजा	pagsamba
भारी	mabigat
पत्नी	asawa
मान्यता	paniniwala
मान्यता	validity
मान्यता	bisa
मान्यता	paterno
मान्यता	pagkilala
मान्यता	recognition
इंडिया	india
कप	tasa
कप	kopa
अत्यंत	labis
उचित	patas
उचित	naaangkop
उचित	angkop
उचित	makatwiran
उचित	makatwirang
सड़क	kalye
सड़क	daan
रात	gabi
विदेशी	overseas
विदेशी	foreign
विदेशी	dayuhang
कोशिश	try
कोशिश	subukan
सूत्र	formula
सूत्र	sutra
जीव	nilalang
जीव	organismo
डिग्री	degrees
डिग्री	degree
डिग्री	antas
डिग्री	deg
जिनके	kaninong
बाल	hair
बाल	buhok
बाल	bal
झील	lawa
मामलों	kaso
ना	naa
स्वामी	swami
सिर्फ	lang
सिर्फ	lamang
सिर्फ	lng
सिर्फ	nalang
सिर्फ	basta
कश्मीर	kashmir
सुविधा	pasilidad
सुविधा	facility
सुविधा	tampok
सुविधा	itampok
सुविधा	utilidad
सुविधा	utility
पिछले	dating
पिछले	nakaraang
आयु	ayu
आयु	edad
आयु	age
प्रचार	promotion
प्रचार	promotion
प्रचार	promosyon
प्रचार	itaguyod
प्रचार	promote
प्रचार	isulong
प्रचार	propaganda
प्रशिक्षण	pagsasanay
फ़रवरी	february
फ़रवरी	pebrero
रेडियो	radio
रेडियो	radyo
डिजाइन	disenyo
डिजाइन	disenyo
कंप्यूटर	kompyuter
कंप्यूटर	computer
कंप्यूटर	kompyuter
कंप्यूटर	computer
कंप्यूटर	ekolohiya
मंत्री	ministro
मंत्री	minister
सम्बन्ध	ugnayang
सम्बन्ध	ugnayan
सम्बन्ध	relasyon
आबादी	populasyong
आबादी	populasyon
तत्व	element
तत्व	elementong
तत्व	elemento
दस	sampung
दस	sampu
आगरा	agra
भौतिक	pisikal
जिन	jin
जिन	gin
आपको	ikaw
आपको	ka
आपको	mo
सहयोग	collaboration
सहयोग	pakikipagtulungan
सहयोग	kolaborasyon
सहयोग	pagtutulungan
सहयोग	kooperasyon
गैस	gas
वी	wii
राय	opinyon
राय	rai
राय	opinyon
राय	roy
कनाडा	canada
व्यक्तियों	persons
विश्लेषण	pagkakahati
विश्लेषण	pagsusuri
विश्लेषण	pagtatasa
विश्लेषण	analysts
लक्ष्य	pinupuntirya
लक्ष्य	layunin
लक्ष्य	target
लक्ष्य	goals
शासक	ruler
तमिल	tamil
मीडिया	media
मीडिया	midya
जूलियन	julian
पार्क	liwasan
पार्क	park
पार्क	parke
पार्क	parks
तट	harbor
तट	daungan
अधिकारी	official
अधिकारी	opisyal
अधिकारी	opisyal
मिट्टी	clay
मिट्टी	putik
तंत्र	sistemang
तंत्र	system
तंत्र	sistema
सितम्बर	setyembre
सप्ताह	linggo
सप्ताह	lingguhan
सप्ताह	lingo
सप्ताह	linggo
निकट	nalalapit
निकट	malapit
क्रम	order
क्रम	sequence
बनने	nagiging
भवन	gusali
मिली	natagpuan
मिली	nahanap
मिली	nakita
मिली	nakahanap
मिली	nakuha
ग्राम	gram
शायद	siguro
शायद	baka
शायद	marahil
शायद	malamang
शायद	ata
देख	makita
देख	see
देख	makakita
देख	tingnan
लिंक	link
लिंक	links
पाँच	limang
पाँच	lima
पाँच	singko
निर्देशक	direktor
निर्देशक	director
लक्षण	sintomas
लक्षण	palatandaan
संपर्क	ugnayan
संपर्क	contact
वित्तीय	pinansyal
वित्तीय	financial
गंगा	ganga
गंगा	ganges
महीने	buwan
महीने	months
महीने	buwan
सुरक्षित	pinoprotektahan
सुरक्षित	protektado
सुरक्षित	ligtas
सुरक्षित	safe
सुरक्षित	reserved
सुरक्षित	ligtas
सुरक्षित	secure
पर्यावरण	kapaligiran
लगातार	tuloy
पद्म	padma
अत्यधिक	labis
अत्यधिक	mataas
अत्यधिक	highly
भूगोल	heometriya
भूगोल	globo
भूगोल	globe
भूगोल	heograpiya
बेहतर	better
मुख्यालय	headquarters
मुख्यालय	headquarter
लिपि	alpabeto
लिपि	script
एल्बम	album
एल्बम	album
एल्बम	albums
धन	pera
धन	salapi
सॉफ्टवेयर	software
योग	sum
योग	kabuuan
योग	yoga
गुजरात	gujarat
शीर्ष	tuktok
शीर्ष	nangunguna
शीर्ष	itaas
संस्था	institusyon
औद्योगिक	industrial
औद्योगिक	industriyal
प्रधान	prime
प्रधान	punong
प्रधान	chief
प्रधान	hepe
नेता	lider
संविधान	constitution
अनुमान	pagtantiya
अनुमान	tantiya
अनुमान	pagtatantya
शीर्षक	headline
शीर्षक	caption
शीर्षक	paliwanag
शीर्षक	pamagat
शीर्षक	header
शीर्षक	titulo
शीर्षक	pamagat
शीर्षक	title
अवसर	okasyon
अवसर	pagkakataon
अवसर	chance
अवसर	pagkakataon
अवसर	opportunity
अवसर	pagkakataon
अवसर	oportunidad
अंक	digits
अंक	digit
अंक	score
अंक	iskor
अंक	points
अंक	scores
शोध	pananaliksik
शोध	pagsisiyasat
शोध	research
स्पेन	espanya
स्पेन	spain
गांधी	gandhi
हमेशा	palagi
हमेशा	laging
जोखिम	panganib
जोखिम	panganib
जोखिम	hazard
तापमान	temperatura
शाखा	sanga
शाखा	sangay
शाखा	sangay
इत्यादि	atbp
इत्यादि	etc
प्रतीक	simbolo
प्रतीक	sagisag
प्रतीक	imahen
प्रतीक	icon
संदर्भ	sanggunian
संदर्भ	reperensiya
संदर्भ	konteksto
संदर्भ	context
आयोजन	aayos
करीब	closer
करीब	palapit
करीब	close
करीब	malapit
करीब	isara
चक्र	gulong
चक्र	chakra
चक्र	siklo
चक्र	cycle
चक्र	ikot
प्राथमिक	pangunahing
प्राथमिक	pangunahin
प्राथमिक	preliminary
गुण	attribute
गुण	property
गुण	katangian
गुण	attributes
ग्रह	planeta
ग्रह	planets
महल	mahal
महल	palasyo
सिद्ध	napatunayan
बजाय	halip
बजाय	instead
निधन	kamatayan
बराबर	pantay
बराबर	katumbas
बराबर	equals
बराबर	pantay
मिनट	minuto
मिनट	minuto
मिनट	min
फिल्मों	movies
व्यवसाय	propesyon
व्यवसाय	negosyong
व्यवसाय	negosyo
बनाई	recreated
संरक्षण	pagaalaga
संरक्षण	pangangalaga
संरक्षण	proteksyon
शो	magpakita
शो	ipakita
शो	pakita
शो	show
प्रस्ताव	proposal
प्रस्ताव	panukala
प्रस्ताव	alok
प्रस्ताव	offer
रिपोर्ट	iulat
रिपोर्ट	ulat
रिपोर्ट	ulat
अंग	organo
अंग	organ
हिस्से	bahagi
हिस्से	part
हिस्से	parte
मुस्लिम	muslim
रिकॉर्ड	record
रिकॉर्ड	talaan
रिकॉर्ड	rekord
रिकॉर्ड	records
रिकॉर्ड	talaan
सरल	simple
सरल	simpleng
धातु	metal
धातु	metals
परिषद	konseho
परिषद	konsilyo
परिषद	kompederasyon
शारीरिक	pisikal
शारीरिक	somatic
संघर्ष	pakikibaka
संघर्ष	struggle
संघर्ष	pagsalungat
संघर्ष	salungat
तकनीक	tech
तकनीक	pamamaraan
तकनीक	teknolohiya
तकनीक	pamamaraan
फल	prutas
फल	bunga
फल	fruits
फल	prutas
कैसे	paano
कैसे	pano
कार्बनिक	organic
शाह	shah
विवरण	paglalarawan
विवरण	detalye
विवरण	detalye
शादी	kasal
शादी	pagpapakasal
शादी	kasalan
शादी	kasal
शादी	kasalan
शादी	wedding
उप	sub
उप	rap
पात्र	lalagyan
वेब	web
संसद	parlyamento
सन्दर्भ	sanggunian
सन्दर्भ	reperensiya
सन्दर्भ	konteksto
सन्दर्भ	context
चेन्नई	chennai
परमाणु	nuclear
परमाणु	molecule
परमाणु	atomic
परमाणु	atom
आक्रमण	pagsalakay
आक्रमण	attack
आक्रमण	atake
कार	kotse
कार	sasakyan
कार	kotse
केरल	kerala
जांच	pagsisiyasat
जांच	suriin
जांच	imbestigasyon
जांच	pagsisiyasat
जांच	pagsubok
जांच	subukan
जांच	pagsusulit
पत्थर	bato
आठ	walong
आठ	otso
आठ	walo
विषयों	paksa
टेनिस	tennis
पारंपरिक	tradisyunal
पारंपरिक	tradisyonal
अकादमी	academy
सतह	ibabaw
देव	dev
देव	deo
युक्त	ukraine
अभियान	kampanya
घोषित	ipinahayag
घोषित	idineklara
घोषित	ipinapahayag
घोषित	ipahayag
घोषित	declare
घोषित	inihayag
घोषित	inanunsyo
लिखी	isinulat
लिखी	nakasulat
लिखी	sinulat
लिखी	naisulat
सिस्टम	sistemang
सिस्टम	system
सिस्टम	sistema
सिस्टम	systems
सिस्टम	sistema
किनारे	gilid
किनारे	edge
किनारे	dulo
कार्बन	karbon
कार्बन	carbon
प्रतिक्रिया	reaksyon
प्रतिक्रिया	reaction
प्रतिक्रिया	feedback
प्रतिक्रिया	puna
प्रतिक्रिया	react
गणित	matematika
गणित	matematiko
गणित	aritmetika
गणित	math
मौत	kamatayan
विवाद	controversy
विवाद	alitan
विवाद	alitan
विवाद	pagtutol
अली	ali
तकनीकी	teknikal
माँ	bida
माँ	maa
माँ	nanay
माँ	nanay
माँ	ina
विष्णु	vishnu
मैदान	payak
मैदान	kapatagan
मैदान	lupa
मैदान	ground
विमान	panghimpapawid
विमान	aviation
विमान	eroplano
विमान	airplane
विमान	eroplano
सक्षम	pinapagana
सक्षम	pinagana
वातावरण	kapaligiran
वातावरण	kapaligiran
लागत	gastos
लागत	halaga
लागत	gastos
सीधे	straight
सीधे	tuwid
सीधे	diretso
सीधे	direkta
प्रेस	pindutin
रोमन	roman
रोमन	romano
मील	milyang
मील	mile
मील	milya
मील	milya
लोकसभा	parlyamento
अज्ञात	anonymous
रेखा	linyang
रेखा	linya
रेखा	line
पार	krus
पार	cross
लेखन	writings
लेखन	pagsusulat
बोली	tawad
बोली	bid
नष्ट	nawasak
नष्ट	nakakasira
नष्ट	sirain
नष्ट	wasakin
परंपरा	kaugalian
परंपरा	tradisyon
राशि	halaga
दृष्टिकोण	lapitan
दृष्टिकोण	lumapit
दृष्टिकोण	diskarte
भाव	emosyon
भाव	emotions
भाव	kilos
भाव	kahulugan
भाव	sense
हवा	breeze
हवा	simoy
हवा	hangin
पाठ	text
पाठ	txt
पाठ	teksto
वैदिक	vedic
गठन	frame
गठन	frame
गठन	formation
नागरिक	civic
नागरिक	mamamayan
नागरिक	citizen
अस्तित्व	existence
अस्तित्व	pagkakaroon
अस्तित्व	matira
अस्तित्व	existential
गंभीर	seryoso
गंभीर	kritikal
समझ	maunawaan
समझ	intindihin
समझ	naiintindihan
समझ	maintindihan
समझ	intindi
समझ	unawa
किस	halik
किस	kiss
प्रशासन	pangangasiwa
प्रशासन	pangasiwaan
आदेश	kautusan
आदेश	order
आदेश	orders
सैन्य	military
सैन्य	pangmilitar
सैन्य	militar
अंदर	inside
अंदर	loob
अंदर	panloob
अंदर	indoor
छह	anim
ग्रन्थ	teksto
भुगतान	pagbabayad
भुगतान	kabayaran
भुगतान	bayad
भुगतान	pagbabayad
उनसे	kanila
उनसे	sila
उनसे	silang
ध्वनि	tunog
ध्वनि	tunog
ध्वनि	sounds
निवास	paninirahan
निवास	residence
निवास	tirahan
निवास	residences
अरबी	arabic
अरबी	arabe
अरबी	arabo
हत्या	asasinasyon
हत्या	murder
हत्या	pagpatay
दिखाया	ipinapakita
दिखाया	ipinakita
दिखाया	nagpakita
दिखाया	pinakita
पवित्र	banal
पवित्र	banal
विभाजित	hinati
विभाजित	nahahati
विभाजित	paghahati
विभाजित	split
विभाजित	hatiin
इकाई	units
इकाई	yunit
इकाई	yunit
इकाई	unit
अम्ल	acid
अम्ल	asido
प्रबंधक	namamahala
प्रबंधक	manager
प्रबंधक	tagapamahala
प्रबंधक	managers
प्रबंधक	tagapamahala
प्रबंधक	tagapangasiwa
वही	parehong
वही	same
संग्रहालय	museo
जीता	nanalo
जीता	panalo
जीता	nanalo
जीता	panalo
मुद्रा	currency
मुद्रा	pera
मुद्रा	pananalapi
मुद्रा	pose
मुद्रा	pera
मुद्रा	salapi
मतलब	means
मतलब	mean
युवा	kabataan
युवा	bata
शहरों	lungsod
अंतरिक्ष	space
अंतरिक्ष	kalawakan
अंतरिक्ष	puwang
अंतरिक्ष	espasyo
संचार	komunikasyon
संचार	komunikasyon
प्रसारण	broadcast
प्रसारण	pagsasahimpapawid
प्रसारण	pagsasahimpapawid
प्रसारण	broadcasting
फुटबॉल	football
नियमित	regular
व्याख्या	tala
व्याख्या	tandaan
व्याख्या	interpretation
व्याख्या	paliwanag
शेष	natira
शेष	natitira
शेष	natitirang
शेष	natitira
शेष	pakaliwa
शेष	iniwan
शेष	naiwan
शेष	kaliwa
दावा	claim
दावा	paghahabol
दावा	angkinin
दावा	claims
मोबाइल	cellphone
संभावना	pagkakataon
संभावना	malamang
संभावना	probabilidad
दिवस	araw
विधायक	mla
तर्क	argumento
तर्क	argument
तर्क	pagtatalo
तर्क	pangangatwiran
तर्क	lohika
तर्क	logic
आपके	iyong
आपके	your
परीक्षा	pagsubok
परीक्षा	subukan
परीक्षा	pagsusulit
परीक्षा	pagsusulit
परीक्षा	exam
परीक्षा	exams
पाई	pie
महाभारत	mahabharata
खाद्य	nakakain
खाद्य	makakain
भविष्य	kinabukasan
भविष्य	hinaharap
बिक्री	pagbenta
बिक्री	benta
बिक्री	sale
बिक्री	ibinibenta
इंटरनेट	internet
कर्नाटक	karnataka
सम्मेलन	conference
सम्मेलन	pagpupulong
सम्मेलन	convention
रानी	queen
रानी	reyna
सिटी	lungsod
सिटी	siyudad
सिटी	city
अच्छे	mabait
अच्छे	mabuti
तुम	ikaw
तुम	ka
तुम	mo
सिर	head
सिर	ulo
दबाव	presyon
बोर्ड	lupon
बोर्ड	board
ख़ान	khan
नियुक्त	hired
नियुक्त	hinirang
फरवरी	february
फरवरी	pebrero
नेशनल	national
नेशनल	pambansa
नेशनल	pambansang
नेशनल	nasyonal
उर्दू	urdu
संसार	mundo
संसार	daigdig
कोलकाता	kolkata
प्रतिनिधित्व	representasyon
प्रतिनिधित्व	pagsasalarawan
विचारों	ideya
प्रेरित	inspired
प्रेरित	madamdamin
प्रेरित	inspirasyon
प्रेरित	masigasig
समारोह	seremonya
मस्तिष्क	brain
मस्तिष्क	utak
घरेलू	domestic
जेम्स	james
प्रायः	kadalasan
प्रायः	madalas
प्रायः	kadalasan
मौसम	panahon
मौसम	panahon
अर्थात्	means
भावना	emotion
भावना	damdamin
भावना	feeling
भावना	pakiramdam
भावना	nararamdaman
भावना	diwa
गुणवत्ता	kalidad
गुणवत्ता	quality
छात्र	studyante
छात्र	student
छात्र	estudyante
खाना	pagkain
मिले	natagpuan
मिले	nahanap
मिले	nakita
मिले	nakahanap
मिले	nagkita
मिले	met
मिले	nakilala
निर्वाचित	inihalal
निर्वाचित	hinalal
कैंसर	kanser
इटली	italya
सिद्धान्त	prinsipyo
सिद्धान्त	panukala
सिद्धान्त	teoriya
सिद्धान्त	teorya
विरोधी	sumalungat
विरोधी	masungit
विरोधी	kontrabida
राजवंश	awan
संक्रमण	pagbabago
संक्रमण	transition
संक्रमण	impeksiyon
संक्रमण	infection
घाटी	lambak
घाटी	valley
नियंत्रित	kinokontrol
नियंत्रित	kontrolado
विलियम	william
विविध	magkakaibang
विविध	misc
विविध	miscellaneous
विविध	kalokohan
विकल्प	alternatibo
विकल्प	opsyon
विकल्प	options
विकल्प	opsyon
उद्यान	liwasan
उद्यान	park
पशु	hayop
पशु	animal
पशु	hayop
ईसाई	christian
ईसाई	kristiyano
प्रमाण	ebidensya
प्रमाण	katibayan
प्रमाण	katibayan
प्रमाण	patunay
याद	naaalala
याद	maalala
याद	tandaan
कंपनियों	kumpanya
कंपनियों	kompanya
मानसिक	psychic
मानसिक	mental
मानसिक	kaisipan
रसायन	chemical
रसायन	kemikal
रसायन	kemikal
रसायन	chemicals
रसायन	kimika
रसायन	kimikang
क्षेत्रफल	lugar
क्षेत्रफल	area
क्षेत्रफल	lawak
प्रभावी	epektibo
प्रभावी	epektibong
प्रभावी	effective
प्रभावी	mabisa
विज्ञापन	pagpapatalastas
विज्ञापन	advertising
विज्ञापन	anunsyo
विज्ञापन	anunsiyo
विज्ञापन	advertisement
विज्ञापन	patalastas
विज्ञापन	ilathala
विज्ञापन	ads
विज्ञापन	patalastas
ईश्वर	god
ईश्वर	diyos
आसानी	kadalian
आसानी	madalian
अमरीका	amerika
अमरीका	america
शिकार	manghuli
शिकार	pangangaso
शिकार	biktima
रोगी	pasyente
व्यावसायिक	vocational
रूसी	russian
रूसी	ruso
क्रांति	himagsikang
क्रांति	rebolusyon
गुप्त	gupta
गुप्त	sikreto
गुप्त	secret
गुप्त	lihim
मंडल	mandala
माने	mane
हृदय	cardiac
हृदय	heart
हृदय	puso
आयोग	komisyon
आयोग	commission
आयोग	komisyon
हिंदू	hindu
शुद्ध	purong
शुद्ध	pure
शुद्ध	dalisay
तीसरे	ikatlong
तीसरे	pangatlo
चर्च	simbahan
चर्च	iglesia
चर्च	simbahan
चर्च	church
अपेक्षा	inaasahan
कार्यालय	trabaho
कार्यालय	magtrabaho
कार्यालय	work
कार्यालय	opisina
कार्यालय	tanggapan
कार्यालय	katungkulan
कार्यालय	opisina
परिवहन	transportasyon
परिवहन	sasakyan
परिवहन	transportasyon
परिवहन	sasakyan
स्टार	bituin
स्टार	star
वर्षा	ulan
वर्षा	umulan
वर्षा	rainforest
जनरल	gen
जनरल	pangkalahatan
जनरल	heneral
जनरल	pangkalahatang
जनरल	general
संदेश	mensahe
संदेश	message
मार	pumatay
मार	patayin
परिचय	pagpapakilala
परिचय	panimula
परिचय	tungkol
परिचय	intro
उत्पत्ति	pinanggalingan
उत्पत्ति	origin
उत्पत्ति	pinagmulan
उत्पत्ति	genesis
मांग	pangangailangan
मांग	demand
देवता	diyos
सोवियत	sobyet
दौर	round
दौर	bilog
संचालन	operations
संचालन	operasyon
संचालन	operation
संचालन	operasyong
संचालन	operasyon
भौगोलिक	geographic
भौगोलिक	heograpikong
भौगोलिक	heograpikong
उपस्थित	dadalo
उपस्थित	kasalukuyan
अस्पताल	hospital
अस्पताल	ospital
अस्पताल	ospital
परिवर्तित	nagbago
परिवर्तित	binago
परिवर्तित	pinalitan
परिवर्तित	binago
परिवर्तित	convert
स्वर	vowels
स्वर	vocal
स्वर	vowel
लघु	logaritmo
लघु	menor
लघु	minor
लाइन	linyang
लाइन	linya
लाइन	line
प्रश्न	query
प्रश्न	katanungan
प्रश्न	tanong
प्रश्न	katanungan
प्रश्न	tanong
आलोचना	kritika
पहाड़ी	burol
जालस्थल	website
पुरानी	matanda
पुरानी	luma
पुरानी	older
पसंद	bookmark
पसंद	pagpili
पसंद	pagpipilian
पसंद	pinili
पसंद	choice
पसंद	likes
सुझाव	mungkahi
सुझाव	mungkahi
सुझाव	rekomendasyon
सुझाव	tips
खेती	pagsasaka
खेती	harvest
खेती	ani
लिखने	pagsusulat
वर्णित	inilarawan
वर्णित	inilalarawan
विभाजन	division
विभाजन	dibisyon
विभाजन	credit
प्रशासनिक	administrative
विशेषता	attribute
विशेषता	kalidad
विशेषता	quality
विशेषता	tampok
विशेषता	itampok
कठिन	hard
कठिन	mahirap
कठिन	matigas
कठिन	mahirap
कड़ी	link
कड़ी	links
कड़ी	kadena
कड़ी	chain
एकमात्र	sole
ईरान	iran
क्षेत्रीय	pampook
क्षेत्रीय	regional
क्षेत्रीय	rehiyonal
जान	alam
जान	kilala
लड़ाई	labanan
लड़ाई	lumaban
परिभाषित	tinukoy
अंश	frac
ग्रामीण	rural
ग्रामीण	panlalawigan
रोड	daan
प्रस्तावित	iminungkahing
गायक	singer
इस्लाम	islamismo
इस्लाम	islam
समुद्री	marine
समझा	naintindihan
उनको	kanila
उनको	sila
उनको	silang
उपयोगी	makatutulong
उपयोगी	nakatulong
उपयोगी	nakakatulong
उपयोगी	utilidad
उपयोगी	utility
कोशिका	cell
केंद्रीय	central
केंद्रीय	gitnang
सत्र	sesyon
सत्र	session
सत्र	sesyon
सत्र	session
सत्र	sessions
मिश्र	ehipto
मिश्र	egyptian
पहुँच	access
पहुँच	maaabot
पहुँच	maabot
पहुँच	naabot
पहुँच	naaabot
पहुँच	abot
पहुँच	abutin
मेरा	akin
मेरा	mine
मिस्र	ehipto
मिस्र	egyptian
गणराज्य	republika
छात्रों	estudyante
पुराना	matanda
पुराना	luma
पुराना	older
जम्मू	jammu
तेज	mabilis
तेज	kabilis
तेज	fast
सम्राट	emperador
वैसे	anyway
नवंबर	nobyembre
नवंबर	november
नवंबर	nobyembre
सर	sir
प्रवाह	daloy
अपराध	confession
अपराध	krimen
अमेरिकन	amerikano
व्यक्तित्व	personalidad
व्यक्तित्व	pagkatao
जन	jan
यूनाइटेड	united
यूनाइटेड	nagkakaisa
जापानी	japan
जापानी	hapon
जापानी	hapon
जापानी	japanese
जापानी	hapones
रॉक	bato
रॉक	rock
लंबी	tangkad
लंबी	matangkad
लंबी	mahaba
लंबी	matagal
लंबी	haba
गेम	gaming
गेम	paglalaro
गेम	game
गेम	laro
गेम	games
अन्दर	inside
अन्दर	loob
शास्त्र	shastra
संपत्ति	property
संपत्ति	asset
संक्षिप्त	abbreviation
संक्षिप्त	maikli
संक्षिप्त	maikling
संक्षिप्त	maigsi
क्यों	bakit
गलत	mali
गलत	mali
गलत	maling
गलत	false
सर्वोच्च	supreme
सर्वोच्च	kataas
सर्वोच्च	pinakamataas
लेना	lena
भौतिकी	pisikang
भौतिकी	pisika
वाहन	sasakyan
फ़िल्में	movies
सैनिक	sundalo
सैनिक	kawal
सैनिक	military
सैनिक	pangmilitar
सैनिक	militar
डेटा	datos
डेटा	data
स्थिर	static
स्थिर	steady
दूध	gatas
दूध	milk
विद्वानों	iskolar
अशोक	ashoka
मानना	naniniwala
मानना	maniwala
रखना	panatilihin
बाह्य	panlabas
उपस्थिति	attendance
उपस्थिति	pagdalo
उपस्थिति	presensya
उपस्थिति	iral
उपस्थिति	presence
उपस्थिति	presensiya
होटल	otel
होटल	hotel
होटल	hotel
उच्चारण	pagbigkas
उच्चारण	bigkas
साहित्यिक	pampanitikan
पुरुषों	kalalakihan
वृक्ष	puno
वृक्ष	puno
निवेश	pamumuhunan
निवेश	namumuhunan
निवेश	mamumuhunan
निवेश	puhunan
निवेश	pamumuhunan
निवेश	investment
निवेश	investments
सत्य	satya
सत्य	katotohanan
सत्य	pangngalan
दार्शनिक	pilosopo
पुराण	purana
पुराण	puranas
सौ	daang
आंतरिक	panloob
आंतरिक	panloob
आंतरिक	internal
प्रत्यक्ष	halata
प्रत्यक्ष	direktang
प्रत्यक्ष	direct
प्रत्यक्ष	direkta
मित्र	kaibigan
मित्र	magkaibigan
मित्र	kaibigan
मित्र	makipagkaibigan
दर्द	sakit
दर्द	kirot
बिजली	elektrisidad
बिजली	kuryente
बिजली	kidlat
बिजली	lightning
कार्ड	baraha
कार्ड	kuwerdas
कार्ड	card
बिंदु	points
बिंदु	tuldok
बिंदु	dot
बिंदु	puntong
बिंदु	punto
बिंदु	point
बुद्ध	buddha
स्टेडियम	stadium
हजार	libong
हजार	libo
अभाव	kawalan
रिलीज़	bitawan
रिलीज़	ilabas
रिलीज़	pakawalan
रिलीज़	release
शांति	peace
शांति	kapayapaan
वितरण	pagdadala
वितरण	delivery
वितरण	paghahatid
वितरण	pamamahagi
आय	kita
आय	kinita
आय	kita
आय	earnings
आय	kita
आय	income
रन	tumatakbo
रन	nagpapatakbo
फाइनल	pinal
फाइनल	pangwakas
फाइनल	final
फाइनल	panghuling
फाइनल	finals
टेलीविजन	telebisyon
दैनिक	daily
न्याय	katarungan
न्याय	hustisya
फूल	bulaklak
फूल	bulaklak
कल्पना	paggunita
कल्पना	imahinasyon
प्राप्ति	humingi
प्राप्ति	pagkuha
प्रसार	spread
प्रसार	kumalat
प्रसार	pagkalat
दिल	dil
दिल	heart
दिल	puso
दिल	hearts
गाने	kanta
गाने	songs
सुंदर	ganda
सुंदर	maganda
सुंदर	pretty
सुंदर	pogi
सुंदर	gwapo
यानि	means
हाउस	bahay
अफ़्रीका	africa
अफ़्रीका	aprika
इच्छा	pagnanais
इच्छा	desire
इच्छा	nais
भार	timbang
भार	bigat
खंड	section
खंड	seksyon
खंड	seksiyon
खंड	harangin
खंड	harang
खंड	block
मिश्रण	mix
मिश्रण	halo
मिश्रण	ihalo
मिश्रण	halo
मिश्रण	timpla
समर्पित	nakatutok
समर्पित	dedikado
पहुंच	access
स्मारक	monuments
स्मारक	monumento
व्यास	diameter
प्यार	nagmahal
प्यार	love
प्यार	nagmamahal
प्यार	mapagmahal
प्यार	loving
आन्दोलन	paggalaw
आन्दोलन	kilusan
मंत्रालय	ministry
आत्मा	kaluluwa
आत्मा	soul
आत्मा	diwa
हे	oy
पक्षी	ibon
निवासी	naninirahan
निवासी	resident
निवासी	residente
निवासी	residente
अंततः	eventually
अंततः	kalaunan
डेविड	david
जंक्शन	junction
खास	espesyal
खास	special
जलवायु	klima
बांग्लादेश	australya
बांग्लादेश	bangladesh
तय	naayos
तय	inayos
धारावाहिक	serial
धारावाहिक	episodes
तारे	bituin
तारे	star
तारे	stars
बनाना	ginagawang
बनाना	gumagawa
बनाना	ginagawa
बाकी	residual
बाकी	pahinga
बाकी	natitira
बाकी	natitirang
संत	sant
संत	santo
संत	santa
ऊंचाई	taas
ऊंचाई	height
उपग्रह	satellite
तुर्की	turkey
तुर्की	turkiya
तुर्की	turko
संस्कार	libing
संस्कार	rituals
संस्कार	ritwal
संस्कार	rites
शंकर	shankar
अर्थव्यवस्था	ekonomiya
