och	in
läst	preberite
läst	preberi
åland	alandski
lee	leeja
lee	lee
lägga	postavi
music	glasba
music	muzika
music	glasbo
dagen	dan
dagen	day
pris	cena
pris	nagrada
pris	nagrado
prefektur	prefekture
centre	središče
centre	center
song	pesem
prag	praga
prag	pragi
prag	prage
öarna	otočje
öarna	otoki
öarna	otoke
bengt	bengt
frågan	vprašanje
frågan	vprasanje
nusa	nusa
michigan	michigan
lät	zvenelo
arkitekt	arhitekta
arkitekt	arhitekt
tasmanien	tasmanija
vem	ki
vem	kdo
tack	zahvala
tack	hvala
final	finale
final	končna
final	končni
final	finale
fel	narobe
fel	napačno
fel	napačen
fel	napake
fel	napaka
fjärilar	metulji
fjärilar	metulje
medverkade	prispeval
medverkade	sodelovala
medverkade	sodeloval
medverkade	sodelovali
medverkade	sodelovalo
gård	farma
gård	kmetiji
gård	kmetija
sidor	strani
sovjetunionen	zssr
jorden	zemeljska
jorden	zemlja
jorden	zemlje
jorden	zemljo
yngre	mlajši
yngre	mlajša
yngre	mlajše
yngre	mladi
yngre	mlad
yngre	mlada
yngre	young
yngre	mlado
yngre	mlajši
yngre	junior
såg	opažena
såg	opažen
såg	opazili
såg	opaženo
såg	gledali
såg	gledal
såg	opazoval
såg	gledala
såg	žago
såg	videl
såg	vidu
såg	žaga
producent	proizvajalec
producent	producent
drottning	kraljico
drottning	queen
drottning	kraljica
utbildning	trening
utbildning	usposabljanja
utbildning	treningi
utbildning	usposabljanje
utbildning	izobrazba
utbildning	izobraževanja
utbildning	izobraževanje
igenom	skoz
igenom	skozi
ses	ses
konst	umetnost
konst	umetnosti
konst	umetnost
konst	umetnosti
konst	art
jones	jones
jones	jonesa
hall	hall
hall	dvorana
hall	hodnik
valde	izbrala
valde	izbral
jacques	jacques
italienska	italijanske
italienska	italijanski
italienska	italijansko
italienska	italijanska
italienska	italijan
hermann	hermann
landskap	pokrajine
landskap	pokrajina
landskap	pokrajine
landskap	pokrajino
allmänna	splošno
allmänna	splošni
allmänna	splošna
virginia	virginija
virginia	virginia
eric	eric
eric	erik
återvände	vrnjeno
återvände	vrnjena
återvände	vrnjen
mästare	mojster
mästare	učitelj
mästare	šampion
mästare	prvak
mästare	prvaki
emellertid	kakorkoli
station	postajo
station	postaji
station	postaja
fågel	ptica
fågel	ptiček
fågel	bird
fågel	ptič
minuter	zapisnik
minuter	minut
minuter	minutah
minuter	minute
sports	športni
sports	šport
sports	športne
sports	športna
kungariket	kraljestvo
kungariket	kraljevina
bildade	oblikovane
bildade	oblikovani
röst	glas
sofia	sofija
sofia	sofia
sofia	sofija
sofia	sophio
sofia	sophia
oblast	oblast
lokala	krajevna
lokala	krajevni
lokala	lokalni
lokala	krajevno
lokala	lokalno
piano	klavir
hölls	držal
hölls	potekala
spring	beži
spring	zbeži
spring	teči
uppslagsbok	enciklopedija
samarbete	sodelovanje
samarbete	sodelovanje
hockey	hokej
hockey	hockey
free	svoboden
free	prosto
free	free
free	svobodna
free	brezplačno
free	brezplačna
försök	poizkusi
försök	poskusi
oss	oss
eritrea	eritreji
följd	dedovanje
följd	nasledstvo
tjänst	storitve
tjänst	storitev
tjänst	servis
bidrag	subvencije
bidrag	subvencij
bidrag	subvencije
bidrag	donacije
bidrag	prispevek
bidrag	prispevanje
bidrag	prispevki
frank	frank
frank	frenk
jesus	jezus
angeles	angelesu
priset	cena
visa	ogled
visa	razgled
visa	pogled
visa	prikaz
visa	pokaži
visa	prikaži
visa	oddaja
grupper	skupine
grupper	skupin
grupper	skupinami
grupper	skupini
tagit	slikano
tagit	vzet
kontrakt	naročila
kontrakt	pogodbe
kontrakt	pogodba
kontrakt	pogodbo
kontrakt	naročilo
fråga	vprašajte
fråga	vprašaj
fråga	vprašanje
fråga	vprasanje
vår	naše
vår	naš
vår	najina
vår	naši
vår	najin
vår	naša
vår	vår
vår	najino
vår	najin
vår	najina
vår	naše
wilson	wilson
bäst	najboljša
bäst	najboljši
bäst	best
bäst	najboljše
projekt	projekt
projekt	projekta
projekt	projekte
projekt	projektov
projekt	projekti
tur	srečko
tur	lucky
tur	sreča
tur	srečo
tur	sreče
tur	sreča
radera	izbris
radera	brisanje
radera	izbris
radera	brisanje
bor	bor
militär	vojaška
militär	vojaški
militär	vojska
militär	vojaško
uppgifter	obveščanje
uppgifter	podatki
uppgifter	informacija
uppgifter	informacije
uppgifter	podatek
uppgifter	naloge
uppgifter	podatki
piper	piper
piper	piskanje
piper	piska
das	das
blue	modro
blue	modre
blue	modri
blue	modra
prince	princa
prince	prince
prince	knez
prince	princ
nordiska	nordijskih
eriksson	eriksson
sucre	sucre
frågor	izdaj
frågor	vprašanja
frågor	vprašanja
frågor	poizvedbe
floden	reka
floden	reki
floden	river
floden	reke
menar	zloben
menar	hudoben
menar	zlobno
hills	hribi
hills	hills
björn	bjorn
björn	medo
björn	medvedka
björn	medvedje
björn	medved
björn	medvedek
björn	björn
code	kodo
code	šifra
code	oznaka
code	koda
nationella	nacionalna
nationella	nacionalno
nationella	nacionalni
bygger	gradi
alpes	alpes
domare	judge
domare	sodnik
domare	sodnica
domare	sodniki
domare	sodnikov
domare	sodnik
premiär	premiero
premiär	premiera
premiär	premieri
journalist	novinarka
journalist	novinarja
journalist	novinar
journalist	novinarka
journalist	poročevalec
journalist	poročevalka
journalist	novinar
ridge	greben
ridge	ridge
antingen	bodisi
följer	sledim
följer	sledi
estland	estonijo
estland	estonija
saknar	gospodična
saknar	miss
saknar	pogrešana
saknar	manjkajoče
saknar	pogrešan
saknar	manjka
saknar	manjkajo
myror	mravlje
försökte	probal
försökte	poskusil
försökte	poskušal
zagreb	zagreb
tour	ogled
tour	turneja
arbeten	zaposlitve
ferdinand	ferdinand
indian	indijansko
indian	indijsko
indian	indijski
indian	indijanec
indian	indijska
skalbaggar	hrošč
skalbaggar	hrošče
skalbaggar	hroščev
skalbaggar	hrošči
slog	udaril
slog	zadetek
slog	hit
slog	udaril
png	png
bodde	živel
bodde	živeli
bodde	živela
svarta	črno
svarta	črne
svarta	črn
svarta	črni
svarta	črna
svarta	črnci
haute	haute
byggnader	stavbe
byggnader	stavb
byggnader	poslopja
byggnader	zgradbe
spår	steza
spår	skladbo
spår	tir
spår	proga
spår	progi
spår	sled
spår	skladbe
spår	sledi
spår	tiri
spår	sledovi
spår	sled
kraft	kraft
kraft	sila
kraft	force
kraft	silo
kraft	power
kraft	moč
jack	jack
idaho	idaho
kategori	kategorijo
kategori	kategorija
franz	franz
skapad	ustvarjene
skapad	ustvarjen
skapad	ustvarjena
skapad	ustvarjen
skapad	ustvarjeno
skapad	ustvaril
skapad	ustvarjena
skapad	ustvarjene
unga	mladi
unga	mlad
unga	mlada
unga	young
unga	mlado
relativt	sorodnik
relativt	relativna
relativt	relativno
relativt	relativno
våren	spomladanska
våren	pomladno
våren	pomlad
våren	izvir
våren	pomladi
våren	pomlad
bana	steza
bana	orbito
bana	orbiti
francisco	francisco
eva	eva
eva	evo
eva	eva
eva	eve
beslut	sklep
beslut	odločitev
beslut	odločba
beslut	odločitve
beslut	odločbe
beslut	sklepi
gabon	gabon
georgien	gruzija
georgien	georgia
georgien	gruziji
debuterade	debitiral
scott	scott
ifk	ifk
lunds	lund
american	ameriške
american	ameriško
american	ameriški
american	ameriška
hustru	žena
hustru	zena
hustru	soproga
moskva	moskvi
moskva	moskva
guvernör	guverner
dos	dos
dos	odmerki
dos	odmerjanje
dos	odmerek
dos	odmerka
dos	odmerka
dos	odmerek
jackson	jackson
slutligen	končno
olsson	olsson
vanlig	pogosti
vanlig	pogosto
estero	estero
utgiven	objavljene
utgiven	objavljena
utgiven	objavljeno
utgiven	objavljeni
utgiven	objavljen
italiensk	italijanske
italiensk	italijanski
italiensk	italijansko
italiensk	italijanska
italiensk	italijan
suva	suvi
range	razpon
range	oddaljenost
hitta	poišči
hitta	najdi
forskning	raziskave
forskning	raziskava
forskning	raziskovanje
jonas	jonas
klart	jasna
klart	počisti
klart	jasno
klart	jasno
öppna	odpri
öppna	odprto
grundade	ustanovljena
grundade	ustanovljeno
grundade	ustanovljen
grundade	osnovana
grundade	ustanovil
haiti	haiti
haiti	haitiju
viktigaste	glavne
viktigaste	main
viktigaste	glavni
viktigaste	glavno
viktigaste	glavna
följde	sledili
följde	sledilo
följde	sledila
följde	sledil
skola	šole
skola	šolo
skola	šola
hertig	vojvodo
hertig	duke
hertig	knez
hertig	vojvoda
tidiga	zgodnje
tidiga	zgodnja
tidiga	zgodnji
tidiga	zgodaj
ledning	upravljanje
ledning	obvladovanje
litteratur	literaturo
litteratur	književnost
litteratur	literatura
rysk	ruska
rysk	rus
rysk	ruski
rysk	rusko
metal	kovinska
metal	kovine
metal	kovina
metal	kovinsko
metal	kovinski
metal	kovin
viktiga	pomembno
viktiga	pomemben
viktiga	pomembna
upplagan	izdaja
nio	nine
nio	devet
fungerar	dela
fungerar	delovna
fungerar	delovno
fungerar	delovni
fungerar	dela
fungerar	deluje
läkare	zdravnik
läkare	zdravnika
läkare	zdravnikov
läkare	doktorji
läkare	zdravniki
läkare	zdravnike
läkare	zdravnik
läkare	zdravnika
läkare	zdravnica
läkare	doktor
vunnit	zmagali
vunnit	zmagala
vunnit	zmagal
lago	lago
motsvarar	ustreza
warren	warren
hot	grožnje
hot	vroče
hot	vroč
hot	vroča
hot	grožnja
resultatet	rezultat
resultatet	izid
försöker	poskušam
yrke	poklic
yrke	poklic
katanga	katanga
fartyg	plovilo
fartyg	posoda
fartyg	ladjo
fartyg	ladja
fartyg	ladje
fartyg	posode
fartyg	plovil
fartyg	plovila
västerås	västerås
japanska	japonski
japanska	japonsko
japanska	japonci
japanska	japonec
japanska	japonska
universitetet	univerza
begreppet	pojem
begreppet	koncept
svt	svt
cape	ogrinjalo
cape	rt
cape	cape
arbetar	dela
arbetar	deluje
arbetar	dela
arbetar	delovna
arbetar	delovno
arbetar	delovni
motsvarande	ekvivalent
motsvarande	enakovreden
motsvarande	enakovredna
motsvarande	enakovredni
motsvarande	enakovredno
riksdagen	reichstagu
riksdagen	parlament
klass	razred
klass	pouk
fru	žena
fru	zena
fru	soproga
filippinerna	filipini
etikett	nalepka
etikett	oznaka
royal	kraljevi
royal	kraljevsko
royal	royal
royal	kraljevo
rapids	rapids
euphorbia	euphorbia
saknas	pogrešana
saknas	manjkajoče
saknas	pogrešan
saknas	manjka
saknas	manjkajo
cypern	ciper
cypern	cipru
herrar	lordi
herrar	gospodarji
herrar	mojstri
françois	francois
françois	françois
françois	francois
françois	françois
antonio	antonio
politisk	politični
politisk	politično
politisk	politična
invigdes	slovesno
speciellt	posebej
speciellt	zlasti
speciellt	specialno
speciellt	posebna
speciellt	posebne
speciellt	poseben
speciellt	posebno
speciellt	specialno
speciellt	posebej
höll	držal
höll	potekala
höll	obdržal
ghana	gani
ghana	gane
bad	molila
bad	molil
bad	hudo
bad	slaba
bad	slabo
bad	bad
bad	slab
bad	kopel
bad	kopanje
bad	kad
media	medijev
media	mediji
media	media
damaskus	damasku
paulo	paulo
perioden	obdobje
manus	scenarij
manus	scenariji
manus	scenarije
manus	manus
manus	rokopis
manus	scenarij
manus	skripta
manus	skript
skapade	ustvarjen
skapade	ustvarjeno
skapade	ustvaril
skapade	ustvarjena
skapade	ustvarjene
gått	odšel
press	tiska
press	pritisni
press	tisk
press	novinarji
tränare	trener
tränare	trenerjev
tränare	trenerji
tränare	trener
tränare	trenerja
tränare	trenerka
kultur	kulture
kultur	kulturo
kultur	kultura
blå	modro
blå	modre
blå	modri
blå	modra
intresse	obresti
tävling	dirka
tävling	dirko
tävling	rasa
tävling	konkurenca
tävling	tekmovanje
tävling	natečaj
tävling	tekmovanje
tävling	natečaj
tävling	natečaja
walter	walterja
walter	walter
sändes	predvajan
lägre	spodnji
lägre	nižja
lägre	nižje
lägre	spodnja
författaren	avtor
inklusive	vključno
omgivningen	okolico
omgivningen	okolica
bestående	trajni
bestående	trajen
bestående	trajna
bestående	trajno
bestående	stalna
bestående	trajen
bestående	trajna
bestående	trajni
bestående	trajne
pyrénées	pyrénées
kvinna	ženska
kvinna	žensko
kvinna	ženska
kvinna	ženski
kvinna	samica
kvinna	žensko
andreas	andreas
andreas	andrej
andreas	andreja
andreas	andrew
nunavut	nunavut
ersattes	zamenjana
ersattes	nadomeščen
victor	viktor
victor	victor
baie	baie
uppgift	naloga
uppgift	opravilo
air	zrak
air	zračno
air	zračna
air	air
persiska	perzijski
baker	peka
baker	baker
baker	pek
georgia	gruzija
georgia	georgia
georgia	gruziji
döda	ubil
döda	mrtev
döda	ubijanje
döda	uboj
samuel	samuel
teater	gledališče
teater	gledališče
rosa	rožnata
rosa	pink
rosa	rožnate
rosa	rožnati
rosa	rožnato
rosa	roza
rosa	rosa
loire	loire
kvinnliga	ženska
kvinnliga	ženski
kvinnliga	samica
kvinnliga	žensko
sid	sid
hamilton	hamilton
vice	namestnica
vice	namestnik
vice	vice
vice	podpredsednik
aik	aik
anne	anne
anne	ana
ekonomisk	ekonomski
ekonomisk	gospodarski
ekonomisk	gospodarsko
ekonomisk	ekonomske
ekonomisk	ekonomska
betydande	precejšnja
betydande	precejšnje
veckor	tedne
veckor	tednov
veckor	tedni
veckor	tednih
resa	potovanja
resa	potovanje
resa	popotovanje
resa	potovanje
resa	potovanja
resa	potovanje
resa	potujoči
resa	izlet
resa	potovanje
resa	trip
resa	potuje
resa	potovanje
moore	moore
helst	idealno
öppen	odpri
öppen	odprto
deltagare	udeleženci
deltagare	udeležence
deltagare	sodelujoči
deltagare	udeleženci
deltagare	udeleženec
deltagare	udeleženka
gruva	moj
gruva	moja
gruva	rudnik
gruva	moje
gruva	mine
lämna	dopust
lämna	zapusti
bangui	bangui
illinois	illinois
pengar	denar
julius	julius
julius	julij
priser	cen
priser	cene
priser	nagrade
din	din
din	tvoje
din	tvoji
din	vaš
din	tvoj
din	tvoja
din	vaša
din	tvojo
din	tvoje
din	tvoj
din	tvoji
din	tvoja
slag	udarci
slag	udarcev
slag	bitke
slag	bitk
persson	persson
alfabetisk	abecedni
ägare	lastnik
ägare	lastnica
ägare	lastniki
ägare	lastništvo
kasai	kasai
azerbajdzjan	azerbajdžan
taylor	taylor
taylor	taylorja
museet	muzej
vänster	levica
vänster	levi
vänster	levo
vänster	leva
spelas	igral
spelas	igrala
spelas	igralo
regissör	direktor
regissör	direktorica
regissör	režiser
storlek	velikost
storlek	velikosti
sweden	švedska
grad	grad
grad	čin
grad	stopnja
oslo	oslo
lån	posojilo
lån	posojila
extra	dodatno
extra	dodaten
extra	ekstra
extra	extra
halvtid	polčas
valley	dolini
valley	valley
valley	dolina
valley	dolino
valley	doline
levde	živel
levde	živeli
levde	živela
rid	vožnja
rid	prevoz
rid	vožnjo
kategorin	kategorijo
kategorin	kategorija
delta	delta
göran	göran
göran	goran
kör	usmrtili
kör	beži
kör	zbeži
kör	teči
kör	vožnja
kör	vožnje
kör	vožnjo
kör	vožnja
kör	pogon
kör	vozi
kör	teče
kör	tek
kör	teči
funnits	obstajal
funnits	obstajala
funnits	obstajali
albanien	albanije
albanien	albaniji
albanien	albanijo
albanien	albanija
kritik	kritika
kritik	kritiko
kritik	kritik
kritik	kritike
kritik	kritika
kritik	kritik
kritik	kritike
maja	majo
maja	maja
högt	visoko
högt	visoka
högt	glasna
högt	glasno
högt	glasen
åke	åke
åke	ake
image	sliko
image	podoba
image	slika
stark	močan
stark	močni
stark	močno
stark	močna
stark	stark
katolska	katoliško
katolska	katoliški
katolska	katoliška
minas	minas
militära	vojaška
militära	vojaški
militära	vojska
militära	vojaško
bangladesh	bangladešu
regering	vladna
regering	vlado
regering	vladno
regering	vlada
regering	vladni
regering	vlade
kristna	christian
kristna	krščanski
kristna	kristjan
kristna	kristjane
kristna	kristjani
kristna	kristjanov
språket	jezikovno
språket	jezikovna
språket	jezik
douglas	douglas
rubriken	naslovnica
spelaren	igralec
spelaren	predvajalnik
spelaren	igralca
vitryssland	belorusijo
vitryssland	belorusije
vitryssland	belorusiji
vitryssland	belorusija
vitryssland	beloruske
okänt	neznan
okänt	neznani
okänt	neznano
okänt	neznana
yaoundé	yaoundé
utvecklades	razvita
utvecklades	razvite
utvecklades	razvit
utvecklades	razvito
utvecklades	razviti
utvecklades	razvil
utvecklades	razvila
orden	orden
lewis	lewis
romersk	rimljan
romersk	rimska
romersk	roman
romersk	romana
romersk	rimske
syster	sestra
syster	sestrica
syster	bolničarka
syster	sestra
münchen	münchen
münchen	münchnu
ludvig	louis
ludvig	ludvik
skiljer	razlikuje
enkelt	preprost
enkelt	preprosta
enkelt	enostavno
enkelt	preprosto
enkelt	počasi
vän	prijatelj
vän	prijateljica
vän	prijateljico
young	mladi
young	mlad
young	mlada
young	young
young	mlado
not	opomba
house	house
house	hiša
house	hisa
house	hiška
vit	bel
vit	bela
vit	belo
vit	beli
vit	bele
aux	aux
puerto	puerto
syfte	namen
typer	tipi
typer	vrste
slottet	castle
slottet	grad
slottet	dvorec
rowspan	rowspan
arbeta	dela
arbeta	delo
arbeta	dela
arbeta	delovna
arbeta	delovno
arbeta	delovni
andré	andre
andré	andre
andré	andré
slätt	navadna
slätt	gladka
slätt	gladek
slätt	gladko
fallet	case
fallet	zaboj
fallet	primer
stycken	odstavki
stycken	odstavkov
stycken	odstavka
stycken	odstavke
framgång	uspehov
framgång	uspeh
framgång	uspešnost
exemplar	vzorec
exemplar	primerek
exemplar	primerki
exemplar	osebkov
exemplar	osebki
exemplar	kopij
exemplar	kopije
college	fakulteta
college	kolidž
ash	pepel
ash	ash
wisconsin	wisconsinu
jacob	jakob
jacob	jacob
davis	davis
davis	davisa
officiellt	uradnik
officiellt	uradna
officiellt	uradno
officiellt	uradni
officiellt	uradno
afrika	afriko
afrika	afrika
systemet	sistem
prins	princa
prins	prince
prins	knez
prins	princ
bank	bančni
bank	bančništvo
bank	banko
bank	breg
bank	bančna
bank	banka
bank	bank
drog	potegnil
drog	zdravilo
drog	droga
eau	eau
professionell	profesionalno
professionell	strokovna
professionell	strokovno
professionell	poklicna
professionell	poklicne
professionell	strokovni
rollen	vloga
femte	petič
femte	peta
femte	peto
femte	peti
anton	anton
anton	antona
ung	mladi
ung	mlad
ung	mlada
ung	young
ung	mlado
nicaragua	nikaragvi
ton	ton
ton	tone
ton	tone
ton	tona
ton	ton
ton	tone
ton	tona
ton	tono
doktor	zdravnik
doktor	zdravnika
doktor	zdravnica
doktor	doktor
marken	tla
marken	tleh
mats	mats
inflytande	vplivanje
inflytande	vpliv
inflytande	vzvoda
inflytande	vzvod
mile	miljo
mile	mile
carex	carex
gabriel	gabriel
fria	svoboden
fria	prosto
fria	free
fria	svobodna
fria	brezplačno
fria	brezplačna
fri	svoboden
fri	prosto
fri	free
fri	svobodna
fri	brezplačno
fri	brezplačna
serier	stripi
serier	stripov
serier	stripe
serier	serijo
serier	serije
serier	serija
fred	mir
fred	peace
fred	fred
bakgrund	ozadje
seger	zmaga
seger	zmage
seger	zmago
höger	desno
höger	right
höger	pravica
höger	prav
mina	mina
mina	moj
mina	moja
mina	rudnik
mina	moje
maine	maine
plan	ravnina
plan	letalo
plan	načrt
plan	plan
plan	letala
day	dan
day	day
litet	majhno
litet	majhni
litet	majhen
litet	majhne
litet	majhna
litet	male
litet	mali
vanligtvis	običajno
vanligtvis	navadno
vanligtvis	ponavadi
vanligtvis	običajno
gott	pridni
gott	pridna
gott	dober
gott	okusna
gott	okusno
gott	okusen
bou	bou
data	podatki
adam	adam
betydligt	znatno
betydligt	občutno
steg	korak
steg	stopnice
steg	koraki
svensson	svensson
svensson	smith
hugo	hugo
rör	dotik
rör	cev
rör	cevi
rör	pipa
rör	cevi
rör	cevi
rör	epruvete
rör	cevke
rör	cev
infördes	uvedeno
infördes	uveden
infördes	uvedeni
infördes	uvedene
infördes	uvedena
status	status
status	stanje
fort	utrdba
fort	trdnjava
fort	utrdbo
fort	fort
ljus	svetlo
ljus	svetloba
ljus	luč
ljus	lahka
ljus	svečke
ljus	sveče
ljus	lučke
ljus	luci
ljus	luči
ljus	sveča
ljus	svečo
möjlighet	možnost
möjlighet	priložnost
möjlighet	možnost
charlotte	charlotte
satt	sedeli
satt	sedela
satt	sedel
satt	sat
vrh	vrh
make	soprog
make	moz
make	mož
romerska	rimljan
romerska	rimska
romerska	roman
romerska	romana
romerska	rimske
high	visoko
high	visoka
bois	bois
biskop	tekač
biskop	bishop
biskop	škof
sådant	takšne
sådant	takšna
sådant	take
tillstånd	dovoljenje
tillstånd	pooblastilo
tillstånd	odobritev
tillstånd	dovoljenj
tillstånd	dovoljenja
tillstånd	dovoljenje
tillstånd	dovoli
tillstånd	dovoljenje
inledde	začet
inledde	izstreljena
sitter	sedenje
real	resničen
real	resnično
real	resnična
real	prava
real	realno
organisation	organizacijo
organisation	organizacija
organisation	organizacijo
organisation	organizacija
högst	najvišjo
högst	najvišje
högst	najvišji
högst	najvišja
rhône	rhône
vecka	teden
vecka	tedenska
vecka	tedenski
vecka	tedensko
normandie	normandie
normandie	normandiji
mallen	predloge
mallen	predloga
släppte	padlo
karlsson	karlsson
dan	dan
bob	bob
bob	boba
skapades	ustvarjen
skapades	ustvarjeno
skapades	ustvaril
skapades	ustvarjena
skapades	ustvarjene
normalt	običajno
normalt	normalno
normalt	običajno
normalt	normalen
normalt	normalna
normalt	običajna
ställning	status
ställning	stanje
ställning	položaj
ställning	lega
ställning	stališče
ställning	pozicija
tävlade	dirkal
tävlade	tekmoval
tävlade	tekmovala
direktör	direktor
direktör	direktorica
direktör	režiser
kap	ogrinjalo
kap	rt
kap	cape
funktion	funkcija
funktion	funkcijo
sachsen	sachsen
sachsen	saška
administrativa	upravne
administrativa	administrativna
administrativa	upravna
israel	izrael
israel	izraelski
israel	izraelsko
stanley	stanley
major	major
utmärkelser	nagrade
utmärkelser	okraske
utmärkelser	okraski
utmärkelser	značke
vinna	zmaga
vinna	zmagala
vinna	zmagal
vinna	zmago
vinna	zmaga
vinna	zmagovalna
målare	slikarjev
målare	slikar
saker	stvari
saker	stvari
bureau	predsedstvo
bureau	urad
bureau	biro
projektet	projekt
projektet	projekta
verkade	zdele
motor	motorja
motor	motor
motor	motor
bildar	oblikovanje
användning	uporaba
användning	uporaba
användning	use
användning	uporabi
brunswick	brunswick
vänner	prijateljev
vänner	prijatelji
vänner	friends
vänner	prijatelje
joe	joe
roger	roger
roger	sprejeto
skrifter	pisanja
förenade	združeni
förenade	združena
förenade	združene
förenade	united
förenade	združeno
medeltiden	srednjeveški
versionen	različica
versionen	različice
greve	štetje
greve	grof
internet	internetni
internet	internetno
internet	internet
huvudstad	kapitala
huvudstad	prestolnica
huvudstad	kapital
emil	emil
polska	poljsko
polska	poljskega
polska	poljski
tecken	podpišite
tecken	znak
tecken	lik
tecken	karakter
tecken	liki
tecken	znaki
tecken	like
tecken	znakov
tecken	znamenja
tecken	znake
tecken	znaki
tecken	znakov
föräldrar	starše
föräldrar	starša
föräldrar	starši
tillräckligt	dovolj
tillräckligt	zadostno
tillräckligt	zadostna
open	odpri
open	odprto
teatern	gledališče
lägger	postavi
shi	shi
sjöar	jezer
sjöar	jezera
sjöar	jezero
sjöar	lake
sjöar	jezera
ämnen	teme
ämnen	osebki
ämnen	osebah
ämnen	učinkovine
ämnen	snovi
forskare	raziskovalec
forskare	znanstvenik
forskare	znanstvenica
forskare	raziskovalcem
forskare	raziskovalci
forskare	raziskovalca
forskare	raziskovalce
forskare	znanstvenike
forskare	znanstveniki
barcelona	barcelono
barcelona	barcelona
väst	zahodna
väst	zahod
väst	zahodno
väst	jopič
väst	telovnik
permanent	trajni
permanent	trajen
permanent	trajna
permanent	trajno
permanent	stalna
permanent	trajno
sånger	pesmi
politiskt	politično
politiskt	politični
politiskt	politično
politiskt	politična
theodor	theodor
theodor	theodore
anledning	razlog
anledning	razlogi
etc	etc
etc	itd
etc	idr
avsnittet	odsek
avsnittet	poglavje
avsnittet	razdelek
avsnittet	oddelek
krav	zahteva
krav	zahteve
personen	oseba
personen	osebi
personen	osebo
commons	commons
amt	amt
brott	kršitve
brott	prekrški
brott	prekrške
brott	zločini
brott	zločin
brott	kriminal
brott	kriminala
användaren	uporabnika
användaren	uporabnik
anderson	anderson
harris	harris
rekord	plošča
rekord	rekord
rekord	zapis
byggde	zgrajeno
byggde	zgrajen
byggde	zgrajeni
byggde	zgradil
byggde	zgrajena
nedre	spodnji
nedre	nižja
nedre	nižje
nedre	spodnja
nedre	dno
nedre	spodaj
bill	bill
bil	car
bil	avto
bil	avtomobil
bil	avtomobil
khor	khor
mall	predloge
mall	predloga
annars	drugače
annars	sicer
bilden	sliko
bilden	slika
bilden	sliko
bilden	podoba
bilden	slika
ökade	povečana
ökade	povečan
ökade	povečano
ökade	zvišana
bär	nošenje
bär	nositi
bär	jagode
bär	obleči
bär	obleci
bär	nositi
bär	jagoda
bär	berry
budapest	budimpešti
kapten	stotnik
kapten	kapitan
röd	rdeča
röd	rdeči
röd	rdeč
röd	rdeče
röd	red
lord	gospod
turkiet	turčija
nelson	nelson
organisationen	organizacijo
organisationen	organizacija
organisationen	organizacijo
organisationen	organizacija
känner	občuti
känner	občutek
känner	občutki
känner	počutje
produktion	izhod
produktion	izpis
produktion	proizvodnja
produktion	pridelava
produktion	produkcija
produktion	proizvodnjo
omfattning	obseg
internationell	mednarodne
internationell	mednarodni
internationell	mednarodna
internationell	mednarodno
utom	razen
portugal	portugalska
portugal	portugalsko
portugal	portugalski
portugal	portugalske
förhållande	razmerje
förhållande	razmerje
förhållande	zveza
cours	cours
romanen	roman
romanen	romana
timmar	urami
timmar	ure
timmar	urah
timmar	ur
gilbert	gilbert
nationalitet	državljanstvo
frederick	frederick
post	mail
post	pošta
post	objava
post	post
post	objavi
post	objavo
post	vstop
post	vnos
sund	zdrave
sund	zdrav
sund	zdravi
beskrivs	opiše
beskrivs	opisuje
beskrivs	opisano
beskrivs	opisane
beskrivs	opisan
beskrivs	opisani
beskrivs	opisana
bissau	bissau
föremål	postavk
föremål	predmeti
föremål	postavke
föremål	predmet
föremål	objekt
föremål	postavka
föremål	objekti
föremål	predmete
föremål	predmeti
föremål	predmetov
föremål	predmet
föremål	osebek
föremål	subjekt
relevant	ustreznost
relevant	pomembnost
relevant	ustrezni
relevant	ustrezna
ledande	vodilni
ledande	vodilna
ishockey	hokej
ishockey	hockey
total	skupaj
total	skupno
sammanhang	kontekst
sammanhang	konteksta
röster	glasov
röster	glasovi
röster	glasovanja
röster	glasov
röster	glasove
röster	glasovi
placering	postavitev
mali	mali
lopp	dirk
lopp	dirkah
lopp	rase
lopp	dirke
lopp	dirka
lopp	dirko
lopp	rasa
linje	črta
linje	vrstica
beror	odvisno
sociala	socialno
sociala	družabni
sociala	družabno
sociala	socialne
sociala	socialna
sociala	družbena
undantag	izjeme
undantag	oprostitev
undantag	izjema
undantag	izjeme
undantag	izjema
undantag	izjeme
undantag	odstopanje
undantag	odstopanja
undantag	oprostitve
undantag	izjeme
dur	dur
sydafrika	afriko
sydafrika	afrika
kraftigt	odločno
horn	rogovi
horn	rogov
horn	rogove
horn	roga
horn	rog
horn	horn
internationellt	mednarodne
internationellt	mednarodni
internationellt	mednarodna
internationellt	mednarodno
internationellt	mednarodno
kanaler	kanali
kanaler	kanali
köpte	kupljen
köpte	kupljene
köpte	kupljeno
köpte	kupljena
köpte	kupil
beskriver	opiše
beskriver	opisuje
beskriver	opisati
beskriver	opišite
talen	govore
talen	govorov
gordon	gordon
vetenskapliga	znanstvena
vetenskapliga	znanstveno
vetenskapliga	znanstvene
nivå	nivo
nivå	stopnja
nivå	raven
flygplan	letala
flygplan	letalo
flygplan	zrakoplovi
flygplan	zrakoplov
flygplan	letala
flygplan	letalo
flygplan	letalo
burundi	burundiju
allmänt	splošno
allmänt	splošni
allmänt	splošna
