терминология	terminologie
санчес	sanchez
санчес	sánchez
заплахи	menaces
заплахи	menace
женско	féminine
женско	féminines
женско	féminin
женско	femelle
женско	femelles
женско	féminin
женско	femmes
женско	femme
интерпретация	interprétation
щастлив	heureuses
щастлив	joyeux
щастлив	heureux
щастлив	heureuse
щастлив	joyeuse
нина	nina
изтрита	supprimé
изтрита	supprimée
изтрита	effacé
изтрита	supprimés
изтрита	supprimées
изтрита	effacée
изтрита	effacés
изтрита	effacé
кухина	cavité
кухина	carie
кухина	cavités
анонимен	anonyme
предупреждение	alerte
предупреждение	avertissement
предупреждение	avertissements
успехите	réussites
успехите	succès
имущество	biens
имущество	propriété
приключения	aventures
приключения	aventures
приключения	aventure
секции	sections
доклади	rapports
доклади	reportages
белене	éplucher
вагнер	wagner
олтара	autel
нютон	newton
решено	résolus
решено	résolues
решено	résolu
решено	résolue
решено	décidée
решено	décidés
решено	décidé
решено	déterminées
решено	déterminée
решено	déterminés
решено	déterminé
оставката	résignation
оставката	démission
винсент	vincent
реализация	réalisation
реализация	réalisation
достъпна	accessible
достъпна	accessibles
достъпна	abordable
достъпна	abordables
изключителна	exclusives
изключителна	exclusive
изключителна	exclusivité
изключителна	exclusifs
изключителна	exclusif
изключителна	extraordinaire
изключителна	extraordinaires
изключителна	remarquables
изключителна	remarquable
изключителна	exceptionnel
изключителна	exceptionnels
изключителна	exceptionnelle
изключителна	exceptionnelles
усвояване	absorption
палма	palma
шапка	casquette
шапка	hat
шапка	chapeau
татяна	tatiana
татяна	tatyana
татяна	tatiana
парламентарна	parlementaire
сократ	socrates
сократ	socrate
сянка	shadow
сянка	ombre
сянка	ombres
сянка	ombre
сянка	ombrage
сянка	abat
сянка	teinte
сребърна	silver
сребърна	argent
сребърна	argenterie
сребърна	argenté
честта	honneur
честта	honneur
честта	honorer
светло	lumiere
светло	lumière
светло	légère
светло	léger
светло	brillant
светло	bright
светло	lumineux
минск	minsk
рот	roth
героиня	héroïne
лисица	renard
лисица	fox
лисица	renards
хребет	dorsale
хребет	ridge
хребет	arête
хребет	crête
шварцбург	schwarzbourg
синя	bleu
синя	bleus
синя	bleue
синя	bleues
кръгла	arrondi
кръгла	ronde
кръгла	rond
кръгла	rondes
кръгла	ronds
ритуали	rituels
ритуали	rites
изградено	construite
изградено	construit
изградено	construits
титан	titane
титан	titan
гугъл	google
вдовицата	veuves
вдовицата	veuve
вдовицата	veuf
магия	sorcellerie
магия	magie
магия	magic
магия	magique
палуба	pont
мусолини	mussolini
ранд	rand
уравнение	équation
включване	connecter
включване	connexion
включване	incluent
включване	inclure
включване	comprennent
включване	inclut
включване	activer
включване	inclusion
остри	tranchant
остри	pointu
остри	sharp
експерт	expert
въведени	introduit
въведени	introduits
въведени	introduites
регионално	régionales
регионално	régionaux
регионално	régional
влакове	trains
алесандро	alessandro
продаден	vendues
продаден	vendus
продаден	vendue
продаден	vendu
уикимедия	wikimedia
равновесие	balance
равновесие	solde
равновесие	équilibre
равновесие	équilibre
подробна	détaillées
подробна	détaillée
подробна	détaillé
процедури	procédures
служителите	employés
служителите	collaborateurs
служителите	salariés
съюзи	syndicats
съюзи	alliances
възли	noeuds
възли	nœuds
възли	noeuds
възли	nœuds
възли	nodules
индивидуално	individuellement
индивидуално	individuelle
индивидуално	individuelle
индивидуално	individuels
индивидуално	individuel
изразен	exprimée
изразен	exprimées
изразен	exprimé
изразен	exprimés
пери	péri
пери	peri
пери	perry
пери	parry
групова	groupe
трансилвания	transylvanie
фрг	rfa
трън	thorn
трън	épine
зрителите	téléspectateurs
зрителите	spectateurs
барабанист	batteur
червеи	asticots
червеи	ver
барбароса	barbarossa
настанени	logés
положителни	positive
положителни	positives
положителни	positif
положителни	positifs
отбелязано	notée
отбелязано	remarqué
отбелязано	noté
мурад	murad
чака	chaka
буквите	lettres
кирибати	kiribati
анатолий	anatoly
дебели	grasse
дебели	gros
дебели	gras
дебели	graisses
дебели	graisse
конференции	conférences
конференции	colloques
баница	tarte
баница	pie
баница	tartes
осъзнава	réalise
атентат	assassinats
атентат	assassiner
атентат	assassinat
атентат	bombardement
атентат	bombardements
атентат	attentat
пейзажи	paysage
пейзажи	paysages
възрастен	adulte
възрастен	adultes
соли	sels
водачи	chauffeurs
водачи	conducteurs
водачи	pilotes
водачи	conducteur
водачи	guides
водачи	meneurs
водачи	leaders
водачи	dirigeants
бягане	courir
бягане	jogging
колин	collin
колин	colin
обвинение	accusation
обвинение	accusations
преден	front
преден	avant
преден	devant
комунист	communisme
комунист	communistes
комунист	communiste
изгонен	expulsé
изгонен	expulsée
изгонен	expulsés
шампиона	championne
шампиона	champion
мине	passer
мине	passe
мине	passent
мине	pass
крилото	escadre
крилото	aile
крилото	ailier
крилото	wing
крилото	ailes
учил	étudié
учил	étudiée
учил	étudiées
учил	étudiés
преработка	refonte
преработка	transformation
преработка	traitement
преработка	révisions
преработка	révision
фриц	fritz
папагали	perroquets
озаглавена	intitulée
озаглавена	intitulé
озаглавена	titré
молитва	prières
молитва	prières
молитва	prière
молитва	prier
дълбок	profond
дълбок	profonds
дълбок	deep
дълбок	profonde
небе	sky
небе	ciels
небе	ciel
небе	ciels
небе	cieux
канцлер	chancelier
канцлер	chancelière
силезия	silésie
случаят	cas
случаят	étui
случаят	affaire
държавник	statesman
божество	divinité
домейн	domaine
елиът	elliott
елиът	elliot
елиът	eliot
елиът	elliot
мейн	maine
сложно	compliqué
сложно	compliquées
сложно	complique
сложно	compliquée
съдействие	coopération
съдействие	coopérations
каринтия	carinthie
плат	platt
плат	tissu
плат	tissu
плат	tissus
точни	exacte
точни	précises
точни	précis
съливан	sullivan
разум	sens
служил	servi
служил	servis
служил	servie
служил	servies
служил	desservis
телата	organes
телата	carrosseries
отсъствие	absents
отсъствие	absent
отсъствие	absentes
отсъствие	absente
отсъствие	absence
райт	wright
забранени	interdites
забранени	défendu
забранени	interdite
забранени	interdit
забранени	interdits
забранени	interdites
забранени	interdite
забранени	interdit
забранени	interdits
забранени	interdits
забранени	interdite
забранени	interdit
забранени	bannis
забранени	bannie
ферара	ferrara
нанси	nancy
бокса	boxe
шанхай	shanghai
технологичен	technologique
духовни	spirituelle
духовни	spirituel
духовни	spirituelles
душан	dusan
съвместна	joint
възникване	occurrence
съседи	voisines
съседи	voisins
съседи	voisines
съседи	voisins
въртене	rotation
въртене	tourner
въртене	pivoter
въртене	vrille
въртене	spin
въртене	tourner
въртене	tourne
въртене	filature
въртене	pivot
въртене	pivoter
въртене	rotation
сул	sul
атоми	atomes
облак	nuage
облак	cloud
облак	nuages
хищници	prédateurs
съмнения	doute
съмнения	doutes
съмнения	douter
съмнения	doutez
съмнения	doute
съмнения	doutes
реагира	réagit
реагира	réagissent
реагира	réagi
реагира	réagis
реагира	réagir
възможна	possible
възможна	possibles
ерани	errani
джоан	joanne
джоан	françoise
джоан	joan
румънска	roumains
румънска	roumaine
румънска	roumain
легендите	légendes
енрике	enrique
мелбърн	melbourne
синоним	synonyme
синоним	synonyme
синоним	synonymes
мрамор	bille
мрамор	marbres
мрамор	marbre
водопад	cascade
водопад	chute
часовник	horloge
часовник	horloges
икономисти	économistes
тезата	thèses
тезата	thèse
притежание	possession
притежание	appropriation
притежание	propriété
отказа	refusées
отказа	refusés
отказа	refusé
отказа	refusée
обединено	unie
обединено	unis
обединено	unies
послание	message
федеративна	fédérative
пясък	sables
пясък	sable
пясък	sables
пясък	sands
вердер	werder
вселена	universe
вселена	univers
горещо	chaud
горещо	hot
горещо	chaude
горещо	sexy
океания	océanie
споразумения	arrangements
споразумения	accords
смесен	mélangé
смесен	mixtes
смесен	mélangés
смесен	mixte
смесен	mélangé
смесен	mélangées
смесен	mélangés
съществени	substantielle
съществени	substantiel
съществени	essentiel
съществени	indispensable
съществени	essentielles
съществени	essentielle
съществени	essentiels
надеждата	espère
надеждата	espoirs
надеждата	espérer
надеждата	espoir
надеждата	espérance
надя	nadja
надя	nadya
надя	nadia
устав	statuts
устав	statuts
устав	statut
победители	lauréats
победители	gagnants
победители	vainqueurs
гимнастика	gymnastique
предградие	faubourg
предградие	banlieue
предградие	faubourgs
предградие	banlieue
предградие	banlieues
нестор	nestor
тенденции	trend
тенденции	tendance
тенденции	tendances
скачване	amarrage
скачване	arrimage
скачване	accostage
кратер	cratère
кратер	cratères
въглероден	carbone
пано	pavage
пано	carrelage
залцбург	salzbourg
залцбург	salzburg
мак	mac
мак	mack
уникални	uniques
уникални	unique
киро	kiro
съществували	existait
съществували	existé
съществували	existaient
осветена	allumé
осветена	éclairé
осветена	allumée
осветена	allumés
осветена	allumé
осветена	lumineux
осветена	éclairée
осветена	éclairé
осветена	illuminé
осветена	sanctifié
влияния	influences
лауда	lauda
паркър	parker
красив	beau
красив	séduisant
логото	logo
логото	logos
унищожаване	détruisez
унищожаване	anéantir
унищожаване	détruire
унищожаване	élimination
унищожаване	éradication
унищожаване	destructions
унищожаване	anéantissement
унищожаване	destruction
тувалу	tuvalu
изчисления	calculs
алис	alice
консултант	consultant
консултант	conseiller
консултант	conseillère
консултант	consultante
драматични	spectaculaire
драматични	dramatique
драматични	dramatiques
познание	connaissances
познание	savoirs
познание	savoir
познание	connaissance
скулптури	sculpture
скулптури	sculptures
скулптури	sculptures
трансфер	virement
трансфер	transfer
трансфер	transférer
трансфер	transfert
пивоварна	brasserie
офанзива	offensif
офанзива	offensive
офанзива	offensant
вдига	soulève
хървати	croates
куинсланд	queensland
споменато	mentionnée
споменато	mentionné
споменато	mentionnés
баскетбол	basket
баскетбол	basketball
характеризират	caractériser
бирмингам	birmingham
кралици	reines
кралици	queens
взрив	bang
взрив	explosion
взрив	explosion
взрив	explosions
уникална	uniques
уникална	unique
оръдието	cannon
оръдието	canon
оръдието	canons
ралф	ralph
недостатъци	failles
недостатъци	fautes
недостатъци	défauts
недостатъци	déficiences
недостатъци	lacunes
недостатъци	carences
недостатъци	insuffisances
недостатъци	déficiences
недостатъци	lacunes
недостатъци	carences
недостатъци	insuffisances
недостатъци	défauts
недостатъци	défauts
предложи	offrir
предложи	offre
посещения	visites
бот	bot
зърно	mamelon
зърно	tétine
зърно	mamelons
зърно	téton
зърно	grain
зърно	grains
запаси	stocks
запаси	encours
десау	dessau
здравословни	sain
здравословни	saine
противоречия	contradictions
противоречия	controverse
противоречия	polémique
противоречия	controverses
съперник	rival
съперник	rivale
съперник	rivaux
съперник	opposant
съперник	adversaire
поетът	poète
поетът	poètes
съгласието	consentement
верен	fidèle
верен	loyal
верен	loyaux
верен	fidèles
верен	loyale
верен	fidèle
верен	fidèles
антоан	antoine
руси	blondes
руси	blonde
руси	blonds
руси	blond
руси	blonde
руси	blonds
руси	blond
палубата	pont
господ	god
господ	dieu
антиохия	antioche
аякс	ajax
нервна	nerveux
нервна	nerveuse
нервна	nervosité
руда	minerai
руда	ore
готите	goths
скоби	pinces
скоби	agrafes
скоби	bretelles
скоби	crochets
скоби	parenthèses
скоби	parenthèse
фрази	phrases
фрази	expressions
тунел	tunnel
тунел	vortex
картофи	patates
картофи	patate
другаде	ailleurs
инфекции	infections
инфекции	infection
уолис	wallis
елита	élite
елита	élitiste
елита	élites
елита	elite
бройки	morceaux
еквивалент	équivalentes
еквивалент	équivalente
еквивалент	équivalents
еквивалент	équivalent
експеримент	expérimenter
експеримент	expérience
експеримент	expérimentation
върхът	topper
арабска	arabe
арабска	arabes
арабска	arabe
арабска	arabes
арабска	arabe
арабска	arabes
батак	batak
ислям	islam
риска	risques
риска	risque
замени	remplacez
замени	remplacer
замени	remplacement
замени	remplace
ярко	brillant
ярко	bright
ярко	lumineux
агенции	organismes
агенции	agences
иврит	hébreu
иврит	hébreux
иврит	hébraïque
петдесет	cinquante
петдесет	fifty
джефри	geoffrey
джефри	jeffrey
номинирана	nominée
номинирана	nominé
номинирана	nominée
номинирана	nominé
номинирана	désignés
иконата	icônes
иконата	icône
епидемия	épidémie
епидемия	éclosion
епидемия	épidémie
епидемия	épidémies
епидемия	épidémiques
епидемия	épizootie
кореспонденция	correspondances
кореспонденция	correspondance
крус	cruz
тива	thèbes
търпи	tolérer
търпи	tolère
племенница	nièce
кристоф	kristoff
кристоф	christophe
кристоф	christoph
гьоте	goethe
селекция	choix
селекция	sélections
селекция	sélection
предадени	trahis
предадени	trahie
предадени	trahi
предадени	transmise
предадени	transmises
предадени	transmis
предадени	remis
отпред	front
отпред	avant
отпред	devant
джесика	jessica
близостта	proximité
пътувания	voyage
пътувания	voyages
бай	bai
застрашени	menacées
застрашени	menacée
застрашени	menacés
застрашени	menacé
толстой	tolstoï
ибрахим	ibrahim
постановка	configuration
постановка	configurer
плуване	nager
плуване	nage
плуване	natation
плуване	baignade
плуване	nager
плуване	natation
плуване	baignade
ъгъла	corner
ъгъла	coin
астрономически	astronomiques
астрономически	astronomique
свободи	libertés
ръба	bord
ръба	bordure
ръба	arête
ръба	edge
лири	quid
лири	lires
лири	lira
жозеф	joseph
науру	nauru
нож	couteau
нож	couteaux
нож	poignard
антоанета	antoinette
изключителни	exclusives
изключителни	exclusive
изключителни	exclusivité
изключителни	exclusifs
изключителни	exclusif
изключителни	exceptionnel
изключителни	exceptionnels
изключителни	exceptionnelle
изключителни	exceptionnelles
астронавти	astronautes
стадий	étape
стадий	stade
стадий	scène
арка	voûte
арка	arche
арка	arch
феномен	phénomènes
феномен	phénomène
феномен	phénomène
пакет	paquet
пакет	paquetage
пакет	forfait
пакет	paquet
пакет	colis
цецилий	caecilius
дружба	amitié
дружба	amitiés
фази	phases
гигантски	géants
гигантски	géant
гигантски	giant
гигантски	géante
гигантски	gigantesques
гигантски	gigantesque
означение	notation
означение	désignation
означение	dénomination
означение	appellation
сюзън	susan
сюзън	sylvie
наследниците	héritiers
сеул	séoul
фламандски	flamand
фламандски	flamande
фламандски	flamands
традиционна	traditionnelles
традиционна	traditionnel
традиционна	traditionnelle
традиционна	traditionnels
бригади	brigades
следите	morceaux
следите	chenilles
следите	pistes
борса	échange
борса	echange
борса	échanger
обичам	aime
обичам	amour
обичам	aimer
обичам	love
психоанализа	psychanalyse
панчо	pancho
погребани	enfoui
погребани	inhumé
погребани	enterré
погребани	enterrés
погребани	enterrée
тор	fertilisants
тор	engrais
тор	fumiers
тор	lisier
тор	fumier
тор	tor
тор	engrais
тор	thors
тор	thor
мита	mythes
мита	mythe
мита	fonctions
мита	devoirs
доказано	prouvé
доказано	prouvée
доказано	prouvées
доказано	prouvés
доказано	démontré
доказано	démontrée
доказано	montré
доказано	prouvés
доказано	prouvées
доказано	prouvée
доказано	éprouvé
доказано	démontré
доказано	prouvé
биологични	biologiques
биологични	biologique
клонове	branches
клонове	succursales
витамин	vitamine
витамин	vitamines
плажове	plage
плажове	plages
духове	fantômes
духове	spiritueux
духове	alcools
духове	esprits
спад	refuser
спад	déclin
спад	décliner
спад	baisse
обвивка	fourreau
обвивка	gaine
обвивка	coquillage
обвивка	coquille
обвивка	shell
коморски	comorienne
приключване	achèvement
приключване	bouclage
приключване	clôture
приключване	fermeture
публична	publics
публична	publiques
публична	public
публична	publique
агиос	agios
вулкан	volcan
вулкан	volcans
вулкан	vulcain
педагогика	pédagogie
бунтове	émeutes
бежанците	réfugiés
собственици	propriétaires
осветление	éclairage
осветление	eclairage
осветление	luminaires
повторение	réapparition
повторение	récidive
повторение	récurrence
повторение	répétition
повторение	redoublement
повторение	replay
повторение	rejouer
повторение	répéter
повторение	répète
повторение	répétition
повторение	répétez
хайделберг	heidelberg
папи	papes
папи	papi
дъблин	dublin
парламентът	parlement
свършва	ends
свършва	extrémités
кодове	codes
ренесанс	renaissance
зигфрид	siegfried
шеста	sixth
шеста	sixième
керамични	céramique
керамични	céramiques
мощен	puissant
мощен	puissants
мощен	puissante
мощен	puissantes
равнини	plains
равнини	plaine
равнини	plaines
пътуват	voyage
пътуват	voyages
градината	jardins
градината	jardin
марш	marécage
марш	marais
марш	marsh
търнър	turner
матиас	mathias
матиас	mattias
матиас	matias
матиас	matthias
симфония	symphonique
симфония	symphonie
провал	échec
провал	défaillance
сухо	sèche
сухо	sèches
сухо	sec
сухо	secs
сухо	sécher
северозападния	northwestern
предна	front
предна	avant
предна	devant
предна	frontal
предна	frontale
автобуси	bus
автобуси	autobus
автобуси	autocars
свазиленд	swaziland
дъга	rainbow
дъга	arc
дъга	arc
изящни	exquis
изящни	exquise
удобно	commodes
удобно	commode
удобно	pratique
удобно	confortables
удобно	confortable
удобно	confortables
удобно	confortable
йован	jovan
двойна	doubler
двойна	double
двойна	doubles
постигането	accomplissement
команди	commandements
команди	commandes
привлече	attiré
привлече	attirés
привлече	attirée
привлече	attirées
мъртви	morts
мъртви	morte
мъртви	dead
мъртви	mort
телефон	téléphone
телефон	telephone
телефон	téléphone
фокус	focus
фокус	concentrer
светилища	sanctuaires
редиците	grades
редиците	rangs
чести	commune
чести	fréquent
чести	fréquents
чести	commun
дион	dion
дион	dionne
ела	viens
ела	venez
ела	come
ела	venir
летец	flyer
летец	dépliant
летец	aviateur
устава	statuts
армстронг	armstrong
триумф	triomphe
триумф	triompher
триумф	triumph
манхатън	manhattan
клиентите	clients
клиентите	clientèle
томпсън	thompson
записки	remarques
записки	notes
прадеш	pradesh
пепел	cendre
пепел	cendres
пепел	frêne
пепел	cendres
пепел	ash
пепел	cendre
почвите	sols
легиони	légions
тактика	tactique
тактика	tactiques
тактика	tactique
репресии	répression
репресии	représailles
репресии	répression
изстрелян	lancée
изстрелян	lancé
изстрелян	lancés
инфекция	infections
инфекция	infection
инфекция	infections
инфекция	infection
влечуги	reptile
влечуги	reptiles
влечуги	reptiles
синдром	syndrome
мелник	melnick
приемник	hôte
приемник	récepteur
приемник	destinataire
приемник	receveur
банда	groupe
банда	orchestre
банда	bande
банда	gang
банда	bande
конкуренция	compétition
конкуренция	concurrence
конкуренция	concours
променлива	variable
променлива	variables
иларион	illarion
чудо	émerveillement
чудо	merveille
чудо	marvel
чудо	miraculeux
чудо	miraculeusement
чудо	miraculeuse
чудо	miracles
чудо	miraculeux
чудо	miraculeuse
чудо	miracle
чудо	émerveillement
чудо	merveille
чудо	wonder
багдад	bagdad
променено	changé
променено	changée
променено	altéré
променено	altérée
променено	modifié
променено	modifiée
променено	modifiées
променено	modifiés
чума	peste
чума	peste
чума	fléau
борд	planche
консумация	consommation
дракон	dragons
дракон	dragon
посочен	précisé
посочен	spécifiés
посочен	spécifiée
посочен	spécifié
лук	oignons
лук	oignon
лук	oignons
лук	oignon
младежта	jeunesse
младежта	jeunes
крилете	wings
крилете	ailes
арканзас	arkansas
електричество	electricité
електричество	électricité
електричество	électrique
електричество	electrique
институти	instituts
привилегии	privilège
привилегии	privilèges
привилегии	privilèges
привилегии	privilège
седмицата	semaine
седмицата	semaines
хюсеин	hussein
хюсеин	hussain
хюсеин	hüseyin
батман	batman
чужденци	étrangers
чужденци	etrangers
кафяв	brown
кафяв	marron
кафяв	bruns
кафяв	brun
кафяв	brunes
кафяв	brune
предполагат	proposer
предполагат	suggérez
предполагат	suggère
предполагат	suggérer
вселенски	œcuménique
фотографии	photographies
включено	activées
включено	activés
включено	activée
включено	activé
включено	incluses
включено	inclus
включено	incluse
включено	compris
пръстените	bagues
пръстените	anneaux
напредък	progrès
напредък	progression
напредък	progresser
напредък	avancement
напредък	avancement
вековете	siècles
рейчъл	rachel
ниши	nishi
роуз	rose
роуз	rosé
увреждания	handicapé
увреждания	handicapés
увреждания	désactivés
увреждания	désactivée
увреждания	désactivé
увреждания	handicap
увреждания	déficience
увреждания	incapacité
увреждания	invalidité
увреждания	infirmité
съществена	essentiel
съществена	indispensable
съществена	essentielles
съществена	essentielle
съществена	essentiels
колинс	collins
дарвин	darwin
братислава	bratislava
снаряди	projectiles
снаряди	coquillages
снаряди	obus
нели	nelly
нели	nellie
недоволство	mécontentement
недоволство	mécontentement
недоволство	insatisfaction
септимий	septimius
отмъщение	vengeance
отмъщение	revanche
отмъщение	vengeance
отмъщение	venger
повреди	dégats
повреди	dommages
повреди	dégâts
повреди	dommage
милена	milena
президентски	présidentielle
президентски	présidentiel
любима	aimée
любима	adoré
екипировка	équipements
екипировка	équipement
екипировка	equipements
екипировка	matériel
екипировка	equipement
депутатите	législateurs
депутатите	parlementaires
депутатите	députés
стабилност	stabilité
бедни	pauvre
бедни	médiocre
бедни	pauvres
словашки	slovaque
словашки	slovaques
янкович	jankovic
царуването	règne
царуването	régner
тръба	pipe
тръба	tuyau
тръба	tube
месото	viande
месото	viandes
такси	taxi
такси	taxis
такси	taxi
такси	cab
такси	cabine
такси	frais
такси	honoraires
албумите	albums
лош	méchant
лош	bad
лош	mal
лош	mauvaise
лош	mauvais
докторат	doctorat
разработване	developpement
разработване	développement
разработване	développer
документа	document
запазено	réservés
запазено	réservée
запазено	réservé
запазено	préservée
запазено	préservé
запазено	conservés
запазено	préservés
запазено	conservées
запазено	préservées
статуи	statues
математическа	mathématique
математическа	mathématiques
айнщайн	einstein
коридор	couloir
коридор	couloir
коридор	corridor
лора	laura
лора	laure
лора	lora
слухове	rumeurs
слухове	rumeur
слухове	rumeurs
плячка	proies
плячка	proie
плячка	butin
плячка	cul
плячка	fesses
параклиса	chapelle
параклиса	chapel
пера	plumes
къс	cus
противниците	adversaires
противниците	opposants
достатъчна	suffisantes
достатъчна	suffisants
достатъчна	suffisamment
достатъчна	suffisant
достатъчна	suffisante
кореспонденти	correspondants
младен	mladen
лоша	méchant
лоша	bad
лоша	mal
лоша	mauvaise
лоша	mauvais
достъпен	accessible
достъпен	accessibles
закрито	intérieure
закрито	intérieur
зигмунд	sigmund
петрол	essence
петрол	huiles
петрол	huile
петрол	pétrole
петрол	pétrole
лихтенщайн	liechtenstein
лихтенщайн	lichtenstein
беатрис	beatrice
беатрис	béatrice
беатрис	beatriz
суматра	sumatra
лентул	lentulus
оператори	exploitants
оператори	opérateurs
слива	prune
слива	prunes
форуми	forums
кадафи	kadhafi
зареждане	charger
зареждане	chargement
зареждане	charge
зареждане	charge
зареждане	charger
зареждане	chargement
харисън	harrison
елзас	alsace
добавка	addition
добавка	ajout
добавка	addendum
добавка	additif
добавка	suppléments
добавка	complément
добавка	supplément
добавка	additif
рап	rappeur
рап	rappeurs
рап	rap
интервал	intervalle
интервал	entracte
интервал	intervalles
лингвистика	linguistique
обсъжда	discute
моделите	maquettes
моделите	modèles
панорама	panorama
панорама	panoramique
хрушчов	khrouchtchev
сервилий	servilius
деян	dejan
лидия	lidia
лидия	lydia
антонин	antonin
възможен	possible
възможен	possibles
раул	raoul
раул	raul
раул	raúl
миграция	émigration
миграция	migration
миграция	migrations
митове	mythes
митове	mythe
мюзикъл	musicale
мюзикъл	musical
работилница	atelier
работилница	ateliers
галактика	galaxie
галактика	galaxy
кавалерия	cavalerie
клиент	client
клиент	client
завой	tourne
завой	turn
завой	tourner
завой	tournez
завой	plier
завой	virage
речи	discours
речи	allocutions
речи	interventions
емили	émilie
емили	emilie
емили	émilie
емили	emilie
емили	emily
светкавица	éclairs
светкавица	allégement
светкавица	instantané
светкавица	flash
светкавица	éclair
светкавица	flashs
светкавица	lightning
светкавица	éclairs
светкавица	éclair
светкавица	foudre
мазнини	graisses
мазнини	grasse
мазнини	gros
мазнини	gras
мазнини	graisses
мазнини	graisse
самоубийство	suicide
самоубийство	suicides
завършила	diplômée
завършила	diplômé
достигане	portée
достигане	atteindre
достигане	atteignant
достигане	atteindre
крайни	extrême
крайни	extrêmes
крайни	extreme
смесена	mélangé
смесена	mixtes
смесена	mélangés
смесена	mixte
таун	towne
проектиран	conçu
проектиран	conçues
проектиран	conçue
проектиран	conçus
соломон	salomon
соломон	solomon
екрана	screen
екрана	ecran
екрана	écran
джеси	jessie
джеси	jesse
гласни	voyelles
съчетава	combine
преобразува	convertis
преобразува	convertit
глазгоу	glasgow
растат	grandir
растат	croître
растат	pousser
съкровище	chérie
съкровище	trésors
съкровище	trésor
астероид	astéroïdes
астероид	astéroïde
кейн	cain
кейн	caïn
кейн	kane
кейн	cane
кейн	canne
кейн	caine
унищожена	détruite
унищожена	détruits
унищожена	détruit
унищожена	détruites
положително	positive
положително	positives
положително	positif
положително	positifs
положително	positivement
заплата	salaire
моравия	moravie
страбон	strabo
антропология	anthropologie
американци	américains
ренесанса	renaissance
подиум	passerelle
богатството	richesses
богатството	richesse
кръгли	arrondi
кръгли	ronde
кръгли	rond
кръгли	rondes
кръгли	ronds
лена	lena
етажа	étages
етажа	planchers
етажа	sols
фасада	façades
фасада	façade
ограничаване	restriction
ограничаване	limitation
ограничаване	limitation
ограничаване	limitant
ограничаване	limiter
ограничаване	limite
ограничаване	limites
ограничаване	limiter
ограничаване	confinement
ограничаване	endiguement
конник	rider
конник	motard
конник	cavalier
доза	dosage
доза	posologie
доза	dose
доза	doses
доза	posologie
доза	dose
хендрикс	hendricks
хендрикс	hendricks
хендрикс	hendrix
измервания	mesures
измервания	mesures
измервания	mesurage
измервания	mesurer
измервания	mesure
емблема	armoiries
емблема	emblème
пиеро	pierrot
пиеро	piero
петра	petra
мускул	musculaire
мускул	muscles
мускул	muscle
мускул	musclé
тбилиси	tbilissi
разкрити	découvert
разкрити	découverts
разкрити	révélés
разкрити	révélé
разкрити	dévoilé
разкрити	révélées
разкрити	révélée
разкрити	divulguées
разкрити	divulgué
разкрити	révélé
колонията	colonie
сиви	gray
сиви	gris
сиви	grise
сиви	gris
сиви	grise
полезна	utile
полезна	utiles
полезна	serviable
полезна	utile
полезна	utiles
показани	affichée
показани	affiché
показани	affichées
показани	affichés
показани	projeté
крайници	extrémités
размножаване	propagation
размножаване	élevage
размножаване	reproducteurs
размножаване	elevage
размножаване	reproduction
размножаване	procréation
размножаване	reproduction
статуята	statue
териториално	territoriale
териториално	territoriales
териториално	territorial
верни	fidèle
верни	loyal
верни	loyaux
верни	fidèles
верни	loyale
верни	vrais
верни	true
верни	vraie
верни	vrai
верни	véritable
верни	fidèle
верни	fidèles
алпите	alpes
демо	démonstration
демо	demo
демо	démo
демо	démos
архиви	enregistrements
архиви	records
архиви	archives
архиви	archivage
архиви	archiver
архиви	archive
архиви	archives
документите	documents
вечеря	dîner
вечеря	souper
вечеря	diner
вечеря	souper
померания	poméranie
накратко	brièvement
унищожаването	détruire
унищожаването	détruisant
анализи	analyses
анализи	analyses
анализи	analyse
кожани	kozani
съдържаща	contenant
бедствия	désastres
бедствия	catastrophes
бедствия	sinistre
бедствия	désastre
бедствия	catastrophe
бедствия	catastrophes
фитипалди	fittipaldi
производни	dérivés
влажни	humide
влажни	moelleux
влажни	moite
влажни	humides
влажни	humide
влажни	humides
подводница	sub
перо	plumes
перо	plume
перо	pero
свободните	fremen
лекува	guérit
арктика	arctique
въведение	introduction
въведение	introduction
въведение	intro
известия	notifications
известия	alertes
бара	bara
важност	importance
торпедо	torpille
торпедо	torpilles
удря	frappe
удря	hits
конан	conan
шрифт	polices
шрифт	font
шрифт	police
шрифт	fontes
бюст	décolleté
бюст	clivage
бюст	buste
пустиня	désert
пустиня	désertique
новгород	novgorod
локомотиви	locomotives
намален	diminution
намален	diminué
намален	diminuée
намален	réduit
намален	réduite
намален	réduites
зърна	grain
зърна	grains
зърна	tétons
зърна	mamelons
зърна	grains
сенат	sénat
съображения	considérations
тепе	tepe
утре	demain
утре	tomorrow
проява	manifestation
авторитет	autorité
японско	japonais
японско	japonaise
японско	japonaises
преки	directe
преки	directement
преки	direct
преки	directs
ваня	vanya
шведска	suédoise
шведска	suédoises
шведска	suédois
цин	qin
цин	qing
тотнъм	tottenham
гробници	tombes
гробници	tombeaux
атланта	atlanta
елит	élite
елит	élitiste
елит	élites
елит	elite
елит	élites
бомбардировач	bombardier
бомбардировач	poseur
рита	rita
директорите	administrateurs
директорите	réalisateurs
директорите	directeurs
рон	ron
стратегическо	stratégique
стратегическо	stratégiques
темите	thèmes
