apie	關於
primena	記憶
primena	回憶
kraštovaizdžio	風景
kraštovaizdžio	景觀
vaisiai	果實
vaisiai	水果
vaisiai	果實
vaisiai	水果
vaisiai	果
gynyba	辯護
gynyba	國防
gynyba	防禦
gynyba	防守
gynyba	防衛
gynyba	國防
gynyba	防衛
baigiasi	末端
stalo	書桌
stalo	服務台
stalo	辦公桌
kojos	腿
kojos	腿
kojos	leg
mėgėjų	業餘
registro	登記處
monetų	硬幣
monetų	錢幣
klubų	臀
klubų	臀部
priežiūros	監督
priežiūros	監管
priežiūros	督導
užimti	佔據
užimti	佔用
užimti	佔領
vadina	致電
vadina	電話
vadina	打電話
vadina	通話
vadina	呼叫
žuvis	魚類
žuvis	魚
žuvis	魚兒
argentinoje	阿根廷
dvd	dvd
dvd	dvd
ugnies	消防
ugnies	火
ugnies	火焰
ugnies	火災
versijos	版本
ali	阿里
ali	ali
tinka	適合
tinka	西裝
įrangos	裝備
lapų	葉
lapų	葉子
albumai	相簿
albumai	專輯
argentina	阿根廷
kristina	christina
kristina	christine
įstaiga	組織
įstaiga	體制
įstaiga	機構
žydi	盛開
žydi	開花
žydi	bloom
žydi	綻放
skulptūros	雕塑
vaikas	小孩
vaikas	兒童
vaikas	孩子
bibliotekos	圖書館
bibliotekos	圖書館
indų	小菜
indų	菜
vaidmenys	作用
vaidmenys	角色
apsauga	保護
prekės	包包
prekės	袋
prekės	袋子
prekės	包
prekės	商品
prekės	貨物
juostos	帶子
juostos	膠帶
juostos	磁帶
minimi	精神分裂症
parduota	賣
parduota	售出
fotografijos	照片
fotografijos	像片
fotografijos	攝影
smėlio	沙
smėlio	沙子
smėlio	砂
smėlio	sandy
islamo	伊斯蘭
parodos	展覽
parodos	展
parodos	展覽會
parodos	展覽
parodos	展覽會
kaulų	骨
kaulų	骨骼
kaulų	骨頭
būgnai	鼓聲
būgnai	鼓
mokslininkai	研究者
mokslininkai	科學家
turizmas	旅遊
gamina	製成品
svoris	重量
svoris	體重
svoris	份量
šilumos	熱
šilumos	熱火
šilumos	加熱
šilumos	熱力
šilumos	熱量
ligoninė	醫院
vaisių	果實
vaisių	水果
demokratijos	民主
architektūra	結構
architektūra	架構
architektūra	建築
rokas	岩
rokas	岩石
rokas	石頭
rokas	rock
rokas	搖滾
santuokos	結婚
santuokos	婚姻
drauge	同志
drauge	朋友
drauge	好友
kelionės	旅行
kelionės	旅費
kelionės	旅遊
kelionės	旅行
tvirtovė	堡壘
tvirtovė	要塞
sosto	王座
sosto	王位
sosto	寶座
mokslininkų	研究者
patarėjas	顧問
ženklai	標記
komedija	喜劇
vadovai	管理者
simonas	simon
simonas	西蒙
simonas	西門
išsilavinimas	教育
išsilavinimas	學歷
filosofija	哲學
filosofija	理念
laisvai	休閒
senas	老
senas	舊的
senas	舊
senas	老了
socialistų	社會主義
sekmadienį	星期日
sekmadienį	週日
sekmadienį	星期天
sekmadienį	周日
demokratai	民主黨
alaus	啤酒
mėnulio	月球
kristupas	krzysztof
arena	舞台
arena	競技場
arena	體育館
armėnijos	亞美尼亞
skydo	盾牌
pulko	羊群
šeimų	家庭
elementas	元素
elementas	元件
elementas	要件
požymiai	屬性
žaidimai	games
žaidimai	遊戲
trumpai	簡短
trumpai	短期
trumpai	短
trumpai	矮
valign	valign
paveldas	遺產
kanada	加拿大
archyvas	檔案
fotografas	攝影師
sėkmės	成功
nori	想要
konstitucija	憲法
išsiskyrė	離異
išsiskyrė	離婚
civilinės	民事
studijoje	錄音室
studijoje	studio
studijoje	工作室
totorių	韃靼
frankų	法郎
frankų	法郎
aktyvus	積極
aktyvus	活躍
keliavo	旅行
keliavo	旅遊
stačiakampio	矩形
galimybė	機會
sportininkas	運動員
išvengti	避免
joseph	約瑟夫
joseph	joseph
joseph	約瑟
sinagoga	會堂
reikėjo	需要
auksinis	golden
auksinis	黃金
auksinis	金色
auksinis	金
auksinis	金子
auksinis	黃金
auksinis	金色
auksinis	gold
sodas	園
sodas	園林
sodas	花園
sodas	園藝
mechanikas	技工
kaina	價
kaina	price
kaina	價錢
kaina	價格
kritikas	評論家
kritikas	批評家
stiklo	玻璃
veikėjai	演員
opera	opera
opera	歌劇
akis	眼神
akis	雙眼
akis	眼睛
akis	眼
akis	眼
akis	眼睛
darbuotojai	勞動者
darbuotojai	工人
bažnyčių	教會
bažnyčių	教堂
vartininkas	守門員
modeliai	模型
modeliai	模特
modeliai	型號
modeliai	模特兒
australija	澳大利亞
leidybos	出版
leidybos	發表
mėgsta	讚
makedonijos	馬其頓
tradicijos	傳統
tradicijos	傳統
kolonijos	殖民地
santykis	比率
santykis	比值
santykis	比例
santykis	比
nacių	納粹
galimybės	機遇
galimybės	機會
baseino	撞球
baseino	池
baseino	游泳池
baseino	泳池
sukilėlių	叛亂分子
sukilėlių	反叛
sukilėlių	叛軍
ilgas	久
ilgas	長
bendradarbiavimo	合作
cukraus	食糖
cukraus	糖業
cukraus	糖
akių	眼
akių	眼睛
akių	風
deivė	女神
jugoslavijos	南斯拉夫
jugoslavijos	南斯拉夫
trasa	迴路
trasa	電路
vartų	門
vartų	大門
puikiai	棒
puikiai	偉大
skaityti	掃描
skaityti	掃瞄
aukštumos	高地
idėjos	想法
grįžti	返回
grįžti	回歸
kompozitorių	作曲家
mirtis	死亡
mirtis	死神
turistų	觀光客
turistų	遊客
ranka	手寫
ranka	手
metodas	法
metodas	方法
metodas	辦法
metodas	方式
geografija	地理學
geografija	地理
geografija	地域
geografija	地理位置
žurnalistų	記者
juan	juan
justinas	justin
nuotrauka	像片
nuotrauka	照片
nuotrauka	像片
nuotrauka	照片
čikagos	芝加哥
gyvybės	生命
gyvybės	人生
gyvybės	生活
metro	捷運
metro	metro
metro	地鐵
viskas	一切都
viskas	一切
patelės	女性
patelės	女
patelės	女性
rūta	ruta
rūta	ruth
storio	厚度
sirijos	敘利亞
išteklių	資源
vartotojų	消費者
dviračių	單車
dviračių	腳踏車
dviračių	自行車
salė	廳
salė	霍爾
salė	大廳
salė	hall
džiazo	爵士樂
džiazo	爵士
vdu	vmu
konkursas	招標
konkursas	投標
konkursas	溫柔
konkursas	贈品
tonų	噸
tonų	公噸
punktas	條款
inžinerijos	工程
inžinerijos	工程學
laukas	欄位
ratas	輪
ratas	車輪
bangų	編織
bangų	揮手
bangų	浪潮
bangų	波
bangų	浪
bangų	波浪
savybes	素質
savybes	品質
youtube	youtube
himnas	國歌
sportas	體育
sportas	運動
panašios	模擬
transportas	運輸
transportas	交通
įtraukti	帶
žymi	著名
žymi	有名
žalia	原油
žalia	綠色
žalia	綠
žalia	綠地
žalia	格林
amerika	美洲
amerika	美國
altlink	altlink
pakviestas	邀請
pakviestas	受邀
gal	或許
gal	也許
šiuolaikinio	當代
indija	印度
atskirai	個別
skirtumas	差額
skirtumas	區別
skirtumas	差別
skirtumas	差異
skirtumas	差分
skirtumas	微分
viską	一切都
viską	一切
sukilimas	起義
genitive	genitive
ginklai	武器
ginklai	兵器
ginklai	武器
ginklai	兵器
ginklai	槍支
ginklai	槍械
ginklai	軍火
asmeninis	個人
faktiškai	撤回
milano	米蘭
matavimo	測量
matavimo	衡量
matavimo	計量
matavimo	量度
matavimo	測量
matavimo	計量
matavimo	衡量
matavimo	度量
seka	序列
seka	數列
seka	順序
teamb	teamb
dvasios	精神
konstrukcijos	結構
pavasario	春
pavasario	春秋
pavasario	春天
pavasario	彈簧
pavasario	春季
tibeto	西藏
mergina	女友
mergina	女朋友
mergina	女生
mergina	姑娘
mergina	女孩
mergina	girl
egipte	埃及
dujos	氣
dujos	天然氣
dujos	汽油
dujos	氣體
dujos	氣體
kultūrų	文化
raumenų	肌
raumenų	肌肉
kalifornijos	加利福尼亞
kalifornijos	加州
ralio	集結
ralio	集會
gif	gif
jaunesnysis	初級
jaunesnysis	junior
jaunesnysis	少年
nuteistas	定罪
rebounds	籃板球
rebounds	籃板
išsaugoti	保全
maltos	馬耳他
kovoti	格鬥
kovoti	打架
kovoti	戰鬥
banga	揮手
banga	浪潮
banga	波
banga	浪
banga	波浪
atkūrimo	修復
atkūrimo	恢復
atkūrimo	復原
rasa	露水
statybų	建
statybų	內建
ginklas	武器
ginklas	兵器
ginklas	武器
ginklas	兵器
ginklas	槍支
ginklas	槍
ginklas	炮
grafikos	圖形
policija	警方
policija	警務
policija	警察
malūnas	風車
tradicijas	傳統
mama	母后
mama	母親
tikėjimo	信仰
asmenybės	人格
asmenybės	人格
asmenybės	性格
asmenybės	個性
aidas	回聲
aidas	回音
krūtinės	胸
krūtinės	胸部
krūtinės	胸膛
krūtinės	胸口
monografija	專論
danija	丹麥
konfederacijos	聯邦
konfederacijos	邦聯
kilę	部族
kilę	部落
apsaugoti	保護
tikra	真實
lee	lee
lee	李
graikija	希臘
trumpas	簡短
trumpas	短期
trumpas	短
trumpas	矮
trumpas	簡短
draugas	同志
draugas	朋友
draugas	好友
juoda	黑
juoda	black
juoda	黑色
juoda	黑人
soccerway	soccerway
ciklas	週期
ciklas	迴圈
profesionalus	專業
aušros	dawn
aušros	拂曉
aušros	黎明
aušros	天亮
alma	alma
suaugusiųjų	成人
suaugusiųjų	成年人
suaugusiųjų	成年
skyriai	師團
medaliu	獎章
medaliu	勳章
medaliu	獎牌
adresas	地址
adresas	住址
padėjėjas	助手
padėjėjas	助理
pulkas	羊群
pulkas	團
pulkas	兵團
senato	元老院
senato	參議院
rolandas	roland
mečetė	清真寺
valiuta	貨幣
valiuta	幣值
nužudyti	殺
slovakijos	斯洛伐克
pilnai	充分
sniego	下雪
sniego	雪
sniego	snow
vėžio	癌症
vėžio	癌
lenkai	極地
religinių	宗教
aušra	dawn
aušra	拂曉
aušra	黎明
aušra	天亮
reino	萊茵河
pianistas	鋼琴家
autobusų	公車
autobusų	巴士
pilnas	飽
pilnas	完整
pilnas	滿
geležinkelių	鐵路
nilo	尼羅河
kolegija	學院
kolegija	書院
kolegija	大學
karai	戰爭
tvora	籬笆
tvora	柵欄
tvora	圍牆
šeštadienį	星期六
šeštadienį	週六
pasiekimai	成就
pasiekimai	成績
daniel	丹尼爾
daniel	daniel
apskritys	各州
apskritys	各縣
kun	坤
kun	昆
poilsio	休息
poilsio	休息
disko	碟片
disko	碟
disko	磁碟
raketų	火箭
raketų	導彈
dalelių	顆粒
dalelių	粒子
dalelių	微粒
įmanoma	可能
atmosferos	大氣
universitetų	大學
asistentas	助手
asistentas	助理
krantas	岸上
krantas	岸
krantas	岸邊
krantas	海岸
viktorija	維多利亞
viktorija	victoria
josé	jose
turkija	土耳其
eros	eros
dizaino	設計
dizaino	設計
doc	doc
penktadienį	星期五
penktadienį	週五
pareigūnai	官員
gubernatorius	省長
gubernatorius	總督
gubernatorius	州長
leonardas	leonard
louis	louis
louis	路易
louis	路易斯
rytas	早晨
rytas	早上
rytas	上午
etninės	族裔
gan	漂亮
gamta	大自然
gamta	自然
gamta	性質
nuotraukų	照片
nuotraukų	像片
technologija	技術
technologija	科技
skaičiavimo	數
skaičiavimo	計數
napoleonas	拿破崙
kapas	墳墓
kapas	墓
kapas	墓穴
praha	布拉格
plaučių	肺
plaučių	龍
haris	harris
haris	哈利
haris	harry
ang	昂
kapitalo	資本
kapitalo	首都
metodai	方法
baltymų	蛋白質
baltymų	蛋白
baltymų	蛋白質
baltymų	蛋白
durų	門
durų	門
siaubo	恐怖
aukų	受害人
aukų	受害者
ferdinandas	ferdinand
kim	金
kim	kim
ntupdate	ntupdate
žvalgybos	偵查
žvalgybos	偵察
žvalgybos	勘探
žvalgybos	探索
šaudymo	射擊
šaudymo	槍擊
šaudymo	拍攝
meilė	戀愛
meilė	愛
meilė	love
meilė	愛情
leidžiama	允許
leidžiama	獲准
leidžiama	允許
mtv	mtv
atskiros	離散
takas	德
kareiviai	士兵
kilometrų	公里
mediena	木
mediena	木材
mediena	wood
mediena	木頭
mediena	木材
skonio	味
skonio	風味
tradicija	傳統
sėklos	種子
sėklos	種子
sėklos	籽
oras	天氣
oras	氣象
oras	空中
oras	air
oras	航空
oras	空氣
poveikio	撞擊
poveikio	影響力
poveikio	影響
poveikio	衝擊
seniausias	最年長
natūraliai	自然
trenerio	教練
įrašas	錄音
įrašas	記錄
įstatymai	立法
įstatymai	法律
keltų	渡船
keltų	渡口
keltų	渡輪
atlikėjai	藝術家
atlikėjai	藝人
slidinėjimo	滑雪
youthclubs	youthclubs
oda	皮革
oda	皮
oda	肌膚
super	super
super	超
super	超級
islandijos	海島
islandijos	島嶼
islandijos	島
audinių	貂皮
audinių	貂
legendos	傳說
legendos	傳奇
juodas	黑
juodas	black
juodas	黑色
juodas	黑人
andrea	andrea
plytų	磚頭
plytų	磚
plytų	磚塊
plytų	磚頭
plytų	brick
plytų	磚
plytų	磚塊
mašinos	機械
mašinos	機器
laidojimo	喪葬
laidojimo	葬
laidojimo	埋葬
filmus	電影
musulmonai	穆斯林
ketvirtadienį	週四
ketvirtadienį	星期四
fabrikas	廠
fabrikas	工廠
finalo	決賽
televizija	電視機
televizija	電視
televizija	電視台
lygį	brett
korėja	韓國
korėja	朝鮮
leono	leon
vertimas	翻譯
raimondas	raymond
variantai	變體
ūkininkas	農民
ūkininkas	農夫
pirmadienį	週一
pirmadienį	星期一
arti	近
arti	靠近
arti	附近
žodžiu	口頭
žodžiu	口服
žodžiu	口腔
džeimsas	james
džeimsas	詹姆士
aikštės	方塊
greičio	速度
greičio	速
lyg	讚
lyg	就像
lyg	像
lyg	喜歡
antradienį	星期二
antradienį	週二
rankos	軍火
rankos	手臂
rankos	臂
rankos	胳膊
auksas	金
auksas	金子
auksas	黃金
auksas	金色
auksas	gold
gėrimas	喝
gėrimas	喝酒
gėrimas	飲料
žiedų	花卉
filialas	分行
filialas	分支
žuvys	魚類
žuvys	魚
žuvys	魚兒
prizas	獎品
prizas	獎賞
prizas	獎
greitį	超速
ritulio	曲棍球
ritulio	冰球
ekspedicija	探險
veislės	品種
veislės	繁殖
veislės	品種
veislės	品種
mazgas	結
kritikos	批評
kritikos	批判
įgulos	船員
maldos	祈禱
maldos	禱告
maldos	崇拜
maldos	禮拜
maldos	祈禱
maldos	禱告
ryto	早晨
ryto	早上
ryto	上午
griuvėsiai	廢墟
griuvėsiai	遺址
griuvėsiai	遺跡
riebalų	肥
riebalų	脂肪
riebalų	胖
kubos	聖地亞哥
kubos	聖地牙哥
vaidmenis	作用
vaidmenis	角色
gintaro	amber
gintaro	安培
gintaro	琥珀
medžioklės	獵
medžioklės	狩獵
medžioklės	打獵
aliejus	油
aliejus	石油
aliejus	機油
aliejus	油
molio	臼齒
molio	黏土
molio	泥
molio	粘土
analizė	分析
anime	動畫
kvalifikacijos	資格
amatų	工藝
amatų	手藝
euro	歐元
sparnai	翅膀
sparnai	翼
groti	玩
groti	彈
groti	播放
den	den
idėjų	想法
užduotis	委派
užduotis	指派
užduotis	任務
užduotis	轉讓
užduotis	任務
hugo	hugo
dykumos	沙漠
dykumos	荒漠
pelno	盈利
pelno	利潤
pelno	營利
pelno	獲利
gamykloje	廠
gamykloje	工廠
bbc	bbc
lewis	lewis
fernando	fernando
bakalauro	學士
bakalauro	單身漢
žolės	草
žolės	草地
žolės	草叢
žolės	大麻
žolės	雜草
surinkti	收集
maistas	糧食
maistas	食品
maistas	食物
sportininkai	運動員
žiedas	響鈴
žiedas	環
žiedas	戒指
marso	火星
garsas	聲音
garsas	音效
mario	mario
druskos	食鹽
druskos	鹽
druskos	鹽類
visuomenė	社會
paveikslai	油畫
paveikslai	繪畫
kelionė	航程
kelionė	旅行
kelionė	旅費
kelionė	旅遊
kelionė	旅途
kelionė	旅程
kelionė	旅行
kelionė	行程
tekstai	歌詞
premjera	首映
premjera	首播
dėstytoja	講師
scorea	scorea
arklių	馬
arklių	馬匹
mokymas	教書
mokymas	教學
mokymas	教
mokymas	培訓
mokymas	訓練
mokymas	教學
mokymas	指令
mokymas	指示
izraelis	以色列
rūgštis	酸
rūgštis	酸性
akys	眼神
akys	雙眼
akys	眼睛
akys	眼
galerijoje	畫廊
ieva	夏娃
ieva	eve
ieva	eva
nuotykių	探險
nuotykių	冒險
nuotykių	冒險
koncertas	音樂會
koncertas	演唱會
bendrovių	公司
formulė	公式
formulė	方程式
formulė	配方
krovinių	運費
krovinių	貨運
sutampa	重疊
laboratorijos	實驗室
laboratorijos	化驗室
laboratorijos	實驗室
vienetai	各單位
vienetai	單元
vienetai	單位
moneta	硬幣
moneta	錢幣
pajamos	收益
pajamos	稅收
pajamos	收入
tiurkų	突厥
dantų	牙科
dantų	牙醫
dantų	牙齒
dantų	牙
dantų	牙齒
laivynas	艦隊
laivynas	船隊
laivynas	車隊
ginklus	槍支
ginklus	槍械
tankis	密度
krioklys	瀑布
laura	laura
augti	成長
augti	生長
elektronikos	電子
stebėti	觀察
patalpose	房舍
patalpose	房地
sukuria	生成
vabzdžių	昆蟲
vabzdžių	昆蟲
turtas	地產
turtas	屬性
turtas	財產
turtas	物業
turtas	資產
turtas	資產
įveikti	克服
bėgimo	跑步
bėgimo	慢跑
vida	vida
vatikano	梵蒂岡
akmenys	岩
akmenys	岩石
operacija	手術
operacija	行動
operacija	運算
operacija	操作
dnr	dna
karta	一代
karta	世代
kalifornijoje	加利福尼亞
kalifornijoje	加州
afrika	非洲
griežtai	嚴格
bene	bene
mercedes	賓士
gydymas	治療
gydymas	療法
gydymas	治療
roberto	roberto
lygumų	平原
modelių	模型
modelių	模特
modelių	型號
modelių	模特兒
rinkti	聚集
rinkti	聚會
kantonas	縣
ekonomiką	健康
spindulių	紅外線
spindulių	紅外
lanko	弓
lanko	鞠躬
ginti	捍衛
ginti	保衛
ginti	捍衛
hans	hans
žvejybos	釣魚
žvejybos	漁業
žvejybos	捕撈
žvejybos	捕魚
korpusas	永
korpusas	翼
palaidoti	埋
palaidoti	埋葬
dizainas	設計
kalbėjo	口語
alkoholio	醇
alkoholio	酒精
alkoholio	酒
alkoholio	酒類
vilkas	狼
konferencija	會議
mitologija	神話
dunojaus	多瑙河
kavos	咖啡
rengimo	編纂
rengimo	編譯
rengimo	匯編
stiprus	強大
stiprus	強壯
stiprus	強烈
stiprus	強
stiprus	堅強
kelionių	游
kelionių	遊覽
kelionių	導覽
kelionių	旅遊
migracijos	移徙
migracijos	移民
migracijos	遷徙
drabužių	服裝
drabužių	衣物
drabužių	衣服
aplinkinių	周邊
pakvietė	邀請
pakvietė	受邀
katalikai	天主教徒
pabėgėlių	難民
geltona	黃色
geltona	黃
milijonus	百萬
patinai	男性
star	星星
star	恆星
star	star
star	星
star	明星
anna	安娜
anna	anna
dykuma	沙漠
dykuma	荒漠
vėjas	風
dvasia	精神
kalcio	鈣
serbija	塞爾維亞
revoliucija	革命
esė	作文
programavimo	程式設計
kurtis	curt
kurtis	curtis
klasifikacija	分類
biuras	辦公
biuras	辦公室
biuras	辦事處
vasara	summer
vasara	夏日
vasara	夏季
vasara	暑假
vasara	夏天
taika	平安
taika	和平
junginiai	籌備
junginiai	化合物
ore	空中
ore	空降
kainos	價
kainos	price
kainos	價錢
kainos	價格
narės	國家
etikos	倫理
etikos	倫理
etikos	倫理學
tikėjimą	信仰
tikėjimą	信心
tikėjimą	信念
vaikystės	童年
tūkstančiai	數千
diana	黛安娜
uolų	崖壁
uolų	懸崖
uolų	崖
klasėje	課室
klasėje	教室
klasėje	課堂
rato	輪
rato	車輪
gyvenamųjų	住宅
gyvenamųjų	寄宿
trumpa	簡短
trumpa	短期
trumpa	短
trumpa	矮
šri	sri
žalios	原油
parduotuvės	店鋪
parduotuvės	商店
vardai	人名
vardai	名稱
vardai	姓名
pramogų	娛樂
danijoje	丹麥
nedideli	未成年
nedideli	輕微
čempionai	冠軍
auto	自動
klemensas	klemens
konfliktas	mile
konfliktas	衝突
geriausi	best
geriausi	最好
administratorius	署長
tradicijų	傳統
tradicijų	傳統
globos	保管
globos	監護
globos	羈押
globos	附表
grūdų	糧食
grūdų	穀物
grūdų	糧
grūdų	穀物
grūdų	穀類
grūdų	麥片
grūdų	穀物
grūdų	穀類
kalio	鉀
mix	搭配
mix	組合
mix	混合
lervos	幼蟲
juodkalnijos	黑山
tradicinė	傳統
vienuolis	僧侶
vienuolis	和尚
vienuolis	僧
specialistų	專家
arčiau	更近
boeing	波音
stovyklos	露營
stovyklos	難民營
stovyklos	營
stovyklos	營地
stovyklos	露營
stovyklos	野營
stovyklos	營地
glaudžiai	關閉
pinigai	現金
įrašai	條目
veislė	品種
veislė	繁殖
veislė	品種
rinkėjų	選民
šaknis	根
galutinė	決賽
matas	熊
sąjungininkų	盟友
sąjungininkų	盟軍
sąjungininkų	盟國
sąjungininkų	同盟
julija	julia
bulgarija	保加利亞
draudimas	保險費
draudimas	保險
draudimas	禁止
kalifornija	加利福尼亞
kalifornija	加州
aleksandra	alexandra
alexander	亞歷山大
alexander	alexander
profesinės	專業
bazilika	聖殿
tikslų	目標
remonto	修復
remonto	維修
remonto	修理
remonto	修繕
salėje	廳
salėje	霍爾
salėje	大廳
salėje	hall
ąžuolo	橡樹
ąžuolo	橡木
ąžuolo	橡
ąžuolo	櫟
dalelės	顆粒
dalelės	粒子
dalelės	微粒
dalelės	顆粒
dalelės	粒子
dalelės	微粒
šventėje	marquee
kapo	墳墓
kapo	墓
kapo	墳
mediniai	木質
mediniai	木
mediniai	木制
šlovės	榮耀
šlovės	光榮
lenktynes	種族
konsultantas	顧問
skydas	盾牌
tradicinės	傳統
milijonai	百萬
jonava	村
jonava	鄉村
jonava	村莊
jonava	村落
jonava	村子
luis	lois
žmonijos	人類
gydytojo	內科醫生
gydytojo	醫師
gydytojo	醫生
gydytojo	博士
dan	丹
dan	dan
realybės	現實
skrydžio	班機
skrydžio	飛行
tikėjimas	信仰
arkivyskupas	大主教
globėjas	守護神
globėjas	守護者
globėjas	守護
globėjas	監護人
svarbą	重要
svarbą	重要性
šuo	竇
šuo	犬
šuo	狗
veido	面部
patalpos	房舍
patalpos	房地
atvyksta	抵達
atvyksta	到達
egiptas	埃及
bull	牛
bull	公牛
atolas	環礁
ryžių	大米
ryžių	米
ryžių	米飯
ryžių	飯
jones	jones
agentūra	代理商
agentūra	機構
išrinkti	當選
keramika	陶瓷
keramika	陶瓷
analizės	分析
patelė	女
patelė	女性
bataliono	營
renginiai	事件
renginiai	活動
atnaujinta	升級
atnaujinta	提升
dukrą	女兒
žemi	低音
žemi	bass
aptikti	finn
susivienijimo	統一
civilizacija	文明
kaklo	脖子
kaklo	頸
kaklo	頸部
įtampos	電壓
tiesiai	直直
tiesiai	直
airija	愛爾蘭
biblijos	聖經
dideles	巨大
pilvo	肚子
pilvo	肚皮
pilvo	腹
pilvo	腹部
vyru	丈夫
vyru	人
vyru	男人
vyru	man
padovanojo	愛慕
uostai	港口
kazachstano	哈薩克
gavyba	抽取
gavyba	提取
gavyba	萃取
lukas	luke
lukas	路加
lukas	lukas
švyturys	燈塔
švyturys	燈塔
kava	咖啡
interesus	興趣
interesus	利益
topo	topo
stogo	屋頂
sąsiauris	海峽
agentas	代理商
agentas	代理人
agentas	特工
agentas	代理
sustabdyti	停止
kaita	雞尾酒
kraujas	血液
kraujas	血
kraujas	血跡
kraujas	鮮血
danga	被子
danga	毛毯
danga	毯
danga	毯子
danga	地毯
merginos	girls
merginos	女孩
merginos	女生
merginos	女童
pozicijas	職位
šaknys	根
facebook	facebook
force	武力
raketos	導彈
raketos	火箭
santuoka	結婚
santuoka	婚姻
plaukimo	游泳
plaukimo	游
draudžiama	禁
draudžiama	禁止
draudžiama	違禁
draudžiama	禁忌
draudžiama	禁止
urugvajaus	烏拉圭
azija	亞洲
žarnos	軟管
folkloro	民俗
francisco	francisco
kalvų	丘陵
atstatyti	還原
atstatyti	恢復
lnk	lnk
radijas	電台
radijas	廣播
radijas	無線電廣播
radijas	收音機
radijas	廣播電台
radijas	無線電
burnos	嘴巴
burnos	口
burnos	嘴
burnos	口腔
valda	持有
valda	控股
mišinys	混合物
simboliai	符號
oskaras	oscar
kalibro	口徑
parkai	公園
vandenys	水域
ūkių	持有
ūkių	控股
vystosi	演化
įvertinti	遊俠
deividas	大衛
deividas	david
geriausios	best
geriausios	最好
spears	長矛
spears	spears
erelis	鷹
erelis	老鷹
erelis	雕
erelis	鵰
architektų	建築師
tikslai	目標
tikslai	目標
metalas	金屬
florencijos	firenze
mokinys	瞳孔
mokinys	學徒
mokinys	徒弟
libano	黎巴嫩
išsiveržimas	火山爆發
išsiveržimas	爆發
išsiveržimas	噴發
duris	門
ilga	久
ilga	長
pilka	灰色
pilka	灰
pilka	grey
bolševikų	布爾什維克
tavo	你的
diskas	碟片
diskas	碟
diskas	磁碟
skrandžio	胃
bausmė	罰
bausmė	懲罰
bausmė	處罰
bausmė	刑罰
bausmė	刑罰
bausmė	懲罰
bausmė	處罰
laukai	田間
laukai	田地
laukai	欄位
laukai	田野
artimųjų	中間
vandenyse	水域
ugnikalnio	火山
proto	瘋狂
proto	瘋
proto	瘋了
ūkiai	持有
ūkiai	控股
ūkiai	農場
ūkiai	農莊
apaštalo	使徒
ugnis	消防
ugnis	火
ugnis	火焰
ugnis	火災
kampas	角度
kampas	角
dmitrijus	dmitry
stebėjimo	觀察
stebėjimo	觀測
krizė	危機
arbata	茶葉
arbata	茶
jūsų	你的
statiniai	建構
katės	貓
katės	貓咪
katės	貓
katės	cat
orkestras	管弦樂隊
orkestras	樂團
alus	啤酒
grandinės	鏈
grandinės	連鎖
grandinės	鏈條
violeta	紫羅蘭
violeta	紫
kolonijų	殖民地
galvijų	牛
platintojas	經銷商
draugai	朋友
draugai	好友
lentos	板
nosies	鼻音
meistrų	刺客
jurijus	yuri
indonezijos	印度尼西亞
kongresas	國會
daržovių	蔬菜
reklamos	廣告
uodegos	尾
uodegos	背面
uodegos	反面
muchafaza	省
muchafaza	省省
sužeistas	負傷
friedrich	friedrich
būgnininkas	鼓手
atp	atp
kalbėti	聊
priklausomybė	依賴
priklausomybė	扶養
priklausomybė	依賴性
priklausomybė	上癮
priklausomybė	毒癮
priklausomybė	癮
parduotuvė	shop
parduotuvė	購物
parduotuvė	店鋪
parduotuvė	店
parduotuvė	商店
parduotuvė	店
parduotuvė	商店
keliauja	旅行
keliauja	旅遊
rinka	市場
valdos	持有
valdos	控股
medvilnės	棉花
medvilnės	棉
medvilnės	棉質
bendradarbiauja	合作
atskirta	分居
tikimybė	可能性
youthyears	youthyears
monika	monica
stambūs	矮胖
krizės	危機
psichikos	心智
psichikos	心理
psichikos	精神
garo	蒸氣
garo	蒸汽
kardo	刀
kardo	劍
kardo	寶劍
duonos	麵包
palydovas	月球
palydovas	月亮
palydovas	月
pievos	草地
pievos	草場
pievos	草原
pievos	草甸
pievos	meadows
regbio	橄欖球
baigti	完成
kailis	皮草
kailis	皮毛
kailis	毛皮
skatinti	推廣
giliai	深
giliai	深層
vidutinės	介質
vidutinės	中型
vidutinės	中等
vidutinės	媒介
manga	漫畫
organizmų	有機體
organizmų	生物
ryžiai	大米
ryžiai	米
ryžiai	米飯
ryžiai	飯
katalogas	編目
seserys	姐妹
seserys	姊妹
kontrolė	控制權
kontrolė	控制
piotras	pyotr
labdaros	慈善
labdaros	慈善
gėlių	花
gėlių	花兒
gėlių	花朵
karys	戰士
karys	勇士
karys	戰士
karys	兵
karys	士兵
karys	軍人
tradiciniai	傳統
miškais	森林
cirko	馬戲團
cirko	馬戲
bon	bon
poteris	波特
duetas	二重唱
krikščionybė	基督教
skandinavijos	北歐
šilko	蠶絲
šilko	絲
šilko	絲綢
seminarija	神學院
tinklų	網路
tinklų	網路
comune	comune
kelius	小徑
kelius	路徑
veislių	品種
veislių	品種
dirvožemio	泥土
dirvožemio	土壤
dirvožemio	土
geologas	地質學家
žali	原油
taivano	台灣
taivano	臺灣
taivano	臺灣
berlynas	柏林
berlynas	berlin
lelijos	百合
