que	że
joseph	józef
joseph	józefa
bgcolor	bgcolor
concentració	stężenia
concentració	koncentracja
concentració	stężenie
classes	zajęcia
classes	klas
classes	klasy
sortida	wyjście
sortida	wyjście
sortida	wyjazd
sortida	wyjścia
thomas	tomasz
thomas	tomaszu
thomas	thomas
thomas	tomek
colònia	kolonia
colònia	kolonii
colònia	kolonia
colònia	kolonii
colònia	kolonię
por	strachu
por	strach
por	lęk
ciclista	kolarz
fulles	liści
fulles	liście
arquitecte	architektem
arquitecte	architekta
arquitecte	architekt
règim	reżim
medieval	średniowieczne
medieval	średniowiecza
portal	portalu
portal	portal
recursos	zasoby
recursos	zasobów
recursos	środki
creixement	rozwój
creixement	wzrostu
creixement	wzrost
establiment	ustanowienie
conflicte	konflikty
conflicte	konfliktu
conflicte	konflikt
pedro	pedro
assemblea	zgromadzenie
assemblea	montaż
tribus	plemion
tribus	plemiona
tribus	szczepy
polítics	politycy
polítics	polityków
poesia	poezji
poesia	poezja
poesia	wiersze
ferran	ferdinand
peter	piotra
peter	peter
peter	piotruś
peter	piotrze
peter	piotr
alfons	alfons
alfons	alfonso
vint	dwadzieścia
ràpidament	szybko
mil	tysiąc
mil	tysięcy
mil	tys
conseqüència	konsekwencje
conseqüència	konsekwencją
regnat	rządy
regnat	panowania
regnat	panowanie
catòlica	katolicki
catòlica	katolickiej
catòlica	katolickiego
àrees	tereny
àrees	obszary
àrees	obszarach
àrees	powierzchnie
pares	rodzicami
pares	rodziców
pares	rodzice
pares	ojcowie
pares	ojców
naturals	naturalne
naturals	naturalny
naturals	naturalnych
naturals	naturalna
amic	przyjaciółka
amic	koleżanka
amic	znajomy
amic	przyjaciel
mont	mount
mont	góra
mont	mont
irlanda	irlandii
irlanda	irlandia
contacte	kontakt
contacte	kontakty
louis	ludwik
louis	louis
louis	ludwika
minuts	minuty
minuts	minut
cert	prawda
cert	prawdziwe
cert	true
bronze	brązu
bronze	brąz
actiu	aktywne
actiu	aktywna
actiu	aktywni
actiu	aktywny
actiu	czynne
revolta	zamieszki
revolta	zamieszek
medicina	medycyny
medicina	lekarstwo
medicina	medycyna
medicina	lekarstwa
abu	abu
taller	warsztat
taller	warsztaty
valenciana	valenciana
curs	kurs
modern	nowoczesne
modern	nowocześnie
modern	nowoczesny
modern	współczesna
modern	nowoczesna
polònia	poland
polònia	polsce
polònia	polski
polònia	polska
combat	zwalczanie
combat	walce
combat	zwalczania
combat	walki
líder	dowódca
líder	lider
líder	przywódca
líder	leader
fundador	założyciel
afegir	dodać
afegir	dodawać
afegir	dodaj
bèlgica	belgii
bèlgica	belgia
corrent	prąd
corrent	bieżące
corrent	aktualne
corrent	bieżący
corrent	aktualny
sola	samotnie
sola	sama
sola	sam
princesa	księżniczki
princesa	królewna
princesa	księżniczka
títols	tytułów
títols	tytuły
vermell	czerwień
vermell	czerwony
vermell	czerwona
vermell	czerwone
film	filmy
film	folia
film	film
existeixen	istnieją
humà	ludzkie
humà	ludzka
humà	ludzki
humà	człowiek
humà	human
humà	człowieka
vaixells	łodzi
vaixells	łódki
vaixells	łodzie
vaixells	okręty
vaixells	statki
límit	granica
límit	ograniczenie
límit	limit
galeria	galerii
galeria	galeria
flors	kwiaty
flors	kwiatki
https	https
acte	działaj
acte	act
acte	akt
mal	mal
producte	produkt
producte	wyrób
producte	produktu
producte	produkty
coses	rzeczy
coses	rzeczy
coneixement	wiedzy
coneixement	wiedza
coneixement	znajomość
coneixement	wiedzę
totalment	totalnie
totalment	całkowicie
tribu	plemienia
tribu	plemię
tribu	szczep
raó	powody
raó	powodu
raó	przyczyna
raó	powód
estrella	star
estrella	gwiazdka
estrella	gwiazda
estrella	gwiezdne
estrella	gwiazdy
germana	siostro
germana	siostra
llevant	levante
moviments	ruchy
moviments	przemieszczanie
moviments	ruchy
nov	listopada
nov	listopad
boscos	lasy
boscos	lasów
comitè	komitetu
comitè	komisja
comitè	komitet
províncies	prowincje
finestres	windows
finestres	okna
finestres	okien
ronda	okrągła
ronda	okrągły
ronda	okrągłe
ronda	runda
morts	martwa
morts	martwe
morts	martwy
morts	dead
pista	ścieżka
pista	utwór
pista	tor
pista	toru
usuaris	użytkownicy
usuaris	użytkowników
usuaris	użytkownikom
don	don
monument	pomnik
futbolista	piłkarz
reconeixement	wdzięczność
reconeixement	uznanie
reconeixement	uznanie
reconeixement	rozpoznanie
reconeixement	rozpoznawanie
reconeixement	uznawanie
tractament	traktowanie
tractament	leczenie
tractament	kuracja
tractament	obróbka
palma	palma
figures	figury
figures	liczby
miguel	miguela
miguel	miguel
santiago	santiago
smithsonian	smithsonian
feina	zlecenie
feina	pracy
feina	praca
suècia	szwecji
suècia	szwecja
washington	waszyngton
washington	washington
washington	waszyngtonie
washington	waszyngtonu
rosa	różowy
rosa	różowa
rosa	róż
rosa	różowe
rosa	różowo
rosa	rose
rosa	róża
rosa	róża
rosa	rosa
valors	wartości
park	parki
park	parka
park	park
religió	religie
religió	religii
religió	wyznanie
religió	religia
continuació	kontynuacja
continuació	kontynuacji
enllaç	łącze
enllaç	link
enllaç	ogniwo
enllaç	odnośnik
tasca	zadanie
nacions	narodów
nacions	narody
fundat	założone
fundat	założony
fundat	założona
obert	otwórz
obert	otwarte
obert	otwarty
documents	dokumenty
documents	dokumentów
policia	policja
policia	police
policia	policji
oposició	opozycja
oposició	opozycji
oposició	sprzeciw
tècniques	techniki
digital	cyfrowy
digital	cyfrowa
digital	cyfrowe
digital	digital
anònim	anonimowy
anònim	anonimowych
anònim	anonimowe
predecessor	poprzednik
org	org
milà	milan
milà	mediolan
residència	rezydencja
arquebisbe	arcybiskupa
setge	oblężenie
quadre	tabeli
quadre	tabela
quadre	stół
quadre	stolik
quadre	tablica
conquesta	podbój
conquesta	zdobycie
loneos	loneos
torrent	potok
torrent	torrent
completament	całkowicie
autònoma	autonomiczne
autònoma	autonomicznych
autònoma	autonomiczny
stadium	stadion
stadium	stadium
peça	ścieżka
peça	utwór
peça	tor
peça	toru
llenguatge	język
llenguatge	języku
tecnologia	technologia
tecnologia	technologii
tecnologia	technologie
tecnologia	technika
lópez	lópez
lópez	lopez
porto	porto
propietats	właściwości
entrenador	trener
projectes	projektów
projectes	projekty
lliures	wolne
lliures	wolna
lliures	wolny
lliures	bezpłatne
lliures	free
lliures	kilogramy
lliures	funty
lliures	funtów
dit	palec
proposta	wniosek
proposta	propozycje
proposta	propozycja
proposta	propozycję
proposta	oświadczyny
clau	klucz
clau	kluczowe
clau	klucze
clau	klawisz
clau	key
agricultura	hodowla
agricultura	rolnictwo
agricultura	rolnictwa
agricultura	rolnictwo
relacionats	powiązany
relacionats	powiązanych
relacionats	powiązane
relacionats	pokrewne
espasa	miecz
pèrdua	utrata
pèrdua	strata
pèrdua	straty
colspan	colspan
extensió	rozszerzenia
extensió	rozbudowa
extensió	wydłużenie
extensió	przedłużenie
extensió	rozszerzenie
varietat	odmiany
varietat	odmianę
varietat	odmiana
varietat	różnorodność
alexandre	alexandre
alexandre	aleksandr
alexandre	aleksandra
alexandre	aleksander
alexandre	alexander
sang	krwi
sang	blood
sang	krew
guinea	gwinei
guinea	gwinea
venècia	wenecji
venècia	wenecja
internet	internetu
internet	internecie
internet	internet
nacionals	obywatele
sevilla	sevilla
oct	październik
basc	basków
circuit	obwody
circuit	obwód
valls	valls
simon	szymon
simon	simon
anàlisi	analizy
anàlisi	analiza
abr	apr
abr	kwiecień
aspecte	aspekty
aspecte	aspekt
resposta	odpowiedz
resposta	odpowiedź
feta	wykonane
feta	made
feta	zrobione
hàbitat	siedlisk
hàbitat	siedliska
oficialment	oficjalnie
moscou	moskwy
moscou	moskwie
moscou	moskwa
periodista	dziennikarstwo
periodista	dziennikarz
periodista	dziennikarka
terreny	teren
terreny	tereny
terreny	terenu
terreny	ziemi
terreny	grunt
terreny	mielone
terreny	podłoże
operació	funkcjonowanie
operació	operacja
operació	działanie
operació	operacje
fortalesa	twierdza
fortalesa	fortecy
fortalesa	forteca
internacionals	international
internacionals	międzynarodowe
internacionals	międzynarodowy
internacionals	międzynarodowych
internacionals	międzynarodowa
blau	blue
blau	niebieski
blau	niebieska
blau	niebieskie
roig	czerwień
roig	czerwony
roig	czerwona
roig	czerwone
millorar	poprawy
millorar	poprawa
senyal	sygnał
difícil	trudna
difícil	trudny
difícil	trudne
versions	wersji
versions	wersjach
versions	wersje
històrica	historyczne
històrica	historyczny
històrica	historyczna
dirigit	skierowany
dirigit	skierowana
dirigit	reżyseria
dirigit	skierowane
metge	medyk
metge	lekarza
metge	lekarz
metge	doktorze
metge	lekarz
cadena	sznur
cadena	łańcuch
cadena	strun
cadena	sznurek
cadena	łańcuchy
cadena	łańcuch
cadena	łańcucha
cadena	łańcuszek
aliança	sojusz
aliança	sojuszu
aliança	przymierze
models	wzory
models	modeli
models	modelki
models	modele
vaixell	łodzi
vaixell	łódka
vaixell	łódź
historiador	historyk
lletra	teksty
junta	pokładzie
junta	zarząd
junta	wyżywienie
junta	deska
junta	tablica
junta	junta
rafael	raphael
rafael	rafał
presó	więzieniu
presó	więzienie
operacions	operacji
operacions	operacje
royal	królewska
royal	królewski
royal	królewskie
royal	royal
vist	widziałem
vist	widziane
vist	widziany
localitat	miejscowość
celebrar	świętowanie
celebrar	uczcić
celebrar	świętować
aplicació	podanie
aplicació	zastosowanie
aplicació	aplikacja
obertura	otwór
obertura	otwieranie
obertura	otwarcie
obertura	otwarcia
obertura	otwierające
esdeveniments	zdarzenia
esdeveniments	wydarzenia
esdeveniments	imprezy
esdeveniments	wydarzeń
esdeveniments	imprez
cedit	wypożyczony
categories	kategorii
categories	kategorie
amics	przyjaciele
amics	przyjaciółki
amics	znajomi
amics	znajomych
amics	przyjaciół
premsa	prasa
premsa	prasie
premsa	naciśnij
premsa	prasy
turó	wzgórza
turó	wzgórze
turó	hill
parella	para
israel	izrael
ocasions	okazje
black	czarna
black	czarne
black	black
black	czerń
black	czarny
concert	koncert
reforma	reformę
reforma	reform
reforma	reforma
reforma	reformy
simple	prosty
simple	prosta
simple	proste
portes	drzwi
idees	pomysły
idees	idee
idees	pomysłów
idees	koncepcje
und	und
dimensions	wymiary
anteriorment	wcześniej
anteriorment	poprzednio
parròquia	parafia
parròquia	parafii
comunista	komunistycznej
comunista	komunistą
comunista	komunistyczna
comunista	komuniści
exemples	przykładów
exemples	przykłady
reserva	rezerwacja
reserva	rezerwacji
reserva	zastrzeżenie
reserva	rezerwa
reserva	rezerwat
reserva	rezerwę
reserva	rezerwy
explica	wyjaśnia
explica	tłumaczy
oli	oleje
oli	oleju
oli	olej
oli	oliwa
vídeo	video
vídeo	wideo
vídeo	film
provocar	sprowokować
dedicada	poświęcone
dedicada	oddany
dedicada	poświęcona
dedicada	poświęcony
dedicada	oddani
autoritat	autorytet
autoritat	władza
autoritat	organ
inicial	początkowy
inicial	wstępne
inicial	początkowe
inicial	początkowa
forta	silna
forta	silny
forta	mocne
forta	silne
forta	mocna
econòmic	gospodarcza
econòmic	ekonomiczne
econòmic	gospodarcze
econòmic	ekonomiczna
econòmic	ekonomiczny
destacats	podkreśla
darrera	ostatnio
darrera	ostatnie
darrera	last
darrera	ostatni
darrera	ostatnia
expressió	wyrażenia
expressió	wypowiedzi
expressió	wyrażenie
accions	działania
accions	akcje
accions	czyny
imperial	cesarska
imperial	imperial
càrrega	obciążenie
càrrega	obciążenia
càrrega	ładunek
càrrega	załadunku
càrrega	ładowanie
descripció	opis
henry	henryka
henry	henryk
henry	henry
para	para
muhammad	muhammad
feb	luty
feb	lutego
abd	abd
dedicat	poświęcone
dedicat	oddany
dedicat	poświęcona
dedicat	poświęcony
dedicat	oddani
lleis	prawa
atenció	uwaga
cavall	konia
cavall	horse
cavall	konie
cavall	koń
cavall	koniu
rectangular	prostokątne
justícia	sprawiedliwości
justícia	sprawiedliwość
volia	poszukiwana
volia	chciał
volia	poszukiwany
volia	poszukiwani
luxemburg	luksemburgu
luxemburg	luksemburg
luxemburg	luksemburga
fàbrica	fabrykę
fàbrica	fabryce
fàbrica	fabryki
fàbrica	fabryka
fernando	fernando
diners	pieniądze
diners	pieniądz
diners	kasy
diners	kasa
diners	money
béns	towarów
béns	towary
gas	gazu
gas	gaz
presa	tamy
presa	zapora
presa	tama
presa	dam
presa	zdobycz
populars	popularny
populars	popularnych
populars	popularne
populars	popularna
nivells	poziomy
nivells	poziomów
completa	kompletny
completa	kompletna
completa	kompletne
flota	flota
flota	floty
branca	gałęzi
branca	gałąź
branca	oddział
branca	branch
red	czerwień
red	czerwony
red	czerwona
red	czerwone
paris	paryżu
paris	paryż
culturals	kulturowe
culturals	kulturalny
culturals	kultury
culturals	kulturalne
daniel	daniela
daniel	daniel
indica	wskazuje
programes	programów
programes	programy
programes	programów
programes	programy
centres	centra
centres	ośrodki
centres	centra
centres	centrów
centres	ośrodki
espanyols	hiszpanie
planeta	planet
planeta	planety
planeta	planeta
atacs	ataki
atacs	ataków
atacs	atakuje
principat	księstwo
principat	księstwa
llobregat	llobregat
habitual	zazwyczaj
habitual	zwykle
municipals	komunalnych
migdia	południe
fernández	fernandez
fernández	fernández
essent	bycie
essent	będąc
essent	bycia
treballadors	pracowników
treballadors	pracownicy
treballadors	robotnicy
solar	słoneczna
solar	słoneczny
solar	słoneczne
carrers	ulice
carrers	ulic
instruments	instrumenty
instruments	przyrządy
nombres	numery
nombres	cyfry
nombres	liczby
sabadell	sabadell
complex	złożone
complex	złożona
complex	złożony
complex	kompleks
complex	skomplikowane
símbol	symbol
símbol	symbolu
pintures	farby
pintures	obrazy
constant	stałe
constant	stały
constant	stałej
constant	stała
matar	zabijanie
matar	zabójstwo
matar	zabicie
viii	viii
#aaa	#aaa
gestió	management
gestió	zarządzanie
gestió	kierownictwo
gestió	zarząd
gestió	zarządzania
àcid	kwasy
àcid	kwas
cossos	ciał
cossos	ciała
temporades	seasons
crisi	kryzys
crisi	kryzysu
riba	riba
jul	jul
manca	brak
sants	świętych
sants	święci
sants	sants
ali	ali
ensenyament	nauczanie
ensenyament	uczenie
ensenyament	nauczania
montserrat	montserrat
ministeri	ministerstwa
ministeri	ministerstwo
giro	giro
participants	uczestników
participants	uczestnikom
participants	uczestnicy
baixes	niska
baixes	niskie
baixes	niski
baixes	low
baixes	nisko
motius	powody
motius	przyczyny
motius	motywy
regional	regionalnych
regional	regionalne
regional	regionalny
regional	regionalna
ascensió	ascension
necessitat	potrzebuje
necessitat	potrzeba
necessitat	potrzebna
necessitat	potrzebuję
necessitat	potrzebny
possibilitat	możliwość
possibilitat	mozliwosc
possibilitat	możliwości
complet	kompletny
complet	kompletna
complet	kompletne
cardenal	kardynał
martínez	martinez
martínez	martínez
pérez	pérez
universal	uniwersalne
universal	universal
universal	uniwersalny
universal	powszechnej
universal	powszechne
context	kontekst
context	kontekście
context	kontekstu
isabel	isabel
isabel	izabela
arcs	łuki
die	die
convent	klasztoru
convent	klasztor
convent	klasztorze
jueus	żydów
jueus	żydzi
bernat	bernard
bernat	bernat
con	stożek
cristians	chrześcijanie
cristians	chrześcijan
derrota	porażki
derrota	klęska
derrota	przegrana
derrota	pokonać
derrota	porażka
giovanni	giovanni
noruega	norwegia
noruega	norwegii
famós	sławne
famós	znana
famós	znany
famós	sławny
famós	sławna
cambridge	cambridge
estudiants	uczniowie
estudiants	studenci
estudiants	studentów
donant	daje
donant	dawanie
donant	dawca
donant	dawcy
doctor	doktorze
doctor	lekarz
espais	przestrzenie
riera	potok
riera	strumień
riera	stream
interpretació	interpretacja
interpretació	interpretację
interpretació	interpretacji
caiguda	upadek
caiguda	jesień
continua	trwa
continua	kontynuuje
aspectes	aspektów
aspectes	aspekty
empordà	empordà
incloure	dołącz
incloure	obejmować
intent	usiłowanie
intent	próba
din	din
document	dokumenty
document	dokument
document	dokumentu
clara	klara
clara	clara
utc	utc
clàssica	klasycznego
clàssica	klasyka
clàssica	klasyczna
clàssica	klasyczny
clàssica	klasyczne
mínim	minimalna
mínim	minimum
mínim	minimalny
estàndard	standardowy
estàndard	standardowa
estàndard	norma
estàndard	standardowe
estàndard	standard
obertures	otwory
hom	hom
institucions	instytucji
institucions	instytucje
representant	reprezentatywna
representant	przedstawiciel
representant	reprezentatywne
representant	przedstawiciela
altura	wysokości
altura	wzrost
altura	wysokość
organitzar	organizować
organitzar	zorganizować
escultura	rzeźby
escultura	rzeźba
escultura	rzeźbę
marquès	markiz
urbà	urbano
roger	roger
editor	wydawca
editor	redaktor
editor	edytor
agència	agencji
agència	agencję
agència	agencja
visió	wzrok
visió	wizji
visió	wizja
visió	widzenie
laterals	boczne
laterals	boczny
cim	cim
international	international
international	międzynarodowe
international	międzynarodowy
international	międzynarodowych
international	międzynarodowa
americans	amerykanie
americans	amerykanów
elegit	wybrany
elegit	wybrano
elegit	wybrane
elegit	wybrani
elegit	wybrana
esteve	stephen
esteve	stefan
esteve	stephena
diòcesi	diecezja
diòcesi	diecezji
musulmans	muzułmanie
musulmans	muzułmanów
gira	obrót
retorn	wróć
retorn	zwrot
retorn	zamian
retorn	powrót
nostra	nostra
concurs	konkursie
concurs	konkurs
concurs	konkursu
concurs	zawody
acceptar	zaakceptować
acceptar	akceptuje
acceptar	akceptuję
acceptar	przyjmij
possiblement	prawdopodobnie
reacció	reakcja
reacció	reakcji
reacció	reakcje
golf	golf
global	globalny
global	global
global	globalna
global	globalnego
global	globalne
directe	bezpośrednia
directe	bezpośredni
directe	bezpośrednie
directe	direct
textos	teksty
marit	mąż
marit	mężu
marit	maz
terrestre	lądowe
terrestre	naziemne
terrestre	lądowych
navarra	navarre
rang	stopień
rang	rangi
tractar	traktowanie
tractar	traktować
tractar	traktuj
tractar	leczyć
reus	reus
actuals	prąd
actuals	bieżące
actuals	aktualne
actuals	bieżący
actuals	aktualny
responsable	odpowiedzialny
responsable	odpowiedzialna
responsable	odpowiedzialne
gonzález	gonzález
partida	mecz
partida	game
partida	gry
partida	gra
ribera	ribera
capaç	zdolne
capaç	zdolna
capaç	zdolny
pacífic	pacyfiku
pacífic	pacific
pacífic	pacyfik
matèria	materia
matèria	materii
arbre	drzewo
arbre	drzewko
arbre	drzewa
florida	florydy
florida	floryda
propis	własne
propis	własny
propis	własna
declarar	oświadczam
cicle	cykl
cicle	cyklu
llegenda	legendę
llegenda	legendy
llegenda	legend
llegenda	legenda
llançament	start
llançament	uruchomienie
llançament	startu
processos	procesy
processos	procesów
orient	orient
patir	cierpieć
donen	dan
similars	podobni
similars	podobna
similars	podobny
similars	podobne
estrelles	gwiazd
estrelles	gwiazdki
estrelles	gwiazdy
estrelles	gwiazdek
notable	nadzwyczajne
notable	niezwykłe
enviat	wysłany
enviat	wysłane
enviat	wysłano
arran	arran
caixa	box
caixa	pole
caixa	pudełko
caixa	skrzynia
caixa	ramka
utilitzant	używanie
utilitzant	użycie
utilitzant	używając
estructures	konstrukcje
estructures	budowle
estructures	struktury
estructures	konstrukcji
ciutadans	obywatele
ciutadans	obywateli
ciutadans	obywatelami
inicis	początków
inicis	początki
signar	podpisz
signar	znak
guerres	wojen
guerres	wojny
femení	samica
femení	kobieta
femení	damskie
femení	kobiety
femení	suczka
generació	pokolenie
generació	wytwarzanie
generació	generacja
generació	generowanie
survey	ankieta
survey	ankiety
survey	ankietę
platja	plaża
publicacions	postów
publicacions	stanowiska
publicacions	posty
pell	skóry
pell	skórę
pell	skóra
invasió	inwazja
invasió	inwazji
all	czosnek
all	czosnku
eix	osi
eix	osie
eix	oś
papers	papiery
papers	gazety
fao	fao
casat	zamężna
casat	żonaty
àrabs	arabów
alegre	wesoła
alegre	wesoły
alegre	radośnie
alegre	radosna
alegre	radosny
ago	sierpień
valign	valign
successió	dziedziczenia
deixant	odejście
deixant	odchodzi
deixant	wyjazd
deixant	pozostawienie
deixant	zostawiając
deixant	opuszczenie
andorra	andora
aliats	sojuszników
aliats	sojusznikami
comptes	rachunki
comptes	konta
comptes	kont
pràcticament	praktycznie
atenes	atenach
atenes	aten
atenes	ateny
nobel	nobla
terrassa	taras
terrassa	terrassa
ermita	hermitage
crist	chryste
crist	chrystus
biografia	biografia
biografia	życiorys
biografia	biografię
pilot	pilocie
pilot	pilot
coalició	koalicji
ambdues	obydwa
ambdues	oboje
ambdues	obie
ambdues	oba
igualment	równo
igualment	podobnie
igualment	analogicznie
arbres	drzewa
liberal	liberalne
ulls	eyes
ulls	oczy
ulls	oczka
presidència	prezydencja
presidència	prezydencji
actuació	wykonanie
actuació	skuteczność
actuació	występ
actuació	wydajność
actuació	wydajności
usa	wykorzystanie
usa	użyć
usa	użyj
usa	stany
usa	ameryka
usa	usa
documentació	dokumentacji
documentació	dokumentację
documentació	dokumentacja
concerts	koncerty
hongria	węgier
hongria	węgry
comunitats	społeczności
comunitats	wspólnot
comunitats	wspólnoty
plans	planów
plans	planuje
plans	plany
artístic	artystyczna
artístic	artystyczne
artístic	artystyczny
ducat	księstwo
freqüència	częstotliwości
freqüència	częstotliwość
freqüència	częstość
mètodes	sposoby
mètodes	metody
mètodes	metod
poques	nieliczni
poques	kilka
poques	niewielu
trajectòria	trajektorii
sub	sub
algú	ktoś
experiència	doświadczenia
experiència	doświadczenie
xile	chile
esmenta	wzmianki
esmenta	wspomina
expansió	rozszerzenie
expansió	rozbudowa
expansió	ekspansji
aeroport	lotnisko
curt	curt
curt	krótki
curt	krótkie
curt	short
curt	krótko
curt	krótka
alumnes	uczniowie
alumnes	studenci
alumnes	studentów
veïns	sąsiadów
veïns	sąsiedzi
veïns	sąsiadów
veïns	sąsiadami
veïns	sąsiedzi
restaurant	restauracja
restaurant	restauracji
retornar	wróć
retornar	zwrot
retornar	zamian
retornar	powrót
representar	reprezentować
representar	reprezentują
representar	reprezentuje
respectivament	odpowiednio
bellesa	uroda
bellesa	piękność
bellesa	cudo
bellesa	piękno
punta	tip
punta	cynk
punta	wskazówka
man	mężczyzna
man	człowiek
man	man
guitarra	gitary
guitarra	gitara
guitarra	gitarze
tradicionals	tradycyjnie
tradicionals	tradycyjne
tradicionals	tradycyjna
tradicionals	tradycja
tradicionals	tradycyjny
tradicionals	tradycyjnych
democràtica	demokratyczny
democràtica	demokratyczna
democràtica	demokratyczne
turquia	turcja
turquia	indyk
turquia	turcji
decisió	decyzje
decisió	orzeczenie
decisió	decyzja
decisió	rozstrzygnięcie
decisió	decyzji
mesures	środki
mesures	miary
atlàntic	atlantyku
atlàntic	atlantic
atlàntic	atlantyk
atlàntic	atlantycki
selva	dżungli
selva	dżungla
selva	selva
instrument	instrument
instrument	przyrząd
instrument	instrumenty
guàrdia	straż
guàrdia	strażnik
esmentat	wspomniano
esmentat	wspomniana
esmentat	wspomniał
esmentat	wspomniany
titular	nagłówek
titular	posiadacza
titular	uchwyt
titular	posiadacz
escrits	pisma
elèctric	elektryczny
elèctric	elektryczne
elèctric	electric
advocat	adwokat
advocat	prawnika
advocat	prawnik
menors	nieletni
menors	nieletnich
fruit	owoce
fruit	owoców
fruit	owoc
ucraïna	ukrainy
ucraïna	ukrainę
ucraïna	ukraina
ucraïna	ukrainie
solució	rozwiązanie
solució	roztwór
solució	rozwiązania
eslovàquia	słowacja
eslovàquia	słowacji
vent	wiatru
vent	wiatry
vent	wiatr
vent	wietrze
primavera	wiosenny
primavera	spring
primavera	wiosny
primavera	wiosna
tinent	porucznik
grand	wielka
grand	grand
correu	mail
correu	poczta
dinamarca	dania
dinamarca	danii
desenvolupat	rozwijane
desenvolupat	rozwiniętych
desenvolupat	opracowane
desenvolupat	rozwinięte
desenvolupat	opracowany
vella	vella
aplicacions	wniosków
aplicacions	zastosowania
aplicacions	aplikacje
aplicacions	podania
aplicacions	wnioski
aplicacions	aplikacje
aplicacions	aplikacji
texas	teksasu
texas	teksas
texas	texas
relativament	stosunkowo
relativament	względnie
badia	zatoka
badia	zatoki
badia	bay
sicília	sycylii
breu	krótkie
breu	krótki
breu	krótko
breu	krótka
mario	mario
ordres	poleceń
ordres	komendy
ordres	polecenia
ordres	rozkazy
ordres	zamówienia
coordenades	współrzędnych
coordenades	współrzędne
coordenades	koordynaty
banc	banku
banc	bankowe
banc	bank
aires	aires
religiós	religijny
religiós	religijnych
religiós	religia
religiós	religijna
religiós	religijne
vehicles	pojazdy
pintors	malarzy
districtes	dzielnice
districtes	okręgi
districtes	okręgów
augment	zwiększenie
augment	wzrost
ocell	ptaka
ocell	ptak
ocell	bird
ocell	ptaszek
possessió	posiadanie
possessió	posiadania
conseller	doradca
persecució	prześladowania
persecució	prześladowań
persecució	prześladowanie
càrrecs	opłat
càrrecs	ładunki
càrrecs	opłaty
científic	naukowca
científic	naukowiec
científic	uczony
científic	naukowcem
carl	carla
carl	carl
belles	belles
oceà	oceanu
oceà	ocean
joaquim	joaquim
cònsol	konsul
manté	utrzymuje
manté	podtrzymuje
rebut	otrzymała
rebut	otrzymana
rebut	otrzymano
rebut	otrzymany
rebut	otrzymane
august	augustus
jardí	ogrodu
jardí	ogród
jardí	ogródek
jardí	ogrodzie
nàpols	neapol
nàpols	neapolu
perú	peru
medalles	medale
medalles	medali
autoritats	władzom
autoritats	władze
autoritats	organy
registre	rejestru
registre	rejestr
tribunal	dwór
tribunal	sądu
tribunal	sąd
tribunal	court
tribunal	trybunał
mestres	nauczycielom
mestres	nauczyciele
mestres	nauczycielki
mestres	nauczycieli
recorregut	zwiedzanie
recorregut	tour
recorregut	wycieczka
error	błąd
error	pomyłka
error	błąd
denominació	nazwisko
denominació	imię
denominació	nazwa
denominació	nominał
capítol	rozdział
realitza	wykonuje
malalties	choroby
malalties	chorób
dolça	słodki
dolça	słodko
dolça	sweet
dolça	słodka
dolça	słodkie
rosselló	roussillon
castells	zamki
castells	zamków
morí	zmarł
absis	absydy
joventut	młodzież
joventut	młodzieży
joventut	młodości
joventut	młodość
molí	młyn
molí	mill
artística	artystyczna
artística	artystyczne
artística	artystyczny
matemàtiques	matematykę
matemàtiques	matematyki
matemàtiques	matematyka
peus	stóp
peus	stopy
decoració	dekoracje
decoració	dekoracja
decoració	dekoracji
decret	dekret
recentment	niedawno
recentment	ostatnio
culte	kult
culte	sekty
culte	kultu
culte	sekta
culte	kult
grecs	grecy
grecs	greków
columna	kolumny
columna	kolumnie
columna	kolumna
ebre	ebro
menjar	żywności
menjar	pokarm
menjar	żywność
menjar	jedzenie
inclòs	włączone
inclòs	uwzględnione
japonès	japońska
japonès	japoński
japonès	japońskie
japonès	japończycy
noble	noble
noble	szlachetnych
noble	szlachetne
noble	szlachetna
noble	szlachetny
murs	mury
murs	ścian
murs	ściany
dotze	twelve
dotze	dwanaście
london	londynu
london	london
london	londynie
london	londyn
immediatament	natychmiast
conferència	konferencje
conferència	konferencję
conferència	konferencja
conferència	konferencji
reconèixer	poznaje
reconèixer	rozpoznają
reconèixer	rozpoznaje
reconèixer	rozpoznać
reconèixer	uznać
xinès	chińczyk
xinès	chiny
xinès	chińskich
xinès	chińska
xinès	chiński
xinès	chińskie
columnes	kolumn
columnes	kolumny
lluna	księżyca
lluna	moon
lluna	księżycu
lluna	księżyc
institució	instytucja
institució	instytucji
institució	instytucje
tallers	warsztaty
tallers	warsztatów
ple	pełna
ple	full
ple	pełen
ple	pełne
ple	pełny
cua	kolejki
cua	kolejka
cua	ogon
cua	tail
cua	ogonie
finestra	okna
finestra	window
finestra	okienko
finestra	okno
altes	ups
sèries	szeregi
sèries	serie
sèries	series
sèries	seria
sèries	serii
singh	singh
rodríguez	rodriguez
rodríguez	rodríguez
franco	franco
moments	moments
moments	chwile
moments	chwil
moments	momenty
moments	momentami
corea	korea
png	png
ferrocarril	kolej
ferrocarril	kolej
ferrocarril	kolejowe
bloc	blog
bloc	bloga
bloc	blogu
bloc	blok
bloc	bloku
bloc	zablokuj
bloc	zablokować
bloc	blok
turisme	turystyka
turisme	turystyki
psoe	psoe
estany	staw
