மற்றும்	in
கண்டுபிடிப்பு	inovacije
கண்டுபிடிப்பு	inovacij
பெறப்பட்டது	prejeto
பெறப்பட்டது	prejeti
பெறப்பட்டது	prejeta
பிரசாத்	prasad
எவரும்	kogarkoli
எவரும்	kdorkoli
எவரும்	nobene
எவரும்	nobenega
எவரும்	noben
எவரும்	nobena
எவரும்	nihče
எதையும்	karkoli
நோர்வே	norveško
நோர்வே	norveška
புல்	trava
புல்	trave
புல்	travo
சோ	zhou
சோ	cho
எதிர்மறை	negativen
எதிர்மறை	negativna
எதிர்மறை	negativno
எதிர்மறை	negativni
திபெத்திய	tibetanski
பருத்தி	bombaž
நாய்	kuža
நாய்	dog
நாய்	pasja
நாய்	kuža
நாய்	pasji
நாய்	pes
விழிப்புணர்வு	ozaveščenost
விழிப்புணர்வு	zavedanje
விழிப்புணர்வு	zavest
விபத்தில்	nesreča
விபத்தில்	nesreče
விபத்தில்	nesreči
விபத்தில்	trk
இருப்பு	ravnotežje
இருப்பு	ravnovesje
இருப்பு	tehtnica
இருப்பு	bilanca
இருப்பு	prisotnost
இருப்பு	prisotnosti
இருப்பு	navzočnost
இருப்பு	stalež
இருப்பு	zaloge
இருப்பு	zaloga
ஜோர்ஜ்	jorge
இயந்திரங்கள்	roboti
நிலக்கரி	premog
பதிவுகள்	utrinkov
பதிவுகள்	utrinki
பதிவுகள்	evidenca
பதிவுகள்	zapisi
பதிவுகள்	evidence
இருமுறை	dvakrat
கட்டிட	zgradba
கட்டிட	stavba
முட்டை	jajce
பட்டி	menu
பட்டி	jedilnik
பட்டி	meni
ஜீ	zee
நட்சத்திர	zvezdica
நட்சத்திர	zvezdo
நட்சத்திர	zvezda
இருந்தபோதிலும்	vseeno
இளவரசர்	princa
இளவரசர்	prince
இளவரசர்	knez
இளவரசர்	princ
மறுபடியும்	spet
மறுபடியும்	znova
மறுபடியும்	ponovno
குணம்	atribut
இறக்குமதி	uvoz
இறக்குமதி	uvozi
இருக்கிறார்கள்	so
ஹாரி	harry
சைமன்	simon
சைமன்	simona
தீவிரமாக	resno
பணத்தை	denar
கொச்சி	kochi
ஏழை	bogi
ஏழை	ubogi
ஏழை	revni
ஏழை	uboga
வெளிப்படுத்தும்	razkril
வெளிப்படுத்தும்	razkrili
வெளிப்படுத்தும்	razkriti
காயம்	poškodbe
காயம்	poškodba
காயம்	rane
காயம்	rano
காயம்	rana
காயம்	prizadet
காயம்	poškodovan
காயம்	bolelo
ஆசை	željo
ஆசை	želja
ஆசை	poželenje
ஆசை	željo
ஆசை	želja
விளம்பரம்	oglasi
விளம்பரம்	oglaševanje
விளம்பரம்	oglas
விளம்பரம்	promocije
விளம்பரம்	promocijo
விளம்பரம்	napredovanje
விளம்பரம்	spodbujanje
விளம்பரம்	promocija
விளம்பரம்	zagon
மூலிகைகள்	zelišča
நீலம்	modro
நீலம்	modre
நீலம்	modri
நீலம்	modra
அவளை	njej
அவளை	njo
அவளை	njen
அவளை	her
அவளை	njena
மாதிரிகள்	vzorce
மாதிரிகள்	vzorcev
மாதிரிகள்	vzorci
மாதிரிகள்	vzorca
வருகிறார்கள்	prihaja
தொடர்ந்தது	nadaljevanje
தொடர்ந்தது	nadaljevalo
அமெரிக்கர்கள்	američani
கனவு	sanje
கனவு	dream
கனவு	sanjsko
கனவு	sanjal
கனவு	sanjati
வானிலை	vreme
கபூர்	kapoor
தேற்றம்	izrek
ஆணை	navodila
ஆணை	navodilo
ஆணை	poveljstvo
ஆணை	ukaz
அதிகரித்தது	povečana
அதிகரித்தது	povečan
அதிகரித்தது	povečano
அதிகரித்தது	zvišana
தாக்கும்	napadi
தாக்கும்	napad
அன்றாட	dnevno
அன்றாட	dnevna
அன்றாட	dnevni
நிகழ்வில்	dogodek
நிகழ்வில்	prireditev
நிகழ்வில்	dogodka
நியமனம்	imenovan
நியமனம்	imenovani
தொண்டு	dobrodelnost
தொண்டு	dobrodelna
அதிகரிக்கிறது	izboljšuje
அதிகரிக்கிறது	izboljša
போர்க்	vojno
போர்க்	vojne
போர்க்	vojna
பரம்பரை	dediščina
பரம்பரை	nasledstvo
பரம்பரை	dediščino
நேர்காணல்	razgovor
நேர்காணல்	intervju
தயார்	pripravljeni
தயார்	pripravljena
தயார்	pripravljen
சிலைகள்	idoli
சிலைகள்	kipe
சிலைகள்	kipi
மிதமான	zmerne
மிதமான	zmerni
மிதமான	zmerna
மிதமான	zmerno
மிதமான	zmeren
சிகாகோ	chicago
எங்கே	kjer
எங்கே	kje
வேண்டியது	mora
தினசரி	dnevno
தினசரி	dnevna
தினசரி	dnevni
தீய	zlobna
தீய	zlo
தீய	hudoben
தீய	zloben
தீய	zlobno
தசை	mišice
தசை	mišica
வயலின்	violina
வயலின்	violino
மறுத்து	zavrnjena
மறுத்து	zavrnjeno
பன்னிரண்டு	twelve
பன்னிரண்டு	dvanajst
வாக்கு	glasovanje
வாக்கு	glasujte
கிளப்	klub
கிளப்	club
ஆவி	duh
ஆவி	duh
பெட்டிகள்	škatle
மெய்	soglasnik
மெய்	res
மெய்	resnično
மெய்	true
மெய்	resnična
மெய்	resnica
ஹால்	hall
ஹால்	dvorana
ஹால்	hodnik
எச்சரிக்கை	opozorilo
எச்சரிக்கை	previdnost
அரங்கு	gledališče
சாந்தி	shanti
தங்கப்	zlat
தங்கப்	zlato
தங்கப்	zlate
தங்கப்	zlati
தங்கப்	zlata
விரல்	prst
பூச்சிகள்	insekti
பூச்சிகள்	žuželke
ஜோ	joe
கலாச்சாரம்	kulture
கலாச்சாரம்	kulturo
கலாச்சாரம்	kultura
மராத்தி	marathi
இறைவனின்	gospod
கட்டுப்பாடுகள்	omejitve
கட்டுப்பாடுகள்	omejitev
கட்டுப்பாடுகள்	kontrole
கட்டுப்பாடுகள்	nadzor
முற்றுகை	obleganje
மகாபாரதம்	mahabharata
தகவலை	info
தகவலை	informacije
தகவலை	obveščanje
தகவலை	podatki
தகவலை	informacija
தகவலை	informacije
தகவலை	podatek
பன்றி	pujs
பன்றி	prašič
விஸ்வநாதன்	višvanatan
அதிகரிக்க	povečanje
அதிகரிக்க	zvišanje
அதிகரிக்க	povišanje
ஏற்க	sprejeti
ஏற்க	sprejmi
ரோம்	rimu
ரோம்	rim
ரோம்	rima
ரோம்	rom
அட்டைகள்	kartice
அட்டைகள்	kartic
அட்டைகள்	karte
நேரியல்	linearni
நேரியல்	linearno
நேரியல்	linearna
முக்கியமானது	pomembno
முக்கியமானது	pomemben
முக்கியமானது	pomembna
படிப்பு	potek
படிப்பு	študija
தட்டச்சு	tipkanje
காப்பு	okrepitev
காப்பு	okrepitve
காப்பு	zapestnico
போட்டு	postavi
வசனம்	dialog
வசனம்	verz
கற்கள்	kamne
கற்கள்	kamenje
கற்கள்	kamni
திறக்கப்பட்டது	odprto
எழுத்துகள்	liki
எழுத்துகள்	znaki
எழுத்துகள்	like
எழுத்துகள்	znakov
ஏவுகணை	izstrelek
ஏவுகணை	projektil
ஏவுகணை	raketa
நீராவி	pare
நீராவி	para
சம்பந்தப்பட்ட	zaskrbljena
சம்பந்தப்பட்ட	zaskrbljeni
சம்பந்தப்பட்ட	zaskrbljen
காய்ச்சல்	vročina
காய்ச்சல்	gripa
காய்ச்சல்	gripi
காய்ச்சல்	gripo
விட்டம்	premera
விட்டம்	premer
ஆன்மீக	duhovna
ஆன்மீக	duhovni
ஆன்மீக	duhovnega
ஆன்மீக	duhovne
ஆன்மீக	duhovno
எபிரேய	hebrejsko
மறைந்த	skrito
மறைந்த	skriti
மறைந்த	skrite
மறைந்த	skrit
மறைந்த	skrita
அமர்ந்து	sedenje
சமமான	enaka
சமமான	enaki
சமமான	enako
பட்டை	bari
பட்டை	rešetke
பட்டை	bare
பட்டை	palice
பட்டை	bar
சடங்கு	obred
சடங்கு	ritual
குகை	votlina
குகை	jamo
குகை	jama
குகை	jami
குறைக்கும்	zmanjšanje
குறைக்கும்	zmanjšati
நாற்பது	štirideset
நாற்பது	forty
மண்டலங்கள்	regije
மண்டலங்கள்	regij
மண்டலங்கள்	območja
மண்டலங்கள்	cone
கோல்டன்	zlat
கோல்டன்	zlato
கோல்டன்	zlata
கோல்டன்	zlate
கோல்டன்	zlati
அகமது	ahmed
குழாய்கள்	cevi
நோயாளிகள்	pacienti
நோயாளிகள்	bolnike
நோயாளிகள்	bolniki
போராளிகள்	borca
போராளிகள்	borci
நிகழ்கிறது	dogaja
நீக்கி	odstopi
முழுவதுமாக	popolnoma
கண்டுபிடிக்கப்பட்ட	odkrila
கண்டுபிடிக்கப்பட்ட	odkril
கண்டுபிடிக்கப்பட்ட	odkrite
கண்டுபிடிக்கப்பட்ட	odkrita
கண்டுபிடிக்கப்பட்ட	odkrili
கண்டுபிடிக்கப்பட்ட	odkrit
பழங்கால	starina
பழங்கால	starinski
நேபாளம்	nepalu
நேபாளம்	nepalščina
நேபாளம்	nepalske
இடர்	tveganje
இடர்	tveganja
ஆடும்	ples
ஆடும்	plesa
சூழ்நிலை	razmere
சூழ்நிலை	položaj
சூழ்நிலை	situacijo
சூழ்நிலை	situacija
சூழ்நிலை	stanje
உறவுகள்	odnosi
உறவுகள்	razmerja
உறவுகள்	zveze
உறவுகள்	odnosi
உறவுகள்	razmerja
நிறுத்த	ustavi
கற்றுக்	naučil
நடுநிலை	nevtralno
நடுநிலை	nevtralni
நடுநிலை	nevtralen
கோபம்	jezo
கோபம்	jeza
கோபம்	jezna
கோபம்	jezen
கோபம்	jezni
கோபம்	jezno
நுண்ணுயிர்	mikrobov
விழுந்து	padlo
விழுந்து	jesen
விழுந்து	padec
விழுந்து	padel
இறைவனை	gospod
குழப்பம்	razdejanje
குழப்பம்	nered
குழப்பம்	zmešnjavo
குழப்பம்	zmedenost
குழப்பம்	zmede
குழப்பம்	zmeda
குழப்பம்	zmedeno
குழப்பம்	zmedena
குழப்பம்	zmedeni
குழப்பம்	zmeden
குழப்பம்	navzkrižje
குழப்பம்	spor
குழப்பம்	konflikt
குழப்பம்	spopad
குழப்பம்	kaos
மூலக்கூறுகள்	molekul
மூலக்கூறுகள்	molekule
துகள்	delec
தட்டு	plošča
தட்டு	krožnik
தட்டு	tablica
தட்டு	pladenj
துல்லியமான	točen
துல்லியமான	natančen
துல்லியமான	natančni
துல்லியமான	natančna
துல்லியமான	natančnosti
துல்லியமான	natančnost
நாயர்	nair
பூச்சி	insektov
பூச்சி	žuželka
பூச்சி	škodljivcev
நிலைமை	razmere
நிலைமை	položaj
நிலைமை	situacijo
நிலைமை	situacija
நிலைமை	stanje
எட்டாவது	osmi
எட்டாவது	osma
எட்டாவது	eighth
எட்டாவது	osmo
சிறுவர்கள்	fantje
சிறுவர்கள்	dečki
சிறுவர்கள்	fanta
சிறுவர்கள்	otroci
ஒளியியல்	optika
புரதம்	beljakovin
புரதம்	protein
புரதம்	proteini
புரதம்	beljakovine
நாகரிகம்	civilizacijo
நாகரிகம்	civilizacije
நாகரிகம்	civilizacija
ஆரம்	polmer
பண்ணை	farma
பண்ணை	kmetiji
பண்ணை	kmetija
மேற்பரப்பு	površino
மேற்பரப்பு	površje
மேற்பரப்பு	ploskev
சாமுவேல்	samuel
பிடித்தது	priljubljeni
பிடித்தது	priljubljeno
பிடித்தது	najljubša
பிடித்தது	najljubši
வீரன்	šampion
வீரன்	prvak
வீடுகளில்	domovi
வீடுகளில்	domovih
வீடுகளில்	domove
கையேடு	ročni
கையேடு	ročna
கையேடு	priročnik
கையேடு	ročno
கோதுமை	pšenični
கோதுமை	pšenica
கோதுமை	pšenico
கோதுமை	pšenice
பதிப்புகள்	izdaje
பதிப்புகள்	izdaj
பதிப்புகள்	različice
விரைந்து	hitel
வளர்ச்சியை	rast
வளர்ச்சியை	rasti
மரியாதை	spoštovanja
மரியாதை	spoštovati
மரியாதை	spoštovanje
மரியாதை	spoštuj
விரிவாக்கம்	razširi
விரிவாக்கம்	razširitev
விரிவாக்கம்	podaljšek
விரிவாக்கம்	podaljšanje
பீட்டா	beta
வழிமுறை	korak
வழிமுறை	metoda
வழிமுறை	metodo
வழிமுறை	kanal
விரும்பினார்	všeč
புரியும்	pojasnjevalne
கேரளம்	kerala
நிலவும்	prevladuje
நிலவும்	prevlada
கால்நடை	govedo
கால்நடை	živina
கால்நடை	goveda
ரஷ்யா	rusija
ரஷ்யா	rusijo
தேங்காய்	kokos
லூயி	luiz
லூயி	louis
லூயி	ludvik
லூயி	louie
தெரியாத	neznan
தெரியாத	neznani
தெரியாத	neznano
தெரியாத	neznana
வேண்டுகோள்	zahteva
வேண்டுகோள்	prošnja
வேண்டுகோள்	zahtevek
அணிந்து	nošenje
கேட்ட	slišal
கேட்ட	slišala
அபிவிருத்தி	razvoj
இடைக்கால	srednjeveški
பாதுகாக்க	zaščiti
பார்வையாளர்கள்	občinstvo
பார்வையாளர்கள்	gledalci
பார்வையாளர்கள்	gledalce
பார்வையாளர்கள்	gledalci
பார்வையாளர்கள்	gledalcem
கண்காணிப்பு	sledenje
கண்காணிப்பு	spremljanje
சக்கரம்	kolo
சக்கரம்	kolesa
கோடுகள்	črte
கோடுகள்	vrstice
கோடுகள்	proge
கோடுகள்	vrstic
அனுமதிக்கிறது	dopušča
அனுமதிக்கிறது	omogoča
அனுமதிக்கிறது	dovoljuje
புராண	epic
எப்பொழுதும்	vedno
எப்பொழுதும்	zmeraj
வேதாந்த	vedanta
சிங்கம்	levu
சிங்கம்	leva
சிங்கம்	lev
வேல்ஸ்	wales
புறநகர்	predmestju
வழிகள்	smeri
வழிகள்	načine
வழிகள்	načini
யானைகள்	slone
யானைகள்	sloni
யானைகள்	slonov
உறுதியாக	odločno
ஜாக்	jack
ஜாக்	zack
கண்டம்	celina
கண்டம்	celini
கண்டம்	celino
பாதுகாப்பான	varni
பாதுகாப்பான	varen
பாதுகாப்பான	varna
பாதுகாப்பான	varno
பாதுகாப்பான	varno
கட்டம்	mrežo
கட்டம்	mreža
கட்டம்	omrežje
வாதம்	utemeljitev
வாதம்	argument
அவதாரம்	avatarja
அவதாரம்	avatar
தேயிலை	tea
தேயிலை	čaj
அண்ணன்	annan
படைப்பு	stvaritev
படைப்பு	ustanovitev
படைப்பு	ustvarjanje
படைப்பு	ustvarjalna
படைப்பு	ustvarjalno
படைப்பு	ustvarjalni
படைப்பு	kreativno
துணி	tekstil
துணி	tekstilna
துணி	tekstilnih
துணி	tekstilni
துணி	krpo
துணி	tkanine
துணி	tkanino
துணி	tekstil
துணி	tekstila
அவனுக்கு	njega
அவனுக்கு	ga
படப்பிடிப்பு	snemanje
படப்பிடிப்பு	strelja
படப்பிடிப்பு	streljanje
சனி	sobote
சனி	soboto
சனி	sobota
சனி	sedeli
சனி	sedela
சனி	sedel
சனி	sat
மூங்கில்	bambusa
விடை	odgovor
விடை	odgovori
தேவைகளை	rabi
தேவைகளை	potrebe
தேவைகளை	potrebuje
தேவைகளை	potreb
சார்ல்ஸ்	karel
சார்ல்ஸ்	charles
நியாயமான	razumen
உதவியது	pomagala
உதவியது	pomagal
உதவியது	pomagalo
எட்வர்ட்	edvard
எட்வர்ட்	edward
ஏதோ	nekaj
பிரீமியர்	premiero
பிரீமியர்	premiera
பிரீமியர்	premieri
பிரீமியர்	premier
களஞ்சியம்	silos
இடைநிலை	vmesni
இடைநிலை	vmesno
இடைநிலை	vmesna
இடைநிலை	vmesne
கேள்விகள்	vprašanja
நல	blaginja
நல	blaginje
விளையாட்டரங்கம்	stadion
எல்லைகள்	mejami
எல்லைகள்	meja
எல்லைகள்	mejah
எல்லைகள்	meje
எல்லைகள்	omejitve
எல்லைகள்	omeji
எல்லைகள்	meje
கதிர்வீச்சு	sevanje
கதிர்வீச்சு	obsevanje
கதிர்வீச்சு	sevanja
அழைக்கப்பட்டார்	vabljeni
அழைக்கப்பட்டார்	vabljen
அழைக்கப்பட்டார்	povabljeni
அழைக்கப்பட்டார்	vabljena
டோனி	tony
பனை	dlan
பனை	dlani
பனை	palm
சூறாவளி	ciklon
சூறாவளி	tajfun
சூறாவளி	orkan
சூறாவளி	hurikan
ஆனந்த்	anand
பிரிட்டன்	britanija
பிரிட்டன்	britanijo
பெருங்கோவில்	katedrala
பெருங்கோவில்	katedrali
பெருங்கோவில்	katedralo
நிலங்கள்	dežele
பெல்	bel
பெல்	zvonec
பெல்	zvon
பெல்	bell
நிழல்	senc
நிழல்	sence
நிழல்	senčenje
நிழல்	senca
நிழல்	senco
நிழல்	senci
நிழல்	sence
நிழல்	senca
நிழல்	senci
நிழல்	senco
நிழல்	odtenek
விருத்தி	razvoj
இதயம்	srčna
இதயம்	srčno
இதயம்	srce
விமர்சனங்கள்	pregledi
விமர்சனங்கள்	kritika
விமர்சனங்கள்	kritiko
விமர்சனங்கள்	kritik
விமர்சனங்கள்	kritike
எங்கு	kjer
எங்கு	kje
இணைக்க	poveži
திட்டமிடல்	načrtovanje
தொகுத்தல்	urejanje
தொகுத்தல்	združevanje
வரவேற்பு	wellcome
வரவேற்பு	vabljeni
வரவேற்பு	dobrodošel
வரவேற்பு	dobrodošli
வரவேற்பு	sprejem
இராமன்	ramana
மைக்	mike
பவர்	power
பவர்	moč
தரை	tla
தரை	nadstropje
தரை	tla
தரை	tleh
இளவரசி	princesa
இளவரசி	princess
இளவரசி	princeske
இளவரசி	princeska
டெல்	tel
டெல்	dell
டெல்	della
தொழில்கள்	zaposlitve
கணவன்	soprog
கணவன்	moz
கணவன்	mož
தேவன்	boga
தேவன்	bog
வாக்கெடுப்பு	anketa
வாக்கெடுப்பு	ankete
கோட்டைகள்	trdnjave
கோட்டைகள்	utrdbe
உலோகங்கள்	kovine
உலோகங்கள்	kovin
படுகொலைகள்	masaker
படுகொலைகள்	pokol
யுனெஸ்கோ	unesco
சுவை	okus
சுவை	okusi
சுவை	okus
எரிக்	eric
எரிக்	erik
பீடம்	oltarju
பீடம்	oltar
பீடம்	oltarja
சேரும்	milan
சேரும்	milano
சேரும்	destinacija
வெளிப்பாடு	izraz
வெளிப்பாடு	izražanje
வெளிப்பாடு	izrazi
வெள்ளம்	poplave
வெள்ளம்	poplavo
வெள்ளம்	poplava
வெள்ளம்	poplave
வெள்ளம்	poplav
வெள்ளம்	poplava
வெள்ளம்	poplave
வெள்ளம்	poplav
கல்லறை	grobnica
கல்லறை	grobnico
கல்லறை	pokopališču
கல்லறை	pokopališče
கல்லறை	grob
கல்லறை	groba
அத்தியாயம்	poglavje
அத்தியாயம்	epizodo
அத்தியாயம்	epizode
அத்தியாயம்	epizoda
கல்வெட்டுகள்	napisi
கல்வெட்டுகள்	napise
இணைந்தது	združeni
இணைந்தது	pridružil
இணைந்தது	združena
பாட	poj
பாட	zapoj
மர	lesen
மர	leseno
மர	lesena
மர	leseni
மீதமுள்ள	preostali
மீதமுள்ள	preostale
மீதமுள்ள	preostalo
கோள்கள்	planete
கோள்கள்	planeti
ஆவணம்	dohtar
ஆவணம்	doc
ஆவணம்	dok
ஆவணம்	dokumenta
ஆவணம்	dokument
பேருந்துகள்	avtobuse
பேருந்துகள்	avtobusi
ஏற்படுகின்றன	krčenje
மாதா	mata
இணைக்கப்பட்டது	povezana
இணைக்கப்பட்டது	povezani
இணைக்கப்பட்டது	povezano
இணைக்கப்பட்டது	povezana
இணைக்கப்பட்டது	povezano
இணைக்கப்பட்டது	povezani
ராப்	rob
கூட்டல்	dodajanje
கூட்டல்	vsota
கூட்டல்	seštevek
நினைவில்	spomnil
கேட்கும்	vpraša
முடிச்சு	vozlišče
முடிச்சு	vozel
கென்ட்	kent
தடம்	steza
தடம்	skladbo
தடம்	tir
தடம்	proga
தடம்	progi
நடத்தியது	izvedene
ஐம்பது	petdeset
ஐம்பது	fifty
நீதிமன்றங்கள்	sodišča
ரப்பர்	guma
ரப்பர்	gumo
ரப்பர்	gume
வயதான	starejših
வயதான	starejši
வயதான	starejše
மகனும்	sinko
மகனும்	sine
மகனும்	sin
மகனும்	son
கற்று	naučil
மக்களாட்சி	demokracija
பூங்காக்கள்	parke
பூங்காக்கள்	parki
பூங்காக்கள்	parkov
நிறுத்தம்	ustavi
ரோஜா	rose
ரோஜா	vrtnica
புகை	kajenje
புகை	dim
புகை	kadite
புகை	dima
புகை	kadi
புகை	kajenje
சைவம்	vegetarijanec
நிலா	mesec
நிலா	luna
நிலா	luni
நிலா	moon
சதவிகிதம்	odstotek
சதவிகிதம்	odstotek
பெனடிக்ட்	benedict
நீச்சல்	plavati
நீச்சல்	plavanje
நீச்சல்	plavanja
பாடகி	pevka
பாடகி	singer
பாடகி	pevec
சடங்குகள்	obrede
சடங்குகள்	ceremonije
சடங்குகள்	slovesnosti
கிறிஸ்து	kristus
யுனைடெட்	združeni
யுனைடெட்	združena
யுனைடெட்	združene
யுனைடெட்	united
யுனைடெட்	združeno
காலணி	čevlje
காலணி	čevljev
காலணி	čevlji
பதினான்கு	štirinajst
சேர்க்கை	union
சேர்க்கை	unije
சேர்க்கை	unija
சேர்க்கை	sindikat
சேர்க்கை	sprejem
சேர்க்கை	kombinacija
எழுச்சி	dvig
எழுச்சி	vzpon
செயற்பாடு	dejavnost
செயற்பாடு	dejavnosti
செயற்பாடு	aktivnost
செயற்பாடு	aktivnosti
விளையாடி	igrajo
விளையாடி	predvajanje
விளையாடி	igranje
சுங்கை	sungai
படித்த	branje
படித்த	preberite
படித்த	preberi
படித்த	izobražen
படித்த	izobraženi
படித்த	izobražena
மாறிலி	konstanta
மாறிலி	stalno
கைப்பற்றிய	ujeli
கைப்பற்றிய	ujeta
கைப்பற்றிய	zajeti
கைப்பற்றிய	ujet
ஒதுக்கீடு	dodeljevanje
ஒதுக்கீடு	dodelitev
ஒதுக்கீடு	dodelitve
ஒதுக்கீடு	dodeljevanje
ஒதுக்கீடு	dodelitev
பாபா	baba
கிளிநொச்சி	papagaj
வாழை	banane
வாழை	banana
குழுவை	skupino
குழுவை	skupinsko
குழுவை	skupinski
குழுவை	skupinska
குழுவை	skupina
அங்குலம்	palcev
அங்குலம்	centimetrov
பேசி	telefon
இறைச்சி	mesa
இறைச்சி	meso
இறைச்சி	mesni
ஏரிகள்	jezer
ஏரிகள்	jezera
தற்காலிகமாக	začasno
அணுகுமுறை	pristop
அணுகுமுறை	prilet
அணுகுமுறை	pristopi
காரணி	dejavnik
காரணி	faktor
நிலவு	mesec
நிலவு	luna
நிலவு	luni
நிலவு	moon
உட்புற	notranjosti
உட்புற	notranja
உட்புற	notranjost
உட்புற	notranje
உட்புற	notranji
உலோகம்	kovinska
உலோகம்	kovine
உலோகம்	kovina
உலோகம்	kovinsko
உலோகம்	kovinski
உலோகம்	kovin
உலோகம்	kovine
உலோகம்	kovin
அறிமுக	prvenec
விதை	semenski
விதை	seme
விதை	semena
விதை	semen
விதை	seme
விதை	semena
ஊடகம்	medijev
ஊடகம்	mediji
ஊடகம்	media
மெக்சிகோ	mehika
அமெரிக்கர்	ameriške
அமெரிக்கர்	ameriško
அமெரிக்கர்	ameriški
அமெரிக்கர்	ameriška
அமெரிக்கர்	američani
இப்னு	ibn
அறிக்கைகள்	poročila
அறிக்கைகள்	poročili
வெற்றியை	uspehov
வெற்றியை	uspeh
வெற்றியை	uspešnost
நாளிதழ்	časopis
நாளிதழ்	časopisi
ஹாலிவுட்	hollywood
மெல்ல	počasi
பிறந்தது	rojen
பிறந்தது	rojena
பிறந்தது	rojene
பிறந்தது	rojeni
பிறந்தது	rodil
பதினாறு	šestnajst
பதினாறு	sixteen
சகோதரன்	bratec
சகோதரன்	brat
கடை	prodajalna
கடை	shop
கடை	trgovino
கடை	trgovina
கடை	prodajalna
கடை	trgovina
தெளிவு	jasna
தெளிவு	počisti
தெளிவு	jasno
தெளிவு	jasnost
தெளிவு	jasnosti
கணினிகள்	računalniki
கணினிகள்	računalnike
வேர்	korenina
வேர்	korena
வேர்	koren
வேர்	korenine
வேர்	root
பிரான்சிஸ்	franc
பிரான்சிஸ்	francis
வெளியீடுகள்	izpusti
ஊழியர்கள்	osebje
சக்கர	kolo
சக்கர	kolesa
வாட்	wat
சுவிஸ்	švicarski
சுவிஸ்	švicarska
பேட்மேன்	batman
மூடிய	zaprto
மூடிய	zaprt
மூடிய	zaprte
மூடிய	zaprti
மூடிய	zaprta
ஆட்டோ	samodejno
ஆட்டோ	samodejna
ஆட்டோ	auto
வெளியேறும்	izhod
வெளியேறும்	izstop
ஸ்டீபன்	stephen
ஸ்டீபன்	štefan
ஸ்டீபன்	stephena
ஸ்டீபன்	stefan
ஜான்சன்	johnson
கட்டுமான	gradnja
கட்டுமான	konstrukcija
கட்டுமான	gradbeništvo
போஸ்	bose
இன்பம்	uživanje
இன்பம்	užitek
ஒன்பதாவது	nine
ஒன்பதாவது	devet
ஒன்பதாவது	deveti
ஒன்பதாவது	deveto
டெய்லர்	taylor
டெய்லர்	taylorja
புனைவு	fikcija
கன்னி	device
கன்னி	devica
மரபுகள்	tradicije
மரபுகள்	tradicijo
நடுவர்	sodnik
நெறிமுறைகள்	merilo
நெறிமுறைகள்	kriteriji
நெறிமுறைகள்	merila
டாட்டா	tata
விவசாயிகள்	kmetovalci
விவசாயிகள்	kmete
விவசாயிகள்	kmetje
விவசாயிகள்	kmeti
சாதனம்	naprava
சாதனம்	pripomoček
மின்னணுவியல்	elektronika
மின்னணுவியல்	elektroniko
மேற்கோள்கள்	satelitsko
மேற்கோள்கள்	satelitska
மேற்கோள்கள்	satelit
மேற்கோள்கள்	citatov
மேற்கோள்கள்	primeri
வெளிப்படையாக	očitno
பாக்	pak
தெருவில்	ulico
தெருவில்	street
தெருவில்	ulica
உயிருடன்	živa
உயிருடன்	živega
உயிருடன்	živ
பெண்ணை	punca
பெண்ணை	deklica
பெண்ணை	dekle
பெண்ணை	punco
ஓடி	tok
ஓடி	pretok
ஸ்மித்	smith
மேஜர்	major
ஊட்டச்சத்து	prehrana
ஊட்டச்சத்து	prehrano
ஊட்டச்சத்து	prehrani
ஊட்டச்சத்து	prehranske
தண்டு	steblo
தண்டு	izvornih
தண்டு	stebla
அறைகள்	sobe
அறைகள்	sob
எண்ணை	številka
எண்ணை	število
இருவருக்கும்	obe
இருவருக்கும்	oba
இன்றளவும்	splete
பிரான்சிய	académie
உரிமையாளர்	lastnik
உரிமையாளர்	lastnica
சேதம்	škoda
கவுண்டர்	števec
விரும்பிய	prednostno
விரும்பிய	zaželeno
புக்	buk
ஜோடி	par
ஜோடி	para
ஜோடி	par
மந்திரம்	mantra
தயாரிப்பாளர்கள்	pridelovalci
தயாரிப்பாளர்கள்	proizvajalci
தா	tha
ரகுமான்	rahman
அவசர	nujno
கரை	meja
கரை	mejo
கரை	meje
கரை	meji
நாயகன்	junak
நாயகன்	heroj
நாயகன்	moški
நாயகன்	mož
நாயகன்	človek
காப்பகம்	arhiv
அடர்ந்த	gosto
கூத்து	hoa
படைத்த	ustvarjen
படைத்த	ustvarjeno
படைத்த	ustvaril
படைத்த	ustvarjena
படைத்த	ustvarjene
அருங்காட்சியகங்கள்	muzeje
சிவா	šive
சிவா	šiva
சிவா	šivo
குடி	pitja
குடி	pitje
குடி	pijača
குடி	piti
குடி	pijačo
குடி	pij
குடி	pijača
வாழ்த்துக்கள்	čestitke
வாழ்த்துக்கள்	čestitam
வாழ்த்துக்கள்	pozdravljeni
வாழ்த்துக்கள்	pozdrave
வாழ்த்துக்கள்	pozdrav
வாழ்த்துக்கள்	čestitke
பாடலாசிரியர்	skladatelj
இனிய	srečna
இனிய	srečen
இனிய	vesela
இனிய	srečno
குளோரின்	klor
பெல்ஜியம்	belgijo
பெல்ஜியம்	belgija
மெட்ரிக்	metričnih
துருக்கிய	turška
துருக்கிய	turški
துருக்கிய	turško
நெப்போலியன்	napoleon
ஆயுதம்	orožja
ஆயுதம்	orožje
ஆயுதம்	orožje
ஆயுதம்	streliva
ஆயுதம்	strelivo
