komputerów	komputer
chaos	kekacauan
chaos	kekusutan
dziób	paruh
ustaw	set
dialog	dialog
palace	istana
palace	palace
sztuczne	buatan
baltimore	baltimore
uwięziony	dipenjarakan
uwięziony	terjebak
uwięziony	terperangkap
ogrodzie	kebun
ogrodzie	keroh
ogrodzie	garden
ogrodzie	taman
robertson	robertson
apple	epal
apple	apple
iwona	yvonne
galaktyk	galaksi
wiosna	spring
rządowe	pemerintahan
rządowe	kerajaan
śpiewa	bernyanyi
śpiewa	menyanyi
śpiewa	bernyanyi
śpiewa	nyanyian
przekonany	meyakinkan
kaliber	kaliber
kaliber	caliber
kaliber	calibre
jessica	jessica
bibliotekę	library
bibliotekę	pustaka
bibliotekę	perpustakaan
moritz	moritz
din	din
wyjaśnić	explain
wyjaśnić	terangkan
orbitę	orbit
mohamed	mohamed
osobowość	personaliti
ciężki	berat
zarejestrowany	berdaftar
zarejestrowany	didaftarkan
zarejestrowany	dirakam
zarejestrowany	direkod
zależność	kebergantungan
zależność	dependence
child	kanak
child	anak
child	child
oddanie	dedikasi
oddanie	pengabdian
podejścia	pendekatan
podejścia	pendekatan
podejścia	approach
okładki	penutup
okładki	cover
okładki	meliputi
podmiot	subjek
podmiot	entiti
volley	volley
url	url
rzymian	romans
zaproszony	dijemput
zbiorowe	kolektif
reprezentujący	mewakili
wież	towers
ostro	kasar
kość	bone
kość	tulang
sucha	kering
współpracownik	mengaitkan
lokomotywy	lokomotif
zagrzeb	zagreb
bibliotek	pustaka
bibliotek	perpustakaan
kalisz	kalisz
tomáš	tomáš
stawy	kolam
stawy	sendi
skamieniałości	fosil
księżniczki	puteri
księżniczki	princess
kopiowania	menyalin
kopiowania	penyalinan
techniczna	teknikal
świadomość	kesedaran
świadomość	kesedaran
miles	km
miles	miles
miles	mil
piechota	infantri
mongolii	mongolia
smak	citarasa
smak	rasa
smak	taste
smak	merasai
smak	selera
smak	perisa
smak	flavor
smak	flavour
smak	flavour
tabor	tabor
utrata	kalah
utrata	kerugian
weber	weber
zatwierdzony	diluluskan
zatwierdzony	approved
potocki	potocki
michelle	michelle
baden	baden
przestępstwa	jenayah
przestępstwa	jenayah
alma	alma
jutro	esok
ostre	sharp
ostre	tajam
ostre	spicy
ostre	pedas
ostre	akut
luftwaffe	luftwaffe
szybkość	speed
szybkość	kelajuan
podgatunki	subspesies
tychy	tychy
zrozumieć	fahami
pytań	soalan
pytań	pertanyaan
software	perisian
software	software
zatopiony	sunken
wiktorii	victoria
giorgio	giorgio
alejandro	alejandro
sandra	sandra
wallace	wallace
wellington	wellington
regionalny	serantau
zakonnica	nun
następna	next
następna	selanjutnya
następna	seterusnya
wyroby	artikel
wyroby	produk
strategii	strategi
strategii	strategi
informuje	inform
świeckich	sekular
emmy	emmy
nadzoru	pengawasan
satelitarne	satelit
zabawy	seronok
zabawy	keseronokan
zabawy	asyik
tajemnicy	kerahsiaan
operatora	operator
dyskiem	discus
ćwiczeń	latihan
nico	nico
wymiana	pengganti
wymiana	penggantian
wymiana	pertukaran
wymiana	exchange
przeznaczenia	destiny
przeznaczenia	takdirnya
przeznaczenia	takdir
przeznaczenia	nasib
łuk	lengkung
łuk	arc
łuk	lengkok
łuk	lengkuk
łuk	arch
łuk	berjemaah
łuk	busur
łuk	bow
lucie	lucie
atlancie	atlanta
regionalna	serantau
smoka	dragon
smoka	naga
opisano	dihuraikan
opisano	digambarkan
opisano	diterangkan
kwatera	perempat
kwatera	quarters
tajne	rahsia
julius	julius
ciepło	panas
ciepło	haba
ciepło	hangat
ciepło	suam
ciepło	kehangatan
alexandre	alexandre
rozwiązać	lerai
rozwiązać	solve
aniołów	malaikat
wycofanie	penarikan
wycofanie	withdrawal
gość	pelawat
gość	miang
gość	guy
gość	tetamu
gran	nek
gran	gran
fale	ombak
fale	lambai
fale	wave
fale	gelombang
fale	gelombang
fale	ombak
statut	statut
dochodów	pendapatan
strażnik	guardian
strażnik	wali
strażnik	guard
strażnik	pengawal
szerokiej	luas
koszalin	koszalin
dyplomatyczne	diplomatik
częstotliwość	frekuensi
częstotliwość	kekerapan
too	too
too	jugak
matematyka	matematik
matematyka	matematik
matematyka	matematik
matematyka	matematik
wbc	wbc
berkeley	berkeley
rydze	riga
poznaje	iktiraf
poznaje	kenali
poznaje	mengenali
wiarę	iman
kostki	ankle
kostki	kiub
rozbudowa	mengembang
rozbudowa	mengembangkan
rozbudowa	perluasan
rozbudowa	pengembangan
nowoczesne	moden
emily	emily
ostateczny	ultimate
ostateczny	muktamad
ostateczny	muktamad
ostateczny	final
fin	fin
czwartek	khamis
eduard	eduard
ukraińców	ukrain
nauczanie	pengajaran
rejestr	register
rejestr	pendaftar
rejestr	pendaftaran
rejestr	registry
holowania	penarik
koch	koch
rzadkie	rare
rzadkie	jarang
syntezy	sintesis
replika	replika
replika	replica
bellona	bellona
przemysłowy	industri
przemysłowy	industrial
przemysłowy	perindustrian
słup	kutub
słup	pole
słup	galah
słup	tiang
słup	pillar
doradca	penasihat
doradca	perunding
doradca	kaunselor
doradca	kaunselor
doradca	penasihat
doradca	advisor
uderzył	melanda
uderzył	hit
uderzył	hentam
cokolwiek	whatever
cokolwiek	sebarang
audi	audi
nsdap	nsdap
oskarżenia	tuduhan
oskarżenia	tuduhan
rejs	pelayaran
rejs	cruise
arabii	arabia
arabii	arab
panie	tuhan
panie	lord
panie	wanita
kong	kong
tradycję	tradisi
cali	cali
cali	inchi
cali	inci
edgar	edgar
twoja	your
twoja	milikmu
twoja	yours
clausura	clausura
jensen	jensen
chrzest	pembaptisan
fia	fia
przegrana	tewaskan
przegrana	kekalahan
przegrana	kalah
potomków	zuriat
england	england
england	inggeris
dee	dee
sprzeczne	bercanggah
renata	renata
zasadnicza	fundamental
płock	płock
asystenta	pembantu
asystenta	assistant
podkategorii	subkategori
podkategorii	subkategori
wagon	wagon
wagon	kenderaannya
rodzeństwa	siblings
zniszczyć	musnahkan
traktuje	merawat
traktuje	perlakuan
dialogu	dialog
odkrywa	dedah
missisipi	mississippi
christine	christine
marynarka	navy
marynarka	jacket
marynarka	jaket
stężenia	pengkhususan
stężenia	pengkhususan
stężenia	kepekatan
wyjaśnienie	penjelasan
wyjaśnienie	penjelasan
polo	polo
czynne	active
czynne	aktif
odbiór	over
odbiór	resit
odbiór	menerima
odbiór	penerimaan
odbiór	persandingan
odbiór	reception
odbiór	resepsi
odbiór	pickup
odbiór	pengambilan
odbiór	pikap
represji	repression
wicehrabia	viscount
czeskie	czech
ashley	ashley
obywatele	warganegara
obywatele	warganegara
obywatele	citizen
piętro	lantai
piętro	floor
salon	lounge
salon	salon
ain	ain
mięsa	daging
mięsa	meats
czynnik	factor
czynnik	faktor
speedway	speedway
mechaniczne	mekanikal
mechaniczne	mekanik
mechaniczne	mechanical
nbc	nbc
wasilij	vasily
podłoże	substrat
podłoże	tanah
podłoże	ground
mauzoleum	makam
butler	butler
zlewni	catchment
liczebności	abundance
obserwuje	watching
obserwuje	menyaksikan
obserwuje	memerhati
obserwuje	menonton
tunezji	tunisia
tunezji	tunisian
samuela	samuel
paliwo	petrol
piłsudski	piłsudski
skuteczności	keberkesanan
skuteczności	efficacy
ren	ren
ren	rhine
grey	kelabu
grey	grey
tokyo	tokyo
pruszków	pruszków
okno	tetingkap
okno	tingkap
odzyskać	recover
odzyskać	pulih
kolumbia	columbia
kolumbia	colombia
cameron	cameron
piw	bir
piw	beers
motorsport	motorsport
germain	germain
glenn	glenn
treningi	latihan
treningi	training
prosi	tanya
leeds	leeds
kwiat	blossom
kwiat	merekah
kwiat	bunga
kwiat	flower
wieki	umur
wieki	berkurun
aaron	harun
aaron	aaron
operacyjnych	beroperasi
operacyjnych	beroperasi
council	majlis
council	dewan
camp	kem
camp	perkhemahan
camp	kemah
fabio	fabio
fabio	fábio
okrążenie	lap
ręczny	telapak
komiksów	komik
mann	mann
zwykły	biasa
zwykły	regular
zwykły	teratur
misje	quests
misje	misi
misje	misi
rycerzy	kesatria
demokratów	demokrat
demokratów	demokrat
demokratów	demokrasi
pokonany	dibelasah
pokonany	dikalahkan
pokonany	dipukul
pokonany	ditewaskan
pokonany	dikalahkan
pokonany	defeated
charków	kharkiv
norm	norma
norm	piawaian
norm	standard
norm	norma
peugeot	peugeot
standardy	piawaian
standardy	standard
poprosił	ditanya
węgiel	arang
węgiel	carbon
węgiel	karbon
bass	bes
bass	bass
zamość	zamość
automatyczna	automatik
automatyczna	automatic
aspekty	aspek
aspekty	aspek
prosto	straight
prezentacji	presentation
prezentacji	persembahan
stefano	stefano
domeny	domain
domeny	domain
dame	dame
pracujący	berkerja
pracujący	berfungsi
pracujący	bekerja
wzory	model
wzory	corak
wzory	pola
wzory	design
wzory	rekabentuk
podlaski	podlaski
strunowce	kordata
joel	joel
porównanie	perbandingan
porównanie	bandingkan
dell	dell
ewy	hawa
ewy	eve
osobisty	personal
osobisty	peribadi
carmen	carmen
montgomery	montgomery
kompozytorów	penggubah
oun	cns
jądro	kernel
jądro	nukleus
jądro	testis
jądro	core
jądro	inti
następcę	penerus
salomona	solomon
salomona	sulaiman
pearl	pearl
pearl	mutiara
wywołało	mencetuskan
wywołało	dicetus
wywołało	dicetuskan
wiktoria	viktoria
wiktoria	victoria
przodków	leluhur
przodków	ancestor
chińskie	china
chińskie	cina
kielicha	cawan
lodu	ais
liber	liber
przydatne	bermanfaat
przydatne	berguna
jowisza	musytari
jowisza	jupiter
zaangażowanie	penglibatan
zaangażowanie	penglibatan
zaangażowanie	komitmen
zaangażowanie	commitment
wer	wer
rzemiosła	kraf
zapach	bauan
zapach	aroma
zapach	berbau
zapach	wangian
żyjący	living
rozszerzenie	pembesaran
rozszerzenie	perluasan
rozszerzenie	pengembangan
mercury	mercury
konsulat	konsulat
konsulat	perunding
turków	turki
prezentowane	diperincikan
prezentowane	dipersembahkan
prezentowane	disajikan
kazań	khutbah
kazań	kazan
uroczyste	meriah
greckie	greek
greckie	yunani
venus	venus
armata	meriam
homo	homo
herbie	herbie
wien	wien
bergen	bergen
estádio	estádio
ciemne	gelap
lokalnie	tempatan
zawarty	terkandung
wymagane	dipinta
wymagane	meminta
wymagane	diminta
wymagane	dikehendaki
wymagane	diperlukan
metry	meter
metry	meter
bit	bit
toma	toma
bomba	bomb
bomba	bom
tunelu	terowong
ekspertów	pakar
ekspertów	pakar
sparta	sparta
ziemskiego	duniawi
dorosłe	dewasa
ściana	wall
ściana	dinding
newton	newton
pzl	pzl
pliki	fail
personelu	kakitangan
personelu	kakitangan
personelu	staf
personelu	staff
con	con
kandydaturę	pencalonan
tylny	posterior
tylny	rear
tylny	belakang
wiązanie	pengikatan
wiązanie	mengikat
wiązanie	ikatan
wiązanie	bond
liverpool	liverpool
emanuel	emanuel
dublin	dublin
przeglądu	semakan
teoretyk	theorist
andre	andre
andre	andré
niebie	heaven
niebie	syurga
niebie	sky
niebie	langit
nocny	nokturnal
nocny	malam
umysłu	mind
umysłu	minda
josh	josh
gwatemali	guatemala
zastrzeżenia	tempahan
zastrzeżenia	bantahan
sądy	kehakiman
jasności	kejelasan
jasności	kecerahan
jasności	dhuha
traktowane	dilayan
sobota	sabtu
zajęte	busy
zajęte	sibuk
zajęte	menduduki
zajęte	diduduki
wrogów	musuh
zaleca	saranan
chirurgii	pembedahan
chirurgii	pembedahan
uczucia	perasaan
elektronów	elektron
nintendo	nintendo
filozoficzne	falsafah
armstrong	armstrong
cezar	caesar
zainteresowań	minat
klasycznego	klasik
klasycznego	klasikal
podłogi	lantai
podłogi	lantai
komety	komet
komety	komet
otoczona	dikelilingi
lahti	lahti
boca	boca
piasku	pasir
prowadzące	mengetuai
prowadzące	leading
prowadzące	terkemuka
oznaczone	ditandakan
oznaczone	tagged
oznaczone	ditanda
oznaczone	ditag
oznaczone	ditandakan
oznaczone	ditanda
kota	kota
nestor	nestor
sodu	natrium
leśnictwa	perhutanan
tempo	pace
tempo	tempo
językowej	linguistik
konfrontacji	konfrontasi
volkswagen	volkswagen
zrozumienia	understanding
zrozumienia	pengertian
zrozumienia	memahami
zrozumienia	pemahaman
ronnie	ronnie
przeznaczenie	destinasi
przeznaczenie	destiny
przeznaczenie	takdirnya
przeznaczenie	takdir
przeznaczenie	nasib
przeznaczenie	purpose
biblia	bible
biblia	alkitab
naród	bangsa
naród	nation
soczi	sochi
liderów	pemimpin
liderów	leaders
sonda	kuar
warta	berbaloi
warta	bernilai
warta	worth
warta	layak
zmienione	ditukar
zmienione	diubah
zmienione	diubahsuai
zmienione	dipinda
sin	yaasin
sin	dosa
meyer	meyer
postawa	perangai
postawa	attitude
postawa	sikap
postawa	stance
postawa	postur
rozpoznanie	recon
rozpoznanie	reconnaissance
rozpoznanie	pengiktirafan
rozpoznanie	pengecaman
rozpoznanie	diagnosis
scalemajor	scalemajor
timeaxis	timeaxis
ciekawy	curious
ciekawy	penasaran
dale	dale
potrzebuje	memerlukan
potrzebuje	perlukan
potrzebuje	perlu
potrzebuje	need
potrzebuje	keperluan
chronologia	kronologi
forever	forever
forever	selamanya
cat	cat
cat	kucing
wydawcy	penerbit
wydawcy	penyunting
wydawcy	editor
wydawcy	penerbit
biuletyn	buletin
episkopatu	episcopal
freedom	freedom
freedom	kebebasan
adaptacji	adaptations
delegatów	delegasi
imagesize	imagesize
yang	yang
fabrykę	kilang
ekran	screen
ekran	skrin
burbon	bourbon
dołączyła	disertai
dołączyła	joined
dołączyła	menyertai
sal	sal
plotarea	plotarea
lucy	lucy
sebastiana	sebastian
allan	allan
ostry	sharp
ostry	tajam
ostry	akut
berger	berger
równoległy	selari
edytuj	edit
bronić	defend
wells	wells
wells	telaga
fizyczna	jasmani
fizyczna	fizikal
aut	aut
możliwy	munasabah
możliwy	kemungkinan
oświetlenie	pencerahan
oświetlenie	pencahayaan
oświetlenie	lighting
ekspozycja	dedahan
konsul	konsul
rebelianci	pemberontak
clarke	clarke
ograniczeń	sekatan
protokół	protokol
zabezpieczenie	cagaran
alain	alain
astronomii	astronomi
astronomii	falak
protesty	bantahan
protesty	bantahan
siedliska	habitat
siedliska	habitat
ciemności	darkness
ciemności	kegelapan
ahmed	ahmed
ahmed	ahmad
anatolij	anatoliy
anatolij	anatoli
anatolij	anatoly
płótnie	kanvas
płótnie	canvas
gerhard	gerhard
generacja	janaan
modyfikacji	pengubahsuaian
modyfikacji	pengubahsuaian
współautorem	coauthor
karate	karate
przybyła	tiba
przybyła	arrived
kapitału	modal
kapitału	capital
foster	foster
harvey	harvey
płatki	kelopak
płatki	bijirin
krytykę	kritikan
krytykę	pengkritik
krytykę	kritik
olympique	olympique
eugene	eugene
wspomniany	disebut
wspomniany	disebutkan
druk	print
druk	cetak
druk	percetakan
druk	pencetakan
burza	ribut
burza	storm
najbliższych	terdekat
najbliższych	terhampir
tragedii	tragedi
wystawę	pameran
edwards	edwards
nowoczesny	moden
nowoczesny	kontemporari
posterunek	stesyen
posterunek	stesen
grobie	pusara
grobie	makam
grobie	kubur
utah	utah
guillermo	guillermo
dochody	pendapatan
dochody	pendapatan
dochody	perolehan
dochody	pendapatan
ruth	ruth
piętra	lantai
tango	tango
zorganizowane	terurus
zorganizowane	disusun
zorganizowane	tersusun
zorganizowane	terurus
zorganizowane	terancang
towarowy	freight
bukareszcie	bucharest
wykorzystany	dieksploitasi
skłodowskiej	skłodowska
przyjaźń	persahabatan
gotowy	ready
gotowy	siap
franków	francs
med	med
body	body
body	bodi
body	badan
higgins	higgins
archeologii	arkeologi
archeologii	arkeologi
zarejestrowane	berdaftar
zarejestrowane	didaftarkan
zarejestrowane	dirakam
zarejestrowane	direkod
crystal	crystal
crystal	hablur
crystal	kristal
dzwon	loceng
dzwon	bell
rozmowa	interview
rozmowa	otai
rozmowa	temuduga
rozmowa	perbualan
marcelo	marcelo
uzupełnienia	pelengkap
toro	toro
lampy	lampu
lampy	pelita
lampy	lampu
dzwony	loceng
wad	kecacatan
zakup	pembelian
zakup	pembelian
zakup	membeli
zakup	pembelian
curtis	curtis
spirit	roh
spirit	semangat
spirit	spirit
leicester	leicester
zorganizowany	terurus
zorganizowany	disusun
zorganizowany	tersusun
zorganizowany	terurus
zorganizowany	terancang
gazet	akhbar
arabski	arab
arabski	arab
arabski	arabian
kocha	loves
lin	lin
lin	tali
leslie	leslie
lima	lima
kujawski	kujawski
singles	single
generałowie	jeneral
naprzeciw	opposite
procesor	pemproses
procesor	cpu
garcia	garcia
garcia	garcía
cmentarze	perkuburan
osp	tso
zimbabwe	zimbabwe
bach	bach
rhein	rhein
bird	burung
pokolenie	janaan
pokolenie	generasi
uzbrojony	bersenjatakan
uzbrojony	bersenjata
gun	senapang
gun	pistol
gun	gun
przybywa	tiba
przybywa	comes
samantha	samantha
wydać	perbelanjaan
wydać	spend
brody	jambang
brody	brody
spożywczy	runcit
palma	palma
zimy	winter
six	six
six	enam
poziomy	mengufuk
poziomy	aras
wyrażenie	frasa
wyrażenie	ungkapan
wyrażenie	expression
wyrażenie	ekspresi
legion	legion
męczennika	syahid
męczennika	syuhadah
ustalenie	tekad
ustalenie	penentuan
wyjazd	keluar
wyjazd	berlepas
wyjazd	trip
chana	chan
discovery	menerokai
discovery	terokai
discovery	teroka
discovery	penerokaan
discovery	penemuan
discovery	discovery
rozdzielczości	resolusi
rozdzielczości	peleraian
dekady	dekad
dekady	berdekad
dekady	dekad
zmniejszenia	mengurangkan
zmniejszenia	kurangkan
pełen	full
pełen	kenyang
pełen	penuh
wodoru	hidrogen
mika	mike
mika	mica
mika	mika
mika	mika
niebezpieczne	merbahaya
niebezpieczne	berbahaya
zorganizowana	terurus
zorganizowana	disusun
zorganizowana	tersusun
zorganizowana	terurus
zorganizowana	terancang
otoczenie	persekitaran
otoczenie	sekitarnya
otoczenie	persekitaran
restauracja	restoran
restauracja	restaurant
wizji	visi
wizji	penglihatan
wizji	visi
bojowników	pejuang
bojowników	petarung
bojowników	fighters
bojowników	militan
przechowywany	tersimpan
przechowywany	disimpan
afganistanie	afghanistan
owen	owen
odznakę	lencana
southern	selatan
pedersen	pedersen
luksemburg	luxemburg
luksemburg	luxembourg
zmieniony	ditukar
zmieniony	diubah
zmieniony	diubahsuai
zmieniony	dipinda
podrząd	suborder
fisher	fisher
nachylenie	cerun
zbawiciela	penyelamat
nicolás	nicolás
uczestniczyć	attend
galerie	galeri
beat	beat
beat	rentak
bonn	bonn
mile	mile
mile	km
mile	miles
mile	mil
obywatela	warganegara
obywatela	citizen
wyraźne	explicit
wyraźne	eksplisit
pancernik	battleship
pancernik	dreadnought
komiks	komik
komiks	komik
komiks	comic
mass	jisim
rozumie	memahami
cząstki	zarah
cząstki	zarah
drogowy	jalan
drogowy	road
morderstwo	pembunuhan
serhij	serhiy
otrzymaniu	resit
hipoteza	hipotesis
rywala	saingan
rywala	menyaingi
libanu	lubnan
knowles	knowles
zabójstwa	pembunuhan
zabójstwa	pembunuhan
zabójstwa	pembunuhan
wszechświata	universe
wszechświata	semesta
düsseldorf	dusseldorf
religijny	agama
religijny	keagamaan
dunaju	danube
przydział	peruntukan
przydział	assignment
przydział	tugasan
juss	juss
konstantin	konstantin
temple	temple
temple	kuil
zastąpione	digantikan
zastąpione	digantikan
zastąpione	diganti
ogrodów	gardens
dociera	tiba
ogłoszenia	pengumuman
ogłoszenia	iklan
ogłoszenia	ads
schneider	schneider
wiarygodne	dipercayai
twierdząc	mendakwa
twierdząc	tuntutan
echo	gema
echo	echo
zwyczaj	tabiat
zwyczaj	suai
guillaume	guillaume
bogaty	kaya
producenci	pengeluar
producenci	pengilang
championships	kejohanan
pierwotnych	pertambahan
gnu	gnu
enrique	enrique
zauważyłem	perasan
mechanizmu	mekanisme
mieszanej	bercampur
mieszanej	campuran
mieszanej	mixed
mieszanej	dicampur
knight	knight
knight	satria
knight	wira
promocja	promosi
promocja	promosi
regiony	kawasan
regiony	rantau
regiony	wilayah
regiony	kawasan
palmer	palmer
sant	sant
malezji	malaysia
malezji	malaysian
schody	stairway
schody	langkah
schody	steps
schody	tangga
aktorką	pelakon
fundusz	dana
fundusz	fund
wybiera	memungut
przedziale	compartment
podana	diberikan
podana	diberi
profesorów	profesor
magda	magda
paulina	paulina
paulina	pauline
muzułmanów	muslims
muzułmanów	muslim
julio	julio
flagę	bendera
maraton	marathon
jedynki	single
buntu	pemberontakan
socjalistów	sosialis
wniosków	aplikasi
grunty	land
grunty	tanah
grunty	darat
grunty	kontang
synonimy	sinonim
